InitialReturnStd,ESSClassic,StdIWNorm,J_sample_variance,ReturnMeanIW,MeanIW,Weights,MeanIWNorm,InitialBound,EpisodesSoFar,ReturnStepMax,EpThisIter,ESSRenyi,StdIW,ReturnStepMaxmin,EntropyCoefficient,EmpiricalD2,TimeElapsed,InitialReturnMax,Bound,Iteration,MinIW,InitialReturnMean,InitialReturnMin,MeanEntropy,TimestepsSoFar,MinIWNorm,MaxIWNorm,EpLenMean,MaxIW,EpRewMean
239.59526,67.5,0.007629106,64945.9,38.948402,1.0994711,[-0.081  1.008 -2.467 -3.02  -0.525],0.010994711,-101.42464,1800,10.0,100,77.489784,0.7629106,9.942356,,1.2904927,184.73295187950134,155.16974,-76.269844,18,0.33401948,2.4414062e-06,-828.1287,0.87980896,207442,0.0033401947,0.06759708,303.0,6.7597075,3021.2020008215854
233.92505,89.18547,0.0036945338,50360.453,20.397543,1.0609694,[-0.086  0.98  -2.506 -2.99  -0.539],0.010609694,-101.21048,1900,10.0,100,89.44905,0.3694534,9.940554,,1.1179549,202.07059454917908,137.2591,-86.615715,19,0.47683504,-1.2207031e-05,-826.38,0.8802462,238450,0.00476835,0.028828144,310.08,2.8828144,3091.509146638409
207.9329,88.95331,0.0034813036,43954.254,9.308493,0.98788637,[-0.091  0.962 -2.544 -2.988 -0.539],0.0098788645,-105.73479,2000,10.0,100,92.77616,0.34813038,9.938307,,1.0778631,222.7676191329956,119.99689,-100.4656,20,0.49764383,4.1503907e-05,-863.3213,0.87109834,269533,0.0049764384,0.027663793,310.83,2.7663794,3098.638828647512
183.45383,85.802574,0.0043690233,32482.555,21.32314,1.0740631,[-0.086  0.962 -2.564 -2.995 -0.548],0.01074063,-82.13586,2100,10.0,100,85.898865,0.43690234,9.947466,,1.1641598,241.74432253837585,108.51019,-67.2984,21,0.2937856,4.5166016e-05,-670.63684,0.8604271,302610,0.002937856,0.027388277,330.77,2.7388277,3298.9196449899264
257.46347,92.93827,0.0028117117,60702.727,16.971651,1.0200291,[-0.085  0.956 -2.595 -3.012 -0.558],0.010200289,-100.908554,2200,10.0,100,93.918945,0.2811712,9.949448,,1.0647479,260.91880989074707,149.52393,-87.15251,22,0.61713696,4.0283205e-05,-823.91516,0.8584686,334942,0.0061713695,0.019245133,323.32,1.9245133,3224.9465722741593
195.04298,72.5635,0.0067923567,38740.418,23.48956,1.1046263,[-0.093  0.962 -2.637 -3.009 -0.56 ],0.011046263,-107.64617,2300,10.0,100,80.75223,0.6792357,9.951057,,1.2383559,279.60951709747314,104.39929,-96.30061,23,0.339998,-2.5024414e-05,-878.927,0.8415102,368657,0.00339998,0.039130725,337.15,3.9130726,3363.1479832952386
255.09953,86.04405,0.004231212,68498.87,12.431313,1.0506204,[-0.089  0.95  -2.655 -3.001 -0.577],0.010506205,-106.157036,2400,10.0,100,91.4363,0.42312124,9.947306,,1.0936575,296.7719039916992,126.52655,-98.585594,24,0.4787627,-8.544922e-05,-866.7679,0.83682287,401659,0.0047876267,0.02650451,330.02,2.650451,3291.402884381085
193.8267,95.80345,0.0021642067,32938.895,8.67984,1.0340531,[-0.081  0.936 -2.687 -2.997 -0.582],0.0103405295,-109.331924,2500,10.0,100,95.48401,0.21642067,9.958126,,1.0472958,318.4715554714203,90.64441,-103.207695,25,0.56235886,6.713867e-06,-892.6915,0.83066946,437969,0.0056235883,0.016039586,363.1,1.6039586,3623.26808240824
219.28883,98.65821,0.0011717747,46419.53,5.635816,1.0047774,[-0.082  0.927 -2.707 -2.994 -0.588],0.010047773,-106.78054,2600,10.0,100,98.89442,0.117177464,9.952154,,1.0111794,338.279274225235,111.4563,-101.739975,26,0.71044004,3.540039e-05,-871.85974,0.83107424,471837,0.0071044,0.013429813,338.68,1.3429813,3378.586556577783
203.37662,91.836845,0.0031553223,42653.832,9.6793995,1.0583348,[-0.082  0.924 -2.735 -2.997 -0.588],0.010583349,-109.37949,2700,10.0,100,93.67066,0.3155322,9.957834,,1.0675701,358.1977288722992,90.255615,-103.335045,27,0.4601653,-3.479004e-05,-893.07947,0.82948697,508457,0.0046016527,0.022692943,366.2,2.2692943,3654.1474612869956
164.6265,97.851166,0.0014964605,25544.379,3.4436417,1.0098262,[-0.084  0.937 -2.755 -2.992 -0.589],0.010098262,-111.58753,2800,10.0,100,98.20995,0.14964606,9.95833,,1.0182267,378.8237051963806,72.23096,-109.156334,28,0.72970855,9.82666e-05,-911.10913,0.82511795,545045,0.007297085,0.014636658,365.88,1.4636658,3651.05309624299
176.44415,95.83887,0.0020989836,27489.354,7.151285,1.0073369,[-0.082  0.936 -2.771 -2.993 -0.594],0.010073368,-112.37266,2900,10.0,100,95.337616,0.20989835,9.956522,,1.048904,397.4107279777527,75.81232,-107.93633,29,0.66525924,1.7089844e-05,-917.51904,0.81904167,581485,0.006652592,0.01766964,364.4,1.7669641,3635.9522978487257
122.17122,98.640465,0.0011849119,14616.351,2.2387238,1.0092968,[-0.081  0.934 -2.785 -3.002 -0.6  ],0.010092966,-111.2702,3000,10.0,100,98.961945,0.1184912,9.955959,,1.0104895,417.1034371852875,55.16211,-109.613396,30,0.7259434,-0.00013671875,-908.51624,0.8180473,618297,0.0072594336,0.015061357,368.12,1.5061357,3672.9615118532693
139.55919,99.74778,0.000505462,19110.006,1.4312229,1.0051955,[-0.078  0.928 -2.795 -2.999 -0.601],0.010051954,-112.487495,3100,10.0,100,99.739,0.0505462,9.966444,,1.0026169,436.42774415016174,54.989075,-111.20334,31,0.9045537,-2.3193359e-05,-918.45636,0.8193555,657423,0.009045537,0.011155826,391.26,1.1155826,3905.8844257036835
167.72125,99.66808,0.00058175507,27720.758,1.2300603,1.0080768,[-0.078  0.928 -2.808 -2.998 -0.6  ],0.010080767,-113.58554,3200,10.0,100,99.649124,0.058175508,9.964849,,1.0035211,456.2304513454437,55.900635,-112.55528,32,0.8737588,1.0375977e-05,-927.42206,0.8203079,697149,0.008737587,0.011591304,397.26,1.1591305,3965.46569652274
227.11789,98.70814,0.0011569933,51628.12,3.4396572,1.0113415,[-0.078  0.932 -2.818 -3.002 -0.599],0.010113413,-110.41603,3300,10.0,100,99.014175,0.11569933,9.966354,,1.0099564,475.9775414466858,91.76703,-107.52469,33,0.7680586,6.713867e-06,-901.54315,0.8199282,735156,0.0076805856,0.014895687,380.07,1.4895687,3794.161959228484
227.05284,95.89578,0.0021067245,50620.49,4.7427397,1.0183387,[-0.076  0.932 -2.841 -2.997 -0.599],0.010183385,-110.097206,3400,10.0,100,96.786804,0.21067245,9.962265,,1.0331987,496.97175097465515,94.401245,-107.16721,34,0.59071386,0.00013000489,-898.9409,0.816327,772412,0.0059071383,0.018988924,372.56,1.8988924,3718.441010660174
167.18018,95.32026,0.0022531166,26502.475,5.787333,1.016869,[-0.077  0.932 -2.853 -2.985 -0.603],0.010168688,-113.124306,3500,10.0,100,96.16485,0.22531167,9.963486,,1.039881,518.0637998580933,69.66437,-109.57063,35,0.58485377,-4.5776367e-05,-923.6557,0.8108672,810230,0.0058485377,0.01672401,378.18,1.6724012,3774.757735456606
191.61148,99.50679,0.00070456264,35399.684,1.531673,1.0007774,[-0.075  0.931 -2.863 -2.973 -0.608],0.0100077735,-111.86592,3600,10.0,100,99.48986,0.07045627,9.962322,,1.0051275,537.920538187027,69.94507,-110.62073,36,0.7907818,5.126953e-05,-913.3818,0.8124027,849044,0.007907818,0.012990842,388.14,1.2990842,3873.9405334732483
195.10628,97.35294,0.0016914819,37270.95,4.083894,1.0257945,[-0.075  0.926 -2.874 -2.969 -0.607],0.010257945,-113.73098,3700,10.0,100,97.15809,0.1691482,9.967852,,1.0292504,558.0395212173462,64.73096,-111.29836,37,0.626431,-5.9204103e-05,-928.609,0.80954564,889056,0.00626431,0.016875433,400.12,1.6875434,3994.6071572660217
180.455,96.13146,0.0020781942,32581.467,4.335554,1.0359646,[-0.073  0.921 -2.882 -2.975 -0.609],0.010359645,-113.117386,3800,10.0,100,96.47359,0.20781942,9.972721,,1.0365531,577.8674874305725,59.72516,-110.83065,38,0.65352213,-1.8920899e-05,-923.5994,0.8028291,930173,0.0065352214,0.017083941,411.17,1.7083942,4105.91962850053
295.58566,7.5357327,0.080064066,1087912.8,162.01462,2.2856688,[-0.073  0.921 -2.889 -2.977 -0.616],0.022856688,-105.788345,3900,10.0,100,24.472794,8.006407,9.959902,,4.08617,597.0890057086945,129.52869,-51.828842,39,0.051772755,-1.953125e-05,-863.75806,0.82558167,966858,0.0005177275,0.7260974,366.85,72.60974,3661.01092646154
183.1283,98.88333,0.0010533389,33546.81,2.2533875,0.9912204,[-0.063  0.878 -2.923 -2.869 -0.593],0.009912204,-113.817955,4000,10.0,100,99.07986,0.105333894,9.971525,,1.0092869,618.612211227417,64.01245,-112.091934,40,0.75693655,7.751465e-05,-929.3203,0.8245871,1006380,0.007569365,0.012551235,395.22,1.2551235,3946.4219221016897
193.13669,93.119606,0.0028606309,31730.105,11.1490345,1.052388,[-0.06   0.874 -2.944 -2.865 -0.594],0.010523878,-108.4888,4100,10.0,100,93.87043,0.2860631,9.965517,,1.0652982,637.9275133609772,77.84076,-100.82583,41,0.5137879,1.0375977e-05,-885.8074,0.8164982,1045489,0.005137879,0.01863181,391.09,1.8631811,3904.00076061355
163.97182,99.293304,0.0008463181,26155.44,1.9332161,1.0031596,[-0.061  0.865 -2.965 -2.855 -0.602],0.010031595,-114.13224,4200,10.0,100,99.27978,0.08463181,9.969027,,1.0072545,657.4386219978333,61.43457,-112.612335,42,0.8222806,7.6904296e-05,-931.8864,0.8140612,1085364,0.008222805,0.01242902,398.75,1.242902,3981.1663017953338
208.76901,92.022095,0.0030631572,40552.49,9.70154,1.0403286,[-0.061  0.867 -2.976 -2.856 -0.605],0.010403287,-112.69824,4300,10.0,100,92.7442,0.30631575,9.970913,,1.0782346,675.7764739990234,73.15283,-107.3221,43,0.51957446,-2.8686523e-05,-920.177,0.8049918,1125641,0.0051957443,0.019558636,402.77,1.9558637,4021.6817835199267
153.5664,99.5169,0.00069248956,22871.137,1.5460432,0.9939012,[-0.06   0.872 -2.988 -2.854 -0.614],0.009939011,-114.963776,4400,10.0,100,99.58231,0.06924896,9.969997,,1.0041944,695.3887143135071,54.64807,-113.6586,44,0.82530427,2.3193359e-05,-938.6755,0.8045896,1166276,0.008253043,0.011828737,406.35,1.1828737,4057.2396272371807
117.89977,94.84103,0.0023935037,11239.892,5.5490947,1.0262444,[-0.059  0.868 -3.001 -2.853 -0.614],0.010262444,-89.32783,4500,10.0,100,95.046585,0.23935038,9.9770355,,1.0521157,714.8527987003326,34.15326,-86.07682,45,0.45677167,-4.3945314e-05,-729.3583,0.797276,1209631,0.0045677167,0.01665662,433.55,1.6656622,4330.32645110995
139.13226,99.7898,0.00046015318,19367.328,0.46860838,1.0026301,[-0.059  0.873 -3.014 -2.854 -0.622],0.0100263,-116.4005,4600,10.0,100,99.7694,0.046015315,9.974882,,1.0023113,735.2170169353485,32.93622,-116.06634,46,0.8986771,1.8310546e-06,-950.40607,0.79622024,1252981,0.008986771,0.011428289,433.5,1.142829,4329.358007249234
175.56458,97.1688,0.0017370115,29581.799,3.8126345,1.0176107,[-0.058  0.871 -3.025 -2.851 -0.623],0.010176106,-115.408394,4700,10.0,100,97.58933,0.17370115,9.978575,,1.0247022,755.941413640976,51.03656,-113.01251,47,0.70798516,3.7231446e-05,-942.30585,0.7918914,1296004,0.0070798513,0.014174799,430.23,1.41748,4297.491108085535
151.03642,98.92457,0.0010524618,22681.412,1.6662464,1.0094064,[-0.057  0.873 -3.037 -2.848 -0.627],0.010094063,-116.83895,4800,10.0,100,98.899765,0.10524618,9.978884,,1.0111247,777.3934195041656,39.3432,-115.82078,48,0.73787713,-3.8452148e-05,-953.9857,0.788967,1339895,0.007378771,0.012776129,438.91,1.2776129,4384.267381724332
37.643463,86.58508,0.003816621,642.58075,5.206845,0.969631,[-0.056  0.873 -3.043 -2.852 -0.63 ],0.00969631,-29.05736,4900,10.0,100,88.676125,0.38166213,9.980837,,1.1276993,798.4623072147369,13.709778,-25.65008,49,0.259718,-9.155274e-06,-237.25226,0.78279907,1385166,0.00259718,0.023374954,452.71,2.3374956,4522.545676025857
167.19073,98.936295,0.0010635498,26712.959,2.7147384,1.0257076,[-0.047  0.874 -3.049 -2.856 -0.636],0.010257075,-113.655914,5000,10.0,100,98.88592,0.10635499,9.982609,,1.0112664,819.2540640830994,45.483032,-111.579636,50,0.8295828,1.3427734e-05,-927.9967,0.7809375,1429919,0.008295828,0.013445622,447.53,1.3445623,4471.203695030373
187.6863,98.98337,0.0010108791,34971.047,1.5569801,0.99746734,[-0.048  0.88  -3.063 -2.865 -0.638],0.009974673,-115.358345,5100,10.0,100,99.138535,0.10108792,9.985271,,1.0086895,840.6040303707123,51.42755,-114.30147,51,0.74310243,-1.953125e-05,-941.8968,0.7802734,1474268,0.007431024,0.0123731,443.49,1.23731,4431.422000069754
198.85245,98.38314,0.001308977,38486.047,3.1539307,1.0210706,[-0.046  0.879 -3.097 -2.865 -0.639],0.010210706,-114.52113,5200,10.0,100,98.12734,0.13089772,9.982323,,1.019084,863.2570900917053,58.262085,-112.4548,52,0.7080731,1.4648437e-05,-935.06116,0.7792917,1518048,0.0070807305,0.014003134,437.8,1.4003135,4373.9186462806465
154.26944,99.575584,0.0006561025,23079.322,0.69478226,1.00497,[-0.047  0.883 -3.107 -2.859 -0.64 ],0.0100497,-117.66224,5300,10.0,100,99.61433,0.06561025,9.981758,,1.0038717,885.8512210845947,32.62018,-117.19501,53,0.83556294,-6.713867e-06,-960.70807,0.77840227,1563382,0.00835563,0.011611872,453.34,1.1611873,4529.0464362071325
40.239967,98.41904,0.0012764352,1257.7537,1.0872386,1.0071115,[-0.047  0.882 -3.112 -2.862 -0.64 ],0.010071116,-36.875698,5400,10.0,100,98.348816,0.12764353,9.984541,,1.0167891,907.7015149593353,10.693054,-36.096737,54,0.73715913,1.4038086e-05,-301.08893,0.7760516,1609795,0.007371591,0.013529318,464.13,1.3529319,4637.496711791409
238.35268,98.484314,0.001273735,56357.004,3.3277454,1.0267422,[-0.046  0.874 -3.123 -2.857 -0.643],0.010267423,-112.0088,5500,10.0,100,98.29735,0.1273735,9.978943,,1.0173215,929.7134184837341,78.76807,-109.64689,55,0.75133336,-7.5683594e-05,-914.54736,0.77431226,1651661,0.0075133336,0.014970126,418.66,1.4970126,4182.001445096287
143.15929,98.48463,0.001262392,18618.988,2.24469,1.0176952,[-0.045  0.864 -3.134 -2.851 -0.645],0.010176951,-118.09282,5600,10.0,100,98.39752,0.12623921,9.985779,,1.0162858,951.2139458656311,29.119019,-116.805885,56,0.6599009,1.953125e-05,-964.224,0.7714893,1697887,0.006599009,0.014026631,462.26,1.4026631,4619.081676659123
145.01251,97.97611,0.0014533194,19248.43,3.3442492,1.0111804,[-0.044  0.858 -3.139 -2.85  -0.647],0.010111804,-115.97452,5700,10.0,100,97.712074,0.14533195,9.9872,,1.023415,973.4755616188049,36.43091,-113.98023,57,0.69733953,4.9438477e-05,-946.92834,0.770487,1743739,0.006973395,0.014136046,458.52,1.4136046,4582.041552238277
16.185263,95.862686,0.0020813106,205.7672,0.96186745,1.0018489,[-0.044  0.865 -3.146 -2.848 -0.649],0.010018489,-14.594854,5800,10.0,100,95.88848,0.20813106,9.98941,,1.0428782,996.508777141571,4.347473,-13.942545,58,0.5539031,-5.7373047e-05,-119.166016,0.7704283,1791761,0.005539031,0.015516639,480.22,1.5516639,4799.414622407807
104.10612,98.334625,0.0012962011,8445.328,2.6733532,0.9960251,[-0.038  0.86  -3.154 -2.841 -0.649],0.009960251,-90.56099,5900,10.0,100,98.317856,0.12962012,9.9874115,,1.0171093,1018.2218608856201,24.074768,-88.65904,59,0.67867875,-2.1362304e-05,-739.4272,0.7674788,1838262,0.0067867874,0.013409705,465.01,1.3409705,4646.9428700915005
153.99304,98.67966,0.0011604402,22777.404,1.518404,1.0032036,[-0.037  0.853 -3.167 -2.838 -0.652],0.010032036,-117.780304,6000,10.0,100,98.87521,0.116044015,9.987007,,1.0113758,1041.2168307304382,31.671875,-116.92989,60,0.74631697,-2.8076172e-05,-961.6719,0.76628345,1884294,0.0074631697,0.012604888,460.32,1.2604887,4599.985731997221
157.22523,99.713356,0.00054213725,24728.738,0.8864722,1.011128,[-0.035  0.849 -3.194 -2.836 -0.653],0.01011128,-117.34156,6100,10.0,100,99.70356,0.05421373,9.98797,,1.0029732,1063.5499696731567,35.247498,-116.62941,61,0.8840757,1.3427734e-05,-958.0899,0.76564467,1930273,0.0088407565,0.011296793,459.79,1.1296793,4594.910771759939
72.26843,99.14537,0.00093110406,4321.5605,0.7960944,1.002874,[-0.035  0.85  -3.211 -2.839 -0.653],0.01002874,-87.839935,6200,10.0,100,99.185394,0.09311042,9.992487,,1.0082129,1086.7358577251434,8.592957,-87.4038,62,0.7154156,-1.0375977e-05,-717.20996,0.7635683,1978952,0.007154156,0.012082662,486.79,1.2082663,4865.818525951599
153.62457,99.17974,0.0009248802,23205.799,1.0440993,1.0170159,[-0.034  0.845 -3.212 -2.833 -0.655],0.010170159,-116.671555,6300,10.0,100,99.17419,0.09248803,9.987587,,1.0083269,1107.4896478652954,30.720886,-116.112305,63,0.77802247,9.033203e-05,-952.62,0.76266915,2025591,0.0077802246,0.012432677,466.39,1.2432677,4660.776588811853
112.55745,99.91412,0.00029342345,12461.875,0.40315962,1.0006944,[-0.034  0.851 -3.216 -2.833 -0.656],0.010006943,-116.60701,6400,10.0,100,99.89352,0.029342342,9.988197,,1.001066,1130.7359619140625,21.374084,-116.26591,64,0.944591,-6.591797e-05,-952.0917,0.7620584,2072329,0.009445909,0.010786011,467.38,1.0786011,4670.80725332961
169.72986,99.67343,0.00057715987,28773.123,0.42993212,1.0083054,[-0.033  0.852 -3.222 -2.833 -0.657],0.010083054,-117.45393,6500,10.0,100,99.66184,0.05771598,9.987797,,1.003393,1155.8232944011688,34.314392,-117.22313,65,0.89014524,4.333496e-05,-959.0076,0.7603411,2118872,0.008901453,0.011881449,465.43,1.1881449,4651.22151547337
109.88242,99.839836,0.0003998254,11953.3545,0.3905096,0.99821246,[-0.034  0.85  -3.224 -2.831 -0.659],0.009982123,-119.41666,6600,10.0,100,99.818855,0.039982542,9.991991,,1.0018147,1176.607191324234,18.291992,-119.134415,66,0.90046567,-3.3569337e-05,-975.03265,0.7597673,2166737,0.009004656,0.010898185,478.65,1.0898185,4784.338739813707
143.3931,99.49304,0.0007076249,19374.205,1.0485172,0.99132055,[-0.033  0.849 -3.238 -2.83  -0.659],0.009913205,-118.05543,6700,10.0,100,99.48894,0.070762485,9.990749,,1.0051368,1197.9529769420624,29.414124,-117.3097,67,0.8101502,-4.3945314e-05,-963.91815,0.7578918,2213920,0.0081015015,0.01175427,471.83,1.175427,4715.878672448696
133.26193,99.218056,0.0009068714,17170.166,1.3988979,1.0215268,[-0.033  0.848 -3.246 -2.831 -0.661],0.0102152685,-118.29205,6800,10.0,100,99.0123,0.09068713,9.988974,,1.0099756,1220.9989392757416,27.485596,-117.481735,68,0.78338754,3.601074e-05,-965.8508,0.7558379,2260817,0.007833875,0.012500658,468.97,1.2500658,4686.874992678098
72.64485,99.176994,0.0009137511,5030.315,0.6086719,1.003075,[-0.032  0.843 -3.25  -2.831 -0.663],0.010030749,-87.66165,6900,10.0,100,99.31866,0.091375105,9.989162,,1.0068601,1242.793251991272,10.098633,-87.35308,69,0.78468907,-6.591797e-05,-715.7538,0.7549636,2308660,0.007846891,0.012271446,478.43,1.2271446,4781.463445341248
168.12932,99.8003,0.00045117154,28573.08,0.2828598,1.0086281,[-0.031  0.841 -3.255 -2.824 -0.664],0.010086281,-116.579185,7000,10.0,100,99.76212,0.045117155,9.993126,,1.0023844,1263.8908853530884,31.491394,-116.43518,70,0.88898754,-4.272461e-05,-951.8646,0.7538997,2356517,0.008889875,0.011185555,478.57,1.1185555,4783.804462017597
7.271679,91.98622,0.0029028594,10.146353,1.1226981,0.983487,[-0.03   0.841 -3.255 -2.824 -0.665],0.009834869,-4.8637934,7100,10.0,100,86.97985,0.29028597,9.992149,,1.1496916,1282.7003178596497,2.1078491,-4.0923996,71,0.2376724,-3.7231446e-05,-39.712402,0.75456315,2405259,0.002376724,0.015591001,487.42,1.5591002,4872.034537889373
132.96661,99.46355,0.0007436593,17093.86,1.012696,1.0126036,[-0.02   0.844 -3.255 -2.824 -0.664],0.010126037,-117.50984,7200,10.0,100,99.42669,0.074365936,9.9949665,,1.0057662,1302.151126384735,23.898499,-116.83552,72,0.8278774,6.958008e-05,-959.46436,0.7542309,2453559,0.008278774,0.0117637515,483.0,1.1763752,4828.529821311322
98.8099,99.99261,8.589652e-05,9844.704,0.012005806,0.99985605,[-0.019  0.845 -3.265 -2.82  -0.665],0.00999856,-120.39244,7300,10.0,100,99.990845,0.00858965,9.9950485,,1.0000916,1326.1688346862793,10.344421,-120.385826,73,0.9655318,-0.0001171875,-982.9992,0.7539277,2502803,0.009655318,0.010164978,492.44,1.0164979,4922.915939798642
