MinNormIw,VarVanillaIw,ESSClassic,VarRet,AvgVanillaIw,EpsThisIter,AvgEpLen,AvgRet,Bound,MaxVanillaIw,AvgDiscRet,eRenyi2,MinVanillaIw,MaxNormIw,Delta,VarJ,IterType,AvgNormIw,BatchSize,VarDiscRet,ESSRenyi,VarNormIw,J,VanillaAvgRet
0.005,,200.000000102,110428.85574,1.0,100,123.81,1139.87471459,973.026,1.0,1139.87471459,1.0,1.0,0.005,0.5,323.768,2,0.005,500,110428.85574,500.0,2.1793e-19,1112.11,1139.87471459
0.00333333,,299.999969474,132621.647662,1.0,100,124.33,1146.28740721,1009.94,1.0,1146.28740721,1.0,1.0,0.00333333,0.5,337.504,2,0.00333333,500,132621.647662,500.0,5.43914e-20,1123.5,1146.28740721
0.0025,,400.0,96899.9311965,1.0,100,123.41,1140.13531317,1029.31,1.0,1140.13531317,1.0,1.0,0.0025,0.5,330.857,2,0.0025,500,96899.9311965,500.0,5.4346e-20,1127.66,1140.13531317
0.002,,500.000006643,102507.013716,1.0,100,114.95,1060.67538328,1026.3,1.0,1060.67538328,1.0,1.0,0.002,0.5,329.526,1,0.002,500,102507.013716,500.0,5.43187e-20,1114.26,1060.67538328
0.01,,100.0,103334.39414,1.0,100,118.95,1098.28683456,922.913,1.0,1098.28683456,1.0,1.0,0.01,0.5,319.845,2,0.01,500,103334.39414,500.0,3.50449e-18,1098.29,1098.28683456
0.005,,200.000000102,122412.084897,1.0,100,122.8,1133.36416065,974.476,1.0,1133.36416065,1.0,1.0,0.005,0.5,334.742,2,0.005,500,122412.084897,500.0,2.1793e-19,1115.83,1133.36416065
0.00333333,,299.999969474,101111.228394,1.0,100,119.6,1104.48365829,996.634,1.0,1104.48365829,1.0,1.0,0.00333333,0.5,328.781,2,0.00333333,500,101111.228394,500.0,5.43914e-20,1112.04,1104.48365829
0.0025,,400.0,105030.006777,1.0,100,122.7,1130.17482795,1016.63,1.0,1130.17482795,1.0,1.0,0.0025,0.5,327.306,2,0.0025,500,105030.006777,500.0,5.4346e-20,1116.58,1130.17482795
0.002,,500.000006643,101866.511338,1.0,100,117.1,1081.28951175,1020.12,1.0,1081.28951175,1.0,1.0,0.002,0.5,325.687,1,0.002,500,101866.511338,500.0,5.43187e-20,1109.52,1081.28951175
0.01,,100.0,132100.896978,1.0,100,121.38,1117.50700636,920.278,1.0,1117.50700636,1.0,1.0,0.01,0.5,361.635,2,0.01,500,132100.896978,500.0,3.50449e-18,1117.51,1117.50700636
0.005,,200.000000102,92511.634669,1.0,100,121.76,1122.81321106,978.881,1.0,1122.81321106,1.0,1.0,0.005,0.5,333.452,2,0.005,500,92511.634669,500.0,2.1793e-19,1120.16,1122.81321106
0.00333333,,299.999969474,142675.851533,1.0,100,127.35,1172.38770516,1022.22,1.0,1172.38770516,1.0,1.0,0.00333333,0.5,349.022,2,0.00333333,500,142675.851533,500.0,5.43914e-20,1137.57,1172.38770516
0.0025,,400.0,108814.226378,1.0,100,120.37,1108.57353444,1030.42,1.0,1108.57353444,1.0,1.0,0.0025,0.5,344.167,2,0.0025,500,108814.226378,500.0,5.4346e-20,1130.32,1108.57353444
0.002,,500.000006643,104436.814774,1.0,100,121.73,1124.29305211,1038.7,1.0,1124.29305211,1.0,1.0,0.002,0.5,339.772,1,0.002,500,104436.814774,500.0,5.43187e-20,1129.11,1124.29305211
0.01,,100.0,98234.6309337,1.0,100,120.11,1106.84618544,906.99,1.0,1106.84618544,1.0,1.0,0.01,0.5,311.853,2,0.01,500,98234.6309337,500.0,3.50449e-18,1106.85,1106.84618544
0.005,,200.000000102,116699.547635,1.0,100,117.13,1082.02057147,953.114,1.0,1082.02057147,1.0,1.0,0.005,0.5,326.415,2,0.005,500,116699.547635,500.0,2.1793e-19,1094.43,1082.02057147
0.00333333,,299.999969474,98790.4710222,1.0,100,122.48,1128.88018619,990.529,1.0,1128.88018619,1.0,1.0,0.00333333,0.5,322.328,2,0.00333333,500,98790.4710222,500.0,5.43914e-20,1105.92,1128.88018619
0.0025,,400.0,121254.619623,1.0,100,126.41,1167.24319556,1004.69,1.0,1167.24319556,1.0,1.0,0.0025,0.5,329.602,2,0.0025,500,121254.619623,500.0,5.4346e-20,1121.25,1167.24319556
0.002,,500.000006643,89764.1913031,1.0,100,121.57,1120.71503158,1016.89,1.0,1120.71503158,1.0,1.0,0.002,0.5,323.548,1,0.002,500,89764.1913031,500.0,5.43187e-20,1121.14,1120.71503158
0.01,,100.0,104793.851718,1.0,100,124.72,1149.84907537,953.092,1.0,1149.84907537,1.0,1.0,0.01,0.5,322.096,2,0.01,500,104793.851718,500.0,3.50449e-18,1149.85,1149.84907537
0.005,,200.000000102,106606.075577,1.0,100,120.13,1108.79972342,990.196,1.0,1108.79972342,1.0,1.0,0.005,0.5,324.136,2,0.005,500,106606.075577,500.0,2.1793e-19,1129.32,1108.79972342
0.00333333,,299.999969474,92785.2619864,1.0,100,123.83,1142.44218456,1020.1,1.0,1142.44218456,1.0,1.0,0.00333333,0.5,317.333,2,0.00333333,500,92785.2619864,500.0,5.43914e-20,1133.7,1142.44218456
0.0025,,400.0,92651.3890896,1.0,100,123.33,1138.36276433,1032.8,1.0,1138.36276433,1.0,1.0,0.0025,0.5,313.784,2,0.0025,500,92651.3890896,500.0,5.4346e-20,1134.86,1138.36276433
0.002,,500.000006643,99366.8038923,1.0,100,115.88,1067.28887111,1030.06,1.0,1067.28887111,1.0,1.0,0.002,0.5,314.918,1,0.002,500,99366.8038923,500.0,5.43187e-20,1121.35,1067.28887111
0.01,,100.0,125233.181736,1.0,100,123.02,1133.71560597,897.9,1.0,1133.71560597,1.0,1.0,0.01,0.5,352.109,2,0.01,500,125233.181736,500.0,3.50449e-18,1133.72,1133.71560597
0.005,,200.000000102,99251.4954363,1.0,100,118.56,1094.80133949,947.511,1.0,1094.80133949,1.0,1.0,0.005,0.5,333.914,2,0.005,500,99251.4954363,500.0,2.1793e-19,1114.26,1094.80133949
0.00333333,,299.999969474,106291.863746,1.0,100,122.91,1134.16338275,984.745,1.0,1134.16338275,1.0,1.0,0.00333333,0.5,330.903,2,0.00333333,500,106291.863746,500.0,5.43914e-20,1120.89,1134.16338275
0.0025,,400.0,105151.046961,1.0,100,124.03,1143.59512528,1008.66,1.0,1143.59512528,1.0,1.0,0.0025,0.5,329.005,2,0.0025,500,105151.046961,500.0,5.4346e-20,1126.57,1143.59512528
0.002,,500.000006643,66656.9959646,1.0,100,120.39,1111.76351092,1018.15,1.0,1111.76351092,1.0,1.0,0.002,0.5,315.956,1,0.002,500,66656.9959646,500.0,5.43187e-20,1123.61,1111.76351092
0.01,,100.0,117791.95723,1.0,100,122.54,1130.66567567,938.238,1.0,1130.66567567,1.0,1.0,0.01,0.5,341.488,2,0.01,500,117791.95723,500.0,3.50449e-18,1130.67,1130.66567567
0.005,,200.000000102,125096.824119,1.0,100,121.07,1115.91933625,982.71,1.0,1115.91933625,1.0,1.0,0.005,0.5,346.82,2,0.005,500,125096.824119,500.0,2.1793e-19,1123.29,1115.91933625
0.00333333,,299.999969474,79848.1944386,1.0,100,121.62,1123.40660571,1008.55,1.0,1123.40660571,1.0,1.0,0.00333333,0.5,326.404,2,0.00333333,500,79848.1944386,500.0,5.43914e-20,1123.33,1123.40660571
0.0025,,400.0,96911.3275233,1.0,100,125.67,1158.81591833,1032.8,1.0,1158.81591833,1.0,1.0,0.0025,0.5,322.686,2,0.0025,500,96911.3275233,500.0,5.4346e-20,1132.2,1158.81591833
0.002,,500.000006643,105075.164448,1.0,100,122.39,1130.79423683,1043.01,1.0,1130.79423683,1.0,1.0,0.002,0.5,322.655,1,0.002,500,105075.164448,500.0,5.43187e-20,1131.92,1130.79423683
0.01,,100.0,102823.004758,1.0,100,125.81,1160.51140896,975.565,1.0,1160.51140896,1.0,1.0,0.01,0.5,319.053,2,0.01,500,102823.004758,500.0,3.50449e-18,1160.51,1160.51140896
0.005,,200.000000102,85297.3136877,1.0,100,120.79,1115.65465788,1001.68,1.0,1115.65465788,1.0,1.0,0.005,0.5,305.978,2,0.005,500,85297.3136877,500.0,2.1793e-19,1138.08,1115.65465788
0.00333333,,299.999969474,92060.5567341,1.0,100,127.97,1179.86938573,1038.36,1.0,1179.86938573,1.0,1.0,0.00333333,0.5,305.259,2,0.00333333,500,92060.5567341,500.0,5.43914e-20,1152.01,1179.86938573
0.0025,,400.0,110112.284164,1.0,100,118.04,1087.97923132,1033.83,1.0,1087.97923132,1.0,1.0,0.0025,0.5,312.904,2,0.0025,500,110112.284164,500.0,5.4346e-20,1136.0,1087.97923132
0.002,,500.000006643,97164.8209927,1.0,100,119.78,1106.13991972,1038.65,1.0,1106.13991972,1.0,1.0,0.002,0.5,312.583,1,0.002,500,97164.8209927,500.0,5.43187e-20,1130.03,1106.13991972
0.01,,100.0,104982.816197,1.0,100,130.95,1206.79326792,1018.19,1.0,1206.79326792,1.0,1.0,0.01,0.5,322.386,2,0.01,500,104982.816197,500.0,3.50449e-18,1206.79,1206.79326792
0.005,,200.000000102,103740.3204,1.0,100,120.85,1114.5778649,1018.42,1.0,1114.5778649,1.0,1.0,0.005,0.5,324.721,2,0.005,500,103740.3204,500.0,2.1793e-19,1160.69,1114.5778649
0.00333333,,299.999969474,102887.279588,1.0,100,125.85,1160.10829058,1044.34,1.0,1160.10829058,1.0,1.0,0.00333333,0.5,322.876,2,0.00333333,500,102887.279588,500.0,5.43914e-20,1160.49,1160.10829058
0.0025,,400.0,112697.324474,1.0,100,125.71,1159.40402693,1059.63,1.0,1159.40402693,1.0,1.0,0.0025,0.5,325.698,2,0.0025,500,112697.324474,500.0,5.4346e-20,1160.22,1159.40402693
0.002,,500.000006643,102892.029869,1.0,100,124.73,1149.60456111,1060.66,1.0,1149.60456111,1.0,1.0,0.002,0.5,324.429,1,0.002,500,102892.029869,500.0,5.43187e-20,1158.1,1149.60456111
0.01,,100.0,97459.9623301,1.0,100,118.26,1090.07110545,896.422,1.0,1090.07110545,1.0,1.0,0.01,0.5,310.621,2,0.01,500,97459.9623301,500.0,3.50449e-18,1090.07,1090.07110545
0.005,,200.000000102,98421.4964803,1.0,100,115.58,1065.41850857,940.814,1.0,1065.41850857,1.0,1.0,0.005,0.5,311.63,2,0.005,500,98421.4964803,500.0,2.1793e-19,1077.74,1065.41850857
0.00333333,,299.999969474,129692.416111,1.0,100,130.85,1206.75440815,1006.69,1.0,1206.75440815,1.0,1.0,0.00333333,0.5,333.525,2,0.00333333,500,129692.416111,500.0,5.43914e-20,1120.75,1206.75440815
0.0025,,400.0,113177.417862,1.0,100,122.44,1130.13167216,1024.31,1.0,1130.13167216,1.0,1.0,0.0025,0.5,333.852,2,0.0025,500,113177.417862,500.0,5.4346e-20,1123.09,1130.13167216
0.002,,500.000006643,77236.3820816,1.0,100,125.99,1161.74060185,1042.47,1.0,1161.74060185,1.0,1.0,0.002,0.5,323.57,1,0.002,500,77236.3820816,500.0,5.43187e-20,1130.82,1161.74060185
0.01,,100.0,90626.3952904,1.0,100,122.74,1133.82994915,949.338,1.0,1133.82994915,1.0,1.0,0.01,0.5,299.533,2,0.01,500,90626.3952904,500.0,3.50449e-18,1133.83,1133.82994915
0.005,,200.000000102,100725.097331,1.0,100,121.99,1125.74294178,984.987,1.0,1125.74294178,1.0,1.0,0.005,0.5,307.791,2,0.005,500,100725.097331,500.0,2.1793e-19,1129.79,1125.74294178
0.00333333,,299.999969474,102128.94834,1.0,100,125.66,1160.76331695,1021.88,1.0,1160.76331695,1.0,1.0,0.00333333,0.5,311.565,2,0.00333333,500,102128.94834,500.0,5.43914e-20,1140.11,1160.76331695
0.0025,,400.0,118382.394488,1.0,100,122.22,1127.52411149,1034.58,1.0,1127.52411149,1.0,1.0,0.0025,0.5,319.584,2,0.0025,500,118382.394488,500.0,5.4346e-20,1136.97,1127.52411149
0.002,,500.000006643,106802.998393,1.0,100,117.74,1086.1084614,1035.21,1.0,1086.1084614,1.0,1.0,0.002,0.5,321.353,1,0.002,500,106802.998393,500.0,5.43187e-20,1126.79,1086.1084614
0.01,,100.0,101751.38584,1.0,100,134.63,1241.38415793,1046.94,1.0,1241.38415793,1.0,1.0,0.01,0.5,317.386,2,0.01,500,101751.38584,500.0,3.50449e-18,1241.38,1241.38415793
0.005,,200.000000102,105230.097383,1.0,100,121.29,1117.02019978,1041.71,1.0,1117.02019978,1.0,1.0,0.005,0.5,326.071,2,0.005,500,105230.097383,500.0,2.1793e-19,1179.2,1117.02019978
0.00333333,,299.999969474,77976.4357106,1.0,100,119.87,1106.93680035,1040.75,1.0,1106.93680035,1.0,1.0,0.00333333,0.5,312.689,2,0.00333333,500,77976.4357106,500.0,5.43914e-20,1155.11,1106.93680035
0.0025,,400.0,153791.57838,1.0,100,126.76,1170.1069315,1055.03,1.0,1170.1069315,1.0,1.0,0.0025,0.5,333.821,2,0.0025,500,153791.57838,500.0,5.4346e-20,1158.86,1170.1069315
0.002,,500.000006643,93822.834363,1.0,100,120.15,1108.08034246,1055.84,1.0,1108.08034246,1.0,1.0,0.002,0.5,328.844,1,0.002,500,93822.834363,500.0,5.43187e-20,1148.71,1108.08034246
0.01,,100.0,85065.9581349,1.0,100,122.6,1132.08371151,938.732,1.0,1132.08371151,1.0,1.0,0.01,0.5,290.199,2,0.01,500,85065.9581349,500.0,3.50449e-18,1132.08,1132.08371151
0.005,,200.000000102,95371.1787559,1.0,100,122.0,1125.71975768,991.401,1.0,1125.71975768,1.0,1.0,0.005,0.5,298.875,2,0.005,500,95371.1787559,500.0,2.1793e-19,1128.9,1125.71975768
0.00333333,,299.999969474,104717.708512,1.0,100,123.21,1137.27347657,1019.42,1.0,1137.27347657,1.0,1.0,0.00333333,0.5,306.795,2,0.00333333,500,104717.708512,500.0,5.43914e-20,1131.69,1137.27347657
0.0025,,400.0,98576.6579013,1.0,100,126.21,1165.12155368,1042.82,1.0,1165.12155368,1.0,1.0,0.0025,0.5,308.545,2,0.0025,500,98576.6579013,500.0,5.4346e-20,1140.05,1165.12155368
0.002,,500.000006643,102266.685428,1.0,100,125.18,1155.02485657,1056.08,1.0,1155.02485657,1.0,1.0,0.002,0.5,310.555,1,0.002,500,102266.685428,500.0,5.43187e-20,1143.04,1155.02485657
0.01,,100.0,123509.412191,1.0,100,128.3,1183.92339665,984.608,1.0,1183.92339665,1.0,1.0,0.01,0.5,349.677,2,0.01,500,123509.412191,500.0,3.50449e-18,1183.92,1183.92339665
0.005,,200.000000102,102001.953961,1.0,100,120.96,1114.45904737,1008.25,1.0,1114.45904737,1.0,1.0,0.005,0.5,335.908,2,0.005,500,102001.953961,500.0,2.1793e-19,1149.19,1114.45904737
0.00333333,,299.999969474,98756.2775959,1.0,100,116.24,1072.70012884,1008.62,1.0,1072.70012884,1.0,1.0,0.00333333,0.5,330.322,2,0.00333333,500,98756.2775959,500.0,5.43914e-20,1123.69,1072.70012884
0.0025,,400.0,100588.892216,1.0,100,121.54,1121.65000738,1023.53,1.0,1121.65000738,1.0,1.0,0.0025,0.5,326.697,2,0.0025,500,100588.892216,500.0,5.4346e-20,1123.18,1121.65000738
0.002,,500.000006643,88239.2228914,1.0,100,120.15,1107.86562466,1030.98,1.0,1107.86562466,1.0,1.0,0.002,0.5,320.771,1,0.002,500,88239.2228914,500.0,5.43187e-20,1120.12,1107.86562466
0.01,,100.0,110289.106598,1.0,100,121.06,1116.81838664,921.83,1.0,1116.81838664,1.0,1.0,0.01,0.5,330.433,2,0.01,500,110289.106598,500.0,3.50449e-18,1116.82,1116.81838664
0.005,,200.000000102,106208.106503,1.0,100,119.25,1099.77527214,970.419,1.0,1099.77527214,1.0,1.0,0.005,0.5,327.473,2,0.005,500,106208.106503,500.0,2.1793e-19,1108.3,1099.77527214
0.00333333,,299.999969474,107143.288114,1.0,100,124.47,1148.97494752,1009.28,1.0,1148.97494752,1.0,1.0,0.00333333,0.5,327.441,2,0.00333333,500,107143.288114,500.0,5.43914e-20,1121.86,1148.97494752
0.0025,,400.0,118342.830484,1.0,100,124.32,1147.4503178,1028.32,1.0,1147.4503178,1.0,1.0,0.0025,0.5,331.4,2,0.0025,500,118342.830484,500.0,5.4346e-20,1128.25,1147.4503178
0.002,,500.000006643,106340.203935,1.0,100,123.55,1139.23187978,1041.07,1.0,1139.23187978,1.0,1.0,0.002,0.5,330.053,1,0.002,500,106340.203935,500.0,5.43187e-20,1130.45,1139.23187978
0.01,,100.0,98282.8139596,1.0,100,125.78,1161.97926732,968.34,1.0,1161.97926732,1.0,1.0,0.01,0.5,311.929,2,0.01,500,98282.8139596,500.0,3.50449e-18,1161.98,1161.97926732
0.005,,200.000000102,102503.078729,1.0,100,124.8,1152.74410182,1020.44,1.0,1152.74410182,1.0,1.0,0.005,0.5,315.294,2,0.005,500,102503.078729,500.0,2.1793e-19,1157.36,1152.74410182
0.00333333,,299.999969474,110084.349704,1.0,100,115.18,1062.99211168,1014.11,1.0,1062.99211168,1.0,1.0,0.00333333,0.5,323.389,2,0.00333333,500,110084.349704,500.0,5.43914e-20,1125.91,1062.99211168
0.0025,,400.0,119544.912909,1.0,100,121.8,1123.95903639,1028.6,1.0,1123.95903639,1.0,1.0,0.0025,0.5,328.669,2,0.0025,500,119544.912909,500.0,5.4346e-20,1125.42,1123.95903639
0.002,,500.000006643,113276.323206,1.0,100,127.7,1177.66445361,1048.35,1.0,1177.66445361,1.0,1.0,0.002,0.5,330.582,1,0.002,500,113276.323206,500.0,5.43187e-20,1135.87,1177.66445361
0.01,,100.0,113687.651502,1.0,100,121.65,1122.31354141,916.944,1.0,1122.31354141,1.0,1.0,0.01,0.5,335.486,2,0.01,500,113687.651502,500.0,3.50449e-18,1122.31,1122.31354141
0.005,,200.000000102,104576.459678,1.0,100,123.75,1141.4723988,986.675,1.0,1141.4723988,1.0,1.0,0.005,0.5,328.835,2,0.005,500,104576.459678,500.0,2.1793e-19,1131.89,1141.4723988
0.00333333,,299.999969474,124049.648348,1.0,100,125.26,1154.14463595,1020.47,1.0,1154.14463595,1.0,1.0,0.00333333,0.5,336.355,2,0.00333333,500,124049.648348,500.0,5.43914e-20,1139.31,1154.14463595
0.0025,,400.0,116852.530396,1.0,100,119.31,1100.38149399,1026.66,1.0,1100.38149399,1.0,1.0,0.0025,0.5,337.722,2,0.0025,500,116852.530396,500.0,5.4346e-20,1129.58,1100.38149399
0.002,,500.000006643,121534.280245,1.0,100,122.75,1131.33574026,1037.87,1.0,1131.33574026,1.0,1.0,0.002,0.5,339.572,1,0.002,500,121534.280245,500.0,5.43187e-20,1129.93,1131.33574026
0.01,,100.0,96735.9426197,1.0,100,120.03,1108.01992775,924.422,1.0,1108.01992775,1.0,1.0,0.01,0.5,309.465,2,0.01,500,96735.9426197,500.0,3.50449e-18,1108.02,1108.01992775
0.005,,200.000000102,95766.552935,1.0,100,124.51,1148.6028046,988.261,1.0,1148.6028046,1.0,1.0,0.005,0.5,309.355,2,0.005,500,95766.552935,500.0,2.1793e-19,1128.31,1148.6028046
0.00333333,,299.999969474,88898.4504692,1.0,100,123.36,1137.29910673,1016.96,1.0,1137.29910673,1.0,1.0,0.00333333,0.5,305.213,2,0.00333333,500,88898.4504692,500.0,5.43914e-20,1131.31,1137.29910673
0.0025,,400.0,120475.925395,1.0,100,130.37,1200.70714972,1049.63,1.0,1200.70714972,1.0,1.0,0.0025,0.5,317.154,2,0.0025,500,120475.925395,500.0,5.4346e-20,1148.66,1200.70714972
0.002,,500.000006643,130567.745691,1.0,100,125.05,1154.18530333,1060.23,1.0,1154.18530333,1.0,1.0,0.002,0.5,326.078,1,0.002,500,130567.745691,500.0,5.43187e-20,1149.76,1154.18530333
0.01,,100.0,105564.223248,1.0,100,123.27,1137.87040164,951.231,1.0,1137.87040164,1.0,1.0,0.01,0.5,323.278,2,0.01,500,105564.223248,500.0,3.50449e-18,1137.87,1137.87040164
0.005,,200.000000102,115336.837152,1.0,100,124.73,1151.13414607,1006.73,1.0,1151.13414607,1.0,1.0,0.005,0.5,330.742,2,0.005,500,115336.837152,500.0,2.1793e-19,1144.5,1151.13414607
0.00333333,,299.999969474,108135.389683,1.0,100,116.99,1079.83210462,1010.46,1.0,1079.83210462,1.0,1.0,0.00333333,0.5,330.969,2,0.00333333,500,108135.389683,500.0,5.43914e-20,1122.95,1079.83210462
0.0025,,400.0,127696.33485,1.0,100,117.13,1079.68785358,1014.71,1.0,1079.68785358,1.0,1.0,0.0025,0.5,337.804,2,0.0025,500,127696.33485,500.0,5.4346e-20,1112.13,1079.68785358
0.002,,500.000006643,92979.5951585,1.0,100,123.87,1141.06861779,1030.79,1.0,1141.06861779,1.0,1.0,0.002,0.5,331.411,1,0.002,500,92979.5951585,500.0,5.43187e-20,1117.92,1141.06861779
0.01,,100.0,85259.2392664,1.0,100,119.06,1096.4376249,932.501,1.0,1096.4376249,1.0,1.0,0.01,0.5,290.528,2,0.01,500,85259.2392664,500.0,3.50449e-18,1096.44,1096.4376249
0.005,,200.000000102,95266.9302649,1.0,100,119.15,1100.64362709,964.538,1.0,1100.64362709,1.0,1.0,0.005,0.5,298.94,2,0.005,500,95266.9302649,500.0,2.1793e-19,1098.54,1100.64362709
0.00333333,,299.999969474,89710.793476,1.0,100,121.31,1118.32662787,995.723,1.0,1118.32662787,1.0,1.0,0.00333333,0.5,298.778,2,0.00333333,500,89710.793476,500.0,5.43914e-20,1105.14,1118.32662787
0.0025,,400.0,109253.942298,1.0,100,125.4,1156.85382817,1016.24,1.0,1156.85382817,1.0,1.0,0.0025,0.5,307.397,2,0.0025,500,109253.942298,500.0,5.4346e-20,1118.07,1156.85382817
0.002,,500.000006643,106737.511853,1.0,100,123.54,1139.51299065,1031.28,1.0,1139.51299065,1.0,1.0,0.002,0.5,311.13,1,0.002,500,106737.511853,500.0,5.43187e-20,1122.35,1139.51299065
0.01,,100.0,108860.481348,1.0,100,124.94,1154.95109689,954.571,1.0,1154.95109689,1.0,1.0,0.01,0.5,328.286,2,0.01,500,108860.481348,500.0,3.50449e-18,1154.95,1154.95109689
0.005,,200.000000102,130689.850438,1.0,100,120.17,1106.99057531,987.995,1.0,1106.99057531,1.0,1.0,0.005,0.5,345.185,2,0.005,500,130689.850438,500.0,2.1793e-19,1130.97,1106.99057531
0.00333333,,299.999969474,139777.041341,1.0,100,125.58,1159.9740257,1023.9,1.0,1159.9740257,1.0,1.0,0.00333333,0.5,354.61,2,0.00333333,500,139777.041341,500.0,5.43914e-20,1140.64,1159.9740257
0.0025,,400.0,97036.4130868,1.0,100,123.11,1137.62246493,1038.79,1.0,1137.62246493,1.0,1.0,0.0025,0.5,343.991,2,0.0025,500,97036.4130868,500.0,5.4346e-20,1139.88,1137.62246493
0.002,,500.000006643,97220.2333634,1.0,100,119.59,1102.82284487,1042.05,1.0,1102.82284487,1.0,1.0,0.002,0.5,337.836,1,0.002,500,97220.2333634,500.0,5.43187e-20,1132.47,1102.82284487
0.01,,100.0,89810.9891347,1.0,100,124.78,1152.48016791,954.995,1.0,1152.48016791,1.0,1.0,0.01,0.5,298.183,2,0.01,500,89810.9891347,500.0,3.50449e-18,1152.48,1152.48016791
0.005,,200.000000102,90020.2750205,1.0,100,121.96,1125.63003687,999.412,1.0,1125.63003687,1.0,1.0,0.005,0.5,298.658,2,0.005,500,90020.2750205,500.0,2.1793e-19,1139.06,1125.63003687
0.00333333,,299.999969474,98863.4013079,1.0,100,128.9,1188.74757856,1041.6,1.0,1188.74757856,1.0,1.0,0.00333333,0.5,304.365,2,0.00333333,500,98863.4013079,500.0,5.43914e-20,1155.62,1188.74757856
0.0025,,400.0,113082.296598,1.0,100,124.89,1152.1095028,1056.0,1.0,1152.1095028,1.0,1.0,0.0025,0.5,312.2,2,0.0025,500,113082.296598,500.0,5.4346e-20,1154.74,1152.1095028
0.002,,500.000006643,111670.528786,1.0,100,118.3,1093.09001156,1054.09,1.0,1093.09001156,1.0,1.0,0.002,0.5,317.323,1,0.002,500,111670.528786,500.0,5.43187e-20,1142.41,1093.09001156
0.01,,100.0,101624.393708,1.0,100,130.76,1206.50279035,1018.91,1.0,1206.50279035,1.0,1.0,0.01,0.5,317.188,2,0.01,500,101624.393708,500.0,3.50449e-18,1206.5,1206.50279035
0.005,,200.000000102,111835.375483,1.0,100,120.64,1111.36443066,1023.13,1.0,1111.36443066,1.0,1.0,0.005,0.5,328.52,2,0.005,500,111835.375483,500.0,2.1793e-19,1158.93,1111.36443066
0.00333333,,299.999969474,86639.3829778,1.0,100,119.61,1104.61133377,1029.94,1.0,1104.61133377,1.0,1.0,0.00333333,0.5,318.115,2,0.00333333,500,86639.3829778,500.0,5.43914e-20,1140.83,1104.61133377
0.0025,,400.0,116986.736463,1.0,100,124.53,1148.27263364,1043.66,1.0,1148.27263364,1.0,1.0,0.0025,0.5,323.825,2,0.0025,500,116986.736463,500.0,5.4346e-20,1142.69,1148.27263364
0.002,,500.000006643,98788.8907108,1.0,100,123.61,1140.88794807,1053.76,1.0,1140.88794807,1.0,1.0,0.002,0.5,321.637,1,0.002,500,98788.8907108,500.0,5.43187e-20,1142.33,1140.88794807
0.01,,100.0,103919.886122,1.0,100,120.79,1113.49468362,919.535,1.0,1113.49468362,1.0,1.0,0.01,0.5,320.75,2,0.01,500,103919.886122,500.0,3.50449e-18,1113.49,1113.49468362
0.005,,200.000000102,107906.074723,1.0,100,122.29,1128.3243205,977.473,1.0,1128.3243205,1.0,1.0,0.005,0.5,323.896,2,0.005,500,107906.074723,500.0,2.1793e-19,1120.91,1128.3243205
0.00333333,,299.999969474,108171.846731,1.0,100,125.24,1156.06824462,1015.51,1.0,1156.06824462,1.0,1.0,0.00333333,0.5,325.439,2,0.00333333,500,108171.846731,500.0,5.43914e-20,1132.63,1156.06824462
0.0025,,400.0,118902.393888,1.0,100,118.94,1098.52575034,1022.68,1.0,1098.52575034,1.0,1.0,0.0025,0.5,330.272,2,0.0025,500,118902.393888,500.0,5.4346e-20,1124.1,1098.52575034
0.002,,500.000006643,111216.612721,1.0,100,126.21,1163.7304047,1041.31,1.0,1163.7304047,1.0,1.0,0.002,0.5,330.962,1,0.002,500,111216.612721,500.0,5.43187e-20,1132.03,1163.7304047
0.01,,100.0,94421.4121869,1.0,100,127.23,1174.84990473,983.368,1.0,1174.84990473,1.0,1.0,0.01,0.5,305.74,2,0.01,500,94421.4121869,500.0,3.50449e-18,1174.85,1174.84990473
0.005,,200.000000102,101562.886254,1.0,100,124.28,1146.6280077,1012.87,1.0,1146.6280077,1.0,1.0,0.005,0.5,311.787,2,0.005,500,101562.886254,500.0,2.1793e-19,1160.74,1146.6280077
0.00333333,,299.999969474,115965.681506,1.0,100,123.16,1135.23171037,1031.51,1.0,1135.23171037,1.0,1.0,0.00333333,0.5,321.28,2,0.00333333,500,115965.681506,500.0,5.43914e-20,1152.24,1135.23171037
0.0025,,400.0,108521.074988,1.0,100,122.25,1127.24899062,1041.43,1.0,1127.24899062,1.0,1.0,0.0025,0.5,323.097,2,0.0025,500,108521.074988,500.0,5.4346e-20,1145.99,1127.24899062
0.002,,500.000006643,101995.520297,1.0,100,126.21,1164.70583471,1056.21,1.0,1164.70583471,1.0,1.0,0.002,0.5,322.125,1,0.002,500,101995.520297,500.0,5.43187e-20,1149.73,1164.70583471
0.01,,100.0,91181.9532308,1.0,100,120.9,1116.67168566,930.662,1.0,1116.67168566,1.0,1.0,0.01,0.5,300.45,2,0.01,500,91181.9532308,500.0,3.50449e-18,1116.67,1116.67168566
0.005,,200.000000102,114035.106461,1.0,100,127.62,1177.96833706,1011.22,1.0,1177.96833706,1.0,1.0,0.005,0.5,320.19,2,0.005,500,114035.106461,500.0,2.1793e-19,1147.32,1177.96833706
