Bound,J_sample_variance,InitialReturnMean,VarianceInit,ReturnStepMax,MeanEntropy,EpRewMean,EpLenMean,ESSRenyi,EmpiricalD2,LearnableVariance,OptimizationReturnMean,StdIW,InitialReturnStd,ReturnStepMaxmin,MaxIWNorm,OptimizationReturnMin,TimeElapsed,InitialBound,TimestepsSoFar,InitialReturnMax,MeanIW,MeanIWNorm,MinIWNorm,ReturnMeanIW,EpisodesSoFar,InitialReturnMin,MinIW,MaxIW,OptimizationReturnMax,StdIWNorm,EpThisIter,Weights,Iteration,ESSClassic
890.6344,85149830.0,565.3928,-1,10.0,0.24621607,565.3928443456941,57.56,4.932457,20.273872,True,565.3928,10.310403,207.42433,10.0,1.01181,,67.30707955360413,417.23987,66258,1209.6638,1.9825702,0.019825703,9.035909e-06,1557.7156,1700,,0.00090359093,101.18099,1209.6638,0.10310404,100,[-1.407  0.977 -1.418 -1.304 -1.015],17,3.565641
495.81107,136825.4,632.37054,-1,10.0,0.23156734,632.3705509338176,64.26,94.24654,1.061047,True,322.57574,0.24133219,175.24214,10.0,0.015472667,,73.06999158859253,490.33392,72684,1159.724,1.0183387,0.0101833865,0.0044397656,642.1189,1800,309.7948,0.44397658,1.5472667,849.9292,0.002413322,100,[-1.384  0.999 -1.461 -1.37  -1.173],18,94.6824
856.4505,35197256.0,675.06866,-1,10.0,0.20847523,675.0686856205228,68.53,7.2935424,13.710759,True,365.21277,9.319774,203.99812,10.0,0.9354571,,79.90899610519409,485.26514,79537,1549.7397,1.8780597,0.018780597,1.6722604e-05,1559.256,1900,309.8559,0.0016722605,93.545715,1239.8838,0.093197726,100,[-1.38   0.994 -1.468 -1.387 -1.187],19,3.9023044
54541.805,227898670000.0,694.9529,-1,10.0,0.21904455,694.9529273528465,70.52,0.012127652,8245.619,True,395.11902,719.1171,181.6044,10.0,72.27984,,86.70604348182678,525.978,86589,1379.6738,73.19096,0.7319098,2.6817231e-06,69885.63,2000,299.83392,0.00026817233,7227.9844,1079.8398,7.1911707,100,[-1.368  1.066 -1.507 -1.476 -1.21 ],20,1.0252738
694.49097,34089410.0,668.9559,-1,9.999999,0.102554515,668.9558301021509,67.92,8.834806,11.318867,True,658.9735,7.1574793,265.26974,9.999999,0.63073784,,93.11578679084778,431.42386,93381,1939.4402,2.0041304,0.020041298,1.5426822e-05,1493.6321,2100,9.982332,0.0015426823,63.073784,1929.4579,0.07157479,100,[-1.352  1.175 -1.506 -1.378 -1.2  ],21,7.2702723
518.454,257484.9,774.43854,-1,10.0,0.08215333,774.4385639267801,78.47,91.78176,1.0895411,True,514.6814,0.33062735,270.99542,10.0,0.021075487,,100.81920576095581,498.90887,101228,2249.6902,1.0164601,0.010164601,0.0036033718,806.0548,2200,259.7572,0.3603372,2.1075487,1989.933,0.0033062736,100,[-1.362  1.141 -1.496 -1.397 -1.316],22,90.432045
715.1493,18003230.0,731.7508,-1,10.0,-0.012325685,731.7507547839139,74.2,10.457885,9.562163,True,601.8921,6.603803,221.06079,10.0,0.61502784,,107.32312655448914,535.8508,108648,1599.5155,1.7788336,0.017788336,3.609615e-06,1320.9254,2300,129.85866,0.0003609615,61.502785,1469.6569,0.066038035,100,[-1.37   1.143 -1.512 -1.41  -1.337],23,6.764905
735.9586,1361298.6,807.05475,-1,10.0,-0.094581395,807.0547255458404,81.73,31.860796,3.1386535,True,307.2302,1.8486534,215.62865,10.0,0.112734355,,114.25381970405579,602.58167,116821,1669.5153,1.3074787,0.0130747855,0.00022427236,1098.208,2400,499.82452,0.022427237,11.273436,1169.6907,0.018486531,100,[-1.326  1.151 -1.533 -1.43  -1.431],24,33.342964
646.48004,364677.97,822.35345,-1,10.0,-0.1075385,822.3533488542828,83.26,83.70794,1.1946298,True,322.57507,0.4718956,229.85692,10.0,0.03007329,,120.97951316833496,615.42065,125147,1689.5986,1.0359501,0.010359501,0.0033495708,872.6557,2500,499.77826,0.3349571,3.0073292,1189.8203,0.004718956,100,[-1.323  1.156 -1.563 -1.459 -1.514],25,82.81584
1765.385,105425600.0,884.7386,-1,10.0,-0.09634136,884.738586152778,89.5,5.900714,16.947102,True,874.75885,10.667804,280.1277,10.0,0.7330848,,129.022962808609,665.5431,134097,1789.7234,2.8473892,0.028473891,0.000119997356,2667.744,2600,9.979804,0.011999736,73.30848,1779.7435,0.10667803,100,[-1.324  1.17  -1.573 -1.455 -1.526],26,6.6505194
702.6725,1137141.1,840.1356,-1,10.0,-0.1268462,840.135605959515,85.04,55.35544,1.8065072,True,710.2681,0.9952314,269.48077,10.0,0.060771745,,136.1477665901184,616.07654,142601,1829.4344,1.1014516,0.011014516,0.00056757685,1003.8221,2700,129.86748,0.056757685,6.0771747,1699.567,0.009952313,100,[-1.32   1.206 -1.531 -1.392 -1.515],27,55.053143
823.58374,10656761.0,873.4303,-1,10.0,-0.05344916,873.4303892619837,88.37,28.3987,3.521288,True,753.55396,4.1776543,287.34723,10.0,0.40738404,,143.6668586730957,634.652,151438,1949.6171,1.4725616,0.014725616,0.0010347926,1271.6536,2800,119.876396,0.103479266,40.738403,1829.7407,0.041776538,100,[-1.31   1.222 -1.545 -1.402 -1.546],28,11.051486
1431.2385,417212930.0,854.2221,-1,10.0,-0.046786856,854.2220966046917,86.45,2.427586,41.193184,True,614.4462,12.667453,251.2064,10.0,1.2697846,,150.71909165382385,615.45593,160083,1949.517,1.9984033,0.019984031,1.2051809e-05,2963.685,2900,239.77591,0.0012051809,126.97846,1709.7411,0.12667455,100,[-1.318  1.221 -1.611 -1.393 -1.472],29,2.42835
740.5835,507759.44,918.5204,-1,10.0,-0.06532788,918.5203611610083,92.88,74.16797,1.3482909,True,368.75302,0.5715052,239.0904,10.0,0.026765596,,159.35683965682983,691.9961,169371,1849.5626,1.0897245,0.010897245,0.0007269522,1003.61426,3000,549.76733,0.072695225,2.6765597,1299.7953,0.005715052,100,[-1.269  1.206 -1.647 -1.473 -1.466],30,78.428474
713.41266,390144.38,914.22217,-1,10.0,-0.07488554,914.2222202842073,92.45,90.01111,1.110974,True,384.41995,0.3420547,234.18964,10.0,0.019818394,,168.39720129966736,691.37146,178616,1819.5686,1.0472534,0.010472533,0.004431507,948.30347,3100,529.80225,0.4431507,1.9818394,1289.7664,0.0034205471,100,[-1.276  1.204 -1.65  -1.509 -1.484],31,90.360275
1030.1696,2380730.8,937.9228,-1,10.0,-0.10677063,937.922790581838,94.82,24.469904,4.0866528,True,438.15253,2.773646,264.19913,10.0,0.21451497,,176.55772399902344,690.5653,188098,2019.6649,1.5995948,0.015995948,6.225215e-05,1530.2142,3200,499.77026,0.006225215,21.451498,1519.8947,0.02773646,100,[-1.287  1.21  -1.649 -1.497 -1.494],32,24.95853
928.8526,9095240.0,907.81287,-1,10.0,-0.13789198,907.8129789819891,91.81,18.621267,5.370204,True,907.81287,3.165447,219.18115,10.0,0.23725289,,184.1213080883026,707.0114,197279,1639.5381,1.5023339,0.01502334,3.7019483e-05,1394.1842,3300,,0.0037019483,23.72529,1639.5381,0.03165447,100,[-1.279  1.237 -1.646 -1.472 -1.526],33,18.383934
730.12897,365940.56,870.02295,-1,10.0,-0.12888564,870.0229242701414,88.03,73.40496,1.3623058,True,580.2748,0.63379174,197.8813,10.0,0.03811264,,192.6603057384491,681.4448,206082,1539.7332,1.0709289,0.0107092885,0.0015510056,950.2332,3400,289.7481,0.15510057,3.8112643,1249.9851,0.006337917,100,[-1.318  1.238 -1.648 -1.516 -1.557],34,74.06064
783.3275,705078.44,916.8168,-1,10.0,-0.1013025,916.8167796068645,92.71,76.340935,1.3099133,True,377.1537,0.75438124,241.44666,10.0,0.0635434,,199.54941296577454,690.28357,215353,1849.636,1.1055218,0.011055219,0.0037979973,1042.598,3500,539.6631,0.37979972,6.3543406,1309.9729,0.0075438116,100,[-1.301  1.235 -1.647 -1.528 -1.548],35,68.22973
682.0361,350448.94,875.41187,-1,10.0,-0.08567535,875.4118301286943,88.57,91.06334,1.0981368,True,355.65466,0.3447231,184.06969,10.0,0.025938805,,206.99318027496338,658.6637,224210,1769.7407,1.0396838,0.010396837,0.0054417723,909.1708,3600,519.7572,0.54417723,2.5938807,1249.9835,0.0034472307,100,[-1.29   1.231 -1.661 -1.538 -1.52 ],36,90.09532
2243.9795,815541950.0,906.7326,-1,10.0,-0.022540176,906.732638493431,91.7,1.0790417,92.67483,True,636.8593,57.91687,292.89496,10.0,5.826755,,214.87997889518738,614.0789,233380,2389.5073,6.5558844,0.065558836,2.2759112e-05,5061.291,3700,269.87335,0.0022759112,582.67554,2119.634,0.5791686,100,[-1.298  1.241 -1.663 -1.53  -1.505],37,1.2650945
634.09326,116755.17,821.1372,-1,10.0,-0.026758363,821.1372046435104,83.14,92.78607,1.077748,True,811.1551,0.30463982,202.27426,10.0,0.018590052,,221.55339241027832,604.3909,241694,1769.7255,1.0557575,0.010557575,0.0056053023,859.10754,3800,9.982135,0.56053025,1.8590052,1759.7433,0.003046398,100,[-1.274  1.178 -1.637 -1.577 -1.441],38,92.3138
757.0825,612177.7,904.63403,-1,10.0,-0.04556696,904.6340697123529,91.49,72.74505,1.374664,True,894.65186,0.7358476,252.39606,10.0,0.036112536,,228.41783022880554,701.3679,250843,1659.6606,1.0951871,0.010951871,0.0019611667,995.404,3900,9.982203,0.19611669,3.6112537,1649.6785,0.007358475,100,[-1.214  1.12  -1.6   -1.524 -1.446],39,68.89715
1746.7599,12160259.0,911.14453,-1,10.0,-0.16734457,911.14456044622,92.14,7.325649,13.650668,True,351.3207,6.1268225,219.43134,10.0,0.49182662,,235.83505272865295,704.2083,260057,1689.6271,2.5148225,0.025148222,4.7343583e-05,2511.3232,4000,559.82385,0.0047343583,49.182663,1129.8032,0.061268225,100,[-1.254  1.163 -1.621 -1.519 -1.465],40,14.41861
2037.2458,545945500.0,848.931,-1,10.0,-0.06473539,848.9310068809441,85.92,2.0178037,49.558838,True,848.931,25.608522,221.93213,10.0,2.5438974,,242.91647672653198,650.5606,268649,1619.6873,3.8973238,0.03897324,0.00019568259,3433.7344,4100,,0.019568259,254.38974,1619.6873,0.2560852,100,[-1.241  1.167 -1.622 -1.532 -1.586],41,2.2637055
1189.9688,37016784.0,875.73834,-1,9.999999,-0.09289887,875.7383714705835,88.6,10.11774,9.883631,True,325.926,7.431941,248.92938,9.999999,0.7198871,,251.5838658809662,616.136,277509,2119.6448,1.9200873,0.019200873,4.2837387e-06,2006.113,4200,549.8124,0.0004283739,71.98871,1569.8324,0.074319415,100,[-1.167  1.098 -1.535 -1.544 -1.484],42,6.2571363
916.9557,1636569.0,930.6139,-1,10.0,-0.13208711,930.6138592313072,94.09,22.131006,4.5185475,True,360.89017,2.813817,246.29787,10.0,0.22521484,,261.1378376483917,707.741,286918,1819.7488,1.5389847,0.015389844,0.00012624521,1390.7136,4300,569.7237,0.012624522,22.521484,1250.0251,0.028138172,100,[-1.127  1.106 -1.531 -1.475 -1.512],43,23.026106
770.5614,661682.0,963.326,-1,10.0,-0.15287624,963.3260408873447,97.36,70.08365,1.4268663,True,373.59958,0.85456735,235.73615,10.0,0.045279462,,268.9176330566406,701.27014,296654,2139.6777,1.1547927,0.011547927,0.00096583186,1083.5912,4400,589.72644,0.09658319,4.5279465,1549.9513,0.008545673,100,[-1.114  1.123 -1.573 -1.518 -1.551],44,64.615074
906.8235,2400265.8,976.9282,-1,10.0,-0.16824484,976.9282185975029,98.72,40.913612,2.4441743,True,387.1692,1.7149678,207.99057,10.0,0.1402971,,277.6339342594147,768.75574,306526,1699.7212,1.1795541,0.011795539,0.0006840783,1232.2773,4500,589.75903,0.06840783,14.02971,1109.9622,0.017149678,100,[-1.132  1.141 -1.566 -1.493 -1.572],45,32.114483
764.9955,552398.2,943.827,-1,10.0,-0.1363062,943.8270395650942,95.41,80.05527,1.249137,True,333.9734,0.527218,211.26962,10.0,0.03293472,,287.24634766578674,738.1089,316067,1679.6814,1.0460109,0.010460108,0.0028390011,994.91595,4600,609.85364,0.2839001,3.2934723,1069.8278,0.0052721794,100,[-1.107  1.131 -1.577 -1.534 -1.587],46,79.74206
961.4896,3261252.0,992.5393,-1,10.0,-0.13716835,992.5393544778656,100.28,34.614204,2.8889875,True,392.7928,2.9185417,251.37056,10.0,0.20559494,,296.0428330898285,740.275,326095,2059.729,1.3476129,0.01347613,0.0009558444,1390.2637,4700,599.7466,0.095584445,20.559494,1459.9824,0.029185418,100,[-1.118  1.139 -1.585 -1.541 -1.555],47,17.573734
769.36163,390096.56,914.23016,-1,10.0,-0.14694387,914.2301630430879,92.45,85.4687,1.170019,True,374.42938,0.40304002,183.86427,10.0,0.027809862,,304.774977684021,741.58295,335340,1409.6587,1.041096,0.01041096,0.0042409524,956.1097,4800,539.8008,0.42409524,2.7809863,869.8579,0.0040304004,100,[-1.091  1.149 -1.471 -1.519 -1.556],48,86.96635
796.46277,203821.16,949.72455,-1,10.0,-0.14226365,949.7245908930869,96.0,87.545265,1.1422663,True,669.94653,0.405425,164.7708,10.0,0.023693196,,312.78578639030457,777.0681,344940,1409.7338,1.0201831,0.01020183,0.0026016897,980.9925,4900,279.778,0.26016897,2.3693197,1129.9558,0.0040542507,100,[-1.099  1.161 -1.483 -1.501 -1.566],49,86.361
929.2506,2178355.0,960.9213,-1,10.0,-0.098740414,960.9213439733476,97.12,35.38751,2.825856,True,391.21262,1.6059735,233.95395,10.0,0.10470245,,322.1392662525177,747.8877,354652,1739.4119,1.2693733,0.012693733,0.0009959165,1287.3661,5000,569.70874,0.09959166,10.470245,1169.7031,0.016059734,100,[-1.088  1.147 -1.482 -1.514 -1.561],50,38.451836
704.75073,146823.88,977.2168,-1,10.0,-0.10784151,977.2167442054291,98.75,94.99096,1.0527318,True,807.3465,0.22101077,277.81433,10.0,0.01882652,,330.5800995826721,690.67145,364527,2339.6328,1.0210589,0.0102105895,0.005714125,998.754,5100,169.8703,0.5714125,1.882652,2169.7625,0.0022101079,100,[-1.07   1.149 -1.486 -1.519 -1.518],51,95.52452
753.02954,499397.34,969.01526,-1,10.0,-0.12575531,969.0152826929104,97.93,89.902275,1.1123189,True,389.24988,0.31962165,212.4765,10.0,0.02282794,,338.66382002830505,722.8994,374320,2009.5273,1.0223243,0.010223243,0.004422952,1012.59937,5200,579.76544,0.44229522,2.282794,1429.762,0.0031962167,100,[-1.071  1.156 -1.486 -1.515 -1.527],52,91.09583
762.53796,379518.25,965.51624,-1,10.0,-0.103713244,965.516290518215,97.58,84.97766,1.1767799,True,675.7573,0.44117802,261.85,10.0,0.026270103,,346.7777121067047,715.7367,384078,2039.4419,1.0593407,0.010593406,0.003592516,1033.4976,5300,289.75897,0.35925162,2.6270103,1749.6829,0.0044117803,100,[-1.073  1.165 -1.48  -1.523 -1.545],53,85.21932
3406.954,2205849900.0,1007.0182,-1,10.0,-0.10944295,1007.0181964929191,101.73,1.1609509,86.13629,True,997.0362,47.707333,260.76718,10.0,4.799343,,355.2721788883209,782.927,394251,1829.696,5.537985,0.055379838,3.5907557e-05,5486.7354,5400,9.982086,0.0035907556,479.93433,1819.714,0.47707334,100,[-1.087  1.177 -1.497 -1.519 -1.523],54,1.3295971
861.20715,458466.34,1000.9966,-1,10.0,-0.07862166,1000.9965901913632,101.13,71.78933,1.3929646,True,741.2093,0.6130065,289.45718,10.0,0.044839624,,364.21734404563904,743.8624,404364,2099.4912,1.155142,0.011551419,0.0031143758,1164.6869,5500,259.7872,0.31143758,4.4839625,1839.704,0.0061300644,100,[-1.132  1.252 -1.536 -1.461 -1.528],55,78.026405
125531.734,2481482000000.0,942.5093,-1,10.0,-0.17341578,942.5092472077954,95.28,0.004016988,24894.275,True,932.5288,1889.5715,307.4834,10.0,189.9106,,371.371773481369,726.99524,413892,1759.6638,190.06055,1.9006054,4.8485965e-10,159535.34,5600,9.980509,4.8485965e-08,18991.06,1749.6833,18.895718,100,[-1.145  1.253 -1.545 -1.467 -1.498],56,1.0015796
853.0818,507310.25,1073.297,-1,10.0,-0.18908696,1073.297047960186,108.36,79.93909,1.2509525,True,923.4224,0.4719782,343.3535,10.0,0.03387394,,380.7623465061188,767.17456,424728,2499.4792,1.074272,0.01074272,0.002895876,1195.4674,5700,149.87462,0.28958762,3.3873944,2349.6047,0.0047197817,100,[-1.065  1.258 -1.559 -1.511 -1.592],57,83.82049
1222.0522,55113660.0,1025.1979,-1,10.0,-0.20696561,1025.1979488648496,103.55,6.008926,16.641909,True,1005.2378,9.152202,286.30496,10.0,0.76457006,,389.5671455860138,793.7602,435083,1889.6816,2.410476,0.02410476,2.5101206e-06,2166.1912,5800,19.960152,0.00025101207,76.45701,1869.7214,0.091522,100,[-1.057  1.247 -1.545 -1.526 -1.608],58,6.4867563
10281.162,7610662000.0,1069.618,-1,10.0,-0.11123937,1069.6179865004474,107.99,0.22459595,445.24402,True,389.8343,80.14503,254.50113,10.0,8.060258,,398.3782916069031,845.5268,445882,1829.6963,8.890714,0.08890714,3.3614204e-05,15009.665,5900,679.7837,0.0033614205,806.0258,1149.9126,0.80145013,100,[-1.044  1.199 -1.544 -1.559 -1.626],59,1.2156492
762.9083,686512.3,978.1375,-1,10.0,-0.10021516,978.1375199921604,98.84,60.19399,1.6612954,True,368.2737,1.0087808,247.24442,10.0,0.074022666,,408.0208315849304,712.3994,455766,2169.7427,1.1747301,0.011747301,0.0016691984,1105.4215,6000,609.8638,0.16691984,7.4022665,1559.8789,0.010087808,100,[-1.042  1.188 -1.553 -1.653 -1.53 ],60,57.556465
1248.5128,44365860.0,989.243,-1,10.0,-0.13498102,989.2430038219251,99.95,7.137006,14.011478,True,979.26306,6.2472777,239.21336,10.0,0.55695343,,418.51004910469055,784.7467,465761,1669.7054,1.9802443,0.019802442,5.248757e-06,2013.9816,6100,9.979973,0.0005248757,55.695343,1659.7255,0.06247278,100,[-1.05   1.175 -1.559 -1.64  -1.519],61,9.130108
1958.8893,122533260.0,987.94604,-1,10.0,-0.06596867,987.9460035268766,99.82,1.6917913,59.108944,True,388.15054,22.011423,240.13005,10.0,2.1752145,,428.7408173084259,772.432,475743,1759.6641,3.3002965,0.03300297,3.8087594e-05,3615.811,6200,599.7954,0.0038087594,217.52145,1159.8687,0.22011423,100,[-1.075  1.155 -1.555 -1.648 -1.554],62,2.1986423
772.644,102773.86,938.231,-1,10.0,-0.07535941,938.2309848940511,94.85,92.23802,1.0841516,True,928.25,0.26533988,233.93886,10.0,0.017515354,,437.4360189437866,745.98395,485228,1569.6906,1.0474653,0.010474652,0.004822733,972.8166,6300,9.980967,0.4822733,1.7515354,1559.7096,0.002653399,100,[-1.119  1.166 -1.561 -1.602 -1.485],63,93.97003
744.95197,466402.62,993.1342,-1,10.0,-0.068965696,993.1343000443022,100.34,98.38741,1.0163902,True,393.44937,0.13526022,298.38416,10.0,0.014002187,,447.2516152858734,738.4223,495262,2079.7146,1.0098988,0.010098989,0.00766925,1001.74286,6400,599.68494,0.76692504,1.4002187,1480.0297,0.0013526023,100,[-1.128  1.166 -1.576 -1.6   -1.494],64,98.23776
928.30237,3114282.2,984.6353,-1,10.0,-0.049230997,984.6353750819901,99.49,22.456854,4.4529834,True,404.85217,2.9128678,269.35062,10.0,0.20869018,,455.89311504364014,722.5774,505211,2139.6938,1.42594,0.014259401,0.00034977167,1481.2994,6500,579.7832,0.034977168,20.869019,1559.9106,0.02912868,100,[-1.127  1.165 -1.588 -1.604 -1.488],65,19.331476
1036.2162,22542030.0,1006.52484,-1,10.0,-0.12021073,1006.5248318007622,101.68,16.934555,5.905086,True,416.75153,3.5589707,309.14975,10.0,0.2630069,,464.91855692863464,718.74835,515379,2349.684,1.4176733,0.014176734,1.153226e-05,1735.5237,6600,589.7733,0.001153226,26.30069,1759.9108,0.03558971,100,[-1.106  1.181 -1.581 -1.588 -1.468],66,13.694386
950.75684,4979762.5,1042.5344,-1,10.0,-0.14375308,1042.5344147433495,105.28,21.985317,4.54849,True,332.8306,2.4505458,251.19017,10.0,0.17540859,,474.68898129463196,792.7226,525907,2039.7048,1.2023412,0.012023412,0.00027510335,1483.5352,6700,709.7038,0.027510334,17.54086,1330.001,0.024505457,100,[-1.076  1.172 -1.579 -1.618 -1.539],67,19.402273
10385.924,9940922000.0,1049.7395,-1,10.0,-0.17399451,1049.7394495053509,106.0,0.056830224,1759.6271,True,480.0275,147.41847,250.9679,10.0,14.822638,,484.3306727409363,837.8927,536507,1729.721,15.756504,0.15756503,2.7532826e-07,19272.45,6800,569.7119,2.7532826e-05,1482.2638,1160.009,1.4741846,100,[-1.059  1.188 -1.591 -1.599 -1.563],68,1.129491
1318.2516,44319572.0,1083.5417,-1,10.0,-0.2176405,1083.5417738803508,109.38,10.432122,9.585777,True,1083.5417,4.826925,284.93958,10.0,0.3849193,,494.0550320148468,865.57007,547445,1779.7313,1.6609043,0.016609041,4.4645247e-05,1993.1117,6900,,0.004464525,38.49193,1779.7313,0.048269246,100,[-1.004  1.204 -1.616 -1.63  -1.593],69,10.586475
