AvgRet,VarRet,VarNormIw,Bound,AvgVanillaIw,MaxVanillaIw,AvgNormIw,AvgDiscRet,eRenyi2,VarDiscRet,VarJ,Delta,ESSRenyi,MinNormIw,AvgEpLen,J,MaxNormIw,IterType,ESSClassic,MinVanillaIw,BatchSize,VanillaAvgRet,VarVanillaIw,EpsThisIter
-1148.26492856,16853.2277305,2.84124e-06,-1535.12,1.00483,1.52213,0.01,-1148.26492856,1.02348,16853.2277305,85.5978,0.2,97.7056217659,0.00510285,500.0,-1138.29,0.0151481,1,97.2641104825,0.512751,100,-1148.26492856,0.0286876,100
-1125.2866757,7473.68921528,7.91742e-07,-1438.89,0.993302,1.20849,0.01,-1125.2866757,1.0081,7473.68921528,100.213,0.2,99.1966575467,0.00813814,500.0,-1122.95,0.0121664,1,99.2222952533,0.808363,100,-1125.2866757,0.00781172,100
-1129.04770007,7357.39274526,2.13161e-06,-1457.25,0.992138,1.71897,0.01,-1129.04770007,1.01555,7357.39274526,92.7551,0.2,98.4691088476,0.00752469,500.0,-1124.05,0.0173259,1,97.9333011447,0.746553,100,-1129.04770007,0.0209823,100
-1137.45848906,16995.6160797,7.60881e-07,-1527.99,1.0016,1.17983,0.01,-1137.45848906,1.00574,16995.6160797,123.7,0.2,99.4291181509,0.00554256,500.0,-1135.11,0.0117794,1,99.252361723,0.555143,100,-1137.45848906,0.00763317,100
-1113.47473424,9409.6656005,0.000146123,-1315.35,1.22192,11.3516,0.01,-1113.47473424,1.51489,9409.6656005,570.597,0.2,66.0114838122,0.001501,500.0,-1035.13,0.0929004,1,40.8726982673,0.183409,100,-1113.47473424,2.18174,100
-1133.5107421,22367.6791759,0.000919324,-1491.41,1.27399,38.9869,0.01,-1133.5107421,1.7197,22367.6791759,1084.84,0.2,58.1497424801,0.001551,500.0,-977.72,0.306022,1,9.89970874236,0.197596,100,-1133.5107421,14.9211,100
-1136.24646828,37751.9177625,1.42996e-05,-1517.53,1.00134,3.77577,0.01,-1136.24646828,1.08446,37751.9177625,252.733,0.2,92.2115977469,0.00414173,500.0,-1108.3,0.0377071,1,87.5989312024,0.41473,100,-1136.24646828,0.143381,100
-1097.05959467,60502.2668143,1.73657e-05,-1470.86,0.995706,1.89043,0.01,-1097.05959467,1.15625,60502.2668143,283.719,0.2,86.4862903184,0.00177871,500.0,-1047.37,0.0189858,1,85.3300043439,0.177107,100,-1097.05959467,0.172169,100
-1079.33098154,67232.0677089,6.57333e-06,-1462.68,1.05473,2.14943,0.01,-1079.33098154,1.0657,67232.0677089,288.689,0.2,93.8350857156,0.00411551,500.0,-1057.47,0.0203789,1,93.8900226231,0.434078,100,-1079.33098154,0.073126,100
-1045.61547583,45514.9681245,2.69238e-05,-1412.81,0.946299,2.32247,0.01,-1045.61547583,1.22024,45514.9681245,287.53,0.2,81.9509957233,0.00172352,500.0,-979.881,0.0245427,1,78.9549102774,0.163097,100,-1045.61547583,0.241098,100
-983.927205413,83835.6007066,0.000258087,-1317.2,1.27693,19.8948,0.01,-983.927205413,1.49493,83835.6007066,613.877,0.2,66.8926188931,0.000289669,500.0,-838.048,0.155801,1,28.1289295771,0.0369887,100,-983.927205413,4.20826,100
-918.6647517,105907.896502,2.50512e-05,-1257.83,1.05255,2.58706,0.01,-918.6647517,1.24203,105907.896502,272.483,0.2,80.5135911066,0.000953583,500.0,-820.338,0.0245788,1,80.1277627647,0.10037,100,-918.6647517,0.277535,100
-905.836834135,128440.608998,2.69159e-05,-1249.41,1.01371,2.39184,0.01,-905.836834135,1.23968,128440.608998,315.152,0.2,80.6657499953,0.000682581,500.0,-812.169,0.0235949,1,78.9597905217,0.0691941,100,-905.836834135,0.276591,100
-825.193401193,55739.1768393,6.41846e-05,-1009.78,0.982567,2.60437,0.01,-825.193401193,1.4998,55739.1768393,160.001,0.2,66.6757755008,1.76388e-05,500.0,-689.045,0.0265058,1,61.1460933656,0.00173313,100,-825.193401193,0.619662,100
-754.508794206,92119.4415289,2.45272e-05,-1093.56,0.970128,2.26114,0.01,-754.508794206,1.19407,92119.4415289,180.531,0.2,83.7475030068,0.000698513,500.0,-665.117,0.0233077,1,80.4622235968,0.0677647,100,-754.508794206,0.230837,100
-711.23547001,39781.6686622,2.32545e-05,-1076.81,0.949898,3.49877,0.01,-711.23547001,1.12903,39781.6686622,167.917,0.2,88.5716626699,0.00201476,500.0,-660.264,0.0368331,1,81.286292883,0.191382,100,-711.23547001,0.209827,100
-624.498141608,11071.9399866,1.77856e-05,-795.578,1.04633,1.92132,0.01,-624.498141608,1.14862,11071.9399866,72.3204,0.2,87.0607231515,0.00237078,500.0,-593.26,0.0183625,1,85.0284211842,0.248061,100,-624.498141608,0.194717,100
-592.594944917,4992.59279674,5.4261e-06,-772.92,1.01803,2.06515,0.01,-592.594944917,1.04364,4992.59279674,66.1952,0.2,95.8186768683,0.00523083,500.0,-584.781,0.0202858,1,94.9020123763,0.532513,100,-592.594944917,0.0562351,100
-587.305606124,5916.20625269,7.40275e-06,-756.376,1.01505,1.94465,0.01,-587.305606124,1.07125,5916.20625269,71.8776,0.2,93.3492999366,0.00457946,500.0,-575.741,0.0191581,1,93.1717098398,0.46484,100,-587.305606124,0.076273,100
-574.029789769,6245.99776421,1.38002e-05,-729.027,0.989242,2.03123,0.01,-574.029789769,1.11414,6245.99776421,75.5234,0.2,89.7550553642,0.00328508,500.0,-556.409,0.0205332,1,87.9799636595,0.324974,100,-574.029789769,0.135049,100
-566.506580844,5968.05312373,8.25114e-06,-749.861,0.982605,1.66401,0.01,-566.506580844,1.06104,5968.05312373,63.7756,0.2,94.2470863099,0.00175103,500.0,-553.244,0.0169347,1,92.4482428914,0.172057,100,-566.506580844,0.0796658,100
-565.816314259,4819.38572686,8.60616e-06,-746.614,0.990129,1.60526,0.01,-565.816314259,1.05745,4819.38572686,56.599,0.2,94.5669860683,0.00327802,500.0,-554.297,0.0162126,1,92.1488405361,0.324566,100,-565.816314259,0.0843709,100
-543.322426401,2915.57963297,6.8874e-06,-684.099,1.02485,2.02686,0.01,-543.322426401,1.05238,2915.57963297,55.2852,0.2,95.0223475502,0.00561066,500.0,-536.14,0.0197771,1,93.6167256966,0.575008,100,-543.322426401,0.0723396,100
-553.912201719,3369.18330489,1.11599e-05,-690.709,0.94571,1.68354,0.01,-553.912201719,1.07766,3369.18330489,54.099,0.2,92.7939872793,0.00338638,500.0,-542.996,0.0178019,1,90.0509005843,0.320254,100,-553.912201719,0.0998107,100
-556.66601051,22333.5016584,2.24358e-06,-943.381,0.981962,1.2308,0.01,-556.66601051,1.01992,22333.5016584,87.3238,0.2,98.0471700341,0.00524026,500.0,-547.421,0.0125341,1,97.8271219358,0.514574,100,-556.66601051,0.0216338,100
-533.614414384,4808.58016145,2.71745e-06,-742.05,0.982876,1.33965,0.01,-533.614414384,1.0246,4808.58016145,57.1088,0.2,97.5989353784,0.00577818,500.0,-528.142,0.01363,1,97.3801837267,0.567923,100,-533.614414384,0.0262518,100
-525.385330835,2770.13953627,6.81549e-06,-664.078,1.00813,1.55107,0.01,-525.385330835,1.05711,2770.13953627,54.9672,0.2,94.5974110741,0.00310313,500.0,-517.5,0.0153857,1,93.6791575104,0.312835,100,-525.385330835,0.0692673,100
-528.343317956,2945.51758283,4.70967e-06,-678.032,0.990167,1.35258,0.01,-528.343317956,1.04075,2945.51758283,48.91,0.2,96.0846730053,0.00151177,500.0,-521.73,0.0136601,1,95.5451453656,0.149691,100,-528.343317956,0.0461751,100
-522.973005498,2826.56708961,4.1522e-06,-663.546,0.994582,1.36196,0.01,-522.973005498,1.03467,2826.56708961,50.0366,0.2,96.6495076682,0.00552432,500.0,-518.131,0.0136938,1,96.0516533648,0.549439,100,-522.973005498,0.0410733,100
-514.917851252,2911.27834276,5.01193e-06,-659.746,0.969815,1.55534,0.01,-514.917851252,1.04172,2911.27834276,49.1883,0.2,95.9948074098,0.0045418,500.0,-508.52,0.0160375,1,95.2727935048,0.440471,100,-514.917851252,0.0471393,100
-517.075825989,2471.97864983,4.87979e-06,-649.409,0.995762,1.64147,0.01,-517.075825989,1.04792,2471.97864983,46.996,0.2,95.4273608455,0.00514173,500.0,-510.686,0.0164846,1,95.3916400011,0.511994,100,-517.075825989,0.0483852,100
-503.307341524,3159.00271069,7.57299e-06,-641.037,1.00496,1.38827,0.01,-503.307341524,1.06359,3159.00271069,50.4791,0.2,94.0207559201,0.00194956,500.0,-493.657,0.0138142,1,93.025638014,0.195923,100,-503.307341524,0.076483,100
-506.958018232,1973.67939866,4.72218e-06,-631.413,1.02522,2.12889,0.01,-506.958018232,1.03762,1973.67939866,43.3953,0.2,96.3739350148,0.0049487,500.0,-502.114,0.0207653,1,95.5338122025,0.507349,100,-506.958018232,0.0496333,100
-500.115966697,3515.40105428,6.00035e-06,-643.346,0.987267,1.51871,0.01,-500.115966697,1.04208,3515.40105428,55.8535,0.2,95.9618303678,0.00263945,500.0,-493.467,0.015383,1,94.3926966463,0.260584,100,-500.115966697,0.0584852,100
-490.222522601,2039.31536515,4.00169e-05,-604.71,1.03224,6.44061,0.01,-490.222522601,1.16184,2039.31536515,89.3729,0.2,86.0705947295,0.00160036,500.0,-476.361,0.0623946,1,71.6246475764,0.165195,100,-490.222522601,0.426388,100
-486.111050507,2129.25074942,2.74537e-06,-611.04,0.997505,1.38134,0.01,-486.111050507,1.02653,2129.25074942,44.0542,0.2,97.415121266,0.00496483,500.0,-482.683,0.013848,1,97.3540051392,0.495245,100,-486.111050507,0.0273169,100
-489.713834166,3079.68049885,7.26963e-06,-620.48,0.989125,1.55361,0.01,-489.713834166,1.05817,3079.68049885,53.0501,0.2,94.5024258146,0.00320862,500.0,-481.859,0.0157069,1,93.2862471971,0.317373,100,-489.713834166,0.0711238,100
-483.518207953,3031.99824513,1.25955e-05,-601.796,1.01609,1.89616,0.01,-483.518207953,1.09515,3031.99824513,46.7676,0.2,91.3114643641,0.00246826,500.0,-470.883,0.0186614,1,88.9129321264,0.250796,100,-483.518207953,0.13004,100
-481.932572659,2220.02727054,4.12131e-06,-612.241,0.998243,1.35299,0.01,-481.932572659,1.03652,2220.02727054,41.4753,0.2,96.4765716819,0.00409151,500.0,-476.722,0.0135538,1,96.0798408683,0.408432,100,-481.932572659,0.0410684,100
-475.575710878,1991.73894937,2.43683e-06,-601.06,1.00719,1.27765,0.01,-475.575710878,1.02384,1991.73894937,42.9837,0.2,97.6712770735,0.00478206,500.0,-472.55,0.0126853,1,97.6443743054,0.481644,100,-475.575710878,0.02472,100
-470.555515294,2197.24300533,6.67716e-06,-585.268,1.03589,1.63513,0.01,-470.555515294,1.052,2197.24300533,43.5856,0.2,95.0570731705,0.00424275,500.0,-464.045,0.0157848,1,93.7994964225,0.439502,100,-470.555515294,0.0716502,100
-470.14775787,1397.75719706,2.10948e-06,-580.966,1.00798,1.27453,0.01,-470.14775787,1.01788,1397.75719706,38.0949,0.2,98.2431468133,0.00601047,500.0,-468.331,0.0126444,1,97.9543126629,0.605843,100,-470.14775787,0.0214328,100
-472.898002012,1666.9360319,4.43549e-06,-596.265,0.985793,1.50352,0.01,-472.898002012,1.03222,1666.9360319,39.1149,0.2,96.8781243038,0.0054543,500.0,-468.861,0.0152519,1,95.7935906584,0.537681,100,-472.898002012,0.0431036,100
-474.318242092,1296.64834702,2.0934e-06,-587.728,0.998085,1.40915,0.01,-474.318242092,1.01342,1296.64834702,35.7313,0.2,98.6757261074,0.00496974,500.0,-472.801,0.0141185,1,97.9696258042,0.496022,100,-474.318242092,0.0208539,100
-473.472771124,2821.21627531,7.8636e-06,-600.476,0.964492,1.48552,0.01,-473.472771124,1.06671,2821.21627531,48.5208,0.2,93.745762441,0.00262704,500.0,-464.799,0.015402,1,92.7773072196,0.253376,100,-473.472771124,0.0731508,100
-465.842780807,1909.08734678,5.20666e-06,-576.521,0.980302,1.40321,0.01,-465.842780807,1.03913,1909.08734678,44.1709,0.2,96.2347388422,0.00370693,500.0,-461.427,0.0143141,1,95.0980654461,0.363391,100,-465.842780807,0.0500356,100
-469.263336141,2170.6111501,3.52776e-06,-585.175,0.998059,1.46691,0.01,-469.263336141,1.03279,2170.6111501,47.9852,0.2,96.8249310975,0.00419251,500.0,-465.636,0.0146976,1,96.6253671354,0.418437,100,-469.263336141,0.0351409,100
-458.189739114,2282.6041615,1.49946e-05,-568.815,0.959948,1.97929,0.01,-458.189739114,1.09402,2282.6041615,50.2785,0.2,91.4057972878,0.00223419,500.0,-447.449,0.0206187,1,87.0741153247,0.21447,100,-458.189739114,0.138176,100
-460.695934429,1796.72422901,1.43982e-06,-580.221,1.01133,1.45608,0.01,-460.695934429,1.01545,1796.72422901,40.4086,0.2,98.4785301137,0.00530384,500.0,-458.719,0.0143977,1,98.5946043291,0.536392,100,-460.695934429,0.0147262,100
-450.543262308,2038.96576192,6.93513e-06,-558.393,0.94296,1.98784,0.01,-450.543262308,1.05024,2038.96576192,47.1062,0.2,95.2164359716,0.00375426,500.0,-445.393,0.0210809,1,93.5753216438,0.354011,100,-450.543262308,0.0616653,100
-452.690786126,1839.64189026,8.71954e-06,-561.712,0.946723,1.72242,0.01,-452.690786126,1.06522,1839.64189026,47.1368,0.2,93.8769220405,0.00386301,500.0,-446.281,0.0181935,1,92.0536077361,0.36572,100,-452.690786126,0.0781518,100
-447.755643229,1388.32659528,1.27785e-06,-565.093,1.01404,1.21912,0.01,-447.755643229,1.01694,1388.32659528,36.1683,0.2,98.3345067442,0.00626164,500.0,-445.81,0.0120224,1,98.7507424154,0.634955,100,-447.755643229,0.0131398,100
-456.926477638,2336.36791832,2.77366e-06,-580.678,1.02163,1.42482,0.01,-456.926477638,1.02525,2336.36791832,45.2703,0.2,97.5374168643,0.00496128,500.0,-453.467,0.0139466,1,97.3274232188,0.506857,100,-456.926477638,0.0289492,100
-451.31609404,2331.58596335,3.45971e-06,-590.493,0.996587,1.50109,0.01,-451.31609404,1.02361,2331.58596335,43.2563,0.2,97.6933440926,0.00493729,500.0,-447.725,0.0150623,1,96.6883084021,0.492043,100,-451.31609404,0.0343614,100
-443.764012635,1893.04357517,3.24866e-06,-553.62,1.01552,1.43077,0.01,-443.764012635,1.0312,1893.04357517,44.3377,0.2,96.9745733018,0.00598394,500.0,-440.436,0.0140891,1,96.8840387437,0.60768,100,-443.764012635,0.0335026,100
-446.031248059,1653.83372399,1.18279e-06,-557.397,1.01953,1.31986,0.01,-446.031248059,1.01387,1653.83372399,40.786,0.2,98.6322875518,0.00680435,500.0,-444.536,0.0129458,1,98.84258397,0.693722,100,-446.031248059,0.0122944,100
-438.437083992,2144.67830994,3.96299e-06,-550.536,0.979412,1.28138,0.01,-438.437083992,1.03457,2144.67830994,43.3705,0.2,96.6586284964,0.00454668,500.0,-434.472,0.0130832,1,96.2247645777,0.445308,100,-438.437083992,0.0380149,100
-440.197547395,2218.13015393,4.74602e-06,-549.549,1.01164,1.56205,0.01,-440.197547395,1.04021,2218.13015393,48.4519,0.2,96.1340810498,0.0045567,500.0,-435.957,0.0154407,1,95.5122898927,0.460976,100,-440.197547395,0.0485719,100
-435.982974288,1916.21412317,8.10428e-06,-543.846,1.03729,2.70555,0.01,-435.982974288,1.05236,1916.21412317,47.9035,0.2,95.0245326317,0.00635533,500.0,-430.721,0.0260829,1,92.5726740755,0.659232,100,-435.982974288,0.0871998,100
-428.291021299,1641.0528039,7.20946e-06,-536.956,0.99399,1.62038,0.01,-428.291021299,1.05744,1641.0528039,42.8739,0.2,94.568116125,0.00263561,500.0,-422.647,0.0163018,1,93.3381268354,0.261977,100,-428.291021299,0.0712306,100
-435.366557824,1954.14951788,1.43443e-05,-542.949,0.998033,2.33981,0.01,-435.366557824,1.09068,1954.14951788,50.034,0.2,91.686100824,0.00250374,500.0,-425.757,0.0234443,1,87.5650740544,0.249882,100,-435.366557824,0.142879,100
-433.975723363,1601.36496737,0.00939495,-501.304,1.16271,112.678,0.01,-433.975723363,1.0,1601.36496737,10.3735,0.2,99.9998331073,,500.0,-389.932,0.969098,1,1.06371674214,,100,-433.975723363,127.01,100
-433.975723363,1601.36496737,nan,nan,inf,inf,nan,-514.626695351,nan,11955.9647394,nan,0.2,nan,nan,500.0,nan,nan,,nan,0.00887484,200,-433.975723363,nan,100
-430.114157922,1897.24375333,9.37639e-07,-510.236,0.989935,1.47093,0.005,-430.114157922,1.03193,1897.24375333,41.9565,0.2,193.81198204,0.0018522,500.0,-429.534,0.00742941,1,192.804929006,0.366712,200,-430.114157922,0.0367544,100
-427.813914668,1956.68449412,3.50449e-18,-536.189,1.0,1.0,0.01,-427.813914668,1.0,1956.68449412,44.0127,0.2,200.0,0.01,500.0,-427.814,0.01,2,100.0,1.0,200,-427.813914668,,100
-438.105164381,1697.12996144,1.12115e-06,-512.144,0.999159,1.69275,0.005,-438.105164381,1.04985,1697.12996144,44.923,0.2,190.503277813,0.00240312,500.0,-429.18,0.00847088,1,191.456873521,0.48022,200,-438.105164381,0.0447706,100
-428.892076858,1564.11369081,3.50449e-18,-537.042,1.0,1.0,0.01,-428.892076858,1.0,1564.11369081,39.3506,0.2,200.0,0.01,500.0,-428.892,0.01,2,100.0,1.0,200,-428.892076858,,100
-433.694414452,2284.06271439,3.49885e-06,-513.086,0.984394,4.51306,0.005,-433.694414452,1.07131,2284.06271439,46.4376,0.2,186.687838518,0.00154538,500.0,-425.891,0.022923,1,175.553486753,0.304253,200,-433.694414452,0.13562,100
-428.740572732,2001.4762914,3.50449e-18,-550.003,1.0,1.0,0.01,-428.740572732,1.0,2001.4762914,44.5136,0.2,200.0,0.01,500.0,-428.741,0.01,2,100.0,1.0,200,-428.740572732,,100
-428.433825657,2119.96904927,1.37e-06,-512.376,0.99453,1.45717,0.005,-428.433825657,1.04758,2119.96904927,44.7808,0.2,190.915902042,0.00187704,500.0,-424.615,0.00732594,1,189.658704882,0.373354,200,-428.433825657,0.0542022,100
-417.030085775,1287.12897004,3.50449e-18,-519.208,1.0,1.0,0.01,-417.030085775,1.0,1287.12897004,35.6967,0.2,200.0,0.01,500.0,-417.03,0.01,2,100.0,1.0,200,-417.030085775,,100
-422.93723878,1680.57547752,7.92833e-07,-492.488,1.0173,1.44664,0.005,-422.93723878,1.0346,1680.57547752,37.7642,0.2,193.312245206,0.00252944,500.0,-417.419,0.00711019,1,193.882081966,0.514639,200,-422.93723878,0.0328201,100
-423.752088885,1990.72155304,3.50449e-18,-533.571,1.0,1.0,0.01,-423.752088885,1.0,1990.72155304,44.3939,0.2,200.0,0.01,500.0,-423.752,0.01,2,100.0,1.0,200,-423.752088885,,100
-426.963511442,1603.30395036,1.04257e-06,-501.506,1.00486,1.45508,0.005,-426.963511442,1.04048,1603.30395036,42.578,0.2,192.219567212,0.00235807,500.0,-422.296,0.00724022,1,192.031792648,0.473905,200,-426.963511442,0.0421089,100
-418.616530119,1353.63478567,3.50449e-18,-522.26,1.0,1.0,0.01,-418.616530119,1.0,1353.63478567,36.6074,0.2,200.0,0.01,500.0,-418.616,0.01,2,100.0,1.0,200,-418.616530119,,100
-412.250418103,1611.84644657,7.43117e-07,-493.49,0.993101,1.4424,0.005,-412.250418103,1.02809,1611.84644657,38.6337,0.2,194.536016644,0.00208449,500.0,-413.297,0.00726213,1,194.254694742,0.414022,200,-412.250418103,0.0293159,100
-424.327037353,1287.83362134,3.50449e-18,-528.578,1.0,1.0,0.01,-424.327037353,1.0,1287.83362134,35.7065,0.2,200.0,0.01,500.0,-424.327,0.01,2,100.0,1.0,200,-424.327037353,,100
-413.005170258,1619.19035778,1.83927e-06,-490.381,0.952353,1.53597,0.005,-413.005170258,1.06285,1619.19035778,39.1548,0.2,188.173117937,0.00180891,500.0,-414.383,0.00806408,1,186.35799456,0.344544,200,-413.005170258,0.066727,100
-414.634083485,1622.09314495,3.50449e-18,-518.235,1.0,1.0,0.01,-414.634083485,1.0,1622.09314495,40.0733,0.2,200.0,0.01,500.0,-414.634,0.01,2,100.0,1.0,200,-414.634083485,,100
-418.357621136,1742.69112863,1.88702e-06,-488.025,0.97667,1.64607,0.005,-418.357621136,1.06577,1742.69112863,40.7893,0.2,187.6577655,0.000833057,500.0,-411.53,0.00842697,1,186.028660197,0.162724,200,-418.357621136,0.072,100
-418.399719944,1173.15027941,3.50449e-18,-520.184,1.0,1.0,0.01,-418.399719944,1.0,1173.15027941,34.0796,0.2,200.0,0.01,500.0,-418.4,0.01,2,100.0,1.0,200,-418.399719944,,100
-410.991516787,1541.92586412,5.12841e-07,-488.646,0.994072,1.29642,0.005,-410.991516787,1.02462,1541.92586412,37.2906,0.2,195.193487693,0.00279345,500.0,-412.868,0.00652076,1,195.999443418,0.555378,200,-410.991516787,0.0202712,100
-422.6039634,2021.69898281,3.50449e-18,-536.743,1.0,1.0,0.01,-422.6039634,1.0,2021.69898281,44.7379,0.2,200.0,0.01,500.0,-422.604,0.01,2,100.0,1.0,200,-422.6039634,,100
-417.655215019,1594.06867617,6.66466e-07,-499.797,1.00143,1.34061,0.005,-417.655215019,1.02711,1594.06867617,41.8941,0.2,194.720684973,0.00206565,500.0,-418.001,0.00669349,1,194.832029333,0.413719,200,-417.655215019,0.0267348,100
-412.152206371,2136.60634753,3.50449e-18,-513.698,1.0,1.0,0.01,-412.152206371,1.0,2136.60634753,45.9917,0.2,200.0,0.01,500.0,-412.152,0.01,2,100.0,1.0,200,-412.152206371,,100
-405.996181593,1210.2766714,1.81895e-06,-478.767,1.0259,1.8822,0.005,-405.996181593,1.06269,1210.2766714,40.9044,0.2,188.200854628,0.00174314,500.0,-404.747,0.00917339,1,186.498555061,0.357658,200,-405.996181593,0.0765764,100
-412.932387441,2109.3441112,3.50449e-18,-526.714,1.0,1.0,0.01,-412.932387441,1.0,2109.3441112,45.6974,0.2,200.0,0.01,500.0,-412.932,0.01,2,100.0,1.0,200,-412.932387441,,100
-409.306515504,1768.40205202,8.02531e-07,-490.228,0.99405,1.42904,0.005,-409.306515504,1.03454,1768.40205202,43.8542,0.2,193.322202211,0.00237186,500.0,-408.395,0.00718798,1,193.809534486,0.47155,200,-409.306515504,0.0317204,100
-411.58003907,1967.03507879,3.50449e-18,-516.771,1.0,1.0,0.01,-411.58003907,1.0,1967.03507879,44.129,0.2,200.0,0.01,500.0,-411.58,0.01,2,100.0,1.0,200,-411.58003907,,100
-408.01471838,1739.82306189,1.08716e-06,-490.692,1.00408,1.76623,0.005,-408.01471838,1.04436,1739.82306189,41.6886,0.2,191.505755543,0.0023421,500.0,-406.132,0.00879527,1,191.705082113,0.470331,200,-408.01471838,0.043842,100
-411.885637524,1910.56131562,3.50449e-18,-516.477,1.0,1.0,0.01,-411.885637524,1.0,1910.56131562,43.4909,0.2,200.0,0.01,500.0,-411.886,0.01,2,100.0,1.0,200,-411.885637524,,100
-400.681257376,1331.99781506,9.19739e-07,-480.684,1.00518,1.65376,0.005,-400.681257376,1.03482,1331.99781506,41.2252,0.2,193.269622109,0.00284646,500.0,-403.697,0.00822619,1,192.937408911,0.572241,200,-400.681257376,0.0371716,100
-398.25805466,1656.49174951,3.50449e-18,-501.47,1.0,1.0,0.01,-398.25805466,1.0,1656.49174951,40.496,0.2,200.0,0.01,500.0,-398.258,0.01,2,100.0,1.0,200,-398.25805466,,100
