MeanEntropy,Inner Iteration,EpThisIter,TimeElapsed,EpLenMean,MinIW,ReturnStepMaxmin,MeanIW,Epsilon,EpRewMean,ReturnStepMax,LearnableVariance,OptimizationReturnMax,MaxIW,InitialReturnStd,StdWReturnMean,OptimizationReturnMean,InitialReturnMin,EpisodesSoFar,DivergenceHarmonic,Weights,InitialBound,TimestepsSoFar,ReturnMeanIW,EmpiricalD2Harmonic,EmpiricalD2Arithmetic,Penalization,MeanD2-0,InitialReturnMean,InitialReturnMax,MinTargetPdf,Bound,VarianceInitializer,ESSRenyiHarmonic,MinBehavPdf,WReturnMean,OptimizationReturnMin,ESSRenyiArithmetic,StdIW,Iteration
0.4189424,1,100,360.41434621810913,114.55,0.105107725,0.8661057,204.68925,2.0,-80.14759258061648,0.8661057,,112.24225,6579.8247,16.847033,,82.44762,-162.59521,2500,168301540.0,[-0.235  1.243],-7501.3755,602407,1026801.75,1.0,1.0,True,1.0,-80.1476,-50.352962,-109.173325,-6474782.0,-1.0,100.0,-109.173325,7081.432,,100.0,856.67633,25
0.4189424,1,100,369.39696407318115,119.35,0.015935987,0.85885316,537.8857,2.0,-84.0389813426137,0.85885316,,120.63852,20171.027,22.006483,,86.63714,-170.67612,2600,1402246500000.0,[-0.258  1.185],-8475.399,614342,3617898.8,1.0,1.0,True,1.0,-84.03897,-50.037594,-109.26963,-578082050.0,-1.0,100.0,-109.26963,7990.2783,,100.0,2231.5117,26
0.4189424,1,100,378.0019199848175,116.47,0.7503724,0.8590487,236826.52,2.0,-81.87406520724296,0.8590487,,124.687775,9339032.0,18.740942,,93.11506,-174.98912,2700,1.9508197e+26,[-0.009  1.212],-9539.869,625989,2188162800.0,1.0,1.0,True,1.0,-81.87407,-50.30135,-104.462715,-7238276700000000.0,-1.0,100.0,-104.462715,9021.637,,100.0,1015866.8,27
0.4189424,1,100,388.04976296424866,122.51,0.0410767,0.86260957,9584573.0,2.0,-86.73826880440116,0.86260957,,88.42447,918009400.0,21.223915,,62.5305,-149.26877,2800,1.617694e+33,[0.047 1.101],-4621.1475,638240,42798076000.0,1.0,1.0,True,1.0,-86.73827,-60.8443,-97.2435,-1.0482669e+19,-1.0,100.0,-97.2435,4360.5176,,100.0,91314720.0,28
0.4189424,1,100,396.97034907341003,118.64,0.35501105,0.8640307,13008805.0,2.0,-83.64416859164834,0.8640307,,129.62894,1135113500.0,18.88504,,95.99649,-179.64066,2900,3.3616895e+29,[0.005 1.218],-10132.092,650104,149959980000.0,1.0,1.0,True,1.0,-83.64417,-50.01172,-96.97983,-3.2475938e+17,-1.0,100.0,-96.97983,9571.97,,100.0,113325580.0,29
0.4189424,1,100,407.54649090766907,126.06,0.40209612,0.86303604,22178970.0,2.0,-88.95651175424456,0.86303604,,96.930016,477654340.0,20.521872,,68.134796,-157.09131,3000,1.6031998e+34,[0.045 1.1  ],-5376.6787,662710,98726000000.0,1.0,1.0,True,1.0,-88.95651,-60.161293,-97.32144,-3.9654195e+19,-1.0,100.0,-97.32144,5063.4976,,100.0,79092590.0,30
0.4189424,1,100,417.38343834877014,119.15,0.026680224,0.86653686,12231453.0,2.0,-84.44175958871841,0.86653686,,109.01929,640370400.0,20.784536,,75.24629,-159.68805,3100,7.6283456e+33,[0.076 1.221],-6490.1743,674625,42542960000.0,1.0,1.0,True,1.0,-84.44176,-50.668762,-95.70604,-3.460195e+19,-1.0,100.0,-95.70604,6094.0005,,100.0,81383000.0,31
0.4189424,1,100,427.3696539402008,126.55,0.012566264,0.859082,1272215.8,2.0,-89.41183929845691,0.859082,,92.152626,42117304.0,20.205717,,63.065792,-152.47763,3200,1.3024851e+34,[0.098 1.098],-4668.6353,687280,5215132000.0,1.0,1.0,True,1.0,-89.41184,-60.325005,-87.01433,-3.2305804e+19,-1.0,100.0,-87.01433,4385.565,,100.0,5211586.0,32
0.4189424,1,100,439.2339594364166,138.95,0.052025747,0.85439175,210.3012,2.0,-98.77002885952592,0.85439175,,90.38479,10573.253,22.406767,,52.829906,-151.59993,3300,552538750.0,[0.042 0.987],-3565.376,701175,593962.56,1.0,1.0,True,1.0,-98.77003,-61.21514,-105.28807,-6995006.5,-1.0,100.0,-105.28807,3293.0618,,100.0,1070.0725,33
0.4189424,1,100,450.0740542411804,133.65,0.06402035,0.86319757,58.80646,2.0,-95.42472503304481,0.86319757,,98.63825,590.9938,22.492516,,64.73293,-160.15765,3400,139156670.0,[0.056 1.047],-5020.582,714540,230847.0,1.0,1.0,True,1.0,-95.42473,-61.5194,-92.43428,-4056640.2,-1.0,100.0,-92.43428,4696.265,,100.0,109.32558,34
0.4189424,1,100,460.53864765167236,126.0,0.01863987,0.8608139,51.783974,2.0,-89.23283998981118,0.8608139,,115.80682,428.1816,20.233946,,87.01997,-176.2528,3500,6354656000.0,[0.073 1.108],-8428.929,727140,401090.22,1.0,1.0,True,1.0,-89.23284,-60.445984,-118.13984,-36037428.0,-1.0,100.0,-118.13984,7981.887,,100.0,87.384575,35
0.4189424,1,100,473.6811890602112,133.16,0.07346496,0.864195,312.2536,2.0,-94.34174296304583,0.864195,,111.36447,9897.25,21.828253,,77.52871,-171.87045,3600,504230050.0,[0.068 1.045],-6900.575,740456,1332807.1,1.0,1.0,True,1.0,-94.341736,-60.50598,-100.751724,-10615767.0,-1.0,100.0,-100.751724,6487.1733,,100.0,1366.5533,36
0.4189424,1,100,483.72547221183777,125.68,0.81018305,0.8667912,849755900.0,2.0,-88.76853427514433,0.8667912,,74.87671,84858044000.0,17.945404,,46.65473,-135.42326,3700,3.2695227e+30,[0.072 1.108],-2685.5854,753024,2478722500000.0,1.0,1.0,True,1.0,-88.76853,-60.546555,-87.80075,-3.3792287e+17,-1.0,100.0,-87.80075,2498.7014,,100.0,8443155500.0,37
0.4189424,1,100,494.9324288368225,129.56,0.13668008,0.85921764,766.2765,2.0,-91.3671632489562,0.85921764,,138.93437,55634.54,19.986366,,97.94167,-189.30884,3800,1560138100.0,[0.018 0.995],-10635.452,765980,4020505.8,1.0,1.0,True,1.0,-91.367165,-50.374466,-103.64789,-29434896.0,-1.0,100.0,-103.64789,9992.026,,100.0,5597.139,38
0.4189424,1,100,507.2448706626892,131.38,0.059421163,0.8588438,97.10861,2.0,-92.66595812812447,0.8588438,,102.89994,2190.504,19.107033,,70.93501,-163.60097,3900,645183500.0,[0.027 1.057],-5749.801,779118,526252.6,1.0,1.0,True,1.0,-92.66595,-60.701027,-93.19794,-9491259.0,-1.0,100.0,-93.19794,5396.854,,100.0,274.916,39
0.4189424,1,100,518.5129454135895,133.34,0.07563524,0.8683307,128.99716,2.0,-94.65807553887367,0.8683307,,159.10284,3274.891,23.877068,,125.27864,-219.93672,4000,437163260.0,[0.022 0.995],-17108.645,792452,2039718.8,1.0,1.0,True,1.0,-94.65809,-60.833878,-127.41507,-19682068.0,-1.0,100.0,-127.41507,16264.853,,100.0,433.94858,40
0.4189424,1,100,530.6101274490356,145.32,0.1672405,0.8636805,375665.2,2.0,-102.92260425418615,0.8636805,,110.83799,29295586.0,23.459795,,68.97821,-171.90082,4100,1.0593186e+25,[0.005 0.934],-5717.858,806984,1624855600.0,1.0,1.0,True,1.0,-102.92261,-61.062828,-106.35543,-1332814800000000.0,-1.0,100.0,-106.35543,5308.3555,,100.0,2928342.5,41
0.4189424,1,100,543.6912961006165,131.3,0.09974203,0.8589452,198.89975,2.0,-93.35275797337293,0.8589452,,119.72287,11941.824,22.277681,,87.97684,-181.32959,4200,202120210.0,[-0.071  1.034],-8714.004,820114,903287.56,1.0,1.0,True,1.0,-93.35275,-61.606724,-104.12158,-7695916.0,-1.0,100.0,-104.12158,8236.218,,100.0,1197.0724,42
0.4189424,1,100,555.5322551727295,125.02,3.1203797,0.8640033,2263947000.0,2.0,-88.17111962392926,0.8640033,,94.85963,226154790000.0,17.885006,,67.36483,-155.53595,4300,2.250071e+34,[-0.081  1.095],-5157.8384,832616,9005616000000.0,1.0,1.0,True,1.0,-88.17112,-60.676323,-89.26863,-4.4992464e+19,-1.0,100.0,-89.26863,4857.8936,,100.0,22501880000.0,43
0.4189424,1,100,568.4895205497742,139.37,0.008735266,0.86391574,560.4403,2.0,-99.23914117202163,0.86391574,,144.55746,46751.145,26.425339,,106.961876,-206.20102,4400,148620930.0,[-0.125  0.978],-12835.704,846553,3563193.0,1.0,1.0,True,1.0,-99.23914,-61.643547,-119.3288,-12054994.0,-1.0,100.0,-119.3288,12139.142,,100.0,4654.6074,44
0.4189424,1,100,578.904801607132,134.01,0.079799026,0.86801827,191.54958,2.0,-95.51241765633226,0.86801827,,99.27227,6251.7446,21.125023,,65.0017,-160.51411,4500,685211900.0,[-0.104  1.037],-4999.9863,859954,712059.6,1.0,1.0,True,1.0,-95.51241,-61.241844,-99.57132,-9311043.0,-1.0,100.0,-99.57132,4671.487,,100.0,687.4138,45
0.4189424,1,100,590.5088520050049,130.16,0.08160108,0.86525404,498.05414,2.0,-92.42583625078201,0.86525404,,111.21751,20040.643,24.469082,,68.70121,-161.12704,4600,625671100.0,[-0.11   1.099],-5730.9033,872970,1498405.1,1.0,1.0,True,1.0,-92.42583,-49.90954,-102.667076,-11811716.0,-1.0,100.0,-102.667076,5318.592,,100.0,2442.73,46
0.4189424,1,100,602.1997745037079,126.65,0.023615917,0.8646422,107.056305,2.0,-89.4037072442472,0.8646422,,91.6358,4434.301,18.1905,,62.47064,-151.87434,4700,268127940.0,[-0.091  1.158],-4513.379,885635,419715.6,1.0,1.0,True,1.0,-89.40371,-60.23854,-89.26695,-5003035.5,-1.0,100.0,-89.26695,4233.4746,,100.0,461.35025,47
0.4189424,1,100,613.711412191391,117.81,0.018903961,0.8600211,300.2528,2.0,-82.47348380044103,0.8600211,,79.87974,11058.546,15.98181,,57.598213,-140.0717,4800,1118236500.0,[-0.099  1.22 ],-3785.665,897416,643514.8,1.0,1.0,True,1.0,-82.47349,-60.191963,-96.348175,-7755959.0,-1.0,100.0,-96.348175,3572.9727,,100.0,1475.1094,48
0.4189424,1,100,625.0685722827911,121.66,2.4227123,0.8645136,331605.3,2.0,-85.73609460309147,0.8645136,,101.91914,13680478.0,21.028025,,66.49856,-152.23465,4900,4.629239e+30,[0.151 1.222],-5210.4844,909582,1067025800.0,1.0,1.0,True,1.0,-85.73609,-50.315506,-97.5775,-7.4498084e+17,-1.0,100.0,-97.5775,4864.2354,,100.0,1903744.5,49
0.4189424,1,100,638.1594467163086,127.1,0.056674123,0.85860693,114.91091,2.0,-89.83378880262374,0.85860693,,84.535774,1994.6438,19.88637,,55.22923,-145.06302,5000,148711940.0,[0.084 1.117],-3683.945,922292,290493.6,1.0,1.0,True,1.0,-89.833786,-60.527245,-106.965576,-3195403.8,-1.0,100.0,-106.965576,3445.7354,,100.0,301.32208,50
0.4189424,1,100,649.3726546764374,118.78,0.0070289504,0.8596141,3272694.8,2.0,-83.09469058722257,0.8596141,,106.45153,69717860.0,20.141706,,74.33484,-157.42953,5100,3.449032e+34,[0.081 1.179],-6309.0874,934170,20383513000.0,1.0,1.0,True,1.0,-83.09469,-50.978004,-96.868835,-7.0150566e+19,-1.0,100.0,-96.868835,5931.3574,,100.0,10657870.0,51
0.4189424,1,100,659.1316466331482,124.8,0.010199479,0.86419475,596.9447,2.0,-88.55405642792583,0.86419475,,77.331184,18834.773,18.207428,,49.086845,-137.6409,5200,1330583400000000.0,[0.077 1.054],-2940.3655,946650,1659299.2,1.0,1.0,True,1.0,-88.554054,-60.309715,-79.38458,-7272910300.0,-1.0,100.0,-79.38458,2741.0286,,100.0,2159.3833,52
0.4189424,1,100,672.1780869960785,133.29,0.03229884,0.8701279,531.34076,2.0,-94.45952188014984,0.8701279,,123.08095,37880.164,23.858433,,90.28407,-184.74359,5300,1234312200.0,[-0.025  0.982],-9225.402,959979,3459058.2,1.0,1.0,True,1.0,-94.45952,-61.662643,-102.16351,-21199846.0,-1.0,100.0,-102.16351,8720.4375,,100.0,3779.745,53
0.4189424,1,100,685.009533405304,133.82,0.116947025,0.8649464,853.8575,2.0,-94.59011234879493,0.8649464,,95.47399,74057.2,20.718262,,61.673847,-156.26396,5400,2261058300.0,[-0.011  1.043],-4536.753,973361,3378726.2,1.0,1.0,True,1.0,-94.59011,-60.78997,-112.08536,-17826628.0,-1.0,100.0,-112.08536,4232.91,,100.0,7364.0737,54
0.4189424,1,100,695.4578506946564,123.35,0.114885606,0.86225045,63.12339,2.0,-87.29560422062873,0.86225045,,98.11156,672.8897,21.079191,,61.22336,-148.51897,5500,86023340.0,[-0.001  1.105],-4513.495,985696,249449.98,1.0,1.0,True,1.0,-87.29561,-50.40741,-103.29986,-3225411.2,-1.0,100.0,-103.29986,4192.6323,,100.0,128.95102,55
0.4189424,1,100,705.6999318599701,120.69,0.027980266,0.8578565,133.17786,2.0,-85.41641143068671,0.8578565,,112.72862,2462.305,21.090109,,87.32841,-172.74481,5600,20696807000.0,[-0.014  1.166],-8494.632,997765,977222.0,1.0,1.0,True,1.0,-85.416405,-60.01619,-93.17299,-61916710.0,-1.0,100.0,-93.17299,8071.042,,100.0,334.63773,56
0.4189424,1,100,715.4880137443542,123.4,0.011175345,0.8608706,577.814,2.0,-87.33458288863301,0.8608706,,87.78193,40523.07,18.519283,,59.549942,-146.88452,5700,447213150.0,[-0.264  1.179],-4146.0146,1010105,2930173.0,1.0,1.0,True,1.0,-87.33459,-59.102592,-97.75055,-8362004.0,-1.0,100.0,-97.75055,3889.1587,,100.0,4080.4436,57
0.4189424,1,100,725.3977537155151,124.61,0.024313573,0.863742,371.1471,2.0,-88.59269909203053,0.863742,,130.66193,12360.065,19.7282,,102.09981,-190.6925,5800,23125080000.0,[-0.276  1.117],-11382.656,1022566,3234338.2,1.0,1.0,True,1.0,-88.592705,-60.030575,-97.061554,-89774660.0,-1.0,100.0,-97.061554,10813.571,,100.0,1401.2412,58
0.4189424,1,100,736.2220838069916,131.48,0.16466902,0.86076695,708552560000.0,2.0,-93.35681104749442,0.86076695,,123.1136,70851100000000.0,23.647684,,89.38146,-182.73827,5900,2.670108e+35,[-0.386  1.058],-9053.49,1035714,3342751000000000.0,1.0,1.0,True,1.0,-93.356804,-59.62467,-117.353836,-2.610723e+20,-1.0,100.0,-117.353836,8548.257,,100.0,7049591000000.0,59
0.4189424,1,100,748.1969883441925,122.06,0.0076149656,0.8671533,170.64658,2.0,-86.22130353450775,0.8671533,,79.82904,5385.9287,16.932667,,44.20149,-130.42279,6000,223638770.0,[-0.325  1.167],-2452.909,1047920,302914.84,1.0,1.0,True,1.0,-86.2213,-50.593746,-98.53238,-3479599.5,-1.0,100.0,-98.53238,2240.4866,,100.0,745.84064,60
0.4189424,1,100,758.3602612018585,120.1,0.028735513,0.8600253,7393.334,2.0,-84.5914654277265,0.8600253,,80.29169,148794.89,15.857674,,55.92584,-140.5173,6100,1.3401965e+19,[-0.318  1.229],-3594.056,1059930,18632824.0,1.0,1.0,True,1.0,-84.59146,-60.225616,-79.85501,-786709540000.0,-1.0,100.0,-79.85501,3379.165,,100.0,26281.55,61
0.4189424,1,100,769.5516538619995,118.08,0.14072,0.8700043,1685965.8,2.0,-83.15179844290019,0.8700043,,71.15221,65995456.0,16.254023,,47.108505,-130.2603,6200,5.3867456e+32,[-0.414  1.15 ],-2652.158,1071738,2662812200.0,1.0,1.0,True,1.0,-83.151794,-59.108093,-83.89021,-3.916686e+18,-1.0,100.0,-83.89021,2483.4038,,100.0,7225338.0,62
0.4189424,1,100,781.2598564624786,131.32,0.041785683,0.863318,1210.5398,2.0,-93.57743457362056,0.863318,,137.18561,97017.9,26.227032,,104.0127,-197.59015,6300,135476410000.0,[-0.38   1.029],-12133.832,1084870,13091428.0,1.0,1.0,True,1.0,-93.57743,-60.404533,-111.72468,-243993440.0,-1.0,100.0,-111.72468,11506.502,,100.0,9659.021,63
0.4189424,1,100,793.1209547519684,139.92,0.017225651,0.8627654,183.00508,2.0,-99.57849936246872,0.8627654,,119.32263,3850.1191,23.728867,,69.73461,-169.31311,6400,1913625600.0,[-0.274  0.962],-5900.5723,1098862,779272.75,1.0,1.0,True,1.0,-99.5785,-49.99048,-100.619095,-21540492.0,-1.0,100.0,-100.619095,5425.9746,,100.0,590.5867,64
0.4189424,1,100,803.4204876422882,137.55,0.015918246,0.8579164,197.67383,2.0,-98.19501074761152,0.8579164,,120.48906,7741.52,24.602158,,81.546715,-179.74173,6500,101323660000.0,[-0.293  1.021],-7739.055,1112617,1271504.2,1.0,1.0,True,1.0,-98.19502,-59.252674,-115.6779,-155310050.0,-1.0,100.0,-115.6779,7255.1333,,100.0,952.9135,65
0.4189424,1,100,813.2351062297821,125.88,0.07243976,0.8687439,175.63554,2.0,-89.29646989643574,0.8687439,,112.10636,7405.745,20.365131,,73.003426,-162.2999,6600,1409526400000.0,[-0.286  1.083],-6163.167,1125205,1257979.2,1.0,1.0,True,1.0,-89.29648,-50.193535,-95.1463,-498623700.0,-1.0,100.0,-95.1463,5744.239,,100.0,818.7816,66
0.4189424,1,100,825.0461280345917,128.18,0.067483686,0.8591996,379.6783,2.0,-90.51621326357126,0.8591996,,82.07181,20729.082,17.898964,,50.552437,-141.06865,6700,318205380.0,[-0.296  1.022],-3100.4478,1138023,1056366.0,1.0,1.0,True,1.0,-90.51621,-58.996838,-99.46149,-5061532.0,-1.0,100.0,-99.46149,2875.9216,,100.0,2120.641,67
0.4189424,1,100,835.4837317466736,126.21,0.015389579,0.86609715,280.66095,2.0,-89.25278386816382,0.86609715,,92.05257,11431.1045,20.583364,,62.640587,-151.89337,6800,204508900.0,[-0.285  1.083],-4629.974,1150644,1115571.1,1.0,1.0,True,1.0,-89.252785,-59.840805,-93.1747,-5154876.0,-1.0,100.0,-93.1747,4347.518,,100.0,1281.6897,68
