MinBehavPdf,ReturnStepMax,MeanD2-0,Penalization,VarianceInitializer,ReturnStepMaxmin,EpRewMean,ESSRenyiHarmonic,TimestepsSoFar,LearnableVariance,InitialBound,Bound,WReturnMean,StdIW,InitialReturnMax,MeanEntropy,Epsilon,InitialReturnMean,MaxIW,MinIW,Weights,ReturnMeanIW,EpThisIter,Inner Iteration,OptimizationReturnMin,EmpiricalD2Arithmetic,Iteration,InitialReturnMin,MeanIW,EmpiricalD2Harmonic,InitialReturnStd,EpLenMean,MinTargetPdf,EpisodesSoFar,DivergenceHarmonic,TimeElapsed,ESSRenyiArithmetic,OptimizationReturnMax,StdWReturnMean,OptimizationReturnMean
-159.78009,0.86158466,1.0,True,-1.0,0.86158466,-122.56981691271066,100.0,370967,,-44881.555,-1227126300.0,42724.64,6070.8647,-71.72475,0.4189424,2.0,-122.56982,60336.37,0.06609215,[-0.253  0.775],27915092.0,100,1,,1.0,11,-326.10068,883.02814,1.0,36.053173,171.21,-159.78009,1100,309121840000.0,157.6116087436676,100.0,254.37593,,203.53085
-161.4888,0.8600606,1.0,True,-1.0,0.8600606,-145.9437855887413,100.0,391160,,-19662.385,-271809720000.0,18523.643,159393.72,-91.90069,0.4189424,2.0,-145.94379,1599207.8,0.013521189,[-0.248  0.713],64977100.0,100,1,,1.0,12,-276.73047,17312.64,1.0,37.662796,201.93,-161.4888,1200,5.6947817e+16,172.13312339782715,100.0,184.82977,,130.78668
-174.33063,0.86335486,1.0,True,-1.0,0.86335486,-128.50762399941684,100.0,409001,,-32751.08,-298636450.0,31134.863,13499.316,-80.71293,0.4189424,2.0,-128.50761,127724.305,0.037178572,[-0.26   0.774],43948644.0,100,1,,1.0,13,-300.90875,2078.1953,1.0,37.586098,178.41,-174.33063,1300,24832614000.0,183.880784034729,100.0,220.19583,,172.40114
-111.037285,0.8567281,1.0,True,-1.0,0.8567281,-112.19896855548023,100.0,424722,,-6411.2456,-4.2090705e+20,5895.916,67615064.0,-60.635765,0.4189424,2.0,-112.198975,520919420.0,1.0897715,[-0.238  0.832],36401275000.0,100,1,,1.0,14,-184.97331,11572246.0,1.0,24.491045,157.21,-111.037285,1400,6.6712276e+35,194.7505362033844,100.0,124.33755,,72.77434
-157.78638,0.85800177,1.0,True,-1.0,0.85800177,-138.17201115846635,100.0,443919,,-10050.281,-14356219000.0,9337.685,15660.558,-82.227936,0.4189424,2.0,-138.17201,154913.56,0.021518948,[-0.302  0.725],15902506.0,100,1,,1.0,15,-228.43921,2375.304,1.0,34.489376,191.97,-157.78638,1500,404982730000000.0,209.05592846870422,100.0,146.21127,,90.2672
-139.7893,0.85865307,1.0,True,-1.0,0.85865307,-125.59374608308077,100.0,461479,,-12927.457,-944489800.0,12081.237,2748.8188,-71.29038,0.4189424,2.0,-125.59375,20222.492,0.2739067,[-0.305  0.787],4802674.0,100,1,,1.0,16,-230.62173,755.63275,1.0,32.409256,175.6,-139.7893,1600,1233116300000.0,223.01562595367432,100.0,159.33136,,105.027985
-132.32166,0.8600913,1.0,True,-1.0,0.8600913,-111.4108512443304,100.0,477025,,-12752.288,-159894750.0,12028.123,4968.9683,-69.336105,0.4189424,2.0,-111.41085,48215.316,0.015218527,[-0.322  0.847],4839502.5,100,1,,1.0,17,-216.72974,765.9392,1.0,30.59503,155.46,-132.32166,1700,45845910000.0,234.94057488441467,100.0,147.39363,,105.318886
-100.86006,0.8569573,1.0,True,-1.0,0.8569573,-102.49721513301134,100.0,491465,,-6556.339,-89599910.0,6176.9287,1476.2301,-70.96003,0.4189424,2.0,-102.497215,14817.686,0.03166881,[-0.32  0.91],925100.06,100,1,,1.0,18,-177.64781,242.889,1.0,23.006884,144.4,-100.86006,1800,54624092000.0,246.00189471244812,100.0,106.68778,,75.150604
-127.303314,0.86351097,1.0,True,-1.0,0.86351097,-98.92605933219194,100.0,505324,,-19368.945,-36867290.0,18389.209,1137.179,-60.09495,0.4189424,2.0,-98.926056,11157.0205,0.006866334,[-0.317  0.972],4399938.5,100,1,,1.0,19,-231.53589,237.98721,1.0,28.35209,138.59,-127.303314,1900,1098191500.0,256.27888679504395,100.0,171.44093,,132.60982
-87.75877,0.8599505,1.0,True,-1.0,0.8599505,-92.08637901797891,100.0,518356,,-6380.754,-32387952.0,5998.6724,1474.8624,-59.513237,0.4189424,2.0,-92.08639,12752.221,0.10033276,[-0.307  1.034],1458543.8,100,1,,1.0,20,-166.57602,301.73193,1.0,21.2124,130.32,-87.75877,2000,6552871400.0,265.3090856075287,100.0,107.06278,,74.48964
-83.91383,0.8642399,1.0,True,-1.0,0.8642399,-87.91504794701933,100.0,530771,,-2615.863,-2874273.0,2430.4526,709.89667,-59.741554,0.4189424,2.0,-87.91505,6809.855,0.060938064,[-0.317  1.096],153338.17,100,1,,1.0,21,-134.32242,147.12119,1.0,16.637571,124.15,-83.91383,2100,215362000.0,275.37189245224,100.0,74.580864,,46.407368
-129.66586,0.86505365,1.0,True,-1.0,0.86505365,-93.07823623538017,100.0,543856,,-18616.275,-186089180.0,17722.365,302.10934,-59.892853,0.4189424,2.0,-93.07823,2110.9148,0.03229958,[-0.338  1.037],1988747.0,100,1,,1.0,22,-223.65245,123.523636,1.0,25.93722,130.85,-129.66586,2200,42415542000.0,285.72412371635437,100.0,163.7596,,130.5742
-86.31294,0.86019313,1.0,True,-1.0,0.86019313,-86.2533656822145,100.0,556074,,-3503.16,-5024485.0,3281.1343,303.02518,-59.139114,0.4189424,2.0,-86.25336,1887.9291,0.032925323,[-0.336  1.099],306239.25,100,1,,1.0,23,-140.75272,111.07589,1.0,17.633917,122.18,-86.31294,2300,451599550.0,295.10554456710815,100.0,81.6136,,54.49935
-93.0305,0.8647974,1.0,True,-1.0,0.8647974,-85.70589175567031,100.0,568188,,-3538.6665,-2.6447235e+19,3322.7168,180807900.0,-59.884613,0.4189424,2.0,-85.70589,1817050400.0,0.12415653,[-0.336  1.162],30772100000.0,100,1,,1.0,24,-140.37364,19881924.0,1.0,18.27988,121.14,-93.0305,2400,1.4998792e+34,305.12341022491455,100.0,80.48903,,54.667747
-81.9649,0.85807115,1.0,True,-1.0,0.85807115,-88.71314290449023,100.0,580684,,-3088.7827,-3549890.8,2874.8245,2371.6353,-59.369812,0.4189424,2.0,-88.71316,23840.648,0.0042505427,[-0.388  1.049],230159.94,100,1,,1.0,25,-139.48694,301.903,1.0,17.229227,124.96,-81.9649,2500,240739150.0,314.28622341156006,100.0,80.11713,,50.773792
-110.913376,0.8670317,1.0,True,-1.0,0.8670317,-89.18443329960108,100.0,593291,,-9710.9795,-8.722043e+16,9207.736,2563481.2,-59.4359,0.4189424,2.0,-89.18443,24070330.0,0.10983726,[-0.395  1.111],3446826800.0,100,1,,1.0,26,-182.30688,527650.1,1.0,23.15048,126.07,-110.913376,2600,3.0038723e+28,323.4753243923187,100.0,122.87099,,93.12246
-87.471664,0.86331034,1.0,True,-1.0,0.86331034,-82.2530936910212,100.0,605064,,-3780.1982,-7025452.5,3521.9143,1022.0466,-50.65014,0.4189424,2.0,-82.2531,7804.3213,0.062090665,[-0.324  1.214],415145.06,100,1,,1.0,27,-138.67593,226.09785,1.0,18.395031,117.73,-87.471664,2700,655007100.0,332.5045258998871,100.0,88.025795,,56.422848
-100.72421,0.8627693,1.0,True,-1.0,0.8627693,-82.04439317479729,100.0,616746,,-11876.499,-14067582.0,11255.001,355.344,-49.77533,0.4189424,2.0,-82.044395,2521.0623,0.03297736,[-0.321  1.276],1306087.1,100,1,,1.0,28,-186.32211,111.47987,1.0,19.52329,116.82,-100.72421,2800,421618560.0,342.52485513687134,100.0,136.54678,,104.27772
-79.13072,0.86272454,1.0,True,-1.0,0.86272454,-82.51693533107638,100.0,628468,,-2833.095,-3940192.8,2618.3828,2195.5344,-50.248833,0.4189424,2.0,-82.51694,22043.277,0.052542713,[-0.429  1.34 ],419963.97,100,1,,1.0,29,-130.50697,279.15555,1.0,17.75779,117.22,-79.13072,2900,268799100.0,350.8896994590759,100.0,80.25814,,47.990036
-107.03642,0.86098015,1.0,True,-1.0,0.86098015,-80.11045254319906,100.0,639892,,-9769.491,-6.94263e+18,9254.799,1063414700.0,-50.04075,0.4189424,2.0,-80.11045,10679409000.0,0.032545455,[-0.423  1.277],618842160000.0,100,1,,1.0,30,-174.30171,119672840.0,1.0,19.56543,114.24,-107.03642,3000,1.8194978e+32,360.65360498428345,100.0,124.26096,,94.19125
-81.62265,0.86408186,1.0,True,-1.0,0.86408186,-76.9608346734941,100.0,650816,,-5384.7515,-1.9581642e+20,5074.9175,242334290.0,-49.478325,0.4189424,2.0,-76.96084,2431268900.0,0.89426297,[-0.471  1.393],119936790000.0,100,1,,1.0,31,-145.88904,28368688.0,1.0,17.995005,109.24,-81.62265,3100,3.9942894e+35,369.75676107406616,100.0,96.41071,,68.9282
-87.52487,0.8619969,1.0,True,-1.0,0.8619969,-83.74094528749585,100.0,662675,,-3421.4932,-142438210000000.0,3170.0493,98438.484,-50.825283,0.4189424,2.0,-83.740944,589438.9,0.025926823,[-0.49   1.269],86353460.0,100,1,,1.0,32,-137.6777,30357.715,1.0,16.15164,118.59,-87.52487,3200,3.2089823e+23,379.28371143341064,100.0,86.85242,,53.936764
-87.53071,0.86224174,1.0,True,-1.0,0.86224174,-79.49830936774612,100.0,674011,,-2725.2795,-5611201.5,2526.14,886.2489,-49.543762,0.4189424,2.0,-79.498314,7915.618,0.037409183,[-0.559  1.373],287695.0,100,1,,1.0,33,-126.8369,178.32466,1.0,16.8878,113.36,-87.53071,3300,714618600.0,388.56043124198914,100.0,77.29314,,47.33859
-90.54477,0.8564297,1.0,True,-1.0,0.8564297,-75.06048093631864,100.0,684758,,-4478.1934,-4.2544116e+16,4216.1,87022830.0,-49.577393,0.4189424,2.0,-75.060486,865534200.0,0.672727,[-0.553  1.436],49301365000.0,100,1,,1.0,34,-138.25006,10689053.0,1.0,14.939108,107.47,-90.54477,3400,2.634883e+28,398.10348534584045,100.0,88.67267,,63.18958
-69.43323,0.8613324,1.0,True,-1.0,0.8613324,-75.35876801013947,100.0,695568,,-3019.6753,-1.9784862e+20,2823.4622,83748590.0,-49.56478,0.4189424,2.0,-75.358765,588067500.0,0.013547209,[-0.5    1.549],46516113000.0,100,1,,1.0,35,-126.2879,17948196.0,1.0,15.155382,108.1,-69.43323,3500,1.01672495e+36,406.2724220752716,100.0,76.72312,,50.929134
-67.61256,0.86693406,1.0,True,-1.0,0.86693406,-71.13134029999375,100.0,705792,,-1991.4364,-3.043629e+17,1859.3668,46368836.0,-49.15873,0.4189424,2.0,-71.13134,465295520.0,1.2646441,[-0.49   1.673],5264737300.0,100,1,,1.0,36,-112.1041,5498332.0,1.0,13.438735,102.24,-67.61256,3600,5.310931e+30,414.42837476730347,100.0,62.945374,,40.972763
-83.19977,0.8564329,1.0,True,-1.0,0.8564329,-68.19507114604116,100.0,715640,,-2383.8516,-1.9487193e+17,2244.4302,302822560.0,-49.11822,0.4189424,2.0,-68.195076,3040735500.0,0.5393011,[-0.541  1.787],65385677000.0,100,1,,1.0,37,-113.79204,35877012.0,1.0,12.858718,98.48,-83.19977,3700,1.9535605e+30,422.5870053768158,100.0,64.67381,,45.59697
-66.94916,0.8587482,1.0,True,-1.0,0.8587482,-68.74685226798057,100.0,725513,,-1824.4257,-3.506248e+18,1708.4169,49861400.0,-49.073166,0.4189424,2.0,-68.74686,372023140.0,0.117376074,[-0.517  1.91 ],6036974000.0,100,1,,1.0,38,-108.06713,9152776.0,1.0,12.74098,98.73,-66.94916,3800,9.134766e+32,430.72295928001404,100.0,58.993965,,39.32028
-59.96546,0.8647356,1.0,True,-1.0,0.8647356,-68.3051087810099,100.0,735347,,-1859.232,-9.1834147e+18,1742.8961,20771212.0,-49.24246,0.4189424,2.0,-68.30511,141146960.0,0.17234272,[-0.531  1.786],6441018000.0,100,1,,1.0,39,-108.31957,4898419.5,1.0,11.905411,98.34,-59.96546,3900,6.2312294e+33,438.7799515724182,100.0,59.077114,,40.014465
-71.41716,0.8704287,1.0,True,-1.0,0.8704287,-66.66922305777669,100.0,744954,,-2306.342,-1.9466831e+18,2178.5088,1337148700.0,-49.59782,0.4189424,2.0,-66.66922,10733483000.0,0.48593166,[-0.528  1.911],174669460000.0,100,1,,1.0,40,-111.52559,191789010.0,1.0,12.90021,96.07,-71.41716,4000,2.3189493e+32,447.3385443687439,100.0,61.92777,,44.856373
-69.53839,0.8520239,1.0,True,-1.0,0.8520239,-70.00613829880953,100.0,755038,,-929.42303,-1.1223195e+17,854.67365,1037349760.0,-49.58082,0.4189424,2.0,-70.006134,10335292000.0,0.0018317795,[-0.51   1.787],5685903400.0,100,1,,1.0,41,-96.936,119552420.0,1.0,11.377892,100.84,-69.53839,4100,2.254268e+30,456.1635675430298,100.0,47.35518,,26.929861
-70.817154,0.86938536,1.0,True,-1.0,0.86938536,-72.55538331851363,100.0,765515,,-1947.5426,-3256322.2,1810.7235,200.9937,-48.896996,0.4189424,2.0,-72.55539,1733.8627,0.09650821,[-0.485  1.665],96065.75,100,1,,1.0,42,-112.96412,59.945324,1.0,13.336326,104.77,-70.817154,4200,533514500.0,464.4710168838501,100.0,64.06712,,40.408737
-88.013535,0.86235344,1.0,True,-1.0,0.86235344,-70.45482952222228,100.0,775737,,-2181.8074,-1.1987936e+20,2042.8777,129961890.0,-48.747864,0.4189424,2.0,-70.454834,1287086500.0,0.35730714,[-0.466  1.724],15243801000.0,100,1,,1.0,43,-113.30743,16456200.0,1.0,14.3712435,102.22,-88.013535,4300,7.4454175e+35,473.71219420433044,100.0,64.55956,,42.852596
-74.82274,0.8633356,1.0,True,-1.0,0.8633356,-69.91702136039734,100.0,785731,,-2398.3867,-13401837.0,2253.196,491.75522,-49.339302,0.4189424,2.0,-69.91702,2457.0505,0.18749347,[-0.485  1.848],456605.22,100,1,,1.0,44,-115.33758,260.1837,1.0,13.790183,99.94,-74.82274,4400,7949354000.0,482.75140953063965,100.0,65.998276,,45.420555
-66.900566,0.8567722,1.0,True,-1.0,0.8567722,-67.34018501505255,100.0,795461,,-2018.3917,-7.795332e+17,1900.0531,113528400.0,-49.75972,0.4189424,2.0,-67.34019,999718500.0,0.019530542,[-0.378  1.912],22474398000.0,100,1,,1.0,45,-109.343475,16654476.0,1.0,11.652321,97.3,-66.900566,4500,4.3391056e+31,491.5924756526947,100.0,59.583755,,42.003292
-62.896854,0.8593821,1.0,True,-1.0,0.8593821,-67.7749803315103,100.0,805221,,-2119.3552,-144142100000000.0,1995.4193,13804143.0,-49.29148,0.4189424,2.0,-67.77498,136293860.0,0.032708753,[-0.37   1.787],1667782300.0,100,1,,1.0,46,-110.26781,1905218.9,1.0,13.7760315,97.6,-62.896854,4600,1.3525996e+24,500.34395813941956,100.0,60.976326,,42.49283
-63.922855,0.86478794,1.0,True,-1.0,0.86478794,-68.85760237917304,100.0,815156,,-2064.8406,-2.6592129e+19,1940.6062,45342304.0,-50.05494,0.4189424,2.0,-68.857605,454808350.0,0.4672731,[-0.304  1.894],4885938700.0,100,1,,1.0,47,-111.10475,5491005.5,1.0,12.481371,99.35,-63.922855,4700,4.5815393e+34,510.7334027290344,100.0,61.049812,,42.247147
-78.034355,0.85889447,1.0,True,-1.0,0.85889447,-69.77514927864075,100.0,825258,,-1549.1332,-2.9191883e+18,1442.4603,186847660.0,-49.09768,0.4189424,2.0,-69.77515,1871742700.0,0.045781393,[-0.271  2.014],25513947000.0,100,1,,1.0,48,-105.66833,22898104.0,1.0,12.415319,101.02,-78.034355,4800,7.4886235e+32,521.2286927700043,100.0,56.57065,,35.893177
-71.36954,0.85762537,1.0,True,-1.0,0.85762537,-67.08777717247605,100.0,834992,,-2160.5813,-4.4548017e+18,2031.697,376089300.0,-48.61223,0.4189424,2.0,-67.087776,3472947000.0,0.022051789,[-0.301  1.893],58802380000.0,100,1,,1.0,49,-110.79399,54446428.0,1.0,11.021069,97.34,-71.36954,4900,1.1946678e+33,530.6912081241608,100.0,62.181763,,43.706215
-74.19378,0.86486995,1.0,True,-1.0,0.86486995,-70.38942629739643,100.0,845207,,-2220.3386,-8.6762566e+17,2079.25,3902171400.0,-49.428043,0.4189424,2.0,-70.38943,39220134000.0,0.084484145,[-0.321  1.769],461999100000.0,100,1,,1.0,50,-114.48723,394478100.0,1.0,11.603178,102.15,-74.19378,5000,3.7815698e+31,539.9647266864777,100.0,65.05919,,44.0978
-75.44862,0.86292124,1.0,True,-1.0,0.86292124,-69.7477432718873,100.0,855288,,-1039.3323,-2.3428836e+18,960.4077,73449120.0,-49.74999,0.4189424,2.0,-69.74774,657535000.0,0.6521786,[-0.283  1.889],6253063000.0,100,1,,1.0,51,-98.409744,12305443.0,1.0,11.785474,100.81,-75.44862,5100,8.811792e+32,550.3594472408295,100.0,48.659756,,28.661999
-67.39771,0.86409664,1.0,True,-1.0,0.86409664,-66.02323062747718,100.0,864781,,-1305.4336,-1.1027985e+19,1224.6276,16413521.0,-49.961597,0.4189424,2.0,-66.023224,159507860.0,0.44039986,[-0.279  2.013],1718489500.0,100,1,,1.0,52,-99.19801,2446419.8,1.0,11.138283,94.93,-67.39771,5200,1.8624693e+34,558.720755815506,100.0,49.236416,,33.174786
-69.954414,0.86028486,1.0,True,-1.0,0.86028486,-67.4699657151103,100.0,874446,,-1489.2764,-1.4881923e+17,1395.7073,2294334.2,-49.682327,0.4189424,2.0,-67.46996,17611976.0,0.0369491,[-0.271  1.889],476960400.0,100,1,,1.0,53,-102.66451,504959.88,1.0,12.532005,96.65,-69.954414,5300,2.5295372e+30,567.5076012611389,100.0,52.982185,,35.194546
-86.54995,0.8676815,1.0,True,-1.0,0.8676815,-72.33230301454664,100.0,884888,,-6429.9834,-705855900.0,6103.427,3221.4487,-49.879604,0.4189424,2.0,-72.3323,19241.602,0.0052177366,[-0.253  1.765],4858843.0,100,1,,1.0,54,-148.85846,1022.52295,1.0,15.721779,104.42,-86.54995,5400,4607922700000.0,576.3368711471558,100.0,98.97885,,76.52615
-75.84621,0.86329126,1.0,True,-1.0,0.86329126,-68.86713643014431,100.0,894763,,-1942.1843,-3.59942e+17,1781.3663,13536192.0,-39.40435,0.4189424,2.0,-68.86714,123203580.0,0.042777587,[-0.146  1.83 ],1620880400.0,100,1,,1.0,55,-108.86369,2375461.2,1.0,13.477462,98.75,-75.84621,5500,5.0093912e+30,585.4831335544586,100.0,69.45934,,39.996555
-74.303276,0.866309,1.0,True,-1.0,0.866309,-69.49681568846107,100.0,904747,,-2791.671,-1.6272024e+18,2633.329,8982578.0,-49.899876,0.4189424,2.0,-69.49681,74882560.0,0.36977887,[-0.173  1.708],4679814700.0,100,1,,1.0,56,-118.82224,2012239.0,1.0,14.153846,99.84,-74.303276,5600,1.0560513e+32,594.3940851688385,100.0,68.92236,,49.325424
-73.10182,0.8598308,1.0,True,-1.0,0.8598308,-67.67726549729704,100.0,914537,,-1365.3867,-9872834.0,1278.317,2836.495,-50.37834,0.4189424,2.0,-67.67726,28279.521,0.054772254,[-0.148  1.83 ],373755.5,100,1,,1.0,57,-101.48733,432.87357,1.0,11.627411,97.9,-73.10182,5700,11901903000.0,601.962574005127,100.0,51.108986,,33.810062
-63.31869,0.8568757,1.0,True,-1.0,0.8568757,-68.9593456338346,100.0,924539,,-1825.2539,-4.5248138e+16,1712.8386,30809280.0,-50.25871,0.4189424,2.0,-68.95934,309636930.0,0.054517105,[0.098 1.79 ],4386771500.0,100,1,,1.0,58,-108.33189,3366755.0,1.0,12.753106,100.02,-63.31869,5800,1.6200989e+29,609.9673902988434,100.0,58.073177,,39.37254
-70.255356,0.8580198,1.0,True,-1.0,0.8580198,-67.91833600014448,100.0,934319,,-3596.2083,-5.5890415e+19,3411.3796,181747540.0,-50.489914,0.4189424,2.0,-67.918335,1826891900.0,0.23879088,[0.057 1.672],36149166000.0,100,1,,1.0,59,-124.95392,19771764.0,1.0,12.582603,97.8,-70.255356,5900,9.143902e+34,619.0239207744598,100.0,74.464005,,57.03558
-79.278915,0.8628713,1.0,True,-1.0,0.8628713,-68.12144400849938,100.0,944200,,-2810.4783,-2022292600000.0,2655.4692,100841.53,-50.232838,0.4189424,2.0,-68.12144,984792.44,0.035655398,[0.066 1.796],33356180.0,100,1,,1.0,60,-118.42624,16348.148,1.0,11.175729,98.81,-79.278915,6000,1.7019497e+20,626.9861121177673,100.0,68.193405,,50.30479
-70.39679,0.8586273,1.0,True,-1.0,0.8586273,-69.4858814035356,100.0,954195,,-1171.5334,-3.3842157e+18,1085.7236,7585171.0,-49.45688,0.4189424,2.0,-69.485886,63368504.0,0.105672985,[-0.172  1.871],1260661400.0,100,1,,1.0,61,-100.19479,1683654.1,1.0,11.945143,99.95,-70.39679,6100,1.5553502e+33,635.3643357753754,100.0,50.737915,,30.708914
-75.76858,0.8627534,1.0,True,-1.0,0.8627534,-66.97073328331113,100.0,963897,,-2087.8672,-6228177600000.0,1967.7076,289299.97,-49.861965,0.4189424,2.0,-66.97073,2325307.2,0.368887,[-0.13   1.989],65819340.0,100,1,,1.0,62,-109.902176,47883.996,1.0,11.162388,97.02,-75.76858,6200,2.6864974e+21,644.0231521129608,100.0,60.04021,,42.931442
-74.040054,0.85828936,1.0,True,-1.0,0.85828936,-68.30102790430188,100.0,973766,,-3556.763,-8.5522736e+17,3368.1753,3146406700.0,-49.333496,0.4189424,2.0,-68.301025,26005332000.0,0.0012183585,[-0.211  1.893],1154393300000.0,100,1,,1.0,63,-124.55111,527898880.0,1.0,14.286492,98.69,-74.040054,6300,2.0564885e+31,651.6293015480042,100.0,75.21761,,56.250084
-68.565,0.8686129,1.0,True,-1.0,0.8686129,-70.27870948567987,100.0,983912,,-1231.8136,-1.0527072e+19,1142.4834,381348830.0,-49.924507,0.4189424,2.0,-70.27871,3661033700.0,0.1604708,[-0.199  1.769],20037376000.0,100,1,,1.0,64,-101.69265,49730804.0,1.0,12.475886,101.46,-68.565,6400,1.3886964e+34,659.5067899227142,100.0,51.768143,,31.41394
-103.37683,0.8672192,1.0,True,-1.0,0.8672192,-72.19536133453249,100.0,994289,,-1867.2765,-2487433500000000.0,1739.0585,2072771.4,-49.820545,0.4189424,2.0,-72.19536,18472688.0,0.91190773,[-0.2    1.644],709198800.0,100,1,,1.0,65,-111.841354,444099.75,1.0,12.932664,103.77,-103.37683,6500,3.763531e+26,668.0166168212891,100.0,62.02081,,39.645992
-67.6474,0.8590195,1.0,True,-1.0,0.8590195,-74.43647816106677,100.0,1004981,,-2026.5295,-454926900000000.0,1882.3662,20085882.0,-49.807384,0.4189424,2.0,-74.43648,200249400.0,0.05015153,[-0.25   1.529],5152019500.0,100,1,,1.0,66,-115.57151,2613864.8,1.0,13.794038,106.92,-67.6474,6600,9.95771e+24,676.3225378990173,100.0,65.76413,,41.135033
-79.7972,0.8575114,1.0,True,-1.0,0.8575114,-74.72803924903273,100.0,1015706,,-2337.5906,-1701862.0,2181.5312,2456.9104,-50.824272,0.4189424,2.0,-74.72804,24656.994,0.008801494,[-0.194  1.418],150407.4,100,1,,1.0,67,-119.24797,319.102,1.0,14.124689,107.25,-79.7972,6700,98831280.0,684.546427488327,100.0,68.4237,,44.51993
