InitialBound,OptimizationReturnMin,WReturnMean,VarianceInitializer,ESSRenyiArithmetic,MeanD2-0,TimestepsSoFar,MinTargetPdf,ReturnMeanIW,ReturnStepMax,InitialReturnMean,EpLenMean,DivergenceHarmonic,InitialReturnStd,InitialReturnMin,MeanEntropy,EpisodesSoFar,EpThisIter,Weights,EmpiricalD2Arithmetic,MeanIW,Inner Iteration,StdWReturnMean,StdIW,OptimizationReturnMean,ESSRenyiHarmonic,EpRewMean,TimeElapsed,OptimizationReturnMax,MaxIW,InitialReturnMax,LearnableVariance,Iteration,ReturnStepMaxmin,Epsilon,MinIW,EmpiricalD2Harmonic,MinBehavPdf,Bound,Penalization
-6764.5166,,6284.1836,-1.0,100.0,1.0,377508,-101.675705,1397000.6,0.8659605,-107.49499,149.79,19263332000.0,25.026014,-182.71388,0.4189424,1100,100,[0.017 0.874],1.0,237.67255,1,,1090.905,75.2189,100.0,-107.49498542502522,264.57507276535034,120.0415,10139.689,-62.672386,,11,0.8659605,2.0,0.008922993,1.0,-101.675705,-68063440.0,True
-5956.7446,,5515.4517,-1.0,100.0,1.0,393979,-110.492355,1093882.6,0.8637166,-117.6935,164.71,12707025000.0,25.816813,-187.32785,0.4189424,1200,100,[0.014 0.811],1.0,237.8534,1,,838.5947,69.63435,100.0,-117.69349105715752,282.5024733543396,115.05962,6640.797,-72.26823,,12,0.8637166,2.0,0.18441352,1.0,-110.492355,-50838556.0,True
-12277.586,,11521.391,-1.0,100.0,1.0,409110,-139.68631,830857.4,0.86376023,-108.12457,151.31,2172022500.0,27.615938,-211.84898,0.4189424,1300,100,[0.004 0.873],1.0,158.26613,1,,699.69434,103.7244,100.0,-108.124581977278,302.0905091762543,150.61801,6883.8223,-61.230965,,13,0.86376023,2.0,0.25657448,1.0,-139.68631,-36073190.0,True
-8769.081,,8206.061,-1.0,100.0,1.0,423678,-112.08015,1886045.0,0.85396755,-103.992645,145.68,1682705900.0,26.858019,-190.50685,0.4189424,1400,100,[-0.005  0.935],1.0,250.3914,1,,1539.4463,86.5142,100.0,-103.99264810428024,318.7700300216675,129.96376,15329.044,-60.54309,,14,0.85396755,2.0,0.015320812,1.0,-112.08015,-24981544.0,True
-20882.29,,19804.426,-1.0,100.0,1.0,436632,-123.16527,3447578.2,0.8619321,-91.79182,129.54,1146605800.0,23.20911,-230.59297,0.4189424,1500,100,[-0.013  0.997],1.0,185.77579,1,,944.83435,138.80115,100.0,-91.79181583285332,334.9933834075928,179.82156,8865.748,-50.771408,,15,0.8619321,2.0,0.030635504,1.0,-123.16527,-39945604.0,True
-4875.7583,,4591.013,-1.0,100.0,1.0,449001,-95.2646,151464820000.0,0.85705686,-87.39726,123.69,4.46425e+34,17.89623,-152.74815,0.4189424,1600,100,[-0.005  1.059],1.0,41871696.0,1,,340888960.0,65.35088,100.0,-87.39726618498564,352.5812985897064,92.424904,3377723600.0,-60.32325,,16,0.85705686,2.0,0.28944004,1.0,-95.2646,-6.0163214e+19,True
-6675.2812,,6278.441,-1.0,100.0,1.0,460814,-90.98654,358790140000.0,0.8623373,-83.0394,118.13,5.919818e+34,16.910551,-160.45047,0.4189424,1700,100,[-0.008  1.184],1.0,584621760.0,1,,4819335000.0,77.41108,100.0,-83.03939417839051,369.9581296443939,109.11122,47452380000.0,-51.33925,,17,0.8623373,2.0,0.063963965,1.0,-90.98654,-9.6554335e+19,True
-2903.763,,2698.4067,-1.0,100.0,1.0,472113,-90.05467,237308.42,0.8660196,-78.43885,112.99,688593660.0,15.278523,-128.08736,0.4189424,1800,100,[-0.002  1.308],1.0,136.1612,1,,732.53094,49.648502,100.0,-78.43885778427124,382.7727611064911,78.48999,7134.1626,-49.597366,,18,0.8660196,2.0,0.009067106,1.0,-90.05467,-5626068.5,True
-12231.765,,11621.656,-1.0,100.0,1.0,483657,-104.20137,2042115.9,0.86575735,-80.70017,115.44,83524664.0,17.445196,-187.08308,0.4189424,1900,100,[0.008 1.37 ],1.0,154.01317,1,,1127.2461,106.382904,100.0,-80.70018244385719,396.89420437812805,135.28981,11280.099,-51.793274,,19,0.86575735,2.0,0.032208037,1.0,-104.20137,-7618032.5,True
-2643.4634,,2467.636,-1.0,100.0,1.0,494461,-75.986534,4945911000.0,0.85749686,-75.08558,108.04,5.062233e+34,15.880142,-122.15421,0.4189424,2000,100,[0.025 1.43 ],1.0,8121712.0,1,,46988510.0,47.06864,100.0,-75.08557087436319,413.43796014785767,72.62813,421325920.0,-49.52608,,20,0.85749686,2.0,0.05033399,1.0,-75.986534,-3.9560296e+19,True
-6347.3257,,6011.9023,-1.0,100.0,1.0,505177,-83.32634,9119939.0,0.858693,-74.830284,107.16,5.6411037e+16,15.286729,-150.84488,0.4189424,2100,100,[0.006 1.554],1.0,1869.3492,1,,9799.193,76.0146,100.0,-74.83028245955705,428.08346033096313,100.3133,95856.15,-50.531578,,21,0.858693,2.0,0.006383352,1.0,-83.32634,-79676010000.0,True
-1939.2827,,1808.2748,-1.0,100.0,1.0,515738,-71.52222,821630300000.0,0.8626451,-73.754395,105.61,8.191554e+31,13.750821,-113.99355,0.4189424,2200,100,[0.254 1.591],1.0,1012310600.0,1,,9292412000.0,40.239155,100.0,-73.75439787209034,440.80001401901245,62.691895,93162780000.0,-51.30166,,22,0.8626451,2.0,0.59709996,1.0,-71.52222,-1.1857278e+18,True
-2211.4358,,2067.7415,-1.0,100.0,1.0,526189,-75.09994,7423921700.0,0.85736144,-72.41914,104.51,2.3933687e+32,13.382853,-115.87764,0.4189424,2300,100,[0.243 1.715],1.0,6870547.0,1,,45104224.0,43.458492,100.0,-72.41914498120546,453.06264185905457,65.65726,436721340.0,-50.220387,,23,0.85736144,2.0,0.11824884,1.0,-75.09994,-2.223049e+18,True
-1469.1168,,1367.9614,-1.0,100.0,1.0,536364,-74.858536,670663550.0,0.8576603,-70.86939,101.75,1.623148e+26,13.0182905,-105.48854,0.4189424,2400,100,[0.247 1.84 ],1.0,4359514.0,1,,32290530.0,34.619152,100.0,-70.86939007639884,464.84613490104675,55.088017,300117280.0,-50.400524,,24,0.8576603,2.0,0.011137341,1.0,-74.858536,-1288760800000000.0,True
-1712.5387,,1606.075,-1.0,100.0,1.0,546338,-68.48195,799441000.0,0.8625857,-68.92158,99.74,2.8643724e+34,12.601659,-106.96462,0.4189424,2500,100,[0.306 1.95 ],1.0,1110029.0,1,,4881251.5,38.043045,100.0,-68.92157716587185,476.10729002952576,56.515175,39272024.0,-50.449448,,25,0.8625857,2.0,0.29852307,1.0,-68.48195,-1.8018709e+19,True
-727.98,,679.4014,-1.0,100.0,1.0,555739,-64.94351,36897540000.0,0.8602078,-64.59018,94.01,3.564591e+26,10.093942,-88.6217,0.4189424,2600,100,[0.331 2.073],1.0,163440340.0,1,,1614600000.0,24.031519,100.0,-64.5901794475317,487.33560013771057,38.17559,16228342000.0,-50.446106,,26,0.8602078,2.0,0.0010202236,1.0,-64.94351,-917218100000000.0,True
-1399.4104,,1314.085,-1.0,100.0,1.0,565444,-77.767555,330125860.0,0.8634115,-66.82984,97.05,1.1089784e+27,11.8842,-101.07675,0.4189424,2700,100,[0.293 2.192],1.0,586120.0,1,,3941259.8,34.246906,100.0,-66.82984230548144,500.3866991996765,50.59454,33815880.0,-50.482212,,27,0.8634115,2.0,0.38969073,1.0,-77.767555,-2841500000000000.0,True
-2356.4143,,2184.283,-1.0,100.0,1.0,575362,-70.49863,12908501000.0,0.86656904,-68.07893,99.18,4.9528437e+32,12.922005,-112.99335,0.4189424,2800,100,[0.35  2.081],1.0,10600097.0,1,,83120010.0,44.914417,100.0,-68.07893017366528,512.1450641155243,71.86133,802732740.0,-41.13202,,28,0.86656904,2.0,0.21308048,1.0,-70.49863,-3.830862e+18,True
-4787.5117,,4550.724,-1.0,100.0,1.0,585215,-76.69622,9698392000.0,0.86532265,-68.44096,98.53,1.1073468e+34,14.848088,-134.24567,0.4189424,2900,100,[0.388 1.962],1.0,2177968.8,1,,12811624.0,65.80471,100.0,-68.44096353337169,524.838591337204,84.283646,96928900.0,-49.962025,,29,0.86532265,2.0,0.0077319345,1.0,-76.69622,-2.4917658e+19,True
-1413.382,,1328.1636,-1.0,100.0,1.0,594968,-70.06464,11201811.0,0.85723627,-67.024445,97.53,2.3571653e+21,12.673805,-101.1937,0.4189424,3000,100,[0.368 2.085],1.0,14213.388,1,,58531.36,34.16926,100.0,-67.0244432745874,540.2541265487671,50.56289,409727.75,-50.630814,,30,0.85723627,2.0,0.0037266165,1.0,-70.06464,-4137506800000.0,True
-1289.5847,,1174.133,-1.0,100.0,1.0,604772,-64.129074,263668660.0,0.86004794,-67.804405,98.04,2.3914579e+28,10.768632,-100.33392,0.4189424,3100,100,[0.289 1.989],1.0,626486.1,1,,4360654.5,32.529522,100.0,-67.80440350353717,553.707277059555,58.85257,42673630.0,-41.481354,,31,0.86004794,2.0,0.032680564,1.0,-64.129074,-1.7854224e+16,True
-1651.0703,,1542.4827,-1.0,100.0,1.0,615104,-73.24957,136300370000.0,0.86839294,-71.23367,103.32,1.6482061e+32,12.291687,-108.53511,0.4189424,3200,100,[0.516 1.885],1.0,100510580.0,1,,987351600.0,37.301434,100.0,-71.2336766242981,568.0092387199402,57.07595,9924047000.0,-51.45916,,32,0.86839294,2.0,0.1226642,1.0,-73.24957,-1.3940902e+18,True
-1684.6271,,1571.3887,-1.0,100.0,1.0,625443,-67.261856,1750035600.0,0.86399245,-71.60867,103.39,1.0627079e+27,13.077294,-109.030235,0.4189424,3300,100,[0.512 1.76 ],1.0,2265432.8,1,,12945606.0,37.42156,100.0,-71.60867650732398,582.4265899658203,58.285347,108302904.0,-50.74489,,33,0.86399245,2.0,0.07714173,1.0,-67.261856,-3691515500000000.0,True
-1134.9856,,1056.9418,-1.0,100.0,1.0,635368,-66.417725,7517902.5,0.86349845,-68.547035,99.25,1.2844375e+19,11.740551,-98.863716,0.4189424,3400,100,[0.449 1.867],1.0,10776.363,1,,60911.66,30.316679,100.0,-68.54703404173254,596.7998604774475,48.387436,572171.8,-50.47628,,34,0.86349845,2.0,0.016600033,1.0,-66.417725,-279712660000.0,True
-1881.9694,,1763.1475,-1.0,100.0,1.0,645469,-71.21039,2074648700.0,0.8555945,-69.39289,101.01,1.6376537e+30,10.789475,-109.97287,0.4189424,3500,100,[0.212 1.947],1.0,6186653.0,1,,48322292.0,40.57998,100.0,-69.3928918902576,611.9782917499542,59.70519,481911420.0,-50.26768,,35,0.8555945,2.0,0.008426555,1.0,-71.21039,-1.5205962e+17,True
-882.7383,,816.90204,-1.0,100.0,1.0,655417,-66.209755,56593.113,0.8643631,-68.53594,99.48,298652800.0,11.207209,-94.82854,0.4189424,3600,100,[0.179 1.826],1.0,152.9558,1,,556.14343,26.292595,100.0,-68.53594346150756,623.6051514148712,44.442314,3941.783,-50.386223,,36,0.8643631,2.0,0.018118007,1.0,-66.209755,-1194365.5,True
-1111.2424,,1036.0547,-1.0,100.0,1.0,665128,-71.503586,11395662000.0,0.8590617,-67.33433,97.11,7.453922e+30,11.382324,-97.44243,0.4189424,3700,100,[0.18  1.889],1.0,16757542.0,1,,116201400.0,30.108095,100.0,-67.33433292999864,633.8395683765411,47.493862,1118803300.0,-49.948566,,37,0.8590617,2.0,0.013107085,1.0,-71.503586,-2.0527978e+17,True
-1367.9521,,1285.107,-1.0,100.0,1.0,674699,-64.866104,50049504.0,0.86009705,-66.13612,95.71,7.484452e+23,11.379544,-100.13043,0.4189424,3800,100,[0.203 2.012],1.0,74248.42,1,,388448.62,33.994312,100.0,-66.13612299904227,644.1522488594055,49.853775,3576288.8,-50.276657,,38,0.86009705,2.0,0.016030002,1.0,-64.866104,-71672930000000.0,True
-2335.6187,,2202.138,-1.0,100.0,1.0,684662,-74.484955,4139881700.0,0.8571312,-68.476135,99.63,1.8327497e+25,12.904079,-113.59401,0.4189424,3900,100,[0.132 1.909],1.0,2443150.2,1,,17379684.0,45.117874,100.0,-68.47613616123796,655.3712809085846,63.280815,153956460.0,-50.313194,,39,0.8571312,2.0,0.17222048,1.0,-74.484955,-571449160000000.0,True
-1429.7155,,1314.3248,-1.0,100.0,1.0,694149,-65.24106,154992640.0,0.8632386,-65.298874,94.87,6.6200924e+18,10.724419,-99.929955,0.4189424,4000,100,[0.075 2.02 ],1.0,204331.23,1,,1611841.1,34.63108,100.0,-65.29887434348464,667.4575960636139,58.836594,15960212.0,-41.09336,,40,0.8632386,2.0,0.020998824,1.0,-65.24106,-297051980000.0,True
-2157.959,,1998.4991,-1.0,100.0,1.0,703845,-74.105576,20847655000.0,0.85921234,-66.63047,96.96,5.560569e+30,12.608278,-109.52022,0.4189424,4100,100,[0.16  2.111],1.0,15731050.0,1,,138398850.0,42.88975,100.0,-66.63047020435333,679.3235607147217,69.16531,1385601700.0,-40.354904,,41,0.85921234,2.0,0.029825315,1.0,-74.105576,-3.7602363e+17,True
-1375.0991,,1294.3612,-1.0,100.0,1.0,713330,-69.11251,46357156000.0,0.86124533,-65.24713,94.85,5.5698996e+30,10.713276,-99.59225,0.4189424,4200,100,[0.126 2.232],1.0,31948014.0,1,,275036600.0,34.345116,100.0,-65.24713111028075,693.7621908187866,49.215736,2736658200.0,-50.37651,,42,0.86124533,2.0,0.021536523,1.0,-69.11251,-1.9055069e+17,True
-1298.3588,,1206.7994,-1.0,100.0,1.0,723355,-69.36862,1307103700.0,0.8646063,-69.133194,100.25,2.4819362e+24,12.161191,-101.67401,0.4189424,4300,100,[0.128 2.107],1.0,2212681.0,1,,11092331.0,32.540817,100.0,-69.13319359198212,707.8024747371674,52.41032,74281680.0,-49.26369,,43,0.8646063,2.0,0.036926415,1.0,-69.36862,-144248600000000.0,True
-1205.4933,,1122.6844,-1.0,100.0,1.0,733229,-66.666824,1586589400.0,0.86928606,-68.165535,98.74,2.514075e+29,11.469917,-99.64768,0.4189424,4400,100,[0.063 2.   ],1.0,2419623.8,1,,18044472.0,31.482145,100.0,-68.16553856223821,719.4353384971619,49.84275,179267000.0,-49.80493,,44,0.86928606,2.0,0.98221564,1.0,-66.666824,-4.1521386e+16,True
-1061.4194,,994.0346,-1.0,100.0,1.0,742738,-61.47524,138155360.0,0.86425793,-65.59062,95.09,1.955965e+16,10.865131,-95.18764,0.4189424,4500,100,[0.088 1.877],1.0,228150.45,1,,2237018.8,29.597021,100.0,-65.59061865344644,733.1736483573914,44.96186,22485882.0,-50.225777,,45,0.86425793,2.0,0.014776208,1.0,-61.47524,-9562427000.0,True
-1788.8478,,1675.1444,-1.0,100.0,1.0,752783,-63.977467,1210413200.0,0.8625436,-69.969376,100.45,1.9738677e+31,12.594147,-108.91205,0.4189424,4600,100,[0.172 1.785],1.0,664724.8,1,,2785287.2,38.942677,100.0,-69.96937332272529,747.859236240387,58.40506,20136078.0,-50.50699,,46,0.8625436,2.0,0.07898345,1.0,-63.977467,-5.051714e+17,True
-3116.9514,,2934.5928,-1.0,100.0,1.0,763150,-78.147446,35665060.0,0.859002,-71.73018,103.67,2.3107015e+21,14.1901045,-124.01051,0.4189424,4700,100,[0.146 1.662],1.0,16649.715,1,,54586.37,52.280342,100.0,-71.73017470926047,761.5864350795746,73.96484,367703.78,-50.04567,,47,0.859002,2.0,0.3613094,1.0,-78.147446,-8766034000000.0,True
-2787.916,,2629.0852,-1.0,100.0,1.0,773236,-73.06971,48201680000.0,0.8550184,-70.29408,100.86,6.0963643e+29,14.016309,-119.61576,0.4189424,4800,100,[0.387 1.731],1.0,25538906.0,1,,196177470.0,49.32168,100.0,-70.29407777786255,774.5720331668854,69.02879,1919641600.0,-50.586967,,48,0.8550184,2.0,0.12180995,1.0,-73.06971,-1.24015205e+17,True
-3099.1257,,2908.05,-1.0,100.0,1.0,783948,-67.85591,31753075000.0,0.8624172,-74.51555,107.12,8.203587e+32,13.711821,-126.66951,0.4189424,4900,100,[0.365 1.608],1.0,16025816.0,1,,96342580.0,52.153965,100.0,-74.51554347619414,789.3096861839294,75.712234,887385700.0,-50.95727,,49,0.8624172,2.0,0.4525236,1.0,-67.85591,-5.4728406e+18,True
-2114.2373,,1968.3246,-1.0,100.0,1.0,794765,-69.03514,11857211.0,0.8648529,-75.40935,108.17,1.9513003e+20,14.5938425,-117.30618,0.4189424,5000,100,[0.38  1.484],1.0,11173.536,1,,56742.06,41.89683,100.0,-75.40935146361589,801.6914372444153,66.16202,497358.03,-51.144165,,50,0.8648529,2.0,0.3770347,1.0,-69.03514,-2038265800000.0,True
-2137.3757,,1993.7437,-1.0,100.0,1.0,805545,-79.085526,724201800000.0,0.8568891,-74.83623,107.8,7.95169e+31,15.443204,-116.73195,0.4189424,5100,100,[0.299 1.58 ],1.0,377110430.0,1,,3651986000.0,41.895718,100.0,-74.83623281151057,816.5772066116333,65.642975,36707824000.0,-51.088974,,51,0.8568891,2.0,0.051663432,1.0,-79.085526,-1.2808115e+18,True
-1933.9563,,1809.4828,-1.0,100.0,1.0,815720,-72.72316,853789760.0,0.86433697,-70.79704,101.75,4.2153995e+27,12.135297,-111.56734,0.4189424,5200,100,[0.326 1.702],1.0,565121.0,1,,2285797.2,40.7703,100.0,-70.79703506857157,829.2194015979767,61.108418,19047300.0,-50.45892,,52,0.86433697,2.0,0.31430885,1.0,-72.72316,-8081654000000000.0,True
-1947.4908,,1830.2596,-1.0,100.0,1.0,825748,-71.71163,453675870.0,0.8624484,-69.7024,100.28,1.5987351e+34,14.866011,-109.81801,0.4189424,5300,100,[0.292 1.822],1.0,472267.75,1,,2329760.2,40.1156,100.0,-69.70240625679493,841.6792454719543,59.304085,20732514.0,-50.513924,,53,0.8624484,2.0,0.06547333,1.0,-71.71163,-1.4823003e+19,True
-4780.4404,,4478.3657,-1.0,100.0,1.0,835819,-82.94825,82090670000.0,0.8628428,-69.85729,100.71,2.435369e+35,14.128106,-135.26955,0.4189424,5400,100,[0.26  1.701],1.0,45198810.0,1,,442727780.0,65.412254,100.0,-69.8572977811098,852.4659838676453,95.19625,4450210000.0,-40.073296,,54,0.8628428,2.0,0.35646442,1.0,-82.94825,-1.4907363e+20,True
-1810.7578,,1685.0986,-1.0,100.0,1.0,846345,-69.2238,137062.98,0.86425924,-73.21331,105.26,150017020.0,12.997449,-112.151276,0.4189424,5500,100,[0.209 1.587],1.0,88.66908,1,,278.09055,38.937965,100.0,-73.21331179350615,867.0720386505127,61.398705,2091.5334,-50.75257,,55,0.86425924,2.0,0.04656092,1.0,-69.2238,-1676165.2,True
-2457.0125,,2296.3972,-1.0,100.0,1.0,857029,-73.40672,346425500.0,0.86236435,-74.92928,106.84,1.0993027e+22,15.878334,-120.14295,0.4189424,5600,100,[0.226 1.527],1.0,1444159.6,1,,13289894.0,45.21366,100.0,-74.92928290516139,881.8692169189453,69.41541,133505840.0,-50.72754,,56,0.86236435,2.0,0.016634898,1.0,-73.40672,-16840622000000.0,True
-1256.1746,,1168.0721,-1.0,100.0,1.0,867073,-61.266792,19650480000.0,0.8634758,-69.439926,100.44,4.78113e+31,12.106714,-101.40083,0.4189424,5700,100,[0.158 1.632],1.0,47842456.0,1,,443238370.0,31.960909,100.0,-69.43992451101542,893.3434481620789,51.41107,4449428500.0,-49.98976,,57,0.8634758,2.0,0.2914121,1.0,-61.266792,-6.0919644e+17,True
-4217.3535,,3994.1592,-1.0,100.0,1.0,877267,-78.432724,1742070500.0,0.858824,-70.9339,101.94,2.021634e+28,14.7550745,-132.3867,0.4189424,5800,100,[0.163 1.757],1.0,1137758.0,1,,7592589.5,61.452805,100.0,-70.93389749735594,905.1983847618103,81.828445,74734740.0,-50.55826,,58,0.858824,2.0,0.030858355,1.0,-78.432724,-3.1735013e+16,True
-2269.932,,2138.4136,-1.0,100.0,1.0,887289,-73.41714,941129.75,0.8555732,-68.70218,100.22,42552190000.0,13.89418,-112.80848,0.4189424,5900,100,[0.203 1.875],1.0,838.67053,1,,3664.2244,44.1063,100.0,-68.70218210116029,916.4972150325775,62.814056,28234.895,-49.994423,,59,0.8555732,2.0,0.06511491,1.0,-73.41714,-28071354.0,True
-3128.378,,2910.9731,-1.0,100.0,1.0,897260,-82.310486,194474.2,0.85455716,-68.57918,99.71,1883473400.0,13.41192,-120.83904,0.4189424,6000,100,[0.1   1.946],1.0,79.11783,1,,239.69405,52.25987,100.0,-68.57917584300041,926.8654010295868,80.7605,1967.8591,-40.07854,,60,0.85455716,2.0,0.03540574,1.0,-82.310486,-9629791.0,True
-2962.0105,,2807.3838,-1.0,100.0,1.0,907052,-65.18773,87999330000.0,0.862987,-67.466034,97.92,4.977156e+29,13.517771,-118.6974,0.4189424,6100,100,[0.349 1.928],1.0,44640784.0,1,,279669340.0,51.231373,100.0,-67.46603138923645,937.1451895236969,68.109314,2147142700.0,-50.58809,,61,0.862987,2.0,0.20921117,1.0,-65.18773,-1.0908945e+17,True
-1189.1482,,1081.3556,-1.0,100.0,1.0,916688,-71.910934,1373388700.0,0.86404216,-66.07459,96.36,1.1628398e+32,10.851669,-97.11645,0.4189424,6200,100,[0.354 2.053],1.0,1598220.6,1,,7485876.0,31.041859,100.0,-66.0745913977921,950.5911068916321,56.866684,60633884.0,-40.249763,,62,0.86404216,2.0,0.55345875,1.0,-71.910934,-1.1623971e+18,True
-2461.8223,,2334.4504,-1.0,100.0,1.0,926205,-74.27786,13361997000.0,0.8626849,-65.27777,95.17,2.6863283e+35,11.647548,-112.168976,0.4189424,6300,100,[0.354 2.178],1.0,9069368.0,1,,43338290.0,46.8912,100.0,-65.27777145758272,961.2382659912109,61.815895,330059740.0,-50.35308,,63,0.8626849,2.0,0.12291339,1.0,-74.27786,-6.601743e+19,True
-1364.3514,,1284.0254,-1.0,100.0,1.0,935726,-79.05702,195845970.0,0.86702615,-65.263176,95.21,9.170327e+27,11.702756,-99.13161,0.4189424,6400,100,[0.357 2.303],1.0,385713.38,1,,1795820.4,33.868435,100.0,-65.26317242637276,972.4536848068237,49.09005,13598686.0,-50.041557,,64,0.86702615,2.0,0.08591087,1.0,-79.05702,-7692333000000000.0,True
-804.7754,,752.7328,-1.0,100.0,1.0,945050,-61.801003,1255511400.0,0.8581935,-64.21499,93.24,1.651063e+32,10.306072,-89.64169,0.4189424,6500,100,[0.121 2.22 ],1.0,7083657.0,1,,41768096.0,25.426714,100.0,-64.21498033165932,982.5879654884338,39.513268,322893950.0,-50.128426,,65,0.8581935,2.0,0.025274592,1.0,-61.801003,-6.687234e+17,True
-2186.0107,,2064.4363,-1.0,100.0,1.0,954770,-78.21033,5225537500.0,0.8622206,-67.111595,97.2,4.1147045e+34,13.150695,-110.60292,0.4189424,6600,100,[0.126 2.345],1.0,2941067.8,1,,17227492.0,43.49132,100.0,-67.11159455299378,994.1697628498077,60.392807,167028940.0,-50.210114,,66,0.8622206,2.0,0.028789276,1.0,-78.21033,-2.4661445e+19,True
-787.3924,,737.75385,-1.0,100.0,1.0,964094,-66.612015,18046590.0,0.86139244,-63.940567,93.24,7.9492913e+21,10.783605,-88.86982,0.4189424,6700,100,[0.131 2.47 ],1.0,50173.363,1,,188806.1,24.929255,100.0,-63.940564558357,1004.1707499027252,38.590153,1140794.0,-50.279667,,67,0.86139244,2.0,0.110500425,1.0,-66.612015,-4425860000000.0,True
