InitialReturnMin,StdIW,MinBehavPdf,MinIW,EpRewMean,Bound,OptimizationReturnMean,VarianceInitializer,EpThisIter,InitialBound,OptimizationReturnMin,Iteration,Weights,LearnableVariance,EpisodesSoFar,Penalization,EmpiricalD2Arithmetic,WReturnMean,ESSRenyiArithmetic,ReturnStepMaxmin,MeanEntropy,TimeElapsed,DivergenceHarmonic,InitialReturnStd,EpLenMean,ReturnStepMax,InitialReturnMean,ReturnMeanIW,Inner Iteration,MeanIW,EmpiricalD2Harmonic,MaxIW,InitialReturnMax,MeanD2-0,Epsilon,OptimizationReturnMax,MinTargetPdf,StdWReturnMean,ESSRenyiHarmonic,TimestepsSoFar
-200.84776,407.34882,-141.88382,0.03288566,-109.63729902341962,-31689914.0,91.21046,-1.0,100,-9591.661,,11,[0.133 0.881],,1100,True,1.0,9036.169,100.0,0.863588,0.4189424,338.001590013504,3076470500.0,26.773514,152.82,0.863588,-109.6373,879082.56,1,108.87514,1.0,3370.5825,-71.75582,1.0,2.0,129.09195,-141.88382,,100.0,375452
-178.9248,79597900.0,-105.31944,0.13651125,-98.66907116040588,-7.380614e+17,80.25573,-1.0,100,-7485.7817,,12,[0.141 0.943],,1200,True,1.0,7021.211,100.0,0.8615785,0.4189424,354.8114025592804,2.5239628e+30,24.087934,139.0,0.8615785,-98.66906,64715020000.0,1,12088189.0,1.0,754598300.0,-60.86933,1.0,2.0,118.05547,-105.31944,,100.0,389352
-201.9927,642.13495,-118.22334,0.027363192,-113.15249238282442,-68441800.0,88.84022,-1.0,100,-9174.565,,13,[0.195 0.83 ],,1300,True,1.0,8616.714,100.0,0.865433,0.4189424,377.7782759666443,14392689000.0,26.909681,158.16,0.865433,-113.15249,1516769.2,1,213.57947,1.0,4302.399,-72.62692,1.0,2.0,129.36578,-118.22334,,100.0,405168
-190.94601,532.41187,-122.484406,0.019739516,-103.28118817687034,-41267224.0,87.664825,-1.0,100,-8792.243,,14,[0.197 0.893],,1400,True,1.0,8318.799,100.0,0.8671531,0.4189424,396.18446922302246,7136160000.0,25.172955,145.27,0.8671531,-103.28119,1272731.9,1,160.58475,1.0,4516.3125,-71.76843,1.0,2.0,119.17758,-122.484406,,100.0,419695
-175.0848,191.34683,-96.51622,0.11019567,-96.01581331074237,-6212272.5,79.06898,-1.0,100,-7054.6523,,15,[0.198 0.955],,1500,True,1.0,6694.4165,100.0,0.86322534,0.4189424,411.44893527030945,262001000.0,21.036005,134.87,0.86322534,-96.01582,381344.62,1,63.94739,1.0,1541.2356,-71.12779,1.0,2.0,103.957,-96.51622,,100.0,433182
-199.22481,1095051000.0,-101.286194,0.013447529,-92.25345528140664,-7.0570724e+17,106.97136,-1.0,100,-12660.867,,16,[0.199 1.018],,1600,True,1.0,11936.535,100.0,0.85405844,0.4189424,429.28171586990356,9.492356e+29,22.2186,129.6,0.85405844,-92.253456,1098707960000.0,1,116162856.0,1.0,10997246000.0,-51.814083,1.0,2.0,147.41072,-101.286194,,100.0,446142
-182.86362,12314.047,-113.54564,0.07659515,-108.6881915564835,-24548816.0,74.17543,-1.0,100,-6637.266,,17,[0.241 0.9  ],,1700,True,1.0,6233.4634,100.0,0.8589326,0.4189424,447.6669340133667,1921428500.0,27.0457,151.72,0.8589326,-108.688194,6848531.0,1,1520.8455,1.0,123249.945,-72.799774,1.0,2.0,110.06384,-113.54564,,100.0,461314
-185.9119,369.71225,-110.379974,0.03769151,-97.54196650311351,-19669486.0,88.369934,-1.0,100,-8765.637,,18,[0.244 0.962],,1800,True,1.0,8253.45,100.0,0.8621862,0.4189424,463.85612535476685,1320031100.0,21.076197,137.7,0.8621862,-97.54196,1060622.8,1,138.94307,1.0,2284.342,-61.95391,1.0,2.0,123.957985,-110.379974,,100.0,475084
-169.10786,623435500.0,-102.30009,0.39258382,-93.33244380310178,-1.8099331e+19,75.77541,-1.0,100,-6535.7344,,19,[0.24  1.025],,1900,True,1.0,6145.908,100.0,0.85417426,0.4189424,483.56147480010986,2.1556864e+33,20.099602,132.0,0.85417426,-93.33244,302496060000.0,1,85113520.0,1.0,5578918400.0,-60.965588,1.0,2.0,108.14227,-102.30009,,100.0,488284
-293.24915,322.8671,-144.9186,0.2307617,-104.47707573339343,-57612000.0,188.7721,-1.0,100,-38373.703,,20,[0.469 0.925],,2000,True,1.0,36597.72,100.0,0.8659455,0.4189424,505.3844656944275,922735170.0,31.029358,146.83,0.8659455,-104.47707,3663692.2,1,97.32955,1.0,2854.668,-62.4255,1.0,2.0,230.82364,-144.9186,,100.0,502967
-207.32098,15077673.0,-116.66054,0.10136299,-109.0703727605939,-4.2524475e+16,98.25062,-1.0,100,-11061.447,,21,[0.47  0.863],,2100,True,1.0,10366.119,100.0,0.86385876,0.4189424,527.2340679168701,3.740251e+27,26.700857,152.65,0.86385876,-109.07037,14485229000.0,1,1925943.4,1.0,148609630.0,-62.891834,1.0,2.0,144.42915,-116.66054,,100.0,518232
-189.17847,17646030.0,-113.03946,0.021029124,-101.03531891465187,-5212214000000000.0,88.14316,-1.0,100,-8947.711,,22,[0.545 0.962],,2200,True,1.0,8415.376,100.0,0.863625,0.4189424,547.2134263515472,9.586782e+25,25.419706,142.41,0.863625,-101.03531,20205797000.0,1,2589742.0,1.0,147939940.0,-62.80593,1.0,2.0,126.372536,-113.03946,,100.0,532473
-196.71425,1293.3109,-135.8275,0.12768592,-109.86020672619343,-112939270.0,86.854034,-1.0,100,-9035.1045,,23,[0.469 0.864],,2300,True,1.0,8429.615,100.0,0.86647105,0.4189424,569.5772144794464,33260669000.0,29.765593,154.22,0.86647105,-109.8602,2513419.8,1,317.6458,1.0,10649.515,-61.93803,1.0,2.0,134.77621,-135.8275,,100.0,547895
-170.20255,634.27136,-103.70865,0.1253778,-102.40861741602421,-8749171.0,67.79392,-1.0,100,-5476.1025,,24,[0.466 0.926],,2400,True,1.0,5086.384,100.0,0.86297977,0.4189424,586.8989722728729,417004260.0,22.144243,143.7,0.86297977,-102.408615,790874.6,1,198.80711,1.0,4165.958,-62.07519,1.0,2.0,108.12735,-103.70865,,100.0,562265
-163.5752,279.72922,-95.1195,0.039303165,-96.74673063203693,-6744492.5,66.82847,-1.0,100,-5304.0254,,25,[0.462 0.988],,2500,True,1.0,4961.932,100.0,0.8624411,0.4189424,604.511625289917,344171200.0,22.26855,136.81,0.8624411,-96.746735,398033.34,1,102.397644,1.0,1598.0527,-62.269768,1.0,2.0,101.30543,-95.1195,,100.0,575946
-190.08096,7346070000.0,-102.78758,0.006484073,-94.55980041220784,-2.3199673e+19,95.521164,-1.0,100,-10250.586,,26,[0.477 1.049],,2600,True,1.0,9699.377,100.0,0.8635572,0.4189424,623.1720724105835,1.7714668e+33,23.980932,133.57,0.8635572,-94.55981,4801943300000.0,1,1029155400.0,1.0,64783553000.0,-61.487686,1.0,2.0,128.59328,-102.78758,,100.0,589303
-151.95221,1448585.6,-98.50194,0.043375716,-87.18395960718394,-2.5294018e+18,64.76825,-1.0,100,-4856.6357,,27,[0.518 1.167],,2700,True,1.0,4581.0903,100.0,0.86499393,0.4189424,638.0252022743225,8.426533e+31,19.651054,124.45,0.86499393,-87.18395,1550684300.0,1,326855.4,1.0,13062372.0,-61.032654,1.0,2.0,90.919556,-98.50194,,100.0,601748
-184.10126,812.0229,-123.45882,0.018783486,-91.39882859110833,-11777698.0,92.70243,-1.0,100,-9511.743,,28,[0.455 1.059],,2800,True,1.0,9011.686,100.0,0.86291647,0.4189424,656.1758861541748,453410430.0,20.44372,129.29,0.86291647,-91.39883,1129762.4,1,164.90414,1.0,7950.116,-61.619766,1.0,2.0,122.48149,-123.45882,,100.0,614677
-180.94173,503.89365,-122.70871,0.12213005,-89.7159467293322,-7426881.0,91.22579,-1.0,100,-9309.27,,29,[0.458 1.122],,2900,True,1.0,8745.898,100.0,0.86799634,0.4189424,673.7838430404663,114269224.0,20.585306,127.6,0.86799634,-89.71595,1404605.8,1,163.71391,1.0,4134.169,-50.937164,1.0,2.0,130.00456,-122.70871,,100.0,627437
-165.24377,818.9675,-93.7852,0.019935815,-92.26873958721757,-7453263.5,72.97504,-1.0,100,-6302.2417,,30,[0.451 1.06 ],,3000,True,1.0,5875.016,100.0,0.8643703,0.4189424,691.1197559833527,266616540.0,23.44484,129.8,0.8643703,-92.26873,477372.88,1,203.8535,1.0,6544.6777,-52.03276,1.0,2.0,113.21101,-93.7852,,100.0,640417
-184.38329,420236770.0,-127.15234,0.24993588,-92.96617948114871,-6.2468665e+19,91.4171,-1.0,100,-9567.389,,31,[0.445 1.122],,3100,True,1.0,8976.541,100.0,0.8630004,0.4189424,709.8644254207611,1.1178258e+34,24.888815,131.52,0.8630004,-92.96618,260535810000.0,1,62400730.0,1.0,4099099400.0,-51.24646,1.0,2.0,133.13683,-127.15234,,100.0,653569
-140.60837,442.658,-86.916115,0.07330791,-80.88464399695397,-2608649.0,59.723724,-1.0,100,-4101.419,,32,[0.405 1.24 ],,3200,True,1.0,3833.3875,100.0,0.86408585,0.4189424,726.2249536514282,79624070.0,16.323734,115.56,0.86408585,-80.88464,216938.64,1,110.97345,1.0,2748.3252,-50.936996,1.0,2.0,89.67137,-86.916115,,100.0,665125
-130.75607,7204828.0,-83.23313,0.013682346,-82.5703484480083,-1.00426815e+17,48.185726,-1.0,100,-2895.804,,33,[0.397 1.302],,3300,True,1.0,2681.7378,100.0,0.8634861,0.4189424,739.6070847511292,2.2009037e+29,18.97034,117.93,0.8634861,-82.57035,3811593700.0,1,1390613.8,1.0,56210388.0,-50.618687,1.0,2.0,80.13739,-83.23313,,100.0,676918
-109.23537,156.74074,-78.451004,0.010215209,-76.79696080043912,-1037751.5,32.438404,-1.0,100,-1363.4646,,34,[0.348 1.417],,3400,True,1.0,1253.2002,100.0,0.8641167,0.4189424,753.1871085166931,81493530.0,14.175683,110.43,0.8641167,-76.79696,42351.3,1,64.721146,1.0,1035.0287,-51.720688,1.0,2.0,57.51468,-78.451004,,100.0,687961
-140.1312,635.96924,-80.84598,0.028647078,-74.42512569889426,-4988796.5,65.70608,-1.0,100,-4819.915,,35,[0.362 1.478],,3500,True,1.0,4552.996,100.0,0.8694118,0.4189424,769.0963847637177,298638430.0,15.352817,107.45,0.8694118,-74.425125,376098.5,1,101.554,1.0,6358.631,-50.64589,1.0,2.0,89.485306,-80.84598,,100.0,698706
-114.38884,68.34513,-72.73176,0.069620535,-77.62063986107707,-2236742.0,36.7682,-1.0,100,-1712.2006,,36,[0.379 1.538],,3600,True,1.0,1578.33,100.0,0.8653141,0.4189424,781.2225782871246,267177220.0,15.047578,111.28,0.8653141,-77.620636,48533.004,1,27.924805,1.0,522.95667,-51.015713,1.0,2.0,63.373127,-72.73176,,100.0,709834
-137.72008,9802.503,-75.04909,0.15171874,-73.73984268575907,-76296100000.0,63.98023,-1.0,100,-4579.3843,,37,[0.396 1.598],,3700,True,1.0,4328.007,100.0,0.8680886,0.4189424,793.0872430801392,9.209173e+16,15.314593,106.09,0.8680886,-73.73984,11117913.0,1,2719.9019,1.0,56649.867,-50.879044,1.0,2.0,86.841034,-75.04909,,100.0,720443
-121.00509,30957128.0,-79.25322,0.017598262,-73.9236750267446,-2.0103551e+17,47.081417,-1.0,100,-2590.0916,,38,[0.488 1.513],,3800,True,1.0,2426.6824,100.0,0.8630737,0.4189424,805.091474533081,1.5135182e+30,14.4921665,106.13,0.8630737,-73.92368,9805928000.0,1,4393310.5,1.0,308660450.0,-50.98864,1.0,2.0,70.01645,-79.25322,,100.0,731056
-113.82548,7516259.0,-74.09102,0.051422376,-73.75592744663358,-9228292000000.0,40.06955,-1.0,100,-1941.2633,,39,[0.508 1.636],,3900,True,1.0,1810.894,100.0,0.8695134,0.4189424,816.4019289016724,5.009153e+21,14.329176,105.95,0.8695134,-73.75593,1286901200.0,1,797322.9,1.0,75547640.0,-51.28662,1.0,2.0,62.538857,-74.09102,,100.0,741651
-113.7955,323848420.0,-70.95367,0.41169748,-70.49109863832592,-2.2838282e+16,43.304405,-1.0,100,-2192.6309,,40,[0.445 1.744],,4000,True,1.0,2060.8152,100.0,0.8589828,0.4189424,828.9122133255005,3.0018063e+28,13.621458,101.66,0.8589828,-70.4911,59992674000.0,1,35047490.0,1.0,3248870400.0,-50.910645,1.0,2.0,62.884857,-70.95367,,100.0,751817
-116.714386,34791370.0,-72.57032,0.060052376,-68.26852360695601,-2.7986244e+17,48.445858,-1.0,100,-2635.7192,,41,[0.498 1.858],,4100,True,1.0,2491.1355,100.0,0.85681653,0.4189424,842.7604150772095,3.7466156e+30,12.00557,98.45,0.85681653,-68.268524,10079019000.0,1,5058824.0,1.0,299385440.0,-50.85417,1.0,2.0,65.860214,-72.57032,,100.0,761662
-106.05769,2279015.0,-73.25043,0.5421828,-71.91637934178114,-8209306000000.0,34.141315,-1.0,100,-1445.1245,,42,[0.523 1.735],,4200,True,1.0,1344.7554,100.0,0.8685081,0.4189424,857.0353636741638,6.689158e+21,13.383801,104.53,0.8685081,-71.91638,285664740.0,1,309999.97,1.0,22270930.0,-51.184097,1.0,2.0,54.873596,-73.25043,,100.0,772115
-108.21231,2973.976,-72.55269,0.04787866,-70.36037741228938,-30459490.0,37.851933,-1.0,100,-1741.0968,,43,[0.452 1.838],,4300,True,1.0,1591.3287,100.0,0.86352134,0.4189424,870.1105213165283,39764400000.0,12.592058,101.34,0.86352134,-70.360374,593781.56,1,498.69946,1.0,29653.873,-41.181664,1.0,2.0,67.03065,-72.55269,,100.0,782249
-105.31593,17268054.0,-93.33662,0.75760317,-69.3691787879169,-1.2305053e+20,35.946754,-1.0,100,-1538.0544,,44,[0.203 1.812],,4400,True,1.0,1437.5145,100.0,0.860163,0.4189424,883.5474021434784,1.4978785e+36,12.055932,100.38,0.860163,-69.36918,4411688400.0,1,3464416.0,1.0,124841470.0,-50.39559,1.0,2.0,54.92034,-93.33662,,100.0,792287
-122.88239,1611797.2,-74.58086,0.036996912,-71.15543644353747,-182805120000.0,51.72696,-1.0,100,-3041.8887,,45,[0.169 1.692],,4500,True,1.0,2864.9792,100.0,0.8618889,0.4189424,898.2385950088501,1.06686617e+18,13.758673,103.07,0.8618889,-71.15544,75188660.0,1,186858.23,1.0,16187572.0,-50.030987,1.0,2.0,72.85141,-74.58086,,100.0,802594
-132.7086,75178330.0,-74.84515,0.95254105,-69.36110917806626,-2.6264951e+19,63.3475,-1.0,100,-4432.686,,46,[0.084 1.784],,4600,True,1.0,4201.738,100.0,0.8629539,0.4189424,909.6321232318878,1.2933428e+34,13.74166,100.19,0.8629539,-69.36111,20385729000.0,1,7845945.0,1.0,755612300.0,-49.470818,1.0,2.0,83.237785,-74.84515,,100.0,812613
-130.74104,151532.97,-70.48479,0.020223973,-72.79744664564728,-168331210000.0,57.9436,-1.0,100,-3793.1584,,47,[0.098 1.66 ],,4700,True,1.0,3577.4912,100.0,0.8562487,0.4189424,922.5031490325928,6.087518e+17,14.833436,105.01,0.8562487,-72.797455,60468856.0,1,18816.662,1.0,1521394.5,-50.30423,1.0,2.0,80.43681,-70.48479,,100.0,823114
-111.533035,55762748.0,-80.61275,0.044067863,-69.19477932170034,-6.408807e+17,42.338253,-1.0,100,-2076.1404,,48,[0.011 1.75 ],,4800,True,1.0,1946.7338,100.0,0.8637234,0.4189424,934.8875997066498,2.4526363e+31,12.417964,99.37,0.8637234,-69.19478,15306207000.0,1,7791003.5,1.0,552830400.0,-49.22545,1.0,2.0,62.307587,-80.61275,,100.0,833051
-119.57068,8469299.0,-64.3237,0.3504737,-69.38647974729538,-1203036300000000.0,50.184204,-1.0,100,-2825.9214,,49,[-8.388e-04  1.874e+00],,4900,True,1.0,2665.5498,100.0,0.86902875,0.4189424,945.4153618812561,5.627149e+25,12.128312,99.93,0.86902875,-69.38648,2410487600.0,1,1357524.1,1.0,74090376.0,-50.20775,1.0,2.0,69.36293,-64.3237,,100.0,843044
-121.341034,1044048060.0,-64.09976,0.02633541,-69.88931792035699,-1.1538887e+19,51.451714,-1.0,100,-2995.7515,,50,[0.057 1.985],,5000,True,1.0,2826.2297,100.0,0.86423075,0.4189424,956.3882563114166,4.633021e+33,13.377248,100.71,0.86423075,-69.88932,117336154000.0,1,114048984.0,1.0,10471412000.0,-50.02675,1.0,2.0,71.314285,-64.09976,,100.0,853115
-99.71627,1588488400.0,-78.575615,0.17201759,-65.94130620718002,-4.7005843e+18,33.774963,-1.0,100,-1381.446,,51,[0.289 2.078],,5100,True,1.0,1300.4917,100.0,0.86517835,0.4189424,967.7545273303986,3.3713595e+33,12.638964,96.08,0.86517835,-65.94131,80973324000.0,1,193490900.0,1.0,15837543000.0,-50.434616,1.0,2.0,49.281654,-78.575615,,100.0,862723
-105.80729,30556514.0,-73.998245,0.13761814,-64.00603359520436,-7.357465e+16,41.801254,-1.0,100,-2001.5026,,52,[0.068 2.196],,5200,True,1.0,1896.2084,100.0,0.8591485,0.4189424,978.3112547397614,4.8823263e+29,12.200963,92.32,0.8591485,-64.006035,4656813600.0,1,4331262.5,1.0,295547800.0,-49.603188,1.0,2.0,56.2041,-73.998245,,100.0,871955
-116.7219,5208655.5,-80.59741,0.00882954,-66.7749400728941,-3.007812e+16,49.946957,-1.0,100,-2857.959,,53,[0.046 2.073],,5300,True,1.0,2663.259,100.0,0.8580011,0.4189424,989.0218026638031,2.386462e+28,12.983073,97.0,0.8580011,-66.77494,828931500.0,1,852305.5,1.0,49279956.0,-40.294807,1.0,2.0,76.42709,-80.59741,,100.0,881655
-106.06851,304546980.0,-69.66109,0.14052044,-67.7993570125103,-8.309659e+18,38.269154,-1.0,100,-1755.8636,,54,[0.004 1.956],,5400,True,1.0,1615.3895,100.0,0.85769534,0.4189424,1000.871698141098,3.4991505e+33,12.282564,98.28,0.85769534,-67.799355,11156563000.0,1,34084004.0,1.0,3048563700.0,-41.151047,1.0,2.0,64.917465,-69.66109,,100.0,891483
-97.59259,3412.629,-70.6472,0.0439118,-67.81848969489336,-437204000.0,29.7741,-1.0,100,-1077.9337,,55,[-0.029  1.835],,5500,True,1.0,1002.15173,100.0,0.8623219,0.4189424,1011.8198935985565,33231468000000.0,10.754286,98.38,0.8623219,-67.81849,340890.16,1,665.36115,1.0,33522.35,-49.91153,1.0,2.0,47.68106,-70.6472,,100.0,901321
-110.595146,58462696.0,-73.312454,0.79689246,-68.9803690379858,-1.1060187e+17,41.614777,-1.0,100,-1994.145,,56,[0.218 1.875],,5600,True,1.0,1875.5554,100.0,0.86210984,0.4189424,1022.6959228515625,8.698062e+29,11.990238,100.36,0.86210984,-68.98037,5610992600.0,1,6983460.0,1.0,585131650.0,-50.948475,1.0,2.0,59.64667,-73.312454,,100.0,911357
-101.84503,671856960.0,-61.25032,0.42010266,-67.64281611204147,-8.7937694e+16,34.202217,-1.0,100,-1400.8805,,57,[0.244 1.997],,5700,True,1.0,1311.6508,100.0,0.86238253,0.4189424,1033.1980295181274,9.7121965e+29,11.910471,98.02,0.86238253,-67.642815,78574370000.0,1,93754840.0,1.0,6346291000.0,-50.105965,1.0,2.0,51.739067,-61.25032,,100.0,921159
-110.16678,14480226.0,-84.60561,0.15484338,-70.38968206733465,-1.2073416e+16,39.777096,-1.0,100,-1891.3313,,58,[0.245 1.872],,5800,True,1.0,1771.7697,100.0,0.8527072,0.4189424,1045.4397602081299,1.0196797e+28,13.767796,101.94,0.8527072,-70.38968,2809494800.0,1,1981988.4,1.0,144147330.0,-50.276035,1.0,2.0,59.890743,-84.60561,,100.0,931353
-101.44116,17744382.0,-71.6751,0.036580674,-70.83076653018594,-48400838000000.0,30.610395,-1.0,100,-1182.066,,59,[0.194 1.758],,5900,True,1.0,1093.065,100.0,0.8626193,0.4189424,1057.3624830245972,2.957153e+23,12.492744,102.78,0.8626193,-70.83077,1656230800.0,1,2152658.8,1.0,176981230.0,-49.76846,1.0,2.0,51.672703,-71.6751,,100.0,941631
-107.643875,2226792.0,-68.59351,0.90382457,-69.64827040344477,-1634114000000000.0,37.9956,-1.0,100,-1716.8026,,60,[0.127 1.652],,6000,True,1.0,1605.6901,100.0,0.86157143,0.4189424,1068.2841475009918,2.1628691e+26,12.728871,100.97,0.86157143,-69.64827,435154720.0,1,432396.84,1.0,19527876.0,-49.90821,1.0,2.0,57.735664,-68.59351,,100.0,951728
-130.97736,93518570.0,-74.825096,0.084496394,-73.92211488187313,-1.5191928e+17,57.05524,-1.0,100,-3671.7368,,61,[0.069 1.542],,6100,True,1.0,3453.8474,100.0,0.8622059,0.4189424,1080.302993774414,4.861255e+29,14.090669,105.77,0.8622059,-73.92211,35797090000.0,1,13979684.0,1.0,860832060.0,-50.127373,1.0,2.0,80.84998,-74.825096,,100.0,962305
-130.62778,35924996.0,-90.522644,0.39032894,-73.49415856525302,-1.6971626e+18,57.13362,-1.0,100,-3724.029,,62,[0.024 1.425],,6200,True,1.0,3506.5464,100.0,0.8579524,0.4189424,1093.1831159591675,6.089681e+31,15.5658655,105.0,0.8579524,-73.49416,14063864000.0,1,4358450.0,1.0,359928540.0,-49.853386,1.0,2.0,80.77439,-90.522644,,100.0,972805
-178.73479,3136.6357,-92.11818,0.15402979,-83.25387059614063,-19312882.0,95.48092,-1.0,100,-10050.407,,63,[0.053 1.304],,6300,True,1.0,9496.892,100.0,0.8622039,0.4189424,1106.842178106308,1036210800.0,19.500916,118.43,0.8622039,-83.25387,1494991.9,1,426.95245,1.0,30894.488,-49.87223,1.0,2.0,128.86255,-92.11818,,100.0,984648
-135.3152,856322600.0,-82.754,0.08311218,-79.97463859930635,-8.598427e+19,55.340557,-1.0,100,-3596.595,,64,[0.058 1.366],,6400,True,1.0,3358.3994,100.0,0.8657567,0.4189424,1122.1227416992188,1.303071e+35,17.19947,113.94,0.8657567,-79.97464,153127670000.0,1,103135940.0,1.0,8460750000.0,-50.781845,1.0,2.0,84.533356,-82.754,,100.0,996042
-124.33457,1916492800.0,-76.42561,0.74913114,-75.15964526847004,-5.864653e+17,49.174923,-1.0,100,-2817.2837,,65,[0.015 1.483],,6500,True,1.0,2631.2603,100.0,0.86232054,0.4189424,1134.4575896263123,9.939037e+30,14.59749,107.27,0.86232054,-75.159645,140457510000.0,1,193936850.0,1.0,19262665000.0,-49.630264,1.0,2.0,74.70431,-76.42561,,100.0,1006769
-156.90067,213018.64,-85.30736,0.20294158,-75.80666448950768,-223493540000000.0,81.094,-1.0,100,-7270.393,,66,[1.528e-03 1.607e+00],,6600,True,1.0,6888.5093,100.0,0.8644636,0.4189424,1146.895497560501,3.4250048e+23,17.671234,107.99,0.8644636,-75.80666,278451620.0,1,47310.816,1.0,1763529.5,-49.865242,1.0,2.0,107.03542,-85.30736,,100.0,1017568
-129.83908,330.4902,-81.23263,0.018150382,-74.25049387931824,-4118144.0,55.58859,-1.0,100,-3585.3152,,67,[0.077 1.508],,6700,True,1.0,3373.447,100.0,0.85855055,0.4189424,1158.372654914856,344749630.0,16.833185,105.85,0.85855055,-74.250496,184270.39,1,89.10931,1.0,2857.3918,-50.11402,1.0,2.0,79.72506,-81.23263,,100.0,1028153
