InitialReturnMax,OptimizationReturnMin,InitialReturnMean,StdWReturnMean,TimeElapsed,VarianceInitializer,EmpiricalD2Arithmetic,ReturnStepMax,MinBehavPdf,TimestepsSoFar,WReturnMean,MinTargetPdf,DivergenceHarmonic,EmpiricalD2Harmonic,MaxIW,Iteration,InitialReturnMin,Bound,EpisodesSoFar,LearnableVariance,Epsilon,ESSRenyiHarmonic,MeanIW,EpLenMean,MeanEntropy,EpThisIter,ESSRenyiArithmetic,StdIW,ReturnStepMaxmin,Penalization,InitialBound,OptimizationReturnMax,MeanD2-0,MinIW,InitialReturnStd,ReturnMeanIW,Weights,OptimizationReturnMean,EpRewMean,Inner Iteration
-73.14783,,-140.15886,,120.11110544204712,-1.0,1.0,0.86411536,-142.42273,402184,16006.905,-142.42273,2908139000000.0,1.0,26648.568,11,-261.66055,-2031276800.0,1100,,2.0,100.0,880.2354,194.35,0.4189424,100,100.0,3507.024,0.86411536,True,-17191.48,188.51273,1.0,0.11641025,35.27382,11201022.0,[0.032 0.736],121.5017,-140.15885781228542,1
-72.083084,,-121.98291,,126.95838570594788,-1.0,1.0,0.8620497,-127.92094,419202,13957.217,-127.92094,184756620000.0,1.0,5042.617,12,-235.43933,-385443330.0,1200,,2.0,100.0,204.94753,170.18,0.4189424,100,100.0,770.00287,0.8620497,True,-14846.73,163.35625,1.0,0.0036680566,32.93721,3102834.8,[0.027 0.799],113.45641,-121.98291616022587,1
-82.470314,,-131.09105,,134.91516709327698,-1.0,1.0,0.8584538,-155.86499,437497,12366.84,-155.86499,3288187800000.0,1.0,59160.336,13,-238.27878,-1474179300.0,1300,,2.0,100.0,1141.8435,182.95,0.4189424,100,100.0,6766.6177,0.8584538,True,-13176.055,155.80847,1.0,0.013881599,29.624886,6810704.0,[0.01  0.738],107.18771,-131.0910637126863,1
-73.254524,,-122.30106,,141.4294273853302,-1.0,1.0,0.8634699,-135.60303,454513,13584.615,-135.60303,26335283000.0,1.0,2866.9343,14,-235.6924,-144878260.0,1400,,2.0,100.0,175.4189,170.16,0.4189424,100,100.0,424.40546,0.8634699,True,-14464.155,162.43787,1.0,0.012062566,26.963331,2145934.2,[0.004 0.8  ],113.39133,-122.30106860950589,1
-73.62016,,-131.77449,,148.51904821395874,-1.0,1.0,0.86063635,-173.94489,472921,48148.2,-173.94489,7150965400000.0,1.0,75464.29,15,-347.7904,-6722798600.0,1500,,2.0,100.0,950.04865,184.08,0.4189424,100,100.0,7513.856,0.86063635,True,-50653.86,274.17023,1.0,0.1856374,38.539955,22384006.0,[3.887e-04 7.381e-01],216.0159,-131.77449603706597,1
-71.988846,,-118.59884,,155.54548907279968,-1.0,1.0,0.8631616,-122.706085,489442,8806.364,-122.706085,62017580000.0,1.0,13058.814,16,-208.11185,-155940850.0,1600,,2.0,100.0,389.0336,165.21,0.4189424,100,100.0,1443.1324,0.8631616,True,-9424.017,136.123,1.0,0.032368403,28.174187,2125667.8,[0.02  0.797],89.51301,-118.5988351392746,1
-71.735504,,-110.47024,,161.83968377113342,-1.0,1.0,0.85699934,-119.8523,504936,10819.79,-119.8523,2235298600.0,1.0,9626.762,17,-211.71945,-32495244.0,1700,,2.0,100.0,164.456,154.94,0.4189424,100,100.0,971.616,0.85699934,True,-11472.976,139.98395,1.0,0.107809,23.840881,1613416.6,[0.015 0.86 ],101.24921,-110.47024168208242,1
-60.844223,,-118.14188,,168.08917140960693,-1.0,1.0,0.8585293,-138.62654,521353,9154.232,-138.62654,119976140.0,1.0,5103.927,18,-208.01343,-8727878.0,1800,,2.0,100.0,155.77798,164.17,0.4189424,100,100.0,621.2009,0.8585293,True,-9876.195,147.1692,1.0,0.07416837,32.822826,819997.5,[0.029 0.799],89.87155,-118.14188324287534,1
-62.619972,,-110.78086,,173.0897524356842,-1.0,1.0,0.8583057,-131.67348,536845,23754.85,-131.67348,998242100.0,1.0,11013.248,19,-261.37756,-46537040.0,1900,,2.0,100.0,265.14865,154.92,0.4189424,100,100.0,1227.6866,0.8583057,True,-25071.676,198.7576,1.0,0.10911395,32.79456,4932171.0,[0.062 0.851],150.5967,-110.78085701152682,1
-61.368988,,-98.499275,,178.72580218315125,-1.0,1.0,0.86808395,-99.59437,550653,2910.8596,-99.59437,325732740.0,1.0,4519.587,20,-148.83109,-4903661.0,2000,,2.0,100.0,121.43857,138.08,0.4189424,100,100.0,497.49493,0.86808395,True,-3165.8477,87.4621,1.0,0.027626662,19.431145,301633.6,[0.08  0.911],50.331802,-98.49928312286734,1
-62.69992,,-93.57986,,182.78577065467834,-1.0,1.0,0.8618362,-99.52618,563867,7693.4194,-99.52618,647623230.0,1.0,8166.3257,21,-178.9818,-12853859.0,2100,,2.0,100.0,151.27512,132.14,0.4189424,100,100.0,823.7458,0.8618362,True,-8144.1357,116.281876,1.0,0.07844865,19.99819,1383843.4,[0.076 0.974],85.40193,-93.579854311347,1
-60.118683,,-92.25285,,186.51129865646362,-1.0,1.0,0.8537318,-94.807396,576895,4543.9614,-94.807396,4852639000.0,1.0,4125.1265,22,-156.34296,-22097624.0,2200,,2.0,100.0,148.31953,130.28,0.4189424,100,100.0,525.83997,0.8537318,True,-4852.599,96.22427,1.0,0.019591432,20.890654,597693.75,[0.085 1.036],64.09011,-92.2528484416008,1
-60.67895,,-96.387314,,190.8503119945526,-1.0,1.0,0.8590014,-111.82695,590478,9949.764,-111.82695,13442402000.0,1.0,6015.7773,23,-193.22372,-69095760.0,2300,,2.0,100.0,120.3832,135.83,0.4189424,100,100.0,613.4515,0.8590014,True,-10535.368,132.54477,1.0,0.04245991,23.926405,1200041.5,[0.067 0.976],96.83642,-96.38730542942882,1
-60.155315,,-89.99076,,195.25925707817078,-1.0,1.0,0.8700878,-98.47238,603180,8376.338,-98.47238,1256038900.0,1.0,2568.1196,24,-179.13745,-17795120.0,2400,,2.0,100.0,133.46895,127.02,0.4189424,100,100.0,372.7576,0.8700878,True,-8848.2295,118.98213,1.0,0.037900865,20.717329,1070979.9,[0.079 1.037],89.14668,-89.99076834768057,1
-60.67444,,-91.61785,,200.24209475517273,-1.0,1.0,0.8645201,-107.653336,616144,7552.639,-107.653336,2.6758866e+35,1.0,262877100000.0,25,-175.06506,-2.2562827e+20,2500,,2.0,100.0,2701567500.0,129.64,0.4189424,100,100.0,26153402000.0,0.8645201,True,-7988.8125,114.390625,1.0,0.027989445,24.273512,18698637000000.0,[0.08  1.099],83.447205,-91.61786025851966,1
-50.41532,,-82.965866,,204.3540816307068,-1.0,1.0,0.859043,-92.005325,627924,2566.7979,-92.005325,2613789000.0,1.0,3476.3296,26,-130.67102,-11131770.0,2600,,2.0,100.0,97.13878,117.8,0.4189424,100,100.0,390.347,0.859043,True,-2781.4966,80.2557,1.0,0.059327394,17.059214,155221.78,[0.067 1.224],47.705147,-82.96587297171354,1
-50.991806,,-83.88111,,208.97433376312256,-1.0,1.0,0.8612425,-96.689316,639889,5186.6465,-96.689316,8.029503e+28,1.0,46507348.0,27,-153.15077,-9.85771e+16,2700,,2.0,100.0,726654.75,119.65,0.4189424,100,100.0,4695464.0,0.8612425,True,-5534.5273,102.158966,1.0,0.39817333,19.706882,3097192700.0,[0.059 1.162],69.26965,-83.88111678093672,1
-60.04159,,-91.45669,,214.65037322044373,-1.0,1.0,0.87124014,-110.60592,652896,3388.8633,-110.60592,225667900.0,1.0,1381.0277,28,-146.03996,-3931959.8,2800,,2.0,100.0,90.94668,130.07,0.4189424,100,100.0,240.98575,0.87124014,True,-3635.3875,85.99837,1.0,0.057980496,20.236841,228615.81,[-0.014  1.06 ],54.58327,-91.45669130086898,1
-51.27839,,-87.28153,,219.27545714378357,-1.0,1.0,0.86662525,-87.28528,665261,5598.9873,-87.28528,377205300.0,1.0,1246.741,29,-159.16475,-7848641.0,2900,,2.0,100.0,78.2716,123.65,0.4189424,100,100.0,218.88646,0.86662525,True,-5986.9707,107.88636,1.0,0.11598825,20.779583,313338.12,[-0.025  1.121],71.88321,-87.28153583481908,1
-52.013847,,-84.696594,,224.5673041343689,-1.0,1.0,0.86172485,-86.519714,677300,3650.4756,-86.519714,3.778655e+31,1.0,160648540.0,30,-142.6582,-1.6835612e+18,3000,,2.0,100.0,2819099.2,120.39,0.4189424,100,100.0,17742464.0,0.86172485,True,-3924.3557,90.644356,1.0,0.029735114,17.056566,8654358000.0,[-0.024  1.184],57.96162,-84.69658541142941,1
-60.48467,,-91.7584,,230.1430366039276,-1.0,1.0,0.8615045,-102.74359,690291,3395.0342,-102.74359,2535358700.0,1.0,1422.2379,31,-146.45041,-12652526.0,3100,,2.0,100.0,86.490906,129.91,0.4189424,100,100.0,243.12451,0.8615045,True,-3641.371,85.965744,1.0,0.14398235,20.095219,248881.1,[-0.078  1.071],54.692013,-91.75839621186256,1
-60.08113,,-91.884125,,234.61868977546692,-1.0,1.0,0.8635697,-93.663216,703221,4651.256,-93.663216,1.9508845e+25,1.0,77547780.0,32,-156.30603,-1363237100000000.0,3200,,2.0,100.0,878315.1,129.3,0.4189424,100,100.0,7713737.5,0.8635697,True,-4959.8975,96.2249,1.0,0.020806657,22.384676,6059184000.0,[0.031 1.01 ],64.421906,-91.88412288889289,1
-59.889046,,-90.6029,,239.07677745819092,-1.0,1.0,0.86112684,-95.58651,716037,6043.5166,-95.58651,7.2683986e+34,1.0,90446290.0,33,-165.45804,-1.0015459e+20,3300,,2.0,100.0,1887051.6,128.16,0.4189424,100,100.0,10002582.0,0.86112684,True,-6415.01,105.56899,1.0,0.12803124,20.98155,6323342300.0,[0.111 1.106],74.85513,-90.60290339708328,1
-51.82019,,-83.30047,,244.49787640571594,-1.0,1.0,0.86441505,-84.05037,727927,2761.3606,-84.05037,2.633319e+35,1.0,1226021400.0,34,-132.73892,-1.1200274e+20,3400,,2.0,100.0,29038280.0,118.9,0.4189424,100,100.0,145275550.0,0.86441505,True,-2979.6213,80.91873,1.0,0.0073489877,17.810099,69298045000.0,[0.06 1.22],49.438457,-83.30046757355332,1
-50.857975,,-77.15943,,249.06305193901062,-1.0,1.0,0.8636606,-88.899155,738905,7421.2363,-88.899155,3.8522694e+32,1.0,421197340.0,35,-161.40836,-7.99572e+18,3500,,2.0,100.0,5813633.5,109.78,0.4189424,100,100.0,43006756.0,0.8636606,True,-7828.6143,110.550385,1.0,0.011491054,17.982111,46802887000.0,[0.09  1.341],84.24892,-77.15943797916174,1
-50.239697,,-74.739,,253.20523858070374,-1.0,1.0,0.86509454,-80.42764,749668,4730.5454,-80.42764,2.1256493e+26,1.0,37607380.0,36,-141.85223,-4078820700000000.0,3600,,2.0,100.0,524275.88,107.63,0.4189424,100,100.0,3788252.0,0.86509454,True,-5010.3047,91.61253,1.0,0.10807171,15.045206,2415862500.0,[0.09  1.466],67.113235,-74.73899497509002,1
-50.219505,,-75.29906,,257.7806046009064,-1.0,1.0,0.8603606,-78.61795,760435,5277.508,-78.61795,1.219404e+19,1.0,959531.56,37,-146.00983,-1068157440000.0,3700,,2.0,100.0,18477.494,107.67,0.4189424,100,100.0,114174.71,0.8603606,True,-5583.3667,95.79032,1.0,0.11928362,16.6582,96959890.0,[0.022 1.361],70.71077,-75.29906229615212,1
-51.187298,,-81.82652,,262.22122955322266,-1.0,1.0,0.86117595,-87.161545,772120,3959.9536,-87.161545,2.8267415e+22,1.0,3436896.2,38,-141.8645,-46080710000000.0,3800,,2.0,100.0,52484.266,116.85,0.4189424,100,100.0,352997.94,0.86117595,True,-4234.0312,90.6772,1.0,0.11261625,18.851923,121610120.0,[-0.073  1.281],60.03798,-81.8265253841877,1
-50.37209,,-81.67231,,266.21412682533264,-1.0,1.0,0.8622556,-80.21982,783680,2419.3767,-80.21982,1.4454066e+33,1.0,1779541500.0,39,-128.69815,-7.7747495e+18,3900,,2.0,100.0,24840384.0,115.6,0.4189424,100,100.0,179346780.0,0.8622556,True,-2623.8755,78.326065,1.0,0.026682258,14.42037,49605587000.0,[-0.163  1.193],47.02584,-81.672308408916,1
-49.61066,,-78.37881,,270.3558793067932,-1.0,1.0,0.8594452,-81.848755,794881,2484.5427,-81.848755,228367000.0,1.0,1853.42,40,-124.57276,-3021859.0,4000,,2.0,100.0,88.82635,112.01,0.4189424,100,100.0,288.82385,0.8594452,True,-2671.8516,74.9621,1.0,0.059317436,18.725952,191256.52,[-0.169  1.318],46.193954,-78.37880732685328,1
-50.578743,,-78.22204,,273.9580056667328,-1.0,1.0,0.8580112,-76.75386,805971,3812.4636,-76.75386,5.972573e+31,1.0,40611188.0,41,-137.94633,-1.9663472e+18,4100,,2.0,100.0,1299702.1,110.9,0.4189424,100,100.0,5314665.5,0.8580112,True,-4066.8992,87.36759,1.0,0.016906919,15.667534,3548425000.0,[-0.165  1.256],59.7243,-78.2220332185924,1
-49.884216,,-77.98127,,277.37407541275024,-1.0,1.0,0.8650372,-74.57959,817107,3803.7173,-74.57959,2.8477258e+35,1.0,27576290000.0,42,-137.18271,-1.35563055e+20,4200,,2.0,100.0,280927900.0,111.36,0.4189424,100,100.0,2743527000.0,0.8650372,True,-4057.7505,87.29849,1.0,1.5659401,17.28894,533178020000.0,[-0.183  1.379],59.20144,-77.98127203136683,1
-50.350975,,-73.59254,,280.98282861709595,-1.0,1.0,0.863046,-76.276474,827658,1338.4421,-76.276474,8.896549e+32,1.0,303402530.0,43,-107.68255,-3.267964e+18,4300,,2.0,100.0,4618290.0,105.51,0.4189424,100,100.0,30802792.0,0.863046,True,-1448.0051,57.331573,1.0,0.29340425,13.278304,1933640000.0,[-0.218  1.499],34.09001,-73.59253725752234,1
-50.21811,,-71.33201,,284.9227669239044,-1.0,1.0,0.862248,-80.945786,837954,1973.4512,-80.945786,8.876483e+31,1.0,108319430.0,44,-113.49781,-1.257558e+18,4400,,2.0,100.0,1281803.2,102.96,0.4189424,100,100.0,10778911.0,0.862248,True,-2106.9275,63.2797,1.0,0.11392114,13.982017,350172100.0,[-0.168  1.614],42.165794,-71.33201250314713,1
-49.540054,,-71.47166,,289.2086408138275,-1.0,1.0,0.8531226,-78.37815,848207,2164.568,-78.37815,4.915814e+31,1.0,59407610.0,45,-115.438614,-1.0149119e+18,4500,,2.0,100.0,2744880.0,102.53,0.4189424,100,100.0,10405502.0,0.8531226,True,-2309.321,65.89856,1.0,1.0352759,15.214291,4010678000.0,[-0.218  1.728],43.966953,-71.47165470138192,1
-49.77929,,-72.61184,,293.49019861221313,-1.0,1.0,0.85695493,-85.92316,858636,3016.8516,-85.92316,8.882568e+30,1.0,733913900.0,46,-125.708954,-5.727578e+17,4600,,2.0,100.0,18435278.0,104.29,0.4189424,100,100.0,100676090.0,0.85695493,True,-3209.0276,75.929665,1.0,0.06995117,14.055172,44465775000.0,[-0.214  1.604],53.09712,-72.61183594584465,1
-49.25273,,-76.084625,,298.30693674087524,-1.0,1.0,0.8654895,-80.15433,869470,2060.3816,-80.15433,7.996908e+32,1.0,6495897600.0,47,-119.19564,-4.6113408e+18,4700,,2.0,100.0,73711864.0,108.34,0.4189424,100,100.0,646765100.0,0.8654895,True,-2223.4478,69.94291,1.0,1.9047304,14.206392,22214105000.0,[-0.24   1.481],43.111027,-76.0846197167039,1
-49.243088,,-70.98977,,302.40710067749023,-1.0,1.0,0.85969615,-76.956696,879621,1831.1682,-76.956696,1.5117094e+34,1.0,6671795000.0,48,-111.97548,-1.6128598e+19,4800,,2.0,100.0,69010664.0,101.51,0.4189424,100,100.0,663680900.0,0.85969615,True,-1962.3466,62.73239,1.0,0.029208189,12.302016,121194390000.0,[-0.235  1.606],40.985714,-70.98976595655084,1
-49.513573,,-75.85452,,306.33522295951843,-1.0,1.0,0.8622617,-69.94151,890428,2749.7112,-69.94151,147839090.0,1.0,18286.514,49,-125.894714,-3145392.2,4900,,2.0,100.0,336.50806,108.07,0.4189424,100,100.0,1921.6603,0.8622617,True,-2944.1792,76.38114,1.0,0.067013204,15.674503,780857.7,[-0.23   1.481],50.04019,-75.85451884254813,1
-49.821342,,-72.15964,,309.8779058456421,-1.0,1.0,0.859306,-81.68243,900826,1915.6106,-81.68243,2.2498074e+36,1.0,740223300.0,50,-113.81043,-2.0472141e+20,5000,,2.0,100.0,14427382.0,103.98,0.4189424,100,100.0,90667400.0,0.859306,True,-2052.0964,63.98909,1.0,0.25461373,13.447,5434829300.0,[-0.227  1.544],41.650795,-72.1596355959773,1
-49.626274,,-73.11503,,313.32572746276855,-1.0,1.0,0.86574614,-72.58385,911331,2540.2925,-72.58385,153786690.0,1.0,49978.652,51,-121.4973,-3515380.8,5100,,2.0,100.0,536.52136,105.05,0.4189424,100,100.0,4969.899,0.86574614,True,-2712.472,71.871025,1.0,0.055637337,14.122611,1380145.2,[-0.189  1.663],48.38227,-73.11502596721053,1
-49.12596,,-71.44647,,317.06659960746765,-1.0,1.0,0.8683067,-83.983215,921625,1143.5973,-83.983215,9.858476e+30,1.0,1549989900.0,52,-103.2312,-3.0638132e+17,5200,,2.0,100.0,16084824.0,102.94,0.4189424,100,100.0,154175250.0,0.8683067,True,-1241.1757,54.10524,1.0,0.04543864,11.54678,853817200.0,[-0.208  1.603],31.78473,-71.44647030264139,1
-48.916798,,-76.83597,,321.15027499198914,-1.0,1.0,0.8639021,-94.45716,932605,1857.6973,-94.45716,5.4805637e+32,1.0,2169587200.0,53,-117.180145,-3.6363576e+18,5300,,2.0,100.0,29106920.0,109.8,0.4189424,100,100.0,221960560.0,0.8639021,True,-2013.0255,68.26335,1.0,0.10816409,15.167246,25295237000.0,[-0.25   1.486],40.344166,-76.83597691878677,1
-49.93718,,-72.024055,,325.55409359931946,-1.0,1.0,0.86618316,-85.93584,943010,5631.787,-85.93584,1.1246667e+35,1.0,2891479800.0,54,-145.88478,-1.0291031e+20,5400,,2.0,100.0,46810364.0,104.05,0.4189424,100,100.0,325822940.0,0.86618316,True,-5938.649,95.9476,1.0,0.0034628455,13.280822,195322480000.0,[-0.255  1.611],73.860725,-72.02405711352826,1
-49.326553,,-70.13206,,329.62215280532837,-1.0,1.0,0.8641071,-71.14354,953071,1854.3948,-71.14354,7.400044e+18,1.0,90777.64,55,-110.87673,-343527360000.0,5500,,2.0,100.0,4093.7378,100.61,0.4189424,100,100.0,14028.381,0.8641071,True,-1980.6741,61.55018,1.0,0.030036313,13.937964,5351806.0,[-0.244  1.735],40.744667,-70.13206428810955,1
-49.089756,,-71.47325,,334.38805079460144,-1.0,1.0,0.8682629,-78.899376,963418,1538.3143,-78.899376,128130810.0,1.0,1322.3683,56,-108.71606,-1441875.0,5600,,2.0,100.0,86.80939,103.47,0.4189424,100,100.0,238.46158,0.8682629,True,-1656.8232,59.6263,1.0,0.019757144,12.299904,100404.02,[-0.332  1.647],37.242805,-71.47324920609593,1
-49.671696,,-72.45627,,338.8797745704651,-1.0,1.0,0.8546076,-83.28679,973782,3752.5066,-83.28679,7.361048e+32,1.0,2094446000.0,57,-131.88742,-6.1130565e+18,5700,,2.0,100.0,36849204.0,103.64,0.4189424,100,100.0,227313470.0,0.8546076,True,-3977.8186,82.21573,1.0,0.24247175,14.847387,119067820000.0,[-0.34   1.585],59.431152,-72.45626840144396,1
-49.503044,,-69.008575,,342.126327753067,-1.0,1.0,0.85701525,-73.25902,983714,1383.2836,-73.25902,1.4603666e+31,1.0,688864700.0,58,-104.22181,-3.814014e+17,5800,,2.0,100.0,8516675.0,99.32,0.4189424,100,100.0,69054360.0,0.85701525,True,-1483.088,54.718765,1.0,0.22627766,11.971306,5293905400.0,[-0.354  1.709],35.213226,-69.0085830795765,1
-49.472706,,-67.30508,,345.72572445869446,-1.0,1.0,0.86316305,-70.12331,993488,1252.5082,-70.12331,5.8889865e+30,1.0,143032110.0,59,-100.66204,-2.1196198e+17,5900,,2.0,100.0,2696100.5,97.74,0.4189424,100,100.0,18667750.0,0.86316305,True,-1339.8522,51.189335,1.0,0.25287625,11.824603,551332500.0,[-0.384  1.83 ],33.356964,-67.30507779568434,1
-48.86728,,-68.262634,,349.2681517601013,-1.0,1.0,0.86659575,-74.47987,1003300,1255.3201,-74.47987,4.7834974e+34,1.0,416820040000.0,60,-101.77074,-2.0404205e+19,6000,,2.0,100.0,5791358000.0,98.12,0.4189424,100,100.0,44347417000.0,0.86659575,True,-1348.6113,52.903458,1.0,1.501235,11.512041,560532160000.0,[-0.444  1.94 ],33.508102,-68.26263506487012,1
-49.49717,,-68.180916,,351.6557366847992,-1.0,1.0,0.86375654,-67.069595,1013122,1410.0659,-67.069595,1.05114816e+30,1.0,119341976.0,61,-103.41609,-9.935578e+16,6100,,2.0,100.0,2581809.8,98.22,0.4189424,100,100.0,14081617.0,0.86375654,True,-1506.9724,53.918922,1.0,0.036303204,12.982633,1320773600.0,[-0.434  2.064],35.235172,-68.18092015609145,1
-49.009018,,-66.787544,,355.2825367450714,-1.0,1.0,0.86707056,-69.808266,1022806,797.29785,-69.808266,1102736300.0,1.0,1947.6652,62,-92.43332,-2126278.8,6200,,2.0,100.0,70.15958,96.84,0.4189424,100,100.0,246.48631,0.86707056,True,-860.152,43.4243,1.0,0.011961575,11.814908,39001.004,[-0.203  2.159],25.645775,-66.78754386886955,1
-49.79412,,-65.174,,359.2209527492523,-1.0,1.0,0.86118555,-57.247124,1032269,689.87195,-57.247124,41485480000.0,1.0,26353.781,63,-89.636246,-11141872.0,6300,,2.0,100.0,581.57245,94.63,0.4189424,100,100.0,3154.7734,0.86118555,True,-742.7841,39.842125,1.0,0.049410928,9.5640335,364525.5,[-0.208  2.221],24.462238,-65.17400477916003,1
-50.23237,,-65.764534,,363.51671075820923,-1.0,1.0,0.8599071,-63.54853,1041853,1309.1921,-63.54853,2.8064764e+26,1.0,19375020.0,64,-100.22342,-1395546100000000.0,6400,,2.0,100.0,553187.94,95.84,0.4189424,100,100.0,2315425.0,0.8599071,True,-1392.4939,49.99105,1.0,0.08250189,11.035293,516591900.0,[0.041 2.248],34.45888,-65.76453865021467,1
-49.809334,,-64.99514,,367.28703355789185,-1.0,1.0,0.8635744,-62.457817,1051381,825.302,-62.457817,54351344.0,1.0,1449.6807,65,-91.639626,-453463.8,6500,,2.0,100.0,70.79538,95.28,0.4189424,100,100.0,223.12848,0.8635744,True,-883.62634,41.83029,1.0,0.08387338,10.741214,23466.576,[-1.187e-03  2.366e+00],26.644482,-64.9951450382173,1
-49.54316,,-64.27739,,370.7751407623291,-1.0,1.0,0.8600801,-74.942894,1060743,925.60364,-74.942894,1.775544e+26,1.0,172774660.0,66,-93.07623,-841751100000000.0,6600,,2.0,100.0,2677128.5,93.62,0.4189424,100,100.0,18167348.0,0.8600801,True,-988.77325,43.533073,1.0,0.05749462,9.80971,1052744960.0,[0.008 2.428],28.798843,-64.27739136278629,1
-40.023422,,-63.367645,,373.3845193386078,-1.0,1.0,0.8578523,-62.02414,1069973,795.6043,-62.02414,1.0806575e+29,1.0,3990816500.0,67,-89.84042,-2.7194328e+16,6700,,2.0,100.0,53309520.0,92.3,0.4189424,100,100.0,411009950.0,0.8578523,True,-878.3275,49.817,1.0,0.22547634,9.736344,26056835000.0,[-0.043  2.314],26.472778,-63.367647463083266,1
