VarVanillaIw,IterType,AvgNormIw,VanillaAvgRet,AvgDiscRet,ESSRenyi,MinNormIw,BatchSize,VarDiscRet,MinVanillaIw,AvgEpLen,AvgVanillaIw,EpsThisIter,AvgRet,MaxVanillaIw,VarJ,Bound,VarRet,eRenyi2,VarNormIw,Delta,MaxNormIw,ESSClassic,J
0.20581023,1,0.0033333334,-8.2230215416427,-8.2230215416427,255.52598349659792,3.7840364e-05,300,57.020904010797366,0.010722296,200.0,0.9445202,100,-8.2230215416427,1.4493415,7.658289,-11.021486,57.020904010797366,1.1740489,2.563315e-06,0.9,0.005114913,243.91647183863765,-7.4124827
,2,0.009999998,-6.674706446109607,-6.674706446109607,300.0,0.01,300,44.387082766692714,1.0,200.0,1.0,100,-6.674706446109607,1.0,6.628968,-7.4756227,44.387082766692714,1.0,3.5044917e-18,0.9,0.01,100.0,-6.674706
,2,0.0049999994,-10.137766899029552,-10.137766899029552,300.0,0.005,300,66.06268289253867,1.0,200.0,1.0,100,-10.137766899029552,1.0,7.5941315,-9.215986,66.06268289253867,1.0,2.179301e-19,0.9,0.005,200.00000010221265,-8.406237
1.5299917,1,0.0033333334,-9.229504443170441,-9.229504443170441,117.94320165119763,2.2973901e-24,300,58.21985662969868,6.5545637e-22,200.0,0.95101595,100,-9.229504443170441,3.5239449,11.871123,-8.995514,58.21985662969868,2.5435972,1.8796241e-05,0.9,0.01235151,111.68928539099895,-7.9410567
,2,0.009999998,-6.799231409408652,-6.799231409408652,300.0,0.01,300,43.43882134059815,1.0,200.0,1.0,100,-6.799231409408652,1.0,6.5577765,-7.5120997,43.43882134059815,1.0,3.5044917e-18,0.9,0.01,100.0,-6.7992315
,2,0.0049999994,-8.330859945713215,-8.330859945713215,300.0,0.005,300,48.0390971619474,1.0,200.0,1.0,100,-8.330859945713215,1.0,6.7725945,-8.122008,48.0390971619474,1.0,2.179301e-19,0.9,0.005,200.00000010221265,-7.5650454
42.01986,1,0.0033333334,-8.604620808733014,-8.604620808733014,6.230215473976996,,300,50.79760202166118,,200.0,0.8847151,100,-8.604620808733014,65.07283,14.789439,-5.9262795,50.79760202166118,48.152428,0.0005964929,0.9,0.24517435,5.50404123037374,-2.704866
,2,0.009999998,-8.115064703514742,-8.115064703514742,300.0,0.01,300,54.584522612590035,1.0,200.0,1.0,100,-8.115064703514742,1.0,7.3511004,-8.904932,54.584522612590035,1.0,3.5044917e-18,0.9,0.01,100.0,-8.115066
,2,0.0049999994,-9.019261926743916,-9.019261926743916,300.0,0.005,300,53.702511922377035,1.0,200.0,1.0,100,-9.019261926743916,1.0,7.3352895,-9.125684,53.702511922377035,1.0,2.179301e-19,0.9,0.005,200.00000010221265,-8.567163
nan,,nan,-8.604620808733014,-8.974930191395744,nan,nan,400,57.59262356332245,0.015367397,200.0,inf,100,-8.604620808733014,inf,nan,nan,50.79760202166118,nan,nan,0.9,nan,nan,nan
56.012512,1,0.0025,-7.903049197834194,-7.903049197834194,5.855492780089216,,400,44.429557389296285,,200.0,0.8481186,100,-7.903049197834194,96.29622,20.800913,-5.2517147,44.429557389296285,68.31193,0.00048668947,0.9,0.28385246,5.084166920359259,-1.9288218
,2,0.009999998,-9.159716619722394,-9.159716619722394,400.0,0.01,400,50.571706398133344,1.0,200.0,1.0,100,-9.159716619722394,1.0,7.075732,-9.915439,50.571706398133344,1.0,3.5044917e-18,0.9,0.01,100.0,-9.159716
,2,0.0049999994,-7.446256382119304,-7.446256382119304,400.0,0.005,400,40.526041491919045,1.0,200.0,1.0,100,-7.446256382119304,1.0,6.7695913,-8.837364,40.526041491919045,1.0,2.179301e-19,0.9,0.005,200.00000010221265,-8.302987
,2,0.0033333336,-7.697727086337272,-7.697727086337272,400.0,0.0033333334,400,45.40082485785428,1.0,200.0,1.0,100,-7.697727086337272,1.0,6.753907,-8.53755,45.40082485785428,1.0,5.4391416e-20,0.9,0.0033333334,299.999969473632,-8.1012335
nan,,nan,-7.903049197834194,-8.32165877262652,nan,nan,500,51.6994150932339,0.010384624,200.0,inf,100,-7.903049197834194,inf,nan,nan,44.429557389296285,nan,nan,0.9,nan,nan,nan
7.1352763,1,0.002,-7.243149017622458,-7.243149017622458,64.40340573200973,,500,49.02569610220084,,200.0,1.0143209,100,-7.243149017622458,10.953837,12.911909,-6.605553,49.02569610220084,7.7635646,2.7740869e-05,0.9,0.021598367,63.12058089890679,-5.6036086
,2,0.009999998,-8.638575183501116,-8.638575183501116,500.0,0.01,500,55.05681905446005,1.0,200.0,1.0,100,-8.638575183501116,1.0,7.3828354,-9.422434,55.05681905446005,1.0,3.5044917e-18,0.9,0.01,100.0,-8.638576
,2,0.0049999994,-9.752143549820891,-9.752143549820891,500.0,0.005,500,60.79796615906178,1.0,200.0,1.0,100,-9.752143549820891,1.0,7.5932946,-9.74963,60.79796615906178,1.0,2.179301e-19,0.9,0.005,200.00000010221265,-9.195359
,2,0.0033333336,-8.027815801180687,-8.027815801180687,500.0,0.0033333334,500,51.87241626751337,1.0,200.0,1.0,100,-8.027815801180687,1.0,7.473926,-9.260466,51.87241626751337,1.0,5.4391416e-20,0.9,0.0033333334,299.999969473632,-8.806179
,2,0.0024999997,-8.635714712163328,-8.635714712163328,500.0,0.0025,500,51.769225932734955,1.0,200.0,1.0,100,-8.635714712163328,1.0,7.3968244,-9.156985,51.769225932734955,1.0,5.434597e-20,0.9,0.0025,400.0,-8.763562
63.572678,1,0.002,-7.424714179060267,-7.424714179060267,8.2154618185547,,500,54.964258197008625,,200.0,0.84515816,100,-7.424714179060267,85.395775,33.97296,-6.6208925,54.964258197008625,60.86085,0.00035600373,0.9,0.20208235,5.566506687669353,-3.8556557
,2,0.009999998,-6.610226216062262,-6.610226216062262,500.0,0.01,500,50.253999920887196,1.0,200.0,1.0,100,-6.610226216062262,1.0,7.053472,-7.385114,50.253999920887196,1.0,3.5044917e-18,0.9,0.01,100.0,-6.610226
,2,0.0049999994,-8.653686074799854,-8.653686074799854,500.0,0.005,500,42.747114380578246,1.0,200.0,1.0,100,-8.653686074799854,1.0,6.8614492,-8.188395,42.747114380578246,1.0,2.179301e-19,0.9,0.005,200.00000010221265,-7.6319566
,2,0.0033333336,-9.175343197963723,-9.175343197963723,500.0,0.0033333334,500,48.48463793957596,1.0,200.0,1.0,100,-9.175343197963723,1.0,6.9221096,-8.600749,48.48463793957596,1.0,5.4391416e-20,0.9,0.0033333334,299.999969473632,-8.14642
,2,0.0024999997,-8.029959230274233,-8.029959230274233,500.0,0.0025,500,48.736749405152004,1.0,200.0,1.0,100,-8.029959230274233,1.0,6.9283175,-8.511738,48.736749405152004,1.0,5.434597e-20,0.9,0.0025,400.0,-8.117304
75.16831,1,0.002,-7.487857114890718,-7.487857114890718,7.127850267288947,,500,40.87153942446745,,200.0,0.92507166,100,-7.487857114890718,99.197105,6.2897224,-3.7200112,40.87153942446745,70.14738,0.00035135343,0.9,0.21446362,5.6393518171009545,-0.7652336
,2,0.009999998,-7.645443375751671,-7.645443375751671,500.0,0.01,500,46.01899894024155,1.0,200.0,1.0,100,-7.645443375751671,1.0,6.749727,-8.4297285,46.01899894024155,1.0,3.5044917e-18,0.9,0.01,100.0,-7.645443
,2,0.0049999994,-8.214239793133485,-8.214239793133485,500.0,0.005,500,51.79098633690873,1.0,200.0,1.0,100,-8.214239793133485,1.0,6.9639664,-8.484415,51.79098633690873,1.0,2.179301e-19,0.9,0.005,200.00000010221265,-7.929841
,2,0.0033333336,-8.616140795879499,-8.616140795879499,500.0,0.0033333334,500,58.937126104462074,1.0,200.0,1.0,100,-8.616140795879499,1.0,7.2031336,-8.612953,58.937126104462074,1.0,5.4391416e-20,0.9,0.0033333334,299.999969473632,-8.158608
,2,0.0024999997,-7.345205233111074,-7.345205233111074,500.0,0.0025,500,53.35528001131999,1.0,200.0,1.0,100,-7.345205233111074,1.0,7.2279553,-8.34895,53.35528001131999,1.0,5.434597e-20,0.9,0.0025,400.0,-7.955257
28.95751,1,0.002,-7.330156121277749,-7.330156121277749,15.701005288631691,,500,43.73867937681422,,200.0,0.855313,100,-7.330156121277749,45.02885,25.903593,-4.909689,43.73867937681422,31.845095,0.00015833287,0.9,0.105292104,12.344445370027351,-2.9225655
,2,0.009999998,-7.64319104647216,-7.64319104647216,500.0,0.01,500,61.33583748971642,1.0,200.0,1.0,100,-7.64319104647216,1.0,7.792463,-8.434249,61.33583748971642,1.0,3.5044917e-18,0.9,0.01,100.0,-7.6431913
,2,0.0049999994,-7.262712283176156,-7.262712283176156,500.0,0.005,500,46.480149883932874,1.0,200.0,1.0,100,-7.262712283176156,1.0,7.30788,-8.012314,46.480149883932874,1.0,2.179301e-19,0.9,0.005,200.00000010221265,-7.4529514
,2,0.0033333336,-7.9219479415103216,-7.9219479415103216,500.0,0.0033333334,500,56.254926011512794,1.0,200.0,1.0,100,-7.9219479415103216,1.0,7.3631797,-8.066002,56.254926011512794,1.0,5.4391416e-20,0.9,0.0033333334,299.999969473632,-7.6092844
,2,0.0024999997,-8.889316766320473,-8.889316766320473,500.0,0.0025,500,55.029827285265604,1.0,200.0,1.0,100,-8.889316766320473,1.0,7.388464,-8.3248205,55.029827285265604,1.0,5.434597e-20,0.9,0.0025,400.0,-7.9292917
22.410759,1,0.0019999999,-7.800939982658633,-7.800939982658633,19.953485203522217,8.462774e-09,500,46.01317624295509,4.5384063e-06,200.0,1.0725576,100,-7.800939982658633,88.904106,25.08468,-7.556847,46.01317624295509,25.058279,7.792472e-05,0.9,0.16577964,24.45918359893776,-5.7859273
,2,0.009999998,-8.269903350306755,-8.269903350306755,500.0,0.01,500,52.18630249526701,1.0,200.0,1.0,100,-8.269903350306755,1.0,7.1877975,-9.036247,52.18630249526701,1.0,3.5044917e-18,0.9,0.01,100.0,-8.269903
,2,0.0049999994,-7.5504359569977195,-7.5504359569977195,500.0,0.005,500,44.68131355955213,1.0,200.0,1.0,100,-7.5504359569977195,1.0,6.933893,-8.466614,44.68131355955213,1.0,2.179301e-19,0.9,0.005,200.00000010221265,-7.9101696
,2,0.0033333336,-8.779966577744705,-8.779966577744705,500.0,0.0033333334,500,48.98677225803377,1.0,200.0,1.0,100,-8.779966577744705,1.0,6.9560294,-8.656688,48.98677225803377,1.0,5.4391416e-20,0.9,0.0033333334,299.999969473632,-8.200103
,2,0.0024999997,-6.8165602146840785,-6.8165602146840785,500.0,0.0025,500,41.22839451912703,1.0,200.0,1.0,100,-6.8165602146840785,1.0,6.844903,-8.24963,41.22839451912703,1.0,5.434597e-20,0.9,0.0025,400.0,-7.854216
20.413244,1,0.002,-7.256918786180261,-7.256918786180261,30.21792446348844,,500,49.785013632266875,,200.0,1.0410047,100,-7.256918786180261,23.002895,28.393219,-6.737652,49.785013632266875,16.54647,7.534713e-05,0.9,0.044193648,25.25366105093321,-5.2990203
,2,0.009999998,-8.032879221118218,-8.032879221118218,500.0,0.01,500,52.45439438771803,1.0,200.0,1.0,100,-8.032879221118218,1.0,7.206237,-8.79555,52.45439438771803,1.0,3.5044917e-18,0.9,0.01,100.0,-8.032879
,2,0.0049999994,-9.093195499937448,-9.093195499937448,500.0,0.005,500,55.15192900468277,1.0,200.0,1.0,100,-9.093195499937448,1.0,7.317527,-9.102328,55.15192900468277,1.0,2.179301e-19,0.9,0.005,200.00000010221265,-8.563038
,2,0.0033333336,-7.595172389131374,-7.595172389131374,500.0,0.0033333334,500,44.31083189293979,1.0,200.0,1.0,100,-7.595172389131374,1.0,7.1083198,-8.696277,44.31083189293979,1.0,5.4391416e-20,0.9,0.0033333334,299.999969473632,-8.240416
,2,0.0024999997,-6.865066421609157,-6.865066421609157,500.0,0.0025,500,42.19698405422717,1.0,200.0,1.0,100,-6.865066421609157,1.0,6.9781504,-8.291365,42.19698405422717,1.0,5.434597e-20,0.9,0.0025,400.0,-7.896578
0.20288031,1,0.0019999999,-7.859507199726078,-7.859507199726078,423.7669769822502,0.0014960442,500,50.952469425384,0.80825686,200.0,1.0805254,100,-7.859507199726078,1.8241833,7.5193334,-8.163307,50.952469425384,1.1798937,6.950723e-07,0.9,0.0033764748,426.10492073030764,-7.779751
,2,0.009999998,-8.842423537451861,-8.842423537451861,500.0,0.01,500,57.17057764520761,1.0,200.0,1.0,100,-8.842423537451861,1.0,7.5232224,-9.627066,57.17057764520761,1.0,3.5044917e-18,0.9,0.01,100.0,-8.842423
,2,0.0049999994,-9.910538513803184,-9.910538513803184,500.0,0.005,500,60.374442137912354,1.0,200.0,1.0,100,-9.910538513803184,1.0,7.646568,-9.931306,60.374442137912354,1.0,2.179301e-19,0.9,0.005,200.00000010221265,-9.37648
,2,0.0033333336,-8.524018551251507,-8.524018551251507,500.0,0.0033333334,500,53.18506065381111,1.0,200.0,1.0,100,-8.524018551251507,1.0,7.5294456,-9.545341,53.18506065381111,1.0,5.4391416e-20,0.9,0.0033333334,299.999969473632,-9.092327
,2,0.0024999997,-6.377981342441574,-6.377981342441574,500.0,0.0025,500,36.693734091092075,1.0,200.0,1.0,100,-6.377981342441574,1.0,7.2789116,-8.806062,36.693734091092075,1.0,5.434597e-20,0.9,0.0025,400.0,-8.41374
49.812008,1,0.002,-7.397555086266173,-7.397555086266173,30.243733266202977,6.9265357e-06,500,54.20910815684121,0.0055344817,200.0,1.5980519,100,-7.397555086266173,89.103325,18.43341,-7.7456493,54.20910815684121,16.53235,7.8021134e-05,0.9,0.11151493,24.430438609225106,-6.3076377
,2,0.009999998,-7.264577253017701,-7.264577253017701,500.0,0.01,500,52.44902529048236,1.0,200.0,1.0,100,-7.264577253017701,1.0,7.2058673,-8.0461445,52.44902529048236,1.0,3.5044917e-18,0.9,0.01,100.0,-7.2645774
,2,0.0049999994,-6.455361605669001,-6.455361605669001,500.0,0.005,500,35.855443772583236,1.0,200.0,1.0,100,-6.455361605669001,1.0,6.623777,-7.4134526,35.855443772583236,1.0,2.179301e-19,0.9,0.005,200.00000010221265,-6.859969
,2,0.0033333336,-6.618753052127708,-6.618753052127708,500.0,0.0033333334,500,37.44105357334554,1.0,200.0,1.0,100,-6.618753052127708,1.0,6.451208,-7.231482,37.44105357334554,1.0,5.4391416e-20,0.9,0.0033333334,299.999969473632,-6.779565
,2,0.0024999997,-8.551142243106183,-8.551142243106183,500.0,0.0025,500,58.22854104513709,1.0,200.0,1.0,100,-8.551142243106183,1.0,6.7980585,-7.6176515,58.22854104513709,1.0,5.434597e-20,0.9,0.0025,400.0,-7.222458
1.0856777,1,0.002,-8.310051691916943,-8.310051691916943,385.9708211012273,0.0013495984,500,49.558472045270385,0.78189665,200.0,1.1587101,100,-8.310051691916943,10.903978,10.230058,-7.7365274,49.558472045270385,1.2954347,3.2345313e-06,0.9,0.018820891,276.6993742523969,-7.334216
,2,0.009999998,-6.960040899421747,-6.960040899421747,500.0,0.01,500,45.928110837938966,1.0,200.0,1.0,100,-6.960040899421747,1.0,6.7430577,-7.745611,45.928110837938966,1.0,3.5044917e-18,0.9,0.01,100.0,-6.9600406
,2,0.0049999994,-6.69005764417348,-6.69005764417348,500.0,0.005,500,39.71153939732757,1.0,200.0,1.0,100,-6.69005764417348,1.0,6.5122848,-7.3805313,39.71153939732757,1.0,2.179301e-19,0.9,0.005,200.00000010221265,-6.825049
,2,0.0033333336,-7.239933772356294,-7.239933772356294,500.0,0.0033333334,500,48.746636561333354,1.0,200.0,1.0,100,-7.239933772356294,1.0,6.6631727,-7.4168935,48.746636561333354,1.0,5.4391416e-20,0.9,0.0033333334,299.999969473632,-6.963344
,2,0.0024999997,-8.461751786478821,-8.461751786478821,500.0,0.0025,500,55.68024731992237,1.0,200.0,1.0,100,-8.461751786478821,1.0,6.892042,-7.7307305,55.68024731992237,1.0,5.434597e-20,0.9,0.0025,400.0,-7.337945
275.69006,1,0.002,-8.714987542447874,-8.714987542447874,3.006160206468015,,500,63.435638108382285,,200.0,1.8318467,100,-8.714987542447874,152.34125,42.95892,-7.001689,63.435638108382285,166.32513,0.00032862663,0.9,0.16632533,6.024651230796642,-2.445454
,2,0.009999998,-8.32179815691689,-8.32179815691689,500.0,0.01,500,54.17980642278301,1.0,200.0,1.0,100,-8.32179815691689,1.0,7.323797,-9.089479,54.17980642278301,1.0,3.5044917e-18,0.9,0.01,100.0,-8.321798
,2,0.0049999994,-8.091432408463815,-8.091432408463815,500.0,0.005,500,48.777114806458286,1.0,200.0,1.0,100,-8.091432408463815,1.0,7.139814,-8.762008,48.777114806458286,1.0,2.179301e-19,0.9,0.005,200.00000010221265,-8.2066145
,2,0.0033333336,-8.109271651992218,-8.109271651992218,500.0,0.0033333334,500,49.86486351672223,1.0,200.0,1.0,100,-8.109271651992218,1.0,7.102263,-8.627645,49.86486351672223,1.0,5.4391416e-20,0.9,0.0033333334,299.999969473632,-8.174168
,2,0.0024999997,-8.294323643111847,-8.294323643111847,500.0,0.0025,500,58.3524889353724,1.0,200.0,1.0,100,-8.294323643111847,1.0,7.2302523,-8.596929,58.3524889353724,1.0,5.434597e-20,0.9,0.0025,400.0,-8.204206
0.074212395,1,0.002,-7.492352046443286,-7.492352046443286,480.8911778801505,0.0002198196,500,53.92968569433704,0.1206462,200.0,1.0976837,100,-7.492352046443286,1.1734883,7.493115,-8.385749,53.92968569433704,1.0397363,2.4636665e-07,0.9,0.0021381173,471.04557379786576,-8.027576
,2,0.009999998,-7.948824570405743,-7.948824570405743,500.0,0.01,500,43.95536815352663,1.0,200.0,1.0,100,-7.948824570405743,1.0,6.5966516,-8.735734,43.95536815352663,1.0,3.5044917e-18,0.9,0.01,100.0,-7.9488244
,2,0.0049999994,-7.735771047726754,-7.735771047726754,500.0,0.005,500,49.46669512895917,1.0,200.0,1.0,100,-7.735771047726754,1.0,6.8011227,-8.398727,49.46669512895917,1.0,2.179301e-19,0.9,0.005,200.00000010221265,-7.8422976
,2,0.0033333336,-7.847266021056302,-7.847266021056302,500.0,0.0033333334,500,54.186235111936156,1.0,200.0,1.0,100,-7.847266021056302,1.0,6.9798503,-8.298939,54.186235111936156,1.0,5.4391416e-20,0.9,0.0033333334,299.999969473632,-7.8439546
,2,0.0024999997,-8.416966626821775,-8.416966626821775,500.0,0.0025,500,51.81199456520695,1.0,200.0,1.0,100,-8.416966626821775,1.0,7.030204,-8.381733,51.81199456520695,1.0,5.434597e-20,0.9,0.0025,400.0,-7.9872074
47.542717,1,0.0019999999,-9.27451336607603,-9.27451336607603,209.98643948388133,0.0007046049,500,54.03375810610766,0.7240416,200.0,2.0551703,100,-9.27451336607603,37.69984,20.40334,-7.0667567,54.03375810610766,2.3811061,4.502444e-05,0.9,0.0366878,40.87103142014154,-6.5222425
,2,0.009999998,-8.298777717188734,-8.298777717188734,500.0,0.01,500,48.600753202201325,1.0,200.0,1.0,100,-8.298777717188734,1.0,6.9364796,-9.089027,48.600753202201325,1.0,3.5044917e-18,0.9,0.01,100.0,-8.298778
,2,0.0049999994,-7.9316605684266595,-7.9316605684266595,500.0,0.005,500,52.07521109585673,1.0,200.0,1.0,100,-7.9316605684266595,1.0,7.0617485,-8.674009,52.07521109585673,1.0,2.179301e-19,0.9,0.005,200.00000010221265,-8.115219
,2,0.0033333336,-8.286519940376287,-8.286519940376287,500.0,0.0033333334,500,52.38839678852938,1.0,200.0,1.0,100,-8.286519940376287,1.0,7.1091647,-8.628571,52.38839678852938,1.0,5.4391416e-20,0.9,0.0033333334,299.999969473632,-8.172319
,2,0.0024999997,-7.840570302221424,-7.840570302221424,500.0,0.0025,500,54.12931601386736,1.0,200.0,1.0,100,-7.840570302221424,1.0,7.163994,-8.484507,54.12931601386736,1.0,5.434597e-20,0.9,0.0025,400.0,-8.089382
1.7877743,1,0.0020000003,-7.223064659713547,-7.223064659713547,367.01407389083636,0.0011542006,500,47.02004714773305,0.7717194,200.0,1.337236,100,-7.223064659713547,4.492224,10.668717,-8.088485,47.02004714773305,1.3623456,3.9990464e-06,0.9,0.0067186705,250.28003076492408,-7.6759863
,2,0.009999998,-7.2870361286143215,-7.2870361286143215,500.0,0.01,500,46.27984150814587,1.0,200.0,1.0,100,-7.2870361286143215,1.0,6.7688284,-8.075483,46.27984150814587,1.0,3.5044917e-18,0.9,0.01,100.0,-7.2870355
,2,0.0049999994,-7.468242112403501,-7.468242112403501,500.0,0.005,500,40.54075037856048,1.0,200.0,1.0,100,-7.468242112403501,1.0,6.556249,-7.935156,40.54075037856048,1.0,2.179301e-19,0.9,0.005,200.00000010221265,-7.377639
,2,0.0033333336,-7.223691329237325,-7.223691329237325,500.0,0.0033333334,500,49.20118569012296,1.0,200.0,1.0,100,-7.223691329237325,1.0,6.7005916,-7.781534,49.20118569012296,1.0,5.4391416e-20,0.9,0.0033333334,299.999969473632,-7.3263235
,2,0.0024999997,-7.15670715366509,-7.15670715366509,500.0,0.0025,500,43.464843261245534,1.0,200.0,1.0,100,-7.15670715366509,1.0,6.666062,-7.6781425,43.464843261245534,1.0,5.434597e-20,0.9,0.0025,400.0,-7.2839184
0.43017244,1,0.0019999999,-7.9707273432018235,-7.9707273432018235,346.40328710745564,0.0013272506,500,43.37584599352756,0.7622443,200.0,1.1486064,100,-7.9707273432018235,2.2597716,7.574384,-7.4741116,43.37584599352756,1.4434043,1.3042477e-06,0.9,0.0039348057,377.2418537649886,-7.050486
,2,0.009999998,-7.985643146735762,-7.985643146735762,500.0,0.01,500,54.561544072478654,1.0,200.0,1.0,100,-7.985643146735762,1.0,7.3495526,-8.771374,54.561544072478654,1.0,3.5044917e-18,0.9,0.01,100.0,-7.985643
,2,0.0049999994,-7.888008710231625,-7.888008710231625,500.0,0.005,500,51.88941781914714,1.0,200.0,1.0,100,-7.888008710231625,1.0,7.2591743,-8.492421,51.88941781914714,1.0,2.179301e-19,0.9,0.005,200.00000010221265,-7.9368258
,2,0.0033333336,-7.136826460733447,-7.136826460733447,500.0,0.0033333334,500,50.3577890770972,1.0,200.0,1.0,100,-7.136826460733447,1.0,7.2035203,-8.123801,50.3577890770972,1.0,5.4391416e-20,0.9,0.0033333334,299.999969473632,-7.670159
,2,0.0024999997,-7.376606486209252,-7.376606486209252,500.0,0.0025,500,55.45343203625775,1.0,200.0,1.0,100,-7.376606486209252,1.0,7.2566457,-7.989637,55.45343203625775,1.0,5.434597e-20,0.9,0.0025,400.0,-7.5967712
1.7864012,1,0.0020000003,-8.01256975632323,-8.01256975632323,251.6460653633577,0.0012304982,500,45.40445468238067,0.73242474,200.0,1.1904523,100,-8.01256975632323,11.976603,8.763256,-7.522565,45.40445468238067,1.9869176,5.042141e-06,0.9,0.020121094,221.43346811694192,-7.027253
,2,0.009999998,-8.519367162603777,-8.519367162603777,500.0,0.01,500,60.46390714506987,1.0,200.0,1.0,100,-8.519367162603777,1.0,7.736877,-9.307646,60.46390714506987,1.0,3.5044917e-18,0.9,0.01,100.0,-8.519367
,2,0.0049999994,-7.767901303881979,-7.767901303881979,500.0,0.005,500,45.8140366701175,1.0,200.0,1.0,100,-7.767901303881979,1.0,7.2628336,-8.701032,45.8140366701175,1.0,2.179301e-19,0.9,0.005,200.00000010221265,-8.143635
,2,0.0033333336,-7.092142917609059,-7.092142917609059,500.0,0.0033333334,500,42.65705682953148,1.0,200.0,1.0,100,-7.092142917609059,1.0,7.034796,-8.24825,42.65705682953148,1.0,5.4391416e-20,0.9,0.0033333334,299.999969473632,-7.7931376
,2,0.0024999997,-7.987476238450996,-7.987476238450996,500.0,0.0025,500,44.58064619589767,1.0,200.0,1.0,100,-7.987476238450996,1.0,6.939529,-8.235861,44.58064619589767,1.0,5.434597e-20,0.9,0.0025,400.0,-7.8417215
