VanillaAvgRet,Bound,VarDiscRet,AvgDiscRet,eRenyi2,AvgRet,MaxNormIw,MinNormIw,AvgNormIw,Delta,J,AvgEpLen,MinVanillaIw,BatchSize,VarJ,ESSRenyi,VarNormIw,MaxVanillaIw,ESSClassic,EpsThisIter,IterType,AvgVanillaIw,VarVanillaIw,VarRet
254.073263103,202.817,28527.2781926,254.073263103,1.0,254.073263103,0.005,0.005,0.005,0.7,248.583,27.5,1.0,500,163.117,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,28527.2781926
269.416589352,197.648,54179.0263311,269.416589352,1.0,269.416589352,0.00333333,0.00333333,0.00333333,0.7,255.527,29.29,1.0,500,188.981,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,54179.0263311
251.507614626,204.398,27620.1043008,251.507614626,1.0,251.507614626,0.0025,0.0025,0.0025,0.7,254.522,27.27,1.0,500,183.369,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,27620.1043008
264.739341558,1075.74,32335.4255715,264.739341558,57.4816,264.739341558,0.88785,5.36616e-23,0.002,0.7,1415.65,28.7,8.97231e-20,500,2333.29,8.69843887736,0.00157663,1484.5,1.26784682995,100,1,3.34403,4407.68,32335.4255715
409.804030038,215.516,153499.602971,409.804030038,1.0,409.804030038,0.01,0.01,0.01,0.7,409.804,44.33,1.0,500,389.826,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,153499.602971
458.926396436,296.983,161140.942154,458.926396436,1.0,458.926396436,0.005,0.005,0.005,0.7,434.365,49.61,1.0,500,395.412,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,161140.942154
426.894466277,256.692,264449.919257,426.894466277,1.0,426.894466277,0.00333333,0.00333333,0.00333333,0.7,431.875,46.19,1.0,500,437.624,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,264449.919257
382.650786962,267.856,64989.2764483,382.650786962,1.0,382.650786962,0.0025,0.0025,0.0025,0.7,419.569,41.43,1.0,500,400.219,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,64989.2764483
520.034126606,3066.11,227181.97788,520.034126606,78.0268,520.034126606,0.896115,1.59707e-18,0.002,0.7,4264.75,56.42,2.88e-15,500,7570.96,6.40805199267,0.00160624,1615.96,1.24453045658,100,1,3.60659,5223.31,227181.97788
1146.56487276,842.664,946536.44682,1146.56487276,1.0,1146.56487276,0.01,0.01,0.01,0.7,1146.56,124.56,1.0,500,968.024,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,946536.44682
1089.51617753,901.462,803881.759778,1089.51617753,1.0,1089.51617753,0.005,0.005,0.005,0.7,1118.04,118.25,1.0,500,931.274,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,803881.759778
1103.3247059,936.3,1141843.4554,1103.3247059,1.0,1103.3247059,0.00333333,0.00333333,0.00333333,0.7,1113.14,120.02,1.0,500,977.26,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,1141843.4554
1024.52918461,937.839,1058481.79464,1024.52918461,1.0,1024.52918461,0.0025,0.0025,0.0025,0.7,1090.98,111.21,1.0,500,989.81,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,1058481.79464
1129.45758671,3041.61,899905.066136,1129.45758671,51.9478,1129.45758671,0.588053,7.88984e-22,0.002,0.7,4028.86,122.39,1.10764e-18,500,8360.25,9.62505310147,0.00070943,825.554,2.80894636918,100,1,2.80775,1398.19,899905.066136
2626.54264903,2320.21,1788263.95235,2626.54264903,1.0,2626.54264903,0.01,0.01,0.01,0.7,2626.54,284.55,1.0,500,1330.56,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,1788263.95235
2604.57912346,2398.95,1897696.80748,2604.57912346,1.0,2604.57912346,0.005,0.005,0.005,0.7,2615.56,282.78,1.0,500,1350.8,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,1897696.80748
2940.23473404,2546.9,2006863.15394,2940.23473404,1.0,2940.23473404,0.00333333,0.00333333,0.00333333,0.7,2723.79,318.24,1.0,500,1379.18,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,2006863.15394
2979.61797009,2634.56,1756760.43984,2979.61797009,1.0,2979.61797009,0.0025,0.0025,0.0025,0.7,2787.74,322.24,1.0,500,1368.82,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,1756760.43984
2880.1626926,3921.06,2003833.49183,2880.1626926,12.904,2880.1626926,0.139732,1.50058e-23,0.002,0.7,4413.24,311.79,9.38433e-21,500,1287.72,38.7477487471,8.9727e-05,87.3857,21.3794990897,100,1,1.25076,35.0921,2003833.49183
4276.14564372,3969.79,536698.840557,4276.14564372,1.0,4276.14564372,0.01,0.01,0.01,0.7,4276.15,462.42,1.0,500,728.925,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,536698.840557
4249.02667971,4045.96,558120.1209,4249.02667971,1.0,4249.02667971,0.005,0.005,0.005,0.7,4262.59,460.5,1.0,500,736.287,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,558120.1209
4218.76001483,4071.09,633281.121885,4218.76001483,1.0,4218.76001483,0.00333333,0.00333333,0.00333333,0.7,4247.98,456.4,1.0,500,755.528,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,633281.121885
4301.76899975,4108.24,573025.739277,4301.76899975,1.0,4301.76899975,0.0025,0.0025,0.0025,0.7,4261.43,465.09,1.0,500,755.303,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,573025.739277
4062.46958522,4344.6,894718.386417,4062.46958522,2.76838,4062.46958522,0.0195163,1.2315e-07,0.002,0.7,4572.57,438.82,6.16938e-05,500,238.576,180.610908074,7.65747e-06,9.77696,171.78966205,100,1,1.00193,1.92175,894718.386417
4553.95336965,4247.6,78565.4068724,4553.95336965,1.0,4553.95336965,0.01,0.01,0.01,0.7,4553.95,491.7,1.0,500,278.89,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,78565.4068724
4523.83142158,4322.27,205624.730847,4523.83142158,1.0,4523.83142158,0.005,0.005,0.005,0.7,4538.89,487.76,1.0,500,375.368,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,205624.730847
4456.68676439,4334.61,457137.374327,4456.68676439,1.0,4456.68676439,0.00333333,0.00333333,0.00333333,0.7,4511.49,479.8,1.0,500,496.277,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,457137.374327
4506.09064297,4356.95,168402.997493,4506.09064297,1.0,4506.09064297,0.0025,0.0025,0.0025,0.7,4510.14,486.11,1.0,500,475.819,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,168402.997493
4549.44661654,4456.15,140583.186036,4549.44661654,1.47827,4549.44661654,0.00616368,1.95705e-05,0.002,0.7,4622.74,490.19,0.010359,500,101.932,338.234147351,2.0815e-06,3.26254,329.091592034,100,1,1.05863,0.583185,140583.186036
4570.25498856,4263.91,236615.950104,4570.25498856,1.0,4570.25498856,0.01,0.01,0.01,0.7,4570.26,491.68,1.0,500,483.994,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,236615.950104
4593.80460077,4365.4,99914.9170276,4593.80460077,1.0,4593.80460077,0.005,0.005,0.005,0.7,4582.03,494.55,1.0,500,408.315,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,99914.9170276
4615.65848556,4416.36,44112.836727,4615.65848556,1.0,4615.65848556,0.00333333,0.00333333,0.00333333,0.7,4593.24,497.43,1.0,500,354.903,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,44112.836727
4584.83013425,4437.95,55769.4588407,4584.83013425,1.0,4584.83013425,0.0025,0.0025,0.0025,0.7,4591.14,493.98,1.0,500,329.064,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,55769.4588407
4620.42211246,4483.32,22660.406094,4620.42211246,1.18287,4620.42211246,0.0040342,0.000201374,0.002,0.7,4632.34,497.53,0.102842,500,100.502,422.701347568,7.33247e-07,2.06027,422.673897995,100,1,1.0214,0.191242,22660.406094
4643.75357682,4337.4,7342.17584134,4643.75357682,1.0,4643.75357682,0.01,0.01,0.01,0.7,4643.75,499.11,1.0,500,85.257,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,7342.17584134
4647.54859957,4429.03,4608.25434993,4647.54859957,1.0,4647.54859957,0.005,0.005,0.005,0.7,4645.65,499.3,1.0,500,76.9355,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,4608.25434993
4649.21255551,4469.96,1173.3342868,4649.21255551,1.0,4649.21255551,0.00333333,0.00333333,0.00333333,0.7,4646.84,499.76,1.0,500,65.8488,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,1173.3342868
4651.74934045,4494.88,892.100972421,4651.74934045,1.0,4651.74934045,0.0025,0.0025,0.0025,0.7,4648.07,500.0,1.0,500,58.9692,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,892.100972421
4579.42018565,4504.57,83015.7621944,4579.42018565,1.06507,4579.42018565,0.00327436,0.000587574,0.002,0.7,4645.97,493.06,0.29528,500,67.2958,469.45106859,2.75387e-07,1.6455,467.853965903,100,1,1.00508,0.0695481,83015.7621944
4610.83353515,4304.46,169959.788423,4610.83353515,1.0,4610.83353515,0.01,0.01,0.01,0.7,4610.83,495.33,1.0,500,410.195,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,169959.788423
4600.92592551,4389.24,97756.6104435,4600.92592551,1.0,4600.92592551,0.005,0.005,0.005,0.7,4605.88,494.46,1.0,500,364.066,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,97756.6104435
4630.1198111,4437.08,52575.3901909,4630.1198111,1.0,4630.1198111,0.00333333,0.00333333,0.00333333,0.7,4613.96,497.42,1.0,500,325.336,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,52575.3901909
4584.7171005,4453.46,210580.704975,4584.7171005,1.0,4584.7171005,0.0025,0.0025,0.0025,0.7,4606.65,493.37,1.0,500,362.852,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,210580.704975
4650.5252099,4501.01,1151.37791516,4650.5252099,1.10437,4650.5252099,0.0035399,0.000208902,0.002,0.7,4645.0,499.69,0.104972,500,70.1456,452.745593984,4.15334e-07,1.77878,453.051955018,100,1,1.00499,0.104873,1151.37791516
4651.75437455,4345.38,891.690569783,4651.75437455,1.0,4651.75437455,0.01,0.01,0.01,0.7,4651.75,500.0,1.0,500,29.7115,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,891.690569783
4658.52707312,4438.5,520.167893921,4658.52707312,1.0,4658.52707312,0.005,0.005,0.005,0.7,4655.14,500.0,1.0,500,26.6522,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,520.167893921
4633.33389521,4470.99,37472.7793303,4633.33389521,1.0,4633.33389521,0.00333333,0.00333333,0.00333333,0.7,4647.87,497.94,1.0,500,113.777,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,37472.7793303
4650.02849698,4495.22,992.708764797,4650.02849698,1.0,4650.02849698,0.0025,0.0025,0.0025,0.7,4648.41,500.0,1.0,500,99.7773,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,992.708764797
4624.16234784,4511.01,49657.8985223,4624.16234784,1.0392,4624.16234784,0.00307591,0.000479835,0.002,0.7,4650.69,497.06,0.239789,500,60.9377,481.14151441,1.7266e-07,1.53713,479.350110972,100,1,0.999465,0.0431189,49657.8985223
4618.8686718,4312.5,78769.3282225,4618.8686718,1.0,4618.8686718,0.01,0.01,0.01,0.7,4618.87,495.94,1.0,500,279.252,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,78769.3282225
4652.71903284,4419.15,520.22434439,4652.71903284,1.0,4652.71903284,0.005,0.005,0.005,0.7,4635.79,500.0,1.0,500,198.834,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,520.22434439
4627.93876744,4456.29,18433.1222525,4627.93876744,1.0,4627.93876744,0.00333333,0.00333333,0.00333333,0.7,4633.18,497.84,1.0,500,180.148,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,18433.1222525
4653.54001528,4485.08,1102.60821829,4653.54001528,1.0,4653.54001528,0.0025,0.0025,0.0025,0.7,4638.27,499.88,1.0,500,157.132,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,1102.60821829
4657.30298165,4509.82,556.177397299,4657.30298165,1.03695,4657.30298165,0.00284861,0.000504234,0.002,0.7,4649.34,500.0,0.250326,500,59.1326,482.182997142,1.58988e-07,1.41418,480.922894648,100,1,0.992895,0.0391842,556.177397299
4655.27538532,4348.91,546.845826563,4655.27538532,1.0,4655.27538532,0.01,0.01,0.01,0.7,4655.28,500.0,1.0,500,23.2675,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,546.845826563
4652.90888767,4437.46,552.754722811,4652.90888767,1.0,4652.90888767,0.005,0.005,0.005,0.7,4654.09,500.0,1.0,500,23.3603,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,552.754722811
4652.68958017,4476.74,863.989233765,4652.68958017,1.0,4652.68958017,0.00333333,0.00333333,0.00333333,0.7,4653.62,499.84,1.0,500,25.4824,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,863.989233765
4647.67877856,4498.95,5301.67055084,4647.67877856,1.0,4647.67877856,0.0025,0.0025,0.0025,0.7,4652.14,499.37,1.0,500,42.4948,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,5301.67055084
4655.32418354,4516.46,609.427538501,4655.32418354,1.00938,4655.32418354,0.0024839,0.0012334,0.002,0.7,4654.12,500.0,0.618201,500,31.6429,495.352012207,4.1762e-08,1.24497,494.84369025,100,1,1.00243,0.0104914,609.427538501
4658.19477697,4351.83,399.051036451,4658.19477697,1.0,4658.19477697,0.01,0.01,0.01,0.7,4658.19,500.0,1.0,500,19.8761,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,399.051036451
4650.08784472,4437.51,664.758928412,4650.08784472,1.0,4650.08784472,0.005,0.005,0.005,0.7,4654.14,500.0,1.0,500,23.3027,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,664.758928412
4651.47268765,4476.37,728.967313351,4651.47268765,1.0,4651.47268765,0.00333333,0.00333333,0.00333333,0.7,4653.25,500.0,1.0,500,24.5795,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,728.967313351
4655.85631296,4500.72,417.97314762,4655.85631296,1.0,4655.85631296,0.0025,0.0025,0.0025,0.7,4653.9,500.0,1.0,500,23.6185,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,417.97314762
4657.29065816,4517.87,596.149097522,4657.29065816,1.00425,4657.29065816,0.00231955,0.00150098,0.002,0.7,4655.17,500.0,0.750962,500,22.6304,497.881722608,1.74487e-08,1.16051,497.832449566,100,1,1.00063,0.00436767,596.149097522
4660.11911666,4353.79,368.843188126,4660.11911666,1.0,4660.11911666,0.01,0.01,0.01,0.7,4660.12,500.0,1.0,500,19.109,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,368.843188126
4656.11742154,4441.49,399.759536601,4656.11742154,1.0,4656.11742154,0.005,0.005,0.005,0.7,4658.12,500.0,1.0,500,19.6077,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,399.759536601
4657.48904922,4481.03,373.631006845,4657.48904922,1.0,4657.48904922,0.00333333,0.00333333,0.00333333,0.7,4657.91,500.0,1.0,500,19.4857,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,373.631006845
4657.69307749,4504.67,361.764492215,4657.69307749,1.0,4657.69307749,0.0025,0.0025,0.0025,0.7,4657.85,500.0,1.0,500,19.3472,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,361.764492215
4656.55607029,4520.81,536.652753274,4656.55607029,1.00331,4656.55607029,0.00221682,0.00143953,0.002,0.7,4658.05,500.0,0.717122,500,19.1938,498.349885176,1.44291e-08,1.10434,498.206357693,100,1,0.99633,0.00358084,536.652753274
4655.74694255,4349.39,410.395765911,4655.74694255,1.0,4655.74694255,0.01,0.01,0.01,0.7,4655.75,500.0,1.0,500,20.1567,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,410.395765911
4636.19867251,4429.34,41651.8754082,4636.19867251,1.0,4636.19867251,0.005,0.005,0.005,0.7,4645.97,497.85,1.0,500,144.625,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,41651.8754082
4649.23082774,4470.18,2628.19731281,4649.23082774,1.0,4649.23082774,0.00333333,0.00333333,0.00333333,0.7,4647.06,499.68,1.0,500,121.712,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,2628.19731281
4654.75264829,4495.8,440.9575347,4654.75264829,1.0,4654.75264829,0.0025,0.0025,0.0025,0.7,4648.98,500.0,1.0,500,105.975,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,440.9575347
4647.64151974,4513.8,1847.85501343,4647.64151974,1.01767,4647.64151974,0.00252935,0.000790684,0.002,0.7,4652.02,499.48,0.396544,500,45.5116,491.31953779,6.86046e-08,1.26852,491.585403981,100,1,1.00304,0.0172556,1847.85501343
4652.61928,4346.25,2516.03117461,4652.61928,1.0,4652.61928,0.01,0.01,0.01,0.7,4652.62,499.57,1.0,500,49.9086,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,2516.03117461
4647.19079795,4433.27,8144.08088381,4647.19079795,1.0,4647.19079795,0.005,0.005,0.005,0.7,4649.91,499.14,1.0,500,72.692,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,8144.08088381
4642.36913799,4470.51,21101.969381,4642.36913799,1.0,4642.36913799,0.00333333,0.00333333,0.00333333,0.7,4647.39,498.47,1.0,500,102.465,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,21101.969381
4656.57911415,4496.5,649.211889304,4656.57911415,1.0,4656.57911415,0.0025,0.0025,0.0025,0.7,4649.69,500.0,1.0,500,89.7261,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,649.211889304
4651.75320408,4514.97,3074.92095512,4651.75320408,1.01985,4651.75320408,0.00260199,0.000976903,0.002,0.7,4653.33,499.48,0.488043,500,52.83,490.269487238,8.23373e-08,1.29991,489.935096789,100,1,0.999163,0.0205499,3074.92095512
4656.51582477,4350.15,740.944590013,4656.51582477,1.0,4656.51582477,0.01,0.01,0.01,0.7,4656.52,500.0,1.0,500,27.0838,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,740.944590013
4654.46397006,4438.85,557.351330365,4654.46397006,1.0,4654.46397006,0.005,0.005,0.005,0.7,4655.49,500.0,1.0,500,25.3714,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,557.351330365
4656.85178444,4479.06,571.100051735,4656.85178444,1.0,4656.85178444,0.00333333,0.00333333,0.00333333,0.7,4655.94,500.0,1.0,500,24.8599,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,571.100051735
4654.61498384,4502.42,662.166581864,4654.61498384,1.0,4654.61498384,0.0025,0.0025,0.0025,0.7,4655.61,500.0,1.0,500,25.0545,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,662.166581864
4632.68618533,4517.5,67661.7698704,4632.68618533,1.01856,4632.68618533,0.00252889,0.000415242,0.002,0.7,4655.79,497.23,0.207739,500,33.3221,490.887522108,8.59375e-08,1.26516,489.504149364,100,1,1.00057,0.0215088,67661.7698704
4657.12200226,4350.75,431.177562607,4657.12200226,1.0,4657.12200226,0.01,0.01,0.01,0.7,4657.12,500.0,1.0,500,20.6607,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,431.177562607
4657.54129817,4440.69,486.051371598,4657.54129817,1.0,4657.54129817,0.005,0.005,0.005,0.7,4657.33,500.0,1.0,500,21.309,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,486.051371598
4659.17738166,4481.06,380.013293701,4659.17738166,1.0,4659.17738166,0.00333333,0.00333333,0.00333333,0.7,4657.95,500.0,1.0,500,20.7093,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,380.013293701
4657.33469748,4504.61,489.893412324,4657.33469748,1.0,4657.33469748,0.0025,0.0025,0.0025,0.7,4657.79,500.0,1.0,500,21.047,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,489.893412324
4655.40594221,4520.51,607.46036131,4655.40594221,1.00305,4655.40594221,0.00222873,0.00153771,0.002,0.7,4657.74,499.97,0.771658,500,20.882,498.47805263,1.10933e-08,1.11843,498.619775743,100,1,1.00364,0.00279357,607.46036131
4647.77704552,4341.4,8452.27125778,4647.77704552,1.0,4647.77704552,0.01,0.01,0.01,0.7,4647.78,499.05,1.0,500,91.4754,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,8452.27125778
4657.84973592,4436.17,566.762481737,4657.84973592,1.0,4657.84973592,0.005,0.005,0.005,0.7,4652.81,500.0,1.0,500,67.0059,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,566.762481737
4645.5269133,4473.5,7573.9177643,4645.5269133,1.0,4645.5269133,0.00333333,0.00333333,0.00333333,0.7,4650.38,498.84,1.0,500,74.1915,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,7573.9177643
4649.5731597,4496.99,4425.99034584,4649.5731597,1.0,4649.5731597,0.0025,0.0025,0.0025,0.7,4650.18,499.45,1.0,500,72.2762,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,4425.99034584
4655.76891576,4515.92,441.061997763,4655.76891576,1.01805,4655.76891576,0.00258818,0.000928063,0.002,0.7,4654.17,500.0,0.463841,500,43.4328,491.136012215,7.77412e-08,1.29356,490.486374421,100,1,0.99959,0.0194194,441.061997763
4654.55174683,4348.19,739.668171221,4654.55174683,1.0,4654.55174683,0.01,0.01,0.01,0.7,4654.55,500.0,1.0,500,27.0605,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,739.668171221
4657.24618754,4439.27,382.911356815,4657.24618754,1.0,4657.24618754,0.005,0.005,0.005,0.7,4655.9,500.0,1.0,500,23.6113,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,382.911356815
4660.03741295,4480.39,307.122601384,4660.03741295,1.0,4660.03741295,0.00333333,0.00333333,0.00333333,0.7,4657.28,500.0,1.0,500,21.8361,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,307.122601384
4655.85558736,4503.73,622.34724848,4655.85558736,1.0,4655.85558736,0.0025,0.0025,0.0025,0.7,4656.92,500.0,1.0,500,22.6279,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,622.34724848
4657.79727458,4520.38,342.476215324,4657.79727458,1.00405,4657.79727458,0.00237062,0.00114756,0.002,0.7,4657.67,500.0,0.573671,500,20.8042,497.981386297,1.91857e-08,1.18508,497.618103509,100,1,0.999807,0.00479457,342.476215324
4658.3566983,4351.98,520.515708636,4658.3566983,1.0,4658.3566983,0.01,0.01,0.01,0.7,4658.36,500.0,1.0,500,22.7005,500.0,3.50449e-18,1.0,100.0,100,2,1.0,,520.515708636
4661.62954474,4443.35,390.891988283,4661.62954474,1.0,4661.62954474,0.005,0.005,0.005,0.7,4659.99,500.0,1.0,500,21.3032,500.0,2.1793e-19,1.0,200.000000102,100,2,1.0,,390.891988283
4656.58080176,4481.97,707.833587835,4656.58080176,1.0,4656.58080176,0.00333333,0.00333333,0.00333333,0.7,4658.86,499.9,1.0,500,23.2104,500.0,5.43914e-20,1.0,299.999969474,100,2,1.0,,707.833587835
4658.0473194,4505.47,381.407259217,4658.0473194,1.0,4658.0473194,0.0025,0.0025,0.0025,0.7,4658.65,500.0,1.0,500,22.3285,500.0,5.4346e-20,1.0,400.0,100,2,1.0,,381.407259217
4660.30233992,4522.18,418.310766622,4660.30233992,1.00296,4660.30233992,0.00232198,0.001549,0.002,0.7,4659.4,500.0,0.775891,500,20.4098,498.52432519,1.4095e-08,1.16307,498.247572563,100,1,1.00179,0.00353639,418.310766622
