AvgRet,VarVanillaIw,VarJ,MaxNormIw,EpsThisIter,IterType,Bound,ESSRenyi,MinNormIw,BatchSize,eRenyi2,VarRet,VarNormIw,VarDiscRet,J,AvgVanillaIw,MinVanillaIw,AvgNormIw,AvgEpLen,Delta,MaxVanillaIw,VanillaAvgRet,ESSClassic,AvgDiscRet
4669.41886228,1.15354e-05,7.86624,0.0100571,100,1,3265.48,99.9992847494,0.00981504,100,1.00001,62.9142344887,1.15332e-09,62.9142344887,4669.43,1.0001,0.981599,0.01,500.0,0.1,1.00581,4669.41886228,99.9988404535,4669.41886228
4668.61508264,1.66599e-06,9.93726,0.0100217,100,1,3264.64,99.9999165536,0.009959,100,1.0,100.144888505,1.66591e-10,100.144888505,4668.62,1.00002,0.995921,0.01,500.0,0.1,1.00219,4668.61508264,99.9998436009,4668.61508264
4669.1527246,2.7721e-05,8.92032,0.0101573,100,1,3265.19,99.9982953362,0.00975473,100,1.00002,81.4279901133,2.77253e-09,81.4279901133,4669.18,0.999923,0.975398,0.01,500.0,0.1,1.01565,4669.1527246,99.9972532639,4669.1527246
4669.29425316,1.19841e-05,7.38521,0.0100664,100,1,3265.34,99.9985933502,0.00989944,100,1.00001,55.1692054918,1.19821e-09,55.1692054918,4669.31,1.00008,0.990028,0.01,500.0,0.1,1.00673,4669.29425316,99.9988251834,4669.29425316
4668.09201501,3.11117e-05,11.6787,0.0100924,100,1,3264.14,99.9973774644,0.00976131,100,1.00003,141.255458761,3.11481e-09,141.255458761,4668.13,0.999415,0.97556,0.01,500.0,0.1,1.00865,4668.09201501,99.9969159919,4668.09201501
4666.0210511,4.7119e-05,12.1734,0.0101218,100,1,3262.1,99.9962450484,0.00972659,100,1.00004,152.30338164,4.71727e-09,152.30338164,4666.08,0.999429,0.972104,0.01,500.0,0.1,1.01161,4666.0210511,99.9953397565,4666.0210511
4667.31127375,5.71689e-05,10.6122,0.0101146,100,1,3263.43,99.9970198566,0.00965161,100,1.00003,117.598403589,5.73232e-09,117.598403589,4667.36,0.998654,0.963861,0.01,499.99,0.1,1.0101,4667.31127375,99.9943125011,4667.31127375
4667.33829717,4.45082e-05,9.21665,0.0102251,100,1,3263.37,99.9977589156,0.00978901,100,1.00002,86.4287833305,4.45417e-09,86.4287833305,4667.37,0.999624,0.978532,0.01,500.0,0.1,1.02213,4667.33829717,99.995588697,4667.33829717
4667.58932664,1.77116e-05,9.65073,0.0100679,100,1,3263.68,99.9989271279,0.00982336,100,1.00001,94.8394385213,1.77342e-09,94.8394385213,4667.61,0.999361,0.981708,0.01,500.0,0.1,1.00615,4667.58932664,99.9982403235,4667.58932664
4667.20398425,5.1625e-05,12.7292,0.0101462,100,1,3263.26,99.9957205696,0.00979967,100,1.00004,166.17139309,5.15718e-09,166.17139309,4667.26,1.00052,0.980472,0.01,500.0,0.1,1.01514,4667.20398425,99.9948911364,4667.20398425
4667.85447893,2.07456e-05,9.52533,0.0100828,100,1,3263.94,99.9987721594,0.0098664,100,1.00001,92.0325657495,2.07848e-09,92.0325657495,4667.87,0.999057,0.985709,0.01,500.0,0.1,1.00733,4667.85447893,99.9979801509,4667.85447893
4669.36452286,2.55037e-05,9.67048,0.010084,100,1,3265.39,99.9980569263,0.00970782,100,1.00002,97.0994159577,2.54939e-09,97.0994159577,4669.4,1.00019,0.970968,0.01,500.0,0.1,1.00859,4669.36452286,99.9974980858,4669.36452286
4669.41716797,3.18761e-05,8.52404,0.0101646,100,1,3265.44,99.997997324,0.00965122,100,1.00002,74.2217412657,3.18461e-09,74.2217412657,4669.44,1.00047,0.965577,0.01,500.0,0.1,1.01693,4669.41716797,99.9968239287,4669.41716797
4648.58522888,0.00685714,101.062,0.011242,100,1,3250.02,99.5365856466,0.00537055,100,1.00466,35135.5724107,7.01868e-07,35135.5724107,4657.26,0.988425,0.530839,0.01,498.03,0.1,1.11119,4648.58522888,99.3099362255,4648.58522888
4667.31928137,4.99651e-05,8.73499,0.0101168,100,1,3263.48,99.9968410536,0.00972048,100,1.00003,77.9243934576,5.00606e-09,77.9243934576,4667.35,0.999046,0.97112,0.01,500.0,0.1,1.01071,4667.31928137,99.9950707036,4667.31928137
4668.8925812,6.1029e-05,9.34914,0.0101227,100,1,3264.92,99.9964238492,0.00961019,100,1.00004,90.420630728,6.10674e-09,90.420630728,4668.94,0.999685,0.960716,0.01,500.0,0.1,1.01195,4668.8925812,99.9939368108,4668.8925812
4666.7183377,0.000169613,12.4859,0.0101653,100,1,3262.92,99.9925380553,0.00937613,100,1.00007,167.395809958,1.70498e-08,167.395809958,4666.84,0.9974,0.935175,0.01,500.0,0.1,1.01389,4666.7183377,99.983104878,4666.7183377
4668.80189346,7.19889e-05,9.24986,0.0101272,100,1,3264.86,99.9965788104,0.00957626,100,1.00003,88.1194028524,7.20927e-09,88.1194028524,4668.85,0.99928,0.956936,0.01,500.0,0.1,1.01199,4668.80189346,99.9928464883,4668.80189346
4667.6914885,8.34014e-05,11.8019,0.0101193,100,1,3263.74,99.9946477894,0.00946595,100,1.00005,147.189374281,8.34089e-09,147.189374281,4667.76,0.999955,0.946553,0.01,500.0,0.1,1.01188,4667.6914885,99.9917375065,4667.6914885
4666.9286257,2.58099e-05,8.95658,0.0100931,100,1,3262.98,99.9984622238,0.00974904,100,1.00002,81.7078463104,2.58089e-09,81.7078463104,4666.96,1.00002,0.974923,0.01,500.0,0.1,1.00933,4666.9286257,99.9974442506,4666.9286257
4668.21286815,3.26512e-05,9.06081,0.0101185,100,1,3264.32,99.9976516321,0.00978387,100,1.00002,83.892489073,3.26674e-09,83.892489073,4668.25,0.999753,0.978145,0.01,500.0,0.1,1.0116,4668.21286815,99.996779677,4668.21286815
4669.53825749,7.22574e-06,6.85896,0.0100501,100,1,3265.59,99.9998927118,0.00992466,100,1.0,47.6358564351,7.22859e-10,47.6358564351,4669.55,0.999803,0.99227,0.01,500.0,0.1,1.00481,4669.53825749,99.9992636222,4669.53825749
4668.6123377,6.21928e-05,9.80946,0.010137,100,1,3264.64,99.9967576125,0.00964836,100,1.00003,99.6792253544,6.23441e-09,99.6792253544,4668.66,0.998786,0.963665,0.01,500.0,0.1,1.01247,4668.6123377,99.9937938723,4668.6123377
4666.86502247,8.94848e-05,16.7996,0.0101608,100,1,3262.92,99.9938968569,0.00955535,100,1.00006,302.438204742,8.95669e-09,302.438204742,4666.95,0.999541,0.955096,0.01,500.0,0.1,1.01562,4666.86502247,99.9911578728,4666.86502247
4668.93461648,2.53725e-05,8.99673,0.0101394,100,1,3264.98,99.9977469952,0.00982398,100,1.00002,82.7787929111,2.53982e-09,82.7787929111,4668.96,0.999494,0.981901,0.01,500.0,0.1,1.01342,4668.93461648,99.9974696244,4668.93461648
4668.11826468,1.64331e-05,10.2151,0.0101144,100,1,3264.18,99.998998652,0.00980301,100,1.00001,105.996782432,1.64145e-09,105.996782432,4668.14,1.00057,0.980855,0.01,500.0,0.1,1.01201,4668.11826468,99.9983796894,4668.11826468
4669.08244305,3.31111e-05,7.67277,0.010124,100,1,3265.17,99.9981046082,0.00981059,100,1.00002,59.8599920874,3.31426e-09,59.8599920874,4669.11,0.999525,0.980593,0.01,500.0,0.1,1.01192,4669.08244305,99.9967331466,4669.08244305
4667.55018085,4.47035e-05,10.7568,0.0101217,100,1,3263.58,99.9967456923,0.00977649,100,1.00003,118.211273816,4.47408e-09,118.211273816,4667.59,0.999583,0.977242,0.01,500.0,0.1,1.01175,4667.55018085,99.9955694384,4667.55018085
4667.94176374,1.2812e-05,9.54151,0.0100595,100,1,3263.96,99.9993205117,0.0098664,100,1.00001,92.4177796417,1.28282e-09,92.4177796417,4667.96,0.999369,0.986018,0.01,500.0,0.1,1.00532,4667.94176374,99.9987021972,4667.94176374
4668.22110669,7.36435e-05,11.1134,0.010133,100,1,3264.33,99.9954464125,0.00961186,100,1.00005,128.653464069,7.35615e-09,128.653464069,4668.28,1.00056,0.961722,0.01,500.0,0.1,1.01386,4668.22110669,99.9927145728,4668.22110669
4670.28561482,8.84203e-06,7.80591,0.0100556,100,1,3266.34,99.9993324324,0.00992001,100,1.00001,61.7350211732,8.84243e-10,61.7350211732,4670.3,0.999976,0.991978,0.01,500.0,0.1,1.00554,4670.28561482,99.9991264193,4670.28561482
4669.26895479,1.64979e-05,8.95007,0.0100927,100,1,3265.28,99.9987363975,0.00983611,100,1.00001,81.5386072362,1.64956e-09,81.5386072362,4669.29,1.00007,0.983681,0.01,500.0,0.1,1.00934,4669.26895479,99.998378889,4669.26895479
4668.89977496,1.89246e-05,9.01722,0.0100735,100,1,3264.92,99.9982595747,0.00987512,100,1.00002,82.6821710362,1.89397e-09,82.6821710362,4668.92,0.999604,0.987121,0.01,500.0,0.1,1.00696,4668.89977496,99.9981682452,4668.89977496
4667.88458665,3.26167e-05,10.9818,0.0101181,100,1,3263.97,99.9972105804,0.00979397,100,1.00003,123.265893065,3.26163e-09,123.265893065,4667.92,1.00001,0.979403,0.01,500.0,0.1,1.01182,4667.88458665,99.9967690499,4667.88458665
4668.92870685,2.03438e-05,8.78245,0.0101016,100,1,3264.97,99.9986052708,0.0098547,100,1.00001,78.2483721,2.03427e-09,78.2483721,4668.95,1.00003,0.985499,0.01,500.0,0.1,1.01019,4668.92870685,99.9979706719,4668.92870685
4669.29792719,3.64788e-05,9.53106,0.0101159,100,1,3265.32,99.99758011,0.00982291,100,1.00002,92.6703796249,3.65414e-09,92.6703796249,4669.33,0.999143,0.981449,0.01,500.0,0.1,1.01073,4669.29792719,99.9963806636,4669.29792719
4667.98840775,1.39336e-05,8.81837,0.0100781,100,1,3264.01,99.9991297798,0.00989964,100,1.00001,78.9132036101,1.3936e-09,78.9132036101,4668.0,0.999917,0.989882,0.01,500.0,0.1,1.00773,4667.98840775,99.9986418682,4667.98840775
4669.98177157,8.21386e-05,10.1962,0.0102056,100,1,3266.07,99.994969621,0.00956646,100,1.00005,108.727636513,8.20022e-09,108.727636513,4670.04,1.00083,0.95744,0.01,500.0,0.1,1.0214,4669.98177157,99.9918895553,4669.98177157
4666.45324245,1.00678e-05,8.5745,0.0100917,100,1,3262.56,99.9995946901,0.00988601,100,1.0,74.3868091747,1.00691e-09,74.3868091747,4666.47,0.999935,0.988537,0.01,500.0,0.1,1.00911,4666.45324245,99.9990233814,4666.45324245
4668.11957878,1.14057e-05,10.1321,0.0100674,100,1,3264.16,99.999117859,0.00988731,100,1.00001,104.19804736,1.14061e-09,104.19804736,4668.14,0.999983,0.988714,0.01,500.0,0.1,1.00672,4668.11957878,99.998855581,4668.11957878
4668.75547778,4.70312e-05,8.21543,0.0100975,100,1,3264.91,99.997234421,0.00973303,100,1.00003,69.6822333621,4.70886e-09,69.6822333621,4668.79,0.99939,0.972709,0.01,500.0,0.1,1.00913,4668.75547778,99.9953243077,4668.75547778
4668.90020742,5.11938e-05,7.82137,0.0101781,100,1,3265.01,99.9967576125,0.00978542,100,1.00003,62.2286963168,5.12721e-09,62.2286963168,4668.93,0.999237,0.977795,0.01,500.0,0.1,1.01704,4668.90020742,99.9949075006,4668.90020742
4667.20356986,7.59188e-05,11.1263,0.0101529,100,1,3263.35,99.9953987331,0.00962501,100,1.00005,128.693110044,7.61777e-09,128.693110044,4667.27,0.9983,0.960865,0.01,500.0,0.1,1.01356,4667.20356986,99.9924650294,4667.20356986
4669.10039963,3.2665e-05,9.54016,0.0101121,100,1,3265.12,99.9973655441,0.00979599,100,1.00003,92.9917719994,3.26487e-09,92.9917719994,4669.13,1.00025,0.979844,0.01,500.0,0.1,1.01146,4669.10039963,99.996781276,4669.10039963
4668.63539455,1.59389e-05,9.7978,0.0100793,100,1,3264.77,99.9986052708,0.00987787,100,1.00001,97.7923397336,1.59394e-09,97.7923397336,4668.66,0.999986,0.987773,0.01,500.0,0.1,1.00792,4668.63539455,99.9984130832,4668.63539455
4668.91635109,3.93772e-05,9.34558,0.0101185,100,1,3264.96,99.9978185176,0.00973599,100,1.00002,89.9084891144,3.93233e-09,89.9084891144,4668.95,1.00068,0.974266,0.01,500.0,0.1,1.01254,4668.91635109,99.9961232209,4668.91635109
4667.63271428,2.02061e-05,11.4156,0.0100722,100,1,3263.68,99.99878408,0.00978687,100,1.00001,133.276949591,2.02108e-09,133.276949591,4667.66,0.999882,0.978571,0.01,500.0,0.1,1.0071,4667.63271428,99.9980199672,4667.63271428
4668.74976056,1.69907e-05,9.67691,0.0100801,100,1,3264.77,99.9983907005,0.0098572,100,1.00002,95.2313265604,1.69905e-09,95.2313265604,4668.77,1.00001,0.985726,0.01,500.0,0.1,1.00802,4668.74976056,99.9983368243,4668.74976056
4668.17520547,5.91691e-06,8.27229,0.0100536,100,1,3264.23,99.9993920363,0.00989077,100,1.00001,69.2864294094,5.91654e-10,69.2864294094,4668.18,1.00003,0.989107,0.01,500.0,0.1,1.00539,4668.17520547,99.9993782261,4668.17520547
4669.3086065,1.47302e-05,8.65841,0.0100786,100,1,3265.41,99.9989152072,0.00991144,100,1.00001,76.1009372125,1.47268e-09,76.1009372125,4669.33,1.00011,0.991256,0.01,500.0,0.1,1.00797,4669.3086065,99.9985429658,4669.3086065
4667.82657524,4.42856e-05,9.01733,0.0101626,100,1,3263.92,99.9979615627,0.00965746,100,1.00002,82.9527977086,4.42838e-09,82.9527977086,4667.87,1.00002,0.965766,0.01,500.0,0.1,1.01629,4667.82657524,99.9956324063,4667.82657524
4670.27257303,1.67817e-05,8.12283,0.0100703,100,1,3266.3,99.99878408,0.00978258,100,1.00001,67.2757814098,1.6771e-09,67.2757814098,4670.29,1.00032,0.978569,0.01,500.0,0.1,1.00735,4670.27257303,99.9983220881,4670.27257303
4669.3746349,1.94277e-05,7.21288,0.0100909,100,1,3265.47,99.9985933502,0.00987004,100,1.00001,52.7766557481,1.94221e-09,52.7766557481,4669.39,1.00014,0.987146,0.01,500.0,0.1,1.00923,4669.3746349,99.998089139,4669.3746349
4668.17965613,0.000122325,10.736,0.0101353,100,1,3264.23,99.9943259598,0.00945048,100,1.00006,121.502089226,1.22536e-08,121.502089226,4668.24,0.99914,0.944235,0.01,500.0,0.1,1.01266,4668.17965613,99.9878522961,4668.17965613
4667.53815844,6.65481e-05,11.584,0.0101216,100,1,3263.65,99.9957682493,0.00968886,100,1.00004,139.223436236,6.66226e-09,139.223436236,4667.6,0.99944,0.968343,0.01,500.0,0.1,1.01159,4667.53815844,99.9934124718,4667.53815844
4668.67828937,3.68262e-05,9.27125,0.0101211,100,1,3264.72,99.997997324,0.00984234,100,1.00002,87.7908270764,3.68622e-09,87.7908270764,4668.71,0.999512,0.983754,0.01,500.0,0.1,1.01162,4668.67828937,99.9963247541,4668.67828937
4667.73787366,2.31771e-05,10.1944,0.0100773,100,1,3263.89,99.9985456678,0.00984711,100,1.00001,106.163473075,2.31739e-09,106.163473075,4667.77,1.00007,0.984779,0.01,500.0,0.1,1.0078,4667.73787366,99.9977304513,4667.73787366
4669.13559758,3.32768e-05,9.29113,0.0102017,100,1,3265.15,99.9981046082,0.00984467,100,1.00002,87.9979200758,3.32578e-09,87.9979200758,4669.16,1.00029,0.98475,0.01,500.0,0.1,1.02047,4669.13559758,99.996724195,4669.13559758
4669.32788108,3.40847e-05,9.552,0.0101064,100,1,3265.34,99.9976397118,0.00972047,100,1.00002,93.1602271906,3.41028e-09,93.1602271906,4669.35,0.999735,0.971789,0.01,500.0,0.1,1.01037,4669.32788108,99.9966231819,4669.32788108
4669.31238638,3.76177e-05,9.22888,0.0101625,100,1,3265.36,99.9975562693,0.00972715,100,1.00002,86.6535919943,3.76317e-09,86.6535919943,4669.34,0.999815,0.972535,0.01,500.0,0.1,1.01607,4669.31238638,99.9962877169,4669.31238638
4668.18481073,3.24416e-05,8.26041,0.010136,100,1,3264.34,99.9980926877,0.00981392,100,1.00002,69.4255528493,3.24849e-09,69.4255528493,4668.21,0.999334,0.980738,0.01,500.0,0.1,1.01292,4668.18481073,99.9968012306,4668.18481073
4669.21157866,1.09737e-05,8.69709,0.0100772,100,1,3265.28,99.999356274,0.00989906,100,1.00001,76.6697746366,1.09731e-09,76.6697746366,4669.23,1.00003,0.989935,0.01,500.0,0.1,1.00774,4669.21157866,99.9989242954,4669.21157866
4669.89497597,5.0817e-06,7.13317,0.0100517,100,1,3266.04,99.9998092655,0.00992101,100,1.0,51.5912393212,5.07951e-10,51.5912393212,4669.9,1.00022,0.992316,0.01,500.0,0.1,1.00539,4669.89497597,99.9994965708,4669.89497597
4669.8839622,1.90553e-05,8.11506,0.010104,100,1,3265.91,99.9989271279,0.0098731,100,1.00001,66.8799509716,1.90558e-09,66.8799509716,4669.9,0.999988,0.987298,0.01,500.0,0.1,1.01039,4669.8839622,99.9981308017,4669.8839622
4669.36676669,1.38969e-05,7.76264,0.0100746,100,1,3265.38,99.9990940176,0.00989396,100,1.00001,61.0632563835,1.38993e-09,61.0632563835,4669.38,0.999913,0.989309,0.01,500.0,0.1,1.00737,4669.36676669,99.9986113432,4669.36676669
4668.17221023,3.98398e-05,10.0068,0.0101916,100,1,3264.24,99.9975920303,0.00986076,100,1.00002,102.144640071,3.98702e-09,102.144640071,4668.2,0.999618,0.9857,0.01,500.0,0.1,1.01877,4668.17221023,99.9960427659,4668.17221023
4669.52362489,1.87929e-05,7.28557,0.0101069,100,1,3265.56,99.9985933502,0.00988214,100,1.00001,53.7641506384,1.87992e-09,53.7641506384,4669.54,0.999831,0.988048,0.01,500.0,0.1,1.01052,4669.52362489,99.9981419546,4669.52362489
4669.78069788,3.61054e-05,9.56387,0.0100904,100,1,3265.84,99.9980450059,0.00971582,100,1.00002,94.1240262676,3.61834e-09,94.1240262676,4669.82,0.998923,0.970536,0.01,500.0,0.1,1.00795,4669.78069788,99.9964142339,4669.78069788
4669.87277023,2.98659e-05,7.88119,0.0100635,100,1,3265.98,99.9987960007,0.00975966,100,1.00001,63.2923708099,2.99009e-09,63.2923708099,4669.89,0.999416,0.975396,0.01,500.0,0.1,1.00577,4669.87277023,99.9970304969,4669.87277023
4668.40875996,3.81184e-05,10.0649,0.0101066,100,1,3264.56,99.9974489863,0.00978877,100,1.00003,103.751635776,3.81552e-09,103.751635776,4668.44,0.999517,0.978404,0.01,500.0,0.1,1.01017,4668.40875996,99.9962064665,4668.40875996
4668.6139664,0.000188687,11.325,0.0101321,100,1,3264.71,99.9915726135,0.00906693,100,1.00008,143.146638017,1.88793e-08,143.146638017,4668.72,0.99972,0.90644,0.01,500.0,0.1,1.01293,4668.6139664,99.9813015636,4668.6139664
4668.2512602,1.17188e-05,9.65067,0.0100858,100,1,3264.29,99.9990940176,0.00989405,100,1.00001,94.5340373075,1.17211e-09,94.5340373075,4668.27,0.999902,0.989308,0.01,500.0,0.1,1.00849,4668.2512602,99.998813523,4668.2512602
4669.00282913,8.17547e-05,10.3023,0.0101423,100,1,3265.08,99.9951960964,0.00958168,100,1.00005,109.950397603,8.16952e-09,109.950397603,4669.07,1.00036,0.958517,0.01,500.0,0.1,1.0146,4669.00282913,99.9919277137,4669.00282913
4669.23002182,1.84484e-05,9.48229,0.0100955,100,1,3265.3,99.998688715,0.00982206,100,1.00001,91.4098281123,1.84376e-09,91.4098281123,4669.25,1.00029,0.982494,0.01,500.0,0.1,1.00985,4669.23002182,99.9981771334,4669.23002182
4668.5754117,2.38024e-05,11.4051,0.0101032,100,1,3264.62,99.9980688468,0.00983396,100,1.00002,133.187844418,2.37974e-09,133.187844418,4668.61,1.0001,0.983499,0.01,500.0,0.1,1.01043,4668.5754117,99.9976618765,4668.5754117
4668.76622935,2.08258e-05,9.54184,0.0101158,100,1,3264.79,99.9985814296,0.00985166,100,1.00001,92.6012664884,2.08502e-09,92.6012664884,4668.79,0.999415,0.98459,0.01,500.0,0.1,1.01099,4668.76622935,99.9979503407,4668.76622935
4668.35296795,5.63037e-05,9.66964,0.0101854,100,1,3264.42,99.9961496882,0.00965096,100,1.00004,96.1839189714,5.63018e-09,96.1839189714,4668.4,1.00002,0.965112,0.01,500.0,0.1,1.01856,4668.35296795,99.9944232403,4668.35296795
4667.31132483,4.54391e-05,10.3197,0.010114,100,1,3263.36,99.996864894,0.00973746,100,1.00003,108.688687676,4.54868e-09,108.688687676,4667.35,0.999475,0.973235,0.01,500.0,0.1,1.01087,4667.31132483,99.9955002597,4667.31132483
4668.19974337,3.4627e-05,8.8232,0.01009,100,1,3264.24,99.9983668594,0.009793,100,1.00002,79.3794620301,3.46541e-09,79.3794620301,4668.23,0.999609,0.978918,0.01,500.0,0.1,1.0086,4668.19974337,99.9965693337,4668.19974337
4670.65630585,1.43801e-05,7.63767,0.0100681,100,1,3266.71,99.99878408,0.00983162,100,1.00001,59.3508927718,1.43784e-09,59.3508927718,4670.67,1.00006,0.983221,0.01,500.0,0.1,1.00687,4670.65630585,99.998588662,4670.65630585
4669.73340166,2.11162e-05,8.39135,0.0100968,100,1,3265.75,99.9984860649,0.00983139,100,1.00002,71.5796419673,2.11342e-09,71.5796419673,4669.76,0.999575,0.982721,0.01,500.0,0.1,1.00925,4669.73340166,99.9979354035,4669.73340166
4669.08494913,2.00371e-05,8.63885,0.010074,100,1,3265.1,99.9981046082,0.00984625,100,1.00002,75.9218071346,2.0025e-09,75.9218071346,4669.11,1.0003,0.984923,0.01,500.0,0.1,1.0077,4669.08494913,99.9980284266,4669.08494913
4668.13644255,1.7468e-05,7.95713,0.0101064,100,1,3264.14,99.998569509,0.00991954,100,1.00001,64.0403677604,1.74632e-09,64.0403677604,4668.15,1.00014,0.99209,0.01,500.0,0.1,1.01078,4668.13644255,99.9982569464,4668.13644255
4668.64621143,2.07637e-05,8.10908,0.0100808,100,1,3264.66,99.998569509,0.00988169,100,1.00001,66.6657010699,2.07905e-09,66.6657010699,4668.66,0.999355,0.987532,0.01,500.0,0.1,1.00743,4668.64621143,99.9979387665,4668.64621143
4668.67150244,2.21045e-05,10.2252,0.0100949,100,1,3264.71,99.9985218267,0.00978894,100,1.00001,106.732144331,2.21064e-09,106.732144331,4668.7,0.999957,0.978852,0.01,500.0,0.1,1.00945,4668.67150244,99.9977874178,4668.67150244
4670.23063545,2.93154e-05,8.15855,0.0101033,100,1,3266.33,99.9981046082,0.00982648,100,1.00002,67.8048096349,2.92773e-09,67.8048096349,4670.25,1.00065,0.983287,0.01,500.0,0.1,1.01099,4670.23063545,99.9971142129,4670.23063545
4669.59454686,2.973e-05,9.14581,0.0100961,100,1,3265.63,99.9986767944,0.00972653,100,1.00001,85.505644,2.9768e-09,85.505644,4669.62,0.999362,0.972033,0.01,500.0,0.1,1.00897,4669.59454686,99.997049423,4669.59454686
4669.26370929,9.786e-06,8.73485,0.0100575,100,1,3265.29,99.9995112443,0.00990524,100,1.0,77.2546722559,9.78215e-10,77.2546722559,4669.28,1.0002,0.990718,0.01,500.0,0.1,1.00595,4669.26370929,99.9990388918,4669.26370929
4668.0478861,6.29745e-05,10.3669,0.0101268,100,1,3264.2,99.9961377682,0.00961102,100,1.00004,112.310150074,6.31022e-09,112.310150074,4668.11,0.998988,0.960129,0.01,500.0,0.1,1.01165,4668.0478861,99.9937760324,4668.0478861
4669.66291006,9.09242e-06,7.9876,0.0100566,100,1,3265.69,99.9992489871,0.0099151,100,1.00001,64.7414641686,9.0852e-10,64.7414641686,4669.68,1.0004,0.991904,0.01,500.0,0.1,1.00606,4669.66291006,99.9991077214,4669.66291006
4668.39190366,7.82477e-05,10.9531,0.0101265,100,1,3264.44,99.995410653,0.00963119,100,1.00005,124.772347514,7.83075e-09,124.772347514,4668.46,0.999618,0.962751,0.01,500.0,0.1,1.01226,4668.39190366,99.9922498414,4668.39190366
4669.14135232,8.35489e-05,9.24321,0.0101435,100,1,3265.2,99.9958397689,0.00961035,100,1.00004,87.682621805,8.37401e-09,87.682621805,4669.19,0.998857,0.959936,0.01,500.0,0.1,1.01319,4669.14135232,99.9916826006,4669.14135232
4669.29157779,1.82383e-05,9.08673,0.0101053,100,1,3265.33,99.9991059383,0.00985779,100,1.00001,83.8739691645,1.82531e-09,83.8739691645,4669.31,0.999594,0.985379,0.01,500.0,0.1,1.01012,4669.29157779,99.998183491,4669.29157779
4668.64290406,1.78574e-05,8.40302,0.0100738,100,1,3264.75,99.9988675246,0.00982053,100,1.00001,71.9904193844,1.78595e-09,71.9904193844,4668.66,0.999941,0.981995,0.01,500.0,0.1,1.00732,4668.64290406,99.9982298992,4668.64290406
4670.07398482,2.93328e-05,8.05466,0.0100663,100,1,3266.1,99.9985456678,0.00969683,100,1.00001,66.6535897892,2.93724e-09,66.6535897892,4670.1,0.999326,0.96903,0.01,500.0,0.1,1.00596,4670.07398482,99.9971065725,4670.07398482
4669.53442378,1.13363e-05,7.91035,0.0100811,100,1,3265.56,99.9992966701,0.00988535,100,1.00001,63.3269347634,1.13431e-09,63.3269347634,4669.54,0.999703,0.988242,0.01,500.0,0.1,1.00781,4669.53442378,99.9988934181,4669.53442378
4669.08511397,2.25566e-05,7.51247,0.0100872,100,1,3265.26,99.9983668594,0.00979686,100,1.00002,57.414008151,2.25281e-09,57.414008151,4669.1,1.00063,0.980305,0.01,500.0,0.1,1.00936,4669.08511397,99.9977584131,4669.08511397
4651.8984532,0.00682626,82.9944,0.0109223,100,1,3254.1,99.5262405501,0.00467334,100,1.00476,31299.9248933,6.79044e-07,31299.9248933,4661.42,1.00263,0.468565,0.01,498.13,0.1,1.09511,4651.8984532,99.3322110106,4651.8984532
4671.55683353,1.4389e-05,7.68223,0.010079,100,1,3267.72,99.9989748106,0.00984767,100,1.00001,60.1360854883,1.43855e-09,60.1360854883,4671.57,1.00012,0.984887,0.01,500.0,0.1,1.00802,4671.55683353,99.9985696779,4671.55683353
4670.95363452,2.09796e-05,7.47396,0.0100734,100,1,3266.98,99.9984503033,0.00976947,100,1.00002,57.0235202087,2.09685e-09,57.0235202087,4670.98,1.00027,0.977207,0.01,500.0,0.1,1.00761,4670.95363452,99.9978948812,4670.95363452
4669.0745847,9.32895e-05,11.6049,0.010116,100,1,3265.14,99.9959112886,0.00950307,100,1.00004,143.709710535,9.35672e-09,143.709710535,4669.14,0.998515,0.948895,0.01,500.0,0.1,1.01009,4669.0745847,99.9907286028,4669.0745847
4668.58226674,1.78779e-05,8.18508,0.0101033,100,1,3264.65,99.9988556039,0.00987502,100,1.00001,67.8409643524,1.79148e-09,67.8409643524,4668.6,0.998969,0.986484,0.01,500.0,0.1,1.00929,4668.58226674,99.9982090842,4668.58226674
4668.2605506,0.000121684,12.3802,0.0102008,100,1,3264.35,99.9946001108,0.00945513,100,1.00005,163.674231511,1.22066e-08,163.674231511,4668.35,0.998435,0.944034,0.01,500.0,0.1,1.01849,4668.2605506,99.9878933814,4668.2605506
4667.56164203,6.84027e-05,12.4299,0.0101131,100,1,3263.64,99.9959828083,0.00963491,100,1.00004,162.799046265,6.85715e-09,162.799046265,4667.62,0.998769,0.962305,0.01,500.0,0.1,1.01006,4667.56164203,99.9932400066,4667.56164203
4669.16257376,1.64146e-05,8.41644,0.0100933,100,1,3265.19,99.998819842,0.00984628,100,1.00001,72.2055766222,1.64259e-09,72.2055766222,4669.18,0.999658,0.984292,0.01,500.0,0.1,1.00899,4669.16257376,99.9983782184,4669.16257376
4670.91092879,1.73533e-05,8.0331,0.0100677,100,1,3266.95,99.9984503033,0.00980793,100,1.00002,66.0382486565,1.73461e-09,66.0382486565,4670.93,1.00021,0.980997,0.01,500.0,0.1,1.00698,4670.91092879,99.9982646961,4670.91092879
4668.38061188,7.75786e-05,11.8933,0.0102116,100,1,3264.48,99.9952437756,0.00973389,100,1.00005,146.138386107,7.77664e-09,146.138386107,4668.44,0.998792,0.972213,0.01,500.0,0.1,1.01993,4668.38061188,99.9923045316,4668.38061188
