IterType,EpsThisIter,VarNormIw,BatchSize,AvgEpLen,eRenyi2,J,AvgNormIw,Delta,AvgDiscRet,Bound,MinVanillaIw,VanillaAvgRet,VarJ,ESSClassic,MaxNormIw,VarVanillaIw,MaxVanillaIw,VarDiscRet,AvgVanillaIw,VarRet,AvgRet,MinNormIw,ESSRenyi
2,100,5.4391416e-20,500,500.0,1.0,4949.6777,0.0033333336,0.95,4999.6097521015645,4883.451,1.0,4999.6097521015645,496.793,299.999969473632,0.0033333334,,1.0,0.09972393302114879,1.0,0.09972393302114879,4999.6097521015645,0.0033333334,500.0
2,100,5.434597e-20,500,495.01,1.0,4949.6777,0.0024999997,0.95,4949.680972690829,4892.3237,1.0,4949.680972690829,496.96024,400.0,0.0025,,1.0,249967.8691833352,1.0,249967.8691833352,4949.680972690829,0.0025,500.0
1,100,2.721948e-06,500,495.01,1.6539304,4987.915,0.0020000003,0.95,4949.719681807483,4921.942,0.0007610011,4949.719681807483,143.82942,297.77392969650646,0.007734388,0.65460414,3.7929351,249971.76980283437,0.9807977,249971.76980283437,4949.719681807483,1.5518002e-06,302.31017716802455
2,100,3.5044917e-18,500,495.01,1.0,4949.673,0.009999998,0.95,4949.673217786954,4834.965,1.0,4949.673217786954,497.46094,100.0,0.01,,1.0,249967.08721177536,1.0,249967.08721177536,4949.673217786954,0.01,500.0
2,100,2.179301e-19,500,495.01,1.0,4949.672,0.0049999994,0.95,4949.671384578555,4868.561,1.0,4949.671384578555,497.46085,200.00000010221265,0.005,,1.0,249966.9022349608,1.0,249966.9022349608,4949.671384578555,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4966.337,0.0033333336,0.95,4999.664824983491,4900.1104,1.0,4999.664824983491,406.85825,299.999969473632,0.0033333334,,1.0,0.07162500446646916,1.0,0.07162500446646916,4999.664824983491,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4974.6694,0.0024999997,0.95,4999.669415616179,4917.3154,1.0,4999.669415616179,352.6451,400.0,0.0025,,1.0,0.09490508914398776,1.0,0.09490508914398776,4999.669415616179,0.0025,500.0
1,100,1.4526064e-06,500,495.01,1.3724009,4988.829,0.0019999999,0.95,4949.659924274806,4928.7324,0.0011646842,4949.659924274806,156.43753,366.9925972997464,0.008251468,0.3571712,4.0916214,249965.74625175327,0.9917318,249965.74625175327,4949.659924274806,2.3487887e-06,364.32503602812693
2,100,3.5044917e-18,500,500.0,1.0,4999.637,0.009999998,0.95,4999.637430243191,4884.929,1.0,4999.637430243191,0.29918936,100.0,0.01,,1.0,0.09042557296164154,1.0,0.09042557296164154,4999.637430243191,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.6016,0.0049999994,0.95,4999.566151662619,4918.4907,1.0,4999.566151662619,0.323533,200.00000010221265,0.005,,1.0,0.11847610663161608,1.0,0.11847610663161608,4999.566151662619,0.005,500.0
2,100,5.4391416e-20,500,495.01,1.0,4982.9614,0.0033333336,0.95,4949.680566019415,4916.735,1.0,4949.680566019415,288.17227,299.999969473632,0.0033333334,,1.0,249967.82802184875,1.0,249967.82802184875,4949.680566019415,0.0033333334,500.0
2,100,5.434597e-20,500,495.01,1.0,4974.628,0.0024999997,0.95,4949.628259600369,4917.274,1.0,4949.628259600369,352.64218,400.0,0.0025,,1.0,249962.5688193603,1.0,249962.5688193603,4949.628259600369,0.0025,500.0
1,100,3.7475567e-07,500,500.0,1.0863136,4985.136,0.002,0.95,4999.675101990526,4931.6694,0.6383543,4999.675101990526,229.46817,457.2467781814247,0.0070759444,0.09351826,3.5347486,0.10653808161521872,0.9990888,0.10653808161521872,4999.675101990526,0.001277873,460.27224326072115
2,100,3.5044917e-18,500,500.0,1.0,4999.668,0.009999998,0.95,4999.668056822942,4884.96,1.0,4999.668056822942,0.30825096,100.0,0.01,,1.0,0.09599933205328764,1.0,0.09599933205328764,4999.668056822942,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.6533,0.0049999994,0.95,4999.6386142103465,4918.5425,1.0,4999.6386142103465,0.31122681,200.00000010221265,0.005,,1.0,0.09927102253958899,1.0,0.09927102253958899,4999.6386142103465,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4999.6484,0.0033333336,0.95,4999.636777462418,4933.422,1.0,4999.636777462418,0.32612237,299.999969473632,0.0033333334,,1.0,0.12642309748258393,1.0,0.12642309748258393,4999.636777462418,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4999.6553,0.0024999997,0.95,4999.677994653311,4942.3013,1.0,4999.677994653311,0.3161773,400.0,0.0025,,1.0,0.08092601847734797,1.0,0.08092601847734797,4999.677994653311,0.0025,500.0
1,100,5.431875e-20,500,500.0,1.0,4999.655,0.0020000003,0.95,4999.648221940303,4948.356,1.0,4999.648221940303,0.31675333,500.00000664260017,0.002,,1.0,0.10278479704218216,1.0,0.10278479704218216,4999.648221940303,0.002,500.0
2,100,3.5044917e-18,500,500.0,1.0,4999.669,0.009999998,0.95,4999.669293630682,4884.961,1.0,4999.669293630682,0.3161497,100.0,0.01,,1.0,0.10095205411810365,1.0,0.10095205411810365,4999.669293630682,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.6484,0.0049999994,0.95,4999.627927584165,4918.5376,1.0,4999.627927584165,0.3178651,200.00000010221265,0.005,,1.0,0.1022844519423344,1.0,0.1022844519423344,4999.627927584165,0.005,500.0
2,100,5.4391416e-20,500,495.02,1.0,4983.009,0.0033333336,0.95,4949.72874474735,4916.782,1.0,4949.72874474735,287.59787,299.999969473632,0.0033333334,,1.0,248965.7189191809,1.0,248965.7189191809,4949.72874474735,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4987.172,0.0024999997,0.95,4999.661196152619,4929.818,1.0,4999.661196152619,249.17145,400.0,0.0025,,1.0,0.0967093428280336,1.0,0.0967093428280336,4999.661196152619,0.0025,500.0
1,100,3.5473437e-07,500,500.0,1.0892869,4997.1494,0.0019999999,0.95,4999.71014254982,4943.6094,0.102678224,4999.71014254982,56.247158,459.3450940851456,0.0031795236,0.090449885,1.6055152,0.09090758874908962,1.0099093,0.09090758874908962,4999.71014254982,0.00020334148,459.01588392839653
2,100,3.5044917e-18,500,500.0,1.0,4999.647,0.009999998,0.95,4999.646626173246,4884.939,1.0,4999.646626173246,0.3270635,100.0,0.01,,1.0,0.10805326993350535,1.0,0.10805326993350535,4999.646626173246,0.01,500.0
2,100,2.179301e-19,500,495.01,1.0,4974.6475,0.0049999994,0.95,4949.648248524477,4893.5366,1.0,4949.648248524477,352.64355,200.00000010221265,0.005,,1.0,249964.5516731196,1.0,249964.5516731196,4949.648248524477,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4982.9985,0.0033333336,0.95,4999.700713339171,4916.772,1.0,4999.700713339171,288.17435,299.999969473632,0.0033333334,,1.0,0.07903918700049009,1.0,0.07903918700049009,4999.700713339171,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4987.161,0.0024999997,0.95,4999.648795951309,4929.807,1.0,4999.648795951309,249.67052,400.0,0.0025,,1.0,0.11438103924383118,1.0,0.11438103924383118,4999.648795951309,0.0025,500.0
1,100,3.70478e-07,500,500.0,1.0914794,4997.949,0.002,0.95,4999.6507772258665,4944.3555,0.041837953,4999.6507772258665,38.372158,457.6934270475083,0.002857272,0.09488447,1.4459989,0.10445509380374059,1.0121534,0.10445509380374059,4999.6507772258665,8.267117e-05,458.09384083190105
2,100,3.5044917e-18,500,500.0,1.0,4999.715,0.009999998,0.95,4999.715100017126,4885.007,1.0,4999.715100017126,0.27733406,100.0,0.01,,1.0,0.07770074837349744,1.0,0.07770074837349744,4999.715100017126,0.01,500.0
2,100,2.179301e-19,500,490.03,1.0,4949.7505,0.0049999994,0.95,4899.786063508726,4868.6396,1.0,4899.786063508726,496.96744,200.00000010221265,0.005,,1.0,493899.33041027834,1.0,493899.33041027834,4899.786063508726,0.005,500.0
2,100,5.4391416e-20,500,495.01,1.0,4949.74,0.0033333336,0.95,4949.719577342141,4883.5137,1.0,4949.719577342141,497.1336,299.999969473632,0.0033333334,,1.0,249971.75462061114,1.0,249971.75462061114,4949.719577342141,0.0033333334,500.0
2,100,5.434597e-20,500,495.02,1.0,4949.7456,0.0024999997,0.95,4949.762671887601,4892.3916,1.0,4949.762671887601,496.967,400.0,0.0025,,1.0,248969.10248914015,1.0,248969.10248914015,4949.762671887601,0.0025,500.0
1,100,2.801359e-06,500,500.0,1.6151798,4992.493,0.002,0.95,4999.670665105287,4927.2974,9.3731305e-06,4999.670665105287,105.30029,294.3013037713296,0.009890583,0.6402389,4.7283382,0.10261150557474442,0.9561293,0.10261150557474442,4999.670665105287,1.9606407e-08,309.5630635517757
2,100,3.5044917e-18,500,495.01,1.0,4949.694,0.009999998,0.95,4949.693823844316,4834.986,1.0,4949.693823844316,497.46304,100.0,0.01,,1.0,249969.17131884705,1.0,249969.17131884705,4949.693823844316,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4974.6875,0.0049999994,0.95,4999.681443409655,4893.5767,1.0,4999.681443409655,352.64636,200.00000010221265,0.005,,1.0,0.10063305428340441,1.0,0.10063305428340441,4999.681443409655,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4983.0,0.0033333336,0.95,4999.6249110585695,4916.7734,1.0,4999.6249110585695,288.1745,299.999969473632,0.0033333334,,1.0,0.1080214459342464,1.0,0.1080214459342464,4999.6249110585695,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4987.1636,0.0024999997,0.95,4999.655555533747,4929.8096,1.0,4999.655555533747,249.67064,400.0,0.0025,,1.0,0.10786274905601614,1.0,0.10786274905601614,4999.655555533747,0.0025,500.0
1,100,2.0266641e-07,500,500.0,1.0506592,4992.5596,0.0019999999,0.95,4999.66139328425,4939.9775,0.3321764,4999.66139328425,158.82314,475.9342523583747,0.003755271,0.050312027,1.8710538,0.10229673984360753,0.9964947,0.10229673984360753,4999.66139328425,0.0006666897,475.8917160450796
2,100,3.5044917e-18,500,500.0,1.0,4999.6484,0.009999998,0.95,4999.648748399896,4884.9404,1.0,4999.648748399896,0.3488915,100.0,0.01,,1.0,0.12295325459683797,1.0,0.12295325459683797,4999.648748399896,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.6416,0.0049999994,0.95,4999.634505223819,4918.531,1.0,4999.634505223819,0.32112557,200.00000010221265,0.005,,1.0,0.08526360078256083,1.0,0.08526360078256083,4999.634505223819,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4999.632,0.0033333336,0.95,4999.612416348471,4933.4053,1.0,4999.612416348471,0.32570493,299.999969473632,0.0033333334,,1.0,0.11256581060626258,1.0,0.11256581060626258,4999.612416348471,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4999.6313,0.0024999997,0.95,4999.628743879003,4942.2773,1.0,4999.628743879003,0.33063024,400.0,0.0025,,1.0,0.1201993754033118,1.0,0.1201993754033118,4999.628743879003,0.0025,500.0
1,100,2.9702346e-07,500,495.01,1.062965,4993.1797,0.002,0.95,4949.623103351803,4940.2905,0.25284943,4949.623103351803,144.07088,465.50284646211526,0.004607203,0.077130474,2.3477669,249962.03095676252,1.0191723,249962.03095676252,4949.623103351803,0.00049618585,470.3823581494566
2,100,3.5044917e-18,500,495.01,1.0,4949.6826,0.009999998,0.95,4949.682288217926,4834.9746,1.0,4949.682288217926,497.4619,100.0,0.01,,1.0,249968.00525501126,1.0,249968.00525501126,4949.682288217926,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4974.6626,0.0049999994,0.95,4999.6434207214925,4893.552,1.0,4999.6434207214925,352.64465,200.00000010221265,0.005,,1.0,0.10655458985321582,1.0,0.10655458985321582,4999.6434207214925,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4982.9775,0.0033333336,0.95,4999.606369554153,4916.751,1.0,4999.606369554153,288.1732,299.999969473632,0.0033333334,,1.0,0.10542091734247168,1.0,0.10542091734247168,4999.606369554153,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4987.1484,0.0024999997,0.95,4999.658874449917,4929.7944,1.0,4999.658874449917,249.66988,400.0,0.0025,,1.0,0.09925781530634097,1.0,0.09925781530634097,4999.658874449917,0.0025,500.0
1,100,4.0049292e-07,500,500.0,1.1024067,4995.866,0.0019999999,0.95,4999.706850598201,4942.0044,0.12399623,4999.706850598201,84.788185,454.57731479321035,0.004041942,0.10257863,2.0456018,0.07458710079797441,1.0121876,0.07458710079797441,4999.706850598201,0.0002450064,453.5531050131828
2,100,3.5044917e-18,500,500.0,1.0,4999.6494,0.009999998,0.95,4999.650043945088,4884.9414,1.0,4999.650043945088,0.31669274,100.0,0.01,,1.0,0.10131464338233766,1.0,0.10131464338233766,4999.650043945088,0.01,500.0
2,100,2.179301e-19,500,495.02,1.0,4974.711,0.0049999994,0.95,4949.772335515266,4893.6,1.0,4949.772335515266,351.94058,200.00000010221265,0.005,,1.0,248970.10787692215,1.0,248970.10787692215,4949.772335515266,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4983.015,0.0033333336,0.95,4999.6218726854395,4916.7886,1.0,4999.6218726854395,287.5982,299.999969473632,0.0033333334,,1.0,0.11716888929942626,1.0,0.11716888929942626,4999.6218726854395,0.0033333334,500.0
2,100,5.434597e-20,500,495.01,1.0,4974.6846,0.0024999997,0.95,4949.694577456561,4917.3306,1.0,4949.694577456561,352.29263,400.0,0.0025,,1.0,249969.2387593968,1.0,249969.2387593968,4949.694577456561,0.0025,500.0
1,100,1.4789905e-06,500,495.01,1.3848153,4990.679,0.0020000003,0.95,4949.645124690262,4930.3115,0.0007924793,4949.645124690262,118.12789,365.227896277544,0.005342826,0.36167434,2.6420875,249964.24710325207,0.98902243,249964.24710325207,4949.645124690262,1.6025507e-06,361.05897101519514
2,100,3.5044917e-18,500,500.0,1.0,4999.638,0.009999998,0.95,4999.638166336528,4884.93,1.0,4999.638166336528,0.3376485,100.0,0.01,,1.0,0.11516319923405202,1.0,0.11516319923405202,4999.638166336528,0.01,500.0
2,100,2.179301e-19,500,490.03,1.0,4949.7207,0.0049999994,0.95,4899.803662924227,4868.61,1.0,4899.803662924227,496.9645,200.00000010221265,0.005,,1.0,493902.90452616423,1.0,493902.90452616423,4899.803662924227,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4966.363,0.0033333336,0.95,4999.6458685899825,4900.136,1.0,4999.6458685899825,406.4518,299.999969473632,0.0033333334,,1.0,0.10533123249322981,1.0,0.10533123249322981,4999.6458685899825,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4974.6855,0.0024999997,0.95,4999.657869579073,4917.3315,1.0,4999.657869579073,352.2928,400.0,0.0025,,1.0,0.0976033403498065,1.0,0.0976033403498065,4999.657869579073,0.0025,500.0
1,100,8.3926744e-07,500,495.01,1.2027147,4983.163,0.002,0.95,4949.675912381241,4926.9043,0.013978103,4949.675912381241,263.59583,413.429079839567,0.0059145833,0.2180434,3.0147095,249967.3570732178,1.0194156,249967.3570732178,4949.675912381241,2.7423755e-05,415.72619644444075
2,100,3.5044917e-18,500,500.0,1.0,4999.6655,0.009999998,0.95,4999.665326221938,4884.9575,1.0,4999.665326221938,0.311804,100.0,0.01,,1.0,0.09818968281735149,1.0,0.09818968281735149,4999.665326221938,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.668,0.0049999994,0.95,4999.671171739826,4918.557,1.0,4999.671171739826,0.32113564,200.00000010221265,0.005,,1.0,0.11011115867106261,1.0,0.11011115867106261,4999.671171739826,0.005,500.0
2,100,5.4391416e-20,500,495.01,1.0,4983.009,0.0033333336,0.95,4949.691046930901,4916.782,1.0,4949.691046930901,288.17502,299.999969473632,0.0033333334,,1.0,249968.86997722948,1.0,249968.86997722948,4949.691046930901,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4987.172,0.0024999997,0.95,4999.6596513454915,4929.818,1.0,4999.6596513454915,249.67107,400.0,0.0025,,1.0,0.12693301897375572,1.0,0.12693301897375572,4999.6596513454915,0.0025,500.0
1,100,4.7704333e-07,500,500.0,1.1071019,4995.619,0.002,0.95,4999.674256901049,4941.643,0.055688776,4999.674256901049,90.80519,446.8186641819338,0.003407338,0.11463916,1.670332,0.11375982117504235,0.9804323,0.11375982117504235,4999.674256901049,0.00011360046,451.62960356384656
2,100,3.5044917e-18,500,500.0,1.0,4999.6445,0.009999998,0.95,4999.644787737789,4884.9365,1.0,4999.644787737789,0.3096143,100.0,0.01,,1.0,0.09683701352357668,1.0,0.09683701352357668,4999.644787737789,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.6323,0.0049999994,0.95,4999.620414252879,4918.5215,1.0,4999.620414252879,0.3145273,200.00000010221265,0.005,,1.0,0.10269996000323986,1.0,0.10269996000323986,4999.620414252879,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4999.6274,0.0033333336,0.95,4999.617922980728,4933.401,1.0,4999.617922980728,0.32191822,299.999969473632,0.0033333334,,1.0,0.11405267655237461,1.0,0.11405267655237461,4999.617922980728,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4999.6294,0.0024999997,0.95,4999.635811718849,4942.2754,1.0,4999.635811718849,0.32002297,400.0,0.0025,,1.0,0.09971200592225855,1.0,0.09971200592225855,4999.635811718849,0.0025,500.0
1,100,5.431875e-20,500,500.0,1.0,4999.6377,0.0020000003,0.95,4999.665977316203,4948.339,1.0,4999.665977316203,0.32741386,500.00000664260017,0.002,,1.0,0.1265433885739594,1.0,0.1265433885739594,4999.665977316203,0.002,500.0
2,100,3.5044917e-18,500,500.0,1.0,4999.631,0.009999998,0.95,4999.631298969025,4884.923,1.0,4999.631298969025,0.334419,100.0,0.01,,1.0,0.11297828426612448,1.0,0.11297828426612448,4999.631298969025,0.01,500.0
2,100,2.179301e-19,500,495.02,1.0,4974.673,0.0049999994,0.95,4949.715519702278,4893.562,1.0,4949.715519702278,351.93787,200.00000010221265,0.005,,1.0,248964.26607003523,1.0,248964.26607003523,4949.715519702278,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4982.998,0.0033333336,0.95,4999.645308103485,4916.7715,1.0,4999.645308103485,287.59717,299.999969473632,0.0033333334,,1.0,0.11251679857154567,1.0,0.11251679857154567,4999.645308103485,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4987.164,0.0024999997,0.95,4999.663248761259,4929.81,1.0,4999.663248761259,249.17099,400.0,0.0025,,1.0,0.09240550534726706,1.0,0.09240550534726706,4999.663248761259,0.0025,500.0
1,100,2.5284754e-07,500,500.0,1.0594171,4993.142,0.002,0.95,4999.68846118236,4940.3413,0.35628504,4999.68846118236,145.46321,470.3290108767367,0.004256771,0.06217134,2.1107948,0.08121339457430721,0.9917352,0.08121339457430721,4999.68846118236,0.0007185084,471.9576326637624
2,100,3.5044917e-18,500,500.0,1.0,4999.7085,0.009999998,0.95,4999.708331698451,4885.0005,1.0,4999.708331698451,0.29450345,100.0,0.01,,1.0,0.08760193269205972,1.0,0.08760193269205972,4999.708331698451,0.01,500.0
2,100,2.179301e-19,500,495.01,1.0,4974.661,0.0049999994,0.95,4949.614068784708,4893.5503,1.0,4949.614068784708,352.64453,200.00000010221265,0.005,,1.0,249961.13019627164,1.0,249961.13019627164,4949.614068784708,0.005,500.0
2,100,5.4391416e-20,500,495.01,1.0,4966.329,0.0033333336,0.95,4949.664261855259,4900.1025,1.0,4949.664261855259,406.85764,299.999969473632,0.0033333334,,1.0,249966.1852041414,1.0,249966.1852041414,4949.664261855259,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4974.6543,0.0024999997,0.95,4999.630525004573,4917.3003,1.0,4999.630525004573,352.644,400.0,0.0025,,1.0,0.0956132000829322,1.0,0.0956132000829322,4999.630525004573,0.0025,500.0
1,100,4.5730556e-07,500,500.0,1.0916581,4985.842,0.0019999999,0.95,4999.657735855551,4932.2437,0.6648736,4999.657735855551,218.33792,448.7936705833052,0.0069885063,0.11799745,3.5499108,0.10832095357619885,1.0159284,0.10832095357619885,4999.657735855551,0.0013088986,458.01885494412664
2,100,3.5044917e-18,500,500.0,1.0,4999.6772,0.009999998,0.95,4999.677476716824,4884.969,1.0,4999.677476716824,0.31054962,100.0,0.01,,1.0,0.0974237247484695,1.0,0.0974237247484695,4999.677476716824,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.667,0.0049999994,0.95,4999.656986354173,4918.556,1.0,4999.656986354173,0.32142746,200.00000010221265,0.005,,1.0,0.11109230355096177,1.0,0.11109230355096177,4999.656986354173,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4999.6543,0.0033333336,0.95,4999.627185746443,4933.4277,1.0,4999.627185746443,0.3228787,299.999969473632,0.0033333334,,1.0,0.10610134630761815,1.0,0.10610134630761815,4999.627185746443,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4999.6445,0.0024999997,0.95,4999.6176225464105,4942.2905,1.0,4999.6176225464105,0.33069193,400.0,0.0025,,1.0,0.12495657943531698,1.0,0.12495657943531698,4999.6176225464105,0.0025,500.0
1,100,9.946257e-11,500,500.0,1.0000207,4999.641,0.002,0.95,4999.620613813251,4948.342,0.98481715,4999.620613813251,0.3305198,499.9876457065859,0.0020521292,2.4865505e-05,1.0260618,0.11039761348684937,0.9999972,0.11039761348684937,4999.620613813251,0.00196964,499.98962900692857
2,100,3.5044917e-18,500,500.0,1.0,4999.675,0.009999998,0.95,4999.674879444,4884.967,1.0,4999.674879444,0.29218882,100.0,0.01,,1.0,0.08626279341084614,1.0,0.08626279341084614,4999.674879444,0.01,500.0
2,100,2.179301e-19,500,495.01,1.0,4974.6836,0.0049999994,0.95,4949.691503449069,4893.5728,1.0,4949.691503449069,352.64603,200.00000010221265,0.005,,1.0,249968.93331667784,1.0,249968.93331667784,4949.691503449069,0.005,500.0
2,100,5.4391416e-20,500,495.01,1.0,4966.339,0.0033333336,0.95,4949.650550595327,4900.1123,1.0,4949.650550595327,406.85843,299.999969473632,0.0033333334,,1.0,249964.81579906814,1.0,249964.81579906814,4949.650550595327,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4974.666,0.0024999997,0.95,4999.646583233011,4917.312,1.0,4999.646583233011,352.64487,400.0,0.0025,,1.0,0.11601207394676506,1.0,0.11601207394676506,4999.646583233011,0.0025,500.0
1,100,7.5708476e-07,500,500.0,1.1999332,4994.7607,0.002,0.95,4999.641085438169,4938.5674,0.029933019,4999.641085438169,80.246025,420.55940354895324,0.0040412974,0.18845066,2.016264,0.0994855706839635,0.99783003,0.0994855706839635,4999.641085438169,5.999623e-05,416.6898723783548
2,100,3.5044917e-18,500,500.0,1.0,4999.6533,0.009999998,0.95,4999.653597064798,4884.9453,1.0,4999.653597064798,0.33808365,100.0,0.01,,1.0,0.11544552764039559,1.0,0.11544552764039559,4999.653597064798,0.01,500.0
2,100,2.179301e-19,500,495.01,1.0,4974.646,0.0049999994,0.95,4949.639243677835,4893.535,1.0,4949.639243677835,352.64352,200.00000010221265,0.005,,1.0,249963.67696423086,1.0,249963.67696423086,4949.639243677835,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4983.0034,0.0033333336,0.95,4999.717126324142,4916.777,1.0,4999.717126324142,288.17468,299.999969473632,0.0033333334,,1.0,0.0873416874262545,1.0,0.0873416874262545,4999.717126324142,0.0033333334,500.0
2,100,5.434597e-20,500,490.03,1.0,4962.1973,0.0024999997,0.95,4899.7789947464835,4904.8433,1.0,4899.7789947464835,431.07065,400.0,0.0025,,1.0,493897.9674379787,1.0,493897.9674379787,4899.7789947464835,0.0025,500.0
1,100,1.0313481e-06,500,500.0,1.2440673,4981.556,0.002,0.95,4999.659762484908,4924.3384,0.031875476,4999.659762484908,235.0226,397.67080992640314,0.0058225817,0.24489515,2.8372858,0.10238287698330939,0.97457993,0.10238287698330939,4999.659762484908,6.541378e-05,401.90751373635453
2,100,3.5044917e-18,500,500.0,1.0,4999.6704,0.009999998,0.95,4999.6705175267325,4884.9624,1.0,4999.6705175267325,0.3025607,100.0,0.01,,1.0,0.09246135970080989,1.0,0.09246135970080989,4999.6705175267325,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.705,0.0049999994,0.95,4999.740014430459,4918.594,1.0,4999.740014430459,0.28367928,200.00000010221265,0.005,,1.0,0.06767392470581625,1.0,0.06767392470581625,4999.740014430459,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4999.7,0.0033333336,0.95,4999.689169232287,4933.4736,1.0,4999.689169232287,0.30238584,299.999969473632,0.0033333334,,1.0,0.11433877951593158,1.0,0.11433877951593158,4999.689169232287,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4999.6836,0.0024999997,0.95,4999.633486803544,4942.3296,1.0,4999.633486803544,0.30598855,400.0,0.0025,,1.0,0.09786559266252189,1.0,0.09786559266252189,4999.633486803544,0.0025,500.0
1,100,2.1320179e-07,500,495.01,1.0514513,4992.6196,0.0019999999,0.95,4949.686463037876,4940.0176,0.37160283,4949.686463037876,157.9366,474.74653921555483,0.004097634,0.053497706,2.0526047,249968.4282495305,1.0018487,249968.4282495305,4949.686463037876,0.0007418342,475.53318723708827
2,100,3.5044917e-18,500,500.0,1.0,4999.698,0.009999998,0.95,4999.698343309206,4884.99,1.0,4999.698343309206,0.322187,100.0,0.01,,1.0,0.10486640784188533,1.0,0.10486640784188533,4999.698343309206,0.01,500.0
2,100,2.179301e-19,500,495.02,1.0,4974.749,0.0049999994,0.95,4949.799410384096,4893.638,1.0,4949.799410384096,351.9432,200.00000010221265,0.005,,1.0,248972.70920534912,1.0,248972.70920534912,4949.799410384096,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4983.0376,0.0033333336,0.95,4999.614297963411,4916.811,1.0,4999.614297963411,287.59952,299.999969473632,0.0033333334,,1.0,0.10779095757459144,1.0,0.10779095757459144,4999.614297963411,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4987.1875,0.0024999997,0.95,4999.636794254162,4929.8335,1.0,4999.636794254162,249.17218,400.0,0.0025,,1.0,0.10434098874904212,1.0,0.10434098874904212,4999.636794254162,0.0025,500.0
1,100,0.0014569537,500,490.02,1.2883949,4999.9355,0.002,0.95,4899.709675169751,4941.7075,,4899.709675169751,1.3208103,1.3717047835283118,0.8525657,999.8119,706.2592,494890.92142232205,1.6567854,494890.92142232205,4899.709675169751,,388.0797643192349
2,100,3.5044917e-18,500,500.0,1.0,4999.6245,0.009999998,0.95,4999.624562893101,4884.9165,1.0,4999.624562893101,0.32863662,100.0,0.01,,1.0,0.10910237974875668,1.0,0.10910237974875668,4999.624562893101,0.01,500.0
2,100,2.179301e-19,500,500.0,1.0,4999.6167,0.0049999994,0.95,4999.608964692854,4918.506,1.0,4999.608964692854,0.33548945,200.00000010221265,0.005,,1.0,0.11817045123467347,1.0,0.11817045123467347,4999.608964692854,0.005,500.0
2,100,5.4391416e-20,500,500.0,1.0,4999.6094,0.0033333336,0.95,4999.594130426769,4933.383,1.0,4999.594130426769,0.350598,299.999969473632,0.0033333334,,1.0,0.14475370707227964,1.0,0.14475370707227964,4999.594130426769,0.0033333334,500.0
2,100,5.434597e-20,500,500.0,1.0,4999.6313,0.0024999997,0.95,4999.697728227902,4942.2773,1.0,4999.697728227902,0.34191132,400.0,0.0025,,1.0,0.0939357231177291,1.0,0.0939357231177291,4999.697728227902,0.0025,500.0
1,100,5.431875e-20,500,500.0,1.0,4999.643,0.0020000003,0.95,4999.6879874492315,4948.344,1.0,4999.6879874492315,0.33681852,500.00000664260017,0.002,,1.0,0.09803892243109134,1.0,0.09803892243109134,4999.6879874492315,0.002,500.0
