MaxVanillaIw,ESSClassic,eRenyi2,VarVanillaIw,AvgEpLen,AvgRet,Delta,EpsThisIter,MinNormIw,AvgNormIw,VarNormIw,VarDiscRet,VanillaAvgRet,MinVanillaIw,ESSRenyi,MaxNormIw,AvgVanillaIw,J,Bound,VarJ,VarRet,BatchSize,AvgDiscRet,IterType
1.0,400.0,1.0,,500.0,3.84966480391,0.8,100,0.0025,0.0025,5.4346e-20,187.091378735,3.84966480391,1.0,500.0,0.0025,1.0,-2.94651,-3.75161,11.7934,187.091378735,500,3.84966480391,2
1639.87,12.3353306738,2.86089,63074.7,500.0,-6.59334984118,0.8,100,1.37372e-06,0.002,0.000158453,162.176627836,-6.59334984118,0.0274079,174.770720684,0.0821925,39.9032,15.3118,14.0939,1.38901,162.176627836,500,-6.59334984118,1
1.0,100.0,1.0,,500.0,5.8258096261,0.8,100,0.01,0.01,3.50449e-18,344.148391354,5.8258096261,1.0,500.0,0.01,1.0,5.82581,3.51461,18.4582,344.148391354,500,5.8258096261,2
1.0,200.000000102,1.0,,500.0,-1.46810089408,0.8,100,0.005,0.005,2.1793e-19,216.78944185,-1.46810089408,1.0,500.0,0.005,1.0,2.17885,0.544589,17.0577,216.78944185,500,-1.46810089408,2
1.0,299.999969474,1.0,,500.0,-8.24411318919,0.8,100,0.00333333,0.00333333,5.43914e-20,53.7084304754,-8.24411318919,1.0,500.0,0.00333333,1.0,-1.29547,-2.62984,15.3571,53.7084304754,500,-8.24411318919,2
1.0,400.0,1.0,,500.0,6.01940311687,0.8,100,0.0025,0.0025,5.4346e-20,362.068077834,6.01940311687,1.0,500.0,0.0025,1.0,0.533249,-0.62235,16.6291,362.068077834,500,6.01940311687,2
2609.14,12.2245658594,5.43051,159708.0,500.0,-3.2096304791,0.8,100,1.68633e-07,0.002,0.000159925,112.766515351,-3.2096304791,0.00532904,92.072350539,0.0825642,63.2027,45.8619,43.4533,2.37042,112.766515351,500,-3.2096304791,1
1.0,100.0,1.0,,500.0,8.64735026522,0.8,100,0.01,0.01,3.50449e-18,296.968170981,8.64735026522,1.0,500.0,0.01,1.0,8.64735,6.71356,17.1464,296.968170981,500,8.64735026522,2
1.0,200.000000102,1.0,,500.0,6.69594736319,0.8,100,0.005,0.005,2.1793e-19,312.53144938,6.69594736319,1.0,500.0,0.005,1.0,7.67165,6.11316,17.397,312.53144938,500,6.69594736319,2
1.0,299.999969474,1.0,,500.0,3.86546971166,0.8,100,0.00333333,0.00333333,5.43914e-20,82.4066282809,3.86546971166,1.0,500.0,0.00333333,1.0,6.40292,5.13042,15.2376,82.4066282809,500,3.86546971166,2
1.0,400.0,1.0,,500.0,10.0503310905,0.8,100,0.0025,0.0025,5.4346e-20,463.79065032,10.0503310905,1.0,500.0,0.0025,1.0,7.31477,6.02524,17.071,463.79065032,500,10.0503310905,2
1280.55,12.6879107993,6.06024,38436.1,500.0,9.79475828282,0.8,100,1.13206e-07,0.002,0.000153938,181.438457424,9.79475828282,0.00178882,82.504927709,0.0810404,31.6028,50.6657,47.8263,5.92071,181.438457424,500,9.79475828282,1
1.0,100.0,1.0,,500.0,5.26703191856,0.8,100,0.01,0.01,3.50449e-18,154.581533138,5.26703191856,1.0,500.0,0.01,1.0,5.26703,4.04563,12.3708,154.581533138,500,5.26703191856,2
1.0,200.000000102,1.0,,500.0,17.2467142845,0.8,100,0.005,0.005,2.1793e-19,764.96244894,17.2467142845,1.0,500.0,0.005,1.0,11.2569,8.17503,22.1597,764.96244894,500,17.2467142845,2
1.0,299.999969474,1.0,,500.0,16.7091764366,0.8,100,0.00333333,0.00333333,5.43914e-20,716.857970899,16.7091764366,1.0,500.0,0.00333333,1.0,13.0743,10.558,23.8859,716.857970899,500,16.7091764366,2
1.0,400.0,1.0,,500.0,2.27984564358,0.8,100,0.0025,0.0025,5.4346e-20,356.61701727,2.27984564358,1.0,500.0,0.0025,1.0,10.3757,8.1965,23.1951,356.61701727,500,2.27984564358,2
452.999,12.3062280611,6.75398,4813.46,500.0,6.59482908253,0.8,100,1.85225e-10,0.002,0.000158837,243.079453465,6.59482908253,1.01965e-06,74.0303904321,0.0822895,11.0099,86.329,81.2635,5.50985,243.079453465,500,6.59482908253,1
1.0,100.0,1.0,,500.0,12.068284999,0.8,100,0.01,0.01,3.50449e-18,259.813738463,12.068284999,1.0,500.0,0.01,1.0,12.0683,9.83936,16.0379,259.813738463,500,12.068284999,2
1.0,200.000000102,1.0,,500.0,17.2397049323,0.8,100,0.005,0.005,2.1793e-19,402.830335549,17.2397049323,1.0,500.0,0.005,1.0,14.654,13.0091,18.2947,402.830335549,500,17.2397049323,2
1.0,299.999969474,1.0,,500.0,14.7017576944,0.8,100,0.00333333,0.00333333,5.43914e-20,328.955188081,14.7017576944,1.0,500.0,0.00333333,1.0,14.6699,13.1562,18.2122,328.955188081,500,14.7017576944,2
1.0,400.0,1.0,,500.0,23.7164107191,0.8,100,0.0025,0.0025,5.4346e-20,394.38473198,23.7164107191,1.0,500.0,0.0025,1.0,16.9315,15.3283,19.0189,394.38473198,500,23.7164107191,2
1225.3,10.6644267237,7.55362,29448.0,500.0,18.4011712827,0.8,100,3.00425e-11,0.002,0.000183907,342.674890806,18.4011712827,3.80159e-07,66.1934707857,0.0968309,25.308,63.1326,59.1915,7.01993,342.674890806,500,18.4011712827,1
1.0,100.0,1.0,,500.0,36.9631206204,0.8,100,0.01,0.01,3.50449e-18,617.176363175,36.9631206204,1.0,500.0,0.01,1.0,36.9631,33.1864,24.7185,617.176363175,500,36.9631206204,2
1.0,200.000000102,1.0,,500.0,25.3406711998,0.8,100,0.005,0.005,2.1793e-19,764.079242915,25.3406711998,1.0,500.0,0.005,1.0,31.1519,28.1563,26.786,764.079242915,500,25.3406711998,2
1.0,299.999969474,1.0,,500.0,12.5615719265,0.8,100,0.00333333,0.00333333,5.43914e-20,183.545861319,12.5615719265,1.0,500.0,0.00333333,1.0,24.9551,22.5092,24.8133,183.545861319,500,12.5615719265,2
1.0,400.0,1.0,,500.0,24.6230882693,0.8,100,0.0025,0.0025,5.4346e-20,647.088473325,24.6230882693,1.0,500.0,0.0025,1.0,24.8721,22.6359,24.9389,647.088473325,500,24.6230882693,2
860.896,12.4197189066,7.04861,17380.6,500.0,34.9637843046,0.8,100,2.56861e-08,0.002,0.000157349,260.541664817,34.9637843046,0.000269959,70.9359984484,0.0819124,21.0199,88.5766,83.2664,5.70933,260.541664817,500,34.9637843046,1
1.0,100.0,1.0,,500.0,27.3214523287,0.8,100,0.01,0.01,3.50449e-18,475.824256856,27.3214523287,1.0,500.0,0.01,1.0,27.3215,23.9439,21.7041,475.824256856,500,27.3214523287,2
1.0,200.000000102,1.0,,500.0,42.514806279,0.8,100,0.005,0.005,2.1793e-19,582.895634133,42.514806279,1.0,500.0,0.005,1.0,34.9181,31.9095,24.12,582.895634133,500,42.514806279,2
1.0,299.999969474,1.0,,500.0,30.2000285998,0.8,100,0.00333333,0.00333333,5.43914e-20,231.918709008,30.2000285998,1.0,500.0,0.00333333,1.0,33.3454,30.8889,21.664,231.918709008,500,30.2000285998,2
1.0,400.0,1.0,,500.0,32.4910127613,0.8,100,0.0025,0.0025,5.4346e-20,674.973519201,32.4910127613,1.0,500.0,0.0025,1.0,33.1318,31.0029,22.7858,674.973519201,500,32.4910127613,2
2144.65,12.3201514945,5.55247,107886.0,500.0,27.1781437489,0.8,100,1.63956e-07,0.002,0.000158653,829.782976176,27.1781437489,0.00427548,90.049964017,0.0822428,52.1541,84.6645,80.1776,3.20886,829.782976176,500,27.1781437489,1
1.0,100.0,1.0,,500.0,43.1041685335,0.8,100,0.01,0.01,3.50449e-18,665.931453409,43.1041685335,1.0,500.0,0.01,1.0,43.1042,39.0134,25.6763,665.931453409,500,43.1041685335,2
1.0,200.000000102,1.0,,500.0,49.1840589799,0.8,100,0.005,0.005,2.1793e-19,376.603651245,49.1840589799,1.0,500.0,0.005,1.0,46.1441,43.1853,22.9193,376.603651245,500,49.1840589799,2
1.0,299.999969474,1.0,,500.0,36.2099288552,0.8,100,0.00333333,0.00333333,5.43914e-20,342.111707001,36.2099288552,1.0,500.0,0.00333333,1.0,42.8327,40.4169,22.0233,342.111707001,500,36.2099288552,2
1.0,400.0,1.0,,500.0,34.7492596989,0.8,100,0.0025,0.0025,5.4346e-20,555.831695338,34.7492596989,1.0,500.0,0.0025,1.0,40.8119,38.7196,22.6625,555.831695338,500,34.7492596989,2
758.121,12.6807721692,4.55097,13471.8,500.0,38.7038486969,0.8,100,8.06964e-08,0.002,0.000154027,459.241081467,38.7038486969,0.000754688,109.866743447,0.0810635,18.7044,82.9274,78.9154,4.89276,459.241081467,500,38.7038486969,1
1.0,100.0,1.0,,500.0,51.6715293293,0.8,100,0.01,0.01,3.50449e-18,196.513479468,51.6715293293,1.0,500.0,0.01,1.0,51.6715,47.6599,13.9481,196.513479468,500,51.6715293293,2
1.0,200.000000102,1.0,,500.0,56.4636374108,0.8,100,0.005,0.005,2.1793e-19,399.118504843,56.4636374108,1.0,500.0,0.005,1.0,54.0676,51.1771,17.3372,399.118504843,500,56.4636374108,2
1.0,299.999969474,1.0,,500.0,52.2335525723,0.8,100,0.00333333,0.00333333,5.43914e-20,167.569103388,52.2335525723,1.0,500.0,0.00333333,1.0,53.4562,51.0961,16.0135,167.569103388,500,52.2335525723,2
1.0,400.0,1.0,,500.0,43.4462344032,0.8,100,0.0025,0.0025,5.4346e-20,496.681370419,43.4462344032,1.0,500.0,0.0025,1.0,50.9537,48.8448,18.2768,496.681370419,500,43.4462344032,2
310.398,12.4816545262,4.88911,1890.06,500.0,48.639314725,0.8,100,2.5743e-07,0.002,0.000156548,319.266725831,48.639314725,0.000894485,102.268159963,0.0893318,6.94933,82.7647,78.5939,10.3121,319.266725831,500,48.639314725,1
1.0,100.0,1.0,,500.0,55.1571741308,0.8,100,0.01,0.01,3.50449e-18,522.421706131,55.1571741308,1.0,500.0,0.01,1.0,55.1572,50.967,22.742,522.421706131,500,55.1571741308,2
1.0,200.000000102,1.0,,500.0,53.1936746627,0.8,100,0.005,0.005,2.1793e-19,530.419544143,53.1936746627,1.0,500.0,0.005,1.0,54.1754,50.9086,22.85,530.419544143,500,53.1936746627,2
1.0,299.999969474,1.0,,500.0,48.409098114,0.8,100,0.00333333,0.00333333,5.43914e-20,179.492666324,48.409098114,1.0,500.0,0.00333333,1.0,52.2533,49.586,20.3642,179.492666324,500,48.409098114,2
1.0,400.0,1.0,,500.0,51.3579646054,0.8,100,0.0025,0.0025,5.4346e-20,456.877306193,51.3579646054,1.0,500.0,0.0025,1.0,52.0295,49.7195,20.5974,456.877306193,500,51.3579646054,2
559.126,13.0172249571,5.5574,7323.06,500.0,63.2021016363,0.8,100,2.54251e-07,0.002,0.000149942,124.867926608,63.2021016363,0.00177683,89.9700567718,0.0800066,13.977,81.862,76.9913,4.43201,124.867926608,500,63.2021016363,1
1.0,100.0,1.0,,500.0,50.8779784631,0.8,100,0.01,0.01,3.50449e-18,709.154508449,50.8779784631,1.0,500.0,0.01,1.0,50.878,46.3582,26.4965,709.154508449,500,50.8779784631,2
1.0,200.000000102,1.0,,500.0,61.1377115096,0.8,100,0.005,0.005,2.1793e-19,99.7812768353,61.1377115096,1.0,500.0,0.005,1.0,56.0078,52.8119,20.6577,99.7812768353,500,61.1377115096,2
1.0,299.999969474,1.0,,500.0,64.6765142061,0.8,100,0.00333333,0.00333333,5.43914e-20,154.479213203,64.6765142061,1.0,500.0,0.00333333,1.0,58.8974,56.2879,18.7662,154.479213203,500,64.6765142061,2
1.0,400.0,1.0,,500.0,57.677411873,0.8,100,0.0025,0.0025,5.4346e-20,184.419463962,57.677411873,1.0,500.0,0.0025,1.0,58.5924,56.3325,17.6082,184.419463962,500,57.677411873,2
525.321,13.2216699676,4.27025,6461.72,500.0,72.9075700104,0.8,100,3.66242e-07,0.002,0.000147562,229.413341954,72.9075700104,0.00242357,117.089206911,0.0793849,13.2348,86.1118,81.9349,5.53954,229.413341954,500,72.9075700104,1
1.0,100.0,1.0,,500.0,75.1585843017,0.8,100,0.01,0.01,3.50449e-18,42.0497774569,75.1585843017,1.0,500.0,0.01,1.0,75.1586,70.9481,6.45208,42.0497774569,500,75.1585843017,2
1.0,200.000000102,1.0,,500.0,71.3826645526,0.8,100,0.005,0.005,2.1793e-19,237.441909879,71.3826645526,1.0,500.0,0.005,1.0,73.2706,70.0764,11.9127,237.441909879,500,71.3826645526,2
1.0,299.999969474,1.0,,500.0,77.3821095429,0.8,100,0.00333333,0.00333333,5.43914e-20,75.6417591954,77.3821095429,1.0,500.0,0.00333333,1.0,74.6411,72.033,11.1053,75.6417591954,500,77.3821095429,2
1.0,400.0,1.0,,500.0,71.5843007221,0.8,100,0.0025,0.0025,5.4346e-20,87.407131121,71.5843007221,1.0,500.0,0.0025,1.0,73.8769,71.6182,10.7648,87.407131121,500,71.5843007221,2
535.93,13.964944936,2.86081,6718.99,500.0,70.8893075926,0.8,100,3.25868e-07,0.002,0.000139495,215.564911901,70.8893075926,0.00226159,174.775847679,0.077221,13.8804,85.8355,82.4185,2.82694,215.564911901,500,70.8893075926,1
1.0,100.0,1.0,,500.0,75.1473561099,0.8,100,0.01,0.01,3.50449e-18,177.487081453,75.1473561099,1.0,500.0,0.01,1.0,75.1474,70.7019,13.2556,177.487081453,500,75.1473561099,2
1.0,200.000000102,1.0,,500.0,75.4800930009,0.8,100,0.005,0.005,2.1793e-19,148.855190537,75.4800930009,1.0,500.0,0.005,1.0,75.3137,71.9633,12.7109,148.855190537,500,75.4800930009,2
1.0,299.999969474,1.0,,500.0,78.6783411661,0.8,100,0.00333333,0.00333333,5.43914e-20,171.440972773,78.6783411661,1.0,500.0,0.00333333,1.0,76.4353,73.5887,12.9152,171.440972773,500,78.6783411661,2
1.0,400.0,1.0,,500.0,77.7962656705,0.8,100,0.0025,0.0025,5.4346e-20,130.455838763,77.7962656705,1.0,500.0,0.0025,1.0,76.7755,74.3103,12.5593,130.455838763,500,77.7962656705,2
394.715,13.5802661423,3.68705,3645.81,500.0,64.124891441,0.8,100,6.5997e-07,0.002,0.00014356,346.60046151,64.124891441,0.00332586,135.609669038,0.0783255,10.0788,94.0657,89.8318,4.35829,346.60046151,500,64.124891441,1
1.0,100.0,1.0,,500.0,77.2433114515,0.8,100,0.01,0.01,3.50449e-18,81.617117965,77.2433114515,1.0,500.0,0.01,1.0,77.2433,72.6708,8.98893,81.617117965,500,77.2433114515,2
1.0,200.000000102,1.0,,500.0,70.1140008422,0.8,100,0.005,0.005,2.1793e-19,99.7412740343,70.1140008422,1.0,500.0,0.005,1.0,73.6787,70.4454,10.1232,99.7412740343,500,70.1140008422,2
1.0,299.999969474,1.0,,500.0,69.819735743,0.8,100,0.00333333,0.00333333,5.43914e-20,228.94415412,69.819735743,1.0,500.0,0.00333333,1.0,72.3923,69.7524,12.1318,228.94415412,500,69.819735743,2
1.0,400.0,1.0,,500.0,75.5834523854,0.8,100,0.0025,0.0025,5.4346e-20,75.8278746503,75.5834523854,1.0,500.0,0.0025,1.0,73.1901,70.9039,11.4482,75.8278746503,500,75.5834523854,2
394.49,13.6973909862,5.32129,3641.88,500.0,84.4040296973,0.8,100,1.46915e-07,0.002,0.000142298,84.5198668051,84.4040296973,0.000743239,93.962203318,0.077978,10.118,93.5276,88.6669,4.40956,84.5198668051,500,84.4040296973,1
1.0,100.0,1.0,,500.0,76.354954625,0.8,100,0.01,0.01,3.50449e-18,123.004075699,76.354954625,1.0,500.0,0.01,1.0,76.355,71.5846,11.0351,123.004075699,500,76.354954625,2
1.0,200.000000102,1.0,,500.0,72.137892388,0.8,100,0.005,0.005,2.1793e-19,372.607539986,72.137892388,1.0,500.0,0.005,1.0,74.2464,70.8733,15.8042,372.607539986,500,72.137892388,2
1.0,299.999969474,1.0,,500.0,79.6129604507,0.8,100,0.00333333,0.00333333,5.43914e-20,186.835865216,79.6129604507,1.0,500.0,0.00333333,1.0,76.0353,73.2811,15.3157,186.835865216,500,79.6129604507,2
1.0,400.0,1.0,,500.0,72.1888580057,0.8,100,0.0025,0.0025,5.4346e-20,256.886808227,72.1888580057,1.0,500.0,0.0025,1.0,75.0737,72.6885,15.5654,256.886808227,500,72.1888580057,2
319.981,11.598241872,4.57047,2005.23,500.0,79.2311216768,0.8,100,5.55128e-07,0.002,0.000168778,116.207117374,79.2311216768,0.00191345,109.39790858,0.0928323,6.89373,94.7614,90.2005,4.33455,116.207117374,500,79.2311216768,1
1.0,100.0,1.0,,500.0,85.0217775141,0.8,100,0.01,0.01,3.50449e-18,28.0119956203,85.0217775141,1.0,500.0,0.01,1.0,85.0218,80.348,5.26611,28.0119956203,500,85.0217775141,2
1.0,200.000000102,1.0,,500.0,82.684525226,0.8,100,0.005,0.005,2.1793e-19,95.2699420659,82.684525226,1.0,500.0,0.005,1.0,83.8532,80.4726,7.89875,95.2699420659,500,82.684525226,2
1.0,299.999969474,1.0,,500.0,70.8528267116,0.8,100,0.00333333,0.00333333,5.43914e-20,94.3717371917,70.8528267116,1.0,500.0,0.00333333,1.0,79.5197,76.7595,10.5021,94.3717371917,500,70.8528267116,2
1.0,400.0,1.0,,500.0,81.6897508925,0.8,100,0.0025,0.0025,5.4346e-20,113.764546669,81.6897508925,1.0,500.0,0.0025,1.0,80.0622,77.6718,10.5717,113.764546669,500,81.6897508925,2
591.346,13.6370677264,2.60035,8182.39,500.0,82.7515602171,0.8,100,8.34559e-07,0.002,0.000142945,83.1644983184,82.7515602171,0.00631411,192.281833013,0.0781604,15.1316,92.9119,89.4641,2.54322,83.1644983184,500,82.7515602171,1
1.0,100.0,1.0,,500.0,78.6056508172,0.8,100,0.01,0.01,3.50449e-18,68.8800950988,78.6056508172,1.0,500.0,0.01,1.0,78.6057,73.9721,8.2578,68.8800950988,500,78.6056508172,2
1.0,200.000000102,1.0,,500.0,83.6545958264,0.8,100,0.005,0.005,2.1793e-19,110.097434554,83.6545958264,1.0,500.0,0.005,1.0,81.1301,77.7716,9.74509,110.097434554,500,83.6545958264,2
1.0,299.999969474,1.0,,500.0,84.2987684359,0.8,100,0.00333333,0.00333333,5.43914e-20,114.121697993,84.2987684359,1.0,500.0,0.00333333,1.0,82.1863,79.396,10.1589,114.121697993,500,84.2987684359,2
1.0,400.0,1.0,,500.0,81.5772092659,0.8,100,0.0025,0.0025,5.4346e-20,87.1330445441,81.5772092659,1.0,500.0,0.0025,1.0,82.034,79.6175,9.95173,87.1330445441,500,81.5772092659,2
364.008,14.5963870966,2.96157,3097.06,500.0,84.8438987075,0.8,100,2.0808e-06,0.002,0.000133287,106.264013405,84.8438987075,0.0100302,168.829559793,0.0755145,9.64075,94.4609,90.7413,3.23109,106.264013405,500,84.8438987075,1
1.0,100.0,1.0,,500.0,88.2118989688,0.8,100,0.01,0.01,3.50449e-18,35.2632862457,88.2118989688,1.0,500.0,0.01,1.0,88.2119,83.4265,5.90852,35.2632862457,500,88.2118989688,2
1.0,200.000000102,1.0,,500.0,87.1395279995,0.8,100,0.005,0.005,2.1793e-19,26.0155623651,87.1395279995,1.0,500.0,0.005,1.0,87.6757,84.2919,5.53358,26.0155623651,500,87.1395279995,2
1.0,299.999969474,1.0,,500.0,86.1226154871,0.8,100,0.00333333,0.00333333,5.43914e-20,82.2585347749,86.1226154871,1.0,500.0,0.00333333,1.0,87.158,84.376,6.93506,82.2585347749,500,86.1226154871,2
1.0,400.0,1.0,,500.0,89.1493809469,0.8,100,0.0025,0.0025,5.4346e-20,25.5811967124,89.1493809469,1.0,500.0,0.0025,1.0,87.6559,85.2466,6.56857,25.5811967124,500,89.1493809469,2
10.1102,157.234644974,2.19202,3.84678,500.0,83.5572836349,0.8,100,1.62041e-06,0.002,8.73731e-06,135.069449822,83.5572836349,0.00107519,228.099817164,0.0152369,1.32706,91.0969,87.9065,4.19882,135.069449822,500,83.5572836349,1
1.0,100.0,1.0,,500.0,84.5734492909,0.8,100,0.01,0.01,3.50449e-18,94.0528327898,84.5734492909,1.0,500.0,0.01,1.0,84.5734,79.8632,9.64947,94.0528327898,500,84.5734492909,2
1.0,200.000000102,1.0,,500.0,79.44145333,0.8,100,0.005,0.005,2.1793e-19,191.08244633,79.44145333,1.0,500.0,0.005,1.0,82.0075,78.6013,12.1543,191.08244633,500,79.44145333,2
1.0,299.999969474,1.0,,500.0,89.5588369116,0.8,100,0.00333333,0.00333333,5.43914e-20,17.2569646909,89.5588369116,1.0,500.0,0.00333333,1.0,84.5246,81.7435,10.8098,17.2569646909,500,89.5588369116,2
1.0,400.0,1.0,,500.0,84.0641954788,0.8,100,0.0025,0.0025,5.4346e-20,50.1719367957,84.0641954788,1.0,500.0,0.0025,1.0,84.4095,82.001,10.0048,50.1719367957,500,84.0641954788,2
1.0,500.000458153,1.00001,4.07809e-12,500.0,87.5316897797,0.8,100,0.00199999,0.002,1.63384e-17,33.1054301383,87.5316897797,0.999994,499.996185332,0.00200001,1.0,85.034,82.8797,9.39099,33.1054301383,500,87.5316897797,1
1.0,100.0,1.0,,500.0,85.3299247774,0.8,100,0.01,0.01,3.50449e-18,63.4073076525,85.3299247774,1.0,500.0,0.01,1.0,85.3299,80.6489,7.92296,63.4073076525,500,85.3299247774,2
1.0,200.000000102,1.0,,500.0,84.8571423975,0.8,100,0.005,0.005,2.1793e-19,48.8931357326,84.8571423975,1.0,500.0,0.005,1.0,85.0935,81.7835,7.45953,48.8931357326,500,84.8571423975,2
1.0,299.999969474,1.0,,500.0,85.7326635845,0.8,100,0.00333333,0.00333333,5.43914e-20,36.9816878418,85.7326635845,1.0,500.0,0.00333333,1.0,85.3066,82.5643,7.02788,36.9816878418,500,85.7326635845,2
1.0,400.0,1.0,,500.0,90.9592735672,0.8,100,0.0025,0.0025,5.4346e-20,16.1924770861,90.9592735672,1.0,500.0,0.0025,1.0,86.7197,84.292,6.85873,16.1924770861,500,90.9592735672,2
