MaxVanillaIw,ESSClassic,eRenyi2,VarVanillaIw,AvgEpLen,AvgRet,Delta,EpsThisIter,MinNormIw,AvgNormIw,VarNormIw,VarDiscRet,VanillaAvgRet,MinVanillaIw,ESSRenyi,MaxNormIw,AvgVanillaIw,J,Bound,VarJ,VarRet,BatchSize,AvgDiscRet,IterType
1.0,400.0,1.0,,500.0,86.8928219183,0.8,100,0.0025,0.0025,5.4346e-20,62.5273786452,86.8928219183,1.0,500.0,0.0025,1.0,86.8902,84.4323,10.0129,62.5273786452,500,86.8928219183,2
1.0,500.000006643,1.0,,500.0,88.6934463333,0.8,100,0.002,0.002,5.43187e-20,18.8802786562,88.6934463333,1.0,500.0,0.002,1.0,87.2508,85.0524,9.19046,18.8802786562,500,88.6934463333,1
1.0,100.0,1.0,,500.0,83.2187648103,0.8,100,0.01,0.01,3.50449e-18,106.076079784,83.2187648103,1.0,500.0,0.01,1.0,83.2188,78.5774,10.2477,106.076079784,500,83.2187648103,2
1.0,200.000000102,1.0,,500.0,85.659744871,0.8,100,0.005,0.005,2.1793e-19,24.5532439382,85.659744871,1.0,500.0,0.005,1.0,84.4392,81.1573,8.13333,24.5532439382,500,85.659744871,2
1.0,299.999969474,1.0,,500.0,85.3952708687,0.8,100,0.00333333,0.00333333,5.43914e-20,150.912296515,85.3952708687,1.0,500.0,0.00333333,1.0,84.7579,81.9604,9.70077,150.912296515,500,85.3952708687,2
1.0,400.0,1.0,,500.0,85.5862656328,0.8,100,0.0025,0.0025,5.4346e-20,91.7862924155,85.5862656328,1.0,500.0,0.0025,1.0,84.965,82.5423,9.66563,91.7862924155,500,85.5862656328,2
1.0,500.000006643,1.0,,500.0,87.8934324625,0.8,100,0.002,0.002,5.43187e-20,37.29334736,87.8934324625,1.0,500.0,0.002,1.0,85.5507,83.3837,9.1376,37.29334736,500,87.8934324625,1
1.0,100.0,1.0,,500.0,82.3543247264,0.8,100,0.01,0.01,3.50449e-18,56.6759001576,82.3543247264,1.0,500.0,0.01,1.0,82.3543,77.5405,7.4906,56.6759001576,500,82.3543247264,2
1.0,200.000000102,1.0,,500.0,82.8284305178,0.8,100,0.005,0.005,2.1793e-19,35.5605542315,82.8284305178,1.0,500.0,0.005,1.0,82.5914,79.1875,6.76116,35.5605542315,500,82.8284305178,2
1.0,299.999969474,1.0,,500.0,88.5288801256,0.8,100,0.00333333,0.00333333,5.43914e-20,91.3214599203,88.5288801256,1.0,500.0,0.00333333,1.0,84.5705,81.7442,8.2732,91.3214599203,500,88.5288801256,2
1.0,400.0,1.0,,500.0,89.444825693,0.8,100,0.0025,0.0025,5.4346e-20,11.751654213,89.444825693,1.0,500.0,0.0025,1.0,85.7891,83.3414,7.66144,11.751654213,500,89.444825693,2
1.0,500.000006643,1.0,,500.0,85.8736004181,0.8,100,0.002,0.002,5.43187e-20,58.8809450041,85.8736004181,1.0,500.0,0.002,1.0,85.806,83.6167,7.65622,58.8809450041,500,85.8736004181,1
1.0,100.0,1.0,,500.0,87.5336930887,0.8,100,0.01,0.01,3.50449e-18,41.6297481122,87.5336930887,1.0,500.0,0.01,1.0,87.5337,82.6597,6.41977,41.6297481122,500,87.5336930887,2
1.0,200.000000102,1.0,,500.0,88.2328783844,0.8,100,0.005,0.005,2.1793e-19,22.9335239034,88.2328783844,1.0,500.0,0.005,1.0,87.8833,84.4368,5.66401,22.9335239034,500,88.2328783844,2
1.0,299.999969474,1.0,,500.0,85.2690131824,0.8,100,0.00333333,0.00333333,5.43914e-20,142.811533914,85.2690131824,1.0,500.0,0.00333333,1.0,87.0119,84.1979,8.36863,142.811533914,500,85.2690131824,2
1.0,400.0,1.0,,500.0,88.9182095738,0.8,100,0.0025,0.0025,5.4346e-20,36.5398708068,88.9182095738,1.0,500.0,0.0025,1.0,87.4885,85.0515,7.8899,36.5398708068,500,88.9182095738,2
1.0,500.000006643,1.0,,500.0,90.8393742106,0.8,100,0.002,0.002,5.43187e-20,31.0636465747,90.8393742106,1.0,500.0,0.002,1.0,88.1587,85.9277,7.59918,31.0636465747,500,90.8393742106,1
1.0,100.0,1.0,,500.0,89.6136012155,0.8,100,0.01,0.01,3.50449e-18,18.8915996061,89.6136012155,1.0,500.0,0.01,1.0,89.6136,84.9196,4.32466,18.8915996061,500,89.6136012155,2
1.0,200.000000102,1.0,,500.0,81.4442263745,0.8,100,0.005,0.005,2.1793e-19,53.0528201831,81.4442263745,1.0,500.0,0.005,1.0,85.5289,82.2098,7.23168,53.0528201831,500,81.4442263745,2
1.0,299.999969474,1.0,,500.0,83.2930937334,0.8,100,0.00333333,0.00333333,5.43914e-20,69.1373525653,83.2930937334,1.0,500.0,0.00333333,1.0,84.7837,82.0464,7.66753,69.1373525653,500,83.2930937334,2
1.0,400.0,1.0,,500.0,83.3397691049,0.8,100,0.0025,0.0025,5.4346e-20,100.211585233,83.3397691049,1.0,500.0,0.0025,1.0,84.4227,82.0521,8.32385,100.211585233,500,83.3397691049,2
1.0,500.000006643,1.0,,500.0,85.0727769902,0.8,100,0.002,0.002,5.43187e-20,116.553925573,85.0727769902,1.0,500.0,0.002,1.0,84.5527,82.4324,8.86423,116.553925573,500,85.0727769902,1
1.0,100.0,1.0,,500.0,84.8086975097,0.8,100,0.01,0.01,3.50449e-18,69.8219330738,84.8086975097,1.0,500.0,0.01,1.0,84.8087,79.9329,8.31407,69.8219330738,500,84.8086975097,2
1.0,200.000000102,1.0,,500.0,89.3231150039,0.8,100,0.005,0.005,2.1793e-19,20.5978870751,89.3231150039,1.0,500.0,0.005,1.0,87.0659,83.5738,7.06065,20.5978870751,500,89.3231150039,2
1.0,299.999969474,1.0,,500.0,87.5390784672,0.8,100,0.00333333,0.00333333,5.43914e-20,30.6543630064,87.5390784672,1.0,500.0,0.00333333,1.0,87.2236,84.3723,6.58794,30.6543630064,500,87.5390784672,2
1.0,400.0,1.0,,500.0,87.8226741245,0.8,100,0.0025,0.0025,5.4346e-20,58.7820173712,87.8226741245,1.0,500.0,0.0025,1.0,87.3734,84.9041,6.86779,58.7820173712,500,87.8226741245,2
1.0,500.000006643,1.0,,500.0,86.5818932179,0.8,100,0.002,0.002,5.43187e-20,27.2324728754,86.5818932179,1.0,500.0,0.002,1.0,87.2151,85.0065,6.57461,27.2324728754,500,86.5818932179,1
1.0,100.0,1.0,,500.0,86.4352662436,0.8,100,0.01,0.01,3.50449e-18,30.9545572946,86.4352662436,1.0,500.0,0.01,1.0,86.4353,81.828,5.53579,30.9545572946,500,86.4352662436,2
1.0,200.000000102,1.0,,500.0,79.6657159508,0.8,100,0.005,0.005,2.1793e-19,206.389372498,79.6657159508,1.0,500.0,0.005,1.0,83.0505,79.6752,11.3553,206.389372498,500,79.6657159508,2
1.0,299.999969474,1.0,,500.0,81.7770227476,0.8,100,0.00333333,0.00333333,5.43914e-20,101.657873528,81.7770227476,1.0,500.0,0.00333333,1.0,82.626,79.8701,10.9485,101.657873528,500,81.7770227476,2
1.0,400.0,1.0,,500.0,88.7075747754,0.8,100,0.0025,0.0025,5.4346e-20,36.1984172214,88.7075747754,1.0,500.0,0.0025,1.0,84.1464,81.7597,10.2857,36.1984172214,500,88.7075747754,2
1.0,500.000006643,1.0,,500.0,89.11547657,0.8,100,0.002,0.002,5.43187e-20,34.0081941246,89.11547657,1.0,500.0,0.002,1.0,85.1402,82.9863,9.76323,34.0081941246,500,89.11547657,1
1.0,100.0,1.0,,500.0,89.3037082608,0.8,100,0.01,0.01,3.50449e-18,33.2647369496,89.3037082608,1.0,500.0,0.01,1.0,89.3037,84.5221,5.73865,33.2647369496,500,89.3037082608,2
1.0,200.000000102,1.0,,500.0,84.4733313409,0.8,100,0.005,0.005,2.1793e-19,144.335041983,84.4733313409,1.0,500.0,0.005,1.0,86.8885,83.464,9.6822,144.335041983,500,84.4733313409,2
1.0,299.999969474,1.0,,500.0,89.1905610739,0.8,100,0.00333333,0.00333333,5.43914e-20,46.0532096506,89.1905610739,1.0,500.0,0.00333333,1.0,87.6559,84.8576,8.88099,46.0532096506,500,89.1905610739,2
1.0,400.0,1.0,,500.0,92.2868825752,0.8,100,0.0025,0.0025,5.4346e-20,21.1176088275,92.2868825752,1.0,500.0,0.0025,1.0,88.8136,86.2785,8.27053,21.1176088275,500,92.2868825752,2
1.0,500.000006643,1.0,,500.0,87.3342933449,0.8,100,0.002,0.002,5.43187e-20,46.7027916784,87.3342933449,1.0,500.0,0.002,1.0,88.5178,86.2503,8.01989,46.7027916784,500,87.3342933449,1
1.0,100.0,1.0,,500.0,86.0856908644,0.8,100,0.01,0.01,3.50449e-18,115.978642559,86.0856908644,1.0,500.0,0.01,1.0,86.0857,81.3098,10.7154,115.978642559,500,86.0856908644,2
1.0,200.000000102,1.0,,500.0,84.8254338749,0.8,100,0.005,0.005,2.1793e-19,34.4000808776,84.8254338749,1.0,500.0,0.005,1.0,85.4556,82.0785,8.65069,34.4000808776,500,84.8254338749,2
1.0,299.999969474,1.0,,500.0,84.6479652255,0.8,100,0.00333333,0.00333333,5.43914e-20,141.47300166,84.6479652255,1.0,500.0,0.00333333,1.0,85.1864,82.3848,9.83467,141.47300166,500,84.6479652255,2
1.0,400.0,1.0,,500.0,84.8676290141,0.8,100,0.0025,0.0025,5.4346e-20,169.494106021,84.8676290141,1.0,500.0,0.0025,1.0,85.1067,82.6804,10.7009,169.494106021,500,84.8676290141,2
1.0,500.000006643,1.0,,500.0,85.596867739,0.8,100,0.002,0.002,5.43187e-20,135.305331651,85.596867739,1.0,500.0,0.002,1.0,85.2047,83.011,10.8828,135.305331651,500,85.596867739,1
1.0,100.0,1.0,,500.0,88.4877020512,0.8,100,0.01,0.01,3.50449e-18,21.6058262625,88.4877020512,1.0,500.0,0.01,1.0,88.4877,83.7689,4.62491,21.6058262625,500,88.4877020512,2
1.0,200.000000102,1.0,,500.0,88.3289369077,0.8,100,0.005,0.005,2.1793e-19,46.8507336474,88.3289369077,1.0,500.0,0.005,1.0,88.4083,85.0352,5.82171,46.8507336474,500,88.3289369077,2
1.0,299.999969474,1.0,,500.0,84.7270130778,0.8,100,0.00333333,0.00333333,5.43914e-20,64.0070046433,84.7270130778,1.0,500.0,0.00333333,1.0,87.1812,84.3785,6.83584,64.0070046433,500,84.7270130778,2
1.0,400.0,1.0,,500.0,87.7866731857,0.8,100,0.0025,0.0025,5.4346e-20,46.0602143283,87.7866731857,1.0,500.0,0.0025,1.0,87.3326,84.9054,6.8202,46.0602143283,500,87.7866731857,2
1.0,500.000006643,1.0,,500.0,84.9752515667,0.8,100,0.002,0.002,5.43187e-20,56.5232659556,84.9752515667,1.0,500.0,0.002,1.0,86.8611,84.6902,7.02089,56.5232659556,500,84.9752515667,1
1.0,100.0,1.0,,500.0,82.8098347904,0.8,100,0.01,0.01,3.50449e-18,76.8179656313,82.8098347904,1.0,500.0,0.01,1.0,82.8098,78.1471,8.72065,76.8179656313,500,82.8098347904,2
1.0,200.000000102,1.0,,500.0,86.2725087894,0.8,100,0.005,0.005,2.1793e-19,85.5534591971,86.2725087894,1.0,500.0,0.005,1.0,84.5412,81.13,9.13079,85.5534591971,500,86.2725087894,2
1.0,299.999969474,1.0,,500.0,83.9560254196,0.8,100,0.00333333,0.00333333,5.43914e-20,73.9041682457,83.9560254196,1.0,500.0,0.00333333,1.0,84.3461,81.5609,8.94681,73.9041682457,500,83.9560254196,2
1.0,400.0,1.0,,500.0,88.518744724,0.8,100,0.0025,0.0025,5.4346e-20,21.4403071112,88.518744724,1.0,500.0,0.0025,1.0,85.3893,82.9772,8.28282,21.4403071112,500,88.518744724,2
1.0,500.000006643,1.0,2.61719e-14,500.0,89.1661796433,0.8,100,0.002,0.002,1.23955e-19,8.28006489938,89.1661796433,1.0,500.0,0.002,1.0,86.1447,83.9872,7.6685,8.28006489938,500,89.1661796433,1
1.0,100.0,1.0,,500.0,82.686185043,0.8,100,0.01,0.01,3.50449e-18,95.6049704812,82.686185043,1.0,500.0,0.01,1.0,82.6862,78.0747,9.72877,95.6049704812,500,82.686185043,2
1.0,200.000000102,1.0,,500.0,88.7283673496,0.8,100,0.005,0.005,2.1793e-19,23.299702853,88.7283673496,1.0,500.0,0.005,1.0,85.7073,82.2292,8.24529,23.299702853,500,88.7283673496,2
1.0,299.999969474,1.0,,500.0,84.6783515153,0.8,100,0.00333333,0.00333333,5.43914e-20,63.9582245621,84.6783515153,1.0,500.0,0.00333333,1.0,85.3643,82.5245,8.16484,63.9582245621,500,84.6783515153,2
1.0,400.0,1.0,,500.0,84.3139886398,0.8,100,0.0025,0.0025,5.4346e-20,60.8299317236,84.3139886398,1.0,500.0,0.0025,1.0,85.1017,82.6424,8.07841,60.8299317236,500,84.3139886398,2
1.0,500.000006643,1.0,,500.0,87.2067612523,0.8,100,0.002,0.002,5.43187e-20,38.355127381,87.2067612523,1.0,500.0,0.002,1.0,85.5227,83.323,7.77894,38.355127381,500,87.2067612523,1
1.0,100.0,1.0,,500.0,87.0032668706,0.8,100,0.01,0.01,3.50449e-18,49.9311179354,87.0032668706,1.0,500.0,0.01,1.0,87.0033,82.1457,7.03077,49.9311179354,500,87.0032668706,2
1.0,200.000000102,1.0,,500.0,84.1084582992,0.8,100,0.005,0.005,2.1793e-19,93.0268349984,84.1084582992,1.0,500.0,0.005,1.0,85.5559,82.1211,8.53576,93.0268349984,500,84.1084582992,2
1.0,299.999969474,1.0,,500.0,84.2367584536,0.8,100,0.00333333,0.00333333,5.43914e-20,72.235071456,84.2367584536,1.0,500.0,0.00333333,1.0,85.1161,82.3117,8.53212,72.235071456,500,84.2367584536,2
1.0,400.0,1.0,,500.0,86.2555218645,0.8,100,0.0025,0.0025,5.4346e-20,12.918912364,86.2555218645,1.0,500.0,0.0025,1.0,85.401,82.9722,7.61831,12.918912364,500,86.2555218645,2
1.0,500.000006643,1.0,,500.0,88.6426477969,0.8,100,0.002,0.002,5.43187e-20,69.8637564848,88.6426477969,1.0,500.0,0.002,1.0,86.0493,83.8758,7.87053,69.8637564848,500,88.6426477969,1
1.0,100.0,1.0,,500.0,83.5812221521,0.8,100,0.01,0.01,3.50449e-18,110.068719198,83.5812221521,1.0,500.0,0.01,1.0,83.5812,78.661,10.4388,110.068719198,500,83.5812221521,2
1.0,200.000000102,1.0,,500.0,86.452327299,0.8,100,0.005,0.005,2.1793e-19,32.6118640975,86.452327299,1.0,500.0,0.005,1.0,85.0168,81.5376,8.52571,32.6118640975,500,86.452327299,2
1.0,299.999969474,1.0,,500.0,88.1764949533,0.8,100,0.00333333,0.00333333,5.43914e-20,33.5373772441,88.1764949533,1.0,500.0,0.00333333,1.0,86.07,83.2293,7.85776,33.5373772441,500,88.1764949533,2
1.0,400.0,1.0,,500.0,89.0306923826,0.8,100,0.0025,0.0025,5.4346e-20,6.59939331635,89.0306923826,1.0,500.0,0.0025,1.0,86.8102,84.3501,7.04168,6.59939331635,500,89.0306923826,2
1.0,500.000006643,1.0,,500.0,88.3192779984,0.8,100,0.002,0.002,5.43187e-20,63.5137111139,88.3192779984,1.0,500.0,0.002,1.0,87.112,84.9116,7.25316,63.5137111139,500,88.3192779984,1
1.0,100.0,1.0,,500.0,86.4621204584,0.8,100,0.01,0.01,3.50449e-18,26.7451390356,86.4621204584,1.0,500.0,0.01,1.0,86.4621,81.8147,5.14565,26.7451390356,500,86.4621204584,2
1.0,200.000000102,1.0,,500.0,89.3356711512,0.8,100,0.005,0.005,2.1793e-19,24.1625341989,89.3356711512,1.0,500.0,0.005,1.0,87.8989,84.4598,5.22146,24.1625341989,500,89.3356711512,2
1.0,299.999969474,1.0,,500.0,84.824546603,0.8,100,0.00333333,0.00333333,5.43914e-20,45.1365702668,84.824546603,1.0,500.0,0.00333333,1.0,86.8741,84.0661,5.93053,45.1365702668,500,84.824546603,2
1.0,400.0,1.0,,500.0,79.1129185359,0.8,100,0.0025,0.0025,5.4346e-20,116.022979908,79.1129185359,1.0,500.0,0.0025,1.0,84.9338,82.502,8.1479,116.022979908,500,79.1129185359,2
1.0,500.000006643,1.0,1.09928e-14,500.0,86.3740762827,0.8,100,0.002,0.002,1.2276e-19,73.938342595,86.3740762827,1.0,500.0,0.002,1.0,85.2219,82.9846,8.2512,73.938342595,500,86.3740762827,1
1.0,100.0,1.0,,500.0,86.1815485981,0.8,100,0.01,0.01,3.50449e-18,122.756660191,86.1815485981,1.0,500.0,0.01,1.0,86.1815,81.2447,11.024,122.756660191,500,86.1815485981,2
1.0,200.000000102,1.0,,500.0,82.898955741,0.8,100,0.005,0.005,2.1793e-19,39.5452178497,82.898955741,1.0,500.0,0.005,1.0,84.5402,81.0494,9.11226,39.5452178497,500,82.898955741,2
1.0,299.999969474,1.0,,500.0,88.6528728257,0.8,100,0.00333333,0.00333333,5.43914e-20,93.8144620835,88.6528728257,1.0,500.0,0.00333333,1.0,85.9111,83.0609,9.49067,93.8144620835,500,88.6528728257,2
1.0,400.0,1.0,,500.0,83.5517647547,0.8,100,0.0025,0.0025,5.4346e-20,97.3277710684,83.5517647547,1.0,500.0,0.0025,1.0,85.3213,82.8529,9.62741,97.3277710684,500,83.5517647547,2
1.0,500.000006643,1.0,,500.0,80.1901946608,0.8,100,0.002,0.002,5.43187e-20,336.265533438,80.1901946608,1.0,500.0,0.002,1.0,84.2951,82.0872,12.0392,336.265533438,500,80.1901946608,1
1.0,100.0,1.0,,500.0,83.9465226296,0.8,100,0.01,0.01,3.50449e-18,93.135151777,83.9465226296,1.0,500.0,0.01,1.0,83.9465,79.2329,9.60228,93.135151777,500,83.9465226296,2
1.0,200.000000102,1.0,,500.0,85.9514582288,0.8,100,0.005,0.005,2.1793e-19,50.7024584161,85.9514582288,1.0,500.0,0.005,1.0,84.949,81.6159,8.49733,50.7024584161,500,85.9514582288,2
1.0,299.999969474,1.0,,500.0,89.9421619536,0.8,100,0.00333333,0.00333333,5.43914e-20,95.1711781852,89.9421619536,1.0,500.0,0.00333333,1.0,86.6134,83.8248,9.22406,95.1711781852,500,89.9421619536,2
1.0,400.0,1.0,,500.0,77.5968940376,0.8,100,0.0025,0.0025,5.4346e-20,254.396258596,77.5968940376,1.0,500.0,0.0025,1.0,84.3592,81.9442,11.9172,254.396258596,500,77.5968940376,2
1.0,500.000006643,1.0,,500.0,83.2179644415,0.8,100,0.002,0.002,5.43187e-20,50.6180460595,83.2179644415,1.0,500.0,0.002,1.0,84.131,81.9709,11.1286,50.6180460595,500,83.2179644415,1
1.0,100.0,1.0,,500.0,79.5630247423,0.8,100,0.01,0.01,3.50449e-18,89.3885001676,79.5630247423,1.0,500.0,0.01,1.0,79.563,74.9966,9.40716,89.3885001676,500,79.5630247423,2
1.0,200.000000102,1.0,,500.0,85.4081047265,0.8,100,0.005,0.005,2.1793e-19,96.8862729552,85.4081047265,1.0,500.0,0.005,1.0,82.4856,79.1302,10.0373,96.8862729552,500,85.4081047265,2
1.0,299.999969474,1.0,,500.0,88.1649135845,0.8,100,0.00333333,0.00333333,5.43914e-20,33.2248483512,88.1649135845,1.0,500.0,0.00333333,1.0,84.3787,81.6128,9.23563,33.2248483512,500,88.1649135845,2
1.0,400.0,1.0,,500.0,88.5122381244,0.8,100,0.0025,0.0025,5.4346e-20,16.4351192618,88.5122381244,1.0,500.0,0.0025,1.0,85.4121,83.0168,8.44061,16.4351192618,500,88.5122381244,2
1.0,500.000006643,1.0,,500.0,89.6050260297,0.8,100,0.002,0.002,5.43187e-20,17.6994179987,89.6050260297,1.0,500.0,0.002,1.0,86.2507,84.1033,7.95692,17.6994179987,500,89.6050260297,1
1.0,100.0,1.0,,500.0,89.8141534657,0.8,100,0.01,0.01,3.50449e-18,30.1423697366,89.8141534657,1.0,500.0,0.01,1.0,89.8141,85.0145,5.46269,30.1423697366,500,89.8141534657,2
1.0,200.000000102,1.0,,500.0,85.1377381504,0.8,100,0.005,0.005,2.1793e-19,71.5870582963,85.1377381504,1.0,500.0,0.005,1.0,87.4759,84.082,7.4715,71.5870582963,500,85.1377381504,2
1.0,299.999969474,1.0,,500.0,86.7399921775,0.8,100,0.00333333,0.00333333,5.43914e-20,78.6247957367,86.7399921775,1.0,500.0,0.00333333,1.0,87.2306,84.3971,7.955,78.6247957367,500,86.7399921775,2
1.0,400.0,1.0,,500.0,85.8892384981,0.8,100,0.0025,0.0025,5.4346e-20,73.7371502166,85.8892384981,1.0,500.0,0.0025,1.0,86.8953,84.4413,8.12705,73.7371502166,500,85.8892384981,2
1.0,500.000006643,1.0,,500.0,87.68776808,0.8,100,0.002,0.002,5.43187e-20,33.7061357762,87.68776808,1.0,500.0,0.002,1.0,87.0538,84.8589,7.72097,33.7061357762,500,87.68776808,1
1.0,100.0,1.0,,500.0,86.7448043077,0.8,100,0.01,0.01,3.50449e-18,39.7435218762,86.7448043077,1.0,500.0,0.01,1.0,86.7448,82.0047,6.27264,39.7435218762,500,86.7448043077,2
1.0,200.000000102,1.0,,500.0,83.5076358255,0.8,100,0.005,0.005,2.1793e-19,218.193721013,83.5076358255,1.0,500.0,0.005,1.0,85.1262,81.714,11.4148,218.193721013,500,83.5076358255,2
1.0,299.999969474,1.0,,500.0,87.2923394223,0.8,100,0.00333333,0.00333333,5.43914e-20,60.7748407451,87.2923394223,1.0,500.0,0.00333333,1.0,85.8483,83.0622,10.3906,60.7748407451,500,87.2923394223,2
1.0,400.0,1.0,,500.0,88.4600705346,0.8,100,0.0025,0.0025,5.4346e-20,20.0827596442,88.4600705346,1.0,500.0,0.0025,1.0,86.5012,84.0884,9.33931,20.0827596442,500,88.4600705346,2
1.0,500.000006643,1.0,,500.0,88.477177736,0.8,100,0.002,0.002,5.43187e-20,55.0870358721,88.477177736,1.0,500.0,0.002,1.0,86.8964,84.7222,9.01721,55.0870358721,500,88.477177736,1
1.0,100.0,1.0,,500.0,83.6254529665,0.8,100,0.01,0.01,3.50449e-18,233.104456057,83.6254529665,1.0,500.0,0.01,1.0,83.6255,78.8316,15.1912,233.104456057,500,83.6254529665,2
1.0,200.000000102,1.0,,500.0,84.722896378,0.8,100,0.005,0.005,2.1793e-19,81.802036631,84.722896378,1.0,500.0,0.005,1.0,84.1742,80.7844,12.4972,81.802036631,500,84.722896378,2
1.0,299.999969474,1.0,,500.0,87.5181358739,0.8,100,0.00333333,0.00333333,5.43914e-20,29.0184254264,87.5181358739,1.0,500.0,0.00333333,1.0,85.2888,82.5063,10.7787,29.0184254264,500,87.5181358739,2
1.0,400.0,1.0,,500.0,88.8796710204,0.8,100,0.0025,0.0025,5.4346e-20,34.9470069779,88.8796710204,1.0,500.0,0.0025,1.0,86.1865,83.7768,9.90973,34.9470069779,500,88.8796710204,2
1.0,500.000006643,1.0,,500.0,82.5478409132,0.8,100,0.002,0.002,5.43187e-20,153.722632605,82.5478409132,1.0,500.0,0.002,1.0,85.4588,83.2991,10.5412,153.722632605,500,82.5478409132,1
1.0,100.0,1.0,,500.0,85.9354790692,0.8,100,0.01,0.01,3.50449e-18,43.3986934629,85.9354790692,1.0,500.0,0.01,1.0,85.9355,81.1542,6.55475,43.3986934629,500,85.9354790692,2
1.0,200.000000102,1.0,,500.0,86.8344642377,0.8,100,0.005,0.005,2.1793e-19,27.7813558088,86.8344642377,1.0,500.0,0.005,1.0,86.385,83.0041,5.95283,27.7813558088,500,86.8344642377,2
1.0,299.999969474,1.0,,500.0,87.471453617,0.8,100,0.00333333,0.00333333,5.43914e-20,10.0642346382,87.471453617,1.0,500.0,0.00333333,1.0,86.7471,83.9867,5.21609,10.0642346382,500,87.471453617,2
1.0,400.0,1.0,,500.0,88.3234561502,0.8,100,0.0025,0.0025,5.4346e-20,15.9908610644,88.3234561502,1.0,500.0,0.0025,1.0,87.1412,84.7304,4.98291,15.9908610644,500,88.3234561502,2
1.0,500.000006643,1.0,,500.0,87.7813228936,0.8,100,0.002,0.002,5.43187e-20,42.4361072602,87.7813228936,1.0,500.0,0.002,1.0,87.2693,85.113,5.32272,42.4361072602,500,87.7813228936,1
1.0,100.0,1.0,,500.0,89.0425443052,0.8,100,0.01,0.01,3.50449e-18,57.1155210961,89.0425443052,1.0,500.0,0.01,1.0,89.0425,84.3096,7.5196,57.1155210961,500,89.0425443052,2
1.0,200.000000102,1.0,,500.0,84.3819349512,0.8,100,0.005,0.005,2.1793e-19,105.552237256,84.3819349512,1.0,500.0,0.005,1.0,86.7122,83.3655,9.27097,105.552237256,500,84.3819349512,2
1.0,299.999969474,1.0,,500.0,89.9816684994,0.8,100,0.00333333,0.00333333,5.43914e-20,14.1032174476,89.9816684994,1.0,500.0,0.00333333,1.0,87.8021,85.0327,8.0206,14.1032174476,500,89.9816684994,2
1.0,400.0,1.0,,500.0,86.7149378716,0.8,100,0.0025,0.0025,5.4346e-20,56.2584259026,86.7149378716,1.0,500.0,0.0025,1.0,87.5303,85.132,7.89893,56.2584259026,500,86.7149378716,2
1.0,500.000006643,1.0,,500.0,82.1856840281,0.8,100,0.002,0.002,5.43187e-20,147.888236592,82.1856840281,1.0,500.0,0.002,1.0,86.4614,84.2216,9.15241,147.888236592,500,82.1856840281,1
1.0,100.0,1.0,,500.0,88.7842634939,0.8,100,0.01,0.01,3.50449e-18,37.2226049199,88.7842634939,1.0,500.0,0.01,1.0,88.7843,84.0172,6.07045,37.2226049199,500,88.7842634939,2
1.0,200.000000102,1.0,,500.0,89.6557518393,0.8,100,0.005,0.005,2.1793e-19,44.6132708709,89.6557518393,1.0,500.0,0.005,1.0,89.22,85.7462,6.37955,44.6132708709,500,89.6557518393,2
1.0,299.999969474,1.0,,500.0,86.5776711893,0.8,100,0.00333333,0.00333333,5.43914e-20,62.2095548674,86.5776711893,1.0,500.0,0.00333333,1.0,88.3393,85.4736,7.01521,62.2095548674,500,86.5776711893,2
1.0,400.0,1.0,,500.0,90.8296322878,0.8,100,0.0025,0.0025,5.4346e-20,17.2200303841,90.8296322878,1.0,500.0,0.0025,1.0,88.9618,86.4801,6.50651,17.2200303841,500,90.8296322878,2
1.0,500.000006643,1.0,,500.0,86.7359751778,0.8,100,0.002,0.002,5.43187e-20,48.2014006712,86.7359751778,1.0,500.0,0.002,1.0,88.5166,86.2969,6.64864,48.2014006712,500,86.7359751778,1
1.0,100.0,1.0,,500.0,88.1285925524,0.8,100,0.01,0.01,3.50449e-18,49.5096118663,88.1285925524,1.0,500.0,0.01,1.0,88.1286,83.2104,7.00104,49.5096118663,500,88.1285925524,2
1.0,200.000000102,1.0,,500.0,90.9696386598,0.8,100,0.005,0.005,2.1793e-19,23.2055105691,90.9696386598,1.0,500.0,0.005,1.0,89.5491,86.0525,6.16538,23.2055105691,500,90.9696386598,2
1.0,299.999969474,1.0,,500.0,90.5074072485,0.8,100,0.00333333,0.00333333,5.43914e-20,31.5165993179,90.5074072485,1.0,500.0,0.00333333,1.0,89.8685,87.0136,5.99548,31.5165993179,500,90.5074072485,2
1.0,400.0,1.0,,500.0,80.8068173488,0.8,100,0.0025,0.0025,5.4346e-20,118.033398109,80.8068173488,1.0,500.0,0.0025,1.0,87.6031,85.1307,8.45986,118.033398109,500,80.8068173488,2
1.0,500.000006643,1.0,3.46585e-14,500.0,88.3543809062,0.8,100,0.002,0.002,1.8501e-19,44.9804583841,88.3543809062,1.0,500.0,0.002,1.0,87.7534,85.5419,8.13952,44.9804583841,500,88.3543809062,1
1.0,100.0,1.0,,500.0,83.2739245776,0.8,100,0.01,0.01,3.50449e-18,141.429720971,83.2739245776,1.0,500.0,0.01,1.0,83.2739,78.6398,11.8328,141.429720971,500,83.2739245776,2
1.0,200.000000102,1.0,,500.0,86.504635585,0.8,100,0.005,0.005,2.1793e-19,33.6100613116,86.504635585,1.0,500.0,0.005,1.0,84.8893,81.5686,9.44744,33.6100613116,500,86.504635585,2
