J,AvgRet,VanillaAvgRet,VarVanillaIw,AvgEpLen,MinVanillaIw,MinNormIw,AvgDiscRet,VarNormIw,AvgNormIw,Bound,ESSRenyi,AvgVanillaIw,ESSClassic,VarJ,VarDiscRet,MaxNormIw,BatchSize,MaxVanillaIw,eRenyi2,VarRet
8.940697e-08,-3.8191672047105384e-16,-8.183316569446475,,200.0,1.0,0.01,-3.8191672047105384e-16,3.5044917e-18,0.009999998,-0.5676361,100.0,1.0,100.0,6.715464,45.55299136085715,0.01,100,1.0,1.0,45.55299136085715
4.4703484e-08,-3.1974423109204507e-16,-7.349701477980145,,200.0,1.0,0.01,-3.1974423109204507e-16,3.5044917e-18,0.009999998,-0.57830226,100.0,1.0,100.0,6.841651,47.280998715575585,0.01,100,1.0,1.0,47.280998715575585
-2.9802322e-08,1.1191048088221578e-15,-7.472472156449038,,200.0,1.0,0.01,1.1191048088221578e-15,3.5044917e-18,0.009999998,-0.58075464,100.0,1.0,100.0,6.870664,47.68286144957074,0.01,100,1.0,1.0,47.68286144957074
1.4901161e-08,5.329070518200751e-17,-8.324194033959023,,200.0,1.0,0.01,5.329070518200751e-17,3.5044917e-18,0.009999998,-0.59328806,100.0,1.0,100.0,7.018943,49.76318689713661,0.01,100,1.0,1.0,49.76318689713661
-4.4703484e-08,-1.1901590823981679e-15,-7.957859375728621,,200.0,1.0,0.01,-1.1901590823981679e-15,3.5044917e-18,0.009999998,-0.59233713,100.0,1.0,100.0,7.0076914,49.603780928552176,0.01,100,1.0,1.0,49.603780928552176
-2.9802322e-08,2.3980817331903383e-15,-8.543135655996453,,200.0,1.0,0.01,2.3980817331903383e-15,3.5044917e-18,0.009999998,-0.61887264,100.0,1.0,100.0,7.321623,54.1476380032278,0.01,100,1.0,1.0,54.1476380032278
2.9802322e-08,-1.900701818158268e-15,-9.553196189846645,,200.0,1.0,0.01,-1.900701818158268e-15,3.5044917e-18,0.009999998,-0.6282582,100.0,1.0,100.0,7.4326587,55.80244173540061,0.01,100,1.0,1.0,55.80244173540061
1.4901161e-08,-9.769962616701378e-16,-8.325509566319427,,200.0,1.0,0.01,-9.769962616701378e-16,3.5044917e-18,0.009999998,-0.61451685,100.0,1.0,100.0,7.2700915,53.38811584346418,0.01,100,1.0,1.0,53.38811584346418
2.9802322e-08,-2.753353101070388e-16,-7.863858289682675,,200.0,1.0,0.01,-2.753353101070388e-16,3.5044917e-18,0.009999998,-0.5876495,100.0,1.0,100.0,6.9522357,48.821800444045095,0.01,100,1.0,1.0,48.821800444045095
-3.3527613e-08,-1.1102230246251565e-15,-7.1014259596496085,,200.0,1.0,0.01,-1.1102230246251565e-15,3.5044917e-18,0.009999998,-0.5856002,100.0,1.0,100.0,6.927991,48.481876267775725,0.01,100,1.0,1.0,48.481876267775725
-1.4901161e-08,4.884981308350689e-16,-6.74963682912527,,200.0,1.0,0.01,4.884981308350689e-16,3.5044917e-18,0.009999998,-0.48197737,100.0,1.0,100.0,5.7020726,32.84205669285133,0.01,100,1.0,1.0,32.84205669285133
-5.9604645e-08,1.7763568394002505e-17,-6.741199321871222,,200.0,1.0,0.01,1.7763568394002505e-17,3.5044917e-18,0.009999998,-0.54855657,100.0,1.0,100.0,6.489743,42.54218999038131,0.01,100,1.0,1.0,42.54218999038131
-8.940697e-08,1.4921397450962103e-15,-7.691470605298771,,200.0,1.0,0.01,1.4921397450962103e-15,3.5044917e-18,0.009999998,-0.60145694,100.0,1.0,100.0,7.115583,51.14295695578275,0.01,100,1.0,1.0,51.14295695578275
1.5646219e-07,7.638334409421077e-16,-7.835557581647187,,200.0,1.0,0.01,7.638334409421077e-16,3.5044917e-18,0.009999998,-0.5894422,100.0,1.0,100.0,6.9734445,49.12013705989443,0.01,100,1.0,1.0,49.12013705989443
2.2351742e-08,5.506706202140776e-16,-7.297499763051794,,200.0,1.0,0.01,5.506706202140776e-16,3.5044917e-18,0.009999998,-0.64903957,100.0,1.0,100.0,7.678516,59.555162851024974,0.01,100,1.0,1.0,59.555162851024974
2.9802322e-08,-1.2789769243681803e-15,-9.254628690708742,,200.0,1.0,0.01,-1.2789769243681803e-15,3.5044917e-18,0.009999998,-0.6382286,100.0,1.0,100.0,7.550615,57.587664394368744,0.01,100,1.0,1.0,57.587664394368744
-7.450581e-09,4.263256414560601e-16,-9.168825480240322,,200.0,1.0,0.01,4.263256414560601e-16,3.5044917e-18,0.009999998,-0.5970073,100.0,1.0,100.0,7.0629425,50.38904797863844,0.01,100,1.0,1.0,50.38904797863844
4.4703484e-08,1.9539925233402755e-16,-7.430632372454005,,200.0,1.0,0.01,1.9539925233402755e-16,3.5044917e-18,0.009999998,-0.6224841,100.0,1.0,100.0,7.364348,54.78144145292787,0.01,100,1.0,1.0,54.78144145292787
1.4901161e-08,7.194245199571015e-16,-8.159498262278808,,200.0,1.0,0.01,7.194245199571015e-16,3.5044917e-18,0.009999998,-0.59925205,100.0,1.0,100.0,7.0894995,50.76869320714938,0.01,100,1.0,1.0,50.76869320714938
-7.450581e-09,1.0302869668521452e-15,-8.17167958461991,,200.0,1.0,0.01,1.0302869668521452e-15,3.5044917e-18,0.009999998,-0.57810396,100.0,1.0,100.0,6.839306,47.24859601589234,0.01,100,1.0,1.0,47.24859601589234
1.4901161e-08,8.437694987151189e-16,-8.994957940838495,,200.0,1.0,0.01,8.437694987151189e-16,3.5044917e-18,0.009999998,-0.6731156,100.0,1.0,100.0,7.963349,64.05548265337856,0.01,100,1.0,1.0,64.05548265337856
-1.4901161e-08,8.526512829121202e-16,-7.989914232284559,,200.0,1.0,0.01,8.526512829121202e-16,3.5044917e-18,0.009999998,-0.6164218,100.0,1.0,100.0,7.2926273,53.71961533985535,0.01,100,1.0,1.0,53.71961533985535
-1.937151e-07,1.1546319456101628e-16,-8.668908354342392,,200.0,1.0,0.01,1.1546319456101628e-16,3.5044917e-18,0.009999998,-0.58981323,100.0,1.0,100.0,6.977832,49.18195277504254,0.01,100,1.0,1.0,49.18195277504254
8.754432e-08,3.108624468950438e-16,-7.499861649270513,,200.0,1.0,0.01,3.108624468950438e-16,3.5044917e-18,0.009999998,-0.5996805,100.0,1.0,100.0,7.094568,50.84130802532361,0.01,100,1.0,1.0,50.84130802532361
,9.681144774731366e-16,-7.520464412016506,,200.0,1.0,0.01,9.681144774731366e-16,3.5044917e-18,0.009999998,-0.5994847,100.0,1.0,100.0,7.092252,50.80811750258036,0.01,100,1.0,1.0,50.80811750258036
1.4901161e-08,-1.4921397450962103e-15,-7.0122934201527265,,200.0,1.0,0.01,-1.4921397450962103e-15,3.5044917e-18,0.009999998,-0.549419,100.0,1.0,100.0,6.499945,42.67605106199056,0.01,100,1.0,1.0,42.67605106199056
2.6077032e-08,-7.815970093361102e-16,-8.598978610700255,,200.0,1.0,0.01,-7.815970093361102e-16,3.5044917e-18,0.009999998,-0.6124739,100.0,1.0,100.0,7.245921,53.03371075290548,0.01,100,1.0,1.0,53.03371075290548
-4.4703484e-08,7.105427357601002e-16,-6.942700468831931,,200.0,1.0,0.01,7.105427357601002e-16,3.5044917e-18,0.009999998,-0.5666854,100.0,1.0,100.0,6.704216,45.40051559273014,0.01,100,1.0,1.0,45.40051559273014
8.940697e-08,1.4122036873231992e-15,-7.808155717493662,,200.0,1.0,0.01,1.4122036873231992e-15,3.5044917e-18,0.009999998,-0.57528764,100.0,1.0,100.0,6.8059864,46.78934621771512,0.01,100,1.0,1.0,46.78934621771512
1.937151e-07,1.483257960899209e-15,-7.6319391399197825,,200.0,1.0,0.01,1.483257960899209e-15,3.5044917e-18,0.009999998,-0.6077799,100.0,1.0,100.0,7.1903877,52.223921354465055,0.01,100,1.0,1.0,52.223921354465055
2.9802322e-08,7.993605777301127e-16,-8.36675293306802,,200.0,1.0,0.01,7.993605777301127e-16,3.5044917e-18,0.009999998,-0.6064636,100.0,1.0,100.0,7.174817,51.997979342455835,0.01,100,1.0,1.0,51.997979342455835
-4.4703484e-08,1.5099033134902129e-15,-8.082547323307821,,200.0,1.0,0.01,1.5099033134902129e-15,3.5044917e-18,0.009999998,-0.5799806,100.0,1.0,100.0,6.861508,47.55584715287591,0.01,100,1.0,1.0,47.55584715287591
,1.2967404927621828e-15,-7.247824315043597,,200.0,1.0,0.01,1.2967404927621828e-15,3.5044917e-18,0.009999998,-0.5917624,100.0,1.0,100.0,7.0008926,49.507579058381694,0.01,100,1.0,1.0,49.507579058381694
4.4703484e-08,3.1974423109204507e-16,-8.65333690881911,,200.0,1.0,0.01,3.1974423109204507e-16,3.5044917e-18,0.009999998,-0.63094604,100.0,1.0,100.0,7.464457,56.280932110549905,0.01,100,1.0,1.0,56.280932110549905
-5.2154064e-08,1.4210854715202004e-16,-8.271177042595575,,200.0,1.0,0.01,1.4210854715202004e-16,3.5044917e-18,0.009999998,-0.5970614,100.0,1.0,100.0,7.063583,50.39818457455016,0.01,100,1.0,1.0,50.39818457455016
-7.4505806e-08,1.305622276959184e-15,-8.58799618144355,,200.0,1.0,0.01,1.305622276959184e-15,3.5044917e-18,0.009999998,-0.62771624,100.0,1.0,100.0,7.4262457,55.7061891997392,0.01,100,1.0,1.0,55.7061891997392
-1.4901161e-08,7.105427357601002e-16,-7.68734274439162,,200.0,1.0,0.01,7.105427357601002e-16,3.5044917e-18,0.009999998,-0.55969685,100.0,1.0,100.0,6.6215386,44.2876504331965,0.01,100,1.0,1.0,44.2876504331965
-1.0430813e-07,-5.062616992290713e-16,-7.966132947356925,,200.0,1.0,0.01,-5.062616992290713e-16,3.5044917e-18,0.009999998,-0.60610557,100.0,1.0,100.0,7.1705804,51.93658905854148,0.01,100,1.0,1.0,51.93658905854148
-2.4214387e-08,-3.019806626980426e-16,-7.603452209525455,,200.0,1.0,0.01,-3.019806626980426e-16,3.5044917e-18,0.009999998,-0.5956407,100.0,1.0,100.0,7.0467763,50.15864284815349,0.01,100,1.0,1.0,50.15864284815349
-2.9802322e-08,-1.2256862191861727e-15,-8.01409944237214,,200.0,1.0,0.01,-1.2256862191861727e-15,3.5044917e-18,0.009999998,-0.5844437,100.0,1.0,100.0,6.914308,48.290569243443386,0.01,100,1.0,1.0,48.290569243443386
,9.769962616701378e-17,-9.17765128661255,,200.0,1.0,0.01,9.769962616701378e-17,3.5044917e-18,0.009999998,-0.6628844,100.0,1.0,100.0,7.842306,62.122999890521406,0.01,100,1.0,1.0,62.122999890521406
,4.4408920985006264e-17,-8.724039387019822,,200.0,1.0,0.01,4.4408920985006264e-17,3.5044917e-18,0.009999998,-0.6219502,100.0,1.0,100.0,7.3580317,54.6875033837988,0.01,100,1.0,1.0,54.6875033837988
-2.9802322e-08,7.371880883511039e-16,-7.648892405199016,,200.0,1.0,0.01,7.371880883511039e-16,3.5044917e-18,0.009999998,-0.585442,100.0,1.0,100.0,6.9261193,48.45569002483788,0.01,100,1.0,1.0,48.45569002483788
,4.618527782440651e-16,-7.623677506522088,,200.0,1.0,0.01,4.618527782440651e-16,3.5044917e-18,0.009999998,-0.6298718,100.0,1.0,100.0,7.451748,56.08943643440614,0.01,100,1.0,1.0,56.08943643440614
-4.4703484e-08,8.526512829121202e-16,-9.181635598486213,,200.0,1.0,0.01,8.526512829121202e-16,3.5044917e-18,0.009999998,-0.60817784,100.0,1.0,100.0,7.1950965,52.292341166235396,0.01,100,1.0,1.0,52.292341166235396
8.940697e-08,9.414691248821328e-16,-8.58074105110198,,200.0,1.0,0.01,9.414691248821328e-16,3.5044917e-18,0.009999998,-0.57980245,100.0,1.0,100.0,6.859399,47.52661472878245,0.01,100,1.0,1.0,47.52661472878245
7.450581e-09,5.950795411990839e-16,-7.815817762909599,,200.0,1.0,0.01,5.950795411990839e-16,3.5044917e-18,0.009999998,-0.6198369,100.0,1.0,100.0,7.3330307,54.316507441014465,0.01,100,1.0,1.0,54.316507441014465
-1.0430813e-07,-1.687538997430238e-16,-7.7355523151626695,,200.0,1.0,0.01,-1.687538997430238e-16,3.5044917e-18,0.009999998,-0.6137462,100.0,1.0,100.0,7.260974,53.254290681192124,0.01,100,1.0,1.0,53.254290681192124
,-8.881784197001253e-17,-7.2384433829022905,,200.0,1.0,0.01,-8.881784197001253e-17,3.5044917e-18,0.009999998,-0.62275755,100.0,1.0,100.0,7.367582,54.82956754583584,0.01,100,1.0,1.0,54.82956754583584
