BatchSize,EpsThisIter,MinNormIw,VarJ,J,VanillaAvgRet,ESSClassic,AvgDiscRet,AvgVanillaIw,AvgRet,AvgEpLen,VarDiscRet,VarVanillaIw,MaxVanillaIw,eRenyi2,Bound,IterType,MaxNormIw,MinVanillaIw,Delta,AvgNormIw,VarRet,VarNormIw,ESSRenyi
100,100,0.00519409,45.3389,-543.164,-547.973494661,96.4166021783,-547.973494661,1.00331,-547.973494661,500.0,2252.93592475,0.0377901,1.63553,1.03449,-681.253,1,0.0163013,0.521128,0.2,0.01,2252.93592475,3.75412e-06,96.6656011328
100,100,0.00467016,58.0679,-545.749,-551.121721578,97.9608606128,-551.121721578,0.984877,-551.121721578,500.0,7348.46073285,0.0203949,1.22783,1.01735,-801.221,1,0.0124668,0.459953,0.2,0.01,7348.46073285,2.1026e-06,98.2944431692
100,100,0.00504297,49.5226,-542.547,-545.933144512,96.978626431,-545.933144512,0.990718,-545.933144512,500.0,2462.43404827,0.030888,1.50484,1.02511,-683.483,1,0.0151894,0.499616,0.2,0.01,2462.43404827,3.14695e-06,97.5500750993
100,100,0.00401454,43.4614,-540.179,-546.817366979,93.4030755699,-546.817366979,0.956708,-546.817366979,500.0,2532.74942771,0.0652985,1.53889,1.04116,-686.782,1,0.0160853,0.384075,0.2,0.01,2532.74942771,7.13419e-06,96.0466962869
100,100,0.00431861,43.0445,-531.456,-534.307522551,97.1600955838,-534.307522551,0.99759,-534.307522551,500.0,1760.95703231,0.0293824,1.57922,1.02277,-662.633,1,0.0158303,0.43082,0.2,0.01,1760.95703231,2.95245e-06,97.773642915
100,100,0.00715024,49.9302,-528.891,-532.030431329,97.7544527416,-532.030431329,1.00208,-532.030431329,500.0,2423.74494109,0.0233,1.5702,1.0229,-667.452,1,0.0156695,0.71651,0.2,0.01,2423.74494109,2.32034e-06,97.7611772446
100,100,0.00542143,51.7544,-529.305,-534.215999286,96.6831235602,-534.215999286,0.996767,-534.215999286,500.0,2459.2467417,0.0344294,1.60647,1.03762,-666.409,1,0.0161168,0.54039,0.2,0.01,2459.2467417,3.46531e-06,96.3743779001
100,100,0.00548818,43.7074,-518.952,-521.509012284,98.1396532736,-521.509012284,1.01952,-521.509012284,500.0,1900.34000881,0.0199023,1.34807,1.02064,-645.522,1,0.0132226,0.559533,0.2,0.01,1900.34000881,1.91473e-06,97.9774747564
100,100,0.00555842,44.4882,-530.195,-533.826449699,96.8872566589,-533.826449699,0.993042,-533.826449699,500.0,2216.11942621,0.032002,1.34363,1.02588,-667.942,1,0.0135304,0.551975,0.2,0.01,2216.11942621,3.2452e-06,97.4771425231
100,100,0.00310323,58.7784,-520.708,-529.682689472,90.7810936623,-529.682689472,0.997681,-529.682689472,500.0,2861.06419105,0.102102,2.09121,1.07524,-657.209,1,0.0209607,0.309603,0.2,0.01,2861.06419105,1.02577e-05,93.0024601514
100,100,0.00167102,177.045,-485.001,-519.398638635,4.94512097213,-519.398638635,1.74307,-519.398638635,500.0,2330.72243249,58.9922,77.682,1.33766,-646.281,1,0.44566,0.291272,0.2,0.01,2330.72243249,0.00194161,74.7575945912
100,100,0.00357833,48.4214,-514.719,-520.972677424,94.7254460577,-520.972677424,0.982932,-520.972677424,500.0,2280.68744447,0.0543417,1.6913,1.04969,-646.745,1,0.0172067,0.351725,0.2,0.01,2280.68744447,5.62453e-06,95.2660476109
100,100,0.00567055,44.0198,-516.477,-519.993515644,97.0981311291,-519.993515644,1.02662,-519.993515644,500.0,1783.70664749,0.0318163,1.75017,1.02914,-645.841,1,0.0170479,0.582149,0.2,0.01,1783.70664749,3.01879e-06,97.1684537702
100,100,0.00638691,45.7547,-511.075,-513.470271628,97.0403567707,-513.470271628,1.0168,-513.470271628,500.0,1860.46505354,0.0318513,1.75612,1.0204,-634.083,1,0.0172711,0.64942,0.2,0.01,1860.46505354,3.08075e-06,98.0004245443
100,100,0.00415796,48.8879,-515.951,-519.303496807,97.1325853892,-519.303496807,1.01677,-519.303496807,500.0,2238.98271555,0.0308272,1.60587,1.02648,-644.475,1,0.0157939,0.422767,0.2,0.01,2238.98271555,2.98188e-06,97.420325345
100,100,0.00605687,42.2976,-498.996,-503.784585321,94.7621622955,-503.784585321,0.996312,-503.784585321,500.0,1858.14682136,0.0554211,1.76188,1.04097,-627.098,1,0.0176841,0.603453,0.2,0.01,1858.14682136,5.58322e-06,96.0638216979
100,100,0.00488502,44.2489,-506.98,-510.603424176,96.7858186459,-510.603424176,0.974499,-510.603424176,500.0,2061.0498315,0.031856,1.32622,1.02938,-638.279,1,0.0136092,0.476045,0.2,0.01,2061.0498315,3.3545e-06,97.1458019449
100,100,0.0036895,49.1049,-504.657,-510.164870786,95.1303423979,-510.164870786,0.99759,-510.164870786,500.0,2046.4863667,0.0514573,1.47206,1.04918,-628.41,1,0.0147562,0.368061,0.2,0.01,2046.4863667,5.17062e-06,95.3127110876
100,100,0.00350022,46.7014,-502.653,-506.287214406,96.4352586402,-506.287214406,1.0155,-506.287214406,500.0,2221.03091229,0.0385051,1.73859,1.02801,-634.348,1,0.0171204,0.355449,0.2,0.01,2221.03091229,3.73383e-06,97.2757572476
100,100,0.00780649,49.8161,-503.227,-506.050063625,98.0840951383,-506.050063625,1.00259,-506.050063625,500.0,2442.09555982,0.0198328,1.52797,1.02278,-628.991,1,0.0152403,0.782671,0.2,0.01,2442.09555982,1.97305e-06,97.7725603039
100,100,0.00406146,46.1936,-500.037,-507.730707527,87.9280564483,-507.730707527,1.02415,-507.730707527,500.0,1846.48332261,0.145459,3.45066,1.06939,-627.478,1,0.033693,0.415954,0.2,0.01,1846.48332261,1.3868e-05,93.5114157481
100,100,0.00282006,42.0618,-501.511,-507.320095588,94.6610869628,-507.320095588,0.995026,-507.320095588,500.0,1892.04567962,0.0564046,1.72065,1.04455,-631.446,1,0.0172925,0.280604,0.2,0.01,1892.04567962,5.69699e-06,95.7354478515
100,100,0.00452019,41.3004,-501.814,-505.521512885,94.7938483043,-505.521512885,0.965027,-505.521512885,500.0,1569.73278037,0.0516631,1.72588,1.03222,-625.089,1,0.0178842,0.43621,0.2,0.01,1569.73278037,5.54756e-06,96.8788067909
100,100,0.00240387,48.6523,-482.232,-488.853879427,93.727139507,-488.853879427,1.01966,-488.853879427,500.0,2171.24095375,0.0702875,1.62721,1.05656,-600.698,1,0.0159583,0.245114,0.2,0.01,2171.24095375,6.76028e-06,94.646571787
100,100,0.00358133,57.5445,-486.236,-494.200945888,83.6347104677,-494.200945888,1.03218,-494.200945888,500.0,1992.38513995,0.210579,4.97286,1.0816,-612.471,1,0.0481781,0.369659,0.2,0.01,1992.38513995,1.97653e-05,92.4553299974
100,100,0.00414261,45.1904,-488.539,-493.028987497,94.7232571268,-493.028987497,0.99957,-493.028987497,500.0,2003.42284053,0.0562213,1.70613,1.04039,-608.659,1,0.0170686,0.414083,0.2,0.01,2003.42284053,5.62697e-06,96.1182081189
100,100,0.00453005,51.1686,-483.701,-487.430919137,94.834788168,-487.430919137,0.985429,-487.430919137,500.0,2123.8055467,0.0534238,1.99484,1.03368,-604.849,1,0.0202433,0.446404,0.2,0.01,2123.8055467,5.50155e-06,96.7416079163
100,100,0.00546386,38.604,-490.193,-492.587358374,97.973291861,-492.587358374,1.00383,-492.587358374,500.0,1618.1262172,0.0210555,1.33816,1.01953,-613.809,1,0.0133306,0.548477,0.2,0.01,1618.1262172,2.08952e-06,98.0844632165
100,100,0.00313039,47.9157,-475.162,-481.687087707,94.0616953876,-481.687087707,0.998938,-481.687087707,500.0,2143.86789525,0.0636346,1.93414,1.0498,-606.094,1,0.019362,0.312707,0.2,0.01,2143.86789525,6.37699e-06,95.2562466218
100,100,0.00308253,66.9857,-476.009,-489.229333168,85.0757383567,-489.229333168,0.933608,-489.229333168,500.0,2684.69456928,0.154448,3.02654,1.13101,-605.045,1,0.0324177,0.287788,0.2,0.01,2684.69456928,1.77196e-05,88.4161616149
100,100,0.00365688,45.0456,-468.7,-473.37140644,95.7479525094,-473.37140644,1.00686,-473.37140644,500.0,2193.32338683,0.0454753,1.60408,1.03968,-592.832,1,0.0159314,0.368198,0.2,0.01,2193.32338683,4.48575e-06,96.1829885172
100,100,0.0052574,43.9841,-468.341,-472.539365562,96.8676575631,-472.539365562,1.02397,-472.539365562,500.0,1936.1192837,0.0342474,1.48309,1.03377,-593.491,1,0.0144838,0.538341,0.2,0.01,1936.1192837,3.26629e-06,96.7330403108
100,100,0.0044178,48.6363,-468.724,-473.229654882,95.2400515581,-473.229654882,1.00666,-473.229654882,500.0,2624.34412848,0.0511584,1.51416,1.03508,-591.802,1,0.0150414,0.444722,0.2,0.01,2624.34412848,5.04836e-06,96.6109830941
100,100,0.00430787,43.7275,-470.726,-473.182344608,97.1221523633,-473.182344608,0.995007,-473.182344608,500.0,1760.46417258,0.0296324,1.72555,1.02061,-589.87,1,0.0173421,0.428636,0.2,0.01,1760.46417258,2.99305e-06,97.9804959594
100,100,0.00447731,84.8877,-461.889,-470.499477168,68.452622844,-470.499477168,1.05237,-470.499477168,500.0,1952.94135164,0.515559,7.58631,1.11014,-583.928,1,0.0720876,0.471181,0.2,0.01,1952.94135164,4.6552e-05,90.0790507722
100,100,0.00662412,42.3307,-463.345,-466.054275467,97.7120794926,-466.054275467,0.996353,-466.054275467,500.0,1822.39572832,0.023479,1.26309,1.02526,-581.668,1,0.0126771,0.659996,0.2,0.01,1822.39572832,2.36512e-06,97.5361240038
100,100,0.00470463,36.7783,-460.184,-462.952293849,97.6135173306,-462.952293849,1.01205,-462.952293849,500.0,1315.94044104,0.0252944,1.52176,1.02491,-571.225,1,0.0150364,0.476134,0.2,0.01,1315.94044104,2.46955e-06,97.5690686133
100,100,0.00123324,281.244,-413.854,-464.743750463,4.70354821434,-464.743750463,1.97538,-464.743750463,500.0,1964.36692417,79.858,90.1296,1.62082,-561.749,1,0.456264,0.243612,0.2,0.01,1964.36692417,0.00204652,61.697281883
100,100,0.00485105,42.5838,-454.627,-458.794454472,96.0325308022,-458.794454472,1.00434,-458.794454472,500.0,1755.97414714,0.0420944,1.51836,1.03881,-567.737,1,0.015118,0.487208,0.2,0.01,1755.97414714,4.17317e-06,96.2643354668
100,100,0.00555481,49.629,-457.741,-463.337045292,95.6273952664,-463.337045292,1.01464,-463.337045292,500.0,2360.40040996,0.0475499,1.60129,1.04471,-577.46,1,0.0157818,0.563615,0.2,0.01,2360.40040996,4.61873e-06,95.7207657471
100,100,0.00562016,43.9267,-461.982,-465.134103871,97.0723764155,-465.134103871,1.002,-465.134103871,500.0,1863.55063812,0.0305861,1.65833,1.02824,-576.908,1,0.0165502,0.563141,0.2,0.01,1863.55063812,3.0464e-06,97.2537431514
100,100,0.00335604,40.8216,-445.776,-449.021424542,94.2824634961,-449.021424542,1.01361,-449.021424542,500.0,1632.57470282,0.0629337,2.64796,1.03177,-555.665,1,0.0261241,0.34017,0.2,0.01,1632.57470282,6.12553e-06,96.9208486268
100,100,0.00342866,53.8278,-452.276,-457.731183803,89.3443341448,-457.731183803,0.994822,-457.731183803,500.0,1947.37819585,0.119226,3.47179,1.05885,-564.85,1,0.0348986,0.341091,0.2,0.01,1947.37819585,1.2047e-05,94.4420151393
100,100,0.00596326,43.8674,-451.243,-454.566852292,97.0132792624,-454.566852292,0.986657,-454.566852292,500.0,1951.18080366,0.0302734,1.38199,1.02924,-568.72,1,0.0140068,0.58837,0.2,0.01,1951.18080366,3.10977e-06,97.1595403163
100,100,0.00673723,46.301,-450.215,-453.164472526,97.2747402924,-453.164472526,1.02031,-453.164472526,500.0,1971.16195827,0.0294606,1.50939,1.02709,-562.297,1,0.0147934,0.687407,0.2,0.01,1971.16195827,2.82993e-06,97.3626816205
100,100,0.00576595,40.2436,-448.02,-451.51762747,97.1963334487,-451.51762747,1.01964,-451.51762747,500.0,1769.68528136,0.0302922,1.53522,1.03023,-568.27,1,0.0150565,0.587917,0.2,0.01,1769.68528136,2.91367e-06,97.0657219683
100,100,0.00383432,47.5642,-442.199,-445.627206728,96.1096206765,-445.627206728,1.01608,-445.627206728,500.0,2145.15192294,0.0422128,1.63008,1.02724,-562.14,1,0.0160429,0.389597,0.2,0.01,2145.15192294,4.08875e-06,97.3483208864
100,100,0.00468944,45.8091,-439.88,-443.177777844,97.0410854814,-443.177777844,1.01124,-443.177777844,500.0,2196.37360911,0.0314958,1.42248,1.02901,-555.347,1,0.0140666,0.474216,0.2,0.01,2196.37360911,3.07993e-06,97.1809601219
100,100,0.00549268,43.6354,-441.038,-443.724615606,97.6525132926,-443.724615606,0.9786,-443.724615606,500.0,1845.25926434,0.0232537,1.32433,1.0238,-557.977,1,0.0135329,0.537514,0.2,0.01,1845.25926434,2.42819e-06,97.6757692923
100,100,0.00691993,48.0784,-436.499,-440.563350803,96.6906121647,-440.563350803,1.00836,-440.563350803,500.0,2134.5368646,0.0351529,1.64335,1.03531,-556.238,1,0.0162973,0.697777,0.2,0.01,2134.5368646,3.45726e-06,96.5896358358
100,100,0.00359709,46.8795,-437.115,-442.297361253,95.0612691859,-442.297361253,1.00615,-442.297361253,500.0,2347.1651046,0.0531253,1.4418,1.0439,-555.469,1,0.0143298,0.361921,0.2,0.01,2347.1651046,5.24777e-06,95.794746425
100,100,0.00561014,41.4773,-428.839,-432.07356959,97.199082656,-432.07356959,1.01364,-432.07356959,500.0,1798.16974724,0.0299071,1.45644,1.03159,-541.572,1,0.0143685,0.568665,0.2,0.01,1798.16974724,2.91078e-06,96.9374470598
100,100,0.0025514,45.4498,-431.569,-435.860339388,96.206602823,-435.860339388,1.02885,-435.860339388,500.0,2195.30059037,0.0421593,1.60989,1.03634,-544.691,1,0.0156475,0.262501,0.2,0.01,2195.30059037,3.9828e-06,96.4934400604
100,100,0.00644498,48.9653,-445.104,-447.036452303,98.5257479588,-447.036452303,1.01074,-447.036452303,500.0,2463.94374088,0.0154403,1.23226,1.0157,-566.24,1,0.0121917,0.651417,0.2,0.01,2463.94374088,1.51141e-06,98.4538767982
100,100,0.003977,52.6232,-432.422,-437.838244814,95.222058078,-437.838244814,0.978772,-437.838244814,500.0,2911.64839995,0.0485549,1.58786,1.04468,-558.086,1,0.016223,0.389258,0.2,0.01,2911.64839995,5.06839e-06,95.7229284529
100,100,0.00430539,41.8736,-428.385,-431.407199485,96.2543999109,-431.407199485,0.972747,-431.407199485,500.0,1642.28833057,0.0371936,1.44729,1.02731,-536.394,1,0.0148784,0.418805,0.2,0.01,1642.28833057,3.93068e-06,97.3416447573
100,100,0.00592994,47.9648,-431.746,-435.057043268,97.2947654982,-435.057043268,1.00712,-435.057043268,500.0,2373.92933045,0.0284866,1.38225,1.03049,-544.189,1,0.0137248,0.597215,0.2,0.01,2373.92933045,2.80853e-06,97.0416249245
100,100,0.00331254,39.666,-415.962,-419.938003053,95.6099931866,-419.938003053,0.981257,-419.938003053,500.0,1666.1491065,0.0446573,1.64172,1.03745,-525.892,1,0.0167308,0.325045,0.2,0.01,1666.1491065,4.63796e-06,96.3901583451
100,100,0.00569859,39.1515,-414.678,-417.532666703,96.8634923117,-417.532666703,1.01314,-417.532666703,500.0,1482.13079887,0.0335729,1.45242,1.0286,-517.522,1,0.0143359,0.577346,0.2,0.01,1482.13079887,3.27078e-06,97.2197716869
100,100,0.00355151,39.7609,-415.016,-419.104581541,95.2718674286,-419.104581541,0.979265,-419.104581541,500.0,1714.40190691,0.048072,1.48069,1.03942,-524.218,1,0.0151204,0.347787,0.2,0.01,1714.40190691,5.01292e-06,96.2075547046
