BatchSize,MinVanillaIw,VarDiscRet,ESSRenyi,MaxNormIw,AvgVanillaIw,VarVanillaIw,ESSClassic,eRenyi2,EpsThisIter,AvgRet,VarJ,VarNormIw,Bound,Delta,AvgNormIw,VarRet,VanillaAvgRet,MinNormIw,AvgEpLen,MaxVanillaIw,IterType,AvgDiscRet,J
200,1.0,72.1133880772,200.0,0.01,1.0,,100.0,1.0,100,-101.247453529,8.44939,3.50449e-18,-107.488,0.8,0.01,72.1133880772,-101.247453529,0.01,41.17,1.0,2,-101.247453529,-101.247
200,0.00672395,97.7366216951,157.658582645,0.0107306,0.984756,0.284162,154.85117642,1.26856,100,-99.4358435358,10.0828,7.3257e-06,-104.043,0.8,0.005,97.7366216951,-99.4358435358,3.41402e-05,41.91,2.1134,1,-99.4358435358,-99.0731
200,1.0,58.3864771831,200.0,0.01,1.0,,100.0,1.0,100,-99.7684618031,7.6028,3.50449e-18,-105.698,0.8,0.01,58.3864771831,-99.7684618031,0.01,44.39,1.0,2,-99.7684618031,-99.7685
200,0.0223746,41.3290030194,168.528854557,0.00992194,0.986562,0.173027,169.940253788,1.18674,100,-100.116460285,7.79869,4.44433e-06,-103.734,0.8,0.005,41.3290030194,-100.116460285,0.000113397,45.59,1.95772,1,-100.116460285,-99.1665
200,1.0,78.9878849099,200.0,0.01,1.0,,100.0,1.0,100,-99.8218143145,8.84296,3.50449e-18,-105.708,0.8,0.01,78.9878849099,-99.8218143145,0.01,50.5,1.0,2,-99.8218143145,-99.8218
200,0.0519429,90.1249498249,170.697088755,0.0107592,0.990798,0.177959,169.437768013,1.17167,100,-99.3455678031,8.6713,4.53201e-06,-103.671,0.8,0.005,90.1249498249,-99.3455678031,0.000262127,49.05,2.13205,1,-99.3455678031,-98.4784
200,1.0,79.4015844254,200.0,0.01,1.0,,100.0,1.0,100,-98.6772692386,8.86609,3.50449e-18,-104.333,0.8,0.01,79.4015844254,-98.6772692386,0.01,45.5,1.0,2,-98.6772692386,-98.6773
200,0.207358,65.358307566,163.171300427,0.0177208,1.06963,0.245356,164.82873507,1.22571,100,-97.7701663462,9.58782,5.36131e-06,-101.805,0.8,0.005,65.358307566,-97.7701663462,0.000969302,47.51,3.79094,1,-97.7701663462,-97.3776
200,1.0,42.792676439,200.0,0.01,1.0,,100.0,1.0,100,-99.9880981553,6.50882,3.50449e-18,-105.593,0.8,0.01,42.792676439,-99.9880981553,0.01,46.78,1.0,2,-99.9880981553,-99.9881
200,0.00113582,69.7981686142,83.0857646803,0.0848297,1.00752,2.15338,64.2932885711,2.40715,100,-101.177484833,50.036,5.30338e-05,-103.66,0.8,0.005,69.7981686142,-101.177484833,5.63673e-06,44.21,17.0935,1,-101.177484833,-97.1801
200,1.0,185.677298403,200.0,0.01,1.0,,100.0,1.0,100,-100.011881832,13.558,3.50449e-18,-110.207,0.8,0.01,185.677298403,-100.011881832,0.01,53.16,1.0,2,-100.011881832,-100.012
200,0.00560291,142.636014212,102.70970889,0.0414894,1.01455,1.07226,98.2068170111,1.94724,100,-97.6183371095,45.4004,2.60432e-05,-104.477,0.8,0.005,142.636014212,-97.6183371095,2.76128e-05,52.41,8.4186,1,-97.6183371095,-94.4174
200,1.0,100.919876398,200.0,0.01,1.0,,100.0,1.0,100,-97.9372063377,9.99553,3.50449e-18,-103.868,0.8,0.01,100.919876398,-97.9372063377,0.01,53.57,1.0,2,-97.9372063377,-97.9372
200,0.170515,142.897811388,171.090337329,0.0126684,1.05685,0.202051,169.492471687,1.16897,100,-98.9871071183,10.7723,4.52244e-06,-104.331,0.8,0.005,142.897811388,-98.9871071183,0.000806712,50.9,2.67772,1,-98.9871071183,-97.3085
200,1.0,71.7442778519,200.0,0.01,1.0,,100.0,1.0,100,-97.7093122979,8.42774,3.50449e-18,-103.533,0.8,0.01,71.7442778519,-97.7093122979,0.01,50.61,1.0,2,-97.7093122979,-97.7093
200,0.00357317,76.7430906588,150.482327456,0.0122521,0.996972,0.325981,150.792585648,1.32906,100,-99.0361901063,10.0374,8.19911e-06,-101.982,0.8,0.005,76.7430906588,-99.0361901063,1.79201e-05,48.25,2.44299,1,-99.0361901063,-96.8708
200,1.0,190.059229825,200.0,0.01,1.0,,100.0,1.0,100,-97.9492725131,13.7171,3.50449e-18,-105.3,0.8,0.01,190.059229825,-97.9492725131,0.01,54.11,1.0,2,-97.9492725131,-97.9493
200,1.08882e-28,115.753985593,16.1910032414,0.141239,1.15081,15.5608,15.7592594305,12.3525,100,-97.2840010561,115.693,0.000293742,-96.3124,0.8,0.005,115.753985593,-97.2840010561,4.73066e-31,51.72,32.5079,1,-97.2840010561,-78.0452
200,1.0,121.749477804,200.0,0.01,1.0,,100.0,1.0,100,-96.7290571354,10.9787,3.50449e-18,-102.722,0.8,0.01,121.749477804,-96.7290571354,0.01,59.52,1.0,2,-96.7290571354,-96.729
300,0.0307618,267.616780728,nan,1.0,4.59214e+25,inf,,nan,100,-97.2840010561,7.17253e-11,0.005,-inf,0.8,0.005,115.753985593,-97.2840010561,3.34939e-30,51.72,9.18428e+27,,-96.8629341079,-102.004
300,2.00135e-16,66.6282824759,93.4030195152,0.0265871,1.12307,2.82116,92.9005606838,3.21189,100,-97.6753957121,37.6241,2.48524e-05,-100.242,0.8,0.00333333,66.6282824759,-97.6753957121,5.94009e-19,49.32,8.95779,1,-97.6753957121,-92.636
300,1.0,129.919275444,300.0,0.01,1.0,,100.0,1.0,100,-95.3860221656,11.3411,3.50449e-18,-101.469,0.8,0.01,129.919275444,-95.3860221656,0.01,57.57,1.0,2,-95.3860221656,-95.386
300,1.0,142.189895319,300.0,0.005,1.0,,200.000000102,1.0,100,-96.8897876822,11.6301,2.1793e-19,-100.439,0.8,0.005,142.189895319,-96.8897876822,0.005,58.21,1.0,2,-96.8897876822,-96.1379
300,0.00147208,113.665092617,157.081065595,0.0222085,1.04188,1.03841,153.576986274,1.90984,100,-96.8260741222,20.1289,1.0629e-05,-98.5837,0.8,0.00333333,113.665092617,-96.8260741222,4.70971e-06,54.36,6.94156,1,-96.8260741222,-93.7305
300,1.0,118.994024444,300.0,0.01,1.0,,100.0,1.0,100,-97.4815828539,10.8538,3.50449e-18,-103.528,0.8,0.01,118.994024444,-97.4815828539,0.01,62.95,1.0,2,-97.4815828539,-97.4816
300,1.0,462.376227101,300.0,0.005,1.0,,200.000000102,1.0,100,-95.1964742056,17.0025,2.1793e-19,-100.75,0.8,0.005,462.376227101,-95.1964742056,0.005,68.19,1.0,2,-95.1964742056,-96.339
300,,230.846640089,2.95203040678,0.949953,1.00746,274.762,1.10780036597,101.625,100,-96.2689214778,154.126,0.00300788,37.9185,0.8,0.00333333,230.846640089,-96.2689214778,,61.96,287.111,1,-96.2689214778,74.2247
300,1.0,164.207589456,300.0,0.01,1.0,,100.0,1.0,100,-91.6932375846,12.7501,3.50449e-18,-97.3866,0.8,0.01,164.207589456,-91.6932375846,0.01,78.98,1.0,2,-91.6932375846,-91.6932
300,1.0,295.80110649,300.0,0.005,1.0,,200.000000102,1.0,100,-93.8339077388,15.1278,2.1793e-19,-97.3722,0.8,0.005,295.80110649,-93.8339077388,0.005,82.42,1.0,2,-93.8339077388,-92.7636
400,0.00348297,489.591590305,nan,nan,inf,nan,nan,nan,100,-96.2689214778,nan,nan,nan,0.8,nan,230.846640089,-96.2689214778,nan,61.96,inf,,-90.387879785,nan
400,,330.462705766,1.9109948102,0.917958,1.04804,370.411,1.18556956237,209.315,100,-94.0846703234,271.607,0.00210771,22.028,0.8,0.0025,330.462705766,-94.0846703234,,70.37,384.821,1,-94.0846703234,69.1795
400,1.0,361.59316962,400.0,0.01,1.0,,100.0,1.0,100,-88.9869680281,18.9203,3.50449e-18,-95.0047,0.8,0.01,361.59316962,-88.9869680281,0.01,115.71,1.0,2,-88.9869680281,-88.987
400,1.0,1113.32141771,400.0,0.005,1.0,,200.000000102,1.0,100,-82.4249527375,27.2185,2.1793e-19,-89.9611,0.8,0.005,1113.32141771,-82.4249527375,0.005,125.04,1.0,2,-82.4249527375,-85.7059
400,1.0,419.395239622,400.0,0.00333333,1.0,,299.999969474,1.0,100,-87.8025186657,25.165,5.43914e-20,-89.8791,0.8,0.00333333,419.395239622,-87.8025186657,0.00333333,101.85,1.0,2,-87.8025186657,-86.4048
500,0.00259861,636.954290812,433652210.376,nan,inf,nan,nan,1.153e-06,100,-94.0846703234,nan,nan,nan,0.8,nan,330.462705766,-94.0846703234,nan,70.37,inf,,-87.4634548761,nan
500,,111.2356226,1.03874610462,0.892748,0.919547,337.909,1.25054682231,481.35,100,-98.2960605331,411.469,0.0015985,-0.604622,0.8,0.002,111.2356226,-98.2960605331,,62.28,410.462,1,-98.2960605331,64.4579
500,1.0,376.078278507,500.0,0.01,1.0,,100.0,1.0,100,-88.057484047,19.2955,3.50449e-18,-94.075,0.8,0.01,376.078278507,-88.057484047,0.01,107.31,1.0,2,-88.057484047,-88.0575
500,1.0,562.146944664,500.0,0.005,1.0,,200.000000102,1.0,100,-85.2665264366,21.5956,2.1793e-19,-90.9368,0.8,0.005,562.146944664,-85.2665264366,0.005,130.68,1.0,2,-85.2665264366,-86.662
500,1.0,735.538916776,500.0,0.00333333,1.0,,299.999969474,1.0,100,-87.347530169,23.5318,5.43914e-20,-90.4218,0.8,0.00333333,735.538916776,-87.347530169,0.00333333,112.55,1.0,2,-87.347530169,-86.8905
500,1.0,368.194612933,500.0,0.0025,1.0,,400.0,1.0,100,-87.4382201829,22.5054,5.4346e-20,-90.0856,0.8,0.0025,368.194612933,-87.4382201829,0.0025,117.17,1.0,2,-87.4382201829,-87.0274
500,3.91061e-21,844.954078522,29.5754653067,0.151074,1.48734,48.1556,22.0024262481,16.9059,100,-85.4870759858,422.389,8.70733e-05,-79.1432,0.8,0.002,844.954078522,-85.4870759858,5.25852e-24,129.02,112.35,1,-85.4870759858,-67.5757
500,1.0,574.753343896,500.0,0.01,1.0,,100.0,1.0,100,-86.5653303428,23.8538,3.50449e-18,-92.5799,0.8,0.01,574.753343896,-86.5653303428,0.01,99.33,1.0,2,-86.5653303428,-86.5653
500,1.0,729.927357779,500.0,0.005,1.0,,200.000000102,1.0,100,-83.8407203334,25.4494,2.1793e-19,-89.7869,0.8,0.005,729.927357779,-83.8407203334,0.005,119.39,1.0,2,-83.8407203334,-85.203
500,1.0,1072.60521703,500.0,0.00333333,1.0,,299.999969474,1.0,100,-83.9222974573,28.0376,5.43914e-20,-88.5188,0.8,0.00333333,1072.60521703,-83.9222974573,0.00333333,110.54,1.0,2,-83.9222974573,-84.7761
500,1.0,829.302366781,500.0,0.0025,1.0,,400.0,1.0,100,-82.6682943271,28.2075,5.4346e-20,-87.4904,0.8,0.0025,829.302366781,-82.6682943271,0.0025,111.05,1.0,2,-82.6682943271,-84.2492
500,4.86874e-13,913.415594473,5.35965005254,0.330108,1.62159,170.858,7.59348845612,93.2897,100,-80.4296550346,812.64,0.000259904,-32.1205,0.8,0.002,913.415594473,-80.4296550346,6.00489e-16,119.9,267.65,1,-80.4296550346,-4.11915
500,1.0,305.469224503,500.0,0.01,1.0,,100.0,1.0,100,-88.3218433268,17.3901,3.50449e-18,-94.49,0.8,0.01,305.469224503,-88.3218433268,0.01,74.32,1.0,2,-88.3218433268,-88.3218
500,1.0,628.87732389,500.0,0.005,1.0,,200.000000102,1.0,100,-86.630711362,21.5225,2.1793e-19,-91.8378,0.8,0.005,628.87732389,-86.630711362,0.005,87.18,1.0,2,-86.630711362,-87.4763
500,1.0,473.325409712,500.0,0.00333333,1.0,,299.999969474,1.0,100,-87.1972165836,21.5645,5.43914e-20,-90.9445,0.8,0.00333333,473.325409712,-87.1972165836,0.00333333,81.14,1.0,2,-87.1972165836,-87.3833
500,1.0,761.504694448,500.0,0.0025,1.0,,400.0,1.0,100,-83.9617085511,23.2258,5.4346e-20,-89.612,0.8,0.0025,761.504694448,-83.9617085511,0.0025,84.19,1.0,2,-83.9617085511,-86.5279
500,,1161.83235575,1.48685282335,0.955548,2.81392,3615.2,1.09490646338,336.281,100,-84.8531513637,189.112,0.00182629,65.141,0.8,0.002,1161.83235575,-84.8531513637,,87.93,1344.42,1,-84.8531513637,116.262
500,1.0,762.943758579,500.0,0.01,1.0,,100.0,1.0,100,-83.3430455551,27.483,3.50449e-18,-89.7503,0.8,0.01,762.943758579,-83.3430455551,0.01,112.29,1.0,2,-83.3430455551,-83.343
500,1.0,444.455259453,500.0,0.005,1.0,,200.000000102,1.0,100,-84.7366551926,24.4571,2.1793e-19,-88.5705,0.8,0.005,444.455259453,-84.7366551926,0.005,99.51,1.0,2,-84.7366551926,-84.0398
500,1.0,485.647155265,500.0,0.00333333,1.0,,299.999969474,1.0,100,-84.178952565,23.6439,5.43914e-20,-87.7855,0.8,0.00333333,485.647155265,-84.178952565,0.00333333,99.02,1.0,2,-84.178952565,-84.0862
500,1.0,576.839598387,500.0,0.0025,1.0,,400.0,1.0,100,-87.2820286191,23.7478,5.4346e-20,-88.0888,0.8,0.0025,576.839598387,-87.2820286191,0.0025,97.39,1.0,2,-87.2820286191,-84.8852
500,3.15288e-13,861.247855755,24.6288812867,0.250073,0.89218,31.1093,12.4985701158,20.3014,100,-79.9352755726,240.441,0.000156331,-77.9595,0.8,0.002,861.247855755,-79.9352755726,7.06781e-16,122.52,111.555,1,-79.9352755726,-65.0488
500,1.0,595.767930848,500.0,0.01,1.0,,100.0,1.0,100,-82.4820578364,24.286,3.50449e-18,-88.492,0.8,0.01,595.767930848,-82.4820578364,0.01,103.95,1.0,2,-82.4820578364,-82.4821
500,1.0,849.436873228,500.0,0.005,1.0,,200.000000102,1.0,100,-83.3160186193,26.7498,2.1793e-19,-87.1521,0.8,0.005,849.436873228,-83.3160186193,0.005,105.63,1.0,2,-83.3160186193,-82.899
500,1.0,1142.62977979,500.0,0.00333333,1.0,,299.999969474,1.0,100,-84.2743055552,29.2322,5.43914e-20,-87.9681,0.8,0.00333333,1142.62977979,-84.2743055552,0.00333333,99.24,1.0,2,-84.2743055552,-83.3575
500,1.0,651.572871867,500.0,0.0025,1.0,,400.0,1.0,100,-85.5783791639,28.3387,5.4346e-20,-87.9056,0.8,0.0025,651.572871867,-85.5783791639,0.0025,98.44,1.0,2,-85.5783791639,-83.9127
500,1.81261e-26,612.30844283,3.66029046183,0.834587,3.52263,4326.67,1.432760212,136.601,100,-83.7142282345,760.178,0.0013947,78.3102,0.8,0.002,612.30844283,-83.7142282345,1.02912e-29,99.33,1469.97,1,-83.7142282345,120.051
500,1.0,409.718105547,500.0,0.01,1.0,,100.0,1.0,100,-84.4757890064,20.14,3.50449e-18,-90.424,0.8,0.01,409.718105547,-84.4757890064,0.01,93.85,1.0,2,-84.4757890064,-84.4758
500,1.0,548.634531996,500.0,0.005,1.0,,200.000000102,1.0,100,-85.3784622357,21.785,2.1793e-19,-89.1483,0.8,0.005,548.634531996,-85.3784622357,0.005,93.49,1.0,2,-85.3784622357,-84.9271
500,1.0,374.928901474,500.0,0.00333333,1.0,,299.999969474,1.0,100,-84.1804494824,20.982,5.43914e-20,-88.1248,0.8,0.00333333,374.928901474,-84.1804494824,0.00333333,93.13,1.0,2,-84.1804494824,-84.6782
500,1.0,741.296631976,500.0,0.0025,1.0,,400.0,1.0,100,-82.1552197072,22.6902,5.4346e-20,-87.0323,0.8,0.0025,741.296631976,-82.1552197072,0.0025,109.11,1.0,2,-82.1552197072,-84.0475
500,4.29967e-14,1258.72665036,33.0036896615,0.25882,1.06133,43.5151,12.6408360644,15.1498,100,-81.1533105709,132.966,0.000154526,-80.7223,0.8,0.002,1258.72665036,-81.1533105709,8.10246e-17,102.78,137.346,1,-81.1533105709,-66.8571
500,1.0,1150.64290088,500.0,0.01,1.0,,100.0,1.0,100,-83.9893385914,33.7511,3.50449e-18,-91.5359,0.8,0.01,1150.64290088,-83.9893385914,0.01,100.28,1.0,2,-83.9893385914,-83.9893
500,1.0,763.895414361,500.0,0.005,1.0,,200.000000102,1.0,100,-84.4348833541,30.7855,2.1793e-19,-89.5483,0.8,0.005,763.895414361,-84.4348833541,0.005,99.99,1.0,2,-84.4348833541,-84.2121
500,1.0,1283.81139299,500.0,0.00333333,1.0,,299.999969474,1.0,100,-82.9501681634,32.4937,5.43914e-20,-88.2793,0.8,0.00333333,1283.81139299,-82.9501681634,0.00333333,105.26,1.0,2,-82.9501681634,-83.7915
500,1.0,761.757777242,500.0,0.0025,1.0,,400.0,1.0,100,-82.4736780344,31.3168,5.4346e-20,-87.3486,0.8,0.0025,761.757777242,-82.4736780344,0.0025,103.69,1.0,2,-82.4736780344,-83.462
500,8.16252e-36,822.433915334,19.5681837861,0.253647,1.91416,175.514,10.244548941,25.5517,100,-81.8941437507,183.758,0.000191609,-73.1612,0.8,0.002,822.433915334,-81.8941437507,8.52857e-39,109.61,242.76,1,-81.8941437507,-55.589
500,1.0,658.419608083,500.0,0.01,1.0,,100.0,1.0,100,-84.1702808003,25.5311,3.50449e-18,-90.0129,0.8,0.01,658.419608083,-84.1702808003,0.01,101.1,1.0,2,-84.1702808003,-84.1703
500,1.0,1077.24877077,500.0,0.005,1.0,,200.000000102,1.0,100,-81.3321532134,29.3457,2.1793e-19,-87.1192,0.8,0.005,1077.24877077,-81.3321532134,0.005,101.31,1.0,2,-81.3321532134,-82.7512
500,1.0,1469.66571245,500.0,0.00333333,1.0,,299.999969474,1.0,100,-74.9824815527,32.7493,5.43914e-20,-84.6463,0.8,0.00333333,1469.66571245,-74.9824815527,0.00333333,126.02,1.0,2,-74.9824815527,-80.1616
500,1.0,1112.17089864,500.0,0.0025,1.0,,400.0,1.0,100,-84.3605477825,32.9083,5.4346e-20,-85.0952,0.8,0.0025,1112.17089864,-84.3605477825,0.0025,95.28,1.0,2,-84.3605477825,-81.2114
500,,1110.9653361,1.11939475069,0.885048,3.31655,4320.48,1.27225558253,446.67,100,-82.0643357152,615.307,0.00157115,53.8021,0.8,0.002,1110.9653361,-82.0643357152,,105.14,1467.65,1,-82.0643357152,127.219
500,1.0,615.684850831,500.0,0.01,1.0,,100.0,1.0,100,-80.911549313,24.6886,3.50449e-18,-86.6403,0.8,0.01,615.684850831,-80.911549313,0.01,106.73,1.0,2,-80.911549313,-80.9115
500,1.0,1016.73723436,500.0,0.005,1.0,,200.000000102,1.0,100,-83.4692710637,28.455,2.1793e-19,-86.9965,0.8,0.005,1016.73723436,-83.4692710637,0.005,98.4,1.0,2,-83.4692710637,-82.1904
500,1.0,542.22806962,500.0,0.00333333,1.0,,299.999969474,1.0,100,-88.113896171,26.9541,5.43914e-20,-88.0891,0.8,0.00333333,542.22806962,-88.113896171,0.00333333,88.49,1.0,2,-88.113896171,-84.1649
500,1.0,731.752766694,500.0,0.0025,1.0,,400.0,1.0,100,-87.8900211643,26.9926,5.4346e-20,-88.4946,0.8,0.0025,731.752766694,-87.8900211643,0.0025,91.49,1.0,2,-87.8900211643,-85.0962
500,2.64505e-16,640.452224593,9.46981820567,0.5687,2.3031,886.646,2.97932851234,52.7993,100,-84.7725658504,183.332,0.000668629,-65.9536,0.8,0.002,640.452224593,-84.7725658504,2.29695e-19,94.71,654.885,1,-84.7725658504,-43.8667
500,1.0,1122.52759829,500.0,0.01,1.0,,100.0,1.0,100,-81.1230235176,33.3362,3.50449e-18,-88.2282,0.8,0.01,1122.52759829,-81.1230235176,0.01,105.72,1.0,2,-81.1230235176,-81.123
500,1.0,689.887839114,500.0,0.005,1.0,,200.000000102,1.0,100,-84.5512298666,30.0014,2.1793e-19,-87.8612,0.8,0.005,689.887839114,-84.5512298666,0.005,101.98,1.0,2,-84.5512298666,-82.8371
500,1.0,559.034137913,500.0,0.00333333,1.0,,299.999969474,1.0,100,-84.0116965635,28.0151,5.43914e-20,-87.3308,0.8,0.00333333,559.034137913,-84.0116965635,0.00333333,97.46,1.0,2,-84.0116965635,-83.2287
500,1.0,1129.53484851,500.0,0.0025,1.0,,400.0,1.0,100,-81.0664240175,29.48,5.4346e-20,-86.2407,0.8,0.0025,1129.53484851,-81.0664240175,0.0025,107.84,1.0,2,-81.0664240175,-82.6881
500,7.92466e-26,513.149210159,5.13075534589,0.612595,1.64265,513.883,2.61688501733,97.4515,100,-88.2404610288,1230.1,0.000761791,22.9901,0.8,0.002,513.149210159,-88.2404610288,9.64864e-29,86.59,503.139,1,-88.2404610288,54.3579
500,1.0,1217.66575923,500.0,0.01,1.0,,100.0,1.0,100,-80.5383091696,34.7202,3.50449e-18,-88.2993,0.8,0.01,1217.66575923,-80.5383091696,0.01,109.63,1.0,2,-80.5383091696,-80.5383
500,1.0,1139.91293833,500.0,0.005,1.0,,200.000000102,1.0,100,-83.2098606098,34.1875,2.1793e-19,-87.4241,0.8,0.005,1139.91293833,-83.2098606098,0.005,97.93,1.0,2,-83.2098606098,-81.8741
500,1.0,548.004473449,500.0,0.00333333,1.0,,299.999969474,1.0,100,-84.5211735159,31.0095,5.43914e-20,-87.288,0.8,0.00333333,548.004473449,-84.5211735159,0.00333333,98.18,1.0,2,-84.5211735159,-82.7565
500,1.0,494.796795241,500.0,0.0025,1.0,,400.0,1.0,100,-86.2060749011,29.0841,5.4346e-20,-87.5433,0.8,0.0025,494.796795241,-86.2060749011,0.0025,92.84,1.0,2,-86.2060749011,-83.6189
500,4.438e-21,457.469358515,33.5521279083,0.228051,1.18063,47.0673,14.4094049853,14.9022,100,-86.6804324512,386.705,0.000135068,-70.5875,0.8,0.002,457.469358515,-86.6804324512,7.51805e-24,90.51,134.621,1,-86.6804324512,-57.0373
500,1.0,715.200960846,500.0,0.01,1.0,,100.0,1.0,100,-82.263509842,26.6092,3.50449e-18,-88.2221,0.8,0.01,715.200960846,-82.263509842,0.01,100.19,1.0,2,-82.263509842,-82.2635
