BatchSize,VarDiscRet,J,VarVanillaIw,MaxVanillaIw,AvgDiscRet,AvgEpLen,IterType,eRenyi2,AvgVanillaIw,MinVanillaIw,MaxNormIw,VanillaAvgRet,VarRet,AvgRet,EpsThisIter,VarNormIw,MinNormIw,Delta,AvgNormIw,Bound,ESSRenyi,VarJ,ESSClassic
500,299464.148832,4265.03,,1.0,4268.35765167,460.85,2,1.0,1.0,1.0,0.0025,4268.35765167,299464.148832,4268.35765167,100,5.4346e-20,0.0025,0.6,0.0025,4073.98,500.0,553.657,400.0
500,333925.116779,4249.52,,1.0,4187.47816804,452.56,1,1.0,1.0,1.0,0.002,4187.47816804,333925.116779,4187.47816804,100,5.43187e-20,0.002,0.6,0.002,4078.64,500.0,558.846,500.000006643
500,385599.469715,4181.0,,1.0,4181.00466437,451.5,2,1.0,1.0,1.0,0.01,4181.00466437,385599.469715,4181.00466437,100,3.50449e-18,0.01,0.6,0.01,3798.89,500.0,617.854,100.0
500,372584.82473,4167.48,,1.0,4153.95992064,449.28,2,1.0,1.0,1.0,0.005,4153.95992064,372584.82473,4153.95992064,100,2.1793e-19,0.005,0.6,0.005,3897.29,500.0,612.768,200.000000102
500,365992.193526,4177.11,,1.0,4196.37595172,453.02,2,1.0,1.0,1.0,0.00333333,4196.37595172,365992.193526,4196.37595172,100,5.43914e-20,0.00333333,0.6,0.00333333,3956.5,500.0,609.332,299.999969474
500,413084.348892,4164.07,,1.0,4124.94617064,446.14,2,1.0,1.0,1.0,0.0025,4124.94617064,413084.348892,4124.94617064,100,5.4346e-20,0.0025,0.6,0.0025,3973.01,500.0,617.424,400.0
500,290121.850383,4190.16,,1.0,4294.50171375,463.83,1,1.0,1.0,1.0,0.002,4294.50171375,290121.850383,4294.50171375,100,5.43187e-20,0.002,0.6,0.002,4019.27,500.0,604.265,500.000006643
500,337631.053067,4264.14,,1.0,4264.14345322,459.99,2,1.0,1.0,1.0,0.01,4264.14345322,337631.053067,4264.14345322,100,3.50449e-18,0.01,0.6,0.01,3882.07,500.0,578.148,100.0
500,327980.317267,4253.72,,1.0,4243.30280602,458.59,2,1.0,1.0,1.0,0.005,4243.30280602,327980.317267,4243.30280602,100,2.1793e-19,0.005,0.6,0.005,3983.54,500.0,574.096,200.000000102
500,295355.554959,4254.02,,1.0,4254.6279357,459.57,2,1.0,1.0,1.0,0.00333333,4254.6279357,295355.554959,4254.6279357,100,5.43914e-20,0.00333333,0.6,0.00333333,4033.41,500.0,563.198,299.999969474
500,329656.519044,4265.22,,1.0,4298.8139097,463.58,2,1.0,1.0,1.0,0.0025,4298.8139097,329656.519044,4298.8139097,100,5.4346e-20,0.0025,0.6,0.0025,4074.16,500.0,565.562,400.0
500,368192.728675,4261.16,,1.0,4244.92141925,457.88,1,1.0,1.0,1.0,0.002,4244.92141925,368192.728675,4244.92141925,100,5.43187e-20,0.002,0.6,0.002,4090.28,500.0,573.46,500.000006643
500,329387.635201,4248.85,,1.0,4248.85292493,458.92,2,1.0,1.0,1.0,0.01,4248.85292493,329387.635201,4248.85292493,100,3.50449e-18,0.01,0.6,0.01,3866.8,500.0,571.046,100.0
500,327129.089281,4256.18,,1.0,4263.51191819,460.28,2,1.0,1.0,1.0,0.005,4263.51191819,327129.089281,4263.51191819,100,2.1793e-19,0.005,0.6,0.005,3985.99,500.0,570.114,200.000000102
500,350854.289928,4239.63,,1.0,4206.52499332,453.97,2,1.0,1.0,1.0,0.00333333,4206.52499332,350854.289928,4206.52499332,100,5.43914e-20,0.00333333,0.6,0.00333333,4019.02,500.0,577.076,299.999969474
500,316079.061959,4252.25,,1.0,4290.12863691,463.48,2,1.0,1.0,1.0,0.0025,4290.12863691,316079.061959,4290.12863691,100,5.4346e-20,0.0025,0.6,0.0025,4061.2,500.0,573.123,400.0
500,196919.681244,4278.48,,1.0,4383.38395962,472.94,1,1.0,1.0,1.0,0.002,4383.38395962,196919.681244,4383.38395962,100,5.43187e-20,0.002,0.6,0.002,4107.59,500.0,551.831,500.000006643
500,417679.107711,4235.77,,1.0,4235.7742084,457.61,2,1.0,1.0,1.0,0.01,4235.7742084,417679.107711,4235.7742084,100,3.50449e-18,0.01,0.6,0.01,3853.75,500.0,643.042,100.0
500,428043.593205,4182.37,,1.0,4128.96456157,446.52,2,1.0,1.0,1.0,0.005,4128.96456157,428043.593205,4128.96456157,100,2.1793e-19,0.005,0.6,0.005,3912.22,500.0,649.219,200.000000102
500,396795.925121,4175.82,,1.0,4162.72559463,450.04,2,1.0,1.0,1.0,0.00333333,4162.72559463,396795.925121,4162.72559463,100,5.43914e-20,0.00333333,0.6,0.00333333,3955.24,500.0,641.886,299.999969474
500,332309.72277,4190.56,,1.0,4234.766513,457.46,2,1.0,1.0,1.0,0.0025,4234.766513,332309.72277,4234.766513,100,5.4346e-20,0.0025,0.6,0.0025,3999.52,500.0,626.029,400.0
500,314673.314296,4213.89,,1.0,4307.20767458,464.61,1,1.0,1.0,1.0,0.002,4307.20767458,314673.314296,4307.20767458,100,5.43187e-20,0.002,0.6,0.002,4043.02,500.0,614.827,500.000006643
500,330427.50378,4248.19,,1.0,4248.19410209,458.68,2,1.0,1.0,1.0,0.01,4248.19410209,330427.50378,4248.19410209,100,3.50449e-18,0.01,0.6,0.01,3866.12,500.0,571.947,100.0
500,330921.102315,4219.54,,1.0,4190.89448433,453.15,2,1.0,1.0,1.0,0.005,4190.89448433,330921.102315,4190.89448433,100,2.1793e-19,0.005,0.6,0.005,3949.38,500.0,572.877,200.000000102
500,286004.436206,4238.8,,1.0,4277.30208241,461.46,2,1.0,1.0,1.0,0.00333333,4277.30208241,286004.436206,4277.30208241,100,5.43914e-20,0.00333333,0.6,0.00333333,4018.21,500.0,560.281,299.999969474
500,258066.572999,4261.88,,1.0,4331.12364675,467.48,2,1.0,1.0,1.0,0.0025,4331.12364675,258066.572999,4331.12364675,100,5.4346e-20,0.0025,0.6,0.0025,4070.84,500.0,548.549,400.0
500,234082.158217,4275.79,,1.0,4331.43547894,467.18,1,1.0,1.0,1.0,0.002,4331.43547894,234082.158217,4331.43547894,100,5.43187e-20,0.002,0.6,0.002,4104.9,500.0,536.514,500.000006643
500,377367.276986,4203.48,,1.0,4203.4787318,453.78,2,1.0,1.0,1.0,0.01,4203.4787318,377367.276986,4203.4787318,100,3.50449e-18,0.01,0.6,0.01,3821.49,500.0,611.223,100.0
500,326911.286831,4233.47,,1.0,4263.46816733,460.25,2,1.0,1.0,1.0,0.005,4263.46816733,326911.286831,4263.46816733,100,2.1793e-19,0.005,0.6,0.005,3963.3,500.0,591.2,200.000000102
500,284758.435172,4254.59,,1.0,4296.83434188,464.07,2,1.0,1.0,1.0,0.00333333,4296.83434188,284758.435172,4296.83434188,100,5.43914e-20,0.00333333,0.6,0.00333333,4033.99,500.0,572.603,299.999969474
500,282022.113215,4256.9,,1.0,4263.82981152,460.61,2,1.0,1.0,1.0,0.0025,4263.82981152,282022.113215,4263.82981152,100,5.4346e-20,0.0025,0.6,0.0025,4065.85,500.0,561.891,400.0
500,331645.15985,4258.55,,1.0,4265.14277673,460.29,1,1.0,1.0,1.0,0.002,4265.14277673,331645.15985,4265.14277673,100,5.43187e-20,0.002,0.6,0.002,4087.67,500.0,564.14,500.000006643
500,315259.715025,4222.49,,1.0,4222.48956209,456.42,2,1.0,1.0,1.0,0.01,4222.48956209,315259.715025,4222.48956209,100,3.50449e-18,0.01,0.6,0.01,3840.56,500.0,558.665,100.0
500,316454.51934,4259.84,,1.0,4297.19730464,463.52,2,1.0,1.0,1.0,0.005,4297.19730464,316454.51934,4297.19730464,100,2.1793e-19,0.005,0.6,0.005,3989.65,500.0,560.441,200.000000102
500,412939.21741,4236.35,,1.0,4189.36608092,452.63,2,1.0,1.0,1.0,0.00333333,4189.36608092,412939.21741,4189.36608092,100,5.43914e-20,0.00333333,0.6,0.00333333,4015.74,500.0,588.871,299.999969474
500,308705.474676,4239.49,,1.0,4248.89501834,458.87,2,1.0,1.0,1.0,0.0025,4248.89501834,308705.474676,4248.89501834,100,5.4346e-20,0.0025,0.6,0.0025,4048.43,500.0,580.096,400.0
500,426265.893025,4237.16,,1.0,4227.8291873,456.28,1,1.0,1.0,1.0,0.002,4227.8291873,426265.893025,4227.8291873,100,5.43187e-20,0.002,0.6,0.002,4066.27,500.0,594.669,500.000006643
500,362378.644129,4275.65,,1.0,4275.6457878,461.18,2,1.0,1.0,1.0,0.01,4275.6457878,362378.644129,4275.6457878,100,3.50449e-18,0.01,0.6,0.01,3893.55,500.0,598.961,100.0
500,285932.463543,4295.16,,1.0,4314.66853493,465.59,2,1.0,1.0,1.0,0.005,4314.66853493,285932.463543,4314.66853493,100,2.1793e-19,0.005,0.6,0.005,4024.97,500.0,566.829,200.000000102
500,294017.888545,4285.14,,1.0,4265.10088023,460.1,2,1.0,1.0,1.0,0.00333333,4265.10088023,294017.888545,4265.10088023,100,5.43914e-20,0.00333333,0.6,0.00333333,4064.53,500.0,558.053,299.999969474
500,377862.600872,4273.55,,1.0,4238.78430012,457.68,2,1.0,1.0,1.0,0.0025,4238.78430012,377862.600872,4238.78430012,100,5.4346e-20,0.0025,0.6,0.0025,4082.5,500.0,572.268,400.0
500,363018.751811,4265.94,,1.0,4235.50191515,457.5,1,1.0,1.0,1.0,0.002,4235.50191515,363018.751811,4235.50191515,100,5.43187e-20,0.002,0.6,0.002,4095.06,500.0,578.016,500.000006643
500,340303.318661,4212.54,,1.0,4212.54028576,455.41,2,1.0,1.0,1.0,0.01,4212.54028576,340303.318661,4212.54028576,100,3.50449e-18,0.01,0.6,0.01,3830.54,500.0,580.431,100.0
500,343642.257706,4212.09,,1.0,4211.63150239,455.35,2,1.0,1.0,1.0,0.005,4211.63150239,343642.257706,4211.63150239,100,2.1793e-19,0.005,0.6,0.005,3941.95,500.0,581.853,200.000000102
500,423850.136519,4199.44,,1.0,4174.14779243,450.97,2,1.0,1.0,1.0,0.00333333,4174.14779243,423850.136519,4174.14779243,100,5.43914e-20,0.00333333,0.6,0.00333333,3978.84,500.0,604.891,299.999969474
500,356021.877386,4207.72,,1.0,4232.56640871,457.17,2,1.0,1.0,1.0,0.0025,4232.56640871,356021.877386,4232.56640871,100,5.4346e-20,0.0025,0.6,0.0025,4016.68,500.0,602.279,400.0
500,353109.762132,4225.62,,1.0,4297.23556335,463.24,1,1.0,1.0,1.0,0.002,4297.23556335,353109.762132,4297.23556335,100,5.43187e-20,0.002,0.6,0.002,4054.74,500.0,601.157,500.000006643
500,271855.555697,4327.6,,1.0,4327.6032353,466.59,2,1.0,1.0,1.0,0.01,4327.6032353,271855.555697,4327.6032353,100,3.50449e-18,0.01,0.6,0.01,3945.49,500.0,518.784,100.0
500,318130.80095,4304.05,,1.0,4280.50490658,462.08,2,1.0,1.0,1.0,0.005,4280.50490658,318130.80095,4280.50490658,100,2.1793e-19,0.005,0.6,0.005,4033.86,500.0,540.923,200.000000102
500,330918.751743,4298.54,,1.0,4287.50396134,462.95,2,1.0,1.0,1.0,0.00333333,4287.50396134,330918.751743,4287.50396134,100,5.43914e-20,0.00333333,0.6,0.00333333,4077.93,500.0,551.66,299.999969474
500,364190.113833,4272.77,,1.0,4195.47933612,453.03,2,1.0,1.0,1.0,0.0025,4195.47933612,364190.113833,4195.47933612,100,5.4346e-20,0.0025,0.6,0.0025,4081.72,500.0,566.017,400.0
500,347067.517849,4277.17,,1.0,4294.76477623,463.27,1,1.0,1.0,1.0,0.002,4294.76477623,347067.517849,4294.76477623,100,5.43187e-20,0.002,0.6,0.002,4106.28,500.0,570.173,500.000006643
500,388801.648292,4252.79,,1.0,4252.79362807,459.17,2,1.0,1.0,1.0,0.01,4252.79362807,388801.648292,4252.79362807,100,3.50449e-18,0.01,0.6,0.01,3870.72,500.0,620.414,100.0
500,320800.637578,4271.74,,1.0,4290.69392779,462.92,2,1.0,1.0,1.0,0.005,4290.69392779,320800.637578,4290.69392779,100,2.1793e-19,0.005,0.6,0.005,4001.58,500.0,592.969,200.000000102
500,285392.982378,4277.11,,1.0,4287.84729443,462.55,2,1.0,1.0,1.0,0.00333333,4287.84729443,285392.982378,4287.84729443,100,5.43914e-20,0.00333333,0.6,0.00333333,4056.52,500.0,573.276,299.999969474
500,274646.180482,4280.41,,1.0,4290.30242783,463.23,2,1.0,1.0,1.0,0.0025,4290.30242783,274646.180482,4290.30242783,100,5.4346e-20,0.0025,0.6,0.0025,4089.37,500.0,560.796,400.0
500,425228.339859,4252.9,,1.0,4142.84210563,448.02,1,1.0,1.0,1.0,0.002,4142.84210563,425228.339859,4142.84210563,100,5.43187e-20,0.002,0.6,0.002,4082.03,500.0,582.079,500.000006643
500,460452.7549,4177.39,,1.0,4177.39389203,451.49,2,1.0,1.0,1.0,0.01,4177.39389203,460452.7549,4177.39389203,100,3.50449e-18,0.01,0.6,0.01,3795.28,500.0,675.165,100.0
500,401328.937601,4166.54,,1.0,4155.68424339,449.19,2,1.0,1.0,1.0,0.005,4155.68424339,401328.937601,4155.68424339,100,2.1793e-19,0.005,0.6,0.005,3896.35,500.0,653.223,200.000000102
500,422062.843269,4176.52,,1.0,4196.48297906,453.2,2,1.0,1.0,1.0,0.00333333,4196.48297906,422062.843269,4196.48297906,100,5.43914e-20,0.00333333,0.6,0.00333333,3955.91,500.0,651.112,299.999969474
500,378143.085284,4187.24,,1.0,4219.39111761,455.81,2,1.0,1.0,1.0,0.0025,4219.39111761,378143.085284,4219.39111761,100,5.4346e-20,0.0025,0.6,0.0025,3996.18,500.0,641.79,400.0
500,248861.976074,4215.72,,1.0,4329.62493441,467.64,1,1.0,1.0,1.0,0.002,4329.62493441,248861.976074,4329.62493441,100,5.43187e-20,0.002,0.6,0.002,4044.83,500.0,618.089,500.000006643
500,375026.67652,4215.9,,1.0,4215.89894956,455.28,2,1.0,1.0,1.0,0.01,4215.89894956,375026.67652,4215.89894956,100,3.50449e-18,0.01,0.6,0.01,3833.79,500.0,609.325,100.0
500,296127.168332,4220.34,,1.0,4224.78901151,456.44,2,1.0,1.0,1.0,0.005,4224.78901151,296127.168332,4224.78901151,100,2.1793e-19,0.005,0.6,0.005,3950.15,500.0,576.403,200.000000102
500,430563.312332,4177.17,,1.0,4090.83580605,442.17,2,1.0,1.0,1.0,0.00333333,4090.83580605,430563.312332,4090.83580605,100,5.43914e-20,0.00333333,0.6,0.00333333,3956.56,500.0,606.059,299.999969474
500,349153.694625,4188.7,,1.0,4223.28697777,455.96,2,1.0,1.0,1.0,0.0025,4223.28697777,349153.694625,4223.28697777,100,5.4346e-20,0.0025,0.6,0.0025,3997.65,500.0,601.909,400.0
500,327000.033338,4197.36,,1.0,4232.00249159,456.84,1,1.0,1.0,1.0,0.002,4232.00249159,327000.033338,4232.00249159,100,5.43187e-20,0.002,0.6,0.002,4026.48,500.0,595.719,500.000006643
500,474237.176854,4213.78,,1.0,4213.78109982,455.02,2,1.0,1.0,1.0,0.01,4213.78109982,474237.176854,4213.78109982,100,3.50449e-18,0.01,0.6,0.01,3831.69,500.0,685.197,100.0
500,366586.940011,4207.18,,1.0,4200.57853653,453.65,2,1.0,1.0,1.0,0.005,4200.57853653,366586.940011,4200.57853653,100,2.1793e-19,0.005,0.6,0.005,3936.98,500.0,645.176,200.000000102
500,373997.129603,4208.75,,1.0,4211.88300524,454.96,2,1.0,1.0,1.0,0.00333333,4211.88300524,373997.129603,4211.88300524,100,5.43914e-20,0.00333333,0.6,0.00333333,3988.13,500.0,633.186,299.999969474
500,259715.025364,4231.36,,1.0,4299.20416673,463.89,2,1.0,1.0,1.0,0.0025,4299.20416673,259715.025364,4299.20416673,100,5.4346e-20,0.0025,0.6,0.0025,4040.3,500.0,605.398,400.0
500,379660.960732,4238.57,,1.0,4267.4021336,460.55,1,1.0,1.0,1.0,0.002,4267.4021336,379660.960732,4267.4021336,100,5.43187e-20,0.002,0.6,0.002,4067.68,500.0,607.113,500.000006643
500,316109.793313,4245.47,,1.0,4245.47324241,458.2,2,1.0,1.0,1.0,0.01,4245.47324241,316109.793313,4245.47324241,100,3.50449e-18,0.01,0.6,0.01,3863.39,500.0,559.418,100.0
500,308951.537214,4246.69,,1.0,4247.91343439,459.11,2,1.0,1.0,1.0,0.005,4247.91343439,308951.537214,4247.91343439,100,2.1793e-19,0.005,0.6,0.005,3976.5,500.0,556.244,200.000000102
500,358917.19125,4224.74,,1.0,4180.82875492,451.8,2,1.0,1.0,1.0,0.00333333,4180.82875492,358917.19125,4180.82875492,100,5.43914e-20,0.00333333,0.6,0.00333333,4004.13,500.0,570.682,299.999969474
500,328936.16816,4231.77,,1.0,4252.87038313,459.38,2,1.0,1.0,1.0,0.0025,4252.87038313,328936.16816,4252.87038313,100,5.4346e-20,0.0025,0.6,0.0025,4040.72,500.0,570.805,400.0
500,384727.868069,4231.83,,1.0,4232.03871371,456.43,1,1.0,1.0,1.0,0.002,4232.03871371,384727.868069,4232.03871371,100,5.43187e-20,0.002,0.6,0.002,4060.94,500.0,580.371,500.000006643
500,269418.591975,4340.5,,1.0,4340.49830104,468.57,2,1.0,1.0,1.0,0.01,4340.49830104,269418.591975,4340.49830104,100,3.50449e-18,0.01,0.6,0.01,3958.41,500.0,516.454,100.0
500,386779.899984,4284.02,,1.0,4227.54910328,456.67,2,1.0,1.0,1.0,0.005,4227.54910328,386779.899984,4227.54910328,100,2.1793e-19,0.005,0.6,0.005,4013.84,500.0,572.719,200.000000102
500,299003.859639,4288.07,,1.0,4296.16044742,463.92,2,1.0,1.0,1.0,0.00333333,4296.16044742,299003.859639,4296.16044742,100,5.43914e-20,0.00333333,0.6,0.00333333,4067.46,500.0,563.361,299.999969474
500,378171.682783,4267.33,,1.0,4205.10974196,455.1,2,1.0,1.0,1.0,0.0025,4205.10974196,378171.682783,4205.10974196,100,5.4346e-20,0.0025,0.6,0.0025,4076.27,500.0,576.992,400.0
500,398045.546333,4254.13,,1.0,4201.31635036,453.88,1,1.0,1.0,1.0,0.002,4201.31635036,398045.546333,4201.31635036,100,5.43187e-20,0.002,0.6,0.002,4083.24,500.0,588.087,500.000006643
500,328712.209602,4272.24,,1.0,4272.23760271,461.03,2,1.0,1.0,1.0,0.01,4272.23760271,328712.209602,4272.23760271,100,3.50449e-18,0.01,0.6,0.01,3890.13,500.0,570.46,100.0
500,387328.30019,4223.33,,1.0,4174.42153971,451.46,2,1.0,1.0,1.0,0.005,4174.42153971,387328.30019,4174.42153971,100,2.1793e-19,0.005,0.6,0.005,3953.14,500.0,597.354,200.000000102
500,307592.807637,4250.54,,1.0,4304.97097111,465.23,2,1.0,1.0,1.0,0.00333333,4304.97097111,307592.807637,4304.97097111,100,5.43914e-20,0.00333333,0.6,0.00333333,4029.93,500.0,583.845,299.999969474
500,340539.411583,4257.41,,1.0,4278.0218702,461.1,2,1.0,1.0,1.0,0.0025,4278.0218702,340539.411583,4278.0218702,100,5.4346e-20,0.0025,0.6,0.0025,4066.36,500.0,583.165,400.0
500,383851.721373,4237.84,,1.0,4159.54048946,449.75,1,1.0,1.0,1.0,0.002,4159.54048946,383851.721373,4159.54048946,100,5.43187e-20,0.002,0.6,0.002,4066.95,500.0,591.27,500.000006643
500,323610.084745,4265.84,,1.0,4265.84161631,460.49,2,1.0,1.0,1.0,0.01,4265.84161631,323610.084745,4265.84161631,100,3.50449e-18,0.01,0.6,0.01,3883.72,500.0,566.016,100.0
500,255835.923098,4318.1,,1.0,4370.34979621,470.89,2,1.0,1.0,1.0,0.005,4370.34979621,255835.923098,4370.34979621,100,2.1793e-19,0.005,0.6,0.005,4047.9,500.0,538.104,200.000000102
500,264821.94718,4316.8,,1.0,4314.21300256,465.94,2,1.0,1.0,1.0,0.00333333,4314.21300256,264821.94718,4314.21300256,100,5.43914e-20,0.00333333,0.6,0.00333333,4096.19,500.0,529.558,299.999969474
500,335807.609855,4304.06,,1.0,4265.81961538,460.18,2,1.0,1.0,1.0,0.0025,4265.81961538,335807.609855,4265.81961538,100,5.4346e-20,0.0025,0.6,0.0025,4113.0,500.0,542.147,400.0
500,352087.204204,4277.3,,1.0,4170.27404032,450.65,1,1.0,1.0,1.0,0.002,4170.27404032,352087.204204,4170.27404032,100,5.43187e-20,0.002,0.6,0.002,4106.41,500.0,554.721,500.000006643
500,312193.99376,4244.19,,1.0,4244.19040801,458.53,2,1.0,1.0,1.0,0.01,4244.19040801,312193.99376,4244.19040801,100,3.50449e-18,0.01,0.6,0.01,3862.13,500.0,555.942,100.0
500,258388.708724,4289.12,,1.0,4334.04698216,467.46,2,1.0,1.0,1.0,0.005,4334.04698216,258388.708724,4334.04698216,100,2.1793e-19,0.005,0.6,0.005,4018.96,500.0,533.345,200.000000102
500,294613.257196,4287.0,,1.0,4282.77319983,461.96,2,1.0,1.0,1.0,0.00333333,4282.77319983,294613.257196,4282.77319983,100,5.43914e-20,0.00333333,0.6,0.00333333,4066.39,500.0,535.602,299.999969474
500,309199.258754,4285.25,,1.0,4279.97882222,461.92,2,1.0,1.0,1.0,0.0025,4279.97882222,309199.258754,4279.97882222,100,5.4346e-20,0.0025,0.6,0.0025,4094.19,500.0,540.081,400.0
500,291496.98943,4281.69,,1.0,4267.47939672,460.5,1,1.0,1.0,1.0,0.002,4267.47939672,291496.98943,4267.47939672,100,5.43187e-20,0.002,0.6,0.002,4110.81,500.0,539.553,500.000006643
500,362481.225958,4218.87,,1.0,4218.87410191,455.85,2,1.0,1.0,1.0,0.01,4218.87410191,362481.225958,4218.87410191,100,3.50449e-18,0.01,0.6,0.01,3836.79,500.0,599.046,100.0
500,367552.501032,4235.91,,1.0,4252.93988945,459.4,2,1.0,1.0,1.0,0.005,4252.93988945,367552.501032,4252.93988945,100,2.1793e-19,0.005,0.6,0.005,3965.71,500.0,601.379,200.000000102
500,349342.333292,4223.65,,1.0,4199.1399232,453.06,2,1.0,1.0,1.0,0.00333333,4199.1399232,349342.333292,4199.1399232,100,5.43914e-20,0.00333333,0.6,0.00333333,4003.04,500.0,597.234,299.999969474
500,299255.525293,4225.48,,1.0,4230.95960428,456.79,2,1.0,1.0,1.0,0.0025,4230.95960428,299255.525293,4230.95960428,100,5.4346e-20,0.0025,0.6,0.0025,4034.42,500.0,584.458,400.0
500,339255.065309,4216.31,,1.0,4179.63361261,451.69,1,1.0,1.0,1.0,0.002,4179.63361261,339255.065309,4179.63361261,100,5.43187e-20,0.002,0.6,0.002,4045.42,500.0,583.765,500.000006643
500,372345.880224,4199.79,,1.0,4199.78827011,453.25,2,1.0,1.0,1.0,0.01,4199.78827011,372345.880224,4199.78827011,100,3.50449e-18,0.01,0.6,0.01,3817.72,500.0,607.143,100.0
500,436434.488421,4200.38,,1.0,4200.97190259,454.18,2,1.0,1.0,1.0,0.005,4200.97190259,436434.488421,4200.97190259,100,2.1793e-19,0.005,0.6,0.005,3930.21,500.0,632.729,200.000000102
500,273633.960638,4223.92,,1.0,4271.01316689,461.13,2,1.0,1.0,1.0,0.00333333,4271.01316689,273633.960638,4271.01316689,100,5.43914e-20,0.00333333,0.6,0.00333333,4003.34,500.0,598.586,299.999969474
500,336446.406138,4232.74,,1.0,4259.18685641,460.2,2,1.0,1.0,1.0,0.0025,4259.18685641,336446.406138,4259.18685641,100,5.4346e-20,0.0025,0.6,0.0025,4041.7,500.0,593.492,400.0
500,303116.736039,4229.96,,1.0,4218.85343887,455.45,1,1.0,1.0,1.0,0.002,4218.85343887,303116.736039,4218.85343887,100,5.43187e-20,0.002,0.6,0.002,4059.09,500.0,584.666,500.000006643
500,316374.195319,4310.0,,1.0,4309.99563926,465.06,2,1.0,1.0,1.0,0.01,4309.99563926,316374.195319,4309.99563926,100,3.50449e-18,0.01,0.6,0.01,3928.04,500.0,559.652,100.0
500,343730.16726,4248.53,,1.0,4187.06078003,452.7,2,1.0,1.0,1.0,0.005,4187.06078003,343730.16726,4187.06078003,100,2.1793e-19,0.005,0.6,0.005,3978.34,500.0,574.917,200.000000102
500,343477.328923,4240.02,,1.0,4223.00321736,455.82,2,1.0,1.0,1.0,0.00333333,4223.00321736,343477.328923,4223.00321736,100,5.43914e-20,0.00333333,0.6,0.00333333,4019.4,500.0,577.794,299.999969474
500,297944.739342,4243.67,,1.0,4254.63810523,459.79,2,1.0,1.0,1.0,0.0025,4254.63810523,297944.739342,4254.63810523,100,5.4346e-20,0.0025,0.6,0.0025,4052.62,500.0,569.355,400.0
500,383273.265718,4240.26,,1.0,4226.62110762,456.43,1,1.0,1.0,1.0,0.002,4226.62110762,383273.265718,4226.62110762,100,5.43187e-20,0.002,0.6,0.002,4069.38,500.0,579.023,500.000006643
500,294243.433359,4312.82,,1.0,4312.81708795,465.28,2,1.0,1.0,1.0,0.01,4312.81708795,294243.433359,4312.81708795,100,3.50449e-18,0.01,0.6,0.01,3930.72,500.0,539.723,100.0
500,233555.29171,4341.58,,1.0,4370.33254952,471.14,2,1.0,1.0,1.0,0.005,4370.33254952,233555.29171,4370.33254952,100,2.1793e-19,0.005,0.6,0.005,4071.38,500.0,511.945,200.000000102
500,376882.801342,4300.77,,1.0,4219.17389915,456.2,2,1.0,1.0,1.0,0.00333333,4219.17389915,376882.801342,4219.17389915,100,5.43914e-20,0.00333333,0.6,0.00333333,4080.16,500.0,549.932,299.999969474
500,278312.488955,4298.62,,1.0,4292.15246983,463.45,2,1.0,1.0,1.0,0.0025,4292.15246983,278312.488955,4292.15246983,100,5.4346e-20,0.0025,0.6,0.0025,4107.56,500.0,543.797,400.0
500,309224.583742,4300.85,,1.0,4309.78030108,465.1,1,1.0,1.0,1.0,0.002,4309.78030108,309224.583742,4309.78030108,100,5.43187e-20,0.002,0.6,0.002,4129.96,500.0,545.728,500.000006643
500,431266.70095,4167.25,,1.0,4167.24823595,450.24,2,1.0,1.0,1.0,0.01,4167.24823595,431266.70095,4167.24823595,100,3.50449e-18,0.01,0.6,0.01,3785.19,500.0,653.417,100.0
500,318475.424823,4216.21,,1.0,4265.17170243,460.36,2,1.0,1.0,1.0,0.005,4265.17170243,318475.424823,4265.17170243,100,2.1793e-19,0.005,0.6,0.005,3946.02,500.0,611.162,200.000000102
500,316108.659287,4224.97,,1.0,4242.47923579,457.76,2,1.0,1.0,1.0,0.00333333,4242.47923579,316108.659287,4242.47923579,100,5.43914e-20,0.00333333,0.6,0.00333333,4004.36,500.0,594.544,299.999969474
500,244431.556322,4250.87,,1.0,4328.58788126,466.83,2,1.0,1.0,1.0,0.0025,4328.58788126,244431.556322,4328.58788126,100,5.4346e-20,0.0025,0.6,0.0025,4059.82,500.0,572.383,400.0
500,388120.088988,4241.76,,1.0,4205.30435476,454.08,1,1.0,1.0,1.0,0.002,4205.30435476,388120.088988,4205.30435476,100,5.43187e-20,0.002,0.6,0.002,4070.88,500.0,582.475,500.000006643
500,374641.356841,4302.32,,1.0,4302.32428171,464.0,2,1.0,1.0,1.0,0.01,4302.32428171,374641.356841,4302.32428171,100,3.50449e-18,0.01,0.6,0.01,3920.28,500.0,609.011,100.0
500,390785.601603,4251.18,,1.0,4200.0262096,453.8,2,1.0,1.0,1.0,0.005,4200.0262096,390785.601603,4200.0262096,100,2.1793e-19,0.005,0.6,0.005,3981.02,500.0,617.659,200.000000102
500,469910.21346,4206.75,,1.0,4117.8905204,445.37,2,1.0,1.0,1.0,0.00333333,4117.8905204,469910.21346,4117.8905204,100,5.43914e-20,0.00333333,0.6,0.00333333,3986.17,500.0,642.925,299.999969474
500,423197.856448,4174.86,,1.0,4079.20957339,441.01,2,1.0,1.0,1.0,0.0025,4079.20957339,423197.856448,4079.20957339,100,5.4346e-20,0.0025,0.6,0.0025,3983.83,500.0,646.379,400.0
