J,VarDiscRet,VarNormIw,ESSRenyi,AvgDiscRet,MaxVanillaIw,AvgNormIw,VarJ,MinNormIw,VarRet,BatchSize,AvgRet,VarVanillaIw,MinVanillaIw,VanillaAvgRet,MaxNormIw,EpsThisIter,Bound,IterType,eRenyi2,Delta,ESSClassic,AvgEpLen,AvgVanillaIw
-475.484,1488.58684224,3.50449e-18,500.0,-475.483988532,1.0,0.01,38.3888,0.01,1488.58684224,500,-475.483988532,,1.0,-475.483988532,0.01,100,-494.844,2,1.0,0.9,100.0,500.0,1.0
-477.021,1622.9569147,2.1793e-19,500.0,-478.557401186,1.0,0.005,39.2756,0.005,1622.9569147,500,-478.557401186,,1.0,-478.557401186,0.005,100,-490.726,2,1.0,0.9,200.000000102,500.0,1.0
-476.821,1466.88599147,5.43914e-20,500.0,-476.422572233,1.0,0.00333333,38.8913,0.00333333,1466.88599147,500,-476.422572233,,1.0,-476.422572233,0.00333333,100,-488.012,2,1.0,0.9,299.999969474,500.0,1.0
-477.05,1345.59138281,5.4346e-20,500.0,-477.737857408,1.0,0.0025,38.3092,0.0025,1345.59138281,500,-477.737857408,,1.0,-477.737857408,0.0025,100,-486.742,2,1.0,0.9,400.0,500.0,1.0
-460.274,1602.85417367,0.000200979,143.907150727,-480.157325519,216.889,0.002,216.681,0.000159454,1602.85417367,500,-480.157325519,94.045,0.109075,-480.157325519,0.317062,100,-476.874,1,3.47446,0.9,9.77625809307,500.0,1.36811
-476.736,1378.35775165,3.50449e-18,500.0,-476.736174102,1.0,0.01,36.9401,0.01,1378.35775165,500,-476.736174102,,1.0,-476.736174102,0.01,100,-496.28,2,1.0,0.9,100.0,500.0,1.0
-477.941,1765.48576194,2.1793e-19,500.0,-479.146225455,1.0,0.005,39.4671,0.005,1765.48576194,500,-479.146225455,,1.0,-479.146225455,0.005,100,-491.761,2,1.0,0.9,200.000000102,500.0,1.0
-481.852,1859.56313696,5.43914e-20,500.0,-489.673270842,1.0,0.00333333,41.0205,0.00333333,1859.56313696,500,-489.673270842,,1.0,-489.673270842,0.00333333,100,-493.136,2,1.0,0.9,299.999969474,500.0,1.0
-482.039,2217.89288539,5.4346e-20,500.0,-482.598652555,1.0,0.0025,42.5563,0.0025,2217.89288539,500,-482.598652555,,1.0,-482.598652555,0.0025,100,-494.553,2,1.0,0.9,400.0,500.0,1.0
-477.616,1675.00274328,1.47926e-06,362.9679418,-480.015089809,3.63817,0.002,43.6962,2.6527e-05,1675.00274328,500,-480.015089809,0.355962,0.0130127,-480.015089809,0.00741656,100,-490.753,1,1.37753,0.9,365.210210152,500.0,0.981093
-484.801,1751.02493159,3.50449e-18,500.0,-484.800615105,1.0,0.01,41.6355,0.01,1751.02493159,500,-484.800615105,,1.0,-484.800615105,0.01,100,-504.458,2,1.0,0.9,100.0,500.0,1.0
-484.521,1672.68120987,2.1793e-19,500.0,-484.241076079,1.0,0.005,41.1681,0.005,1672.68120987,500,-484.241076079,,1.0,-484.241076079,0.005,100,-498.421,2,1.0,0.9,200.000000102,500.0,1.0
-483.764,1332.08556786,5.43914e-20,500.0,-482.250628882,1.0,0.00333333,39.6309,0.00333333,1332.08556786,500,-482.250628882,,1.0,-482.250628882,0.00333333,100,-495.113,2,1.0,0.9,299.999969474,500.0,1.0
-484.069,1828.26939359,5.4346e-20,500.0,-484.984313322,1.0,0.0025,40.3823,0.0025,1828.26939359,500,-484.984313322,,1.0,-484.984313322,0.0025,100,-493.944,2,1.0,0.9,400.0,500.0,1.0
-477.135,1793.55493535,1.02084e-05,230.293362816,-484.07626864,31.0513,0.002,76.7681,0.000100953,1793.55493535,500,-484.07626864,2.70219,0.0519395,-484.07626864,0.0603534,100,-490.249,1,2.17114,0.9,140.963858131,500.0,1.02898
-483.869,2109.85135262,3.50449e-18,500.0,-483.86928761,1.0,0.01,45.7029,0.01,2109.85135262,500,-483.86928761,,1.0,-483.86928761,0.01,100,-503.188,2,1.0,0.9,100.0,500.0,1.0
-482.198,1893.01371592,2.1793e-19,500.0,-480.526508399,1.0,0.005,44.5445,0.005,1893.01371592,500,-480.526508399,,1.0,-480.526508399,0.005,100,-495.858,2,1.0,0.9,200.000000102,500.0,1.0
-483.677,1806.16987665,5.43914e-20,500.0,-486.636101311,1.0,0.00333333,43.8545,0.00333333,1806.16987665,500,-486.636101311,,1.0,-486.636101311,0.00333333,100,-494.906,2,1.0,0.9,299.999969474,500.0,1.0
-484.576,1751.29099971,5.4346e-20,500.0,-487.272337482,1.0,0.0025,43.3392,0.0025,1751.29099971,500,-487.272337482,,1.0,-487.272337482,0.0025,100,-494.836,2,1.0,0.9,400.0,500.0,1.0
-461.628,1451.0751173,4.65777e-05,93.4806497045,-475.755965891,66.2756,0.002,169.738,6.33822e-13,1451.0751173,500,-475.755965891,11.4137,3.13756e-10,-475.755965891,0.133884,100,-482.851,1,5.3487,0.9,39.6160949544,500.0,0.990046
-480.1,1512.15068075,3.50449e-18,500.0,-480.099557839,1.0,0.01,38.6915,0.01,1512.15068075,500,-480.099557839,,1.0,-480.099557839,0.01,100,-499.489,2,1.0,0.9,100.0,500.0,1.0
-477.839,1430.89383862,2.1793e-19,500.0,-475.578740959,1.0,0.005,38.235,0.005,1430.89383862,500,-475.578740959,,1.0,-475.578740959,0.005,100,-491.55,2,1.0,0.9,200.000000102,500.0,1.0
-478.403,1909.95607445,5.43914e-20,500.0,-479.530486298,1.0,0.00333333,40.0691,0.00333333,1909.95607445,500,-479.530486298,,1.0,-479.530486298,0.00333333,100,-490.292,2,1.0,0.9,299.999969474,500.0,1.0
-479.203,1381.23893286,5.4346e-20,500.0,-481.602604672,1.0,0.0025,39.3437,0.0025,1381.23893286,500,-481.602604672,,1.0,-481.602604672,0.0025,100,-489.499,2,1.0,0.9,400.0,500.0,1.0
-466.637,1753.23707518,9.73405e-06,155.317084211,-478.240753991,9.82691,0.002,70.8081,2.79174e-09,1753.23707518,500,-478.240753991,2.54743,1.42817e-06,-478.240753991,0.0192094,100,-483.16,1,3.21922,0.9,145.830274454,500.0,1.02314
-473.986,1481.75590592,3.50449e-18,500.0,-473.985985689,1.0,0.01,38.3006,0.01,1481.75590592,500,-473.985985689,,1.0,-473.985985689,0.01,100,-493.79,2,1.0,0.9,100.0,500.0,1.0
-475.556,1461.45019997,2.1793e-19,500.0,-477.126013444,1.0,0.005,38.2015,0.005,1461.45019997,500,-477.126013444,,1.0,-477.126013444,0.005,100,-489.559,2,1.0,0.9,200.000000102,500.0,1.0
-476.009,1672.61008461,5.43914e-20,500.0,-476.915514778,1.0,0.00333333,39.0547,0.00333333,1672.61008461,500,-476.915514778,,1.0,-476.915514778,0.00333333,100,-487.527,2,1.0,0.9,299.999969474,500.0,1.0
-477.976,2015.29726012,5.4346e-20,500.0,-483.874545874,1.0,0.0025,40.6736,0.0025,2015.29726012,500,-483.874545874,,1.0,-483.874545874,0.0025,100,-488.723,2,1.0,0.9,400.0,500.0,1.0
-478.408,1576.52817896,7.92904e-15,500.0,-480.139068958,1.00019,0.002,40.452,0.00199959,1576.52817896,500,-480.139068958,1.98245e-09,0.999796,-480.139068958,0.00200038,100,-488.021,1,1.0,0.9,499.999669947,500.0,1.0
-482.13,1509.40645925,3.50449e-18,500.0,-482.13003342,1.0,0.01,38.6563,0.01,1509.40645925,500,-482.13003342,,1.0,-482.13003342,0.01,100,-501.187,2,1.0,0.9,100.0,500.0,1.0
-480.805,1551.12075401,2.1793e-19,500.0,-479.479936491,1.0,0.005,38.945,0.005,1551.12075401,500,-479.479936491,,1.0,-479.479936491,0.005,100,-494.641,2,1.0,0.9,200.000000102,500.0,1.0
-479.774,1400.82906541,5.43914e-20,500.0,-477.712702582,1.0,0.00333333,38.4128,0.00333333,1400.82906541,500,-477.712702582,,1.0,-477.712702582,0.00333333,100,-491.071,2,1.0,0.9,299.999969474,500.0,1.0
-478.824,1385.4571403,5.4346e-20,500.0,-475.972193194,1.0,0.0025,38.1086,0.0025,1385.4571403,500,-475.972193194,,1.0,-475.972193194,0.0025,100,-488.607,2,1.0,0.9,400.0,500.0,1.0
-478.709,1520.83304719,7.98617e-15,500.0,-478.250813314,1.00011,0.002,38.249,0.00199932,1520.83304719,500,-478.250813314,1.99668e-09,0.99966,-478.250813314,0.00200022,100,-487.558,1,1.0,0.9,500.000022899,500.0,1.0
-482.404,1338.17210157,3.50449e-18,500.0,-482.403540485,1.0,0.01,36.3977,0.01,1338.17210157,500,-482.403540485,,1.0,-482.403540485,0.01,100,-502.129,2,1.0,0.9,100.0,500.0,1.0
-480.082,1690.60450621,2.1793e-19,500.0,-477.759906113,1.0,0.005,38.7896,0.005,1690.60450621,500,-477.759906113,,1.0,-477.759906113,0.005,100,-494.029,2,1.0,0.9,200.000000102,500.0,1.0
-478.681,1303.59918878,5.43914e-20,500.0,-475.878219391,1.0,0.00333333,37.9105,0.00333333,1303.59918878,500,-475.878219391,,1.0,-475.878219391,0.00333333,100,-490.069,2,1.0,0.9,299.999969474,500.0,1.0
-479.87,1650.09612899,5.4346e-20,500.0,-483.438621242,1.0,0.0025,38.6076,0.0025,1650.09612899,500,-483.438621242,,1.0,-483.438621242,0.0025,100,-489.733,2,1.0,0.9,400.0,500.0,1.0
-478.566,1724.74230752,2.01331e-17,500.0,-473.347797989,1.00002,0.002,39.2523,0.00199999,1724.74230752,500,-473.347797989,5.07538e-12,0.999997,-473.347797989,0.00200004,100,-487.387,1,1.0,0.9,499.999775009,500.0,1.0
-482.35,1591.80406202,3.50449e-18,500.0,-482.34990259,1.0,0.01,39.6974,0.01,1591.80406202,500,-482.34990259,,1.0,-482.34990259,0.01,100,-502.719,2,1.0,0.9,100.0,500.0,1.0
-479.175,1987.7357229,2.1793e-19,500.0,-476.000613372,1.0,0.005,42.2132,0.005,1987.7357229,500,-476.000613372,,1.0,-476.000613372,0.005,100,-493.631,2,1.0,0.9,200.000000102,500.0,1.0
-480.346,1571.79787875,5.43914e-20,500.0,-482.688338407,1.0,0.00333333,41.3449,0.00333333,1571.79787875,500,-482.688338407,,1.0,-482.688338407,0.00333333,100,-492.15,2,1.0,0.9,299.999969474,500.0,1.0
-479.418,1389.08811563,5.4346e-20,500.0,-476.633011713,1.0,0.0025,40.3539,0.0025,1389.08811563,500,-476.633011713,,1.0,-476.633011713,0.0025,100,-489.64,2,1.0,0.9,400.0,500.0,1.0
-479.136,1450.25924208,1.18872e-14,500.0,-478.011095401,1.0002,0.002,39.8775,0.00199951,1450.25924208,500,-478.011095401,2.97171e-09,0.999756,-478.011095401,0.0020004,100,-488.279,1,1.0,0.9,499.99969046,500.0,1.0
-473.876,1630.39338687,3.50449e-18,500.0,-473.876475308,1.0,0.01,40.1757,0.01,1630.39338687,500,-473.876475308,,1.0,-473.876475308,0.01,100,-493.898,2,1.0,0.9,100.0,500.0,1.0
-474.186,1615.95745974,2.1793e-19,500.0,-474.494717168,1.0,0.005,40.0879,0.005,1615.95745974,500,-474.494717168,,1.0,-474.494717168,0.005,100,-488.532,2,1.0,0.9,200.000000102,500.0,1.0
-475.676,1549.67992422,5.43914e-20,500.0,-478.655976305,1.0,0.00333333,39.8396,0.00333333,1549.67992422,500,-478.655976305,,1.0,-478.655976305,0.00333333,100,-487.389,2,1.0,0.9,299.999969474,500.0,1.0
-476.512,1733.57279304,5.4346e-20,500.0,-479.022682539,1.0,0.0025,40.2685,0.0025,1733.57279304,500,-479.022682539,,1.0,-479.022682539,0.0025,100,-486.893,2,1.0,0.9,400.0,500.0,1.0
-476.83,1371.37137768,5.43187e-20,500.0,-478.100721655,1.0,0.002,39.6129,0.002,1371.37137768,500,-478.100721655,,1.0,-478.100721655,0.002,100,-486.115,1,1.0,0.9,500.000006643,500.0,1.0
-473.742,1441.56835156,3.50449e-18,500.0,-473.741996205,1.0,0.01,37.7777,0.01,1441.56835156,500,-473.741996205,,1.0,-473.741996205,0.01,100,-492.447,2,1.0,0.9,100.0,500.0,1.0
-476.549,1551.18232843,2.1793e-19,500.0,-479.356595363,1.0,0.005,38.5914,0.005,1551.18232843,500,-479.356595363,,1.0,-479.356595363,0.005,100,-490.22,2,1.0,0.9,200.000000102,500.0,1.0
-477.817,1706.49806435,5.43914e-20,500.0,-480.352681567,1.0,0.00333333,39.487,0.00333333,1706.49806435,500,-480.352681567,,1.0,-480.352681567,0.00333333,100,-489.294,2,1.0,0.9,299.999969474,500.0,1.0
-477.308,1485.77228111,5.4346e-20,500.0,-475.781359649,1.0,0.0025,39.2163,0.0025,1485.77228111,500,-475.781359649,,1.0,-475.781359649,0.0025,100,-487.475,2,1.0,0.9,400.0,500.0,1.0
-477.814,1694.32669671,5.43187e-20,500.0,-479.835986643,1.0,0.002,39.5833,0.002,1694.32669671,500,-479.835986643,,1.0,-479.835986643,0.002,100,-486.908,1,1.0,0.9,500.000006643,500.0,1.0
-472.696,1647.16331252,3.50449e-18,500.0,-472.695891515,1.0,0.01,40.3818,0.01,1647.16331252,500,-472.695891515,,1.0,-472.695891515,0.01,100,-492.586,2,1.0,0.9,100.0,500.0,1.0
-477.823,1585.57817213,2.1793e-19,500.0,-482.95103442,1.0,0.005,40.3299,0.005,1585.57817213,500,-482.95103442,,1.0,-482.95103442,0.005,100,-491.888,2,1.0,0.9,200.000000102,500.0,1.0
-476.844,1338.22644731,5.43914e-20,500.0,-474.885559255,1.0,0.00333333,39.0879,0.00333333,1338.22644731,500,-474.885559255,,1.0,-474.885559255,0.00333333,100,-488.328,2,1.0,0.9,299.999969474,500.0,1.0
-477.463,1379.41726115,5.4346e-20,500.0,-479.321214216,1.0,0.0025,38.5805,0.0025,1379.41726115,500,-479.321214216,,1.0,-479.321214216,0.0025,100,-487.408,2,1.0,0.9,400.0,500.0,1.0
-478.372,1547.62422871,5.43187e-20,500.0,-482.004524798,1.0,0.002,38.7362,0.002,1547.62422871,500,-482.004524798,,1.0,-482.004524798,0.002,100,-487.267,1,1.0,0.9,500.000006643,500.0,1.0
-475.094,1598.38166055,3.50449e-18,500.0,-475.093725153,1.0,0.01,39.7794,0.01,1598.38166055,500,-475.093725153,,1.0,-475.093725153,0.01,100,-494.634,2,1.0,0.9,100.0,500.0,1.0
-476.534,1743.7681945,2.1793e-19,500.0,-477.97405177,1.0,0.005,40.6994,0.005,1743.7681945,500,-477.97405177,,1.0,-477.97405177,0.005,100,-491.135,2,1.0,0.9,200.000000102,500.0,1.0
-478.572,1666.42849525,5.43914e-20,500.0,-482.649112636,1.0,0.00333333,40.7741,0.00333333,1666.42849525,500,-482.649112636,,1.0,-482.649112636,0.00333333,100,-490.494,2,1.0,0.9,299.999969474,500.0,1.0
-477.865,1307.21826324,5.4346e-20,500.0,-475.741810133,1.0,0.0025,39.6476,0.0025,1307.21826324,500,-475.741810133,,1.0,-475.741810133,0.0025,100,-488.189,2,1.0,0.9,400.0,500.0,1.0
-477.924,1197.18421678,5.43187e-20,500.0,-478.160827983,1.0,0.002,38.6601,0.002,1197.18421678,500,-478.160827983,,1.0,-478.160827983,0.002,100,-487.158,1,1.0,0.9,500.000006643,500.0,1.0
-480.239,1271.63671591,3.50449e-18,500.0,-480.239115065,1.0,0.01,35.4813,0.01,1271.63671591,500,-480.239115065,,1.0,-480.239115065,0.01,100,-499.785,2,1.0,0.9,100.0,500.0,1.0
-477.844,1380.62503034,2.1793e-19,500.0,-475.447993844,1.0,0.005,36.3126,0.005,1380.62503034,500,-475.447993844,,1.0,-475.447993844,0.005,100,-491.821,2,1.0,0.9,200.000000102,500.0,1.0
-477.518,1588.54395064,5.43914e-20,500.0,-476.867086613,1.0,0.00333333,37.4634,0.00333333,1588.54395064,500,-476.867086613,,1.0,-476.867086613,0.00333333,100,-488.931,2,1.0,0.9,299.999969474,500.0,1.0
-478.303,1399.91888819,5.4346e-20,500.0,-480.659570832,1.0,0.0025,37.4294,0.0025,1399.91888819,500,-480.659570832,,1.0,-480.659570832,0.0025,100,-488.187,2,1.0,0.9,400.0,500.0,1.0
-478.165,1556.66563063,5.43187e-20,500.0,-477.609246345,1.0,0.002,37.803,0.002,1556.66563063,500,-477.609246345,,1.0,-477.609246345,0.002,100,-487.005,1,1.0,0.9,500.000006643,500.0,1.0
-486.066,1768.33559826,3.50449e-18,500.0,-486.066460863,1.0,0.01,41.8408,0.01,1768.33559826,500,-486.066460863,,1.0,-486.066460863,0.01,100,-505.796,2,1.0,0.9,100.0,500.0,1.0
-482.056,1503.47662194,2.1793e-19,500.0,-478.04502091,1.0,0.005,40.443,0.005,1503.47662194,500,-478.04502091,,1.0,-478.04502091,0.005,100,-496.007,2,1.0,0.9,200.000000102,500.0,1.0
-479.712,1449.20535296,5.43914e-20,500.0,-475.02378631,1.0,0.00333333,39.7448,0.00333333,1449.20535296,500,-475.02378631,,1.0,-475.02378631,0.00333333,100,-491.103,2,1.0,0.9,299.999969474,500.0,1.0
-480.254,1553.77058836,5.4346e-20,500.0,-481.881533752,1.0,0.0025,39.6255,0.0025,1553.77058836,500,-481.881533752,,1.0,-481.881533752,0.0025,100,-490.244,2,1.0,0.9,400.0,500.0,1.0
-480.259,1613.22028127,5.43187e-20,500.0,-480.279564712,1.0,0.002,39.6933,0.002,1613.22028127,500,-480.279564712,,1.0,-480.279564712,0.002,100,-489.257,1,1.0,0.9,500.000006643,500.0,1.0
-471.516,1457.29543622,3.50449e-18,500.0,-471.516098657,1.0,0.01,37.9832,0.01,1457.29543622,500,-471.516098657,,1.0,-471.516098657,0.01,100,-491.523,2,1.0,0.9,100.0,500.0,1.0
-475.473,1531.25673618,2.1793e-19,500.0,-479.429699729,1.0,0.005,38.6651,0.005,1531.25673618,500,-479.429699729,,1.0,-479.429699729,0.005,100,-489.76,2,1.0,0.9,200.000000102,500.0,1.0
-474.39,1588.31220095,5.43914e-20,500.0,-472.225399969,1.0,0.00333333,39.0275,0.00333333,1588.31220095,500,-472.225399969,,1.0,-472.225399969,0.00333333,100,-486.056,2,1.0,0.9,299.999969474,500.0,1.0
-474.864,1418.85297293,5.4346e-20,500.0,-476.286327784,1.0,0.0025,38.6549,0.0025,1418.85297293,500,-476.286327784,,1.0,-476.286327784,0.0025,100,-484.967,2,1.0,0.9,400.0,500.0,1.0
-475.538,1147.99093256,1.18962e-17,500.0,-478.234720893,1.00001,0.002,37.7423,0.00199999,1147.99093256,500,-478.234720893,2.93752e-12,0.999994,-478.234720893,0.00200003,100,-484.575,1,1.0,0.9,499.999958114,500.0,1.0
-481.71,1596.80638741,3.50449e-18,500.0,-481.709972438,1.0,0.01,39.7598,0.01,1596.80638741,500,-481.709972438,,1.0,-481.709972438,0.01,100,-501.523,2,1.0,0.9,100.0,500.0,1.0
-483.146,1277.20092086,2.1793e-19,500.0,-484.582177333,1.0,0.005,37.7451,0.005,1277.20092086,500,-484.582177333,,1.0,-484.582177333,0.005,100,-497.156,2,1.0,0.9,200.000000102,500.0,1.0
-483.541,1369.6383104,5.43914e-20,500.0,-484.331384299,1.0,0.00333333,37.4445,0.00333333,1369.6383104,500,-484.331384299,,1.0,-484.331384299,0.00333333,100,-494.98,2,1.0,0.9,299.999969474,500.0,1.0
-480.732,1220.21768575,5.4346e-20,500.0,-472.303451337,1.0,0.0025,37.1113,0.0025,1220.21768575,500,-472.303451337,,1.0,-472.303451337,0.0025,100,-490.638,2,1.0,0.9,400.0,500.0,1.0
-480.515,1715.36386521,5.43187e-20,500.0,-479.647179106,1.0,0.002,37.9688,0.002,1715.36386521,500,-479.647179106,,1.0,-479.647179106,0.002,100,-489.375,1,1.0,0.9,500.000006643,500.0,1.0
-480.633,1478.95835953,3.50449e-18,500.0,-480.632879516,1.0,0.01,38.2645,0.01,1478.95835953,500,-480.632879516,,1.0,-480.632879516,0.01,100,-500.042,2,1.0,0.9,100.0,500.0,1.0
-479.199,1543.22884753,2.1793e-19,500.0,-477.7656992,1.0,0.005,38.7045,0.005,1543.22884753,500,-477.7656992,,1.0,-477.7656992,0.005,100,-493.63,2,1.0,0.9,200.000000102,500.0,1.0
-479.502,1649.49253165,5.43914e-20,500.0,-480.107590575,1.0,0.00333333,39.2837,0.00333333,1649.49253165,500,-480.107590575,,1.0,-480.107590575,0.00333333,100,-491.285,2,1.0,0.9,299.999969474,500.0,1.0
-479.239,1721.78171138,5.4346e-20,500.0,-478.448470965,1.0,0.0025,39.7964,0.0025,1721.78171138,500,-478.448470965,,1.0,-478.448470965,0.0025,100,-489.443,2,1.0,0.9,400.0,500.0,1.0
-479.521,1697.65666863,5.43187e-20,500.0,-480.648862704,1.0,0.002,40.0432,0.002,1697.65666863,500,-480.648862704,,1.0,-480.648862704,0.002,100,-488.648,1,1.0,0.9,500.000006643,500.0,1.0
-466.552,1530.64687167,3.50449e-18,500.0,-466.552277821,1.0,0.01,38.9274,0.01,1530.64687167,500,-466.552277821,,1.0,-466.552277821,0.01,100,-485.055,2,1.0,0.9,100.0,500.0,1.0
-471.665,1407.35476245,2.1793e-19,500.0,-476.77860665,1.0,0.005,38.4767,0.005,1407.35476245,500,-476.77860665,,1.0,-476.77860665,0.005,100,-484.993,2,1.0,0.9,200.000000102,500.0,1.0
-472.794,2061.83787388,5.43914e-20,500.0,-475.050366477,1.0,0.00333333,40.8647,0.00333333,2061.83787388,500,-475.050366477,,1.0,-475.050366477,0.00333333,100,-484.048,2,1.0,0.9,299.999969474,500.0,1.0
-474.316,1482.18949697,5.4346e-20,500.0,-478.88317792,1.0,0.0025,40.3266,0.0025,1482.18949697,500,-478.88317792,,1.0,-478.88317792,0.0025,100,-484.409,2,1.0,0.9,400.0,500.0,1.0
-475.166,1724.40840268,5.43187e-20,500.0,-478.563663281,1.0,0.002,40.5624,0.002,1724.40840268,500,-478.563663281,,1.0,-478.563663281,0.002,100,-484.193,1,1.0,0.9,500.000006643,500.0,1.0
-477.736,1295.50749264,3.50449e-18,500.0,-477.736093216,1.0,0.01,35.8127,0.01,1295.50749264,500,-477.736093216,,1.0,-477.736093216,0.01,100,-495.961,2,1.0,0.9,100.0,500.0,1.0
-481.892,1717.46204938,2.1793e-19,500.0,-486.048014638,1.0,0.005,38.8419,0.005,1717.46204938,500,-486.048014638,,1.0,-486.048014638,0.005,100,-495.61,2,1.0,0.9,200.000000102,500.0,1.0
-480.112,1701.90026914,5.43914e-20,500.0,-476.551378305,1.0,0.00333333,39.6706,0.00333333,1701.90026914,500,-476.551378305,,1.0,-476.551378305,0.00333333,100,-491.312,2,1.0,0.9,299.999969474,500.0,1.0
-478.366,1824.83566634,5.4346e-20,500.0,-473.129843377,1.0,0.0025,40.5106,0.0025,1824.83566634,500,-473.129843377,,1.0,-473.129843377,0.0025,100,-488.491,2,1.0,0.9,400.0,500.0,1.0
-477.494,1971.75864919,5.43187e-20,500.0,-474.006984928,1.0,0.002,41.3078,0.002,1971.75864919,500,-474.006984928,,1.0,-474.006984928,0.002,100,-486.761,1,1.0,0.9,500.000006643,500.0,1.0
-483.459,1872.37728918,3.50449e-18,500.0,-483.458902535,1.0,0.01,43.0541,0.01,1872.37728918,500,-483.458902535,,1.0,-483.458902535,0.01,100,-502.809,2,1.0,0.9,100.0,500.0,1.0
-476.16,1648.47377236,2.1793e-19,500.0,-468.861258045,1.0,0.005,42.3803,0.005,1648.47377236,500,-468.861258045,,1.0,-468.861258045,0.005,100,-490.057,2,1.0,0.9,200.000000102,500.0,1.0
-477.734,1626.63554645,5.43914e-20,500.0,-480.882239622,1.0,0.00333333,41.703,0.00333333,1626.63554645,500,-480.882239622,,1.0,-480.882239622,0.00333333,100,-489.081,2,1.0,0.9,299.999969474,500.0,1.0
-475.861,1452.25713282,5.4346e-20,500.0,-470.24250272,1.0,0.0025,40.9184,0.0025,1452.25713282,500,-470.24250272,,1.0,-470.24250272,0.0025,100,-485.688,2,1.0,0.9,400.0,500.0,1.0
-475.949,1651.98326829,5.43187e-20,500.0,-476.297842515,1.0,0.002,40.8237,0.002,1651.98326829,500,-476.297842515,,1.0,-476.297842515,0.002,100,-484.738,1,1.0,0.9,500.000006643,500.0,1.0
-476.868,1448.54337813,3.50449e-18,500.0,-476.867641024,1.0,0.01,37.869,0.01,1448.54337813,500,-476.867641024,,1.0,-476.867641024,0.01,100,-495.665,2,1.0,0.9,100.0,500.0,1.0
-477.828,1603.75297692,2.1793e-19,500.0,-478.788250239,1.0,0.005,38.882,0.005,1603.75297692,500,-478.788250239,,1.0,-478.788250239,0.005,100,-491.627,2,1.0,0.9,200.000000102,500.0,1.0
-477.092,1297.7667211,5.43914e-20,500.0,-475.620065071,1.0,0.00333333,37.9107,0.00333333,1297.7667211,500,-475.620065071,,1.0,-475.620065071,0.00333333,100,-488.359,2,1.0,0.9,299.999969474,500.0,1.0
-477.975,2187.64017998,5.4346e-20,500.0,-480.622239848,1.0,0.0025,40.2702,0.0025,2187.64017998,500,-480.622239848,,1.0,-480.622239848,0.0025,100,-487.953,2,1.0,0.9,400.0,500.0,1.0
-478.489,1435.20472465,5.43187e-20,500.0,-480.546966244,1.0,0.002,39.7817,0.002,1435.20472465,500,-480.546966244,,1.0,-480.546966244,0.002,100,-487.414,1,1.0,0.9,500.000006643,500.0,1.0
-480.464,2101.38959643,3.50449e-18,500.0,-480.463860849,1.0,0.01,45.6111,0.01,2101.38959643,500,-480.463860849,,1.0,-480.463860849,0.01,100,-500.722,2,1.0,0.9,100.0,500.0,1.0
-482.643,2050.0388984,2.1793e-19,500.0,-484.822387193,1.0,0.005,45.384,0.005,2050.0388984,500,-484.822387193,,1.0,-484.822387193,0.005,100,-496.968,2,1.0,0.9,200.000000102,500.0,1.0
-480.413,1397.24445708,5.43914e-20,500.0,-475.951296406,1.0,0.00333333,42.9439,0.00333333,1397.24445708,500,-475.951296406,,1.0,-475.951296406,0.00333333,100,-492.109,2,1.0,0.9,299.999969474,500.0,1.0
-481.297,1405.27362262,5.4346e-20,500.0,-483.951154015,1.0,0.0025,41.6328,0.0025,1405.27362262,500,-483.951154015,,1.0,-483.951154015,0.0025,100,-491.426,2,1.0,0.9,400.0,500.0,1.0
-480.468,1489.26543062,5.43187e-20,500.0,-477.149622538,1.0,0.002,41.0397,0.002,1489.26543062,500,-477.149622538,,1.0,-477.149622538,0.002,100,-489.527,1,1.0,0.9,500.000006643,500.0,1.0
-483.455,1694.42387109,3.50449e-18,500.0,-483.455003496,1.0,0.01,40.957,0.01,1694.42387109,500,-483.455003496,,1.0,-483.455003496,0.01,100,-502.353,2,1.0,0.9,100.0,500.0,1.0
-485.722,1473.65997634,2.1793e-19,500.0,-487.989726109,1.0,0.005,39.6654,0.005,1473.65997634,500,-487.989726109,,1.0,-487.989726109,0.005,100,-499.086,2,1.0,0.9,200.000000102,500.0,1.0
-482.262,1444.4059121,5.43914e-20,500.0,-475.340638251,1.0,0.00333333,39.3637,0.00333333,1444.4059121,500,-475.340638251,,1.0,-475.340638251,0.00333333,100,-493.173,2,1.0,0.9,299.999969474,500.0,1.0
-482.135,1835.97148939,5.4346e-20,500.0,-481.754283332,1.0,0.0025,40.2067,0.0025,1835.97148939,500,-481.754283332,,1.0,-481.754283332,0.0025,100,-491.656,2,1.0,0.9,400.0,500.0,1.0
-481.097,1572.08720278,5.43187e-20,500.0,-476.946753227,1.0,0.002,40.1104,0.002,1572.08720278,500,-476.946753227,,1.0,-476.946753227,0.002,100,-489.873,1,1.0,0.9,500.000006643,500.0,1.0
-483.867,1458.59398047,3.50449e-18,500.0,-483.866820523,1.0,0.01,38.0001,0.01,1458.59398047,500,-483.866820523,,1.0,-483.866820523,0.01,100,-503.056,2,1.0,0.9,100.0,500.0,1.0
-483.094,1506.48379368,2.1793e-19,500.0,-482.321960005,1.0,0.005,38.3185,0.005,1506.48379368,500,-482.321960005,,1.0,-482.321960005,0.005,100,-496.929,2,1.0,0.9,200.000000102,500.0,1.0
