J,VarDiscRet,VarNormIw,ESSRenyi,AvgDiscRet,MaxVanillaIw,AvgNormIw,VarJ,MinNormIw,VarRet,BatchSize,AvgRet,VarVanillaIw,MinVanillaIw,VanillaAvgRet,MaxNormIw,EpsThisIter,Bound,IterType,eRenyi2,Delta,ESSClassic,AvgEpLen,AvgVanillaIw
-480.583,1415.20230583,4.88043e-17,500.0,-478.656833062,1.00001,0.002,38.35,0.00199996,1415.20230583,500,-478.656833062,1.22009e-11,0.999979,-478.656833062,0.00200003,100,-489.356,1,1.0,0.9,500.000360347,500.0,1.0
-482.81,1763.92986353,3.50449e-18,500.0,-482.809525628,1.0,0.01,41.7886,0.01,1763.92986353,500,-482.809525628,,1.0,-482.809525628,0.01,100,-502.914,2,1.0,0.9,100.0,500.0,1.0
-480.648,1387.50881942,2.1793e-19,500.0,-478.48708914,1.0,0.005,39.5554,0.005,1387.50881942,500,-478.48708914,,1.0,-478.48708914,0.005,100,-494.864,2,1.0,0.9,200.000000102,500.0,1.0
-478.013,1324.38356666,5.43914e-20,500.0,-472.742851428,1.0,0.00333333,38.6526,0.00333333,1324.38356666,500,-472.742851428,,1.0,-472.742851428,0.00333333,100,-489.62,2,1.0,0.9,299.999969474,500.0,1.0
-477.945,1644.92835498,5.4346e-20,500.0,-477.740519108,1.0,0.0025,39.0852,0.0025,1644.92835498,500,-477.740519108,,1.0,-477.740519108,0.0025,100,-487.997,2,1.0,0.9,400.0,500.0,1.0
-477.479,1148.46756769,5.43187e-20,500.0,-475.614838381,1.0,0.002,38.0839,0.002,1148.46756769,500,-475.614838381,,1.0,-475.614838381,0.002,100,-486.47,1,1.0,0.9,500.000006643,500.0,1.0
-476.669,1602.11634167,3.50449e-18,500.0,-476.669399596,1.0,0.01,39.8258,0.01,1602.11634167,500,-476.669399596,,1.0,-476.669399596,0.01,100,-496.383,2,1.0,0.9,100.0,500.0,1.0
-477.868,1822.37500809,2.1793e-19,500.0,-479.065744793,1.0,0.005,41.1893,0.005,1822.37500809,500,-479.065744793,,1.0,-479.065744793,0.005,100,-491.807,2,1.0,0.9,200.000000102,500.0,1.0
-476.758,1365.92558759,5.43914e-20,500.0,-474.538361519,1.0,0.00333333,39.8027,0.00333333,1365.92558759,500,-474.538361519,,1.0,-474.538361519,0.00333333,100,-488.14,2,1.0,0.9,299.999969474,500.0,1.0
-478.441,1277.17051589,5.4346e-20,500.0,-483.491204426,1.0,0.0025,38.8946,0.0025,1277.17051589,500,-483.491204426,,1.0,-483.491204426,0.0025,100,-488.298,2,1.0,0.9,400.0,500.0,1.0
-478.058,1629.41280245,5.43187e-20,500.0,-476.522727931,1.0,0.002,39.1593,0.002,1629.41280245,500,-476.522727931,,1.0,-476.522727931,0.002,100,-486.874,1,1.0,0.9,500.000006643,500.0,1.0
-478.63,1440.72691064,3.50449e-18,500.0,-478.630113517,1.0,0.01,37.7666,0.01,1440.72691064,500,-478.630113517,,1.0,-478.630113517,0.01,100,-497.725,2,1.0,0.9,100.0,500.0,1.0
-480.458,1644.84365052,2.1793e-19,500.0,-482.28592368,1.0,0.005,39.1241,0.005,1644.84365052,500,-482.28592368,,1.0,-482.28592368,0.005,100,-494.953,2,1.0,0.9,200.000000102,500.0,1.0
-479.713,1749.36746336,5.43914e-20,500.0,-478.223778301,1.0,0.00333333,39.9858,0.00333333,1749.36746336,500,-478.223778301,,1.0,-478.223778301,0.00333333,100,-491.702,2,1.0,0.9,299.999969474,500.0,1.0
-478.335,1556.76125242,5.4346e-20,500.0,-474.200095083,1.0,0.0025,39.8767,0.0025,1556.76125242,500,-474.200095083,,1.0,-474.200095083,0.0025,100,-489.536,2,1.0,0.9,400.0,500.0,1.0
-478.359,1352.5402819,3.35092e-18,500.0,-478.453637422,1.0,0.002,39.2419,0.00199999,1352.5402819,500,-478.453637422,8.08566e-13,0.999996,-478.453637422,0.00200001,100,-488.377,1,1.0,0.9,500.000006643,500.0,1.0
-476.539,1528.43048278,3.50449e-18,500.0,-476.539475393,1.0,0.01,38.8992,0.01,1528.43048278,500,-476.539475393,,1.0,-476.539475393,0.01,100,-495.745,2,1.0,0.9,100.0,500.0,1.0
-479.329,1846.03041692,2.1793e-19,500.0,-482.117990348,1.0,0.005,40.9651,0.005,1846.03041692,500,-482.117990348,,1.0,-482.117990348,0.005,100,-493.103,2,1.0,0.9,200.000000102,500.0,1.0
-481.03,1371.32202576,5.43914e-20,500.0,-484.4333309,1.0,0.00333333,39.7125,0.00333333,1371.32202576,500,-484.4333309,,1.0,-484.4333309,0.00333333,100,-492.283,2,1.0,0.9,299.999969474,500.0,1.0
-479.598,1535.07300417,5.4346e-20,500.0,-475.300253423,1.0,0.0025,39.6094,0.0025,1535.07300417,500,-475.300253423,,1.0,-475.300253423,0.0025,100,-489.73,2,1.0,0.9,400.0,500.0,1.0
