MinVanillaIw,MaxVanillaIw,J,ESSRenyi,BatchSize,AvgVanillaIw,AvgEpLen,Delta,MinNormIw,VarJ,Bound,VarVanillaIw,ESSClassic,VanillaAvgRet,AvgRet,VarRet,IterType,eRenyi2,EpsThisIter,AvgDiscRet,MaxNormIw,AvgNormIw,VarDiscRet,VarNormIw
1.0,1.0,864.085,500.0,500,1.0,93.52,0.4,0.01,426.236,488.882,,100.0,864.084910852,864.084910852,183512.408311,2,1.0,100,864.084910852,0.01,0.01,183512.408311,3.50449e-18
1.0,1.0,895.554,500.0,500,1.0,100.33,0.4,0.005,415.379,630.245,,200.000000102,927.022896286,927.022896286,163051.674977,2,1.0,100,927.022896286,0.005,0.005,163051.674977,2.1793e-19
1.0,1.0,916.026,500.0,500,1.0,103.55,0.4,0.00333333,417.644,699.402,,299.999969474,956.968647077,956.968647077,177459.849367,2,1.0,100,956.968647077,0.00333333,0.00333333,177459.849367,5.43914e-20
1.0,1.0,926.821,500.0,500,1.0,103.88,0.4,0.0025,414.203,739.22,,400.0,959.208428104,959.208428104,163212.253902,2,1.0,100,959.208428104,0.0025,0.0025,163212.253902,5.4346e-20
8.6425e-06,842.907,1966.41,38.0492750478,500,2.60422,113.55,0.4,6.6373e-09,4668.49,1358.15,1424.69,2.37359244232,1048.08004625,1048.08004625,262182.375479,1,13.1409,100,1048.08004625,0.647339,0.002,262182.375479,0.000840286
1.0,1.0,1310.77,500.0,500,1.0,142.28,0.4,0.01,687.936,808.707,,100.0,1310.77270929,1310.77270929,478036.641674,2,1.0,100,1310.77270929,0.01,0.01,478036.641674,3.50449e-18
1.0,1.0,1289.31,500.0,500,1.0,137.52,0.4,0.005,773.542,884.628,,200.000000102,1267.8506351,1267.8506351,729855.759775,2,1.0,100,1267.8506351,0.005,0.005,729855.759775,2.1793e-19
1.0,1.0,1258.51,500.0,500,1.0,130.08,0.4,0.00333333,708.061,928.089,,299.999969474,1196.91025452,1196.91025452,304672.91668,2,1.0,100,1196.91025452,0.00333333,0.00333333,304672.91668,5.43914e-20
1.0,1.0,1250.35,500.0,500,1.0,133.06,0.4,0.0025,699.182,964.195,,400.0,1225.8653288,1225.8653288,455118.658724,2,1.0,100,1225.8653288,0.0025,0.0025,455118.658724,5.4346e-20
1.05092e-19,371.958,3575.81,23.2150564888,500,1.87792,148.09,0.4,1.11924e-22,9923.11,2388.0,354.888,4.92947259352,1365.37193732,1365.37193732,529886.608631,1,21.5377,100,1365.37193732,0.396137,0.002,529886.608631,0.000402528
1.0,1.0,2482.52,500.0,500,1.0,269.73,0.4,0.01,1265.91,1911.22,,100.0,2482.51887399,2482.51887399,1618709.47202,2,1.0,100,2482.51887399,0.01,0.01,1618709.47202,3.50449e-18
1.0,1.0,2383.93,500.0,500,1.0,248.56,0.4,0.005,1252.46,1979.96,,200.000000102,2285.34773936,2285.34773936,1530665.38439,2,1.0,100,2285.34773936,0.005,0.005,1530665.38439,2.1793e-19
1.0,1.0,2345.68,500.0,500,1.0,246.39,0.4,0.00333333,1234.19,2015.39,,299.999969474,2269.16133601,2269.16133601,1437948.74763,2,1.0,100,2269.16133601,0.00333333,0.00333333,1437948.74763,5.43914e-20
1.0,1.0,2346.46,500.0,500,1.0,255.22,0.4,0.0025,1204.41,2060.43,,400.0,2348.80612103,2348.80612103,1245211.61556,2,1.0,100,2348.80612103,0.0025,0.0025,1245211.61556,5.4346e-20
7.99531e-20,46.8048,4102.3,49.5788022176,500,1.0987,241.41,0.4,1.45541e-22,2248.74,3289.85,14.3481,38.8736900417,2220.89765646,2220.89765646,1477047.68175,1,10.085,100,2220.89765646,0.0852002,0.002,1477047.68175,4.75438e-05
1.0,1.0,3589.0,500.0,500,1.0,389.69,0.4,0.01,1243.15,3016.28,,100.0,3588.99619006,3588.99619006,1561042.68799,2,1.0,100,3588.99619006,0.01,0.01,1561042.68799,3.50449e-18
1.0,1.0,3651.96,500.0,500,1.0,402.8,0.4,0.005,1199.78,3246.99,,200.000000102,3714.92524406,3714.92524406,1338972.7865,2,1.0,100,3714.92524406,0.005,0.005,1338972.7865,2.1793e-19
1.0,1.0,3663.51,500.0,500,1.0,399.26,0.4,0.00333333,1188.34,3332.85,,299.999969474,3686.61386346,3686.61386346,1370424.1696,2,1.0,100,3686.61386346,0.00333333,0.00333333,1370424.1696,5.43914e-20
1.0,1.0,3693.09,500.0,500,1.0,410.11,0.4,0.0025,1174.84,3406.73,,400.0,3781.81648196,3781.81648196,1286907.48633,2,1.0,100,3781.81648196,0.0025,0.0025,1286907.48633,5.4346e-20
2.84393e-08,42.1934,4481.26,137.193828727,500,0.972634,408.82,0.4,5.84789e-11,623.221,3992.24,6.28516,65.5263873961,3766.03149746,3766.03149746,1254265.89806,1,3.64448,100,3766.03149746,0.0867611,0.002,1254265.89806,2.65752e-05
1.0,1.0,4431.44,500.0,500,1.0,477.88,0.4,0.01,620.481,3858.9,,100.0,4431.43876732,4431.43876732,388885.842763,2,1.0,100,4431.43876732,0.01,0.01,388885.842763,3.50449e-18
1.0,1.0,4435.23,500.0,500,1.0,478.61,0.4,0.005,661.964,4030.07,,200.000000102,4439.01148932,4439.01148932,496330.116805,2,1.0,100,4439.01148932,0.005,0.005,496330.116805,2.1793e-19
1.0,1.0,4420.85,500.0,500,1.0,473.99,0.4,0.00333333,658.17,4090.04,,299.999969474,4392.10618752,4392.10618752,426194.670131,2,1.0,100,4392.10618752,0.00333333,0.00333333,426194.670131,5.43914e-20
1.0,1.0,4414.48,500.0,500,1.0,474.9,0.4,0.0025,666.673,4127.99,,400.0,4395.3807412,4395.3807412,482586.278358,2,1.0,100,4395.3807412,0.0025,0.0025,482586.278358,5.4346e-20
0.0125884,3.69102,4567.78,322.363768139,500,0.970896,464.66,0.4,2.59315e-05,276.243,4248.65,0.548526,316.307405647,4301.97855503,4301.97855503,606504.182346,1,1.55104,100,4301.97855503,0.00760333,0.002,606504.182346,2.32762e-06
1.0,1.0,4613.13,500.0,500,1.0,496.58,0.4,0.01,241.448,4040.09,,100.0,4613.13065163,4613.13065163,58886.2045448,2,1.0,100,4613.13065163,0.01,0.01,58886.2045448,3.50449e-18
1.0,1.0,4603.49,500.0,500,1.0,495.38,0.4,0.005,258.272,4198.29,,200.000000102,4593.85259584,4593.85259584,75682.459258,2,1.0,100,4593.85259584,0.005,0.005,75682.459258,2.1793e-19
1.0,1.0,4571.76,500.0,500,1.0,485.75,0.4,0.00333333,392.963,4240.91,,299.999969474,4508.28814779,4508.28814779,327079.582656,2,1.0,100,4508.28814779,0.00333333,0.00333333,327079.582656,5.43914e-20
1.0,1.0,4576.76,500.0,500,1.0,494.48,0.4,0.0025,373.802,4290.24,,400.0,4591.75885416,4591.75885416,96315.0938074,2,1.0,100,4591.75885416,0.0025,0.0025,96315.0938074,5.4346e-20
0.0704013,2.01306,4618.91,438.034514284,500,0.986462,489.16,0.4,0.000142735,151.536,4345.12,0.14826,434.008207651,4542.26295803,4542.26295803,188889.127979,1,1.14146,100,4542.26295803,0.00408138,0.002,188889.127979,6.09427e-07
1.0,1.0,4626.07,500.0,500,1.0,497.95,0.4,0.01,187.624,4052.99,,100.0,4626.07359057,4626.07359057,35558.4845049,2,1.0,100,4626.07359057,0.01,0.01,35558.4845049,3.50449e-18
1.0,1.0,4624.14,500.0,500,1.0,497.26,0.4,0.005,191.158,4218.85,,200.000000102,4622.1990626,4622.1990626,38255.1986694,2,1.0,100,4622.1990626,0.005,0.005,38255.1986694,2.1793e-19
1.0,1.0,4620.72,500.0,500,1.0,496.75,0.4,0.00333333,202.203,4289.8,,299.999969474,4613.88857506,4613.88857506,50005.7130554,2,1.0,100,4613.88857506,0.00333333,0.00333333,50005.7130554,5.43914e-20
1.0,1.0,4605.82,500.0,500,1.0,490.73,0.4,0.0025,269.737,4319.24,,400.0,4561.12803344,4561.12803344,167384.872013,2,1.0,100,4561.12803344,0.0025,0.0025,167384.872013,5.4346e-20
0.173323,1.65638,4626.73,463.248265955,500,0.988142,493.6,0.4,0.000350807,134.078,4360.43,0.0852343,459.931918663,4582.57479416,4582.57479416,104340.674149,1,1.07933,100,4582.57479416,0.00335251,0.002,104340.674149,3.49169e-07
1.0,1.0,4634.1,500.0,500,1.0,498.99,0.4,0.01,70.4871,4061.43,,100.0,4634.10271225,4634.10271225,5018.61988769,2,1.0,100,4634.10271225,0.01,0.01,5018.61988769,3.50449e-18
1.0,1.0,4605.66,500.0,500,1.0,492.59,0.4,0.005,258.911,4200.72,,200.000000102,4577.21972341,4577.21972341,128771.393169,2,1.0,100,4577.21972341,0.005,0.005,128771.393169,2.1793e-19
1.0,1.0,4596.32,500.0,500,1.0,493.16,0.4,0.00333333,302.202,4265.55,,299.999969474,4577.64182813,4577.64182813,140792.159589,2,1.0,100,4577.64182813,0.00333333,0.00333333,140792.159589,5.43914e-20
1.0,1.0,4604.29,500.0,500,1.0,497.71,0.4,0.0025,283.742,4317.84,,400.0,4628.21628073,4628.21628073,47775.7470662,2,1.0,100,4628.21628073,0.0025,0.0025,47775.7470662,5.4346e-20
0.261179,1.93416,4624.95,463.31678519,500,0.999717,493.5,0.4,0.000522505,141.191,4358.79,0.0901502,458.706751703,4583.79940749,4583.79940749,103238.515429,1,1.07918,100,4583.79940749,0.00386941,0.002,103238.515429,3.60805e-07
1.0,1.0,4643.59,500.0,500,1.0,500.0,0.4,0.01,24.2465,4071.17,,100.0,4643.59268268,4643.59268268,593.83135281,2,1.0,100,4643.59268268,0.01,0.01,593.83135281,3.50449e-18
1.0,1.0,4630.39,500.0,500,1.0,497.49,0.4,0.005,129.993,4225.37,,200.000000102,4617.1864389,4617.1864389,33191.6713607,2,1.0,100,4617.1864389,0.005,0.005,33191.6713607,2.1793e-19
1.0,1.0,4634.46,500.0,500,1.0,499.39,0.4,0.00333333,112.398,4303.76,,299.999969474,4642.58641399,4642.58641399,4045.06782964,2,1.0,100,4642.58641399,0.00333333,0.00333333,4045.06782964,5.43914e-20
1.0,1.0,4637.36,500.0,500,1.0,500.0,0.4,0.0025,98.3758,4350.79,,400.0,4646.08141286,4646.08141286,716.941146132,2,1.0,100,4646.08141286,0.0025,0.0025,716.941146132,5.4346e-20
0.484548,1.23472,4640.46,494.726893157,500,1.00054,499.19,0.4,0.000968574,65.7992,4382.78,0.0103483,494.894422754,4636.99892073,4636.99892073,6401.52798306,1,1.01066,100,4636.99892073,0.0024681,0.002,6401.52798306,4.13484e-08
1.0,1.0,4630.9,500.0,500,1.0,498.35,0.4,0.01,116.034,4058.21,,100.0,4630.8951217,4630.8951217,13599.9377223,2,1.0,100,4630.8951217,0.01,0.01,13599.9377223,3.50449e-18
1.0,1.0,4640.55,500.0,500,1.0,500.0,0.4,0.005,83.9192,4235.44,,200.000000102,4650.20793227,4650.20793227,438.821649145,2,1.0,100,4650.20793227,0.005,0.005,438.821649145,2.1793e-19
1.0,1.0,4641.05,500.0,500,1.0,500.0,0.4,0.00333333,71.2223,4310.28,,299.999969474,4642.0419763,4642.0419763,1142.9255111,2,1.0,100,4642.0419763,0.00333333,0.00333333,1142.9255111,5.43914e-20
1.0,1.0,4639.31,500.0,500,1.0,498.33,0.4,0.0025,103.418,4352.8,,400.0,4634.08677579,4634.08677579,27804.7170651,2,1.0,100,4634.08677579,0.0025,0.0025,27804.7170651,5.4346e-20
0.486333,1.23501,4643.36,494.149628831,500,0.998825,499.56,0.4,0.000973809,58.5911,4385.59,0.0124912,493.829088428,4641.39772781,4641.39772781,2609.98960223,1,1.01184,100,4641.39772781,0.00247293,0.002,2609.98960223,5.00824e-08
1.0,1.0,4655.13,500.0,500,1.0,500.0,0.4,0.01,17.031,4082.42,,100.0,4655.12525638,4655.12525638,292.985986946,2,1.0,100,4655.12525638,0.01,0.01,292.985986946,3.50449e-18
1.0,1.0,4653.01,500.0,500,1.0,499.8,0.4,0.005,28.9483,4247.88,,200.000000102,4650.89940425,4650.89940425,1390.93698695,2,1.0,100,4650.89940425,0.005,0.005,1390.93698695,2.1793e-19
1.0,1.0,4642.59,500.0,500,1.0,496.78,0.4,0.00333333,178.025,4311.72,,299.999969474,4621.73941041,4621.73941041,93687.201805,2,1.0,100,4621.73941041,0.00333333,0.00333333,93687.201805,5.43914e-20
1.0,1.0,4638.75,500.0,500,1.0,497.59,0.4,0.0025,190.758,4352.21,,400.0,4627.22860136,4627.22860136,50807.7519348,2,1.0,100,4627.22860136,0.0025,0.0025,50807.7519348,5.4346e-20
0.405789,1.2807,4646.12,491.394310549,500,0.999295,500.0,0.4,0.000812152,93.2508,4387.59,0.0185575,490.895555964,4647.12543128,4647.12543128,590.397845567,1,1.01751,100,4647.12543128,0.00256321,0.002,590.397845567,7.43349e-08
1.0,1.0,4640.5,500.0,500,1.0,499.05,0.4,0.01,82.6217,4067.46,,100.0,4640.50266771,4640.50266771,6895.3013956,2,1.0,100,4640.50266771,0.01,0.01,6895.3013956,3.50449e-18
1.0,1.0,4640.99,500.0,500,1.0,499.32,0.4,0.005,78.1755,4235.79,,200.000000102,4641.47531552,4641.47531552,5450.48759711,2,1.0,100,4641.47531552,0.005,0.005,5450.48759711,2.1793e-19
1.0,1.0,4642.31,500.0,500,1.0,499.54,0.4,0.00333333,69.8779,4311.47,,299.999969474,4644.96108159,4644.96108159,2439.84783218,2,1.0,100,4644.96108159,0.00333333,0.00333333,2439.84783218,5.43914e-20
1.0,1.0,4643.52,500.0,500,1.0,500.0,0.4,0.0025,61.8771,4357.0,,400.0,4647.14261412,4647.14261412,655.381882071,2,1.0,100,4647.14261412,0.0025,0.0025,655.381882071,5.4346e-20
0.553323,1.2298,4645.27,495.327501237,500,1.00347,498.76,0.4,0.00110282,55.9033,4387.8,0.00956648,495.303946648,4638.7621444,4638.7621444,14322.0456056,1,1.00943,100,4638.7621444,0.0024511,0.002,14322.0456056,3.80019e-08
1.0,1.0,4622.16,500.0,500,1.0,496.82,0.4,0.01,247.559,4049.58,,100.0,4622.16187385,4622.16187385,61904.3011986,2,1.0,100,4622.16187385,0.01,0.01,61904.3011986,3.50449e-18
1.0,1.0,4618.55,500.0,500,1.0,496.43,0.4,0.005,249.543,4213.67,,200.000000102,4614.93572526,4614.93572526,63870.3169116,2,1.0,100,4614.93572526,0.005,0.005,63870.3169116,2.1793e-19
1.0,1.0,4628.52,500.0,500,1.0,500.0,0.4,0.00333333,204.801,4297.92,,299.999969474,4648.45385353,4648.45385353,698.042581053,2,1.0,100,4648.45385353,0.00333333,0.00333333,698.042581053,5.43914e-20
1.0,1.0,4628.53,500.0,500,1.0,497.67,0.4,0.0025,208.757,4342.04,,400.0,4628.57748988,4628.57748988,48976.5991415,2,1.0,100,4628.57748988,0.0025,0.0025,48976.5991415,5.4346e-20
0.303873,1.38932,4643.93,485.277567559,500,0.992515,500.0,0.4,0.00061233,75.9538,4383.83,0.0341163,483.295502051,4649.19146097,4649.19146097,547.02492861,1,1.03034,100,4649.19146097,0.00279959,0.002,547.02492861,1.38531e-07
1.0,1.0,4641.85,500.0,500,1.0,499.41,0.4,0.01,65.3668,4068.67,,100.0,4641.84818737,4641.84818737,4315.98278514,2,1.0,100,4641.84818737,0.01,0.01,4315.98278514,3.50449e-18
1.0,1.0,4644.56,500.0,500,1.0,500.0,0.4,0.005,49.3479,4239.26,,200.000000102,4647.27096629,4647.27096629,588.796183755,2,1.0,100,4647.27096629,0.005,0.005,588.796183755,2.1793e-19
1.0,1.0,4643.92,500.0,500,1.0,498.74,0.4,0.00333333,80.5872,4313.0,,299.999969474,4642.64753091,4642.64753091,14757.5876664,2,1.0,100,4642.64753091,0.00333333,0.00333333,14757.5876664,5.43914e-20
1.0,1.0,4645.96,500.0,500,1.0,500.0,0.4,0.0025,70.7648,4359.37,,400.0,4652.07859003,4652.07859003,502.894740567,2,1.0,100,4652.07859003,0.0025,0.0025,502.894740567,5.4346e-20
0.626857,1.14515,4648.3,497.698105443,500,1.00155,500.0,0.4,0.00125177,47.6811,4391.38,0.00469982,497.673014973,4650.80226727,4650.80226727,416.175491025,1,1.00463,100,4650.80226727,0.00228676,0.002,416.175491025,1.87411e-08
1.0,1.0,4634.51,500.0,500,1.0,498.78,0.4,0.01,116.289,4061.37,,100.0,4634.51245964,4634.51245964,13659.668858,2,1.0,100,4634.51245964,0.01,0.01,13659.668858,3.50449e-18
1.0,1.0,4641.91,500.0,500,1.0,500.0,0.4,0.005,84.2868,4236.64,,200.000000102,4649.30525339,4649.30525339,581.868939572,2,1.0,100,4649.30525339,0.005,0.005,581.868939572,2.1793e-19
1.0,1.0,4638.6,500.0,500,1.0,497.95,0.4,0.00333333,130.439,4307.7,,299.999969474,4631.97790837,4631.97790837,37140.4019606,2,1.0,100,4631.97790837,0.00333333,0.00333333,37140.4019606,5.43914e-20
1.0,1.0,4642.06,500.0,500,1.0,500.0,0.4,0.0025,113.683,4355.49,,400.0,4652.45727905,4652.45727905,513.019490431,2,1.0,100,4652.45727905,0.0025,0.0025,513.019490431,5.4346e-20
0.540966,1.29382,4646.68,493.999355751,500,0.999329,499.57,0.4,0.00108266,64.8096,4388.81,0.0130943,493.541990661,4647.24867172,4647.24867172,2846.40290442,1,1.01215,100,4647.24867172,0.00258938,0.002,2846.40290442,5.24474e-08
1.0,1.0,4653.78,500.0,500,1.0,500.0,0.4,0.01,22.1139,4080.76,,100.0,4653.77790652,4653.77790652,493.964736639,2,1.0,100,4653.77790652,0.01,0.01,493.964736639,3.50449e-18
1.0,1.0,4652.97,500.0,500,1.0,500.0,0.4,0.005,22.2239,4247.78,,200.000000102,4652.1555408,4652.1555408,502.490257973,2,1.0,100,4652.1555408,0.005,0.005,502.490257973,2.1793e-19
1.0,1.0,4652.65,500.0,500,1.0,500.0,0.4,0.00333333,22.284,4321.82,,299.999969474,4652.01001942,4652.01001942,506.376794277,2,1.0,100,4652.01001942,0.00333333,0.00333333,506.376794277,5.43914e-20
1.0,1.0,4653.06,500.0,500,1.0,500.0,0.4,0.0025,21.0981,4366.55,,400.0,4654.28346695,4654.28346695,291.700331841,2,1.0,100,4654.28346695,0.0025,0.0025,291.700331841,5.4346e-20
0.387026,1.19478,4651.42,494.514458901,500,1.01074,497.02,0.4,0.000765827,51.9153,4393.67,0.0110006,494.683788158,4625.30100521,4625.30100521,78063.7545279,1,1.01109,100,4625.30100521,0.00236417,0.002,78063.7545279,4.30721e-08
1.0,1.0,4652.65,500.0,500,1.0,500.0,0.4,0.01,17.0194,4080.1,,100.0,4652.64644418,4652.64644418,292.58719508,2,1.0,100,4652.64644418,0.01,0.01,292.58719508,3.50449e-18
1.0,1.0,4653.94,500.0,500,1.0,500.0,0.4,0.005,17.164,4248.66,,200.000000102,4655.23996806,4655.23996806,299.172690024,2,1.0,100,4655.23996806,0.005,0.005,299.172690024,2.1793e-19
1.0,1.0,4652.7,500.0,500,1.0,500.0,0.4,0.00333333,19.5153,4321.78,,299.999969474,4650.20149222,4650.20149222,549.497898984,2,1.0,100,4650.20149222,0.00333333,0.00333333,549.497898984,5.43914e-20
1.0,1.0,4653.21,500.0,500,1.0,500.0,0.4,0.0025,19.3212,4366.63,,400.0,4654.76424649,4654.76424649,350.99286171,2,1.0,100,4654.76424649,0.0025,0.0025,350.99286171,5.4346e-20
0.792383,1.10387,4653.07,499.217366268,500,1.00246,500.0,0.4,0.00158088,19.8927,4396.55,0.0016115,499.201077575,4650.49545911,4650.49545911,677.94585515,1,1.00157,100,4650.49545911,0.00220234,0.002,677.94585515,6.41445e-09
1.0,1.0,4655.04,500.0,500,1.0,500.0,0.4,0.01,23.0966,4082.26,,100.0,4655.04363881,4655.04363881,538.839272878,2,1.0,100,4655.04363881,0.01,0.01,538.839272878,3.50449e-18
1.0,1.0,4653.63,500.0,500,1.0,500.0,0.4,0.005,20.589,4248.61,,200.000000102,4652.22011901,4652.22011901,313.511771248,2,1.0,100,4652.22011901,0.005,0.005,313.511771248,2.1793e-19
1.0,1.0,4652.28,500.0,500,1.0,500.0,0.4,0.00333333,21.7018,4321.51,,299.999969474,4649.56660231,4649.56660231,559.666675312,2,1.0,100,4649.56660231,0.00333333,0.00333333,559.666675312,5.43914e-20
1.0,1.0,4651.67,500.0,500,1.0,500.0,0.4,0.0025,22.2631,4365.16,,400.0,4649.84912711,4649.84912711,570.964426305,2,1.0,100,4649.84912711,0.0025,0.0025,570.964426305,5.4346e-20
0.840605,1.06431,4652.25,499.383911598,500,0.999417,500.0,0.4,0.00168219,20.9842,4395.83,0.00130322,499.349672154,4652.97535215,4652.97535215,407.260987472,1,1.00123,100,4652.97535215,0.00212986,0.002,407.260987472,5.21895e-09
1.0,1.0,4630.96,500.0,500,1.0,497.69,0.4,0.01,216.118,4057.82,,100.0,4630.96085286,4630.96085286,47178.9139924,2,1.0,100,4630.96085286,0.01,0.01,47178.9139924,3.50449e-18
