MinVanillaIw,MaxVanillaIw,J,ESSRenyi,BatchSize,AvgVanillaIw,AvgEpLen,Delta,MinNormIw,VarJ,Bound,VarVanillaIw,ESSClassic,VanillaAvgRet,AvgRet,VarRet,IterType,eRenyi2,EpsThisIter,AvgDiscRet,MaxNormIw,AvgNormIw,VarDiscRet,VarNormIw
1.0,1.0,4657.25,500.0,500,1.0,499.96,0.4,0.0025,15.9648,4370.72,,400.0,4658.39105253,4658.39105253,157.609749794,2,1.0,100,4658.39105253,0.0025,0.0025,157.609749794,5.4346e-20
0.873361,1.05344,4657.26,499.664174722,500,0.999705,500.0,0.4,0.00174724,15.9419,4400.9,0.000756053,499.622654304,4656.43231293,4656.43231293,317.718368383,1,1.00067,100,4656.43231293,0.00210751,0.002,317.718368383,3.026e-09
1.0,1.0,4647.81,500.0,500,1.0,498.87,0.4,0.01,108.94,4075.25,,100.0,4647.81145836,4647.81145836,11987.8715676,2,1.0,100,4647.81145836,0.01,0.01,11987.8715676,3.50449e-18
1.0,1.0,4654.12,500.0,500,1.0,500.0,0.4,0.005,77.7945,4249.0,,200.000000102,4660.43469312,4660.43469312,157.895677175,2,1.0,100,4660.43469312,0.005,0.005,157.895677175,2.1793e-19
1.0,1.0,4655.31,500.0,500,1.0,500.0,0.4,0.00333333,64.1666,4324.39,,299.999969474,4657.67066687,4657.67066687,242.127118916,2,1.0,100,4657.67066687,0.00333333,0.00333333,242.127118916,5.43914e-20
1.0,1.0,4656.0,500.0,500,1.0,500.0,0.4,0.0025,56.0229,4369.42,,400.0,4658.07066634,4658.07066634,198.449827881,2,1.0,100,4658.07066634,0.0025,0.0025,198.449827881,5.4346e-20
0.500752,1.12528,4657.04,497.73673178,500,0.999078,499.48,0.4,0.00100243,34.7337,4400.13,0.00524552,497.391086873,4653.6718454,4653.6718454,3401.90341797,1,1.00455,100,4653.6718454,0.00225264,0.002,3401.90341797,2.10208e-08
1.0,1.0,4657.52,500.0,500,1.0,500.0,0.4,0.01,16.6193,4085.16,,100.0,4657.52388626,4657.52388626,278.991641166,2,1.0,100,4657.52388626,0.01,0.01,278.991641166,3.50449e-18
1.0,1.0,4656.72,500.0,500,1.0,500.0,0.4,0.005,15.9759,4251.73,,200.000000102,4655.91934082,4655.91934082,235.325456205,2,1.0,100,4655.91934082,0.005,0.005,235.325456205,2.1793e-19
1.0,1.0,4657.27,500.0,500,1.0,500.0,0.4,0.00333333,15.1722,4326.38,,299.999969474,4658.35037653,4658.35037653,180.158817741,2,1.0,100,4658.35037653,0.00333333,0.00333333,180.158817741,5.43914e-20
1.0,1.0,4657.73,500.0,500,1.0,500.0,0.4,0.0025,15.3163,4371.17,,400.0,4659.11049484,4659.11049484,247.690725002,2,1.0,100,4659.11049484,0.0025,0.0025,247.690725002,5.4346e-20
0.858509,1.07907,4657.79,499.688700062,500,0.999867,500.0,0.4,0.00171725,15.208,4401.41,0.000777102,499.6122984,4657.15703059,4657.15703059,284.762882082,1,1.00062,100,4657.15703059,0.00215844,0.002,284.762882082,3.10923e-09
1.0,1.0,4658.07,500.0,500,1.0,500.0,0.4,0.01,13.8799,4085.72,,100.0,4658.06978121,4658.06978121,194.596740875,2,1.0,100,4658.06978121,0.01,0.01,194.596740875,3.50449e-18
1.0,1.0,4657.88,500.0,500,1.0,500.0,0.4,0.005,15.3657,4252.82,,200.000000102,4657.69416144,4657.69416144,282.311922528,2,1.0,100,4657.69416144,0.005,0.005,282.311922528,2.1793e-19
1.0,1.0,4657.38,500.0,500,1.0,500.0,0.4,0.00333333,17.8325,4326.65,,299.999969474,4656.37585771,4656.37585771,485.126994842,2,1.0,100,4656.37585771,0.00333333,0.00333333,485.126994842,5.43914e-20
1.0,1.0,4656.6,500.0,500,1.0,500.0,0.4,0.0025,19.3918,4370.05,,400.0,4654.2507801,4654.2507801,548.309260557,2,1.0,100,4654.2507801,0.0025,0.0025,548.309260557,5.4346e-20
0.750552,1.09003,4655.58,498.808784915,500,0.999212,499.22,0.4,0.00150229,35.4374,4398.98,0.00284289,498.58323817,4648.3077294,4648.3077294,6983.7271587,1,1.00239,100,4648.3077294,0.00218179,0.002,6983.7271587,1.13895e-08
1.0,1.0,4658.47,500.0,500,1.0,500.0,0.4,0.01,13.4351,4086.01,,100.0,4658.46531529,4658.46531529,182.325058542,2,1.0,100,4658.46531529,0.01,0.01,182.325058542,3.50449e-18
1.0,1.0,4657.49,500.0,500,1.0,500.0,0.4,0.005,15.9328,4252.36,,200.000000102,4656.50736287,4656.50736287,328.576930505,2,1.0,100,4656.50736287,0.005,0.005,328.576930505,2.1793e-19
1.0,1.0,4657.29,500.0,500,1.0,500.0,0.4,0.00333333,15.8391,4326.51,,299.999969474,4656.89735641,4656.89735641,247.163295637,2,1.0,100,4656.89735641,0.00333333,0.00333333,247.163295637,5.43914e-20
1.0,1.0,4656.99,500.0,500,1.0,500.0,0.4,0.0025,16.3183,4370.53,,400.0,4656.10275405,4656.10275405,314.599253044,2,1.0,100,4656.10275405,0.0025,0.0025,314.599253044,5.4346e-20
0.840078,1.06262,4656.98,499.534147306,500,0.998278,500.0,0.4,0.00168306,15.826,4400.64,0.00118594,499.406973751,4655.71481207,4655.71481207,279.187010132,1,1.00093,100,4655.71481207,0.00212891,0.002,279.187010132,4.76016e-09
1.0,1.0,4656.1,500.0,500,1.0,500.0,0.4,0.01,16.8304,4083.3,,100.0,4656.10123935,4656.10123935,286.124253624,2,1.0,100,4656.10123935,0.01,0.01,286.124253624,3.50449e-18
1.0,1.0,4656.96,500.0,500,1.0,500.0,0.4,0.005,15.385,4251.69,,200.000000102,4657.8162055,4657.8162055,190.570413165,2,1.0,100,4657.8162055,0.005,0.005,190.570413165,2.1793e-19
1.0,1.0,4657.47,500.0,500,1.0,500.0,0.4,0.00333333,14.5246,4326.57,,299.999969474,4658.49242503,4658.49242503,159.520717075,2,1.0,100,4658.49242503,0.00333333,0.00333333,159.520717075,5.43914e-20
1.0,1.0,4657.39,500.0,500,1.0,500.0,0.4,0.0025,14.3962,4370.83,,400.0,4657.15538708,4657.15538708,198.017648244,2,1.0,100,4657.15538708,0.0025,0.0025,198.017648244,5.4346e-20
0.887091,1.03872,4657.58,499.864317054,500,0.999421,500.0,0.4,0.00177521,14.8786,4401.23,0.000300341,499.850272538,4657.93863349,4657.93863349,302.637835067,1,1.00027,100,4657.93863349,0.00207864,0.002,302.637835067,1.20276e-09
1.0,1.0,4660.05,500.0,500,1.0,500.0,0.4,0.01,11.3263,4086.89,,100.0,4660.05402087,4660.05402087,129.581432666,2,1.0,100,4660.05402087,0.01,0.01,129.581432666,3.50449e-18
1.0,1.0,4652.31,500.0,500,1.0,498.54,0.4,0.005,97.4629,4247.02,,200.000000102,4644.55790161,4644.55790161,18939.0586713,2,1.0,100,4644.55790161,0.005,0.005,18939.0586713,2.1793e-19
1.0,1.0,4654.66,500.0,500,1.0,500.0,0.4,0.00333333,80.0475,4323.75,,299.999969474,4659.37276502,4659.37276502,193.452576102,2,1.0,100,4659.37276502,0.00333333,0.00333333,193.452576102,5.43914e-20
1.0,1.0,4654.94,500.0,500,1.0,500.0,0.4,0.0025,70.0421,4368.36,,400.0,4655.78396073,4655.78396073,403.862060804,2,1.0,100,4655.78396073,0.0025,0.0025,403.862060804,5.4346e-20
0.465893,1.18713,4654.78,494.950607061,500,0.995809,498.03,0.4,0.000935709,55.2344,4397.15,0.0118356,494.114327488,4637.19658866,4637.19658866,34633.9657831,1,1.0102,100,4637.19658866,0.00238426,0.002,34633.9657831,4.77419e-08
1.0,1.0,4658.22,500.0,500,1.0,500.0,0.4,0.01,14.1613,4085.48,,100.0,4658.21754039,4658.21754039,202.568876577,2,1.0,100,4658.21754039,0.01,0.01,202.568876577,3.50449e-18
1.0,1.0,4659.08,500.0,500,1.0,500.0,0.4,0.005,14.0183,4253.98,,200.000000102,4659.93361555,4659.93361555,192.941586995,2,1.0,100,4659.93361555,0.005,0.005,192.941586995,2.1793e-19
1.0,1.0,4658.63,500.0,500,1.0,500.0,0.4,0.00333333,13.8113,4327.79,,299.999969474,4657.73386546,4657.73386546,179.828300776,2,1.0,100,4657.73386546,0.00333333,0.00333333,179.828300776,5.43914e-20
1.0,1.0,4658.21,500.0,500,1.0,500.0,0.4,0.0025,15.2119,4371.68,,400.0,4656.96708635,4656.96708635,354.826579822,2,1.0,100,4656.96708635,0.0025,0.0025,354.826579822,5.4346e-20
4.83571e-10,193.606,4664.19,499.999761582,500,1.96608,500.0,0.4,4.91914e-13,37.5595,4407.9,132.444,14.2066388607,4659.42393076,4659.42393076,150.705855236,1,1.0,100,4659.42393076,0.196946,0.002,150.705855236,0.000137053
1.0,1.0,4663.24,500.0,500,1.0,500.0,0.4,0.01,11.1639,4090.07,,100.0,4663.2445024,4663.2445024,125.89317076,2,1.0,100,4663.2445024,0.01,0.01,125.89317076,3.50449e-18
1.0,1.0,4662.55,500.0,500,1.0,500.0,0.4,0.005,11.7245,4257.25,,200.000000102,4661.85717056,4661.85717056,150.837691663,2,1.0,100,4661.85717056,0.005,0.005,150.837691663,2.1793e-19
1.0,1.0,4662.62,500.0,500,1.0,500.0,0.4,0.00333333,12.4452,4331.7,,299.999969474,4662.76913806,4662.76913806,191.607491679,2,1.0,100,4662.76913806,0.00333333,0.00333333,191.607491679,5.43914e-20
1.0,1.0,4662.26,500.0,500,1.0,500.0,0.4,0.0025,12.7397,4375.67,,400.0,4661.16142569,4661.16142569,184.793110562,2,1.0,100,4661.16142569,0.0025,0.0025,184.793110562,5.4346e-20
0.934967,1.04398,4662.38,499.843825023,500,1.00049,500.0,0.4,0.00186902,12.7205,4406.01,0.000328681,499.836186042,4662.49611531,4662.49611531,187.077499032,1,1.00031,100,4662.49611531,0.00208694,0.002,187.077499032,1.31344e-09
1.0,1.0,4662.22,500.0,500,1.0,500.0,0.4,0.01,10.7934,4089.09,,100.0,4662.21809079,4662.21809079,117.673282134,2,1.0,100,4662.21809079,0.01,0.01,117.673282134,3.50449e-18
1.0,1.0,4660.67,500.0,500,1.0,499.49,0.4,0.005,41.2658,4255.4,,200.000000102,4659.11503136,4659.11503136,3317.60199816,2,1.0,100,4659.11503136,0.005,0.005,3317.60199816,2.1793e-19
1.0,1.0,4661.63,500.0,500,1.0,500.0,0.4,0.00333333,34.6384,4330.72,,299.999969474,4663.56659424,4663.56659424,190.015495774,2,1.0,100,4663.56659424,0.00333333,0.00333333,190.015495774,5.43914e-20
1.0,1.0,4659.79,500.0,500,1.0,499.31,0.4,0.0025,47.2007,4373.21,,400.0,4654.25819259,4654.25819259,5324.60563599,2,1.0,100,4654.25819259,0.0025,0.0025,5324.60563599,5.4346e-20
0.721936,1.08796,4660.88,498.774677687,500,0.998679,500.0,0.4,0.00144578,33.7842,4404.25,0.00258216,498.711301743,4661.72452486,4661.72452486,149.535341074,1,1.00246,100,4661.72452486,0.0021788,0.002,149.535341074,1.0356e-08
1.0,1.0,4660.75,500.0,500,1.0,500.0,0.4,0.01,15.3715,4087.67,,100.0,4660.75354962,4660.75354962,238.670029403,2,1.0,100,4660.75354962,0.01,0.01,238.670029403,3.50449e-18
1.0,1.0,4662.07,500.0,500,1.0,500.0,0.4,0.005,13.8963,4256.77,,200.000000102,4663.37887186,4663.37887186,147.964885699,2,1.0,100,4663.37887186,0.005,0.005,147.964885699,2.1793e-19
1.0,1.0,4661.22,500.0,500,1.0,500.0,0.4,0.00333333,14.4982,4330.3,,299.999969474,4659.52391747,4659.52391747,242.496870573,2,1.0,100,4659.52391747,0.00333333,0.00333333,242.496870573,5.43914e-20
1.0,1.0,4661.31,500.0,500,1.0,500.0,0.4,0.0025,15.0728,4374.72,,400.0,4661.5918615,4661.5918615,280.87146679,2,1.0,100,4661.5918615,0.0025,0.0025,280.87146679,5.4346e-20
0.894164,1.07302,4661.77,499.711263121,500,1.00033,500.0,0.4,0.00178773,14.3346,4405.36,0.000631457,499.685482034,4662.89719116,4662.89719116,173.425745991,1,1.00058,100,4662.89719116,0.00214532,0.002,173.425745991,2.52414e-09
1.0,1.0,4662.74,500.0,500,1.0,500.0,0.4,0.01,11.6953,4089.99,,100.0,4662.74314755,4662.74314755,138.162318935,2,1.0,100,4662.74314755,0.01,0.01,138.162318935,3.50449e-18
1.0,1.0,4662.36,500.0,500,1.0,500.0,0.4,0.005,12.6068,4257.33,,200.000000102,4661.97796671,4661.97796671,182.614718068,2,1.0,100,4661.97796671,0.005,0.005,182.614718068,2.1793e-19
1.0,1.0,4662.36,500.0,500,1.0,500.0,0.4,0.00333333,12.6281,4331.44,,299.999969474,4662.3561104,4662.3561104,162.168389103,2,1.0,100,4662.3561104,0.00333333,0.00333333,162.168389103,5.43914e-20
1.0,1.0,4661.62,500.0,500,1.0,500.0,0.4,0.0025,13.5453,4375.04,,400.0,4659.41656412,4659.41656412,251.50843448,2,1.0,100,4659.41656412,0.0025,0.0025,251.50843448,5.4346e-20
0.933145,1.04013,4661.83,499.853236851,500,1.00021,500.0,0.4,0.00186589,12.9991,4405.46,0.000295281,499.852755875,4662.28220277,4662.28220277,128.549099265,1,1.00029,100,4662.28220277,0.00207981,0.002,128.549099265,1.18062e-09
1.0,1.0,4650.46,500.0,500,1.0,498.78,0.4,0.01,116.002,4077.54,,100.0,4650.46109772,4650.46109772,13592.4136717,2,1.0,100,4650.46109772,0.01,0.01,13592.4136717,3.50449e-18
1.0,1.0,4657.95,500.0,500,1.0,500.0,0.4,0.005,82.6502,4252.69,,200.000000102,4665.43387624,4665.43387624,94.4594278763,2,1.0,100,4665.43387624,0.005,0.005,94.4594278763,2.1793e-19
1.0,1.0,4659.45,500.0,500,1.0,500.0,0.4,0.00333333,67.8239,4328.55,,299.999969474,4662.44448718,4662.44448718,125.91977045,2,1.0,100,4662.44448718,0.00333333,0.00333333,125.91977045,5.43914e-20
1.0,1.0,4659.87,500.0,500,1.0,500.0,0.4,0.0025,59.2057,4373.31,,400.0,4661.14877663,4661.14877663,221.049359092,2,1.0,100,4661.14877663,0.0025,0.0025,221.049359092,5.4346e-20
0.611731,1.11101,4661.54,498.46004361,500,1.0014,500.0,0.4,0.00122176,34.1586,4404.83,0.00369505,498.16828638,4663.32093074,4663.32093074,186.842245017,1,1.00309,100,4663.32093074,0.00221893,0.002,186.842245017,1.4739e-08
1.0,1.0,4661.92,500.0,500,1.0,500.0,0.4,0.01,10.5521,4089.12,,100.0,4661.91775465,4661.91775465,112.471071317,2,1.0,100,4661.91775465,0.01,0.01,112.471071317,3.50449e-18
1.0,1.0,4662.04,500.0,500,1.0,500.0,0.4,0.005,11.1272,4256.77,,200.000000102,4662.16752664,4662.16752664,137.627859149,2,1.0,100,4662.16752664,0.005,0.005,137.627859149,2.1793e-19
1.0,1.0,4661.63,500.0,500,1.0,500.0,0.4,0.00333333,11.9194,4330.73,,299.999969474,4660.81489776,4660.81489776,179.376643982,2,1.0,100,4660.81489776,0.00333333,0.00333333,179.376643982,5.43914e-20
1.0,1.0,4661.74,500.0,500,1.0,500.0,0.4,0.0025,11.9394,4375.17,,400.0,4662.07385249,4662.07385249,145.28657326,2,1.0,100,4662.07385249,0.0025,0.0025,145.28657326,5.4346e-20
0.908487,1.03691,4662.13,499.874742423,500,0.999765,500.0,0.4,0.0018174,11.7419,4405.78,0.000266813,499.866766859,4663.34429196,4663.34429196,129.702971219,1,1.00025,100,4663.34429196,0.0020743,0.002,129.702971219,1.06775e-09
1.0,1.0,4661.63,500.0,500,1.0,500.0,0.4,0.01,12.3828,4088.49,,100.0,4661.63051719,4661.63051719,154.88279335,2,1.0,100,4661.63051719,0.01,0.01,154.88279335,3.50449e-18
1.0,1.0,4662.7,500.0,500,1.0,500.0,0.4,0.005,11.9899,4257.4,,200.000000102,4663.76437809,4663.76437809,133.240059359,2,1.0,100,4663.76437809,0.005,0.005,133.240059359,2.1793e-19
1.0,1.0,4662.51,500.0,500,1.0,500.0,0.4,0.00333333,12.9758,4331.59,,299.999969474,4662.13690797,4662.13690797,219.586331302,2,1.0,100,4662.13690797,0.00333333,0.00333333,219.586331302,5.43914e-20
1.0,1.0,4662.62,500.0,500,1.0,500.0,0.4,0.0025,12.6556,4376.03,,400.0,4662.92926011,4662.92926011,136.77832507,2,1.0,100,4662.92926011,0.0025,0.0025,136.77832507,5.4346e-20
0.878914,1.05346,4662.72,499.775034126,500,1.00171,500.0,0.4,0.00175482,12.2433,4406.33,0.000497925,499.752349408,4662.53195729,4662.53195729,142.813019744,1,1.00045,100,4662.53195729,0.00210331,0.002,142.813019744,1.98489e-09
1.0,1.0,4663.81,500.0,500,1.0,500.0,0.4,0.01,12.6196,4090.7,,100.0,4663.8087152,4663.8087152,160.861713868,2,1.0,100,4663.8087152,0.01,0.01,160.861713868,3.50449e-18
1.0,1.0,4663.37,500.0,500,1.0,500.0,0.4,0.005,12.5775,4258.12,,200.000000102,4662.9279157,4662.9279157,158.326949027,2,1.0,100,4662.9279157,0.005,0.005,158.326949027,2.1793e-19
1.0,1.0,4663.49,500.0,500,1.0,500.0,0.4,0.00333333,12.4265,4332.6,,299.999969474,4663.7197715,4663.7197715,148.27193741,2,1.0,100,4663.7197715,0.00333333,0.00333333,148.27193741,5.43914e-20
1.0,1.0,4663.69,500.0,500,1.0,500.0,0.4,0.0025,11.7076,4377.13,,400.0,4664.28856162,4664.28856162,85.380630713,2,1.0,100,4664.28856162,0.0025,0.0025,85.380630713,5.4346e-20
0.925786,1.06123,4663.4,499.849186147,500,0.999584,500.0,0.4,0.00185234,11.6685,4407.05,0.000330832,499.834999643,4661.89644885,4661.89644885,149.288026671,1,1.0003,100,4661.89644885,0.00212335,0.002,149.288026671,1.32443e-09
1.0,1.0,4661.28,500.0,500,1.0,500.0,0.4,0.01,13.0284,4088.11,,100.0,4661.28116498,4661.28116498,171.453657077,2,1.0,100,4661.28116498,0.01,0.01,171.453657077,3.50449e-18
1.0,1.0,4663.18,500.0,500,1.0,500.0,0.4,0.005,11.7366,4257.88,,200.000000102,4665.08085262,4665.08085262,99.5302742474,2,1.0,100,4665.08085262,0.005,0.005,99.5302742474,2.1793e-19
1.0,1.0,4663.36,500.0,500,1.0,500.0,0.4,0.00333333,11.975,4332.43,,299.999969474,4663.70960626,4663.70960626,156.085926125,2,1.0,100,4663.70960626,0.00333333,0.00333333,156.085926125,5.43914e-20
1.0,1.0,4663.58,500.0,500,1.0,500.0,0.4,0.0025,11.6072,4376.99,,400.0,4664.24982435,4664.24982435,109.196041594,2,1.0,100,4664.24982435,0.0025,0.0025,109.196041594,5.4346e-20
0.93495,1.04057,4663.75,499.87772118,500,1.0008,500.0,0.4,0.0018684,11.3567,4407.38,0.000278422,499.861149691,4664.08272267,4664.08272267,119.973579898,1,1.00024,100,4664.08272267,0.00207948,0.002,119.973579898,1.11191e-09
1.0,1.0,4660.01,500.0,500,1.0,500.0,0.4,0.01,15.3264,4087.09,,100.0,4660.01445196,4660.01445196,237.27218704,2,1.0,100,4660.01445196,0.01,0.01,237.27218704,3.50449e-18
1.0,1.0,4662.46,500.0,500,1.0,500.0,0.4,0.005,13.7549,4257.2,,200.000000102,4664.91370417,4664.91370417,132.822514595,2,1.0,100,4664.91370417,0.005,0.005,132.822514595,2.1793e-19
1.0,1.0,4662.69,500.0,500,1.0,500.0,0.4,0.00333333,13.1021,4331.78,,299.999969474,4663.15061052,4663.15061052,137.662464966,2,1.0,100,4663.15061052,0.00333333,0.00333333,137.662464966,5.43914e-20
1.0,1.0,4663.13,500.0,500,1.0,500.0,0.4,0.0025,12.623,4376.55,,400.0,4664.43844798,4664.43844798,121.295025906,2,1.0,100,4664.43844798,0.0025,0.0025,121.295025906,5.4346e-20
0.926686,1.04602,4663.43,499.873610505,500,0.999057,500.0,0.4,0.00185512,11.9982,4407.06,0.000280081,499.860039031,4664.31864205,4664.31864205,96.3437127672,1,1.00025,100,4664.31864205,0.00209401,0.002,96.3437127672,1.12244e-09
1.0,1.0,4662.35,500.0,500,1.0,500.0,0.4,0.01,12.6164,4089.31,,100.0,4662.34599381,4662.34599381,160.782891745,2,1.0,100,4662.34599381,0.01,0.01,160.782891745,3.50449e-18
1.0,1.0,4661.47,500.0,500,1.0,499.97,0.4,0.005,15.5639,4256.2,,200.000000102,4660.58667678,4660.58667678,327.01506709,2,1.0,100,4660.58667678,0.005,0.005,327.01506709,2.1793e-19
1.0,1.0,4661.97,500.0,500,1.0,500.0,0.4,0.00333333,14.4949,4331.07,,299.999969474,4662.96986956,4662.96986956,145.792583538,2,1.0,100,4662.96986956,0.00333333,0.00333333,145.792583538,5.43914e-20
1.0,1.0,4662.22,500.0,500,1.0,500.0,0.4,0.0025,13.9711,4375.64,,400.0,4662.96542367,4662.96542367,151.219228042,2,1.0,100,4662.96542367,0.0025,0.0025,151.219228042,5.4346e-20
0.915821,1.04501,4662.38,499.80213131,500,0.999594,500.0,0.4,0.00183239,13.1905,4406.01,0.000440565,499.780167128,4662.51906355,4662.51906355,127.084055459,1,1.0004,100,4662.51906355,0.00209087,0.002,127.084055459,1.76369e-09
1.0,1.0,4664.37,500.0,500,1.0,500.0,0.4,0.01,11.578,4091.27,,100.0,4664.37373088,4664.37373088,135.403392653,2,1.0,100,4664.37373088,0.01,0.01,135.403392653,3.50449e-18
1.0,1.0,4663.02,500.0,500,1.0,500.0,0.4,0.005,13.1751,4257.74,,200.000000102,4661.66308651,4661.66308651,211.557742782,2,1.0,100,4661.66308651,0.005,0.005,211.557742782,2.1793e-19
1.0,1.0,4663.49,500.0,500,1.0,500.0,0.4,0.00333333,12.297,4332.57,,299.999969474,4664.43042913,4664.43042913,106.213904364,2,1.0,100,4664.43042913,0.00333333,0.00333333,106.213904364,5.43914e-20
1.0,1.0,4661.01,500.0,500,1.0,499.25,0.4,0.0025,40.7729,4374.42,,400.0,4653.55708668,4653.55708668,6183.92252549,2,1.0,100,4653.55708668,0.0025,0.0025,6183.92252549,5.4346e-20
0.631744,1.08206,4662.07,498.75919751,500,0.998119,500.0,0.4,0.00126587,25.0448,4405.42,0.00287751,498.562892206,4662.55483733,4662.55483733,167.666650288,1,1.00249,100,4662.55483733,0.0021682,0.002,167.666650288,1.15535e-08
1.0,1.0,4663.11,500.0,500,1.0,500.0,0.4,0.01,10.3902,4090.27,,100.0,4663.11029196,4663.11029196,109.046938042,2,1.0,100,4663.11029196,0.01,0.01,109.046938042,3.50449e-18
1.0,1.0,4663.41,500.0,500,1.0,500.0,0.4,0.005,10.3063,4258.36,,200.000000102,4663.71881765,4663.71881765,105.353728105,2,1.0,100,4663.71881765,0.005,0.005,105.353728105,2.1793e-19
1.0,1.0,4663.19,500.0,500,1.0,500.0,0.4,0.00333333,10.1611,4332.3,,299.999969474,4662.74728869,4662.74728869,97.9827135062,2,1.0,100,4662.74728869,0.00333333,0.00333333,97.9827135062,5.43914e-20
1.0,1.0,4662.59,500.0,500,1.0,500.0,0.4,0.0025,11.0377,4376.0,,400.0,4660.77802211,4660.77802211,174.962564441,2,1.0,100,4660.77802211,0.0025,0.0025,174.962564441,5.4346e-20
0.910501,1.03238,4662.22,499.908642775,500,1.0,500.0,0.4,0.001821,11.2815,4405.87,0.000195326,499.902698389,4660.48702424,4660.48702424,165.292833774,1,1.00018,100,4660.48702424,0.00206476,0.002,165.292833774,7.813e-10
1.0,1.0,4663.45,500.0,500,1.0,500.0,0.4,0.01,11.6337,4090.42,,100.0,4663.44893377,4663.44893377,136.709214684,2,1.0,100,4663.44893377,0.01,0.01,136.709214684,3.50449e-18
1.0,1.0,4649.89,500.0,500,1.0,497.38,0.4,0.005,175.387,4244.7,,200.000000102,4636.33236479,4636.33236479,61634.2965001,2,1.0,100,4636.33236479,0.005,0.005,61634.2965001,2.1793e-19
1.0,1.0,4654.14,500.0,500,1.0,500.0,0.4,0.00333333,143.52,4323.26,,299.999969474,4662.62744254,4662.62744254,166.553531184,2,1.0,100,4662.62744254,0.00333333,0.00333333,166.553531184,5.43914e-20
1.0,1.0,4656.58,500.0,500,1.0,500.0,0.4,0.0025,124.542,4370.02,,400.0,4663.90426622,4663.90426622,179.240921072,2,1.0,100,4663.90426622,0.0025,0.0025,179.240921072,5.4346e-20
0.280923,1.14537,4661.64,495.614003992,500,0.996539,500.0,0.4,0.000563797,33.4037,4404.19,0.0111213,494.473603252,4662.67188366,4662.67188366,167.206322798,1,1.00885,100,4662.67188366,0.0022987,0.002,167.206322798,4.47949e-08
1.0,1.0,4663.59,500.0,500,1.0,500.0,0.4,0.01,11.7876,4090.45,,100.0,4663.59091559,4663.59091559,140.35068698,2,1.0,100,4663.59091559,0.01,0.01,140.35068698,3.50449e-18
1.0,1.0,4663.99,500.0,500,1.0,500.0,0.4,0.005,11.5567,4258.71,,200.000000102,4664.38894744,4664.38894744,129.141059001,2,1.0,100,4664.38894744,0.005,0.005,129.141059001,2.1793e-19
1.0,1.0,4663.43,500.0,500,1.0,500.0,0.4,0.00333333,11.3392,4332.52,,299.999969474,4662.31478805,4662.31478805,117.923706979,2,1.0,100,4662.31478805,0.00333333,0.00333333,117.923706979,5.43914e-20
1.0,1.0,4663.38,500.0,500,1.0,500.0,0.4,0.0025,11.8995,4376.8,,400.0,4663.20917027,4663.20917027,182.452909966,2,1.0,100,4663.20917027,0.0025,0.0025,182.452909966,5.4346e-20
0.926027,1.05486,4663.49,499.84084667,500,0.999463,500.0,0.4,0.00185305,11.9003,4407.13,0.000300969,499.849694116,4663.56706593,4663.56706593,163.445289103,1,1.00032,100,4663.56706593,0.00211085,0.002,163.445289103,1.20517e-09
1.0,1.0,4664.42,500.0,500,1.0,500.0,0.4,0.01,9.64516,4091.27,,100.0,4664.42188281,4664.42188281,93.9687643825,2,1.0,100,4664.42188281,0.01,0.01,93.9687643825,3.50449e-18
1.0,1.0,4663.83,500.0,500,1.0,500.0,0.4,0.005,10.0737,4258.55,,200.000000102,4663.23398457,4663.23398457,110.328655434,2,1.0,100,4663.23398457,0.005,0.005,110.328655434,2.1793e-19
1.0,1.0,4663.09,500.0,500,1.0,500.0,0.4,0.00333333,10.7443,4332.18,,299.999969474,4661.6183193,4661.6183193,141.517317142,2,1.0,100,4661.6183193,0.00333333,0.00333333,141.517317142,5.43914e-20
1.0,1.0,4663.04,500.0,500,1.0,500.0,0.4,0.0025,10.9293,4376.47,,400.0,4662.90160062,4662.90160062,132.778055788,2,1.0,100,4662.90160062,0.0025,0.0025,132.778055788,5.4346e-20
0.924199,1.04512,4662.85,499.88350007,500,0.999907,500.0,0.4,0.00184857,11.0563,4406.49,0.000277228,499.861588955,4661.72964913,4661.72964913,147.052868497,1,1.00023,100,4661.72964913,0.00209043,0.002,147.052868497,1.10912e-09
1.0,1.0,4664.08,500.0,500,1.0,500.0,0.4,0.01,10.4314,4090.99,,100.0,4664.07898961,4664.07898961,109.912545234,2,1.0,100,4664.07898961,0.01,0.01,109.912545234,3.50449e-18
1.0,1.0,4663.7,500.0,500,1.0,500.0,0.4,0.005,10.5864,4258.41,,200.000000102,4663.31347247,4663.31347247,116.198757319,2,1.0,100,4663.31347247,0.005,0.005,116.198757319,2.1793e-19
1.0,1.0,4662.96,500.0,500,1.0,500.0,0.4,0.00333333,11.0097,4332.04,,299.999969474,4661.48276307,4661.48276307,137.609145055,2,1.0,100,4661.48276307,0.00333333,0.00333333,137.609145055,5.43914e-20
1.0,1.0,4663.22,500.0,500,1.0,500.0,0.4,0.0025,10.9951,4376.64,,400.0,4664.00098279,4664.00098279,120.313641071,2,1.0,100,4664.00098279,0.0025,0.0025,120.313641071,5.4346e-20
0.743116,1.07633,4661.78,499.444565969,500,0.998519,499.39,0.4,0.00148844,22.2767,4405.31,0.00119064,499.404824455,4654.44800888,4654.44800888,3423.29234352,1,1.00111,100,4654.44800888,0.00215584,0.002,3423.29234352,4.7767e-09
