MinVanillaIw,AvgNormIw,MinNormIw,MaxNormIw,EpsThisIter,VarRet,ESSRenyi,VarNormIw,VarDiscRet,AvgVanillaIw,AvgRet,IterType,AvgDiscRet,J,VarVanillaIw,MaxVanillaIw,eRenyi2,ESSClassic,VarJ,Delta,BatchSize,Bound,VanillaAvgRet,AvgEpLen
0.139416,0.01,0.00145293,0.0179173,100,277.408755594,87.507882493,1.67371e-05,277.408755594,0.95955,-107.691051614,1,-107.691051614,-105.396,0.154105,1.71926,1.14275,85.7854962317,7.97006,0.8,100,-119.102,-107.691051614,30.14
4.25742e-05,0.01,3.36858e-07,0.124322,100,64.0109803245,38.535099817,0.000266309,64.0109803245,1.26386,-104.837367528,1,-104.837367528,-98.7461,4.25387,15.7125,2.59504,27.4992849952,27.7429,0.8,100,-108.02,-104.837367528,28.56
0.000848326,0.01,8.46812e-06,0.0342609,100,68.3205430898,60.4640924246,6.3333e-05,68.3205430898,1.00179,-103.169902434,1,-103.169902434,-99.6717,0.635596,3.43221,1.65387,61.4629672549,12.5856,0.8,100,-107.381,-103.169902434,33.48
4.3943e-06,0.01,5.5402e-08,0.0723121,100,107.164794302,37.9610372767,0.00022125,107.164794302,0.793166,-101.852871177,1,-101.852871177,-95.2966,1.39191,5.73555,2.63428,31.3442562329,24.2246,0.8,100,-107.329,-101.852871177,41.75
0.0147097,0.01,0.000125094,0.124733,100,74.0244028865,54.904175334,0.000166083,74.0244028865,1.17589,-101.331686751,1,-101.331686751,-98.0664,2.29646,14.6672,1.82136,37.8183240204,18.9065,0.8,100,-105.999,-101.331686751,50.07
4.85363e-09,0.01,5.10734e-11,0.0965937,100,121.336959247,28.2081578886,0.000316368,121.336959247,0.950325,-97.2725790432,1,-97.2725790432,-90.0932,2.85717,9.17954,3.54507,24.2011189119,31.3844,0.8,100,-101.073,-97.2725790432,50.15
0.157038,0.01,0.00155477,0.0321683,100,48.0065313444,82.8744563734,2.99366e-05,48.0065313444,1.01004,-100.493354799,1,-100.493354799,-99.5662,0.305407,3.24913,1.20664,77.138347964,9.45095,0.8,100,-106.015,-100.493354799,50.1
0.136217,0.01,0.00129006,0.0225727,100,68.5169381041,82.9200776791,1.53587e-05,68.5169381041,1.05589,-98.7101670362,1,-98.7101670362,-97.8,0.171235,2.38343,1.20598,86.801721275,10.2374,0.8,100,-104.125,-98.7101670362,47.22
0.547347,0.01,0.00529834,0.0221864,100,51.9504070332,94.2544778587,6.39188e-06,51.9504070332,1.03305,-99.6179249185,1,-99.6179249185,-99.2998,0.0682139,2.29198,1.06096,94.0486328998,7.03114,0.8,100,-105.26,-99.6179249185,46.35
0.0395184,0.01,0.000417483,0.0795358,100,63.1750723893,65.909350726,8.57012e-05,63.1750723893,0.946586,-98.3961067017,1,-98.3961067017,-96.1403,0.767905,7.52875,1.51724,54.0995992717,14.9851,0.8,100,-103.506,-98.3961067017,46.44
0.00277167,0.01,2.56588e-05,0.0353129,100,59.3065327151,83.7541922734,2.84445e-05,59.3065327151,1.0802,-98.6586431925,1,-98.6586431925,-97.3097,0.331899,3.8145,1.19397,78.0274448188,10.1985,0.8,100,-104.077,-98.6586431925,47.74
1.52386e-12,0.01,1.40358e-14,0.285459,100,70.7849866325,12.4788107657,0.00157059,70.7849866325,1.0857,-98.1319514054,1,-98.1319514054,-80.6419,18.5131,30.9921,8.01358,6.0427290598,52.6652,0.8,100,-97.3469,-98.1319514054,47.06
0.0322662,0.01,4.90417e-14,0.997403,100,70.7849866325,nan,0.00994764,79.8453987516,6.57935e+09,-98.1319514054,,-97.9344846684,-103.621,4.30612e+21,6.56227e+11,nan,1.00521027708,0.336418,0.8,200,-inf,-98.1319514054,47.06
0.00116267,0.005,6.63686e-06,0.0351805,100,35.5815989159,91.9452664992,3.18387e-05,35.5815989159,0.875919,-99.4149455441,1,-99.4149455441,-96.0518,0.977111,6.16305,2.17521,88.2153098247,20.3031,0.8,200,-102.206,-99.4149455441,44.74
1.0,0.01,0.01,0.01,100,41.8934199454,200.0,3.50449e-18,41.8934199454,1.0,-99.8378006871,2,-99.8378006871,-99.8378,,1.0,1.0,100.0,6.44007,0.8,200,-105.545,-99.8378006871,45.65
0.185034,0.005,0.000886802,0.00992636,100,52.8739475704,185.797736125,2.08231e-06,52.8739475704,1.04327,-98.8251109459,1,-98.8251109459,-99.0528,0.0906559,2.07117,1.07644,184.693369703,7.29069,0.8,200,-103.288,-98.8251109459,46.4
1.0,0.01,0.01,0.01,100,107.518929494,200.0,3.50449e-18,107.518929494,1.0,-97.6899329542,2,-97.6899329542,-97.6899,,1.0,1.0,100.0,10.3172,0.8,200,-103.394,-97.6899329542,48.23
2.18652e-05,0.005,1.16483e-07,0.0199326,100,45.9709752157,132.345358802,1.37392e-05,45.9709752157,0.938559,-99.6613760247,1,-99.6613760247,-96.81,0.484109,3.74159,1.5112,129.297625456,13.3313,0.8,200,-101.769,-99.6613760247,46.5
1.0,0.01,0.01,0.01,100,66.3294155159,200.0,3.50449e-18,66.3294155159,1.0,-97.970476238,2,-97.970476238,-97.9705,,1.0,1.0,100.0,8.10346,0.8,200,-103.81,-97.970476238,48.61
3.33134e-18,0.005,1.47751e-20,0.239974,100,104.299990513,21.0580940362,0.000388745,104.299990513,1.12735,-97.1955229009,1,-97.1955229009,-85.3637,19.7626,54.1071,9.49754,12.1417759836,90.6035,0.8,200,-98.089,-97.1955229009,47.96
1.0,0.01,0.01,0.01,100,65.7380755327,200.0,3.50449e-18,65.7380755327,1.0,-98.3039165298,2,-98.3039165298,-98.3039,,1.0,1.0,100.0,8.06726,0.8,200,-104.138,-98.3039165298,49.5
0.0184819,0.005,6.14975e-20,0.998832,100,104.299990513,nan,0.00498827,62.7610829007,1.50265e+15,-97.1955229009,,-99.1738659465,-105.41,4.50533e+32,3.00179e+17,nan,1.00234032513,0.271506,0.8,300,-inf,-97.1955229009,47.96
0.0100534,0.00333333,3.37151e-05,0.0196764,100,60.4721545487,177.574309222,8.77786e-06,60.4721545487,0.993954,-98.1256617937,1,-98.1256617937,-96.1962,0.780484,5.86725,1.68943,167.844108467,16.5265,0.8,300,-100.578,-98.1256617937,47.96
1.0,0.01,0.01,0.01,100,80.9408295097,300.0,3.50449e-18,80.9408295097,1.0,-97.6148319488,2,-97.6148319488,-97.6148,,1.0,1.0,100.0,8.95162,0.8,300,-103.365,-97.6148319488,52.43
1.0,0.005,0.005,0.005,100,88.2089615726,300.0,2.1793e-19,88.2089615726,1.0,-97.8564377379,2,-97.8564377379,-97.7356,,1.0,1.0,200.000000102,9.15116,0.8,300,-101.801,-97.8564377379,52.5
4.46169e-17,0.00333333,1.25737e-19,0.167912,100,83.0532393945,24.6678433916,0.000200334,83.0532393945,1.18281,-98.5252639735,1,-98.5252639735,-83.5654,25.2247,59.5824,12.1616,15.8144506559,95.7156,0.8,300,-95.1423,-98.5252639735,50.29
1.0,0.01,0.01,0.01,100,96.9537666386,300.0,3.50449e-18,96.9537666386,1.0,-97.3188883333,2,-97.3188883333,-97.3189,,1.0,1.0,100.0,9.79715,0.8,300,-103.067,-97.3188883333,52.73
1.0,0.005,0.005,0.005,100,62.9959422802,300.0,2.1793e-19,62.9959422802,1.0,-98.6701962677,2,-98.6701962677,-97.9945,,1.0,1.0,200.000000102,8.92365,0.8,300,-102.059,-98.6701962677,54.63
0.0167835,0.00333333,7.19719e-19,0.961128,100,83.0532393945,3947.37735171,0.00308045,136.3211169,7.77317e+13,-98.5252639735,,-97.04932903,-95.7171,1.67515e+30,2.2413e+16,0.101333,1.08179694019,7.32978,0.8,400,-inf,-98.5252639735,50.29
1.41987e-19,0.0025,3.1299e-22,0.178456,100,86.0549728034,29.4917022806,0.000132295,86.0549728034,1.13412,-98.0535879333,1,-98.0535879333,-84.9719,27.2256,80.9561,13.5631,18.0879091842,99.3908,0.8,400,-95.5598,-98.0535879333,51.94
1.0,0.01,0.01,0.01,100,138.194535388,400.0,3.50449e-18,138.194535388,1.0,-95.9727335121,2,-95.9727335121,-95.9727,,1.0,1.0,100.0,11.6967,0.8,400,-101.498,-95.9727335121,60.75
1.0,0.005,0.005,0.005,100,121.774670201,400.0,2.1793e-19,121.774670201,1.0,-96.9783004667,2,-96.9783004667,-96.4755,,1.0,1.0,200.000000102,11.3551,0.8,400,-100.441,-96.9783004667,57.91
1.0,0.00333333,0.00333333,0.00333333,100,144.06513797,400.0,5.43914e-20,144.06513797,1.0,-95.8946851079,2,-95.8946851079,-96.2819,,1.0,1.0,299.999969474,11.5575,0.8,400,-99.6539,-95.8946851079,58.48
0.0123524,0.0025,1.09291e-21,0.623142,100,86.0549728034,1849.70596592,0.00130821,208.645501011,2.82556e+16,-98.0535879333,,-94.5626898428,-99.7235,1.67112e+35,7.0429e+18,0.270313,1.90666654548,37.2162,0.8,500,-inf,-98.0535879333,51.94
2.54444e-12,0.002,4.99772e-15,0.0476236,100,73.9174692944,101.001932046,1.78458e-05,73.9174692944,1.01824,-96.7311858562,1,-96.7311858562,-92.6265,4.62571,24.2461,4.9504,91.7004195506,46.7101,0.8,500,-98.3478,-96.7311858562,48.0
1.0,0.01,0.01,0.01,100,121.490120352,500.0,3.50449e-18,121.490120352,1.0,-95.7050441914,2,-95.7050441914,-95.705,,1.0,1.0,100.0,10.967,0.8,500,-101.359,-95.7050441914,58.71
1.0,0.005,0.005,0.005,100,110.563491769,500.0,2.1793e-19,110.563491769,1.0,-96.8727257872,2,-96.8727257872,-96.2889,,1.0,1.0,200.000000102,10.7335,0.8,500,-100.459,-96.8727257872,56.77
1.0,0.00333333,0.00333333,0.00333333,100,137.376438461,500.0,5.43914e-20,137.376438461,1.0,-96.5818904267,2,-96.5818904267,-96.3866,,1.0,1.0,299.999969474,11.0525,0.8,500,-99.7911,-96.5818904267,57.21
1.0,0.0025,0.0025,0.0025,100,81.8740679943,500.0,5.4346e-20,81.8740679943,1.0,-97.4000295062,2,-97.4000295062,-96.6399,,1.0,1.0,400.0,10.5866,0.8,500,-99.5884,-97.4000295062,51.82
0.00287586,0.002,5.63293e-06,0.0264133,100,136.705963971,279.05880036,3.8486e-06,136.705963971,1.02109,-96.9193556506,1,-96.9193556506,-95.2297,1.00316,13.4852,1.79174,255.072576829,18.6169,0.8,500,-98.7597,-96.9193556506,60.84
1.0,0.01,0.01,0.01,100,135.278841397,500.0,3.50449e-18,135.278841397,1.0,-96.6546116777,2,-96.6546116777,-96.6546,,1.0,1.0,100.0,11.5726,0.8,500,-102.412,-96.6546116777,60.37
1.0,0.005,0.005,0.005,100,128.196561515,500.0,2.1793e-19,128.196561515,1.0,-96.2102326645,2,-96.2102326645,-96.4324,,1.0,1.0,200.000000102,11.4223,0.8,500,-100.503,-96.2102326645,59.36
1.0,0.00333333,0.00333333,0.00333333,100,120.941514811,500.0,5.43914e-20,120.941514811,1.0,-96.9525798705,2,-96.9525798705,-96.6058,,1.0,1.0,299.999969474,11.2672,0.8,500,-99.9296,-96.9525798705,57.37
1.0,0.0025,0.0025,0.0025,100,132.404827271,500.0,5.4346e-20,132.404827271,1.0,-97.3487443054,2,-97.3487443054,-96.7915,,1.0,1.0,400.0,11.3175,0.8,500,-99.67,-97.3487443054,56.54
1.20687e-07,0.002,2.03688e-10,0.126796,100,102.432026661,126.338293645,4.13392e-05,102.432026661,1.18503,-97.7367451802,1,-97.7367451802,-92.7797,14.513,75.1283,3.95763,44.1925292776,37.9229,0.8,500,-98.0775,-97.7367451802,56.62
1.0,0.01,0.01,0.01,100,153.54034642,500.0,3.50449e-18,153.54034642,1.0,-97.3826831037,2,-97.3826831037,-97.3827,,1.0,1.0,100.0,12.329,0.8,500,-103.181,-97.3826831037,57.72
1.0,0.005,0.005,0.005,100,161.097764102,500.0,2.1793e-19,161.097764102,1.0,-96.5313732778,2,-96.5313732778,-96.957,,1.0,1.0,200.000000102,12.4871,0.8,500,-101.067,-96.5313732778,57.22
1.0,0.00333333,0.00333333,0.00333333,100,123.981415037,500.0,5.43914e-20,123.981415037,1.0,-95.988082486,2,-95.988082486,-96.634,,1.0,1.0,299.999969474,12.0447,0.8,500,-99.9899,-95.988082486,55.3
1.0,0.0025,0.0025,0.0025,100,175.539221144,500.0,5.4346e-20,175.539221144,1.0,-95.1451169993,2,-95.1451169993,-96.2618,,1.0,1.0,400.0,12.3558,0.8,500,-99.1681,-95.1451169993,66.19
0.193422,0.002,0.000221067,0.434312,100,112.331675533,133.908166599,0.000377078,112.331675533,1.74989,-97.0526951802,1,-97.0526951802,-79.7128,288.665,380.0,3.7339,5.25867538107,209.611,0.8,500,-84.7358,-97.0526951802,57.12
1.0,0.01,0.01,0.01,100,140.834732255,500.0,3.50449e-18,140.834732255,1.0,-94.8827389568,2,-94.8827389568,-94.8827,,1.0,1.0,100.0,11.8079,0.8,500,-100.753,-94.8827389568,67.01
1.0,0.005,0.005,0.005,100,200.486426519,500.0,2.1793e-19,200.486426519,1.0,-94.5012924574,2,-94.5012924574,-94.692,,1.0,1.0,200.000000102,12.9996,0.8,500,-98.8431,-94.5012924574,68.6
1.0,0.00333333,0.00333333,0.00333333,100,166.70825596,500.0,5.43914e-20,166.70825596,1.0,-96.5483220607,2,-96.5483220607,-95.3108,,1.0,1.0,299.999969474,12.9784,0.8,500,-98.7001,-96.5483220607,61.02
1.0,0.0025,0.0025,0.0025,100,144.612759307,500.0,5.4346e-20,144.612759307,1.0,-94.1192632405,2,-94.1192632405,-95.0129,,1.0,1.0,400.0,12.7431,0.8,500,-97.9482,-94.1192632405,68.01
2.30747e-13,0.002,5.13888e-16,0.0197229,100,171.294971567,140.507989682,1.08328e-05,171.294971567,0.898045,-94.9977747469,1,-94.9977747469,-90.7459,2.18412,8.85604,3.55852,135.033556175,37.8254,0.8,500,-95.6984,-94.9977747469,65.89
1.0,0.01,0.01,0.01,100,168.634025236,500.0,3.50449e-18,168.634025236,1.0,-95.9536868085,2,-95.9536868085,-95.9537,,1.0,1.0,100.0,12.9208,0.8,500,-101.601,-95.9536868085,61.28
1.0,0.005,0.005,0.005,100,156.184985147,500.0,2.1793e-19,156.184985147,1.0,-95.2325596021,2,-95.2325596021,-95.5931,,1.0,1.0,200.000000102,12.6852,0.8,500,-99.6941,-95.2325596021,60.96
1.0,0.00333333,0.00333333,0.00333333,100,232.644003359,500.0,5.43914e-20,232.644003359,1.0,-91.3492102033,2,-91.3492102033,-94.1785,,1.0,1.0,299.999969474,13.7132,0.8,500,-97.5269,-91.3492102033,71.37
1.0,0.0025,0.0025,0.0025,100,124.904839645,500.0,5.4346e-20,124.904839645,1.0,-95.2827498803,2,-95.2827498803,-94.4546,,1.0,1.0,400.0,13.1218,0.8,500,-97.3544,-95.2827498803,64.67
0.164864,0.002,0.00033379,0.0446389,100,131.876447212,499.998033054,1.67134e-05,131.876447212,0.98783,-95.6194118301,1,-95.6194118301,-93.1517,4.07727,22.0478,1.0,96.7117779708,27.7444,0.8,500,-95.7454,-95.6194118301,60.37
1.0,0.01,0.01,0.01,100,119.740594645,500.0,3.50449e-18,119.740594645,1.0,-95.5382780594,2,-95.5382780594,-95.5383,,1.0,1.0,100.0,10.8878,0.8,500,-101.308,-95.5382780594,62.69
1.0,0.005,0.005,0.005,100,126.030171956,500.0,2.1793e-19,126.030171956,1.0,-96.574578326,2,-96.574578326,-96.0564,,1.0,1.0,200.000000102,11.042,0.8,500,-100.348,-96.574578326,70.79
1.0,0.00333333,0.00333333,0.00333333,100,115.592439247,500.0,5.43914e-20,115.592439247,1.0,-96.7330834092,2,-96.7330834092,-96.282,,1.0,1.0,299.999969474,10.933,0.8,500,-99.786,-96.7330834092,63.76
1.0,0.0025,0.0025,0.0025,100,104.205669604,500.0,5.4346e-20,104.205669604,1.0,-95.1620793378,2,-95.1620793378,-96.002,,1.0,1.0,400.0,10.7552,0.8,500,-99.0366,-95.1620793378,61.99
0.00740568,0.002,1.14753e-05,0.236763,100,140.925526034,88.0842012169,0.000115246,140.925526034,1.29072,-96.5719447605,1,-96.5719447605,-87.0623,47.9986,152.797,5.67639,16.804523317,168.318,0.8,500,-93.5289,-96.5719447605,66.51
1.0,0.01,0.01,0.01,100,111.941029443,500.0,3.50449e-18,111.941029443,1.0,-95.537614375,2,-95.537614375,-95.5376,,1.0,1.0,100.0,10.5272,0.8,500,-101.2,-95.537614375,66.76
1.0,0.005,0.005,0.005,100,119.390793996,500.0,2.1793e-19,119.390793996,1.0,-96.2383472661,2,-96.2383472661,-95.888,,1.0,1.0,200.000000102,10.7066,0.8,500,-99.892,-96.2383472661,67.71
1.0,0.00333333,0.00333333,0.00333333,100,136.786455438,500.0,5.43914e-20,136.786455438,1.0,-95.5832061858,2,-95.5832061858,-95.7864,,1.0,1.0,299.999969474,11.0264,0.8,500,-99.0733,-95.5832061858,67.48
1.0,0.0025,0.0025,0.0025,100,174.934127868,500.0,5.4346e-20,174.934127868,1.0,-95.5176471568,2,-95.5176471568,-95.7192,,1.0,1.0,400.0,11.5972,0.8,500,-98.5658,-95.5176471568,77.2
,0.002,,0.090977,100,183.599966743,30.3858271185,6.47778e-05,183.599966743,1.02862,-94.9175315707,1,-94.9175315707,-82.2339,17.1346,46.7902,16.455,29.1340314474,99.1359,0.8,500,-92.7054,-94.9175315707,74.52
1.0,0.01,0.01,0.01,100,177.11929941,500.0,3.50449e-18,177.11929941,1.0,-95.1224364842,2,-95.1224364842,-95.1224,,1.0,1.0,100.0,13.2419,0.8,500,-100.763,-95.1224364842,64.01
1.0,0.005,0.005,0.005,100,190.55098161,500.0,2.1793e-19,190.55098161,1.0,-93.2957753951,2,-93.2957753951,-94.2091,,1.0,1.0,200.000000102,13.5215,0.8,500,-98.1974,-93.2957753951,69.54
1.0,0.00333333,0.00333333,0.00333333,100,211.514679749,500.0,5.43914e-20,211.514679749,1.0,-95.3955931025,2,-95.3955931025,-94.6046,,1.0,1.0,299.999969474,13.8564,0.8,500,-97.8635,-95.3955931025,69.17
1.0,0.0025,0.0025,0.0025,100,121.692423981,500.0,5.4346e-20,121.692423981,1.0,-96.3209386621,2,-96.3209386621,-95.0337,,1.0,1.0,400.0,13.2163,0.8,500,-97.9202,-96.3209386621,60.7
,0.002,,0.267784,100,173.896200814,8.2494138581,0.000238346,173.896200814,1.16292,-94.6709142656,1,-94.6709142656,-67.1773,80.5836,155.706,60.6104,8.26894811157,258.215,0.8,500,-87.4387,-94.6709142656,67.11
1.0,0.01,0.01,0.01,100,298.4877814,500.0,3.50449e-18,298.4877814,1.0,-90.8927106928,2,-90.8927106928,-90.8927,,1.0,1.0,100.0,17.1902,0.8,500,-96.5492,-90.8927106928,74.92
1.0,0.005,0.005,0.005,100,120.80353783,500.0,2.1793e-19,120.80353783,1.0,-95.6561672679,2,-95.6561672679,-93.2744,,1.0,1.0,200.000000102,14.6021,0.8,500,-97.352,-95.6561672679,58.47
1.0,0.00333333,0.00333333,0.00333333,100,163.423829943,500.0,5.43914e-20,163.423829943,1.0,-96.7887636685,2,-96.7887636685,-94.4459,,1.0,1.0,299.999969474,14.1004,0.8,500,-97.7752,-96.7887636685,56.38
1.0,0.0025,0.0025,0.0025,100,261.917549963,500.0,5.4346e-20,261.917549963,1.0,-93.4941753057,2,-93.4941753057,-94.208,,1.0,1.0,400.0,14.6325,0.8,500,-97.0912,-93.4941753057,70.87
2.6105e-06,0.002,5.69377e-09,0.052522,100,141.83388844,116.760049378,1.73111e-05,141.83388844,0.916967,-96.4417351578,1,-96.4417351578,-88.9473,3.63892,24.0805,4.28229,94.000524535,51.7902,0.8,500,-94.2839,-96.4417351578,58.98
1.0,0.01,0.01,0.01,100,212.969890032,500.0,3.50449e-18,212.969890032,1.0,-94.5057627217,2,-94.5057627217,-94.5058,,1.0,1.0,100.0,14.5203,0.8,500,-100.223,-94.5057627217,64.71
1.0,0.005,0.005,0.005,100,151.053038847,500.0,2.1793e-19,151.053038847,1.0,-95.2202383369,2,-95.2202383369,-94.863,,1.0,1.0,200.000000102,13.4283,0.8,500,-98.9057,-95.2202383369,60.1
1.0,0.00333333,0.00333333,0.00333333,100,190.124941176,500.0,5.43914e-20,190.124941176,1.0,-96.4294136034,2,-96.4294136034,-95.3851,,1.0,1.0,299.999969474,13.5462,0.8,500,-98.694,-96.4294136034,57.54
1.0,0.0025,0.0025,0.0025,100,148.666131119,500.0,5.4346e-20,148.666131119,1.0,-96.5814500381,2,-96.5814500381,-95.6842,,1.0,1.0,400.0,13.2169,0.8,500,-98.5498,-96.5814500381,58.06
0.000204824,0.002,4.34202e-07,0.0427269,100,335.647836592,499.987483338,1.32372e-05,335.647836592,0.943452,-92.9257128083,1,-92.9257128083,-93.1028,2.94561,20.1554,1.00003,116.20664545,28.6936,0.8,500,-95.6659,-92.9257128083,68.56
1.0,0.01,0.01,0.01,100,240.650987759,500.0,3.50449e-18,240.650987759,1.0,-94.2862454708,2,-94.2862454708,-94.2862,,1.0,1.0,100.0,15.4352,0.8,500,-100.194,-94.2862454708,64.62
1.0,0.005,0.005,0.005,100,144.978369039,500.0,2.1793e-19,144.978369039,1.0,-96.1368986275,2,-96.1368986275,-95.2116,,1.0,1.0,200.000000102,13.8471,0.8,500,-99.3893,-96.1368986275,62.15
1.0,0.00333333,0.00333333,0.00333333,100,122.252392298,500.0,5.43914e-20,122.252392298,1.0,-96.8428346034,2,-96.8428346034,-95.7553,,1.0,1.0,299.999969474,12.9909,0.8,500,-99.1664,-96.8428346034,57.37
1.0,0.0025,0.0025,0.0025,100,169.900525377,500.0,5.4346e-20,169.900525377,1.0,-96.8689228947,2,-96.8689228947,-96.0337,,1.0,1.0,400.0,12.9944,0.8,500,-98.9878,-96.8689228947,62.3
0.0109819,0.002,2.21764e-05,0.0118475,100,118.154258657,330.255268662,2.09065e-06,118.154258657,0.990418,-97.6439046667,1,-97.6439046667,-95.241,0.512693,5.86699,1.51398,328.597927843,19.7435,0.8,500,-98.4921,-97.6439046667,55.57
1.0,0.01,0.01,0.01,100,177.987680854,500.0,3.50449e-18,177.987680854,1.0,-95.9580494132,2,-95.9580494132,-95.9581,,1.0,1.0,100.0,13.2743,0.8,500,-101.532,-95.9580494132,56.87
1.0,0.005,0.005,0.005,100,243.515482153,500.0,2.1793e-19,243.515482153,1.0,-92.8948760826,2,-92.8948760826,-94.4265,,1.0,1.0,200.000000102,14.5255,0.8,500,-98.4035,-92.8948760826,71.41
1.0,0.00333333,0.00333333,0.00333333,100,321.742522918,500.0,5.43914e-20,321.742522918,1.0,-93.6413670316,2,-93.6413670316,-94.1648,,1.0,1.0,299.999969474,15.7153,0.8,500,-97.5832,-93.6413670316,70.14
1.0,0.0025,0.0025,0.0025,100,191.780798476,500.0,5.4346e-20,191.780798476,1.0,-93.7210384849,2,-93.7210384849,-94.0538,,1.0,1.0,400.0,15.2555,0.8,500,-97.0143,-93.7210384849,63.03
7.14963e-22,0.002,1.3285e-24,0.29705,100,221.86454603,13.8917328334,0.000254711,221.86454603,1.07634,-91.5338090338,1,-91.5338090338,-68.0226,73.7718,159.864,35.9926,7.7458784361,406.828,0.8,500,-83.9086,-91.5338090338,70.69
1.0,0.01,0.01,0.01,100,128.85274954,500.0,3.50449e-18,128.85274954,1.0,-96.284881406,2,-96.284881406,-96.2849,,1.0,1.0,100.0,11.2944,0.8,500,-101.939,-96.284881406,59.54
1.0,0.005,0.005,0.005,100,231.498079514,500.0,2.1793e-19,231.498079514,1.0,-94.260805925,2,-94.260805925,-95.2728,,1.0,1.0,200.000000102,13.3939,0.8,500,-99.5051,-94.260805925,61.92
