MinVanillaIw,AvgNormIw,MinNormIw,MaxNormIw,EpsThisIter,VarRet,ESSRenyi,VarNormIw,VarDiscRet,AvgVanillaIw,AvgRet,IterType,AvgDiscRet,J,VarVanillaIw,MaxVanillaIw,eRenyi2,ESSClassic,VarJ,Delta,BatchSize,Bound,VanillaAvgRet,AvgEpLen
1.0,0.01,0.01,0.01,100,239.53733701,500.0,3.50449e-18,239.53733701,1.0,-94.335678082,2,-94.335678082,-94.3357,,1.0,1.0,100.0,15.3994,0.8,500,-100.175,-94.335678082,62.33
1.0,0.005,0.005,0.005,100,186.919186586,500.0,2.1793e-19,186.919186586,1.0,-94.8931710893,2,-94.8931710893,-94.6144,,1.0,1.0,200.000000102,14.5318,0.8,500,-98.7438,-94.8931710893,60.32
1.0,0.00333333,0.00333333,0.00333333,100,232.338389488,500.0,5.43914e-20,232.338389488,1.0,-93.462363022,2,-93.462363022,-94.2304,,1.0,1.0,299.999969474,14.7563,0.8,500,-97.602,-93.462363022,67.47
1.0,0.0025,0.0025,0.0025,100,162.324129139,500.0,5.4346e-20,162.324129139,1.0,-95.2295518651,2,-95.2295518651,-94.4802,,1.0,1.0,400.0,14.2714,0.8,500,-97.4001,-95.2295518651,62.06
1.0,0.002,0.002,0.002,100,292.968862003,500.0,5.43187e-20,292.968862003,1.0,-92.9955609164,1,-92.9955609164,-94.1833,,1.0,1.0,500.000006643,14.8762,0.8,500,-96.7949,-92.9955609164,70.5
1.0,0.01,0.01,0.01,100,167.564982268,500.0,3.50449e-18,167.564982268,1.0,-96.2703511047,2,-96.2703511047,-96.2703,,1.0,1.0,100.0,12.8798,0.8,500,-102.005,-96.2703511047,62.29
1.0,0.005,0.005,0.005,100,250.343555755,500.0,2.1793e-19,250.343555755,1.0,-95.2906677169,2,-95.2906677169,-95.7805,,1.0,1.0,200.000000102,14.3911,0.8,500,-99.8357,-95.2906677169,59.22
1.0,0.00333333,0.00333333,0.00333333,100,176.326889405,500.0,5.43914e-20,176.326889405,1.0,-96.9369993809,2,-96.9369993809,-96.166,,1.0,1.0,299.999969474,14.0198,0.8,500,-99.5043,-96.9369993809,61.59
1.0,0.0025,0.0025,0.0025,100,184.97082936,500.0,5.4346e-20,184.97082936,1.0,-94.9078705921,2,-94.9078705921,-95.8515,,1.0,1.0,400.0,13.9102,0.8,500,-98.7826,-94.9078705921,60.72
0.999982,0.002,0.00199996,0.00200005,100,168.471464845,500.0,6.70927e-17,168.471464845,1.0,-92.7036498516,1,-92.7036498516,-95.2219,1.67641e-11,1.00003,1.0,499.999848551,13.7745,0.8,500,-97.8435,-92.7036498516,62.78
1.0,0.01,0.01,0.01,100,241.272166691,500.0,3.50449e-18,241.272166691,1.0,-92.7619714752,2,-92.7619714752,-92.762,,1.0,1.0,100.0,15.4551,0.8,500,-98.5068,-92.7619714752,67.74
1.0,0.005,0.005,0.005,100,148.911130205,500.0,2.1793e-19,148.911130205,1.0,-94.6928483658,2,-94.6928483658,-93.7274,,1.0,1.0,200.000000102,13.931,0.8,500,-97.7896,-94.6928483658,61.57
1.0,0.00333333,0.00333333,0.00333333,100,213.83171271,500.0,5.43914e-20,213.83171271,1.0,-95.0982755336,2,-95.0982755336,-94.1844,,1.0,1.0,299.999969474,14.155,0.8,500,-97.5596,-95.0982755336,60.0
1.0,0.0025,0.0025,0.0025,100,80.4814320126,500.0,5.4346e-20,80.4814320126,1.0,-95.4878721399,2,-95.4878721399,-94.5102,,1.0,1.0,400.0,13.058,0.8,500,-97.4333,-95.4878721399,54.42
1.0,0.002,0.002,0.002,100,248.240482647,500.0,5.43187e-20,248.240482647,1.0,-94.9864811722,1,-94.9864811722,-94.6055,,1.0,1.0,500.000006643,13.6234,0.8,500,-97.22,-94.9864811722,67.24
1.0,0.01,0.01,0.01,100,205.733502709,500.0,3.50449e-18,205.733502709,1.0,-95.0542272674,2,-95.0542272674,-95.0542,,1.0,1.0,100.0,14.2715,0.8,500,-100.679,-95.0542272674,65.1
1.0,0.005,0.005,0.005,100,144.406953729,500.0,2.1793e-19,144.406953729,1.0,-93.861332168,2,-93.861332168,-94.4578,,1.0,1.0,200.000000102,13.1786,0.8,500,-98.4352,-93.861332168,58.32
1.0,0.00333333,0.00333333,0.00333333,100,261.145768201,500.0,5.43914e-20,261.145768201,1.0,-94.4294654736,2,-94.4294654736,-94.4483,,1.0,1.0,299.999969474,14.2113,0.8,500,-97.7665,-94.4294654736,65.2
1.0,0.0025,0.0025,0.0025,100,161.068480089,500.0,5.4346e-20,161.068480089,1.0,-95.3994988568,2,-95.3994988568,-94.6861,,1.0,1.0,400.0,13.8385,0.8,500,-97.5597,-95.3994988568,58.45
1.0,0.002,0.002,0.002,100,149.954497985,500.0,5.43187e-20,149.954497985,1.0,-95.4605213988,1,-95.4605213988,-94.841,,1.0,1.0,500.000006643,13.5274,0.8,500,-97.4112,-95.4605213988,58.62
1.0,0.01,0.01,0.01,100,170.263106653,500.0,3.50449e-18,170.263106653,1.0,-97.4603294218,2,-97.4603294218,-97.4603,,1.0,1.0,100.0,12.9831,0.8,500,-103.143,-97.4603294218,62.02
1.0,0.005,0.005,0.005,100,173.325243305,500.0,2.1793e-19,173.325243305,1.0,-95.0920749877,2,-95.0920749877,-96.2762,,1.0,1.0,200.000000102,13.095,0.8,500,-100.363,-95.0920749877,62.42
1.0,0.00333333,0.00333333,0.00333333,100,211.5014427,500.0,5.43914e-20,211.5014427,1.0,-95.4104736914,2,-95.4104736914,-95.9876,,1.0,1.0,299.999969474,13.575,0.8,500,-99.3244,-95.4104736914,59.84
1.0,0.0025,0.0025,0.0025,100,201.500397852,500.0,5.4346e-20,201.500397852,1.0,-93.168592119,2,-93.168592119,-95.2829,,1.0,1.0,400.0,13.7685,0.8,500,-98.1726,-93.168592119,69.33
0.999996,0.002,0.00199999,0.00200005,100,261.552525606,500.0,6.24985e-17,261.552525606,1.0,-94.7314831754,1,-94.7314831754,-95.1726,1.56045e-11,1.00002,1.0,499.999409549,14.2651,0.8,500,-97.7572,-94.7314831754,59.33
1.0,0.01,0.01,0.01,100,237.057775633,500.0,3.50449e-18,237.057775633,1.0,-92.4384921089,2,-92.4384921089,-92.4385,,1.0,1.0,100.0,15.3195,0.8,500,-98.2354,-92.4384921089,72.14
1.0,0.005,0.005,0.005,100,213.757190055,500.0,2.1793e-19,213.757190055,1.0,-94.7241400067,2,-94.7241400067,-93.5813,,1.0,1.0,200.000000102,14.982,0.8,500,-97.6804,-94.7241400067,62.28
1.0,0.00333333,0.00333333,0.00333333,100,186.456965344,500.0,5.43914e-20,186.456965344,1.0,-96.6097039941,2,-96.6097039941,-94.5908,,1.0,1.0,299.999969474,14.6017,0.8,500,-98.0071,-96.6097039941,63.06
1.0,0.0025,0.0025,0.0025,100,205.15202114,500.0,5.4346e-20,205.15202114,1.0,-93.8497575908,2,-93.8497575908,-94.4055,,1.0,1.0,400.0,14.5184,0.8,500,-97.3641,-93.8497575908,62.77
0.999757,0.002,0.00199952,0.00200012,100,176.53342089,500.0,2.51318e-15,176.53342089,0.999999,-96.1880963872,1,-96.1880963872,-94.762,6.28235e-10,1.00006,1.0,500.000322076,14.2861,0.8,500,-97.4082,-96.1880963872,62.46
1.0,0.01,0.01,0.01,100,728.909409321,500.0,3.50449e-18,728.909409321,1.0,-91.8467716201,2,-91.8467716201,-91.8468,,1.0,1.0,100.0,26.863,0.8,500,-99.0445,-91.8467716201,69.27
1.0,0.005,0.005,0.005,100,137.386748695,500.0,2.1793e-19,137.386748695,1.0,-97.598540312,2,-97.598540312,-94.7227,,1.0,1.0,200.000000102,20.9066,0.8,500,-99.8122,-97.598540312,55.7
1.0,0.00333333,0.00333333,0.00333333,100,280.580854279,500.0,5.43914e-20,280.580854279,1.0,-95.1888425627,2,-95.1888425627,-94.8781,,1.0,1.0,299.999969474,19.5967,0.8,500,-99.0337,-95.1888425627,62.04
1.0,0.0025,0.0025,0.0025,100,276.955237176,500.0,5.4346e-20,276.955237176,1.0,-93.1029659645,2,-93.1029659645,-94.4343,,1.0,1.0,400.0,18.8987,0.8,500,-98.0331,-93.1029659645,63.6
0.999862,0.002,0.00199972,0.0020003,100,272.883389939,500.0,3.4519e-15,272.883389939,1.0,-91.6838396757,1,-91.6838396757,-93.8841,8.62916e-10,1.00015,1.0,499.999972871,18.4657,0.8,500,-97.1031,-91.6838396757,77.91
1.0,0.01,0.01,0.01,100,206.594663505,500.0,3.50449e-18,206.594663505,1.0,-93.0517277637,2,-93.0517277637,-93.0517,,1.0,1.0,100.0,14.3014,0.8,500,-98.7975,-93.0517277637,65.85
1.0,0.005,0.005,0.005,100,264.134624034,500.0,2.1793e-19,264.134624034,1.0,-92.9849734115,2,-92.9849734115,-93.0184,,1.0,1.0,200.000000102,15.2647,0.8,500,-97.0828,-92.9849734115,67.17
1.0,0.00333333,0.00333333,0.00333333,100,151.423296058,500.0,5.43914e-20,151.423296058,1.0,-92.7194650158,2,-92.7194650158,-92.9187,,1.0,1.0,299.999969474,14.3294,0.8,500,-96.2373,-92.7194650158,65.11
1.0,0.0025,0.0025,0.0025,100,192.826166596,500.0,5.4346e-20,192.826166596,1.0,-93.5448272836,2,-93.5448272836,-93.0752,,1.0,1.0,400.0,14.2055,0.8,500,-95.9806,-93.5448272836,68.56
0.99999,0.002,0.00199998,0.00200002,100,117.293843268,500.0,1.42645e-17,117.293843268,1.0,-97.8690300846,1,-97.8690300846,-94.034,3.52486e-12,1.00001,1.0,500.000128713,13.7236,0.8,500,-96.6503,-97.8690300846,57.2
1.0,0.01,0.01,0.01,100,196.455304563,500.0,3.50449e-18,196.455304563,1.0,-93.010181575,2,-93.010181575,-93.0102,,1.0,1.0,100.0,13.946,0.8,500,-98.7338,-93.010181575,68.57
1.0,0.005,0.005,0.005,100,316.314870592,500.0,2.1793e-19,316.314870592,1.0,-93.5658061399,2,-93.5658061399,-93.288,,1.0,1.0,200.000000102,15.9342,0.8,500,-97.4376,-93.5658061399,65.44
1.0,0.00333333,0.00333333,0.00333333,100,226.791010892,500.0,5.43914e-20,226.791010892,1.0,-93.9582806743,2,-93.9582806743,-93.5114,,1.0,1.0,299.999969474,15.6271,0.8,500,-96.8995,-93.9582806743,67.57
1.0,0.0025,0.0025,0.0025,100,229.74270401,500.0,5.4346e-20,229.74270401,1.0,-93.1245710791,2,-93.1245710791,-93.4147,,1.0,1.0,400.0,15.4934,0.8,500,-96.3489,-93.1245710791,69.16
0.999929,0.002,0.00199986,0.00200008,100,173.124029402,500.0,4.41835e-16,173.124029402,1.0,-95.0066947484,1,-95.0066947484,-93.7331,1.10408e-10,1.00004,1.0,500.0000199,15.0572,0.8,500,-96.3575,-95.0066947484,60.73
1.0,0.01,0.01,0.01,100,178.187504532,500.0,3.50449e-18,178.187504532,1.0,-94.7823369443,2,-94.7823369443,-94.7823,,1.0,1.0,100.0,13.2818,0.8,500,-100.462,-94.7823369443,64.65
1.0,0.005,0.005,0.005,100,253.450396308,500.0,2.1793e-19,253.450396308,1.0,-92.9002416586,2,-92.9002416586,-93.8413,,1.0,1.0,200.000000102,14.6474,0.8,500,-97.8574,-92.9002416586,65.73
1.0,0.00333333,0.00333333,0.00333333,100,306.331709143,500.0,5.43914e-20,306.331709143,1.0,-92.2121432826,2,-92.2121432826,-93.2982,,1.0,1.0,299.999969474,15.6432,0.8,500,-96.5774,-92.2121432826,72.23
1.0,0.0025,0.0025,0.0025,100,140.523899311,500.0,5.4346e-20,140.523899311,1.0,-95.4285221177,2,-95.4285221177,-93.8308,,1.0,1.0,400.0,14.8042,0.8,500,-96.6707,-95.4285221177,59.13
1.0,0.002,0.002,0.002,100,148.879765979,500.0,5.43187e-20,148.879765979,1.0,-96.7924644883,1,-96.7924644883,-94.4231,,1.0,1.0,500.000006643,14.3601,0.8,500,-97.003,-96.7924644883,57.02
1.0,0.01,0.01,0.01,100,158.157398943,500.0,3.50449e-18,158.157398943,1.0,-96.8099306666,2,-96.8099306666,-96.8099,,1.0,1.0,100.0,12.513,0.8,500,-102.49,-96.8099306666,60.46
1.0,0.005,0.005,0.005,100,191.80856468,500.0,2.1793e-19,191.80856468,1.0,-94.1597527311,2,-94.1597527311,-95.4848,,1.0,1.0,200.000000102,13.2283,0.8,500,-99.5012,-94.1597527311,62.87
1.0,0.00333333,0.00333333,0.00333333,100,248.544807906,500.0,5.43914e-20,248.544807906,1.0,-92.0119603878,2,-92.0119603878,-94.3272,,1.0,1.0,299.999969474,14.1901,0.8,500,-97.6065,-92.0119603878,69.13
1.0,0.0025,0.0025,0.0025,100,150.374226867,500.0,5.4346e-20,150.374226867,1.0,-94.5683653713,2,-94.5683653713,-94.3875,,1.0,1.0,400.0,13.7204,0.8,500,-97.2327,-94.5683653713,60.84
1.0,0.002,0.002,0.002,100,302.869605103,500.0,5.43187e-20,302.869605103,1.0,-91.8908278715,1,-91.8908278715,-93.8882,,1.0,1.0,500.000006643,14.5452,0.8,500,-96.4406,-91.8908278715,67.58
1.0,0.01,0.01,0.01,100,218.612362798,500.0,3.50449e-18,218.612362798,1.0,-94.168714199,2,-94.168714199,-94.1687,,1.0,1.0,100.0,14.7114,0.8,500,-99.7701,-94.168714199,61.01
1.0,0.005,0.005,0.005,100,176.706944026,500.0,2.1793e-19,176.706944026,1.0,-95.4740576393,2,-95.4740576393,-94.8214,,1.0,1.0,200.000000102,14.0039,0.8,500,-98.8442,-95.4740576393,59.21
1.0,0.00333333,0.00333333,0.00333333,100,163.705812985,500.0,5.43914e-20,163.705812985,1.0,-94.4191414846,2,-94.4191414846,-94.6873,,1.0,1.0,299.999969474,13.5941,0.8,500,-97.9719,-94.4191414846,59.77
1.0,0.0025,0.0025,0.0025,100,183.252818763,500.0,5.4346e-20,183.252818763,1.0,-93.5869828433,2,-93.5869828433,-94.4122,,1.0,1.0,400.0,13.5713,0.8,500,-97.3392,-93.5869828433,63.75
1.0,0.002,0.002,0.002,100,346.674068143,500.0,5.43187e-20,346.674068143,1.0,-92.4946380328,1,-92.4946380328,-94.0287,,1.0,1.0,500.000006643,14.7165,0.8,500,-96.6467,-92.4946380328,69.5
1.0,0.01,0.01,0.01,100,157.712033492,500.0,3.50449e-18,157.712033492,1.0,-94.844755026,2,-94.844755026,-94.8447,,1.0,1.0,100.0,12.4954,0.8,500,-100.585,-94.844755026,60.29
1.0,0.005,0.005,0.005,100,277.985007609,500.0,2.1793e-19,277.985007609,1.0,-94.0253496793,2,-94.0253496793,-94.435,,1.0,1.0,200.000000102,14.6914,0.8,500,-98.4937,-94.0253496793,67.39
1.0,0.00333333,0.00333333,0.00333333,100,138.740589165,500.0,5.43914e-20,138.740589165,1.0,-96.8602107197,2,-96.8602107197,-95.2434,,1.0,1.0,299.999969474,13.8197,0.8,500,-98.5649,-96.8602107197,57.93
1.0,0.0025,0.0025,0.0025,100,112.058925368,500.0,5.4346e-20,112.058925368,1.0,-97.3722686892,2,-97.3722686892,-95.7756,,1.0,1.0,400.0,13.1081,0.8,500,-98.6592,-97.3722686892,57.33
1.0,0.002,0.002,0.002,100,121.881168646,500.0,5.43187e-20,121.881168646,1.0,-96.7495539687,1,-96.7495539687,-95.9704,,1.0,1.0,500.000006643,12.7178,0.8,500,-98.5705,-96.7495539687,57.32
1.0,0.01,0.01,0.01,100,303.761369043,500.0,3.50449e-18,303.761369043,1.0,-93.3466304315,2,-93.3466304315,-93.3466,,1.0,1.0,100.0,17.3414,0.8,500,-98.9294,-93.3466304315,66.03
1.0,0.005,0.005,0.005,100,139.079575769,500.0,2.1793e-19,139.079575769,1.0,-96.8404943395,2,-96.8404943395,-95.0936,,1.0,1.0,200.000000102,14.9083,0.8,500,-99.1327,-96.8404943395,57.61
1.0,0.00333333,0.00333333,0.00333333,100,154.535483831,500.0,5.43914e-20,154.535483831,1.0,-94.499539443,2,-94.499539443,-94.8956,,1.0,1.0,299.999969474,14.1155,0.8,500,-98.1935,-94.499539443,61.27
1.0,0.0025,0.0025,0.0025,100,113.634980622,500.0,5.4346e-20,113.634980622,1.0,-96.853047617,2,-96.853047617,-95.3849,,1.0,1.0,400.0,13.3521,0.8,500,-98.2411,-96.853047617,57.74
1.0,0.002,0.002,0.002,100,179.37058041,500.0,5.43187e-20,179.37058041,1.0,-96.278907548,1,-96.278907548,-95.5637,,1.0,1.0,500.000006643,13.3516,0.8,500,-98.1395,-96.278907548,67.48
1.0,0.01,0.01,0.01,100,252.527081568,500.0,3.50449e-18,252.527081568,1.0,-94.5266506824,2,-94.5266506824,-94.5266,,1.0,1.0,100.0,15.8114,0.8,500,-100.269,-94.5266506824,62.71
1.0,0.005,0.005,0.005,100,197.744767606,500.0,2.1793e-19,197.744767606,1.0,-93.9753301618,2,-93.9753301618,-94.251,,1.0,1.0,200.000000102,14.9319,0.8,500,-98.3113,-93.9753301618,61.42
1.0,0.00333333,0.00333333,0.00333333,100,146.315746592,500.0,5.43914e-20,146.315746592,1.0,-96.6989817566,2,-96.6989817566,-95.067,,1.0,1.0,299.999969474,14.0804,0.8,500,-98.4117,-96.6989817566,61.65
1.0,0.0025,0.0025,0.0025,100,369.075678078,500.0,5.4346e-20,369.075678078,1.0,-91.9930417924,2,-91.9930417924,-94.2985,,1.0,1.0,400.0,15.5502,0.8,500,-97.1951,-91.9930417924,69.02
1.0,0.002,0.002,0.002,100,141.667682953,500.0,5.43187e-20,141.667682953,1.0,-95.2456231417,1,-95.2456231417,-94.4879,,1.0,1.0,500.000006643,14.8876,0.8,500,-97.0787,-95.2456231417,63.5
1.0,0.01,0.01,0.01,100,173.855960959,500.0,3.50449e-18,173.855960959,1.0,-96.2181191403,2,-96.2181191403,-96.2181,,1.0,1.0,100.0,13.1194,0.8,500,-101.959,-96.2181191403,59.76
1.0,0.005,0.005,0.005,100,172.353399493,500.0,2.1793e-19,172.353399493,1.0,-96.2131250155,2,-96.2131250155,-96.2156,,1.0,1.0,200.000000102,13.091,0.8,500,-100.298,-96.2131250155,67.7
1.0,0.00333333,0.00333333,0.00333333,100,309.221791303,500.0,5.43914e-20,309.221791303,1.0,-91.8642964064,2,-91.8642964064,-94.7652,,1.0,1.0,299.999969474,14.8492,0.8,500,-98.0985,-91.8642964064,69.53
1.0,0.0025,0.0025,0.0025,100,181.744726,500.0,5.4346e-20,181.744726,1.0,-93.8184049315,2,-93.8184049315,-94.5285,,1.0,1.0,400.0,14.5095,0.8,500,-97.4153,-93.8184049315,63.78
1.0,0.002,0.002,0.002,100,214.840985577,500.0,5.43187e-20,214.840985577,1.0,-94.5720446081,1,-94.5720446081,-94.5372,,1.0,1.0,500.000006643,14.5244,0.8,500,-97.1192,-94.5720446081,61.69
1.0,0.01,0.01,0.01,100,189.219188536,500.0,3.50449e-18,189.219188536,1.0,-94.0827009456,2,-94.0827009456,-94.0827,,1.0,1.0,100.0,13.6867,0.8,500,-99.9041,-94.0827009456,63.15
1.0,0.005,0.005,0.005,100,140.584739934,500.0,2.1793e-19,140.584739934,1.0,-97.9030775027,2,-97.9030775027,-95.9929,,1.0,1.0,200.000000102,12.919,0.8,500,-100.109,-97.9030775027,55.38
1.0,0.00333333,0.00333333,0.00333333,100,313.671272135,500.0,5.43914e-20,313.671272135,1.0,-93.2503864636,2,-93.2503864636,-95.0787,,1.0,1.0,299.999969474,14.7123,0.8,500,-98.4507,-93.2503864636,69.64
1.0,0.0025,0.0025,0.0025,100,296.400734957,500.0,5.4346e-20,296.400734957,1.0,-93.705234462,2,-93.705234462,-94.7353,,1.0,1.0,400.0,15.3639,0.8,500,-97.6556,-93.705234462,64.49
1.0,0.002,0.002,0.002,100,195.6975261,500.0,5.43187e-20,195.6975261,1.0,-93.2896434064,1,-93.2896434064,-94.4462,,1.0,1.0,500.000006643,15.0971,0.8,500,-97.0581,-93.2896434064,66.02
1.0,0.01,0.01,0.01,100,246.253369577,500.0,3.50449e-18,246.253369577,1.0,-94.5211585299,2,-94.5211585299,-94.5212,,1.0,1.0,100.0,15.6138,0.8,500,-100.35,-94.5211585299,67.66
1.0,0.005,0.005,0.005,100,208.696448914,500.0,2.1793e-19,208.696448914,1.0,-92.4647148887,2,-92.4647148887,-93.4929,,1.0,1.0,200.000000102,15.0419,0.8,500,-97.6144,-92.4647148887,63.38
1.0,0.00333333,0.00333333,0.00333333,100,150.480225629,500.0,5.43914e-20,150.480225629,1.0,-95.3999739723,2,-95.3999739723,-94.1286,,1.0,1.0,299.999969474,14.1882,0.8,500,-97.4937,-95.3999739723,58.32
1.0,0.0025,0.0025,0.0025,100,270.042325865,500.0,5.4346e-20,270.042325865,1.0,-91.7691292668,2,-91.7691292668,-93.5387,,1.0,1.0,400.0,14.7938,0.8,500,-96.453,-91.7691292668,68.5
0.999987,0.002,0.00199997,0.00200003,100,185.219913446,500.0,4.30593e-17,185.219913446,1.0,-94.3311958609,1,-94.3311958609,-93.6972,1.07446e-11,1.00002,1.0,499.999775009,14.5554,0.8,500,-96.3185,-94.3311958609,63.52
1.0,0.01,0.01,0.01,100,241.22774123,500.0,3.50449e-18,241.22774123,1.0,-92.6329077667,2,-92.6329077667,-92.6329,,1.0,1.0,100.0,15.4537,0.8,500,-98.5383,-92.6329077667,63.97
1.0,0.005,0.005,0.005,100,204.451889377,500.0,2.1793e-19,204.451889377,1.0,-94.7165269717,2,-94.7165269717,-93.6747,,1.0,1.0,200.000000102,14.8895,0.8,500,-97.8504,-94.7165269717,62.18
1.0,0.00333333,0.00333333,0.00333333,100,218.938774325,500.0,5.43914e-20,218.938774325,1.0,-94.0025157651,2,-94.0025157651,-93.784,,1.0,1.0,299.999969474,14.8348,0.8,500,-97.1935,-94.0025157651,58.84
1.0,0.0025,0.0025,0.0025,100,261.992398153,500.0,5.4346e-20,261.992398153,1.0,-93.8022272905,2,-93.8022272905,-93.7885,,1.0,1.0,400.0,15.1623,0.8,500,-96.7412,-93.8022272905,65.11
1.0,0.002,0.002,0.002,100,193.252582951,500.0,5.43187e-20,193.252582951,1.0,-93.6203917446,1,-93.6203917446,-93.7549,,1.0,1.0,500.000006643,14.9059,0.8,500,-96.3959,-93.6203917446,62.73
1.0,0.01,0.01,0.01,100,174.259886364,500.0,3.50449e-18,174.259886364,1.0,-96.1369811501,2,-96.1369811501,-96.137,,1.0,1.0,100.0,13.1346,0.8,500,-101.897,-96.1369811501,60.97
1.0,0.005,0.005,0.005,100,233.384303145,500.0,2.1793e-19,233.384303145,1.0,-93.7347116175,2,-93.7347116175,-94.9358,,1.0,1.0,200.000000102,14.2558,0.8,500,-99.0091,-93.7347116175,65.84
1.0,0.00333333,0.00333333,0.00333333,100,108.729725567,500.0,5.43914e-20,108.729725567,1.0,-96.5101160119,2,-96.5101160119,-95.4606,,1.0,1.0,299.999969474,13.1117,0.8,500,-98.7864,-96.5101160119,57.34
1.0,0.0025,0.0025,0.0025,100,277.906885191,500.0,5.4346e-20,277.906885191,1.0,-94.7238411072,2,-94.7238411072,-95.2764,,1.0,1.0,400.0,14.0649,0.8,500,-98.1567,-94.7238411072,68.51
1.0,0.002,0.002,0.002,100,286.555857438,500.0,5.43187e-20,286.555857438,1.0,-92.3968982198,1,-92.3968982198,-94.7005,,1.0,1.0,500.000006643,14.7079,0.8,500,-97.2767,-92.3968982198,66.36
1.0,0.01,0.01,0.01,100,211.927275811,500.0,3.50449e-18,211.927275811,1.0,-94.7369609797,2,-94.7369609797,-94.737,,1.0,1.0,100.0,14.4848,0.8,500,-100.333,-94.7369609797,63.2
1.0,0.005,0.005,0.005,100,270.011351829,500.0,2.1793e-19,270.011351829,1.0,-92.3139803397,2,-92.3139803397,-93.5255,,1.0,1.0,200.000000102,15.4928,0.8,500,-97.5577,-92.3139803397,66.57
1.0,0.00333333,0.00333333,0.00333333,100,136.75601165,500.0,5.43914e-20,136.75601165,1.0,-96.1609339165,2,-96.1609339165,-94.404,,1.0,1.0,299.999969474,14.3768,0.8,500,-97.7332,-96.1609339165,57.27
1.0,0.0025,0.0025,0.0025,100,184.081166972,500.0,5.4346e-20,184.081166972,1.0,-95.6714789165,2,-95.6714789165,-94.7208,,1.0,1.0,400.0,14.1732,0.8,500,-97.6901,-95.6714789165,61.49
1.0,0.002,0.002,0.002,100,197.592696387,500.0,5.43187e-20,197.592696387,1.0,-94.4772390816,1,-94.4772390816,-94.6721,,1.0,1.0,500.000006643,14.1364,0.8,500,-97.3279,-94.4772390816,62.65
1.0,0.01,0.01,0.01,100,178.769398764,500.0,3.50449e-18,178.769398764,1.0,-95.113186804,2,-95.113186804,-95.1132,,1.0,1.0,100.0,13.3034,0.8,500,-100.874,-95.113186804,59.14
1.0,0.005,0.005,0.005,100,240.05951214,500.0,2.1793e-19,240.05951214,1.0,-95.1830465172,2,-95.1830465172,-95.1481,,1.0,1.0,200.000000102,14.3987,0.8,500,-99.2922,-95.1830465172,62.91
1.0,0.00333333,0.00333333,0.00333333,100,155.131997511,500.0,5.43914e-20,155.131997511,1.0,-94.513353383,2,-94.513353383,-94.9365,,1.0,1.0,299.999969474,13.7658,0.8,500,-98.3202,-94.513353383,63.18
1.0,0.0025,0.0025,0.0025,100,233.429852573,500.0,5.4346e-20,233.429852573,1.0,-93.777377537,2,-93.777377537,-94.6467,,1.0,1.0,400.0,14.1474,0.8,500,-97.5771,-93.777377537,63.33
1.0,0.002,0.002,0.002,100,244.903367582,500.0,5.43187e-20,244.903367582,1.0,-93.2013760894,1,-93.2013760894,-94.3577,,1.0,1.0,500.000006643,14.4549,0.8,500,-96.9786,-93.2013760894,64.81
1.0,0.01,0.01,0.01,100,314.738472764,500.0,3.50449e-18,314.738472764,1.0,-91.8494977015,2,-91.8494977015,-91.8495,,1.0,1.0,100.0,17.6519,0.8,500,-97.7231,-91.8494977015,73.45
1.0,0.005,0.005,0.005,100,254.590926471,500.0,2.1793e-19,254.590926471,1.0,-95.1465298244,2,-95.1465298244,-93.498,,1.0,1.0,200.000000102,16.8682,0.8,500,-97.6513,-95.1465298244,60.03
1.0,0.00333333,0.00333333,0.00333333,100,242.677035841,500.0,5.43914e-20,242.677035841,1.0,-94.0078080085,2,-94.0078080085,-93.668,,1.0,1.0,299.999969474,16.4266,0.8,500,-97.0591,-94.0078080085,69.66
1.0,0.0025,0.0025,0.0025,100,183.137777492,500.0,5.4346e-20,183.137777492,1.0,-93.9593613139,2,-93.9593613139,-93.7408,,1.0,1.0,400.0,15.739,0.8,500,-96.6776,-93.9593613139,64.12
0.999914,0.002,0.00199982,0.00200022,100,265.370270844,499.996185332,1.74127e-15,265.370270844,1.0,-94.5375956047,1,-94.5375956047,-93.9001,4.35365e-10,1.00011,1.00001,500.000204505,15.8373,0.8,500,-96.5269,-94.5375956047,65.69
1.0,0.01,0.01,0.01,100,109.626640096,500.0,3.50449e-18,109.626640096,1.0,-98.070333054,2,-98.070333054,-98.0703,,1.0,1.0,100.0,10.4178,0.8,500,-103.772,-98.070333054,55.49
1.0,0.005,0.005,0.005,100,138.552858461,500.0,2.1793e-19,138.552858461,1.0,-95.4358920156,2,-95.4358920156,-96.7531,,1.0,1.0,200.000000102,11.1617,0.8,500,-100.795,-95.4358920156,62.22
1.0,0.00333333,0.00333333,0.00333333,100,169.683594016,500.0,5.43914e-20,169.683594016,1.0,-95.4980283234,2,-95.4980283234,-96.3348,,1.0,1.0,299.999969474,11.8068,0.8,500,-99.6639,-95.4980283234,63.39
1.0,0.0025,0.0025,0.0025,100,315.991943496,500.0,5.4346e-20,315.991943496,1.0,-93.1685576751,2,-93.1685576751,-95.5432,,1.0,1.0,400.0,13.5882,0.8,500,-98.4263,-93.1685576751,66.13
1.0,0.002,0.002,0.002,100,135.251793448,500.0,5.43187e-20,135.251793448,1.0,-96.3298816215,1,-96.3298816215,-95.7005,,1.0,1.0,500.000006643,13.2132,0.8,500,-98.2793,-96.3298816215,59.63
