AvgNormIw,VarVanillaIw,MaxVanillaIw,MinNormIw,MaxNormIw,VarNormIw,ESSRenyi,VanillaAvgRet,AvgVanillaIw,EpsThisIter,BatchSize,MinVanillaIw,ESSClassic,AvgEpLen,AvgDiscRet,VarDiscRet,AvgRet,VarJ,IterType,eRenyi2,Bound,Delta,J,VarRet
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-541.029089851,1.0,100,500,1.0,200.000000102,500.0,-541.029089851,2149.02677253,-541.029089851,47.1739,2,1.0,-565.853,0.8,-541.862,2149.02677253
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-545.391115749,1.0,100,500,1.0,299.999969474,500.0,-545.391115749,2566.05805405,-545.391115749,48.3027,2,1.0,-564.287,0.8,-543.038,2566.05805405
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-538.278519361,1.0,100,500,1.0,400.0,500.0,-538.278519361,2169.20805567,-538.278519361,47.8643,2,1.0,-560.25,0.8,-541.848,2169.20805567
0.002,0.223112,3.46565,0.000210492,0.00685781,8.73624e-07,418.218694975,-546.263945325,1.01072,100,500,0.106374,410.519635752,500.0,-546.263945325,4323.67618009,-546.263945325,53.8441,1,1.19555,-562.824,0.8,-538.477,4323.67618009
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-544.221674079,1.0,100,500,1.0,100.0,500.0,-544.221674079,2500.56575403,-544.221674079,49.755,2,1.0,-577.183,0.8,-544.222,2500.56575403
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-541.629213045,1.0,100,500,1.0,200.000000102,500.0,-541.629213045,2245.0239316,-541.629213045,48.4845,2,1.0,-568.473,0.8,-542.925,2245.0239316
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-550.05631691,1.0,100,500,1.0,299.999969474,500.0,-550.05631691,7422.28962603,-550.05631691,63.4651,2,1.0,-581.197,0.8,-545.302,7422.28962603
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-543.127079252,1.0,100,500,1.0,400.0,500.0,-543.127079252,2373.31043649,-543.127079252,60.0762,2,1.0,-575.844,0.8,-544.759,2373.31043649
0.002,0.0931721,3.9046,0.00105095,0.00777342,3.69281e-07,460.579745953,-551.426672788,1.0046,100,500,0.527892,457.818874489,500.0,-551.426672788,6881.47146956,-551.426672788,60.1964,1,1.08559,-573.055,0.8,-543.759,6881.47146956
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-557.728835999,1.0,100,500,1.0,100.0,500.0,-557.728835999,23122.6677312,-557.728835999,151.299,2,1.0,-655.733,0.8,-557.729,23122.6677312
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-545.3124893,1.0,100,500,1.0,200.000000102,500.0,-545.3124893,6352.57965073,-545.3124893,120.95,2,1.0,-620.82,0.8,-551.521,6352.57965073
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-540.989979834,1.0,100,500,1.0,299.999969474,500.0,-540.989979834,1808.75017831,-540.989979834,101.853,2,1.0,-604.593,0.8,-548.01,1808.75017831
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-541.449561453,1.0,100,500,1.0,400.0,500.0,-541.449561453,2226.9292746,-541.449561453,91.3224,2,1.0,-595.372,0.8,-546.37,2226.9292746
0.002,0.0438112,2.19799,0.000844567,0.00437038,1.7321e-07,480.202306911,-540.272935399,1.00586,100,500,0.424757,479.287254693,500.0,-540.272935399,2018.0281682,-540.272935399,70.7291,1,1.04123,-587.981,0.8,-543.258,2018.0281682
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-533.326793461,1.0,100,500,1.0,100.0,500.0,-533.326793461,2341.58697751,-533.326793461,48.1474,2,1.0,-566.19,0.8,-533.327,2341.58697751
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-542.493174443,1.0,100,500,1.0,200.000000102,500.0,-542.493174443,2326.92607276,-542.493174443,48.29,2,1.0,-563.735,0.8,-537.91,2326.92607276
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-545.930969428,1.0,100,500,1.0,299.999969474,500.0,-545.930969428,4942.27284565,-545.930969428,56.5673,2,1.0,-567.386,0.8,-540.584,4942.27284565
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-541.412519868,1.0,100,500,1.0,400.0,500.0,-541.412519868,2262.32939531,-541.412519868,54.4054,2,1.0,-564.002,0.8,-540.791,2262.32939531
0.002,0.487497,13.4833,0.000406374,0.0269115,1.94202e-06,405.414530477,-546.949950485,1.00205,100,500,0.203603,336.805876053,500.0,-546.949950485,2584.03471667,-546.949950485,57.2681,1,1.23331,-560.854,0.8,-537.798,2584.03471667
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-546.060793014,1.0,100,500,1.0,100.0,500.0,-546.060793014,1949.17490579,-546.060793014,43.9282,2,1.0,-578.514,0.8,-546.061,1949.17490579
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-548.645242682,1.0,100,500,1.0,200.000000102,500.0,-548.645242682,2384.29402932,-548.645242682,46.3329,2,1.0,-571.955,0.8,-547.353,2384.29402932
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-547.555901175,1.0,100,500,1.0,299.999969474,500.0,-547.555901175,2143.50394505,-547.555901175,46.2442,2,1.0,-567.508,0.8,-547.421,2143.50394505
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-544.903482949,1.0,100,500,1.0,400.0,500.0,-544.903482949,1900.983184,-544.903482949,45.5585,2,1.0,-564.188,0.8,-546.791,1900.983184
0.002,0.168419,3.4798,0.00033579,0.00684271,6.51236e-07,429.312442597,-545.175085532,1.01708,100,500,0.170763,430.113427185,500.0,-545.175085532,7184.28508886,-545.175085532,54.0403,1,1.16465,-572.838,0.8,-542.626,7184.28508886
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-550.791947684,1.0,100,500,1.0,100.0,500.0,-550.791947684,5735.89626305,-550.791947684,75.3561,2,1.0,-606.608,0.8,-550.792,5735.89626305
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-553.083631171,1.0,100,500,1.0,200.000000102,500.0,-553.083631171,2621.55198863,-553.083631171,64.3292,2,1.0,-591.406,0.8,-551.938,2621.55198863
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-546.450123334,1.0,100,500,1.0,299.999969474,500.0,-546.450123334,2830.91297826,-546.450123334,60.8254,2,1.0,-582.334,0.8,-550.109,2830.91297826
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-540.724231703,1.0,100,500,1.0,400.0,500.0,-540.724231703,2082.82306614,-540.724231703,57.5048,2,1.0,-575.67,0.8,-547.762,2082.82306614
0.002,0.0618539,2.61074,0.000465468,0.00524902,2.50032e-07,473.050909852,-540.975834693,0.994754,100,500,0.231513,470.640090543,500.0,-540.975834693,2268.57222964,-540.975834693,54.0349,1,1.05697,-570.625,0.8,-544.962,2268.57222964
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-540.299809769,1.0,100,500,1.0,100.0,500.0,-540.299809769,2146.9804863,-540.299809769,46.1033,2,1.0,-573.268,0.8,-540.3,2146.9804863
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-545.573904557,1.0,100,500,1.0,200.000000102,500.0,-545.573904557,1972.81733181,-545.573904557,45.2355,2,1.0,-566.249,0.8,-542.937,1972.81733181
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-551.601972791,1.0,100,500,1.0,299.999969474,500.0,-551.601972791,22209.2006473,-551.601972791,93.3268,2,1.0,-602.464,0.8,-545.825,22209.2006473
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-550.187660073,1.0,100,500,1.0,400.0,500.0,-550.187660073,5799.18784313,-550.187660073,89.2821,2,1.0,-595.967,0.8,-546.916,5799.18784313
0.002,0.062226,2.40977,0.000425388,0.0047777,2.44601e-07,472.799858959,-535.403530429,1.00876,100,500,0.214557,471.241267783,500.0,-535.403530429,2038.70263659,-535.403530429,57.6872,1,1.05753,-586.824,0.8,-541.707,2038.70263659
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-545.218338844,1.0,100,500,1.0,100.0,500.0,-545.218338844,1655.10586909,-545.218338844,40.4791,2,1.0,-578.102,0.8,-545.218,1655.10586909
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-547.345912305,1.0,100,500,1.0,200.000000102,500.0,-547.345912305,2235.89501577,-547.345912305,43.8996,2,1.0,-571.975,0.8,-546.282,2235.89501577
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-541.232062197,1.0,100,500,1.0,299.999969474,500.0,-541.232062197,2123.62979061,-541.232062197,44.6234,2,1.0,-565.577,0.8,-544.599,2123.62979061
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-540.202310266,1.0,100,500,1.0,400.0,500.0,-540.202310266,2398.81679098,-540.202310266,45.7249,2,1.0,-561.667,0.8,-543.5,2398.81679098
0.002,109.501,234.128,0.000130959,0.331968,0.000220143,114.201808995,-540.470906713,1.41054,100,500,0.0923617,8.94043315979,500.0,-540.470906713,2630.30100709,-540.470906713,430.659,1,4.37821,-546.292,0.8,-511.792,2630.30100709
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-540.516477367,1.0,100,500,1.0,100.0,500.0,-540.516477367,2256.02202465,-540.516477367,47.2595,2,1.0,-573.339,0.8,-540.516,2256.02202465
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-535.015617651,1.0,100,500,1.0,200.000000102,500.0,-535.015617651,2173.00749103,-535.015617651,46.9035,2,1.0,-561.985,0.8,-537.766,2173.00749103
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-540.303469512,1.0,100,500,1.0,299.999969474,500.0,-540.303469512,2015.2604912,-540.303469512,46.1854,2,1.0,-558.387,0.8,-538.612,2015.2604912
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-557.483394572,1.0,100,500,1.0,400.0,500.0,-557.483394572,21646.6629918,-557.483394572,83.8102,2,1.0,-592.362,0.8,-543.33,21646.6629918
0.002,0.0309358,2.05667,0.000888531,0.00406461,1.20829e-07,486.194818309,-544.702684068,1.01199,100,500,0.449592,485.367924474,500.0,-544.702684068,2603.63299283,-544.702684068,66.441,1,1.02839,-586.752,0.8,-542.278,2603.63299283
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-543.987399216,1.0,100,500,1.0,100.0,500.0,-543.987399216,2027.3591827,-543.987399216,44.8005,2,1.0,-576.286,0.8,-543.987,2027.3591827
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-544.744171241,1.0,100,500,1.0,200.000000102,500.0,-544.744171241,3073.4722141,-544.744171241,50.2499,2,1.0,-576.633,0.8,-544.366,3073.4722141
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-540.511415251,1.0,100,500,1.0,299.999969474,500.0,-540.511415251,2546.39960793,-540.511415251,50.2691,2,1.0,-569.427,0.8,-543.081,2546.39960793
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-544.644255332,1.0,100,500,1.0,400.0,500.0,-544.644255332,2316.19157247,-544.644255332,49.6886,2,1.0,-566.288,0.8,-543.472,2316.19157247
0.002,0.0853522,2.86658,0.000232686,0.0057824,3.47298e-07,463.727301232,-552.081455948,0.991485,100,500,0.115352,460.129317613,500.0,-552.081455948,22247.5331305,-552.081455948,67.9838,1,1.07822,-587.433,0.8,-541.917,22247.5331305
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-543.606620937,1.0,100,500,1.0,100.0,500.0,-543.606620937,2578.76219535,-543.606620937,50.527,2,1.0,-577.072,0.8,-543.607,2578.76219535
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-546.843545431,1.0,100,500,1.0,200.000000102,500.0,-546.843545431,2191.2914303,-546.843545431,48.6189,2,1.0,-569.86,0.8,-545.225,2191.2914303
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-538.935189411,1.0,100,500,1.0,299.999969474,500.0,-538.935189411,2668.89606866,-538.935189411,49.6527,2,1.0,-563.875,0.8,-543.128,2668.89606866
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-548.591351291,1.0,100,500,1.0,400.0,500.0,-548.591351291,2246.57643868,-548.591351291,49.0985,2,1.0,-562.559,0.8,-544.494,2246.57643868
0.002,0.0921316,2.22152,0.000621095,0.00451194,3.80045e-07,458.089287953,-549.868928474,0.984729,100,500,0.305805,456.695780732,500.0,-549.868928474,5768.66526498,-549.868928474,54.9477,1,1.09149,-570.913,0.8,-543.467,5768.66526498
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-543.082988627,1.0,100,500,1.0,100.0,500.0,-543.082988627,2379.12155842,-543.082988627,48.5317,2,1.0,-576.668,0.8,-543.083,2379.12155842
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-530.157392181,1.0,100,500,1.0,200.000000102,500.0,-530.157392181,2514.48621903,-530.157392181,49.6397,2,1.0,-560.368,0.8,-536.62,2514.48621903
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-539.816761593,1.0,100,500,1.0,299.999969474,500.0,-539.816761593,2379.47463841,-539.816761593,49.2974,2,1.0,-557.355,0.8,-537.686,2379.47463841
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-543.567986341,1.0,100,500,1.0,400.0,500.0,-543.567986341,2153.91428153,-543.567986341,48.6031,2,1.0,-556.19,0.8,-539.156,2153.91428153
0.002,1.86182,9.18414,5.72397e-10,0.0195307,8.41967e-06,164.028401997,-544.549859941,0.940483,100,500,2.69165e-07,161.253506579,500.0,-544.549859941,2337.78008819,-544.549859941,79.9363,1,3.04825,-550.486,0.8,-523.675,2337.78008819
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-541.716177648,1.0,100,500,1.0,100.0,500.0,-541.716177648,2876.85124322,-541.716177648,53.3674,2,1.0,-575.653,0.8,-541.716,2876.85124322
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-549.383310894,1.0,100,500,1.0,200.000000102,500.0,-549.383310894,2605.34024432,-549.383310894,52.2339,2,1.0,-570.9,0.8,-545.55,2605.34024432
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-541.198045189,1.0,100,500,1.0,299.999969474,500.0,-541.198045189,1677.64794082,-541.198045189,48.752,2,1.0,-564.798,0.8,-544.099,1677.64794082
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-552.177748282,1.0,100,500,1.0,400.0,500.0,-552.177748282,5840.18108086,-552.177748282,56.9232,2,1.0,-574.716,0.8,-546.119,5840.18108086
0.002,0.0481773,1.65993,0.000620815,0.00330246,1.90693e-07,475.412073277,-544.303388275,1.00527,100,500,0.312044,477.291308201,500.0,-544.303388275,3534.80644338,-544.303388275,53.782,1,1.05172,-570.655,0.8,-544.424,3534.80644338
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-537.444381596,1.0,100,500,1.0,100.0,500.0,-537.444381596,2280.06351825,-537.444381596,47.5107,2,1.0,-571.56,0.8,-537.444,2280.06351825
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-547.601721004,1.0,100,500,1.0,200.000000102,500.0,-547.601721004,5885.62605225,-547.601721004,63.7794,2,1.0,-583.916,0.8,-542.523,5885.62605225
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-535.74780816,1.0,100,500,1.0,299.999969474,500.0,-535.74780816,2089.39243425,-535.74780816,58.4087,2,1.0,-574.061,0.8,-540.265,2089.39243425
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-534.429038137,1.0,100,500,1.0,400.0,500.0,-534.429038137,1737.46456913,-534.429038137,54.7274,2,1.0,-568.075,0.8,-538.806,1737.46456913
0.002,0.185762,2.48784,0.000121153,0.00502676,7.58382e-07,422.504500495,-542.17222509,0.989839,100,500,0.0599612,420.445015375,500.0,-542.17222509,4184.61593722,-542.17222509,52.6634,1,1.18342,-563.769,0.8,-535.29,4184.61593722
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-542.957053443,1.0,100,500,1.0,100.0,500.0,-542.957053443,2077.05416106,-542.957053443,45.3463,2,1.0,-575.457,0.8,-542.957,2077.05416106
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-561.813329903,1.0,100,500,1.0,200.000000102,500.0,-561.813329903,24720.8935796,-561.813329903,115.559,2,1.0,-621.735,0.8,-552.385,24720.8935796
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-552.713045425,1.0,100,500,1.0,299.999969474,500.0,-552.713045425,5029.63700044,-552.713045425,102.773,2,1.0,-609.118,0.8,-552.495,5029.63700044
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-538.302110564,1.0,100,500,1.0,400.0,500.0,-538.302110564,1495.81221816,-538.302110564,91.2676,2,1.0,-597.984,0.8,-548.946,1495.81221816
0.002,0.0859755,4.10668,0.000745196,0.0081737,3.40589e-07,465.014053626,-549.956166406,1.00485,100,500,0.374406,460.839276002,500.0,-549.956166406,3582.11475007,-549.956166406,64.5058,1,1.07524,-590.852,0.8,-545.371,3582.11475007
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-535.249661465,1.0,100,500,1.0,100.0,500.0,-535.249661465,2210.80633977,-535.249661465,46.7835,2,1.0,-568.502,0.8,-535.25,2210.80633977
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-539.200375376,1.0,100,500,1.0,200.000000102,500.0,-539.200375376,2377.02377957,-539.200375376,47.6957,2,1.0,-561.271,0.8,-537.225,2377.02377957
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-545.191851018,1.0,100,500,1.0,299.999969474,500.0,-545.191851018,2512.84491836,-545.191851018,48.5791,2,1.0,-560.315,0.8,-539.881,2512.84491836
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-536.743731958,1.0,100,500,1.0,400.0,500.0,-536.743731958,2382.7691697,-536.743731958,48.5955,2,1.0,-556.793,0.8,-539.096,2382.7691697
0.002,0.0596163,2.36391,0.000628525,0.00469297,2.34962e-07,474.062446702,-542.229956114,1.00743,100,500,0.316596,472.311900298,500.0,-542.229956114,3862.80992845,-542.229956114,52.5637,1,1.05471,-560.74,0.8,-538.597,3862.80992845
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-539.601600799,1.0,100,500,1.0,100.0,500.0,-539.601600799,2026.92993219,-539.601600799,44.7958,2,1.0,-572.335,0.8,-539.602,2026.92993219
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-547.522831111,1.0,100,500,1.0,200.000000102,500.0,-547.522831111,1936.58196849,-547.522831111,44.4705,2,1.0,-567.429,0.8,-543.562,1936.58196849
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-542.133627359,1.0,100,500,1.0,299.999969474,500.0,-542.133627359,2140.72286886,-542.133627359,45.0034,2,1.0,-562.573,0.8,-543.086,2140.72286886
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-549.949352435,1.0,100,500,1.0,400.0,500.0,-549.949352435,4976.14444268,-549.949352435,52.5301,2,1.0,-572.856,0.8,-544.802,4976.14444268
0.002,0.0969226,2.89569,0.00113384,0.00566484,3.70933e-07,461.763135763,-538.652488326,1.02234,100,500,0.579584,457.646091873,500.0,-538.652488326,1936.20811974,-538.652488326,51.0928,1,1.08281,-567.769,0.8,-541.658,1936.20811974
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-548.753532098,1.0,100,500,1.0,100.0,500.0,-548.753532098,9121.54852392,-548.753532098,95.0281,2,1.0,-609.987,0.8,-548.753,9121.54852392
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-537.415832092,1.0,100,500,1.0,200.000000102,500.0,-537.415832092,3786.76924084,-537.415832092,80.1358,2,1.0,-586.383,0.8,-543.085,3786.76924084
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-554.260535971,1.0,100,500,1.0,299.999969474,500.0,-554.260535971,5165.7451649,-554.260535971,77.5475,2,1.0,-582.163,0.8,-546.81,5165.7451649
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-537.627619036,1.0,100,500,1.0,400.0,500.0,-537.627619036,2234.95474689,-537.627619036,71.2683,2,1.0,-575.131,0.8,-544.514,2234.95474689
0.002,2.36798,31.5598,9.44387e-05,0.0600377,8.56954e-06,287.130155894,-551.777780828,1.05133,100,500,0.0496433,159.332021609,500.0,-551.777780828,3718.98763889,-551.777780828,175.488,1,1.74137,-570.236,0.8,-534.099,3718.98763889
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-552.253107188,1.0,100,500,1.0,100.0,500.0,-552.253107188,7182.62341379,-552.253107188,84.3255,2,1.0,-615.362,0.8,-552.253,7182.62341379
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-540.043997949,1.0,100,500,1.0,200.000000102,500.0,-540.043997949,2007.78937098,-540.043997949,67.7238,2,1.0,-590.773,0.8,-546.149,2007.78937098
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-545.142177806,1.0,100,500,1.0,299.999969474,500.0,-545.142177806,1612.10494619,-545.142177806,59.9158,2,1.0,-582.249,0.8,-545.813,1612.10494619
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-546.041951665,1.0,100,500,1.0,400.0,500.0,-546.041951665,2208.52231543,-546.041951665,56.9126,2,1.0,-577.425,0.8,-545.87,2208.52231543
0.002,0.0585821,2.3123,0.00131577,0.00454864,2.26693e-07,474.95006818,-545.91368122,1.0167,100,500,0.668874,473.234205399,500.0,-545.91368122,2067.80931535,-545.91368122,55.4022,1,1.05274,-573.482,0.8,-544.524,2067.80931535
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-546.856727064,1.0,100,500,1.0,100.0,500.0,-546.856727064,3144.68338217,-546.856727064,55.7964,2,1.0,-591.194,0.8,-546.857,3144.68338217
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-547.056514454,1.0,100,500,1.0,200.000000102,500.0,-547.056514454,2591.65393853,-547.056514454,53.2869,2,1.0,-578.308,0.8,-546.957,2591.65393853
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-551.915264455,1.0,100,500,1.0,299.999969474,500.0,-551.915264455,22121.2710387,-551.915264455,95.9087,2,1.0,-605.214,0.8,-548.609,22121.2710387
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-535.428969202,1.0,100,500,1.0,400.0,500.0,-535.428969202,2387.49562921,-535.428969202,86.7314,2,1.0,-594.335,0.8,-545.314,2387.49562921
0.002,0.0748176,2.40857,0.000797932,0.00480561,2.9784e-07,467.603053626,-559.698610692,1.0024,100,500,0.399923,465.414821667,500.0,-559.698610692,5128.77723262,-559.698610692,72.2043,1,1.06928,-590.684,0.8,-545.345,5128.77723262
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-540.285537207,1.0,100,500,1.0,100.0,500.0,-540.285537207,2165.10778184,-540.285537207,46.2975,2,1.0,-573.841,0.8,-540.286,2165.10778184
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-547.543064569,1.0,100,500,1.0,200.000000102,500.0,-547.543064569,2429.82164388,-547.543064569,47.8295,2,1.0,-568.136,0.8,-543.914,2429.82164388
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-556.690612817,1.0,100,500,1.0,299.999969474,500.0,-556.690612817,22395.1784081,-556.690612817,94.6139,2,1.0,-604.772,0.8,-548.173,22395.1784081
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-538.131048053,1.0,100,500,1.0,400.0,500.0,-538.131048053,2326.24894755,-538.131048053,85.4897,2,1.0,-594.679,0.8,-545.663,2326.24894755
0.002,0.0576002,1.88862,0.000449796,0.00376461,2.28862e-07,468.97230614,-539.504981121,1.00336,100,500,0.225653,472.991601763,500.0,-539.504981121,2239.33396547,-539.504981121,59.409,1,1.06616,-586.705,0.8,-541.437,2239.33396547
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-527.91392093,1.0,100,500,1.0,100.0,500.0,-527.91392093,2080.82675085,-527.91392093,45.3874,2,1.0,-559.236,0.8,-527.914,2080.82675085
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-552.549171662,1.0,100,500,1.0,200.000000102,500.0,-552.549171662,6610.20709719,-552.549171662,66.7367,2,1.0,-582.278,0.8,-540.232,6610.20709719
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-545.055807543,1.0,100,500,1.0,299.999969474,500.0,-545.055807543,2786.30712093,-545.055807543,62.4007,2,1.0,-576.17,0.8,-541.84,2786.30712093
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-536.816543124,1.0,100,500,1.0,400.0,500.0,-536.816543124,2367.23458339,-536.816543124,59.2537,2,1.0,-570.315,0.8,-540.584,2367.23458339
0.002,0.115039,4.13841,0.000463656,0.00820645,4.52367e-07,456.818529848,-535.8649105,1.00857,100,500,0.233816,449.290781727,500.0,-535.8649105,2416.65577823,-535.8649105,52.959,1,1.09453,-564.968,0.8,-537.147,2416.65577823
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-543.72750465,1.0,100,500,1.0,100.0,500.0,-543.72750465,2541.55658588,-543.72750465,50.1611,2,1.0,-577.681,0.8,-543.727,2541.55658588
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-547.424332735,1.0,100,500,1.0,200.000000102,500.0,-547.424332735,3494.72866521,-547.424332735,54.6935,2,1.0,-576.675,0.8,-545.576,3494.72866521
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-541.798715511,1.0,100,500,1.0,299.999969474,500.0,-541.798715511,1501.12283485,-541.798715511,49.9279,2,1.0,-569.709,0.8,-544.317,1501.12283485
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-540.973312462,1.0,100,500,1.0,400.0,500.0,-540.973312462,2761.79446668,-540.973312462,50.5493,2,1.0,-565.472,0.8,-543.481,2761.79446668
0.002,0.236179,3.56171,0.000119352,0.00717935,9.59613e-07,407.771598346,-535.300887468,0.992209,100,500,0.0592109,403.413401306,500.0,-535.300887468,1958.69025264,-535.300887468,51.9493,1,1.22618,-559.78,0.8,-538.0,1958.69025264
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-537.106612521,1.0,100,500,1.0,100.0,500.0,-537.106612521,1903.24366635,-537.106612521,43.4075,2,1.0,-569.509,0.8,-537.107,1903.24366635
0.005,,1.0,0.005,0.005,2.1793e-19,500.0,-543.017225395,1.0,100,500,1.0,200.000000102,500.0,-543.017225395,2556.55106127,-543.017225395,47.0779,2,1.0,-563.822,0.8,-540.062,2556.55106127
0.00333333,,1.0,0.00333333,0.00333333,5.43914e-20,500.0,-541.750080553,1.0,100,500,1.0,299.999969474,500.0,-541.750080553,2050.0025019,-541.750080553,46.4186,2,1.0,-560.025,0.8,-540.625,2050.0025019
0.0025,,1.0,0.0025,0.0025,5.4346e-20,500.0,-535.3201587,1.0,100,500,1.0,400.0,500.0,-535.3201587,2395.44753271,-535.3201587,47.0549,2,1.0,-556.099,0.8,-539.299,2395.44753271
0.002,0.286994,3.09917,0.000115914,0.00620687,1.15114e-06,387.369027686,-540.576280712,0.998624,100,500,0.0578774,388.436917057,500.0,-540.576280712,2143.62201,-540.576280712,53.3746,1,1.29076,-553.241,0.8,-536.169,2143.62201
0.01,,1.0,0.01,0.01,3.50449e-18,500.0,-560.477949601,1.0,100,500,1.0,100.0,500.0,-560.477949601,27038.0246448,-560.477949601,163.608,2,1.0,-658.541,0.8,-560.478,27038.0246448
