AvgNormIw,VarVanillaIw,MaxVanillaIw,MinNormIw,MaxNormIw,VarNormIw,ESSRenyi,VanillaAvgRet,AvgVanillaIw,EpsThisIter,BatchSize,MinVanillaIw,ESSClassic,AvgEpLen,AvgDiscRet,VarDiscRet,AvgRet,VarJ,IterType,eRenyi2,Bound,Delta,J,VarRet
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-628.427714868,1.0,100,300,1.0,100.0,500.0,-628.427714868,4797.32274976,-628.427714868,68.9155,2,1.0,-675.794,0.8,-628.428,4797.32274976
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-629.932734969,1.0,100,300,1.0,200.000000102,500.0,-629.932734969,5566.59011943,-629.932734969,71.6289,2,1.0,-664.951,0.8,-629.18,5566.59011943
0.00333333,0.794896,6.36615,1.21201e-05,0.0214605,9.03309e-06,175.778016642,-630.877205878,0.988817,100,300,0.00359535,165.721335363,500.0,-630.877205878,7784.22658122,-630.877205878,70.714,1,1.7067,-650.26,0.8,-606.787,7784.22658122
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-617.175366135,1.0,100,300,1.0,100.0,500.0,-617.175366135,4122.30893346,-617.175366135,63.8834,2,1.0,-664.76,0.8,-617.175,4122.30893346
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-605.800832335,1.0,100,300,1.0,200.000000102,500.0,-605.800832335,2628.42034397,-605.800832335,58.0858,2,1.0,-645.135,0.8,-611.488,2628.42034397
0.00333333,0.662118,4.42304,2.03014e-06,0.014717,7.3305e-06,190.615279005,-619.338178571,1.0018,100,300,0.000610138,180.990509577,500.0,-619.338178571,4858.1472488,-619.338178571,67.1004,1,1.57385,-638.747,0.8,-602.4,4858.1472488
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-612.245006791,1.0,100,300,1.0,100.0,500.0,-612.245006791,6001.80478014,-612.245006791,77.083,2,1.0,-661.734,0.8,-612.245,6001.80478014
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-614.291540967,1.0,100,300,1.0,200.000000102,500.0,-614.291540967,8271.09061468,-614.291540967,84.0603,2,1.0,-655.498,0.8,-613.268,8271.09061468
0.00333333,0.143333,1.69393,8.76154e-05,0.00573744,1.64434e-06,264.994233813,-634.656269229,0.984136,100,300,0.0258677,261.438452519,500.0,-634.656269229,23211.7968603,-634.656269229,91.555,1,1.1321,-672.049,0.8,-611.842,23211.7968603
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-611.178283812,1.0,100,300,1.0,100.0,500.0,-611.178283812,4086.8583579,-611.178283812,63.6081,2,1.0,-654.633,0.8,-611.178,4086.8583579
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-606.426963114,1.0,100,300,1.0,200.000000102,500.0,-606.426963114,3701.21087621,-606.426963114,62.1348,2,1.0,-643.604,0.8,-608.803,3701.21087621
0.00333333,0.28165,5.23522,0.000593917,0.0169828,2.96386e-06,248.286680677,-609.727855383,1.02755,100,300,0.183085,236.993492004,500.0,-609.727855383,21014.6444744,-609.727855383,80.0213,1,1.20828,-660.429,0.8,-598.214,21014.6444744
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-593.498026573,1.0,100,300,1.0,100.0,500.0,-593.498026573,2608.93315098,-593.498026573,50.8217,2,1.0,-631.238,0.8,-593.498,2608.93315098
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-600.471029619,1.0,100,300,1.0,200.000000102,500.0,-600.471029619,7096.21156392,-600.471029619,69.3989,2,1.0,-636.448,0.8,-596.984,7096.21156392
0.00333333,0.770045,4.69559,2.42872e-07,0.0158082,8.72769e-06,173.816069182,-605.450542186,0.990119,100,300,7.21417e-05,168.267699666,500.0,-605.450542186,4774.05402346,-605.450542186,71.7497,1,1.72596,-625.456,0.8,-583.124,4774.05402346
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-590.295104079,1.0,100,300,1.0,100.0,500.0,-590.295104079,4765.3433506,-590.295104079,68.6854,2,1.0,-647.052,0.8,-590.295,4765.3433506
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-589.756258946,1.0,100,300,1.0,200.000000102,500.0,-589.756258946,5835.1284149,-589.756258946,72.4383,2,1.0,-630.159,0.8,-590.026,5835.1284149
0.00333333,0.267292,3.2634,0.000197219,0.0105039,2.76913e-06,237.488422052,-591.188132524,1.03562,100,300,0.061273,240.309304748,500.0,-591.188132524,2868.90030173,-591.188132524,67.7396,1,1.26322,-618.939,0.8,-582.11,2868.90030173
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-595.514504717,1.0,100,300,1.0,100.0,500.0,-595.514504717,9071.64037228,-595.514504717,94.7677,2,1.0,-658.99,0.8,-595.514,9071.64037228
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-588.965323241,1.0,100,300,1.0,200.000000102,500.0,-588.965323241,3273.9312478,-588.965323241,78.2418,2,1.0,-637.124,0.8,-592.24,3273.9312478
0.00333333,0.228546,2.31259,0.00026531,0.00771082,2.54085e-06,247.535998267,-592.42400021,0.999715,100,300,0.0795704,244.31686467,500.0,-592.42400021,2019.35182363,-592.42400021,55.8944,1,1.21194,-624.841,0.8,-584.496,2019.35182363
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-578.284250034,1.0,100,300,1.0,100.0,500.0,-578.284250034,2455.52659872,-578.284250034,49.3049,2,1.0,-616.26,0.8,-578.284,2455.52659872
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-603.890747001,1.0,100,300,1.0,200.000000102,500.0,-603.890747001,13495.2352631,-603.890747001,89.775,2,1.0,-642.868,0.8,-591.087,13495.2352631
0.00333333,0.210539,3.69967,0.00073978,0.0122132,2.29437e-06,252.00520076,-584.769406384,1.00975,100,300,0.224097,248.796322547,500.0,-584.769406384,3026.11160391,-584.769406384,65.6239,1,1.19045,-627.277,0.8,-581.148,3026.11160391
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-587.163346142,1.0,100,300,1.0,100.0,500.0,-587.163346142,4848.2924995,-587.163346142,69.2807,2,1.0,-644.309,0.8,-587.163,4848.2924995
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-578.936022104,1.0,100,300,1.0,200.000000102,500.0,-578.936022104,1751.75213468,-578.936022104,57.3057,2,1.0,-623.458,0.8,-583.05,1751.75213468
0.00333333,0.304467,3.30264,0.000139496,0.0111003,3.43947e-06,236.700162586,-572.323320608,0.991753,100,300,0.0415038,229.26649858,500.0,-572.323320608,2498.56116394,-572.323320608,48.6024,1,1.26743,-609.261,0.8,-572.118,2498.56116394
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-575.020712472,1.0,100,300,1.0,100.0,500.0,-575.020712472,3546.02748773,-575.020712472,59.25,2,1.0,-621.537,0.8,-575.021,3546.02748773
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-575.917373603,1.0,100,300,1.0,200.000000102,500.0,-575.917373603,2912.61594406,-575.917373603,56.544,2,1.0,-608.361,0.8,-575.469,2912.61594406
0.00333333,3.73243,22.9463,5.24621e-06,0.0712109,3.59466e-05,119.906917352,-586.291436895,1.0741,100,300,0.00169049,71.0158184891,500.0,-586.291436895,2197.51224641,-586.291436895,169.151,1,2.50194,-599.411,0.8,-556.931,2197.51224641
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-573.890833194,1.0,100,300,1.0,100.0,500.0,-573.890833194,2406.06768011,-573.890833194,48.8058,2,1.0,-611.651,0.8,-573.891,2406.06768011
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-574.828318723,1.0,100,300,1.0,200.000000102,500.0,-574.828318723,2276.76314424,-574.828318723,48.1479,2,1.0,-601.192,0.8,-574.36,2276.76314424
0.00333333,0.349686,3.48192,0.000407538,0.0117302,3.96874e-06,232.152743293,-574.377846157,0.989445,100,300,0.120971,221.239584989,500.0,-574.377846157,2104.46844609,-574.377846157,48.7192,1,1.29225,-593.272,0.8,-568.366,2104.46844609
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-580.164349441,1.0,100,300,1.0,100.0,500.0,-580.164349441,6315.65717352,-580.164349441,79.0728,2,1.0,-640.18,0.8,-580.164,6315.65717352
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-573.543655753,1.0,100,300,1.0,200.000000102,500.0,-573.543655753,1811.45086529,-573.543655753,63.5128,2,1.0,-619.292,0.8,-576.854,1811.45086529
0.00333333,0.295339,3.54407,0.000324227,0.0115453,3.13417e-06,247.213489782,-569.570767492,1.02324,100,300,0.0995285,234.167375994,500.0,-569.570767492,1797.30018934,-569.570767492,55.4069,1,1.21353,-605.741,0.8,-567.57,1797.30018934
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-576.190436119,1.0,100,300,1.0,100.0,500.0,-576.190436119,1943.91506139,-576.190436119,43.8688,2,1.0,-609.552,0.8,-576.19,1943.91506139
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-576.004377362,1.0,100,300,1.0,200.000000102,500.0,-576.004377362,1868.35478228,-576.004377362,43.4406,2,1.0,-601.148,0.8,-576.097,1868.35478228
0.00333333,0.189828,3.09343,0.000285827,0.0102102,2.06797e-06,252.098555337,-570.783906394,1.00992,100,300,0.0865984,253.05840848,500.0,-570.783906394,2017.43717018,-570.783906394,48.007,1,1.19001,-592.892,0.8,-570.579,2017.43717018
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-583.150665434,1.0,100,300,1.0,100.0,500.0,-583.150665434,22311.7841628,-583.150665434,148.623,2,1.0,-681.209,0.8,-583.151,22311.7841628
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-575.625568518,1.0,100,300,1.0,200.000000102,500.0,-575.625568518,3210.39570938,-575.625568518,112.462,2,1.0,-648.726,0.8,-579.388,3210.39570938
0.00333333,0.180237,3.89065,0.00044994,0.0123811,1.82523e-06,262.28995343,-568.176151118,1.04747,100,300,0.141389,257.793229931,500.0,-568.176151118,1905.05438154,-568.176151118,64.0318,1,1.14377,-628.341,0.8,-567.794,1905.05438154
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-567.737525793,1.0,100,300,1.0,100.0,500.0,-567.737525793,1970.07364172,-567.737525793,44.163,2,1.0,-602.928,0.8,-567.737,1970.07364172
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-576.878937676,1.0,100,300,1.0,200.000000102,500.0,-576.878937676,4772.68636269,-576.878937676,57.9531,2,1.0,-612.274,0.8,-572.308,4772.68636269
0.00333333,0.237031,3.83801,5.95874e-05,0.0128907,2.67393e-06,249.208816386,-576.634794442,0.992445,100,300,0.0177412,241.964349122,500.0,-576.634794442,4656.2754293,-576.634794442,53.1109,1,1.20381,-603.584,0.8,-567.781,4656.2754293
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-562.99991454,1.0,100,300,1.0,100.0,500.0,-562.99991454,2409.41411631,-562.99991454,48.8397,2,1.0,-596.435,0.8,-563.0,2409.41411631
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-568.692810209,1.0,100,300,1.0,200.000000102,500.0,-568.692810209,3463.19204132,-568.692810209,53.9911,2,1.0,-599.165,0.8,-565.846,3463.19204132
0.00333333,0.313838,4.13342,0.000586106,0.0132285,3.21444e-06,242.684916669,-567.722718582,1.04155,100,300,0.183137,232.858607836,500.0,-567.722718582,2138.85229883,-567.722718582,56.5793,1,1.23617,-590.659,0.8,-560.412,2138.85229883
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-560.259888639,1.0,100,300,1.0,100.0,500.0,-560.259888639,2560.46282407,-560.259888639,50.3474,2,1.0,-594.403,0.8,-560.26,2560.46282407
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-572.639062734,1.0,100,300,1.0,200.000000102,500.0,-572.639062734,6764.56112786,-572.639062734,68.2217,2,1.0,-607.823,0.8,-566.449,6764.56112786
0.00333333,0.263749,3.9521,0.000768301,0.012981,2.84544e-06,248.499954676,-558.453956603,1.01484,100,300,0.233912,238.998882338,500.0,-558.453956603,2467.03768716,-558.453956603,72.0939,1,1.20724,-595.09,0.8,-557.973,2467.03768716
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-557.942813268,1.0,100,300,1.0,100.0,500.0,-557.942813268,2291.08439287,-557.942813268,47.6253,2,1.0,-591.537,0.8,-557.943,2291.08439287
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-561.792893554,1.0,100,300,1.0,200.000000102,500.0,-561.792893554,3303.70696139,-561.792893554,52.6605,2,1.0,-590.107,0.8,-559.868,3303.70696139
0.00333333,0.163291,2.06384,0.000267717,0.00687987,1.81455e-06,256.114139409,-563.779079989,0.999943,100,300,0.0803106,258.005676907,500.0,-563.779079989,4385.38769685,-563.779079989,51.3213,1,1.17135,-586.841,0.8,-556.021,4385.38769685
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-561.798502525,1.0,100,300,1.0,100.0,500.0,-561.798502525,4308.77471181,-561.798502525,65.3122,2,1.0,-613.43,0.8,-561.799,4308.77471181
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-556.600974972,1.0,100,300,1.0,200.000000102,500.0,-556.600974972,1903.20890356,-556.600974972,55.5129,2,1.0,-595.708,0.8,-559.2,1903.20890356
0.00333333,0.134377,2.21364,0.000884741,0.00735042,1.48162e-06,268.618288352,-559.670973292,1.00386,100,300,0.266447,264.806876952,500.0,-559.670973292,2276.16166142,-559.670973292,52.0039,1,1.11683,-587.292,0.8,-555.789,2276.16166142
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-556.109961147,1.0,100,300,1.0,100.0,500.0,-556.109961147,6525.3957096,-556.109961147,80.375,2,1.0,-613.093,0.8,-556.11,6525.3957096
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-557.855978476,1.0,100,300,1.0,200.000000102,500.0,-557.855978476,1982.05244698,-557.855978476,64.8995,2,1.0,-597.276,0.8,-556.983,1982.05244698
0.00333333,0.152213,2.2253,0.000402561,0.00721012,1.59794e-06,257.198002046,-562.396336671,1.02879,100,300,0.124245,262.390324221,500.0,-562.396336671,2323.92313404,-562.396336671,54.1169,1,1.16642,-589.332,0.8,-553.8,2323.92313404
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-553.496867102,1.0,100,300,1.0,100.0,500.0,-553.496867102,1913.93666255,-553.496867102,43.5293,2,1.0,-587.702,0.8,-553.497,1913.93666255
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-563.7268058,1.0,100,300,1.0,200.000000102,500.0,-563.7268058,2199.2610733,-563.7268058,45.4114,2,1.0,-582.799,0.8,-558.612,2199.2610733
0.00333333,0.450764,2.96364,1.10217e-06,0.0102759,5.41923e-06,205.917497906,-550.236340031,0.961357,100,300,0.000317874,201.87006105,500.0,-550.236340031,1895.39433076,-550.236340031,53.7952,1,1.45689,-572.904,0.8,-549.067,1895.39433076
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-559.871784844,1.0,100,300,1.0,100.0,500.0,-559.871784844,2196.67075793,-559.871784844,46.6337,2,1.0,-595.358,0.8,-559.872,2196.67075793
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-548.640550562,1.0,100,300,1.0,200.000000102,500.0,-548.640550562,2666.90885083,-548.640550562,49.3863,2,1.0,-584.325,0.8,-554.256,2666.90885083
0.00333333,1.25944,9.1309,0.000148956,0.0267423,1.0803e-05,180.479337137,-550.408149087,1.13814,100,300,0.0508595,152.35907843,500.0,-550.408149087,2028.15645796,-550.408149087,70.2434,1,1.66224,-572.82,0.8,-541.166,2028.15645796
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-549.654448439,1.0,100,300,1.0,100.0,500.0,-549.654448439,1711.78098386,-549.654448439,41.1663,2,1.0,-582.982,0.8,-549.654,1711.78098386
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-549.693535593,1.0,100,300,1.0,200.000000102,500.0,-549.693535593,3673.83267092,-549.693535593,51.6322,2,1.0,-581.486,0.8,-549.674,3673.83267092
0.00333333,0.150065,3.64423,0.000591097,0.0117956,1.57219e-06,264.735261835,-549.314421279,1.02983,100,300,0.182619,262.921403421,500.0,-549.314421279,2715.05186043,-549.314421279,50.9447,1,1.13321,-573.919,0.8,-546.268,2715.05186043
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-547.570847917,1.0,100,300,1.0,100.0,500.0,-547.570847917,1874.01119662,-547.570847917,43.0729,2,1.0,-580.582,0.8,-547.571,1874.01119662
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-553.213188371,1.0,100,300,1.0,200.000000102,500.0,-553.213188371,3742.23716697,-553.213188371,52.8015,2,1.0,-580.227,0.8,-550.392,3742.23716697
0.00333333,0.227628,2.97014,0.000303899,0.00989922,2.52856e-06,247.358506033,-554.091913869,1.00013,100,300,0.0911814,244.536268964,500.0,-554.091913869,2265.44633129,-554.091913869,54.178,1,1.21281,-573.836,0.8,-547.009,2265.44633129
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-543.381716397,1.0,100,300,1.0,100.0,500.0,-543.381716397,1511.62079465,-543.381716397,38.6847,2,1.0,-574.543,0.8,-543.382,1511.62079465
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-548.000223643,1.0,100,300,1.0,200.000000102,500.0,-548.000223643,1785.71209472,-548.000223643,40.4662,2,1.0,-570.318,0.8,-545.691,1785.71209472
0.00333333,0.242256,4.37576,0.000285194,0.0147636,2.75774e-06,245.849600655,-551.240865652,0.98796,100,300,0.0845282,240.506121673,500.0,-551.240865652,3477.44269205,-551.240865652,50.9157,1,1.22026,-571.626,0.8,-541.781,3477.44269205
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-546.980152035,1.0,100,300,1.0,100.0,500.0,-546.980152035,2138.04261213,-546.980152035,46.0072,2,1.0,-580.064,0.8,-546.98,2138.04261213
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-547.435018447,1.0,100,300,1.0,200.000000102,500.0,-547.435018447,1732.74126891,-547.435018447,43.7732,2,1.0,-570.601,0.8,-547.208,1732.74126891
0.00333333,34.7305,86.9678,7.34518e-17,0.304953,0.000427031,144.003845318,-548.500946824,0.950615,100,300,2.09473e-14,7.63268267974,500.0,-548.500946824,2384.39173685,-548.500946824,301.701,1,2.08328,-558.438,0.8,-530.365,2384.39173685
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-554.280935567,1.0,100,300,1.0,100.0,500.0,-554.280935567,1833.58589887,-554.280935567,42.6058,2,1.0,-589.125,0.8,-554.281,1833.58589887
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-544.871526483,1.0,100,300,1.0,200.000000102,500.0,-544.871526483,1978.25763657,-544.871526483,43.6921,2,1.0,-574.215,0.8,-549.576,1978.25763657
0.00333333,0.520497,4.74029,0.00013189,0.0149175,5.15464e-06,213.993355156,-548.372527282,1.05923,100,300,0.0419104,205.146187727,500.0,-548.372527282,2466.34891751,-548.372527282,52.0474,1,1.40191,-569.638,0.8,-542.317,2466.34891751
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-557.799307768,1.0,100,300,1.0,100.0,500.0,-557.799307768,2723.16893075,-557.799307768,51.9224,2,1.0,-601.16,0.8,-557.799,2723.16893075
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-565.99721734,1.0,100,300,1.0,200.000000102,500.0,-565.99721734,3001.51354045,-565.99721734,53.3903,2,1.0,-593.351,0.8,-561.898,3001.51354045
0.00333333,0.268205,2.46556,8.55714e-05,0.00822234,2.9828e-06,239.789270579,-560.8299555,0.999539,100,300,0.0256596,236.675730991,500.0,-560.8299555,5426.47050112,-560.8299555,53.0571,1,1.2511,-586.961,0.8,-554.346,5426.47050112
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-562.038908298,1.0,100,300,1.0,100.0,500.0,-562.038908298,2561.54726413,-562.038908298,50.358,2,1.0,-600.677,0.8,-562.039,2561.54726413
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-560.678325923,1.0,100,300,1.0,200.000000102,500.0,-560.678325923,2987.69242757,-560.678325923,52.415,2,1.0,-590.825,0.8,-561.359,2987.69242757
0.00333333,0.229916,2.5364,0.000373403,0.00856919,2.6243e-06,246.752213785,-552.578595492,0.986636,100,300,0.110524,242.836382912,500.0,-552.578595492,2950.29223649,-552.578595492,56.3989,1,1.21579,-579.833,0.8,-553.305,2950.29223649
0.01,,1.0,0.01,0.01,3.50449e-18,300.0,-550.530891933,1.0,100,300,1.0,100.0,500.0,-550.530891933,2929.26718261,-550.530891933,53.8514,2,1.0,-597.318,0.8,-550.531,2929.26718261
0.005,,1.0,0.005,0.005,2.1793e-19,300.0,-545.36678,1.0,100,300,1.0,200.000000102,500.0,-545.36678,1654.21081793,-545.36678,47.7021,2,1.0,-581.032,0.8,-547.949,1654.21081793
