eRenyi2,BatchSize,MaxNormIw,ESSRenyi,ESSClassic,MaxVanillaIw,MinVanillaIw,VarNormIw,Bound,VarRet,VarJ,AvgDiscRet,AvgNormIw,EpsThisIter,VanillaAvgRet,VarVanillaIw,VarDiscRet,J,AvgRet,MinNormIw,IterType,AvgVanillaIw,Delta,AvgEpLen
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-70.3975,1326.34796632,50.2163,-65.9450928435,0.005,100,-65.9450928435,,1326.34796632,-70.3975,-65.9450928435,0.005,2,1.0,1.0,96.52
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-70.5026,2540.02502611,50.1931,-70.7128116237,0.00333333,100,-70.7128116237,,2540.02502611,-70.5026,-70.7128116237,0.00333333,2,1.0,1.0,102.2
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-71.0852,3761.04630171,53.1168,-72.8330274396,0.0025,100,-72.8330274396,,3761.04630171,-71.0852,-72.8330274396,0.0025,2,1.0,1.0,104.11
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-71.9571,3704.50928535,54.7142,-75.4448718648,0.002,100,-75.4448718648,,3704.50928535,-71.9571,-75.4448718648,0.002,1,1.0,1.0,108.41
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-67.4627,1294.76998925,35.8025,-67.4627283166,0.01,100,-67.4627283166,,1294.76998925,-67.4627,-67.4627283166,0.01,2,1.0,1.0,98.64
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-66.7192,1320.82520798,35.9899,-65.9757506843,0.005,100,-65.9757506843,,1320.82520798,-66.7192,-65.9757506843,0.005,2,1.0,1.0,96.34
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-66.9659,1294.21872255,35.9267,-67.4593334369,0.00333333,100,-67.4593334369,,1294.21872255,-66.9659,-67.4593334369,0.00333333,2,1.0,1.0,98.81
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-68.1686,2527.42390525,39.974,-71.7766783646,0.0025,100,-71.7766783646,,2527.42390525,-68.1686,-71.7766783646,0.0025,2,1.0,1.0,104.06
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-70.0304,4924.72796165,47.6162,-77.4776258434,0.002,100,-77.4776258434,,4924.72796165,-70.0304,-77.4776258434,0.002,1,1.0,1.0,110.21
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-70.4528,2535.37858525,50.1001,-70.4527916771,0.01,100,-70.4527916771,,2535.37858525,-70.4528,-70.4527916771,0.01,2,1.0,1.0,101.83
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-67.819,1318.27981207,43.755,-65.1851947628,0.005,100,-65.1851947628,,1318.27981207,-67.819,-65.1851947628,0.005,2,1.0,1.0,94.49
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-66.7513,68.6475245827,36.0731,-64.6159905538,0.00333333,100,-64.6159905538,,68.6475245827,-66.7513,-64.6159905538,0.00333333,2,1.0,1.0,95.78
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-66.7476,1313.99119545,36.0716,-66.7363044268,0.0025,100,-66.7363044268,,1313.99119545,-66.7476,-66.7363044268,0.0025,2,1.0,1.0,97.25
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-66.5648,1314.87187556,36.075,-65.8334841646,0.002,100,-65.8334841646,,1314.87187556,-66.5648,-65.8334841646,0.002,1,1.0,1.0,95.71
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-74.4276,3732.3124887,60.7864,-74.4276055491,0.01,100,-74.4276055491,,3732.3124887,-74.4276,-74.4276055491,0.01,2,1.0,1.0,107.23
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-72.3198,2554.75149889,55.826,-70.2119896881,0.005,100,-70.2119896881,,2554.75149889,-72.3198,-70.2119896881,0.005,2,1.0,1.0,101.23
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-71.0364,1324.89680675,50.1817,-68.4694620091,0.00333333,100,-68.4694620091,,1324.89680675,-71.0364,-68.4694620091,0.00333333,2,1.0,1.0,100.32
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-71.8429,3725.3785033,53.0343,-74.2624894829,0.0025,100,-74.2624894829,,3725.3785033,-71.8429,-74.2624894829,0.0025,2,1.0,1.0,106.19
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-72.3376,3718.07998854,54.6559,-74.3162629806,0.002,100,-74.3162629806,,3718.07998854,-72.3376,-74.3162629806,0.002,1,1.0,1.0,106.64
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-78.8791,4874.77199228,69.4696,-78.87911892,0.01,100,-78.87911892,,4874.77199228,-78.8791,-78.87911892,0.01,2,1.0,1.0,112.37
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-72.828,1312.40143986,55.6711,-66.7769509128,0.005,100,-66.7769509128,,1312.40143986,-72.828,-66.7769509128,0.005,2,1.0,1.0,97.66
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-72.9105,3760.28668492,57.5073,-73.0754052661,0.00333333,100,-73.0754052661,,3760.28668492,-72.9105,-73.0754052661,0.00333333,2,1.0,1.0,104.73
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-73.4027,3724.21207809,58.3334,-74.8791569062,0.0025,100,-74.8791569062,,3724.21207809,-73.4027,-74.8791569062,0.0025,2,1.0,1.0,107.64
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-71.4694,79.4015847686,52.4681,-63.7361878827,0.002,100,-63.7361878827,,79.4015847686,-71.4694,-63.7361878827,0.002,1,1.0,1.0,94.15
1.0,500,0.01,500.0,100.0,1.0,1.0,3.50449e-18,-77.0853,4923.0498048,69.8127,-77.085317737,0.01,100,-77.085317737,,4923.0498048,-77.0853,-77.085317737,0.01,2,1.0,1.0,108.99
1.0,500,0.005,500.0,200.000000102,1.0,1.0,2.1793e-19,-70.9523,64.221770087,50.0631,-64.8191906258,0.005,100,-64.8191906258,,64.221770087,-70.9523,-64.8191906258,0.005,2,1.0,1.0,95.59
1.0,500,0.00333333,500.0,299.999969474,1.0,1.0,5.43914e-20,-70.6928,2549.37524773,50.1229,-70.1738844205,0.00333333,100,-70.1738844205,,2549.37524773,-70.6928,-70.1738844205,0.00333333,2,1.0,1.0,101.77
1.0,500,0.0025,500.0,400.0,1.0,1.0,5.4346e-20,-71.4215,3734.27749177,53.01,-73.6077754661,0.0025,100,-73.6077754661,,3734.27749177,-71.4215,-73.6077754661,0.0025,2,1.0,1.0,105.14
1.0,500,0.002,500.0,500.000006643,1.0,1.0,5.43187e-20,-71.3743,2534.55479522,52.4394,-71.1852801879,0.002,100,-71.1852801879,,2534.55479522,-71.3743,-71.1852801879,0.002,1,1.0,1.0,103.22
