AvgEpLen,IterType,VarJ,eRenyi2,VarRet,VarDiscRet,EpsThisIter,AvgNormIw,MaxVanillaIw,VanillaAvgRet,VarNormIw,MinNormIw,Bound,ESSRenyi,AvgRet,VarVanillaIw,ESSClassic,AvgDiscRet,MinVanillaIw,AvgVanillaIw,MaxNormIw,BatchSize,J
17.52,1,3.6350513,1.0288463,10.989991117441798,10.989991117441798,100,0.010000002,1.6922096,-106.99728325938797,2.7330611e-06,0.005928226,-117.04201,97.19625128670259,-106.99728325938797,0.0278255,97.36552987805744,-106.99728325938797,0.5981658,1.0090132,0.016770937,100,-106.72429
18.45,1,3.0239477,1.0081621,11.155916822668248,11.155916822668248,100,0.01,1.1653,-107.30934274447819,7.015862e-07,0.0065417853,-117.58011,99.19039403330488,-107.30934274447819,0.007034892,99.31023844443379,-107.30934274447819,0.6550651,1.0013553,0.011637229,100,-107.219635
18.54,1,2.8325799,1.0077231,8.851451065363854,8.851451065363854,100,0.01,1.3612864,-107.36191586885508,7.3034875e-07,0.0076817614,-117.63642,99.23360960106675,-107.36191586885508,0.0072525027,99.28215672816803,-107.36191586885508,0.76549023,0.99650353,0.013660628,100,-107.2829
18.09,1,5.065784,1.0342449,14.516193964052027,14.516193964052027,100,0.01,2.2534933,-107.20766375024974,5.6732156e-06,0.0077609164,-116.996315,96.68889881424064,-107.20766375024974,0.058067963,94.68217460983838,-107.20766375024974,0.7851753,1.0117044,0.022274226,100,-106.902435
17.17,1,2.813437,1.0092716,8.01653222822147,8.01653222822147,100,0.01,1.1869191,-107.1005208560234,6.840494e-07,0.0060907924,-116.63473,99.08135515705406,-107.1005208560234,0.0070155403,99.32734993144663,-107.1005208560234,0.616823,1.0127139,0.011720181,100,-107.0114
17.04,1,2.7670884,1.0103242,6.267779638416727,6.267779638416727,100,0.009999998,1.8938247,-107.01697460925111,1.6295326e-06,0.008954321,-116.447235,98.97812609805487,-107.01697460925111,0.015935209,98.41240598707793,-107.01697460925111,0.88548255,0.98888856,0.019151043,100,-106.9305
21.83,1,7.28956,1.0628532,22.097687141432534,22.097687141432534,100,0.01,2.3864956,-106.83985541278213,8.358998e-06,0.0053567137,-116.44307,94.08636901951904,-106.83985541278213,0.08627411,92.35707146850653,-106.83985541278213,0.5442038,1.0159285,0.023490783,100,-106.284256
17.92,1,3.4579914,1.0137656,8.492202262713265,8.492202262713265,100,0.01,1.5850561,-106.65963744739501,1.0896368e-06,0.008782485,-116.45808,98.64213444790396,-106.65963744739501,0.01065697,98.9327814346259,-106.65963744739501,0.8685471,0.9889537,0.016027607,100,-106.53732
31.31,1,6.760527,1.0388741,1481.9527852685917,1481.9527852685917,100,0.01,1.2435231,-111.5944234090747,4.777314e-06,0.00067984493,-148.29643,96.25805018366651,-111.5944234090747,0.047502507,95.48404630358782,-111.5944234090747,0.067791656,0.9971635,0.012470605,100,-107.44478
18.8,1,6.6747417,1.0367907,18.43242207975222,18.43242207975222,100,0.01,1.8768214,-106.8751187981038,2.7782992e-06,0.005302924,-116.40176,96.45147978707246,-106.8751187981038,0.02588262,97.32312838996125,-106.8751187981038,0.51183504,0.9651939,0.019445019,100,-106.57799
20.0,1,3.6470566,1.0276414,10.791274561016436,10.791274561016436,100,0.01,1.9319097,-106.78573414821786,4.306912e-06,0.0073844315,-116.87122,97.31020809627677,-106.78573414821786,0.04297964,95.91051506686811,-106.78573414821786,0.73767567,0.9989607,0.019339196,100,-106.54331
19.55,1,5.8377934,1.0306255,23.251693845690816,23.251693845690816,100,0.01,1.5695695,-106.5003514980111,3.6498682e-06,0.0047642766,-116.25248,97.028458577299,-106.5003514980111,0.037313722,96.5126737403202,-106.5003514980111,0.48171774,1.0111036,0.015523328,100,-106.21301
19.87,1,4.98021,1.0290774,19.10804205197685,19.10804205197685,100,0.010000002,2.0198934,-106.48317300466071,3.4971094e-06,0.005249576,-116.20714,97.17441949500997,-106.48317300466071,0.033560913,96.65369546921976,-106.48317300466071,0.51426446,0.9796304,0.020618932,100,-106.21691
23.46,1,5.3413043,1.0535585,18.293087807609194,18.293087807609194,100,0.01,2.2188573,-105.94302790327298,7.1439067e-06,0.004698466,-116.30415,94.91642178352772,-105.94302790327298,0.07087129,93.39468458948923,-105.94302790327298,0.4679758,0.99601823,0.022277277,100,-105.42866
28.75,1,8.216957,1.0746648,59.101648845600025,59.101648845600025,100,0.01,1.5175983,-106.63606670057861,8.13862e-06,0.0012811961,-118.82863,93.05226811220749,-106.63606670057861,0.08403151,92.54354759189707,-106.63606670057861,0.13018511,1.0161216,0.014935202,100,-105.75154
32.77,1,7.9503055,1.0723656,844.0076056885325,844.0076056885325,100,0.01,1.372371,-111.04527728145678,8.835229e-06,0.0014605068,-136.11815,93.25177544047654,-111.04527728145678,0.08659103,91.956677202652,-111.04527728145678,0.14458762,0.98998255,0.013862577,100,-107.57682
22.59,1,4.665384,1.027321,17.64362209398684,17.64362209398684,100,0.01,1.3322394,-106.16670286476537,3.1685404e-06,0.004746907,-116.08064,97.34056039637991,-106.16670286476537,0.03054917,96.9585568257522,-106.16670286476537,0.4661018,0.98190635,0.013567886,100,-105.9269
25.22,1,6.903024,1.0935743,24.13027410159939,24.13027410159939,100,0.009999999,3.0609388,-105.33023455125398,1.3241163e-05,0.0033314035,-114.63656,91.44326208586715,-105.33023455125398,0.15070994,88.41050449126199,-105.33023455125398,0.3554145,1.0668612,0.02869107,100,-104.43107
32.38,1,8.601767,1.0483174,647.7782969395821,647.7782969395821,100,0.010000002,1.3539572,-109.67590839744501,5.320554e-06,0.0029764283,-137.61227,95.39095402689402,-109.67590839744501,0.051241856,94.99620025805756,-109.67590839744501,0.29209855,0.9813728,0.013796563,100,-107.58483
23.62,1,4.925187,1.0331448,18.06866560162648,18.06866560162648,100,0.01,1.3139651,-105.61515268064673,4.099544e-06,0.0044700876,-115.25623,96.79185041227593,-105.61515268064673,0.038143735,96.09973540474589,-105.61515268064673,0.43118122,0.9645923,0.013621974,100,-105.32657
24.96,1,5.9095407,1.0429575,25.538941769530865,25.538941769530865,100,0.010000002,2.1542737,-105.02768639502489,4.8101324e-06,0.0059764534,-114.29724,95.88117996169146,-105.02768639502489,0.05039687,95.45442935643915,-105.02768639502489,0.6117399,1.0235834,0.02104639,100,-104.61752
28.69,1,9.301381,1.1403134,45.78814389522997,45.78814389522997,100,0.01,1.9442637,-104.27610632032398,1.6785747e-05,0.0022781119,-113.48421,87.69519076712258,-104.27610632032398,0.17166469,85.75013887561397,-104.27610632032398,0.2303802,1.011277,0.019225826,100,-103.10012
37.36,1,10.20942,1.0346775,354.3457277728363,354.3457277728363,100,0.01,1.2725945,-105.24706937438383,3.9718066e-06,0.004332084,-128.19354,96.64847207858882,-105.24706937438383,0.04038319,96.2166758012046,-105.24706937438383,0.43682066,1.0083383,0.012620709,100,-104.17145
36.2,1,10.200549,1.0444602,541.299367435852,541.299367435852,100,0.01,1.2823932,-105.6798325743665,5.179836e-06,0.0028679797,-131.7638,95.74323862386717,-105.6798325743665,0.05377389,95.12211645359217,-105.6798325743665,0.29221585,1.0188909,0.012586168,100,-103.95186
29.76,1,10.786813,1.1150827,61.152313634723,61.152313634723,100,0.01,2.1928296,-104.04141099464182,1.1416497e-05,0.00157036,-113.28971,89.67944381393526,-104.04141099464182,0.113495365,89.84538597575548,-104.04141099464182,0.15657482,0.99706316,0.021992886,100,-103.090965
39.31,1,9.137667,1.0630401,192.21698766419038,192.21698766419038,100,0.01,1.5911832,-103.6555558350587,8.765652e-06,0.0018699304,-121.32033,94.06982529826148,-103.6555558350587,0.09142061,92.01496171562103,-103.6555558350587,0.19096571,1.021245,0.015580817,100,-102.28868
32.96,1,8.80292,1.074101,56.49622835564697,56.49622835564697,100,0.01,2.4563775,-102.82304763105138,9.186772e-06,0.004049781,-112.14675,93.10111682166857,-102.82304763105138,0.09302109,91.6633004276833,-102.82304763105138,0.4075123,1.0062577,0.024411019,100,-102.07898
32.18,1,6.5511413,1.1098005,32.38688008245682,32.38688008245682,100,0.01,1.6383792,-103.3557727574661,1.3079482e-05,0.0013144482,-112.53849,90.10628828205822,-103.3557727574661,0.12852529,88.53579469773788,-103.3557727574661,0.13029942,0.9912861,0.016527815,100,-102.43932
37.75,1,14.492278,1.4221299,73.03397981179809,73.03397981179809,100,0.01,2.3797092,-102.01944510507435,4.7193134e-05,0.00023396581,-110.536026,70.31706607631884,-102.01944510507435,0.4683772,68.15647813725201,-102.01944510507435,0.023308313,0.99622726,0.023887213,100,-99.061455
38.08,1,6.7219615,1.1056167,47.62935073265515,47.62935073265515,100,0.01,1.6171724,-102.15147332828357,9.2824275e-06,0.003772492,-112.44709,90.44725990435151,-102.15147332828357,0.095883176,91.5838160778997,-102.15147332828357,0.38341472,1.0163434,0.015911674,100,-101.095825
38.76,1,7.1202464,1.1146944,43.48710906729536,43.48710906729536,100,0.01,1.5568371,-102.42750023929015,1.2544768e-05,0.0020773346,-111.93758,89.71069009128054,-102.42750023929015,0.118870735,88.9526866225808,-102.42750023929015,0.20221463,0.97343314,0.015993262,100,-101.44786
44.48,1,9.814896,1.1058791,73.16546784467575,73.16546784467575,100,0.009999999,2.463548,-99.99918143240149,1.2759986e-05,0.0023616864,-109.120026,90.42580048736707,-99.99918143240149,0.13848266,88.78443463098002,-99.99918143240149,0.24603385,1.0417719,0.023647672,100,-99.0424
41.2,1,7.821416,1.087483,54.57133951641856,54.57133951641856,100,0.009999999,1.7531371,-99.14724573246454,7.6428e-06,0.00364767,-108.77184,91.95545635726468,-99.14724573246454,0.07513844,92.96587504633634,-99.14724573246454,0.36167657,0.99152774,0.01768117,100,-98.3358
40.23,1,7.2436495,1.0773598,45.72077877082444,45.72077877082444,100,0.010000002,2.0784416,-100.2007662151418,8.498209e-06,0.002125613,-109.641014,92.8195022787705,-100.2007662151418,0.09196653,92.23964265294644,-100.2007662151418,0.22112375,1.0402824,0.01997959,100,-99.4641
41.37,1,9.272627,1.0345672,68.51205883867826,68.51205883867826,100,0.01,1.5953087,-100.4389810214364,3.1456975e-06,0.0060813236,-109.97232,96.65877328535005,-100.4389810214364,0.031827826,96.97982547389039,-100.4389810214364,0.6117065,1.0058773,0.015859874,100,-100.10741
41.12,1,8.174408,1.029365,54.85125367044886,54.85125367044886,100,0.01,1.2744511,-99.91985988045127,3.2689322e-06,0.0057562375,-109.65755,97.14727573640069,-99.91985988045127,0.031600095,96.86519386244537,-99.91985988045127,0.5659524,0.9831985,0.012962297,100,-99.638565
43.26,1,6.9521227,1.0360113,44.29894050587616,44.29894050587616,100,0.01,1.4592351,-99.42236326118032,3.4717127e-06,0.004534556,-108.85423,96.52404014271359,-99.42236326118032,0.034618534,96.67721524856195,-99.42236326118032,0.45281124,0.998579,0.014613115,100,-99.09132
42.98,1,8.233057,1.043245,66.57702389044758,66.57702389044758,100,0.010000002,1.3426555,-99.26449761829623,4.136221e-06,0.004677807,-108.694,95.85476473234543,-99.26449761829623,0.043272574,96.06621485773815,-99.26449761829623,0.47846127,1.0228324,0.013126838,100,-98.86537
43.54,1,9.839133,1.0489016,66.40636198436984,66.40636198436984,100,0.01,2.411007,-99.15567631839991,6.993251e-06,0.0058540544,-108.52977,95.3378315102109,-99.15567631839991,0.07163302,93.52498371115237,-99.15567631839991,0.5924802,1.0120852,0.023822173,100,-98.72033
42.71,1,20.11906,1.3987149,54.079028326750034,54.079028326750034,100,0.01,9.273359,-99.81991871752552,0.00010238324,0.00077228004,-108.50379,71.49419799474502,-99.81991871752552,0.9975184,49.662443880738124,-99.81991871752552,0.07622911,0.9870657,0.09394876,100,-97.50811
41.79,1,9.922491,1.0815206,52.402208850853036,52.402208850853036,100,0.009999999,1.8739095,-100.05725802519503,7.858493e-06,0.003217073,-109.141624,92.46241258702719,-100.05725802519503,0.0790509,92.7817004133058,-100.05725802519503,0.32265967,1.0029603,0.018683784,100,-99.35197
44.06,1,8.193936,1.0342526,57.75650133536456,57.75650133536456,100,0.01,1.6912718,-100.14124334510414,3.7064742e-06,0.0048196507,-109.5515,96.68817442259859,-100.14124334510414,0.036445323,96.46048131602234,-100.14124334510414,0.47792086,0.99160886,0.017055836,100,-99.850975
43.79,1,14.899727,1.1861928,80.78739538099121,80.78739538099121,100,0.01,4.2522554,-98.25177346236421,2.5832282e-05,0.0031217888,-107.5359,84.30333090598609,-98.25177346236421,0.314767,79.63435246178716,-98.25177346236421,0.34460115,1.103858,0.038521763,100,-96.71454
44.13,1,10.905849,1.1117514,75.37469825734055,75.37469825734055,100,0.01,1.9776114,-97.58688683581354,1.08814165e-05,0.0014787372,-106.75875,89.94816346089614,-97.58688683581354,0.10412432,90.27504428668259,-97.58688683581354,0.14465198,0.9782129,0.020216575,100,-96.61212
42.4,1,19.771278,1.3868136,93.4819009627538,93.4819009627538,100,0.01,4.4369974,-97.9651726477372,4.7693964e-05,0.00016111598,-106.24285,72.10774185717788,-97.9651726477372,0.50015855,67.92692890927698,-97.9651726477372,0.016499119,1.0240523,0.043327842,100,-95.224884
43.6,1,30.37198,1.4912136,82.60969708345968,82.60969708345968,100,0.010000002,20.28579,-98.7195731815676,0.00033809125,0.0008870675,-106.46661,67.0594760370882,-98.7195731815676,5.1513615,23.00382366822995,-98.7195731815676,0.10949662,1.2343663,0.16434173,100,-94.88187
41.56,1,7.1283545,1.0180523,50.59420958268548,50.59420958268548,100,0.010000002,1.2921491,-99.80303598352357,2.1416267e-06,0.0040169368,-109.22293,98.22677687065239,-99.80303598352357,0.021841398,97.92381239009407,-99.80303598352357,0.40566105,1.0098766,0.012795118,100,-99.596756
37.71,1,6.249317,1.0454977,35.17267286922314,35.17267286922314,100,0.01,1.891115,-99.73245547015675,5.0139383e-06,0.0059953677,-108.75557,95.64822975803482,-99.73245547015675,0.053774018,95.27094030745154,-99.73245547015675,0.62088704,1.0356113,0.018260857,100,-99.329834
41.35,1,8.340722,1.0549823,63.08120981711563,63.08120981711563,100,0.01,2.5341582,-99.09332597241053,8.225693e-06,0.0056376304,-108.609634,94.78831973439499,-99.09332597241053,0.088573135,92.46980112515307,-99.09332597241053,0.5850074,1.0376831,0.02442131,100,-98.616714
45.31,1,8.116737,1.0511347,65.60192815109164,65.60192815109164,100,0.01,1.4122814,-98.85025269637377,6.9083158e-06,0.0036164143,-108.13773,95.1352852042805,-98.85025269637377,0.06779436,93.598590120856,-98.85025269637377,0.35825217,0.9906281,0.014256423,100,-98.39407
41.51,1,8.289438,1.0718939,52.70444971821345,52.70444971821345,100,0.01,1.7399035,-98.77533796565838,7.2421376e-06,0.0031431126,-107.904594,93.29281299260718,-98.77533796565838,0.076386325,93.30995506874501,-98.77533796565838,0.3228006,1.0270094,0.016941456,100,-98.1782
44.21,1,8.515477,1.0574071,64.90910556759292,64.90910556759292,100,0.009999999,1.62808,-98.28229322867276,5.094285e-06,0.0032774706,-107.819534,94.57095204671295,-98.28229322867276,0.05074246,95.19881411200684,-98.28229322867276,0.3271018,0.99803126,0.016312916,100,-97.755486
42.06,1,10.324759,1.1622276,56.12961298936817,56.12961298936817,100,0.010000002,1.8153274,-98.40858309488907,2.280213e-05,0.0007787583,-107.11482,86.04166461527352,-98.40858309488907,0.19717985,81.5832753139393,-98.40858309488907,0.07241796,0.92991567,0.019521419,100,-97.09436
42.61,1,7.759114,1.0176681,56.592899610044626,56.592899610044626,100,0.010000002,1.4001768,-98.27269188071618,1.5600957e-06,0.0075144223,-107.76645,98.26386151563013,-98.27269188071618,0.015615353,98.4789922024886,-98.27269188071618,0.75178885,1.0004612,0.013995312,100,-98.10665
45.95,1,7.254033,1.0810351,43.122505386705726,43.122505386705726,100,0.01,1.3806041,-98.81669590171052,9.202391e-06,0.0018948568,-108.306145,92.50393124240493,-98.81669590171052,0.08544901,91.65032690973136,-98.81669590171052,0.18259108,0.9636141,0.014327355,100,-98.14681
41.83,1,8.251471,1.1003374,40.35535025854981,40.35535025854981,100,0.01,2.2653995,-99.19840184049204,1.0262465e-05,0.0029653823,-108.340614,90.88121630729405,-99.19840184049204,0.09905411,90.77717497605306,-99.19840184049204,0.29133394,0.9824499,0.023058677,100,-98.4354
43.93,1,14.328623,1.1930926,63.300775533456545,63.300775533456545,100,0.01,4.67884,-97.46810090497195,2.409247e-05,0.001958483,-106.034134,83.81579207676442,-97.46810090497195,0.23757577,80.74184194563838,-97.46810090497195,0.19448233,0.9930254,0.04711702,100,-95.93341
43.87,1,8.127286,1.0396807,54.317586221551394,54.317586221551394,100,0.01,1.336174,-98.59186542065561,5.256523e-06,0.00317202,-107.89817,96.18337450756604,-98.59186542065561,0.05002783,95.05346001532415,-98.59186542065561,0.3094514,0.97556573,0.013696401,100,-98.220856
42.73,1,12.000922,1.1395899,51.166785950166876,51.166785950166876,100,0.01,3.5566275,-98.89163951707732,2.1599626e-05,0.00032057418,-107.82496,87.75086502294612,-98.89163951707732,0.20178242,82.38342315071952,-98.89163951707732,0.030984685,0.9665372,0.036797628,100,-98.08934
44.52,1,8.387068,1.0170976,64.25302739938523,64.25302739938523,100,0.009999999,1.286529,-97.5994973291479,1.740234e-06,0.0059164497,-106.6846,98.31898212301805,-97.5994973291479,0.016447956,98.3063746539557,-97.5994973291479,0.5751927,0.9721923,0.013233276,100,-97.454605
42.5,1,10.177044,1.1122825,61.81321185102329,61.81321185102329,100,0.01,3.2984204,-98.40054990550841,1.4577077e-05,0.0025589322,-107.18527,89.9052162466714,-98.40054990550841,0.14870602,87.38867558687,-98.40054990550841,0.2584567,1.0100178,0.032657053,100,-97.45282
41.64,1,6.295207,1.0170215,40.33891086707437,40.33891086707437,100,0.01,1.2630354,-98.97272558322851,1.2291656e-06,0.0068032593,-108.23734,98.32633467328614,-98.97272558322851,0.012504745,98.79776131136283,-98.97272558322851,0.68619764,1.0086308,0.012522277,100,-98.813995
40.19,1,6.636524,1.0593482,39.54708780407516,39.54708780407516,100,0.01,1.6509266,-99.54992720351909,9.335884e-06,0.0018744167,-108.89606,94.39766602145265,-99.54992720351909,0.085165165,91.5394489435905,-99.54992720351909,0.17902736,0.9551097,0.017285204,100,-99.06157
40.24,1,7.4948907,1.0363309,47.012600732887186,47.012600732887186,100,0.009999999,1.8830959,-98.21586480429181,5.2189002e-06,0.0062455,-107.33116,96.4942725344613,-98.21586480429181,0.05714267,95.08715214903988,-98.21586480429181,0.65351856,1.0463831,0.017996237,100,-97.86876
42.65,1,31.791544,1.6512879,58.207402159664305,58.207402159664305,100,0.01,14.065619,-97.72006294166462,0.00019365271,0.0002515644,-106.04498,60.558791227870444,-97.72006294166462,2.1363459,34.279900913797576,-97.72006294166462,0.026422454,1.0503258,0.13391674,100,-93.9528
39.91,1,5.9187117,1.0280755,30.334828855582284,30.334828855582284,100,0.01,1.5638674,-99.36564603391618,3.3165488e-06,0.004661021,-108.462845,97.26912490338147,-99.36564603391618,0.033833433,96.82100014499488,-99.36564603391618,0.4707723,1.0100198,0.015483533,100,-99.11774
41.6,1,72.99717,2.4353204,57.32765500297423,57.32765500297423,100,0.010000002,36.126446,-98.73278186625159,0.0007294299,0.0005214812,-105.3921,41.062359158190624,-98.73278186625159,12.931561,12.16344342784274,-98.73278186625159,0.06943403,1.3314772,0.27132607,100,-89.73948
44.12,1,7.946819,1.0779735,47.1772894055747,47.1772894055747,100,0.010000003,1.4643116,-98.33384875503025,8.058813e-06,0.0017103278,-107.30797,92.76666021210265,-98.33384875503025,0.077110015,92.611238626836,-98.33384875503025,0.16730125,0.9781824,0.01496972,100,-97.72029
44.3,1,17.413193,1.4136075,91.0994643423065,91.0994643423065,100,0.01,3.593354,-97.06257869266085,5.3913096e-05,0.00045778524,-105.35647,70.74099532315152,-97.06257869266085,0.43632057,65.20011377440143,-97.06257869266085,0.041182954,0.89961296,0.039943334,100,-93.996796
40.89,1,6.5288196,1.0359203,39.019355696819744,39.019355696819744,100,0.010000002,1.3541629,-99.64822990677892,3.7905309e-06,0.004375991,-109.13789,96.53252633019211,-99.64822990677892,0.037002202,96.38308723152234,-99.64822990677892,0.4323547,0.98801553,0.013705887,100,-99.32884
43.14,1,6.0464096,1.0241795,35.58273513018432,35.58273513018432,100,0.01,1.2498251,-99.1483080884834,2.5222946e-06,0.004515758,-108.34416,97.63913849133556,-99.1483080884834,0.02568585,97.56376547670529,-99.1483080884834,0.4557007,1.0091345,0.012385119,100,-98.917046
44.96,1,8.345241,1.035411,61.28705131859643,61.28705131859643,100,0.01,1.3782083,-98.83714981544142,2.656736e-06,0.005842192,-108.50845,96.58000540431196,-98.83714981544142,0.027408585,97.43724872597893,-98.83714981544142,0.5933964,1.0157086,0.013568935,100,-98.49139
46.49,1,13.61796,1.0886075,75.02134085770005,75.02134085770005,100,0.01,3.238891,-97.1484513537071,1.1483208e-05,0.0034640853,-106.29466,91.86046893626322,-97.1484513537071,0.13194694,89.79210362904557,-97.1484513537071,0.37132707,1.071934,0.030215396,100,-96.594826
42.01,1,8.171652,1.0368019,47.21896213662406,47.21896213662406,100,0.009999999,2.1021297,-98.5108148854621,3.7729471e-06,0.0074762288,-107.715744,96.45043734711535,-98.5108148854621,0.03711508,96.39929697011682,-98.5108148854621,0.7415106,0.9918244,0.021194575,100,-98.21552
41.3,1,11.001145,1.119,69.69507304017898,69.69507304017898,100,0.01,2.2423382,-97.45884687331116,1.348179e-05,0.0016908742,-106.31374,89.36550826624304,-97.45884687331116,0.13455112,88.22468420621016,-97.45884687331116,0.16892006,0.99901015,0.022445599,100,-96.61276
43.55,1,16.381676,1.398652,80.93755160573768,80.93755160573768,100,0.009999999,2.615225,-98.0330597629098,6.214498e-05,0.00016052033,-106.31497,71.49741539553027,-98.0330597629098,0.49456066,61.91049747220641,-98.0330597629098,0.014319796,0.8920861,0.029315837,100,-95.256065
42.43,1,8.132613,1.0690225,45.64149518116584,45.64149518116584,100,0.01,2.1770306,-97.91393633443677,4.572722e-06,0.0069019664,-106.932846,93.54339745557652,-97.91393633443677,0.045915533,95.66905736436513,-97.91393633443677,0.69161636,1.002057,0.021725617,100,-97.27315
45.89,1,9.870513,1.0860648,84.33532228417005,84.33532228417005,100,0.01,1.9351434,-96.85198254920242,9.294364e-06,0.003120348,-105.908966,92.07553598171442,-96.85198254920242,0.09425687,91.57391235762418,-96.85198254920242,0.31423151,1.0070399,0.019216152,100,-96.11129
40.1,1,7.4617133,1.0480759,50.07415821798114,50.07415821798114,100,0.01,1.6696368,-97.91427378034555,5.292203e-06,0.0047694496,-106.6871,95.41293586436058,-97.91427378034555,0.057349343,95.02156962886771,-97.91427378034555,0.49649423,1.0409886,0.016038954,100,-97.47201
43.87,1,51.164158,2.006392,61.190594473367085,61.190594473367085,100,0.01,25.980015,-97.99711789790658,0.00043443427,0.0001912405,-105.32728,49.84070904142848,-97.99711789790658,6.67423,18.864724743382677,-97.99711789790658,0.023703825,1.2394773,0.20960462,100,-91.55329
42.35,1,7.2691197,1.0691615,44.723864859331485,44.723864859331485,100,0.01,2.017282,-99.41537988750298,8.087328e-06,0.0036725542,-108.694595,93.53123619864782,-99.41537988750298,0.08197303,92.58706214883154,-99.41537988750298,0.36974403,1.0067763,0.020037044,100,-98.80562
40.14,1,7.9725456,1.0330346,55.975725182409434,55.975725182409434,100,0.01,1.4335256,-98.54277238785288,2.4167252e-06,0.006581907,-107.844604,96.80218220709135,-98.54277238785288,0.024267944,97.66335865131076,-98.54277238785288,0.65956044,1.002081,0.0143054845,100,-98.24638
44.73,1,16.874865,1.2969444,72.96727280456356,72.96727280456356,100,0.01,5.312689,-97.42445615715874,4.2112908e-05,0.00040786204,-106.17547,77.10430883313458,-97.42445615715874,0.39606512,70.57572978725595,-97.42445615715874,0.039553866,0.9697854,0.054782107,100,-95.2316
41.0,1,7.7937016,1.0653143,54.6268991184368,54.6268991184368,100,0.01,2.1163113,-98.32923679735143,8.133374e-06,0.0035311612,-107.766556,93.86901186414732,-98.32923679735143,0.08001125,92.54799475839077,-98.32923679735143,0.3502335,0.9918366,0.021337297,100,-97.69056
44.53,1,13.83776,1.1981794,58.18060047033834,58.18060047033834,100,0.01,5.183616,-98.05235292006444,3.2461718e-05,0.0011061152,-107.298935,83.45995848993792,-98.05235292006444,0.32161352,75.6789606339581,-98.05235292006444,0.1100986,0.9953629,0.052077655,100,-96.700676
47.87,1,9.342357,1.0691919,78.00480791891806,78.00480791891806,100,0.01,1.5680574,-96.80853912652185,6.271373e-06,0.0034986276,-105.82691,93.52857699693791,-96.80853912652185,0.06095095,94.15427851152467,-96.80853912652185,0.34491068,0.9858456,0.01590571,100,-96.15895
