AvgRet,MaxNormIw,EpsThisIter,J,Bound,ESSClassic,IterType,VanillaAvgRet,MinNormIw,VarDiscRet,VarNormIw,MinVanillaIw,VarJ,VarRet,AvgDiscRet,VarVanillaIw,MaxVanillaIw,BatchSize,ESSRenyi,AvgEpLen,AvgNormIw,eRenyi2,Delta,AvgVanillaIw
-106.934858867,0.0118313,100,-106.79,-116.192,97.4517531676,1,-106.934858867,0.00380769,6.50155708571,2.64132e-06,0.378152,2.32713,6.50155708571,-106.934858867,0.0260514,1.175,100,98.3712228974,16.69,0.01,1.01656,0.6,0.993127
-106.859594067,0.010492,100,-106.841,-115.972,99.7635048177,1,-106.859594067,0.00778781,4.34040828176,2.39444e-07,0.776123,2.07058,4.34040828176,-106.859594067,0.00237812,1.04562,100,99.7921385721,18.59,0.01,1.00208,0.6,0.996587
-107.019618006,0.0136566,100,-106.895,-116.276,98.2254797602,1,-107.019618006,0.00608811,5.87217843205,1.82483e-06,0.608285,2.32403,5.87217843205,-107.019618006,0.0182167,1.36448,100,98.6970184672,17.94,0.01,1.0132,0.6,0.999135
-107.237268915,0.0114393,100,-107.199,-116.511,99.6141334467,1,-107.237268915,0.00716824,7.17568565802,3.91309e-07,0.716419,2.63031,7.17568565802,-107.237268915,0.00390867,1.14328,100,99.6107411735,18.99,0.01,1.00391,0.6,0.999435
-107.100989259,0.0115847,100,-107.032,-116.508,99.1079137207,1,-107.100989259,0.00747535,6.09008328883,9.09221e-07,0.744232,2.391,6.09008328883,-107.100989259,0.00901203,1.15336,100,99.2812219653,17.82,0.01,1.00724,0.6,0.995581
-106.869485469,0.0110147,100,-106.842,-116.144,99.7552916451,1,-106.869485469,0.00851083,4.39688989138,2.47804e-07,0.850464,2.0659,4.39688989138,-106.869485469,0.00247444,1.10067,100,99.7006226796,16.87,0.01,1.003,0.6,0.999272
-106.92590617,0.011359,100,-106.864,-116.42,99.4467884452,1,-106.92590617,0.00619817,6.22886491538,5.61897e-07,0.623551,2.36608,6.22886491538,-106.92590617,0.00568688,1.14275,100,99.4041751231,17.26,0.01,1.00599,0.6,1.00603
-107.509591657,0.0116757,100,-107.275,-118.54,97.8975123164,1,-107.509591657,0.00410041,14.6765181215,2.16934e-06,0.405773,2.72802,14.6765181215,-107.509591657,0.0212441,1.15542,100,98.3451589857,19.43,0.01,1.01683,0.6,0.989592
-106.620149323,0.0110861,100,-106.573,-115.763,99.4483419384,1,-106.620149323,0.00693136,6.32805369887,5.60309e-07,0.685905,2.45097,6.32805369887,-106.620149323,0.00548679,1.09705,100,99.4967168938,18.15,0.01,1.00506,0.6,0.989568
-106.765735417,0.0107282,100,-106.737,-116.05,99.6763398159,1,-106.765735417,0.00739133,4.7172952963,3.27987e-07,0.742434,2.11282,4.7172952963,-106.765735417,0.00330923,1.07761,100,99.7085388801,18.27,0.01,1.00292,0.6,1.00447
-106.478846387,0.0118874,100,-106.44,-115.984,99.5846675909,1,-106.478846387,0.00891064,5.86827160692,4.2124e-07,0.894489,2.37962,5.86827160692,-106.478846387,0.00424484,1.1933,100,99.6005343939,17.83,0.01,1.00401,0.6,1.00384
-106.681792787,0.011597,100,-106.609,-115.838,99.2521659439,1,-106.681792787,0.00700504,8.02137573841,7.61064e-07,0.703209,2.8583,8.02137573841,-106.681792787,0.00766954,1.16418,100,99.1764154108,20.11,0.01,1.0083,0.6,1.00386
-106.707021729,0.0111718,100,-106.65,-115.953,99.2272433243,1,-106.707021729,0.00559521,9.73669910776,7.86633e-07,0.55307,3.25593,9.73669910776,-106.707021729,0.00768598,1.1043,100,99.3956947532,18.19,0.01,1.00608,0.6,0.988471
-107.169349884,0.012735,100,-107.149,-116.559,99.7673190597,1,-107.169349884,0.00904159,3.92195717257,2.35595e-07,0.906607,1.94937,3.92195717257,-107.169349884,0.00236872,1.27695,100,99.7738599302,16.62,0.01,1.00227,0.6,1.00271
-107.358994587,0.0122217,100,-107.22,-116.647,98.435379798,1,-107.358994587,0.00638785,7.30299719907,1.60554e-06,0.633028,2.53255,7.30299719907,-107.358994587,0.0157673,1.21115,100,98.5532125866,17.4,0.01,1.01468,0.6,0.990988
-106.593193451,0.130407,100,-103.683,-114.978,37.9592496956,1,-106.593193451,0.00147747,10.8682255569,0.000165091,0.158289,28.1692,10.8682255569,-106.593193451,1.89489,13.9711,100,67.6958684142,18.97,0.01,1.4772,0.6,1.07135
-106.639488716,0.013958,100,-106.572,-115.742,99.0093467466,1,-106.639488716,0.00850242,3.4499077135,1.01069e-06,0.861992,1.86397,3.4499077135,-106.639488716,0.0103882,1.41509,100,99.2679342962,16.62,0.01,1.00737,0.6,1.01382
-106.712125991,0.0116257,100,-106.676,-115.818,99.6335041155,1,-106.712125991,0.00889735,3.72816116388,3.71534e-07,0.878038,1.88191,3.72816116388,-106.712125991,0.00361829,1.14729,100,99.6211866603,17.35,0.01,1.0038,0.6,0.986853
-106.528554083,0.012474,100,-106.471,-115.78,99.37922842,1,-106.528554083,0.00786965,7.21236158347,6.30985e-07,0.793554,2.74053,7.21236158347,-106.528554083,0.00641595,1.25784,100,99.3785382083,16.85,0.01,1.00625,0.6,1.00837
-105.808543782,0.0179861,100,-105.454,-114.718,94.8872013161,1,-105.808543782,0.00425132,27.8066754829,5.44272e-06,0.425706,7.41731,27.8066754829,-105.808543782,0.0545743,1.80104,100,95.8084445117,18.92,0.01,1.04375,0.6,1.00135
-106.197778531,0.0114139,100,-106.137,-115.384,98.9871723149,1,-106.197778531,0.00593544,6.46257304786,1.03355e-06,0.578995,2.56021,6.46257304786,-106.197778531,0.00983499,1.11341,100,99.3269394376,18.35,0.01,1.00678,0.6,0.975489
-106.7071383,0.0130276,100,-106.642,-115.905,99.1028114867,1,-106.7071383,0.00714414,5.58117147259,9.14465e-07,0.719051,2.44097,5.58117147259,-106.7071383,0.00926374,1.31122,100,99.2850761722,18.96,0.01,1.0072,0.6,1.00649
-106.601008744,0.0114205,100,-106.521,-115.749,98.7472709168,1,-106.601008744,0.00557217,6.53298712195,1.28143e-06,0.55397,2.54299,6.53298712195,-106.601008744,0.0126655,1.13539,100,99.1399511664,20.29,0.01,1.00868,0.6,0.994174
-106.566940939,0.0105835,100,-106.546,-115.796,99.7445576803,1,-106.566940939,0.00737537,4.30677569561,2.58684e-07,0.735347,2.01872,4.30677569561,-106.566940939,0.00257149,1.05521,100,99.7833782314,17.39,0.01,1.00217,0.6,0.99703
-106.590743478,0.0140459,100,-106.535,-115.815,99.1906755725,1,-106.590743478,0.00745268,4.60404871957,8.24166e-07,0.742259,2.12802,4.60404871957,-106.590743478,0.00817522,1.39892,100,99.4074852156,21.38,0.01,1.00596,0.6,0.995961
-107.049465753,0.0127473,100,-106.965,-116.422,99.2265705532,1,-107.049465753,0.00815876,5.15148124694,7.87326e-07,0.820371,2.19815,5.15148124694,-107.049465753,0.00796023,1.28175,100,99.10653452,18.88,0.01,1.00902,0.6,1.00551
-106.84113368,0.0117192,100,-106.805,-116.11,99.6937949578,1,-106.84113368,0.00879059,5.36643215499,3.10263e-07,0.876321,2.31901,5.36643215499,-106.84113368,0.00308333,1.16827,100,99.6366992331,18.9,0.01,1.00365,0.6,0.996885
-106.502011002,0.013724,100,-106.42,-115.661,98.9251794725,1,-106.502011002,0.00760578,6.20122733827,1.09749e-06,0.763101,2.66525,6.20122733827,-106.502011002,0.0110479,1.37696,100,99.0606336327,19.35,0.01,1.00948,0.6,1.00332
-106.542227673,0.0118907,100,-106.52,-115.741,99.7165581294,1,-106.542227673,0.00820369,3.65756447848,2.87124e-07,0.822629,1.88437,3.65756447848,-106.542227673,0.00288708,1.19234,100,99.7655299398,18.75,0.01,1.00235,0.6,1.00275
-106.337967977,0.011455,100,-106.32,-115.561,99.8295633207,1,-106.337967977,0.00866533,3.58772041375,1.7244e-07,0.863354,1.87712,3.58772041375,-106.337967977,0.00171177,1.14129,100,99.8066713092,19.66,0.01,1.00194,0.6,0.996331
-106.276718918,0.0130713,100,-106.223,-115.327,99.4386996097,1,-106.276718918,0.00847792,4.20401728632,5.7018e-07,0.844414,2.06935,4.20401728632,-106.276718918,0.00565645,1.30192,100,99.4182769411,18.06,0.01,1.00585,0.6,0.996015
-106.805423647,0.0130545,100,-106.761,-116.106,99.5280269904,1,-106.805423647,0.00884237,4.12616656988,4.79008e-07,0.886668,1.99747,4.12616656988,-106.805423647,0.00481646,1.30904,100,99.4437339577,19.54,0.01,1.00559,0.6,1.00275
-106.610902687,0.0127421,100,-106.578,-115.716,99.5400504273,1,-106.610902687,0.0083211,5.64778080145,4.66787e-07,0.83047,2.45303,5.64778080145,-106.610902687,0.00464948,1.2717,100,99.6275875256,20.6,0.01,1.00374,0.6,0.998028
-106.600753102,0.0113182,100,-106.583,-115.836,99.7921906001,1,-106.600753102,0.00873711,3.57307773021,2.10375e-07,0.872557,1.87163,3.57307773021,-106.600753102,0.0020982,1.13032,100,99.8085000743,17.47,0.01,1.00192,0.6,0.99868
-106.740694119,0.0122637,100,-106.702,-115.986,99.3375266571,1,-106.740694119,0.00707404,4.60376105817,6.73574e-07,0.708235,2.13186,4.60376105817,-106.740694119,0.00675157,1.22781,100,99.5646439623,17.71,0.01,1.00437,0.6,1.00117
-106.898618319,0.0133792,100,-106.817,-116.172,98.9352505567,1,-106.898618319,0.00734455,4.73915800913,1.08708e-06,0.739515,2.1839,4.73915800913,-106.898618319,0.0110211,1.34714,100,99.1569082166,18.53,0.01,1.0085,0.6,1.00689
-106.603101372,0.0125434,100,-106.542,-115.781,99.2977299367,1,-106.603101372,0.00864128,4.70762759725,7.14389e-07,0.86183,2.3228,4.70762759725,-106.603101372,0.00710594,1.251,100,99.3149329093,19.74,0.01,1.0069,0.6,0.99734
-106.922321328,0.0304019,100,-106.758,-116.136,94.2089210276,1,-106.922321328,0.006907,5.77334323712,6.20918e-06,0.70102,2.47826,5.77334323712,-106.922321328,0.0639611,3.08562,100,98.0591241505,19.79,0.01,1.01979,0.6,1.01494
-106.369692232,0.0181461,100,-106.295,-115.412,98.3472210288,1,-106.369692232,0.00850764,5.21906475876,1.69753e-06,0.8662,2.53643,5.21906475876,-106.369692232,0.0175969,1.84754,100,99.117448381,18.38,0.01,1.0089,0.6,1.01814
-106.237821425,0.0146554,100,-106.155,-115.441,98.767557498,1,-106.237821425,0.00610039,5.27597459476,1.2604e-06,0.611076,2.23639,5.27597459476,-106.237821425,0.0126469,1.46803,100,99.1366237185,19.4,0.01,1.00871,0.6,1.0017
-106.59281815,0.0124531,100,-106.511,-115.796,99.0395447387,1,-106.59281815,0.00687322,3.6043864093,9.79592e-07,0.67701,1.82494,3.6043864093,-106.59281815,0.00950419,1.22662,100,99.0806295818,17.97,0.01,1.00928,0.6,0.984997
-106.335260174,0.0125723,100,-106.259,-115.547,99.2033741849,1,-106.335260174,0.00772721,6.15022819243,8.11143e-07,0.770762,2.61923,6.15022819243,-106.335260174,0.00807034,1.25404,100,99.1294892046,22.0,0.01,1.00878,0.6,0.997464
-106.547982314,0.0116031,100,-106.509,-116.362,99.6795307392,1,-106.547982314,0.00885191,6.02737280331,3.24712e-07,0.884533,2.38102,6.02737280331,-106.547982314,0.0032423,1.15945,100,99.6203940041,20.28,0.01,1.00381,0.6,0.999257
-106.802580911,0.0119605,100,-106.741,-116.049,99.224404715,1,-106.802580911,0.00784951,4.45767720138,7.89572e-07,0.771276,2.09746,4.45767720138,-106.802580911,0.00762299,1.17521,100,99.3278803264,18.61,0.01,1.00677,0.6,0.982578
-106.215003179,0.283732,100,-102.994,-114.696,11.4703659384,1,-106.215003179,0.00289986,5.92016866434,0.000779608,0.354884,23.8497,5.92016866434,-106.215003179,11.676,34.7229,100,62.3374554221,22.58,0.01,1.60417,0.6,1.22379
-106.332341333,0.0185931,100,-106.231,-115.366,98.3672488143,1,-106.332341333,0.00778029,4.44584029064,1.67662e-06,0.777486,2.27125,4.44584029064,-106.332341333,0.0167427,1.85802,100,98.8557463575,17.49,0.01,1.01157,0.6,0.999302
-106.83852673,0.0122163,100,-106.803,-116.136,99.5671267631,1,-106.83852673,0.00819979,5.05476881238,4.39117e-07,0.816256,2.233,5.05476881238,-106.83852673,0.00435138,1.21608,100,99.6112024794,17.63,0.01,1.0039,0.6,0.99546
-106.75132382,0.0122748,100,-106.693,-116.073,99.4477839946,1,-106.75132382,0.00816507,7.73868378876,5.60891e-07,0.815589,2.69013,7.73868378876,-106.75132382,0.00559631,1.2261,100,99.4045049444,19.59,0.01,1.00599,0.6,0.998876
-106.816799829,0.0118699,100,-106.763,-116.161,99.4119051351,1,-106.816799829,0.00651292,10.6315657837,5.97513e-07,0.654031,3.19398,10.6315657837,-106.816799829,0.00602549,1.19199,100,99.4076736972,23.03,0.01,1.00596,0.6,1.0042
-106.570078623,0.0104623,100,-106.56,-115.849,99.9108730521,1,-106.570078623,0.00901047,5.64317083689,9.01187e-08,0.902561,2.37057,5.64317083689,-106.570078623,0.000904218,1.04799,100,99.8934095015,19.6,0.01,1.00107,0.6,1.00168
-106.653584594,0.0111168,100,-106.589,-116.93,99.2616206727,1,-106.653584594,0.00581674,12.0180743407,7.51408e-07,0.585391,3.33474,12.0180743407,-106.653584594,0.00761041,1.11878,100,99.3816228881,18.87,0.01,1.00622,0.6,1.00639
-106.526083017,0.0130013,100,-106.469,-115.628,99.219780571,1,-106.526083017,0.00776217,5.04786651761,7.94272e-07,0.778814,2.19082,5.04786651761,-106.526083017,0.00799597,1.30448,100,99.3852022984,19.53,0.01,1.00619,0.6,1.00335
-106.594389831,0.0110874,100,-106.553,-115.856,99.4421507917,1,-106.594389831,0.00473218,3.61381745741,5.66582e-07,0.473471,1.76489,3.61381745741,-106.594389831,0.00567188,1.10934,100,99.6757209182,19.55,0.01,1.00325,0.6,1.00053
-106.202395474,0.0128352,100,-106.113,-115.369,98.9695733809,1,-106.202395474,0.00612572,4.87572466747,1.05168e-06,0.607529,2.22458,4.87572466747,-106.202395474,0.0103444,1.27296,100,99.0738424566,22.65,0.01,1.00935,0.6,0.991769
-106.743157905,0.0114915,100,-106.729,-115.948,99.8777442202,1,-106.743157905,0.00959591,4.58192134417,1.23651e-07,0.957377,2.15316,4.58192134417,-106.743157905,0.00123081,1.1465,100,99.8508059976,20.6,0.01,1.00149,0.6,0.997692
-106.37462926,0.0273888,100,-106.193,-115.447,95.3562238002,1,-106.37462926,0.00797522,9.95446434219,4.91915e-06,0.812049,4.01601,9.95446434219,-106.37462926,0.0509998,2.78877,100,97.7762640728,23.09,0.01,1.02274,0.6,1.01821
-106.711369944,0.0116875,100,-106.685,-115.984,99.6852449606,1,-106.711369944,0.0080416,4.63441378616,3.189e-07,0.803942,2.1402,4.63441378616,-106.711369944,0.00318727,1.16843,100,99.7131137846,21.49,0.01,1.00288,0.6,0.999729
-106.720752217,0.0119324,100,-106.681,-116.047,99.5522035269,1,-106.720752217,0.00831565,6.84011343412,4.54344e-07,0.833797,2.589,6.84011343412,-106.720752217,0.00456786,1.19644,100,99.567468391,20.25,0.01,1.00434,0.6,1.00268
-106.598553219,0.0124958,100,-106.564,-115.826,99.4649914822,1,-106.598553219,0.00857332,5.10860996696,5.43311e-07,0.862157,2.23707,5.10860996696,-106.598553219,0.00549443,1.25662,100,99.6330898509,19.04,0.01,1.00368,0.6,1.00563
-106.500411207,0.0144381,100,-106.388,-115.864,98.8878981797,1,-106.500411207,0.00706463,11.0942013985,1.13598e-06,0.712256,3.8403,11.0942013985,-106.500411207,0.0115469,1.45565,100,98.7638808943,23.29,0.01,1.01252,0.6,1.0082
-106.63193848,0.0123668,100,-106.589,-116.106,99.5107399747,1,-106.63193848,0.0080957,6.12021252758,4.96659e-07,0.80733,2.4859,6.12021252758,-106.63193848,0.00493915,1.23325,100,99.5440860052,24.31,0.01,1.00458,0.6,0.997233
-106.561196007,0.0127944,100,-106.531,-116.035,99.6762138783,1,-106.561196007,0.00825654,4.97251757889,3.28113e-07,0.828679,2.17859,4.97251757889,-106.561196007,0.00330522,1.28413,100,99.6921153507,21.15,0.01,1.00309,0.6,1.00366
-106.521483422,0.0121751,100,-106.463,-115.864,99.4655989569,1,-106.521483422,0.00702795,5.10329178956,5.42689e-07,0.710415,2.11846,5.10329178956,-106.521483422,0.0055452,1.23071,100,99.4117969122,19.14,0.01,1.00592,0.6,1.01084
-106.69027631,0.012808,100,-106.661,-115.899,99.6402693683,1,-106.69027631,0.00872088,6.24835404897,3.64699e-07,0.87451,2.49455,6.24835404897,-106.69027631,0.00366727,1.28436,100,99.6983002006,20.86,0.01,1.00303,0.6,1.00278
-106.855752199,0.0118699,100,-106.799,-116.137,99.3274162847,1,-106.855752199,0.00632865,4.78625003513,6.83996e-07,0.63365,2.11473,4.78625003513,-106.855752199,0.00685694,1.18847,100,99.3966251675,19.29,0.01,1.00607,0.6,1.00124
-106.183276208,0.0122047,100,-106.085,-115.389,99.0475183659,1,-106.183276208,0.00652876,8.46740693746,9.71376e-07,0.650788,2.92556,8.46740693746,-106.183276208,0.00965173,1.21657,100,98.9712712698,24.09,0.01,1.01039,0.6,0.996802
-106.385464952,0.0128564,100,-106.259,-115.623,98.3060508323,1,-106.385464952,0.00668587,6.84971223818,1.74052e-06,0.65385,2.74488,6.84971223818,-106.385464952,0.0166464,1.25731,100,98.5867321137,21.53,0.01,1.01434,0.6,0.977958
-106.365707327,0.0158422,100,-106.193,-115.377,97.6146420693,1,-106.365707327,0.00636329,8.43257344221,2.46836e-06,0.641148,3.89591,8.43257344221,-106.365707327,0.0250588,1.59621,100,97.9729204162,20.19,0.01,1.02069,0.6,1.00757
-106.698869742,0.0141217,100,-106.648,-116.199,99.4389404192,1,-106.698869742,0.00880019,7.1045258584,5.69926e-07,0.88737,2.67112,7.1045258584,-106.698869742,0.00579487,1.42396,100,99.4530243004,22.28,0.01,1.0055,0.6,1.00835
-106.146577182,0.0115377,100,-106.069,-115.251,98.873092389,1,-106.146577182,0.00647981,17.3068808949,1.15126e-06,0.640668,4.59385,17.3068808949,-106.146577182,0.0112542,1.14075,100,99.0839415683,24.84,0.01,1.00925,0.6,0.988714
-106.534130539,0.0137621,100,-106.459,-115.815,98.9138161323,1,-106.534130539,0.00672005,9.09949765496,1.10922e-06,0.676595,3.36191,9.09949765496,-106.534130539,0.0112442,1.38561,100,99.1865706293,22.99,0.01,1.0082,0.6,1.00683
-105.980950028,0.0143472,100,-105.924,-115.07,99.1375552896,1,-105.980950028,0.00872911,7.84042108139,8.78706e-07,0.862732,2.89237,7.84042108139,-105.980950028,0.00858331,1.41799,100,99.323528865,27.83,0.01,1.00681,0.6,0.988338
-106.283289708,0.0110612,100,-106.27,-115.544,99.8357787709,1,-106.283289708,0.00892463,4.71001356361,1.66137e-07,0.892759,2.14219,4.71001356361,-106.283289708,0.00166247,1.10648,100,99.8659859414,19.96,0.01,1.00134,0.6,1.00033
-106.43216604,0.0122891,100,-106.375,-115.808,99.381099811,1,-106.43216604,0.0080001,13.3578563608,6.29027e-07,0.789389,3.79937,13.3578563608,-106.43216604,0.00612436,1.2126,100,99.3469489267,26.22,0.01,1.00657,0.6,0.986724
-106.19977946,0.0127187,100,-106.138,-115.444,99.1357874843,1,-106.19977946,0.00741669,4.70094884214,8.80561e-07,0.746681,2.18624,4.70094884214,-106.19977946,0.00892502,1.28046,100,99.3059152227,23.49,0.01,1.00699,0.6,1.00676
-106.00370645,0.0140503,100,-105.861,-115.521,98.3907469306,1,-106.00370645,0.00735321,11.9166221323,1.65209e-06,0.747525,3.74579,11.9166221323,-106.00370645,0.0170738,1.42835,100,98.5377461606,24.69,0.01,1.01484,0.6,1.0166
-106.506209511,0.0114115,100,-106.483,-115.637,99.7536724812,1,-106.506209511,0.00867217,5.47191726237,2.49447e-07,0.857433,2.37906,5.47191726237,-106.506209511,0.0024385,1.12827,100,99.7426711453,21.59,0.01,1.00258,0.6,0.988719
-107.225341192,0.0132998,100,-107.161,-117.04,99.2202567785,1,-107.225341192,0.00722317,9.21418025971,7.93829e-07,0.724062,2.94177,9.21418025971,-107.225341192,0.0079767,1.3332,100,99.2869328787,23.32,0.01,1.00718,0.6,1.00242
-105.845974864,0.0210443,100,-105.638,-115.036,97.0022662323,1,-105.845974864,0.00714991,10.5867553357,3.12159e-06,0.724907,4.47265,10.5867553357,-105.845974864,0.0320878,2.13361,100,97.4078138675,24.26,0.01,1.02661,0.6,1.01387
-106.292533996,0.0156083,100,-106.202,-115.621,98.3797287414,1,-106.292533996,0.00701763,6.42999286002,1.66359e-06,0.718197,2.55157,6.42999286002,-106.292533996,0.0174242,1.59738,100,99.0260780464,25.4,0.01,1.00984,0.6,1.02342
-105.971437792,0.0225922,100,-105.662,-115.319,94.2350579781,1,-105.971437792,0.00634642,12.4302810407,6.17942e-06,0.63137,4.85931,12.4302810407,-105.971437792,0.0611587,2.24757,100,96.3005277088,25.87,0.01,1.03842,0.6,0.994845
-106.239657184,0.0110928,100,-106.169,-116.126,99.1203527983,1,-106.239657184,0.00694218,8.3432540086,8.96413e-07,0.694443,2.64559,8.3432540086,-106.239657184,0.00896994,1.10964,100,99.3434663904,23.99,0.01,1.00661,0.6,1.00032
-106.538668805,0.0119148,100,-106.507,-115.953,99.7026115806,1,-106.538668805,0.00886665,9.02520817435,3.013e-07,0.88451,3.03987,9.02520817435,-106.538668805,0.00299837,1.18858,100,99.6786700968,24.05,0.01,1.00322,0.6,0.99757
-105.917088969,0.0120976,100,-105.845,-115.157,99.0407592144,1,-105.917088969,0.00731695,13.6785251108,9.78311e-07,0.726804,3.8608,13.6785251108,-105.917088969,0.00965277,1.20168,100,99.2084242993,26.34,0.01,1.00798,0.6,0.993316
-106.212207251,0.753695,100,-100.325,-109.72,1.59110528545,1,-106.212207251,,6.77528008653,0.00624742,,22.4682,6.77528008653,-106.212207251,42.8146,62.3939,100,99.9999523163,27.29,0.01,1.0,0.6,0.827839
-106.135456033,0.0185549,100,-106.037,-115.239,98.377239419,1,-106.135456033,0.00876285,5.73885194762,1.66617e-06,0.879385,2.46116,5.73885194762,-106.135456033,0.0167799,1.86205,100,98.9078362036,20.72,0.01,1.01104,0.6,1.00354
-105.86932963,0.01495,100,-105.725,-114.964,98.273781561,1,-105.86932963,0.00743882,9.69285673824,1.7743e-06,0.747704,3.31518,9.69285673824,-105.86932963,0.0179258,1.50268,100,98.371603579,23.78,0.01,1.01655,0.6,1.00514
-105.740856672,0.0151053,100,-105.432,-114.869,95.7015298513,1,-105.740856672,0.00523248,20.0065758544,4.53689e-06,0.528846,5.32899,20.0065758544,-105.740856672,0.0463448,1.52669,100,96.7587365203,23.11,0.01,1.0335,0.6,1.0107
-105.988282713,0.0158644,100,-105.836,-115.097,97.913975267,1,-105.988282713,0.00731723,10.566124978,2.15199e-06,0.719243,3.70788,10.566124978,-105.988282713,0.020792,1.55938,100,98.3097180926,21.19,0.01,1.01719,0.6,0.982943
-105.130459978,0.0216139,100,-104.755,-114.664,95.892997761,1,-105.130459978,0.00480785,27.0911563762,4.32618e-06,0.487687,6.31646,27.0911563762,-105.130459978,0.0445128,2.19242,100,95.9127307719,26.97,0.01,1.04261,0.6,1.01436
-105.557247462,0.0143538,100,-105.303,-114.831,95.9991416241,1,-105.557247462,0.00442205,20.9073397884,4.20969e-06,0.431147,5.21401,20.9073397884,-105.557247462,0.0400178,1.39948,100,97.0558391609,29.92,0.01,1.03033,0.6,0.974993
-105.757511073,0.0240467,100,-105.135,-115.09,93.2092115663,1,-105.757511073,0.00503457,32.7396562843,7.35913e-06,0.511643,8.19248,32.7396562843,-105.757511073,0.0760039,2.44377,100,93.7243639763,26.86,0.01,1.06696,0.6,1.01626
-105.350043956,0.0197433,100,-104.696,-114.511,92.3384375885,1,-105.350043956,0.0049953,25.2840508283,8.38104e-06,0.487983,7.0306,25.2840508283,-105.350043956,0.0799804,1.92869,100,92.7662703817,26.91,0.01,1.07798,0.6,0.976883
-103.775088977,0.893021,100,40.4298,-13.8531,1.25212621962,1,-103.775088977,6.55018e-25,289.261839574,0.00796608,1.23138e-22,161.74,289.261839574,-103.775088977,281.53,167.881,100,2.98318996851,30.8,0.01,33.5212,0.6,1.87992
-103.775088977,0.999993,100,-102.391,-inf,,,-103.775088977,7.33481e-25,266.79884978,0.00999986,0.0059566,9.94924e-05,289.261839574,-102.147735691,inf,8.12095e+21,200,8862059283.65,30.8,0.01,2.25681e-08,0.6,8.12101e+19
-104.691570556,0.122532,100,-84.4524,-97.0896,43.3405001758,1,-104.691570556,4.98012e-06,21.6036964438,9.08196e-05,0.000978929,247.618,21.6036964438,-104.691570556,3.50915,24.0858,200,55.0441722401,30.32,0.005,3.63345,0.6,0.982837
