VarNormIw,MinNormIw,VarVanillaIw,BatchSize,IterType,ESSClassic,MinVanillaIw,VarJ,AvgRet,Bound,AvgNormIw,EpsThisIter,AvgVanillaIw,ESSRenyi,MaxNormIw,Delta,VanillaAvgRet,AvgDiscRet,VarDiscRet,MaxVanillaIw,eRenyi2,J,VarRet,AvgEpLen
3.50449e-18,0.01,,500,2,100.0,1.0,11.911,4664.55681717,4282.46,0.01,100,1.0,500.0,0.01,0.6,4664.55681717,4664.55681717,143.304051636,1.0,1.0,4664.56,143.304051636,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,12.7211,4666.90606623,4395.53,0.005,100,1.0,500.0,0.005,0.6,4666.90606623,4666.90606623,180.828600659,1.0,1.0,4665.73,180.828600659,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,12.3089,4665.30543769,4444.97,0.00333333,100,1.0,500.0,0.00333333,0.6,4665.30543769,4665.30543769,132.078711539,1.0,1.0,4665.59,132.078711539,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,11.6067,4668.61129504,4475.29,0.0025,100,1.0,500.0,0.0025,0.6,4668.61129504,4668.61129504,78.2637796496,1.0,1.0,4666.34,78.2637796496,500.0
2.7837e-09,0.00177934,0.000692738,500,1,499.653270816,0.887633,11.1393,4666.42498606,4495.54,0.002,100,0.997708,499.672924992,0.00209825,0.6,4666.42498606,4666.42498606,104.174559015,1.04672,1.00065,4666.48,104.174559015,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,11.3942,4666.75224651,4284.64,0.01,100,1.0,500.0,0.01,0.6,4666.75224651,4666.75224651,131.138909495,1.0,1.0,4666.75,131.138909495,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,10.7869,4667.29474878,4396.83,0.005,100,1.0,500.0,0.005,0.6,4667.29474878,4667.29474878,103.776894967,1.0,1.0,4667.02,103.776894967,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,11.1698,4665.07714528,4445.76,0.00333333,100,1.0,500.0,0.00333333,0.6,4665.07714528,4665.07714528,140.45911046,1.0,1.0,4666.38,140.45911046,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,11.1741,4666.43524743,4475.33,0.0025,100,1.0,500.0,0.0025,0.6,4666.43524743,4666.43524743,126.413158183,1.0,1.0,4666.39,126.413158183,500.0
3.47513e-09,0.00174941,0.000868446,500,1,499.567202357,0.874533,11.3282,4663.21002063,4494.93,0.002,100,0.999807,499.635247439,0.00221895,0.6,4663.21002063,4663.21002063,153.712707018,1.10926,1.00073,4665.88,153.712707018,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,10.0996,4665.2702751,4283.15,0.01,100,1.0,500.0,0.01,0.6,4665.2702751,4665.2702751,103.030879177,1.0,1.0,4665.27,103.030879177,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,87.0943,4654.77585127,4389.83,0.005,100,1.0,500.0,0.005,0.6,4654.77585127,4654.77585127,15165.4098523,1.0,1.0,4660.02,15165.4098523,498.7
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,71.4532,4665.47222518,4441.22,0.00333333,100,1.0,500.0,0.00333333,0.6,4665.47222518,4665.47222518,127.34399101,1.0,1.0,4661.84,127.34399101,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,62.1529,4667.22351437,4472.13,0.0025,100,1.0,500.0,0.0025,0.6,4667.22351437,4667.22351437,114.647827142,1.0,1.0,4663.19,114.647827142,500.0
3.00886e-08,0.000847944,0.00759235,500,1,496.274403884,0.425945,25.7123,4666.51098997,4493.98,0.002,100,1.00465,496.587657648,0.00231224,0.6,4666.51098997,4666.51098997,161.914407631,1.1615,1.00687,4665.45,161.914407631,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,12.0343,4665.46106859,4283.35,0.01,100,1.0,500.0,0.01,0.6,4665.46106859,4665.46106859,146.287243251,1.0,1.0,4665.46,146.287243251,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,10.758,4668.35675678,4396.72,0.005,100,1.0,500.0,0.005,0.6,4668.35675678,4668.35675678,83.2845030766,1.0,1.0,4666.91,83.2845030766,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,11.3685,4666.53223443,4446.17,0.00333333,100,1.0,500.0,0.00333333,0.6,4666.53223443,4666.53223443,157.738950382,1.0,1.0,4666.78,157.738950382,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,11.1564,4667.85994557,4475.99,0.0025,100,1.0,500.0,0.0025,0.6,4667.85994557,4667.85994557,110.371499916,1.0,1.0,4667.05,110.371499916,500.0
1.58503e-09,0.00188391,0.000395817,500,1,499.80214167,0.941429,10.8751,4668.04153899,4496.4,0.002,100,0.999442,499.818033662,0.00212986,0.6,4668.04153899,4668.04153899,106.624517262,1.06433,1.00036,4667.32,106.624517262,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,10.3215,4666.82151643,4284.71,0.01,100,1.0,500.0,0.01,0.6,4666.82151643,4666.82151643,107.608707922,1.0,1.0,4666.82,107.608707922,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,10.2911,4667.17542975,4396.8,0.005,100,1.0,500.0,0.005,0.6,4667.17542975,4667.17542975,106.282663112,1.0,1.0,4667.0,106.282663112,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,11.0512,4665.95710249,4446.04,0.00333333,100,1.0,500.0,0.00333333,0.6,4665.95710249,4665.95710249,155.405692602,1.0,1.0,4666.65,155.405692602,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,11.3492,4667.95977979,4475.92,0.0025,100,1.0,500.0,0.0025,0.6,4667.95977979,4667.95977979,149.031765141,1.0,1.0,4666.98,149.031765141,500.0
2.32737e-09,0.00175962,0.000581941,500,1,499.709815466,0.879888,11.0473,4666.74364038,4496.09,0.002,100,1.00009,499.739961036,0.00211435,0.6,4666.74364038,4666.74364038,119.913993345,1.05727,1.00052,4667.02,119.913993345,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,11.1597,4665.80999489,4283.69,0.01,100,1.0,500.0,0.01,0.6,4665.80999489,4665.80999489,125.796668362,1.0,1.0,4665.81,125.796668362,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,10.0413,4669.16748097,4397.29,0.005,100,1.0,500.0,0.005,0.6,4669.16748097,4669.16748097,72.2039690887,1.0,1.0,4667.49,72.2039690887,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,9.91523,4668.42622379,4447.18,0.00333333,100,1.0,500.0,0.00333333,0.6,4668.42622379,4668.42622379,93.6283494938,1.0,1.0,4667.8,93.6283494938,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,9.82201,4667.91152765,4476.77,0.0025,100,1.0,500.0,0.0025,0.6,4667.91152765,4667.91152765,91.861909821,1.0,1.0,4667.83,91.861909821,500.0
2.21703e-09,0.00181987,0.000556071,500,1,499.723612713,0.911421,9.9194,4667.94279569,4497.0,0.002,100,1.00163,499.73138704,0.00209684,0.6,4667.94279569,4667.94279569,118.554836351,1.05013,1.00054,4667.94,118.554836351,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,90.3977,4658.5365771,4276.42,0.01,100,1.0,500.0,0.01,0.6,4658.5365771,4658.5365771,8254.28982533,1.0,1.0,4658.54,8254.28982533,499.05
2.1793e-19,0.005,,500,2,200.000000102,1.0,64.5849,4667.26529163,4392.7,0.005,100,1.0,500.0,0.005,0.6,4667.26529163,4667.26529163,133.917970166,1.0,1.0,4662.9,133.917970166,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,53.2121,4665.78249786,4443.25,0.00333333,100,1.0,500.0,0.00333333,0.6,4665.78249786,4665.78249786,148.105595152,1.0,1.0,4663.86,148.105595152,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,46.4634,4665.75143354,4473.27,0.0025,100,1.0,500.0,0.0025,0.6,4665.75143354,4665.75143354,139.510153085,1.0,1.0,4664.33,139.510153085,500.0
1.58091e-08,0.00119886,0.0039884,500,1,498.035722037,0.602162,28.8567,4667.3069455,4494.44,0.002,100,1.00456,498.102857317,0.00226732,0.6,4667.3069455,4667.3069455,104.772630885,1.13883,1.00381,4665.65,104.772630885,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,8.61789,4668.91503355,4286.8,0.01,100,1.0,500.0,0.01,0.6,4668.91503355,4668.91503355,75.0186716838,1.0,1.0,4668.92,75.0186716838,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,11.5839,4667.59597664,4398.06,0.005,100,1.0,500.0,0.005,0.6,4667.59597664,4667.59597664,195.18648789,1.0,1.0,4668.26,195.18648789,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,11.4424,4667.74466169,4447.47,0.00333333,100,1.0,500.0,0.00333333,0.6,4667.74466169,4667.74466169,125.491847991,1.0,1.0,4668.09,125.491847991,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,11.462,4665.19622154,4476.3,0.0025,100,1.0,500.0,0.0025,0.6,4665.19622154,4665.19622154,127.741648479,1.0,1.0,4667.36,127.741648479,500.0
3.41666e-09,0.00173976,0.000853697,500,1,499.574389974,0.869639,11.2413,4667.25773916,4496.52,0.002,100,0.999725,499.657329486,0.00215329,0.6,4667.25773916,4667.25773916,143.05660188,1.07635,1.00069,4667.46,143.05660188,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,10.2849,4668.40066006,4286.28,0.01,100,1.0,500.0,0.01,0.6,4668.40066006,4668.40066006,106.848662766,1.0,1.0,4668.4,106.848662766,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,14.4771,4665.11696504,4396.56,0.005,100,1.0,500.0,0.005,0.6,4665.11696504,4665.11696504,311.109946229,1.0,1.0,4666.76,311.109946229,499.87
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,13.2214,4667.69417509,4446.45,0.00333333,100,1.0,500.0,0.00333333,0.6,4667.69417509,4667.69417509,105.721833364,1.0,1.0,4667.07,105.721833364,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,13.0185,4664.33602297,4475.33,0.0025,100,1.0,500.0,0.0025,0.6,4664.33602297,4664.33602297,149.388489638,1.0,1.0,4666.39,149.388489638,500.0
3.46586e-09,0.00177613,0.000866312,500,1,499.567870642,0.887986,12.4422,4665.99072495,4495.48,0.002,100,0.999912,499.588649416,0.00210615,0.6,4665.99072495,4665.99072495,125.525292858,1.05298,1.00082,4666.44,125.525292858,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,10.2008,4667.63088049,4285.52,0.01,100,1.0,500.0,0.01,0.6,4667.63088049,4667.63088049,105.107841358,1.0,1.0,4667.63,105.107841358,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,9.74505,4667.48709171,4397.36,0.005,100,1.0,500.0,0.005,0.6,4667.48709171,4667.48709171,86.7319909817,1.0,1.0,4667.56,86.7319909817,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,10.9208,4666.32357592,4446.53,0.00333333,100,1.0,500.0,0.00333333,0.6,4666.32357592,4666.32357592,168.525714565,1.0,1.0,4667.15,168.525714565,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,10.869,4667.0459659,4476.07,0.0025,100,1.0,500.0,0.0025,0.6,4667.0459659,4667.0459659,115.899358875,1.0,1.0,4667.12,115.899358875,500.0
4.86891e-09,0.00167559,0.00122021,500,1,499.393322555,0.838822,10.6889,4666.65449829,4496.22,0.002,100,1.00123,499.475315037,0.00217654,0.6,4666.65449829,4666.65449829,136.134676984,1.08961,1.00105,4667.2,136.134676984,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,11.113,4667.83099103,4285.72,0.01,100,1.0,500.0,0.01,0.6,4667.83099103,4667.83099103,124.747347165,1.0,1.0,4667.83,124.747347165,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,10.5058,4667.22104367,4397.33,0.005,100,1.0,500.0,0.005,0.6,4667.22104367,4667.22104367,98.0371408707,1.0,1.0,4667.53,98.0371408707,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,10.2628,4670.01349773,4447.74,0.00333333,100,1.0,500.0,0.00333333,0.6,4670.01349773,4670.01349773,92.024963093,1.0,1.0,4668.36,92.024963093,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,10.0202,4668.04713501,4477.22,0.0025,100,1.0,500.0,0.0025,0.6,4668.04713501,4668.04713501,86.4370579956,1.0,1.0,4668.28,86.4370579956,500.0
3.81819e-09,0.00177203,0.000957658,500,1,499.524049153,0.887458,10.2124,4665.95937257,4496.99,0.002,100,1.00163,499.56913201,0.00217666,0.6,4665.95937257,4665.95937257,134.537236123,1.0901,1.00086,4667.95,134.537236123,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,9.49067,4668.25437911,4286.14,0.01,100,1.0,500.0,0.01,0.6,4668.25437911,4668.25437911,90.9826861779,1.0,1.0,4668.25,90.9826861779,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,11.1592,4666.53036175,4397.2,0.005,100,1.0,500.0,0.005,0.6,4666.53036175,4666.53036175,159.088139022,1.0,1.0,4667.39,159.088139022,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,11.1991,4665.98830677,4446.31,0.00333333,100,1.0,500.0,0.00333333,0.6,4665.98830677,4665.98830677,127.160392088,1.0,1.0,4666.92,127.160392088,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,10.7748,4669.1050875,4476.41,0.0025,100,1.0,500.0,0.0025,0.6,4669.1050875,4669.1050875,85.4111985868,1.0,1.0,4667.47,85.4111985868,500.0
3.01324e-09,0.00171378,0.000749814,500,1,499.624618686,0.854901,10.2817,4667.23197813,4496.58,0.002,100,0.997677,499.667329546,0.00212603,0.6,4667.23197813,4667.23197813,81.1022497333,1.06055,1.00067,4667.52,81.1022497333,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,9.58187,4668.26389783,4286.15,0.01,100,1.0,500.0,0.01,0.6,4668.26389783,4668.26389783,92.7398557266,1.0,1.0,4668.26,92.7398557266,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,10.1919,4667.88550481,4397.88,0.005,100,1.0,500.0,0.005,0.6,4667.88550481,4667.88550481,117.035265332,1.0,1.0,4668.07,117.035265332,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,10.265,4666.98734966,4447.1,0.00333333,100,1.0,500.0,0.00333333,0.6,4666.98734966,4666.98734966,108.659784855,1.0,1.0,4667.71,108.659784855,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,10.1044,4668.19684647,4476.77,0.0025,100,1.0,500.0,0.0025,0.6,4668.19684647,4668.19684647,93.0397466114,1.0,1.0,4667.83,93.0397466114,500.0
1.95033e-09,0.00178917,0.000488866,500,1,499.756978036,0.895762,9.92672,4667.99241699,4497.01,0.002,100,1.00132,499.766458926,0.00210951,0.6,4667.99241699,4667.99241699,94.6726055546,1.05614,1.00047,4667.94,94.6726055546,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,10.3787,4668.39723065,4286.28,0.01,100,1.0,500.0,0.01,0.6,4668.39723065,4668.39723065,108.806301063,1.0,1.0,4668.4,108.806301063,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,9.98286,4667.96873618,4397.98,0.005,100,1.0,500.0,0.005,0.6,4667.96873618,4667.96873618,92.4289021152,1.0,1.0,4668.18,92.4289021152,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,9.88781,4668.48956154,4447.67,0.00333333,100,1.0,500.0,0.00333333,0.6,4668.48956154,4668.48956154,94.8777118295,1.0,1.0,4668.29,94.8777118295,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,9.71837,4667.69865535,4477.08,0.0025,100,1.0,500.0,0.0025,0.6,4667.69865535,4667.69865535,85.0727597233,1.0,1.0,4668.14,85.0727597233,500.0
2.24047e-09,0.00174485,0.00055915,500,1,499.720790515,0.871672,9.73567,4667.13712976,4497.08,0.002,100,0.999136,499.756931272,0.00210263,0.6,4667.13712976,4667.13712976,111.497742056,1.05041,1.00049,4668.01,111.497742056,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,9.5199,4668.61236196,4286.52,0.01,100,1.0,500.0,0.01,0.6,4668.61236196,4668.61236196,91.5443076873,1.0,1.0,4668.61,91.5443076873,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,9.89955,4667.63239678,4397.93,0.005,100,1.0,500.0,0.005,0.6,4667.63239678,4667.63239678,105.953401741,1.0,1.0,4668.12,105.953401741,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,9.99558,4666.71926482,4447.04,0.00333333,100,1.0,500.0,0.00333333,0.6,4666.71926482,4666.71926482,103.454822156,1.0,1.0,4667.65,103.454822156,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,10.5384,4667.76423018,4476.62,0.0025,100,1.0,500.0,0.0025,0.6,4667.76423018,4667.76423018,145.950134873,1.0,1.0,4667.68,145.950134873,500.0
2.92722e-09,0.00174439,0.000731583,500,1,499.635096008,0.872061,10.175,4669.66984711,4497.24,0.002,100,0.999848,499.706262162,0.00213318,0.6,4669.66984711,4669.66984711,87.7105696526,1.06643,1.00059,4668.18,87.7105696526,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,9.89445,4669.12419551,4287.01,0.01,100,1.0,500.0,0.01,0.6,4669.12419551,4669.12419551,98.8891959781,1.0,1.0,4669.12,98.8891959781,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,10.3677,4667.75937497,4398.24,0.005,100,1.0,500.0,0.005,0.6,4667.75937497,4667.75937497,117.319689255,1.0,1.0,4668.44,117.319689255,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,10.1832,4668.85123673,4447.96,0.00333333,100,1.0,500.0,0.00333333,0.6,4668.85123673,4668.85123673,96.9726922263,1.0,1.0,4668.58,96.9726922263,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,9.85216,4669.11191154,4477.65,0.0025,100,1.0,500.0,0.0025,0.6,4669.11191154,4669.11191154,77.7313142349,1.0,1.0,4668.71,77.7313142349,500.0
2.05993e-09,0.00175726,0.000513618,500,1,499.743102341,0.877468,9.87839,4667.31773461,4497.59,0.002,100,0.998675,499.772473445,0.00210664,0.6,4667.31773461,4667.31773461,112.766194189,1.05193,1.00046,4668.52,112.766194189,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,10.4192,4667.88678915,4285.77,0.01,100,1.0,500.0,0.01,0.6,4667.88678915,4667.88678915,109.656798496,1.0,1.0,4667.89,109.656798496,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,10.2851,4667.24467368,4397.37,0.005,100,1.0,500.0,0.005,0.6,4667.24467368,4667.24467368,103.839056295,1.0,1.0,4667.57,103.839056295,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,9.73626,4668.72889291,4447.34,0.00333333,100,1.0,500.0,0.00333333,0.6,4668.72889291,4668.72889291,72.6419376814,1.0,1.0,4667.95,72.6419376814,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,9.88424,4668.09841582,4476.93,0.0025,100,1.0,500.0,0.0025,0.6,4668.09841582,4668.09841582,107.467312843,1.0,1.0,4667.99,107.467312843,500.0
1.94642e-09,0.0018647,0.000485782,500,1,499.757315708,0.931565,9.50647,4669.62997379,4497.46,0.002,100,0.999156,499.802488655,0.00209075,0.6,4669.62997379,4669.62997379,69.0348780826,1.04449,1.0004,4668.38,69.0348780826,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,9.67976,4667.8898258,4285.78,0.01,100,1.0,500.0,0.01,0.6,4667.8898258,4667.8898258,94.6441599687,1.0,1.0,4667.89,94.6441599687,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,36.6245,4662.04420309,4394.78,0.005,100,1.0,500.0,0.005,0.6,4662.04420309,4662.04420309,2597.91013115,1.0,1.0,4664.97,2597.91013115,499.48
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,30.3469,4667.6673281,4445.25,0.00333333,100,1.0,500.0,0.00333333,0.6,4667.6673281,4667.6673281,75.9809450441,1.0,1.0,4665.87,75.9809450441,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,26.8318,4667.64922491,4475.26,0.0025,100,1.0,500.0,0.0025,0.6,4667.64922491,4667.64922491,115.7606132,1.0,1.0,4666.31,115.7606132,500.0
8.35116e-09,0.00145715,0.00208696,500,1,498.960546248,0.728431,19.2234,4666.56409863,4495.67,0.002,100,0.999801,499.053069626,0.00217922,0.6,4666.56409863,4666.56409863,144.582413259,1.08939,1.0019,4666.72,144.582413259,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,9.73639,4666.63216836,4284.52,0.01,100,1.0,500.0,0.01,0.6,4666.63216836,4666.63216836,95.7550005128,1.0,1.0,4666.63,95.7550005128,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,9.77846,4669.61060691,4397.93,0.005,100,1.0,500.0,0.005,0.6,4669.61060691,4669.61060691,92.9325570668,1.0,1.0,4668.12,92.9325570668,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,9.28054,4670.6686742,4448.35,0.00333333,100,1.0,500.0,0.00333333,0.6,4670.6686742,4670.6686742,63.4572629955,1.0,1.0,4668.97,63.4572629955,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,9.3313,4668.47276725,4477.79,0.0025,100,1.0,500.0,0.0025,0.6,4668.47276725,4668.47276725,90.6279039827,1.0,1.0,4668.85,90.6279039827,500.0
1.76703e-09,0.00176318,0.000441191,500,1,499.779664491,0.881022,9.05879,4670.57671498,4498.33,0.002,100,0.999358,499.803024674,0.00210328,0.6,4670.57671498,4670.57671498,69.3752792877,1.05097,1.00039,4669.25,69.3752792877,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,9.15802,4668.49507831,4286.39,0.01,100,1.0,500.0,0.01,0.6,4668.49507831,4668.49507831,84.7162887186,1.0,1.0,4668.5,84.7162887186,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,9.21354,4667.9267278,4398.01,0.005,100,1.0,500.0,0.005,0.6,4667.9267278,4667.9267278,86.6139077032,1.0,1.0,4668.21,86.6139077032,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,9.6108,4667.60505981,4447.39,0.00333333,100,1.0,500.0,0.00333333,0.6,4667.60505981,4667.60505981,108.160907117,1.0,1.0,4668.01,108.160907117,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,9.51442,4668.56785807,4477.09,0.0025,100,1.0,500.0,0.0025,0.6,4668.56785807,4668.56785807,85.6154668201,1.0,1.0,4668.15,85.6154668201,500.0
1.82756e-09,0.0018417,0.000455979,500,1,499.771955112,0.91993,9.88534,4667.78468571,4497.23,0.002,100,0.999003,499.79266185,0.00214668,0.6,4667.78468571,4667.78468571,142.62097451,1.07227,1.00041,4668.15,142.62097451,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,10.7654,4667.65133822,4285.55,0.01,100,1.0,500.0,0.01,0.6,4667.65133822,4667.65133822,117.063273561,1.0,1.0,4667.65,117.063273561,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,11.1714,4667.22704228,4397.24,0.005,100,1.0,500.0,0.005,0.6,4667.22704228,4667.22704228,134.968625396,1.0,1.0,4667.44,134.968625396,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,10.8045,4667.42747741,4446.82,0.00333333,100,1.0,500.0,0.00333333,0.6,4667.42747741,4667.42747741,101.625144847,1.0,1.0,4667.44,101.625144847,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,10.8736,4667.50336682,4476.39,0.0025,100,1.0,500.0,0.0025,0.6,4667.50336682,4667.50336682,123.961769724,1.0,1.0,4667.45,123.961769724,500.0
1.78574e-09,0.00185537,0.000446066,500,1,499.777531724,0.927298,10.3124,4669.80344333,4497.08,0.002,100,0.999585,499.77110379,0.00210763,0.6,4669.80344333,4669.80344333,68.9243399071,1.05338,1.00046,4668.01,68.9243399071,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,11.8759,4665.67060573,4283.55,0.01,100,1.0,500.0,0.01,0.6,4665.67060573,4665.67060573,142.462426041,1.0,1.0,4665.67,142.462426041,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,15.5112,4666.99328531,4396.13,0.005,100,1.0,500.0,0.005,0.6,4666.99328531,4666.99328531,342.712894943,1.0,1.0,4666.33,342.712894943,499.85
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,14.0411,4668.16495539,4446.33,0.00333333,100,1.0,500.0,0.00333333,0.6,4668.16495539,4668.16495539,109.10801178,1.0,1.0,4666.94,109.10801178,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,13.1182,4669.64873998,4476.56,0.0025,100,1.0,500.0,0.0025,0.6,4669.64873998,4669.64873998,92.3308246869,1.0,1.0,4667.62,92.3308246869,500.0
2.11448e-09,0.00177732,0.000528112,500,1,499.736259111,0.888231,12.1696,4667.98399447,4496.85,0.002,100,0.999519,499.751274398,0.00213049,0.6,4667.98399447,4667.98399447,82.5383850305,1.06473,1.0005,4667.79,82.5383850305,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,10.6453,4668.13881994,4286.02,0.01,100,1.0,500.0,0.01,0.6,4668.13881994,4668.13881994,114.467610541,1.0,1.0,4668.14,114.467610541,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,10.8028,4666.83301572,4397.29,0.005,100,1.0,500.0,0.005,0.6,4666.83301572,4666.83301572,120.429992455,1.0,1.0,4667.49,120.429992455,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,11.4232,4666.25317413,4446.46,0.00333333,100,1.0,500.0,0.00333333,0.6,4666.25317413,4666.25317413,158.637790346,1.0,1.0,4667.08,158.637790346,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,58.3519,4657.29014745,4473.57,0.0025,100,1.0,500.0,0.0025,0.6,4657.29014745,4657.29014745,13289.3828252,1.0,1.0,4664.63,13289.3828252,498.78
2.17991e-08,0.00123506,0.00542897,500,1,497.295212362,0.616349,33.3958,4668.16941925,4495.02,0.002,100,0.998089,497.69627468,0.00239035,0.6,4668.16941925,4668.16941925,72.7512603869,1.19289,1.00463,4666.3,72.7512603869,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,10.4258,4667.68066742,4285.57,0.01,100,1.0,500.0,0.01,0.6,4667.68066742,4667.68066742,109.795624374,1.0,1.0,4667.68,109.795624374,500.0
2.1793e-19,0.005,,500,2,200.000000102,1.0,10.6608,4667.02386861,4397.16,0.005,100,1.0,500.0,0.005,0.6,4667.02386861,4667.02386861,119.585784755,1.0,1.0,4667.35,119.585784755,500.0
5.43914e-20,0.00333333,,500,2,299.999969474,1.0,10.5731,4667.62566096,4446.83,0.00333333,100,1.0,500.0,0.00333333,0.6,4667.62566096,4667.62566096,109.112807152,1.0,1.0,4667.44,109.112807152,500.0
5.4346e-20,0.0025,,500,2,400.0,1.0,10.4049,4670.19202708,4477.07,0.0025,100,1.0,500.0,0.0025,0.6,4670.19202708,4670.19202708,92.9379385661,1.0,1.0,4668.13,92.9379385661,500.0
2.6849e-09,0.00174678,0.000672253,500,1,499.665561916,0.87406,10.0869,4669.37159438,4497.54,0.002,100,1.00077,499.691498009,0.00212869,0.6,4669.37159438,4669.37159438,92.3586466989,1.06516,1.00062,4668.48,92.3586466989,500.0
3.50449e-18,0.01,,500,2,100.0,1.0,10.1844,4667.39986657,4285.28,0.01,100,1.0,500.0,0.01,0.6,4667.39986657,4667.39986657,104.770621392,1.0,1.0,4667.4,104.770621392,500.0
