VarVanillaIw,EpsThisIter,VarRet,ESSClassic,AvgVanillaIw,VanillaAvgRet,BatchSize,AvgEpLen,MinVanillaIw,Bound,Delta,AvgNormIw,eRenyi2,AvgDiscRet,MinNormIw,AvgRet,J,VarJ,MaxVanillaIw,MaxNormIw,VarNormIw,IterType,VarDiscRet,ESSRenyi
19.873053,100,47.00806513122134,11.632166984477179,1.1050217,-7.518422634325312,200,200.0,,-6.823859,0.8,0.005,18.499292,-7.518422634325312,,-7.518422634325312,-3.0766418,12.231592,25.935097,0.11735108,0.0004068769,1,47.00806513122134,10.811224340926556
,100,46.69351737371001,100.0,1.0,-6.821569618627749,200,200.0,1.0,-8.01649,0.8,0.009999998,1.0,-6.821569618627749,0.01,-6.821569618627749,-6.8215694,6.799013,1.0,0.01,3.5044917e-18,2,46.69351737371001,200.0
nan,100,47.00806513122134,nan,inf,-7.518422634325312,300,200.0,0.03855779,nan,0.8,nan,nan,-10.189234576585992,nan,-7.518422634325312,nan,nan,inf,nan,nan,,63.728279898023615,nan
9.767822,100,57.21109094691614,29.630960733866004,1.0329237,-9.205611956650323,300,200.0,,-8.211833,0.8,0.0033333334,9.367141,-9.205611956650323,,-9.205611956650323,-6.0346785,18.879738,13.2186985,0.042657875,0.000101722915,1,57.21109094691614,32.02684867960293
,100,48.313027329094304,100.0,1.0,-7.179904987658927,300,200.0,1.0,-8.303571,0.8,0.009999998,1.0,-7.179904987658927,0.01,-7.179904987658927,-7.1799045,6.915916,1.0,0.01,3.5044917e-18,2,48.313027329094304,300.0
,100,53.79050532011149,200.00000010221265,1.0,-8.800172675430629,300,200.0,1.0,-8.867887,0.8,0.0049999994,1.0,-8.800172675430629,0.005,-8.800172675430629,-7.9900384,7.155247,1.0,0.005,2.179301e-19,2,53.79050532011149,300.0
nan,100,57.21109094691614,nan,inf,-9.205611956650323,400,200.0,0.07565041,nan,0.8,nan,nan,-9.06718507833992,nan,-9.205611956650323,nan,nan,inf,nan,nan,,56.37888600556045,nan
35.511898,100,56.96720402990888,12.771179523428373,1.080874,-8.30789994707237,400,200.0,,-8.22682,0.8,0.0025,31.975428,-8.30789994707237,,-8.30789994707237,-4.74325,22.862865,44.6672,0.10331269,0.00018997822,1,56.96720402990888,12.509605959270793
,100,55.519892617543555,100.0,1.0,-9.170546395821907,400,200.0,1.0,-10.371497,0.8,0.009999998,1.0,-9.170546395821907,0.01,-9.170546395821907,-9.170546,7.4138174,1.0,0.01,3.5044917e-18,2,55.519892617543555,400.0
,100,59.54316726157945,200.00000010221265,1.0,-9.12558860928928,400,200.0,1.0,-10.009401,0.8,0.0049999994,1.0,-9.12558860928928,0.005,-9.12558860928928,-9.148067,7.5469675,1.0,0.005,2.179301e-19,2,59.54316726157945,400.0
,100,47.37158940629082,299.999969473632,1.0,-8.163387942837039,400,200.0,1.0,-9.523117,0.8,0.0033333336,1.0,-8.163387942837039,0.0033333334,-8.163387942837039,-8.819841,7.336159,1.0,0.0033333334,5.4391416e-20,2,47.37158940629082,400.0
nan,100,56.96720402990888,nan,inf,-8.30789994707237,500,200.0,0.022387793,nan,0.8,nan,nan,-9.399748087363275,nan,-8.30789994707237,nan,nan,inf,nan,nan,,53.266535829965825,nan
0.1124659,100,43.674198362607754,451.84419193962214,1.0262328,-7.712579352912863,500,200.0,0.56093097,-8.591358,0.8,0.002,1.0990391,-7.712579352912863,0.0010931847,-7.712579352912863,-8.013704,7.444617,2.6639366,0.005191681,4.2715854e-07,1,43.674198362607754,454.9428770263774
,100,47.03057829579544,100.0,1.0,-7.886671146686914,500,200.0,1.0,-9.028821,0.8,0.009999998,1.0,-7.886671146686914,0.01,-7.886671146686914,-7.886671,6.8235087,1.0,0.01,3.5044917e-18,2,47.03057829579544,500.0
,100,54.618845857395236,200.00000010221265,1.0,-8.57096574283247,500,200.0,1.0,-9.084519,0.8,0.0049999994,1.0,-8.57096574283247,0.005,-8.57096574283247,-8.228819,7.101657,1.0,0.005,2.179301e-19,2,54.618845857395236,500.0
,100,52.44797127077622,299.999969473632,1.0,-7.4670917673818,500,200.0,1.0,-8.702927,0.8,0.0033333336,1.0,-7.4670917673818,0.0033333334,-7.4670917673818,-7.9749093,7.1455674,1.0,0.0033333334,5.4391416e-20,2,52.44797127077622,500.0
,100,57.48337472019512,400.0,1.0,-8.811911536057071,500,200.0,1.0,-8.814642,0.8,0.0024999997,1.0,-8.811911536057071,0.0025,-8.811911536057071,-8.18416,7.2562275,1.0,0.0025,5.434597e-20,2,57.48337472019512,500.0
3.832337,100,63.535568332130225,2.0365265782540773,0.12506719,-9.979100809666434,500,200.0,,-7.325553,0.8,0.002,64.62107,-9.979100809666434,,-9.979100809666434,-2.792358,33.52736,37.52066,0.600008,0.0009800242,1,63.535568332130225,7.737414334547066
,100,59.91306091065313,100.0,1.0,-8.628115830987076,500,200.0,1.0,-9.896109,0.8,0.009999998,1.0,-8.628115830987076,0.01,-8.628115830987076,-8.628116,7.701554,1.0,0.01,3.5044917e-18,2,59.91306091065313,500.0
,100,59.79543756844236,200.00000010221265,1.0,-9.281451840295908,500,200.0,1.0,-9.851391,0.8,0.0049999994,1.0,-9.281451840295908,0.005,-9.281451840295908,-8.954784,7.704701,1.0,0.005,2.179301e-19,2,59.79543756844236,500.0
,100,63.48939253825111,299.999969473632,1.0,-7.979260498474937,500,200.0,1.0,-9.36713,0.8,0.0033333336,1.0,-7.979260498474937,0.0033333334,-7.979260498474937,-8.629609,7.793454,1.0,0.0033333334,5.4391416e-20,2,63.48939253825111,500.0
,100,58.506011454396976,400.0,1.0,-7.132862291374362,500,200.0,1.0,-8.8941345,0.8,0.0024999997,1.0,-7.132862291374362,0.0025,-7.132862291374362,-8.255423,7.7751994,1.0,0.0025,5.434597e-20,2,58.506011454396976,500.0
0.031897962,100,49.732528975176585,484.55798338917646,0.9994641,-9.33811814804919,500,200.0,0.45449364,-9.035539,0.8,0.002,1.0315449,-9.33811814804919,0.0009094747,-9.33811814804919,-8.455317,7.7564063,1.2321761,0.0024656735,1.2772873e-07,1,49.732528975176585,484.70986427489584
,100,56.532342434227516,100.0,1.0,-9.906122167812082,500,200.0,1.0,-11.086329,0.8,0.009999998,1.0,-9.906122167812082,0.01,-9.906122167812082,-9.906122,7.481111,1.0,0.01,3.5044917e-18,2,56.532342434227516,500.0
,100,56.76716552668241,200.00000010221265,1.0,-8.667229016925393,500,200.0,1.0,-10.1862755,0.8,0.0049999994,1.0,-8.667229016925393,0.005,-8.667229016925393,-9.286675,7.514451,1.0,0.005,2.179301e-19,2,56.76716552668241,500.0
,100,47.635989455251355,299.999969473632,1.0,-8.084056039162377,500,200.0,1.0,-9.620322,0.8,0.0033333336,1.0,-8.084056039162377,0.0033333334,-8.084056039162377,-8.885802,7.327068,1.0,0.0033333334,5.4391416e-20,2,47.635989455251355,500.0
,100,53.68443571841497,400.0,1.0,-8.253480661124353,500,200.0,1.0,-9.363835,0.8,0.0024999997,1.0,-8.253480661124353,0.0025,-8.253480661124353,-8.727722,7.3229985,1.0,0.0025,5.434597e-20,2,53.68443571841497,500.0
3.563177,100,60.29398093778904,130.07560352748774,1.1182152,-8.865006367812683,500,200.0,,-9.069902,0.8,0.002,4.2586184,-8.865006367812683,,-8.865006367812683,-7.895779,13.943078,5.99553,0.0107233925,1.139847e-05,1,60.29398093778904,117.40897125396233
,100,68.4738653061299,100.0,1.0,-9.287421911947588,500,200.0,1.0,-10.5598345,0.8,0.009999998,1.0,-9.287421911947588,0.01,-9.287421911947588,-9.287422,8.233415,1.0,0.01,3.5044917e-18,2,68.4738653061299,500.0
,100,61.99830696551986,200.00000010221265,1.0,-7.917578734471018,500,200.0,1.0,-9.502478,0.8,0.0049999994,1.0,-7.917578734471018,0.005,-7.917578734471018,-8.602501,8.065535,1.0,0.005,2.179301e-19,2,61.99830696551986,500.0
,100,50.820083279810795,299.999969473632,1.0,-7.901829205642462,500,200.0,1.0,-9.103771,0.8,0.0033333336,1.0,-7.901829205642462,0.0033333334,-7.901829205642462,-8.368943,7.761977,1.0,0.0033333334,5.4391416e-20,2,50.820083279810795,500.0
,100,71.27121245506999,400.0,1.0,-8.238907960723703,500,200.0,1.0,-8.97548,0.8,0.0024999997,1.0,-8.238907960723703,0.0025,-8.238907960723703,-8.336434,7.926475,1.0,0.0025,5.434597e-20,2,71.27121245506999,500.0
6.188107,100,54.016371184591975,76.04938807092293,1.0525298,-7.8289537644049885,500,200.0,,-8.550828,0.8,0.002,6.784891,-7.8289537644049885,,-7.8289537644049885,-7.061987,19.167515,9.99386,0.01899017,2.2343387e-05,1,54.016371184591975,73.69315004875975
,100,65.29023120326323,100.0,1.0,-8.53439888996519,500,200.0,1.0,-9.789675,0.8,0.009999998,1.0,-8.53439888996519,0.01,-8.53439888996519,-8.534399,8.039735,1.0,0.01,3.5044917e-18,2,65.29023120326323,500.0
,100,63.862446152123546,200.00000010221265,1.0,-9.576300190646705,500,200.0,1.0,-9.952529,0.8,0.0049999994,1.0,-9.576300190646705,0.005,-9.576300190646705,-9.055349,8.012613,1.0,0.005,2.179301e-19,2,63.862446152123546,500.0
,100,53.40632627938045,299.999969473632,1.0,-8.404174876110531,500,200.0,1.0,-9.5753565,0.8,0.0033333336,1.0,-8.404174876110531,0.0033333334,-8.404174876110531,-8.838292,7.779436,1.0,0.0033333334,5.4391416e-20,2,53.40632627938045,500.0
,100,60.57204700827665,400.0,1.0,-8.909426083005439,500,200.0,1.0,-9.494392,0.8,0.0024999997,1.0,-8.909426083005439,0.0025,-8.909426083005439,-8.856075,7.7706017,1.0,0.0025,5.434597e-20,2,60.57204700827665,500.0
0.21229391,100,51.854608239048034,409.65287705814956,0.98013294,-8.134073841519903,500,200.0,0.7688178,-9.22384,0.8,0.002,1.27926,-8.134073841519903,0.0015688031,-8.134073841519903,-8.578095,8.212848,7.7240086,0.015761144,8.839497e-07,1,51.854608239048034,390.85094869535226
,100,56.85441633694203,100.0,1.0,-9.458657499574928,500,200.0,1.0,-10.736485,0.8,0.009999998,1.0,-9.458657499574928,0.01,-9.458657499574928,-9.458657,7.502391,1.0,0.01,3.5044917e-18,2,56.85441633694203,500.0
,100,47.84598913411921,200.00000010221265,1.0,-7.343326556989801,500,200.0,1.0,-9.304552,0.8,0.0049999994,1.0,-7.343326556989801,0.005,-7.343326556989801,-8.400991,7.276356,1.0,0.005,2.179301e-19,2,47.84598913411921,500.0
,100,57.77600649653533,299.999969473632,1.0,-7.817641370482877,500,200.0,1.0,-8.944296,0.8,0.0033333336,1.0,-7.817641370482877,0.0033333334,-7.817641370482877,-8.206542,7.3782525,1.0,0.0033333334,5.4391416e-20,2,57.77600649653533,500.0
,100,60.87362898344325,400.0,1.0,-8.653761878847144,500,200.0,1.0,-8.95726,0.8,0.0024999997,1.0,-8.653761878847144,0.0025,-8.653761878847144,-8.318347,7.478815,1.0,0.0025,5.434597e-20,2,60.87362898344325,500.0
76.919,100,63.997821706944954,12.14866740191242,1.3826195,-9.795541232681723,500,200.0,,-6.6599784,0.8,0.002,55.26848,-9.795541232681723,,-9.795541232681723,-2.411574,16.32026,76.75951,0.11103489,0.00016094903,1,63.997821706944954,9.046748065680584
,100,51.44573088222263,100.0,1.0,-8.183844064285594,500,200.0,1.0,-9.460003,0.8,0.009999998,1.0,-8.183844064285594,0.01,-8.183844064285594,-8.183844,7.1366153,1.0,0.01,3.5044917e-18,2,51.44573088222263,500.0
,100,48.99133878259578,200.00000010221265,1.0,-7.3971389710537006,500,200.0,1.0,-8.692872,0.8,0.0049999994,1.0,-7.3971389710537006,0.005,-7.3971389710537006,-7.790491,7.0619454,1.0,0.005,2.179301e-19,2,48.99133878259578,500.0
,100,59.1566543969664,299.999969473632,1.0,-8.4686548088325,500,200.0,1.0,-8.753337,0.8,0.0033333336,1.0,-8.4686548088325,0.0033333334,-8.4686548088325,-8.016546,7.271264,1.0,0.0033333334,5.4391416e-20,2,59.1566543969664,500.0
,100,66.37617299208362,400.0,1.0,-9.527761243339409,500,200.0,1.0,-9.03243,0.8,0.0024999997,1.0,-9.527761243339409,0.0025,-9.527761243339409,-8.39435,7.517298,1.0,0.0025,5.434597e-20,2,66.37617299208362,500.0
0.12858847,100,70.09564398670109,442.26017414346774,0.99144226,-10.678644983271163,500,200.0,0.78585875,-9.330572,0.8,0.002,1.2352676,-10.678644983271163,0.0015852839,-10.678644983271163,-8.696264,7.9056067,5.0253534,0.01013746,5.232715e-07,1,70.09564398670109,404.77058100537954
,100,61.749236805728636,100.0,1.0,-9.184698198214376,500,200.0,1.0,-10.446869,0.8,0.009999998,1.0,-9.184698198214376,0.01,-9.184698198214376,-9.184698,7.818679,1.0,0.01,3.5044917e-18,2,61.749236805728636,500.0
,100,42.60206932772313,200.00000010221265,1.0,-6.872315137775481,500,200.0,1.0,-8.920996,0.8,0.0049999994,1.0,-6.872315137775481,0.005,-6.872315137775481,-8.028506,7.2794695,1.0,0.005,2.179301e-19,2,42.60206932772313,500.0
,100,62.937797390552475,299.999969473632,1.0,-7.970912477672385,500,200.0,1.0,-8.74727,0.8,0.0033333336,1.0,-7.970912477672385,0.0033333334,-7.970912477672385,-8.009309,7.4898148,1.0,0.0033333334,5.4391416e-20,2,62.937797390552475,500.0
,100,60.89421751973892,400.0,1.0,-7.827626579651918,500,200.0,1.0,-8.602981,0.8,0.0024999997,1.0,-7.827626579651918,0.0025,-7.827626579651918,-7.963887,7.5597944,1.0,0.0025,5.434597e-20,2,60.89421751973892,500.0
0.3080056,100,41.62892930286417,383.8583202509768,1.0079432,-6.955693267640613,500,200.0,0.7660812,-8.1005535,0.8,0.002,1.4058408,-6.955693267640613,0.0015200882,-6.955693267640613,-7.422791,7.968268,8.993428,0.017845111,1.2126811e-06,1,41.62892930286417,355.6590591049116
,100,43.46962643281886,100.0,1.0,-7.131739775029314,500,200.0,1.0,-8.346847,0.8,0.009999998,1.0,-7.131739775029314,0.01,-7.131739775029314,-7.13174,6.560101,1.0,0.01,3.5044917e-18,2,43.46962643281886,500.0
,100,67.6044217960856,200.00000010221265,1.0,-9.21390930172758,500,200.0,1.0,-9.076121,0.8,0.0049999994,1.0,-9.21390930172758,0.005,-9.21390930172758,-8.172825,7.487691,1.0,0.005,2.179301e-19,2,67.6044217960856,500.0
,100,57.538228096820866,299.999969473632,1.0,-8.954129380795434,500,200.0,1.0,-9.170797,0.8,0.0033333336,1.0,-8.954129380795434,0.0033333334,-8.954129380795434,-8.433259,7.516667,1.0,0.0033333334,5.4391416e-20,2,57.538228096820866,500.0
,100,53.32322044330337,400.0,1.0,-7.499475076613009,500,200.0,1.0,-8.838541,0.8,0.0024999997,1.0,-7.499475076613009,0.0025,-7.499475076613009,-8.199814,7.4656677,1.0,0.0025,5.434597e-20,2,53.32322044330337,500.0
0.3037453,100,46.10603557399716,384.2012655365835,1.0028766,-7.208583563541766,500,200.0,0.5346714,-8.520078,0.8,0.002,1.342635,-7.208583563541766,0.0010662756,-7.208583563541766,-7.8581066,7.843236,5.257806,0.01048545,1.2080212e-06,1,46.10603557399716,372.40202048524355
,100,56.59643706842576,100.0,1.0,-7.801106082183489,500,200.0,1.0,-9.034063,0.8,0.009999998,1.0,-7.801106082183489,0.01,-7.801106082183489,-7.801106,7.4853506,1.0,0.01,3.5044917e-18,2,56.59643706842576,500.0
,100,64.64635981724946,200.00000010221265,1.0,-9.117625958258254,500,200.0,1.0,-9.355435,0.8,0.0049999994,1.0,-9.117625958258254,0.005,-9.117625958258254,-8.459366,7.774863,1.0,0.005,2.179301e-19,2,64.64635981724946,500.0
,100,73.6504553978245,299.999969473632,1.0,-9.390485568344797,500,200.0,1.0,-9.5069,0.8,0.0033333336,1.0,-9.390485568344797,0.0033333334,-9.390485568344797,-8.76974,8.049615,1.0,0.0033333334,5.4391416e-20,2,73.6504553978245,500.0
,100,62.90392948155556,400.0,1.0,-8.96680850686644,500,200.0,1.0,-9.457405,0.8,0.0024999997,1.0,-8.96680850686644,0.0025,-8.96680850686644,-8.819006,8.010819,1.0,0.0025,5.434597e-20,2,62.90392948155556,500.0
9.850128,100,56.63132574764561,47.721102918662645,1.0184468,-8.718588821493109,500,200.0,,-8.536581,0.8,0.002,10.48018,-8.718588821493109,,-8.718588821493109,-6.6880713,19.725597,14.811291,0.029086038,3.7986145e-05,1,56.63132574764561,47.70910520403321
,100,57.89537413525746,100.0,1.0,-8.73788733148299,500,200.0,1.0,-9.97172,0.8,0.009999998,1.0,-8.73788733148299,0.01,-8.73788733148299,-8.737887,7.5707607,1.0,0.01,3.5044917e-18,2,57.89537413525746,500.0
,100,67.74985319244787,200.00000010221265,1.0,-8.93728272092702,500,200.0,1.0,-9.7258625,0.8,0.0049999994,1.0,-8.93728272092702,0.005,-8.93728272092702,-8.837585,7.886972,1.0,0.005,2.179301e-19,2,67.74985319244787,500.0
,100,62.61481345571566,299.999969473632,1.0,-8.073144567179686,500,200.0,1.0,-9.308047,0.8,0.0033333336,1.0,-8.073144567179686,0.0033333334,-8.073144567179686,-8.582772,7.8906465,1.0,0.0033333334,5.4391416e-20,2,62.61481345571566,500.0
,100,51.03416915797065,400.0,1.0,-8.565001991887147,500,200.0,1.0,-9.214262,0.8,0.0024999997,1.0,-8.565001991887147,0.0025,-8.565001991887147,-8.578329,7.7024503,1.0,0.0025,5.434597e-20,2,51.03416915797065,500.0
3.3546853,100,57.43306912729515,108.32443305422699,0.9622571,-8.33543347563105,500,200.0,,-8.781228,0.8,0.002,4.490324,-8.33543347563105,,-8.33543347563105,-7.575928,15.990698,6.307183,0.013109143,1.4492038e-05,1,57.43306912729515,111.35053901011077
,100,62.91268983783703,100.0,1.0,-8.455572511481215,500,200.0,1.0,-9.729291,0.8,0.009999998,1.0,-8.455572511481215,0.01,-8.455572511481215,-8.455573,7.8919935,1.0,0.01,3.5044917e-18,2,62.91268983783703,500.0
,100,60.15609286945114,200.00000010221265,1.0,-9.069435427212664,500,200.0,1.0,-9.664294,0.8,0.0049999994,1.0,-9.069435427212664,0.005,-9.069435427212664,-8.762504,7.811098,1.0,0.005,2.179301e-19,2,60.15609286945114,500.0
,100,62.73566552564211,299.999969473632,1.0,-9.993457890083947,500,200.0,1.0,-9.909131,0.8,0.0033333336,1.0,-9.993457890083947,0.0033333334,-9.993457890083947,-9.172822,7.8558893,1.0,0.0033333334,5.4391416e-20,2,62.73566552564211,500.0
,100,56.427690184603506,400.0,1.0,-8.942084531520239,500,200.0,1.0,-9.753767,0.8,0.0024999997,1.0,-8.942084531520239,0.0025,-8.942084531520239,-9.115136,7.762865,1.0,0.0025,5.434597e-20,2,56.427690184603506,500.0
84.508766,100,60.46169348150087,12.297117868345383,1.4582775,-8.546509085696359,500,200.0,,-7.8522124,0.8,0.002,50.478397,-8.546509085696359,,-8.546509085696359,-3.7938786,20.937305,74.163315,0.10171358,0.00015895767,1,60.46169348150087,9.905227306270442
,100,60.82527843734956,100.0,1.0,-8.92887362000299,500,200.0,1.0,-10.202295,0.8,0.009999998,1.0,-8.92887362000299,0.01,-8.92887362000299,-8.928873,7.7599626,1.0,0.01,3.5044917e-18,2,60.82527843734956,500.0
,100,62.846562910230396,200.00000010221265,1.0,-8.448354898340988,500,200.0,1.0,-9.589059,0.8,0.0049999994,1.0,-8.448354898340988,0.005,-8.448354898340988,-8.688614,7.8278527,1.0,0.005,2.179301e-19,2,62.846562910230396,500.0
,100,54.592383326299185,299.999969473632,1.0,-7.782981516303696,500,200.0,1.0,-9.121947,0.8,0.0033333336,1.0,-7.782981516303696,0.0033333334,-7.782981516303696,-8.386737,7.6842656,1.0,0.0033333334,5.4391416e-20,2,54.592383326299185,500.0
,100,53.732970065997016,400.0,1.0,-7.851911846382709,500,200.0,1.0,-8.890206,0.8,0.0024999997,1.0,-7.851911846382709,0.0025,-7.851911846382709,-8.253031,7.5920014,1.0,0.0025,5.434597e-20,2,53.732970065997016,500.0
0.0002160774,100,47.0696281906762,499.892205552751,0.998973,-8.047164560444065,500,200.0,0.90784675,-8.781743,0.8,0.0019999999,1.0001984,-8.047164560444065,0.00181756,-8.047164560444065,-8.21178,7.437537,1.0100542,0.0020221851,8.660861e-10,1,47.0696281906762,499.90083754138124
,100,57.1247816748982,100.0,1.0,-7.783656724958715,500,200.0,1.0,-9.05492,0.8,0.009999998,1.0,-7.783656724958715,0.01,-7.783656724958715,-7.783657,7.5202084,1.0,0.01,3.5044917e-18,2,57.1247816748982,500.0
,100,50.464630766868574,200.00000010221265,1.0,-7.711480037869523,500,200.0,1.0,-8.646486,0.8,0.0049999994,1.0,-7.711480037869523,0.005,-7.711480037869523,-7.747568,7.297812,1.0,0.005,2.179301e-19,2,50.464630766868574,500.0
,100,50.361301915777155,299.999969473632,1.0,-8.588601408339882,500,200.0,1.0,-8.761876,0.8,0.0033333336,1.0,-8.588601408339882,0.0033333334,-8.588601408339882,-8.027912,7.230614,1.0,0.0033333334,5.4391416e-20,2,50.361301915777155,500.0
,100,63.34839942636988,400.0,1.0,-8.604673477757242,500,200.0,1.0,-8.8077345,0.8,0.0024999997,1.0,-8.604673477757242,0.0025,-8.604673477757242,-8.172103,7.4129915,1.0,0.0025,5.434597e-20,2,63.34839942636988,500.0
1.6768436,100,60.245940264863314,177.58309941670976,0.9600712,-8.499470596608456,500,200.0,0.00081219943,-8.580433,0.8,0.002,2.7006447,-8.499470596608456,1.6919566e-06,-8.499470596608456,-7.646138,12.2755995,5.7114377,0.011897946,7.2768867e-06,1,60.245940264863314,185.14097547302651
,100,58.46765624118378,100.0,1.0,-7.6900586490573275,500,200.0,1.0,-8.930454,0.8,0.009999998,1.0,-7.6900586490573275,0.01,-7.6900586490573275,-7.690058,7.608086,1.0,0.01,3.5044917e-18,2,58.46765624118378,500.0
,100,64.38392624122748,200.00000010221265,1.0,-7.948425912064493,500,200.0,1.0,-8.708807,0.8,0.0049999994,1.0,-7.948425912064493,0.005,-7.948425912064493,-7.819242,7.799245,1.0,0.005,2.179301e-19,2,64.38392624122748,500.0
,100,52.716611870008705,299.999969473632,1.0,-8.633687742838436,500,200.0,1.0,-8.817051,0.8,0.0033333336,1.0,-8.633687742838436,0.0033333334,-8.633687742838436,-8.090724,7.6220756,1.0,0.0033333334,5.4391416e-20,2,52.716611870008705,500.0
,100,70.20131331932546,400.0,1.0,-9.179771061692911,500,200.0,1.0,-9.000024,0.8,0.0024999997,1.0,-9.179771061692911,0.0025,-9.179771061692911,-8.362986,7.8210754,1.0,0.0025,5.434597e-20,2,70.20131331932546,500.0
2.158593,100,53.192155168903426,188.0260103960653,1.1394634,-8.370053090519873,500,200.0,0.7384628,-8.42963,0.8,0.002,1.8111806,-8.370053090519873,0.0012961589,-8.370053090519873,-7.6628137,10.387185,18.7201,0.03285775,6.6501275e-06,1,53.192155168903426,276.0630289014541
,100,49.526759414144145,100.0,1.0,-7.641911292791625,500,200.0,1.0,-8.906911,0.8,0.009999998,1.0,-7.641911292791625,0.01,-7.641911292791625,-7.6419115,7.002249,1.0,0.01,3.5044917e-18,2,49.526759414144145,500.0
,100,51.76013303638058,200.00000010221265,1.0,-8.606649021748582,500,200.0,1.0,-9.02361,0.8,0.0049999994,1.0,-8.606649021748582,0.005,-8.606649021748582,-8.12428,7.097161,1.0,0.005,2.179301e-19,2,51.76013303638058,500.0
