Delta,AvgNormIw,BatchSize,MinVanillaIw,ESSRenyi,MinNormIw,VarRet,EpsThisIter,eRenyi2,VarJ,AvgVanillaIw,VanillaAvgRet,MaxVanillaIw,AvgDiscRet,AvgRet,AvgEpLen,J,IterType,Bound,VarVanillaIw,VarDiscRet,MaxNormIw,VarNormIw,ESSClassic
0.45,0.01,100,0.99628663,99.99986886995345,0.00996433,0.002945793403483427,100,1.0000013,0.05394395,0.9998531,4999.943308539056,1.0024071,4999.943308539056,4999.943308539056,500.0,4999.9434,1,4447.1724,1.7605302e-06,0.002945793403483427,0.010025544,1.7610483e-10,99.99985120510843
0.45,0.009999998,100,1.0,100.0,0.01,0.0024608919611957196,100,1.0,0.04935741,1.0,4999.952014353297,1.0,4999.952014353297,4999.952014353297,500.0,4999.952,1,4447.181,,0.0024608919611957196,0.01,3.5044917e-18,100.0
0.45,0.010000002,100,0.44464102,98.49823390014637,0.004490343,42497.520890855616,100,1.0152466,92.62298,0.99021614,4979.329755549603,1.1859245,4979.329755549603,4979.329755549603,497.95,4990.69,1,4433.721,0.016121792,42497.520890855616,0.011976421,1.644195e-06,98.39829686564256
0.45,0.01,100,0.9996038,100.0,0.009996248,0.003816187141585205,100,1.0,0.061475735,0.99997896,4999.94258791831,1.0002276,4999.94258791831,4999.94258791831,500.0,4999.9434,1,4447.1724,1.6803929e-08,0.003816187141585205,0.010002486,1.6804485e-12,100.0000038147777
0.45,0.01,100,0.9972976,99.99998807907247,0.009973312,0.0043421368598892994,100,1.0000001,0.06552384,0.99996626,4999.945581717791,1.0004835,4999.945581717791,4999.945581717791,500.0,4999.946,1,4447.175,2.1430323e-07,0.0043421368598892994,0.010005172,2.1432458e-11,99.99996948139972
0.45,0.01,100,0.9972336,99.99994039539075,0.009972497,0.0020109238169165895,100,1.0000006,0.044621013,0.9999839,4999.9540344146835,1.0018191,4999.9540344146835,4999.9540344146835,500.0,4999.9546,1,4447.1836,7.840635e-07,0.0020109238169165895,0.010018352,7.84093e-11,99.99994659339993
0.45,0.01,100,0.99856216,99.99998807907247,0.00998559,0.0019345506140032523,100,1.0000001,0.04374056,1.0000031,4999.951728688851,1.0006618,4999.951728688851,4999.951728688851,500.0,4999.952,1,4447.1816,1.1524438e-07,0.0019345506140032523,0.010006587,1.1524414e-11,99.99997711189194
0.45,0.01,100,0.9982119,100.0,0.00998243,0.015409798348015641,100,1.0,0.12338554,0.99996877,4999.940356808319,1.0003781,4999.940356808319,4999.940356808319,500.0,4999.941,1,4447.17,8.5395385e-08,0.015409798348015641,0.010004094,8.540299e-12,99.9999961851838
0.45,0.01,100,0.23522681,97.97232540805412,0.0024072963,75122.46887890465,100,1.0206964,66.16203,0.977141,4972.548378501201,1.1752126,4972.548378501201,4972.548378501201,497.27,4993.359,1,4434.8975,0.03198613,75122.46887890465,0.012027052,3.3500187e-06,96.78996010791951
0.45,0.01,100,0.998456,100.0,0.0099849375,0.008874164687415751,100,1.0,0.093633644,0.99996215,4999.943103244708,1.0002428,4999.943103244708,4999.943103244708,500.0,4999.9434,1,4447.1724,8.110353e-08,0.008874164687415751,0.010002807,8.111294e-12,100.00000381484173
0.45,0.01,100,0.99951077,99.99998807907247,0.009994996,0.002806504919810713,100,1.0000001,0.05273165,1.0000112,4999.9495838073135,1.0005064,4999.9495838073135,4999.9495838073135,500.0,4999.9507,1,4447.1797,5.4275738e-08,0.002806504919810713,0.010004952,5.427337e-12,99.99999237069147
0.45,0.01,100,0.9874396,99.99989271175451,0.009876327,0.008799409253354078,100,1.0000011,0.09254775,0.99980456,4999.937899220804,1.0023743,4999.937899220804,4999.937899220804,500.0,4999.9385,1,4447.1675,3.8962594e-06,0.008799409253354078,0.010025702,3.8977555e-10,99.999607010524
0.45,0.01,100,0.9994694,100.0,0.009994427,0.002011291132139936,100,1.0,0.04460986,1.0000268,4999.954135949083,1.0005509,4999.954135949083,4999.954135949083,500.0,4999.9546,1,4447.1836,6.1713834e-08,0.002011291132139936,0.01000524,6.17103e-12,99.999996185405
0.45,0.009999998,100,1.0,100.0,0.01,0.002729664297751754,100,1.0,0.05197157,1.0,4999.95743572344,1.0,4999.95743572344,4999.95743572344,500.0,4999.9575,1,4447.1865,,0.002729664297751754,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.9967055,99.99983310727316,0.009963419,0.0022909864262740296,100,1.0000017,0.047586117,1.0003648,4999.947361552684,1.0075823,4999.947361552684,4999.947361552684,500.0,4999.9478,1,4447.177,2.7678577e-06,0.0022909864262740296,0.010072148,2.7658456e-10,99.99972544253134
0.45,0.009999998,100,1.0,100.0,0.01,0.002899405360254991,100,1.0,0.053575866,1.0,4999.953592290603,1.0,4999.953592290603,4999.953592290603,500.0,4999.9536,1,4447.1826,,0.002899405360254991,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.9990003,100.0,0.009990365,0.001935581518331045,100,1.0,0.043767173,0.99996376,4999.958662535338,1.0002606,4999.958662535338,4999.958662535338,500.0,4999.959,1,4447.188,4.6757762e-08,0.001935581518331045,0.010002969,4.676266e-12,100.0000190741803
0.45,0.01,100,0.9994591,100.0,0.009994607,0.0024513769444794438,100,1.0,0.04926137,0.99999833,4999.949891318818,1.0007744,4999.949891318818,4999.949891318818,500.0,4999.95,1,4447.1797,5.7658045e-08,0.0024513769444794438,0.0100077605,5.7661536e-12,99.99998855588997
0.45,0.010000002,100,0.9957311,99.99991655356695,0.009957444,0.0025932895942062666,100,1.0000008,0.05060953,0.99998665,4999.95703407373,1.0018768,4999.95703407373,4999.95703407373,500.0,4999.958,1,4447.187,1.4065649e-06,0.0025932895942062666,0.010018902,1.4066073e-10,99.99986648394678
0.45,0.01,100,0.9983922,99.99996423722592,0.009983515,0.0024366826763661,100,1.0000004,0.049096532,1.0000408,4999.955829102834,1.0010836,4999.955829102834,4999.955829102834,500.0,4999.956,1,4447.185,4.1471299e-07,0.0024366826763661,0.010010429,4.1467944e-11,99.99996566913212
0.45,0.01,100,0.5124101,99.09976726001325,0.0051339646,17719.306344716428,100,1.0090841,68.33487,0.99807876,4986.639548425329,1.1216687,4986.639548425329,4986.639548425329,498.68,4993.118,1,4437.8423,0.010957561,17719.306344716428,0.011238278,1.0999787e-06,98.92277596036715
0.45,0.01,100,0.9935301,99.99988079085256,0.009932485,0.002723657957199272,100,1.0000012,0.05182837,1.0002835,4999.952324160862,1.0022517,4999.952324160862,4999.952324160862,500.0,4999.9526,1,4447.1816,1.6049694e-06,0.002723657957199272,0.010019678,1.6040758e-10,99.99984745551994
0.45,0.009999998,100,1.0,100.0,0.01,0.002505354978132685,100,1.0,0.04981132,1.0,4999.942246654692,1.0,4999.942246654692,4999.942246654692,500.0,4999.9424,1,4447.1714,,0.002505354978132685,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.0018105310088044255,100,1.0,0.042333193,1.0,4999.959137640521,1.0,4999.959137640521,4999.959137640521,500.0,4999.9595,1,4447.1885,,0.0018105310088044255,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.9996807,100.0,0.009996783,0.0021587426549444133,100,1.0,0.046246678,1.0000024,4999.954852749388,1.0004156,4999.954852749388,4999.954852749388,500.0,4999.9556,1,4447.1846,1.7046046e-08,0.0021587426549444133,0.010004131,1.7045254e-12,99.99999237062453
0.45,0.010000002,100,0.9966481,99.99995231630692,0.009967304,0.0021788514678565134,100,1.0000005,0.0464211,0.9999174,4999.958868096973,1.0024385,4999.958868096973,4999.958868096973,500.0,4999.959,1,4447.188,1.0004546e-06,0.0021788514678565134,0.0100252135,1.00062424e-10,99.99987791971222
0.45,0.01,100,0.9985366,100.0,0.009984768,0.002626010177168122,100,1.0,0.050987385,1.0000598,4999.954225321316,1.0008844,4999.954225321316,4999.954225321316,500.0,4999.9546,1,4447.1836,1.1206257e-07,0.002626010177168122,0.010008245,1.1204866e-11,99.99998092765865
0.45,0.01,100,0.9956804,99.99984502816375,0.00995529,0.0021616339478582455,100,1.0000015,0.046206184,1.0001521,4999.955959006395,1.0026921,4999.955959006395,4999.955959006395,500.0,4999.9565,1,4447.1855,1.5085318e-06,0.0021616339478582455,0.010025396,1.5080781e-10,99.99985124960203
0.45,0.009999998,100,1.0,100.0,0.01,0.0019734366770842856,100,1.0,0.04419482,1.0,4999.949839051596,1.0,4999.949839051596,4999.949839051596,500.0,4999.9497,1,4447.1787,,0.0019734366770842856,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.9972467,99.99992847447743,0.00997153,0.00223352897079313,100,1.0000007,0.047011822,1.0000939,4999.957118192443,1.0021372,4999.957118192443,4999.957118192443,500.0,4999.9575,1,4447.1865,6.22856e-07,0.00223352897079313,0.010020431,6.227485e-11,99.99993897060344
0.45,0.01,100,0.998138,100.0,0.009981072,0.003059737836269623,100,1.0,0.055010498,1.0000309,4999.949956979801,1.0005361,4999.949956979801,4999.949956979801,500.0,4999.95,1,4447.179,9.748468e-08,0.003059737836269623,0.010005051,9.747892e-12,100.00001907289972
0.45,0.01,100,0.9994398,99.99998807907247,0.009994293,0.0035387571489047345,100,1.0000001,0.059244744,1.0000105,4999.9500550699995,1.0022619,4999.9500550699995,4999.9500550699995,500.0,4999.9507,1,4447.1797,2.1998066e-07,0.0035387571489047345,0.010022514,2.1997773e-11,99.99996948275016
0.45,0.01,100,0.9960564,99.99990463265931,0.0099595245,0.001719351106127493,100,1.000001,0.04123228,1.0001044,4999.95846091751,1.0021174,4999.95846091751,4999.95846091751,500.0,4999.959,1,4447.188,1.1804683e-06,0.001719351106127493,0.010020128,1.1802186e-10,99.99989319970888
0.45,0.010000002,100,0.99430084,99.99985694905718,0.009944992,0.002688006960655183,100,1.0000014,0.051528264,0.99980056,4999.9442903561185,1.0019095,4999.9442903561185,4999.9442903561185,500.0,4999.945,1,4447.174,2.397279e-06,0.002688006960655183,0.010021093,2.3982383e-10,99.9997291030188
0.45,0.009999998,100,1.0,100.0,0.01,0.0014806569244919987,100,1.0,0.03830164,1.0,4999.966139009642,1.0,4999.966139009642,4999.966139009642,500.0,4999.9663,1,4447.1953,,0.0014806569244919987,0.01,3.5044917e-18,100.0
0.45,0.010000002,100,0.9981756,99.99995231630692,0.009982806,0.0020867477865755698,100,1.0000005,0.04542636,0.99989486,4999.960410156225,1.0014511,4999.960410156225,4999.960410156225,500.0,4999.961,1,4447.19,5.02067e-07,0.0020867477865755698,0.010015564,5.021715e-11,99.99993514335945
0.45,0.009999998,100,1.0,100.0,0.01,0.003309269100472776,100,1.0,0.057224024,1.0,4999.947600150164,1.0,4999.947600150164,4999.947600150164,500.0,4999.9473,1,4447.177,,0.003309269100472776,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.001681710125381041,100,1.0,0.04081555,1.0,4999.9540956947585,1.0,4999.9540956947585,4999.9540956947585,500.0,4999.954,1,4447.183,,0.001681710125381041,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.001797341841070722,100,1.0,0.042184055,1.0,4999.959818246529,1.0,4999.959818246529,4999.959818246529,500.0,4999.9595,1,4447.1885,,0.001797341841070722,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.0023937713800254593,100,1.0,0.04867843,1.0,4999.952945539826,1.0,4999.952945539826,4999.952945539826,500.0,4999.953,1,4447.182,,0.0023937713800254593,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.0019384273820106715,100,1.0,0.043790497,1.0,4999.957705114721,1.0,4999.957705114721,4999.957705114721,500.0,4999.958,1,4447.187,,0.0019384273820106715,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.9994163,100.0,0.009994216,0.0019960211171324337,100,1.0,0.044450603,0.99999464,4999.95692907479,1.0004175,4999.95692907479,4999.95692907479,500.0,4999.9575,1,4447.1865,3.0813307e-08,0.0019960211171324337,0.010004228,3.081496e-12,99.99998092641454
0.45,0.009999998,100,1.0,100.0,0.01,0.0038821480506390188,100,1.0,0.06198607,1.0,4999.949910799009,1.0,4999.949910799009,4999.949910799009,500.0,4999.95,1,4447.179,,0.0038821480506390188,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.9959203,99.99983310727316,0.009958602,0.0030057860002966007,100,1.0000017,0.054462563,1.0000603,4999.950292065478,1.0040131,4999.950292065478,4999.950292065478,500.0,4999.9507,1,4447.1797,2.1062503e-06,0.0030057860002966007,0.010039525,2.1060077e-10,99.9997863901864
0.45,0.01,100,0.9991874,99.99998807907247,0.009991477,0.004871858685327785,100,1.0000001,0.06949149,1.0000397,4999.945226036685,1.0014266,4999.945226036685,4999.945226036685,500.0,4999.9463,1,4447.1753,2.484436e-07,0.004871858685327785,0.010013868,2.484216e-11,99.99998092727307
0.45,0.01,100,0.99964166,100.0,0.009995946,0.0016292093220804237,100,1.0,0.040165156,1.0000471,4999.955651713264,1.0015689,4999.955651713264,4999.955651713264,500.0,4999.956,1,4447.1855,1.6419078e-07,0.0016292093220804237,0.010015218,1.6417303e-11,99.99999237096503
0.45,0.009999998,100,1.0,100.0,0.01,0.005182927435676158,100,1.0,0.07161123,1.0,4999.948359038513,1.0,4999.948359038513,4999.948359038513,500.0,4999.948,1,4447.1777,,0.005182927435676158,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.9984266,99.99978542373924,0.00998495,0.0025082830467353604,100,1.0000021,0.04982111,0.9999316,4999.956158895614,1.0014191,4999.956158895614,4999.956158895614,500.0,4999.957,1,4447.1855,1.9286333e-07,0.0025082830467353604,0.010014876,1.9289194e-11,99.99998855512595
0.45,0.01,100,0.9956882,99.99985694905718,0.009957828,0.0023280361067483813,100,1.0000014,0.047977034,0.999905,4999.954020518135,1.0033301,4999.954020518135,4999.954020518135,500.0,4999.9546,1,4447.1836,2.1554015e-06,0.0023280361067483813,0.010034254,2.1558005e-10,99.99979017204986
0.45,0.009999998,100,1.0,100.0,0.01,0.001954689397608307,100,1.0,0.044007957,1.0,4999.960127742841,1.0,4999.960127742841,4999.960127742841,500.0,4999.9604,1,4447.1895,,0.001954689397608307,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.9967405,99.99989271175451,0.009965938,0.0013760904325928601,100,1.0000011,0.036909148,1.0001472,4999.962697840503,1.002808,4999.962697840503,4999.962697840503,500.0,4999.9634,1,4447.1924,1.19679e-06,0.0013760904325928601,0.010026603,1.1964359e-10,99.99988557602886
0.45,0.01,100,0.9952392,99.99992847447743,0.009952925,0.0025432812227965187,100,1.0000007,0.05014552,0.9999464,4999.950252202734,1.0013955,4999.950252202734,4999.950252202734,500.0,4999.9507,1,4447.1797,1.5076532e-06,0.0025432812227965187,0.010014491,1.5078078e-10,99.99985503389736
0.45,0.01,100,0.99717396,99.99992847447743,0.009970009,0.0017589701193952692,100,1.0000007,0.04173415,1.0001736,4999.95942090874,1.0030694,4999.95942090874,4999.95942090874,500.0,4999.96,1,4447.189,1.2011069e-06,0.0017589701193952692,0.010028954,1.2006882e-10,99.99988557904014
0.45,0.009999998,100,1.0,100.0,0.01,0.001337041829042461,100,1.0,0.036369774,1.0,4999.95876742828,1.0,4999.95876742828,4999.95876742828,500.0,4999.959,1,4447.188,,0.001337041829042461,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.002057318811564351,100,1.0,0.045138873,1.0,4999.956452096734,1.0,4999.956452096734,4999.956452096734,500.0,4999.9565,1,4447.1855,,0.002057318811564351,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.99993694,100.0,0.009999367,0.0030098260433961826,100,1.0,0.054583706,1.0000001,4999.955219748896,1.0001595,4999.955219748896,4999.955219748896,500.0,4999.9556,1,4447.1846,1.3699754e-09,0.0030098260433961826,0.010001593,1.3699191e-13,100.00001144409103
0.45,0.009999998,100,1.0,100.0,0.01,0.0023851854449046515,100,1.0,0.04859799,1.0,4999.955369031803,1.0,4999.955369031803,4999.955369031803,500.0,4999.9556,1,4447.1846,,0.0023851854449046515,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.9952671,99.99974966111864,0.009954075,0.0025812861202540067,100,1.0000025,0.050456025,0.9998589,4999.95285809542,1.0031815,4999.95285809542,4999.95285809542,500.0,4999.9536,1,4447.182,2.7375504e-06,0.0025812861202540067,0.01003323,2.7383334e-10,99.99974819493444
0.45,0.009999998,100,1.0,100.0,0.01,0.0015917907933604809,100,1.0,0.03970078,1.0,4999.9627524186,1.0,4999.9627524186,4999.9627524186,500.0,4999.963,1,4447.192,,0.0015917907933604809,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.99603975,99.99998807907247,0.009960727,0.004032350882224043,100,1.0000001,0.06309656,0.99996686,4999.948003648062,1.0009955,4999.948003648062,4999.948003648062,500.0,4999.9487,1,4447.1777,4.4478276e-07,0.004032350882224043,0.010010286,4.44816e-11,99.99993896285065
0.45,0.01,100,0.9990706,100.0,0.009990553,0.0032725382834844587,100,1.0,0.056894023,1.0000153,4999.94650920185,1.0006521,4999.94650920185,4999.94650920185,500.0,4999.947,1,4447.176,8.668391e-08,0.0032725382834844587,0.010006368,8.668191e-12,99.99998092680744
0.45,0.009999998,100,1.0,100.0,0.01,0.002013060355299135,100,1.0,0.04463673,1.0,4999.960683258399,1.0,4999.960683258399,4999.960683258399,500.0,4999.961,1,4447.19,,0.002013060355299135,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.9995558,100.0,0.009995441,0.002712212246973271,100,1.0,0.05182555,1.0000118,4999.9555877249195,1.0003128,4999.9555877249195,4999.9555877249195,500.0,4999.956,1,4447.185,2.1454131e-08,0.002712212246973271,0.010003011,2.1454965e-12,100.00000381465256
0.45,0.009999998,100,1.0,100.0,0.01,0.0017235762986886395,100,1.0,0.04129933,1.0,4999.958158684881,1.0,4999.958158684881,4999.958158684881,500.0,4999.958,1,4447.187,,0.0017235762986886395,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.9968123,99.99996423722592,0.009965387,0.002083347495071104,100,1.0000004,0.04537833,1.0002745,4999.955164542936,1.0040629,4999.955164542936,4999.955164542936,500.0,4999.956,1,4447.185,2.4356996e-06,0.002083347495071104,0.010037874,2.4343533e-10,99.99974067227737
0.45,0.009999998,100,1.0,100.0,0.01,0.0030037345506765457,100,1.0,0.054524947,1.0,4999.95509629399,1.0,4999.95509629399,4999.95509629399,500.0,4999.955,1,4447.184,,0.0030037345506765457,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.9967552,99.99996423722592,0.009967136,0.0021034648522420853,100,1.0000004,0.04566379,1.0000416,4999.956805536887,1.0022252,4999.956805536887,4999.956805536887,500.0,4999.958,1,4447.187,5.264616e-07,0.0021034648522420853,0.010021834,5.26416e-11,99.99995804009119
0.45,0.009999998,100,1.0,100.0,0.01,0.0018045611445095613,100,1.0,0.04228248,1.0,4999.959547754724,1.0,4999.959547754724,4999.959547754724,500.0,4999.96,1,4447.189,,0.0018045611445095613,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.99955463,100.0,0.009995131,0.002443384000140568,100,1.0,0.049275704,1.0000416,4999.963924517771,1.0040847,4999.963924517771,4999.963924517771,500.0,4999.965,1,4447.194,2.5990124e-07,0.002443384000140568,0.010040429,2.5987977e-11,99.99996185462435
0.45,0.009999998,100,1.0,100.0,0.01,0.002569820279169739,100,1.0,0.05045056,1.0,4999.950365926176,1.0,4999.950365926176,4999.950365926176,500.0,4999.95,1,4447.1797,,0.002569820279169739,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.0017328062622567616,100,1.0,0.04142021,1.0,4999.955421107069,1.0,4999.955421107069,4999.955421107069,500.0,4999.9556,1,4447.1846,,0.0017328062622567616,0.01,3.5044917e-18,100.0
0.45,0.01,100,0.9963086,99.99991655356695,0.009962896,0.0020441090952147407,100,1.0000008,0.04498867,1.0000192,4999.95211003377,1.0036151,4999.95211003377,4999.95211003377,500.0,4999.9526,1,4447.1816,1.4329274e-06,0.0020441090952147407,0.010035959,1.4328733e-10,99.99986267366965
0.45,0.01,100,0.9975806,99.99995231630692,0.009977031,0.0011716159691140273,100,1.0000005,0.03403541,0.9998772,4999.962046202773,1.0022442,4999.962046202773,4999.962046202773,500.0,4999.9624,1,4447.1914,7.493783e-07,0.0011716159691140273,0.010023673,7.495614e-11,99.99993895737829
0.45,0.01,100,0.99489766,99.99984502816375,0.009948914,0.0015681872937280568,100,1.0000015,0.039291456,1.0000063,4999.961807568918,1.0024544,4999.961807568918,4999.961807568918,500.0,4999.9624,1,4447.1914,1.538386e-06,0.0015681872937280568,0.0100244805,1.538355e-10,99.99983596925809
0.45,0.009999998,100,1.0,100.0,0.01,0.0026599509268648387,100,1.0,0.051339146,1.0,4999.952258376606,1.0,4999.952258376606,4999.952258376606,500.0,4999.952,1,4447.1816,,0.0026599509268648387,0.01,3.5044917e-18,100.0
0.45,0.009999998,100,1.0,100.0,0.01,0.002058203749358109,100,1.0,0.045138158,1.0,4999.953592448752,1.0,4999.953592448752,4999.953592448752,500.0,4999.953,1,4447.182,,0.002058203749358109,0.01,3.5044917e-18,100.0
0.45,0.010000002,100,0.37875608,98.61727163139093,0.003818915,33161.238459051754,100,1.0140212,69.63134,0.99178976,4981.748333044888,1.146565,4981.748333044888,4981.748333044888,498.19,4993.006,1,4436.3735,0.016788099,33161.238459051754,0.011560564,1.70672e-06,98.33839824796833
0.45,0.009999998,100,1.0,100.0,0.01,0.0018591296596126381,100,1.0,0.04289158,1.0,4999.958218163807,1.0,4999.958218163807,4999.958218163807,500.0,4999.9585,1,4447.1875,,0.0018591296596126381,0.01,3.5044917e-18,100.0
0.45,0.010000002,100,0.9979152,99.99998807907247,0.009980311,0.0026514449165613053,100,1.0000001,0.051205754,0.9998839,4999.9508392553125,1.0010449,4999.9508392553125,4999.9508392553125,500.0,4999.951,1,4447.18,3.340451e-07,0.0026514449165613053,0.0100116115,3.3412245e-11,99.99996947888476
