EpisodesSoFar,entloss,EpThisIter,TimestepsSoFar,DiscEpRewMean,entropy,surrgain,TimeElapsed,optimgain,Step_size,EpRewMean,EpLenMean,meankl,ev_tdlam_before
3400,,100,77979,14.450582180023194,0.4189424,0.0015052814,204.09265542030334,0.0015052814,1.0,242.3124952752074,26.29,0.00086923083,
3500,,100,80682,14.953585157394409,0.4189424,0.001986273,211.0535011291504,0.001986273,1.0,249.09475401719456,27.03,0.0009340118,
3600,,100,83362,14.013339004516602,0.4189424,0.0025280148,218.11565399169922,0.0025280148,1.0,246.7900060102204,26.8,0.0009172704,
3700,,100,85888,13.467110280990601,0.4189424,0.0014614027,224.6868336200714,0.0014614027,1.0,232.71341234011564,25.26,0.0009449052,
3800,,100,88476,13.265508527755737,0.4189424,0.0025892884,231.93050336837769,0.0025892884,1.0,238.5072195929769,25.88,0.00096024526,
3900,,100,91220,12.907289848327636,0.4189424,0.0020234736,238.8772747516632,0.0020234736,1.0,253.01924817179003,27.44,0.0009869912,
4000,,100,93830,15.991505641937255,0.4189424,0.0020297344,246.2606008052826,0.0020297344,1.0,240.60706638931882,26.1,0.00097147695,
4100,,100,96469,13.91948709487915,0.4189424,0.0022902081,253.05850791931152,0.0022902081,1.0,243.19314880544607,26.39,0.00097128196,
4200,,100,99157,12.288502283096314,0.4189424,0.0017585547,260.1403548717499,0.0017585547,1.0,247.94288400088305,26.88,0.0009681131,
4300,,100,101770,12.419048280715943,0.4189424,0.0022486176,266.8655672073364,0.0022486176,1.0,240.8379051252663,26.13,0.00093323964,
4400,,100,104420,12.334932680130004,0.4189424,0.0020675457,274.1190495491028,0.0020675457,1.0,244.24703605968196,26.5,0.00089576823,
4500,,100,107154,14.539146032333374,0.4189424,0.0021576653,281.1850028038025,0.0021576653,1.0,252.0384587769592,27.34,0.0008611222,
4600,,100,109910,16.554293603897094,0.4189424,0.0024351466,288.33917808532715,0.0024351466,1.0,254.1457459554239,27.56,0.00091386464,
4700,,100,112579,14.292655172348022,0.4189424,0.0021058936,295.4238586425781,0.0021058936,1.0,245.97217635613598,26.69,0.00090838777,
4800,,100,115363,14.90515555381775,0.4189424,0.0037887273,302.4759249687195,0.0037887273,1.0,256.66432328590486,27.84,0.0009153473,
4900,,100,118125,14.028268461227418,0.4189424,0.0025963483,309.5192942619324,0.0025963483,1.0,254.7336321872199,27.62,0.0009129087,
5000,,100,120951,16.446767301559447,0.4189424,0.0026917027,317.08058738708496,0.0026917027,1.0,260.8184815340152,28.26,0.0008534384,
5100,,100,123738,19.325157051086425,0.4189424,0.0026176355,325.0632438659668,0.0026176355,1.0,256.98322235043423,27.87,0.0009600659,
5200,,100,126536,17.075226554870607,0.4189424,0.0027549127,331.6878159046173,0.0027549127,1.0,258.1786968911216,27.98,0.00097353774,
5300,,100,129386,14.129274606704712,0.4189424,0.0020113555,338.28759026527405,0.0020113555,1.0,262.9251190075704,28.5,0.0008737671,
5400,,100,132266,15.768401365280152,0.4189424,0.0019369272,345.14785051345825,0.0019369272,1.0,265.8021579270573,28.8,0.0009561211,
5500,,100,135105,15.508555383682252,0.4189424,0.002788064,352.59048080444336,0.002788064,1.0,261.82490919562565,28.39,0.00096939615,
5600,,100,137811,13.354912309646606,0.4189424,0.0022980557,359.31253600120544,0.0022980557,1.0,249.51476881972602,27.06,0.0008965523,
5700,,100,140579,15.413263816833496,0.4189424,0.0011817331,366.4590837955475,0.0011817331,1.0,255.33701261586816,27.68,0.0009138009,
5800,,100,143373,14.188603715896607,0.4189424,0.0027391287,373.4143524169922,0.0027391287,1.0,257.6373009048125,27.94,0.0009847211,
5900,,100,146203,14.175226383209228,0.4189424,0.0012547742,380.46707224845886,0.0012547742,1.0,261.05425850074073,28.3,0.0009548161,
6000,,100,149009,14.487689733505249,0.4189424,0.0018865451,387.0660524368286,0.0018865451,1.0,258.9277580028948,28.06,0.00093478826,
6100,,100,151880,15.228667659759521,0.4189424,0.0036809312,393.85897493362427,0.0036809312,1.0,265.14322796814434,28.71,0.00096717145,
6200,,100,154752,16.149658489227296,0.4189424,0.002694878,400.5762734413147,0.002694878,1.0,264.86758039315066,28.72,0.00081668305,
6300,,100,157585,16.16477999687195,0.4189424,0.0023224186,407.3792471885681,0.0023224186,1.0,261.1445418398618,28.33,0.000865672,
6400,,100,160504,16.569674139022826,0.4189424,0.0025565857,414.48189973831177,0.0025565857,1.0,269.2969370242686,29.19,0.0009803369,
6500,,100,163357,15.574416446685792,0.4189424,0.0032737658,421.71079754829407,0.0032737658,1.0,263.11525753214914,28.53,0.00096739637,
6600,,100,166267,16.548201932907105,0.4189424,0.002581731,429.1904311180115,0.002581731,1.0,268.54797788504254,29.1,0.00096045877,
6700,,100,169146,14.105839176177978,0.4189424,0.0016329052,436.1273784637451,0.0016329052,1.0,265.5246748452282,28.79,0.0007483328,
6800,,100,172011,15.481912879943847,0.4189424,0.0013758203,443.9158043861389,0.0013758203,1.0,264.41056534584607,28.65,0.0009601507,
6900,,100,174916,18.05343081474304,0.4189424,0.002299704,450.3058204650879,0.002299704,1.0,268.04782408090904,29.05,0.0009948943,
7000,,100,177934,19.619795980453492,0.4189424,0.0021725672,457.4524281024933,0.0021725672,1.0,278.46894685076995,30.18,0.0008723981,
7100,,100,180826,14.379198503494262,0.4189424,0.0021369632,464.9863555431366,0.0021369632,1.0,266.8754157375354,28.92,0.000952139,
7200,,100,183772,16.397850141525268,0.4189424,0.0020091843,471.7970497608185,0.0020091843,1.0,271.86100299898175,29.46,0.00060244615,
7300,,100,186870,22.99988525390625,0.4189424,0.0021772562,479.2544882297516,0.0021772562,1.0,285.7511540339035,30.98,0.0009228762,
7400,,100,189813,17.45698567390442,0.4189424,0.0022264947,486.476802110672,0.0022264947,1.0,271.66435852338697,29.43,0.00092685083,
7500,,100,192827,18.04918568611145,0.4189424,0.002703147,494.28342461586,0.002703147,1.0,278.26509109778794,30.14,0.0009932693,
7600,,100,195923,21.26605341911316,0.4189424,0.0019029211,501.16927766799927,0.0019029211,1.0,286.04602939761685,30.96,0.0009854293,
7700,,100,198914,17.45146185874939,0.4189424,0.0022871033,508.2625024318695,0.0022871033,1.0,275.960552051622,29.91,0.00093681336,
7800,,100,202026,19.8443594455719,0.4189424,0.0033813538,515.3176755905151,0.0033813538,1.0,287.42536229856375,31.12,0.0009743767,
7900,,100,205059,17.299449100494385,0.4189424,0.001807102,522.5616374015808,0.001807102,1.0,279.8916314629266,30.33,0.0009895157,
8000,,100,208167,18.50099178314209,0.4189424,0.002197207,529.6419749259949,0.002197207,1.0,287.2412871542815,31.08,0.0008999225,
8100,,100,211207,19.6798175907135,0.4189424,0.0026139552,537.0203771591187,0.0026139552,1.0,280.679992968584,30.4,0.00094973785,
8200,,100,214114,13.368551664352417,0.4189424,0.0017334985,543.3505189418793,0.0017334985,1.0,268.4516970936854,29.07,0.0009230823,
8300,,100,217022,20.449658908843993,0.4189424,0.0026731421,550.5064375400543,0.0026731421,1.0,268.5663063043785,29.08,0.0009884307,
8400,,100,220085,19.83849531173706,0.4189424,0.0031046527,557.8331606388092,0.0031046527,1.0,282.88455260541696,30.63,0.00089654815,
8500,,100,223060,14.097458276748657,0.4189424,0.0021033008,565.4373600482941,0.0021033008,1.0,274.6558728269427,29.75,0.0008685672,
8600,,100,226134,22.352675914764404,0.4189424,0.0026849557,572.8278167247772,0.0026849557,1.0,283.94621874908347,30.74,0.0009774655,
8700,,100,229122,14.843057470321655,0.4189424,0.0017208917,580.3833470344543,0.0017208917,1.0,275.9313631342321,29.88,0.00087000726,
8800,,100,231954,14.82665168762207,0.4189424,0.0032155307,588.0470097064972,0.0032155307,1.0,261.328859413023,28.32,0.00096679275,
8900,,100,234859,15.68833384513855,0.4189424,0.002187396,594.6337888240814,0.002187396,1.0,268.0914462923846,29.05,0.0009046748,
9000,,100,237618,15.832033166885376,0.4189424,0.0020215355,602.1857070922852,0.0020215355,1.0,254.54748352976057,27.59,0.0009514225,
9100,,100,240507,15.29915943145752,0.4189424,0.0035211719,608.8785979747772,0.0035211719,1.0,266.52182816591665,28.89,0.0009617704,
9200,,100,243437,14.610187692642212,0.4189424,0.0025050757,616.0129578113556,0.0025050757,1.0,270.3918014752151,29.3,0.0009064063,
9300,,100,246274,16.98951456069946,0.4189424,0.0025438853,623.4376425743103,0.0025438853,1.0,261.5545420315462,28.37,0.0009877661,
9400,,100,249208,13.729527702331543,0.4189424,0.0022474865,630.0348370075226,0.0022474865,1.0,270.79115317328746,29.34,0.00093410147,
9500,,100,252102,15.892653675079346,0.4189424,0.004148785,636.9605996608734,0.004148785,1.0,267.15082747581187,28.94,0.0009568586,
9600,,100,255023,14.974478797912598,0.4189424,0.002392582,643.8293516635895,0.002392582,1.0,269.49189293471494,29.21,0.0009375918,
9700,,100,257894,17.632566738128663,0.4189424,0.0011033146,650.0285623073578,0.0011033146,1.0,265.02005032423875,28.71,0.0008766357,
9800,,100,260802,15.046811637878418,0.4189424,0.0021500923,656.7703366279602,0.0021500923,1.0,268.2894921037218,29.08,0.0009929084,
9900,,100,263668,18.399349575042724,0.4189424,0.0033962561,663.3402245044708,0.0033962561,1.0,264.5859966910997,28.66,0.0009151538,
10000,,100,266433,15.589168252944946,0.4189424,0.0017921368,669.6153531074524,0.0017921368,1.0,255.24077055192834,27.65,0.0009044164,
10100,,100,269347,18.732387704849245,0.4189424,0.002225382,676.1234369277954,0.002225382,1.0,269.12910255096483,29.14,0.0009077343,
10200,,100,272374,18.061322031021117,0.4189424,0.0019254133,683.1180348396301,0.0019254133,1.0,279.47893925042456,30.27,0.000783384,
10300,,100,275385,16.412492876052855,0.4189424,0.0021104137,689.7802710533142,0.0021104137,1.0,278.0097466919657,30.11,0.00078441633,
10400,,100,278416,18.330009660720826,0.4189424,0.0023698653,696.7940897941589,0.0023698653,1.0,279.92759099095326,30.31,0.0008459231,
10500,,100,281421,17.386923360824586,0.4189424,0.0024705832,704.3698036670685,0.0024705832,1.0,277.6050680095651,30.05,0.000959246,
10600,,100,284333,17.63672251701355,0.4189424,0.0023015705,711.3281834125519,0.0023015705,1.0,268.85116493934345,29.12,0.00097593974,
10700,,100,287330,16.2810738658905,0.4189424,0.0019063575,718.6787486076355,0.0019063575,1.0,276.8142363928501,29.97,0.0008821251,
10800,,100,290304,16.29533886909485,0.4189424,0.0021306302,725.4239473342896,0.0021306302,1.0,274.52479178439313,29.74,0.00088358787,
10900,,100,293347,19.549211959838868,0.4189424,0.0026704492,732.5470290184021,0.0026704492,1.0,281.0652359226528,30.43,0.00087674253,
11000,,100,296373,19.61304943084717,0.4189424,0.0023706788,739.8192658424377,0.0023706788,1.0,279.50563597686204,30.26,0.00094121794,
11100,,100,299393,18.21748062133789,0.4189424,0.002822097,747.4615020751953,0.002822097,1.0,278.8707028363505,30.2,0.00093600724,
11200,,100,302440,17.614654817581176,0.4189424,0.0024627869,754.855714559555,0.0024627869,1.0,281.5122404515482,30.47,0.00086682616,
11300,,100,305414,14.864047317504882,0.4189424,0.0023444814,761.9945590496063,0.0023444814,1.0,274.6539928510145,29.74,0.0009293074,
11400,,100,308480,18.084949760437013,0.4189424,0.0023253628,769.1857600212097,0.0023253628,1.0,283.16942591091976,30.66,0.00090782484,
11500,,100,311596,21.74752583503723,0.4189424,0.0019712427,776.9340796470642,0.0019712427,1.0,287.936578531918,31.16,0.0009844096,
11600,,100,314569,14.815507564544678,0.4189424,0.0022269092,783.805670261383,0.0022269092,1.0,274.41793287839675,29.73,0.0009687944,
11700,,100,317655,22.38744312286377,0.4189424,0.0019059018,791.2444343566895,0.0019059018,1.0,284.9754500751089,30.86,0.00083672913,
11800,,100,320756,19.048497943878175,0.4189424,0.0023660522,798.1325724124908,0.0023660522,1.0,286.5866004791171,31.01,0.00093419466,
11900,,100,323728,15.678805961608887,0.4189424,0.0018346515,804.1755974292755,0.0018346515,1.0,274.45021278622914,29.72,0.0009484962,
12000,,100,326687,17.263547887802122,0.4189424,0.001756696,811.057374715805,0.001756696,1.0,273.2391815456888,29.59,0.0009363481,
12100,,100,329793,17.814861879348754,0.4189424,0.0018269995,818.3847410678864,0.0018269995,1.0,286.72809433697375,31.06,0.0009380844,
12200,,100,332862,19.106268949508667,0.4189424,0.002260506,824.8215065002441,0.002260506,1.0,283.44654983457133,30.69,0.0009271737,
12300,,100,335899,18.752553062438963,0.4189424,0.00084576965,832.1121845245361,0.00084576965,1.0,280.46270695503136,30.37,0.00093571097,
12400,,100,338915,18.637333097457887,0.4189424,0.0019776556,837.5226292610168,0.0019776556,1.0,278.3915309342163,30.16,0.0009119083,
12500,,100,342011,22.077480802536012,0.4189424,0.002300774,845.1006939411163,0.002300774,1.0,286.05067474516494,30.96,0.0009339021,
12600,,100,344897,17.038731031417846,0.4189424,0.0025333234,851.8750019073486,0.0025333234,1.0,266.3126234784597,28.86,0.00095033465,
12700,,100,347890,15.51429139137268,0.4189424,0.0027816575,858.8966417312622,0.0027816575,1.0,276.24125985519925,29.93,0.00095546775,
12800,,100,350794,14.490689477920533,0.4189424,0.002266534,865.7026121616364,0.002266534,1.0,268.13597792536524,29.04,0.000988347,
12900,,100,353740,16.422440853118896,0.4189424,0.0023416022,872.5852358341217,0.0023416022,1.0,272.11642765517206,29.46,0.0008912185,
13000,,100,356599,15.15530291557312,0.4189424,0.0025538472,879.8584721088409,0.0025538472,1.0,263.7652945577035,28.59,0.000737094,
13100,,100,359465,15.65673240661621,0.4189424,0.0015522783,887.4627430438995,0.0015522783,1.0,264.55486419520776,28.66,0.0009517421,
13200,,100,362477,17.66407949447632,0.4189424,0.0024036402,894.689117193222,0.0024036402,1.0,278.34774776912764,30.12,0.00088885,
13300,,100,365591,21.330059061050417,0.4189424,0.0015424755,901.2877550125122,0.0015424755,1.0,287.67853504150077,31.14,0.00091628014,
13400,,100,368703,16.225134773254396,0.4189424,0.0024803127,908.6087453365326,0.0024803127,1.0,287.5313979621962,31.12,0.00089848554,
13500,,100,371822,17.376814498901368,0.4189424,0.0023254314,915.9550340175629,0.0023254314,1.0,288.13678272190174,31.19,0.0008287361,
13600,,100,374766,15.529343090057374,0.4189424,0.0022421984,923.4018051624298,0.0022421984,1.0,271.8928100061694,29.44,0.0009018041,
13700,,100,377815,20.817089834213256,0.4189424,0.0023465606,929.9375448226929,0.0023465606,1.0,281.524786907195,30.49,0.00086824084,
13800,,100,380890,16.388675537109375,0.4189424,0.0030146155,936.5877463817596,0.0030146155,1.0,284.0415910347281,30.75,0.00091405236,
13900,,100,383993,18.381737060546875,0.4189424,0.0019969714,943.4963824748993,0.0019969714,1.0,286.4972350551289,31.03,0.0009965174,
14000,,100,387118,17.095029973983763,0.4189424,0.0024004274,950.7731077671051,0.0024004274,1.0,288.5638114406931,31.25,0.0009866514,
14100,,100,390213,22.20758337020874,0.4189424,0.0029481696,957.8723952770233,0.0029481696,1.0,285.9565711508337,30.95,0.0009022122,
14200,,100,393352,22.243359184265138,0.4189424,0.0026434995,964.935188293457,0.0026434995,1.0,289.95020140690417,31.39,0.00095245306,
14300,,100,396452,17.571527338027956,0.4189424,0.0030150765,972.1870629787445,0.0030150765,1.0,286.48334629510845,31.0,0.000907785,
14400,,100,399464,18.13931119918823,0.4189424,0.0017515325,979.3642983436584,0.0017515325,1.0,278.1494422451934,30.12,0.0009338849,
14500,,100,402535,20.606625699996947,0.4189424,0.002484146,986.8890624046326,0.002484146,1.0,283.7215620414028,30.71,0.00096202135,
14600,,100,405540,18.637410631179808,0.4189424,0.0030147335,994.2822093963623,0.0030147335,1.0,277.56797772607825,30.05,0.000932303,
14700,,100,408556,17.884685974121094,0.4189424,0.0011823608,1001.666928768158,0.0011823608,1.0,278.6820216621762,30.16,0.0009464877,
14800,,100,411541,17.02380479812622,0.4189424,0.002515358,1009.3186917304993,0.002515358,1.0,275.7125405543857,29.85,0.0009137219,
14900,,100,414468,17.022014741897582,0.4189424,0.0019187503,1016.6233954429626,0.0019187503,1.0,270.1959669711664,29.27,0.0009447882,
15000,,100,417472,16.172894325256348,0.4189424,0.0024282816,1023.5949845314026,0.0024282816,1.0,277.4927447124921,30.04,0.0009304933,
15100,,100,420373,14.468805723190307,0.4189424,0.0024067664,1031.0084266662598,0.0024067664,1.0,267.88580568501425,29.01,0.0008232046,
15200,,100,423476,17.20778708457947,0.4189424,0.002335553,1038.7146232128143,0.002335553,1.0,286.66002348193643,31.03,0.0008537556,
15300,,100,426575,19.651139097213743,0.4189424,0.0024810617,1045.7690482139587,0.0024810617,1.0,286.4401937444308,30.99,0.000840325,
15400,,100,429676,19.2437997341156,0.4189424,0.0011214062,1052.7514081001282,0.0011214062,1.0,286.62568290512087,31.01,0.00080920453,
15500,,100,432644,15.31834755897522,0.4189424,0.0021397541,1060.2470982074738,0.0021397541,1.0,274.23283507897304,29.68,0.00095521467,
15600,,100,435725,18.08494686126709,0.4189424,0.0020138565,1067.6743857860565,0.0020138565,1.0,284.72549094120575,30.81,0.0009246368,
15700,,100,438592,14.58016240119934,0.4189424,0.0023213476,1074.5301702022552,0.0023213476,1.0,264.7779564635786,28.67,0.00096031843,
15800,,100,441584,15.899010744094848,0.4189424,0.0019136972,1081.5933623313904,0.0019136972,1.0,276.52947075810175,29.92,0.0007602072,
15900,,100,444590,16.98756640434265,0.4189424,0.0021401197,1089.0426700115204,0.0021401197,1.0,277.82536938795073,30.06,0.0009701213,
16000,,100,447770,22.42620807647705,0.4189424,0.0014626002,1096.7985072135925,0.0014626002,1.0,293.9900866072152,31.8,0.00088890985,
16100,,100,451000,20.354725522994997,0.4189424,0.0020896427,1104.1566331386566,0.0020896427,1.0,298.8262349242843,32.3,0.0008477533,
16200,,100,454022,21.426064558029175,0.4189424,0.002366795,1111.834361076355,0.002366795,1.0,279.35890315239453,30.22,0.00096353365,
16300,,100,457055,17.750688676834105,0.4189424,0.0024506552,1119.187083721161,0.0024506552,1.0,280.25937718846205,30.33,0.00087231334,
16400,,100,460191,21.27998908996582,0.4189424,0.0034075952,1126.4335112571716,0.0034075952,1.0,289.93963503101213,31.36,0.0009726132,
16500,,100,463468,19.259225606918335,0.4189424,0.002068008,1133.8799664974213,0.002068008,1.0,303.12177158707726,32.77,0.0008472364,
16600,,100,466791,21.011585731506347,0.4189424,0.0029289515,1140.8905911445618,0.0029289515,1.0,307.34518720872677,33.23,0.00097216014,
16700,,100,470041,20.440960693359376,0.4189424,0.0022246838,1148.2778537273407,0.0022246838,1.0,300.39373912289716,32.5,0.0008930342,
16800,,100,473194,21.380744552612306,0.4189424,0.0024610073,1155.500304698944,0.0024610073,1.0,291.41309890741854,31.53,0.00092560746,
16900,,100,476442,19.88713198661804,0.4189424,0.0027790668,1163.035739183426,0.0027790668,1.0,300.337227397766,32.48,0.00091538194,
17000,,100,479781,20.318994092941285,0.4189424,0.0026365188,1170.5121810436249,0.0026365188,1.0,308.7689600167155,33.39,0.00084745523,
17100,,100,483039,21.471178197860716,0.4189424,0.0022071772,1177.6259620189667,0.0022071772,1.0,301.3369792715013,32.58,0.0009913946,
17200,,100,486272,19.915007953643798,0.4189424,0.0018021179,1184.867909193039,0.0018021179,1.0,298.9636062482273,32.33,0.0009230153,
17300,,100,489474,21.08456527709961,0.4189424,0.001382411,1191.7754912376404,0.001382411,1.0,296.2335643507081,32.02,0.00089635607,
17400,,100,492779,22.953149375915526,0.4189424,0.0023861816,1198.4329957962036,0.0023861816,1.0,305.7376011733318,33.05,0.00094708405,
17500,,100,495879,19.23152307510376,0.4189424,0.003136443,1205.4854652881622,0.003136443,1.0,286.66808175214896,31.0,0.0009973912,
17600,,100,499165,19.13037591934204,0.4189424,0.0028771225,1212.7548868656158,0.0028771225,1.0,303.84075965717403,32.86,0.0009625502,
17700,,100,502333,21.434686937332152,0.4189424,0.002039249,1220.2898581027985,0.002039249,1.0,292.8842878489497,31.68,0.00078994525,
17800,,100,505640,22.297421016693114,0.4189424,0.0034619784,1227.7059319019318,0.0034619784,1.0,305.9397789213536,33.07,0.0009893343,
17900,,100,508943,21.486549024581908,0.4189424,0.0028346637,1234.8575277328491,0.0028346637,1.0,305.4792440928634,33.03,0.0009875139,
18000,,100,512172,19.02184425354004,0.4189424,0.0024810135,1242.1086404323578,0.0024810135,1.0,298.631406687349,32.29,0.0009493685,
18100,,100,515529,20.155633039474488,0.4189424,0.0020900958,1249.7951838970184,0.0020900958,1.0,310.5247097038779,33.57,0.00089179626,
18200,,100,518852,21.996645193099976,0.4189424,0.0018688337,1256.9587211608887,0.0018688337,1.0,307.2432966789403,33.23,0.0008999713,
18300,,100,522087,21.600237760543823,0.4189424,0.0017892462,1264.621768951416,0.0017892462,1.0,299.2124194796083,32.35,0.0009362314,
18400,,100,525353,23.102374992370606,0.4189424,0.0015588879,1271.5392761230469,0.0015588879,1.0,301.99800757301097,32.66,0.0008151458,
18500,,100,528461,23.130434293746948,0.4189424,0.0032864173,1278.796712398529,0.0032864173,1.0,287.25453933522925,31.08,0.0008936815,
18600,,100,531580,18.023243913650514,0.4189424,0.0021115595,1286.9183611869812,0.0021115595,1.0,288.1660529253162,31.19,0.0007376528,
18700,,100,534704,18.9876003074646,0.4189424,0.0031582618,1293.447525024414,0.0031582618,1.0,288.44157108308747,31.24,0.000992569,
18800,,100,537812,19.87880955696106,0.4189424,0.0015165895,1300.8159756660461,0.0015165895,1.0,287.1152248296598,31.08,0.0009844754,
18900,,100,540881,19.848244733810425,0.4189424,0.0024667205,1308.5491199493408,0.0024667205,1.0,283.53636301698407,30.69,0.00077111204,
19000,,100,544078,23.024974069595338,0.4189424,0.0035790815,1315.4664170742035,0.0035790815,1.0,295.46816694338673,31.97,0.0009903734,
19100,,100,547176,18.28532534599304,0.4189424,0.0023410022,1321.7554626464844,0.0023410022,1.0,286.2793769104508,30.98,0.0009547496,
19200,,100,550282,19.965426015853883,0.4189424,0.0018761352,1329.3866665363312,0.0018761352,1.0,286.87102738387347,31.06,0.0009390625,
19300,,100,553537,20.143256225585937,0.4189424,0.0027172863,1336.902456998825,0.0027172863,1.0,300.8091693402181,32.55,0.00095498166,
19400,,100,556632,18.475876693725585,0.4189424,0.0019841094,1343.6535091400146,0.0019841094,1.0,286.07717168500085,30.95,0.00076030387,
19500,,100,559681,17.66659778594971,0.4189424,0.0016185218,1351.1003549098969,0.0016185218,1.0,281.7650854366594,30.49,0.0009562435,
19600,,100,562833,25.1211754989624,0.4189424,0.0020282427,1358.5612049102783,0.0020282427,1.0,291.4856041708637,31.52,0.00093886076,
19700,,100,565992,21.359307022094725,0.4189424,0.0027830487,1365.2410581111908,0.0027830487,1.0,292.04378349223805,31.59,0.0009778172,
19800,,100,569140,18.393570623397828,0.4189424,0.0011402429,1372.2634575366974,0.0011402429,1.0,290.9888534316987,31.48,0.0008636049,
19900,,100,572076,14.297705364227294,0.4189424,0.002149647,1379.5397205352783,0.002149647,1.0,271.2770490517061,29.36,0.0008858017,
20000,,100,575252,25.960998086929322,0.4189424,0.0026142364,1386.7637302875519,0.0026142364,1.0,293.59096698056715,31.76,0.0009171948,
