EpisodesSoFar,entloss,EpThisIter,TimestepsSoFar,DiscEpRewMean,entropy,surrgain,TimeElapsed,optimgain,Step_size,EpRewMean,EpLenMean,meankl,ev_tdlam_before
40100,,100,1257793,27.161225233078003,0.4189424,0.0022868183,3126.380138874054,0.0022868183,1.0,340.80756670873643,36.8,0.0009314764,
40200,,100,1261612,27.692338752746583,0.4189424,0.002139684,3136.1730949878693,0.002139684,1.0,353.7434148661549,38.19,0.00093554304,
40300,,100,1265353,26.56911289215088,0.4189424,0.0038897349,3146.544489622116,0.0038897349,1.0,346.3915684903142,37.41,0.00097304565,
40400,,100,1269045,26.602411832809448,0.4189424,0.0015628778,3156.712596654892,0.0015628778,1.0,341.96734010911524,36.92,0.00082643237,
40500,,100,1272899,27.025028562545778,0.4189424,0.0031664125,3166.882701396942,0.0031664125,1.0,357.12933729776,38.54,0.0009699877,
40600,,100,1276641,27.92986630439758,0.4189424,0.0020713396,3177.044258594513,0.0020713396,1.0,346.69670961748955,37.42,0.0009271045,
40700,,100,1280347,27.164991273880005,0.4189424,0.0017079953,3187.500020503998,0.0017079953,1.0,343.18918450835207,37.06,0.0009796243,
40800,,100,1284349,31.469703540802,0.4189424,0.0020227567,3196.9411809444427,0.0020227567,1.0,370.6084309395599,40.02,0.00093779096,
40900,,100,1288182,25.746243915557862,0.4189424,0.0026551236,3207.402266025543,0.0026551236,1.0,355.10222914751415,38.33,0.0008707611,
41000,,100,1292152,30.836553945541382,0.4189424,0.0016706637,3217.3637688159943,0.0016706637,1.0,367.7280115773566,39.7,0.0009990456,
41100,,100,1295922,31.17090431213379,0.4189424,0.0016798816,3226.450684070587,0.0016798816,1.0,349.1195155043899,37.7,0.00095823355,
41200,,100,1299754,26.469096517562868,0.4189424,0.0019630087,3235.8969101905823,0.0019630087,1.0,354.97236396582747,38.32,0.0009679881,
41300,,100,1303538,24.060613641738893,0.4189424,0.0020666507,3245.5355157852173,0.0020666507,1.0,350.38945494214977,37.84,0.0009746497,
41400,,100,1307442,29.5772429561615,0.4189424,0.0026557234,3255.479387283325,0.0026557234,1.0,361.7353780783223,39.04,0.00095693575,
41500,,100,1311225,27.154450283050537,0.4189424,0.0020563465,3265.6419513225555,0.0020563465,1.0,350.47180671099443,37.83,0.0008971559,
41600,,100,1314880,23.943097467422486,0.4189424,0.002718784,3275.6855475902557,0.002718784,1.0,338.53449367032556,36.55,0.0008419701,
41700,,100,1318616,27.664083423614503,0.4189424,0.003114672,3285.248023748398,0.003114672,1.0,345.95906390944924,37.36,0.0009394313,
41800,,100,1322469,27.215791282653807,0.4189424,0.002168519,3295.459459543228,0.002168519,1.0,356.81604835521904,38.53,0.00092536194,
41900,,100,1326288,28.787699851989746,0.4189424,0.0018653546,3306.5293169021606,0.0018653546,1.0,353.70693341754804,38.19,0.00090788346,
42000,,100,1329969,25.670658140182496,0.4189424,0.002124982,3315.842845916748,0.002124982,1.0,340.8700260237451,36.81,0.00089823065,
42100,,100,1333765,27.903247785568237,0.4189424,0.0022364154,3325.1035945415497,0.0022364154,1.0,351.47509366531597,37.96,0.0009473511,
42200,,100,1337607,29.71489092826843,0.4189424,0.0020325321,3334.6873891353607,0.0020325321,1.0,355.884461429456,38.42,0.00094452774,
42300,,100,1341481,28.982023372650147,0.4189424,0.0017461193,3344.48259806633,0.0017461193,1.0,358.7572493869183,38.74,0.0007760333,
42400,,100,1345219,26.694560260772704,0.4189424,0.0020745124,3354.8127846717834,0.0020745124,1.0,346.275405511444,37.38,0.00090265303,
42500,,100,1348964,30.121899194717408,0.4189424,0.0027534638,3364.6939566135406,0.0027534638,1.0,346.75199949903504,37.45,0.0009265435,
42600,,100,1352682,27.492864379882814,0.4189424,0.0038150414,3374.760207414627,0.0038150414,1.0,344.280816331039,37.18,0.0009672703,
42700,,100,1356563,28.448409357070922,0.4189424,0.0022793738,3384.9432311058044,0.0022793738,1.0,359.5598445611766,38.81,0.0008994696,
42800,,100,1360218,26.685583667755125,0.4189424,0.0034048792,3394.7715106010437,0.0034048792,1.0,338.2959364815365,36.55,0.0009513614,
42900,,100,1364085,29.159048109054567,0.4189424,0.0020715566,3404.965268611908,0.0020715566,1.0,358.12922004783314,38.67,0.0009101075,
43000,,100,1367729,26.63888000488281,0.4189424,0.0023788752,3415.254406929016,0.0023788752,1.0,337.28976684892535,36.44,0.00096303504,
43100,,100,1371414,28.814116287231446,0.4189424,0.0018133367,3425.5322620868683,0.0018133367,1.0,341.15457674680295,36.85,0.0009885578,
43200,,100,1375218,27.89388472557068,0.4189424,0.0028154894,3435.9249138832092,0.0028154894,1.0,352.335322087897,38.04,0.00094134465,
43300,,100,1379038,27.125100383758546,0.4189424,0.0027011689,3446.878818511963,0.0027011689,1.0,353.8143302460439,38.2,0.0009983892,
43400,,100,1382676,28.766839485168457,0.4189424,0.0028649578,3457.0950598716736,0.0028649578,1.0,336.64693287514115,36.38,0.00096382265,
43500,,100,1386415,24.939563550949096,0.4189424,0.0013643457,3467.068566083908,0.0013643457,1.0,346.2931764810312,37.39,0.0009299165,
43600,,100,1390207,29.704358520507814,0.4189424,0.0005735889,3477.5225460529327,0.0005735889,1.0,351.24940243869395,37.92,0.0009625749,
43700,,100,1394060,28.781528539657593,0.4189424,0.0032792252,3487.4936199188232,0.0032792252,1.0,356.8970541584993,38.53,0.00097421755,
43800,,100,1397932,28.15296354293823,0.4189424,0.0021817512,3497.612612724304,0.0021817512,1.0,358.57794743985073,38.72,0.0009402678,
43900,,100,1401627,27.780279664993287,0.4189424,0.0028206129,3507.1705582141876,0.0028206129,1.0,342.09455947813217,36.95,0.00092291314,
44000,,100,1405448,28.093610248565675,0.4189424,0.0024612348,3517.3844752311707,0.0024612348,1.0,354.11790432703253,38.21,0.00089222216,
44100,,100,1409389,31.98989863395691,0.4189424,0.0029966324,3527.612464904785,0.0029966324,1.0,364.94165379497326,39.41,0.00085875177,
44200,,100,1413127,24.909069595336913,0.4189424,0.0036035718,3537.669118642807,0.0036035718,1.0,346.383310254257,37.38,0.0009181438,
44300,,100,1416842,27.878965759277342,0.4189424,0.0025147055,3546.9155435562134,0.0025147055,1.0,344.0263414703417,37.15,0.0009374262,
44400,,100,1420712,27.40565972328186,0.4189424,0.0033295478,3557.7308168411255,0.0033295478,1.0,358.4010660826402,38.7,0.0009690819,
44500,,100,1424454,29.336750707626344,0.4189424,0.0029600535,3567.7696058750153,0.0029600535,1.0,346.50067772544674,37.42,0.00097453245,
44600,,100,1428192,28.26209179878235,0.4189424,0.0029613888,3578.581133365631,0.0029613888,1.0,346.0870347625763,37.38,0.0008239409,
44700,,100,1431992,31.276562299728393,0.4189424,0.002168745,3587.897632598877,0.002168745,1.0,352.1463061092287,38.0,0.0008736499,
44800,,100,1435725,27.335004835128785,0.4189424,0.0015032361,3597.761507511139,0.0015032361,1.0,345.6708443464901,37.33,0.00088731246,
44900,,100,1439452,30.55891167640686,0.4189424,0.0017027075,3607.745165348053,0.0017027075,1.0,344.9095132918769,37.27,0.0008519516,
45000,,100,1443221,31.326224670410156,0.4189424,0.0029588996,3618.5935735702515,0.0029588996,1.0,348.9230164604531,37.69,0.0008921994,
45100,,100,1446885,24.939304370880127,0.4189424,0.0016913827,3628.2878301143646,0.0016913827,1.0,339.24733876221285,36.64,0.0009750244,
45200,,100,1450653,27.682516593933105,0.4189424,0.0021951832,3638.3727304935455,0.0021951832,1.0,349.03175380905145,37.68,0.000984072,
45300,,100,1454268,25.067158918380738,0.4189424,0.0020566727,3648.6343636512756,0.0020566727,1.0,334.71811169039825,36.15,0.0009176654,
45400,,100,1457953,27.486982660293577,0.4189424,0.0025440154,3658.699051141739,0.0025440154,1.0,341.2314307565217,36.85,0.00094890647,
45500,,100,1461398,21.174593648910523,0.4189424,0.0021201845,3668.412603378296,0.0021201845,1.0,318.8378353569886,34.45,0.00087957224,
45600,,100,1465102,27.936965131759642,0.4189424,0.0023198281,3678.5985476970673,0.0023198281,1.0,342.98483395137237,37.04,0.00084231055,
45700,,100,1468811,25.366051216125488,0.4189424,0.002418423,3688.5143365859985,0.002418423,1.0,343.5338562472987,37.09,0.0008565628,
45800,,100,1472514,27.678736095428466,0.4189424,0.0026497683,3698.600745201111,0.0026497683,1.0,342.84497316412194,37.03,0.00094661926,
45900,,100,1476156,28.809557123184206,0.4189424,0.002766304,3708.5528688430786,0.002766304,1.0,337.1619767634278,36.42,0.0009035749,
46000,,100,1479742,26.39537769317627,0.4189424,0.0035627645,3718.5226299762726,0.0035627645,1.0,331.95978545545995,35.86,0.00086390594,
46100,,100,1483518,29.087450561523436,0.4189424,0.0030174833,3728.3621068000793,0.0030174833,1.0,349.7323746074598,37.76,0.00091033813,
46200,,100,1487313,30.693376693725586,0.4189424,0.0018679238,3738.621760368347,0.0018679238,1.0,351.4564257605205,37.95,0.0008601059,
46300,,100,1491038,25.98586817741394,0.4189424,0.0024459723,3749.088240146637,0.0024459723,1.0,344.85593553451633,37.25,0.00093485054,
46400,,100,1494680,28.555591697692872,0.4189424,0.0033888402,3758.917732000351,0.0033888402,1.0,337.31590794085247,36.42,0.000968082,
46500,,100,1498386,27.711041746139525,0.4189424,0.0020877777,3769.0466845035553,0.0020877777,1.0,343.188830197131,37.06,0.0009405513,
46600,,100,1502035,27.50725422859192,0.4189424,0.0018889331,3779.906964302063,0.0018889331,1.0,337.91799217558423,36.49,0.0008912016,
46700,,100,1505881,27.78781991004944,0.4189424,0.002505436,3790.6076984405518,0.002505436,1.0,356.40800929827014,38.46,0.0009782413,
46800,,100,1509738,26.951019411087035,0.4189424,0.0015666076,3800.2103068828583,0.0015666076,1.0,357.21647883856,38.57,0.00090858625,
46900,,100,1513537,29.340435581207274,0.4189424,0.0021565987,3810.32932639122,0.0021565987,1.0,351.76947233392906,37.99,0.0009218632,
47000,,100,1517283,28.16635075569153,0.4189424,0.0017989392,3819.9878339767456,0.0017989392,1.0,347.0962123025014,37.46,0.0008449321,
47100,,100,1520994,28.520798768997192,0.4189424,0.004070534,3830.1849904060364,0.004070534,1.0,343.6652635439279,37.11,0.0009373016,
47200,,100,1524853,27.812437982559203,0.4189424,0.0024561402,3840.4424130916595,0.0024561402,1.0,357.61159388866395,38.59,0.00089333876,
47300,,100,1528728,25.349211530685423,0.4189424,0.0040674056,3849.913449525833,0.0040674056,1.0,358.9158354200026,38.75,0.00086933584,
47400,,100,1532489,26.195025691986086,0.4189424,0.0026860742,3860.4015126228333,0.0026860742,1.0,348.34081877363764,37.61,0.0008871228,
47500,,100,1536313,27.139614238739014,0.4189424,0.0026218067,3870.338446378708,0.0026218067,1.0,354.1013819831075,38.24,0.0009669418,
47600,,100,1540109,28.768512630462645,0.4189424,0.002516286,3880.3130712509155,0.002516286,1.0,351.4752243329089,37.96,0.00090790924,
47700,,100,1543873,31.71908254623413,0.4189424,0.0023589686,3890.092964410782,0.0023589686,1.0,348.4341904832592,37.64,0.00090781087,
47800,,100,1547659,28.362358055114747,0.4189424,0.0020681503,3899.835074901581,0.0020681503,1.0,350.69928412324776,37.86,0.00080067385,
47900,,100,1551558,27.61850259780884,0.4189424,0.0007675961,3909.5036900043488,0.0007675961,1.0,361.21513900009467,38.99,0.00093938096,
48000,,100,1555231,24.621755752563477,0.4189424,0.0014140039,3919.417236328125,0.0014140039,1.0,340.265314204828,36.73,0.00083365943,
48100,,100,1558966,26.68217341423035,0.4189424,0.0033551496,3929.719141483307,0.0033551496,1.0,346.0376844460056,37.35,0.0008853378,
48200,,100,1562670,28.550728330612184,0.4189424,0.0035438368,3940.216686964035,0.0035438368,1.0,343.0978830750001,37.04,0.0008166148,
48300,,100,1566372,26.65869575500488,0.4189424,0.002326214,3949.947406053543,0.002326214,1.0,342.832085869937,37.02,0.00097552483,
48400,,100,1570091,28.701835994720458,0.4189424,0.0035971503,3960.3012325763702,0.0035971503,1.0,344.301844914688,37.19,0.000810369,
48500,,100,1573884,30.393920488357544,0.4189424,0.0031366907,3970.6275160312653,0.0031366907,1.0,351.1839747330682,37.93,0.000857732,
48600,,100,1577540,27.10920711517334,0.4189424,0.001230459,3980.169538497925,0.001230459,1.0,338.45265065601035,36.56,0.0009621467,
48700,,100,1581420,31.4241735458374,0.4189424,0.0022857522,3990.4382405281067,0.0022857522,1.0,359.3571386920633,38.8,0.0009854976,
48800,,100,1585151,25.703565826416014,0.4189424,0.0020877656,4000.7929496765137,0.0020877656,1.0,345.45249375974475,37.31,0.0009396374,
48900,,100,1588854,28.664381313323975,0.4189424,0.002590796,4010.6643657684326,0.002590796,1.0,342.8202698148762,37.03,0.00097458495,
49000,,100,1592749,28.972487564086915,0.4189424,0.0022773368,4020.206208705902,0.0022773368,1.0,360.7164022808782,38.95,0.00091460615,
49100,,100,1596498,28.67135781288147,0.4189424,0.0020945515,4029.992742061615,0.0020945515,1.0,347.16161821406496,37.49,0.0009232297,
49200,,100,1600165,26.637426748275757,0.4189424,0.0018703011,4038.4411039352417,0.0018703011,1.0,339.48532228040995,36.67,0.0008257881,
49300,,100,1603859,29.74162410736084,0.4189424,0.0035378744,4046.3877334594727,0.0035378744,1.0,342.10322788974605,36.94,0.000979594,
49400,,100,1607663,27.005788450241088,0.4189424,0.002467694,4054.043300151825,0.002467694,1.0,352.23067639212684,38.04,0.0008939915,
49500,,100,1611508,27.538089790344237,0.4189424,0.0031477509,4062.1617724895477,0.0031477509,1.0,356.1100607911386,38.45,0.00093516207,
49600,,100,1615323,26.382204837799073,0.4189424,0.002598092,4069.644624233246,0.002598092,1.0,353.26370979962616,38.15,0.00097371824,
49700,,100,1619268,27.015939235687256,0.4189424,0.0018002973,4076.841432571411,0.0018002973,1.0,365.3258153106438,39.45,0.00092634547,
49800,,100,1623223,25.764473447799684,0.4189424,0.0031514696,4083.9134047031403,0.0031514696,1.0,366.3057584265982,39.55,0.00092264556,
49900,,100,1626926,27.26860032081604,0.4189424,0.001866604,4090.4228835105896,0.001866604,1.0,342.74198769584063,37.03,0.0008830916,
50000,,100,1630694,25.43657148361206,0.4189424,0.002736709,4096.902208566666,0.002736709,1.0,349.03099245265844,37.68,0.00088942674,
