EpisodesSoFar,DiscEpRewMean,EpRewMean,EpThisIter,optimgain,entropy,EpLenMean,meankl,entloss,TimestepsSoFar,TimeElapsed,ev_tdlam_before,surrgain,Step_size
2900,9.6415673828125,229.70988085997894,100,0.0025437402,0.4189424,24.95,0.00092313095,,62976,1144.5973176956177,,0.0025437402,1.0
3000,12.154237213134765,216.850641256257,100,0.0016259793,0.4189424,23.56,0.0009768149,,65332,1181.6237454414368,,0.0016259793,1.0
3100,12.422531566619874,219.9499994520319,100,0.0024680842,0.4189424,23.9,0.0009736133,,67722,1215.367701292038,,0.0024680842,1.0
3200,11.699724102020264,225.47432010777925,100,0.0026957074,0.4189424,24.49,0.00097365695,,70171,1246.4497327804565,,0.0026957074,1.0
3300,11.90110496520996,229.2288703848668,100,0.0027454162,0.4189424,24.88,0.000988504,,72659,1282.7189931869507,,0.0027454162,1.0
3400,11.864704751968384,230.5706471598404,100,0.0020613698,0.4189424,25.03,0.0008441748,,75162,1330.035530090332,,0.0020613698,1.0
3500,12.136648015975952,241.33153730333512,100,0.001746022,0.4189424,26.19,0.0009450245,,77781,1356.7655975818634,,0.001746022,1.0
3600,12.420869340896607,232.69816504391878,100,0.002535548,0.4189424,25.26,0.0008968901,,80307,1396.3996751308441,,0.002535548,1.0
3700,14.260877227783203,242.18654559248114,100,0.0010821054,0.4189424,26.28,0.000847016,,82935,1433.9417724609375,,0.0010821054,1.0
3800,11.39811282157898,230.40767776712138,100,0.0023995324,0.4189424,25.03,0.0009556082,,85438,1456.5639719963074,,0.0023995324,1.0
3900,13.27256947517395,250.18531431486608,100,0.0037940831,0.4189424,27.14,0.00093269855,,88152,1490.7649919986725,,0.0037940831,1.0
4000,15.391033697128297,242.00027589913714,100,0.002190029,0.4189424,26.26,0.0009451329,,90778,1534.5320682525635,,0.002190029,1.0
4100,13.588549013137817,241.9165389767128,100,0.0023371044,0.4189424,26.25,0.0009394259,,93403,1559.3157980442047,,0.0023371044,1.0
4200,13.62972825050354,251.66818783787824,100,0.0016488208,0.4189424,27.29,0.0009155106,,96132,1595.3609557151794,,0.0016488208,1.0
4300,15.026116228103637,258.4278375375418,100,0.0026843918,0.4189424,28.01,0.00092773954,,98933,1626.1338658332825,,0.0026843918,1.0
4400,16.688576488494874,244.97151803537955,100,0.0015090167,0.4189424,26.6,0.0008758388,,101593,1658.9111967086792,,0.0015090167,1.0
4500,15.851010007858276,254.18507205589842,100,0.0014633874,0.4189424,27.57,0.000890413,,104350,1699.1492094993591,,0.0014633874,1.0
4600,15.409371614456177,248.99638621221854,100,0.002619658,0.4189424,27.02,0.00089108583,,107052,1718.2065770626068,,0.002619658,1.0
4700,13.222698593139649,255.11372950546567,100,0.0024795444,0.4189424,27.66,0.0009309669,,109818,1755.2656168937683,,0.0024795444,1.0
4800,12.968896570205688,247.05674781713648,100,0.0014399701,0.4189424,26.8,0.0009687109,,112498,1778.2657918930054,,0.0014399701,1.0
4900,14.287638778686523,243.37931539138324,100,0.0026186816,0.4189424,26.41,0.00093843584,,115139,1819.859879732132,,0.0026186816,1.0
5000,13.710236988067628,234.60125781957015,100,0.0014131778,0.4189424,25.47,0.00081777375,,117686,1859.3324975967407,,0.0014131778,1.0
5100,15.193821849822998,258.5263638831018,100,0.0019457559,0.4189424,28.01,0.000902826,,120487,1882.8637585639954,,0.0019457559,1.0
5200,12.701437273025512,242.22066254016417,100,0.0020827258,0.4189424,26.29,0.0009012413,,123116,1907.3037359714508,,0.0020827258,1.0
5300,16.3402201461792,249.60782867461364,100,0.001481026,0.4189424,27.07,0.0008156501,,125823,1942.208016872406,,0.001481026,1.0
5400,13.247211351394654,251.8799305713197,100,0.0019752837,0.4189424,27.32,0.0008691578,,128555,1964.986804008484,,0.0019752837,1.0
5500,16.20924946784973,260.68894341091664,100,0.0027483949,0.4189424,28.27,0.0009818057,,131382,2009.1751301288605,,0.0027483949,1.0
5600,16.363909349441528,263.3201943076224,100,0.0020644017,0.4189424,28.55,0.00095443503,,134237,2034.5700054168701,,0.0020644017,1.0
5700,14.75988356590271,259.2018424002249,100,0.0036225885,0.4189424,28.1,0.0009212524,,137047,2062.2206733226776,,0.0036225885,1.0
5800,18.494357061386108,256.53797946621495,100,0.0029113544,0.4189424,27.81,0.00096812064,,139828,2091.578890323639,,0.0029113544,1.0
5900,14.483921241760253,261.45731222699044,100,0.0016798007,0.4189424,28.33,0.0009238665,,142661,2116.9398884773254,,0.0016798007,1.0
6000,16.365467224121094,271.33827999653994,100,0.0022519052,0.4189424,29.4,0.0006365505,,145601,2143.0393505096436,,0.0022519052,1.0
6100,15.501813020706177,256.9925964564928,100,0.0024888318,0.4189424,27.88,0.0009937795,,148389,2177.4178535938263,,0.0024888318,1.0
6200,15.587841997146606,265.4214871595911,100,0.0027476249,0.4189424,28.78,0.00094118225,,151267,2214.3797149658203,,0.0027476249,1.0
6300,16.422774200439452,276.6861780737105,100,0.0027414593,0.4189424,29.98,0.0009958473,,154265,2250.3013548851013,,0.0027414593,1.0
6400,16.45283635139465,264.62573491711834,100,0.0025800779,0.4189424,28.67,0.0008691998,,157132,2278.2826914787292,,0.0025800779,1.0
6500,19.26167911529541,270.19755592093907,100,0.0014420314,0.4189424,29.28,0.0008914854,,160060,2303.120419740677,,0.0014420314,1.0
6600,17.24621240615845,266.6003388970012,100,0.0030475298,0.4189424,28.87,0.00094829226,,162947,2320.618489742279,,0.0030475298,1.0
6700,16.720101222991943,265.7188828265165,100,0.0020727892,0.4189424,28.8,0.00086269714,,165827,2344.209408044815,,0.0020727892,1.0
6800,16.57118779182434,274.17541326528806,100,0.0023787902,0.4189424,29.7,0.00089905044,,168797,2374.700917005539,,0.0023787902,1.0
6900,16.771087064743043,256.3907522386229,100,0.0017508356,0.4189424,27.81,0.0009341112,,171578,2396.5097353458405,,0.0017508356,1.0
7000,15.437913217544555,257.77264939221953,100,0.0022982473,0.4189424,27.95,0.0009965098,,174373,2425.4241807460785,,0.0022982473,1.0
7100,17.395213031768797,275.1554176142819,100,0.0024406945,0.4189424,29.81,0.0008800899,,177354,2451.3601400852203,,0.0024406945,1.0
7200,17.178309841156008,274.08930345362523,100,0.003038708,0.4189424,29.7,0.0008684671,,180324,2468.1341967582703,,0.003038708,1.0
7300,15.134285564422607,266.850804139872,100,0.0025256078,0.4189424,28.92,0.00097429723,,183216,2492.99764251709,,0.0025256078,1.0
7400,15.887092514038086,261.9514563328952,100,0.0015916995,0.4189424,28.41,0.0009756565,,186057,2525.756271839142,,0.0015916995,1.0
7500,17.270668306350707,276.5804631251912,100,0.0016158213,0.4189424,29.97,0.000978859,,189054,2557.9960165023804,,0.0016158213,1.0
7600,16.14808032989502,272.2717108378862,100,0.0034357847,0.4189424,29.51,0.0009921936,,192005,2594.888603448868,,0.0034357847,1.0
7700,16.444350385665892,269.77188826020387,100,0.0030636054,0.4189424,29.21,0.0009574608,,194926,2622.4523401260376,,0.0030636054,1.0
7800,15.287734117507934,270.2750459095351,100,0.0016340796,0.4189424,29.28,0.0009313987,,197854,2639.7580630779266,,0.0016340796,1.0
7900,15.731820421218872,272.4477854095539,100,0.0028741297,0.4189424,29.51,0.000916043,,200805,2660.5891716480255,,0.0028741297,1.0
8000,19.572362966537476,280.0575339480686,100,0.0024126696,0.4189424,30.33,0.00091881433,,203838,2681.9045481681824,,0.0024126696,1.0
8100,16.827495059967042,273.82776210482723,100,0.0022311846,0.4189424,29.65,0.0009498282,,206803,2706.234388113022,,0.0022311846,1.0
8200,16.880867395401,275.20243308138424,100,0.0024298534,0.4189424,29.81,0.0009096602,,209784,2724.4783613681793,,0.0024298534,1.0
8300,18.269815521240233,278.0916940147581,100,0.0016602813,0.4189424,30.11,0.00091487623,,212795,2740.6271266937256,,0.0016602813,1.0
8400,15.230725679397583,267.55760278529533,100,0.0019657868,0.4189424,28.99,0.000882267,,215694,2765.0710866451263,,0.0019657868,1.0
8500,21.583635759353637,282.99979734216146,100,0.0009967206,0.4189424,30.64,0.00093023875,,218758,2785.582951784134,,0.0009967206,1.0
8600,16.72028673171997,270.24587817427374,100,0.0035049827,0.4189424,29.27,0.0009624632,,221685,2813.5325689315796,,0.0035049827,1.0
8700,16.797215347290038,274.6976465586109,100,0.0017283367,0.4189424,29.77,0.0008983156,,224662,2831.7137496471405,,0.0017283367,1.0
8800,23.597788047790527,286.4559536965596,100,0.0017310992,0.4189424,31.02,0.00093408424,,227764,2850.6563913822174,,0.0017310992,1.0
8900,18.902990808486937,285.22884671883793,100,0.002704083,0.4189424,30.89,0.0009513022,,230853,2878.193375110626,,0.002704083,1.0
9000,16.952411489486693,275.36832374376155,100,0.0016137634,0.4189424,29.83,0.00086587237,,233836,2903.0633165836334,,0.0016137634,1.0
9100,18.353999137878418,278.71024056998255,100,0.0016316841,0.4189424,30.18,0.0009747408,,236854,2922.892460346222,,0.0016316841,1.0
9200,19.12831615447998,282.94329678648813,100,0.0020483038,0.4189424,30.62,0.00095411064,,239916,2944.600564956665,,0.0020483038,1.0
9300,19.774870529174805,283.36833661014657,100,0.0024729322,0.4189424,30.67,0.00092796504,,242983,2963.78564286232,,0.0024729322,1.0
9400,16.25549207687378,277.5580080481874,100,0.0025083472,0.4189424,30.06,0.00096330274,,245989,2986.429475545883,,0.0025083472,1.0
9500,19.777372350692747,283.18972035211596,100,0.0023410865,0.4189424,30.65,0.00091984606,,249054,3010.770332336426,,0.0023410865,1.0
9600,20.383398809432983,286.75188017058736,100,0.002232456,0.4189424,31.05,0.00094201247,,252159,3040.166312456131,,0.002232456,1.0
9700,17.409814624786378,281.8064480402132,100,0.0033446592,0.4189424,30.5,0.0009895288,,255209,3066.479413986206,,0.0033446592,1.0
9800,20.88531436920166,286.42233871905455,100,0.002206925,0.4189424,31.01,0.0009746719,,258310,3086.3441576957703,,0.002206925,1.0
9900,16.818357524871825,274.34049702598355,100,0.0016175659,0.4189424,29.7,0.000868335,,261280,3110.428176879883,,0.0016175659,1.0
10000,19.73953248977661,286.9563920131206,100,0.0036691662,0.4189424,31.06,0.0009954593,,264386,3133.070927619934,,0.0036691662,1.0
10100,19.920303220748902,290.83690532190695,100,0.0024667555,0.4189424,31.48,0.00091175904,,267534,3156.6346759796143,,0.0024667555,1.0
10200,16.398472480773925,281.78645552190955,100,0.0033674948,0.4189424,30.5,0.00093732786,,270584,3176.3752851486206,,0.0033674948,1.0
10300,20.22550428390503,288.1581671537443,100,0.0028966186,0.4189424,31.19,0.0009949071,,273703,3201.6208662986755,,0.0028966186,1.0
10400,21.429825954437256,288.33538736747965,100,0.0025134324,0.4189424,31.21,0.0008623949,,276824,3226.1517612934113,,0.0025134324,1.0
10500,20.178289394378663,289.4584668905806,100,0.0023746362,0.4189424,31.34,0.0009346054,,279958,3246.3601677417755,,0.0023746362,1.0
10600,21.691904048919678,279.1873580718318,100,0.0020048008,0.4189424,30.24,0.000992353,,282982,3273.0205478668213,,0.0020048008,1.0
10700,17.268586568832397,272.2669232965819,100,0.0030465838,0.4189424,29.5,0.00089050794,,285932,3298.5395436286926,,0.0030465838,1.0
10800,20.367741889953614,286.2064763274589,100,0.0026956678,0.4189424,30.98,0.00094504905,,289030,3322.28551197052,,0.0026956678,1.0
10900,15.66828031539917,273.1280419432502,100,0.001786311,0.4189424,29.57,0.00084883074,,291987,3339.6181864738464,,0.001786311,1.0
11000,19.009983587265015,284.51339749726264,100,0.0012808398,0.4189424,30.81,0.0006984282,,295068,3366.9419662952423,,0.0012808398,1.0
11100,20.56165718078613,281.11452026734855,100,0.0015183453,0.4189424,30.44,0.0009345284,,298112,3394.8166399002075,,0.0015183453,1.0
11200,21.344325094223024,283.64469688953574,100,0.0023643407,0.4189424,30.73,0.0009448028,,301185,3414.475226163864,,0.0023643407,1.0
11300,19.587856225967407,280.7316476216333,100,0.0018212635,0.4189424,30.42,0.00073894736,,304227,3440.3671469688416,,0.0018212635,1.0
11400,20.431567764282228,282.0287305962573,100,0.0023180395,0.4189424,30.52,0.00096238725,,307279,3463.009419441223,,0.0023180395,1.0
11500,21.191100120544434,281.6023819450909,100,0.0042647957,0.4189424,30.5,0.0009775964,,310329,3490.566612482071,,0.0042647957,1.0
11600,19.55082797050476,279.667645582822,100,0.001997926,0.4189424,30.29,0.0008863318,,313358,3517.1682415008545,,0.001997926,1.0
11700,18.692204151153565,279.2694644076046,100,0.0029939783,0.4189424,30.25,0.0009619974,,316383,3538.971747159958,,0.0029939783,1.0
11800,21.0470063495636,286.049090083223,100,0.0021600146,0.4189424,30.97,0.0009069354,,319480,3562.2639520168304,,0.0021600146,1.0
11900,19.49667109489441,281.28074566595717,100,0.003002666,0.4189424,30.46,0.00089387724,,322526,3583.811781167984,,0.003002666,1.0
12000,14.923319482803345,275.81631852079715,100,0.0020181886,0.4189424,29.88,0.0009820443,,325514,3609.0769596099854,,0.0020181886,1.0
12100,15.939337425231933,277.43103595434144,100,0.0019590487,0.4189424,30.03,0.000949086,,328517,3634.67978310585,,0.0019590487,1.0
12200,18.95706911087036,278.1661901771353,100,0.0021640186,0.4189424,30.14,0.0009243206,,331531,3658.0365092754364,,0.0021640186,1.0
12300,20.212675771713258,289.95908741633156,100,0.0021032027,0.4189424,31.38,0.0008942344,,334669,3680.478175640106,,0.0021032027,1.0
12400,16.140537004470826,274.6599418971842,100,0.002496693,0.4189424,29.76,0.000882758,,337645,3710.1165342330933,,0.002496693,1.0
12500,16.42510235786438,272.20826799635995,100,0.0022253594,0.4189424,29.49,0.0009496649,,340594,3733.4854979515076,,0.0022253594,1.0
12600,21.373655099868774,280.36405763702487,100,0.0027075773,0.4189424,30.38,0.00093647355,,343632,3752.950455188751,,0.0027075773,1.0
12700,15.741325731277465,275.04296531421073,100,0.0023017502,0.4189424,29.81,0.0008675431,,346613,3770.1318747997284,,0.0023017502,1.0
12800,17.741822013854982,276.7463800069803,100,0.0009817895,0.4189424,29.97,0.00096088846,,349610,3791.2240788936615,,0.0009817895,1.0
12900,16.915713090896606,277.20923052753875,100,0.0023700085,0.4189424,30.05,0.0009065464,,352615,3816.299194574356,,0.0023700085,1.0
13000,17.531592826843262,283.1649478812678,100,0.0018700928,0.4189424,30.65,0.00094436674,,355680,3833.3512222766876,,0.0018700928,1.0
13100,16.602872343063353,273.96296200269205,100,0.0023279132,0.4189424,29.7,0.0008675219,,358650,3854.4844279289246,,0.0023279132,1.0
13200,21.52697201728821,286.310223091719,100,0.0019604778,0.4189424,31.02,0.0009286273,,361752,3880.8475704193115,,0.0019604778,1.0
13300,21.29037878036499,294.6888296211965,100,0.003438143,0.4189424,31.89,0.00084641465,,364941,3902.25558924675,,0.003438143,1.0
13400,18.755366249084474,282.40284645739297,100,0.0018338977,0.4189424,30.57,0.0009131224,,367998,3925.723709821701,,0.0018338977,1.0
13500,23.0460498046875,281.5187667708287,100,0.0026680927,0.4189424,30.48,0.0009649114,,371046,3944.433401823044,,0.0026680927,1.0
13600,22.726871042251588,286.84608657490185,100,0.000982464,0.4189424,31.05,0.0008122677,,374151,3963.7044863700867,,0.000982464,1.0
13700,18.197746839523315,285.53271480366124,100,0.0035711187,0.4189424,30.92,0.00095610763,,377243,3986.2368474006653,,0.0035711187,1.0
13800,22.01316077232361,289.77111146828304,100,0.002958616,0.4189424,31.39,0.00088534766,,380382,4009.837211370468,,0.002958616,1.0
13900,18.576516103744506,279.1772596206313,100,0.0021305298,0.4189424,30.24,0.0008755397,,383406,4032.4693460464478,,0.0021305298,1.0
14000,19.704063024520874,278.164700518373,100,0.0024967587,0.4189424,30.14,0.0009115825,,386420,4054.346604347229,,0.0024967587,1.0
14100,23.790812692642213,292.635754740966,100,0.0022966461,0.4189424,31.67,0.0008576477,,389587,4075.9135735034943,,0.0022966461,1.0
14200,16.6280535697937,272.18736322215295,100,0.0022358724,0.4189424,29.49,0.00091745664,,392536,4105.81750702858,,0.0022358724,1.0
14300,19.955691566467284,280.59316562323573,100,0.002091799,0.4189424,30.37,0.0008110938,,395573,4132.736532688141,,0.002091799,1.0
14400,16.517271909713745,272.86103449107725,100,0.0028815246,0.4189424,29.54,0.00075774995,,398527,4154.802782773972,,0.0028815246,1.0
14500,20.715542325973512,283.1324135859912,100,0.0029632526,0.4189424,30.65,0.0008933237,,401592,4173.447590827942,,0.0029632526,1.0
14600,17.336673231124877,279.89519730209884,100,0.0025755994,0.4189424,30.3,0.00096318236,,404622,4193.881949901581,,0.0025755994,1.0
14700,16.519791841506958,280.72150071582405,100,0.0019233032,0.4189424,30.38,0.00093945634,,407660,4212.36249423027,,0.0019233032,1.0
14800,20.338354816436766,280.10670918129404,100,0.0021370975,0.4189424,30.34,0.00091792486,,410694,4236.568404436111,,0.0021370975,1.0
14900,15.76348804473877,269.9493464486136,100,0.0026275546,0.4189424,29.23,0.0009847988,,413617,4260.228243350983,,0.0026275546,1.0
15000,18.06270604133606,285.7382561640416,100,0.0018043012,0.4189424,30.95,0.00096100953,,416712,4279.146023750305,,0.0018043012,1.0
15100,22.52277558326721,291.4987281599172,100,0.002030794,0.4189424,31.54,0.0008197725,,419866,4304.302892446518,,0.002030794,1.0
15200,15.99582483291626,276.10631774687823,100,0.0019512111,0.4189424,29.9,0.00095597963,,422856,4327.271102905273,,0.0019512111,1.0
15300,18.718915462493896,286.97634670635716,100,0.0019342523,0.4189424,31.06,0.0009583612,,425962,4345.363250494003,,0.0019342523,1.0
15400,18.844427270889284,288.4577136422588,100,0.0023831811,0.4189424,31.24,0.0009858517,,429086,4369.580524921417,,0.0023831811,1.0
15500,19.972303495407104,298.55192155327177,100,0.0019024359,0.4189424,32.3,0.00096008286,,432316,4390.8105001449585,,0.0019024359,1.0
15600,20.14168174743652,282.68310325558934,100,0.0028900048,0.4189424,30.62,0.0009616324,,435378,4412.2153170108795,,0.0028900048,1.0
15700,19.159912700653077,279.3554992314337,100,0.0027051019,0.4189424,30.23,0.00096287264,,438401,4432.328226566315,,0.0027051019,1.0
15800,20.971072483062745,284.62162478913115,100,0.0025636544,0.4189424,30.81,0.00085763715,,441482,4455.060919523239,,0.0025636544,1.0
15900,17.84845630645752,282.43949262553866,100,0.0021626467,0.4189424,30.6,0.00092021987,,444542,4479.468704223633,,0.0021626467,1.0
16000,18.282613153457643,278.45659290968194,100,0.002334096,0.4189424,30.16,0.00095275044,,447558,4505.604382991791,,0.002334096,1.0
16100,18.92547727584839,292.310823297045,100,0.0030702879,0.4189424,31.66,0.0009908254,,450724,4525.671436309814,,0.0030702879,1.0
16200,20.451994752883913,283.34263724540835,100,0.0031399566,0.4189424,30.68,0.0009298627,,453792,4547.274191379547,,0.0031399566,1.0
16300,17.770764656066895,277.5197419209376,100,0.001947485,0.4189424,30.05,0.00085341715,,456797,4570.359205245972,,0.001947485,1.0
16400,19.320561866760254,287.5887818070022,100,0.0016870657,0.4189424,31.13,0.0008871265,,459910,4598.212575912476,,0.0016870657,1.0
16500,22.550084104537962,291.00648744060896,100,0.002342582,0.4189424,31.49,0.000864868,,463059,4618.348134279251,,0.002342582,1.0
16600,20.684767618179322,293.0896906659577,100,0.0015595477,0.4189424,31.72,0.0009670296,,466231,4639.385249614716,,0.0015595477,1.0
16700,19.228103227615357,288.30076199722976,100,0.0017019906,0.4189424,31.21,0.000892536,,469352,4661.059332847595,,0.0017019906,1.0
16800,22.00278796195984,290.07621696347195,100,0.0017140041,0.4189424,31.4,0.0009397478,,472492,4683.868193864822,,0.0017140041,1.0
16900,23.680692586898804,286.4662061946452,100,0.0023297886,0.4189424,31.0,0.00094626326,,475592,4707.916876316071,,0.0023297886,1.0
17000,18.1868261051178,278.65928301570335,100,0.0019716674,0.4189424,30.17,0.00080591714,,478609,4736.422037601471,,0.0019716674,1.0
17100,20.029348182678223,288.629227578219,100,0.0027779285,0.4189424,31.25,0.000986032,,481734,4764.869182348251,,0.0027779285,1.0
17200,22.760022315979004,286.3738734370676,100,0.002154798,0.4189424,30.99,0.00090413564,,484833,4785.561271905899,,0.002154798,1.0
17300,18.723883724212648,287.98207366262955,100,0.002337644,0.4189424,31.16,0.00092163694,,487949,4801.157963037491,,0.002337644,1.0
17400,19.629352188110353,293.33820333038005,100,0.002344162,0.4189424,31.73,0.0008942293,,491122,4818.973417043686,,0.002344162,1.0
17500,18.120694084167482,282.1380902120332,100,0.0025397656,0.4189424,30.53,0.0009378575,,494175,4844.306621789932,,0.0025397656,1.0
17600,19.430485744476318,276.5714980175036,100,0.0027064043,0.4189424,29.94,0.0008811389,,497169,4866.839854955673,,0.0027064043,1.0
17700,17.829922761917114,281.606833538408,100,0.0026464704,0.4189424,30.48,0.00096127286,,500217,4885.7441647052765,,0.0026464704,1.0
17800,18.50089024543762,292.6778313225372,100,0.0016243393,0.4189424,31.67,0.0009396535,,503384,4913.327533960342,,0.0016243393,1.0
17900,21.022180862426758,286.6208154299761,100,0.001385727,0.4189424,31.03,0.00085285126,,506487,4929.487975120544,,0.001385727,1.0
18000,18.27053822517395,289.14878260539194,100,0.0019390665,0.4189424,31.3,0.0009868762,,509617,4953.090775251389,,0.0019390665,1.0
18100,18.17183072090149,283.6417206801873,100,0.0035340087,0.4189424,30.69,0.0009471967,,512686,4973.970474720001,,0.0035340087,1.0
18200,21.44946008682251,286.76305198268716,100,0.003193365,0.4189424,31.04,0.00095714064,,515790,4997.433634281158,,0.003193365,1.0
18300,19.540549001693726,292.15879668333423,100,0.0027554047,0.4189424,31.63,0.0009356586,,518953,5016.1627423763275,,0.0027554047,1.0
18400,20.426445293426514,302.72091087084004,100,0.001680492,0.4189424,32.75,0.0009474345,,522228,5038.250416278839,,0.001680492,1.0
18500,22.783689889907837,296.94392438216533,100,0.002508571,0.4189424,32.16,0.000938168,,525444,5059.6816375255585,,0.002508571,1.0
18600,21.006501655578614,297.7470730947382,100,0.0012633832,0.4189424,32.2,0.0009749275,,528664,5082.781211137772,,0.0012633832,1.0
18700,22.409552536010743,290.40221042732094,100,0.003222876,0.4189424,31.43,0.0009380453,,531807,5108.183337211609,,0.003222876,1.0
18800,19.583895988464356,288.95965806875256,100,0.0025025385,0.4189424,31.26,0.0008915677,,534933,5132.30549788475,,0.0025025385,1.0
18900,13.515561294555663,276.2434349497821,100,0.003914226,0.4189424,29.91,0.0009495691,,537924,5151.971746921539,,0.003914226,1.0
19000,21.16189100265503,298.41003604632215,100,0.0016685886,0.4189424,32.28,0.0009542505,,541152,5177.135968446732,,0.0016685886,1.0
19100,20.278484134674073,305.1708049984313,100,0.0022996813,0.4189424,33.01,0.0009698267,,544453,5197.17925620079,,0.0022996813,1.0
19200,20.961272172927856,302.90030570377274,100,0.0017175876,0.4189424,32.78,0.00095437776,,547731,5215.344895839691,,0.0017175876,1.0
19300,19.719363260269166,293.25589353002886,100,0.0018786774,0.4189424,31.75,0.0009964493,,550906,5239.574179172516,,0.0018786774,1.0
19400,16.687888402938842,276.1858555557576,100,0.0018575116,0.4189424,29.9,0.0008879802,,553896,5261.673867464066,,0.0018575116,1.0
19500,19.334134883880616,295.6377092866009,100,0.0023192246,0.4189424,31.96,0.0009694176,,557092,5281.832904815674,,0.0023192246,1.0
19600,20.001627311706542,286.21162551841036,100,0.0025902383,0.4189424,30.99,0.0009958496,,560191,5304.441436767578,,0.0025902383,1.0
19700,19.053104991912843,290.1691946357351,100,0.0028190552,0.4189424,31.41,0.00092095946,,563332,5320.280885219574,,0.0028190552,1.0
19800,20.238740520477293,285.06789422422344,100,0.0028106468,0.4189424,30.85,0.0009264682,,566417,5337.1475648880005,,0.0028106468,1.0
19900,24.910819978713988,289.33346249958026,100,0.0015814753,0.4189424,31.3,0.0009655125,,569547,5358.078654766083,,0.0015814753,1.0
20000,18.56715576171875,285.83439231696116,100,0.0027177113,0.4189424,30.94,0.0008533961,,572641,5385.286617040634,,0.0027177113,1.0
