ev_tdlam_before,EpisodesSoFar,DiscEpRewMean,EpThisIter,TimestepsSoFar,EpLenMean,meankl,TimeElapsed,surrgain,EpRewMean,entloss,optimgain,Step_size,entropy
,3600,14.109702863693236,100,85589,26.43,0.00092352653,363.84951853752136,0.00231517,243.7852371849874,,0.00231517,1.0,0.4189424
,3700,13.450169258117675,100,88120,25.31,0.00085389556,374.07049107551575,0.002517897,233.17643433591135,,0.002517897,1.0,0.4189424
,3800,14.851652698516846,100,90787,26.67,0.0009637122,383.94763016700745,0.001451446,246.11156023987482,,0.001451446,1.0,0.4189424
,3900,14.76235032081604,100,93435,26.48,0.0008987056,393.52633595466614,0.0024780182,244.1675700991165,,0.0024780182,1.0,0.4189424
,4000,16.15514063835144,100,96141,27.06,0.0009726359,405.5388629436493,0.0031275172,249.54883468021598,,0.0031275172,1.0,0.4189424
,4100,13.132708129882813,100,98748,26.07,0.00085655856,414.6149001121521,0.002224786,240.15501384848733,,0.002224786,1.0,0.4189424
,4200,15.534398994445802,100,101433,26.85,0.0009447644,426.5079801082611,0.0024103061,247.5311706968395,,0.0024103061,1.0,0.4189424
,4300,16.720979156494142,100,104151,27.18,0.00091835874,436.51559495925903,0.0021502774,250.81107396058985,,0.0021502774,1.0,0.4189424
,4400,13.740364322662353,100,106779,26.28,0.0009432301,445.3103857040405,0.0026630799,242.41667315106068,,0.0026630799,1.0,0.4189424
,4500,16.136079149246214,100,109398,26.19,0.0009844207,456.39730858802795,0.002438379,241.5454047250796,,0.002438379,1.0,0.4189424
,4600,15.771404771804809,100,112118,27.2,0.00095960696,468.375599861145,0.00361837,251.0719078536114,,0.00361837,1.0,0.4189424
,4700,13.814008626937866,100,114812,26.94,0.0009830303,480.7528860569,0.0030895926,248.5459593105212,,0.0030895926,1.0,0.4189424
,4800,18.334779720306397,100,117454,26.42,0.0009749652,491.50810837745667,0.0026032715,243.5986082958417,,0.0026032715,1.0,0.4189424
,4900,14.128670358657837,100,120119,26.65,0.0009080095,501.5510849952698,0.0018808637,245.87133728952435,,0.0018808637,1.0,0.4189424
,5000,15.944763116836548,100,122758,26.39,0.0009755956,513.5096848011017,0.0034378886,243.25623268323773,,0.0034378886,1.0,0.4189424
,5100,15.58318627357483,100,125413,26.55,0.00097029004,525.4377126693726,0.0016242134,244.7271101724195,,0.0016242134,1.0,0.4189424
,5200,16.430637941360473,100,128166,27.53,0.00094241655,536.999181509018,0.0022508844,253.7398801764828,,0.0022508844,1.0,0.4189424
,5300,13.633141260147095,100,130816,26.5,0.00090943236,546.9872863292694,0.002641129,244.3818533302582,,0.002641129,1.0,0.4189424
,5400,13.809434871673584,100,133576,27.6,0.0008942807,558.960556268692,0.002881438,254.45011825787276,,0.002881438,1.0,0.4189424
,5500,14.457650327682495,100,136294,27.18,0.0009889655,567.8861916065216,0.0018095559,250.54292674924554,,0.0018095559,1.0,0.4189424
,5600,14.565786895751954,100,139112,28.18,0.0006564225,579.0123994350433,0.0019492309,259.9270471854048,,0.0019492309,1.0,0.4189424
,5700,16.89936285972595,100,141935,28.23,0.00097252394,588.5896546840668,0.0015092354,260.4845037714466,,0.0015092354,1.0,0.4189424
,5800,15.384931907653808,100,144889,29.54,0.0008830168,601.1343653202057,0.0015611065,272.66137749152705,,0.0015611065,1.0,0.4189424
,5900,18.687423028945922,100,147700,28.11,0.00073059724,616.4253058433533,0.0019419949,259.40057240947567,,0.0019419949,1.0,0.4189424
,6000,16.398870010375976,100,150541,28.41,0.00093326234,626.8528728485107,0.0019549637,262.37724572380586,,0.0019549637,1.0,0.4189424
,6100,16.15342085838318,100,153275,27.34,0.000909255,636.9682319164276,0.0013440881,252.31978160505201,,0.0013440881,1.0,0.4189424
,6200,14.182353601455688,100,156022,27.47,0.00087330764,645.5210044384003,0.0019065738,253.32134624145502,,0.0019065738,1.0,0.4189424
,6300,14.95683542251587,100,158787,27.65,0.00093645044,653.3593893051147,0.0030172064,255.21309427323433,,0.0030172064,1.0,0.4189424
,6400,15.369976930618286,100,161511,27.24,0.00088912016,662.857430934906,0.0020279358,251.12249103725043,,0.0020279358,1.0,0.4189424
,6500,20.666853227615356,100,164430,29.19,0.0009533288,673.5797896385193,0.0018050696,269.4581142801587,,0.0018050696,1.0,0.4189424
,6600,18.04614585876465,100,167237,28.07,0.00096516585,686.0178353786469,0.0022383647,259.1244877421605,,0.0022383647,1.0,0.4189424
,6700,15.032375459671021,100,170018,27.81,0.0009874769,697.0831396579742,0.0040342524,256.4857977821811,,0.0040342524,1.0,0.4189424
,6800,14.56293417930603,100,172788,27.7,0.00096235593,705.3774914741516,0.0026780649,255.66204831221407,,0.0026780649,1.0,0.4189424
,6900,14.397865324020385,100,175624,28.36,0.0008647047,714.964052438736,0.0030357763,261.7224175900867,,0.0030357763,1.0,0.4189424
,7000,15.128042106628419,100,178427,28.03,0.0009819944,723.6353917121887,0.0020738451,258.56985187269413,,0.0020738451,1.0,0.4189424
,7100,16.15359799385071,100,181304,28.77,0.00094830414,732.5860643386841,0.0020473402,265.79152881327167,,0.0020473402,1.0,0.4189424
,7200,19.90074453353882,100,184168,28.64,0.00081186,745.2123718261719,0.0017514401,264.32560148028296,,0.0017514401,1.0,0.4189424
,7300,16.38442624092102,100,186995,28.27,0.0009738486,759.9581663608551,0.0026532074,260.97718869509356,,0.0026532074,1.0,0.4189424
,7400,15.22571873664856,100,189817,28.22,0.0009830713,768.6475162506104,0.0018096446,260.4975693609633,,0.0018096446,1.0,0.4189424
,7500,15.80053677558899,100,192712,28.95,0.00097273156,779.826828956604,0.0036872283,267.38392091223955,,0.0036872283,1.0,0.4189424
,7600,13.80788236618042,100,195457,27.45,0.00084893964,788.0757699012756,0.0019269342,253.1149801834269,,0.0019269342,1.0,0.4189424
,7700,15.800206985473633,100,198369,29.12,0.0009668925,798.5276453495026,0.0018574549,268.89912710449545,,0.0018574549,1.0,0.4189424
,7800,15.702763471603394,100,201240,28.71,0.0009555617,808.1202323436737,0.0021691057,265.12900119570105,,0.0021691057,1.0,0.4189424
,7900,16.713726921081545,100,204088,28.48,0.0008693456,825.1074831485748,0.0035806461,262.9544037961513,,0.0035806461,1.0,0.4189424
,8000,17.39004819869995,100,206956,28.68,0.0008295634,836.7234590053558,0.0021726792,264.762237714845,,0.0021726792,1.0,0.4189424
,8100,15.772437849044799,100,209914,29.58,0.0009242538,844.8377432823181,0.0020778808,272.93627598798906,,0.0020778808,1.0,0.4189424
,8200,16.250592641830444,100,212909,29.95,0.0009431103,853.6670966148376,0.0026628051,276.5835197413191,,0.0026628051,1.0,0.4189424
,8300,21.159958477020265,100,215998,30.89,0.00090796355,862.0517272949219,0.0015612725,285.25532637328894,,0.0015612725,1.0,0.4189424
,8400,16.69775402069092,100,218960,29.62,0.0009057004,870.9148354530334,0.0012406955,273.4902704808852,,0.0012406955,1.0,0.4189424
,8500,18.273312864303588,100,221993,30.33,0.0009387463,881.1942853927612,0.0031558448,280.0312055189167,,0.0031558448,1.0,0.4189424
,8600,15.750661602020264,100,224998,30.05,0.0009968336,892.0775916576385,0.0029137745,277.5340170300267,,0.0029137745,1.0,0.4189424
,8700,16.155839853286743,100,227983,29.85,0.00092886796,906.64746260643,0.00198267,275.5002671931855,,0.00198267,1.0,0.4189424
,8800,16.638518772125245,100,230947,29.64,0.0008671105,916.3330607414246,0.0023196521,273.81843609975994,,0.0023196521,1.0,0.4189424
,8900,16.056112985610962,100,233800,28.53,0.0008529642,926.9705460071564,0.0016978496,263.1141058829441,,0.0016978496,1.0,0.4189424
,9000,13.70327919960022,100,236712,29.12,0.00095871557,936.3746228218079,0.0031088812,268.82005733406385,,0.0031088812,1.0,0.4189424
,9100,15.601264934539795,100,239709,29.97,0.0008442478,947.6593887805939,0.0027130481,276.84644982489624,,0.0027130481,1.0,0.4189424
,9200,18.563786334991455,100,242766,30.57,0.00096349564,958.7469823360443,0.0026124627,282.4420972732986,,0.0026124627,1.0,0.4189424
,9300,16.136263132095337,100,245742,29.76,0.0009871399,970.0953540802002,0.0022321565,274.63938839382985,,0.0022321565,1.0,0.4189424
,9400,15.402744607925415,100,248637,28.95,0.00088048767,982.4714789390564,0.0014361541,267.2408245816293,,0.0014361541,1.0,0.4189424
,9500,15.282089347839355,100,251535,28.98,0.00081770524,991.161283493042,0.002760772,267.5426126651841,,0.002760772,1.0,0.4189424
,9600,16.873952379226683,100,254539,30.04,0.00095744006,1000.3127880096436,0.001547279,277.3688295544604,,0.001547279,1.0,0.4189424
,9700,17.18877466201782,100,257512,29.73,0.00080254645,1008.2229909896851,0.002105157,274.6002260477667,,0.002105157,1.0,0.4189424
,9800,18.943567323684693,100,260599,30.87,0.0009354477,1018.6126439571381,0.0020128207,285.2470541447094,,0.0020128207,1.0,0.4189424
,9900,15.839100828170777,100,263585,29.86,0.00097154494,1029.2823116779327,0.0030538482,275.65126301576214,,0.0030538482,1.0,0.4189424
,10000,17.092416563034057,100,266575,29.9,0.00086937303,1040.0858108997345,0.0025008756,275.95596200561414,,0.0025008756,1.0,0.4189424
,10100,21.638651752471922,100,269665,30.9,0.0006288779,1050.62926363945,0.0022014338,285.5049621933555,,0.0022014338,1.0,0.4189424
,10200,18.371796388626098,100,272691,30.26,0.00093769014,1062.1478242874146,0.0026616792,279.47895609814003,,0.0026616792,1.0,0.4189424
,10300,16.991967191696165,100,275634,29.43,0.0009175261,1072.5818002223969,0.0020900513,271.7019246848568,,0.0020900513,1.0,0.4189424
,10400,15.765344123840332,100,278636,30.02,0.00066716474,1082.3055489063263,0.0020618932,277.15754070916364,,0.0020618932,1.0,0.4189424
,10500,16.217062883377075,100,281591,29.55,0.00089900376,1092.6958544254303,0.001994731,272.5605755706789,,0.001994731,1.0,0.4189424
,10600,18.94586494445801,100,284630,30.39,0.0009486938,1102.9880979061127,0.0017349125,280.6189272451583,,0.0017349125,1.0,0.4189424
,10700,15.589076461791992,100,287630,30.0,0.0008828613,1114.8792445659637,0.0016409926,276.91557103520523,,0.0016409926,1.0,0.4189424
,10800,18.39684404373169,100,290755,31.25,0.0009641711,1124.752205133438,0.0023488996,288.78309280985565,,0.0023488996,1.0,0.4189424
,10900,15.858663053512574,100,293686,29.31,0.00094055396,1136.2791686058044,0.0015894845,270.3465991449824,,0.0015894845,1.0,0.4189424
,11000,15.87408302307129,100,296668,29.82,0.0009770886,1145.2451264858246,0.0027894445,275.310623925117,,0.0027894445,1.0,0.4189424
,11100,18.675819206237794,100,299738,30.7,0.00089935464,1155.3085589408875,0.002457643,283.43319672163784,,0.002457643,1.0,0.4189424
,11200,20.014814863204958,100,302795,30.57,0.00090052246,1166.4698915481567,0.0030775699,282.2166482009048,,0.0030775699,1.0,0.4189424
,11300,20.814477500915526,100,305861,30.66,0.000975146,1177.378255367279,0.00409464,283.00212597349525,,0.00409464,1.0,0.4189424
,11400,17.086333265304564,100,308845,29.84,0.0008937407,1189.15247964859,0.0021177426,275.19801981616166,,0.0021177426,1.0,0.4189424
,11500,19.408277988433838,100,311928,30.83,0.00097652315,1200.2624638080597,0.0033058526,284.59615423191667,,0.0033058526,1.0,0.4189424
,11600,18.941951007843016,100,314960,30.32,0.0008094995,1209.6717228889465,0.003266593,279.88631274303424,,0.003266593,1.0,0.4189424
,11700,21.42077151298523,100,318124,31.64,0.00089439313,1220.5165722370148,0.0025927196,292.07813183860543,,0.0025927196,1.0,0.4189424
,11800,16.363010940551757,100,321093,29.69,0.00088923034,1231.4712963104248,0.0036271927,274.150760048791,,0.0036271927,1.0,0.4189424
,11900,18.668385677337646,100,324170,30.77,0.0008900284,1243.6697523593903,0.0019807233,284.1486838588634,,0.0019807233,1.0,0.4189424
,12000,16.981812105178832,100,327129,29.59,0.0008559435,1254.583529472351,0.001564296,273.01470986275484,,0.001564296,1.0,0.4189424
,12100,20.24010266304016,100,330275,31.46,0.0009105393,1265.0623805522919,0.001893501,290.6013776547416,,0.001893501,1.0,0.4189424
,12200,19.289470748901365,100,333340,30.65,0.0007659579,1274.367169380188,0.00109351,283.07188634165834,,0.00109351,1.0,0.4189424
,12300,19.335655679702757,100,336368,30.28,0.00094519614,1287.0149557590485,0.0027715485,279.5625847127527,,0.0027715485,1.0,0.4189424
,12400,23.090578966140747,100,339460,30.92,0.0009630148,1297.950893163681,0.0023656774,285.5832653974594,,0.0023656774,1.0,0.4189424
,12500,18.56085675239563,100,342525,30.65,0.00090454065,1307.9340300559998,0.0028065918,283.08280400735134,,0.0028065918,1.0,0.4189424
,12600,20.96472039222717,100,345680,31.55,0.0009406109,1318.7478606700897,0.0023554822,291.5030260059506,,0.0023554822,1.0,0.4189424
,12700,20.881372652053834,100,348835,31.55,0.0008323796,1329.405210018158,0.0023413561,291.5251648869664,,0.0023413561,1.0,0.4189424
,12800,21.45627447128296,100,352065,32.3,0.00073551864,1339.690875530243,0.0025661797,298.5418586719041,,0.0025661797,1.0,0.4189424
,12900,20.233062114715576,100,355286,32.21,0.0009667444,1349.8953654766083,0.0022078527,297.6963267951638,,0.0022078527,1.0,0.4189424
,13000,21.84684905052185,100,358456,31.7,0.00084696844,1361.4381256103516,0.002373917,292.86630983313006,,0.002373917,1.0,0.4189424
,13100,21.47157636642456,100,361624,31.68,0.00098733,1372.4502873420715,0.002590076,292.54183849893246,,0.002590076,1.0,0.4189424
,13200,20.3091251373291,100,364702,30.78,0.0009103593,1382.3355820178986,0.0028050526,284.29594169619935,,0.0028050526,1.0,0.4189424
,13300,21.35435535430908,100,367896,31.94,0.00089710526,1391.5708491802216,0.0026177613,295.20916639958784,,0.0026177613,1.0,0.4189424
,13400,19.647104997634887,100,371011,31.15,0.00093483453,1402.3774921894073,0.0023717037,287.77648584218446,,0.0023717037,1.0,0.4189424
,13500,19.010418281555175,100,374070,30.59,0.0009133374,1413.4585406780243,0.0021648705,282.5721238026481,,0.0021648705,1.0,0.4189424
,13600,19.71022762298584,100,377235,31.65,0.00091834215,1426.9189991950989,0.002497188,292.52693165271967,,0.002497188,1.0,0.4189424
,13700,17.05792555809021,100,380203,29.68,0.000972844,1437.683322429657,0.0026640228,273.9353268851608,,0.0026640228,1.0,0.4189424
,13800,15.1213853931427,100,383182,29.79,0.0009710612,1449.38494348526,0.0016451892,275.03857953483737,,0.0016451892,1.0,0.4189424
,13900,22.438993873596193,100,386207,30.25,0.0009120075,1459.9065890312195,0.003209325,279.388593060905,,0.003209325,1.0,0.4189424
,14000,16.920501041412354,100,389164,29.57,0.00095935113,1468.7221488952637,0.0019206634,273.16813375121166,,0.0019206634,1.0,0.4189424
,14100,19.584623908996583,100,392194,30.3,0.00096380035,1479.8687899112701,0.0029231708,279.8704963069195,,0.0029231708,1.0,0.4189424
,14200,20.098887157440185,100,395285,30.91,0.00090375234,1490.322604417801,0.0037453223,285.4310734687269,,0.0037453223,1.0,0.4189424
,14300,19.679916229248047,100,398314,30.29,0.000913934,1502.417414188385,0.0036545557,279.74672053371347,,0.0036545557,1.0,0.4189424
,14400,16.258016653060913,100,401297,29.83,0.0009789751,1514.617834329605,0.0026413687,275.50174059610976,,0.0026413687,1.0,0.4189424
,14500,15.386296796798707,100,404183,28.86,0.0008981567,1527.3146719932556,0.0012486283,266.26201846440625,,0.0012486283,1.0,0.4189424
,14600,17.90815438270569,100,407172,29.89,0.000956521,1539.8068759441376,0.001969083,275.8753174077636,,0.001969083,1.0,0.4189424
,14700,19.295303535461425,100,410223,30.51,0.0009364497,1551.5033123493195,0.002026821,281.67880048635425,,0.002026821,1.0,0.4189424
,14800,19.41172776222229,100,413323,31.0,0.0008096876,1564.672533750534,0.0023240065,286.21735926755713,,0.0023240065,1.0,0.4189424
,14900,20.236264486312866,100,416375,30.52,0.00077429187,1574.3623914718628,0.0016583094,282.0628608119571,,0.0016583094,1.0,0.4189424
,15000,18.599441652297973,100,419390,30.15,0.000977495,1585.0746195316315,0.0017245373,278.5061620489652,,0.0017245373,1.0,0.4189424
,15100,14.92698413848877,100,422267,28.77,0.00081483385,1593.66104221344,0.0019630827,265.6886855165779,,0.0019630827,1.0,0.4189424
,15200,19.485717725753783,100,425316,30.49,0.0009790192,1604.636222600937,0.0018065528,281.5714732337912,,0.0018065528,1.0,0.4189424
,15300,20.634057512283324,100,428366,30.5,0.00069230684,1616.6276218891144,0.0019872177,281.89680065646843,,0.0019872177,1.0,0.4189424
,15400,19.015482549667357,100,431524,31.58,0.0009138056,1628.6551167964935,0.0016687228,291.66967676724937,,0.0016687228,1.0,0.4189424
,15500,19.208062200546266,100,434529,30.05,0.0008793025,1639.6888086795807,0.0025640563,277.4878061789778,,0.0025640563,1.0,0.4189424
,15600,16.94535758972168,100,437573,30.44,0.0009168097,1648.2263638973236,0.0015091983,281.0946472336047,,0.0015091983,1.0,0.4189424
,15700,16.819675846099855,100,440562,29.89,0.0009332919,1658.2723979949951,0.0032510096,276.06157122487633,,0.0032510096,1.0,0.4189424
,15800,14.96288776397705,100,443493,29.31,0.00091191055,1670.4012277126312,0.0020460442,270.5948302102156,,0.0020460442,1.0,0.4189424
,15900,19.157571258544923,100,446565,30.72,0.00082599395,1684.642335653305,0.0028247437,283.72205252332424,,0.0028247437,1.0,0.4189424
,16000,22.16738079071045,100,449684,31.19,0.0009867758,1695.0699968338013,0.0022817971,288.28200559064345,,0.0022817971,1.0,0.4189424
,16100,20.41629422187805,100,452735,30.51,0.00092816446,1704.9916789531708,0.003273579,281.9213141293875,,0.003273579,1.0,0.4189424
,16200,21.275850734710694,100,455891,31.56,0.0009029108,1714.3561873435974,0.0016441428,291.6937907722851,,0.0016441428,1.0,0.4189424
,16300,19.719868936538695,100,458971,30.8,0.00081605406,1725.2797560691833,0.0009909704,284.4339401315405,,0.0009909704,1.0,0.4189424
,16400,15.886548299789428,100,461908,29.37,0.0008627489,1736.8719663619995,0.0028721401,271.1164599729937,,0.0028721401,1.0,0.4189424
,16500,21.021098737716674,100,464924,30.16,0.0009487191,1746.692753791809,0.0014806378,278.33729861601176,,0.0014806378,1.0,0.4189424
,16600,16.2532345867157,100,467920,29.96,0.00092051056,1758.1203107833862,0.0017645562,276.6333785759242,,0.0017645562,1.0,0.4189424
,16700,21.377660007476806,100,471067,31.47,0.0009786364,1770.8671123981476,0.0029497985,290.6744106153178,,0.0029497985,1.0,0.4189424
,16800,23.315800971984864,100,474145,30.78,0.0009611821,1781.1433231830597,0.0018664103,284.29422442215866,,0.0018664103,1.0,0.4189424
,16900,21.32582962036133,100,477214,30.69,0.0009186135,1790.8500730991364,0.0020110616,283.44565416104626,,0.0020110616,1.0,0.4189424
,17000,19.404545679092408,100,480367,31.53,0.00085421186,1800.1856579780579,0.0020624683,291.42581829177357,,0.0020624683,1.0,0.4189424
,17100,19.015592594146728,100,483542,31.75,0.0008162293,1810.5268354415894,0.0028346237,293.5014390427602,,0.0028346237,1.0,0.4189424
,17200,23.476886711120606,100,486675,31.33,0.0009659172,1821.5870304107666,0.0037041113,289.48375847640574,,0.0037041113,1.0,0.4189424
,17300,23.79787422180176,100,489869,31.94,0.0009367787,1832.2974531650543,0.0017343585,295.3162690297888,,0.0017343585,1.0,0.4189424
,17400,20.618740692138672,100,493068,31.99,0.0008100493,1843.3057036399841,0.0021502862,295.6338873524677,,0.0021502862,1.0,0.4189424
,17500,21.71399817466736,100,496157,30.89,0.0009686885,1856.0055603981018,0.0027243115,285.42921209214563,,0.0027243115,1.0,0.4189424
,17600,21.828943128585816,100,499292,31.35,0.00096996827,1870.065916776657,0.001533941,289.4196030323171,,0.001533941,1.0,0.4189424
,17700,22.070962381362914,100,502535,32.43,0.000945298,1881.5477974414825,0.001589754,299.75874862803573,,0.001589754,1.0,0.4189424
,17800,21.01530966758728,100,505775,32.4,0.00095743744,1893.8842406272888,0.0013016089,299.54675843743513,,0.0013016089,1.0,0.4189424
,17900,18.73941378593445,100,509038,32.63,0.0009690924,1904.194215297699,0.0014264017,301.5308575516174,,0.0014264017,1.0,0.4189424
,18000,20.711485576629638,100,512084,30.46,0.00091688026,1913.66517162323,0.002480181,281.518241769934,,0.002480181,1.0,0.4189424
,18100,19.667760848999023,100,515331,32.47,0.0009040906,1925.2648706436157,0.002111336,300.082059984583,,0.002111336,1.0,0.4189424
,18200,20.039134254455565,100,518608,32.77,0.00083253405,1936.9408526420593,0.0014084149,302.9290067432657,,0.0014084149,1.0,0.4189424
,18300,20.98390820503235,100,521830,32.22,0.0009072171,1946.9706945419312,0.0015346796,297.64433856370766,,0.0015346796,1.0,0.4189424
,18400,19.28935443878174,100,524869,30.39,0.0008881876,1959.931461572647,0.0026421112,280.69605002639145,,0.0026421112,1.0,0.4189424
,18500,21.250685338973998,100,527925,30.56,0.0008021326,1971.8428325653076,0.0014789267,282.22506213602503,,0.0014789267,1.0,0.4189424
,18600,17.72574254989624,100,531037,31.12,0.000944308,1982.6187336444855,0.0021072167,287.63315634624394,,0.0021072167,1.0,0.4189424
,18700,18.12888684272766,100,534043,30.06,0.0009154183,1992.336341381073,0.0022439086,277.65253026370294,,0.0022439086,1.0,0.4189424
,18800,20.58054404258728,100,537171,31.28,0.0009053048,2000.6368732452393,0.0019389112,289.071884921182,,0.0019389112,1.0,0.4189424
,18900,25.795226249694824,100,540418,32.47,0.00097653945,2012.1646115779877,0.0031736358,299.92650885927674,,0.0031736358,1.0,0.4189424
,19000,19.02582886695862,100,543519,31.01,0.00097170257,2027.7711012363434,0.0017836066,286.476319243162,,0.0017836066,1.0,0.4189424
,19100,21.1117604637146,100,546852,33.33,0.00082725787,2038.420026063919,0.0020683948,308.09822103068285,,0.0020683948,1.0,0.4189424
,19200,21.034384326934813,100,550021,31.69,0.0008884867,2049.7038130760193,0.0016525816,292.88659971122127,,0.0016525816,1.0,0.4189424
,19300,21.606082048416138,100,553262,32.41,0.0008824488,2063.500783443451,0.002768158,299.47594591611033,,0.002768158,1.0,0.4189424
,19400,19.848645401000976,100,556380,31.18,0.000948365,2077.4815742969513,0.0020955815,287.9381915607679,,0.0020955815,1.0,0.4189424
,19500,20.142902297973635,100,559576,31.96,0.00090725906,2086.8800172805786,0.002842574,295.367631970244,,0.002842574,1.0,0.4189424
,19600,22.429284620285035,100,562758,31.82,0.0009068409,2095.9133417606354,0.0026399316,293.5529523323057,,0.0026399316,1.0,0.4189424
,19700,19.8301424407959,100,565907,31.49,0.00088450813,2105.265065908432,0.0024841395,290.7904225358682,,0.0024841395,1.0,0.4189424
,19800,22.250770978927612,100,569141,32.34,0.00087396876,2117.86354637146,0.0031394858,298.76627068121826,,0.0031394858,1.0,0.4189424
,19900,19.924218797683714,100,572368,32.27,0.000980986,2130.8591668605804,0.002089384,298.06764876602193,,0.002089384,1.0,0.4189424
,20000,21.882257881164552,100,575664,32.96,0.00090071047,2141.3422203063965,0.0015669614,304.7018466937242,,0.0015669614,1.0,0.4189424
