ev_tdlam_before,EpisodesSoFar,DiscEpRewMean,EpThisIter,TimestepsSoFar,EpLenMean,meankl,TimeElapsed,surrgain,EpRewMean,entloss,optimgain,Step_size,entropy
,40100,27.216273012161256,100,1275996,38.63,0.00086846255,4367.957689523697,0.002330376,357.84333000767356,,0.002330376,1.0,0.4189424
,40200,29.269197626113893,100,1279886,38.9,0.0009767414,4378.438798904419,0.0024882075,360.1127560438453,,0.0024882075,1.0,0.4189424
,40300,30.01178946495056,100,1283700,38.14,0.00093250244,4391.1467888355255,0.0023613991,353.17790173281736,,0.0023613991,1.0,0.4189424
,40400,27.21672119140625,100,1287536,38.36,0.0008202651,4402.787139892578,0.0022303602,355.2437274434595,,0.0022303602,1.0,0.4189424
,40500,27.753553409576416,100,1291400,38.64,0.0008849353,4412.589532852173,0.002343318,357.82660854064625,,0.002343318,1.0,0.4189424
,40600,27.69437417984009,100,1295299,38.99,0.00096418185,4423.628974199295,0.0034300073,360.99051023173257,,0.0034300073,1.0,0.4189424
,40700,26.303696451187133,100,1299124,38.25,0.0009696874,4436.5769827365875,0.0019738858,354.2172473424634,,0.0019738858,1.0,0.4189424
,40800,28.167641744613647,100,1302974,38.5,0.00080997957,4448.476824045181,0.0029137153,356.4226770714629,,0.0029137153,1.0,0.4189424
,40900,28.58146499633789,100,1306849,38.75,0.0009648172,4458.733237504959,0.0024996386,358.80353960215115,,0.0024996386,1.0,0.4189424
,41000,24.70798108100891,100,1310734,38.85,0.00090284774,4469.718395471573,0.001968495,359.640528025461,,0.001968495,1.0,0.4189424
,41100,28.874646291732788,100,1314509,37.75,0.0009448929,4481.374014139175,0.00223084,349.57393229580185,,0.00223084,1.0,0.4189424
,41200,27.83225076675415,100,1318372,38.63,0.00090414716,4493.293462276459,0.0014966523,357.6729613769787,,0.0014966523,1.0,0.4189424
,41300,27.94543939590454,100,1322088,37.16,0.00094604096,4503.493814945221,0.0019637786,343.87503298882154,,0.0019637786,1.0,0.4189424
,41400,31.659307193756103,100,1325891,38.03,0.000951555,4513.357922077179,0.0023727934,352.15550311992155,,0.0023727934,1.0,0.4189424
,41500,30.13643165588379,100,1329837,39.46,0.00092579704,4521.948252916336,0.0025165537,365.6853159460671,,0.0025165537,1.0,0.4189424
,41600,25.967518873214722,100,1333672,38.35,0.00094722543,4533.620239019394,0.0028474869,355.2447873729414,,0.0028474869,1.0,0.4189424
,41700,28.62531400680542,100,1337495,38.23,0.0009326831,4543.890725851059,0.0031355645,353.8664944002171,,0.0031355645,1.0,0.4189424
,41800,28.79710736274719,100,1341280,37.85,0.0008685002,4555.499976873398,0.0022749286,350.36350522190406,,0.0022749286,1.0,0.4189424
,41900,26.6772709941864,100,1345066,37.86,0.0008928909,4568.375985622406,0.0025771062,350.4334856899833,,0.0025771062,1.0,0.4189424
,42000,25.746106662750243,100,1348795,37.29,0.0009073826,4580.839725732803,0.0019343655,345.28060813104145,,0.0019343655,1.0,0.4189424
,42100,27.820938749313356,100,1352615,38.2,0.0009587303,4592.941955804825,0.0020672265,353.5754995665274,,0.0020672265,1.0,0.4189424
,42200,25.345963687896727,100,1356437,38.22,0.00081892044,4602.611230134964,0.0031550997,353.8077312264435,,0.0031550997,1.0,0.4189424
,42300,24.726332836151123,100,1360240,38.03,0.0009843191,4611.834251403809,0.002456168,352.1402056080848,,0.002456168,1.0,0.4189424
,42400,28.82037435531616,100,1364110,38.7,0.0009122003,4621.407261610031,0.0030714707,358.36749085043624,,0.0030714707,1.0,0.4189424
,42500,29.98771879196167,100,1367855,37.45,0.00097528525,4631.580449819565,0.0029194648,346.577935625861,,0.0029194648,1.0,0.4189424
,42600,30.36205310821533,100,1371696,38.41,0.00094039366,4640.866337299347,0.002561208,355.65133532899426,,0.002561208,1.0,0.4189424
,42700,30.72345190048218,100,1375557,38.61,0.00097503077,4650.536489725113,0.0025656216,357.493811745939,,0.0025656216,1.0,0.4189424
,42800,28.254081802368162,100,1379431,38.74,0.0008625851,4660.266828298569,0.0027833045,358.7115965442254,,0.0027833045,1.0,0.4189424
,42900,25.335195331573487,100,1383147,37.16,0.00092926936,4671.099652528763,0.0037270922,344.0093409244361,,0.0037270922,1.0,0.4189424
,43000,27.370194482803345,100,1386832,36.85,0.000911931,4680.743294477463,0.0024397408,340.9637306298205,,0.0024397408,1.0,0.4189424
,43100,29.324693937301635,100,1390694,38.62,0.00093297404,4690.169059753418,0.002128407,357.77418243522845,,0.002128407,1.0,0.4189424
,43200,32.499563980102536,100,1394620,39.26,0.00095691497,4699.169104099274,0.0024626853,363.74330449986525,,0.0024626853,1.0,0.4189424
,43300,26.82164596557617,100,1398464,38.44,0.00085409463,4708.164978265762,0.0022212884,355.819811836129,,0.0022212884,1.0,0.4189424
,43400,29.041953506469728,100,1402358,38.94,0.00090128946,4716.999133348465,0.002908035,360.55309412633574,,0.002908035,1.0,0.4189424
,43500,31.14172915458679,100,1406269,39.11,0.00093692774,4726.440388441086,0.0019719955,362.00163619902065,,0.0019719955,1.0,0.4189424
,43600,29.967087240219115,100,1410108,38.39,0.00086122483,4735.731279850006,0.0024625964,355.3410615965809,,0.0024625964,1.0,0.4189424
,43700,27.329583835601806,100,1414003,38.95,0.0009028206,4744.356284618378,0.0025049928,360.5976715071138,,0.0025049928,1.0,0.4189424
,43800,27.994246139526368,100,1417954,39.51,0.00090114045,4753.228821992874,0.0016315146,365.93680327627703,,0.0016315146,1.0,0.4189424
,43900,28.50879147529602,100,1421730,37.76,0.0009617511,4761.685892343521,0.0029645648,349.62590534887414,,0.0029645648,1.0,0.4189424
,44000,25.929459619522095,100,1425577,38.47,0.00093625335,4770.828095674515,0.0022842858,356.2614782713237,,0.0022842858,1.0,0.4189424
,44100,30.039362230300902,100,1429566,39.89,0.0008632569,4780.278777122498,0.0013470914,369.40509861750866,,0.0013470914,1.0,0.4189424
,44200,27.791869020462038,100,1433400,38.34,0.0009171945,4789.245970726013,0.002703056,354.94933076095253,,0.002703056,1.0,0.4189424
,44300,27.00141441345215,100,1437177,37.77,0.0008369643,4797.79287481308,0.0023884934,349.59404221625175,,0.0023884934,1.0,0.4189424
,44400,35.339460382461546,100,1441057,38.8,0.0008485901,4806.731880426407,0.002468742,359.2628024531721,,0.002468742,1.0,0.4189424
,44500,35.033536653518674,100,1445074,40.17,0.0008874038,4815.943129777908,0.0032321052,372.07129833065915,,0.0032321052,1.0,0.4189424
,44600,27.687669067382814,100,1448920,38.46,0.0008664019,4824.8527891635895,0.0023919274,355.85511132722934,,0.0023919274,1.0,0.4189424
,44700,26.738447771072387,100,1452750,38.3,0.0009665492,4833.7996737957,0.0038599416,354.5527676004762,,0.0038599416,1.0,0.4189424
,44800,26.31605668067932,100,1456496,37.46,0.0008228928,4842.861768722534,0.0023534345,346.5676968189248,,0.0023534345,1.0,0.4189424
,44900,31.68485535621643,100,1460420,39.24,0.0009534285,4851.614901304245,0.0019812568,363.44206820312485,,0.0019812568,1.0,0.4189424
,45000,24.03906958580017,100,1464234,38.14,0.00074819947,4860.1560254096985,0.0012113983,353.21566847164036,,0.0012113983,1.0,0.4189424
,45100,26.765412664413454,100,1467985,37.51,0.0009125331,4868.80727314949,0.0028711408,347.20839614631535,,0.0028711408,1.0,0.4189424
,45200,27.751914415359497,100,1471841,38.56,0.0008984404,4877.817477226257,0.0024451409,357.24760887880126,,0.0024451409,1.0,0.4189424
,45300,29.616757230758665,100,1475669,38.28,0.00086706923,4886.955688714981,0.0021670945,354.28247835795605,,0.0021670945,1.0,0.4189424
,45400,27.845238008499145,100,1479592,39.23,0.0009853332,4895.694458723068,0.0024391809,363.3000426267806,,0.0024391809,1.0,0.4189424
,45500,28.016558809280397,100,1483381,37.89,0.0008782811,4904.460330963135,0.0022465808,350.77363653065385,,0.0022465808,1.0,0.4189424
,45600,27.299220962524416,100,1487136,37.55,0.0009413573,4913.41752243042,0.0020577407,347.5091941799536,,0.0020577407,1.0,0.4189424
,45700,30.41196816444397,100,1490952,38.16,0.0008676097,4922.708333015442,0.0025235617,353.29603121507347,,0.0025235617,1.0,0.4189424
,45800,27.698025341033937,100,1494847,38.95,0.00090493856,4931.420466184616,0.0023921302,360.65381554604943,,0.0023921302,1.0,0.4189424
,45900,30.588726539611816,100,1498633,37.86,0.00091909856,4940.015285491943,0.0015132205,350.5333796904022,,0.0015132205,1.0,0.4189424
,46000,27.640960721969606,100,1502448,38.15,0.0008790985,4948.7816026210785,0.00227263,353.2418861149547,,0.00227263,1.0,0.4189424
,46100,27.682478952407838,100,1506354,39.06,0.0009506073,4958.257732391357,0.0029376822,361.6773373978356,,0.0029376822,1.0,0.4189424
,46200,26.445322828292845,100,1510190,38.36,0.0009452314,4966.779841661453,0.0018775894,355.11595130247605,,0.0018775894,1.0,0.4189424
,46300,28.35066191673279,100,1514132,39.42,0.00092040026,4975.217313528061,0.004052943,365.06203067428623,,0.004052943,1.0,0.4189424
,46400,34.42350143432617,100,1518171,40.39,0.00090373564,4984.661122083664,0.0028506527,374.2444763007381,,0.0028506527,1.0,0.4189424
,46500,29.43832528114319,100,1521918,37.47,0.00096654764,4994.171795368195,0.0036285867,346.7494712134332,,0.0036285867,1.0,0.4189424
,46600,30.487105855941774,100,1525744,38.26,0.00076145853,5003.266279697418,0.002474176,354.1916105185544,,0.002474176,1.0,0.4189424
,46700,27.401156358718872,100,1529606,38.62,0.00096161873,5011.95968413353,0.0034844233,357.57744363835917,,0.0034844233,1.0,0.4189424
,46800,26.665890483856202,100,1533531,39.25,0.00079284655,5020.78147983551,0.0018980885,363.41805951073627,,0.0018980885,1.0,0.4189424
,46900,28.93599637031555,100,1537491,39.6,0.00094101334,5029.956720352173,0.0029296356,366.7852633726095,,0.0029296356,1.0,0.4189424
,47000,26.577590465545654,100,1541450,39.59,0.00085387414,5039.370450973511,0.0023439869,366.61725999168027,,0.0023439869,1.0,0.4189424
,47100,29.370218210220337,100,1545379,39.29,0.0007975816,5048.246653318405,0.00219214,363.8128729065915,,0.00219214,1.0,0.4189424
,47200,26.574594850540162,100,1549336,39.57,0.0009253065,5057.162863254547,0.002429327,366.3566771828002,,0.002429327,1.0,0.4189424
,47300,30.893710765838623,100,1553241,39.05,0.0009591636,5066.368157625198,0.0031582916,361.51561176668713,,0.0031582916,1.0,0.4189424
,47400,29.445813837051393,100,1557189,39.48,0.00090217835,5075.433081865311,0.002300256,365.6381963043778,,0.002300256,1.0,0.4189424
,47500,29.545512018203734,100,1560978,37.89,0.0009310546,5084.425380706787,0.0031646374,350.860858893068,,0.0031646374,1.0,0.4189424
,47600,23.850424938201904,100,1564789,38.11,0.0008146691,5093.184542179108,0.0026755768,352.89301723836894,,0.0026755768,1.0,0.4189424
,47700,28.36657651901245,100,1568660,38.71,0.00088966073,5102.052124977112,0.0030980054,358.6237521525014,,0.0030980054,1.0,0.4189424
,47800,31.234809627532957,100,1572648,39.88,0.0009602163,5111.015524625778,0.0024954116,369.30331698750655,,0.0024954116,1.0,0.4189424
,47900,26.139036188125612,100,1576529,38.81,0.0009737653,5119.747652053833,0.0033148648,359.2832224886251,,0.0033148648,1.0,0.4189424
,48000,29.187677946090698,100,1580381,38.52,0.0009754765,5128.659030914307,0.0030940906,356.56296662931413,,0.0030940906,1.0,0.4189424
,48100,29.989262208938598,100,1584289,39.08,0.00090314116,5137.871872425079,0.002858983,361.679085944423,,0.002858983,1.0,0.4189424
,48200,28.066803398132325,100,1588118,38.29,0.00096997834,5147.243306398392,0.0017834648,354.3900093795549,,0.0017834648,1.0,0.4189424
,48300,32.08843684196472,100,1592038,39.2,0.0008230819,5156.172533988953,0.0038898266,363.14064306422887,,0.0038898266,1.0,0.4189424
,48400,27.067904920578002,100,1595955,39.17,0.0009209486,5165.569139957428,0.0018257947,362.5881322625694,,0.0018257947,1.0,0.4189424
,48500,27.04055787086487,100,1599854,38.99,0.00090844405,5175.161572933197,0.0022128664,360.9944717113605,,0.0022128664,1.0,0.4189424
,48600,28.666685876846312,100,1603806,39.52,0.0008983497,5184.144546747208,0.0031573076,365.99532407976244,,0.0031573076,1.0,0.4189424
,48700,28.584038372039796,100,1607729,39.23,0.00084289914,5193.225665807724,0.0025853503,363.29471459039365,,0.0025853503,1.0,0.4189424
,48800,28.35933448791504,100,1611473,37.44,0.000978982,5202.481777906418,0.0022516993,346.39235402207515,,0.0022516993,1.0,0.4189424
,48900,28.745628623962403,100,1615272,37.99,0.0008832895,5211.289370298386,0.0030304764,351.68798206906257,,0.0030304764,1.0,0.4189424
,49000,29.559056272506712,100,1619252,39.8,0.0008868214,5220.238920927048,0.0018342272,368.39453984736423,,0.0018342272,1.0,0.4189424
,49100,27.617100763320924,100,1623083,38.31,0.0008789749,5230.096973896027,0.0031133909,354.81010458499554,,0.0031133909,1.0,0.4189424
,49200,29.272254323959352,100,1626921,38.38,0.000915012,5239.769620895386,0.0026683141,355.56641257350276,,0.0026683141,1.0,0.4189424
,49300,30.339183340072633,100,1630680,37.59,0.0009247513,5248.893634080887,0.0025249436,348.0763239653231,,0.0025249436,1.0,0.4189424
,49400,26.879218559265137,100,1634568,38.88,0.00094292726,5258.00020980835,0.0020861423,359.9204930546498,,0.0020861423,1.0,0.4189424
,49500,28.724602603912352,100,1638407,38.39,0.0009202608,5267.456264257431,0.003241194,355.27894066522805,,0.003241194,1.0,0.4189424
,49600,27.6657022190094,100,1642192,37.85,0.0009343018,5276.265340566635,0.0033133787,350.5554941510114,,0.0033133787,1.0,0.4189424
,49700,27.110606136322023,100,1646056,38.64,0.0008990579,5285.346695661545,0.0038326252,357.67114076283326,,0.0038326252,1.0,0.4189424
,49800,31.00433235168457,100,1650003,39.47,0.00095694076,5293.94384765625,0.0027926,365.7119134475875,,0.0027926,1.0,0.4189424
,49900,31.01021855354309,100,1654049,40.46,0.0007618981,5303.024935722351,0.0016602997,374.7496796131826,,0.0016602997,1.0,0.4189424
,50000,28.537427492141724,100,1657880,38.31,0.0008692627,5311.91203379631,0.001962663,354.5725213301295,,0.001962663,1.0,0.4189424
