AvgDiscRet,EpsThisIter,AvgEpLen,J,ESSRenyi,AvgRet,MaxVanillaIw,MinNormIw,ESSClassic,BatchSize,VanillaAvgRet,VarNormIw,eRenyi2,Delta,VarDiscRet,MaxNormIw,VarJ,IterType,AvgNormIw,MinVanillaIw,VarRet,VarVanillaIw,Bound,AvgVanillaIw
-107.020312294,100,17.64,-107.02,200.0,-107.020312294,1.0,0.01,100.0,200,-107.020312294,3.50449e-18,1.0,0.9,4.56774552298,0.01,2.12652,2,0.01,1.0,4.56774552298,,-110.948,1.0
-106.954803256,100,16.1,-106.834,189.89558424,-106.954803256,1.71083,0.00182752,189.433223299,200,-106.954803256,1.40154e-06,1.05321,0.9,5.94608670977,0.00863522,2.12948,1,0.005,0.362071,5.94608670977,0.0550139,-109.685,0.990611
-106.763357241,100,17.09,-106.763,200.0,-106.763357241,1.0,0.01,100.0,200,-106.763357241,3.50449e-18,1.0,0.9,4.21992528296,0.01,2.04395,2,0.01,1.0,4.21992528296,,-110.553,1.0
-106.589404801,100,17.8,-106.609,195.246097456,-106.589404801,2.11112,0.00264901,194.47431604,200,-106.589404801,7.13896e-07,1.02435,0.9,4.16967299554,0.0103918,1.97201,1,0.005,0.538152,4.16967299554,0.029463,-109.342,1.01576
-106.430861718,100,17.79,-106.431,200.0,-106.430861718,1.0,0.01,100.0,200,-106.430861718,3.50449e-18,1.0,0.9,4.60100376502,0.01,2.13424,2,0.01,1.0,4.60100376502,,-110.211,1.0
-107.078862493,100,17.95,-106.376,171.8292901,-107.078862493,25.8225,0.00124811,58.9257861148,200,-107.078862493,6.01532e-05,1.16395,0.9,6.83051250627,0.109068,2.95227,1,0.005,0.295496,6.83051250627,3.37178,-109.311,1.18378
-106.525653609,100,18.31,-106.526,200.0,-106.525653609,1.0,0.01,100.0,200,-106.525653609,3.50449e-18,1.0,0.9,4.86921739259,0.01,2.19557,2,0.01,1.0,4.86921739259,,-110.301,1.0
-106.755292954,100,15.87,-106.543,192.480275529,-106.755292954,1.38688,0.00108287,192.664578001,200,-106.755292954,9.56627e-07,1.03907,0.9,3.80677440295,0.00687107,2.08092,1,0.005,0.218572,3.80677440295,0.038974,-109.264,1.00922
-106.803114312,100,16.46,-106.803,200.0,-106.803114312,1.0,0.01,100.0,200,-106.803114312,3.50449e-18,1.0,0.9,5.95024741826,0.01,2.42709,2,0.01,1.0,5.95024741826,,-110.617,1.0
-106.913915164,100,19.47,-106.615,183.033113217,-106.913915164,2.28684,0.000867438,179.410946881,200,-106.913915164,2.88341e-06,1.0927,0.9,6.56121784065,0.0115856,2.78522,1,0.005,0.17122,6.56121784065,0.112341,-109.434,0.98693
-106.445390132,100,16.63,-106.445,200.0,-106.445390132,1.0,0.01,100.0,200,-106.445390132,3.50449e-18,1.0,0.9,11.3494098677,0.01,3.352,2,0.01,1.0,11.3494098677,,-110.259,1.0
-106.726109395,100,18.88,-106.188,170.251757674,-106.726109395,2.61891,0.000550487,173.575436504,200,-106.726109395,3.82506e-06,1.17473,0.9,5.27137037128,0.01287,4.80122,1,0.005,0.112018,5.27137037128,0.158387,-109.232,1.01745
-106.499395945,100,17.75,-106.499,200.0,-106.499395945,1.0,0.01,100.0,200,-106.499395945,3.50449e-18,1.0,0.9,3.89884869429,0.01,1.96465,2,0.01,1.0,3.89884869429,,-110.188,1.0
-106.48013645,100,18.35,-104.648,101.907511301,-106.48013645,16.8737,0.000201581,65.9592071799,200,-106.48013645,5.10597e-05,1.96256,0.9,13.4474459452,0.0839746,21.0915,1,0.005,0.0405053,13.4474459452,2.06159,-108.374,1.00469
-106.562105211,100,19.96,-106.562,200.0,-106.562105211,1.0,0.01,100.0,200,-106.562105211,3.50449e-18,1.0,0.9,5.55735097838,0.01,2.34559,2,0.01,1.0,5.55735097838,,-110.438,1.0
-105.636220464,100,24.06,-94.0479,41.6350571552,-105.636220464,62.0811,0.000289574,15.2819369332,200,-105.636220464,0.000303702,4.80364,0.9,36.0907794578,0.242817,127.99,1,0.005,0.0740356,36.0907794578,19.8523,-100.055,1.27835
-106.174608393,100,21.41,-106.175,200.0,-106.174608393,1.0,0.01,100.0,200,-106.174608393,3.50449e-18,1.0,0.9,9.19788859444,0.01,3.0176,2,0.01,1.0,9.19788859444,,-110.125,1.0
-105.591408329,100,24.06,-105.87,160.329381517,-105.636220464,13.507,4.24878e-05,114.967622759,300,-105.636220464,1.85834e-05,1.87115,0.9,14.760160951,0.0356274,4.77803,,0.005,0.016108,36.0907794578,2.67102,-109.691,1.8956
-106.402461307,100,22.49,-96.4521,59.5255163921,-106.402461307,73.5743,1.89638e-05,22.8024690038,300,-106.402461307,0.000135524,5.03986,0.9,6.42392106133,0.196754,135.112,1,0.00333333,0.00709132,6.42392106133,18.9504,-101.476,1.24647
-106.685914138,100,19.94,-106.686,300.0,-106.685914138,1.0,0.01,100.0,300,-106.685914138,3.50449e-18,1.0,0.9,10.2234420529,0.01,3.18138,2,0.01,1.0,10.2234420529,,-110.423,1.0
-106.140252492,100,25.79,-106.413,300.0,-106.140252492,1.0,0.005,200.000000102,300,-106.140252492,2.1793e-19,1.0,0.9,10.4637731614,0.005,3.21164,2,0.005,1.0,10.4637731614,,-109.12,1.0
-106.451901119,100,22.49,-106.736,96.5643517114,-106.402461307,141.017,1.44189e-05,32.1278371255,400,-106.402461307,9.29509e-05,4.14232,0.9,11.3906361756,0.1496,5.61527,,0.00333333,0.0135917,6.42392106133,82.5914,-111.235,3.1421
-106.335874837,100,20.6,-95.091,56.6307904972,-106.335874837,105.974,1.35051e-06,18.3857739937,400,-106.335874837,0.00013005,7.0633,0.9,10.9176841401,0.223741,171.214,1,0.0025,0.000639662,10.9176841401,29.1753,-100.242,1.18411
-106.010392912,100,24.32,-106.01,400.0,-106.010392912,1.0,0.01,100.0,400,-106.010392912,3.50449e-18,1.0,0.9,16.3909143272,0.01,4.02828,2,0.01,1.0,16.3909143272,,-109.947,1.0
-106.404713649,100,21.8,-106.208,400.0,-106.404713649,1.0,0.005,200.000000102,400,-106.404713649,2.1793e-19,1.0,0.9,9.00045019712,0.005,3.55072,2,0.005,1.0,9.00045019712,,-108.991,1.0
-105.381258003,100,20.52,-105.932,400.0,-105.381258003,1.0,0.00333333,299.999969474,400,-105.381258003,5.43914e-20,1.0,0.9,49.1721339161,0.00333333,4.97831,2,0.00333333,1.0,49.1721339161,,-108.205,1.0
-106.392954379,100,20.6,-104.925,nan,-106.335874837,1563.33,2.12044e-06,6.34824331812,500,-106.335874837,0.000388531,nan,0.9,11.7683005653,0.351297,12.1043,,0.0025,0.0094363,10.9176841401,7694.43,-inf,11.1254
-106.782526953,100,18.33,-96.4118,61.8486310059,-106.782526953,118.491,1.93667e-06,21.673812657,500,-106.782526953,8.84542e-05,8.08425,0.9,4.1027210887,0.197891,175.468,1,0.002,0.00115962,4.1027210887,31.7132,-101.341,1.19754
-105.995032371,100,27.81,-105.995,500.0,-105.995032371,1.0,0.01,100.0,500,-105.995032371,3.50449e-18,1.0,0.9,42.5220640559,0.01,6.48821,2,0.01,1.0,42.5220640559,,-109.927,1.0
-105.968174557,100,20.79,-105.982,500.0,-105.968174557,1.0,0.005,200.000000102,500,-105.968174557,2.1793e-19,1.0,0.9,9.88723489929,0.005,5.09341,2,0.005,1.0,9.88723489929,,-108.762,1.0
-105.787436273,100,22.98,-105.917,500.0,-105.787436273,1.0,0.00333333,299.999969474,500,-105.787436273,5.43914e-20,1.0,0.9,17.1282795355,0.00333333,4.79123,2,0.00333333,1.0,17.1282795355,,-108.187,1.0
-106.278136994,100,22.25,-106.007,500.0,-106.278136994,1.0,0.0025,400.0,500,-106.278136994,5.4346e-20,1.0,0.9,20.7626053575,0.0025,4.73076,2,0.0025,1.0,20.7626053575,,-107.973,1.0
-106.480569781,100,23.26,-80.7977,16.684238078,-106.480569781,370.614,8.47842e-06,5.28568592375,500,-106.480569781,0.000375131,29.9684,0.9,12.6673585871,0.431016,285.054,1,0.002,0.00729027,12.6673585871,277.358,-90.425,1.71972
-103.99052173,100,31.2,-103.991,500.0,-103.99052173,1.0,0.01,100.0,500,-103.99052173,3.50449e-18,1.0,0.9,25.756398469,0.01,5.04964,2,0.01,1.0,25.756398469,,-107.779,1.0
-102.702349583,100,37.87,-103.346,500.0,-102.702349583,1.0,0.005,200.000000102,500,-102.702349583,2.1793e-19,1.0,0.9,359.921635001,0.005,13.832,2,0.005,1.0,359.921635001,,-106.174,1.0
-104.978303874,100,27.67,-103.89,500.0,-104.978303874,1.0,0.00333333,299.999969474,500,-104.978303874,5.43914e-20,1.0,0.9,31.332326512,0.00333333,11.7678,2,0.00333333,1.0,31.332326512,,-106.199,1.0
-102.654996715,100,46.94,-103.582,500.0,-102.654996715,1.0,0.0025,400.0,500,-102.654996715,5.4346e-20,1.0,0.9,148.53691627,0.0025,11.8706,2,0.0025,1.0,148.53691627,,-105.581,1.0
-110.31781329,100,38.52,-97.0331,187.363401923,-110.31781329,13.9138,8.07882e-06,201.712480592,500,-110.31781329,5.92696e-06,2.66861,0.9,1667.05936208,0.0270654,105.478,1,0.002,0.00415318,1667.05936208,1.56638,-108.917,1.02816
-113.171257901,100,58.03,-113.171,500.0,-113.171257901,1.0,0.01,100.0,500,-113.171257901,3.50449e-18,1.0,0.9,2670.05159116,0.01,51.4135,2,0.01,1.0,2670.05159116,,-128.703,1.0
-102.788946575,100,57.0,-107.98,500.0,-102.788946575,1.0,0.005,200.000000102,500,-102.788946575,2.1793e-19,1.0,0.9,379.803806367,0.005,39.1998,2,0.005,1.0,379.803806367,,-118.963,1.0
-105.965616031,100,59.98,-107.309,500.0,-105.965616031,1.0,0.00333333,299.999969474,500,-105.965616031,5.43914e-20,1.0,0.9,1636.92134424,0.00333333,39.5664,2,0.00333333,1.0,1636.92134424,,-116.276,1.0
-105.457541599,100,50.33,-106.846,500.0,-105.457541599,1.0,0.0025,400.0,500,-105.457541599,5.4346e-20,1.0,0.9,408.627638034,0.0025,35.7198,2,0.0025,1.0,408.627638034,,-114.612,1.0
-116.082741388,100,83.8,-101.879,355.367305307,-116.082741388,2.43109,8.28829e-06,357.371803374,500,-116.082741388,1.59961e-06,1.40699,0.9,3719.83835659,0.00496653,12.7896,1,0.002,0.00405708,3719.83835659,0.383276,-110.498,0.978991
-98.8157425616,100,58.78,-98.8157,500.0,-98.8157425616,1.0,0.01,100.0,500,-98.8157425616,3.50449e-18,1.0,0.9,275.727659089,0.01,16.5218,2,0.01,1.0,275.727659089,,-102.732,1.0
-102.143161468,100,38.96,-100.479,500.0,-102.143161468,1.0,0.005,200.000000102,500,-102.143161468,2.1793e-19,1.0,0.9,44.5123287114,0.005,12.6999,2,0.005,1.0,44.5123287114,,-103.249,1.0
-100.279964805,100,51.92,-100.413,500.0,-100.279964805,1.0,0.00333333,299.999969474,500,-100.279964805,5.43914e-20,1.0,0.9,202.721345,0.00333333,13.2072,2,0.00333333,1.0,202.721345,,-102.787,1.0
-101.565904779,100,43.97,-100.701,500.0,-101.565904779,1.0,0.0025,400.0,500,-101.565904779,5.4346e-20,1.0,0.9,61.2098074317,0.0025,12.0922,2,0.0025,1.0,61.2098074317,,-102.758,1.0
-100.543185205,100,48.2,30.9651,1.05605530471,-100.543185205,934.849,,1.4323904845,500,-100.543185205,0.00139506,473.46,0.9,275.16882625,0.829151,316.88,1,0.002,,275.16882625,1773.4,-9.05633,2.25495
-82.6033858725,100,332.37,-82.6034,500.0,-82.6033858725,1.0,0.01,100.0,500,-82.6033858725,3.50449e-18,1.0,0.9,6966.19369152,0.01,83.0454,2,0.01,1.0,6966.19369152,,-94.0836,1.0
-73.6090915845,100,349.15,-78.1062,500.0,-73.6090915845,1.0,0.005,200.000000102,500,-73.6090915845,2.1793e-19,1.0,0.9,7141.76872781,0.005,83.6879,2,0.005,1.0,7141.76872781,,-86.224,1.0
-81.4605940871,100,344.29,-79.2243,500.0,-81.4605940871,1.0,0.00333333,299.999969474,500,-81.4605940871,5.43914e-20,1.0,0.9,7762.75787857,0.00333333,85.0489,2,0.00333333,1.0,7762.75787857,,-85.8525,1.0
-93.609467868,100,373.0,-82.8206,500.0,-93.609467868,1.0,0.0025,400.0,500,-93.609467868,5.4346e-20,1.0,0.9,7833.1238957,0.0025,86.0377,2,0.0025,1.0,7833.1238957,,-89.1497,1.0
-90.7924305479,100,327.11,60.0729,6.92981332879,-90.7924305479,264.962,,3.16222145429,500,-90.7924305479,0.000629726,72.152,0.9,5699.938712,0.537985,292.492,1,0.002,,5699.938712,152.749,11.9883,0.985018
6.11276569589,100,450.61,6.11277,500.0,6.11276569589,1.0,0.01,100.0,500,6.11276569589,3.50449e-18,1.0,0.9,3246.67395039,0.01,56.694,2,0.01,1.0,3246.67395039,,2.2166,1.0
15.6554371479,100,456.24,10.8841,500.0,15.6554371479,1.0,0.005,200.000000102,500,15.6554371479,2.1793e-19,1.0,0.9,2924.83409259,0.005,55.4767,2,0.005,1.0,2924.83409259,,7.99715,1.0
11.9302608511,100,454.69,11.2328,500.0,11.9302608511,1.0,0.00333333,299.999969474,500,11.9302608511,5.43914e-20,1.0,0.9,3031.14719652,0.00333333,55.2476,2,0.00333333,1.0,3031.14719652,,8.87563,1.0
9.18980376459,100,462.26,10.7221,500.0,9.18980376459,1.0,0.0025,400.0,500,9.18980376459,5.4346e-20,1.0,0.9,3429.72289099,0.0025,56.0255,2,0.0025,1.0,3429.72289099,,8.63048,1.0
3.27503382885,100,447.41,57.9017,8.92803623527,3.27503382885,186.357,5.22346e-28,7.0153319485,500,3.27503382885,0.000281653,56.0034,0.9,3583.59928406,0.30754,172.565,1,0.002,3.16521e-25,3583.59928406,103.42,42.4605,1.21192
40.1188345079,100,492.05,40.1188,500.0,40.1188345079,1.0,0.01,100.0,500,40.1188345079,3.50449e-18,1.0,0.9,1009.20767182,0.01,31.6088,2,0.01,1.0,1009.20767182,,36.0099,1.0
31.504391339,100,488.37,35.8116,500.0,31.504391339,1.0,0.005,200.000000102,500,31.504391339,2.1793e-19,1.0,0.9,1247.79663618,0.005,33.7012,2,0.005,1.0,1247.79663618,,32.9061,1.0
36.9560558655,100,488.36,36.1931,500.0,36.9560558655,1.0,0.00333333,299.999969474,500,36.9560558655,5.43914e-20,1.0,0.9,1250.84748513,0.00333333,34.2089,2,0.00333333,1.0,1250.84748513,,33.5535,1.0
43.6511792312,100,491.79,38.0576,500.0,43.6511792312,1.0,0.0025,400.0,500,43.6511792312,5.4346e-20,1.0,0.9,1116.06385789,0.0025,34.1225,2,0.0025,1.0,1116.06385789,,35.7717,1.0
32.1811641682,100,484.52,106.004,2.4649922653,32.1811641682,495.107,,1.59321886168,500,32.1811641682,0.00125383,202.84,0.9,1551.29764598,0.787288,185.674,1,0.002,,1551.29764598,495.872,76.8849,1.25775
63.9994115476,100,500.0,63.9994,500.0,63.9994115476,1.0,0.01,100.0,500,63.9994115476,3.50449e-18,1.0,0.9,432.111531605,0.01,20.6831,2,0.01,1.0,432.111531605,,60.0495,1.0
62.3446214719,100,500.0,63.172,500.0,62.3446214719,1.0,0.005,200.000000102,500,62.3446214719,2.1793e-19,1.0,0.9,470.016155666,0.005,21.148,2,0.005,1.0,470.016155666,,60.379,1.0
60.8132680366,100,500.0,62.3858,500.0,60.8132680366,1.0,0.00333333,299.999969474,500,60.8132680366,5.43914e-20,1.0,0.9,510.411078242,0.00333333,21.6294,2,0.00333333,1.0,510.411078242,,60.0488,1.0
58.92663724,100,500.0,61.521,500.0,58.92663724,1.0,0.0025,400.0,500,58.92663724,5.4346e-20,1.0,0.9,436.895844644,0.0025,21.4767,2,0.0025,1.0,436.895844644,,59.4971,1.0
60.9943179837,100,500.0,97.5284,4.46813687842,60.9943179837,263.582,,4.56332801688,500,60.9943179837,0.000435147,111.903,0.9,470.459039778,0.323918,187.136,1,0.002,,470.459039778,288.136,78.3296,1.62746
69.9281998862,100,500.0,69.9282,500.0,69.9281998862,1.0,0.01,100.0,500,69.9281998862,3.50449e-18,1.0,0.9,426.344581928,0.01,20.5446,2,0.01,1.0,426.344581928,,65.8225,1.0
65.4714284688,100,500.0,67.6998,500.0,65.4714284688,1.0,0.005,200.000000102,500,65.4714284688,2.1793e-19,1.0,0.9,301.566962843,0.005,19.1124,2,0.005,1.0,301.566962843,,64.727,1.0
69.8008368975,100,500.0,68.4002,500.0,69.8008368975,1.0,0.00333333,299.999969474,500,69.8008368975,5.43914e-20,1.0,0.9,303.127158163,0.00333333,18.5616,2,0.00333333,1.0,303.127158163,,65.9729,1.0
70.0186497851,100,500.0,68.8048,500.0,70.0186497851,1.0,0.0025,400.0,500,70.0186497851,5.4346e-20,1.0,0.9,275.068790748,0.0025,18.0823,2,0.0025,1.0,275.068790748,,66.7027,1.0
69.1297717317,100,500.0,117.433,3.47202502299,69.1297717317,398.251,,2.11210557165,500,69.1297717317,0.000944812,144.008,0.9,368.304475253,0.670859,138.212,1,0.002,,368.304475253,332.964,94.8709,1.18729
76.2407630428,100,500.0,76.2408,500.0,76.2407630428,1.0,0.01,100.0,500,76.2407630428,3.50449e-18,1.0,0.9,290.178716448,0.01,16.9492,2,0.01,1.0,290.178716448,,71.6423,1.0
75.3546177291,100,500.0,75.7977,500.0,75.3546177291,1.0,0.005,200.000000102,500,75.3546177291,2.1793e-19,1.0,0.9,183.336862914,0.005,15.3162,2,0.005,1.0,183.336862914,,72.5461,1.0
75.0798338989,100,500.0,75.5584,500.0,75.0798338989,1.0,0.00333333,299.999969474,500,75.0798338989,5.43914e-20,1.0,0.9,285.638665108,0.00333333,15.8356,2,0.00333333,1.0,285.638665108,,72.9035,1.0
74.9496606751,100,500.0,75.4062,500.0,74.9496606751,1.0,0.0025,400.0,500,74.9496606751,5.4346e-20,1.0,0.9,386.709348921,0.0025,16.848,2,0.0025,1.0,386.709348921,,73.107,1.0
74.7954630481,100,500.0,83.5603,74.608012583,74.7954630481,132.473,1.89442e-05,21.9245610833,500,74.7954630481,8.73967e-05,6.70169,0.9,277.146423324,0.204545,135.368,1,0.002,0.0122692,277.146423324,36.6584,78.2365,1.2953
75.3402533572,100,500.0,75.3402,500.0,75.3402533572,1.0,0.01,100.0,500,75.3402533572,3.50449e-18,1.0,0.9,200.23548979,0.01,14.0795,2,0.01,1.0,200.23548979,,71.2455,1.0
76.0439309208,100,500.0,75.6921,500.0,76.0439309208,1.0,0.005,200.000000102,500,76.0439309208,2.1793e-19,1.0,0.9,329.462072075,0.005,16.1964,2,0.005,1.0,329.462072075,,72.7967,1.0
74.3725577656,100,500.0,75.2522,500.0,74.3725577656,1.0,0.00333333,299.999969474,500,74.3725577656,5.43914e-20,1.0,0.9,268.608563307,0.00333333,16.2453,2,0.00333333,1.0,268.608563307,,72.8881,1.0
74.7736008084,100,500.0,75.1326,500.0,74.7736008084,1.0,0.0025,400.0,500,74.7736008084,5.4346e-20,1.0,0.9,265.910117456,0.0025,16.2416,2,0.0025,1.0,265.910117456,,73.0852,1.0
73.9550757538,100,500.0,107.323,5.19127457768,73.9550757538,424.221,,2.38072501547,500,73.9550757538,0.000837756,96.3155,0.9,257.298325854,0.633385,181.111,1,0.002,,257.298325854,375.807,89.3512,1.33953
73.2588875415,100,500.0,73.2589,500.0,73.2588875415,1.0,0.01,100.0,500,73.2588875415,3.50449e-18,1.0,0.9,273.547082516,0.01,16.4564,2,0.01,1.0,273.547082516,,69.1472,1.0
74.7900932644,100,500.0,74.0245,500.0,74.7900932644,1.0,0.005,200.000000102,500,74.7900932644,2.1793e-19,1.0,0.9,228.694529076,0.005,15.7859,2,0.005,1.0,228.694529076,,71.1171,1.0
76.7786871644,100,500.0,74.9426,500.0,76.7786871644,1.0,0.00333333,299.999969474,500,76.7786871644,5.43914e-20,1.0,0.9,328.435657584,0.00333333,16.6193,2,0.00333333,1.0,328.435657584,,72.1566,1.0
73.9017533744,100,500.0,74.6824,500.0,73.9017533744,1.0,0.0025,400.0,500,73.9017533744,5.4346e-20,1.0,0.9,303.677857624,0.0025,16.8081,2,0.0025,1.0,303.677857624,,72.2696,1.0
74.997338345,100,500.0,84.4104,41.1231399942,74.997338345,66.1474,3.5979e-38,35.3444999608,500,74.997338345,5.26913e-05,12.1586,0.9,377.646430881,0.130029,93.1116,1,0.002,1.8303e-35,377.646430881,13.6359,76.8856,1.01743
73.6633271962,100,500.0,73.6633,500.0,73.6633271962,1.0,0.01,100.0,500,73.6633271962,3.50449e-18,1.0,0.9,282.435581779,0.01,16.7216,2,0.01,1.0,282.435581779,,69.6587,1.0
74.5522997056,100,500.0,74.1078,500.0,74.5522997056,1.0,0.005,200.000000102,500,74.5522997056,2.1793e-19,1.0,0.9,260.432270389,0.005,16.3987,2,0.005,1.0,260.432270389,,71.2761,1.0
74.4367579047,100,500.0,74.2175,500.0,74.4367579047,1.0,0.00333333,299.999969474,500,74.4367579047,5.43914e-20,1.0,0.9,378.879667265,0.00333333,17.4451,2,0.00333333,1.0,378.879667265,,71.854,1.0
72.0975417972,100,500.0,73.6875,500.0,72.0975417972,1.0,0.0025,400.0,500,72.0975417972,5.4346e-20,1.0,0.9,196.08813835,0.0025,16.662,2,0.0025,1.0,196.08813835,,71.6407,1.0
77.3729420582,100,500.0,75.2332,371.973599061,77.3729420582,2.91191,2.51481e-05,383.638478347,500,77.3729420582,1.21567e-06,1.34418,0.9,267.286115923,0.00584376,19.2445,1,0.002,0.0125311,267.286115923,0.301847,73.1107,0.996587
76.4388466214,100,500.0,76.4388,500.0,76.4388466214,1.0,0.01,100.0,500,76.4388466214,3.50449e-18,1.0,0.9,245.974542031,0.01,15.605,2,0.01,1.0,245.974542031,,72.2626,1.0
72.8092709999,100,500.0,74.6241,500.0,72.8092709999,1.0,0.005,200.000000102,500,72.8092709999,2.1793e-19,1.0,0.9,282.2413956,0.005,16.2715,2,0.005,1.0,282.2413956,,71.671,1.0
73.9091755759,100,500.0,74.3858,500.0,73.9091755759,1.0,0.00333333,299.999969474,500,73.9091755759,5.43914e-20,1.0,0.9,221.009991474,0.00333333,15.7973,2,0.00333333,1.0,221.009991474,,71.9746,1.0
73.7773532612,100,500.0,74.2337,500.0,73.7773532612,1.0,0.0025,400.0,500,73.7773532612,5.4346e-20,1.0,0.9,263.048665685,0.0025,15.8852,2,0.0025,1.0,263.048665685,,72.1455,1.0
72.3656444879,100,500.0,75.8665,226.002231624,72.3656444879,11.8376,8.30547e-08,215.339653758,500,72.3656444879,5.29825e-06,2.21237,0.9,219.953510869,0.0229907,27.9388,1,0.002,4.27637e-05,219.953510869,1.40461,73.0885,1.02977
74.5528516222,100,500.0,74.5529,500.0,74.5528516222,1.0,0.01,100.0,500,74.5528516222,3.50449e-18,1.0,0.9,254.668577098,0.01,15.8783,2,0.01,1.0,254.668577098,,70.524,1.0
74.6046770346,100,500.0,74.5788,500.0,74.6046770346,1.0,0.005,200.000000102,500,74.6046770346,2.1793e-19,1.0,0.9,270.61928845,0.005,16.1251,2,0.005,1.0,270.61928845,,71.666,1.0
75.0295785236,100,500.0,74.729,500.0,75.0295785236,1.0,0.00333333,299.999969474,500,75.0295785236,5.43914e-20,1.0,0.9,334.169336148,0.00333333,16.8424,2,0.00333333,1.0,334.169336148,,72.3176,1.0
