ESSRenyi,VarJ,ESSClassic,VarRet,AvgVanillaIw,J,BatchSize,Delta,VanillaAvgRet,IterType,AvgEpLen,VarVanillaIw,VarDiscRet,MinVanillaIw,Bound,VarNormIw,EpsThisIter,MaxVanillaIw,MinNormIw,MaxNormIw,eRenyi2,AvgNormIw,AvgRet,AvgDiscRet
500.0,1.86963,100.0,3.53082732724,1.0,-106.729,500,1.0,-106.728704809,2,15.43,,3.53082732724,1.0,-106.729,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-106.728704809,-106.728704809
500.0,1.97701,200.000000102,4.3579860825,1.0,-106.669,500,1.0,-106.608557084,2,15.95,,4.3579860825,1.0,-106.669,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-106.608557084,-106.608557084
500.0,1.94435,299.999969474,3.55380582327,1.0,-106.637,500,1.0,-106.573539292,2,15.79,,3.55380582327,1.0,-106.637,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-106.573539292,-106.573539292
500.0,2.02905,400.0,5.13606402774,1.0,-106.578,500,1.0,-106.400149572,2,16.58,,5.13606402774,1.0,-106.578,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-106.400149572,-106.400149572
,2.76928,179.098894498,3.25459092376,1.10407,-106.212,500,1.0,-106.333144904,1,16.51,2.18846,3.25459092376,0.000973715,-106.212,7.18137e-06,100,15.5621,1.76387e-06,0.0281905,inf,0.002,-106.333144904,-106.333144904
500.0,2.03749,100.0,4.19331512983,1.0,-106.529,500,1.0,-106.529041743,2,16.69,,4.19331512983,1.0,-106.529,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-106.529041743,-106.529041743
500.0,1.8779,200.000000102,2.93090841554,1.0,-106.531,500,1.0,-106.533946235,2,17.02,,2.93090841554,1.0,-106.531,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-106.533946235,-106.533946235
500.0,1.84113,299.999969474,3.14766088255,1.0,-106.529,500,1.0,-106.522796713,2,15.21,,3.14766088255,1.0,-106.529,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-106.522796713,-106.522796713
500.0,1.81806,400.0,3.02915959941,1.0,-106.462,500,1.0,-106.261939246,2,15.76,,3.02915959941,1.0,-106.462,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-106.261939246,-106.261939246
0.000901463605041,1.8281e-06,1.0,4.60495993941,0.00153632,-102.245,500,1.0,-106.64082035,1,16.91,0.00118014,4.60495993941,,-102.245,0.002,100,0.76816,,1.0,554654.0,0.002,-106.64082035,-106.64082035
500.0,1.90387,100.0,3.66135042974,1.0,-106.423,500,1.0,-106.42267842,2,17.59,,3.66135042974,1.0,-106.423,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-106.42267842,-106.42267842
500.0,1.97559,200.000000102,4.09282161948,1.0,-106.677,500,1.0,-106.93120233,2,17.42,,4.09282161948,1.0,-106.677,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-106.93120233,-106.93120233
500.0,1.9772,299.999969474,3.9609976724,1.0,-106.667,500,1.0,-106.646403795,2,16.44,,3.9609976724,1.0,-106.667,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-106.646403795,-106.646403795
500.0,1.95924,400.0,3.62174675762,1.0,-106.608,500,1.0,-106.432969348,2,16.61,,3.62174675762,1.0,-106.608,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-106.432969348,-106.432969348
0.00105864110842,4.3462e-05,inf,3.46952382293,2.75745e-32,-103.285,500,1.0,-106.28685091,1,16.68,,3.46952382293,,-103.285,0.00199999,100,1.37872e-29,,0.999998,472304.0,0.002,-106.28685091,-106.28685091
500.0,1.82761,100.0,3.37391035699,1.0,-106.627,500,1.0,-106.626521237,2,17.18,,3.37391035699,1.0,-106.627,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-106.626521237,-106.626521237
500.0,1.88406,200.000000102,3.76659329,1.0,-106.504,500,1.0,-106.380548486,2,16.73,,3.76659329,1.0,-106.504,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-106.380548486,-106.380548486
500.0,2.05321,299.999969474,5.59687252937,1.0,-106.537,500,1.0,-106.604377923,2,18.7,,5.59687252937,1.0,-106.537,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-106.604377923,-106.604377923
500.0,2.01669,400.0,3.65269747938,1.0,-106.558,500,1.0,-106.618849196,2,19.76,,3.65269747938,1.0,-106.558,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-106.618849196,-106.618849196
,5.96416,11.1165477289,5.02793773184,0.493573,-105.965,500,1.0,-106.894774303,1,15.82,10.7351,5.02793773184,4.03868e-20,-105.965,0.000176265,100,61.2422,1.63651e-22,0.248159,inf,0.002,-106.894774303,-106.894774303
500.0,1.98961,100.0,3.99854990333,1.0,-106.467,500,1.0,-106.467195875,2,16.96,,3.99854990333,1.0,-106.467,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-106.467195875,-106.467195875
500.0,1.94641,200.000000102,3.64179736254,1.0,-106.386,500,1.0,-106.305398651,2,18.46,,3.64179736254,1.0,-106.386,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-106.305398651,-106.305398651
500.0,2.01214,299.999969474,4.61164522717,1.0,-106.411,500,1.0,-106.459695256,2,19.25,,4.61164522717,1.0,-106.411,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-106.459695256,-106.459695256
500.0,2.05199,400.0,4.74381391437,1.0,-106.407,500,1.0,-106.395961405,2,19.3,,4.74381391437,1.0,-106.407,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-106.395961405,-106.395961405
,9.37862,77.4259598242,4.67698735798,1.08479,-105.935,500,1.0,-106.804224818,1,16.7,6.43547,4.67698735798,0.0113112,-105.935,2.18749e-05,100,53.5309,2.08541e-05,0.0986932,inf,0.002,-106.804224818,-106.804224818
500.0,1.95251,100.0,3.85081397792,1.0,-106.472,500,1.0,-106.472015693,2,18.3,,3.85081397792,1.0,-106.472,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-106.472015693,-106.472015693
500.0,1.86943,200.000000102,3.20077676827,1.0,-106.537,500,1.0,-106.602070607,2,20.11,,3.20077676827,1.0,-106.537,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-106.602070607,-106.602070607
500.0,1.92335,299.999969474,4.06035010925,1.0,-106.659,500,1.0,-106.901506495,2,18.12,,4.06035010925,1.0,-106.659,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-106.901506495,-106.901506495
500.0,1.9559,400.0,4.21497128209,1.0,-106.607,500,1.0,-106.453376404,2,16.96,,4.21497128209,1.0,-106.607,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-106.453376404,-106.453376404
,8.90706,4.37955209668,4.51515817881,0.233218,-105.6,500,1.0,-106.849314466,1,16.7,6.16756,4.51515817881,,-105.6,0.000453575,100,43.9252,,0.376687,inf,0.002,-106.849314466,-106.849314466
500.0,2.02066,100.0,4.1242987413,1.0,-106.622,500,1.0,-106.62205034,2,22.17,,4.1242987413,1.0,-106.622,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-106.62205034,-106.62205034
500.0,1.8852,200.000000102,2.9946287182,1.0,-106.448,500,1.0,-106.27490931,2,17.57,,2.9946287182,1.0,-106.448,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-106.27490931,-106.27490931
500.0,1.99427,299.999969474,4.86954702151,1.0,-106.428,500,1.0,-106.387102019,2,21.19,,4.86954702151,1.0,-106.428,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-106.387102019,-106.387102019
500.0,1.99357,400.0,3.97965858829,1.0,-106.475,500,1.0,-106.614290816,2,17.99,,3.97965858829,1.0,-106.475,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-106.614290816,-106.614290816
9.33272165587e-12,2.37075e-07,1.0,3.67354288345,1.09057e-17,-101.358,500,1.0,-106.788678831,1,18.57,5.94674e-32,3.67354288345,,-101.358,0.002,100,5.45286e-15,,1.0,5.35749e+13,0.002,-106.788678831,-106.788678831
500.0,2.28788,100.0,5.28727848615,1.0,-106.158,500,1.0,-106.158034641,2,25.36,,5.28727848615,1.0,-106.158,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-106.158034641,-106.158034641
500.0,2.47863,200.000000102,7.07405158279,1.0,-106.001,500,1.0,-105.843469673,2,24.74,,7.07405158279,1.0,-106.001,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-105.843469673,-105.843469673
500.0,2.97643,299.999969474,14.4344677187,1.0,-106.005,500,1.0,-106.014164084,2,24.55,,14.4344677187,1.0,-106.005,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-106.014164084,-106.014164084
500.0,2.98882,400.0,9.12296099132,1.0,-106.106,500,1.0,-106.410044309,2,30.43,,9.12296099132,1.0,-106.106,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-106.410044309,-106.410044309
499.996423747,22.8197,1.64281760985,18.5182458651,0.859958,-100.714,500,1.0,-105.642062737,1,25.1,224.789,18.5182458651,2.10254e-05,-100.714,0.00121585,100,335.082,4.88987e-08,0.779298,1.00001,0.002,-105.642062737,-105.642062737
500.0,3.26277,100.0,10.753215304,1.0,-106.085,500,1.0,-106.085449073,2,31.52,,10.753215304,1.0,-106.085,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-106.085449073,-106.085449073
500.0,4.91124,200.000000102,37.8213680646,1.0,-105.81,500,1.0,-105.534672342,2,28.96,,37.8213680646,1.0,-105.81,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-105.534672342,-105.534672342
500.0,5.4167,299.999969474,40.0439604489,1.0,-105.659,500,1.0,-105.355548167,2,29.79,,40.0439604489,1.0,-105.659,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-105.355548167,-105.355548167
500.0,5.57027,400.0,36.4032423138,1.0,-105.593,500,1.0,-105.398123704,2,31.69,,36.4032423138,1.0,-105.593,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-105.398123704,-105.398123704
,10.2519,176.945259614,6.99052181291,1.11981,-105.221,500,1.0,-106.173386453,1,27.77,2.294,6.99052181291,0.445643,-105.221,7.31757e-06,100,21.7307,0.000795928,0.0388115,inf,0.002,-106.173386453,-106.173386453
500.0,3.21427,100.0,10.435906658,1.0,-106.217,500,1.0,-106.217247653,2,26.81,,10.435906658,1.0,-106.217,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-106.217247653,-106.217247653
500.0,3.06822,200.000000102,8.51630508728,1.0,-106.037,500,1.0,-105.855994102,2,33.84,,8.51630508728,1.0,-106.037,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-105.855994102,-105.855994102
500.0,3.68576,299.999969474,21.8862793916,1.0,-105.829,500,1.0,-105.413294969,2,30.95,,21.8862793916,1.0,-105.829,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-105.413294969,-105.413294969
500.0,3.80617,400.0,16.6987520788,1.0,-105.594,500,1.0,-104.889682492,2,36.55,,16.6987520788,1.0,-105.594,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-104.889682492,-104.889682492
,9.84592,108.349278917,16.1548259262,1.1155,-105.087,500,1.0,-106.206981225,1,29.06,4.50696,16.1548259262,0.001284,-105.087,1.44878e-05,100,34.6461,2.30211e-06,0.0621174,inf,0.002,-106.206981225,-106.206981225
500.0,5.71956,100.0,33.04384972,1.0,-105.063,500,1.0,-105.063410695,2,30.39,,33.04384972,1.0,-105.063,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-105.063410695,-105.063410695
500.0,4.67183,200.000000102,10.8116487635,1.0,-105.406,500,1.0,-105.749170436,2,36.73,,10.8116487635,1.0,-105.406,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-105.749170436,-105.749170436
500.0,4.30532,299.999969474,11.871534652,1.0,-105.59,500,1.0,-105.957225019,2,31.16,,11.871534652,1.0,-105.59,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-105.957225019,-105.957225019
500.0,4.61262,400.0,29.7896464628,1.0,-105.612,500,1.0,-105.679391606,2,31.76,,29.7896464628,1.0,-105.612,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-105.679391606,-105.679391606
0.000436706967441,,inf,13.6958269789,2.5264e-39,-85.852,500,1.0,-105.438715422,1,29.21,,13.6958269789,,-85.852,0.002,100,1.2632e-36,,1.0,1.14493e+06,0.002,-105.438715422,-105.438715422
500.0,3.60535,100.0,13.129852325,1.0,-106.535,500,1.0,-106.534975633,2,35.9,,13.129852325,1.0,-106.535,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-106.534975633,-106.534975633
500.0,4.81458,200.000000102,33.2368082446,1.0,-106.057,500,1.0,-105.578479566,2,34.47,,33.2368082446,1.0,-106.057,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-105.578479566,-105.578479566
500.0,4.81185,299.999969474,23.2746436978,1.0,-105.957,500,1.0,-105.758310427,2,34.28,,23.2746436978,1.0,-105.957,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-105.758310427,-105.758310427
500.0,5.19032,400.0,38.3730893921,1.0,-105.797,500,1.0,-105.318044693,2,36.54,,38.3730893921,1.0,-105.797,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-105.318044693,-105.318044693
,13.2674,198.304466848,24.3665715182,0.955976,-105.158,500,1.0,-105.539837414,1,37.35,1.39316,24.3665715182,0.120962,-105.158,6.09769e-06,100,13.72,0.000253065,0.0287037,inf,0.002,-105.539837414,-105.539837414
500.0,3.77111,100.0,14.3648994283,1.0,-106.388,500,1.0,-106.38785236,2,34.5,,14.3648994283,1.0,-106.388,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-106.38785236,-106.38785236
500.0,3.97731,200.000000102,16.5183089815,1.0,-105.659,500,1.0,-104.929304791,2,30.02,,16.5183089815,1.0,-105.659,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-104.929304791,-104.929304791
500.0,4.12316,299.999969474,19.5479653504,1.0,-105.701,500,1.0,-105.785406273,2,33.48,,19.5479653504,1.0,-105.701,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-105.785406273,-105.785406273
500.0,4.12467,400.0,17.21981682,1.0,-105.715,500,1.0,-105.759445036,2,35.84,,17.21981682,1.0,-105.715,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-105.759445036,-105.759445036
,11.0476,149.097672168,27.2555733993,0.953573,-104.667,500,1.0,-105.679290601,1,37.72,2.14434,27.2555733993,0.0480545,-104.667,9.43289e-06,100,23.4162,0.000100788,0.0491125,inf,0.002,-105.679290601,-105.679290601
500.0,4.92832,100.0,24.533671092,1.0,-105.556,500,1.0,-105.555592353,2,37.48,,24.533671092,1.0,-105.556,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-105.555592353,-105.555592353
500.0,4.6415,200.000000102,18.657775037,1.0,-105.96,500,1.0,-106.365031279,2,34.88,,18.657775037,1.0,-105.96,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-106.365031279,-106.365031279
500.0,5.10733,299.999969474,34.7784583758,1.0,-105.61,500,1.0,-104.909127785,2,36.01,,34.7784583758,1.0,-105.61,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-104.909127785,-104.909127785
500.0,4.83385,400.0,15.32799574,1.0,-105.664,500,1.0,-105.826974608,2,30.32,,15.32799574,1.0,-105.664,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-105.826974608,-105.826974608
0.0128749774311,4.72169e-12,1.0,49.1638424916,9.22838e-06,-66.3407,500,1.0,-104.975639425,1,41.19,4.25815e-08,49.1638424916,,-66.3407,0.002,100,0.00461419,,1.0,38835.0,0.002,-104.975639425,-104.975639425
500.0,3.94233,100.0,15.6989704289,1.0,-106.04,500,1.0,-106.040228598,2,34.74,,15.6989704289,1.0,-106.04,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-106.040228598,-106.040228598
500.0,4.09071,200.000000102,17.8728553491,1.0,-105.7,500,1.0,-105.359529695,2,34.94,,17.8728553491,1.0,-105.7,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-105.359529695,-105.359529695
500.0,4.23644,299.999969474,20.3842535029,1.0,-105.52,500,1.0,-105.160318647,2,34.97,,20.3842535029,1.0,-105.52,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-105.160318647,-105.160318647
500.0,4.74772,400.0,36.6443010236,1.0,-105.58,500,1.0,-105.759671864,2,38.88,,36.6443010236,1.0,-105.58,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-105.759671864,-105.759671864
499.966206451,5.84088,138.000990824,19.5357720439,0.777823,-105.115,500,1.0,-105.376597151,1,38.26,1.59022,19.5357720439,1.08303e-06,-105.115,1.05137e-05,100,17.6639,2.78476e-09,0.0454189,1.00007,0.002,-105.376597151,-105.376597151
500.0,3.38547,100.0,11.5771878184,1.0,-105.747,500,1.0,-105.746662089,2,28.76,,11.5771878184,1.0,-105.747,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-105.746662089,-105.746662089
500.0,4.51268,200.000000102,29.5343405941,1.0,-105.628,500,1.0,-105.509196918,2,30.13,,29.5343405941,1.0,-105.628,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-105.509196918,-105.509196918
500.0,4.27775,299.999969474,14.0455997056,1.0,-105.838,500,1.0,-106.25697944,2,32.38,,14.0455997056,1.0,-105.838,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-106.25697944,-106.25697944
500.0,4.21072,400.0,16.1788728404,1.0,-105.86,500,1.0,-105.926619343,2,33.25,,16.1788728404,1.0,-105.86,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-105.926619343,-105.926619343
1.27514825264e-29,,inf,9.24800388319,3.99831e-40,-95.8265,500,1.0,-105.997472931,1,30.65,,9.24800388319,,-95.8265,0.002,100,1.99916e-37,,1.0,3.92111e+31,0.002,-105.997472931,-105.997472931
500.0,3.49211,100.0,12.3179825405,1.0,-105.856,500,1.0,-105.85576903,2,35.02,,12.3179825405,1.0,-105.856,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-105.85576903,-105.85576903
500.0,3.39027,200.000000102,10.8730356095,1.0,-105.976,500,1.0,-106.095648535,2,35.37,,10.8730356095,1.0,-105.976,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-106.095648535,-106.095648535
500.0,4.18002,299.999969474,29.5499710906,1.0,-105.805,500,1.0,-105.462871181,2,35.39,,29.5499710906,1.0,-105.805,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-105.462871181,-105.462871181
500.0,4.21085,400.0,18.6546434603,1.0,-105.862,500,1.0,-106.033876724,2,31.7,,18.6546434603,1.0,-105.862,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-106.033876724,-106.033876724
,17.348,67.953247008,17.4687772776,0.902997,-104.637,500,1.0,-105.485144521,1,36.8,5.19472,17.4687772776,5.57253e-06,-104.637,2.5483e-05,100,41.7623,1.23423e-08,0.0924971,inf,0.002,-105.485144521,-105.485144521
500.0,6.91712,100.0,48.32987316,1.0,-105.254,500,1.0,-105.254446261,2,41.28,,48.32987316,1.0,-105.254,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-105.254446261,-105.254446261
500.0,5.3481,200.000000102,9.31458129223,1.0,-105.515,500,1.0,-105.776478898,2,33.75,,9.31458129223,1.0,-105.515,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-105.776478898,-105.776478898
500.0,5.13903,299.999969474,22.235403888,1.0,-105.559,500,1.0,-105.646824801,2,31.66,,22.235403888,1.0,-105.559,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-105.646824801,-105.646824801
500.0,5.20769,400.0,29.4887040224,1.0,-105.629,500,1.0,-105.836455087,2,34.65,,29.4887040224,1.0,-105.629,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-105.836455087,-105.836455087
0.000161187279712,5.52492,173.758981013,7.41197752334,1.08357,-105.39,500,1.0,-106.235464418,1,31.87,2.20888,7.41197752334,5.6635e-05,-105.39,7.52525e-06,100,14.2322,1.04534e-07,0.0262692,3.10198e+06,0.002,-106.235464418,-106.235464418
500.0,4.4681,100.0,20.1655552322,1.0,-105.293,500,1.0,-105.292615887,2,33.18,,20.1655552322,1.0,-105.293,3.50449e-18,100,1.0,0.01,0.01,1.0,0.01,-105.292615887,-105.292615887
500.0,3.88562,200.000000102,9.59980986042,1.0,-105.896,500,1.0,-106.499559032,2,30.08,,9.59980986042,1.0,-105.896,2.1793e-19,100,1.0,0.005,0.005,1.0,0.005,-106.499559032,-106.499559032
500.0,3.78526,299.999969474,12.7898949426,1.0,-106.041,500,1.0,-106.331584991,2,31.93,,12.7898949426,1.0,-106.041,5.43914e-20,100,1.0,0.00333333,0.00333333,1.0,0.00333333,-106.331584991,-106.331584991
500.0,3.88783,400.0,17.4234110272,1.0,-105.904,500,1.0,-105.490855223,2,33.62,,17.4234110272,1.0,-105.904,5.4346e-20,100,1.0,0.0025,0.0025,1.0,0.0025,-105.490855223,-105.490855223
,0.0548398,1.00069923576,21.1626241957,6.79321e-09,-101.337,500,1.0,-105.416591044,1,40.11,2.30577e-14,21.1626241957,,-101.337,0.0019986,100,3.39542e-06,,0.999651,inf,0.002,-105.416591044,-105.416591044
