Bound,VarVanillaIw,AvgDiscRet,EpsThisIter,BatchSize,ESSRenyi,MinNormIw,AvgRet,MinVanillaIw,MaxNormIw,AvgEpLen,VarDiscRet,VarNormIw,VarJ,AvgVanillaIw,VarRet,AvgNormIw,delta,SamplesThisIter,renyi2,J,IterType,VanillaAvgRet,MaxVanillaIw,ESSClassic
-1.34658,20.9653,-3.75552370082,100,100,nan,7.43714e-25,-3.75552370082,2.04104e-20,0.00249612,500.0,15.9597911363,2.78361e-08,120.561,1.51624,15.9597911363,5.52486e-05,0.5,50000,nan,325.08,1,-3.75552370082,68.5034,0.596972175925
0.857625,59.3492,-2.45087646835,100,100,nan,1.39505e-22,-2.45087646835,6.55193e-18,0.00177263,500.0,20.5598226796,2.69065e-08,47.3773,2.59478,20.5598226796,5.52486e-05,0.5,50000,nan,617.467,1,-2.45087646835,83.2524,0.602418617933
-0.0683296,27.5471,-2.64465702557,100,100,nan,5.86065e-19,-2.64465702557,2.04803e-14,0.00221978,500.0,20.7438167136,2.25577e-08,89.9457,1.93069,20.7438167136,5.52486e-05,0.5,50000,nan,513.151,1,-2.64465702557,77.5712,0.72991321665
0.531738,699.422,-2.65599037587,100,100,nan,1.25869e-22,-2.65599037587,9.4811e-18,0.0142192,500.0,20.6146723652,1.23271e-07,78.9214,4.16161,20.6146723652,5.52486e-05,0.5,50000,nan,758.757,1,-2.65599037587,1071.06,0.890087570038
1.08708,71.2095,-2.37094113247,100,100,nan,8.15943e-24,-2.37094113247,4.66914e-19,0.00172462,500.0,25.4294601877,2.17462e-08,57.5483,3.16154,25.4294601877,5.52486e-05,0.5,50000,nan,760.672,1,-2.37094113247,98.6896,1.00638702026
0.202471,55.9932,-3.15448961881,100,100,nan,7.80551e-21,-3.15448961881,3.57428e-16,0.00207265,500.0,21.3047393313,2.67029e-08,54.0848,2.52994,21.3047393313,5.52486e-05,0.5,50000,nan,517.054,1,-3.15448961881,94.9103,0.883231729449
1.31102,53.8812,-1.60404591642,100,100,nan,3.03966e-29,-1.60404591642,1.25014e-24,0.00220663,500.0,14.9159265698,3.18545e-08,72.8965,2.27224,14.9159265698,5.52486e-05,0.5,50000,nan,731.795,1,-1.60404591642,90.7536,0.501081695597
1.53766,1527.45,-2.47373286837,100,100,nan,7.19728e-22,-2.47373286837,9.19999e-17,0.00832723,500.0,14.6332498999,9.34825e-08,74.5552,7.06221,14.6332498999,5.52486e-05,0.5,50000,nan,924.573,1,-2.47373286837,1064.44,1.0915694323
1.68094,206556.0,-2.1749699348,100,100,nan,,-2.1749699348,,0.0305735,500.0,16.0132594823,5.90807e-07,62.9466,32.6676,16.0132594823,5.52486e-05,0.5,50000,nan,1128.47,1,-2.1749699348,18077.6,2.40600223642
1.12588,591.742,-2.32934132312,100,100,nan,2.09134e-32,-2.32934132312,1.40038e-27,0.0169914,500.0,13.8688586655,1.31974e-07,94.0303,3.69951,13.8688586655,5.52486e-05,0.5,50000,nan,900.414,1,-2.32934132312,1137.77,0.612479739633
1.07112,89894.2,-2.01982022671,100,100,nan,2.58245e-38,-2.01982022671,6.66194e-33,0.0900807,500.0,15.0753109586,1.35081e-06,164.112,14.2524,15.0753109586,5.52486e-05,0.5,50000,nan,1361.19,1,-2.01982022671,23238.1,1.32788914929
0.188545,102.321,-2.86158806693,100,100,nan,3.6841e-33,-2.86158806693,1.84755e-28,0.00595854,500.0,20.3992618911,4.06854e-08,66.1443,2.77068,20.3992618911,5.52486e-05,0.5,50000,nan,609.533,1,-2.86158806693,298.816,1.97649156843
0.532367,130.905,-2.41998009456,100,100,nan,1.11552e-36,-2.41998009456,6.47757e-32,0.00330043,500.0,13.2163080841,3.88229e-08,92.2502,3.20816,13.2163080841,5.52486e-05,0.5,50000,nan,515.287,1,-2.41998009456,191.648,0.349083060477
1.4418,56439.2,-2.66581848009,100,100,nan,2.19143e-39,-2.66581848009,6.67952e-34,0.0586953,500.0,15.4666893171,6.07498e-07,98.3755,16.8399,15.4666893171,5.52486e-05,0.5,50000,nan,1142.67,1,-2.66581848009,17890.5,1.3867677569
0.342494,52.5099,-2.57850973962,100,100,nan,6.55924e-25,-2.57850973962,2.92802e-20,0.00229376,500.0,16.8036481906,2.63512e-08,47.171,2.46628,16.8036481906,5.52486e-05,0.5,50000,nan,529.471,1,-2.57850973962,102.393,0.906205502492
1.02597,25.4666,-1.38829233175,100,100,nan,1.07076e-24,-1.38829233175,4.00187e-20,0.00164339,500.0,16.4781947734,1.82319e-08,44.5103,2.06486,16.4781947734,5.52486e-05,0.5,50000,nan,588.087,1,-1.38829233175,61.4201,0.929080387877
0.645219,57.4506,-2.56993620041,100,100,nan,1.44428e-23,-2.56993620041,5.88369e-19,0.00666853,500.0,19.9463915696,3.46178e-08,80.6051,2.25071,19.9463915696,5.52486e-05,0.5,50000,nan,652.084,1,-2.56993620041,271.662,0.512921511355
-0.125267,110.44,-3.378780675,100,100,nan,9.8237e-28,-3.378780675,5.39896e-23,0.00223761,500.0,18.2709273071,3.65642e-08,55.9471,3.03638,18.2709273071,5.52486e-05,0.5,50000,nan,513.235,1,-3.378780675,122.976,0.481065773413
0.832331,90.9523,-2.64881510431,100,100,nan,4.60173e-24,-2.64881510431,2.0203e-19,0.00358002,500.0,15.2856079259,4.71873e-08,83.5865,2.42558,15.2856079259,5.52486e-05,0.5,50000,nan,617.201,1,-2.64881510431,157.173,0.555321162532
0.414715,749.533,-2.42492365216,100,100,nan,8.43812e-39,-2.42492365216,6.68263e-34,0.017361,500.0,19.2633816159,1.19506e-07,166.788,4.37545,19.2633816159,5.52486e-05,0.5,50000,nan,933.536,1,-2.42492365216,1374.92,0.70401970491
1.17965,68.4993,-2.11476708452,100,100,nan,2.94587e-28,-2.11476708452,1.18465e-23,0.00477015,500.0,19.1201618165,4.23577e-08,140.824,2.22177,19.1201618165,5.52486e-05,0.5,50000,nan,849.243,1,-2.11476708452,191.827,0.531298062233
-1.18557,7.73772,-2.33124718647,100,100,nan,1.90138e-16,-2.33124718647,4.79539e-12,0.000998217,500.0,28.3110320508,1.21647e-08,61.6213,1.3934,28.3110320508,5.52486e-05,0.5,50000,nan,493.277,1,-2.33124718647,25.1756,1.07861805978
2.26395,1671.34,-3.172640903,100,100,nan,4.04175e-26,-3.172640903,4.49165e-21,0.0201782,500.0,18.5046740051,1.35329e-07,117.153,6.13986,18.5046740051,5.52486e-05,0.5,50000,nan,1001.97,1,-3.172640903,2242.43,1.0836653154
1.31793,36.525,-1.64358960965,100,100,nan,5.93743e-22,-1.64358960965,2.29617e-17,0.00264183,500.0,21.3892819966,2.44218e-08,54.8713,2.13662,21.3892819966,5.52486e-05,0.5,50000,nan,712.685,1,-1.64358960965,102.167,1.756098706
1.8065,14260.7,-2.31370063494,100,100,nan,3.36524e-33,-2.31370063494,4.20147e-28,0.0993581,500.0,16.6951167053,9.14892e-07,196.107,6.89773,16.6951167053,5.52486e-05,0.5,50000,nan,1074.17,1,-2.31370063494,12404.7,3.7593451401
0.902087,26.16,-2.49594034597,100,100,nan,5.04736e-36,-2.49594034597,1.64975e-31,0.0017998,500.0,26.120622649,2.44869e-08,54.3159,1.80582,26.120622649,5.52486e-05,0.5,50000,nan,623.014,1,-2.49594034597,58.827,0.609214107462
1.86142,251.428,-1.59240591352,100,100,nan,8.29761e-29,-1.59240591352,5.84098e-24,0.00613219,500.0,19.0061680409,5.07397e-08,67.5166,3.88915,19.0061680409,5.52486e-05,0.5,50000,nan,887.229,1,-1.59240591352,431.667,1.0474021567
2.00707,1302.15,-2.66322950479,100,100,nan,,-2.66322950479,,0.0124884,500.0,20.3805229186,1.06594e-07,85.0697,6.10641,20.3805229186,5.52486e-05,0.5,50000,nan,1056.03,1,-2.66322950479,1380.29,1.10593820469
1.83964,910.389,-2.61292928168,100,100,nan,,-2.61292928168,,0.00776487,500.0,21.1376957596,7.14763e-08,83.5409,6.23525,21.1376957596,5.52486e-05,0.5,50000,nan,997.284,1,-2.61292928168,876.327,0.480356692764
-0.36131,51.1265,-3.73615733022,100,100,nan,1.23816e-30,-3.73615733022,5.33683e-26,0.00194708,500.0,22.6463195691,2.75192e-08,45.9529,2.38137,22.6463195691,5.52486e-05,0.5,50000,nan,424.28,1,-3.73615733022,83.9244,1.01070593788
2.88849,235.661,-2.83344231285,100,100,nan,3.76315e-30,-2.83344231285,2.54361e-25,0.00429784,500.0,30.9884418146,5.1581e-08,97.5412,3.7344,30.9884418146,5.52486e-05,0.5,50000,nan,1179.15,1,-2.83344231285,290.502,0.431973333559
4.12214,2.62884e+28,-2.00950477296,100,100,nan,,-2.00950477296,,0.483668,500.0,31.0888138446,2.5877e-05,104.117,1.76095e+12,31.0888138446,5.52486e-05,0.5,50000,nan,2276.62,1,-2.00950477296,1.5416e+16,1.99772312273
4.79066,24606.3,-1.54113916854,100,100,nan,8.23813e-38,-1.54113916854,2.14906e-32,0.0311804,500.0,27.4188382906,3.61583e-07,75.6515,14.4125,27.4188382906,5.52486e-05,0.5,50000,nan,1520.49,1,-1.54113916854,8133.93,1.91980744526
0.711228,25.7826,-1.9687162308,100,100,nan,1.48105e-24,-1.9687162308,5.43801e-20,0.00174554,500.0,29.5991840947,1.91243e-08,80.1661,2.02858,29.5991840947,5.52486e-05,0.5,50000,nan,795.535,1,-1.9687162308,64.0913,0.727176914853
1.12815,33.9155,-1.2947798522,100,100,nan,1.98082e-23,-1.2947798522,7.52892e-19,0.00193129,500.0,18.4628122533,2.3476e-08,54.5017,2.09995,18.4628122533,5.52486e-05,0.5,50000,nan,736.689,1,-1.2947798522,73.4065,0.975713666214
2.94069,706.205,-1.00330119292,100,100,nan,2.42601e-37,-1.00330119292,2.35653e-32,0.00931093,500.0,19.3395661333,7.48458e-08,73.8474,5.36665,19.3395661333,5.52486e-05,0.5,50000,nan,1200.42,1,-1.00330119292,904.43,0.750230181028
1.16919,52.0557,-2.31011733623,100,100,nan,4.07013e-25,-2.31011733623,1.6273e-20,0.00400709,500.0,37.0526979205,3.25648e-08,156.848,2.20893,37.0526979205,5.52486e-05,0.5,50000,nan,1148.98,1,-2.31011733623,160.21,0.337069637495
3.56015,158.049,-1.74032173567,100,100,nan,,-1.74032173567,,0.00284326,500.0,39.9492072617,4.96684e-08,101.763,3.11657,39.9492072617,5.52486e-05,0.5,50000,nan,1441.66,1,-1.74032173567,160.388,0.469636514383
0.849393,23.0871,-2.21423170069,100,100,nan,1.26611e-30,-2.21423170069,3.94425e-26,0.00314579,500.0,22.6540771116,2.37894e-08,97.3065,1.72113,22.6540771116,5.52486e-05,0.5,50000,nan,683.495,1,-2.21423170069,97.9994,1.22819119231
6.57257,6.68267e+31,-0.194789981138,100,100,nan,,-0.194789981138,,0.472087,500.0,28.6077563346,2.47065e-05,64.8026,9.08638e+13,28.6077563346,5.52486e-05,0.5,50000,nan,3493.66,1,-0.194789981138,7.76411e+17,1.99335657067
5.26155,396255.0,-1.33528359381,100,100,nan,,-1.33528359381,,0.0501886,500.0,36.0318103898,8.94165e-07,142.039,36.779,36.0318103898,5.52486e-05,0.5,50000,nan,2323.16,1,-1.33528359381,33410.5,0.635966426011
3.62569,432.749,-1.52226261659,100,100,nan,2.8881e-40,-1.52226261659,2.01395e-35,0.0143218,500.0,37.3836670516,8.89953e-08,398.762,3.85262,37.3836670516,5.52486e-05,0.5,50000,nan,2044.88,1,-1.52226261659,998.694,0.871056558828
6.98508,inf,-1.26064774588,100,100,nan,,-1.26064774588,,0.5,500.0,38.8440208921,2.76228e-05,80.165,2.24815e+17,38.8440208921,5.52486e-05,0.5,50000,nan,3949.15,1,-1.26064774588,2.03458e+21,2.0000001154
3.41592,255.965,-3.49126108172,100,100,nan,,-3.49126108172,,0.00641992,500.0,47.6000601778,7.65209e-08,186.746,3.19538,47.6000601778,5.52486e-05,0.5,50000,nan,1667.55,1,-3.49126108172,371.305,0.956267068035
9.21877,39226.8,-0.0715736493349,100,100,nan,,-0.0715736493349,,0.0336785,500.0,46.9807545426,4.15539e-07,104.904,16.9749,46.9807545426,5.52486e-05,0.5,50000,nan,2648.15,1,-0.0715736493349,10347.6,2.28880647125
8.88307,16432.5,-0.0213634407336,100,100,nan,2.75871e-31,-0.0213634407336,5.17231e-26,0.0529002,500.0,59.6247922277,4.67462e-07,200.702,10.3586,59.6247922277,5.52486e-05,0.5,50000,nan,3023.8,1,-0.0213634407336,9918.26,1.87406673408
13.4405,3.10943e+08,0.337544812051,100,100,nan,,0.337544812051,,0.0319214,500.0,74.3819329652,9.19781e-07,193.572,1015.83,74.3819329652,5.52486e-05,0.5,50000,nan,4814.43,1,0.337544812051,586921.0,0.247415418299
15.682,629.985,3.30742810508,100,100,nan,1.18702e-32,3.30742810508,1.23002e-27,0.00442627,500.0,138.121088325,5.86707e-08,182.123,5.725,138.121088325,5.52486e-05,0.5,50000,nan,4355.31,1,3.30742810508,458.661,0.69701974253
13.5391,2003.75,1.32648396737,100,100,nan,,1.32648396737,,0.00808856,500.0,94.444339948,9.65739e-08,140.74,7.95817,94.444339948,5.52486e-05,0.5,50000,nan,3744.04,1,1.32648396737,1165.1,1.19013549938
15.6852,148.255,4.42839059522,100,100,nan,1.72522e-25,4.42839059522,8.92945e-21,0.005238,500.0,132.19259216,5.53414e-08,453.581,2.85958,132.19259216,5.52486e-05,0.5,50000,nan,4828.66,1,4.42839059522,271.11,0.572985170211
16.5268,1.68896e+09,5.72143453521,100,100,nan,,5.72143453521,,0.0703266,500.0,103.07344752,1.76198e-06,346.195,1710.53,103.07344752,5.52486e-05,0.5,50000,nan,7767.96,1,5.72143453521,2.17735e+06,0.619399496486
22.9084,94793.9,6.34656562316,100,100,nan,2.19655e-40,6.34656562316,6.59734e-35,0.0829815,500.0,194.434405545,1.05081e-06,268.443,16.5939,194.434405545,5.52486e-05,0.5,50000,nan,6727.28,1,6.34656562316,24923.5,1.63619618813
18.1604,66.0452,8.68805849039,100,100,nan,1.14301e-26,8.68805849039,4.69356e-22,0.00349144,500.0,140.238548829,3.91688e-08,269.992,2.26868,140.238548829,5.52486e-05,0.5,50000,nan,4748.61,1,8.68805849039,143.369,0.68658232321
19.8089,5390.53,8.25031894038,100,100,nan,1.55296e-40,8.25031894038,2.33988e-35,0.0194249,500.0,132.092441497,2.37448e-07,276.834,8.3244,132.092441497,5.52486e-05,0.5,50000,nan,5760.87,1,8.25031894038,2926.78,0.620538737046
23.1539,57.7453,11.8065711276,100,100,nan,4.97821e-31,11.8065711276,2.1107e-26,0.00226394,500.0,190.565447844,3.21227e-08,184.427,2.34247,190.565447844,5.52486e-05,0.5,50000,nan,5652.41,1,11.8065711276,95.9881,0.777348231174
24.0799,112.877,12.0364554872,100,100,nan,,12.0364554872,,0.00288572,500.0,178.323150054,4.68133e-08,276.179,2.71294,178.323150054,5.52486e-05,0.5,50000,nan,6316.67,1,12.0364554872,141.701,0.471068487255
27.114,249.94,16.8528003659,100,100,nan,2.84201e-39,16.8528003659,1.75217e-34,0.00793495,500.0,192.341695583,6.57553e-08,365.175,3.40623,192.341695583,5.52486e-05,0.5,50000,nan,7586.17,1,16.8528003659,489.211,1.43963707831
30.4967,150.755,20.1487209011,100,100,nan,1.12553e-24,20.1487209011,6.17839e-20,0.00318012,500.0,232.181251463,5.00301e-08,397.943,3.03278,232.181251463,5.52486e-05,0.5,50000,nan,8552.37,1,20.1487209011,174.568,0.286648839593
24.7667,28.3212,16.6796544482,100,100,nan,2.01763e-20,16.6796544482,6.65448e-16,0.00169631,500.0,157.096665631,2.60354e-08,211.86,1.82219,157.096665631,5.52486e-05,0.5,50000,nan,5986.44,1,16.6796544482,55.9473,0.5016115073
31.4609,25.3653,21.4432096968,100,100,nan,3.29528e-28,21.4432096968,1.15047e-23,0.00175381,500.0,247.216423764,2.08103e-08,228.191,1.92887,247.216423764,5.52486e-05,0.5,50000,nan,7380.84,1,21.4432096968,61.2301,1.04592178989
30.1016,26.1196,21.7638194663,100,100,nan,1.36723e-24,21.7638194663,4.27713e-20,0.0022437,500.0,227.379971742,2.66897e-08,450.278,1.72835,227.379971742,5.52486e-05,0.5,50000,nan,7941.95,1,21.7638194663,70.19,0.535615938256
31.3773,18.9019,23.8935522765,100,100,nan,2.93452e-26,23.8935522765,8.30606e-22,0.00190707,500.0,210.725004634,2.35933e-08,362.008,1.56379,210.725004634,5.52486e-05,0.5,50000,nan,7834.08,1,23.8935522765,53.9789,0.537208168977
35.8994,361.63,24.4916992145,100,100,nan,1.54457e-40,24.4916992145,9.47201e-36,0.0177346,500.0,276.937517449,9.616e-08,486.437,3.3881,276.937517449,5.52486e-05,0.5,50000,nan,10055.0,1,24.4916992145,1087.57,1.06316864005
33.7599,26.709,24.0175332671,100,100,nan,2.42617e-17,24.0175332671,7.593e-13,0.00256435,500.0,268.490898317,2.72693e-08,455.692,1.72907,268.490898317,5.52486e-05,0.5,50000,nan,8534.25,1,24.0175332671,80.2546,0.657654293052
36.8151,48.1206,27.8297717176,100,100,nan,3.47313e-34,27.8297717176,1.44882e-29,0.00160773,500.0,240.369118078,2.76533e-08,281.886,2.3047,240.369118078,5.52486e-05,0.5,50000,nan,9117.83,1,27.8297717176,67.0662,0.451245392746
34.9114,10.5356,27.8262387974,100,100,nan,2.19336e-19,27.8262387974,5.56385e-15,0.00133187,500.0,219.827619162,1.63731e-08,165.935,1.40148,219.827619162,5.52486e-05,0.5,50000,nan,7918.73,1,27.8262387974,33.7851,0.92973299524
39.8914,64.4444,27.9367813027,100,100,nan,3.27655e-30,27.9367813027,1.4764e-25,0.00203865,500.0,278.065694055,3.17403e-08,322.159,2.48948,278.065694055,5.52486e-05,0.5,50000,nan,9888.61,1,27.9367813027,91.8605,0.610199580748
40.981,14.5699,32.5307088689,100,100,nan,2.05417e-20,32.5307088689,5.77263e-16,0.0017125,500.0,238.467468925,1.84495e-08,223.287,1.55259,238.467468925,5.52486e-05,0.5,50000,nan,9369.2,1,32.5307088689,48.1246,1.33728983679
41.6295,25.2828,34.9501801951,100,100,nan,8.39937e-20,34.9501801951,2.89645e-15,0.00181001,500.0,187.638403616,2.12612e-08,221.022,1.9052,187.638403616,5.52486e-05,0.5,50000,nan,9748.51,1,34.9501801951,62.4163,1.11012246271
41.9385,5.64747,37.1948823915,100,100,nan,4.37295e-25,37.1948823915,9.78877e-21,0.00090683,500.0,252.285880822,1.12706e-08,177.318,1.23673,252.285880822,5.52486e-05,0.5,50000,nan,9332.74,1,37.1948823915,20.2992,0.886074516138
41.9789,16.4862,35.1158238834,100,100,nan,2.08709e-22,35.1158238834,6.06331e-18,0.00153728,500.0,283.600815898,1.95335e-08,427.958,1.60506,283.600815898,5.52486e-05,0.5,50000,nan,10486.6,1,35.1158238834,44.6604,0.497210940703
44.2186,9.14165,37.7425241637,100,100,nan,1.63708e-23,37.7425241637,3.77215e-19,0.00154581,500.0,238.101989172,1.7218e-08,224.046,1.27304,238.101989172,5.52486e-05,0.5,50000,nan,10026.1,1,37.7425241637,35.6186,0.844176381966
44.483,3.55203,41.6720205143,100,100,nan,7.59856e-16,41.6720205143,1.57799e-11,0.000954884,500.0,238.697264713,8.23626e-09,220.39,1.14735,238.697264713,5.52486e-05,0.5,50000,nan,9913.24,1,41.6720205143,19.83,0.875298355986
45.8593,6.98697,40.7721159397,100,100,nan,2.03368e-25,40.7721159397,4.91212e-21,0.000983216,500.0,261.246185414,1.19761e-08,221.303,1.33447,261.246185414,5.52486e-05,0.5,50000,nan,10279.5,1,40.7721159397,23.7485,0.888624664273
48.1566,3.44525,44.7708760433,100,100,nan,2.01598e-17,44.7708760433,3.87517e-13,0.000776898,500.0,209.651804185,9.32426e-09,161.613,1.062,209.651804185,5.52486e-05,0.5,50000,nan,10503.0,1,44.7708760433,14.9337,0.928927585115
48.2014,5.86206,45.4500145526,100,100,nan,5.03375e-24,45.4500145526,1.14913e-19,0.00115054,500.0,195.394719906,1.12484e-08,241.415,1.26125,195.394719906,5.52486e-05,0.5,50000,nan,10884.5,1,45.4500145526,26.2651,0.88536504199
50.2304,8.06259,45.336014525,100,100,nan,8.94458e-27,45.336014525,2.36283e-22,0.00100294,500.0,275.693614593,1.15539e-08,246.514,1.45947,275.693614593,5.52486e-05,0.5,50000,nan,11232.1,1,45.336014525,26.494,0.885889845222
50.7302,6.38447,47.6303663385,100,100,nan,5.96405e-25,47.6303663385,1.51525e-20,0.000985822,500.0,203.963932542,9.89103e-09,163.545,1.40366,203.963932542,5.52486e-05,0.5,50000,nan,11072.8,1,47.6303663385,25.0461,1.18284849279
50.0816,2.99515,48.6078997378,100,100,nan,5.8191e-14,48.6078997378,1.10136e-09,0.000763019,500.0,193.007901106,8.36127e-09,191.978,1.04567,193.007901106,5.52486e-05,0.5,50000,nan,10983.7,1,48.6078997378,14.4414,0.928763419535
49.9767,2.3437,47.8242873227,100,100,nan,5.99736e-14,47.8242873227,1.09612e-09,0.000857237,500.0,251.59415871,7.01628e-09,229.159,1.00976,251.59415871,5.52486e-05,0.5,50000,nan,11030.4,1,47.8242873227,15.6675,0.791723348617
51.516,4.28659,48.3647280799,100,100,nan,3.39789e-26,48.3647280799,7.05809e-22,0.000785613,500.0,199.571110216,9.93477e-09,199.763,1.14762,199.571110216,5.52486e-05,0.5,50000,nan,11353.0,1,48.3647280799,16.3187,0.785979486507
52.6597,3.31754,51.1429440548,100,100,nan,1.23681e-15,51.1429440548,2.51614e-11,0.000865204,500.0,176.631453182,8.01586e-09,197.53,1.12397,176.631453182,5.52486e-05,0.5,50000,nan,11493.6,1,51.1429440548,17.6016,0.886931458556
52.0216,2.57655,50.8319560595,100,100,nan,9.19606e-17,50.8319560595,1.83441e-12,0.000568006,500.0,181.374920842,6.47511e-09,131.906,1.10209,181.374920842,5.52486e-05,0.5,50000,nan,11026.9,1,50.8319560595,11.3305,1.30261420031
53.5716,1.73875,54.1160994126,100,100,nan,2.68579e-15,54.1160994126,5.06742e-11,0.000525324,500.0,148.96437425,4.88436e-09,134.085,1.0424,148.96437425,5.52486e-05,0.5,50000,nan,11405.0,1,54.1160994126,9.91155,0.954149796055
55.4334,1.60145,56.3269566283,100,100,nan,1.00782e-14,56.3269566283,1.91653e-10,0.000495401,500.0,148.482810598,4.42844e-09,148.425,1.05064,148.482810598,5.52486e-05,0.5,50000,nan,11755.8,1,56.3269566283,9.4208,0.978034533163
54.7549,1.83868,55.8839403508,100,100,nan,4.51658e-11,55.8839403508,8.5067e-07,0.000598806,500.0,172.627388937,5.18326e-09,195.42,1.04057,172.627388937,5.52486e-05,0.5,50000,nan,11833.7,1,55.8839403508,11.2781,0.829139368852
58.1521,1.58675,59.1753854337,100,100,nan,1.12472e-14,59.1753854337,2.05714e-10,0.000463037,500.0,136.466087956,4.74318e-09,134.816,1.01051,136.466087956,5.52486e-05,0.5,50000,nan,12297.0,1,59.1753854337,8.46907,1.00622342912
