InitialBound,MeanEntropy,MeanIW,EpThisIter,EpisodesSoFar,MinIWNorm,ESSClassic,MinIW,MaxIW,InitialReturnMean,InitialReturnStd,EpRewMean,TimeElapsed,J_sample_variance,EmpiricalD2,VarianceInit,InitialReturnMax,EpLenMean,OptimizationReturnMean,Iteration,Bound,ESSRenyi,TimestepsSoFar,ReturnStepMax,OptimizationReturnMax,LearnableVariance,MaxIWNorm,StdIWNorm,ReturnMeanIW,MeanIWNorm,StdIW,OptimizationReturnMin,InitialReturnMin,ReturnStepMaxmin
19.71573,2.9573581,361.1835,100,1100,1.0288667e-09,1.0091717,1.02886666e-07,35953.6,21.363237,5.8406053,21.363238153060433,1727.7304079532623,4541570000.0,385106.72,-1,32.950123,500.0,17.241934,11,7237.007,0.00025966828,550000,0.27770346,28.828817,True,359.536,35.77197,8259.399,3.6118352,3577.197,,4.121305,0.03590417
20.014362,2.9924057,49.798595,100,1200,1.16491734e-07,1.0403508,1.1649174e-05,4881.957,21.618933,5.855183,21.61893316070139,1890.5458240509033,141139970.0,31809.83,-1,32.0914,500.0,20.903118,12,953.4514,0.0031436824,600000,0.23397706,31.375584,True,48.81957,4.856868,1239.6315,0.49798584,485.68677,,0.71581656,0.03558907
17.338467,2.9957118,23.870544,100,1300,4.7200533e-07,1.2271432,4.7200534e-05,2149.7292,18.95988,6.661146,18.959879963376192,2074.127768754959,41962430.0,9821.383,-1,32.42823,500.0,20.655012,13,494.21466,0.010181866,650000,0.27634072,34.12336,True,21.497292,2.141576,654.90125,0.23870544,214.1576,,-1.6951305,0.018695503
19.351118,2.8563077,491.48874,100,1400,3.8488025e-15,1.0005833,3.8488028e-13,49134.547,21.273245,6.736938,21.27324595090643,2293.1171600818634,19785163000.0,3385891.0,-1,38.44252,500.0,24.258743,14,9065.043,2.9534323e-05,700000,0.2982736,41.428017,True,491.34546,48.888115,12601.907,4.914887,4888.8125,,-2.9854958,0.026060939
19.337,2.8204048,270.0487,100,1500,2.5484022e-08,1.0017025,2.5484023e-06,26981.908,21.3922,7.2760124,21.392198955587222,2540.6526412963867,5816434700.0,244709.92,-1,41.103973,500.0,20.866884,15,6757.0317,0.0004086471,750000,0.35601038,40.57866,True,269.81906,26.846424,7773.7007,2.7004871,2684.6428,,0.52531296,0.04427722
26.654324,2.9046807,17.442547,100,1600,6.190374e-07,1.1682383,6.190374e-05,1612.486,28.602104,5.349203,28.602107451366482,2830.2094326019287,19003950.0,10882.183,-1,38.955673,500.0,18.33073,16,435.94357,0.009189333,800000,0.21588607,28.684298,True,16.124859,1.6043252,639.1319,0.17442547,160.43253,,10.271376,0.025056675
27.092272,2.8731513,454.2552,100,1700,3.8705888e-10,1.0005953,3.870589e-08,45412.004,29.035034,5.6893487,29.035034710921536,3107.6346111297607,21449415000.0,921552.4,-1,38.85524,500.0,25.954844,17,14182.979,0.000108512555,850000,0.31847882,35.775047,True,454.12003,45.184242,16047.981,4.542552,4518.424,,3.0801935,0.014703065
31.839651,2.7604978,1677.3645,100,1800,4.9579595e-13,1.0005053,4.9579594e-11,167694.1,34.165806,5.8756704,34.16580546542452,3403.953310728073,102676914000.0,26301946.0,-1,46.523098,500.0,15.9026785,18,50608.938,3.802e-06,900000,0.26629922,28.259972,True,1676.9409,166.85306,62538.72,16.773645,16685.31,,18.263126,0.057387695
34.83428,2.6636026,362.29767,100,1900,7.921516e-12,1.0052177,7.921516e-10,36135.51,37.161842,4.2772546,37.16184280132136,3678.8486354351044,1101796500.0,900363.1,-1,46.5513,500.0,12.639571,19,9877.46,0.0001110663,950000,0.28148314,22.029028,True,361.3551,35.953533,12086.027,3.622976,3595.3538,,24.522272,0.04896395
34.32644,2.6490462,158.82051,100,2000,1.8149505e-07,1.0018572,1.8149505e-05,15867.322,36.54061,3.720784,36.540609421788446,3898.4678299427032,145011840.0,60688.734,-1,44.28332,500.0,11.091774,20,4631.8057,0.0016477522,1000000,0.27141497,18.834486,True,158.67322,15.787639,5177.267,1.588205,1578.764,,25.448835,0.065687686
35.450027,2.6270769,81.897446,100,2100,2.623556e-10,1.0817338,2.6235561e-08,7868.1797,37.889935,3.8036273,37.88993328384333,4122.798415899277,95013100.0,271442.78,-1,48.79803,500.0,7.203879,21,2221.3003,0.00036840176,1050000,0.23150447,18.111977,True,78.68179,7.8315616,3492.4932,0.81897444,783.1563,,30.686054,0.0028411
36.43275,2.6728275,652.0009,100,2200,1.7355362e-11,1.0018718,1.7355363e-09,65139.145,38.7714,4.106746,38.77139920773332,4351.201296329498,4956961000.0,12757256.0,-1,46.772972,500.0,9.2055025,22,17699.86,7.8386765e-06,1100000,0.2878188,17.207075,True,651.3914,64.81202,26052.88,6.520008,6481.2036,,29.565897,0.07643905
36.299274,2.6851907,40.202003,100,2300,2.92949e-09,1.1375922,2.92949e-07,3762.768,38.802505,5.4748716,38.802507301225305,4630.236151456833,12776456.0,51958.645,-1,50.064625,500.0,13.614093,23,799.14233,0.0019246076,1150000,0.31742916,24.876211,True,37.627678,3.747744,1369.7399,0.40202004,374.77444,,25.188414,0.07479417
36.65484,2.7027256,10.927576,100,2400,3.1123264e-07,1.2309381,3.1123265e-05,983.91364,39.077473,4.773179,39.077472437758765,4913.239411354065,4933594.0,2954.1987,-1,48.45271,500.0,19.62926,24,320.61325,0.033850126,1200000,0.21887694,29.004496,True,9.839136,0.97885007,452.28964,0.10927577,97.88502,,19.448214,0.0038678795
33.79405,2.6907995,9.3487425,100,2500,2.7752934e-08,1.4119815,2.7752935e-06,781.2799,36.188763,4.815579,36.188760395672176,5188.856753349304,1653150.8,981.07874,-1,47.894226,500.0,12.218541,25,288.61835,0.10192862,1250000,0.24724995,23.924007,True,7.812799,0.78117937,363.62592,0.09348743,78.117935,,23.970219,0.05980067
34.049427,2.6837072,118.00812,100,2600,1.4842791e-09,1.0240333,1.4842792e-07,11661.121,36.459476,4.869258,36.45947642549679,5387.875262260437,312323940.0,217620.44,-1,48.201,500.0,12.965489,26,3408.5605,0.00045951566,1300000,0.27959865,24.707014,True,116.611206,11.601647,4532.844,1.180081,1160.165,,23.493986,0.048414066
34.137936,2.6405,209.24031,100,2700,5.5253867e-08,1.0051327,5.5253868e-06,20870.514,36.502254,4.2575517,36.50225297481108,5577.429975509644,523782100.0,12236.195,-1,47.286335,500.0,12.969674,27,6903.3457,0.008172475,1350000,0.26898202,23.753756,True,208.70514,20.765387,7164.8804,2.092403,2076.5386,,23.53258,0.035137475
34.329384,2.6176524,101.58807,100,2800,2.4211908e-09,1.0044847,2.4211909e-07,10136.103,36.67351,4.925691,36.673514540069746,5763.579951763153,66369216.0,121397.93,-1,46.88262,500.0,12.292357,28,2438.3965,0.0008237373,1400000,0.25018838,22.501465,True,101.36102,10.085069,3255.1436,1.0158808,1008.5069,,24.381157,0.036951065
35.067,2.592287,133.69612,100,2900,1.4002992e-08,1.004041,1.4002992e-06,13342.678,37.33567,3.8245115,37.335669484096144,5993.963405847549,130729860.0,369993.03,-1,45.37335,500.0,12.067414,29,3092.5542,0.00027027537,1450000,0.25745833,20.105095,True,133.42677,13.275528,4472.5176,1.3369609,1327.5529,,25.268253,0.010872692
32.94987,2.6166062,488.5216,100,3000,8.331571e-10,1.0232412,8.331571e-08,48291.2,35.06737,3.247499,35.06737173933057,6233.253501176834,1159622000.0,1590181.6,-1,42.350025,500.0,7.9892735,30,13744.911,6.28859e-05,1500000,0.21057022,15.271927,True,482.912,48.04646,16415.13,4.8852158,4804.6465,,27.078098,0.046632066
31.41286,2.6069317,86.24421,100,3100,1.1545646e-08,1.0150474,1.1545646e-06,8560.195,33.61108,4.4595385,33.61108085145619,6473.718138694763,106974420.0,63247.547,-1,43.964474,500.0,11.505136,31,2377.5881,0.001581089,1550000,0.27210572,21.85853,True,85.60195,8.5167,2930.421,0.86244226,851.6701,,22.105944,0.04304439
31.118404,2.5885255,108.957184,100,3200,9.301664e-09,1.0040219,9.301665e-07,10873.87,33.256638,3.656936,33.25663566877206,6714.94779253006,99192780.0,309940.9,-1,42.764683,500.0,8.293469,32,2489.164,0.00032264215,1600000,0.21681453,17.801516,True,108.7387,10.819149,3679.5688,1.089572,1081.9148,,24.963167,0.033083647
32.17061,2.6164305,26.789268,100,3300,9.662087e-07,1.0793012,9.6620875e-05,2577.9792,34.259335,3.8309948,34.25933294278287,6980.958558559418,13948382.0,1375.8242,-1,41.774418,500.0,10.2678,33,939.21796,0.07268371,1650000,0.25225174,17.782885,True,25.779793,2.5646796,1016.693,0.26789272,256.46796,,23.991533,0.01741521
31.408117,2.6175308,496.44812,100,3400,2.3881042e-09,1.0011667,2.3881043e-07,49615.875,33.507984,4.3102765,33.507983961273005,7249.718643426895,4874187000.0,1045234.0,-1,41.99735,500.0,11.745297,34,15556.45,9.567236e-05,1700000,0.27930382,20.234663,True,496.15875,49.36688,17703.285,4.9644814,4936.689,,21.762686,0.011026055
28.887163,2.5736394,121.34646,100,3500,3.6645318e-09,1.0029505,3.6645318e-07,12116.781,30.903223,4.017037,30.903224006141727,7454.2277772426605,585850300.0,117944.74,-1,40.321182,500.0,15.964848,35,3536.5322,0.00084785465,1750000,0.27617577,25.382807,True,121.16781,12.055868,4228.909,1.2134645,1205.5867,,14.938375,0.0003707707
29.706184,2.523835,49.12346,100,3600,6.7841605e-10,1.0540601,6.7841604e-08,4784.3364,31.702793,3.6846304,31.702792210264555,7633.873924255371,47793490.0,16616.422,-1,39.932163,500.0,11.386396,36,1435.152,0.0060181427,1800000,0.2267061,19.615768,True,47.843365,4.7594333,1692.5242,0.4912345,475.9433,,20.316395,0.042081118
29.120089,2.442629,1478.0043,100,3700,3.7526177e-11,1.0003496,3.7526178e-09,147774.6,31.046986,3.4764814,31.04698644600505,7821.35103726387,2272851500.0,5876246.5,-1,38.537945,500.0,9.598869,37,30579.205,1.7017666e-05,1850000,0.21021077,17.089828,True,1477.7458,147.03362,35250.19,14.780044,14703.361,,21.448116,0.0084095895
27.810246,2.4082985,100.604774,100,3800,3.043782e-08,1.0133547,3.043782e-06,9993.871,29.618992,3.8893585,29.618991169680616,8025.0796592235565,207458460.0,8239.305,-1,36.174877,500.0,10.439265,38,3201.9543,0.012136946,1900000,0.21972157,16.995152,True,99.938705,9.943199,3366.1353,1.0060477,994.3201,,19.179726,0.032212406
27.85556,2.3954175,3.0445745,100,3900,2.7217406e-05,2.267335,0.0027217406,199.81023,29.699858,3.7660828,29.699859449013335,8221.132608890533,75039.09,108.15103,-1,36.885937,500.0,11.07492,39,73.973915,0.9246329,1950000,0.26082894,18.260996,True,1.9981022,0.19988889,93.15381,0.030445745,19.98889,,18.62494,0.056777105
25.99089,2.375732,1157.7196,100,4000,1.6808092e-10,1.0005279,1.6808093e-08,115741.42,27.925165,4.156549,27.92516668196151,8437.77235198021,39032615000.0,8919055.0,-1,38.685543,500.0,11.304587,40,33130.918,1.1211951e-05,2000000,0.30052227,22.064964,True,1157.4142,115.16096,38907.594,11.577195,11516.097,,16.620579,0.072286695
28.244375,2.3940513,299.84167,100,4100,1.9843579e-07,1.0013223,1.984358e-05,29964.363,30.14714,4.4958563,30.147141547086104,8649.175799131393,2858278100.0,53756.137,-1,38.05529,500.0,12.331493,41,10222.029,0.0018602527,2050000,0.23877615,20.239641,True,299.64362,29.813967,10663.192,2.9984167,2981.3967,,17.815649,0.019812346
27.269512,2.354526,527.68256,100,4200,8.1381366e-08,1.0015198,8.138137e-06,52728.203,29.108955,3.6455526,29.108954647402562,8900.885071992874,6081208000.0,19678.28,-1,36.788864,500.0,8.317197,42,18436.441,0.0050817453,2100000,0.22409567,15.997107,True,527.28204,52.463497,18694.477,5.2768254,5246.35,,20.791758,0.01007615
27.531895,2.3330352,15.747937,100,4300,6.351629e-07,1.102314,6.3516294e-05,1499.6204,29.361727,4.179222,29.361729611834996,9196.0577647686,1716251.8,3118.5654,-1,36.596706,500.0,11.072405,43,320.246,0.032066025,2150000,0.20735082,18.307383,True,14.996203,1.4916401,422.43155,0.15747935,149.16402,,18.289324,0.0034323633
27.57008,2.3519223,12.12105,100,4400,2.8917182e-07,1.5729678,2.8917182e-05,955.8621,29.417065,4.0323563,29.41706338938279,9465.750753164291,2355846.8,1590.917,-1,36.93968,500.0,14.342521,44,297.31818,0.06285683,2200000,0.30346987,21.865137,True,9.558621,0.9588211,370.98755,0.121210486,95.8821,,15.074541,0.046601117
26.651543,2.3027341,413.19946,100,4500,5.270292e-09,1.0064355,5.270292e-07,41187.527,28.371662,3.9001515,28.371662725594135,9732.137428045273,1023067460.0,54379.113,-1,34.402378,500.0,12.677483,45,9234.866,0.0018389414,2250000,0.30035582,18.708199,True,411.87527,40.979843,9635.986,4.1319947,4097.9844,,15.69418,0.11283012
27.3734,2.3703616,59.20004,100,4600,2.8272703e-07,1.016501,2.8272703e-05,5871.7217,29.208368,3.4975476,29.208368576128287,9985.426140785217,9365481.0,27344.7,-1,36.69937,500.0,10.533148,46,1091.7667,0.003657016,2300000,0.270264,18.02415,True,58.717216,5.841838,1395.2014,0.59200037,584.1838,,18.67522,0.0035980046
26.965385,2.4421122,424.82883,100,4700,1.1784838e-09,1.0063839,1.1784838e-07,42347.86,28.780117,3.5882638,28.78011719366637,10193.19145655632,493070080.0,803917.94,-1,36.29463,500.0,8.996059,47,8843.126,0.0001243908,2350000,0.20830934,16.51057,True,423.47858,42.134293,10470.241,4.2482877,4213.4297,,19.784058,0.020313129
26.976942,2.3775568,4804.281,100,4800,4.891109e-14,1.0000325,4.8911092e-12,480420.25,28.811628,3.9139144,28.811628395008043,10407.032631397247,592238500000.0,187662340.0,-1,36.693726,500.0,10.777308,48,137972.48,5.32872e-07,2400000,0.2473707,18.659407,True,4804.2026,478.01202,163105.83,48.0428,47801.203,,18.034319,0.010645509
27.122961,2.3344748,710.45844,100,4900,4.2983642e-10,1.0008035,4.2983643e-08,71017.32,29.068022,4.3932514,29.068020526035657,10623.902261734009,20647647000.0,1719011.4,-1,38.90122,500.0,16.815926,49,20500.977,5.8172973e-05,2450000,0.23104644,26.649124,True,710.17316,70.66105,23051.166,7.104585,7066.105,,12.252094,0.013167366
27.265352,2.3294673,47.20993,100,5000,1.3320424e-08,1.0175039,1.3320424e-06,4680.1885,29.320534,5.221114,29.320534621948127,10890.026477098465,108467200.0,59405.59,-1,41.10364,500.0,13.456909,50,1289.8862,0.0016833433,2500000,0.32851583,25.240017,True,46.801884,4.656338,1790.8011,0.4720993,465.63382,,15.863626,0.07151422
28.59405,2.3685641,42.358925,100,5100,3.0142783e-07,1.0286876,3.0142784e-05,4176.3086,30.56239,4.547198,30.562391419936095,11155.529428243637,17959858.0,5108.4927,-1,39.366848,500.0,11.275395,51,1098.0168,0.019575246,2550000,0.24204436,20.079851,True,41.763084,4.154874,1238.7017,0.4235893,415.4874,,19.286997,0.019151077
28.463312,2.4092126,74.46935,100,5200,2.9453584e-08,1.076052,2.9453586e-06,7177.4014,30.392776,3.9128594,30.392775676212697,11369.506293773651,19058182.0,82693.32,-1,38.58927,500.0,10.900852,52,1342.6326,0.0012092876,2600000,0.26180834,19.097347,True,71.77401,7.1402216,1897.4777,0.74469346,714.0221,,19.491924,0.026632264
27.677578,2.354955,426.26633,100,5300,4.4457593e-10,1.006146,4.4457593e-08,42496.094,29.68607,4.6802516,29.686067744286632,11590.139946699142,5066940000.0,2880171.2,-1,40.169758,500.0,14.186659,53,10315.656,3.4720157e-05,2650000,0.33146298,24.67035,True,424.96094,42.281914,13724.274,4.2626634,4228.192,,15.499409,0.030261755
29.519297,2.3441076,28.874456,100,5400,7.840077e-08,1.0416213,7.840077e-06,2829.0647,31.602175,4.34524,31.602174463949176,11858.523767232895,9740530.0,12817.308,-1,41.657513,500.0,11.384884,54,660.8988,0.0078019504,2700000,0.21527648,21.440222,True,28.290646,2.8143957,896.70856,0.28874454,281.43958,,20.21729,0.03960155
28.954245,2.2820766,603.87836,100,5500,2.4630629e-09,1.0002632,2.4630629e-07,60379.89,31.013306,4.389665,31.013302873223893,12194.627704143524,7632453000.0,1439988.0,-1,41.181156,500.0,13.404729,55,16834.709,6.944502e-05,2750000,0.26143774,23.572582,True,603.7989,60.077156,19305.568,6.038783,6007.7144,,17.608574,0.06013179
30.815023,2.238432,996.80084,100,5600,6.361588e-11,1.0044284,6.3615886e-09,99459.94,32.965626,4.992252,32.96562255794532,12509.363332033157,5539785700.0,7528827.5,-1,43.011982,500.0,13.308333,56,20902.682,1.3282281e-05,2800000,0.22477494,23.354694,True,994.59937,98.959366,26803.648,9.968009,9895.934,,19.657288,0.017452106
30.574257,2.2309215,521.5923,100,5700,2.176406e-11,1.0008885,2.176406e-09,52136.07,32.65005,4.0403433,32.650048321193445,12834.042674064636,5038706000.0,5396562.5,-1,41.515823,500.0,12.453434,57,12734.255,1.8530314e-05,2850000,0.2476014,21.319208,True,521.3607,51.874504,17556.422,5.2159214,5187.45,,20.196615,0.010148257
29.767952,2.2077723,16.39179,100,5800,1.281637e-08,1.0349731,1.2816371e-06,1611.2048,31.78255,3.9096398,31.782549445434185,13163.11510515213,5202336.5,3357.1504,-1,40.291958,500.0,11.110709,58,450.47583,0.029787168,2900000,0.22540933,19.620117,True,16.112047,1.6028862,567.2035,0.16391788,160.2886,,20.67184,0.04653226
28.741192,2.1804223,566.0524,100,5900,3.0325964e-09,1.0036386,3.0325964e-07,56502.516,30.757048,4.38833,30.757049411780773,13487.150934696198,10050284000.0,1002852.75,-1,40.31716,500.0,14.317931,59,17281.16,9.971554e-05,2950000,0.2561583,23.878042,True,565.02515,56.218277,19299.89,5.6605244,5621.829,,16.43912,0.03316635
29.068909,2.1608887,55.550865,100,6000,1.1717178e-08,1.015864,1.1717178e-06,5511.497,30.979277,4.077166,30.979277818063306,13767.289084911346,73343944.0,43411.316,-1,38.207355,500.0,11.108316,60,1560.5297,0.0023035468,3000000,0.21150625,18.336395,True,55.11497,5.483475,1958.5621,0.5555086,548.34753,,19.87096,0.02853714
28.884157,2.130608,9.533341,100,6100,9.395683e-08,1.1589788,9.395683e-06,885.35846,30.781956,4.1669383,30.781954257973904,13973.113273859024,723136.9,1961.9364,-1,37.95592,500.0,11.531914,61,188.95905,0.05097005,3050000,0.22040622,18.705881,True,8.853584,0.88039184,273.01956,0.09533341,88.039185,,19.25004,0.006741971
28.060923,2.0711303,970.8655,100,6200,3.9403553e-10,1.0004153,3.9403552e-08,97066.39,30.006218,4.2033334,30.00621573999746,14181.724989891052,12962567000.0,2769070.8,-1,38.905815,500.0,11.21152,62,26249.088,3.6113197e-05,3100000,0.2918488,20.111118,True,970.6639,96.57963,29486.154,9.708654,9657.963,,18.794697,0.08026016
27.740604,2.0654223,3.4545639,100,6300,1.00912885e-05,2.230358,0.0010091289,228.15704,29.737022,3.7320557,29.737022124842095,14400.737557172775,83216.26,106.0972,-1,39.92838,500.0,8.328151,63,92.71216,0.94253194,3150000,0.30769983,18.519508,True,2.2815704,0.22872202,113.27597,0.034545638,22.872204,,21.40887,0.06281893
29.167072,2.0778906,3.2403183,100,6400,1.6123403e-06,1.722651,0.00016123403,244.40623,31.124224,4.1136813,31.12422260833763,14661.785497903824,62933.258,190.72386,-1,39.142994,500.0,12.191021,64,67.395706,0.5243182,3200000,0.24229933,20.209791,True,2.4440622,0.24474609,94.42449,0.032403182,24.47461,,18.933203,0.004362628
29.491257,1.9891684,88.91685,100,6500,1.0913552e-08,1.0208402,1.0913552e-06,8800.328,31.46741,3.4998918,31.467409104699918,14891.613501310349,19468886.0,33590.387,-1,39.523087,500.0,8.0011635,65,2117.3591,0.0029770422,3250000,0.24317557,16.05684,True,88.00328,8.755423,2479.5425,0.8891683,875.5421,,23.466246,0.026239812
28.686018,2.0255446,108.625565,100,6600,6.303336e-09,1.0031815,6.303336e-07,10845.316,30.699924,4.4341297,30.699924334754506,15091.52124452591,517411840.0,133476.19,-1,40.27814,500.0,11.30461,66,3637.511,0.0007491973,3300000,0.25274727,20.882826,True,108.45316,10.790781,4373.28,1.0862557,1079.0781,,19.395315,0.05523008
31.144682,2.0585845,4.8980665,100,6700,4.5027728e-06,2.6094658,0.0004502773,290.28043,33.208607,3.2635796,33.208604458314205,15305.507338523865,103770.68,220.13795,-1,41.278427,500.0,7.9107604,67,141.80798,0.45426062,3350000,0.29179984,15.980583,True,2.9028041,0.29923144,172.43048,0.048980664,29.923147,,25.297844,0.11392394
29.791252,2.1329255,2435.218,100,6800,3.0897382e-09,1.0001392,3.0897382e-07,243504.84,31.831326,4.021605,31.83132741992709,15562.334372997284,67666543000.0,61571508.0,-1,40.801476,500.0,11.675377,68,58618.977,1.6241279e-06,3400000,0.28191784,20.645525,True,2435.0483,242.28407,74626.93,24.352179,24228.41,,20.15595,0.027874202
30.547037,2.1186163,78.47152,100,6900,3.5894987e-09,1.0975958,3.5894988e-07,7483.536,32.66042,3.5664632,32.6604198003762,15838.021909952164,29172268.0,36430.15,-1,42.267647,500.0,9.518983,69,1951.757,0.0027449792,3450000,0.32220912,19.12621,True,74.83536,7.4489355,2355.1316,0.7847152,744.89355,,23.141438,0.09930216
29.449343,2.1192555,659.66907,100,7000,1.8634695e-10,1.002245,1.8634696e-08,65892.97,31.412415,3.5617142,31.412414324289422,16146.034227371216,9377054000.0,204339.9,-1,39.26141,500.0,8.213423,70,23983.527,0.0004893807,3500000,0.22779918,16.062418,True,658.9297,65.56196,24870.914,6.59669,6556.1953,,23.198992,0.024606898
31.465458,2.1437635,62.335384,100,7100,5.0057622e-08,1.0662494,5.0057624e-06,6035.159,33.58377,4.5197973,33.58376855394616,16485.33332967758,103114540.0,38216.773,-1,42.366165,500.0,11.512263,71,1987.7505,0.002616652,3550000,0.30827606,20.29466,True,60.35159,6.004509,2401.8608,0.6233538,600.45087,,22.071505,0.10375719
32.253155,2.1311107,73.723564,100,7200,2.1360384e-08,1.0178423,2.1360383e-06,7307.3643,34.47776,3.6633575,34.477760730918064,16740.23937034607,18421176.0,67980.0,-1,44.492043,500.0,8.730069,72,1708.4978,0.0014710209,3600000,0.31491852,18.74435,True,73.07364,7.2701693,2288.5178,0.7372355,727.01697,,25.747692,0.09411399
29.952555,2.1563797,45.174637,100,7300,4.8273915e-08,1.0252062,4.8273914e-06,4461.542,32.00642,4.763839,32.00641756265113,17001.63215327263,88859190.0,7274.4375,-1,41.07722,500.0,12.476684,73,1650.6587,0.013746767,3650000,0.29234406,21.547485,True,44.615417,4.4386544,1825.8331,0.45174626,443.86548,,19.529736,0.03189221
30.169916,2.1224442,102.34628,100,7400,1.6058634e-09,1.0247035,1.6058635e-07,10110.094,32.29599,4.124751,32.295989039872495,17263.314239025116,189721490.0,85353.23,-1,42.52149,500.0,10.999256,74,2930.0334,0.0011716018,3700000,0.20482467,21.224756,True,101.10094,10.058572,3551.1719,1.0234628,1005.8571,,21.296732,0.005952969
30.774977,2.109506,29.063213,100,7500,6.365719e-08,1.1790566,6.365719e-06,2674.1682,32.85812,3.7397847,32.858121234769165,17600.318607330322,27364602.0,9517.897,-1,41.66286,500.0,10.604114,75,993.09814,0.010506522,3750000,0.25012422,19.408854,True,26.741682,2.66073,1196.329,0.29063216,266.073,,22.254007,0.009857312
31.611141,2.1028962,26.135897,100,7600,1.7799369e-08,1.0336086,1.779937e-06,2570.6667,33.838158,4.3937154,33.83815994783235,17897.175749063492,24491658.0,6161.814,-1,44.540394,500.0,12.92368,76,869.5015,0.016228987,3800000,0.24551931,23.625914,True,25.706667,2.557427,1044.3164,0.26135904,255.74268,,20.91448,0.006903395
