AvgRet,BatchSize,VarDiscRet,MinVanillaIw,AvgVanillaIw,ESSClassic,VarRet,AvgEpLen,Delta,AvgNormIw,MaxVanillaIw,EpsThisIter,VarVanillaIw,AvgDiscRet,VanillaAvgRet,VarJ,MaxNormIw,J,ESSRenyi,IterType,Bound,MinNormIw,VarNormIw,eRenyi2
-1094.94238149,100,25840.9544479,0.354412,0.998616,86.1004173259,25840.9544479,500.0,0.2,0.01,2.37095,100,0.162614,-1094.94238149,-1094.94238149,238.548,0.0237423,-1048.99,88.10960511,1,-1467.94,0.00354903,1.63065e-05,1.13495
-1102.20425692,100,15809.5474079,0.442447,0.982777,89.2870066073,15809.5474079,500.0,0.2,0.01,2.16453,100,0.117057,-1102.20425692,-1102.20425692,206.448,0.0220246,-1077.88,89.3960216752,1,-1348.87,0.004502,1.21196e-05,1.11862
-1109.78831021,100,38980.1261925,0.589607,0.983479,96.7061109987,38980.1261925,500.0,0.2,0.01,1.40514,100,0.0332774,-1109.78831021,-1109.78831021,217.897,0.0142874,-1098.74,96.917097407,1,-1497.06,0.00599511,3.44048e-06,1.03181
-1104.07412953,100,51702.2106357,0.116231,0.91979,86.552018057,51702.2106357,500.0,0.2,0.01,1.8916,100,0.132777,-1104.07412953,-1104.07412953,236.423,0.0205656,-1063.09,89.9679976096,1,-1476.76,0.00126367,1.56944e-05,1.11151
-1041.62545791,100,63125.9104634,0.189583,1.01425,85.6941111521,63125.9104634,500.0,0.2,0.01,2.13498,100,0.173469,-1041.62545791,-1041.62545791,297.599,0.0210497,-988.171,84.6994915673,1,-1414.31,0.00186919,1.68628e-05,1.18064
-1038.45485532,100,80414.5370196,0.0389399,1.0036,79.8158946623,80414.5370196,500.0,0.2,0.01,2.35218,100,0.25728,-1038.45485532,-1038.45485532,369.62,0.0234374,-972.264,81.980965337,1,-1405.2,0.000388003,2.55438e-05,1.2198
-964.094277317,100,60017.6859681,0.00222537,0.950888,64.7639798868,60017.6859681,500.0,0.2,0.01,3.02718,100,0.496909,-964.094277317,-964.094277317,265.134,0.0318353,-835.159,71.705287668,1,-1297.78,2.3403e-05,5.49564e-05,1.3946
-906.322227634,100,94630.0496605,0.0126966,0.94657,68.1851538963,94630.0496605,500.0,0.2,0.01,2.53028,100,0.42229,-906.322227634,-906.322227634,214.955,0.026731,-772.967,72.8327805719,1,-1232.5,0.000134133,4.71308e-05,1.37301
-808.058228618,100,61544.3372824,0.228405,0.955485,86.9076342484,61544.3372824,500.0,0.2,0.01,1.93092,100,0.138922,-808.058228618,-808.058228618,223.239,0.0202088,-763.649,89.0616199525,1,-1179.07,0.00239046,1.52169e-05,1.12282
-749.264736516,100,26191.5589315,0.0952857,1.0019,84.7310971264,26191.5589315,500.0,0.2,0.01,2.07101,100,0.182716,-749.264736516,-749.264736516,128.348,0.0206709,-705.816,85.2761147814,1,-1003.29,0.000951053,1.82024e-05,1.17266
-667.31564415,100,14702.7202365,0.0753596,1.01584,81.7002921064,14702.7202365,500.0,0.2,0.01,2.01925,100,0.233473,-667.31564415,-667.31564415,93.5891,0.0198776,-626.822,84.4531746223,1,-842.826,0.000741844,2.26248e-05,1.18409
-663.681999349,100,15386.8260786,0.202055,1.02608,92.2761258682,15386.8260786,500.0,0.2,0.01,1.55642,100,0.0890168,-663.681999349,-663.681999349,92.852,0.0151687,-641.133,92.50085073,1,-911.624,0.00196919,8.45493e-06,1.08107
-646.965092316,100,8930.42421666,0.140642,0.973033,89.4171370735,8930.42421666,500.0,0.2,0.01,1.65338,100,0.113188,-646.965092316,-646.965092316,67.5958,0.016992,-624.271,91.7420729734,1,-835.346,0.0014454,1.19549e-05,1.09001
-629.078819658,100,6571.71040269,,0.812636,1.0,6571.71040269,500.0,0.2,0.01,81.2636,100,66.0377,-629.078819658,-629.078819658,1.77187e-10,1.0,-553.295,99.998569509,1,-750.56,,0.01,1.00001
-629.078819658,200,109525.668575,0.0123056,inf,nan,6571.71040269,500.0,0.2,nan,inf,100,nan,-885.168124522,-629.078819658,nan,nan,nan,nan,,nan,nan,nan,nan
-620.747887952,200,9933.57781269,0.307119,1.02868,185.414545106,9933.57781269,500.0,0.2,0.005,2.28203,100,0.0836582,-620.747887952,-620.747887952,78.1474,0.0110921,-612.728,187.714371707,1,-799.461,0.00149279,1.97648e-06,1.06545
-664.487353979,200,55552.7742807,1.0,1.0,100.0,55552.7742807,500.0,0.2,0.01,1.0,100,,-664.487353979,-664.487353979,234.515,0.01,-664.487,200.0,2,-1056.68,0.01,3.50449e-18,1.0
-614.911459689,200,6458.90099003,0.156984,0.968436,178.403323841,6458.90099003,500.0,0.2,0.005,1.72935,100,0.114105,-614.911459689,-614.911459689,106.757,0.00892856,-611.261,183.239057322,1,-900.985,0.000810504,3.04159e-06,1.09147
-615.550460247,200,23683.3470475,1.0,1.0,100.0,23683.3470475,500.0,0.2,0.01,1.0,100,,-615.550460247,-615.550460247,153.123,0.01,-615.55,200.0,2,-1007.61,0.01,3.50449e-18,1.0
-605.954619993,200,8912.80683462,0.55668,1.00075,196.509795338,8912.80683462,500.0,0.2,0.005,1.30722,100,0.0178772,-605.954619993,-605.954619993,123.109,0.00653121,-605.667,196.343174474,1,-885.466,0.00278131,4.4626e-07,1.01862
-589.00392881,200,4755.98857291,1.0,1.0,100.0,4755.98857291,500.0,0.2,0.01,1.0,100,,-589.00392881,-589.00392881,68.618,0.01,-589.004,200.0,2,-769.795,0.01,3.50449e-18,1.0
-602.893171513,200,6691.443847,0.298209,0.993637,182.31835003,6691.443847,500.0,0.2,0.005,1.59145,100,0.0962332,-602.893171513,-602.893171513,68.0112,0.00800822,-583.409,184.831191815,1,-737.969,0.00150059,2.43674e-06,1.08207
-595.822456735,200,5375.89483163,1.0,1.0,100.0,5375.89483163,500.0,0.2,0.01,1.0,100,,-595.822456735,-595.822456735,72.953,0.01,-595.822,200.0,2,-766.116,0.01,3.50449e-18,1.0
-585.514169211,200,4667.22417424,0.250932,0.987418,173.968921814,4667.22417424,500.0,0.2,0.005,2.5409,100,0.146622,-585.514169211,-585.514169211,64.6975,0.0128664,-576.056,177.871376595,1,-703.743,0.00127065,3.75956e-06,1.12441
-576.548014132,200,3553.17980536,1.0,1.0,100.0,3553.17980536,500.0,0.2,0.01,1.0,100,,-576.548014132,-576.548014132,59.3098,0.01,-576.548,200.0,2,-727.151,0.01,3.50449e-18,1.0
-570.123063152,200,2723.63719983,0.240494,1.04731,178.169771175,2723.63719983,500.0,0.2,0.005,2.11601,100,0.135069,-570.123063152,-570.123063152,55.0544,0.0101021,-561.568,180.297848167,1,-673.728,0.00114815,3.07851e-06,1.10928
-579.587225966,200,5126.2572383,1.0,1.0,100.0,5126.2572383,500.0,0.2,0.01,1.0,100,,-579.587225966,-579.587225966,71.239,0.01,-579.587,200.0,2,-802.793,0.01,3.50449e-18,1.0
-580.49246879,200,3638.02604411,0.360844,1.01704,193.960945316,3638.02604411,500.0,0.2,0.005,1.3356,100,0.0323678,-580.49246879,-580.49246879,55.4176,0.0065661,-574.94,194.332563056,1,-735.055,0.00177399,7.82311e-07,1.02916
-573.199778613,200,3801.04517575,1.0,1.0,100.0,3801.04517575,500.0,0.2,0.01,1.0,100,,-573.199778613,-573.199778613,61.3436,0.01,-573.2,200.0,2,-736.491,0.01,3.50449e-18,1.0
-573.27052458,200,3927.84770651,0.251329,1.0004,190.259855463,3927.84770651,500.0,0.2,0.005,1.43463,100,0.0514927,-573.27052458,-573.27052458,55.2745,0.00717023,-566.651,191.132487274,1,-705.046,0.00125613,1.28628e-06,1.04639
-575.136190724,200,4459.2298453,1.0,1.0,100.0,4459.2298453,500.0,0.2,0.01,1.0,100,,-575.136190724,-575.136190724,66.4427,0.01,-575.136,200.0,2,-771.774,0.01,3.50449e-18,1.0
-564.124699108,200,2258.07682064,0.521055,1.00779,192.218046221,2258.07682064,500.0,0.2,0.005,1.65873,100,0.0413254,-564.124699108,-564.124699108,54.3712,0.0082295,-564.679,193.150626422,1,-706.167,0.00258513,1.01722e-06,1.03546
-556.105523514,200,2452.90620945,1.0,1.0,100.0,2452.90620945,500.0,0.2,0.01,1.0,100,,-556.105523514,-556.105523514,49.2786,0.01,-556.106,200.0,2,-689.087,0.01,3.50449e-18,1.0
-570.037528737,200,21808.5158288,0.774526,0.997857,198.581031032,21808.5158288,500.0,0.2,0.005,1.21673,100,0.00715078,-570.037528737,-570.037528737,107.235,0.00609671,-561.141,198.620224599,1,-839.337,0.00388095,1.79538e-07,1.00695
-558.876824935,200,2529.09987023,1.0,1.0,100.0,2529.09987023,500.0,0.2,0.01,1.0,100,,-558.876824935,-558.876824935,50.0381,0.01,-558.877,200.0,2,-703.968,0.01,3.50449e-18,1.0
-552.115409627,200,3251.20849424,0.404788,1.01135,187.064765639,3251.20849424,500.0,0.2,0.005,2.05622,100,0.0710819,-552.115409627,-552.115409627,55.6809,0.0101658,-548.144,187.226803543,1,-661.848,0.00200123,1.7374e-06,1.06822
-542.269371789,200,2689.3778955,1.0,1.0,100.0,2689.3778955,500.0,0.2,0.01,1.0,100,,-542.269371789,-542.269371789,51.5993,0.01,-542.269,200.0,2,-677.017,0.01,3.50449e-18,1.0
-541.614947621,200,2097.42190916,0.533698,1.0032,192.298998386,2097.42190916,500.0,0.2,0.005,1.6738,100,0.0405067,-541.614947621,-541.614947621,50.0982,0.00834231,-538.241,192.642632022,1,-635.324,0.00265997,1.00621e-06,1.03819
-554.660092259,200,1873.74727201,1.0,1.0,100.0,1873.74727201,500.0,0.2,0.01,1.0,100,,-554.660092259,-554.660092259,43.0698,0.01,-554.66,200.0,2,-686.04,0.01,3.50449e-18,1.0
-553.013382927,200,2473.42797513,0.374457,0.998516,190.630448141,2473.42797513,500.0,0.2,0.005,1.6591,100,0.0492506,-553.013382927,-553.013382927,46.1485,0.00830781,-548.817,190.862082107,1,-659.617,0.00187507,1.23493e-06,1.04788
-543.193421699,200,2404.91404534,1.0,1.0,100.0,2404.91404534,500.0,0.2,0.01,1.0,100,,-543.193421699,-543.193421699,48.7941,0.01,-543.193,200.0,2,-673.333,0.01,3.50449e-18,1.0
-545.975151524,200,2586.60561283,0.339318,1.02834,180.311167171,2586.60561283,500.0,0.2,0.005,2.20747,100,0.116051,-545.975151524,-545.975151524,53.9123,0.0107332,-536.319,184.181376085,1,-640.8,0.00164983,2.74357e-06,1.08589
-547.977819997,200,6569.66647641,1.0,1.0,100.0,6569.66647641,500.0,0.2,0.01,1.0,100,,-547.977819997,-547.977819997,80.6472,0.01,-547.978,200.0,2,-785.529,0.01,3.50449e-18,1.0
-548.001242871,200,2801.15107275,0.219134,0.993,195.698039498,2801.15107275,500.0,0.2,0.005,1.30854,100,0.0217848,-548.001242871,-548.001242871,51.6548,0.00658884,-543.139,195.757951682,1,-712.924,0.00110339,5.52325e-07,1.02167
-538.916363645,200,4291.15928446,1.0,1.0,100.0,4291.15928446,500.0,0.2,0.01,1.0,100,,-538.916363645,-538.916363645,65.1786,0.01,-538.916,200.0,2,-724.109,0.01,3.50449e-18,1.0
-539.186126823,200,2724.6220943,0.319122,0.98598,185.538274311,2724.6220943,500.0,0.2,0.005,1.6646,100,0.0761551,-539.186126823,-539.186126823,54.8241,0.00844135,-530.598,188.372712907,1,-665.53,0.0016183,1.95841e-06,1.06172
-535.740047663,200,2635.68425592,1.0,1.0,100.0,2635.68425592,500.0,0.2,0.01,1.0,100,,-535.740047663,-535.740047663,51.0816,0.01,-535.74,200.0,2,-666.58,0.01,3.50449e-18,1.0
-529.432933007,200,2716.2422878,0.113757,0.971608,182.987176147,2716.2422878,500.0,0.2,0.005,1.69057,100,0.0882093,-529.432933007,-529.432933007,52.0281,0.00869984,-524.813,184.691671698,1,-624.585,0.000585407,2.336e-06,1.08289
-524.049252582,200,2353.06866442,1.0,1.0,100.0,2353.06866442,500.0,0.2,0.01,1.0,100,,-524.049252582,-524.049252582,48.2653,0.01,-524.049,200.0,2,-660.184,0.01,3.50449e-18,1.0
-523.834805791,200,3336.99892505,0.388591,0.997005,191.710718121,3336.99892505,500.0,0.2,0.005,1.54681,100,0.0431964,-523.834805791,-523.834805791,53.2645,0.00775727,-519.788,191.760672229,1,-618.096,0.00194879,1.08641e-06,1.04297
-530.61418174,200,3344.18394176,1.0,1.0,100.0,3344.18394176,500.0,0.2,0.01,1.0,100,,-530.61418174,-530.61418174,57.539,0.01,-530.614,200.0,2,-671.463,0.01,3.50449e-18,1.0
-520.883001011,200,2175.59025462,0.23918,1.00822,186.651360535,2175.59025462,500.0,0.2,0.005,2.34541,100,0.073063,-520.883001011,-520.883001011,53.4703,0.0116314,-520.039,188.885667717,1,-622.523,0.00118615,1.7969e-06,1.05884
-519.277386663,200,2393.83424756,1.0,1.0,100.0,2393.83424756,500.0,0.2,0.01,1.0,100,,-519.277386663,-519.277386663,48.6816,0.01,-519.277,200.0,2,-654.384,0.01,3.50449e-18,1.0
-526.967508986,200,2851.87632628,0.188825,1.035,180.667499826,2851.87632628,500.0,0.2,0.005,1.77986,100,0.115204,-526.967508986,-526.967508986,53.2617,0.00859831,-515.007,184.205197798,1,-614.554,0.000912194,2.68859e-06,1.08575
-517.537364213,200,2370.45797081,1.0,1.0,100.0,2370.45797081,500.0,0.2,0.01,1.0,100,,-517.537364213,-517.537364213,48.4433,0.01,-517.537,200.0,2,-646.525,0.01,3.50449e-18,1.0
-517.58542318,200,2404.97770856,0.386778,1.00925,191.429303801,2404.97770856,500.0,0.2,0.005,1.47607,100,0.0458333,-517.58542318,-517.58542318,48.1128,0.00731271,-513.323,191.229912683,1,-611.932,0.00191617,1.12493e-06,1.04586
-512.021704285,200,2078.4175949,1.0,1.0,100.0,2078.4175949,500.0,0.2,0.01,1.0,100,,-512.021704285,-512.021704285,45.3611,0.01,-512.022,200.0,2,-638.198,0.01,3.50449e-18,1.0
-516.583855601,200,2842.52645565,0.49074,1.00713,193.14355462,2842.52645565,500.0,0.2,0.005,1.71102,100,0.0361879,-516.583855601,-516.583855601,51.4385,0.00849455,-510.783,193.205032963,1,-617.551,0.00243633,8.91931e-07,1.03517
-515.897139166,200,2447.78930785,1.0,1.0,100.0,2447.78930785,500.0,0.2,0.01,1.0,100,,-515.897139166,-515.897139166,49.2271,0.01,-515.897,200.0,2,-651.284,0.01,3.50449e-18,1.0
-512.251667619,200,2126.82388151,0.475976,0.999922,194.80787172,2126.82388151,500.0,0.2,0.005,1.27732,100,0.0267826,-512.251667619,-512.251667619,46.7331,0.0063871,-511.583,195.038843932,1,-608.526,0.00238007,6.69671e-07,1.02544
-505.844056093,200,1851.24516906,1.0,1.0,100.0,1851.24516906,500.0,0.2,0.01,1.0,100,,-505.844056093,-505.844056093,42.8104,0.01,-505.844,200.0,2,-628.032,0.01,3.50449e-18,1.0
-510.134731169,200,2379.72683226,0.42766,0.988123,190.184329652,2379.72683226,500.0,0.2,0.005,1.44903,100,0.0506463,-510.134731169,-510.134731169,47.3732,0.00733225,-503.811,190.80957286,1,-598.633,0.002164,1.29678e-06,1.04817
-496.947521295,200,1629.25434672,1.0,1.0,100.0,1629.25434672,500.0,0.2,0.01,1.0,100,,-496.947521295,-496.947521295,40.1617,0.01,-496.948,200.0,2,-616.595,0.01,3.50449e-18,1.0
-503.832776334,200,1817.28703394,0.470002,1.00014,193.95232087,1817.28703394,500.0,0.2,0.005,1.37556,100,0.0313471,-503.832776334,-503.832776334,41.5694,0.00687685,-497.825,194.21609976,1,-586.174,0.00234968,7.83458e-07,1.02978
-504.981692189,200,1852.74495671,1.0,1.0,100.0,1852.74495671,500.0,0.2,0.01,1.0,100,,-504.981692189,-504.981692189,42.8278,0.01,-504.982,200.0,2,-625.286,0.01,3.50449e-18,1.0
-505.323615657,200,3213.54977954,0.467838,0.998039,192.889291186,3213.54977954,500.0,0.2,0.005,1.42904,100,0.0369047,-505.323615657,-505.323615657,51.0704,0.00715924,-501.311,193.023182503,1,-613.258,0.00234379,9.26246e-07,1.03614
-503.885485982,200,2389.43648287,1.0,1.0,100.0,2389.43648287,500.0,0.2,0.01,1.0,100,,-503.885485982,-503.885485982,48.6368,0.01,-503.885,200.0,2,-627.208,0.01,3.50449e-18,1.0
-507.750631969,200,2088.49186023,0.40976,0.991669,189.691026418,2088.49186023,500.0,0.2,0.005,1.51838,100,0.0537128,-507.750631969,-507.750631969,45.6437,0.00765568,-501.592,190.778653898,1,-591.258,0.00206601,1.36548e-06,1.04834
-507.151774327,200,1682.4412049,1.0,1.0,100.0,1682.4412049,500.0,0.2,0.01,1.0,100,,-507.151774327,-507.151774327,40.812,0.01,-507.152,200.0,2,-628.872,0.01,3.50449e-18,1.0
-504.046559506,200,2351.02632982,0.392047,0.978463,187.042166111,2351.02632982,500.0,0.2,0.005,1.88638,100,0.0666593,-504.046559506,-504.046559506,45.8329,0.00963951,-499.768,187.702820932,1,-592.738,0.00200338,1.74065e-06,1.06551
-497.92191124,200,3274.94245609,1.0,1.0,100.0,3274.94245609,500.0,0.2,0.01,1.0,100,,-497.92191124,-497.92191124,56.9403,0.01,-497.922,200.0,2,-627.843,0.01,3.50449e-18,1.0
-500.324270343,200,2090.01869387,0.386469,1.01428,179.919840497,2090.01869387,500.0,0.2,0.005,2.81843,100,0.115393,-500.324270343,-500.324270343,58.5001,0.0138938,-492.531,184.997233954,1,-588.052,0.00190514,2.80418e-06,1.0811
-498.150862089,200,1917.27274618,1.0,1.0,100.0,1917.27274618,500.0,0.2,0.01,1.0,100,,-498.150862089,-498.150862089,43.5672,0.01,-498.151,200.0,2,-618.111,0.01,3.50449e-18,1.0
-495.038074917,200,1709.02244477,0.400003,0.977044,192.092410743,1709.02244477,500.0,0.2,0.005,1.44736,100,0.0394946,-495.038074917,-495.038074917,43.0817,0.00740684,-493.519,193.020406609,1,-579.864,0.002047,1.03431e-06,1.03616
-493.850946911,200,2078.15141762,1.0,1.0,100.0,2078.15141762,500.0,0.2,0.01,1.0,100,,-493.850946911,-493.850946911,45.3582,0.01,-493.851,200.0,2,-618.206,0.01,3.50449e-18,1.0
-494.730950409,200,2435.47614865,0.334477,0.998916,190.595345266,2435.47614865,500.0,0.2,0.005,1.52749,100,0.0494843,-494.730950409,-494.730950409,47.3009,0.00764573,-490.403,191.158576742,1,-580.772,0.0016742,1.23979e-06,1.04625
-490.705081447,200,2164.84160025,1.0,1.0,100.0,2164.84160025,500.0,0.2,0.01,1.0,100,,-490.705081447,-490.705081447,46.2946,0.01,-490.705,200.0,2,-615.274,0.01,3.50449e-18,1.0
-485.299820377,200,2127.40651725,0.59671,1.01271,195.908287466,2127.40651725,500.0,0.2,0.005,1.3392,100,0.021528,-485.299820377,-485.299820377,45.2061,0.00661199,-486.163,196.18252914,1,-577.539,0.00294612,5.24778e-07,1.01946
-488.849612717,200,1987.63988474,1.0,1.0,100.0,1987.63988474,500.0,0.2,0.01,1.0,100,,-488.849612717,-488.849612717,44.3595,0.01,-488.85,200.0,2,-612.665,0.01,3.50449e-18,1.0
-495.942559648,200,1840.83371314,0.48398,1.0133,191.013303618,1840.83371314,500.0,0.2,0.005,2.20007,100,0.0485502,-495.942559648,-495.942559648,45.1596,0.010856,-489.987,194.559320752,1,-580.597,0.00238814,1.1821e-06,1.02796
-492.896661108,200,2542.13850054,1.0,1.0,100.0,2542.13850054,500.0,0.2,0.01,1.0,100,,-492.896661108,-492.896661108,50.1669,0.01,-492.897,200.0,2,-616.349,0.01,3.50449e-18,1.0
-492.001124185,200,2095.66695018,0.510058,1.00347,192.789367923,2095.66695018,500.0,0.2,0.005,1.41509,100,0.0378514,-492.001124185,-492.001124185,48.0523,0.00705095,-489.226,193.001732472,1,-580.686,0.00254146,9.39744e-07,1.03626
-489.454945783,200,2069.49635013,1.0,1.0,100.0,2069.49635013,500.0,0.2,0.01,1.0,100,,-489.454945783,-489.454945783,45.2637,0.01,-489.455,200.0,2,-612.13,0.01,3.50449e-18,1.0
-483.961302058,200,2700.16749508,0.209152,1.00027,180.072553609,2700.16749508,500.0,0.2,0.005,1.83786,100,0.111281,-483.961302058,-483.961302058,49.6821,0.00918677,-478.447,181.899532729,1,-569.405,0.00104547,2.78049e-06,1.09951
-476.716514883,200,1874.04441685,1.0,1.0,100.0,1874.04441685,500.0,0.2,0.01,1.0,100,,-476.716514883,-476.716514883,43.0732,0.01,-476.716,200.0,2,-590.213,0.01,3.50449e-18,1.0
-481.981764896,200,1992.40808591,0.411885,1.01026,195.582862427,1992.40808591,500.0,0.2,0.005,1.29833,100,0.0231666,-481.981764896,-481.981764896,44.39,0.00642573,-477.324,195.551388488,1,-570.202,0.00203851,5.6746e-07,1.02275
-481.795711326,200,2166.7451627,1.0,1.0,100.0,2166.7451627,500.0,0.2,0.01,1.0,100,,-481.795711326,-481.795711326,46.315,0.01,-481.796,200.0,2,-601.857,0.01,3.50449e-18,1.0
-484.836070485,200,2572.1902948,0.402005,1.00857,191.746997006,2572.1902948,500.0,0.2,0.005,1.49987,100,0.0440023,-484.836070485,-484.836070485,49.5694,0.00743561,-479.661,191.675296152,1,-567.81,0.00199295,1.08144e-06,1.04343
-476.76312254,200,2500.11624177,1.0,1.0,100.0,2500.11624177,500.0,0.2,0.01,1.0,100,,-476.76312254,-476.76312254,49.7505,0.01,-476.763,200.0,2,-590.828,0.01,3.50449e-18,1.0
-487.977547586,200,2133.02375504,0.471915,1.00193,195.08506931,2133.02375504,500.0,0.2,0.005,1.60238,100,0.0254185,-487.977547586,-487.977547586,50.2894,0.00799647,-480.643,195.831207975,1,-567.605,0.00235503,6.3302e-07,1.02129
-472.578208426,200,2031.6343529,1.0,1.0,100.0,2031.6343529,500.0,0.2,0.01,1.0,100,,-472.578208426,-472.578208426,44.8477,0.01,-472.578,200.0,2,-589.81,0.01,3.50449e-18,1.0
-479.929954633,200,2674.89046903,0.470768,0.99809,193.561001195,2674.89046903,500.0,0.2,0.005,1.46177,100,0.0333053,-479.929954633,-479.929954633,48.0569,0.00732286,-473.445,193.824185,1,-564.259,0.00235835,8.35822e-07,1.03186
-475.132850499,200,1892.16336526,1.0,1.0,100.0,1892.16336526,500.0,0.2,0.01,1.0,100,,-475.132850499,-475.132850499,43.281,0.01,-475.133,200.0,2,-590.986,0.01,3.50449e-18,1.0
-476.289209521,200,1912.78135717,0.406046,1.0054,190.864598497,1912.78135717,500.0,0.2,0.005,1.3939,100,0.0486246,-476.289209521,-476.289209521,44.2323,0.00693207,-472.542,192.273163965,1,-556.092,0.00201932,1.20259e-06,1.04019
-482.472125633,200,1973.28646682,1.0,1.0,100.0,1973.28646682,500.0,0.2,0.01,1.0,100,,-482.472125633,-482.472125633,44.199,0.01,-482.472,200.0,2,-597.563,0.01,3.50449e-18,1.0
-470.353883265,200,2144.18088713,0.231178,0.987601,187.095181406,2144.18088713,500.0,0.2,0.005,1.39726,100,0.0676126,-470.353883265,-470.353883265,45.6631,0.00707399,-471.241,188.998740888,1,-562.548,0.0011704,1.73302e-06,1.05821
-467.246201457,200,1572.82765975,1.0,1.0,100.0,1572.82765975,500.0,0.2,0.01,1.0,100,,-467.246201457,-467.246201457,39.4601,0.01,-467.246,200.0,2,-583.487,0.01,3.50449e-18,1.0
-482.859478995,200,2248.20244591,0.482695,1.00162,191.339792583,2248.20244591,500.0,0.2,0.005,1.54187,100,0.0456357,-482.859478995,-482.859478995,43.6777,0.00769691,-471.56,191.720746107,1,-559.445,0.00240958,1.13721e-06,1.04318
-475.217528999,200,1876.1983652,1.0,1.0,100.0,1876.1983652,500.0,0.2,0.01,1.0,100,,-475.217528999,-475.217528999,43.098,0.01,-475.218,200.0,2,-591.012,0.01,3.50449e-18,1.0
-479.628246705,200,1978.40880329,0.682511,0.995398,196.314767266,1978.40880329,500.0,0.2,0.005,1.53948,100,0.018693,-479.628246705,-479.628246705,43.2603,0.00773299,-475.7,196.256838253,1,-568.14,0.00342833,4.71656e-07,1.01907
-470.941319145,200,1853.50367716,1.0,1.0,100.0,1853.50367716,500.0,0.2,0.01,1.0,100,,-470.941319145,-470.941319145,42.8365,0.01,-470.941,200.0,2,-592.303,0.01,3.50449e-18,1.0
