VarDiscRet,AvgVanillaIw,AvgNormIw,J,Delta,VarJ,MinVanillaIw,MaxNormIw,VarVanillaIw,AvgRet,VanillaAvgRet,AvgEpLen,AvgDiscRet,MinNormIw,BatchSize,ESSClassic,VarRet,ESSRenyi,Bound,EpsThisIter,IterType,eRenyi2,MaxVanillaIw,VarNormIw
7093.95039345,1.0,0.005,-85.2437,0.9,77.2307,1.0,0.005,,-88.1276502225,-88.1276502225,120.99,-88.1276502225,0.005,500,200.000000102,7093.95039345,500.0,-95.0758,100,2,1.0,1.0,2.1793e-19
2564.66897224,1.0,0.00333333,-80.5666,0.9,69.7602,1.0,0.00333333,,-71.2123302914,-71.2123302914,100.62,-71.2123302914,0.00333333,500,299.999969474,2564.66897224,500.0,-88.5945,100,2,1.0,1.0,5.43914e-20
4918.49177166,1.0,0.0025,-80.3619,0.9,69.7661,1.0,0.0025,,-79.7477259281,-79.7477259281,111.55,-79.7477259281,0.0025,500,400.0,4918.49177166,500.0,-87.3142,100,2,1.0,1.0,5.4346e-20
7148.82231551,1.22652,0.002,-76.7034,0.9,69.744,0.00399892,0.00293684,0.666034,-87.9270523402,-87.9270523402,120.86,-87.9270523402,6.52076e-06,500,346.775666389,7148.82231551,398.692527776,-83.6672,100,1,1.2541,1.80105,1.77095e-06
8269.29990243,1.0,0.01,-89.8425,0.9,90.4799,1.0,0.01,,-89.8425477396,-89.8425477396,122.57,-89.8425477396,0.01,500,100.0,8269.29990243,500.0,-103.747,100,2,1.0,1.0,3.50449e-18
3749.28967808,1.0,0.005,-82.0369,0.9,77.525,1.0,0.005,,-74.2312757434,-74.2312757434,104.41,-74.2312757434,0.005,500,200.000000102,3749.28967808,500.0,-91.869,100,2,1.0,1.0,2.1793e-19
8241.095697,1.0,0.00333333,-85.0746,0.9,82.1265,1.0,0.00333333,,-91.1498671174,-91.1498671174,124.31,-91.1498671174,0.00333333,500,299.999969474,8241.095697,500.0,-93.1025,100,2,1.0,1.0,5.43914e-20
8161.20457684,1.0,0.0025,-87.003,0.9,84.1999,1.0,0.0025,,-92.7881432666,-92.7881432666,126.32,-92.7881432666,0.0025,500,400.0,8161.20457684,500.0,-93.9553,100,2,1.0,1.0,5.4346e-20
4896.38201894,1.08472,0.002,-85.1685,0.9,83.0335,0.103985,0.00216107,0.0660842,-79.5025274758,-79.5025274758,110.92,-79.5025274758,0.000191727,500,473.460127557,4896.38201894,486.238782047,-91.4743,100,1,1.0283,1.17208,2.24658e-07
6040.84086824,1.0,0.01,-84.2824,0.9,77.3333,1.0,0.01,,-84.2823526008,-84.2823526008,115.88,-84.2823526008,0.01,500,100.0,6040.84086824,500.0,-98.187,100,2,1.0,1.0,3.50449e-18
6049.41177174,1.0,0.005,-83.5763,0.9,77.3639,1.0,0.005,,-82.8703522676,-82.8703522676,114.22,-82.8703522676,0.005,500,200.000000102,6049.41177174,500.0,-93.4085,100,2,1.0,1.0,2.1793e-19
4941.31571908,1.0,0.00333333,-82.5773,0.9,74.985,1.0,0.00333333,,-80.5791103683,-80.5791103683,111.92,-80.5791103683,0.00333333,500,299.999969474,4941.31571908,500.0,-90.6052,100,2,1.0,1.0,5.43914e-20
9330.63545476,1.0,0.0025,-85.265,0.9,80.9201,1.0,0.0025,,-93.3280465247,-93.3280465247,126.55,-93.3280465247,0.0025,500,400.0,9330.63545476,500.0,-92.2173,100,2,1.0,1.0,5.4346e-20
4911.43272958,1.22282,0.002,-83.0334,0.9,108.814,0.112547,0.0118845,1.78836,-79.5788720816,-79.5788720816,110.86,-79.5788720816,0.000184077,500,227.935488792,4911.43272958,459.295102105,-89.5215,100,1,1.08862,7.26632,4.78397e-06
9313.37633618,1.0,0.01,-94.2896,0.9,96.0221,1.0,0.01,,-94.2896182603,-94.2896182603,127.64,-94.2896182603,0.01,500,100.0,9313.37633618,500.0,-108.194,100,2,1.0,1.0,3.50449e-18
1378.30494317,1.0,0.005,-82.3421,0.9,73.7233,1.0,0.005,,-70.3946747623,-70.3946747623,100.37,-70.3946747623,0.005,500,200.000000102,1378.30494317,500.0,-92.1743,100,2,1.0,1.0,2.1793e-19
4940.56728903,1.0,0.00333333,-81.8298,0.9,72.4867,1.0,0.00333333,,-80.8051878072,-80.8051878072,112.49,-80.8051878072,0.00333333,500,299.999969474,4940.56728903,500.0,-89.8577,100,2,1.0,1.0,5.43914e-20
6036.00591662,1.0,0.0025,-82.7865,0.9,73.7388,1.0,0.0025,,-85.6564479068,-85.6564479068,118.33,-85.6564479068,0.0025,500,400.0,6036.00591662,500.0,-89.7389,100,2,1.0,1.0,5.4346e-20
7126.47489768,6.24104,0.002,-68.7407,0.9,58.9005,0.413357,0.0647848,957.601,-88.2834857294,-88.2834857294,121.21,-88.2834857294,0.000132464,500,19.5804424142,7126.47489768,499.996185332,-74.9592,100,1,1.00001,202.162,9.83399e-05
9208.78968108,1.0,0.01,-95.6686,0.9,95.4814,1.0,0.01,,-95.6686016189,-95.6686016189,129.62,-95.6686016189,0.01,500,100.0,9208.78968108,500.0,-109.574,100,2,1.0,1.0,3.50449e-18
5984.91951059,1.0,0.005,-90.6761,0.9,86.8666,1.0,0.005,,-85.6836508495,-85.6836508495,118.21,-85.6836508495,0.005,500,200.000000102,5984.91951059,500.0,-100.509,100,2,1.0,1.0,2.1793e-19
8290.37924615,1.0,0.00333333,-90.5202,0.9,88.1273,1.0,0.00333333,,-90.2083055151,-90.2083055151,122.74,-90.2083055151,0.00333333,500,299.999969474,8290.37924615,500.0,-98.5486,100,2,1.0,1.0,5.43914e-20
1378.29480758,1.0,0.0025,-85.5476,0.9,78.9944,1.0,0.0025,,-70.6300212465,-70.6300212465,100.95,-70.6300212465,0.0025,500,400.0,1378.29480758,500.0,-92.5004,100,2,1.0,1.0,5.4346e-20
3764.79976321,1.20316,0.002,-81.5878,0.9,74.6449,0.0583833,0.00377544,0.512062,-78.297098421,-78.297098421,109.62,-78.297098421,9.70499e-05,500,369.542926657,3764.79976321,397.292732466,-88.5642,100,1,1.25852,2.27123,1.41493e-06
1396.38775671,1.0,0.01,-70.9969,0.9,37.181,1.0,0.01,,-70.9969370437,-70.9969370437,101.15,-70.9969370437,0.01,500,100.0,1396.38775671,500.0,-84.9014,100,2,1.0,1.0,3.50449e-18
6051.63539881,1.0,0.005,-77.6829,0.9,61.0858,1.0,0.005,,-84.3688887332,-84.3688887332,116.48,-84.3688887332,0.005,500,200.000000102,6051.63539881,500.0,-87.515,100,2,1.0,1.0,2.1793e-19
7138.98798373,1.0,0.00333333,-81.0873,0.9,69.7617,1.0,0.00333333,,-87.8960173748,-87.8960173748,119.87,-87.8960173748,0.00333333,500,299.999969474,7138.98798373,500.0,-89.1152,100,2,1.0,1.0,5.43914e-20
8261.58265794,1.0,0.0025,-83.5671,0.9,75.5858,1.0,0.0025,,-91.0065010099,-91.0065010099,124.13,-91.0065010099,0.0025,500,400.0,8261.58265794,500.0,-90.5194,100,2,1.0,1.0,5.4346e-20
4943.45021889,1.24231,0.002,-76.5973,0.9,57.4306,0.238718,0.0358921,9.26766,-78.6233543019,-78.6233543019,109.14,-78.6233543019,0.000384312,500,71.500939411,4943.45021889,302.207496739,-84.5958,100,1,1.65449,22.2946,2.40198e-05
7098.63876721,1.0,0.01,-88.2276,0.9,83.8311,1.0,0.01,,-88.2276244764,-88.2276244764,121.05,-88.2276244764,0.01,500,100.0,7098.63876721,500.0,-102.132,100,2,1.0,1.0,3.50449e-18
4971.04294174,1.0,0.005,-83.468,0.9,77.4412,1.0,0.005,,-78.708442073,-78.708442073,109.61,-78.708442073,0.005,500,200.000000102,4971.04294174,500.0,-93.3001,100,2,1.0,1.0,2.1793e-19
7080.43687465,1.0,0.00333333,-85.7543,0.9,79.6561,1.0,0.00333333,,-90.3267987204,-90.3267987204,123.52,-90.3267987204,0.00333333,500,299.999969474,7080.43687465,500.0,-93.7822,100,2,1.0,1.0,5.43914e-20
6000.97029514,1.0,0.0025,-85.4811,0.9,79.0208,1.0,0.0025,,-84.6616183528,-84.6616183528,116.65,-84.6616183528,0.0025,500,400.0,6000.97029514,500.0,-92.4335,100,2,1.0,1.0,5.4346e-20
3782.21995825,1.12065,0.002,-81.7203,0.9,73.1775,0.252622,0.0231883,0.516113,-77.1804149894,-77.1804149894,108.0,-77.1804149894,0.00045085,500,354.572780488,3782.21995825,402.58360467,-88.6503,100,1,1.24198,12.993,1.64386e-06
11366.3956315,1.0,0.01,-100.387,0.9,106.079,1.0,0.01,,-100.38667747,-100.38667747,134.37,-100.38667747,0.01,500,100.0,11366.3956315,500.0,-114.291,100,2,1.0,1.0,3.50449e-18
4908.22325207,1.0,0.005,-90.8348,0.9,90.2617,1.0,0.005,,-81.2829129341,-81.2829129341,113.72,-81.2829129341,0.005,500,200.000000102,4908.22325207,500.0,-100.667,100,2,1.0,1.0,2.1793e-19
4950.44994876,1.0,0.00333333,-87.0496,0.9,84.2244,1.0,0.00333333,,-79.4790786894,-79.4790786894,110.52,-79.4790786894,0.00333333,500,299.999969474,4950.44994876,500.0,-95.0775,100,2,1.0,1.0,5.43914e-20
7171.94738806,1.0,0.0025,-87.1439,0.9,84.2342,1.0,0.0025,,-87.4269627371,-87.4269627371,120.2,-87.4269627371,0.0025,500,400.0,7171.94738806,500.0,-94.0963,100,2,1.0,1.0,5.4346e-20
4905.93345679,1.39711,0.002,-80.1548,0.9,85.3862,0.651412,0.0124322,3.63727,-80.5839441501,-80.5839441501,111.6,-80.5839441501,0.000932514,500,174.842985252,4905.93345679,327.428033896,-87.8391,100,1,1.52705,8.68458,7.45374e-06
3750.96617791,1.0,0.01,-76.3464,0.9,60.9381,1.0,0.01,,-76.3464296898,-76.3464296898,106.98,-76.3464296898,0.01,500,100.0,3750.96617791,500.0,-90.251,100,2,1.0,1.0,3.50449e-18
8209.0624253,1.0,0.005,-83.8908,0.9,77.3119,1.0,0.005,,-91.4351957238,-91.4351957238,124.98,-91.4351957238,0.005,500,200.000000102,8209.0624253,500.0,-93.723,100,2,1.0,1.0,2.1793e-19
