MaxNormIw,MinNormIw,eRenyi2,BatchSize,VarVanillaIw,VarRet,AvgVanillaIw,MinVanillaIw,VanillaAvgRet,MaxVanillaIw,AvgRet,AvgDiscRet,AvgEpLen,VarJ,Delta,ESSClassic,J,VarNormIw,ESSRenyi,IterType,VarDiscRet,AvgNormIw,Bound,EpsThisIter
0.0107652,0.00940412,1.00043,100,0.000410281,4.26611120906,1.00221,0.942494,-106.654226887,1.0789,-106.654226887,-106.654226887,17.01,2.04771,0.2,99.9595668128,-106.645,4.0847e-08,99.957329369,1,4.26611120906,0.01,-129.345,100
0.0108534,0.00796166,1.0019,100,0.00270351,4.47704602371,0.991899,0.789716,-106.720772269,1.07655,-106.720772269,-106.720772269,17.45,2.09127,0.2,99.7286977577,-106.68,2.74785e-07,99.810257652,1,4.47704602371,0.01,-129.355,100
0.0105815,0.00920999,1.00104,100,0.000882431,5.4322289198,1.00103,0.921944,-106.952382631,1.05924,-106.952382631,-106.952382631,17.07,2.29092,0.2,99.9128738129,-106.928,8.80622e-08,99.8964548498,1,5.4322289198,0.01,-129.675,100
0.0104813,0.00912173,1.00046,100,0.00043241,4.45872929204,0.998089,0.91043,-106.80552902,1.04613,-106.80552902,-106.80552902,16.86,2.08463,0.2,99.957081268,-106.795,4.34067e-08,99.9539110985,1,4.45872929204,0.01,-129.392,100
0.0109784,0.00869874,1.00135,100,0.00157555,4.16724240845,0.99912,0.869109,-106.656410093,1.09687,-106.656410093,-106.656410093,15.23,2.00611,0.2,99.8439975748,-106.626,1.57832e-07,99.8652131625,1,4.16724240845,0.01,-128.986,100
0.0109252,0.00860595,1.00132,100,0.0016252,3.26005052775,1.00384,0.8639,-106.560437481,1.09672,-106.560437481,-106.560437481,16.58,1.78205,0.2,99.8405939823,-106.53,1.61279e-07,99.8680190016,1,3.26005052775,0.01,-128.836,100
0.0105479,0.00911379,1.00057,100,0.000746487,5.57428119927,1.0014,0.912655,-106.645619897,1.05627,-106.645619897,-106.645619897,17.07,2.32791,0.2,99.9263713843,-106.633,7.44401e-08,99.9426574695,1,5.57428119927,0.01,-129.434,100
0.0110384,0.00831008,1.00086,100,0.00147006,4.06610152629,0.993426,0.825546,-106.870796716,1.09658,-106.870796716,-106.870796716,15.8,1.98325,0.2,99.852789699,-106.85,1.48958e-07,99.9135764943,1,4.06610152629,0.01,-129.72,100
0.0104473,0.00859834,1.001,100,0.00114776,4.19600827183,0.995455,0.855926,-106.698139569,1.03998,-106.698139569,-106.698139569,16.45,2.02356,0.2,99.8854493604,-106.676,1.15827e-07,99.899928677,1,4.19600827183,0.01,-129.123,100
0.0109183,0.00955273,1.0007,100,0.000664856,3.61070231254,1.00092,0.95615,-107.000718706,1.09283,-107.000718706,-107.000718706,16.21,1.89111,0.2,99.9343501785,-106.985,6.63636e-08,99.9299897492,1,3.61070231254,0.01,-129.566,100
0.0106934,0.00923485,1.00083,100,0.000836119,4.87918014216,0.996981,0.920697,-106.783665136,1.06611,-106.783665136,-106.783665136,16.15,2.18763,0.2,99.9167889788,-106.766,8.4119e-08,99.917432351,1,4.87918014216,0.01,-129.11,100
0.0105132,0.00911476,1.00049,100,0.000587124,3.51351952556,1.00081,0.912214,-106.767017922,1.05217,-106.767017922,-106.767017922,15.62,1.8558,0.2,99.9420087172,-106.757,5.86173e-08,99.9507074265,1,3.51351952556,0.01,-129.017,100
0.0108659,0.00709363,1.00252,100,0.00359266,4.64281122379,0.995668,0.706289,-106.903309834,1.08188,-106.903309834,-106.903309834,15.68,2.08435,0.2,99.6425129158,-106.842,3.62399e-07,99.7486131869,1,4.64281122379,0.01,-129.348,100
0.0105681,0.00883362,1.00096,100,0.00114314,4.32993313425,0.995457,0.879349,-106.981781926,1.05201,-106.981781926,-106.981781926,15.11,2.02529,0.2,99.885916234,-106.959,1.1536e-07,99.9042118102,1,4.32993313425,0.01,-130.132,100
0.0107748,0.00902057,1.00091,100,0.000721051,4.94944175987,0.999309,0.901434,-106.727293325,1.07674,-106.727293325,-106.727293325,16.64,2.19057,0.2,99.9285663027,-106.709,7.22049e-08,99.909530545,1,4.94944175987,0.01,-129.605,100
0.0103889,0.00855733,1.00072,100,0.00103217,3.76331125928,0.996132,0.852423,-106.287238707,1.03487,-106.287238707,-106.287238707,16.58,1.91271,0.2,99.8971459975,-106.271,1.0402e-07,99.9277041868,1,3.76331125928,0.01,-128.981,100
0.0102337,0.00928597,1.0003,100,0.000362128,4.24519162463,0.9987,0.92739,-106.950508196,1.02204,-106.950508196,-106.950508196,15.18,2.05145,0.2,99.9640819449,-106.944,3.63071e-08,99.9698014883,1,4.24519162463,0.01,-129.354,100
0.0115684,0.00880898,1.00072,100,0.00119262,4.11814321888,1.00267,0.88325,-106.793794643,1.15992,-106.793794643,-106.793794643,15.75,2.01523,0.2,99.8827065373,-106.777,1.18628e-07,99.9276803794,1,4.11814321888,0.01,-129.194,100
0.0105307,0.00931371,1.00057,100,0.000464381,4.15723576445,1.00173,0.932987,-106.882036316,1.0549,-106.882036316,-106.882036316,18.08,2.01998,0.2,99.9542234337,-106.869,4.62774e-08,99.9432409287,1,4.15723576445,0.01,-129.294,100
0.0106463,0.0096125,1.00055,100,0.000451993,5.11782652988,0.997639,0.958981,-106.790703278,1.06212,-106.790703278,-106.790703278,17.34,2.25275,0.2,99.9550672804,-106.778,4.54134e-08,99.9453962146,1,5.11782652988,0.01,-129.552,100
0.0103474,0.00955843,1.00023,100,0.00018333,3.55043992176,1.00028,0.956114,-106.867560021,1.03503,-106.867560021,-106.867560021,15.56,1.86401,0.2,99.9818801468,-106.862,1.83227e-08,99.977486435,1,3.55043992176,0.01,-129.775,100
0.0105279,0.00929654,1.0004,100,0.0004873,3.64294459868,1.00067,0.930273,-106.847731209,1.05349,-106.847731209,-106.847731209,15.54,1.89483,0.2,99.9518850458,-106.839,4.86651e-08,99.9603667045,1,3.64294459868,0.01,-129.103,100
0.0105319,0.00861376,1.00068,100,0.001062,4.79420898689,1.00129,0.862484,-106.616970566,1.05455,-106.616970566,-106.616970566,17.65,2.15859,0.2,99.8952861685,-106.6,1.05928e-07,99.9317397036,1,4.79420898689,0.01,-129.323,100
0.0105346,0.00908136,1.00063,100,0.00068791,3.95747935156,0.999258,0.907462,-106.611099821,1.05267,-106.611099821,-106.611099821,16.53,1.98225,0.2,99.9318346743,-106.597,6.88933e-08,99.9368827814,1,3.95747935156,0.01,-129.251,100
0.0104263,0.0095333,1.00028,100,0.000260722,3.43081801414,0.998511,0.95191,-106.524644775,1.04108,-106.524644775,-106.524644775,15.51,1.83533,0.2,99.9741066353,-106.518,2.61501e-08,99.9715766656,1,3.43081801414,0.01,-128.9,100
0.0103435,0.00901739,1.00065,100,0.000807361,5.0847153661,1.00073,0.902398,-107.127725618,1.0351,-107.127725618,-107.127725618,17.28,2.20907,0.2,99.9202453777,-107.113,8.06182e-08,99.9349064435,1,5.0847153661,0.01,-130.18,100
0.0108555,0.00882251,1.00094,100,0.00106466,3.84898787898,1.00308,0.884964,-106.8216001,1.08889,-106.8216001,-106.8216001,16.05,1.93581,0.2,99.8953513012,-106.803,1.05814e-07,99.9059727603,1,3.84898787898,0.01,-129.423,100
0.0102999,0.00883666,1.00048,100,0.000693003,4.23575793236,0.997528,0.881481,-106.505144006,1.02744,-106.505144006,-106.505144006,16.03,2.04058,0.2,99.9310747382,-106.494,6.96442e-08,99.9524700161,1,4.23575793236,0.01,-129.088,100
0.0103748,0.00938815,1.0004,100,0.000281383,4.0260747371,0.999925,0.938744,-106.920796591,1.0374,-106.920796591,-106.920796591,16.15,1.98943,0.2,99.9721297434,-106.912,2.81425e-08,99.9595209965,1,4.0260747371,0.01,-129.57,100
0.010455,0.00881444,1.00047,100,0.000556379,5.68929766975,0.998315,0.87996,-106.960868914,1.04374,-106.960868914,-106.960868914,17.83,2.34097,0.2,99.9447921913,-106.95,5.58258e-08,99.9533036951,1,5.68929766975,0.01,-130.474,100
0.0106187,0.00885579,1.00037,100,0.000422165,4.35820491546,0.998659,0.884392,-107.325865151,1.06045,-107.325865151,-107.325865151,15.72,2.08356,0.2,99.9581288528,-107.317,4.23299e-08,99.9625942012,1,4.35820491546,0.01,-130.428,100
0.0105442,0.00968186,1.00036,100,0.00034859,3.68406195088,0.999846,0.968036,-106.484190952,1.05425,-106.484190952,-106.484190952,16.57,1.9091,0.2,99.9654844186,-106.476,3.48698e-08,99.9643691225,1,3.68406195088,0.01,-129.275,100
0.0102435,0.0094477,1.00027,100,0.000295825,3.70644907185,0.999874,0.944651,-106.710609247,1.02422,-106.710609247,-106.710609247,16.01,1.90555,0.2,99.9707211192,-106.704,2.959e-08,99.972970641,1,3.70644907185,0.01,-129.173,100
0.0111522,0.00910243,1.0009,100,0.00117296,4.38473189354,0.998752,0.909107,-106.82691594,1.11383,-106.82691594,-106.82691594,16.03,2.07622,0.2,99.8837224155,-106.806,1.1759e-07,99.9096019413,1,4.38473189354,0.01,-129.378,100
0.0105485,0.00833028,1.0011,100,0.00159345,2.72226606456,0.998124,0.831465,-106.471929926,1.05287,-106.471929926,-106.471929926,16.02,1.60739,0.2,99.8418669984,-106.447,1.59945e-07,99.8903405492,1,2.72226606456,0.01,-128.763,100
0.0119528,0.00901801,1.00134,100,0.00196546,4.79581613171,1.00695,0.908071,-106.888274716,1.20359,-106.888274716,-106.888274716,16.24,2.14194,0.2,99.8084709234,-106.858,1.93842e-07,99.8661999439,1,4.79581613171,0.01,-129.757,100
0.0104515,0.00919528,1.00035,100,0.000385386,4.46610906264,1.00084,0.920301,-106.471871605,1.04603,-106.471871605,-106.471871605,17.4,2.10302,0.2,99.9619149977,-106.464,3.84739e-08,99.9651791747,1,4.46610906264,0.01,-129.117,100
0.0104809,0.0097214,1.00016,100,0.00021328,2.97241455373,1.00002,0.972156,-106.3412608,1.04811,-106.3412608,-106.3412608,16.59,1.70995,0.2,99.9788855362,-106.338,2.13273e-08,99.9843383526,1,2.97241455373,0.01,-129.246,100
0.0105075,0.00899485,1.00048,100,0.000514058,3.63378094516,0.9997,0.899215,-106.709653789,1.05044,-106.709653789,-106.709653789,15.17,1.89048,0.2,99.949123721,-106.698,5.14367e-08,99.9518864492,1,3.63378094516,0.01,-129.351,100
0.0104799,0.00904974,1.00098,100,0.00109957,5.29641251867,0.995948,0.901307,-106.904672471,1.04375,-106.904672471,-106.904672471,15.84,2.25754,0.2,99.8903774189,-106.883,1.10854e-07,99.9016061937,1,5.29641251867,0.01,-129.42,100
0.0108527,0.00897281,1.00145,100,0.00132511,6.62888036168,1.00379,0.90068,-106.302376559,1.08938,-106.302376559,-106.302376559,17.47,2.56709,0.2,99.8699628843,-106.269,1.31513e-07,99.8550017147,1,6.62888036168,0.01,-128.843,100
0.0106497,0.00863256,1.00073,100,0.0008837,3.24701587687,0.999587,0.8629,-106.575429424,1.06453,-106.575429424,-106.575429424,16.81,1.76569,0.2,99.9125616847,-106.558,8.84431e-08,99.9267995139,1,3.24701587687,0.01,-129.151,100
0.0106074,0.00917493,1.00055,100,0.000626197,3.74445618808,1.00486,0.921951,-106.374171729,1.06589,-106.374171729,-106.374171729,15.83,1.91412,0.2,99.9386504292,-106.361,6.20156e-08,99.9450151628,1,3.74445618808,0.01,-128.944,100
0.0107681,0.00958912,1.00028,100,0.000253074,3.22585795825,1.00083,0.959707,-106.704150221,1.07771,-106.704150221,-106.704150221,16.1,1.77901,0.2,99.9750200605,-106.698,2.52655e-08,99.9725059782,1,3.22585795825,0.01,-129.252,100
0.0103574,0.00920807,1.00053,100,0.00054181,4.34409120475,1.00391,0.924405,-106.412981438,1.03978,-106.412981438,-106.412981438,16.29,2.06024,0.2,99.9467739543,-106.401,5.376e-08,99.9467061023,1,4.34409120475,0.01,-128.746,100
0.0113757,0.00945102,1.00082,100,0.000823399,3.28874399542,1.00588,0.950662,-106.723839478,1.14426,-106.723839478,-106.723839478,16.92,1.78316,0.2,99.9195400668,-106.705,8.13795e-08,99.9178488965,1,3.28874399542,0.01,-129.07,100
0.0104787,0.00936109,1.00039,100,0.000321669,4.44254923765,0.99885,0.935032,-106.370307059,1.04667,-106.370307059,-106.370307059,17.48,2.11197,0.2,99.968118214,-106.361,3.22411e-08,99.9607359618,1,4.44254923765,0.01,-128.89,100
0.0103833,0.00914673,1.00026,100,0.000354945,3.58600900006,0.999109,0.913858,-106.713093894,1.03741,-106.713093894,-106.713093894,17.4,1.88081,0.2,99.9648331342,-106.707,3.55578e-08,99.9737570032,1,3.58600900006,0.01,-129.045,100
0.0104435,0.00961542,1.00018,100,0.000224494,2.81516831459,1.00029,0.961818,-106.185452117,1.04465,-106.185452117,-106.185452117,15.39,1.66408,0.2,99.977778038,-106.182,2.24365e-08,99.981966887,1,2.81516831459,0.01,-128.518,100
