InitialReturnStd,MeanEntropy,EpLenMean,EmpiricalD2,EpisodesSoFar,TimestepsSoFar,Weights,Bound,InitialReturnMin,StdD2w0t,ReturnStepMax,MeanIW,InitialReturnMean,MinIW,MaxD2w0t,EpThisIter,MinD2w0t,ReturnMeanIW,ReturnStepMaxmin,InitialReturnMax,J_sample_variance,StdIW,MaxIW,EpRewMean,EntropyCoefficient,TimeElapsed,MeanD2w0t,InitialBound,Iteration
2.6075988,1.4587681,58.18,1.0144174,1400,80907,[ 0.71  -1.079  0.22   0.332  0.035],-142.59425,-2.9567642,0.3228749,100.0,1.0173726,6.2561035e-06,0.76406175,1.0285833,100,,167.67076,94.72522,8.7404175,198.21594,0.10422894,1.3951328,-153.44321240951098,10.0,148.08145904541016,0.11716836,-143.98492,14
2.3449645,1.4609821,59.89,1.0460114,1500,86896,[ 0.714 -1.079  0.224  0.333  0.04 ],-148.27055,-2.7669067,0.32873574,100.0,1.0295901,-9.9182125e-06,0.56754094,1.0628083,100,,164.491,94.81818,8.388893,779.684,0.23404288,1.7136658,-155.16957797384288,10.0,159.09976649284363,0.12125928,-150.21817,15
2.2996042,1.4621826,57.05,1.0058017,1600,92601,[ 0.719 -1.065  0.226  0.335  0.042],-140.44691,-2.661003,0.31925592,100.0,1.0161718,-1.5258789e-06,0.72473973,1.0259969,100,,170.91295,94.65314,7.06324,106.1076,0.07605301,1.2120862,-152.51920200454066,10.0,169.5767605304718,0.114570305,-142.0546,16
2.72588,1.4655533,60.32,1.0097687,1700,98633,[ 0.734 -1.081  0.227  0.337  0.043],-154.03543,-3.0286713,0.3267545,100.0,1.0103028,-2.2125244e-06,0.7932624,1.0147492,100,,160.37383,94.84587,7.989601,133.01614,0.09937678,1.3671503,-155.4484178022582,10.0,181.16769814491272,0.121026404,-154.65355,17
2.0381312,1.4637239,53.45,1.0357856,1800,103978,[ 0.739 -1.079  0.228  0.34   0.047],-128.12999,-2.6093903,0.3120677,100.0,1.0183111,-7.858276e-06,0.63930887,1.0458494,100,,183.3459,94.42268,5.982704,715.7822,0.19011667,1.799923,-149.05384028748864,10.0,191.74637961387634,0.107964434,-129.81682,18
2.1276648,1.4686956,62.68,1.033803,1900,110246,[ 0.742 -1.066  0.23   0.34   0.045],-157.0809,-2.4317322,0.33406562,100.0,1.026676,5.1879883e-06,0.4894716,1.0494379,100,,157.10815,94.94397,7.148018,348.92007,0.17637336,1.493901,-158.4561200193025,10.0,202.5687599182129,0.12646794,-158.97531,19
2.3718665,1.4726666,61.64,1.0070541,2000,116410,[ 0.755 -1.062  0.232  0.337  0.05 ],-159.01363,-2.5143661,0.32971895,100.0,1.0090712,-6.6375733e-06,0.8285982,1.0142075,100,,157.4693,94.89476,7.739357,92.97538,0.08090081,1.2810668,-157.34346419446493,10.0,213.68719172477722,0.12364889,-159.71814,20
2.3273983,1.4661316,55.05,1.0204167,2100,121915,[ 0.755 -1.055  0.232  0.337  0.054],-133.30692,-2.9197922,0.31527236,100.0,1.028222,2.2888183e-07,0.7358335,1.0313308,100,,177.84097,94.534485,9.288147,256.3181,0.124422275,1.4884377,-150.43835101037266,10.0,224.1042559146881,0.11089519,-135.25006,21
2.4285002,1.4650178,58.3,1.0625353,2200,127745,[ 0.743 -1.052  0.229  0.334  0.047],-143.86502,-2.5841217,0.32667062,100.0,1.0472602,-8.926391e-06,0.44261765,1.1076238,100,,172.07306,94.72118,8.195648,791.6662,0.23376893,1.8376836,-153.7161470463165,10.0,234.58267092704773,0.11866001,-148.11162,22
2.3956876,1.4598173,56.75,1.0304166,2300,133420,[ 0.762 -1.055  0.236  0.33   0.046],-141.89519,-2.6415024,0.32022378,100.0,1.0303706,-1.3427734e-05,0.7099694,1.0520658,100,,173.11021,94.63716,7.573845,430.5042,0.18123262,1.7789962,-152.17069831101784,10.0,245.378830909729,0.11457131,-143.89822,23
2.2324605,1.4552953,54.74,1.0220644,2400,138894,[ 0.75  -1.058  0.234  0.335  0.041],-134.46426,-2.6140442,0.31461707,100.0,1.0256522,-3.890991e-06,0.61243516,1.0350559,100,,178.85574,94.50404,6.4509125,299.4647,0.13352966,1.3522547,-150.42431931155159,10.0,255.63750982284546,0.11031193,-136.13727,24
2.6417966,1.45699,63.35,1.0097672,2500,145229,[ 0.743 -1.059  0.23   0.332  0.037],-160.79443,-2.9763184,0.33373204,100.0,1.0075116,-1.6021728e-06,0.7562723,1.0160174,100,,152.7187,94.99739,8.332886,139.19391,0.10223435,1.3962561,-158.45746316464417,10.0,266.9879643917084,0.12712054,-161.27249,25
2.552993,1.4618028,53.49,1.007728,2600,150578,[ 0.739 -1.061  0.227  0.33   0.038],-132.44325,-2.723587,0.31038934,100.0,1.0104797,1.5640258e-05,0.8380488,1.0196173,100,,181.38422,94.42987,7.2623215,130.16325,0.075985044,1.2587883,-148.97315743889524,10.0,276.96789026260376,0.107427366,-133.3992,26
2.4270287,1.4635472,61.25,1.0083642,2700,156703,[ 0.742 -1.061  0.23   0.334  0.043],-154.30038,-2.6926575,0.32906464,100.0,1.0130955,-4.196167e-06,0.82586783,1.016763,100,,158.55862,94.884415,8.695953,141.55934,0.09311951,1.3956575,-156.6648007128201,10.0,287.9151804447174,0.12294249,-155.19441,27
2.4316397,1.4621922,57.77,1.0188184,2800,162480,[ 0.739 -1.051  0.23   0.332  0.044],-141.51,-2.6801147,0.32176986,100.0,1.0269554,2.7465821e-06,0.6954377,1.0321321,100,,169.64,94.69388,9.159859,228.95926,0.12370254,1.4955887,-153.26746674921515,10.0,298.0802974700928,0.116288744,-143.53532,28
2.6317616,1.4648302,58.38,1.0221046,2900,168318,[ 0.736 -1.034  0.23   0.33   0.043],-149.29507,-2.8429413,0.3237087,100.0,1.0252216,-2.2125244e-06,0.724586,1.0530162,100,,167.71669,94.74112,8.70929,328.39966,0.15010428,1.6680471,-153.5067834485956,10.0,308.6135268211365,0.1176971,-151.15054,29
2.1356373,1.4626826,62.82,1.0510999,3000,174600,[ 0.729 -1.043  0.231  0.327  0.046],-159.56166,-2.2747574,0.33847904,100.0,1.0584998,-4.653931e-06,0.6032873,1.1011397,100,,160.05806,94.95291,7.1203766,801.75494,0.2724939,3.027764,-158.52880403415796,10.0,320.0533721446991,0.1282773,-162.71169,30
2.6470106,1.4656754,59.79,1.0263376,3100,180579,[ 0.715 -1.045  0.229  0.313  0.044],-149.11938,-3.1948395,0.32684106,100.0,1.0242535,-1.9073486e-06,0.67583156,1.0443339,100,,163.03947,94.82646,9.718712,458.01807,0.18750162,1.7319733,-154.6629064476757,10.0,331.3589999675751,0.12044489,-150.57767,31
2.5082698,1.4661316,54.53,1.0138379,3200,186032,[ 0.703 -1.043  0.224  0.312  0.047],-136.27632,-2.762413,0.3130523,100.0,1.0076886,4.348755e-06,0.74511766,1.0219737,100,,177.78252,94.498764,10.219864,212.96161,0.11163594,1.6053182,-149.9431816076308,10.0,342.00553584098816,0.109523594,-137.13066,32
2.5102963,1.4705366,61.74,1.0080538,3300,192206,[ 0.7   -1.049  0.222  0.314  0.047],-155.06503,-2.9134293,0.33093262,100.0,1.0168025,-6.1035157e-06,0.7692484,1.0295357,100,,157.8217,94.91461,9.586815,110.86557,0.08313379,1.3863912,-156.98589188099405,10.0,353.12998270988464,0.124210134,-156.19476,33
2.803564,1.4598482,62.29,1.0198051,3400,198435,[ 0.698 -1.047  0.224  0.32   0.051],-158.28073,-2.7506332,0.33430293,100.0,1.0410653,-1.373291e-05,0.69249326,1.0625637,100,,159.10162,94.94011,12.274879,282.40048,0.14134523,1.4302455,-157.59003919841496,10.0,364.7618956565857,0.12610386,-160.61409,34
2.6206524,1.4588197,66.85,1.0190395,3500,205120,[ 0.699 -1.04   0.223  0.324  0.041],-170.08105,-3.0010376,0.3418228,100.0,1.0118003,-3.4332274e-06,0.7441943,1.0234699,100,,145.44833,95.15553,8.473389,178.37952,0.12888578,1.3711785,-161.92614504401413,10.0,377.0897090435028,0.13428414,-171.0044,35
2.279695,1.4639828,58.83,1.004807,3600,211003,[ 0.693 -1.047  0.222  0.324  0.04 ],-150.00223,-2.5827484,0.32321823,100.0,1.0100327,-5.8746336e-06,0.86323243,1.0152302,100,,164.94238,94.75151,7.6165085,66.81668,0.06002708,1.2951114,-154.38411062875699,10.0,387.73960041999817,0.11803345,-150.86552,36
2.9360769,1.463765,66.8,1.0030726,3700,217683,[ 0.698 -1.056  0.223  0.323  0.045],-169.05798,-3.1832886,0.34105378,100.0,1.0090839,4.348755e-06,0.86810267,1.0100985,100,,144.60817,95.16148,9.5423355,41.368683,0.04849402,1.2107384,-161.60645085285253,10.0,399.7921097278595,0.13392262,-169.54816,37
2.4076247,1.4646386,58.7,1.0181221,3800,223553,[ 0.694 -1.05   0.223  0.32   0.045],-148.16026,-2.737999,0.32360563,100.0,1.0134914,2.822876e-06,0.6936194,1.0295197,100,,165.53008,94.75148,8.458664,296.21136,0.1405106,1.5338368,-154.0440065751074,10.0,410.40742349624634,0.11802724,-149.07834,38
2.266133,1.4647924,59.2,1.0555724,3900,229473,[ 0.695 -1.038  0.224  0.322  0.046],-146.51544,-2.6188889,0.32817498,100.0,1.040495,1.5258789e-06,0.45880342,1.0747968,100,,167.40836,94.770874,8.8955765,852.2925,0.25026438,1.7738645,-154.78207908179277,10.0,421.37853479385376,0.1202552,-148.7895,39
2.4275663,1.4659781,54.59,1.0487288,4000,234932,[ 0.7   -1.024  0.227  0.32   0.046],-132.78818,-2.9944992,0.3173447,100.0,1.0412138,-5.722046e-06,0.4952745,1.0822015,100,,181.93178,94.508316,6.6355057,905.6869,0.22988506,1.851321,-149.89570843039056,10.0,431.46249556541443,0.11108731,-135.73784,40
2.310732,1.4608929,57.36,1.0078802,4100,240668,[ 0.69  -1.033  0.226  0.331  0.047],-141.32645,-2.598343,0.3200383,100.0,1.0115185,3.1280517e-06,0.74061835,1.0263464,100,,169.6657,94.66606,7.5195923,130.0153,0.09068347,1.3652267,-152.97720508943917,10.0,442.1444969177246,0.11520911,-142.40073,41
2.5574424,1.4609371,57.06,1.0122796,4200,246374,[ 0.681 -1.028  0.225  0.335  0.042],-141.1397,-2.8316345,0.3198886,100.0,1.0186131,4.119873e-06,0.78607535,1.0258712,100,,170.95891,94.631454,7.596863,194.00035,0.102330685,1.4023101,-152.49620758742284,10.0,453.1307227611542,0.11481119,-142.57831,42
2.8936355,1.4570341,58.75,1.0034909,4300,252249,[ 0.67  -1.016  0.22   0.33   0.042],-151.26115,-3.106163,0.32284367,100.0,1.0085659,-2.5177003e-06,0.8365128,1.0125669,100,,164.22115,94.76703,8.583939,67.461174,0.06500459,1.1877779,-153.71844176793547,10.0,463.09565329551697,0.11780118,-151.70288,43
2.4550083,1.4667833,59.53,1.0208597,4400,258202,[ 0.666 -1.01   0.219  0.327  0.038],-144.15898,-2.7127914,0.3286139,100.0,1.0370868,-1.1520386e-05,0.72990215,1.0627122,100,,167.05045,94.79155,8.482269,396.45517,0.14710659,1.6851895,-155.02931340838825,10.0,473.73605465888977,0.120794706,-147.13466,44
2.9044337,1.4657162,61.46,1.011839,4500,264348,[ 0.669 -1.015  0.219  0.336  0.048],-155.29404,-2.9786835,0.32944444,100.0,1.0115403,-4.272461e-06,0.7981087,1.0193392,100,,157.63412,94.90604,7.9315796,152.03688,0.10366238,1.3699511,-156.53736259045058,10.0,484.3605978488922,0.123327844,-156.14633,45
2.5899003,1.4744052,60.07,1.0199541,4600,270355,[ 0.661 -1.013  0.216  0.334  0.047],-154.49597,-3.1381836,0.32819754,100.0,1.0267695,-1.5258789e-06,0.6873819,1.0460354,100,,163.06998,94.83992,8.677658,298.40417,0.14894278,1.6341968,-154.9829356875428,10.0,495.45642018318176,0.12127793,-156.27028,46
2.4171062,1.4796475,57.12,1.0043758,4700,276067,[ 0.668 -1.012  0.218  0.332  0.055],-144.29993,-3.087059,0.3190979,100.0,1.008371,4.4250487e-06,0.8347539,1.0149889,100,,169.18848,94.6729,7.3945847,79.31383,0.06620185,1.1999738,-152.14221383802126,10.0,506.34603214263916,0.11459451,-144.99202,47
2.3411965,1.4845898,61.77,1.004823,4800,282244,[ 0.669 -1.017  0.219  0.33   0.061],-157.93777,-2.7297516,0.33014557,100.0,1.0095694,-1.0681152e-06,0.8470387,1.0138311,100,,157.0045,94.91101,8.042282,65.15638,0.0610341,1.1982734,-157.17345248965879,10.0,517.9501416683197,0.123944044,-158.63017,48
2.459731,1.4728198,61.22,1.0202931,4900,288366,[ 0.672 -1.019  0.22   0.327  0.066],-154.79544,-3.1391678,0.33263382,100.0,1.0448202,-6.6375733e-06,0.6124419,1.071323,100,,162.19847,94.89786,7.5848618,262.77448,0.1386664,1.595639,-156.17659934682572,10.0,529.4353876113892,0.124242775,-157.46326,49
2.2588596,1.4766041,62.18,1.0076444,5000,294584,[ 0.675 -1.024  0.22   0.332  0.054],-158.18875,-2.4623642,0.3311642,100.0,1.0135784,2.5177003e-06,0.82521474,1.0143453,100,,156.51823,94.922226,5.784607,98.788925,0.08106308,1.2728553,-157.8678610518744,10.0,540.9209914207458,0.124796286,-159.22708,50
2.1875448,1.4826274,56.88,1.0406253,5100,300272,[ 0.676 -1.033  0.22   0.33   0.058],-139.01907,-2.8536453,0.32557645,100.0,1.0569193,,0.44071716,1.1089599,100,,177.05846,94.65086,6.443283,990.2856,0.23647435,2.0144358,-152.12943066636856,10.0,551.5086359977722,0.11662432,-142.90582,51
2.6349943,1.4881072,55.01,1.0059916,5200,305773,[ 0.686 -1.031  0.22   0.345  0.064],-139.6782,-2.8779297,0.31381464,100.0,1.0077825,8.163453e-06,0.8345058,1.0170794,100,,175.64357,94.52856,9.901733,107.36648,0.07881879,1.3226682,-150.2479295197063,10.0,561.4585342407227,0.1103382,-140.2648,52
2.1400452,1.4863685,59.31,1.0037097,5300,311704,[ 0.683 -1.032  0.22   0.347  0.069],-150.95242,-2.474083,0.32387733,100.0,1.008234,-2.2888185e-06,0.8485478,1.0085636,100,,163.25867,94.77217,7.3705673,54.38643,0.054074086,1.1383624,-155.03101233851302,10.0,571.6279971599579,0.118814416,-151.52911,53
2.2355278,1.4895866,57.75,1.0035259,5400,317479,[ 0.684 -1.04   0.22   0.345  0.068],-143.2377,-2.4096909,0.32033354,100.0,1.0070775,5.722046e-06,0.84105885,1.0093,100,,167.67722,94.68248,9.009377,80.08522,0.06925208,1.2229524,-153.5435190882039,10.0,581.9580645561218,0.11574743,-143.72379,54
2.302524,1.4863788,60.26,1.0044531,5500,323505,[ 0.684 -1.034  0.219  0.348  0.071],-152.10164,-2.638794,0.32636353,100.0,1.0063212,1.0681152e-06,0.8157668,1.0113875,100,,160.69489,94.826065,7.859909,61.246628,0.06588734,1.1823149,-155.89053331784336,10.0,592.8095529079437,0.12080998,-152.54703,55
2.684725,1.4884558,65.52,1.0323755,5600,330057,[ 0.683 -1.03   0.22   0.348  0.068],-166.33478,-3.2368088,0.34124088,100.0,1.0354096,-5.7983398e-06,0.6839191,1.0528616,100,,149.85678,95.10681,7.1025925,488.3867,0.21835014,2.3468263,-160.30068836485412,10.0,604.3125488758087,0.13250035,-167.92737,56
2.5663874,1.49109,62.37,1.0986713,5700,336294,[ 0.676 -1.037  0.218  0.341  0.07 ],-156.21892,-2.8661575,0.34141538,100.0,1.1016985,-4.5776366e-07,0.46081948,1.1613374,100,,164.26999,94.944534,7.6672897,1631.9365,0.4095976,3.5722027,-157.65447786075288,10.0,615.5332210063934,0.12882785,-160.9211,57
2.5851457,1.4960836,67.49,1.0050789,5800,343043,[ 0.659 -1.045  0.214  0.353  0.072],-172.28262,-2.809166,0.342764,100.0,1.0109377,8.7738035e-06,0.7946519,1.0161752,100,,143.69936,95.17961,9.667358,70.348274,0.06863698,1.2274928,-162.66380600175663,10.0,627.1599857807159,0.13540521,-172.96245,58
2.405035,1.495883,63.6,1.0116034,5900,349403,[ 0.655 -1.042  0.212  0.355  0.077],-161.02605,-2.7229767,0.33436215,100.0,1.0107169,1.6937256e-05,0.7719647,1.0173868,100,,152.69795,95.00215,7.8616943,158.43102,0.1121873,1.3101889,-158.9313554753932,10.0,638.4335558414459,0.1276514,-161.87186,59
2.178364,1.4988606,62.37,1.0135701,6000,355640,[ 0.656 -1.031  0.212  0.357  0.077],-157.5382,-3.0272903,0.33296847,100.0,1.0268588,8.31604e-06,0.7650756,1.0354973,100,,157.75455,94.94937,5.964447,205.62318,0.11673758,1.4434798,-157.50367995854245,10.0,649.4698281288147,0.12570193,-159.97491,60
2.4535506,1.5021634,63.23,1.0068946,6100,361963,[ 0.663 -1.049  0.214  0.351  0.08 ],-160.81209,-2.696968,0.33349112,100.0,1.0081578,-2.670288e-06,0.8512998,1.0254937,100,,153.36412,94.97548,8.9592285,87.82799,0.08350643,1.3493174,-158.63370208882705,10.0,660.191912651062,0.126881,-161.39734,61
2.3679035,1.4988583,61.72,1.0111077,6200,368135,[ 0.656 -1.049  0.214  0.355  0.083],-157.63979,-3.0109634,0.33011824,100.0,1.0082973,-4.272461e-06,0.70686734,1.0226679,100,,156.88301,94.91904,8.578545,124.40513,0.10077834,1.2616789,-156.79858188478602,10.0,671.2199308872223,0.12388068,-158.22646,62
2.2199833,1.4980601,57.98,1.0435165,6300,373933,[ 0.664 -1.047  0.215  0.353  0.08 ],-138.33202,-2.6839905,0.32693624,100.0,1.0596321,-2.0599366e-06,0.6043429,1.1017082,100,,173.4338,94.700806,7.7920074,1153.711,0.26335567,2.4304926,-153.6237502828285,10.0,681.7440273761749,0.11837715,-142.0759,63
2.1262317,1.4986874,59.81,1.0171283,6400,379914,[ 0.666 -1.028  0.213  0.364  0.079],-151.68588,-2.4715347,0.32586,100.0,1.0146791,-1.2969971e-06,0.7403144,1.0242285,100,,162.51279,94.794495,8.4226,230.33095,0.13826576,1.4555728,-155.67071997463842,10.0,692.8889932632446,0.12012137,-152.34372,64
2.2521677,1.4969084,61.53,1.0216807,6500,386067,[ 0.658 -1.033  0.212  0.366  0.08 ],-153.5645,-2.604866,0.33146754,100.0,1.0201315,1.1444092e-06,0.6259798,1.0403835,100,,159.36,94.892075,6.91568,311.15326,0.1440366,1.5706863,-157.14538215813528,10.0,702.8413822650909,0.12416588,-154.90956,65
2.675706,1.4954014,68.03,1.1249576,6600,392870,[ 0.66  -1.025  0.215  0.362  0.078],-167.43248,-2.7310638,0.3530161,100.0,1.0943817,1.6021728e-06,0.34117058,1.1609131,100,,151.76863,95.19791,8.8619,1250.3802,0.35562798,2.285079,-163.34313490214478,10.0,714.5034747123718,0.13999705,-173.11214,66
2.3973799,1.4949942,58.3,1.0030879,6700,398700,[ 0.64  -1.033  0.21   0.356  0.076],-143.26743,-2.673439,0.3215219,100.0,1.0053812,-3.967285e-06,0.8626746,1.0082427,100,,165.8596,94.71619,8.420471,77.88953,0.059092235,1.2649704,-153.88540940049353,10.0,725.1978604793549,0.11680186,-143.74936,67
2.4159265,1.4922409,59.16,1.0076737,6800,404616,[ 0.637 -1.024  0.209  0.358  0.076],-148.3661,-2.8338165,0.32451555,100.0,1.0166636,-2.5177003e-06,0.8050505,1.0169836,100,,164.21793,94.77835,7.6166687,148.89957,0.09266463,1.4073799,-154.4561071224178,10.0,736.0122489929199,0.11887027,-149.28532,68
2.6996865,1.5001708,63.62,1.0173466,6900,410978,[ 0.631 -1.019  0.207  0.351  0.073],-161.48666,-3.0399475,0.33720386,100.0,1.0322192,1.3885498e-05,0.72123814,1.0605611,100,,155.19232,95.01146,8.67067,311.00623,0.13371146,1.627027,-158.68571706508672,10.0,747.6302056312561,0.12873572,-163.62413,69
2.5912774,1.4999572,62.81,1.0192344,7000,417259,[ 0.626 -1.024  0.208  0.346  0.081],-159.34837,-2.7942734,0.33322448,100.0,1.0159206,-4.8828124e-06,0.6684978,1.0289072,100,,155.05553,94.96098,8.014275,221.25171,0.1351382,1.4069184,-158.25026575101967,10.0,758.7586536407471,0.12630118,-160.26717,70
2.4849176,1.5000525,65.81,1.0099844,7100,423840,[ 0.636 -1.021  0.21   0.35   0.081],-168.77486,-2.9976654,0.33981225,100.0,1.0148607,1.5106201e-05,0.77577674,1.0256441,100,,147.94975,95.0998,7.062561,108.173706,0.08624431,1.2159512,-160.87377072092738,10.0,770.748615026474,0.1322963,-169.79227,71
2.6596074,1.5041164,62.89,1.0433365,7200,430129,[ 0.637 -1.033  0.211  0.344  0.081],-158.07123,-2.8888855,0.3357356,100.0,1.0383946,-1.2207031e-06,0.60548383,1.0581217,100,,156.87402,94.97479,10.146339,604.42053,0.22967952,2.1861415,-158.0177580869677,10.0,781.9411492347717,0.1273311,-160.20514,72
2.4924085,1.5066559,62.82,1.0087097,7300,436411,[ 0.646 -1.023  0.213  0.348  0.085],-161.94994,-2.8840942,0.332802,100.0,1.0132202,-8.392334e-07,0.79599375,1.0219284,100,,154.65611,94.96506,6.7589264,101.45569,0.09059261,1.3392683,-158.14757804699025,10.0,793.4366672039032,0.12615779,-162.77814,73
2.641823,1.5078256,60.58,1.0018941,7400,442469,[ 0.647 -1.035  0.214  0.353  0.088],-153.20169,-2.7855835,0.32686147,100.0,1.0033907,-1.5258789e-07,0.8699148,1.0079368,100,,159.2465,94.854416,9.750481,45.238758,0.046244193,1.1550304,-155.85967834960988,10.0,804.2852311134338,0.121360965,-153.50464,74
2.4097064,1.5117191,61.51,1.027044,7500,448620,[ 0.647 -1.033  0.213  0.356  0.089],-155.21405,-2.692131,0.3307399,100.0,1.0271809,-4.9591063e-06,0.7166107,1.0349611,100,,159.18417,94.89809,9.540459,262.87363,0.14546427,1.5106792,-156.90945166324528,10.0,814.8175258636475,0.12386918,-156.91072,75
2.5139291,1.5104434,59.58,1.0212051,7600,454578,[ 0.658 -1.031  0.215  0.357  0.093],-148.94579,-2.7584457,0.32847106,100.0,1.0358894,6.8664554e-07,0.7392776,1.0613068,100,,166.17418,94.79997,8.772324,432.22482,0.15743573,1.6115527,-154.90888269989608,10.0,825.714601278305,0.12079918,-151.39922,76
2.6771355,1.510884,59.41,1.0141413,7700,460519,[ 0.663 -1.03   0.217  0.345  0.091],-153.30347,-3.0472565,0.3254457,100.0,1.0140067,3.890991e-06,0.7571839,1.0268583,100,,163.62978,94.80037,9.848671,307.78406,0.13309157,1.5658971,-154.45513140285564,10.0,836.7393276691437,0.11950428,-154.38934,77
2.4871044,1.5104113,60.73,1.0013015,7800,466592,[ 0.651 -1.021  0.212  0.341  0.092],-148.82245,-2.976036,0.32694435,100.0,1.006412,5.8746336e-06,0.90727,1.0031668,100,,158.84377,94.867676,8.288994,24.239395,0.036996227,1.1682824,-155.84296344073272,10.0,847.7876193523407,0.12156834,-149.39993,78
2.222219,1.5155853,61.95,1.0172435,7900,472787,[ 0.645 -1.013  0.21   0.341  0.091],-155.32071,-2.9328995,0.33293056,100.0,1.0336645,-7.3242186e-06,0.7517611,1.0475264,100,,159.25339,94.92862,6.4302063,220.19579,0.11962578,1.4496856,-157.0857842681058,10.0,859.09343957901,0.12520191,-157.57451,79
