MaxD2w0t,MinD2w0t,InitialReturnMin,EpisodesSoFar,InitialReturnMean,MaxIW,J_sample_variance,ReturnStepMax,MeanEntropy,Iteration,StdIW,MeanIW,EpThisIter,Bound,InitialReturnMax,InitialBound,EmpiricalD2,EpRewMean,TimeElapsed,EpLenMean,ReturnStepMaxmin,InitialReturnStd,ReturnMeanIW,StdD2w0t,TimestepsSoFar,MinIW,Weights,MeanD2w0t
1.2534549,,-2.3411942,1600,2.4414062e-06,2.3846197,1162.8304,100.0,1.4910796,16,0.25357947,1.0350646,100,76.90916,9.918289,74.40431,1.0595193,-151.43061759386111,413.20306301116943,55.65,94.55774,2.4036322,178.078,0.32822636,88839,0.41502726,[ 0.641 -1.024  0.242  0.336  0.086],0.11605675
1.2154983,,-2.5110016,1700,2.7465821e-06,2.365697,1325.7827,100.0,1.5056593,17,0.29815692,1.0294052,100,63.92099,7.256836,61.92537,1.087878,-155.37790789971623,440.7109897136688,59.73,94.79732,2.149642,165.388,0.337699,94812,0.42201093,[ 0.65  -1.023  0.242  0.355  0.072],0.1243085
1.6078738,,-2.5969925,1800,-5.340576e-06,7.431102,7997.9873,100.0,1.5156224,18,0.9001249,1.1038344,100,61.83085,7.187294,56.055725,1.4027138,-157.75907269071104,467.61964321136475,62.25,94.93143,2.388204,166.18835,0.37188056,101037,0.29323202,[ 0.645 -1.04   0.24   0.366  0.087],0.13939388
1.6418619,,-2.645996,1900,-4.119873e-06,3.71876,5205.582,100.0,1.5110806,19,0.60838485,1.0740635,100,65.834274,6.5160065,57.658875,1.4103653,-156.58373257375158,497.6434233188629,61.24,94.88623,2.270099,170.85544,0.36800933,107161,0.23715691,[ 0.654 -0.999  0.246  0.354  0.097],0.13671128
1.2984854,,-2.8442688,2000,-2.0599366e-06,1.8802855,1151.4042,100.0,1.5176178,20,0.24524425,1.043483,100,79.700066,7.255905,76.63044,1.0575132,-149.9998783090496,524.1953544616699,54.74,94.51955,2.457297,181.10472,0.3261083,112635,0.44769114,[ 0.607 -1.002  0.239  0.333  0.092],0.11422013
15.190587,,-3.1445465,2100,-5.7983398e-06,52.63658,269041.0,100.0,1.5188891,21,4.4394736,1.5876995,100,93.26335,10.185059,54.106697,6.6547093,-157.14609070137442,552.505049943924,62.36,94.96004,2.8847036,228.46921,0.78520983,118871,0.025184384,[ 0.602 -1.015  0.247  0.353  0.099],0.2303035
1.4915421,,-2.5898438,2200,4.5013426e-06,3.4607298,3200.9082,100.0,1.4967484,22,0.43901256,1.0880364,100,77.13164,8.305946,70.06647,1.1665742,-152.89055187798874,579.2026660442352,57.25,94.658844,2.3513393,180.49025,0.34782943,124596,0.3200177,[ 0.497 -1.021  0.223  0.354  0.1  ],0.12468973
1.2650143,,-2.5166626,2300,9.918213e-07,2.143612,1175.0592,100.0,1.4773856,23,0.32143095,1.0348766,100,49.901215,8.008896,47.80905,1.0976434,-160.81800332081227,608.2115077972412,65.28,95.07298,2.5008597,152.16081,0.3537039,131124,0.2710919,[ 0.505 -0.987  0.217  0.369  0.078],0.13693659
1.9310926,,-2.9623566,2400,6.2561035e-06,10.245675,9610.214,100.0,1.4660978,24,1.1148635,1.165642,100,50.13418,8.745216,43.84955,1.544343,-161.9205491933011,637.2390224933624,66.95,95.16293,2.6602168,157.30861,0.3988457,137819,0.10077352,[ 0.515 -0.983  0.222  0.365  0.058],0.15522952
1.2639561,,-3.1918945,2500,-7.705688e-06,3.6585467,2099.016,100.0,1.4689134,25,0.430343,1.0426034,100,34.151024,8.582405,32.817665,1.1019614,-167.77738537116332,668.6635992527008,72.86,95.39453,2.6376162,136.24814,0.3741742,145105,0.43226773,[ 0.491 -1.009  0.212  0.348  0.047],0.15438022
1.341334,,-3.116722,2600,-6.713867e-06,3.7813063,2051.405,100.0,1.4767663,26,0.43233493,1.0665696,100,36.804466,9.3841095,33.32103,1.166759,-167.78215691929415,698.6837837696075,72.89,95.3963,2.8361578,139.35326,0.3822767,152394,0.3730892,[ 0.487 -1.015  0.206  0.328  0.05 ],0.15761344
1.2590113,,-2.2758331,2700,-3.4332274e-06,3.238494,1692.8436,100.0,1.4882839,27,0.36650124,1.0592098,100,49.006973,8.116028,45.507286,1.0978154,-162.3837907672537,727.8658561706543,66.5,95.11627,2.2823,151.23311,0.3557883,159044,0.52144927,[ 0.488 -1.002  0.216  0.323  0.058],0.13921854
31.243454,,-2.9455948,2800,9.918213e-07,138.64374,1173872.1,100.0,1.5486245,28,12.85497,2.3171484,100,110.99046,8.206703,52.885757,5.614799,-158.21063373460555,755.7303791046143,63.05,94.981415,2.5491598,268.05807,0.9659145,165349,0.07170377,[ 0.489 -0.964  0.211  0.329  0.069],0.28579053
2.948763,,-2.4646149,2900,7.3242186e-06,7.8216815,24616.984,100.0,1.5450798,29,1.3004858,1.1774652,100,79.7903,9.839577,70.9643,2.2844718,-152.78815171177175,781.7461421489716,56.98,94.63713,2.256812,190.87396,0.42162275,171047,0.04905604,[ 0.545 -0.944  0.226  0.355  0.129],0.14541483
28.139053,,-2.5009155,3000,5.1879883e-06,79.86603,587896.4,100.0,1.5429684,30,6.8325644,2.0303164,100,127.208466,9.425667,68.746544,9.024297,-153.38408760522657,808.7101466655731,57.68,94.68155,2.4782133,284.00293,1.0684474,176815,0.0118092485,[ 0.597 -0.913  0.239  0.369  0.126],0.28393096
17.996744,,-2.0985413,3100,-3.2043456e-06,57.047638,434300.0,100.0,1.55074,31,5.7858925,1.9848516,100,147.30978,6.280472,76.16152,10.460742,-151.1789037687482,833.947940826416,54.96,94.49858,2.0181665,300.0329,1.0166171,182311,0.005648055,[ 0.64  -0.808  0.247  0.414  0.124],0.2525547
1.4267871,,-2.2432938,3200,6.1035155e-07,2.8070362,2262.3794,100.0,1.5508208,32,0.4307073,1.0577865,100,69.84886,6.4520264,66.37447,1.1533927,-154.20902782453618,861.8570048809052,58.21,94.70163,2.1669772,171.66309,0.3348628,188132,0.37673515,[ 0.544 -0.851  0.225  0.371  0.132],0.12140191
2.0171351,,-2.4999466,3300,-2.5177003e-06,5.247135,4726.2046,100.0,1.5261898,33,0.5743313,1.1553624,100,73.60629,6.1411514,63.214638,1.2411352,-155.23874198413293,887.9836354255676,59.41,94.77399,2.116976,182.71846,0.39282155,194073,0.22664084,[ 0.514 -0.864  0.224  0.361  0.132],0.14197266
2.3433201,,-2.3860168,3400,-6.3323973e-06,4.8833594,12276.96,100.0,1.4923893,34,0.8040574,1.1415267,100,90.86754,6.6586533,80.57057,1.579299,-149.6562973761442,913.7709441184998,53.72,94.42828,2.1748435,201.6458,0.38440755,199445,0.04567555,[ 0.486 -0.839  0.225  0.402  0.107],0.13155526
1.1380357,,-2.4253464,3500,-5.569458e-06,1.7197586,771.87225,100.0,1.4812795,35,0.18745448,1.0309272,100,81.686386,6.5995636,78.86851,1.0418746,-150.42840623346413,940.4032647609711,54.45,94.471306,2.2190068,181.66922,0.32111976,204890,0.5086691,[ 0.524 -0.829  0.234  0.43   0.074],0.11223129
1.8653394,,-2.5409317,3600,3.967285e-06,4.80147,8194.274,100.0,1.4871855,36,0.7350678,1.1434231,100,92.95342,8.107674,81.401825,1.5102472,-149.68870867423033,965.9293763637543,53.77,94.43225,2.0760283,197.96704,0.35390383,210267,0.10666839,[ 0.538 -0.851  0.235  0.446  0.062],0.121779665
3.687746,,-2.3589096,3700,5.1879883e-06,31.482937,54312.81,100.0,1.5030947,37,2.4202464,1.345753,100,81.72908,8.246239,64.037834,2.5803998,-154.7462616418844,992.7524254322052,58.9,94.74545,2.0219479,198.54094,0.46315125,216157,0.08217482,[ 0.5   -0.877  0.234  0.431  0.068],0.16106409
4.200406,,-2.0244446,3800,-6.8664554e-07,8.781661,23724.455,100.0,1.4746221,38,1.1259837,1.2674359,100,124.37586,5.389023,102.02363,1.7992514,-144.56982180252584,1016.1144549846649,48.14,93.993774,1.7241801,241.66776,0.39677835,220971,0.098385766,[ 0.529 -0.821  0.242  0.444  0.084],0.12511052
1.4927473,,-2.3360062,3900,1.6021728e-06,2.439662,3054.7793,100.0,1.4796575,39,0.35873303,1.0732661,100,108.52341,9.122963,100.98482,1.1452471,-144.14581529529107,1038.1634974479675,48.15,94.012634,2.1993,212.95128,0.32134527,225786,0.28434235,[ 0.541 -0.743  0.23   0.411  0.056],0.104643084
1.1333511,,-2.4377365,4000,-2.7465821e-06,1.9887613,1324.9673,100.0,1.4921982,40,0.23863915,1.024048,100,101.78757,6.085762,100.06185,1.0591382,-144.49368018442422,1059.1871898174286,48.58,94.051315,2.1194773,201.52644,0.30417553,230644,0.51408744,[ 0.551 -0.744  0.245  0.4    0.061],0.09975708
558.7839,,-2.0565338,4100,1.7547608e-06,377.97815,31339292.0,100.0,1.4504557,41,32.34292,4.2900677,100,451.04373,4.1396103,110.31771,43.45358,-143.33082525994772,1081.8363711833954,46.94,93.89302,1.6249714,784.76855,8.112542,235338,0.0006932325,[ 0.56  -0.742  0.252  0.396  0.073],0.7529641
3611.7783,,-1.7771759,4200,-4.196167e-06,1039.5143,283125820.0,100.0,1.4433168,42,100.25979,10.684693,100,1045.1421,7.638115,121.264694,294.42084,-141.02813341339973,1105.0396893024445,44.58,93.673035,1.716718,1892.984,44.796,239796,0.00027988592,[ 0.58  -0.548  0.214  0.42   0.032],3.1389916
7.936979,,-2.1468124,4300,-4.7302246e-06,23.886066,226544.05,100.0,1.447432,43,2.617381,1.2986969,100,191.66064,5.2676773,167.99628,2.8815565,-132.79686167433022,1127.2558691501617,36.95,92.81207,1.5553627,316.23087,0.44925943,243491,0.06499055,[ 0.52  -0.363  0.246  0.407  0.024],0.11541469
1.4320166,,-2.2766418,4400,7.6293944e-08,2.5648818,6642.747,100.0,1.4426931,44,0.39832962,1.0563864,100,158.44759,4.008072,152.3584,1.1239448,-134.3078510133336,1147.5716145038605,38.55,93.03201,1.4773388,261.0131,0.28949168,247346,0.32716465,[ 0.532 -0.29   0.234  0.344  0.029],0.08342613
3.4935687,,-1.8778458,4500,-3.8146973e-06,10.258062,75435.734,100.0,1.3847792,45,1.195187,1.2310444,100,188.88141,4.4065094,163.17285,1.659961,-133.62924861040915,1166.4518127441406,37.51,92.875,1.2352991,307.60568,0.387982,251097,0.11433552,[ 0.53  -0.265  0.219  0.315  0.024],0.106549375
1.9703009,,-2.7239304,4600,-7.6293945e-06,7.671651,36536.7,100.0,1.4335929,46,0.86894125,1.1077571,100,208.53621,5.3137207,198.75443,1.2536783,-128.49411406203163,1185.913319826126,32.8,92.14925,1.5972064,315.02615,0.29175088,254377,0.25499567,[ 0.441 -0.184  0.188  0.274 -0.034],0.07667955
3.401288,,-2.1200256,4700,2.3651123e-06,6.759502,52459.793,100.0,1.4676151,47,0.97296387,1.185064,100,236.39977,5.375122,207.00269,1.608495,-128.8655227998513,1203.5593497753143,32.73,92.125534,1.3940059,336.89523,0.31739646,257650,0.09609654,[ 0.449 -0.187  0.182  0.29   0.015],0.08231426
2.4325676,,-1.822731,4800,-7.095337e-06,5.5176105,32787.34,100.0,1.4460206,48,0.7797158,1.1734009,100,202.93727,5.4956055,175.75504,1.3188711,-131.52621941582956,1220.477613210678,35.61,92.59592,1.5918843,309.97662,0.31993088,261211,0.29066032,[ 0.488 -0.267  0.207  0.314  0.049],0.08695721
3.9467149,,-1.8572464,4900,-9.918213e-07,14.143259,95380.04,100.0,1.4745966,49,1.6080788,1.1954931,100,188.97351,5.7442474,166.9386,2.7285094,-132.20522729832052,1241.5864222049713,36.26,92.70793,1.5915459,306.13495,0.3660634,264837,0.10019359,[ 0.573 -0.354  0.232  0.275  0.027],0.096718475
3.5258825,,-2.7253265,5000,5.1879883e-06,12.382763,50524.01,100.0,1.4963075,50,1.188635,1.1976175,100,157.46828,8.162827,139.67966,2.0228205,-136.10207802787082,1261.4662327766418,40.83,93.33324,2.3608537,270.64572,0.36784023,268920,0.11312966,[ 0.532 -0.399  0.223  0.267  0.056],0.10607825
2.1033292,,-2.214531,5100,2.5939942e-06,4.1033397,18810.492,100.0,1.5457078,51,0.5551127,1.0948619,100,207.83487,5.556061,195.01015,1.2278427,-128.70943041652734,1277.130630493164,32.94,92.14488,1.793612,316.6182,0.28426948,272214,0.24155067,[ 0.554 -0.359  0.233  0.237  0.078],0.07489798
1.492013,,-2.2114944,5200,-3.2043456e-06,2.2581952,4612.9487,100.0,1.5617219,52,0.3376342,1.0996222,100,163.50876,7.5692215,148.79437,1.1750877,-134.8973528692535,1297.458765745163,39.08,93.096344,1.8538125,267.35538,0.29750738,276122,0.25890782,[ 0.543 -0.367  0.236  0.243  0.127],0.08631502
2.3445103,,-2.0416107,5300,2.5177003e-06,3.1217055,13409.975,100.0,1.5798763,53,0.5083765,1.1182989,100,185.43185,5.6615067,169.8362,1.2754989,-132.28822777168213,1315.6084833145142,36.45,92.74138,1.6510687,290.83218,0.3050159,279767,0.074127704,[ 0.572 -0.373  0.243  0.28   0.143],0.08434735
2.6043165,,-2.2010193,5400,6.3323973e-06,3.4345002,17684.701,100.0,1.5742695,54,0.69348097,1.1067898,100,171.86855,6.221924,159.13278,1.5345153,-133.9005538179869,1335.5938527584076,38.14,92.97847,1.8120519,274.63492,0.30971885,283581,0.06420528,[ 0.572 -0.423  0.272  0.304  0.161],0.08796751
2.5480642,,-2.1978073,5500,3.7384034e-06,5.6814575,21606.812,100.0,1.5038937,55,0.79522353,1.1746318,100,157.10214,6.961693,141.59988,1.4581283,-136.49265658197183,1353.5905900001526,40.76,93.30261,1.7579981,268.8187,0.3576216,287657,0.05152163,[ 0.549 -0.479  0.284  0.331  0.156],0.104344256
1.6461797,,-2.2712326,5600,5.569458e-06,3.7228677,16003.258,100.0,1.4910927,56,0.6013946,1.0859369,100,170.04759,5.9624557,159.08984,1.3096749,-133.8114222646371,1373.486533164978,38.11,92.977615,1.776281,270.00256,0.29978427,291468,0.072666496,[ 0.556 -0.488  0.289  0.336  0.085],0.085586034
1.5823746,,-2.0578308,5700,-4.043579e-06,2.9834986,8799.021,100.0,1.529503,57,0.4660866,1.0650984,100,157.08875,6.1076355,149.81194,1.1599101,-135.07808017232136,1394.5935640335083,39.17,93.10298,1.9420384,260.7266,0.29821408,295385,0.28274125,[ 0.565 -0.529  0.288  0.303  0.072],0.08662558
1.6553923,,-2.0948563,5800,-6.2561035e-06,4.842252,11691.923,100.0,1.541687,58,0.5920148,1.1157879,100,151.81316,4.977852,133.98181,1.392817,-137.8329378422837,1416.0183942317963,41.71,93.390884,1.5938574,255.03098,0.30951026,299556,0.34920055,[ 0.567 -0.523  0.281  0.313  0.111],0.09287985
3.1800709,,-2.4114227,5900,-2.0599366e-06,5.6483665,33027.742,100.0,1.5964649,59,0.92543614,1.2099203,100,173.6246,8.102211,150.85104,1.5335289,-134.63901232828627,1434.725046634674,38.97,93.09012,2.2494574,289.9735,0.35499424,303453,0.04413766,[ 0.522 -0.525  0.264  0.328  0.123],0.100422814
2.0948327,,-2.309288,6000,-2.0599366e-06,3.9252381,23346.209,100.0,1.5509361,60,0.7994565,1.1211436,100,157.85803,6.3455734,142.92508,1.541326,-136.16501567085763,1455.043407201767,40.24,93.23236,1.7220815,266.3862,0.33000836,307477,0.092869416,[ 0.513 -0.562  0.275  0.324  0.178],0.096566774
1.2553532,,-2.3189087,6100,7.019043e-06,2.3118052,2350.8613,100.0,1.5594144,61,0.30377367,1.0606198,100,119.43041,6.9409256,113.09079,1.0906793,-141.4348539906259,1473.7427487373352,45.45,93.776245,1.8081344,221.5185,0.30334,312022,0.3245883,[ 0.454 -0.549  0.254  0.317  0.132],0.095829524
7.1100054,,-2.2086945,6200,-3.967285e-06,17.494658,143390.95,100.0,1.5363283,62,2.2184927,1.314428,100,150.41925,4.7628403,126.45303,4.219358,-138.69009266485466,1495.435118675232,42.77,93.5146,1.8512813,282.69308,0.53853303,316299,0.02794396,[ 0.464 -0.579  0.256  0.34   0.141],0.14404818
13.818583,,-2.4608078,6300,-1.1444092e-06,47.349525,357231.7,100.0,1.5275431,63,3.0207276,1.3683769,100,181.69713,9.239609,145.40234,6.725606,-135.612560603331,1514.447849035263,39.93,93.2026,2.046899,324.12506,0.6560601,320292,0.01141905,[ 0.511 -0.532  0.286  0.343  0.117],0.1523243
223119.34,,-2.5924149,6400,2.4414062e-06,6569.679,16131421000.0,100.0,1.3600817,64,640.8297,63.57856,100,7593.8496,6.6775055,144.8157,21585.69,-136.06339228019368,1535.1735870838165,40.35,93.255844,2.1050723,12818.575,2211.3435,324327,9.902471e-10,[ 0.451 -0.599  0.267  0.325  0.109],95.25902
82.23576,,-2.378624,6500,-7.6293946e-07,90.16783,4471833.0,100.0,1.3430203,65,8.351932,1.7355217,100,303.82437,4.8700256,197.95703,11.917861,-129.71401245124804,1555.9018211364746,33.66,92.292694,1.6362302,481.12982,1.4969683,327693,0.005996702,[ 0.566 -0.399  0.279  0.307 -0.059],0.22290117
1.3186512,,-2.4967422,6600,5.264282e-06,2.081693,4117.0015,100.0,1.3493751,66,0.3007941,1.0481752,100,159.13373,6.6845474,154.194,1.0900817,-133.8308941976817,1577.2318952083588,38.19,92.99132,1.6599033,260.7811,0.28433785,331512,0.36055976,[ 0.502 -0.422  0.245  0.21  -0.076],0.08161672
2.0602582,,-2.1711502,6700,-7.171631e-06,8.451078,30526.105,100.0,1.3485935,67,0.8597855,1.1186861,100,197.01132,6.388878,181.73572,1.5406983,-130.4550128411739,1593.75173163414,34.61,92.461426,1.7733588,303.27225,0.2946101,334973,0.13864475,[ 0.503 -0.432  0.253  0.237 -0.07 ],0.07948201
5.3737745,,-2.239891,6800,-3.1280517e-06,13.609442,124712.04,100.0,1.3867158,68,2.010765,1.3345506,100,196.41241,6.373825,168.8067,2.800901,-132.0221583849752,1614.326006412506,36.26,92.71505,1.9704003,319.3581,0.40273038,338599,0.16619079,[ 0.475 -0.465  0.255  0.263 -0.07 ],0.105251916
1.4868469,,-2.2583466,6900,-1.0375977e-05,1.9967309,4694.3022,100.0,1.3798337,69,0.33607915,1.0994413,100,161.84274,6.440262,145.2889,1.1380583,-135.66335095675817,1631.923546075821,39.83,93.18788,1.8977307,263.0403,0.29292735,342582,0.26045695,[ 0.409 -0.463  0.23   0.262 -0.032],0.085952245
1.3114573,,-2.7115326,7000,-8.621216e-06,2.1414428,3130.7498,100.0,1.3712723,70,0.3134324,1.0331275,100,126.46401,8.526611,122.63022,1.1002429,-139.3999087113425,1654.6140367984772,43.9,93.6492,2.441694,226.3073,0.3010213,346972,0.32283193,[ 0.435 -0.514  0.241  0.245 -0.039],0.09325875
91.50099,,-2.251648,7100,-1.8310546e-06,265.86615,9757069.0,100.0,1.3554678,71,15.190289,2.4620135,100,248.10089,6.8432617,150.00227,6.576852,-135.4757430743134,1673.3690931797028,39.52,93.143936,1.8418624,545.70483,2.9222987,350924,0.013174381,[ 0.438 -0.517  0.252  0.267 -0.048],0.41374618
1.8425999,,-2.053627,7200,5.1116945e-06,3.7443132,9323.24,100.0,1.3604461,72,0.54644364,1.1072767,100,127.958435,4.144432,116.918564,1.2516545,-140.83781851436115,1693.8279705047607,44.75,93.70557,1.6066501,235.67099,0.33336368,355399,0.1735358,[ 0.45  -0.468  0.225  0.367 -0.063],0.10379073
1.4008962,,-2.1478271,7300,-5.1116945e-06,2.0211709,3020.7197,100.0,1.348382,73,0.29534835,1.0524001,100,126.02908,6.9945297,119.620605,1.0969924,-140.3314751234941,1713.3656899929047,44.23,93.654465,1.9839281,229.06581,0.3049209,359822,0.29266718,[ 0.461 -0.504  0.231  0.409 -0.058],0.09481801
2.25005,,-2.1636963,7400,-1.6021728e-06,11.527874,46692.168,100.0,1.3234903,74,1.2947401,1.1193024,100,128.23267,5.335327,116.36348,1.8306674,-140.97903486038922,1734.7517285346985,44.94,93.72591,1.6464798,237.74324,0.35341102,364316,0.055845935,[ 0.474 -0.53   0.243  0.439 -0.071],0.10891108
1.2523158,,-2.1477356,7500,-3.3569336e-06,2.0833406,3207.4436,100.0,1.3044543,75,0.34406248,1.043956,100,113.73976,9.209785,109.965385,1.1212431,-142.8595328747195,1758.294981956482,46.65,93.87526,1.9511185,213.73335,0.30799776,368981,0.32168266,[ 0.427 -0.531  0.222  0.423 -0.095],0.09870443
7690.797,,-2.6235275,7600,7.476807e-06,1563.417,345460300.0,100.0,1.3565261,76,148.32533,14.784835,100,926.7977,5.840767,91.28968,1043.23,-146.406925110313,1782.0295526981354,50.72,94.22685,1.9654502,1988.2542,123.65577,374053,0.00020541926,[ 0.438 -0.533  0.232  0.437 -0.115],8.03455
83798.96,,-2.4053497,7700,3.2043456e-06,4494.3477,8782791000.0,100.0,1.2805225,77,438.74985,43.6072,100,7351.1904,4.914276,159.27448,2432.2568,-133.92188887753164,1802.7541348934174,37.95,92.942184,1.6699002,9485.969,476.66428,377848,6.6883204e-06,[ 0.465 -0.431  0.268  0.455 -0.062],15.203768
590.6151,,-2.2867813,7800,-2.5177003e-06,1043.1376,49509644.0,100.0,1.282179,78,47.65011,5.5469537,100,476.56638,6.6712723,152.35489,147.37666,-135.31361098755676,1823.651887178421,39.17,93.081,1.9945666,953.76337,11.696259,381765,0.0017314218,[ 0.365 -0.493  0.235  0.293 -0.138],1.2700684
1.7326717,,-2.66745,7900,-6.8664554e-07,5.0629263,12051.501,100.0,1.2802736,79,0.6679066,1.0877411,100,126.5419,8.929398,118.43782,1.4275696,-140.33334514398126,1846.0979883670807,44.57,93.70279,2.2617438,231.17574,0.32271552,386222,0.18090762,[ 0.279 -0.533  0.193  0.228 -0.137],0.10022499
51.139072,,-2.308014,8000,3.890991e-06,127.09725,2763968.0,100.0,1.2656251,80,10.451998,2.0809588,100,167.73288,5.946289,96.09158,23.62192,-145.1823619471068,1867.987263917923,49.25,94.10426,2.001641,376.96304,2.0888517,391147,0.0032299622,[ 0.302 -0.511  0.198  0.211 -0.139],0.40161514
3.7758465,,-2.805626,8100,2.2888185e-06,17.847784,56525.55,100.0,1.2531334,81,1.9679677,1.2858269,100,105.07903,8.4036255,86.4186,2.6692364,-148.39105565892962,1894.3758108615875,53.04,94.40456,2.4391232,217.57733,0.43140373,396451,0.056910127,[ 0.226 -0.547  0.17   0.174 -0.153],0.14019367
