EpRewMean,ReturnMeanIW,ReturnStepMax,ReturnStepMaxmin,MeanIW,StdIW,MeanEntropy,InitialReturnStd,Iteration,MaxD2w0t,TimestepsSoFar,EpLenMean,InitialReturnMean,InitialBound,MinD2w0t,TimeElapsed,EpThisIter,MeanD2w0t,Bound,EpisodesSoFar,StdD2w0t,MinIW,InitialReturnMin,MaxIW,InitialReturnMax,J_sample_variance,Weights,EmpiricalD2
-106.5193801001931,-77.860825,100.0,99.0,0.99577194,0.01872423,1.3746217,14.719873,162,1.000797,588100,35.96,-78.20174,-1197.1647,,1687.3286883831024,100,0.071937785,-1196.9891,16200,0.25842685,0.9320798,-94.41365,1.0607064,-12.7384815,212.70407,[-0.567 -1.135 -0.826 -1.069 -0.043],1.0003089
-106.40422934946218,-76.81813,100.0,99.0,0.9966858,0.019406779,1.3758837,14.3434725,163,1.0006403,591824,37.24,-77.03605,-1149.7596,,1698.4398803710938,100,0.0744917,-1149.6462,16300,0.2625974,0.9481923,-95.250175,1.044406,-32.391224,212.24742,[-0.566 -1.134 -0.825 -1.069 -0.044],1.0003517
-107.27698031804611,-78.415085,100.0,99.00009,0.99642736,0.015420108,1.3769822,13.073402,164,1.0006653,595399,35.75,-78.65844,-1176.8446,,1707.8339347839355,100,0.071509294,-1176.7087,16400,0.25769964,0.94457304,-95.379814,1.0536945,-33.36511,175.56917,[-0.565 -1.133 -0.824 -1.069 -0.043],1.0002762
-106.96813072147344,-77.63016,100.0,99.0,0.99593407,0.013730782,1.3778422,14.48514,165,1.0006328,599109,37.1,-77.915115,-1192.6144,,1719.1807312965393,100,0.07421163,-1192.4541,16500,0.26212808,0.9569614,-95.27307,1.0323678,-32.097343,210.37263,[-0.566 -1.133 -0.824 -1.069 -0.042],1.0002362
-104.86128338769129,-73.49473,100.0,99.00001,0.99753565,0.020897465,1.3779516,16.379156,166,1.0008768,603202,40.93,-73.69822,-1183.9402,,1731.918449163437,100,0.081871435,-1183.8356,16600,0.27419716,0.9269869,-95.7102,1.0687901,-15.539444,268.46298,[-0.565 -1.133 -0.824 -1.069 -0.041],1.0004754
-107.63289923489245,-79.43882,100.0,99.0,0.99604845,0.017622856,1.3789058,13.460281,167,1.001008,606669,34.67,-79.74957,-1189.9915,,1741.5113775730133,100,0.06935423,-1189.838,16700,0.25408772,0.95303637,-96.04464,1.0520945,-33.165382,183.79366,[-0.566 -1.134 -0.824 -1.068 -0.041],1.0004777
-107.33043383265667,-80.037766,100.0,99.00001,0.9953269,0.023336116,1.3783065,12.878556,168,1.0007998,609996,33.27,-80.402504,-1153.1261,,1751.4900650978088,100,0.066558875,-1152.9398,16800,0.2492885,0.9344234,-96.19228,1.0610325,-31.499231,167.52725,[-0.568 -1.135 -0.825 -1.068 -0.04 ],1.0004947
-105.64467349993916,-76.072975,100.0,99.00002,0.99663407,0.014894159,1.3793466,14.987628,169,1.0005779,613741,37.45,-76.32302,-1177.0298,,1761.775090456009,100,0.07491387,-1176.8998,16900,0.26328334,0.95849824,-95.407486,1.0430533,-30.557693,226.1551,[-0.568 -1.136 -0.826 -1.07  -0.041],1.0002873
-107.64671289289188,-76.69757,100.0,99.0,0.9948149,0.026777197,1.3793429,14.608864,170,1.001376,617601,38.6,-77.08108,-1172.6888,,1772.5749006271362,100,0.07722229,-1172.4917,17000,0.2669784,0.9160631,-93.63916,1.0704545,-21.27866,217.51717,[-0.567 -1.137 -0.825 -1.071 -0.04 ],1.0007392
-106.65987396113215,-78.66041,100.0,99.0,0.9980081,0.011766521,1.3799117,14.405855,171,1.0004678,621114,35.13,-78.79362,-1163.4827,,1783.2910482883453,100,0.070266195,-1163.4146,17100,0.2556151,0.96251935,-96.29091,1.0373541,-34.038612,210.31868,[-0.565 -1.138 -0.826 -1.072 -0.04 ],1.0001415
-106.3880840315271,-77.531136,100.0,99.0,0.99660337,0.017198497,1.3809694,15.224177,172,1.0009203,624757,36.43,-77.8114,-1162.5005,,1793.844345331192,100,0.0728749,-1162.3602,17200,0.25995862,0.94876283,-95.417625,1.0412045,-23.622663,233.9035,[-0.567 -1.138 -0.826 -1.072 -0.039],1.0004107
-107.01463457319804,-76.055466,100.0,99.0,0.9971058,0.016769608,1.3803395,14.413438,173,1.0005338,628706,39.49,-76.25442,-1206.9342,,1804.1910500526428,100,0.07899034,-1206.8344,17300,0.26973277,0.95296866,-96.95236,1.0466955,-26.176468,209.68274,[-0.567 -1.139 -0.826 -1.072 -0.038],1.0002934
-107.01705963829887,-79.55033,100.0,99.00009,0.99961376,0.0055970782,1.3808882,12.392861,174,1.0000798,632125,34.19,-79.58584,-1161.3859,,1813.2466599941254,100,0.068381496,-1161.3672,17400,0.25239444,0.9870715,-94.7723,1.018845,-39.015,154.1199,[-0.566 -1.139 -0.827 -1.072 -0.039],1.0000353
-107.73770955297886,-78.48364,100.0,99.00022,0.99764234,0.019890971,1.3804898,12.604745,175,1.0006669,635727,36.02,-78.66508,-1148.2206,,1823.8373012542725,100,0.07204856,-1148.1265,17500,0.25858048,0.9404179,-93.87601,1.0487053,-49.054226,161.61464,[-0.566 -1.139 -0.827 -1.072 -0.038],1.0004245
-104.0571868978193,-75.1735,100.0,99.0,0.9971231,0.015987633,1.3797741,17.095308,176,1.0004318,639474,37.47,-75.36861,-1162.8813,,1834.4796884059906,100,0.07495269,-1162.7848,17600,0.26333517,0.94205785,-95.07135,1.0406654,-24.2728,298.42905,[-0.565 -1.139 -0.827 -1.073 -0.038],1.0002444
-107.6804133461957,-79.37739,100.0,99.0,0.9981766,0.013715715,1.3808308,13.204109,177,1.0004599,642958,34.84,-79.52662,-1161.3267,,1846.0371282100677,100,0.069685586,-1161.2389,17700,0.2546213,0.96342224,-95.981445,1.0483104,-24.59618,173.07219,[-0.564 -1.138 -0.825 -1.072 -0.039],1.0001899
-106.70901914880278,-78.99426,100.0,99.0,0.99781376,0.013706499,1.3804029,14.06239,178,1.000502,646416,34.58,-79.199,-1174.8068,,1856.8198857307434,100,0.0691703,-1174.7043,17800,0.2537717,0.9503299,-96.09882,1.035186,-37.445103,194.82426,[-0.563 -1.138 -0.825 -1.073 -0.038],1.0002282
-107.55730306696954,-78.21314,100.0,99.0,0.99756044,0.01293218,1.3793467,13.634647,179,1.0005538,650101,36.85,-78.39587,-1190.8912,,1868.3304753303528,100,0.073707454,-1190.7843,17900,0.2613074,0.9304328,-98.516,1.0312595,-31.614767,185.03632,[-0.562 -1.139 -0.825 -1.073 -0.039],1.0002152
-107.13315117657932,-77.83645,100.0,99.000015,0.99428624,0.026475111,1.3774886,13.260238,180,1.0011411,653725,36.24,-78.24888,-1162.938,,1878.5931975841522,100,0.07249957,-1162.7161,18000,0.259342,0.9149126,-94.73942,1.0630574,-27.064182,181.1803,[-0.563 -1.14  -0.825 -1.073 -0.04 ],1.0005693
-107.51574343953963,-76.70818,100.0,99.0,0.99021107,0.030388579,1.376953,12.153255,181,1.0018885,657490,37.65,-77.49411,-1140.4883,,1888.8313329219818,100,0.07533983,-1140.048,18100,0.26401472,0.88004416,-95.486984,1.0747856,-47.253178,143.57544,[-0.565 -1.14  -0.826 -1.073 -0.041],1.000898
-107.42848773108079,-76.31145,100.0,99.0,0.9983884,0.013393086,1.3769462,13.204429,182,1.0003325,661401,39.11,-76.44874,-1152.2678,,1899.843988418579,100,0.07822893,-1152.1945,18200,0.26855743,0.9530186,-95.27489,1.0361543,-31.671516,173.61774,[-0.566 -1.144 -0.828 -1.074 -0.042],1.0001334
-106.52851186319126,-78.334404,100.0,99.0,0.9967488,0.014738961,1.3760642,14.016754,183,1.0006003,664937,35.36,-78.51384,-1176.7,,1910.1211364269257,100,0.070728175,-1176.6055,18300,0.25638962,0.95146763,-95.64487,1.0338327,-26.188768,208.3112,[-0.567 -1.144 -0.829 -1.074 -0.042],1.0002246
-105.88265966877321,-75.128914,100.0,99.0,0.9945542,0.024175249,1.3769753,14.485723,184,1.0008821,668841,39.04,-75.51461,-1160.2037,,1919.7757651805878,100,0.07810261,-1160.0035,18400,0.26838014,0.9201369,-96.350746,1.0805279,-40.23962,208.92546,[-0.566 -1.143 -0.828 -1.073 -0.043],1.0004939
-106.25672517271204,-77.734184,100.0,99.0,0.9967552,0.012735561,1.3769752,14.166924,185,1.0008903,672407,35.66,-77.97397,-1150.6976,,1930.3986406326294,100,0.07132815,-1150.538,18500,0.2573915,0.9482862,-95.95447,1.0382726,-27.947632,205.09659,[-0.567 -1.143 -0.829 -1.074 -0.042],1.0001987
-106.78226209090792,-77.041794,100.0,99.0,0.9934321,0.019559557,1.3764182,13.685737,186,1.0009193,676130,37.23,-77.45908,-1162.1482,,1941.2977063655853,100,0.07448335,-1161.9366,18600,0.2626082,0.9469726,-94.9671,1.0570785,-28.340214,195.76805,[-0.565 -1.144 -0.829 -1.075 -0.042],1.0004007
-106.60234424259636,-76.22324,100.0,99.0,0.9990853,0.0066922703,1.3769603,14.535567,187,1.0001336,680008,38.78,-76.27927,-1186.5212,,1951.8895535469055,100,0.077562645,-1186.491,18700,0.26748288,0.979936,-96.7581,1.0243957,-32.054565,214.67046,[-0.565 -1.143 -0.829 -1.074 -0.043],1.0000548
-106.03896449251292,-76.17905,100.0,99.0,0.9982387,0.011714198,1.3779225,14.273966,188,1.0004638,683803,37.95,-76.3116,-1152.1307,,1962.4691796302795,100,0.07590696,-1152.0596,18800,0.2648693,0.96218526,-95.50689,1.0498692,-42.092026,208.23035,[-0.566 -1.143 -0.829 -1.074 -0.042],1.0001675
-106.51249764146601,-76.35248,100.0,99.0,0.9973164,0.0139859365,1.3769822,13.913208,189,1.0004086,687634,38.31,-76.559555,-1210.8145,,1973.8082036972046,100,0.07662989,-1210.707,18900,0.26601443,0.9526053,-93.03794,1.0352875,-23.653345,194.12555,[-0.564 -1.142 -0.828 -1.074 -0.041],1.0001892
-107.58707208875956,-80.249886,100.0,99.0,0.99848217,0.010880009,1.3773248,12.308798,190,1.0002992,691001,33.67,-80.39745,-1153.1211,,1983.4675891399384,100,0.067347795,-1153.0443,19000,0.25064602,0.9658822,-96.1353,1.0395567,-48.7614,150.1486,[-0.565 -1.142 -0.828 -1.074 -0.042],1.00014
-107.6677929085589,-78.638626,100.0,99.0,0.9953628,0.022205092,1.3764896,12.702717,191,1.0010427,694578,35.77,-78.975815,-1135.094,,1991.9614217281342,100,0.07155834,-1134.9166,19100,0.2577985,0.91920406,-95.80366,1.0540726,-43.157524,166.91548,[-0.564 -1.142 -0.827 -1.074 -0.042],1.0004538
-106.18930535685803,-77.54152,100.0,99.0,0.9947645,0.029545357,1.3755186,13.604804,192,1.001333,698152,35.74,-77.938576,-1202.9532,,2002.0110967159271,100,0.07149677,-1202.7448,19200,0.25769505,0.9001444,-96.15875,1.0568135,-23.585651,194.15688,[-0.564 -1.143 -0.828 -1.075 -0.042],1.0007389
-105.97886308310767,-78.92693,100.0,99.0,0.9972941,0.016772382,1.375866,14.622729,193,1.000448,701538,33.86,-79.10671,-1184.688,,2012.7694528102875,100,0.067729756,-1184.5981,19300,0.2512976,0.9620763,-95.950935,1.0463934,-19.269012,217.3759,[-0.566 -1.143 -0.828 -1.074 -0.043],1.0003027
-105.76188494270453,-75.96088,100.0,99.00001,0.99885845,0.007830451,1.3768605,15.522548,194,1.0001794,705371,38.33,-76.03509,-1179.2064,,2023.0021314620972,100,0.076663904,-1179.169,19400,0.26607206,0.9738741,-95.38727,1.0253959,-33.366497,244.53168,[-0.567 -1.143 -0.829 -1.075 -0.043],1.0000811
-105.56642638609874,-78.76067,100.0,99.0,0.99761266,0.010357129,1.3778425,15.737822,195,1.0002975,708780,34.09,-78.88872,-1186.8264,,2031.155107498169,100,0.06818528,-1186.757,19500,0.2520688,0.9693642,-95.277695,1.03886,-17.289352,254.0382,[-0.567 -1.143 -0.829 -1.075 -0.042],1.0001209
-105.63238688842998,-75.35629,100.0,99.00001,0.99894476,0.008346763,1.3779237,15.538699,196,1.0001371,712673,38.93,-75.40265,-1165.6752,,2042.8645598888397,100,0.07786255,-1165.6511,19600,0.26796645,0.9790588,-95.09337,1.019122,-35.61093,247.87184,[-0.567 -1.142 -0.829 -1.074 -0.041],1.0000739
-106.05111991228047,-74.13927,100.0,99.000015,0.9986164,0.009711575,1.3774122,14.560529,197,1.0002184,716802,41.29,-74.225655,-1191.0803,,2053.8520135879517,100,0.08258416,-1191.0338,19700,0.27524966,0.9554602,-95.599625,1.0217155,-29.464602,215.51294,[-0.567 -1.142 -0.829 -1.074 -0.041],1.000074
-105.98405332640078,-76.95378,100.0,99.0,0.9953367,0.023866272,1.3760056,14.386306,198,1.0008565,720448,36.46,-77.31652,-1167.5891,,2064.0498661994934,100,0.0729397,-1167.4073,19800,0.26007074,0.9291224,-96.074005,1.0531677,-40.004536,206.59848,[-0.567 -1.143 -0.829 -1.074 -0.042],1.0004946
-107.05432371864477,-76.04607,100.0,99.00003,0.9971566,0.015627952,1.3750874,14.746271,199,1.0004891,724362,39.14,-76.27338,-1179.4448,,2075.05544090271,100,0.078292355,-1179.33,19900,0.268659,0.9442421,-96.27755,1.03906,-33.11391,215.96527,[-0.567 -1.143 -0.83  -1.075 -0.043],1.0002239
-106.63601167115205,-77.99323,100.0,99.0,0.99747396,0.013467839,1.3746508,14.112409,200,1.0006167,727959,35.97,-78.17065,-1205.1152,,2085.1470873355865,100,0.07194993,-1205.0222,20000,0.25843027,0.9623679,-95.736534,1.0333498,-22.906502,203.94356,[-0.566 -1.143 -0.831 -1.075 -0.044],1.0002065
-105.29706834213103,-76.21392,100.0,99.00001,0.9982227,0.011235615,1.3744886,15.574922,201,1.0005304,731694,37.35,-76.33825,-1177.045,,2096.2227113246918,100,0.07470621,-1176.9827,20100,0.26293436,0.9573668,-93.24606,1.028717,-27.711159,244.03134,[-0.567 -1.144 -0.832 -1.074 -0.044],1.0001158
-106.86396063426801,-75.68986,100.0,99.00004,0.997335,0.014316967,1.374649,14.245853,202,1.0006719,735661,39.67,-75.91091,-1188.4062,,2108.033818244934,100,0.07935203,-1188.2893,20200,0.2703039,0.96152973,-94.628044,1.04601,-28.490934,202.16602,[-0.566 -1.145 -0.831 -1.075 -0.044],1.000208
-105.42839715722266,-77.364136,100.0,99.0,0.9993262,0.006511987,1.3743783,15.148684,203,1.0001183,739233,35.72,-77.415115,-1164.9279,,2120.0332975387573,100,0.0714425,-1164.9009,20300,0.25755748,0.9792575,-96.42055,1.0156974,-31.553959,232.20778,[-0.566 -1.146 -0.832 -1.076 -0.044],1.0000565
-105.74863702995599,-77.60061,100.0,99.0,0.99443763,0.021484938,1.3744,15.015897,204,1.001055,742758,35.25,-77.989334,-1185.9271,,2127.819585800171,100,0.07052211,-1185.7323,20400,0.2560697,0.9337508,-96.25562,1.0448765,-16.710287,234.6826,[-0.566 -1.146 -0.832 -1.075 -0.045],1.0005943
-107.41471189820024,-79.34764,100.0,99.0,0.9953472,0.017576687,1.375356,12.512472,205,1.0008328,746204,34.46,-79.67102,-1142.6652,,2136.9935030937195,100,0.0689359,-1142.5018,20500,0.2533794,0.946622,-95.67044,1.0685563,-48.461906,160.40863,[-0.566 -1.147 -0.833 -1.077 -0.045],1.00035
-106.9146742397167,-78.53005,100.0,99.000015,0.9987896,0.009771414,1.3758825,13.943895,206,1.0002269,749780,35.76,-78.59625,-1160.3962,,2149.0058693885803,100,0.07152314,-1160.3611,20600,0.25771034,0.9729733,-95.89947,1.0316944,-33.719547,199.07593,[-0.566 -1.147 -0.833 -1.076 -0.044],1.0000879
-107.90454595021485,-79.312065,100.0,99.0,0.99305594,0.033722628,1.3749055,13.087911,207,1.0016166,753272,34.92,-79.817726,-1180.5245,,2158.1606476306915,100,0.06986254,-1180.2626,20700,0.2549624,0.9215591,-97.73233,1.0766801,-27.263481,184.41109,[-0.566 -1.146 -0.833 -1.076 -0.043],1.0009686
-108.02191662377585,-77.37462,100.0,99.000175,0.99759436,0.018592374,1.3744671,12.5794735,208,1.0006318,757061,37.89,-77.59263,-1137.1891,,2168.70707988739,100,0.07579379,-1137.0781,20800,0.26468477,0.9449608,-96.065765,1.042229,-35.263306,153.77705,[-0.565 -1.145 -0.833 -1.076 -0.044],1.0003699
-106.72297976263289,-78.39852,100.0,99.0,0.99914145,0.008910126,1.3735794,14.445864,209,1.0002464,760631,35.7,-78.463234,-1151.1869,,2178.434312105179,100,0.07140341,-1151.1552,20900,0.25750148,0.95975465,-98.25823,1.0225649,-30.8463,210.6516,[-0.565 -1.146 -0.834 -1.077 -0.044],1.0001
-107.16259438348004,-76.37444,100.0,99.00001,0.99658,0.01781812,1.3730178,13.9345665,210,1.0005306,764512,38.81,-76.61612,-1161.3052,,2190.2407042980194,100,0.0776344,-1161.1833,21000,0.2676118,0.9401014,-95.9908,1.0478643,-29.104845,196.36552,[-0.566 -1.146 -0.834 -1.077 -0.045],1.0002462
-106.98481547751348,-76.89619,100.0,99.000374,0.9973384,0.01460819,1.3725092,13.375509,211,1.0004311,768281,37.69,-77.10748,-1158.9075,,2200.4041225910187,100,0.075391546,-1158.7938,21100,0.2640351,0.9484896,-93.76266,1.045982,-42.715073,178.8701,[-0.566 -1.145 -0.834 -1.076 -0.046],1.000201
-106.5895842772496,-78.328735,100.0,99.0001,0.9963595,0.013061841,1.3731415,13.775486,212,1.0007243,771778,34.97,-78.598526,-1141.5927,,2211.4823575019836,100,0.06995638,-1141.4594,21200,0.25509992,0.95649445,-96.63725,1.0429202,-33.660915,190.66708,[-0.565 -1.144 -0.833 -1.075 -0.046],1.0002724
-106.34549128634211,-76.84173,100.0,99.0,0.9908144,0.03949752,1.3716092,15.721032,213,1.0023246,775453,36.75,-77.54336,-1187.7853,,2221.140132665634,100,0.07353227,-1187.4218,21300,0.26106378,0.861336,-95.98338,1.0837969,-12.538494,254.72389,[-0.565 -1.145 -0.834 -1.075 -0.046],1.0012755
-108.51343816239653,-78.49846,100.0,99.00013,0.99763095,0.014259495,1.3720684,11.826799,214,1.0006022,779165,37.12,-78.66326,-1148.2188,,2231.05739569664,100,0.07424805,-1148.1287,21400,0.26219663,0.9545486,-95.38662,1.0472996,-48.28042,141.855,[-0.568 -1.145 -0.835 -1.074 -0.047],1.0002892
-106.13068836627957,-75.1781,100.0,99.0,0.9981767,0.010667511,1.372958,14.970484,215,1.0002174,783153,39.88,-75.26767,-1183.2054,,2242.7935009002686,100,0.07976494,-1183.16,21500,0.2709279,0.9672219,-95.84167,1.0283487,-35.809,231.48358,[-0.567 -1.146 -0.835 -1.075 -0.047],1.000101
-106.49841374036225,-79.98355,100.0,99.0,0.99911624,0.0070471857,1.3734909,13.99393,216,1.0001618,786488,33.35,-80.06284,-1199.0258,,2252.657634496689,100,0.0667029,-1198.9781,21600,0.24951915,0.9832422,-95.19794,1.0229945,-30.782902,197.0711,[-0.567 -1.146 -0.835 -1.076 -0.046],1.000056
-106.55756553488263,-76.59855,100.0,99.00001,0.9949249,0.028305672,1.3730453,14.102236,217,1.0015432,790223,37.35,-77.026215,-1169.9967,,2264.323708295822,100,0.074720524,-1169.7545,21700,0.2629815,0.9026984,-95.31056,1.1017686,-21.85539,196.39185,[-0.566 -1.146 -0.834 -1.076 -0.045],1.0006179
-106.73078760192486,-77.987564,100.0,99.0,0.99380773,0.02496208,1.373484,13.612596,218,1.0011296,793790,35.67,-78.37461,-1171.3451,,2275.687320947647,100,0.07135884,-1171.1454,21800,0.25746492,0.91452247,-94.48334,1.0581434,-23.433735,197.38411,[-0.569 -1.148 -0.836 -1.076 -0.046],1.0005364
-106.65508051779274,-78.23927,100.0,99.0,0.9997924,0.0028412424,1.3734237,14.012679,219,1.0000262,797377,35.87,-78.2496,-1150.9733,,2286.8610208034515,100,0.071740225,-1150.9666,21900,0.25806448,0.9917088,-95.800575,1.0094922,-37.764915,198.69968,[-0.569 -1.148 -0.836 -1.075 -0.046],1.0000091
-107.80978180365607,-76.28705,100.0,99.0,0.9956062,0.018271055,1.3740294,12.5927,220,1.0009398,801306,39.29,-76.574684,-1139.5688,,2297.301497936249,100,0.07859426,-1139.4023,22000,0.26912373,0.9234198,-94.85182,1.0571216,-41.972485,162.93452,[-0.569 -1.148 -0.836 -1.075 -0.046],1.000336
-105.76482954731053,-76.652275,100.0,99.00007,0.99796563,0.0122486185,1.3740472,14.652665,221,1.0004419,804990,36.84,-76.82552,-1189.3209,,2308.084095478058,100,0.07368925,-1189.227,22100,0.26128504,0.95919585,-95.99662,1.0399632,-33.272125,214.30516,[-0.57  -1.147 -0.836 -1.074 -0.045],1.0001489
-106.31066169733924,-76.023094,100.0,99.000015,0.998712,0.011777808,1.3736722,14.173631,222,1.0003494,808832,38.42,-76.128914,-1142.4419,,2319.0566835403442,100,0.07684637,-1142.3884,22200,0.26637062,0.96613413,-94.91212,1.0447936,-35.05155,202.00545,[-0.569 -1.146 -0.834 -1.074 -0.045],1.0001696
-107.31996228468257,-78.48995,100.0,99.0,0.9981005,0.013081185,1.3729305,13.624703,223,1.0002958,812431,35.99,-78.63118,-1209.311,,2327.935111761093,100,0.07198689,-1209.2412,22300,0.258486,0.954133,-94.881355,1.034005,-21.077808,188.72462,[-0.57  -1.146 -0.834 -1.074 -0.045],1.0001359
-106.96387655516179,-78.357956,100.0,99.00005,0.9932933,0.022695115,1.3721579,13.897155,224,1.0014442,815958,35.27,-78.82972,-1174.4375,,2337.409646511078,100,0.07056247,-1174.1918,22400,0.2561313,0.91218656,-95.288574,1.044058,-42.1595,200.28754,[-0.57  -1.145 -0.834 -1.074 -0.046],1.0005677
-105.27453102432054,-77.93907,100.0,99.0,0.9958102,0.02357179,1.3720759,15.405982,225,1.0011919,819422,34.64,-78.277054,-1178.9839,,2347.7969880104065,100,0.06929748,-1178.8151,22500,0.25398874,0.9338132,-95.99035,1.0740566,-33.23721,235.57837,[-0.566 -1.144 -0.832 -1.074 -0.047],1.000598
-105.07637600248438,-75.97412,100.0,99.0,0.9963464,0.017923553,1.3711228,16.436241,226,1.0006924,823162,37.4,-76.257805,-1212.2424,,2356.2030177116394,100,0.07481401,-1212.099,22600,0.2631117,0.93885624,-96.110695,1.0720919,-4.3932476,274.1288,[-0.566 -1.145 -0.831 -1.073 -0.047],1.0002896
-106.53543694685212,-77.591064,100.0,99.000046,0.9978175,0.013307718,1.3710994,13.634335,227,1.0004039,826801,36.39,-77.74019,-1137.3367,,2364.8474719524384,100,0.0727887,-1137.2623,22700,0.25981134,0.9520386,-95.71232,1.0328839,-44.71365,188.46085,[-0.566 -1.144 -0.831 -1.074 -0.048],1.0002283
-105.84312129696038,-76.37598,100.0,99.0,0.99467826,0.019710468,1.3730525,14.825152,228,1.0009995,830508,37.07,-76.78446,-1149.508,,2374.3204810619354,100,0.074163415,-1149.3029,22800,0.26207274,0.9257961,-95.57768,1.056039,-33.19365,220.72328,[-0.567 -1.144 -0.831 -1.074 -0.048],1.000524
-106.83563773182459,-78.51646,100.0,99.0,0.99329287,0.035046436,1.3730706,12.886158,229,1.0022371,833970,34.62,-79.09612,-1160.8961,,2384.4137501716614,100,0.06926593,-1160.5983,22900,0.25394946,0.90817654,-94.512794,1.1129098,-38.824203,162.8266,[-0.566 -1.144 -0.831 -1.074 -0.046],1.0012764
-106.55267935018932,-76.805595,100.0,99.0,0.9920105,0.02541098,1.3707364,14.807474,230,1.001268,837683,37.13,-77.382904,-1182.9642,,2396.390187740326,100,0.07428723,-1182.6542,23000,0.26229534,0.89295316,-97.312874,1.0516402,-34.25789,223.652,[-0.568 -1.145 -0.831 -1.073 -0.046],1.0006294
-106.89693569105123,-78.126045,100.0,99.00001,0.9977391,0.0132508185,1.3697447,15.203953,231,1.000405,841338,36.55,-78.304,-1176.4901,,2407.845137357712,100,0.0731084,-1176.3945,23100,0.26032594,0.94800764,-95.912636,1.033341,-21.345253,232.86589,[-0.568 -1.146 -0.832 -1.074 -0.048],1.0001671
-106.82989943359733,-76.972824,100.0,99.00024,0.99796695,0.013710906,1.3706491,14.056505,232,1.000435,845087,37.49,-77.121826,-1167.3944,,2420.4218833446503,100,0.07498735,-1167.3157,23200,0.2633835,0.9683703,-94.29001,1.0504667,-39.197628,199.40991,[-0.567 -1.147 -0.832 -1.075 -0.049],1.0001832
-107.31699594415134,-77.44079,100.0,99.0,0.9962564,0.018377762,1.369148,12.56879,233,1.000768,848803,37.16,-77.710335,-1126.6207,,2430.662486076355,100,0.0743361,-1126.4854,23300,0.2623446,0.9396715,-95.997375,1.0771719,-36.667496,160.32426,[-0.568 -1.148 -0.832 -1.075 -0.048],1.0003445
-107.05571239437288,-78.19885,100.0,99.0,0.99870694,0.00979984,1.3692302,13.656155,234,1.0002917,852431,36.28,-78.31674,-1183.8981,,2441.0557794570923,100,0.07256568,-1183.8362,23400,0.25944212,0.9700997,-94.825714,1.0235275,-35.67981,185.60417,[-0.568 -1.149 -0.833 -1.075 -0.05 ],1.0001091
-105.83796910373853,-76.542946,100.0,99.0,0.99912596,0.008370925,1.3685162,15.223938,235,1.000139,856192,37.61,-76.600426,-1179.7719,,2450.257845878601,100,0.075222865,-1179.7421,23500,0.26374868,0.9690598,-94.458916,1.0219814,-29.353737,233.96915,[-0.568 -1.15  -0.833 -1.076 -0.05 ],1.0000647
-107.60514872697259,-80.29022,100.0,99.000046,0.99614537,0.015684472,1.368047,11.260266,236,1.0008016,859522,33.3,-80.57067,-1140.1671,,2459.1144149303436,100,0.06661454,-1140.0247,23600,0.24937749,0.93737733,-94.544014,1.0439063,-51.843056,131.88884,[-0.568 -1.15  -0.833 -1.076 -0.051],1.0002915
-106.23432855906348,-75.58873,100.0,99.000015,0.99833107,0.014746189,1.3670719,14.507124,237,1.0004923,863441,39.19,-75.74457,-1154.5886,,2468.5673558712006,100,0.078389265,-1154.5079,23700,0.2687938,0.9430274,-96.16005,1.034788,-27.656757,208.7185,[-0.567 -1.148 -0.831 -1.075 -0.051],1.0002027
-106.10535860503016,-76.07962,100.0,99.0,0.99650663,0.018580329,1.3682741,14.706375,238,1.0007548,867239,37.98,-76.33527,-1174.5215,,2480.056832551956,100,0.07597382,-1174.3961,23800,0.26497787,0.9462747,-95.76292,1.0627398,-32.01488,216.77203,[-0.567 -1.149 -0.832 -1.075 -0.052],1.0004478
-106.68044917088872,-77.678795,100.0,99.000046,0.9902429,0.03946458,1.3682573,12.602828,239,1.003715,870786,35.47,-78.360535,-1144.6735,,2490.368135213852,100,0.07097137,-1144.3007,23900,0.25683558,0.8907023,-95.05848,1.0919622,-43.417225,177.08174,[-0.566 -1.149 -0.832 -1.076 -0.051],1.0014656
-107.44077167308373,-79.522026,100.0,99.000015,0.99862045,0.012705368,1.367725,13.5269785,240,1.0003395,874242,34.56,-79.62373,-1161.4238,,2500.7413239479065,100,0.06912473,-1161.3717,24000,0.25368312,0.9513438,-95.62351,1.0307537,-30.010418,184.343,[-0.57  -1.149 -0.833 -1.075 -0.051],1.0001675
-105.70793056190105,-73.71011,100.0,99.0,0.99867564,0.008221805,1.3685206,14.973261,241,1.0001777,878406,41.64,-73.79116,-1176.9625,,2511.314530611038,100,0.083284825,-1176.92,24100,0.27631596,0.97595894,-95.13036,1.0250005,-37.215263,227.1727,[-0.57  -1.15  -0.833 -1.074 -0.051],1.0000868
-107.15477845035089,-77.562065,100.0,99.00005,0.99246323,0.026963463,1.3676263,14.856367,242,1.0016161,882101,36.95,-78.04436,-1188.2863,,2520.967392683029,100,0.073925,-1188.0399,24200,0.2616933,0.8972734,-96.72841,1.0564758,-14.1789875,237.39053,[-0.57  -1.15  -0.833 -1.075 -0.05 ],1.0008044
