StdD2w0t,EpThisIter,ReturnMeanIW,TimestepsSoFar,ReturnStepMax,MinIW,InitialReturnStd,InitialBound,MeanIW,StdIW,MeanEntropy,ReturnStepMaxmin,MinD2w0t,EmpiricalD2,J_sample_variance,MaxD2w0t,TimeElapsed,InitialReturnMean,MeanD2w0t,Bound,EpisodesSoFar,MaxIW,Weights,Iteration,InitialReturnMax,EpRewMean,InitialReturnMin,EpLenMean
0.1787106,100,-93.08018,35664,100.0,0.9652414,2.980469,-1382.8953,0.9966487,0.016470209,1.4237437,99.36554,,1.0002977,11.464936,1.0005451,146.8614113330841,-93.38279,0.0330252,-1382.7384,2100,1.0473312,[-0.693  0.916 -0.675  0.292  0.002],21,-83.383286,-108.18417056426601,-97.63617,16.51
0.18061657,100,-93.110245,37352,100.0,0.98427993,3.0003946,-1536.1931,0.99931455,0.0060225385,1.4234009,99.3659,,1.0000436,9.453688,1.000092,153.8173496723175,-93.16981,0.033760592,-1536.1532,2200,1.0142305,[-0.692  0.916 -0.675  0.293  0.005],22,-84.23102,-108.28206245777231,-97.73719,16.88
0.17953683,100,-93.70952,39019,100.0,0.97393185,2.707806,-1651.0857,0.9987991,0.008555112,1.4228784,99.4331,,1.0000899,7.9779677,1.0002334,161.45036840438843,-93.82031,0.033341967,-1651.0302,2300,1.0226793,[-0.694  0.916 -0.675  0.293  0.004],23,-85.48095,-108.83372398487445,-97.76067,16.67
0.18065344,100,-92.66096,40707,100.0,0.92113554,3.26964,-1433.8665,0.9952441,0.02782539,1.4227655,99.3731,,1.00082,16.414906,1.0013593,169.12378334999084,-93.086464,0.033767715,-1433.6703,2400,1.0630898,[-0.694  0.917 -0.675  0.292  0.004],24,-81.323235,-108.20543539086087,-97.56396,16.88
0.17999648,100,-93.338936,42383,100.0,0.9812066,2.7456076,-1417.6136,0.99976873,0.00485027,1.4228501,99.38425,,1.0000236,7.967227,1.000059,175.48224020004272,-93.360664,0.033520374,-1417.602,2500,1.0123311,[-0.691  0.917 -0.676  0.292  0.004],25,-85.89422,-108.40563594986862,-97.56635,16.76
0.18135583,100,-92.93582,44085,100.0,0.95056295,2.7780523,-1449.966,0.9973031,0.012910811,1.4239402,99.358696,,1.0002024,8.81479,1.0005765,182.12031316757202,-93.18443,0.03404418,-1449.8403,2600,1.0305024,[-0.692  0.917 -0.676  0.293  0.004],26,-82.70304,-108.43462345648874,-97.81112,17.02
0.18186344,100,-93.19144,45797,100.0,0.92097247,2.8536122,-1679.3208,0.99751806,0.0141304415,1.4231942,99.37671,,1.0001469,10.8960705,1.0005422,189.66466212272644,-93.41152,0.034242768,-1679.2084,2700,1.0275052,[-0.691  0.916 -0.677  0.294  0.005],27,-81.48035,-108.77838584739933,-97.9691,17.12
0.17857893,100,-92.67559,47445,100.0,0.92373425,2.7853723,-1364.4481,0.99402124,0.019848356,1.4210111,99.36032,,1.0005306,12.113218,1.0010647,197.04973769187927,-93.209724,0.032969914,-1364.1641,2800,1.0417205,[-0.69   0.916 -0.677  0.295  0.004],28,-85.7572,-107.96503573159386,-97.70087,16.48
0.18356197,100,-91.9524,49189,100.0,0.88906455,3.31215,-1508.9475,0.98865104,0.039939463,1.4204493,99.36448,,1.0015078,24.538984,1.0020595,205.2302393913269,-92.946915,0.034895368,-1508.3492,2900,1.1173121,[-0.691  0.916 -0.677  0.293  0.002],29,-81.458435,-108.56409757989479,-98.46303,17.44
0.17787045,100,-92.84124,50824,100.0,0.9402807,3.2806334,-1449.8975,0.99693877,0.015170167,1.4208757,99.37312,,1.0003117,12.29491,1.0006119,213.61421418190002,-93.115944,0.032704297,-1449.7349,3000,1.0460541,[-0.694  0.915 -0.677  0.293  0.001],30,-79.57079,-107.7112152663452,-97.65576,16.35
0.18220755,100,-93.316734,52543,100.0,0.97203726,2.735027,-1630.3323,0.9982596,0.010008812,1.4215158,99.386116,,1.0000976,9.060792,1.0002327,221.18930387496948,-93.46895,0.034382124,-1630.2555,3100,1.0257163,[-0.692  0.916 -0.676  0.292  0.002],31,-84.80203,-108.91944777343056,-97.50002,17.19
0.18175776,100,-93.0896,54253,100.0,0.9639793,2.9974935,-1382.7291,0.9984978,0.010682258,1.421322,99.37305,,1.0001143,10.565092,1.0002631,228.74379324913025,-93.2167,0.03420213,-1382.6615,3200,1.0418671,[-0.693  0.917 -0.675  0.292  0.003],32,-81.54663,-108.54464167089293,-97.58024,17.1
0.1792633,100,-93.46266,55915,100.0,0.97802186,2.9135814,-1480.8376,0.9992085,0.008727501,1.4208989,99.392685,,1.0000857,9.369363,1.0001316,235.41037917137146,-93.53287,0.033240978,-1480.8027,3300,1.0298893,[-0.694  0.917 -0.675  0.291  0.002],33,-81.78029,-108.46102939372967,-97.699905,16.62
0.18256235,100,-92.63013,57641,100.0,0.9766853,3.545613,-1639.8892,0.9993658,0.0071883076,1.42143,99.361565,,1.0000508,13.295964,1.0001049,242.49739623069763,-92.688126,0.034520935,-1639.8594,3400,1.0334244,[-0.694  0.917 -0.675  0.291  0.002],34,-82.77078,-108.1042256973911,-97.5158,17.26
0.18154784,100,-93.39689,59347,100.0,0.95636755,2.9281192,-1417.7852,0.9985624,0.011176054,1.4203658,99.37461,,1.000138,9.211324,1.0003703,250.62935137748718,-93.53218,0.034122504,-1417.7118,3500,1.0275139,[-0.694  0.916 -0.675  0.292  0.002],35,-83.60009,-108.87051801697189,-97.568146,17.06
0.18227029,100,-92.9585,61067,100.0,0.9746601,2.7515037,-1400.2439,0.99878013,0.012003124,1.4217625,99.38944,,1.0001253,8.628022,1.0002531,258.51806449890137,-93.07039,0.034401942,-1400.1875,3600,1.0387249,[-0.697  0.917 -0.676  0.293  0.001],36,-83.04082,-108.46586996169528,-97.69231,17.2
0.1792455,100,-92.526726,62728,100.0,0.90362823,3.001572,-1345.2882,0.99502623,0.02495308,1.4204483,99.38077,,1.0005914,13.480009,1.0014453,265.49431133270264,-92.97141,0.0332272,-1345.0419,3700,1.070527,[-0.697  0.917 -0.677  0.293  0.003],37,-84.54415,-107.81959127607017,-97.58874,16.61
0.1875856,100,-92.49878,64554,100.0,0.96692866,3.5528646,-1585.2549,0.99796766,0.011473266,1.4190353,99.35996,,1.0001416,14.124238,1.0003443,273.5961320400238,-92.68045,0.03652217,-1585.1554,3800,1.021578,[-0.695  0.917 -0.678  0.295  0.001],38,-79.69809,-109.03623356359681,-97.22577,18.26
0.18184006,100,-92.66991,66265,100.0,0.93175787,2.9986777,-1585.7568,0.9942498,0.019740978,1.4173573,99.36536,,1.0003855,13.475398,1.0008334,281.71826577186584,-93.182365,0.03422758,-1585.4733,3900,1.0378011,[-6.962e-01  9.171e-01 -6.773e-01  2.942e-01  1.636e-04],39,-82.40673,-108.50587558990279,-97.48399,17.11
0.17979172,100,-92.81512,67937,100.0,0.97171134,2.9125378,-1345.269,0.9984253,0.009422231,1.4179914,99.3613,,1.0001199,9.563174,1.0002598,288.8017647266388,-92.95228,0.0334421,-1345.1858,4000,1.0340059,[-0.698  0.918 -0.676  0.293 -0.002],40,-84.83012,-107.89314265186955,-97.12011,16.72
0.18661173,100,-92.41728,69743,100.0,0.952342,3.2823482,-1618.8232,0.9980153,0.013519883,1.4173378,99.41676,,1.0001521,13.5255575,1.0003258,296.4403431415558,-92.58096,0.036123022,-1618.74,4100,1.0265963,[-6.981e-01  9.168e-01 -6.771e-01  2.928e-01 -8.891e-04],41,-80.310104,-108.72366036065701,-97.56035,18.06
0.18263465,100,-91.855896,71469,100.0,0.89656466,3.2017062,-1399.9272,0.9897159,0.036805455,1.4156761,99.38875,,1.0013926,21.548214,1.0017034,304.12243843078613,-92.7538,0.03453477,-1399.4407,4200,1.0858498,[-0.699  0.917 -0.677  0.292 -0.002],42,-83.12424,-108.18089241683225,-97.657715,17.26
0.18279299,100,-92.246284,73198,100.0,0.85801756,2.910919,-1345.4293,0.9903164,0.039830595,1.4144934,99.370605,,1.0014284,20.24654,1.0038857,310.05376744270325,-93.112526,0.034596104,-1344.9862,4300,1.0974653,[-0.696  0.92  -0.676  0.292 -0.003],43,-83.94086,-108.60767292454328,-99.03344,17.29
0.17749153,100,-93.21775,74826,100.0,0.96224505,2.846568,-1450.1948,0.9979694,0.012852116,1.414169,99.37818,,1.0001699,8.876548,1.0003417,317.9902148246765,-93.41334,0.032563083,-1450.0845,4400,1.0319045,[-0.694  0.921 -0.677  0.295 -0.004],44,-83.09885,-107.97774256456678,-97.73774,16.28
0.17775789,100,-93.41631,76459,100.0,0.9638175,2.8652077,-1383.0503,0.99868375,0.011271683,1.4127183,99.37023,,1.0001135,9.094793,1.0002015,325.7096571922302,-93.53784,0.032661807,-1382.9807,4500,1.0195372,[-0.694  0.922 -0.676  0.294 -0.005],45,-79.924164,-108.1842863116002,-97.55196,16.33
0.17988987,100,-93.61503,78133,100.0,0.961616,2.9241815,-1400.8925,0.99887717,0.014171399,1.4126395,99.3617,,1.0002152,9.44411,1.0003309,332.6439952850342,-93.71897,0.03348181,-1400.8364,4600,1.0288472,[-0.693  0.922 -0.676  0.294 -0.006],46,-85.27339,-108.77802935372628,-97.554726,16.74
0.18055174,100,-92.22225,79818,100.0,0.88538337,3.1082168,-1382.7875,0.9881347,0.031541128,1.410583,99.36052,,1.0009522,17.13986,1.0025611,339.15616035461426,-93.27497,0.033716477,-1382.1927,4700,1.0588043,[-0.691  0.922 -0.676  0.294 -0.006],47,-85.24278,-108.39217399678337,-97.89533,16.85
0.18062828,100,-92.822105,81506,100.0,0.92791826,3.2981396,-1433.8887,0.99676716,0.018276352,1.4111111,99.36687,,1.0003034,14.517387,1.0009066,346.3564021587372,-93.10869,0.03376283,-1433.7307,4800,1.0560203,[-0.688  0.924 -0.675  0.293 -0.008],48,-82.375496,-108.19861055894783,-97.78615,16.88
0.18520008,100,-92.367226,83284,100.0,0.9787392,2.9894202,-1479.765,0.9989354,0.0070210323,1.4120185,99.35604,,1.0000528,9.464883,1.0001963,352.9921169281006,-92.460236,0.03556104,-1479.7084,4900,1.023197,[-0.69   0.924 -0.674  0.292 -0.008],49,-84.84886,-108.31723438576942,-97.06221,17.78
0.18277346,100,-92.88333,85014,100.0,0.96694535,2.846438,-1433.9604,0.9966639,0.011471508,1.4125553,99.39765,,1.0001491,9.708154,1.0003573,359.89737153053284,-93.18038,0.034602933,-1433.7506,5000,1.031513,[-0.691  0.924 -0.674  0.292 -0.007],50,-84.79886,-108.71262928751577,-97.103455,17.3
0.17932884,100,-93.58441,86677,100.0,0.97918224,2.8608024,-1434.4708,0.998828,0.006785447,1.4130845,99.38395,,1.0000495,9.117089,1.0003521,367.63692140579224,-93.69075,0.033261225,-1434.4058,5100,1.0221376,[-0.688  0.924 -0.673  0.292 -0.006],51,-79.07193,-108.63396163519941,-97.422905,16.63
0.18031338,100,-93.15557,88359,100.0,0.9571116,3.1503627,-1417.6411,0.9973025,0.012306202,1.4140855,99.37279,,1.0001813,11.857986,1.0004625,373.96236848831177,-93.38815,0.033643227,-1417.5044,5200,1.0303943,[-0.689  0.924 -0.674  0.292 -0.006],52,-82.72593,-108.47508332445605,-97.25392,16.82
0.18149354,100,-92.9729,90064,100.0,0.9697238,3.0359159,-1382.6615,0.9980592,0.014881756,1.4154695,99.38779,,1.0001827,11.26508,1.0005406,381.917049407959,-93.14904,0.034102533,-1382.572,5300,1.05323,[-0.691  0.924 -0.674  0.291 -0.005],53,-81.442406,-108.41756503507409,-97.690186,17.05
0.18213822,100,-92.70086,91781,100.0,0.9092846,2.7844803,-1382.7566,0.99391705,0.026824905,1.4151452,99.39816,,1.0009253,12.024372,1.0017796,389.749240398407,-93.24412,0.03434756,-1382.4589,5400,1.0873277,[-0.691  0.925 -0.674  0.292 -0.003],54,-83.459694,-108.6562842480128,-97.60122,17.17
0.1786517,100,-93.53761,93431,100.0,0.9631362,2.4529448,-1536.7749,0.9976297,0.013285854,1.4153994,99.37313,,1.0001658,7.0066924,1.0005618,396.55588936805725,-93.75156,0.03300347,-1536.6567,5500,1.0356889,[-0.693  0.924 -0.674  0.291 -0.004],55,-84.74508,-108.608610022747,-97.45556,16.5
0.18210256,100,-92.77793,95148,100.0,0.98250425,3.2612724,-1382.3407,0.99942094,0.0051972647,1.4155692,99.379234,,1.0000283,11.500661,1.0001124,404.26148748397827,-92.82819,0.03434068,-1382.3123,5600,1.0253174,[-0.692  0.923 -0.675  0.292 -0.004],56,-80.384674,-108.1717286733765,-97.864914,17.17
0.18375537,100,-92.54037,96896,100.0,0.89809763,2.931682,-1509.4161,0.9900352,0.035124388,1.4166464,99.3859,,1.0012833,19.441021,1.0023335,412.6276774406433,-93.415565,0.03497545,-1508.8992,5700,1.1023954,[-0.691  0.923 -0.674  0.292 -0.003],57,-82.3771,-109.13760180800209,-98.24073,17.48
0.18343219,100,-92.999214,98639,100.0,0.97936636,3.0488775,-1449.841,0.9992973,0.0048111714,1.4166478,99.38219,,1.0000236,9.914721,1.000145,420.28558707237244,-93.059425,0.03486048,-1449.8044,5800,1.0141276,[-0.688  0.924 -0.674  0.291 -0.002],58,-81.79611,-108.67858622986289,-97.10366,17.43
0.17864469,100,-93.06449,100289,100.0,0.93817407,2.781225,-1417.519,0.997806,0.01685463,1.4163601,99.34554,,1.0002487,9.122267,1.000574,427.43589782714844,-93.26612,0.033002045,-1417.4083,5900,1.0295353,[-0.687  0.923 -0.674  0.29  -0.002],59,-83.35409,-108.03000091841261,-97.547516,16.5
0.18145414,100,-93.210075,101993,100.0,0.94862825,2.5350513,-1608.785,0.9972272,0.01815451,1.4171038,99.36016,,1.0003473,8.632064,1.0005249,434.4207615852356,-93.45711,0.034084238,-1608.6505,6000,1.0467693,[-0.688  0.922 -0.674  0.29  -0.003],60,-85.51441,-108.75821042843152,-97.45666,17.04
0.17854296,100,-93.10292,103641,100.0,0.96277225,2.7286131,-1382.794,0.9980522,0.011967629,1.4179462,99.346016,,1.0001334,8.132875,1.0004289,441.6245813369751,-93.281494,0.032963067,-1382.6927,6100,1.0377511,[-0.689  0.922 -0.674  0.29  -0.002],61,-86.67907,-108.02780234580398,-97.78543,16.48
0.18215606,100,-93.17004,105359,100.0,0.9762582,3.3108451,-1522.9784,0.99885345,0.009996763,1.4179913,99.360886,,1.000095,12.509973,1.0002619,449.7194938659668,-93.26624,0.034361362,-1522.924,6200,1.0335276,[-0.689  0.921 -0.676  0.291 -0.001],62,-81.896324,-108.68422399551201,-96.91456,17.18
0.18270226,100,-92.35014,107087,100.0,0.9434202,3.4158359,-1597.0365,0.99343646,0.025042236,1.4184994,99.37251,,1.0008214,18.957071,1.0010518,456.4942157268524,-92.9274,0.034568083,-1596.6641,6300,1.0761206,[-6.880e-01  9.207e-01 -6.761e-01  2.916e-01 -8.903e-04],63,-80.83111,-108.40602477434496,-97.6668,17.28
0.18059456,100,-92.50015,108774,100.0,0.9319241,3.3241832,-1399.9695,0.9966189,0.01706893,1.4184195,99.360664,,1.0002792,13.92702,1.0007051,464.5657846927643,-92.79607,0.03374572,-1399.8215,6400,1.0477489,[-6.909e-01  9.208e-01 -6.751e-01  2.916e-01 -4.506e-04],64,-82.91653,-107.85260756178975,-97.73329,16.87
0.18261907,100,-92.68574,110501,100.0,0.9470292,3.3756762,-1494.6863,0.998562,0.014679169,1.4189448,99.371826,,1.0001885,13.538938,1.000356,472.9504191875458,-92.815285,0.034542333,-1494.6125,6500,1.0467669,[-6.914e-01  9.223e-01 -6.741e-01  2.905e-01 -4.942e-04],65,-79.32047,-108.26067253657631,-97.14427,17.27
0.18058266,100,-92.808395,112188,100.0,0.95779777,2.9711852,-1417.3757,0.9964709,0.017762832,1.4204742,99.38087,,1.000354,12.035224,1.0007782,480.75108647346497,-93.12274,0.033743728,-1417.2021,6600,1.05033,[-6.898e-01  9.224e-01 -6.742e-01  2.899e-01 -5.136e-06],66,-82.23871,-108.22472353913021,-98.29612,16.87
0.18028392,100,-93.17858,113869,100.0,0.93225366,2.9549835,-1417.8269,0.99553704,0.020267753,1.4184996,99.42147,,1.000444,12.369451,1.0010129,487.7760763168335,-93.57394,0.033627197,-1417.6208,6700,1.0404329,[-0.689  0.923 -0.674  0.291  0.002],67,-83.526695,-108.68520042468795,-97.53816,16.81
0.18572439,100,-92.92528,115657,100.0,0.9494807,3.1588998,-1640.4005,0.99688303,0.019077636,1.4183283,99.38011,,1.0003693,12.535653,1.0008177,495.75028467178345,-93.19951,0.03576556,-1640.2618,6800,1.0460782,[-6.881e-01  9.245e-01 -6.734e-01  2.897e-01 -4.445e-04],68,-82.606255,-109.27761157728445,-97.619354,17.88
0.18298708,100,-93.06048,117391,100.0,0.9657561,3.073931,-1465.51,0.9982272,0.011281327,1.4169977,99.3712,,1.0001222,9.950607,1.0003211,503.1217770576477,-93.228,0.03468279,-1465.4214,6900,1.0248607,[-6.875e-01  9.252e-01 -6.733e-01  2.887e-01 -6.614e-04],69,-83.25194,-108.78644319312956,-97.52935,17.34
0.1787741,100,-92.62454,119043,100.0,0.932112,2.884344,-1480.27,0.99624705,0.014775433,1.4169866,99.3859,,1.0002047,10.469067,1.0008857,511.0026195049286,-92.965164,0.033045113,-1480.0715,7000,1.0287954,[-0.687  0.925 -0.674  0.289 -0.002],70,-83.58505,-107.72828053729422,-97.356575,16.52
0.1787598,100,-92.61712,120695,100.0,0.9586068,2.6422968,-1364.0657,0.99769664,0.011221452,1.4155861,99.34746,,1.0001439,7.7487483,1.0002661,518.1818268299103,-92.827286,0.03304247,-1363.9148,7100,1.0222421,[-0.689  0.927 -0.672  0.289 -0.002],71,-85.726944,-107.57017640670509,-97.271835,16.52
0.18226261,100,-93.2973,122415,100.0,0.9896412,3.1764686,-1465.6122,0.9996322,0.004584335,1.4163545,99.369125,,1.0000243,10.421726,1.0000664,525.4355034828186,-93.33023,0.034400437,-1465.5945,7200,1.0140541,[-0.686  0.926 -0.672  0.288 -0.003],72,-81.09028,-108.76879460539391,-97.29058,17.2
0.18200356,100,-93.370056,124130,100.0,0.9681947,2.9256167,-1400.6285,0.9990069,0.011766522,1.4168795,99.3907,,1.0001405,9.739304,1.0003031,532.8049440383911,-93.45508,0.03430161,-1400.5798,7300,1.0265144,[-0.686  0.926 -0.672  0.288 -0.003],73,-85.94623,-108.8557350953747,-97.72147,17.15
0.18387942,100,-93.14878,125882,100.0,0.98164654,3.6014192,-1650.4714,0.9993647,0.0074927798,1.4169921,99.38244,,1.0000573,13.36877,1.0001171,539.5190403461456,-93.206024,0.035040926,-1650.4427,7400,1.0350126,[-0.689  0.927 -0.673  0.288 -0.002],74,-82.50834,-108.94920483171454,-97.41651,17.52
0.18275733,100,-92.28893,127611,100.0,0.9129458,3.2140563,-1345.2089,0.99312365,0.033188175,1.415565,99.358795,,1.0010017,19.686026,1.0025356,545.7135674953461,-92.89205,0.034589235,-1344.8734,7500,1.0771431,[-0.689  0.927 -0.673  0.288 -0.002],75,-83.38831,-108.36400859812835,-97.7554,17.29
0.18216829,100,-92.29728,129328,100.0,0.9116067,3.0828614,-1494.9813,0.99062544,0.03878926,1.4164658,99.37824,,1.0014958,24.213572,1.0023601,552.6183168888092,-93.11032,0.034353424,-1494.5486,7600,1.1279829,[-0.687  0.928 -0.673  0.289 -0.003],76,-83.13731,-108.50053860318012,-97.387764,17.17
0.18246873,100,-93.35369,131052,100.0,0.97505695,2.5821824,-1465.7242,0.9991047,0.007050272,1.4161017,99.37319,,1.0000486,6.387443,1.00017,559.7630379199982,-93.44227,0.034481425,-1465.6785,7700,1.0233414,[-0.693  0.928 -0.672  0.29  -0.002],77,-85.6498,-108.93445562075959,-97.4396,17.24
0.18219174,100,-92.636475,132770,100.0,0.94369507,2.866118,-1364.3557,0.99453986,0.024931127,1.4169707,99.39031,,1.0007392,14.35108,1.0020794,566.5526907444,-93.11732,0.03436836,-1364.0991,7800,1.065464,[-0.693  0.929 -0.671  0.29  -0.003],78,-85.49989,-108.51088842247027,-97.31567,17.18
0.18068288,100,-93.07342,134459,100.0,0.95161915,3.257395,-1417.5126,0.9980361,0.013180758,1.4165461,99.359024,,1.0001355,10.887072,1.000397,573.0157968997955,-93.2596,0.033782814,-1417.4062,7900,1.0341945,[-0.693  0.93  -0.672  0.292 -0.002],79,-80.910835,-108.39354603204885,-97.60016,16.89
