MeanEntropy,ReturnStepMax,Weights,EmpiricalD2,TimestepsSoFar,StdD2w0t,ReturnStepMaxmin,MeanIW,TimeElapsed,MaxD2w0t,EpisodesSoFar,ReturnMeanIW,MinIW,EpRewMean,InitialBound,InitialReturnMax,Bound,Iteration,MaxIW,MinD2w0t,StdIW,EpThisIter,MeanD2w0t,InitialReturnMean,J_sample_variance,InitialReturnMin,EntropyCoefficient,EpLenMean,InitialReturnStd
1.2353597,100.0,[-0.644 -1.166 -0.62  -1.015 -0.235],101.13873,45182,14.947456,99.0,0.57257557,186.79854321479797,1520.3893,1100,-43.787624,0.0008655388,-105.15431782235495,-63.26927,-25.900238,-39.51603,11,15.097253,,0.93658215,100,1.0764058,-73.517426,3706.5527,-95.28338,10.0,41.4,14.48879
1.1903961,100.0,[-0.678 -1.214 -0.627 -0.989 -0.184],77.94894,49967,11.250611,99.0,0.5063471,204.2647590637207,530.8426,1200,-34.803383,2.0130137e-05,-105.5362813713267,-58.508595,-34.844074,-31.090145,12,21.799765,,1.272664,100,1.6235225,-69.29991,6102.89,-92.21137,10.0,47.85,11.938414
1.1430314,100.0,[-0.696 -1.207 -0.691 -1.016 -0.229],191.41006,54633,24.50531,99.0,0.44171304,221.4008927345276,2029.565,1300,-32.054195,5.5520697e-05,-104.56043381270176,-59.72236,-28.958204,-29.70716,13,22.634016,,1.004119,100,1.9663563,-70.06345,2923.801,-94.18225,10.0,46.66,15.786775
1.1204648,100.0,[-0.652 -1.2   -0.737 -1.049 -0.276],91.37036,58833,16.038427,99.00001,0.34811535,237.87715554237366,1245.3638,1400,-27.594257,0.0012016684,-103.96016328327862,-62.490593,-17.005404,-26.662296,14,21.304665,,0.63215846,100,1.5906484,-72.32689,1883.9724,-96.10018,10.0,42.0,15.898185
1.0545375,100.0,[-0.686 -1.23  -0.697 -1.044 -0.299],367.83456,63324,49.547436,99.00001,0.37198156,256.77242708206177,4890.391,1500,-27.2472,6.97432e-06,-103.70032284730719,-60.58272,-21.62612,-28.786633,15,13.34371,,0.87529963,100,3.456073,-70.21668,3114.0378,-93.2768,10.0,44.91,16.037355
1.085101,100.0,[-0.675 -1.222 -0.743 -1.089 -0.364],17.569645,67815,6.2526846,99.0,0.6991476,273.9499797821045,416.73706,1600,-53.51586,0.001897166,-104.52673736835068,-61.72051,-26.435452,-47.849064,16,8.471142,,0.86828905,100,0.6856499,-70.7064,3676.31,-94.20512,10.0,44.91,15.422636
1.138078,100.0,[-0.646 -1.278 -0.772 -1.08  -0.334],63.36,71963,10.252802,99.00001,0.64425087,292.42833185195923,1111.5155,1700,-49.075882,0.0005522166,-104.61259674636632,-63.969196,-25.464813,-43.594234,17,8.394333,,0.88455844,100,0.8383377,-73.29569,4546.787,-94.24344,10.0,41.48,16.383469
1.158093,100.0,[-0.518 -1.369 -0.773 -1.171 -0.281],183.32631,76214,21.40502,99.0,0.56625295,312.77740597724915,2081.9353,1800,-42.38627,7.539848e-05,-103.74637894863997,-62.13328,-33.8554,-39.398247,18,28.094322,,1.1859853,100,1.4870391,-71.99496,8014.9297,-93.340546,10.0,42.51,16.341187
1.07032,100.0,[-0.466 -1.349 -0.794 -1.207 -0.261],243.39935,80315,25.063246,99.0,0.45962003,329.6901869773865,1772.5171,1900,-30.341345,1.4155597e-05,-103.54781940706907,-62.660282,-37.22854,-30.476353,19,33.82147,,1.2887956,100,1.8233303,-72.72858,4414.2046,-95.742775,10.0,41.01,15.754242
1.0804205,100.0,[-0.574 -1.361 -0.78  -1.17  -0.349],298.87726,84571,37.771763,99.0,0.3821658,349.28316473960876,2801.9163,2000,-25.450119,7.345343e-05,-103.52920346745033,-62.528564,-29.142893,-24.698042,20,46.062424,,0.9932678,100,2.4335055,-71.71237,2922.5403,-91.965546,10.0,42.56,15.779383
1.0770366,100.0,[-0.595 -1.374 -0.76  -1.121 -0.339],16.366718,89314,2.8975317,99.0,0.75259167,369.26225566864014,92.72337,2100,-54.96908,0.0014927391,-103.21956564198813,-58.678604,-39.456585,-48.01108,21,19.96269,,1.1656228,100,0.506615,-67.99804,5138.8965,-92.268135,10.0,47.43,14.907251
1.0092754,100.0,[-0.607 -1.334 -0.745 -1.144 -0.342],82.856865,93740,11.914356,99.0,0.31289777,387.6723153591156,679.34143,2200,-25.81517,0.00011738351,-105.76953715229247,-62.656178,-17.29697,-22.92633,22,15.877698,,0.50929266,100,1.434715,-71.867386,1000.5253,-93.58847,10.0,44.26,13.662139
0.97740614,100.0,[-0.588 -1.288 -0.777 -1.137 -0.41 ],390.7611,97901,51.9705,99.0,0.41490468,406.3645942211151,5713.2876,2300,-32.55999,1.113279e-05,-103.65539262985443,-63.910725,-35.20093,-34.423965,23,57.136086,,1.0755584,100,2.8179467,-72.48222,5507.985,-93.969345,10.0,41.61,16.0597
0.9521064,100.0,[-0.618 -1.308 -0.754 -1.097 -0.442],52.127445,102585,12.899445,99.0,0.60394126,422.16224122047424,267.47638,2400,-44.575535,5.1385825e-05,-103.76449628874916,-60.76905,-33.106194,-43.079117,24,9.847641,,1.0454161,100,2.1944394,-69.02374,3642.8772,-93.21483,10.0,46.84,14.856593
0.95051533,100.0,[-0.637 -1.321 -0.742 -1.152 -0.467],176.28018,106997,25.196222,99.0,0.3578436,440.04061818122864,2112.8594,2500,-27.739716,0.00034914742,-103.06575667364699,-62.325455,-28.103428,-26.677269,25,45.07171,,0.89368933,100,1.8799272,-70.30322,4459.2485,-94.13941,10.0,44.12,17.015057
0.88264024,100.0,[-0.654 -1.335 -0.707 -1.127 -0.468],274.52206,111470,30.44245,99.0,0.5152171,461.6963167190552,2372.2554,2600,-34.084026,4.0831424e-06,-103.89778171625707,-62.54504,-31.662674,-35.388374,26,57.449055,,1.2678561,100,2.2411432,-70.52538,4686.4863,-90.77902,10.0,44.73,14.733392
0.75287735,100.0,[-0.701 -1.358 -0.694 -1.098 -0.536],59.29485,116366,11.631202,99.0,0.30865577,482.55227422714233,423.68097,2700,-25.15513,1.9479396e-05,-103.72899277307793,-60.053642,-36.920498,-25.690361,27,10.763411,,0.5722735,100,1.5702431,-67.36477,1459.3434,-92.375114,10.0,48.96,14.2692175
0.7231966,100.0,[-0.664 -1.381 -0.678 -1.078 -0.666],35.437626,121239,6.078598,99.0,0.7340876,503.6723589897156,143.27428,2800,-51.203648,0.0006699949,-103.86626618856755,-61.623005,-33.530857,-49.724945,28,27.104805,,1.786357,100,1.105266,-67.62068,11622.598,-91.00005,10.0,48.73,13.917497
0.7579708,100.0,[-0.668 -1.378 -0.668 -1.116 -0.696],56.24303,125862,11.786816,99.0,0.5297218,523.3104984760284,270.56955,2900,-39.23371,0.0016068795,-104.34213713901109,-63.49398,-33.51117,-40.082897,29,9.26069,,0.6384869,100,2.2001724,-69.21689,1791.116,-90.70042,10.0,46.23,13.519021
0.7399621,100.0,[-0.696 -1.394 -0.709 -1.09  -0.661],16.373543,130633,5.2903805,99.0,0.6382469,541.2056965827942,83.06167,3000,-46.255486,0.0007439459,-104.84088404998796,-62.851208,-32.352287,-45.0813,30,12.141621,,1.1885478,100,1.0817841,-68.875786,3938.7222,-90.71903,10.0,47.71,13.725895
0.7126155,100.0,[-0.679 -1.381 -0.726 -1.054 -0.679],21.7121,135543,5.514251,99.0,0.68501353,561.7455854415894,110.613884,3100,-49.408325,0.00032770258,-104.16757192547328,-61.739456,-27.940334,-47.63835,31,31.58621,,1.2677592,100,1.0324991,-67.590866,4910.6675,-93.81396,10.0,49.1,14.34388
0.72346365,100.0,[-0.676 -1.403 -0.754 -1.033 -0.706],208.77202,140393,22.403362,99.0,0.4375175,578.9401788711548,1082.766,3200,-29.70578,0.0008541425,-105.0375520212401,-62.683697,-32.896873,-31.760633,32,13.901618,,0.9235706,100,1.95182,-68.3075,3197.881,-93.19855,10.0,48.5,12.421391
0.7239139,100.0,[-0.695 -1.428 -0.747 -1.013 -0.695],118.16031,145199,17.948353,99.0,0.7149881,596.1986520290375,590.6168,3300,-52.08711,5.9969725e-06,-104.5618014236778,-62.7828,-21.950224,-53.463203,33,12.747128,,1.4960593,100,2.1562815,-68.48287,9415.465,-92.22708,10.0,48.06,13.673628
0.71502537,100.0,[-0.695 -1.465 -0.762 -0.994 -0.695],183.6475,150141,24.607544,99.0,0.61386365,616.5090782642365,1072.3423,3400,-38.073338,0.00019599317,-105.64155560828281,-62.577847,-33.5862,-41.626156,34,27.608149,,1.7335503,100,2.7658343,-68.25971,14561.07,-90.062614,10.0,49.42,12.393849
0.7177209,100.0,[-0.69  -1.435 -0.75  -1.021 -0.704],273.7305,155109,21.764347,99.0,0.45697653,634.2858717441559,1245.1031,3500,-33.593765,0.00031105627,-104.60196579036611,-62.332405,-27.194584,-36.287918,35,11.189522,,0.9278564,100,1.9397749,-67.919174,3955.5337,-91.77735,10.0,49.68,14.880593
0.73502916,100.0,[-0.767 -1.456 -0.773 -0.992 -0.701],125.98302,160149,17.434065,99.0,0.6725856,654.1646502017975,1720.2146,3600,-45.313843,7.785653e-05,-104.66715443859908,-61.423775,-38.91242,-45.21814,36,22.947603,,1.6504542,100,1.6471609,-67.07199,12887.483,-90.07838,10.0,50.4,13.382372
0.73920685,100.0,[-0.828 -1.484 -0.769 -0.996 -0.684],261.32446,165175,36.473797,99.0,0.7426679,671.3298676013947,3299.1824,3700,-30.142408,7.507065e-05,-105.97533279440114,-62.485935,-28.712898,-36.655785,37,249.76219,,5.75671,100,2.8706362,-68.21538,9053.392,-92.9431,10.0,50.26,13.649935
0.74723405,100.0,[-0.841 -1.489 -0.746 -0.969 -0.68 ],34.50743,170708,5.532154,99.0,0.6275453,690.2430617809296,274.97983,3800,-46.37002,0.002685218,-108.53304933473963,-60.859528,-40.962273,-45.47525,38,19.121668,,1.101334,100,0.8725853,-66.626434,5520.9697,-86.503296,10.0,55.33,11.022985
0.75830084,100.0,[-0.848 -1.501 -0.746 -0.942 -0.672],15.364441,177123,6.7505803,99.000015,0.7157588,710.739264011383,219.3738,3900,-45.58723,0.006006117,-110.21282309794539,-57.799297,-17.388824,-45.266747,39,12.220626,,0.9986908,100,1.1524651,-63.51592,2462.5454,-84.77733,10.0,64.15,12.4673815
0.7573248,100.0,[-0.854 -1.502 -0.721 -0.961 -0.661],32.653202,183064,3.9788637,99.0,0.82814467,733.4666156768799,107.36781,4000,-54.631542,9.196332e-05,-108.67013664280032,-58.657776,-41.581345,-52.1008,40,86.14244,,2.181702,100,0.799233,-64.59733,16388.355,-85.398056,10.0,59.41,10.928128
0.7597228,100.0,[-0.864 -1.507 -0.712 -0.934 -0.662],81.22275,189344,10.701499,99.0,0.5812456,753.3488624095917,267.2873,4100,-41.40748,0.0003104893,-112.651823480137,-59.50254,-44.40382,-41.864365,41,14.317647,,1.1893253,100,1.9315586,-65.369514,5482.31,-82.8292,10.0,62.8,8.324911
0.73194665,100.0,[-0.864 -1.477 -0.716 -0.95  -0.659],151.17505,195618,20.136402,99.00001,0.4568232,773.2407395839691,784.10516,4200,-32.388687,1.3182606e-05,-110.49593635014398,-58.015144,-43.39862,-35.291195,42,14.867495,,1.240731,100,3.5676172,-63.9413,4628.2886,-88.61173,10.0,62.74,10.457705
0.7306774,100.0,[-0.87  -1.432 -0.741 -0.942 -0.687],21.367748,201249,8.92135,99.0,0.686748,793.3305306434631,252.19135,4300,-44.617912,0.0020748351,-106.74585838281868,-59.34722,-38.37962,-44.710705,43,39.16622,,1.1208985,100,1.402615,-65.03199,2471.3267,-86.55284,10.0,56.31,11.978526
0.7280136,100.0,[-0.851 -1.408 -0.701 -0.956 -0.688],24.781933,206908,8.442963,99.00001,0.74580735,814.4003851413727,224.97427,4400,-46.65955,0.001182538,-105.73357812523193,-58.16345,-33.713398,-46.81794,44,8.942724,,0.9934859,100,1.2773317,-63.886982,3222.973,-86.202835,10.0,56.59,11.423675
0.7180522,100.0,[-0.862 -1.4   -0.687 -0.983 -0.691],7.2445264,212339,3.0146153,99.0,0.76254314,834.9682893753052,109.94909,4500,-51.60954,0.004437168,-106.343618485329,-60.47599,-29.59748,-49.74475,45,9.0611725,,0.88897073,100,0.5115688,-66.12358,2855.1587,-90.280396,10.0,54.31,12.676532
0.65818787,100.0,[-0.8   -1.393 -0.659 -0.959 -0.701],47.801586,218019,7.3280177,99.0,0.3678989,855.4011409282684,261.85226,4600,-25.531477,0.00071485655,-107.68896098618725,-59.863895,-32.517017,-25.781513,46,12.92899,,0.5902819,100,1.4203764,-65.38185,814.94824,-88.59282,10.0,56.8,11.017622
0.6565067,100.0,[-0.803 -1.413 -0.629 -0.965 -0.761],58.504692,224332,9.201548,99.0,0.33924198,877.5595095157623,450.28186,4700,-24.002714,0.0018553934,-107.07657340633375,-56.615597,-31.818062,-24.63073,47,7.564573,,0.55740577,100,1.3907473,-61.53758,817.47034,-86.77593,10.0,63.13,11.141082
0.6596082,100.0,[-0.816 -1.423 -0.608 -0.956 -0.762],28.552143,231664,9.174412,99.0,0.6648153,901.1402180194855,186.87656,4800,-38.887154,0.00047314898,-108.15527571084299,-52.775852,-18.477404,-39.08428,48,36.435104,,1.2843825,100,1.8872653,-57.644447,2272.7932,-80.67146,10.0,73.32,12.775554
0.6974386,100.0,[-0.822 -1.408 -0.592 -0.973 -0.759],19.093824,238475,4.397001,99.0,0.7641594,923.2234160900116,62.780746,4900,-45.24067,0.0018933866,-105.82542835993173,-53.355896,-25.052008,-43.10605,49,12.769652,,1.086002,100,0.98877156,-58.313095,3771.6365,-82.8075,10.0,68.11,13.201752
0.6604138,100.0,[-0.803 -1.448 -0.594 -0.975 -0.722],49.62898,245763,10.055368,99.0,0.5305604,946.7678070068359,327.60248,5000,-35.12611,0.00035940667,-108.6431071126964,-52.6622,-26.37475,-35.814148,50,10.014263,,0.9237883,100,1.9335921,-57.937584,3164.3718,-82.709,10.0,72.88,12.539579
0.64698714,100.0,[-0.828 -1.436 -0.614 -0.993 -0.759],38.870552,252487,6.775539,99.0,0.66094095,968.6724264621735,266.14737,5100,-42.3453,0.0008125926,-107.60641955768146,-54.91178,-33.492405,-41.851833,51,14.722723,,1.1898303,100,1.2495295,-59.856415,5076.2676,-82.78077,10.0,67.24,11.262568
0.64654243,100.0,[-0.808 -1.436 -0.638 -0.995 -0.772],143.99644,258436,16.45128,99.0,0.57466054,989.1577069759369,616.85175,5200,-29.26385,0.0001446135,-105.97998969595955,-58.109222,-31.530842,-32.086105,52,57.231304,,1.6569258,100,2.1841598,-62.923042,4146.0605,-84.77768,10.0,59.49,11.952765
0.6264798,100.0,[-0.82  -1.436 -0.62  -0.969 -0.772],20.883167,265624,7.452857,99.0,0.6586921,1011.9142315387726,136.9582,5300,-40.520107,0.00041173183,-107.78605724804014,-53.184326,-19.475397,-40.285324,53,11.176884,,0.93636876,100,1.7645696,-57.943447,2666.8718,-84.74327,10.0,71.88,12.477772
0.56938946,100.0,[-0.773 -1.433 -0.579 -0.988 -0.792],7.250189,272658,1.7893442,99.0,0.7731806,1033.1316452026367,46.186348,5400,-47.075542,0.001405207,-107.6691180766587,-54.05093,-32.230415,-45.114933,54,8.838235,,1.0054328,100,0.48418525,-58.61217,3361.1565,-83.11885,10.0,70.34,11.759953
0.5625575,100.0,[-0.784 -1.4   -0.579 -0.985 -0.85 ],82.28613,279064,10.711564,99.0,0.43213937,1052.65283203125,329.85278,5500,-27.992495,0.00054078223,-107.3267474706481,-56.909508,-36.960567,-29.909828,55,15.909361,,0.8575112,100,1.7770725,-60.97299,2197.2344,-81.30675,10.0,64.06,10.225254
0.56182456,100.0,[-0.781 -1.387 -0.587 -1.004 -0.856],76.13686,285037,10.7843485,99.0,0.37477562,1074.3537180423737,381.60773,5600,-26.90001,0.00028662843,-107.13516022046582,-59.289646,-24.022827,-29.361479,56,12.14367,,0.6673433,100,1.5763872,-63.276634,1555.3142,-83.99849,10.0,59.73,11.416697
0.6357895,100.0,[-0.785 -1.401 -0.579 -0.987 -0.857],21.470362,291555,4.6400476,99.0,0.64072675,1095.153826713562,204.10976,5700,-40.100216,0.0073791225,-108.5595856394852,-57.69479,-36.842712,-39.30821,57,30.498075,,1.1343768,100,0.9534899,-61.63351,2928.3008,-83.353714,10.0,65.18,10.244461
0.65936255,100.0,[-0.794 -1.366 -0.584 -0.977 -0.783],261.56818,298064,31.490515,99.0,0.48453128,1119.8084754943848,2200.676,5800,-31.768333,0.0002608366,-106.39492183553654,-55.294926,-27.352999,-35.49408,58,20.588861,,0.9817703,100,3.919428,-60.012,2900.0054,-80.05671,10.0,65.09,11.120186
0.65696967,100.0,[-0.804 -1.373 -0.561 -0.962 -0.76 ],52.21434,304881,14.342869,99.00001,0.60925543,1144.1842911243439,788.50134,5900,-35.301,0.0007970858,-106.82053083797344,-54.037357,-25.864693,-36.124657,59,22.531464,,1.2798427,100,2.11168,-58.970352,3799.677,-81.661804,10.0,68.17,11.711792
0.65532017,100.0,[-0.818 -1.376 -0.536 -0.968 -0.762],9.277868,312416,3.6186488,99.0,0.8162186,1167.6091425418854,94.11837,6000,-46.43894,0.015561917,-108.26991881863107,-52.0234,-20.527264,-44.21382,60,8.172306,,1.2049162,100,0.75331134,-56.88189,3109.309,-80.82028,10.0,75.35,13.069056
0.7365419,100.0,[-0.821 -1.381 -0.516 -0.978 -0.764],59.6826,320887,15.832835,99.0,0.5740558,1191.7687661647797,351.03925,6100,-30.872921,0.003465971,-107.47354369584406,-47.379753,-23.177025,-31.390593,61,15.637114,,0.8097019,100,3.7268689,-52.224346,1095.0173,-80.88109,10.0,84.71,12.3705435
0.6902529,100.0,[-0.87  -1.385 -0.554 -0.983 -0.682],50.329758,328728,8.741582,99.0,0.52449936,1212.9093852043152,356.80746,6200,-32.281834,2.3264256e-05,-106.8981414810029,-49.050896,-18.742289,-31.85219,62,10.246813,,0.98424095,100,1.6738967,-54.710293,3059.009,-83.781075,10.0,78.41,12.332473
0.6987168,100.0,[-0.816 -1.407 -0.539 -1.026 -0.729],58.92038,335995,9.77225,99.0,0.60265154,1235.1968078613281,404.02692,6300,-35.968174,0.001983435,-107.36301987048846,-51.95069,-30.817993,-35.47412,63,35.320282,,1.2653142,100,1.7206672,-57.182636,3396.3225,-80.90976,10.0,72.67,11.519485
0.6858135,100.0,[-0.823 -1.414 -0.561 -1.053 -0.72 ],144.88014,342725,25.099392,99.0,0.52696234,1254.4941971302032,2621.4048,6400,-28.476685,0.000298219,-106.93826384615718,-54.207924,-28.279322,-30.75011,64,60.73848,,1.5275965,100,2.4038973,-59.53734,2375.8726,-83.531586,10.0,67.3,11.07958
0.7096972,100.0,[-0.847 -1.416 -0.547 -1.03  -0.733],79.21766,350131,16.822317,99.0,0.7214107,1276.7002520561218,1042.187,6500,-35.28829,0.002688149,-106.43683032378068,-50.99997,-10.833306,-35.468426,65,33.535698,,2.254946,100,1.9152561,-56.1829,6370.636,-82.72673,10.0,74.06,12.928018
0.70242244,100.0,[-0.863 -1.401 -0.529 -1.    -0.709],50.66658,358425,14.980261,99.0,0.6739769,1302.1419858932495,834.6505,6600,-36.995766,0.002781299,-107.21194058986872,-47.613663,-15.031279,-37.50975,66,32.90789,,1.3557547,100,2.2165666,-52.997326,2916.485,-81.4124,10.0,82.94,13.189166
0.7168388,100.0,[-0.854 -1.411 -0.52  -0.981 -0.716],43.892662,367256,13.940409,99.0,0.64470696,1326.9853808879852,669.8842,6700,-33.7702,0.00590414,-108.56502992392689,-46.104187,-24.099182,-33.02921,67,8.258947,,0.81217974,100,1.9282924,-51.401722,1093.6973,-79.930786,10.0,88.31,10.937822
0.7141315,100.0,[-0.866 -1.421 -0.503 -0.978 -0.702],21.792496,379507,16.102205,99.0,1.0364596,1357.3204588890076,707.3731,6800,-35.385773,0.002625211,-110.1710295265873,-38.701187,-11.634182,-32.068462,68,38.90978,,1.8275404,100,2.22767,-44.083214,1161.5514,-76.1539,10.0,122.51,15.484276
0.69212544,100.0,[-0.871 -1.429 -0.487 -0.98  -0.705],18.548168,392832,12.995187,99.0,0.86069584,1391.4257273674011,416.02585,6900,-32.57099,0.005024701,-109.00441990935795,-35.095,-1.0190701,-28.760395,69,22.670286,,1.3679447,100,1.9315231,-40.46843,946.2581,-72.40171,10.0,133.25,15.413038
0.69232583,100.0,[-0.892 -1.425 -0.48  -0.973 -0.727],333.0184,410842,269.29315,99.0,0.6968017,1435.108247756958,5667.702,7000,-25.266497,0.0024909184,-105.905114178804,-30.290092,0.07737011,-22.027205,70,37.32893,,1.3743395,100,38.49407,-35.49329,575.87244,-71.89602,10.0,180.1,16.527365
0.69873023,100.0,[-0.899 -1.432 -0.477 -0.96  -0.727],515.7875,435898,401.9315,99.0,0.9378113,1491.9765961170197,12457.386,7100,-21.259237,0.00054645544,-101.92597738252694,-24.54584,13.899711,-17.096222,71,115.38302,,4.413434,100,60.99057,-29.81559,327.50266,-66.00969,10.0,250.56,15.954628
0.7058309,100.0,[-0.923 -1.417 -0.472 -0.941 -0.72 ],1625.3097,471231,749.8044,99.0,0.6548751,1562.9060697555542,13716.906,7200,-17.27468,0.0003877929,-89.54422628846508,-19.248049,0.9114742,-12.989684,72,55.199184,,1.5233734,100,197.90157,-24.782707,203.8012,-69.43128,10.0,353.33,15.0864935
0.6999668,100.0,[-0.93  -1.43  -0.459 -0.946 -0.713],1313.7937,511967,532.60486,99.0,0.7291933,1644.153975725174,8808.817,7300,-17.349382,0.00012556775,-80.66369894549331,-16.172585,-1.0629928,-12.856859,73,22.826336,,1.4259678,100,171.92715,-21.922318,317.4574,-69.07161,10.0,407.36,13.482885
0.67381626,100.0,[-0.932 -1.446 -0.446 -0.964 -0.719],422.56897,552444,145.41556,99.0,0.95123345,1721.8150656223297,2005.6033,7400,-18.335836,5.907465e-05,-74.9003396677007,-14.7448845,6.471417,-13.379789,74,107.354866,,2.932914,100,59.378407,-20.52947,440.69614,-68.36436,10.0,404.77,13.116234
0.6516689,100.0,[-0.948 -1.429 -0.441 -0.964 -0.745],142.41573,588498,49.3748,99.0,0.72337955,1796.7862856388092,438.0974,7500,-15.585554,0.00010154561,-62.217631855644406,-15.945917,8.780162,-10.550722,75,20.464102,,1.1205289,100,25.074594,-21.674746,244.0483,-64.40803,10.0,360.54,17.61683
0.6540671,100.0,[-0.981 -1.414 -0.451 -0.94  -0.767],12269.536,630810,4223.9556,99.0,0.7479408,1878.643867969513,86403.47,7600,-12.535397,7.616494e-06,-61.46364206137702,-14.306187,6.2320595,-8.579746,76,74.47048,,2.4528124,100,1135.2736,-19.825775,863.7667,-58.288113,10.0,423.12,13.674735
0.6572382,100.0,[-0.978 -1.412 -0.462 -0.953 -0.765],1128.9148,665584,407.52112,99.0,0.80086374,1945.3253936767578,5782.63,7700,-16.832554,0.00014648848,-65.9451307190115,-17.010395,2.9637256,-12.281033,77,33.760338,,1.672425,100,146.41748,-22.481262,187.72002,-59.880703,10.0,347.74,14.906812
0.6574837,100.0,[-0.983 -1.413 -0.457 -0.938 -0.762],181115.98,707244,169259.02,99.0,2.1071057,2030.8682215213776,7978953.0,7800,-7.060122,1.7102604e-06,-66.82093028749536,-14.850592,9.932434,-5.2154446,78,672.89,,20.55141,100,11957.276,-20.338964,4989.6357,-68.240654,10.0,416.6,13.689062
0.64887667,100.0,[-0.978 -1.408 -0.475 -0.935 -0.761],750.0692,748654,318.07956,99.0,1.1001649,2114.444490671158,6161.633,7900,-17.507,7.426968e-07,-64.76061094099632,-15.03194,6.9790273,-12.679582,79,72.66432,,2.5376117,100,99.5753,-20.55619,228.9513,-63.656742,10.0,414.1,13.76767
0.65771174,100.0,[-0.994 -1.407 -0.468 -0.941 -0.77 ],466.40002,788162,149.89355,99.0,0.7035119,2196.9682564735413,1330.6753,8000,-18.605816,0.00031229336,-54.15661676607858,-14.960099,3.3242464,-13.429045,80,21.351189,,1.3706259,100,71.97211,-20.570303,277.0558,-68.403885,10.0,395.08,14.856661
