MeanEntropy,ReturnStepMax,Weights,EmpiricalD2,TimestepsSoFar,StdD2w0t,ReturnStepMaxmin,MeanIW,TimeElapsed,MaxD2w0t,EpisodesSoFar,ReturnMeanIW,MinIW,EpRewMean,InitialBound,InitialReturnMax,Bound,Iteration,MaxIW,MinD2w0t,StdIW,EpThisIter,MeanD2w0t,InitialReturnMean,J_sample_variance,InitialReturnMin,EntropyCoefficient,EpLenMean,InitialReturnStd
0.45680764,100.0,[-1.11  -1.284 -0.484 -0.874 -0.965],4674.326,4024841,1398.6544,99.0,0.8102416,8738.125895500183,21317.512,16300,-12.983383,1.9588038e-05,-21.256300488956946,-16.50163,9.089364,-13.819039,163,55.75619,,2.1920903,100,527.4035,-16.156797,982.8925,-65.07906,,377.3,17.95272
0.45474637,100.0,[-1.112 -1.279 -0.493 -0.884 -0.962],20797.121,4060798,8473.308,99.0,0.77732986,8818.09280204773,438464.66,16400,-10.693613,4.3771164e-05,-28.30708891227816,-18.3035,9.429181,-12.314114,164,175.14148,,3.4466705,100,1895.1571,-17.844284,534.734,-66.686485,,359.57,19.221563
0.45190847,100.0,[-1.113 -1.284 -0.48  -0.875 -0.964],38444.117,4099821,37642.746,99.0,0.8811848,8915.971036434174,2522735.2,16500,-9.526528,7.3124684e-06,-27.19828848475388,-15.962773,8.547981,-11.149087,165,135.4966,,3.3969731,100,2477.011,-15.521545,816.33673,-71.537025,,390.23,17.420984
0.43214664,100.0,[-1.118 -1.282 -0.464 -0.879 -0.967],2394.041,4138678,713.9521,99.0,1.2151846,9020.934409618378,7415.2856,16600,-9.243421,3.5768774e-06,-24.329874451971392,-15.806838,12.956267,-10.040489,166,237.5316,,5.5751805,100,292.79004,-15.412145,1971.3342,-69.32254,,388.57,17.5437
0.42480016,100.0,[-1.131 -1.283 -0.468 -0.894 -0.987],3814.2358,4171567,4862.7925,99.0,0.53392345,9103.488887310028,287243.8,16700,-12.859473,6.148682e-05,-30.006148373511188,-22.020506,8.15211,-14.310288,167,43.034863,,1.3876141,100,302.4329,-21.533728,496.24045,-70.24627,,328.89,22.386732
0.43088636,100.0,[-1.131 -1.275 -0.484 -0.887 -0.994],4770.3467,4204110,1623.0986,99.0,0.7319666,9189.459837913513,25204.842,16800,-16.4292,3.8604917e-06,-35.79604478270551,-22.975676,6.9011464,-17.810179,168,58.805195,,1.8673606,100,537.6817,-22.39497,436.16672,-70.131134,,325.43,20.526009
0.4299316,100.0,[-1.137 -1.288 -0.484 -0.881 -0.988],7639.16,4239017,2319.394,99.0,0.6527817,9277.847955942154,85965.64,16900,-11.469251,6.859589e-06,-37.4815377495269,-19.567842,20.29264,-13.683247,169,97.9059,,2.444206,100,676.96,-18.959793,378.97867,-67.2622,,349.07,19.227444
0.4299374,100.0,[-1.132 -1.282 -0.497 -0.884 -0.989],42584.18,4275215,12552.733,99.0,0.7854872,9369.122118234634,249988.61,17000,-13.938124,6.440028e-07,-24.96750245273779,-17.38457,23.758621,-15.465618,170,108.00263,,2.7283385,100,3784.145,-16.97953,682.1096,-66.04617,,361.98,19.996515
0.42653129,100.0,[-1.13  -1.294 -0.492 -0.876 -0.989],36432.336,4314876,15904.014,99.0,0.7372752,9469.73156619072,1180150.5,17100,-7.1954823,3.111286e-08,-24.2990970498215,-16.185715,8.754911,-9.405201,171,39.11763,,2.3226292,100,2586.6091,-15.79152,784.0655,-61.48499,,396.61,15.103567
0.43221676,100.0,[-1.136 -1.296 -0.476 -0.875 -0.992],19563.797,4352973,29787.738,99.0,0.65038055,9569.055053710938,1495620.8,17200,-15.20878,7.091713e-06,-36.656321978918875,-20.158298,8.949726,-16.855635,172,70.58858,,2.1715393,100,1497.3685,-19.563637,571.7843,-71.52519,,380.97,17.364895
0.43750116,100.0,[-1.129 -1.291 -0.488 -0.872 -0.987],6982.8154,4392753,2055.8074,99.0,1.1436872,9673.073126792908,24245.547,17300,-11.871013,1.4039611e-05,-30.633601778270275,-14.980101,19.786642,-13.086878,173,158.48584,,6.125208,100,759.6779,-14.483142,382.39664,-60.035416,,397.8,14.315668
0.43532106,100.0,[-1.13  -1.289 -0.487 -0.886 -0.981],4.3995028,4427352,1.8437462,99.0,0.8329325,9768.866714477539,8.937012,17400,-16.343128,0.021792924,-29.858141448052088,-19.642536,11.497631,-16.922298,174,14.309671,,0.8421647,100,2.0061383,-19.158161,408.34763,-65.98453,,345.99,19.77148
0.43432155,100.0,[-1.113 -1.305 -0.479 -0.902 -0.984],16965.38,4460638,5367.8193,99.0,0.8231599,9854.725699186325,114174.58,17500,-19.045639,2.3454445e-06,-37.538506256946306,-23.702736,12.517953,-21.09222,175,200.51585,,4.364598,100,1640.0912,-23.093765,865.9137,-66.47962,,332.86,20.657637
0.40224934,100.0,[-1.12  -1.31  -0.469 -0.895 -0.985],17.360832,4497227,13.571417,99.0,0.87705654,9961.062753200531,444.60217,17600,-11.281108,0.0009013403,-29.610809443671336,-19.975708,12.379982,-11.989282,176,55.500618,,2.543045,100,4.7365456,-19.495342,178.64641,-68.97443,,365.89,17.962019
0.37990296,100.0,[-1.081 -1.286 -0.444 -0.882 -1.017],879.25214,4531159,295.03857,99.0,0.9462175,10063.530353784561,5144.458,17700,-15.448008,2.6043713e-06,-37.947960973711,-21.542307,27.800186,-16.558243,177,50.508015,,2.840753,100,111.85476,-20.926691,844.52795,-69.22186,,339.32,19.958593
0.37522382,100.0,[-1.097 -1.292 -0.44  -0.879 -1.039],4950.052,4569896,4239.6035,99.0,0.63194716,10187.487596035004,149744.97,17800,-12.889045,2.6492306e-05,-32.71340594748052,-17.858059,10.085676,-14.023445,178,20.093594,,1.0550019,100,393.52783,-17.327362,229.09935,-67.54185,,387.37,16.531599
0.37076232,100.0,[-1.09  -1.291 -0.45  -0.882 -1.044],35364.227,4609621,10707.373,99.0,0.7197314,10315.563931941986,344001.28,17900,-8.584339,5.8083344e-07,-18.37856183816359,-14.7687845,16.702692,-9.6860485,179,37.546722,,1.9212836,100,3276.998,-14.470637,630.0216,-66.6251,,397.25,16.729553
0.36825103,100.0,[-1.085 -1.297 -0.46  -0.874 -1.048],3953.9329,4645642,2609.3057,99.0,0.6254675,10435.12092089653,116230.88,18000,-13.075148,6.3892076e-06,-37.05275152298836,-18.996738,14.445926,-14.413132,180,21.249716,,1.1663125,100,320.35925,-18.395645,218.83926,-67.05679,,360.21,18.080257
0.37085637,100.0,[-1.088 -1.3   -0.451 -0.867 -1.051],47596988.0,4690107,42549516.0,99.0,3.08963,10572.966131210327,1548480000.0,18100,34.116447,8.4959616e-08,-28.530143100575778,-15.593843,2.1605935,20.575901,181,1148.1958,,32.013065,100,2438339.5,-15.131011,209271.66,-69.19935,,444.65,12.1319475
0.37475714,100.0,[-1.09  -1.298 -0.436 -0.877 -1.048],192156.16,4728229,51904.89,99.0,0.7267606,10694.520366191864,1020341.1,18200,-7.7257757,2.8599453e-07,-35.40602723075458,-18.095186,7.7575383,-10.946799,182,192.31126,,5.7505174,100,15685.269,-17.520807,2665.369,-68.189835,,381.22,17.064423
0.37424085,100.0,[-1.086 -1.297 -0.44  -0.861 -1.044],7270.5664,4772624,4411.9653,99.0,0.8147577,10831.362803697586,100975.83,18300,-11.795572,9.006752e-05,-40.14887538001506,-16.011765,6.5702796,-13.172872,183,65.21189,,2.3354938,100,645.171,-15.360444,213.76227,-62.642265,,443.95,11.184527
0.36855048,100.0,[-1.082 -1.294 -0.451 -0.863 -1.045],927.54956,4815024,311.0597,99.0,0.89186156,10964.598289489746,5313.8887,18400,-11.380997,0.00014609798,-37.13924748696574,-16.845514,19.798431,-12.512354,184,225.2537,,6.2850447,100,134.07072,-16.243017,351.8369,-62.815617,,424.0,15.593655
0.36669964,100.0,[-1.079 -1.3   -0.443 -0.877 -1.05 ],1106541.2,4856577,1146512.4,99.0,8.798026,11088.698171138763,61313404.0,18500,-1.3510666,4.497942e-06,-25.47688362293976,-14.707279,7.0309916,-4.448906,185,3703.5415,,105.366,100,54015.66,-14.293977,3419.651,-66.43129,,415.53,14.589199
0.36278647,100.0,[-1.075 -1.294 -0.457 -0.88  -1.052],6873.1133,4895977,5121.1753,99.0,0.67663306,11209.324175834656,242319.45,18600,-12.846289,8.62866e-06,-23.183566211534288,-16.63685,12.118521,-13.975564,186,25.775667,,1.3466154,100,431.0107,-16.26075,531.016,-65.55441,,394.0,17.966532
0.35768706,100.0,[-1.077 -1.296 -0.473 -0.88  -1.056],34768.547,4934632,44366.59,99.0,0.8266993,11338.682988643646,1897361.1,18700,-14.029839,9.491272e-06,-25.04672395727272,-18.783195,6.033693,-15.249959,187,27.95877,,1.7356051,100,2397.029,-18.376871,841.56726,-73.51994,,386.55,19.354525
0.3564439,100.0,[-1.079 -1.291 -0.458 -0.878 -1.061],124.93259,4973858,40.39393,99.0,0.9928571,11461.516199588776,270.23547,18800,-14.784259,3.7706664e-05,-22.088445307734805,-18.877144,5.9231586,-15.292306,188,69.46581,,2.8068345,100,24.102055,-18.51881,173.88647,-71.117,,392.26,19.084545
0.35141048,100.0,[-1.08  -1.295 -0.456 -0.871 -1.063],2072.8943,5013977,894.5095,99.0,0.5888591,11583.481829166412,25623.182,18900,-13.49256,4.229798e-05,-33.38688245561623,-17.377657,19.815693,-14.567479,189,15.723588,,1.0111173,100,249.91022,-16.836035,361.28006,-67.11708,,401.19,17.464449
0.3504949,100.0,[-1.085 -1.291 -0.449 -0.879 -1.068],54514.1,5054294,14410.627,99.0,0.9092235,11703.18091750145,151707.62,19000,-8.230568,2.0081693e-06,-15.679407426424081,-14.598351,15.92065,-9.217977,190,76.15076,,3.0083294,100,5013.374,-14.343989,910.73413,-59.08665,,403.17,16.289883
0.34594876,100.0,[-1.084 -1.289 -0.449 -0.893 -1.068],93203.23,5087327,32362.965,99.0,4.5174246,11812.121447563171,1077987.0,19100,-8.590307,1.5171588e-06,-28.987539573685652,-23.031952,11.368739,-11.731456,191,3032.412,,68.53179,100,7697.225,-22.561699,3132.1672,-69.58925,,330.33,21.123
0.34914836,100.0,[-1.089 -1.292 -0.434 -0.889 -1.073],3583.229,5121440,1180.1111,99.0,0.6189712,11916.991478204727,13716.867,19200,-15.367328,5.0706412e-06,-36.87108231248506,-20.706278,12.384934,-16.714134,192,77.56262,,2.473515,100,407.03955,-20.108131,159.3628,-65.40083,,341.13,18.350569
0.3487851,100.0,[-1.097 -1.301 -0.434 -0.882 -1.07 ],3021.8997,5162127,3195.868,99.0,0.48079896,12050.712408542633,200949.28,19300,-12.099406,3.495444e-05,-25.71799564527676,-15.946254,8.522757,-13.02759,193,10.620801,,0.69657016,100,201.3204,-15.52904,131.72893,-62.405983,,406.87,14.757549
0.34958246,100.0,[-1.097 -1.294 -0.419 -0.88  -1.07 ],9035.769,5200394,12916.64,99.0,0.7936815,12168.467244148254,740527.2,19400,-15.647101,1.3035263e-05,-32.832400776757396,-19.69784,13.313316,-16.896261,194,20.586912,,1.5718127,100,626.05255,-19.16521,326.40607,-65.64783,,382.67,16.482176
0.37049922,100.0,[-1.101 -1.293 -0.408 -0.874 -1.069],84921.82,5239378,25525.602,99.0,0.9735754,12289.895678281784,362840.88,19500,-3.1677306,9.897586e-07,-39.84905252611722,-19.119246,15.773928,-6.4201746,195,142.07791,,5.230929,100,7772.147,-18.472788,8721.931,-63.321655,,389.84,15.372811
0.3736356,100.0,[-1.101 -1.311 -0.402 -0.898 -1.048],2026.1243,5277266,606.70123,99.0,0.8266164,12406.927128314972,5764.284,19600,-14.883994,3.3354156e-06,-27.725938775507757,-17.706085,4.68706,-15.762919,196,30.793453,,1.8588259,100,246.58334,-17.256298,233.77997,-60.598656,,378.88,15.807637
0.40341446,100.0,[-1.097 -1.326 -0.407 -0.895 -1.045],16194.054,5317332,4775.5146,99.0,0.75167906,12535.274436235428,93214.484,19700,-9.875933,6.2999557e-06,-33.67863339154757,-16.574038,7.904765,-11.466203,197,81.02272,,2.3085933,100,1630.2697,-16.027681,516.0765,-61.61231,,400.66,14.6413965
0.40566927,100.0,[-1.068 -1.305 -0.395 -0.896 -1.016],3531.6873,5353399,1209.8976,99.0,0.775585,12649.384334802628,21425.574,19800,-11.577516,4.710538e-05,-30.818483435380635,-19.841087,9.796385,-12.963065,198,67.85279,,2.565826,100,402.47156,-19.341131,285.0955,-67.67576,,360.67,18.03243
0.40055364,100.0,[-1.072 -1.304 -0.381 -0.889 -1.013],2876.5264,5391159,2843.1055,99.0,0.6627752,12771.714184045792,131946.72,19900,-14.536796,6.8698384e-05,-38.453412635339134,-19.827875,7.5800934,-15.972313,199,51.26519,,1.6770726,100,275.67987,-19.20406,126.889984,-66.88536,,377.6,15.819391
0.39687344,100.0,[-1.068 -1.31  -0.395 -0.889 -1.018],20547.783,5431896,22345.863,99.0,0.8901075,12898.994427919388,776706.3,20000,-10.8651905,3.145679e-05,-27.1462648655228,-15.82163,13.212656,-11.888146,200,95.40352,,2.3171556,100,1619.8817,-15.381247,409.4661,-53.859634,,407.37,14.341318
0.39924544,100.0,[-1.069 -1.313 -0.41  -0.886 -1.022],2.6517575,5470549,0.95018065,99.0,0.95666236,13019.435616254807,3.5467668,20100,-16.700249,0.036903813,-39.08189309552999,-17.89244,9.053366,-17.379194,201,10.364426,,0.8025507,100,1.4191333,-17.258429,332.70996,-64.310104,,386.53,15.120934
0.3784163,100.0,[-1.066 -1.317 -0.408 -0.894 -1.02 ],2082.2598,5511513,739.4158,99.0,0.59260046,13152.990844488144,16002.817,20200,-11.21539,3.4826714e-06,-33.14534705314123,-16.492504,8.695894,-12.343115,202,29.609335,,1.2030091,100,257.56152,-15.954799,287.03497,-58.98227,,409.64,14.358004
0.37972394,100.0,[-1.076 -1.322 -0.418 -0.909 -1.041],14296.673,5550638,10429.037,99.0,0.6158698,13278.294018030167,804152.9,20300,-11.642505,1.4021459e-06,-20.925087095322855,-16.988918,10.3555155,-12.902731,203,43.981,,1.482301,100,998.30786,-16.649458,193.00395,-60.268593,,391.25,15.902132
0.38111,100.0,[-1.075 -1.322 -0.432 -0.916 -1.039],7514.3027,5582868,2592.5857,99.0,0.644135,13384.696344614029,31429.047,20400,-17.142464,1.2544668e-05,-38.063156516578644,-24.01517,6.7963505,-18.798157,204,21.001148,,1.2428061,100,794.18823,-23.397686,378.95392,-67.17445,,322.3,20.302227
0.37782547,100.0,[-1.072 -1.328 -0.44  -0.908 -1.038],2409.8733,5620621,744.8707,99.0,0.50504076,13499.187062740326,8049.5923,20500,-11.25189,1.824565e-05,-21.374426518054193,-16.159552,12.130097,-11.978559,205,13.472111,,0.91444606,100,301.5279,-15.812802,168.53159,-58.829956,,377.53,18.11556
0.37711266,100.0,[-1.067 -1.331 -0.445 -0.897 -1.041],683.55225,5660749,1057.5413,99.0,0.6700755,13621.325751781464,34408.87,20600,-12.955528,8.258505e-05,-28.35774191796816,-17.79235,4.9031816,-13.880876,206,40.722145,,1.537572,100,102.44951,-17.332317,343.82516,-68.448845,,401.28,15.320789
0.3727826,100.0,[-1.092 -1.34  -0.464 -0.912 -1.042],3602.3184,5696664,2253.2913,99.0,0.61428344,13728.534302949905,148354.38,20700,-15.01648,4.3754262e-05,-31.804460696611212,-20.006771,5.5111666,-16.514837,207,30.983255,,1.3400834,100,288.7362,-19.49082,888.7071,-67.91257,,359.15,17.816082
0.37207067,100.0,[-1.095 -1.344 -0.45  -0.91  -1.046],28072.838,5737409,36774.625,99.0,0.70352745,13857.725010633469,1108386.6,20800,-12.624826,2.7639373e-05,-23.98882630774589,-17.298328,7.4417715,-13.695321,208,60.189846,,2.3316665,100,2547.7178,-16.909166,208.11946,-68.06216,,407.45,15.749491
0.37337792,100.0,[-1.083 -1.34  -0.46  -0.905 -1.047],457.78445,5777041,359.07962,99.0,0.5955644,13983.545692443848,8242.936,20900,-15.526934,4.252379e-05,-33.87213233370945,-18.042557,5.4987316,-16.422173,209,10.372569,,0.8657113,100,61.36392,-17.493061,461.2043,-63.188812,,396.32,14.602316
0.36757368,100.0,[-1.081 -1.335 -0.45  -0.911 -1.046],92666.99,5816906,58789.117,99.0,0.8644883,14112.195931434631,2773559.0,21000,-9.267044,1.320307e-06,-14.957250764649773,-15.089184,9.114529,-10.259504,210,200.0126,,4.229874,100,7180.6987,-14.846539,686.10535,-63.560265,,398.65,17.39439
0.3703626,100.0,[-1.075 -1.343 -0.458 -0.903 -1.051],78503.31,5858143,41088.88,99.0,0.89698994,14242.730286836624,1455514.9,21100,-12.1822,8.2482404e-07,-30.22800202633812,-17.51464,6.57706,-14.161694,211,87.93889,,3.105648,100,6397.1274,-17.024267,1501.8297,-65.246315,,412.37,16.107874
0.3726457,100.0,[-1.073 -1.338 -0.448 -0.913 -1.049],3500.3289,5895035,2909.6191,99.0,0.44621164,14355.481503248215,195044.22,21200,-12.023843,3.992263e-06,-22.20485600090647,-18.80311,11.778613,-12.945254,212,12.435997,,0.8084349,100,271.3765,-18.44289,298.99008,-70.39091,,368.92,21.029621
0.36987478,100.0,[-1.076 -1.341 -0.436 -0.91  -1.046],24312.922,5935672,9245.99,99.0,0.7905841,14474.490825653076,357663.47,21300,-9.539788,1.0950047e-05,-28.095674936993998,-16.67246,9.9019575,-10.971232,213,43.17737,,1.7546071,100,2097.3613,-16.216675,336.8914,-64.7128,,406.37,14.823885
0.3668018,100.0,[-1.073 -1.335 -0.444 -0.918 -1.049],21468.285,5971134,7555.6255,99.0,0.69073623,14584.36933708191,265486.66,21400,-12.053828,1.5122208e-05,-26.306291021004313,-20.16929,16.082737,-13.516153,214,70.65512,,2.559421,100,1926.9656,-19.742533,273.20438,-69.79955,,354.62,19.74458
0.36574996,100.0,[-1.071 -1.33  -0.432 -0.903 -1.052],8092.64,6012859,8883.628,99.0,0.74155056,14716.566880941391,389202.38,21500,-9.656052,1.6554432e-05,-18.989707186325198,-14.368965,8.072974,-10.323833,215,61.35211,,2.0843651,100,623.7975,-14.060902,108.14636,-66.29543,,417.25,13.254106
0.36460996,100.0,[-1.075 -1.331 -0.419 -0.906 -1.053],2656.0562,6048491,2890.9363,99.0,0.73221844,14841.6169526577,127817.164,21600,-15.258986,9.961896e-05,-38.82901598801013,-19.699223,8.314944,-16.532877,216,38.58551,,1.6501814,100,220.12653,-19.069313,513.64325,-66.50589,,356.32,16.094946
0.36621058,100.0,[-1.071 -1.332 -0.431 -0.911 -1.054],2034.6609,6084354,678.25726,99.0,0.7391681,14965.54222536087,9838.414,21700,-17.257584,5.534376e-05,-31.82563031197472,-19.935083,11.844717,-18.34928,217,49.30834,,2.0418763,100,260.59073,-19.418787,446.02115,-60.828514,,358.63,18.029583
0.37158868,100.0,[-1.066 -1.335 -0.437 -0.902 -1.053],966.68,6124264,663.17456,99.0,0.64811444,15101.26098394394,14172.627,21800,-13.122381,3.6820933e-05,-35.439815648951274,-18.008873,10.452811,-14.189425,218,23.905773,,1.3914123,100,121.03485,-17.433949,290.46866,-67.61727,,399.1,16.566376
0.37255347,100.0,[-1.073 -1.351 -0.429 -0.914 -1.047],15184.612,6161898,18179.947,99.0,0.75363296,15235.115775823593,995454.9,21900,-12.991124,2.973959e-06,-36.89689290973419,-20.008497,6.684621,-14.744491,219,51.71241,,2.139674,100,1082.1118,-19.409933,449.34525,-69.199486,,376.34,16.005688
0.35537907,100.0,[-1.076 -1.342 -0.444 -0.911 -1.046],135613.56,6200173,37643.504,99.0,0.83391327,15366.7668633461,560884.56,22000,-9.268977,1.957421e-06,-32.966946914636495,-18.222195,9.114649,-11.999414,220,150.2275,,3.7899067,100,11234.278,-17.687384,1951.828,-65.05415,,382.75,16.75362
0.35251603,100.0,[-1.082 -1.333 -0.449 -0.921 -1.064],2328.9988,6238139,720.4416,99.0,0.5453541,15498.015536546707,7125.221,22100,-11.537369,1.517792e-05,-10.480632257523077,-16.01993,6.9073935,-11.918952,221,11.195374,,0.90599114,100,298.7217,-15.849907,283.3306,-60.420414,,379.66,17.877613
0.34581706,100.0,[-1.09  -1.337 -0.46  -0.911 -1.066],82034.08,6276143,132640.86,99.0,0.77218735,15634.505208730698,5670711.0,22200,-10.724898,1.6713531e-06,-21.901501436100943,-16.686552,8.525614,-12.211095,222,27.731314,,1.8760303,100,7266.9824,-16.331253,1347.9978,-70.97423,,380.04,17.49908
0.34488192,100.0,[-1.094 -1.326 -0.449 -0.915 -1.073],9639.571,6310444,17919.818,99.0,0.7713786,15755.41970539093,890505.0,22300,-15.701874,3.0202953e-05,-26.814708400098382,-22.154099,10.31228,-16.710247,223,114.49258,,2.7023613,100,791.2384,-21.719093,567.76416,-62.952274,,343.01,20.471115
0.34570277,100.0,[-1.09  -1.328 -0.462 -0.912 -1.074],224.9897,6346099,78.32094,99.0,0.7295902,15879.688371658325,648.31006,22400,-17.638672,4.2784293e-05,-24.74975330177777,-19.189268,16.58186,-18.249702,224,21.74361,,1.2477016,100,38.070442,-18.787762,310.11542,-65.58692,,356.55,17.511307
0.34176806,100.0,[-1.094 -1.334 -0.462 -0.905 -1.073],9877.381,6385574,12980.053,99.0,0.68015015,16015.54324889183,515645.3,22500,-12.211992,2.439443e-05,-26.53766662204825,-16.195139,5.8455358,-13.4039545,225,56.56211,,1.5178497,100,823.6179,-15.764627,442.11377,-66.915,,394.75,15.895838
0.34042165,100.0,[-1.092 -1.327 -0.474 -0.903 -1.077],1379.0668,6423743,413.1237,99.0,1.0307611,16152.329298496246,13098.053,22600,-12.1785345,2.2631011e-06,-19.789971530218608,-17.002272,15.83421,-12.817048,226,76.63827,,3.0850365,100,166.51758,-16.681227,793.6721,-69.3209,,381.69,19.734968
0.33777776,100.0,[-1.105 -1.329 -0.466 -0.901 -1.079],1926616.6,6462748,548443.4,99.0,1.3303738,16292.107316493988,9412009.0,22700,4.2278814,1.5691807e-08,-27.62547033362971,-16.158909,8.685755,-1.1550722,227,270.11566,,9.294686,100,130836.75,-15.710753,11832.673,-53.47054,,390.05,15.154742
0.33728546,100.0,[-1.105 -1.319 -0.473 -0.91  -1.081],984080.0,6501280,259857.39,99.0,0.92098904,16429.49107313156,6048894.0,22800,-8.935634,7.016278e-07,-11.502935500710407,-16.054958,19.101896,-10.637576,228,227.31772,,6.826651,100,69998.695,-15.868351,1154.297,-68.54811,,385.32,17.545364
0.33521107,100.0,[-1.109 -1.322 -0.468 -0.897 -1.082],9378.664,6542948,4477.518,99.0,0.9266142,16572.918722629547,208207.05,22900,-9.126643,5.771045e-06,-22.289464173273196,-14.714249,10.425987,-10.330188,229,140.89584,,4.462338,100,703.0392,-14.352657,329.5715,-70.98746,,416.68,14.782206
0.33997202,100.0,[-1.103 -1.319 -0.481 -0.895 -1.084],72031.08,6584165,50327.094,99.0,2.052565,16718.400897741318,2265518.2,23000,-11.934497,1.8609531e-06,-10.543569719993732,-15.277128,13.212218,-12.569988,230,596.81934,,16.076973,100,5411.16,-15.106084,530.8892,-67.13072,,412.17,17.951754
0.32214344,100.0,[-1.101 -1.331 -0.49  -0.89  -1.079],2465.2017,6623434,741.0735,99.0,0.6636642,16860.205805540085,10295.909,23100,-12.960145,1.5322922e-07,-39.64132852372879,-18.316872,5.3075995,-14.284732,231,29.087357,,1.4695226,100,293.90225,-17.673784,361.95297,-69.679535,,392.69,16.963224
0.3218083,100.0,[-1.148 -1.364 -0.509 -0.902 -1.097],5078.9717,6668117,2477.8008,99.0,0.8579322,17016.37232875824,54285.367,23200,-12.236491,2.6683236e-05,-37.14857008733065,-16.796612,4.9613667,-13.475927,232,63.49765,,2.1502588,100,510.5689,-16.193964,137.44179,-63.224274,,446.83,12.614204
0.34261867,100.0,[-1.144 -1.361 -0.517 -0.907 -1.097],7202.0938,6708743,7556.4097,99.0,1.2497932,17155.848991394043,234457.88,23300,-14.257597,0.00013843668,-27.13029882829319,-17.779924,8.1865015,-15.14376,233,104.2341,,4.6595783,100,554.53406,-17.3398,481.75534,-69.17576,,406.26,17.440113
0.344634,100.0,[-1.154 -1.368 -0.534 -0.907 -1.076],10997.798,6750231,8145.735,99.0,0.941058,17301.53430557251,257274.06,23400,-11.845521,5.064054e-06,-38.84706290078097,-17.142424,10.529605,-13.360371,234,57.5891,,2.9331124,100,969.43744,-16.512222,251.2147,-62.31056,,414.88,14.305887
0.34288427,100.0,[-1.145 -1.361 -0.543 -0.906 -1.074],15836.747,6791647,4346.848,99.0,1.161955,17452.193363189697,55629.07,23500,-8.3951,2.2162058e-07,-41.74558218112923,-16.43145,12.399871,-10.334584,235,372.9061,,9.401977,100,1550.4299,-15.754228,388.3812,-66.44837,,414.16,14.215525
0.3288635,100.0,[-1.145 -1.353 -0.544 -0.915 -1.076],37418.09,6828797,36438.516,99.0,0.7502823,17584.805901288986,2430391.0,23600,-14.047241,1.8652956e-06,-22.755290305782633,-18.862312,13.225722,-15.208356,236,146.31895,,4.987968,100,2710.3616,-18.49316,589.15186,-69.735794,,371.5,20.361805
0.32864228,100.0,[-1.136 -1.334 -0.53  -0.917 -1.09 ],8869.945,6860425,3024.4182,99.0,0.47629657,17698.034974575043,37774.32,23700,-13.485458,6.694242e-06,-32.69428823306097,-20.996424,13.720765,-14.949642,237,9.266795,,0.6847491,100,928.5633,-20.466036,355.1411,-65.664795,,316.28,20.368898
0.31629023,100.0,[-1.136 -1.34  -0.528 -0.907 -1.09 ],4024.1543,6898206,1209.8612,99.0,1.5218772,17826.66652059555,18516.648,23800,-12.688342,4.3413866e-06,-26.725669529368453,-17.986492,16.223396,-13.650395,238,338.88983,,9.423053,100,466.17783,-17.552933,370.89496,-60.130566,,377.81,16.610651
0.31665197,100.0,[-1.14  -1.346 -0.528 -0.897 -1.103],3903.0347,6938285,1143.729,99.0,0.88735455,17964.951271533966,12158.277,23900,-12.056846,3.0594143e-05,-34.54624276190862,-16.683395,11.047669,-13.346071,239,79.126205,,3.0880163,100,462.9256,-16.122965,207.59734,-69.103065,,400.79,16.610767
0.3189771,100.0,[-1.142 -1.364 -0.524 -0.897 -1.102],6436.0405,6979984,4213.2505,99.0,1.4562644,18113.550430059433,86464.14,24000,-15.080301,0.00019500521,-49.665813388904,-20.360243,13.1820755,-16.633703,240,141.05502,,6.0563083,100,596.99,-19.554535,436.12177,-68.58255,,416.99,15.942787
0.3175064,100.0,[-1.145 -1.355 -0.514 -0.898 -1.1  ],1775.82,7025470,1446.8121,99.0,1.1667432,18275.442883253098,41334.023,24100,-10.012672,0.0001249833,-23.994837693839745,-12.276738,16.364616,-10.666773,241,78.03822,,3.0015512,100,175.70384,-11.887479,236.7459,-62.954124,,454.86,11.21667
0.29869968,100.0,[-1.141 -1.358 -0.524 -0.902 -1.101],600.98083,7067984,227.00009,99.0,1.7663879,18419.60974216461,3617.1006,24200,-12.46113,1.5911392e-05,-35.562774025742286,-16.144087,6.1429515,-13.348142,242,441.85403,,12.535433,100,83.19132,-15.567165,334.3386,-64.04587,,425.14,14.353217
0.29333493,100.0,[-1.158 -1.357 -0.522 -0.907 -1.12 ],1396551.4,7109100,930016.56,99.0,16.05884,18560.726724863052,45726710.0,24300,-2.3635795,8.887513e-10,-29.777973054931557,-16.336672,11.914369,-7.7645884,243,18630.828,,407.91327,100,85130.17,-15.853598,43701.35,-68.61711,,411.16,16.832178
0.29195794,100.0,[-1.165 -1.35  -0.534 -0.915 -1.126],133585896.0,7151401,97014400.0,99.0,0.8969646,18709.37409901619,4686509600.0,24400,-3.4619663,1.025424e-08,-1.6632701706936146,-11.72006,8.12734,-5.0383787,244,358.483,,9.139149,100,7665079.0,-11.693079,6061.7666,-63.76276,,423.01,14.941842
0.29088536,100.0,[-1.165 -1.348 -0.545 -0.897 -1.127],3964.2056,7192889,1105.148,99.0,0.90602094,18856.912703990936,11756.357,24500,-14.256875,1.0901741e-05,-28.514789942905725,-16.977541,14.76906,-15.270684,245,142.98558,,3.780875,100,467.99088,-16.514956,467.84048,-69.821785,,414.88,15.646851
