EmpiricalD2,MeanEntropy,EpRewMean,MeanIW,InitialReturnMin,EntropyCoefficient,InitialReturnMax,MeanD2w0t,StdIW,MaxD2w0t,Iteration,EpThisIter,Bound,TimeElapsed,EpLenMean,InitialBound,MinD2w0t,Weights,StdD2w0t,InitialReturnStd,ReturnStepMaxmin,ReturnStepMax,J_sample_variance,ReturnMeanIW,EpisodesSoFar,TimestepsSoFar,MaxIW,MinIW,InitialReturnMean
1.0113399,1.3914869,-122.30594710475054,1.0244735,-21.899239,,32.746536,0.13063623,0.11270168,1.0402215,154,100,-212.38037,1974.5047960281372,64.99,-213.49557,,[-0.598 -0.668 -0.485 -0.236 -0.024],0.33799076,11.876399,95.30386,100.0,312.58417,116.35995,15400,812414,1.6075444,0.82243395,1.5258789e-07
1.0054935,1.3944169,-123.55359339386574,1.0096877,-24.273056,,24.71141,0.13378729,0.07393575,1.0172429,155,100,-209.26593,1988.455082654953,66.73,-209.8594,,[-0.602 -0.664 -0.483 -0.234 -0.028],0.34090757,10.502202,95.31157,100.0,164.92915,112.90461,15500,819087,1.3703971,0.86625737,-5.1116945e-06
1.0014114,1.3954163,-123.56627355210445,1.0037861,-21.169395,,32.9549,0.12950763,0.04181207,1.0035287,156,100,-198.66803,2002.0447442531586,64.7,-198.81201,,[-0.605 -0.661 -0.482 -0.232 -0.025],0.3359311,11.8987465,95.18068,100.0,161.14737,116.61431,15600,825557,1.174229,0.9090036,-4.310608e-06
1.0021226,1.3925997,-121.66535497042149,1.0051807,-21.751732,,35.520218,0.14124979,0.04106082,1.0055575,157,100,-226.26392,2015.6503102779388,70.55,-226.5526,,[-0.604 -0.661 -0.482 -0.231 -0.024],0.3485014,12.590717,95.55148,100.0,183.26326,102.564415,15700,832612,1.1357434,0.8773366,1.2588501e-06
1.001356,1.3939865,-122.75536293242314,1.0028306,-24.772171,,44.390038,0.14069152,0.033176888,1.0035267,158,100,-221.93701,2031.8062043190002,70.28,-222.11618,,[-0.607 -0.663 -0.484 -0.23  -0.026],0.3478897,13.844195,95.507126,100.0,218.77444,103.27124,15800,839640,1.1411167,0.9390076,3.8146972e-08
1.0019207,1.3959447,-124.33983336455076,1.0045412,-21.904701,,43.69199,0.13348642,0.04034491,1.0042073,159,100,-210.6913,2047.7179539203644,66.67,-210.9042,,[-0.606 -0.661 -0.482 -0.231 -0.025],0.34031948,11.22819,95.310234,100.0,141.24567,112.807724,15900,846307,1.1176898,0.9249717,2.5939942e-06
1.0035626,1.3971174,-122.0616408228367,1.0089262,-24.771965,,32.368423,0.13922264,0.06753609,1.0128456,160,100,-223.08295,2062.4263050556183,69.46,-223.60982,,[-0.607 -0.659 -0.482 -0.231 -0.023],0.34662476,13.825987,95.48541,100.0,239.9156,104.6918,16000,853253,1.4770454,0.8783804,-1.6403199e-06
1.0063076,1.3940066,-122.99079140598197,1.0099022,-28.56289,,47.724884,0.14637479,0.08307222,1.015961,161,100,-229.1453,2077.876009941101,72.96,-229.72974,,[-0.607 -0.654 -0.481 -0.23  -0.022],0.35412517,13.5255,95.628555,100.0,291.76535,99.44864,16100,860549,1.3099989,0.83692956,-1.335144e-06
1.0054399,1.3956211,-121.93908755660478,1.0142471,-25.482086,,48.368896,0.14454143,0.072680525,1.012818,162,100,-226.47115,2093.744695186615,72.0,-227.06229,,[-0.611 -0.656 -0.481 -0.23  -0.025],0.35240638,14.183828,95.61311,100.0,255.8282,100.66069,16200,867749,1.2788019,0.8172511,7.2479247e-06
1.0087042,1.3980937,-122.49370884835325,1.0100509,-21.971611,,60.771515,0.13722236,0.09867013,1.025299,163,100,-220.13075,2107.970440387726,68.34,-220.82312,,[-0.605 -0.658 -0.477 -0.231 -0.023],0.34488708,13.854011,95.422646,100.0,364.17593,108.1284,16300,874583,1.4902343,0.76985836,3.2043456e-06
1.0060458,1.3973536,-122.04551966225908,1.0121356,-24.997108,,34.347668,0.15458147,0.06680119,1.0170543,164,100,-237.88626,2125.2781801223755,77.06,-238.55301,,[-0.613 -0.657 -0.479 -0.231 -0.021],0.36216006,12.665764,95.83247,100.0,226.29445,91.59438,16400,882289,1.287714,0.8275129,9.155273e-07
1.0081276,1.3945096,-122.40579340353074,1.013489,-21.155548,,36.04607,0.14430806,0.0807215,1.0262179,165,100,-228.64827,2141.293697118759,71.89,-229.4657,,[-0.617 -0.659 -0.479 -0.231 -0.022],0.35214892,12.741702,95.594635,100.0,262.04953,101.14754,16500,889478,1.2881377,0.8257774,-4.272461e-06
1.0019412,1.3954793,-123.29036771583247,1.0032508,-23.272896,,41.14316,0.15151404,0.04156007,1.0048378,166,100,-235.7175,2157.7201313972473,75.68,-235.89667,,[-0.621 -0.66  -0.479 -0.23  -0.024],0.3587571,14.607395,95.74187,100.0,244.3725,93.43099,16600,897046,1.1983325,0.8785283,-5.340576e-06
1.0056612,1.4007391,-123.07374534171791,1.0105586,-19.176369,,34.0021,0.13998261,0.07495147,1.0111398,167,100,-215.1901,2172.905380010605,69.79,-215.77875,,[-0.622 -0.663 -0.479 -0.229 -0.024],0.34754816,10.8347645,95.47303,100.0,152.14044,105.703064,16700,904025,1.3543944,0.87841314,2.1362305e-06
1.0036898,1.4019997,-123.10558056081895,1.0122454,-22.588799,,43.93912,0.1542115,0.058176264,1.0145464,168,100,-238.30832,2189.5050508975983,76.92,-239.12697,,[-0.624 -0.662 -0.479 -0.228 -0.018],0.36167508,12.626043,95.7992,100.0,204.87744,92.56901,16800,911717,1.2741551,0.85568553,3.013611e-06
1.0089538,1.4028646,-123.04740668977644,1.0159917,-26.53489,,39.25695,0.15535934,0.09147091,1.0233911,169,100,-234.84686,2205.985060930252,77.33,-235.71729,,[-0.631 -0.667 -0.484 -0.227 -0.017],0.36320895,12.908308,95.81768,100.0,255.94412,92.105225,16900,919450,1.4853764,0.8491182,-3.1280517e-06
1.0042121,1.3984594,-122.98659017727992,1.0090256,-22.817078,,40.00013,0.14974675,0.055505477,1.0125841,170,100,-234.47769,2221.412748813629,74.69,-234.93326,,[-0.631 -0.662 -0.481 -0.225 -0.016],0.35733205,13.578501,95.70677,100.0,233.34312,95.183876,17000,926919,1.2534901,0.86159146,1.9073486e-06
1.0071489,1.4032344,-121.6073549871465,1.020264,-21.43676,,36.55265,0.14935578,0.09181255,1.0168924,171,100,-231.73325,2237.25155711174,74.36,-232.62411,,[-0.632 -0.66  -0.479 -0.224 -0.02 ],0.35732394,13.329217,95.743774,100.0,259.70505,96.021355,17100,934355,1.4502182,0.79071873,-3.2043456e-06
1.0025456,1.4046665,-126.25829213637604,1.0068071,-23.422394,,33.381218,0.15337126,0.05798392,1.0082513,172,100,-234.79956,2253.7808005809784,76.57,-235.04333,,[-0.633 -0.665 -0.48  -0.225 -0.016],0.36066073,12.085099,95.73468,100.0,179.16382,94.755585,17200,942012,1.2359072,0.8599037,-2.7465821e-06
1.0036478,1.4072337,-123.54185639963933,1.0025308,-22.005547,,42.88188,0.15633568,0.056243848,1.0100498,173,100,-238.53018,2270.454726457596,78.02,-238.89767,,[-0.635 -0.662 -0.48  -0.225 -0.014],0.3635728,14.504978,95.83336,100.0,252.05882,90.060585,17300,949814,1.2642376,0.88198155,-7.5531007e-06
1.0055223,1.4102482,-125.12046918785023,1.00914,-25.05996,,46.9069,0.16643208,0.067611486,1.0162039,174,100,-245.48328,2287.7639911174774,82.98,-245.98163,,[-0.638 -0.661 -0.481 -0.224 -0.012],0.37311226,14.543108,95.98441,100.0,265.97568,83.746216,17400,958112,1.3526735,0.8582604,4.196167e-07
1.0067018,1.4052792,-125.06577388848882,1.0116595,-25.4021,,39.5996,0.1556237,0.071093276,1.0173452,175,100,-236.0462,2304.2349281311035,77.52,-236.72238,,[-0.641 -0.66  -0.481 -0.223 -0.009],0.3633164,13.798795,95.77335,100.0,258.20642,93.1668,17500,965864,1.2838378,0.8300619,1.7166137e-06
1.0067396,1.4073346,-126.36980168073322,1.00987,-24.947113,,35.466385,0.17111585,0.08739528,1.0229697,176,100,-248.8555,2321.050819158554,85.28,-249.35306,,[-0.641 -0.662 -0.48  -0.223 -0.014],0.37735623,13.16928,96.0373,100.0,251.81335,81.17701,17600,974392,1.4104929,0.8295861,1.14440915e-07
1.01022,1.4126542,-121.40791618232865,1.0168488,-26.569698,,32.60776,0.16723546,0.103795014,1.022398,177,100,-246.36127,2338.6796832084656,83.16,-247.16528,,[-0.646 -0.662 -0.48  -0.223 -0.012],0.37441054,13.601937,96.08053,100.0,264.28613,83.07481,17700,982708,1.4020154,0.7890031,9.918213e-07
1.0057391,1.4166521,-122.00953940638087,1.0133072,-25.753029,,50.85689,0.16292645,0.07540456,1.0134348,178,100,-243.65213,2356.271687269211,81.18,-244.27887,,[-0.651 -0.667 -0.482 -0.223 -0.006],0.37007377,14.891949,95.9941,100.0,256.055,85.05549,17800,990826,1.3816041,0.8552826,2.7465821e-06
1.0175816,1.4185157,-124.80509516046885,1.0312918,-28.064663,,44.98531,0.18958578,0.15117796,1.0826142,179,100,-261.1193,2374.3762888908386,93.82,-262.3448,,[-0.651 -0.67  -0.481 -0.224 -0.002],0.3945121,15.706938,96.34568,100.0,416.42035,71.28097,17900,1000208,2.0051854,0.7868531,-4.959106e-07
1.0082941,1.4151518,-126.99152333921809,1.0063593,-28.60421,,44.17518,0.1835822,0.091515124,1.0251328,180,100,-256.71313,2390.619427204132,91.39,-257.26654,,[-6.533e-01 -6.690e-01 -4.788e-01 -2.234e-01 -4.103e-04],0.38817847,15.287848,96.22089,100.0,315.1967,74.278984,18000,1009347,1.4695768,0.8005952,-5.1879883e-06
1.0139469,1.4119964,-124.38409562229528,1.0156174,-27.036934,,40.841274,0.17843977,0.10346102,1.0322375,181,100,-253.49234,2408.996127128601,88.66,-254.51282,,[-0.657 -0.671 -0.479 -0.222 -0.004],0.38436517,14.064918,96.301476,100.0,302.27896,77.62814,18100,1018213,1.4009618,0.7243165,-3.5858154e-06
1.0076373,1.4101582,-124.61638772951504,1.0092486,-24.840187,,36.718616,0.19992144,0.0806967,1.035612,182,100,-267.26642,2428.5834016799927,99.5,-267.8346,,[-0.665 -0.674 -0.483 -0.219 -0.007],0.4011098,14.921357,96.54497,100.0,293.20914,64.39029,18200,1028163,1.5062418,0.85052186,-1.9073487e-07
1.0078968,1.4095258,-126.25090143757929,1.0099695,-31.10244,,39.74372,0.195481,0.09212411,1.0261526,183,100,-263.5279,2446.2650530338287,97.34,-264.06244,,[-0.667 -0.673 -0.481 -0.219 -0.009],0.3975846,16.058817,96.4062,100.0,328.60037,67.7094,18300,1037897,1.474329,0.80044866,4.7302246e-06
1.0097009,1.4110461,-130.20801602765704,1.011481,-34.85803,,51.684273,0.21240953,0.10280615,1.028388,184,100,-269.79337,2465.9681737422943,105.63,-270.42487,,[-0.669 -0.669 -0.479 -0.217 -0.009],0.41042155,15.1431875,96.534645,100.0,303.55264,61.522976,18400,1048460,1.4207145,0.8234778,-1.9454956e-06
1.0066326,1.4107004,-124.72165778878666,1.0084188,-31.096325,,46.46034,0.21311781,0.07943229,1.022889,185,100,-272.28174,2484.0107440948486,106.1,-272.85068,,[-0.671 -0.669 -0.477 -0.217 -0.008],0.4106327,16.250416,96.64899,100.0,329.30728,59.23187,18500,1059070,1.3827461,0.8405675,5.531311e-06
1.0027909,1.4105018,-123.44945185950435,1.0026118,-31.472794,,33.189507,0.20483719,0.053948175,1.0121508,186,100,-269.76584,2503.1913583278656,102.25,-269.97552,,[-0.675 -0.665 -0.478 -0.215 -0.008],0.40399042,14.707472,96.58603,100.0,237.05609,61.379395,18600,1069295,1.3001245,0.89277416,1.0299683e-06
1.0060533,1.4129995,-124.33316922045913,1.0062964,-31.453888,,35.04004,0.20268908,0.06440431,1.0203362,187,100,-268.78723,2523.748139858246,101.01,-269.22327,,[-0.677 -0.663 -0.478 -0.214 -0.009],0.4028344,15.187692,96.53835,100.0,276.3155,62.651863,18700,1079396,1.2831935,0.88913506,1.1825562e-06
1.0094234,1.4129993,-128.20108869250274,1.009143,-29.970322,,39.264374,0.22063026,0.08559071,1.0273647,188,100,-273.76566,2543.5670499801636,109.8,-274.55054,,[-0.68  -0.664 -0.478 -0.213 -0.006],0.41593447,15.5145645,96.66483,100.0,313.08206,57.604008,18800,1090376,1.6005228,0.79584646,5.302429e-06
1.0065541,1.414588,-128.18392425859432,1.0077053,-27.936539,,36.867943,0.23208337,0.0829444,1.0232632,189,100,-279.74072,2564.9986896514893,115.58,-280.36725,,[-0.689 -0.668 -0.482 -0.212 -0.006],0.42324978,16.524878,96.78192,100.0,323.04477,51.75395,18900,1101934,1.3242939,0.78975534,-6.027222e-06
1.0162764,1.4169923,-126.93665314113454,1.012171,-30.80151,,43.169033,0.23737063,0.11746943,1.046625,190,100,-279.94473,2587.047061443329,117.64,-280.90515,,[-0.697 -0.67  -0.485 -0.211 -0.004],0.42796326,17.138779,96.841995,100.0,375.4304,51.871677,19000,1113698,1.491562,0.75615966,3.5476685e-06
1.0056183,1.4154911,-126.76959659057052,1.0014062,-35.010586,,46.415245,0.21872188,0.07228684,1.023878,191,100,-275.25046,2607.6809232234955,108.97,-275.64325,,[-0.702 -0.671 -0.485 -0.21  -0.002],0.4143392,16.73893,96.67344,100.0,345.67853,56.255672,19100,1124595,1.406626,0.8644441,-2.2888183e-07
1.0071273,1.41417,-126.52788310637628,0.99983484,-31.160461,,40.667236,0.23847644,0.072973505,1.0224259,192,100,-281.4229,2628.883505344391,118.78,-281.88208,,[-0.703 -0.671 -0.483 -0.21  -0.003],0.42724258,15.256697,96.86974,100.0,279.33673,50.048294,19200,1136473,1.2743945,0.83916306,6.1035155e-07
1.0058044,1.4106792,-128.94266075363373,1.008184,-31.743038,,30.15448,0.23550664,0.055750903,1.0251406,193,100,-279.58023,2652.0890321731567,117.32,-280.0329,,[-0.708 -0.672 -0.484 -0.21  -0.005],0.42534482,15.735093,96.80187,100.0,271.96045,51.9193,19300,1148205,1.2332788,0.7469238,-2.9373168e-06
1.0090528,1.4097023,-128.41937151805234,1.0040429,-27.544258,,49.58901,0.24406871,0.08648923,1.0343889,194,100,-285.02722,2673.90705037117,121.33,-285.47977,,[-0.71  -0.672 -0.484 -0.209 -0.008],0.43119156,16.779926,96.88313,100.0,321.7281,46.594532,19400,1160338,1.5305172,0.8286708,1.14440915e-07
