EmpiricalD2,MinD2w0t,MaxD2w0t,Bound,InitialReturnMean,J_sample_variance,StdD2w0t,MeanD2w0t,InitialReturnMin,MeanIW,InitialReturnMax,EpisodesSoFar,Iteration,EpRewMean,EpThisIter,ReturnStepMaxmin,StdIW,MaxIW,Weights,TimeElapsed,InitialBound,MinIW,EpLenMean,ReturnStepMax,InitialReturnStd,TimestepsSoFar,MeanEntropy,ReturnMeanIW
1.0000101,,1.0000439,-3021.6614,-97.41012,2.9751036,0.28514314,0.08928047,-99.50624,0.9994989,-90.876144,1200,12,-140.72864662513138,100,100.0,0.003041882,1.0074178,[ 0.577 -0.554  0.227  0.402 -0.001],137.26173043251038,-3021.6821,0.9896725,44.64,100.0,1.6829394,52504,1.4183087,-97.374344
1.0000366,,1.0002215,-3039.3545,-97.50631,4.1078415,0.28139615,0.086702146,-99.58345,0.9982609,-89.58787,1300,13,-139.50028565628546,100,100.0,0.0064988723,1.0198864,[ 0.577 -0.554  0.227  0.402 -0.001],148.0889196395874,-3039.4272,0.96205336,43.35,100.0,1.8111622,56839,1.4179904,-97.36657
1.0000728,,1.0002453,-2956.3145,-97.868034,2.9953563,0.2715143,0.08014458,-99.66257,0.9975666,-93.470894,1400,14,-136.6685361961938,100,100.0,0.008534541,1.0173316,[ 0.578 -0.554  0.227  0.402 -0.001],157.70243048667908,-2956.4346,0.9704615,40.07,100.0,1.3748074,60846,1.4179692,-97.647575
1.0000374,,1.0001193,-3037.9617,-97.73604,3.3422146,0.26131687,0.0737217,-99.77394,0.998975,-91.513,1500,15,-133.3498642034065,100,100.0,0.0048200204,1.0172733,[ 0.578 -0.555  0.227  0.403 -0.001],167.75486373901367,-3038.0063,0.98527807,36.86,100.0,1.6768197,64532,1.4183139,-97.64335
1.0001047,,1.0002191,-3012.6477,-97.34078,4.5905485,0.27242762,0.08072379,-99.52231,0.99747944,-92.24137,1600,16,-136.33931348939313,100,100.0,0.010563539,1.0383114,[ 0.577 -0.554  0.226  0.403 -0.001],178.0140540599823,-3012.7515,0.9763849,40.36,100.0,1.7723424,68568,1.4188592,-97.146736
1.000152,,1.0002224,-2987.296,-97.83305,2.844259,0.2719585,0.08042393,-99.66831,0.997724,-93.00814,1700,17,-136.7762536662563,100,100.0,0.011330659,1.0379021,[ 5.759e-01 -5.531e-01  2.259e-01  4.031e-01 -1.368e-04],188.56394910812378,-2987.385,0.97422034,40.21,100.0,1.359507,72589,1.4193099,-97.65569
1.0001976,,1.0002786,-3068.5972,-97.55627,4.004481,0.2837576,0.08830438,-99.50594,0.99809,-92.934166,1800,18,-140.34551792704892,100,100.0,0.013672015,1.0436487,[ 5.753e-01 -5.535e-01  2.257e-01  4.027e-01  3.432e-04],200.9445264339447,-3068.688,0.9662172,44.15,100.0,1.6279072,77004,1.4193904,-97.38613
1.0000536,,1.0001012,-2892.1863,-97.47939,4.033822,0.27784953,0.08430205,-99.613235,0.99881893,-90.61778,1900,19,-138.26816802435468,100,100.0,0.007439981,1.0142294,[ 5.747e-01 -5.540e-01  2.255e-01  4.028e-01  4.498e-04],212.57333064079285,-2892.2344,0.97732186,42.15,100.0,1.8659834,81219,1.4189185,-97.38529
1.0000247,,1.0001273,-3010.1003,-97.52539,3.681251,0.28149685,0.08676182,-99.7206,0.99866915,-92.508385,2000,20,-139.54318180684825,100,100.0,0.004627648,1.0142057,[ 5.749e-01 -5.538e-01  2.255e-01  4.030e-01 -9.711e-05],222.4177212715149,-3010.1572,0.981054,43.38,100.0,1.805649,85557,1.4186,-97.42117
1.0000607,,1.0001127,-3012.805,-97.437164,3.898446,0.28673807,0.09038213,-99.732025,0.9989458,-92.08128,2100,21,-141.23669044708768,100,100.0,0.0067911786,1.0194656,[ 5.754e-01 -5.541e-01  2.255e-01  4.035e-01 -2.952e-04],232.77134609222412,-3012.848,0.9793293,45.19,100.0,1.9121312,90076,1.4188602,-97.35208
1.0000226,,1.0000732,-3061.1477,-97.65723,2.7823358,0.2803285,0.085980915,-99.53028,0.99943763,-91.01932,2200,22,-139.31310382458634,100,100.0,0.004807197,1.017837,[ 5.758e-01 -5.540e-01  2.257e-01  4.032e-01 -1.302e-04],245.13587522506714,-3061.1763,0.98786384,42.99,100.0,1.6904839,94375,1.4192848,-97.60181
1.0002052,,1.0003027,-2999.2527,-97.4343,5.10228,0.27566078,0.08284473,-99.73811,0.9975246,-90.81944,2300,23,-137.51197408395862,100,100.0,0.013842177,1.032047,[ 5.759e-01 -5.539e-01  2.258e-01  4.033e-01  2.693e-04],256.04538106918335,-2999.3713,0.9574518,41.42,100.0,1.9256812,98517,1.4193697,-97.21802
1.0000421,,1.0003265,-2793.9807,-97.89165,3.183039,0.2630441,0.07478272,-99.61659,0.99816185,-90.2802,2400,24,-134.03221928043797,100,100.0,0.006273811,1.0191879,[ 5.766e-01 -5.536e-01  2.261e-01  4.037e-01  3.960e-04],265.8393540382385,-2794.0615,0.9767225,37.39,100.0,1.6587898,102256,1.4189665,-97.7304
1.0000446,,1.0001259,-2939.8328,-97.706406,3.0121038,0.2754595,0.08272278,-99.63487,0.99832577,-92.75394,2500,25,-137.78032548911122,100,100.0,0.0055756257,1.0142642,[ 5.768e-01 -5.532e-01  2.257e-01  4.037e-01  7.205e-05],276.36358070373535,-2939.908,0.9811216,41.36,100.0,1.5996792,106392,1.41903,-97.56733
1.000068,,1.0001417,-2950.7285,-97.451805,3.3286166,0.28160396,0.086842634,-99.66666,0.9985894,-90.155556,2600,26,-139.528237727544,100,100.0,0.008412586,1.0196536,[ 5.766e-01 -5.529e-01  2.256e-01  4.029e-01  1.295e-04],288.67736864089966,-2950.794,0.9698607,43.42,100.0,1.6748656,110734,1.4185011,-97.329956
1.0000473,,1.0001191,-3020.543,-97.512695,2.8358724,0.28535545,0.08942228,-99.65126,0.9987391,-92.48923,2700,27,-140.90469185928782,100,100.0,0.006593514,1.0135981,[ 5.768e-01 -5.526e-01  2.258e-01  4.028e-01 -4.246e-04],300.88897037506104,-3020.5967,0.97853214,44.71,100.0,1.557201,115205,1.4184954,-97.41024
1.0000961,,1.0001233,-3047.2527,-97.42764,3.3553498,0.28341,0.088081814,-99.5253,0.9990139,-92.186844,2800,28,-140.10507177085032,100,100.0,0.010394163,1.0328817,[ 5.773e-01 -5.534e-01  2.258e-01  4.031e-01 -4.645e-04],313.844810962677,-3047.2969,0.9703021,44.04,100.0,1.6583618,119609,1.4185158,-97.347206
1.0000302,,1.0000968,-3001.082,-97.58158,3.3656566,0.27466685,0.08220192,-99.577095,0.9987863,-92.81056,2900,29,-137.36597321415,100,100.0,0.005309917,1.0124931,[ 5.769e-01 -5.539e-01  2.257e-01  4.031e-01 -4.066e-04],325.87423634529114,-3001.144,0.98230994,41.1,100.0,1.6906626,123719,1.4183987,-97.47102
1.0003409,,1.0004724,-3044.5896,-97.54453,4.621411,0.2903448,0.09292776,-99.547516,0.9968525,-91.911804,3000,30,-142.65267221670854,100,100.0,0.017630694,1.0580617,[ 5.764e-01 -5.530e-01  2.253e-01  4.028e-01 -5.451e-04],337.2018053531647,-3044.7312,0.9572276,46.46,100.0,1.5900356,128365,1.4188396,-97.26585
1.0000085,,1.0000241,-3030.5833,-97.65694,2.227001,0.28622052,0.090020135,-99.57133,0.999822,-92.76778,3100,31,-141.3264068982591,100,100.0,0.0026098818,1.0098271,[ 5.757e-01 -5.539e-01  2.251e-01  4.026e-01 -1.801e-04],347.7486946582794,-3030.5925,0.9942045,45.01,100.0,1.4519985,132866,1.418952,-97.6393
1.0001783,,1.000318,-2948.2578,-97.70001,4.6025186,0.2839122,0.08842467,-99.57557,0.9979028,-91.082565,3200,32,-140.5781591982256,100,100.0,0.0134310005,1.0432446,[ 5.756e-01 -5.540e-01  2.251e-01  4.026e-01  5.674e-05],356.55128812789917,-2948.3452,0.96611726,44.21,100.0,1.8346716,137287,1.4190564,-97.52766
1.0002552,,1.0003436,-2871.312,-97.409225,4.705621,0.27495492,0.08238578,-99.6407,0.99744225,-90.058525,3300,33,-137.26969062559158,100,100.0,0.015205687,1.0339915,[ 5.744e-01 -5.537e-01  2.246e-01  4.026e-01  2.228e-04],367.5195384025574,-2871.424,0.9427459,41.19,100.0,1.8126608,141406,1.4188553,-97.188614
1.0000156,,1.0000532,-3064.3457,-97.32844,4.1989775,0.2882124,0.091420524,-99.72203,0.99944234,-91.87663,3400,34,-141.68294041648426,100,100.0,0.0040512932,1.0173372,[ 5.740e-01 -5.545e-01  2.244e-01  4.024e-01 -1.520e-04],378.16008591651917,-3064.3774,0.98859,45.71,100.0,1.9380822,145977,1.4185169,-97.27989
1.0000639,,1.0001078,-2945.4834,-97.6511,3.547113,0.28107515,0.08648198,-99.69306,0.9989412,-92.51745,3500,35,-139.56261050715423,100,100.0,0.008208871,1.0183511,[ 5.737e-01 -5.545e-01  2.244e-01  4.026e-01 -3.939e-04],388.140278339386,-2945.5417,0.97908926,43.24,100.0,1.6752064,150301,1.4184946,-97.552895
1.0001318,,1.0002974,-3067.7068,-97.505936,3.050831,0.28875166,0.091804266,-99.531296,0.9978292,-91.60809,3600,36,-142.04239515073277,100,100.0,0.01062562,1.0318929,[ 5.733e-01 -5.534e-01  2.242e-01  4.025e-01 -4.727e-04],399.42595887184143,-3067.804,0.97357184,45.9,100.0,1.6321732,154891,1.418952,-97.32604
1.0000019,,1.000016,-3058.6436,-97.83733,2.5730286,0.2832741,0.08798006,-99.7345,0.9999178,-90.260864,3700,37,-140.51141002511565,100,100.0,0.0012825712,1.0046759,[ 5.728e-01 -5.537e-01  2.240e-01  4.024e-01  5.938e-05],410.8992030620575,-3058.65,0.99466366,43.99,100.0,1.5637366,159290,1.4189719,-97.82774
1.0000526,,1.0002555,-2976.8687,-97.42354,3.0751514,0.27717787,0.08386287,-99.57602,0.9982181,-92.5663,3800,38,-138.03527429003094,100,100.0,0.0067610596,1.027456,[ 5.726e-01 -5.536e-01  2.240e-01  4.025e-01  1.029e-04],422.45972418785095,-2976.9443,0.9706512,41.93,100.0,1.711546,163483,1.4190352,-97.27482
1.0000755,,1.0001924,-2939.4211,-97.32051,3.8285573,0.27508244,0.08246363,-99.53597,0.9981325,-93.081566,3900,39,-137.21641824431606,100,100.0,0.009273419,1.0263178,[ 5.729e-01 -5.531e-01  2.237e-01  4.020e-01  1.620e-04],432.6612985134125,-2939.5222,0.9704235,41.23,100.0,1.8739179,167606,1.4185802,-97.139435
1.0001327,,1.0002189,-2970.5808,-97.70324,2.9594588,0.28123766,0.08658387,-99.53458,0.99782544,-92.76635,4000,40,-139.66326891402502,100,100.0,0.012748179,1.0300127,[ 5.718e-01 -5.523e-01  2.233e-01  4.014e-01 -3.432e-04],444.5055603981018,-2970.6777,0.9667406,43.29,100.0,1.3782562,171935,1.4179633,-97.52104
1.0001259,,1.0002329,-2974.8208,-97.51053,4.417654,0.29540548,0.09658418,-99.53159,0.9981572,-91.22888,4100,41,-144.396753346476,100,100.0,0.010167343,1.0310436,[ 0.572 -0.552  0.223  0.401 -0.001],457.5009837150574,-2974.895,0.974985,48.29,100.0,1.8436804,176764,1.4178616,-97.36198
1.000024,,1.0001048,-2972.638,-97.48245,3.8361185,0.27200392,0.08046127,-99.684425,0.9990365,-91.2929,4200,42,-136.42902774875967,100,99.99261,0.0051684305,1.0118015,[ 0.572 -0.552  0.223  0.401 -0.001],468.67664313316345,-2972.685,0.9804855,40.23,100.0,1.8559786,180787,1.4179419,-97.39604
1.00012,,1.0002518,-2933.6592,-97.542336,4.866824,0.28130126,0.086625926,-99.61264,0.99672794,-92.03008,4300,43,-139.4953036475823,100,100.0,0.011227225,1.0215169,[ 0.572 -0.552  0.223  0.402 -0.001],480.3522436618805,-2933.8066,0.9649242,43.31,100.0,1.797868,185118,1.417019,-97.26503
1.0000328,,1.0000609,-3059.4204,-97.82216,2.6276898,0.2802782,0.085940994,-99.78014,0.99930525,-92.60784,4400,44,-139.47579772686007,100,100.0,0.0056001963,1.0147504,[ 0.571 -0.552  0.223  0.403 -0.002],490.89407896995544,-3059.4487,0.98549175,42.97,100.0,1.5242889,189415,1.4173586,-97.770096
1.0001901,,1.0003542,-2961.087,-97.61415,3.5603502,0.27715442,0.08384451,-99.649345,0.9974094,-91.87176,4500,45,-138.19030942769737,100,100.0,0.014248267,1.0443323,[ 0.571 -0.552  0.223  0.403 -0.002],502.5633292198181,-2961.1887,0.9583802,41.92,100.0,1.6445371,193607,1.417416,-97.42771
1.0000356,,1.0000902,-3008.277,-97.12893,4.10611,0.28884667,0.09186232,-99.522026,0.9989546,-90.00351,4600,46,-141.68908017128211,100,99.98596,0.0056685214,1.0114897,[ 0.57  -0.551  0.223  0.403 -0.002],514.2020654678345,-3008.327,0.98184663,45.93,100.0,1.9145658,198200,1.4176245,-97.0338
1.0001253,,1.0001625,-2999.4385,-97.56137,3.4634073,0.28839272,0.09154287,-99.54874,0.9986166,-93.39827,4700,47,-141.9305880677996,100,100.0,0.011462907,1.033316,[ 0.571 -0.552  0.223  0.403 -0.001],526.4111139774323,-2999.4983,0.9680893,45.77,100.0,1.6391302,202777,1.4179673,-97.44583
1.0001755,,1.0002708,-2978.9143,-97.38191,3.9140806,0.27897966,0.08506387,-99.57835,0.9984358,-93.08446,4800,48,-138.5601631744631,100,100.0,0.013334915,1.0331404,[ 0.571 -0.552  0.223  0.403 -0.001],537.1783871650696,-2978.9944,0.9555249,42.53,100.0,1.5232,207030,1.4179634,-97.225136
1.0000339,,1.0001167,-2994.6096,-97.84592,2.9691353,0.29420587,0.09572246,-99.75946,0.9984361,-92.79391,4900,49,-144.34848251099694,100,100.0,0.0063414956,1.0205554,[ 0.571 -0.553  0.223  0.403 -0.001],550.2162141799927,-2994.6973,0.9768352,47.86,100.0,1.6400398,211816,1.4176289,-97.712944
1.000135,,1.0001737,-3024.957,-97.32629,4.5800223,0.28190017,0.08704294,-99.475716,0.9987014,-91.07582,5000,50,-139.47960829265676,100,99.9908,0.011283895,1.0329695,[ 0.572 -0.554  0.223  0.403 -0.001],561.9491963386536,-3025.0173,0.96850663,43.52,100.0,1.9546874,216168,1.4179419,-97.211006
1.0001149,,1.0002073,-3002.746,-97.6647,4.5431314,0.28094703,0.08638338,-99.64058,0.99831164,-90.36246,5100,51,-139.53483129431356,100,100.0,0.010412579,1.0214936,[ 0.572 -0.553  0.224  0.403 -0.001],573.3713765144348,-3002.819,0.9691335,43.19,100.0,1.8366369,220487,1.4174211,-97.523766
1.0000685,,1.000177,-2981.0676,-97.48196,3.150051,0.28584802,0.089763634,-99.69083,0.9982564,-92.67062,5200,52,-140.988206908337,100,100.0,0.0065896316,1.026542,[ 0.572 -0.554  0.223  0.403 -0.002],586.2963228225708,-2981.1426,0.9785372,44.88,100.0,1.7309135,224975,1.4179686,-97.33321
1.0000153,,1.0000285,-3032.6648,-97.79155,2.5859709,0.28125337,0.0866003,-99.69389,0.9997407,-92.01591,5300,53,-139.76027833085934,100,100.0,0.003584327,1.0122646,[ 0.572 -0.554  0.223  0.402 -0.001],599.0280165672302,-3032.6768,0.9898896,43.3,100.0,1.5535978,229305,1.4180534,-97.76784
1.0000178,,1.0000733,-2988.623,-97.215866,3.597051,0.28834075,0.091521,-99.61248,0.99935126,-92.86368,5400,54,-141.57003223963895,100,100.0,0.0039176717,1.0135796,[ 0.572 -0.554  0.223  0.403 -0.001],610.4293763637543,-2988.6504,0.98586875,45.76,100.0,1.8075774,233881,1.4179704,-97.165886
1.0003693,,1.0005282,-3035.077,-97.59831,5.05353,0.2895698,0.092368536,-99.727615,0.995789,-92.80652,5500,55,-142.41334712684343,100,100.0,0.019354254,1.0630103,[ 0.571 -0.553  0.223  0.403 -0.001],623.8437530994415,-3035.2603,0.94272274,46.18,100.0,1.6790334,238499,1.4184142,-97.259575
1.0000345,,1.0001749,-2988.812,-97.4392,3.362849,0.27916524,0.08518207,-99.66012,0.998684,-92.28366,5600,56,-138.6693433358336,100,100.0,0.0057357005,1.0170032,[ 5.719e-01 -5.529e-01  2.234e-01  4.031e-01 -5.248e-04],636.3203353881836,-2988.8738,0.9814223,42.59,100.0,1.7759658,242758,1.4180802,-97.31679
1.0001397,,1.000226,-3011.3735,-97.41897,4.479217,0.2870756,0.090623505,-99.50551,0.99821585,-89.66969,5700,57,-141.36932542779587,100,100.0,0.013134014,1.0519184,[ 0.572 -0.553  0.223  0.403 -0.001],647.9807870388031,-3011.4548,0.96147597,45.31,100.0,1.868737,247289,1.4178625,-97.27078
1.0004516,,1.0006089,-3011.5002,-97.67032,5.069031,0.28707147,0.090610236,-99.667305,0.99465626,-91.85469,5800,58,-141.62706180461348,100,100.0,0.021227878,1.04565,[ 0.572 -0.553  0.223  0.403 -0.001],660.5772116184235,-3011.7063,0.9401631,45.3,100.0,1.756685,251819,1.4180815,-97.266464
1.000041,,1.0001677,-2927.8564,-97.84172,2.8173106,0.2772513,0.08390201,-99.7016,0.99881524,-92.57526,5900,59,-138.48361831397108,100,100.0,0.007464901,1.0256724,[ 0.573 -0.552  0.223  0.403 -0.001],670.8564937114716,-2927.91,0.96390456,41.95,100.0,1.5040003,256014,1.4179903,-97.73916
1.0001879,,1.0002539,-3033.1824,-97.46225,4.6145134,0.28210917,0.08718408,-99.72787,0.9977552,-90.887375,6000,60,-139.7036840591088,100,100.0,0.013279412,1.0303242,[ 0.571 -0.551  0.223  0.403 -0.001],684.9881241321564,-3033.292,0.9638259,43.59,100.0,1.9277856,260373,1.4183085,-97.27696
1.0001559,,1.0004675,-2988.8457,-97.54415,4.997135,0.28510582,0.08924472,-99.55984,0.9968056,-91.108475,6100,61,-140.79828016339636,100,99.988815,0.012015714,1.0290781,[ 0.57  -0.551  0.223  0.403 -0.001],697.8334357738495,-2988.9788,0.94249123,44.62,100.0,1.8890675,264835,1.4178773,-97.295044
1.0000976,,1.0001585,-2982.7368,-97.12841,4.6359386,0.28809318,0.091342576,-99.779015,0.9986594,-91.19481,6200,62,-141.42622391207777,100,100.0,0.009035105,1.0282658,[ 0.571 -0.551  0.223  0.403 -0.001],712.3903625011444,-2982.7944,0.9725216,45.67,100.0,1.9867364,269402,1.4176021,-97.02355
1.0001214,,1.000247,-2956.0364,-97.55022,3.6789744,0.2792214,0.08522373,-99.58376,0.9981896,-93.24007,6300,63,-138.82459170762712,100,100.0,0.011206341,1.0221577,[ 0.571 -0.551  0.222  0.403 -0.001],724.9538924694061,-2956.117,0.9490817,42.61,100.0,1.5513676,273663,1.4179462,-97.389626
1.0000458,,1.0000781,-2927.5122,-97.47971,3.4347622,0.26560348,0.07638117,-99.5855,0.9992135,-92.519684,6400,64,-134.37903400210803,100,99.99671,0.006925504,1.0165687,[ 0.571 -0.552  0.222  0.403 -0.001],736.215503692627,-2927.5479,0.98081404,38.19,100.0,1.7314019,277482,1.417544,-97.41329
1.0003543,,1.0005238,-2945.2366,-97.54662,5.780158,0.27025875,0.07932816,-99.636696,0.9945806,-89.74739,6500,65,-135.87244999814203,100,100.0,0.01876502,1.0400027,[ 0.571 -0.553  0.222  0.403 -0.001],746.5816638469696,-2945.4373,0.933276,39.66,100.0,1.9383335,281448,1.4169917,-97.14639
1.0000765,,1.000241,-3014.3027,-97.65552,3.3276234,0.29041606,0.092985146,-99.59192,0.99743533,-92.47343,6600,66,-142.78758441426234,100,100.0,0.00839992,1.0193332,[ 0.57  -0.554  0.222  0.403 -0.002],756.5723583698273,-3014.4128,0.97267216,46.49,100.0,1.6131952,286097,1.4175384,-97.44535
1.0000547,,1.0001377,-3024.1162,-97.58696,3.1566603,0.27674028,0.08356213,-99.68404,0.99886686,-93.20166,6700,67,-138.0242152820596,100,100.0,0.0062342444,1.0160915,[ 0.571 -0.555  0.223  0.403 -0.001],766.6960787773132,-3024.1619,0.9818186,41.78,100.0,1.7114197,290275,1.417545,-97.499374
1.0001012,,1.0001475,-2976.9338,-97.48034,3.8811316,0.27892694,0.08502301,-99.59407,0.9982378,-90.55101,6800,68,-138.61922318225518,100,100.0,0.009803265,1.0210009,[ 0.57  -0.555  0.222  0.403 -0.001],777.9281930923462,-2977.001,0.9711348,42.51,100.0,1.7513326,294526,1.4169989,-97.349106
1.000041,,1.0000583,-2988.986,-97.572136,2.9425428,0.28411117,0.08856092,-99.53006,0.9995125,-93.364006,6900,69,-140.4906102876215,100,100.0,0.006048422,1.0210776,[ 0.569 -0.555  0.222  0.403 -0.002],787.9707584381104,-2989.0066,0.98714983,44.28,100.0,1.6522528,298954,1.4170827,-97.53202
1.0002388,,1.000389,-2956.0698,-97.63285,4.330485,0.28733954,0.090806976,-99.69883,0.99687415,-92.33186,7000,70,-141.71077909169392,100,100.0,0.015519267,1.0308588,[ 0.569 -0.555  0.222  0.402 -0.002],800.0762591362,-2956.1995,0.9476201,45.4,100.0,1.5277956,303494,1.4170984,-97.38021
1.0002944,,1.0004188,-3037.418,-97.29551,4.3812556,0.28005567,0.085786566,-99.463005,0.9964605,-93.22447,7100,71,-138.8100625296691,100,100.0,0.01546944,1.0405487,[ 0.569 -0.556  0.222  0.402 -0.002],811.5447278022766,-3037.5657,0.94156784,42.89,100.0,1.6406406,307783,1.4173534,-97.01538
1.0003508,,1.0004927,-2939.6182,-97.59096,3.9392462,0.26924,0.07866733,-99.680504,0.99585515,-94.007904,7200,72,-135.62121677276417,100,100.0,0.016976578,1.0428326,[ 0.569 -0.557  0.222  0.402 -0.002],823.2190282344818,-2939.7927,0.9511963,39.33,100.0,1.4477739,311716,1.4176077,-97.24913
1.0004174,,1.000527,-3046.9072,-97.22018,5.864455,0.28962544,0.09240926,-99.603134,0.9959871,-91.82782,7300,73,-142.03135028037354,100,100.0,0.02247553,1.0611807,[ 0.569 -0.556  0.222  0.402 -0.001],834.7098727226257,-3047.0894,0.93692946,46.2,100.0,1.8031418,316336,1.4176033,-96.88331
1.0000124,,1.0000355,-3001.2363,-97.6903,2.8285463,0.29012308,0.09278035,-99.59722,0.9997069,-92.232796,7400,74,-142.72624712836773,100,100.0,0.0036765551,1.0116141,[ 0.568 -0.557  0.222  0.402 -0.001],846.1461999416351,-3001.2527,0.9884486,46.39,100.0,1.6207175,320975,1.4173573,-97.660545
1.0000135,,1.0000385,-2979.232,-97.64327,3.4538555,0.2795872,0.08548045,-99.635895,0.9994813,-90.804855,7500,75,-139.07042988508633,100,100.0,0.0039359247,1.008379,[ 0.568 -0.557  0.222  0.402 -0.002],854.2391788959503,-2979.2559,0.98065305,42.74,100.0,1.7557752,325249,1.4174379,-97.60493
1.0000339,,1.0000759,-3037.7222,-97.49583,3.6297228,0.2840625,0.0885215,-99.63754,0.99917597,-91.36882,7600,76,-140.4026196336987,100,100.0,0.0059349444,1.0196344,[ 0.569 -0.557  0.222  0.402 -0.002],866.5071396827698,-3037.766,0.9826737,44.26,100.0,1.8412687,329675,1.4176245,-97.41492
1.000126,,1.000176,-2921.198,-97.66407,3.3947704,0.27975217,0.08558289,-99.697784,0.99841064,-91.243546,7700,77,-139.12757457234144,100,99.98272,0.01045339,1.025181,[ 0.569 -0.558  0.222  0.402 -0.001],877.9344890117645,-2921.2642,0.96567684,42.79,100.0,1.7198213,333954,1.4176298,-97.53819
