Bound,Weights,ReturnStepMax,J_sample_variance,EpLenMean,EmpiricalD2,InitialBound,InitialReturnMax,EpisodesSoFar,ReturnMeanIW,Iteration,EpThisIter,MeanIW,InitialReturnMean,MeanD2w0t,MaxD2w0t,MinD2w0t,TimeElapsed,MeanEntropy,EpRewMean,MinIW,TimestepsSoFar,ReturnStepMaxmin,InitialReturnStd,StdD2w0t,InitialReturnMin,StdIW,MaxIW
-57.384865,[-1.005  0.563 -0.719  0.498 -0.551],100.0,8641.286,17.11,233.96547,-94.15801,-85.39006,1100,-51.23912,11,100,0.5191381,-93.47643,1.7605063,1898.656,,139.50575995445251,0.814266,-108.85105463859809,5.470175e-05,18309,99.38702,2.8746557,32.419334,-97.29256,1.0839636,21.779716
-57.749302,[-1.023  0.612 -0.732  0.453 -0.605],100.0,6344.7905,17.32,143.32161,-94.006775,-84.0714,1200,-51.967865,12,100,0.5241396,-93.34668,1.2050347,785.31006,,151.98802304267883,0.83465236,-108.89313009407259,8.675498e-05,20041,99.35533,2.8615134,17.97742,-97.46889,0.8951253,11.655952
-21.537313,[-1.055  0.621 -0.691  0.502 -0.584],100.0,1195.0645,16.72,102.44982,-93.83844,-83.556755,1300,-14.630818,13,100,0.12334478,-93.1319,0.9807938,897.8753,,164.84437084197998,0.39341187,-108.10502371247631,3.1163534e-11,21713,99.35908,3.1288736,12.6596775,-97.82442,0.41223732,11.912991
-47.654892,[-1.193  0.716 -0.638  0.507 -1.026],100.0,7734.9316,17.18,786.0539,-93.82891,-83.70428,1400,-35.941086,14,100,0.34725395,-93.11052,2.9789045,3365.3408,,177.2859673500061,0.39133304,-108.49823327809794,1.6993554e-05,23431,99.37208,3.036383,54.302013,-97.59486,0.99638426,18.00983
-47.135895,[-1.193  0.767 -0.65   0.511 -1.028],100.0,7486.613,15.94,1465.818,-94.25603,-83.36073,1500,-35.803738,15,100,0.34612775,-93.57045,4.2868233,18894.646,,188.672221660614,0.380132,-107.8623704731997,1.1512777e-05,25025,99.389755,2.561133,143.05362,-97.389824,0.97843105,30.406225
-64.9882,[-1.22   0.72  -0.638  0.488 -1.039],100.0,6408.0493,17.05,287.86874,-93.81455,-86.31784,1600,-56.096684,16,100,0.5726822,-93.106224,3.245258,2069.5808,,202.58179998397827,0.36377472,-108.37664163240119,4.8690108e-05,26730,99.36527,2.8006327,50.742588,-97.24668,0.9028641,11.147463
-56.202976,[-1.224  0.709 -0.643  0.424 -1.055],100.0,14898.106,16.98,855.0709,-94.40738,-85.538,1700,-45.824104,17,100,0.45217022,-93.601425,3.2903194,3068.5493,,216.73105478286743,0.3685645,-108.86065693850594,7.57039e-05,28428,99.35577,2.8921788,60.436783,-97.54927,1.3559405,11.101261
-67.03584,[-1.245  0.672 -0.631  0.432 -1.05 ],100.0,31576.01,17.08,339.99597,-93.84117,-84.094536,1800,-58.94781,18,100,0.6171933,-93.16187,2.0084229,1761.5417,,226.89241313934326,0.3738611,-108.48728403803825,0.00025837097,30136,99.36508,2.9356208,30.640482,-97.17382,2.0581877,15.195625
-63.284393,[-1.241  0.661 -0.596  0.443 -1.045],100.0,35310.016,16.26,789.863,-94.69932,-86.91696,1900,-53.58701,19,100,0.53804165,-93.96254,3.2198744,3590.2632,,237.75781798362732,0.38648105,-108.60632760211963,0.00015804508,31762,99.40962,2.3960097,60.85582,-97.60706,2.1482768,23.570564
-82.93584,[-1.254  0.628 -0.577  0.45  -1.032],100.0,3224.0527,17.07,4.044409,-94.39967,-86.47104,2000,-79.56558,20,100,0.8428464,-93.635574,0.09609584,147.30862,,249.88794469833374,0.37125677,-109.0113845041256,0.011677533,33469,99.397934,2.6734822,1.6595504,-97.60814,0.6347749,5.6884437
-32.093334,[-1.251  0.671 -0.546  0.462 -1.048],100.0,1026.1283,16.71,801.1881,-94.25482,-84.30662,2100,-20.932903,21,100,0.1890314,-93.596344,3.2178562,3647.125,,261.7977213859558,0.37179962,-108.62602849324828,0.00010053902,35140,99.3703,2.7586637,53.02331,-97.34357,0.36514947,7.344306
-42.777668,[-1.262  0.654 -0.505  0.455 -1.047],100.0,6380.9224,17.66,704.4649,-94.56966,-87.706406,2200,-33.897354,22,100,0.31342074,-93.75094,2.64187,4065.3809,,274.7554292678833,0.36669368,-109.70533538509912,3.1840525e-05,36906,99.354355,2.408075,50.344696,-97.82447,0.93674135,12.950951
-50.925896,[-1.231  0.697 -0.509  0.447 -1.052],100.0,6528.0674,17.08,1012.95807,-94.55277,-84.57875,2300,-38.308292,23,100,0.37683925,-93.726105,3.4962244,3204.213,,286.2158873081207,0.36791468,-109.10762570997419,4.7443107e-05,38614,99.36429,2.619143,60.761284,-97.544945,0.9441225,32.2243
-44.925922,[-1.202  0.732 -0.525  0.447 -1.051],100.0,3561.279,17.24,755.4492,-93.85442,-81.377396,2400,-34.122868,24,100,0.32274735,-93.16399,2.8255935,4623.343,,298.57887387275696,0.36312142,-108.6264776438999,1.8690538e-05,40338,99.363846,3.1108675,48.36639,-97.22339,0.72301954,28.990582
-76.651146,[-1.189  0.762 -0.552  0.453 -1.056],100.0,9840.718,17.65,43.508823,-94.170074,-84.74317,2500,-71.245255,25,100,0.74021494,-93.39645,0.6580361,321.3315,,311.6190552711487,0.37009028,-109.26895012223511,4.169892e-05,42103,99.38952,2.9981332,7.9226723,-97.20067,1.1024842,20.473867
-55.345943,[-1.197  0.778 -0.527  0.49  -1.049],100.0,19117.191,17.12,761.92377,-94.46342,-82.98616,2600,-45.737984,26,100,0.46312985,-93.64317,2.3527777,1551.8622,,325.2595796585083,0.33984414,-109.06711787248987,2.3736431e-05,43815,99.37375,3.002839,38.69745,-97.62292,1.618667,63.736507
-31.495598,[-1.128  0.812 -0.531  0.488 -1.079],100.0,3312.9307,16.66,735.9232,-94.71043,-85.75863,2700,-20.526075,27,100,0.17240195,-93.903984,2.4292686,3673.2312,,341.81814527511597,0.15033062,-108.92616006367766,1.15259695e-07,45481,99.362755,2.5001884,44.96494,-97.31358,0.693643,19.842197
-42.91368,[-1.031  0.819 -0.55   0.482 -1.269],100.0,11266.819,17.3,856.5064,-93.91172,-80.83927,2800,-34.20803,28,100,0.32747716,-93.13498,3.1377845,18801.232,,354.9084985256195,0.13525766,-108.6584460770897,3.933648e-05,47211,99.3825,3.0257545,111.632805,-97.43031,1.2200181,11.778442
-37.24849,[-1.01   0.865 -0.54   0.475 -1.284],100.0,2728.7222,16.96,579.0873,-94.072716,-85.93456,2900,-28.041813,29,100,0.2538204,-93.31976,2.303383,1815.5266,,366.20475721359253,0.13018708,-108.54856251216093,1.6278174e-05,48907,99.37364,2.5123584,36.71356,-98.23476,0.6197974,18.886627
-46.65599,[-1.024  0.838 -0.526  0.477 -1.289],100.0,5331.0747,16.51,979.81616,-94.18609,-82.699844,3000,-33.907494,30,100,0.33152086,-93.3983,3.7909825,3529.6025,,377.2962107658386,0.12981814,-108.21605061250621,0.00015801223,50558,99.395424,2.5671785,61.755375,-97.31568,0.9441128,57.408607
-55.666054,[-1.044  0.825 -0.5    0.481 -1.289],100.0,4646.856,17.35,1500.9822,-94.70072,-85.28008,3100,-42.016254,31,100,0.4025329,-93.85912,7.1871905,21502.541,,390.8079626560211,0.15759358,-109.52296522928022,0.00047104372,52293,99.374176,2.6396792,197.32707,-97.66034,0.7593167,7.5695558
-42.33879,[-1.052  0.865 -0.499  0.467 -1.261],100.0,3497.1335,16.7,639.82275,-94.143364,-84.66373,3200,-33.56494,32,100,0.31403524,-93.47483,2.2174578,7291.367,,401.30788230895996,0.15246172,-108.46608470858922,9.304207e-06,53963,99.3599,2.8666916,57.304386,-97.69028,0.699043,24.151134
-49.018612,[-1.03   0.888 -0.519  0.484 -1.266],100.0,1926.0619,17.42,536.03217,-94.42052,-87.085846,3300,-40.873898,33,100,0.40571055,-93.58659,3.9668481,7299.389,,413.37922191619873,0.15051685,-109.27899320752225,9.785318e-05,55705,99.38039,2.4660869,93.262344,-98.77098,0.49703252,17.029377
-66.82127,[-1.021  0.91  -0.502  0.441 -1.268],100.0,8479.891,16.37,60.103806,-94.0708,-83.54903,3400,-60.34377,34,100,0.6309082,-93.355446,0.7713356,1258.7118,,425.53565645217896,0.1466835,-108.03853962883927,0.00018581937,57342,99.37087,2.921688,17.546095,-97.490135,1.0273522,20.45857
-48.782066,[-1.035  0.927 -0.473  0.397 -1.272],100.0,3041.2769,17.05,1396.4167,-94.37723,-86.740295,3500,-39.455784,35,100,0.3892709,-93.68425,4.198968,66603.984,,435.44795513153076,0.1320012,-109.0251744875407,3.0139077e-05,59047,99.36498,2.6469712,365.35,-97.64113,0.62418985,5.800807
-51.33073,[-1.003  0.944 -0.493  0.439 -1.287],100.0,8548.442,16.82,1339.6871,-94.78064,-86.88233,3600,-38.335472,36,100,0.38452014,-93.97912,4.621591,4001.1392,,446.62251496315,0.13456424,-109.16108153842544,0.00011750067,60729,99.38264,2.4165723,79.73185,-97.79706,1.1153376,20.604183
-87.83126,[-0.978  0.966 -0.511  0.437 -1.284],100.0,2005.8966,17.26,1.3075985,-93.66309,-84.63615,3700,-87.071724,37,100,0.9347861,-92.98406,0.040681504,2.0422206,,458.36988282203674,0.11389604,-108.44439287141671,0.08536674,62455,99.37518,3.1015828,0.21754086,-97.63823,0.52343047,4.1154175
-67.66489,[-0.969  0.956 -0.519  0.426 -1.305],100.0,30180.396,17.7,521.5019,-94.4602,-85.03122,3800,-58.318626,38,100,0.5762036,-93.67633,2.0122309,1813.5045,,468.4711072444916,0.10465591,-109.65496560584837,0.00017198041,64225,99.34902,3.072252,30.837908,-97.99801,1.8995377,37.225574
-51.861324,[-0.991  0.937 -0.5    0.426 -1.314],100.0,8148.5073,17.37,668.9339,-94.499725,-83.22186,3900,-40.963127,39,100,0.39966112,-93.69007,2.6388693,3332.1338,,480.3720471858978,0.100139864,-109.36196433932002,8.249807e-05,65962,99.39684,2.7123804,43.496403,-97.63847,1.0533358,31.4389
-54.029896,[-1.004  0.914 -0.482  0.427 -1.319],100.0,11366.629,17.18,911.3696,-94.1984,-85.56738,4000,-43.621025,40,100,0.4341847,-93.516136,3.512485,2794.2139,,491.05009627342224,0.09606414,-108.96156587591958,4.269633e-05,67680,99.347664,2.7783592,59.25383,-97.83468,1.2372342,35.8974
-62.230106,[-0.994  0.941 -0.497  0.427 -1.323],100.0,9870.647,17.46,908.4468,-94.05651,-83.71953,4100,-53.249756,41,100,0.5425041,-93.2141,4.594776,18829.062,,505.27000546455383,0.0886845,-108.89499973647065,2.0509107e-05,69426,99.42217,2.8236244,143.42458,-98.0867,1.1035838,52.70051
-51.439285,[-0.973  0.968 -0.478  0.393 -1.33 ],100.0,6934.2666,16.44,563.4074,-94.54916,-85.68387,4200,-40.62755,42,100,0.398595,-93.82987,2.0774324,2590.5657,,515.6545448303223,0.09077993,-108.63200763737372,4.96789e-05,71070,99.396576,2.5978887,34.16326,-97.986145,0.9326965,10.037426
-56.701885,[-0.956  0.989 -0.497  0.398 -1.328],100.0,18757.773,17.04,602.58325,-94.26357,-85.43304,4300,-47.08954,43,100,0.4922545,-93.44565,2.3950725,2932.5225,,526.653665304184,0.083258025,-108.76006952696393,4.488697e-05,72774,99.397865,2.6802495,43.55533,-97.60159,1.6025453,21.844456
-46.59289,[-0.918  0.988 -0.53   0.405 -1.336],100.0,4774.539,16.37,1075.1101,-94.45752,-86.08327,4400,-33.742413,44,100,0.3150211,-93.78873,3.4921613,3359.9531,,539.398903131485,0.07700194,-108.5092545678861,5.8643245e-06,74411,99.35721,2.594062,61.927982,-97.54768,0.8026582,23.306198
-30.598225,[-0.896  1.029 -0.53   0.408 -1.342],100.0,1384.1733,16.22,461.22836,-94.16823,-87.65726,4500,-22.364677,45,100,0.19676264,-93.42738,1.7746687,1635.7498,,552.9099893569946,0.06994419,-107.97300839857883,3.4710218e-05,76033,99.35777,2.416057,27.470867,-97.329765,0.4359815,9.265874
-73.12392,[-0.881  1.055 -0.543  0.408 -1.349],100.0,29675.049,16.45,56.583286,-94.00024,-84.63817,4600,-69.51305,46,100,0.73282284,-93.275986,0.24658425,730.6145,,565.5962555408478,0.06330287,-108.03429402121951,0.00014027506,77678,99.35805,2.7338312,5.714558,-97.339645,1.9584255,32.78386
-61.54589,[-0.862  1.087 -0.541  0.421 -1.356],100.0,7606.2646,16.61,608.7049,-94.186424,-84.22324,4700,-54.100224,47,100,0.5521652,-93.517975,3.1339066,30190.535,,579.4706501960754,0.0635077,-108.45263563750322,5.7966365e-05,79339,99.37129,2.8051424,170.60011,-97.763466,1.0050466,24.479963
-91.158875,[-0.875  1.057 -0.556  0.446 -1.355],100.0,4263.172,16.69,1.604889,-94.16732,-86.3797,4800,-90.30321,48,100,0.96530014,-93.46813,0.043920312,2.565121,,593.9097747802734,0.057944745,-108.44185266165519,0.12064275,81008,99.38121,2.5770085,0.24510287,-97.244064,0.75286597,6.203451
-40.027885,[-0.886  1.06  -0.563  0.439 -1.361],100.0,8516.745,16.37,761.71075,-94.01273,-84.102005,4900,-31.908548,49,100,0.3025909,-93.316605,2.2414954,2925.4038,,605.9937174320221,0.0041637053,-107.96875126900481,5.8805153e-06,82645,99.39242,2.4395626,43.359768,-98.30943,1.0451674,22.110416
-58.56247,[-0.811  1.077 -0.563  0.433 -1.415],100.0,5580.488,16.29,1659.0492,-94.65361,-86.164444,5000,-47.33498,50,100,0.48105508,-93.97333,7.58089,22666.355,,621.2784903049469,0.008354168,-108.64410820890608,6.338166e-05,84274,99.38285,2.2334116,218.01549,-97.54897,0.92893267,61.608597
-55.931538,[-0.802  1.098 -0.565  0.412 -1.411],100.0,7702.2354,16.43,675.4822,-94.414925,-84.16641,5100,-45.66982,51,100,0.45698,-93.679306,2.5234656,2136.695,,637.0257608890533,0.0021702815,-108.43529992669428,8.527096e-05,85917,99.352425,2.8470926,42.219303,-97.759636,1.0384797,36.52283
-30.758383,[-0.826  1.083 -0.549  0.416 -1.417],100.0,1473.311,16.39,544.1307,-94.42356,-84.1668,5200,-22.709656,52,100,0.20097716,-93.76574,1.784386,1721.471,,651.1508686542511,-0.0025873878,-108.5171333564653,3.4090026e-05,87556,99.35333,2.363216,31.99104,-97.67542,0.4698644,11.220672
-49.74395,[-0.807  1.117 -0.552  0.424 -1.422],100.0,5391.372,16.79,1055.4773,-94.54765,-86.144196,5300,-37.047222,53,100,0.35899696,-93.729095,3.8051157,3276.0188,,665.9959571361542,-0.000787735,-108.84432390360843,7.757208e-05,89235,99.36302,2.5348682,64.508194,-97.66174,0.84308463,29.015516
-50.682938,[-0.79   1.134 -0.571  0.422 -1.42 ],100.0,9728.798,16.74,683.8251,-94.61774,-86.21988,5400,-40.88282,54,100,0.40475547,-93.86197,2.2251642,2767.9924,,678.6759605407715,-0.006023812,-108.9544485114832,9.843343e-06,90909,99.35803,2.588432,40.248783,-97.85799,1.1914,61.502872
-64.94808,[-0.825  1.118 -0.556  0.416 -1.425],100.0,18521.52,17.09,643.9257,-94.322945,-84.78669,5500,-55.338367,55,100,0.5615557,-93.51039,3.7001762,5097.608,,691.2298817634583,-0.029627621,-108.87974636217065,7.492854e-05,92618,99.36495,2.8020954,80.99068,-97.35939,1.5150464,25.325518
-68.22848,[-0.82   1.083 -0.561  0.431 -1.449],100.0,16715.965,16.47,277.08875,-94.41814,-85.22487,5600,-61.956814,56,100,0.6363155,-93.63549,1.7554859,1637.0278,,704.5186922550201,-0.0344687,-108.47454758137515,1.4875583e-05,94265,99.42307,2.561775,33.930702,-97.51505,1.4537776,20.18079
-51.28699,[-0.825  1.073 -0.552  0.451 -1.453],100.0,3527.6812,16.69,207.09933,-94.43208,-87.14535,5700,-43.389587,57,100,0.42997807,-93.6703,1.8231757,1044.1677,,718.0788204669952,-0.03258888,-108.68265328649068,6.954411e-05,95934,99.38248,2.4738402,25.791637,-97.5246,0.6574687,9.624044
-62.98027,[-0.829  1.079 -0.53   0.474 -1.452],100.0,6340.164,17.25,126.05009,-94.51371,-85.30365,5800,-56.024715,58,100,0.5750022,-93.72527,1.4827029,1139.3821,,730.3253493309021,-0.022939168,-109.27589027843877,0.0014011068,97659,99.42806,2.46836,25.843594,-99.07118,0.8965344,11.198129
-74.34342,[-0.834  1.079 -0.532  0.438 -1.442],100.0,22164.568,16.69,166.12646,-94.556465,-80.54547,5900,-67.616615,59,100,0.70598924,-93.844734,0.8918894,3806.752,,743.9129841327667,-0.028487124,-108.89752955121568,0.00024961415,99328,99.37898,2.7244844,28.68161,-98.48616,1.6805105,27.03189
-64.01601,[-0.851  1.077 -0.507  0.414 -1.447],100.0,15721.794,16.93,311.01825,-94.49856,-83.27008,6000,-52.25455,60,100,0.54361576,-93.77657,2.0117888,2367.0554,,756.8390748500824,-0.029678095,-109.0407643884095,8.2654224e-05,101021,99.37128,2.6028228,34.200665,-97.62223,1.4694729,18.948875
-45.77939,[-0.861  1.08  -0.538  0.41  -1.449],100.0,3959.7993,16.67,484.46582,-94.004135,-82.391914,6100,-33.72792,61,100,0.33430874,-93.287575,2.1167023,2527.5706,,769.226808309555,-0.03376313,-108.22152208709907,7.289238e-05,102688,99.37228,2.7589319,33.872005,-97.61333,0.73434377,29.962173
-34.64656,[-0.875  1.073 -0.513  0.411 -1.453],100.0,2025.122,17.13,795.8234,-94.30166,-84.41727,6200,-25.681208,62,100,0.2309764,-93.56232,2.8181894,2512.8003,,781.2931177616119,-0.036498014,-108.98614073830439,0.00025492776,104401,99.38095,2.611227,50.061714,-97.53243,0.54067403,13.389489
-59.880306,[-0.849  1.1   -0.516  0.407 -1.455],100.0,26059.469,16.86,461.7059,-94.03984,-85.15835,6300,-50.43111,63,100,0.5137904,-93.29614,1.7948706,1847.3162,,796.7821092605591,-0.039352417,-108.38849595444754,8.165062e-05,106087,99.38462,2.6662683,30.715137,-97.241135,1.8368647,23.300774
-85.09786,[-0.855  1.068 -0.511  0.404 -1.458],100.0,3786.6067,17.27,2.6690075,-94.23834,-84.30668,6400,-82.83151,64,100,0.8864445,-93.39566,0.07097273,25.15744,,810.7620522975922,-0.03909676,-108.92990909008324,0.037178483,107814,99.39181,2.8156369,0.66112775,-97.762314,0.6726826,5.9219704
-55.316624,[-0.853  1.081 -0.493  0.404 -1.458],100.0,17319.516,16.16,3137.3904,-94.695526,-86.666245,6500,-40.897903,65,100,0.43034866,-93.94315,8.941228,16258.483,,824.9371182918549,-0.08334966,-108.46552023488415,3.6062481e-06,109430,99.426704,2.434673,209.81892,-97.87851,1.7144653,110.69916
-69.75928,[-0.91   1.064 -0.488  0.413 -1.502],100.0,14976.851,16.67,39.865334,-94.81696,-86.36233,6600,-65.70767,66,100,0.6771256,-94.09418,0.36314452,268.57574,,841.0828115940094,-0.07262972,-109.16157041768417,0.00028437373,111097,99.43147,2.3391645,5.2103233,-97.486404,1.3534967,12.979147
-39.20114,[-0.892  1.06  -0.504  0.396 -1.492],100.0,3944.8901,17.19,938.2603,-94.66124,-85.81908,6700,-29.2162,67,100,0.2686336,-93.91043,3.5266778,4530.7383,,853.8405780792236,-0.074272946,-109.42478673988015,6.3927706e-05,112816,99.404305,2.3712852,65.2629,-98.459305,0.75578564,34.709785
-66.0492,[-0.878  1.084 -0.511  0.392 -1.493],100.0,13338.246,16.51,1063.4222,-94.57776,-85.833534,6800,-53.9046,68,100,0.55008554,-93.78,4.0780497,4010.889,,865.9620809555054,-0.078056455,-108.64936917528401,1.617067e-05,114467,99.37088,2.2567887,74.31072,-97.54894,1.5241315,157.2378
-76.59239,[-0.895  1.07  -0.495  0.397 -1.497],100.0,20334.998,17.28,24.593636,-94.23825,-82.83186,6900,-73.32276,69,100,0.76353955,-93.44487,0.27337393,133.223,,877.8599264621735,-0.09191215,-108.98484986065472,0.0003254679,116195,99.36404,2.630932,2.9312637,-97.986435,1.5925432,20.808872
-55.65671,[-0.91   1.078 -0.511  0.389 -1.511],100.0,6555.1953,16.83,821.1717,-94.66634,-84.420876,7000,-43.76846,70,100,0.44013798,-93.82309,3.1110663,3925.412,,888.7881977558136,-0.09197828,-109.00512770099527,3.284314e-05,117878,99.37924,2.777633,50.5937,-97.52627,0.9554581,19.875425
-45.44867,[-0.935  1.076 -0.485  0.39  -1.511],100.0,11654.415,16.91,934.27325,-93.944244,-82.61553,7100,-35.159695,71,100,0.34411788,-93.209015,3.225052,2863.9585,,901.4145135879517,-0.095824786,-108.38017149439226,2.8375809e-05,119569,99.35844,2.7656045,56.553547,-98.08385,1.2274466,19.029821
-72.66753,[-0.916  1.106 -0.486  0.389 -1.515],100.0,6094.648,16.62,13.246426,-93.84426,-81.81141,7200,-70.454575,72,100,0.7401346,-93.12044,0.099130705,210.20776,,915.7568616867065,-0.097376436,-107.97011592944772,0.008655425,121231,99.37629,2.9577289,2.0322332,-97.726776,0.87487346,6.297979
-66.86684,[-0.917  1.134 -0.477  0.406 -1.516],100.0,5121.289,16.97,455.22067,-94.13083,-83.916245,7300,-56.68757,73,100,0.58311737,-93.37724,3.5610957,3513.6865,,927.191990852356,-0.103582345,-108.6407913245378,0.0005988098,122928,99.36949,3.0118055,67.06312,-98.28635,0.82746816,10.561697
-57.547394,[-0.909  1.135 -0.486  0.379 -1.523],100.0,14581.342,16.8,1335.788,-94.419,-84.77166,7400,-46.134785,74,100,0.45373878,-93.72708,3.5204175,17040.06,,937.93292760849,-0.10241089,-108.85730233213755,9.044436e-05,124608,99.36614,2.6197958,114.24344,-98.09628,1.4760923,117.04717
-89.58946,[-0.968  1.117 -0.486  0.373 -1.521],100.0,3260.0457,17.08,1.9659355,-94.17085,-80.87614,7500,-88.13013,75,100,0.93594354,-93.30947,0.046825048,16.80437,,951.3827197551727,-0.10070209,-108.62893001955527,0.038065482,126316,99.35486,2.8635755,0.3017396,-97.61174,0.63224876,3.3913875
-42.23163,[-0.979  1.131 -0.484  0.391 -1.52 ],100.0,4504.982,17.06,1328.7311,-93.9516,-83.02595,7600,-31.553484,76,100,0.2828198,-93.27169,4.216352,4285.9404,,961.1788499355316,-0.12400328,-108.5840568032378,2.874073e-05,128022,99.38748,2.8650694,78.48819,-98.433205,0.81963533,32.531395
-49.118465,[-1.014  1.105 -0.485  0.395 -1.543],100.0,9042.726,16.86,715.8063,-94.43016,-85.95585,7700,-38.713116,77,100,0.3750778,-93.72795,2.9110062,2728.0144,,972.6750211715698,-0.12696819,-108.91207054883458,7.63789e-05,129708,99.4079,2.4596581,50.224247,-97.66513,1.1914598,61.601166
-59.089413,[-1.027  1.09  -0.47   0.4   -1.546],100.0,6885.1147,16.71,118.54262,-94.21448,-83.31427,7800,-48.70921,78,100,0.4948847,-93.49605,0.8834602,2357.4785,,985.7311763763428,-0.1302493,-108.50414914357556,0.0002019986,131379,99.35742,2.8959725,17.11386,-97.55946,0.92182386,11.742491
-58.54114,[-1.025  1.087 -0.501  0.405 -1.549],100.0,9675.567,17.39,640.7534,-93.435844,-81.74571,7900,-50.0019,79,100,0.50491554,-92.65509,3.491038,4392.381,,999.5716156959534,-0.13037567,-108.2134572230679,1.386418e-05,133118,99.3599,3.2982438,64.61425,-97.644745,1.1021919,17.29873
-72.01404,[-1.033  1.072 -0.495  0.42  -1.549],100.0,10138.715,17.11,382.4301,-94.100204,-83.23979,8000,-64.3751,80,100,0.6643595,-93.302284,2.658863,3447.9578,,1011.9392113685608,-0.13146861,-108.67078799235415,0.00015390196,134829,99.37327,2.7870631,54.18144,-97.55874,1.1485633,11.764432
-67.76811,[-1.032  1.061 -0.488  0.44  -1.55 ],100.0,5439.112,17.59,176.21504,-93.95326,-83.80561,8100,-60.00832,81,100,0.6318715,-93.20549,1.9098111,3643.9683,,1025.9211020469666,-0.12546858,-108.98384008451711,0.0002657856,136588,99.37402,3.1741643,54.198425,-97.4207,0.82800007,7.3822336
-34.537125,[-1.023  1.052 -0.515  0.465 -1.544],100.0,1724.963,17.18,507.46725,-93.95667,-83.27831,8200,-26.256504,82,100,0.23548606,-93.14031,1.8662378,1327.9136,,1038.9250090122223,-0.12993996,-108.5506388980064,0.00010636845,138306,99.36645,3.0635211,28.024376,-97.34663,0.49802262,18.548115
