InitialReturnStd,InitialReturnMin,ReturnStepMaxmin,MinIW,EntropyCoefficient,MeanIW,Iteration,MeanD2w0t,StdD2w0t,InitialReturnMax,EpLenMean,TimestepsSoFar,EpThisIter,MeanEntropy,StdIW,InitialBound,MaxIW,ReturnMeanIW,EpisodesSoFar,InitialReturnMean,Weights,J_sample_variance,TimeElapsed,ReturnStepMax,EpRewMean,EmpiricalD2,MaxD2w0t,MinD2w0t,Bound
4.610726,-5.5347214,86.742195,0.5431624,100.0,1.0196115,19,0.036018435,0.18903673,29.317532,17.54,32625,100,0.7522787,0.24309886,512.10266,2.0106707,525.0415,1900,2.861023e-06,[-1.489  0.907  0.519 -0.169 -0.657],12882.156,237.95751094818115,100.0,-107.50340948304067,1.052177,1.3087475,,516.4302
4.3286214,-5.796715,86.89701,0.004337826,100.0,3.1162696,20,0.48382804,12.132397,23.079704,17.45,34370,100,0.74163693,23.033062,511.73114,235.08801,1485.596,2000,-1.4495849e-06,[-1.483  0.913  0.514 -0.163 -0.667],109174900.0,248.3628556728363,100.0,-107.41586712219674,75.89602,1380.63,,1028.8599
3.1248176,-4.863472,86.583496,0.17290123,100.0,1.0787592,21,0.039208587,0.21113694,14.451256,16.88,36058,100,0.7157927,0.62915564,537.1463,3.6067088,578.54095,2100,-8.163453e-06,[-1.421  0.944  0.501 -0.184 -0.677],96147.96,259.92254996299744,100.0,-107.28720084647192,1.4010377,1.6452327,,566.84894
2.9171631,-4.067444,86.73576,0.014904802,100.0,1.2822956,22,0.050932735,0.34201542,9.486641,17.03,37761,100,0.70834804,2.623069,533.7194,26.448336,662.4228,2200,2.1362305e-06,[-1.409  0.952  0.517 -0.183 -0.703],1333181.6,269.850994348526,100.0,-107.35036649192087,2.8926435,26.425606,,605.42346
2.7244232,-4.5019684,86.58546,0.047323562,100.0,1.1453993,23,0.045952294,0.2564511,9.565895,17.02,39463,100,0.7021213,1.0287194,535.3656,6.62538,606.1914,2300,2.5177003e-06,[-1.428  0.924  0.52  -0.224 -0.711],246479.05,282.0992319583893,100.0,-107.33000029263088,2.1517327,4.9259577,,588.8512
2.5036767,-4.466316,86.25271,0.18454146,100.0,1.0641136,24,0.041302685,0.22840108,9.035355,16.44,41107,100,0.6893656,0.63478374,564.72327,4.172348,590.972,2400,7.095337e-06,[-1.417  0.945  0.538 -0.216 -0.717],113068.69,292.903995513916,100.0,-107.44342633319725,1.4235829,2.036878,,588.4777
3.7677248,-4.6717987,86.52907,0.00014224838,100.0,2.9187098,25,0.9187839,14.383933,22.98793,16.83,42790,100,0.66844565,18.610905,527.595,188.99286,1464.9813,2500,-1.9073486e-06,[-1.409  0.94   0.557 -0.231 -0.73 ],76584040.0,303.91375637054443,100.0,-107.36288561408759,128.61237,1032.6482,,1077.7245
5.091248,-5.3497696,87.45297,4.847587e-05,100.0,2.602214,26,0.43573922,5.7079062,25.61905,18.28,44618,100,0.6715157,10.547921,476.3945,74.4028,1190.7384,2600,-3.967285e-06,[-1.41   0.895  0.543 -0.207 -0.751],21085094.0,316.14997959136963,100.0,-107.61847383812794,55.77175,425.29883,,851.22754
2.7816317,-4.646469,86.35236,0.0026010715,100.0,1.4407485,27,0.102293685,0.9945024,8.558907,16.68,46286,100,0.63439554,2.673008,546.2127,22.751259,771.137,2700,-9.231568e-06,[-1.381  0.932  0.551 -0.226 -0.747],1870117.6,328.4675769805908,100.0,-107.27068719646935,6.592998,71.51246,,680.7377
2.6989334,-5.271675,86.52456,0.07913465,100.0,1.1320304,28,0.04774909,0.27355465,8.614639,16.75,47961,100,0.6317408,1.1719513,538.99274,8.886223,608.0014,2800,-3.0517579e-06,[-1.382  0.938  0.501 -0.226 -0.784],330415.97,341.490599155426,100.0,-107.09030599402132,2.3675916,3.3734877,,584.25714
2.8674543,-4.7810974,86.53749,7.4290154e-05,100.0,2.6585853,29,0.5635065,6.5567427,10.701355,16.76,49637,100,0.58004576,11.065688,541.91113,94.85827,1369.1084,2900,-2.1362305e-06,[-1.373  0.959  0.515 -0.225 -0.787],29928396.0,352.07120299339294,100.0,-106.91448896415173,65.865005,331.823,,1067.3303
3.525481,-4.7843246,86.533134,0.21090367,100.0,1.0710117,30,0.039959013,0.21538621,16.897255,16.92,51329,100,0.5790687,0.6459332,519.11847,3.9925187,570.7207,3000,-1.4495849e-05,[-1.381  0.997  0.57  -0.217 -0.839],99007.234,366.0133008956909,100.0,-107.20612958154719,1.4696542,1.8627622,,545.0695
2.7147746,-3.9694138,86.14238,0.26847392,100.0,1.0791187,31,0.03758666,0.20717625,8.242088,16.25,52954,100,0.59315264,0.59893566,549.8831,3.3429227,603.9094,3100,-4.196167e-06,[-1.37   1.005  0.585 -0.216 -0.84 ],92586.24,376.99557852745056,100.0,-107.42903238966113,1.4035828,1.7304587,,583.6791
3.4165795,-4.8150787,86.50841,0.012132273,100.0,1.3770175,32,0.08652381,0.61423165,15.209824,16.91,54645,100,0.57285875,2.6517105,521.9813,20.65628,720.1536,3200,4.8065185e-06,[-1.369  0.991  0.583 -0.212 -0.826],1599807.5,388.203373670578,100.0,-107.448413561758,7.297229,15.067227,,650.57935
2.8191397,-4.2536926,86.22443,0.0038511062,100.0,1.323229,33,0.06872616,0.83104396,9.480873,16.49,56294,100,0.5634411,2.5470526,541.84534,33.705807,728.8128,3300,-8.087158e-06,[-1.348  1.016  0.603 -0.215 -0.846],1745629.4,399.79989361763,100.0,-107.53487972452666,4.0945845,40.526905,,653.4263
2.7822332,-5.000778,86.62258,0.03647039,100.0,1.094329,34,0.04189563,0.2293002,9.150887,17.07,58001,100,0.5732405,0.8319886,524.0931,6.1987295,579.19806,3400,8.392334e-07,[-1.34   1.01   0.581 -0.249 -0.856],158660.02,412.3320999145508,100.0,-107.70142227826125,1.7846512,3.9114487,,559.16345
2.9399886,-5.2779922,86.42153,0.09102759,100.0,1.186451,35,0.039523363,0.21646105,10.201637,16.62,59663,100,0.5092404,0.8714068,537.2978,6.062883,646.30304,3500,3.8146973e-06,[-1.358  0.998  0.565 -0.261 -0.846],188267.11,423.865594625473,100.0,-107.32202504143193,1.4803729,2.7638686,,614.69183
3.93916,-5.3888855,87.18516,0.042498134,100.0,1.1053358,36,0.04337127,0.2297617,22.653397,17.8,61443,100,0.4930324,0.7668452,476.19415,5.236172,553.9028,3600,-1.6784668e-06,[-1.324  0.966  0.568 -0.275 -0.91 ],119223.96,435.49297189712524,100.0,-107.26851741777318,1.624899,2.0481584,,508.65863
2.8235207,-4.06649,86.62858,0.009756953,100.0,1.6324642,37,0.09346913,0.68505585,10.844902,16.96,63139,100,0.48375487,2.4522758,515.3729,15.115236,843.4947,3700,1.9836425e-06,[-1.334  0.955  0.567 -0.269 -0.926],1392639.6,445.84396982192993,100.0,-107.49377427510254,8.799419,18.716846,,750.4228
2.8483417,-4.2832794,86.41076,0.008916622,100.0,1.3992732,38,0.18984383,1.7747643,10.295044,16.66,64805,100,0.47741285,4.7682123,525.57495,49.05478,758.3129,3800,4.5013426e-06,[-1.359  0.929  0.562 -0.261 -0.935],5810873.5,457.75299644470215,100.0,-107.21492806589133,12.244702,54.027718,,600.0269
2.778843,-4.9163437,86.45257,0.12618068,100.0,1.2475837,39,0.056147225,0.3349611,11.38076,16.8,66485,100,0.48863652,1.1668559,525.89624,8.579114,665.28876,3900,-6.1035157e-06,[-1.354  0.921  0.535 -0.239 -0.942],340444.3,469.40730929374695,100.0,-107.46143010723283,2.312219,4.3561106,,624.6726
2.9925318,-4.593361,86.41944,0.186192,100.0,1.0722952,40,0.03506196,0.18895334,14.251411,16.67,68152,100,0.4435286,0.309505,518.12805,2.044554,583.84064,4000,4.5776366e-07,[-1.355  0.918  0.542 -0.265 -0.93 ],24706.291,481.3822240829468,100.0,-107.20931016594783,1.0885391,1.422851,,545.7231
2.629949,-4.3899918,86.29835,0.035677873,100.0,1.1779965,41,0.04424629,0.27683136,7.2924423,16.57,69809,100,0.45033738,1.3483179,524.3841,9.277474,637.28503,4100,4.043579e-06,[-1.346  0.915  0.537 -0.266 -0.975],415552.16,492.6786172389984,100.0,-107.10233661657345,2.4115694,13.76336,,583.60913
3.2541049,-4.6749268,86.80251,0.008143176,100.0,1.3226041,42,0.07384465,0.71451855,15.9179535,17.16,71525,100,0.44237152,4.6026735,496.81586,46.8487,686.7864,4200,6.2561035e-06,[-1.376  0.9    0.548 -0.271 -0.969],4786130.5,506.5069160461426,100.0,-106.95008659997723,7.4765368,51.32383,,575.6959
3.329587,-5.7239914,86.5,0.00020000197,100.0,5.1189775,43,0.88555187,13.664123,10.901489,16.9,73215,100,0.31933495,43.839657,518.0597,448.71677,2554.0613,4300,3.3569336e-06,[-1.363  0.929  0.567 -0.251 -0.977],453071800.0,516.4696774482727,100.0,-107.32977895647048,68.086815,651.29517,,2208.075
3.132588,-4.732292,86.6505,0.24983597,100.0,1.0415013,44,0.036443386,0.19503528,12.796547,17.03,74918,100,0.3215186,0.36308423,490.1249,3.720313,555.2967,4400,-2.670288e-06,[-1.461  0.982  0.583 -0.261 -1.1  ],30782.904,529.6637136936188,100.0,-107.64173654771683,1.1202431,1.5434787,,502.7228
3.6438992,-5.1600494,86.48653,0.22838955,100.0,1.0376474,45,0.03640005,0.19539344,24.151993,16.82,76600,100,0.31352445,0.40259495,494.42255,3.0829234,561.15125,4500,-7.2479247e-06,[-1.453  0.976  0.586 -0.255 -1.097],40382.633,541.0907618999481,100.0,-107.32805257205675,1.1589941,1.2855449,,507.68442
2.5250309,-4.407707,86.245605,0.0046122223,100.0,1.6916659,46,0.29806876,3.3223498,7.802681,16.51,78251,100,0.31512234,6.2388535,521.88196,69.79222,908.5411,4600,9.918213e-07,[-1.446  0.977  0.595 -0.257 -1.105],10067956.0,551.7400736808777,100.0,-107.1881462380254,24.349869,140.70175,,725.76624
2.9703004,-4.7047043,86.56987,0.014839616,100.0,1.24327,47,0.05266084,0.3899378,7.7696533,16.95,79946,100,0.3103019,1.9935263,504.3939,15.356751,651.7113,4700,-1.9836425e-06,[-1.455  0.971  0.574 -0.234 -1.104],867430.7,562.958532333374,100.0,-107.13249027865633,4.2194695,28.682508,,585.04016
2.7748218,-5.05101,86.11764,0.015919931,100.0,1.3552232,48,0.072844625,0.67655027,9.665108,16.32,81578,100,0.29999858,2.2315133,527.53406,23.109924,742.19806,4800,5.340576e-07,[-1.443  0.998  0.571 -0.211 -1.109],1307643.1,574.2386074066162,100.0,-106.92451211867866,5.23325,41.114456,,663.0825
2.9446368,-4.7231064,86.899704,0.004639227,100.0,2.1219041,49,0.20663746,4.078934,8.784035,17.45,83323,100,0.31152034,6.778565,483.5839,45.04295,1030.5829,4900,5.1116945e-06,[-1.431  1.013  0.588 -0.179 -1.119],9347031.0,588.4471430778503,100.0,-107.86665453296055,29.7517,420.88446,,866.84564
3.073205,-4.880699,86.55584,0.08695115,100.0,1.0912062,50,0.04262356,0.25352508,13.205803,16.97,85020,100,0.310352,0.89504933,500.07465,8.31404,580.77344,5000,-4.272461e-06,[-1.45   0.988  0.595 -0.168 -1.107],185224.05,600.5409116744995,100.0,-107.54148487194756,1.9371473,9.476166,,527.2684
3.0153885,-4.2509155,86.0913,0.00071021094,100.0,1.186585,51,0.047341578,0.30808297,9.306747,16.39,86659,100,0.2816681,1.5477772,519.177,16.771702,647.27655,5100,6.1035155e-07,[-1.436  1.002  0.584 -0.165 -1.109],587496.8,613.3351211547852,100.0,-107.19446700486104,2.6945455,12.252473,,582.10846
2.6240435,-4.182625,86.14187,0.1656585,100.0,1.0487249,52,0.04008062,0.21906954,7.6474686,16.45,88304,100,0.2824741,0.6634263,519.95483,4.8119726,579.4774,5200,-8.31604e-06,[-1.468  0.996  0.591 -0.157 -1.137],118366.27,624.8738505840302,100.0,-107.18008563199534,1.4041022,1.7500396,,536.58685
3.0552871,-4.423149,86.03042,0.0029040885,100.0,1.5030153,53,0.12741482,1.1829312,18.358215,16.27,89931,100,0.26823598,5.3120937,515.09375,68.568665,832.2425,5300,3.3569336e-06,[-1.48   0.998  0.577 -0.154 -1.136],7746605.0,636.4808094501495,100.0,-107.6356148940212,8.817513,48.76783,,634.97076
3.7859156,-4.3108597,86.904816,0.0005584135,100.0,1.8266045,54,0.09179896,0.7908109,18.069443,17.57,91688,100,0.25775042,3.6816905,467.8673,24.771267,888.5625,5400,-2.2125244e-06,[-1.483  0.987  0.568 -0.132 -1.151],2731345.2,648.0862572193146,100.0,-107.7809107991634,10.473389,66.116776,,760.34045
3.060106,-5.2139206,86.93024,0.0198248,100.0,1.088392,55,0.04165763,0.22573994,13.568817,17.49,93437,100,0.24089941,1.0855091,475.18185,6.301111,558.67474,5500,-4.348755e-06,[-1.516  0.971  0.55  -0.14  -1.161],234436.34,659.7442042827606,100.0,-107.4485310007753,1.9416404,2.909926,,502.06503
3.8270063,-5.229683,86.846504,0.120274164,100.0,1.0516022,56,0.038074337,0.20234431,21.852333,17.47,95184,100,0.2308748,0.4299532,466.27856,3.2741094,544.90375,5600,2.2888185e-06,[-1.544  0.964  0.546 -0.144 -1.178],41717.688,671.1403133869171,100.0,-107.41673838071179,1.1831495,1.93582,,481.01404
2.8070574,-4.013397,86.22098,0.00024945804,100.0,5.5266867,57,2.4250774,42.203175,8.453476,16.62,96846,100,0.24391668,46.574158,504.8976,496.88223,2804.2656,5700,-8.087158e-06,[-1.541  0.954  0.552 -0.145 -1.188],519520830.0,682.9832770824432,100.0,-107.67626034892612,237.83286,2646.1128,,1870.6827
3.7253315,-4.9969177,86.49564,0.04003508,100.0,1.6352506,58,0.07434313,0.6532494,15.589127,16.95,98541,100,0.24927135,6.1805525,482.1872,64.92434,800.41644,5800,8.392334e-07,[-1.537  0.942  0.509 -0.137 -1.175],6343768.0,696.002228975296,100.0,-106.98280900205621,3.123196,24.653542,,637.8888
4.7738633,-5.6557236,87.08996,0.097712986,100.0,1.0617981,59,0.042077642,0.22104883,23.153374,18.06,100347,100,0.25099152,0.7875521,444.87112,5.2938175,532.6463,5900,4.348755e-06,[-1.504  0.93   0.53  -0.134 -1.17 ],126187.65,710.9913506507874,100.0,-107.57373245554258,1.6052127,3.0151463,,466.54208
3.7012403,-5.7960434,86.90149,0.08685511,100.0,1.1317773,60,0.044090405,0.23912045,17.822876,17.5,102097,100,0.256611,0.8149492,469.297,8.296583,585.60645,6000,5.722046e-06,[-1.488  0.937  0.539 -0.13  -1.168],150693.86,721.2762994766235,100.0,-107.6921038940798,1.6899099,4.210649,,516.2047
3.1721272,-4.9351883,86.79648,0.15143043,100.0,1.1388965,61,0.040838458,0.22665472,13.01149,17.35,103832,100,0.25567484,0.76744044,476.7725,5.018629,593.6272,6100,3.5095215e-06,[-1.486  0.919  0.546 -0.15  -1.162],128531.8,733.4427168369293,100.0,-107.67516885491719,1.5306064,7.6181936,,523.99493
3.335359,-4.4362564,86.61336,0.012290389,100.0,1.471185,62,0.1035335,0.85260046,12.277283,17.06,105538,100,0.2603298,4.8583813,483.16193,34.18073,746.88336,6200,-7.5531007e-06,[-1.479  0.931  0.539 -0.14  -1.163],5057668.0,745.4057002067566,100.0,-107.6305921459338,12.951546,43.951775,,599.78406
3.1615746,-5.4155045,86.45003,0.15792926,100.0,1.0679115,63,0.04102494,0.2225278,14.544815,16.96,107234,100,0.26079977,0.7717521,489.87946,4.540209,571.0783,6300,-1.5258789e-07,[-1.43   0.943  0.545 -0.144 -1.159],138640.88,756.8467588424683,100.0,-107.81936644454316,1.544682,2.0142963,,508.98557
2.7677658,-3.808937,86.34764,0.019071287,100.0,1.337325,64,0.07316433,0.48442504,9.404205,16.8,108914,100,0.24005271,2.2265732,497.7881,18.497992,712.97406,6400,1.8310546e-06,[-1.433  0.955  0.549 -0.146 -1.158],1212421.9,768.9559676647186,100.0,-107.44868845007477,3.7872345,9.739082,,623.3025
2.5072439,-4.6605606,86.58438,0.12370077,100.0,1.1065018,65,0.04459792,0.24470644,7.433838,17.04,110618,100,0.2639303,0.771494,483.17346,4.839083,586.1189,6500,1.5258789e-06,[-1.436  0.948  0.537 -0.132 -1.179],144712.7,780.8003883361816,100.0,-107.45840393137067,1.6020534,2.477141,,522.063
2.9182696,-4.8145447,86.51626,0.11097746,100.0,1.1009887,66,0.04325384,0.24035957,10.12973,16.95,112313,100,0.28199577,0.8089554,489.69208,5.535277,584.9717,6600,-4.043579e-06,[-1.436  0.951  0.546 -0.139 -1.155],162411.5,792.1868262290955,100.0,-107.00162945143745,1.5450712,4.2301745,,517.1602
4.1504335,-5.813301,86.820885,0.35138214,100.0,1.0377911,67,0.036606178,0.19282244,20.453072,17.44,114057,100,0.28765002,0.27004242,468.09033,2.1562142,538.5683,6700,6.5612794e-06,[-1.434  0.94   0.56  -0.147 -1.137],16565.863,802.8843967914581,100.0,-107.25467573976495,1.1000234,1.2852395,,484.09033
3.302753,-4.9175873,86.38275,0.06767448,100.0,1.1802204,68,0.04707039,0.26989192,12.216347,16.88,115745,100,0.28784072,1.0952975,495.6881,7.352484,629.53723,6800,-5.722046e-06,[-1.443  0.942  0.56  -0.14  -1.131],292749.3,814.655846118927,100.0,-107.48158262135183,1.6874216,6.002135,,546.9414
3.709648,-5.773628,86.78412,0.27114686,100.0,1.0292292,69,0.036962677,0.19548438,18.408936,17.37,117482,100,0.28386593,0.4830945,470.78296,2.9648468,536.20544,6900,8.010864e-06,[-1.447  0.936  0.567 -0.159 -1.131],50271.504,825.8393425941467,100.0,-107.4802113040893,1.2290028,1.9268075,,478.26794
3.0890741,-5.2774124,86.942,0.23606044,100.0,1.0456537,70,0.037869032,0.1996882,13.775467,17.58,119240,100,0.28191152,0.37849995,465.80167,3.1640303,537.67035,7000,3.5095215e-06,[-1.453  0.928  0.563 -0.163 -1.135],32385.803,837.3710083961487,100.0,-107.41181797980467,1.1431216,1.959745,,478.2741
3.2629168,-5.012535,86.47233,0.02609706,100.0,1.2855811,71,0.07053204,0.47632992,12.512421,16.99,120939,100,0.28980792,2.223019,491.77112,13.759695,674.0541,7100,-3.8146973e-07,[-1.463  0.929  0.572 -0.16  -1.137],1149074.8,847.743546962738,100.0,-107.48703507395436,6.541742,8.847588,,583.544
2.8171873,-4.8757095,86.41853,0.0028750012,100.0,1.283104,72,0.16409643,1.5008309,6.3988037,16.84,122623,100,0.31353956,4.389598,504.12204,44.063126,687.6755,7200,-3.890991e-06,[-1.493  0.912  0.566 -0.16  -1.129],4969810.0,859.9877893924713,100.0,-107.33355168846855,11.146481,47.065994,,548.9525
2.9407523,-4.5086517,86.70326,0.11891772,100.0,1.2020358,73,0.04141425,0.23139374,9.921722,17.38,124361,100,0.33081374,1.0570011,479.20114,9.691135,612.98,7300,1.8310546e-06,[-1.501  0.926  0.583 -0.173 -1.105],189606.19,871.3949635028839,100.0,-107.5951719780808,1.4298722,8.566193,,545.3417
3.6743171,-4.5803604,86.54157,0.0037530856,100.0,1.7862359,74,0.15362164,1.3933265,23.9281,17.26,126087,100,0.3204952,6.47429,481.07147,73.11944,894.34625,7400,-9.155273e-07,[-1.508  0.934  0.594 -0.157 -1.088],9000761.0,885.6431837081909,100.0,-107.53978223943142,16.909214,80.09459,,715.2975
3.7243164,-5.425171,86.611496,0.18972005,100.0,1.0526032,75,0.036888905,0.19591753,16.493477,17.28,127815,100,0.3166465,0.34978113,482.80167,2.4607718,551.1949,7500,1.3275147e-05,[-1.533  0.916  0.585 -0.145 -1.098],28904.543,897.0274951457977,100.0,-107.35754956490813,1.1165199,1.5184207,,502.45593
3.2557664,-4.7743835,86.22074,0.16363382,100.0,1.1289062,76,0.04397574,0.24420418,12.748665,16.77,129492,100,0.31816536,0.851098,501.21658,7.891407,607.1327,7600,-9.460449e-06,[-1.54   0.917  0.577 -0.151 -1.102],180120.88,909.7682611942291,100.0,-107.20113070629839,1.4942163,3.480248,,539.00653
5.0704513,-5.091133,87.47625,0.0014287991,100.0,1.9152493,77,0.18435805,2.2355573,24.743492,18.72,131364,100,0.33081594,6.854902,434.1267,60.49767,880.4197,7700,-4.5013426e-06,[-1.532  0.918  0.561 -0.146 -1.101],8568321.0,922.1982822418213,100.0,-107.8642934625871,20.573706,275.9121,,676.6866
2.900534,-5.0598297,86.728966,0.001938056,100.0,1.7510601,78,0.22169787,2.438564,10.167419,17.38,133102,100,0.33087048,5.5337176,489.69846,94.287674,875.9134,7800,-3.2806397e-06,[-1.516  0.939  0.573 -0.154 -1.088],6610719.5,934.5403954982758,100.0,-107.29723058530955,20.614336,134.07826,,708.6895
3.0302894,-5.650429,86.53753,0.055008445,100.0,1.1920588,79,0.050219454,0.28879866,9.515915,16.9,134792,100,0.3489059,1.0997828,501.48398,6.6167274,637.69196,7900,1.0299683e-05,[-1.512  0.96   0.571 -0.174 -1.088],307262.7,944.3430368900299,100.0,-107.51802396388568,1.8814337,4.0536666,,569.1882
3.9853532,-5.621254,86.7822,0.05721636,100.0,1.2713548,80,0.06054926,0.39464143,20.735176,17.32,136524,100,0.35275516,2.3270125,482.3927,21.421251,651.5848,8000,3.8146973e-06,[-1.515  0.959  0.579 -0.191 -1.07 ],1174464.5,957.2072169780731,100.0,-107.44830474401648,3.9974122,12.024894,,565.48566
