ReturnStepMaxmin,InitialBound,InitialReturnMean,MaxIW,MinIW,MeanIW,Weights,StdIW,InitialReturnMin,MaxD2w0t,J_sample_variance,EpLenMean,ReturnStepMax,EmpiricalD2,Iteration,TimeElapsed,MeanEntropy,EpThisIter,EpisodesSoFar,ReturnMeanIW,EntropyCoefficient,Bound,InitialReturnStd,TimestepsSoFar,MeanD2w0t,InitialReturnMax,EpRewMean,MinD2w0t,StdD2w0t
89.80162,340.95847,7.6293944e-08,55.266712,0.0023728025,1.8181156,[ 1.185 -0.429 -0.568  0.426 -0.844],5.7488546,-2.561531,73.22223,3134725.8,22.68,100.0,19.314692,20,126.62913990020752,0.6002039,100,2000,671.95087,10.0,509.62982,1.7363632,41458,0.18004401,4.798134,-115.64966502092773,,1.5273907
89.7437,334.9345,-7.6293944e-08,18.896807,0.043911487,1.2448646,[ 1.153 -0.455 -0.561  0.45  -0.819],1.6106586,-2.729515,4.844343,313184.3,22.63,100.0,3.639607,21,133.6772918701172,0.60399574,100,2100,502.66806,10.0,399.8545,1.5008998,43721,0.06877486,4.292946,-116.0500028181227,,0.35473737
89.94792,324.67758,1.7547608e-06,559.7106,2.8020171e-05,6.962881,[ 1.136 -0.475 -0.552  0.45  -0.815],55.19622,-2.5230942,3687.1895,403637820.0,23.25,100.0,766.2949,22,140.23682141304016,0.61374354,100,2200,2572.182,10.0,1732.8363,1.6566057,46046,2.6952057,5.2570267,-116.85540625999246,,46.044376
89.01741,376.50308,4.196167e-06,9.993243,0.029914647,1.1745832,[ 1.181 -0.429 -0.569  0.453 -0.805],1.6990004,-2.7611618,11.0404625,463382.66,20.85,100.0,3.7054658,23,147.06015825271606,0.5996349,100,2300,523.7464,10.0,424.87918,1.3831413,48131,0.06408002,4.145752,-114.42535535921806,,0.3622704
88.99672,379.56998,-2.8991699e-06,12.402317,0.019294938,1.1684755,[ 1.225 -0.423 -0.58   0.476 -0.819],1.2084374,-2.6138382,6.2026224,246140.19,20.8,100.0,2.2088203,24,154.15605068206787,0.581536,100,2400,523.2037,10.0,428.15936,1.5989411,50211,0.059158053,4.6798477,-114.43405113685222,,0.31016147
90.220825,303.1184,-1.5258789e-07,71.99551,0.002095743,1.8657484,[ 1.21  -0.419 -0.557  0.448 -0.837],7.1348968,-2.834938,70.17093,5645497.0,23.98,100.0,10.406702,25,161.14859199523926,0.5701989,100,2500,685.26984,10.0,447.65488,1.4404718,52609,0.22093984,3.9363556,-117.25228079502358,,1.526601
89.38406,351.65152,-1.5258789e-06,11.423678,0.077773385,1.1561178,[ 1.186 -0.421 -0.538  0.489 -0.849],1.208356,-3.363739,6.3853893,225876.12,21.76,100.0,2.1011362,26,168.0156078338623,0.55236167,100,2600,496.2507,10.0,392.92047,1.3591213,54785,0.062546335,4.2266006,-115.50142776692057,,0.31071633
89.22542,364.40482,-9.460449e-06,22.619171,0.00737768,1.1913501,[ 1.187 -0.403 -0.539  0.46  -0.867],2.385479,-2.5716476,8.444998,796081.1,21.36,100.0,4.0850263,27,174.15354132652283,0.5488623,100,2700,513.55536,10.0,409.6066,1.389714,56921,0.06607606,3.6569748,-115.07248266947117,,0.36534172
90.23131,309.7537,5.41687e-06,12.078939,0.08038134,1.1293935,[ 1.134 -0.411 -0.533  0.472 -0.87 ],1.4288042,-2.7603912,5.8972325,247971.11,23.99,100.0,2.3168633,28,181.16517663002014,0.55141455,100,2800,433.4096,10.0,332.92072,1.6572855,59320,0.063745104,3.9585876,-117.17548842613677,,0.30306762
89.95804,319.6436,6.8664554e-07,45.625347,0.014362516,1.3518144,[ 1.156 -0.404 -0.542  0.496 -0.867],4.3281326,-2.816513,19.95705,2036461.1,23.33,100.0,7.449325,29,188.21467876434326,0.56789917,100,2900,513.6951,10.0,356.4648,1.344723,61653,0.10757261,3.5157547,-117.13945067682874,,0.66995895
89.85077,328.4946,-2.2888183e-07,8.320085,0.03883799,1.198544,[ 1.157 -0.374 -0.549  0.482 -0.851],1.4238192,-2.3915024,7.783874,269767.0,22.96,100.0,3.02554,30,194.6759123802185,0.56497467,100,3000,481.46045,10.0,375.30304,1.439686,63949,0.07407344,3.4675293,-116.31119642009043,,0.37727067
88.762886,389.85892,-6.2561035e-06,3.4846988,0.20192018,1.0396053,[ 1.165 -0.355 -0.555  0.459 -0.854],0.42313796,-3.4161224,1.7490592,33211.277,20.27,100.0,1.1736282,31,200.75835275650024,0.56787115,100,3100,480.8618,10.0,400.6743,1.4818246,65976,0.04484126,3.816803,-113.88034959157007,,0.21924488
89.917984,320.77866,-1.9836425e-06,2.6917102,0.2211158,1.0345105,[ 1.17  -0.35  -0.547  0.435 -0.851],0.44095507,-4.3351746,1.7746378,25339.854,23.09,100.0,1.1977459,32,207.21746683120728,0.57276213,100,3200,418.76053,10.0,328.38867,1.4305639,68285,0.049471278,4.0865707,-116.3967828471722,,0.22564805
88.80973,380.6291,-7.6293945e-06,2.4034717,0.36709958,1.0494763,[ 1.179 -0.35  -0.556  0.449 -0.846],0.42691296,-2.456543,1.4533188,29904.627,20.52,100.0,1.2159264,33,213.04314875602722,0.5907945,100,3300,477.29053,10.0,396.16473,1.2597557,70337,0.043594003,3.8092422,-114.08221710926729,,0.21118248
88.969696,376.22998,-8.468628e-06,383.43976,0.009400237,3.172943,[ 1.174 -0.363 -0.558  0.452 -0.828],19.570942,-2.773613,256.8356,41598300.0,20.69,100.0,10.269037,34,218.74966597557068,0.6239914,100,3400,1210.5339,10.0,817.0238,1.4543703,72406,0.22420728,3.4391098,-114.03848752004399,,3.3923612
89.73333,340.33026,1.7547608e-06,1.8171549,0.5549637,1.0217676,[ 1.136 -0.344 -0.577  0.43  -0.795],0.19120842,-3.0218964,1.1547403,5143.6914,22.41,100.0,1.0391493,35,226.06082201004028,0.6386641,100,3500,424.03937,10.0,347.01578,1.7801013,74647,0.0459027,4.509392,-115.0196472884877,,0.21197915
89.298874,360.15265,,24.642586,0.005354171,1.2721219,[ 1.14  -0.353 -0.583  0.43  -0.78 ],2.2717903,-2.9121017,20.713655,827865.9,21.4,100.0,5.5416274,36,231.49710965156555,0.6307582,100,3600,549.3687,10.0,423.6758,1.6358237,76787,0.0892999,4.6753387,-114.50203268436599,,0.5498672
88.564644,403.26093,7.781982e-06,7.5274396,0.17277405,1.1390167,[ 1.156 -0.321 -0.58   0.402 -0.788],0.9025671,-2.916748,4.8344617,163235.33,19.83,100.0,1.7791519,37,237.84057188034058,0.64196676,100,3700,539.97516,10.0,452.59674,1.8099704,78770,0.055633746,5.2748337,-113.15311343709932,,0.29386392
88.679535,395.4287,-8.850097e-06,249.77446,0.0053723697,3.5490425,[ 1.142 -0.313 -0.564  0.364 -0.777],24.27069,-3.0585175,902.5486,80488264.0,19.96,100.0,140.27133,38,244.08285188674927,0.671966,100,3800,1432.7908,10.0,998.0964,1.7925767,80766,0.62038743,3.958168,-112.75716416244951,,11.554709
88.55619,397.89474,3.2043456e-06,23.627289,0.02382043,1.3129978,[ 1.102 -0.338 -0.541  0.33  -0.747],1.4097569,-2.7435303,6.452379,334972.97,19.74,100.0,2.854453,39,251.17580676078796,0.68543565,100,3900,602.1859,10.0,485.9897,1.8839821,82740,0.057843745,5.7752914,-112.90809352788202,,0.31768385
89.18077,359.60123,3.8146973e-06,701.4818,1.0606689e-06,7.3630905,[ 1.1   -0.359 -0.53   0.31  -0.734],68.744446,-3.5392227,4089.4233,701637440.0,21.17,100.0,756.0742,40,256.8011054992676,0.6509772,100,4000,2895.3428,10.0,1754.332,2.0230062,84857,3.0784943,5.857048,-113.80833192394952,,51.07351
88.91998,375.0283,-3.0517577e-07,3.858908,0.26180276,1.0587956,[ 1.127 -0.324 -0.57   0.32  -0.768],0.5504047,-3.043991,2.7071345,54028.125,20.81,100.0,1.3188275,41,264.1553430557251,0.6583188,100,4100,471.54858,10.0,391.9322,1.9734741,86938,0.04928337,4.881958,-113.4601919705512,,0.23929825
88.544235,389.62668,-4.272461e-06,36.26447,0.00045111694,1.8404322,[ 1.089 -0.302 -0.557  0.298 -0.761],4.9252014,-3.7031631,35.68664,4526111.5,19.94,100.0,12.5165415,42,270.5822401046753,0.6044657,100,4200,841.7531,10.0,650.0462,2.0694036,88932,0.16806984,4.508377,-112.07648663006785,,1.1388067
88.52743,395.516,7.400513e-06,13.182197,0.06418991,1.150193,[ 1.154 -0.332 -0.606  0.294 -0.815],1.7181131,-3.7565155,9.451835,543396.1,19.86,100.0,2.9263396,43,277.30457878112793,0.61901337,100,4300,538.73157,10.0,438.9425,2.374467,90918,0.06740164,6.3617935,-112.07999217174851,,0.38239494
88.54811,395.9833,9.765625e-06,12.679338,0.10707308,1.1365964,[ 1.184 -0.328 -0.613  0.269 -0.8  ],1.5355554,-3.6394958,7.9147396,387746.22,19.87,100.0,2.361182,44,283.85185956954956,0.62354124,100,4400,523.97345,10.0,429.27536,2.2589965,92905,0.05601745,6.0649567,-111.82935564279661,,0.29902926
88.488556,394.57385,6.1035157e-06,10.7228565,0.030913642,1.1606085,[ 1.146 -0.353 -0.633  0.292 -0.795],1.6408932,-3.8783112,5.89211,454018.34,19.71,100.0,3.1773376,45,290.67512607574463,0.611843,100,4500,535.9465,10.0,433.61758,2.5060503,94876,0.06719998,6.83329,-111.73353066605736,,0.3674333
88.20298,410.98434,-1.4495849e-06,52.001633,0.005969217,1.6342136,[ 1.167 -0.347 -0.647  0.278 -0.807],5.8280377,-3.1522903,85.37456,5818646.5,19.33,100.0,22.206787,46,297.327116727829,0.63772064,100,4600,745.6888,10.0,596.91345,2.3222523,96809,0.13858923,6.530754,-111.53520115925934,,1.4243225
88.84912,372.342,-6.5612794e-06,18.763891,0.020608833,1.3392978,[ 1.301 -0.367 -0.666  0.275 -0.781],2.8231256,-3.8265152,10.137085,1179628.2,20.58,100.0,7.388773,47,304.38276195526123,0.6651592,100,4700,585.0181,10.0,463.04373,2.5943007,98867,0.08605986,6.575615,-112.51620325367826,,0.54396176
88.28987,405.9534,-6.866455e-06,51.098232,0.0017476587,1.4507917,[ 1.259 -0.376 -0.647  0.269 -0.754],5.520403,-3.9381561,96.483055,5467414.0,19.5,100.0,15.497937,48,310.432897567749,0.63806593,100,4800,668.659,10.0,483.82248,2.344435,100817,0.13458973,6.2743225,-111.3686994711865,,1.46107
88.005066,423.6172,-2.670288e-06,84.69773,2.1784475e-05,1.9146597,[ 1.226 -0.377 -0.61   0.231 -0.781],8.862682,-3.2159653,57.397797,10533328.0,18.93,100.0,28.108925,49,316.58314967155457,0.62793577,100,4900,837.92834,10.0,605.26685,2.1105607,102710,0.2215682,6.5171204,-111.23696791880832,,1.9917513
89.272766,356.38983,-7.6293944e-08,225.03511,0.005910472,2.3350859,[ 1.214 -0.405 -0.587  0.233 -0.791],14.310712,-4.1176605,365.12054,31224252.0,21.32,100.0,73.87674,50,323.7147135734558,0.67882323,100,5000,959.8054,10.0,661.6791,2.6286297,104842,0.439694,8.4642105,-113.04124790730832,,5.9987707
88.26685,399.65485,1.0070801e-05,4.2774425,0.067123264,1.085462,[ 1.272 -0.415 -0.631  0.26  -0.74 ],0.56807554,-3.4225922,1.865202,58779.633,19.41,100.0,1.2570975,51,330.68871235847473,0.6391367,100,5100,515.629,10.0,423.59848,2.4235709,106783,0.043581612,7.292061,-111.92168097199159,,0.21844631
88.78053,375.01807,-4.119873e-06,7.464417,0.028304122,1.1839235,[ 1.293 -0.417 -0.636  0.275 -0.78 ],1.2400208,-3.3551407,3.0466893,224012.84,20.45,100.0,2.4868875,52,337.4100160598755,0.6288749,100,5200,520.2062,10.0,424.23724,2.4472742,108828,0.055722207,6.9085083,-112.23746727626103,,0.2839782
87.62479,445.81268,-5.8746336e-06,9.052345,0.037511088,1.2963231,[ 1.312 -0.408 -0.651  0.278 -0.79 ],1.5256091,-3.4847412,14.136082,464945.22,18.2,100.0,3.1225019,53,343.6572482585907,0.6646775,100,5300,645.7934,10.0,536.5163,2.306111,110648,0.05776723,7.18425,-110.51718263883205,,0.35895744
88.50008,395.1779,-7.858276e-06,12.071926,0.28616837,1.1453043,[ 1.267 -0.434 -0.668  0.266 -0.754],0.6800346,-4.1185455,4.7644405,73705.76,19.76,100.0,1.2792889,54,350.0013117790222,0.63180465,100,5400,527.8549,10.0,441.97897,2.6503735,112624,0.045884717,6.0833817,-111.44132827709217,,0.22994454
88.66707,386.7998,-4.196167e-06,17.230673,0.025385762,1.2884736,[ 1.28  -0.425 -0.653  0.243 -0.787],1.8891041,-3.952385,14.905919,614007.2,20.21,100.0,2.2146177,55,357.0248351097107,0.62803304,100,5500,584.5831,10.0,480.5188,2.7205513,114645,0.068052724,6.826683,-111.9239832690312,,0.39281607
88.48808,393.98492,3.6621093e-06,5.0221763,0.28395778,1.077573,[ 1.29  -0.46  -0.687  0.277 -0.791],0.58253795,-4.2223816,2.3478746,59036.01,19.78,100.0,1.1930289,56,363.5944993495941,0.6336688,100,5600,498.62668,10.0,410.8143,2.2447503,116623,0.04524958,5.7018585,-111.61547298856411,,0.2264215
88.16457,412.9045,1.1444092e-06,5.7293997,0.043757774,1.0992295,[ 1.307 -0.479 -0.698  0.263 -0.785],1.0132376,-3.637001,4.1935315,194037.53,19.08,100.0,1.9374857,57,369.2651824951172,0.61631596,100,5700,527.3482,10.0,436.90005,2.4785562,118531,0.052520595,7.5421066,-111.12816345210891,,0.2793877
88.9117,379.04422,-9.994506e-06,9.014103,0.08008429,1.1958507,[ 1.283 -0.488 -0.698  0.286 -0.803],1.1468889,-4.277466,2.9792116,214224.75,20.43,100.0,1.9900143,58,375.39282727241516,0.60794115,100,5800,531.7436,10.0,430.7002,2.747863,120574,0.06264185,7.19355,-111.98174763526204,,0.3200976
88.764755,367.90036,-3.8146973e-07,22.542324,0.025451528,1.2162235,[ 1.295 -0.497 -0.685  0.297 -0.811],2.0074546,-3.7682037,11.880335,678753.06,20.43,100.0,3.5780365,59,381.639710187912,0.612791,100,5900,546.00885,10.0,423.08286,2.463227,122617,0.077158146,6.9953766,-112.18430773482417,,0.4461909
87.987076,426.75403,2.0599366e-06,81.340805,0.0075737485,2.0077813,[ 1.295 -0.467 -0.679  0.271 -0.806],5.7542763,-3.588646,437.07648,6743634.5,18.81,100.0,36.82113,60,387.4107391834259,0.6890993,100,6000,954.02527,10.0,741.21893,2.370247,124498,0.31999642,7.435852,-111.1828351344982,,5.4265265
88.5439,401.16895,-2.5177003e-06,80.422104,0.002231925,1.7975135,[ 1.229 -0.496 -0.706  0.321 -0.73 ],5.517227,-3.8551407,105.48607,6254952.0,19.81,100.0,7.7098413,61,394.60535192489624,0.68503743,100,6100,828.4811,10.0,663.8127,2.533136,126479,0.20349054,6.423546,-111.77347558213012,,2.512218
87.97708,417.757,4.5013426e-06,143.88312,0.00020994717,2.7392163,[ 1.201 -0.419 -0.636  0.293 -0.734],14.642591,-3.0625305,1031.4464,29810270.0,18.81,100.0,73.510086,62,401.93002462387085,0.62002,100,6200,1174.4539,10.0,828.3081,2.0748267,128360,0.43775767,6.5436707,-111.4526025269132,,9.114031
88.803825,374.21234,1.3046265e-05,17.248875,0.012449242,1.4873898,[ 1.256 -0.415 -0.675  0.333 -0.799],2.3739185,-3.728981,16.416176,916789.3,20.39,100.0,4.5433755,63,409.13567900657654,0.61621296,100,6300,653.20105,10.0,496.63242,2.6226897,130399,0.10236818,8.700325,-112.22842023849002,,0.6447732
87.83684,424.06595,-5.8746336e-06,446.93478,9.891194e-06,5.0421104,[ 1.249 -0.43  -0.669  0.365 -0.803],43.77671,-3.1153717,3567.7124,355392220.0,18.68,100.0,494.1159,64,415.7810504436493,0.5958294,100,6400,2270.0564,10.0,1397.637,2.1024213,132267,1.8360204,5.6035995,-111.49292404692497,,33.612026
88.05111,419.65805,2.0599366e-06,2.3823159,0.28365687,1.0613445,[ 1.305 -0.386 -0.68   0.352 -0.823],0.32053536,-3.4766617,1.3958358,21103.406,18.83,100.0,1.1656222,65,423.7142050266266,0.59239286,100,6500,521.46515,10.0,443.65628,2.1940892,134150,0.041247655,6.2509995,-111.05183717439976,,0.20927444
88.750305,389.12503,1.9836425e-06,3.38202,0.37606585,1.0720989,[ 1.305 -0.377 -0.676  0.337 -0.826],0.36553356,-3.487831,1.5601649,20290.63,20.33,100.0,1.1375694,66,429.4388608932495,0.5555205,100,6600,485.0565,10.0,413.28772,2.2724335,136183,0.043279257,5.6820297,-112.48723949504127,,0.21072164
88.65341,388.92752,-1.2054444e-05,4.6928654,0.11340308,1.0819627,[ 1.288 -0.365 -0.677  0.348 -0.864],0.55654675,-3.9752808,1.9022179,48572.805,20.02,100.0,1.2583008,67,435.79176330566406,0.5468727,100,6700,494.51898,10.0,409.08856,2.3069675,138185,0.04709511,6.16848,-112.14224528218615,,0.2335768
88.76846,368.06567,-1.3732911e-06,44.84637,0.0008700894,1.4997928,[ 1.282 -0.362 -0.676  0.369 -0.872],5.438936,-3.673462,58.462757,4741182.0,20.34,100.0,28.446922,68,442.36742639541626,0.53370064,100,6800,655.33887,10.0,471.5043,2.266991,140219,0.19289403,5.975403,-112.49746098925283,,1.7755822
88.787735,377.4954,8.392334e-07,5.34444,0.09628941,1.0704235,[ 1.213 -0.36  -0.649  0.372 -0.885],0.76513493,-3.5473557,1.8947828,95003.8,20.36,100.0,1.6680852,69,450.031658411026,0.538544,100,6900,485.41553,10.0,399.1917,2.3301501,142255,0.04879156,4.9940033,-112.54013198549772,,0.24077392
88.29866,412.23767,8.392334e-07,1612.489,9.742466e-07,15.629125,[ 1.222 -0.353 -0.658  0.37  -0.88 ],156.75166,-3.8206635,4552.967,3710082300.0,19.32,100.0,1304.5059,70,456.0395209789276,0.39403042,100,7000,6252.896,10.0,5276.1997,1.9021748,144187,4.1672125,5.41613,-111.63961807508883,,71.02925
88.862144,378.20233,3.0517579e-06,67.49582,0.003095128,1.7948052,[ 1.121 -0.359 -0.621  0.365 -1.025],7.026598,-3.6150665,120.26414,8053577.0,20.45,100.0,22.02973,71,463.523060798645,0.40677577,100,7100,775.35236,10.0,578.7068,1.9832034,146232,0.15856184,5.136673,-112.92843373623407,,1.7999964
88.27753,400.20013,3.8146973e-06,22.061394,0.030197455,1.2265671,[ 1.165 -0.349 -0.635  0.391 -1.012],2.2466066,-3.0865784,13.026883,979437.75,19.29,100.0,3.4096274,72,470.3677203655243,0.39925417,100,7200,583.07404,10.0,457.0182,1.8380306,148161,0.063637756,5.6414795,-112.08499049707918,,0.39275485
88.35139,411.25427,-4.8065185e-06,27.105844,0.004663996,1.3951715,[ 1.145 -0.351 -0.619  0.364 -1.02 ],3.6825387,-2.9394608,15.144914,2198086.2,19.34,100.0,9.92774,73,476.885493516922,0.39165005,100,7300,637.9901,10.0,496.23932,1.9968828,150095,0.10577967,5.5104294,-112.02130588130206,,0.72943026
88.62184,376.56717,-7.476807e-06,13.815348,0.0328507,1.2573721,[ 1.167 -0.337 -0.635  0.363 -1.027],1.9841888,-3.4304047,7.0026035,586571.56,20.11,100.0,4.493073,74,483.45716094970703,0.38069868,100,7400,568.2557,10.0,441.1876,2.059476,152106,0.07789508,5.756897,-112.56453317875476,,0.4410426
88.587746,389.36172,-3.967285e-06,37.60293,0.0023552175,1.5998487,[ 1.151 -0.344 -0.62   0.37  -1.038],5.3997045,-3.417511,62.95966,4332210.5,20.09,100.0,17.701838,75,490.19518184661865,0.38117772,100,7500,700.8349,10.0,524.46484,1.9495752,154115,0.1361108,4.931465,-112.7758179573363,,1.2223809
88.28744,407.77884,2.9754638e-06,305.83606,2.4048019e-05,3.3908846,[ 1.184 -0.33  -0.636  0.386 -1.038],24.013498,-3.0406036,3778.0103,109640056.0,19.34,100.0,90.27034,76,496.70973682403564,0.2766068,100,7600,1537.1034,10.0,1097.5541,1.9252808,156049,0.96590984,5.2201996,-112.0503068452767,,31.787588
88.033905,422.8744,4.196167e-06,43.14978,5.3565047e-05,1.4879738,[ 1.169 -0.278 -0.61   0.325 -1.142],5.2368026,-3.4420013,46.573513,5048623.0,18.83,100.0,24.771992,77,504.21396136283875,0.2555563,100,7700,702.02625,10.0,532.0205,2.2049966,157932,0.16385801,5.8339157,-111.35447689304034,,1.4724053
87.61922,437.05844,-9.994506e-06,41.111725,0.003987988,1.4066854,[ 1.216 -0.272 -0.627  0.327 -1.163],4.184201,-3.5659256,48.809067,3464577.0,18.22,100.0,10.645444,78,511.64981412887573,0.24977182,100,7800,690.881,10.0,550.94653,2.0697813,159754,0.10791735,5.9721527,-110.4524816087648,,0.89353526
87.662605,434.13034,1.0528564e-05,14.211423,0.018309474,1.3019418,[ 1.231 -0.236 -0.615  0.313 -1.169],1.6879383,-3.5203018,40.912758,586197.94,18.37,100.0,4.743349,79,518.2552618980408,0.24161743,100,7900,648.40454,10.0,532.44147,2.2363017,161591,0.08312648,5.970169,-110.73285491651231,,0.6640032
