ReturnMeanIW,EpisodesSoFar,InitialReturnMin,J_sample_variance,EpRewMean,MinIW,EpThisIter,StdIW,InitialReturnMean,TimeElapsed,StdD2w0t,MaxIW,MeanEntropy,ReturnStepMaxmin,InitialBound,Iteration,MaxD2w0t,ReturnStepMax,EmpiricalD2,TimestepsSoFar,Bound,InitialReturnStd,MeanD2w0t,Weights,EpLenMean,InitialReturnMax,MeanIW,MinD2w0t
-79.82875,1700,-95.76892,157.28928,-107.12226748293982,0.96561635,100,0.012615176,-80.06787,170.83266758918762,0.25073895,1.0366762,1.4207863,99.00002,-1860.4756,17,1.0004627,100.0,1.0001779,59737,-1860.3389,12.417946,0.06740523,[-0.818 -0.496 -0.473 -0.751  0.001],33.7,-45.868935,0.9968428,
-78.573364,1800,-95.74006,173.45891,-107.12671762183331,0.9762972,100,0.0071523497,-78.630554,181.19755125045776,0.25809735,1.0182079,1.420539,99.00001,-1925.023,18,1.0001072,100.0,1.0000514,63325,-1924.9946,13.193758,0.0717615,[-0.819 -0.496 -0.473 -0.751  0.002],35.88,-33.11936,0.9994295,
-79.98668,1900,-96.091644,153.55014,-108.4933774077318,0.95027864,100,0.018752808,-80.248405,189.19167828559875,0.25534204,1.0535206,1.420872,99.00009,-1799.0667,19,1.0006529,100.0,1.0003312,66830,-1798.931,12.372575,0.070108116,[-0.82  -0.496 -0.473 -0.751  0.002],35.05,-37.103832,0.9966175,
-78.49255,2000,-95.22288,208.33235,-107.30557439243772,0.96737826,100,0.01001909,-78.646385,199.299143075943,0.2593576,1.0370504,1.4215105,99.0,-1915.7876,20,1.0002687,100.0,1.0001292,70456,-1915.7114,14.362765,0.072524324,[-0.821 -0.497 -0.473 -0.751  0.002],36.26,-26.99289,0.99789095,
-75.84436,2100,-94.472984,163.68436,-107.50684852247423,0.9461457,100,0.015035459,-76.106384,209.44597268104553,0.2699877,1.0447863,1.4222972,99.000015,-1794.9246,21,1.0005869,100.0,1.0002213,74413,-1794.7864,12.603001,0.07915002,[-0.82  -0.496 -0.473 -0.751  0.003],39.57,-35.850334,0.99602264,
-79.03744,2200,-94.06763,167.55838,-108.66298705025667,0.9873803,100,0.0044897706,-79.07226,219.5237057209015,0.26288652,1.0174264,1.422509,99.00003,-1888.3269,22,1.0000492,100.0,1.0000243,78147,-1888.308,12.8890915,0.074680924,[-0.82  -0.496 -0.472 -0.751  0.003],37.34,-23.032652,0.99954015,
-78.46495,2300,-94.722046,121.39102,-108.43822263783748,0.95675564,100,0.010334923,-78.58905,228.87395095825195,0.26250526,1.021042,1.4217628,99.00005,-1895.2866,23,1.0001796,100.0,1.0000787,81869,-1895.2208,10.888477,0.07444331,[-0.82  -0.495 -0.472 -0.751  0.004],37.22,-46.94937,0.9981527,
-78.586006,2400,-95.58178,153.15434,-108.88818226243485,0.96036553,100,0.013175206,-78.87893,240.42314386367798,0.26483694,1.0343962,1.4207859,99.00001,-1961.2792,24,1.0004306,100.0,1.0001675,85663,-1961.1294,12.178795,0.0758876,[-0.82  -0.495 -0.472 -0.751  0.003],37.94,-26.855993,0.99551404,
-78.096466,2500,-95.43377,186.57684,-108.43526160242872,0.9661408,100,0.0090428265,-78.25584,250.43615126609802,0.26613656,1.0407566,1.4200064,99.00001,-1936.0751,25,1.0002925,100.0,1.0000726,89498,-1935.9873,13.60495,0.0767042,[-0.82  -0.495 -0.472 -0.75   0.002],38.35,-25.36803,0.9979511,
-78.859634,2600,-93.052864,134.1029,-107.8109196496623,0.94335127,100,0.016207157,-79.105225,261.1818833351135,0.2575829,1.0450648,1.4193679,99.0,-1803.739,26,1.0007687,100.0,1.0002598,93070,-1803.609,11.433359,0.07144762,[-0.819 -0.495 -0.471 -0.75   0.001],35.72,-43.539986,0.9968603,
-80.54999,2700,-94.78726,96.623726,-108.12943920739126,0.9596698,100,0.008285396,-80.65084,270.34243845939636,0.25082332,1.0161998,1.4184142,99.00001,-1787.4166,27,1.0001512,100.0,1.0000664,96443,-1787.362,9.735027,0.067462765,[-8.201e-01 -4.944e-01 -4.716e-01 -7.497e-01  3.735e-04],33.73,-54.15222,0.9985449,
-80.0179,2800,-94.78289,131.26733,-108.10177413748262,0.96017426,100,0.014385112,-80.22813,278.86432218551636,0.25378558,1.0351932,1.4176086,99.00012,-1873.5585,28,1.0003392,100.0,1.0001873,99902,-1873.4542,11.724054,0.06918566,[-8.203e-01 -4.940e-01 -4.715e-01 -7.495e-01 -5.221e-04],34.59,-39.564846,0.9979845,
-77.88931,2900,-95.39758,191.4901,-107.25622750465716,0.9625251,100,0.013074212,-78.06154,288.3770112991333,0.26215726,1.0405253,1.4176248,99.0,-1871.3918,29,1.0004011,100.0,1.0001705,103613,-1871.3043,13.708552,0.07422557,[-0.821 -0.494 -0.471 -0.749 -0.001],37.11,-21.938429,0.99739164,
-78.82464,3000,-95.93731,169.0596,-107.74383073273908,0.980164,100,0.0049945274,-78.89427,298.1095027923584,0.2594597,1.0121726,1.4179633,99.0,-1859.302,30,1.0001189,100.0,1.0000343,107242,-1859.2666,12.849655,0.07258211,[-0.82  -0.494 -0.472 -0.75  -0.001],36.29,-38.163628,0.99881476,
-76.69395,3100,-94.95401,161.53464,-107.5444843822176,0.96529144,100,0.0075511313,-76.75815,309.31115078926086,0.26879916,1.0152335,1.4176244,99.0,-1882.1648,31,1.0001459,100.0,1.0000672,111162,-1882.1315,12.571704,0.07840209,[-0.82  -0.495 -0.472 -0.749 -0.001],39.2,-45.043503,0.99901706,
-79.45367,3200,-95.13507,127.32722,-108.15115294483746,0.96277565,100,0.011576825,-79.67275,319.71943497657776,0.2565079,1.0315999,1.4165405,99.0,-1906.9314,32,1.0003443,100.0,1.0001224,114702,-1906.8198,11.14741,0.07080539,[-0.82  -0.495 -0.472 -0.75  -0.001],35.4,-41.262436,0.99714065,
-80.656456,3300,-96.021385,125.208275,-108.7637780584173,0.93526894,100,0.023004966,-81.26378,329.0562222003937,0.25109205,1.046179,1.4149276,99.0,-1827.8407,33,1.0009356,100.0,1.0005279,118081,-1827.5295,11.321835,0.06759809,[-0.82  -0.495 -0.472 -0.75  -0.002],33.79,-30.704374,0.9925094,
-78.62804,3400,-95.65069,150.79926,-107.85919717638147,0.9447822,100,0.015662864,-78.93976,339.3333692550659,0.2588832,1.0526605,1.4151521,99.00001,-1876.3865,34,1.0006249,100.0,1.0002922,121692,-1876.2246,12.20094,0.07222797,[-0.821 -0.495 -0.471 -0.75  -0.004],36.11,-40.55034,0.9958114,
-78.71864,3500,-94.64531,156.7364,-108.25997934266157,0.9657459,100,0.009667665,-78.84546,349.11914014816284,0.2614209,1.0327709,1.4149326,99.000015,-1825.4224,35,1.0002471,100.0,1.0001173,125381,-1825.3573,12.463989,0.07378421,[-0.822 -0.495 -0.471 -0.75  -0.004],36.89,-34.22576,0.9984572,
-78.84638,3600,-95.86863,175.83177,-107.92494651712381,0.9504425,100,0.01405649,-79.0725,359.2350833415985,0.25953844,1.0403578,1.4137226,99.00002,-1906.3312,36,1.0003415,100.0,1.0001631,129012,-1906.2075,12.920158,0.07262579,[-0.822 -0.495 -0.471 -0.749 -0.004],36.31,-38.575844,0.99633086,
-79.29736,3700,-96.05799,153.12038,-108.52045010032829,0.9831492,100,0.005240669,-79.36348,370.2120957374573,0.26054597,1.0144271,1.4140358,99.00009,-1896.061,37,1.0000778,100.0,1.0000378,132674,-1896.0278,12.333276,0.07324216,[-0.823 -0.495 -0.471 -0.749 -0.005],36.62,-36.124065,0.99915093,
-78.58439,3800,-94.79445,148.14185,-107.98373678801669,0.9825754,100,0.0056000375,-78.63304,380.9449555873871,0.26095894,1.0146221,1.4139762,99.00026,-1867.7532,38,1.0000883,100.0,1.0000277,136349,-1867.7279,12.13544,0.073501356,[-0.823 -0.495 -0.47  -0.749 -0.005],36.75,-28.969254,0.9992986,
-78.606476,3900,-94.65157,126.64311,-108.60663728306643,0.98488975,100,0.004752311,-78.653755,390.0666558742523,0.26282105,1.0177866,1.4139509,99.000145,-1912.5732,39,1.0000931,100.0,1.0000211,140081,-1912.5477,11.204101,0.07464078,[-0.823 -0.495 -0.471 -0.749 -0.005],37.32,-47.4282,0.999309,
-78.156715,4000,-94.54755,132.06908,-108.44274436333093,0.98178077,100,0.005275628,-78.20181,400.81684017181396,0.26548952,1.0130153,1.413516,99.0,-1941.3717,40,1.0000721,100.0,1.0000274,143896,-1941.3488,11.459022,0.07630105,[-0.823 -0.495 -0.47  -0.749 -0.005],38.15,-34.78466,0.9994313,
-80.45751,4100,-95.03772,124.66549,-108.61152119280072,0.9762405,100,0.009270258,-80.54917,410.0739116668701,0.25389847,1.0333173,1.4130579,99.00035,-1805.183,41,1.0001787,100.0,1.0001006,147359,-1805.1368,11.133432,0.069262736,[-0.823 -0.495 -0.47  -0.749 -0.005],34.63,-49.73984,0.9988808,
-78.27223,4200,-94.24739,150.2391,-108.36516987102654,0.9753497,100,0.008339234,-78.379524,419.4488904476166,0.26353538,1.0254561,1.4129744,99.00009,-1835.1849,42,1.000208,100.0,1.0000681,151113,-1835.1299,12.192405,0.07508325,[-0.823 -0.495 -0.47  -0.749 -0.006],37.54,-37.124348,0.9985422,
-77.246216,4300,-94.93854,141.99915,-107.61537314475518,0.9721848,100,0.009846785,-77.36582,429.00693464279175,0.26474538,1.0181259,1.4121308,99.00009,-1848.6556,43,1.0002005,100.0,1.0001116,154905,-1848.5957,11.754877,0.07584373,[-0.823 -0.495 -0.47  -0.749 -0.006],37.92,-37.999416,0.9980906,
-79.01985,4400,-94.5577,156.2706,-106.75503292844886,0.9881325,100,0.0038377333,-79.050545,437.72296929359436,0.25436345,1.0097952,1.4121997,99.00004,-1872.3809,44,1.0000415,100.0,1.000014,158382,-1872.365,12.434043,0.06954086,[-0.823 -0.495 -0.47  -0.749 -0.007],34.77,-39.916557,0.9995836,
-78.73036,4500,-95.58502,122.23807,-107.97124266693825,0.95312333,100,0.010258882,-78.95252,445.6226062774658,0.25863945,1.0283191,1.4121361,99.0,-1830.7029,45,1.0004505,100.0,1.0001407,161986,-1830.5896,10.932567,0.07208602,[-0.823 -0.495 -0.47  -0.749 -0.007],36.04,-44.71019,0.9968617,
-78.01164,4600,-93.870255,128.87996,-107.87138903971872,0.98055685,100,0.005637052,-78.0583,455.24630546569824,0.2630323,1.0160803,1.4117469,99.0,-1834.8638,46,1.0000788,100.0,1.0000393,165725,-1834.8405,11.3182535,0.07478152,[-0.824 -0.495 -0.47  -0.749 -0.007],37.39,-47.153458,0.99933034,
-77.90827,4700,-95.06107,139.46548,-108.25007117624989,0.9790596,100,0.0074160993,-78.00459,464.79770159721375,0.2653809,1.0205523,1.4121364,99.00001,-1935.8239,47,1.000157,100.0,1.0000767,169537,-1935.7754,11.713818,0.07624271,[-0.824 -0.495 -0.47  -0.749 -0.007],38.12,-41.589867,0.9986753,
-78.52301,4800,-95.507416,182.2042,-108.2682660956695,0.9455372,100,0.019844128,-78.8852,476.10369181632996,0.26164582,1.0687196,1.4114784,99.0,-1931.1157,48,1.0007063,100.0,1.0003898,173232,-1930.9319,13.151782,0.07391073,[-0.824 -0.494 -0.47  -0.748 -0.007],36.95,-5.018611,0.99481076,
-79.00804,4900,-94.26961,176.13942,-107.05442820140144,0.9669348,100,0.010036555,-79.259254,486.09821796417236,0.25435486,1.0341378,1.4116776,99.00001,-1876.706,49,1.0004207,100.0,1.0001428,176708,-1876.5819,13.277929,0.06952636,[-0.823 -0.494 -0.47  -0.749 -0.008],34.76,-37.994236,0.9967556,
-78.3844,5000,-94.709854,139.4763,-108.26057702222295,0.95952076,100,0.015911262,-78.68542,495.96318793296814,0.26169845,1.047091,1.4121374,99.0,-1884.092,50,1.00059,100.0,1.00029,180405,-1883.9369,11.69706,0.07394896,[-0.823 -0.494 -0.47  -0.748 -0.007],36.97,-43.167755,0.99594194,
-77.728455,5100,-95.411385,179.04211,-107.09424321817835,0.98428756,100,0.0042627957,-77.76124,506.43006134033203,0.2627713,1.0121248,1.4117689,99.000015,-1914.9025,51,1.0000591,100.0,1.0000248,184136,-1914.8857,13.317284,0.07462077,[-0.823 -0.493 -0.469 -0.747 -0.007],37.31,-32.91672,0.9996229,
-77.73868,5200,-95.76784,161.20465,-108.4369731846399,0.97987795,100,0.0069079963,-77.801704,514.8967361450195,0.26684707,1.0215021,1.4121163,99.00001,-1849.0916,52,1.0001224,100.0,1.0000467,187994,-1849.058,12.577072,0.07716178,[-0.824 -0.493 -0.469 -0.747 -0.007],38.58,-37.040268,0.998957,
-77.90221,5300,-93.82942,171.61809,-107.12291941789923,0.960882,100,0.014589053,-78.11988,525.1736435890198,0.26005337,1.044814,1.4125624,99.0,-1898.4161,53,1.0004414,100.0,1.0002584,191641,-1898.304,12.916003,0.07294607,[-0.824 -0.493 -0.469 -0.747 -0.007],36.47,-31.867226,0.9969091,
-77.57231,5400,-93.75198,206.47723,-107.12813108480026,0.97231966,100,0.008706991,-77.71462,536.2879581451416,0.26385948,1.028146,1.412633,99.0,-1894.4121,54,1.0003331,100.0,1.0000869,195405,-1894.3407,14.358058,0.07528401,[-0.822 -0.492 -0.469 -0.747 -0.006],37.64,-20.944881,0.99831593,
-78.569496,5500,-94.631226,152.04053,-106.7722348174128,0.9559939,100,0.0148699675,-78.75639,546.5087959766388,0.25543252,1.0328138,1.4120811,99.0,-1814.6183,55,1.0004057,100.0,1.0002007,198913,-1814.5212,12.328417,0.07016539,[-0.822 -0.493 -0.469 -0.748 -0.006],35.08,-46.914543,0.9976917,
-78.84327,5600,-96.69168,126.51051,-108.67029842667678,0.97559106,100,0.0074916277,-78.93411,557.3168680667877,0.26152498,1.0249581,1.4115793,99.0,-1785.6998,56,1.0002393,100.0,1.0000589,202605,-1785.647,11.061263,0.07384276,[-0.823 -0.493 -0.469 -0.747 -0.007],36.92,-50.112114,0.99855554,
-79.430214,5700,-94.992516,120.53779,-109.44042723484998,0.9678993,100,0.008493872,-79.52191,567.5098507404327,0.2620042,1.021541,1.4115583,99.0002,-1892.5396,57,1.0001594,100.0,1.0000919,206312,-1892.4937,10.865394,0.074142665,[-0.824 -0.493 -0.469 -0.747 -0.007],37.07,-52.543324,0.99869466,
-77.06309,5800,-95.71297,174.85643,-108.26328628232498,0.9665905,100,0.010316333,-77.208206,575.0961289405823,0.2692315,1.0289127,1.4115597,99.000084,-1893.9058,58,1.0004369,100.0,1.0001583,210245,-1893.8292,13.1326065,0.078664504,[-0.824 -0.493 -0.469 -0.747 -0.007],39.33,-34.115265,0.9978447,
-78.06801,5900,-95.67772,140.7482,-107.97344937506854,0.9751024,100,0.009220814,-78.23003,583.3469672203064,0.26305255,1.0226675,1.4107656,99.00028,-1835.0354,59,1.0002787,100.0,1.0001159,213984,-1834.953,11.816063,0.07478539,[-0.822 -0.493 -0.469 -0.748 -0.007],37.39,-37.981804,0.99781936,
-78.77045,6000,-95.97901,156.32393,-108.79352694778794,0.9790995,100,0.0056007537,-78.84179,595.0894651412964,0.26362225,1.022138,1.4110259,99.00001,-1922.2178,60,1.0001355,100.0,1.0000349,217741,-1922.1748,12.356375,0.0751416,[-0.823 -0.493 -0.469 -0.748 -0.008],37.57,-38.919918,0.99896306,
-80.06474,6100,-97.1183,135.82729,-107.85592086606876,0.9543991,100,0.0091720065,-80.2056,605.3381156921387,0.25296044,1.0206974,1.410268,99.000015,-1816.0675,61,1.0001994,100.0,1.0000825,221176,-1815.9812,11.541096,0.06870337,[-0.824 -0.493 -0.469 -0.748 -0.008],34.35,-45.853592,0.99809897,
-79.227,6200,-94.41396,119.85242,-108.07935509039058,0.95999247,100,0.016124781,-79.46318,615.2066445350647,0.2569103,1.0477456,1.4101632,99.00001,-1815.3251,62,1.0004472,100.0,1.0002756,224728,-1815.2039,10.860837,0.07104708,[-0.822 -0.492 -0.469 -0.747 -0.009],35.52,-47.39506,0.99685514,
-76.59206,6300,-93.87056,174.75934,-106.95006971792846,0.9725907,100,0.0073875114,-76.713585,624.6509222984314,0.2671693,1.0212605,1.4100658,99.0,-1885.9683,63,1.0002836,100.0,1.000065,228596,-1885.898,13.158962,0.07736375,[-0.823 -0.493 -0.469 -0.747 -0.009],38.68,-37.471,0.9985017,
-78.57966,6400,-95.351875,174.66434,-107.32542691568358,0.95183754,100,0.012528741,-78.700714,635.1968331336975,0.257965,1.0312328,1.4096266,99.00014,-1791.5642,64,1.0003674,100.0,1.000137,232180,-1791.5006,13.182538,0.07168365,[-0.822 -0.493 -0.468 -0.748 -0.009],35.84,-37.135433,0.99851775,
-78.37316,6500,-95.29747,141.9587,-107.79582325091546,0.9778865,100,0.0067545273,-78.43091,646.703723192215,0.26075786,1.0212003,1.4092666,99.00001,-1854.3318,65,1.0001239,100.0,1.0000409,235849,-1854.3032,11.78659,0.073381774,[-0.823 -0.493 -0.468 -0.747 -0.009],36.69,-46.48095,0.9990114,
-77.82244,6600,-94.3428,165.85419,-108.37540520864572,0.9541031,100,0.014437372,-78.16735,657.3365890979767,0.26537707,1.0403066,1.4082248,99.00003,-1887.422,66,1.0006722,100.0,1.0002035,239660,-1887.2473,12.727161,0.07623018,[-0.823 -0.492 -0.468 -0.747 -0.01 ],38.11,-21.251078,0.9953721,
-77.86021,6700,-96.986664,160.51884,-108.22689990865791,0.9787693,100,0.007178354,-77.95657,666.1817615032196,0.2656449,1.0248346,1.4077486,99.000015,-1875.4033,67,1.0001785,100.0,1.0000539,243480,-1875.3497,12.610672,0.07640295,[-0.823 -0.491 -0.467 -0.746 -0.011],38.2,-31.607597,0.9986973,
-79.90374,6800,-95.36251,125.06686,-107.49188318612913,0.9531547,100,0.0102723725,-80.02103,676.7790501117706,0.25209352,1.0189995,1.4073119,99.00006,-1877.4678,68,1.0003626,100.0,1.0000792,246890,-1877.4054,11.071011,0.06820329,[-0.822 -0.491 -0.467 -0.746 -0.011],34.1,-37.27336,0.99828553,
-78.52123,6900,-95.159645,156.39682,-108.1579030479807,0.9517317,100,0.015085879,-78.73168,688.0741429328918,0.26172584,1.036326,1.4081814,99.00011,-1859.1394,69,1.00036,100.0,1.0001982,250588,-1859.03,12.273177,0.07396644,[-0.823 -0.491 -0.467 -0.746 -0.012],36.98,-36.91968,0.99650455,
-79.85989,7000,-94.55794,115.80698,-108.03781160469117,0.969454,100,0.0074538784,-79.91971,697.8641178607941,0.25454968,1.0216265,1.4078617,99.04908,-1792.7832,70,1.0001514,100.0,1.0000402,254070,-1792.7512,10.774103,0.069641836,[-0.823 -0.491 -0.468 -0.746 -0.011],34.82,-53.930187,0.99937767,
-80.170265,7100,-95.4111,104.25496,-108.64332715571844,0.94907963,100,0.012966362,-80.38725,710.3912255764008,0.25435483,1.038578,1.4075946,99.00001,-1842.1323,71,1.0004593,100.0,1.0001434,257546,-1842.0176,10.087871,0.06952655,[-0.823 -0.491 -0.468 -0.747 -0.011],34.76,-58.353294,0.99705654,
-78.27568,7200,-95.9978,130.36116,-108.6700805349579,0.9879656,100,0.0044376925,-78.31003,723.2018029689789,0.265027,1.0144297,1.4080911,99.00001,-1808.6239,72,1.0000584,100.0,1.0000265,261347,-1808.6057,11.394116,0.07602111,[-0.824 -0.491 -0.468 -0.747 -0.011],38.01,-49.2039,0.99955624,
-80.29019,7300,-96.94133,146.44757,-107.3529615155262,0.97091067,100,0.007875806,-80.35611,733.3403322696686,0.24986011,1.0234038,1.4082263,99.000015,-1832.1064,73,1.0001177,100.0,1.0000618,264692,-1832.0721,11.953037,0.06690182,[-0.824 -0.491 -0.468 -0.747 -0.011],33.45,-39.66839,0.99896765,
-80.81667,7400,-95.51202,139.70349,-107.47327819926561,0.9833124,100,0.0057839965,-80.85674,741.4199783802032,0.24822341,1.0146903,1.4081166,99.0,-1827.4336,74,1.0000911,100.0,1.000035,267990,-1827.414,11.736914,0.06596097,[-0.824 -0.491 -0.468 -0.747 -0.011],32.98,-37.92337,0.99939966,
-80.259735,7500,-95.18985,130.75531,-108.50724423749942,0.9771124,100,0.0062083905,-80.32466,750.6161897182465,0.25467727,1.0172445,1.4076755,99.00001,-1851.6145,75,1.0001286,100.0,1.000037,271476,-1851.5793,11.463713,0.0697215,[-0.823 -0.491 -0.468 -0.747 -0.011],34.86,-47.05315,0.9993027,
-79.33403,7600,-95.78961,165.37416,-106.57633812753717,0.95668936,100,0.013214717,-79.628365,761.5494477748871,0.25067717,1.0429028,1.4083098,99.0,-1836.4338,76,1.0005844,100.0,1.0002155,274844,-1836.2852,12.7871475,0.067368224,[-0.823 -0.492 -0.468 -0.747 -0.011],33.68,-38.3564,0.99606663,
-78.23329,7700,-95.3241,156.68884,-107.25884975070204,0.9636898,100,0.014096528,-78.45416,771.072587966919,0.2592383,1.0385133,1.4078395,99.00001,-1883.8607,77,1.0003692,100.0,1.0002065,278466,-1883.7468,12.527252,0.072446205,[-0.823 -0.492 -0.469 -0.748 -0.011],36.22,-35.3821,0.9972253,
-77.8645,7800,-94.74623,149.2884,-108.1740823448476,0.9608609,100,0.013924469,-78.09109,782.0680658817291,0.26373556,1.03549,1.4072195,99.0,-1875.5378,78,1.0004277,100.0,1.0002762,282226,-1875.4254,12.036398,0.07520792,[-0.824 -0.492 -0.469 -0.747 -0.011],37.6,-20.37141,0.9968842,
-79.57666,7900,-95.188255,126.86615,-108.00358133921878,0.96346843,100,0.009051683,-79.7042,792.6711013317108,0.25569823,1.0185632,1.4073122,99.00044,-1767.2764,79,1.0004075,100.0,1.0000966,285742,-1767.2056,11.106957,0.070324235,[-0.823 -0.492 -0.469 -0.748 -0.012],35.16,-46.025566,0.99801546,
-80.811005,8000,-96.05448,123.47118,-108.94743345984435,0.9839413,100,0.004346159,-80.86581,802.0407128334045,0.25420505,1.0143491,1.4076746,99.000015,-1921.1588,80,1.0000798,100.0,1.0000237,289214,-1921.1295,11.119916,0.06944123,[-0.824 -0.492 -0.47  -0.747 -0.012],34.72,-41.00122,0.9994257,
