Weights,EpThisIter,MinIW,MeanEntropy,MeanIW,Iteration,Bound,InitialBound,ReturnStepMaxmin,EpRewMean,MinD2w0t,StdIW,EntropyCoefficient,EpisodesSoFar,EpLenMean,ReturnMeanIW,TimestepsSoFar,MaxD2w0t,InitialReturnMin,ReturnStepMax,J_sample_variance,TimeElapsed,EmpiricalD2,MeanD2w0t,InitialReturnStd,InitialReturnMax,MaxIW,InitialReturnMean,StdD2w0t
[ 0.454  0.613  0.192  0.674 -1.261],100,0.41102093,0.14425285,1.0330591,324,217.93286,206.56311,88.52219,-114.8355460328225,,0.163807,,32400,20.01,488.88498,623215,1.0899768,-2.8227386,100.0,4940.0664,4035.9440841674805,1.0279992,0.04055509,1.0304576,1.866005,1.5691319,-1.2207031e-06,0.19865395
[ 0.453  0.611  0.194  0.675 -1.275],100,0.10031176,0.13782631,1.1063328,325,244.73224,220.19882,88.04317,-113.47033378272263,,0.7733137,,32500,18.98,546.04047,625113,2.266,-2.616249,100.0,121636.73,4048.373400449753,1.483246,0.042981215,0.99382275,3.1423187,5.4307413,-1.1444092e-06,0.21943416
[ 0.456  0.622  0.191  0.682 -1.281],100,0.5427059,0.1336651,1.0190378,326,179.02734,173.75262,88.72012,-115.33663005424638,,0.18559523,,32600,20.45,471.63742,627158,1.1502626,-2.3771439,100.0,6362.3423,4062.2739663124084,1.0368463,0.041526865,0.99306744,3.394249,1.6619608,7.171631e-06,0.20114227
[ 0.456  0.618  0.19   0.675 -1.285],100,0.48588982,0.13528217,1.0161142,327,261.93903,258.92853,87.806,-113.28218911681098,,0.21793765,,32700,18.58,516.74133,629016,1.1358695,-2.5285645,100.0,9074.47,4075.6981201171875,1.0354596,0.037781622,1.0971799,2.800644,2.2756395,-5.41687e-06,0.19237193
[ 0.459  0.615  0.193  0.679 -1.284],100,0.10629996,0.14212458,1.1433647,328,264.63815,226.93182,88.24133,-113.88261893020989,,1.002177,,32800,19.37,553.8129,630953,3.2947848,-2.0783234,100.0,189934.42,4088.955803871155,1.8320627,0.045413595,0.9207747,2.656601,6.9123135,-4.348755e-06,0.23275417
[ 0.438  0.608  0.194  0.67  -1.277],100,0.1936378,0.14663415,1.0805464,329,260.8839,243.86081,88.18837,-113.92314344792821,,0.6369011,,32900,19.29,527.62305,632882,1.9997201,-2.5705566,100.0,82982.4,4100.72249174118,1.2493165,0.043599997,0.94607985,2.7591782,5.2712107,4.348755e-06,0.21930888
[ 0.436  0.606  0.194  0.686 -1.272],100,0.25631157,0.14855959,1.0796201,330,228.36847,203.95465,88.76274,-115.4628031385829,,0.44521958,,33000,20.55,493.77307,634937,1.774741,-2.5713577,100.0,32189.783,4112.925197601318,1.2045082,0.043613385,1.074053,2.8946762,2.941338,8.010864e-06,0.21134047
[ 0.419  0.605  0.191  0.676 -1.27 ],100,0.2846074,0.1420985,1.0502933,331,247.08055,235.02621,88.447296,-114.54509695785497,,0.39779037,,33100,19.83,498.9592,636920,1.4212161,-2.5445251,100.0,29031.844,4124.922634363174,1.1507497,0.041791666,0.9023536,2.371994,4.0346565,-1.27410885e-05,0.20617475
[ 0.428  0.608  0.187  0.678 -1.277],100,0.27393344,0.13720688,1.0447625,332,239.18225,228.82971,88.19736,-114.19057800080604,,0.44822213,,33200,19.35,508.72076,638855,1.333528,-2.677803,100.0,38383.03,4136.120565652847,1.1678517,0.040672503,1.0256511,3.16259,3.4184952,-6.408691e-06,0.20309189
[ 0.43   0.614  0.191  0.681 -1.282],100,0.3353542,0.124596044,1.0824157,333,236.02292,212.51132,88.593445,-114.92098052231975,,0.38487452,,33300,20.15,504.07477,640870,1.3441616,-2.4342804,100.0,24995.162,4148.000811576843,1.1440774,0.042419855,1.1498914,3.163765,2.326028,2.1362305e-06,0.20733248
[ 0.432  0.619  0.192  0.677 -1.294],100,0.07096487,0.10783426,1.389019,334,320.2356,232.84534,88.49068,-114.69041249989691,,1.7146271,,33400,19.93,649.8454,642863,12.01544,-2.6957245,100.0,564667.9,4161.834313154221,2.3406782,0.066042796,1.102677,3.0605087,14.243671,3.6621093e-06,0.3704297
[ 0.432  0.61   0.204  0.657 -1.311],100,0.033697344,0.099891834,1.196461,335,278.06912,229.09573,88.37016,-114.2050493844427,,1.6434647,,33500,19.64,574.22766,644827,11.824228,-2.3840485,100.0,529705.1,4173.944540023804,2.2165651,0.05219408,1.008828,2.9291992,15.721953,-1.1444092e-06,0.2940727
[ 0.438  0.621  0.214  0.677 -1.319],100,0.0002913944,0.06896521,3.8636777,336,852.84296,246.63065,88.21918,-113.7438639639882,,19.08356,,33600,19.31,1698.497,646758,114.63909,-2.6632462,100.0,63669388.0,4187.949203491211,50.52732,0.26182827,1.0001926,1.9302826,164.12117,8.239746e-06,3.1307056
[ 0.462  0.646  0.224  0.684 -1.35 ],100,0.35158587,0.07301515,1.0562364,337,264.02505,247.89784,88.03113,-113.46495665032877,,0.35221434,,33700,18.96,523.97406,648654,1.386403,-2.6254654,100.0,26807.707,4202.072279691696,1.1158926,0.040454432,1.1145966,2.619835,2.8745427,-2.822876e-06,0.20415515
[ 0.465  0.642  0.224  0.67  -1.346],100,0.018656295,0.074569,1.5872253,338,323.0019,215.09225,88.232124,-114.0445320941898,,4.0399256,,33800,19.4,739.01404,650594,9.614925,-2.4479752,100.0,2886425.5,4214.166213989258,6.8155556,0.0755273,1.1478236,2.9559708,32.77167,-1.3732911e-06,0.4867356
[ 0.484  0.66   0.225  0.672 -1.344],100,0.008623679,0.08892323,2.338051,339,435.19342,203.73297,88.61328,-114.72119557171851,,11.5304575,,33900,20.15,998.5817,652609,106.2494,-2.6216888,100.0,18834902.0,4228.118838071823,19.854643,0.13871543,1.1434885,2.9731903,253.95645,-2.2888185e-06,1.6641624
[ 0.494  0.686  0.231  0.687 -1.33 ],100,0.06732812,0.090575315,1.1058925,340,286.05588,257.16296,87.92706,-113.00275772449629,,0.7619731,,34000,18.72,552.5098,654481,2.932764,-2.3787384,100.0,118843.85,4242.465557575226,1.5085968,0.04254459,1.1240829,2.966713,5.927459,1.1367798e-05,0.21996373
[ 0.502  0.693  0.237  0.699 -1.328],100,0.46648452,0.083614476,1.0481856,341,279.97604,263.92853,88.00116,-113.5690057554482,,0.2252484,,34100,18.93,522.132,656374,1.2065794,-2.624115,100.0,10822.358,4256.001019954681,1.0578007,0.03919276,1.0567957,2.3609695,2.5285747,-4.577637e-06,0.19767302
[ 0.49   0.699  0.235  0.693 -1.335],100,0.11959259,0.09953694,1.2082516,342,276.96027,221.00024,88.27313,-113.51612152300467,,1.2012146,,34200,19.36,577.17505,658310,4.3913636,-3.1032333,100.0,254278.48,4268.255018949509,2.042248,0.04727968,1.1598083,2.4955444,7.1165223,2.1362305e-06,0.24686918
[ 0.468  0.693  0.23   0.681 -1.319],100,0.20273027,0.091905504,1.0999541,343,278.0117,252.08127,88.10689,-113.698112104756,,0.7468435,,34300,19.12,540.24817,660222,2.400837,-2.8366394,100.0,116362.98,4281.214927434921,1.3244187,0.044323508,1.2337157,3.1077805,5.808013,-6.027222e-06,0.22450605
[ 0.465  0.698  0.233  0.702 -1.327],100,0.0032667476,0.1001452,3.5519476,344,1006.8064,224.6025,88.4695,-114.36917105783856,,23.617002,,34400,19.89,1565.5809,662211,1047.4296,-2.7838135,100.0,99567990.0,4296.055075407028,30.427284,0.2414849,1.232946,2.8011703,249.66539,-2.1362305e-06,8.902529
[ 0.469  0.714  0.241  0.749 -1.319],100,0.3491797,0.1039947,1.0508672,345,237.3471,225.77267,88.55545,-114.44545341178765,,0.39712623,,34500,20.0,493.74515,664211,1.450738,-3.0762558,100.0,27400.44,4308.827093601227,1.1361356,0.041813955,1.1393427,3.4992752,2.752943,1.197815e-05,0.20524871
[ 0.471  0.708  0.245  0.752 -1.315],100,0.0001765902,0.11796167,7.582137,346,1574.3109,230.83783,88.19504,-113.8589110090551,,70.96352,,34600,19.29,3071.23,666140,29871.008,-2.821762,100.0,745970370.0,4320.260503053665,563.0264,1.8018875,1.17116,3.3156967,733.8221,7.171631e-06,143.85358
[ 0.451  0.673  0.241  0.721 -1.301],100,0.14123431,0.112679355,1.0622631,347,266.47165,252.3529,88.23488,-114.00406852428873,,0.545533,,34700,19.38,515.30286,668078,1.5531366,-2.8037872,100.0,56497.39,4334.0142250061035,1.2699001,0.04163701,1.1962978,3.0013733,3.1296349,-1.5258789e-07,0.2083164
[ 0.445  0.666  0.236  0.717 -1.306],100,0.0014478537,0.106087975,2.3334708,348,537.7483,256.90543,87.92894,-113.22657183671726,,9.354548,,34800,18.76,1106.4291,669954,67.19112,-2.3365097,100.0,17415670.0,4346.489858865738,8.525215,0.12970765,1.0771934,2.6043167,106.58858,4.348755e-06,1.2980657
[ 0.453  0.678  0.236  0.684 -1.313],100,0.0026215643,0.10249032,2.5935376,349,506.61176,256.72995,87.90121,-113.23012795214741,,13.940889,,34900,18.9,1152.0703,671844,115.65298,-2.918396,100.0,29637984.0,4362.298192977905,27.576738,0.17710374,1.1788889,3.4271164,140.17125,4.7302246e-06,2.0133119
[ 0.496  0.684  0.257  0.692 -1.316],100,0.27965885,0.097858876,1.0531386,350,259.03683,246.2865,88.09326,-113.70012243440999,,0.520391,,35000,19.11,519.6629,673755,1.6310391,-2.6295547,100.0,54896.21,4374.814581394196,1.2056572,0.0408314,1.12923,2.7432709,4.188577,5.340576e-06,0.20554823
[ 0.5    0.691  0.254  0.699 -1.321],100,0.45165834,0.08916407,1.0627058,351,239.17776,220.15271,88.3495,-113.8253027282524,,0.35521778,,35100,19.54,511.9484,675709,1.534015,-2.1216965,100.0,26040.166,4386.309260845184,1.0966684,0.041221593,1.0667721,2.1751328,3.617296,1.0681152e-06,0.20474423
[ 0.487  0.697  0.249  0.69  -1.33 ],100,0.005474956,0.08869948,1.7781478,352,330.7702,209.14203,88.26395,-113.95712711966256,,5.744827,,35200,19.42,820.5608,677651,20.370323,-2.5498886,100.0,5738553.5,4400.2950003147125,7.2271657,0.09395668,1.1457031,2.055458,53.367245,4.5776366e-07,0.671223
[ 0.491  0.716  0.257  0.683 -1.33 ],100,0.31061453,0.08574073,1.0641928,353,258.36154,241.36057,88.24362,-113.68413684257463,,0.37518185,,35300,19.34,517.7015,679585,1.343116,-2.5832825,100.0,29912.113,4413.489020586014,1.1316733,0.0417925,1.1765211,2.3253784,2.797311,2.2125244e-06,0.20889483
[ 0.491  0.713  0.258  0.671 -1.333],100,0.12019172,0.09479917,1.180853,354,286.53345,237.20068,88.07489,-113.3109473325752,,1.0458258,,35400,19.17,575.3233,681502,2.4803414,-2.8480072,100.0,209935.1,4424.734068870544,1.8792342,0.04594769,1.3320358,4.3535843,8.588688,-5.340576e-07,0.23633024
[ 0.509  0.719  0.261  0.669 -1.324],100,0.10937508,0.09758226,1.0716019,355,253.48788,237.30812,88.1855,-113.51471511087807,,0.5943159,,35500,19.32,520.2385,683434,2.1961763,-2.735382,100.0,69400.62,4436.134539365768,1.3106912,0.042890336,1.139621,2.742485,3.819974,-1.6021728e-06,0.21576497
[ 0.504  0.731  0.263  0.686 -1.321],100,0.36339137,0.09605632,1.0264834,356,244.99506,237.92838,87.94337,-112.69145079513517,,0.27541053,,35600,18.78,511.86398,685312,1.205066,-2.4738922,100.0,14743.313,4449.042561531067,1.0827087,0.038393512,1.0608518,2.5251389,1.8965931,-1.7318725e-05,0.1944263
[ 0.509  0.734  0.265  0.69  -1.323],100,0.25042728,0.09911852,1.0661281,357,243.60803,225.4711,88.12182,-113.35850981777982,,0.37979165,,35700,19.29,518.59894,687241,1.438545,-2.7469635,100.0,28707.14,4460.64369058609,1.1582355,0.04119875,1.1504254,3.1671753,2.5412111,5.1116945e-06,0.20612784
[ 0.505  0.73   0.262  0.694 -1.32 ],100,0.37570482,0.099489704,1.0324742,358,207.9025,199.42148,88.52476,-114.81420172779984,,0.35887975,,35800,20.38,477.6398,689279,1.1738751,-3.0284805,100.0,20389.516,4471.682688951492,1.1327232,0.041992765,1.2798249,3.0271454,2.1986573,7.2479247e-06,0.20389293
[ 0.5    0.726  0.261  0.694 -1.319],100,0.18571846,0.09467457,1.2059332,359,253.23856,215.42343,88.50597,-114.42313411197054,,0.9411512,,35900,19.91,556.73883,691270,2.510762,-2.6540298,100.0,143095.67,4483.164784669876,1.3483523,0.045520738,1.2935523,3.807846,7.89525,2.2888185e-06,0.22746617
[ 0.498  0.731  0.254  0.684 -1.324],100,0.66737366,0.09924322,1.0238552,360,235.30817,227.49176,88.2311,-113.78577270948323,,0.19058761,,36000,19.45,496.20242,693215,1.1072063,-2.7389374,100.0,7521.679,4494.994223356247,1.0344104,0.039677624,1.2920498,2.964653,2.0618322,6.8664554e-07,0.19727516
[ 0.506  0.727  0.254  0.677 -1.32 ],100,0.31659544,0.09444207,1.0982245,361,276.48383,242.56387,88.032684,-113.15093528210797,,0.43438387,,36100,18.91,548.1995,695106,2.3327575,-2.2167816,100.0,38489.344,4508.050688028336,1.2363437,0.042164046,1.1482446,2.3176804,3.0920892,3.6621093e-06,0.21416593
[ 0.501  0.726  0.25   0.66  -1.324],100,0.059298404,0.08601239,1.161878,362,302.4793,266.50757,87.92664,-113.0272010167042,,1.1105285,,36200,18.77,576.6914,696983,3.6588411,-2.3069992,100.0,250480.77,4519.762893676758,1.7029431,0.046142504,1.0839958,2.8337631,7.5073495,-3.5095215e-06,0.24213377
[ 0.491  0.74   0.259  0.674 -1.333],100,0.37614304,0.07763754,1.0825124,363,267.6081,242.23318,88.18577,-113.67828677429401,,0.39122754,,36300,19.45,521.4459,698928,1.3348235,-2.9819794,100.0,28668.812,4530.476752758026,1.1720303,0.041360013,1.4556931,4.229805,2.544817,-1.1825561e-05,0.20598699
[ 0.485  0.737  0.254  0.676 -1.341],100,0.06517841,0.07892167,1.2534283,364,341.72382,260.4741,87.81151,-112.75660565968181,,1.2425808,,36400,18.58,628.42035,700786,10.751638,-3.14003,100.0,326911.12,4541.918944120407,2.3480537,0.050095934,1.25299,3.8317947,13.643297,-9.155273e-07,0.29166007
[ 0.496  0.747  0.259  0.696 -1.34 ],100,0.52873594,0.0788425,1.016057,365,264.9411,259.685,87.803665,-112.38920420982508,,0.18291935,,36500,18.43,518.19965,702629,1.0839747,-2.677063,100.0,7214.478,4553.770282268524,1.0429627,0.037407618,1.2397006,3.9775162,1.6391011,7.6293946e-07,0.19125213
[ 0.494  0.751  0.261  0.698 -1.34 ],100,0.008659199,0.07239181,1.7835337,366,324.0304,209.36136,88.315346,-113.67145946951639,,5.47329,,36600,19.59,812.8803,704588,30.53623,-2.9621048,100.0,5170091.5,4565.696858882904,7.419506,0.093056224,1.4586124,5.096222,45.991535,-1.3732911e-06,0.6812807
[ 0.527  0.758  0.27   0.687 -1.347],100,0.2799965,0.06611885,1.0572965,367,294.93118,279.70413,87.16503,-112.07582841462869,,0.44004864,,36700,18.02,548.1632,706390,1.3324747,-2.7433014,100.0,41103.945,4579.087881803513,1.1701965,0.038270928,1.3355488,4.590782,3.0856633,-3.2806397e-06,0.19832155
[ 0.53   0.762  0.274  0.685 -1.353],100,0.46134168,0.06669729,1.0444155,368,233.93552,222.70013,88.07558,-113.3496607707571,,0.2952553,,36800,19.18,511.8887,708308,1.1823827,-2.7516632,100.0,17650.092,4591.798298120499,1.0764351,0.039844844,1.2627398,3.986374,2.236845,-6.866455e-06,0.19956884
[ 0.526  0.762  0.269  0.684 -1.352],100,0.10789751,0.066039145,1.157829,369,263.18765,245.09273,88.04028,-113.17383006684122,,1.3605995,,36900,19.01,559.9369,710209,2.8839703,-2.8265991,100.0,341475.2,4603.111356258392,2.0720148,0.048677873,1.1542841,2.4356995,9.499193,3.8146973e-06,0.25586388
[ 0.533  0.772  0.274  0.683 -1.353],100,0.42219025,0.06541535,1.02328,370,235.07437,228.99585,87.67097,-112.73847028289832,,0.28562102,,37000,18.93,506.90335,712102,1.1490755,-2.5621185,100.0,16806.809,4615.502413749695,1.074785,0.03878973,1.2072163,2.6177063,1.9139795,-4.7302246e-06,0.19560619
[ 0.522  0.773  0.271  0.682 -1.354],100,0.2086295,0.06127832,1.0676341,371,291.24847,270.3903,87.629364,-112.2725281209592,,0.47019523,,37100,18.33,544.206,713935,1.5329734,-3.028366,100.0,46867.79,4625.402369737625,1.2127548,0.038990527,1.189295,2.09021,2.6344802,1.9073486e-06,0.2004147
[ 0.535  0.774  0.276  0.685 -1.358],100,0.4296257,0.057251256,1.081611,372,320.99643,293.75336,87.23247,-111.77979722581941,,0.45420593,,37200,17.51,579.99023,715686,1.4880354,-2.3312073,100.0,46375.516,4637.3059186935425,1.2270268,0.037537474,1.2519222,2.926796,3.0472178,2.1362305e-06,0.19766118
[ 0.536  0.782  0.275  0.681 -1.362],100,0.39004242,0.056074515,1.0590729,373,279.21405,261.47003,87.64336,-112.84098072603923,,0.34911007,,37300,18.76,530.2396,717562,1.5986427,-3.23777,100.0,24767.99,4649.509584903717,1.1502998,0.040052872,1.2305528,2.5563507,2.3476892,3.0517579e-06,0.2034399
[ 0.534  0.779  0.274  0.689 -1.363],100,0.0098232245,0.0692706,1.5740597,374,434.35965,278.84317,87.365204,-112.36386649753223,,3.4831796,,37400,18.15,789.12665,719377,57.106453,-3.1835709,100.0,2703393.8,4661.554012060165,6.2796917,0.07359769,1.2451433,2.5337753,37.851074,2.0599366e-06,0.71412516
[ 0.517  0.767  0.264  0.67  -1.35 ],100,0.40549988,0.06999372,1.0309321,375,234.41934,226.69537,88.180145,-113.17471268387388,,0.24950397,,37500,19.33,499.71338,721310,1.1533434,-2.789833,100.0,11791.581,4674.461860656738,1.0497994,0.039718848,1.2123569,3.2725983,1.921131,1.27410885e-05,0.19813006
[ 0.528  0.761  0.262  0.661 -1.349],100,0.21011233,0.059566356,1.1679016,376,325.99335,267.774,87.42131,-112.45706777777755,,0.70395094,,37600,18.19,601.11804,723129,3.3022583,-2.93647,100.0,112223.29,4685.696382284164,1.4646515,0.04303915,1.3174278,3.3002243,6.025872,3.0517577e-07,0.2267902
[ 0.525  0.772  0.262  0.681 -1.359],100,0.022619745,0.05468751,1.3949621,377,365.45172,283.1167,87.17789,-112.08017516120537,,2.9363687,,37700,18.19,703.4094,724948,23.04457,-2.5236588,100.0,1828802.9,4697.625230789185,3.880456,0.06314117,1.3739443,3.6456757,26.58176,-3.3569336e-06,0.4322414
[ 0.543  0.781  0.262  0.666 -1.364],100,0.014802964,0.054832075,1.6793734,378,505.74603,313.7884,86.862724,-111.39828901478546,,4.3306456,,37800,17.21,890.7485,726669,23.877201,-2.7505493,100.0,4521160.5,4710.186130285263,9.0084505,0.0788734,1.3036621,3.1321335,35.85626,-9.002685e-06,0.6412798
[ 0.578  0.791  0.27   0.671 -1.364],100,0.5464295,0.053838458,1.0305555,379,256.47467,249.70906,87.7373,-112.9735337142525,,0.28496206,,37900,18.83,514.4923,728552,1.1711751,-2.6128464,100.0,16789.752,4721.990841150284,1.0545274,0.03876344,1.2381778,3.3727646,2.3444202,-2.8991699e-06,0.19600154
[ 0.583  0.787  0.266  0.67  -1.365],100,0.15279357,0.048278805,1.0688297,380,295.55878,278.2607,87.27725,-111.65820461291742,,0.4981396,,38000,17.66,567.4628,730318,1.8424428,-2.1470566,100.0,59636.344,4733.613065481186,1.2038479,0.038974114,1.2254568,2.7773056,3.7761993,8.69751e-06,0.20471802
[ 0.586  0.782  0.27   0.681 -1.371],100,0.00034166238,0.0336286,30.82691,381,9326.713,260.7226,87.89997,-112.91297094327048,,294.55737,,38100,19.1,13473.643,732228,84301.38,-3.0855026,100.0,16210900000.0,4744.306978702545,1834.6975,8.975374,1.516588,4.0179214,3050.5552,-1.5258789e-06,617.4725
[ 0.594  0.798  0.262  0.639 -1.385],100,0.120594844,0.035818912,1.1085423,382,302.13364,270.74612,86.98381,-111.8916682559333,,0.84702444,,38200,17.86,579.632,734014,2.9973576,-2.788536,100.0,158974.56,4760.013568639755,1.5899991,0.041585058,1.5068382,3.5066833,7.1863823,1.2130738e-05,0.22176626
[ 0.601  0.807  0.264  0.653 -1.383],100,0.21494931,0.032590974,1.071701,383,291.15613,267.698,87.19367,-112.36949768334352,,0.53114206,,38300,18.3,548.80396,735844,1.6104236,-2.6012268,100.0,60594.207,4770.656978368759,1.2113619,0.039218847,1.3994316,4.854576,3.7865655,3.2043456e-06,0.20187168
[ 0.625  0.802  0.268  0.648 -1.386],100,8.663733e-05,0.021347677,18.786768,384,4543.3555,284.13138,87.32643,-111.6560861217885,,181.80043,,38400,17.83,8485.323,737627,6121.6875,-2.2346573,100.0,6391432000.0,4780.346428155899,1032.1067,3.4369862,1.3113211,2.7967377,1864.5386,-8.239746e-06,70.33673
[ 0.599  0.776  0.248  0.642 -1.398],100,0.15978643,0.016005496,1.1767814,385,309.79218,258.36115,87.888794,-112.53728436886138,,1.0763886,,38500,18.68,588.73,739495,3.9511945,-2.6259995,100.0,239147.02,4795.806352376938,1.7654263,0.045126356,1.3528594,4.2274704,13.069696,1.5716552e-05,0.23908718
[ 0.603  0.76   0.253  0.637 -1.403],100,0.015484905,0.016071396,1.2136703,386,335.24323,280.0311,87.28497,-112.00786436034214,,1.4717048,,38600,18.0,623.1411,741295,10.479393,-3.0778732,100.0,483565.5,4807.460802078247,2.5307665,0.049770888,1.3942696,3.1682053,11.213716,-4.272461e-06,0.29631343
[ 0.622  0.768  0.254  0.657 -1.403],100,0.7479553,0.0175173,1.0092305,387,234.71774,232.66898,87.55466,-112.87860452357377,,0.13802382,,38700,18.83,503.85623,743178,1.0472034,-2.138298,100.0,4062.1113,4819.077631950378,1.0161529,0.038005617,1.4587033,4.9537125,1.6210561,9.613037e-06,0.19211802
[ 0.622  0.768  0.252  0.654 -1.401],100,0.38316604,0.01697236,1.030822,388,273.28864,264.08835,87.367935,-112.34939201059169,,0.3235404,,38800,18.23,531.2483,745001,1.3053569,-2.4965057,100.0,22932.576,4831.052874326706,1.1228932,0.037624672,1.3385959,2.92585,2.0428398,1.2207031e-05,0.19360727
[ 0.618  0.763  0.252  0.648 -1.402],100,0.46540454,0.019854696,1.0119305,389,341.57922,338.72662,86.55564,-110.84148414438322,,0.2211299,,38900,17.05,556.0739,746706,1.1927282,-2.7449188,100.0,11500.769,4841.2347531318665,1.0416286,0.03462672,1.4321619,4.198044,2.1544986,-8.392334e-07,0.18434028
[ 0.612  0.763  0.255  0.651 -1.399],100,0.38912365,0.02256304,1.0343244,390,290.2541,281.01715,87.4392,-112.23644457721734,,0.28386667,,39000,17.88,543.09955,748494,1.2958012,-2.1959305,100.0,18619.045,4853.071708917618,1.0862136,0.0371589,1.35649,3.1922913,1.988552,9.613037e-06,0.19311509
[ 0.615  0.764  0.26   0.657 -1.396],100,0.51171833,0.021136897,1.0280813,391,230.69211,223.04514,88.41839,-113.5961883208688,,0.23667847,,39100,19.9,484.217,750484,1.1437566,-2.9302216,100.0,11042.922,4862.782874107361,1.0433589,0.040965967,1.3803935,3.3611374,2.6927054,-1.1444092e-06,0.20129217
[ 0.61   0.766  0.259  0.664 -1.398],100,0.21607172,0.015254868,1.0461767,392,294.00714,281.01743,87.292114,-112.35446443747261,,0.4304544,,39200,18.22,540.92865,752306,1.4012306,-2.7569885,100.0,40822.59,4874.229484319687,1.1775705,0.038779873,1.3632343,3.5875473,2.6305513,1.3046265e-05,0.19990191
[ 0.605  0.775  0.259  0.662 -1.404],100,0.44099262,0.01051377,1.0528505,393,232.43536,217.2258,87.83508,-112.84028976161915,,0.29853064,,39300,18.91,521.3846,754197,1.3473809,-2.5800934,100.0,18282.395,4885.11177945137,1.1018,0.039598126,1.3137405,3.734352,2.262737,-9.918213e-07,0.19993605
[ 0.603  0.774  0.255  0.653 -1.408],100,0.010557915,0.008188716,1.3690653,394,301.08755,235.56924,88.24296,-113.2011213101039,,3.073597,,39400,19.4,646.77203,756137,32.028355,-2.5321808,100.0,1785143.6,4896.70495557785,4.116118,0.07264103,1.2426318,3.7869415,24.545631,5.4931643e-06,0.5877092
[ 0.608  0.783  0.266  0.681 -1.411],100,0.28001148,0.010057482,1.0744363,395,299.0326,279.03943,87.60366,-112.27705111358007,,0.48692426,,39500,18.2,552.0721,757957,1.6855817,-3.1823196,100.0,50568.047,4908.784668922424,1.2011818,0.03936958,1.3200374,3.2752075,4.166354,-7.6293946e-07,0.20365745
[ 0.607  0.778  0.271  0.676 -1.409],100,0.0009062606,0.010435249,3.0905857,396,680.8736,270.67194,87.60738,-112.5814023692238,,16.616274,,39600,18.3,1460.944,759787,147.77599,-2.407692,100.0,56623480.0,4919.183747768402,37.405243,0.20898376,1.2261735,2.6413345,152.86757,-4.272461e-06,2.4083123
[ 0.596  0.748  0.274  0.671 -1.409],100,0.0035087334,0.016006527,2.0013158,397,415.56317,222.5635,88.2741,-114.13443608734718,,5.403744,,39700,20.07,889.78046,761794,31.07473,-2.8329468,100.0,5042371.5,4933.0144073963165,11.801774,0.10380119,1.405409,4.2526093,46.971294,9.765625e-06,0.7958077
[ 0.566  0.735  0.27   0.675 -1.403],100,0.0003882014,0.0034891358,2.6371825,398,685.31274,263.80573,87.72125,-112.52399689979443,,17.63928,,39800,18.38,1272.0566,763632,1028.6615,-2.3889008,100.0,64987330.0,4946.525860071182,40.001583,0.20776844,1.279989,4.0694427,179.68365,8.850097e-06,6.3636684
[ 0.572  0.758  0.283  0.704 -1.415],100,0.0030677794,-0.0007604546,3.2966409,399,748.45764,277.7283,87.63845,-112.42017550554716,,22.145672,,39900,18.33,1589.1978,765465,1587.3528,-2.9050293,100.0,106322424.0,4962.334869623184,88.03213,0.3816373,1.201225,2.5585938,224.11728,1.6021728e-06,11.521496
[ 0.589  0.779  0.296  0.724 -1.42 ],100,0.08050609,0.012452644,1.1901301,400,284.41418,249.03165,88.221756,-113.24782772581695,,1.2306546,,40000,19.23,580.52014,767388,3.9242308,-2.9654465,100.0,321256.72,4976.577853679657,1.6450038,0.05339159,1.3782647,3.0518265,9.123657,-2.1362305e-06,0.28202707
[ 0.591  0.776  0.292  0.739 -1.406],100,0.031971827,0.001554305,1.1917706,401,310.9095,261.4047,87.86633,-112.8867373351297,,0.9921312,,40100,18.7,587.32336,769258,3.0284786,-2.7724533,100.0,188751.39,4986.7534437179565,1.9301993,0.044983078,1.303202,2.9316483,5.5419574,2.1362305e-06,0.23542324
[ 0.582  0.765  0.292  0.732 -1.417],100,0.5133729,-0.0057575954,1.0426106,402,283.0448,270.60806,87.36026,-112.15294386815248,,0.32411128,,40200,17.9,547.08844,771048,1.225749,-3.0851822,100.0,21540.492,5000.272429704666,1.0903575,0.037103996,1.3915654,2.9935455,2.8545055,-8.31604e-06,0.19268112
[ 0.585  0.759  0.294  0.735 -1.425],100,0.15078135,-0.0018857609,1.1420038,403,253.03165,209.4338,88.384735,-114.57582129086279,,0.7039506,,40300,20.15,529.7404,773063,2.8905225,-3.1873856,100.0,90528.29,5011.979085683823,1.4343212,0.045167755,1.3776072,4.636238,3.819015,-6.713867e-06,0.22358306
[ 0.569  0.757  0.287  0.726 -1.421],100,0.12116912,0.0006556624,1.2794493,404,296.54718,220.68768,88.61804,-114.55944520051037,,0.88721895,,40400,20.13,593.32404,775076,2.692787,-2.8471146,100.0,152283.1,5023.933745622635,1.4475235,0.052746776,1.3403885,3.4872513,6.341501,5.0354006e-06,0.26662374
[ 0.567  0.759  0.28   0.738 -1.418],100,0.044556927,-0.001959431,1.2548724,405,314.65176,249.90994,88.07248,-113.33259732474879,,1.2469778,,40500,19.14,606.6868,776990,7.208381,-2.2050323,100.0,309392.4,5036.37077331543,2.0326853,0.05099876,1.1833367,3.5628738,8.63032,-5.1116945e-06,0.27985886
