Iteration,MinIW,MaxD2w0t,EpThisIter,MeanEntropy,InitialReturnStd,TimeElapsed,MeanD2w0t,InitialReturnMax,EpLenMean,MinD2w0t,ReturnStepMax,EmpiricalD2,InitialReturnMean,ReturnMeanIW,Bound,StdD2w0t,InitialBound,J_sample_variance,ReturnStepMaxmin,MaxIW,TimestepsSoFar,EpRewMean,MeanIW,EpisodesSoFar,InitialReturnMin,Weights,StdIW
248,2.064203e-05,1299.4294,100,-0.21618381,13.463909,1833.9348075389862,2.1956966,-30.667177,29.13,,100.0,298.43286,-82.89025,-30.464151,-40.13822,26.068441,-84.40329,3468.2126,99.0,49.513767,896706,-106.75306643960187,0.3764592,24800,-96.124435,[-0.751 -0.921 -0.919 -1.095 -1.635],0.90251756
249,3.4547636e-05,184.03362,100,-0.21008544,14.121174,1840.1363687515259,0.74894625,-35.99128,30.63,,100.0,17.611488,-81.33879,-59.85333,-65.69052,7.146794,-82.823616,6347.666,99.00009,8.652449,899769,-106.16893425218451,0.6809916,24900,-95.861176,[-0.755 -0.926 -0.908 -1.08  -1.635],1.0347613
250,0.000102497244,1287.3864,100,-0.20850514,12.512565,1846.4352979660034,2.5039406,-38.711876,28.96,,100.0,416.4922,-83.112976,-34.300106,-47.51595,27.44099,-84.58728,8169.48,99.00001,21.405956,902665,-106.9969283277562,0.4134887,25000,-95.77659,[-0.768 -0.937 -0.914 -1.098 -1.629],1.1735227
251,6.680782e-05,1635.5314,100,-0.20921952,14.554656,1853.2708263397217,1.5425266,-8.423745,31.07,,100.0,217.56125,-81.11261,-34.513424,-44.495697,17.097036,-82.70724,3509.2036,99.00001,13.946355,905772,-106.12492014393821,0.4415667,25100,-95.909966,[-0.773 -0.959 -0.91  -1.095 -1.627],0.93930894
252,0.013694552,59.927032,100,-0.21031748,14.189407,1858.755833864212,0.20905285,-9.02622,27.49,,100.0,5.493991,-83.81914,-69.32999,-73.429855,1.6175326,-85.411835,2416.2405,99.00004,2.978232,908521,-106.17839794656072,0.78792095,25200,-96.9542,[-0.779 -0.971 -0.902 -1.085 -1.628],0.5573193
253,0.0004125051,795.6627,100,-0.20704319,12.357494,1865.1476616859436,1.9193736,-36.758606,30.99,,100.0,103.70104,-81.5361,-34.369926,-43.096203,15.563044,-83.02569,4615.156,99.000145,16.39863,911620,-106.8907898975288,0.42188454,25300,-96.56594,[-0.767 -0.967 -0.89  -1.095 -1.629],0.9750756
254,0.00027047185,1494.3433,100,-0.20755854,12.852992,1872.128181219101,1.9043275,-46.5112,34.68,,100.0,237.12428,-78.8974,-29.663708,-39.307816,18.603851,-80.34529,2741.7815,99.00002,30.282692,915088,-106.84326842444521,0.33700997,25400,-95.566666,[-0.755 -0.969 -0.865 -1.093 -1.626],0.7367689
255,0.004136351,145.45906,100,-0.20445855,13.561368,1878.519586801529,0.5191411,-27.636871,31.37,,100.0,13.958767,-80.528595,-59.572727,-64.72188,4.797362,-82.0414,4734.019,99.0,13.973317,918225,-105.76811318689401,0.7140045,25500,-95.562935,[-0.761 -0.977 -0.853 -1.085 -1.627],0.8727719
256,0.0014138247,183.5347,100,-0.20345417,13.05897,1885.2251915931702,1.0171192,-36.793106,32.38,,100.0,20.205116,-80.02387,-59.159557,-66.05111,8.262172,-81.507935,3621.3198,99.00001,24.204987,921463,-106.11462743949906,0.7432647,25600,-95.577156,[-0.765 -0.94  -0.836 -1.069 -1.623],1.0094674
257,0.00042155746,4378.4453,100,-0.20552748,12.495151,1892.2844388484955,1.6444681,-38.48048,30.94,,100.0,267.35388,-81.35808,-45.322807,-56.65727,30.372688,-82.83204,13675.996,99.0,24.736694,924557,-106.55829964881957,0.57138157,25700,-94.696976,[-0.781 -0.943 -0.833 -1.081 -1.622],1.8703548
258,0.005275804,66.82488,100,-0.20875147,11.150227,1898.2540311813354,0.37048274,-47.48246,29.05,,100.0,8.218995,-82.997665,-61.5265,-65.885925,2.794999,-84.447876,2047.6685,99.00002,14.982769,927462,-107.01408162581761,0.694263,25800,-95.80683,[-0.771 -0.918 -0.828 -1.085 -1.624],0.59096384
259,3.4358316e-05,3283.4944,100,-0.22001399,14.258953,1905.2427854537964,2.1308324,-25.109241,33.42,,100.0,279.49408,-79.48461,-33.272064,-45.650757,28.054003,-81.0227,4617.539,99.00001,112.11262,930804,-106.35017584476633,0.4731014,25900,-97.043686,[-0.763 -0.94  -0.846 -1.086 -1.628],1.8017447
260,0.009284477,23.515987,100,-0.23990154,13.747223,1911.8803610801697,0.24525629,-40.99007,32.16,,100.0,4.5874586,-79.9747,-64.82221,-67.9962,1.2977085,-81.427475,2947.3865,99.0,6.8202395,934020,-105.85566514188562,0.78216994,26000,-95.91672,[-0.768 -0.936 -0.839 -1.062 -1.639],0.6932666
261,9.51868e-05,1888.5359,100,-0.24112251,12.530917,1918.2168848514557,2.9710076,-40.740757,30.41,,100.0,460.7877,-82.37186,-30.433088,-42.6991,33.845654,-83.855965,5228.668,99.00004,28.811993,937061,-107.29158647305186,0.3369146,26100,-96.46957,[-0.769 -0.912 -0.819 -1.055 -1.659],0.8976694
262,3.9964933e-05,2103.8125,100,-0.24373351,13.941353,1924.64328622818,3.0561168,-24.793283,33.57,,100.0,259.80176,-79.341896,-29.813328,-42.372814,27.579836,-80.877625,2840.8047,99.0,26.182318,940418,-106.18667693658986,0.37963897,26200,-96.06871,[-0.771 -0.924 -0.81  -1.046 -1.66 ],0.8661444
263,5.603107e-05,1938.5813,100,-0.24828911,14.073222,1932.0282924175262,2.5293028,-39.097805,33.59,,100.0,381.4882,-79.11124,-35.225185,-47.27441,29.55759,-80.58904,6547.3364,99.0,32.58035,943777,-106.04515638782213,0.4300139,26300,-96.576935,[-0.764 -0.918 -0.825 -1.049 -1.663],1.0350708
264,0.0028175348,177.55835,100,-0.25044894,11.734355,1938.4358415603638,1.3125771,-42.347134,30.22,,100.0,26.55385,-82.37707,-60.59543,-68.60768,9.502608,-83.8298,6251.1665,99.0,33.354767,946799,-107.20102549744048,0.72816205,26400,-97.49544,[-0.762 -0.906 -0.83  -1.061 -1.667],1.1756015
265,6.0616167e-05,1793.9362,100,-0.25265384,12.318934,1944.8383741378784,2.82414,-41.47996,30.11,,100.0,468.05374,-82.08504,-34.178356,-46.494625,32.455647,-83.53806,4936.8604,99.00001,14.132445,949810,-106.7580970767955,0.37575513,26500,-94.858246,[-0.761 -0.898 -0.84  -1.046 -1.669],0.84294474
266,0.00017473054,1875.8168,100,-0.25328833,12.554719,1950.9665236473083,1.9543222,-32.975822,32.34,,100.0,317.58994,-80.904015,-36.156837,-47.598953,22.840757,-82.41838,3978.6604,99.00108,12.092018,953044,-107.18953830931603,0.43733254,26600,-94.778336,[-0.753 -0.891 -0.85  -1.057 -1.672],0.92285824
267,1.6961447e-05,2531.3723,100,-0.25369224,14.39674,1957.5646953582764,3.6166737,-29.978317,29.82,,100.0,505.70828,-81.287994,-28.780464,-41.21528,41.49711,-82.790825,3097.1616,99.00001,25.266853,956026,-105.38239814963651,0.35854656,26700,-96.79854,[-0.743 -0.881 -0.855 -1.069 -1.672],0.8385628
268,0.0013351706,824.48535,100,-0.2642827,13.346569,1963.8601388931274,0.9303737,-30.130436,29.55,,100.0,67.92881,-81.98262,-50.553825,-59.43697,10.090647,-83.49522,5296.0107,99.0,17.598902,958981,-106.06747552255887,0.5916345,26800,-96.07266,[-0.752 -0.892 -0.843 -1.066 -1.673],0.92109245
269,0.0011264697,230.82733,100,-0.26437372,14.014639,1970.6363480091095,1.1359595,-22.214745,31.56,,100.0,27.162136,-80.98961,-49.950752,-58.189884,8.747769,-82.53206,6816.015,99.00001,32.132168,962137,-106.37436687107063,0.5526157,26900,-95.55365,[-0.753 -0.927 -0.856 -1.072 -1.683],1.0166484
270,0.003347431,71.411224,100,-0.26436707,14.851421,1977.084002494812,0.98205304,-40.134823,33.24,,100.0,19.313774,-78.570366,-58.933144,-65.069336,5.1291695,-80.017914,10576.089,99.0,13.972694,965461,-105.05501199204278,0.724671,27000,-95.252045,[-0.756 -0.927 -0.839 -1.076 -1.683],1.2926085
271,2.6485965e-05,1325.7163,100,-0.26509944,14.150335,1983.7988135814667,1.4448377,-42.93291,32.08,,100.0,198.26598,-79.92214,-40.884136,-51.160294,15.395553,-81.39352,6133.9663,99.0,39.40208,968669,-105.58321495539387,0.4681418,27100,-95.73682,[-0.753 -0.927 -0.82  -1.082 -1.683],1.0845734
272,3.7309117e-05,1774.6974,100,-0.26537862,11.834406,1990.151193857193,2.6756926,-40.175533,32.4,,100.0,436.84747,-80.95293,-32.84518,-44.49984,31.582228,-82.42158,3755.8687,99.0,11.879213,971909,-107.45191052579251,0.3616796,27200,-95.28969,[-0.743 -0.918 -0.828 -1.091 -1.684],0.81276804
273,1.8711262e-05,3153.4924,100,-0.2640452,11.789899,1996.7408576011658,2.4019458,-43.821163,27.28,,100.0,375.54016,-84.0246,-37.266884,-49.67613,32.97934,-85.462685,4535.2397,99.00002,20.149647,974637,-106.59528694023194,0.3935508,27300,-96.46528,[-0.739 -0.908 -0.835 -1.103 -1.684],0.80154544
274,0.0012061812,383.862,100,-0.2628084,12.2885685,2003.1914694309235,1.9954787,-44.44252,32.75,,100.0,57.67738,-80.08617,-46.47408,-55.33451,14.852815,-81.52527,7286.4253,99.00004,17.193153,977912,-106.67148760651864,0.58356273,27400,-96.897484,[-0.726 -0.885 -0.835 -1.103 -1.683],1.2785085
275,0.0011708494,65.79968,100,-0.26746497,13.596492,2009.5688149929047,0.30884114,-30.306576,30.04,,100.0,14.946567,-81.806564,-68.18845,-71.72103,1.941371,-83.3166,37194.664,99.00001,24.018055,980916,-106.20940973273905,0.7923286,27500,-94.85195,[-0.733 -0.887 -0.819 -1.107 -1.682],2.2332838
276,0.003382298,75.1217,100,-0.2641526,14.459381,2015.9268839359283,0.60272264,-23.362576,29.71,,100.0,20.730396,-81.80703,-58.138695,-64.46625,3.8131778,-83.3416,5579.9653,99.000015,13.305286,983887,-105.83116621510644,0.6790828,27600,-95.9287,[-0.735 -0.876 -0.8   -1.095 -1.686],0.92462677
277,0.00048337402,394.76215,100,-0.2692865,11.548594,2022.314467906952,1.0614442,-49.620026,32.03,,100.0,30.82079,-80.8299,-50.34655,-57.743984,11.353674,-82.26096,5322.207,99.0,23.290272,987090,-107.07010532570023,0.59408534,27700,-95.78456,[-0.733 -0.879 -0.796 -1.113 -1.683],0.9132626
278,0.0002270213,1150.6265,100,-0.26940164,13.982572,2029.2633173465729,1.0410373,-42.7302,33.99,,100.0,139.32806,-78.93475,-31.6878,-40.565952,11.224236,-80.4026,4064.8071,99.00001,21.402618,990489,-106.11657550918478,0.41155195,27800,-95.64634,[-0.736 -0.904 -0.799 -1.126 -1.688],1.0104955
279,0.0009604216,154.11723,100,-0.27786112,13.435569,2035.9783720970154,0.5712142,-38.74569,31.02,,100.0,23.899422,-81.66845,-62.418423,-68.10966,4.225623,-83.151924,6371.847,99.00003,8.9772625,993591,-106.84263210233266,0.70177937,27900,-96.200745,[-0.725 -0.898 -0.805 -1.138 -1.688],0.9537028
280,0.0034843313,71.09111,100,-0.2867169,14.418776,2041.8516952991486,0.34375784,5.825163,27.13,,100.0,12.907125,-83.8379,-65.048904,-70.42671,2.3195934,-85.469406,6629.9873,99.0,47.027084,996304,-105.79105693309,0.7454763,28000,-96.2473,[-0.722 -0.895 -0.798 -1.153 -1.697],0.9956111
281,0.00523974,87.031525,100,-0.2866294,13.424734,2048.0299243927,0.3258274,-36.521095,30.39,,100.0,9.157916,-81.612366,-63.343895,-67.55877,2.6920047,-83.0887,4744.0376,99.00001,10.040216,999343,-106.32867328350642,0.7276965,28100,-95.89687,[-0.719 -0.902 -0.797 -1.171 -1.706],0.8773766
282,0.00093085517,259.13217,100,-0.28713754,12.717142,2054.1678850650787,0.8335161,-36.516705,30.0,,100.0,37.86733,-81.74614,-56.402138,-62.748203,6.6615973,-83.22153,9592.672,99.00001,15.259719,1002343,-106.25993379017531,0.7033439,28200,-95.76084,[-0.706 -0.93  -0.808 -1.18  -1.706],1.3904941
283,0.00010492819,1159.4746,100,-0.29043323,13.332632,2060.4925484657288,2.4713259,-25.92396,28.83,,100.0,382.3033,-82.45805,-26.67492,-37.421043,26.793402,-83.98208,2956.3413,99.000046,15.109291,1005226,-105.9483835202281,0.31621283,28300,-95.61605,[-0.716 -0.935 -0.814 -1.199 -1.706],0.75090975
284,0.0050372956,170.10176,100,-0.30749527,15.910087,2067.1180799007416,0.47046125,-14.822101,31.85,,100.0,13.881438,-80.8793,-62.441174,-67.49015,3.9621837,-82.45054,9867.602,99.00006,13.418213,1008411,-106.14152923619613,0.7144198,28400,-96.4577,[-0.727 -0.941 -0.802 -1.191 -1.709],1.1644833
285,0.00016872014,959.3054,100,-0.30960062,13.138469,2073.7222032546997,1.832058,-41.345352,32.12,,100.0,177.2243,-79.71777,-40.256084,-50.18058,17.468975,-81.16036,4281.162,99.000015,41.991905,1011623,-105.54564844497202,0.5173814,28500,-96.012314,[-0.708 -0.914 -0.779 -1.184 -1.726],0.9951863
286,0.00082471326,1639.6552,100,-0.31027249,12.984627,2080.106381177902,1.7558781,-44.817062,32.99,,100.0,172.87361,-80.02667,-45.951782,-58.33566,21.161798,-81.50546,11326.6,99.00009,26.362923,1014922,-106.50486911894987,0.58622456,28600,-96.37518,[-0.706 -0.929 -0.77  -1.181 -1.729],1.6658815
287,0.00016492023,1736.6719,100,-0.3088378,11.587034,2086.6582391262054,1.5582439,-39.638725,31.68,,100.0,191.2168,-81.12773,-36.21669,-47.06201,17.733103,-82.61187,6431.4956,99.00027,45.607925,1018090,-106.89022282595619,0.41707468,28700,-96.26688,[-0.72  -0.93  -0.757 -1.174 -1.729],0.99757284
288,0.00017813925,932.0639,100,-0.30813593,13.765656,2094.0230984687805,3.2308016,-33.831467,35.03,,100.0,129.66597,-77.362625,-42.223354,-52.950146,24.535915,-78.83713,12813.176,99.0,16.581081,1021593,-105.06572300088492,0.5126079,28800,-95.754555,[-0.734 -0.944 -0.755 -1.172 -1.728],1.3202446
289,0.0001330604,1232.772,100,-0.31002632,13.544011,2100.9673483371735,1.9369651,-29.034876,34.58,,100.0,281.48566,-78.07766,-24.58649,-34.54785,20.417019,-79.583595,2623.5686,99.00002,33.841805,1025051,-105.60046443036494,0.33520612,28900,-95.95214,[-0.744 -0.942 -0.777 -1.171 -1.727],0.80247545
290,0.00011321265,1328.772,100,-0.31127775,16.106169,2107.8273158073425,2.3780823,2.1767578,32.74,,100.0,323.89282,-78.208954,-25.39162,-35.436554,25.191982,-79.79506,3632.8618,99.0,40.974033,1028325,-103.83873149221505,0.33226806,29000,-95.94947,[-0.752 -0.95  -0.77  -1.162 -1.729],0.79995155
291,0.00045446065,95.1929,100,-0.3096026,15.01125,2114.1245625019073,0.5412047,-22.889488,33.71,,100.0,10.183598,-78.445305,-65.71234,-70.85423,3.6177237,-79.96165,4575.9033,99.0,6.720574,1031696,-105.12691420764382,0.76921344,29100,-95.92286,[-0.745 -0.945 -0.783 -1.167 -1.73 ],0.86834395
292,0.0008739994,211.31677,100,-0.3088302,12.685862,2121.2201204299927,0.9069767,-29.970356,31.25,,100.0,34.33021,-80.829056,-56.714672,-64.01935,6.780172,-82.342636,4682.5537,99.0,17.307535,1034821,-106.1366575392933,0.6418744,29200,-95.31109,[-0.755 -0.937 -0.772 -1.172 -1.729],0.9684755
293,0.00020817731,1319.9285,100,-0.30969846,11.681436,2127.695951461792,2.3403635,-40.99211,31.04,,100.0,217.78961,-81.776535,-36.947628,-48.39574,21.532255,-83.242165,4954.6157,99.0,39.208202,1037925,-107.23071427886862,0.42490655,29300,-96.500046,[-0.754 -0.934 -0.763 -1.186 -1.728],0.95717317
294,0.00079544407,305.31207,100,-0.31103677,15.620305,2135.0669300556183,0.88639534,-32.869568,35.39,,100.0,65.53359,-75.42656,-41.00434,-47.810455,6.9316807,-76.88081,7586.279,99.0,20.66357,1041464,-102.93476934704529,0.54362726,29400,-95.9553,[-0.762 -0.941 -0.75  -1.184 -1.729],1.20558
295,0.0008132648,2226.358,100,-0.31179914,13.624473,2141.8764264583588,1.1424928,-32.084297,32.62,,100.0,101.48184,-79.40036,-35.963463,-45.355232,16.751968,-80.89545,3566.119,99.00001,25.263859,1044726,-105.48688763299918,0.43905658,29500,-95.63627,[-0.765 -0.948 -0.753 -1.172 -1.73 ],0.8700229
296,0.00049458095,264.0743,100,-0.31505594,13.482627,2148.4682540893555,0.82242346,-39.356503,33.35,,100.0,36.500797,-78.87156,-51.48094,-58.999172,6.253748,-80.3566,5157.593,99.00004,14.093529,1048061,-105.45982652495,0.630933,29600,-94.98761,[-0.774 -0.958 -0.745 -1.168 -1.731],0.95562994
297,0.0008699413,619.56616,100,-0.31848192,14.146004,2156.036816596985,2.1156504,-42.540817,37.6,,100.0,73.390724,-75.90351,-44.226795,-53.210712,16.69941,-77.401245,2151.9978,99.0,12.159308,1051821,-105.34412471239922,0.53546435,29700,-96.06287,[-0.78  -0.944 -0.742 -1.147 -1.734],0.6516364
298,0.0011877978,237.8088,100,-0.3140933,14.152048,2162.7398426532745,1.2712909,-24.402952,33.25,,100.0,40.603058,-79.141754,-54.603626,-62.92834,8.269816,-80.72392,2070.8599,99.000015,4.6457653,1055146,-105.47663128619634,0.6149266,29800,-95.11552,[-0.749 -0.958 -0.726 -1.16  -1.737],0.5718761
299,0.0008657477,265.324,100,-0.31481335,15.011046,2169.638152360916,1.1485399,-33.017326,36.61,,100.0,33.805252,-76.43484,-43.851482,-52.427906,8.786113,-77.96853,4921.0737,99.00003,23.033497,1058807,-104.98983466849444,0.587759,29900,-95.25166,[-0.745 -0.955 -0.716 -1.174 -1.733],1.1112796
300,0.00043693135,93.7526,100,-0.32067102,15.008579,2176.7948849201202,0.90057874,-26.715607,36.19,,100.0,17.157927,-77.08113,-53.72071,-60.13493,4.97242,-78.649635,2127.8208,99.0,4.386873,1062426,-105.13166263251792,0.6519013,30000,-95.28044,[-0.751 -0.965 -0.707 -1.179 -1.734],0.58675003
301,0.00072186894,686.0422,100,-0.32335693,13.732758,2183.269763946533,1.0249593,-37.66758,34.71,,100.0,48.068703,-77.957344,-48.946716,-58.530525,9.6675825,-79.48463,5663.5522,99.0,11.584703,1065897,-105.32879809640406,0.6510564,30100,-96.018974,[-0.756 -0.967 -0.721 -1.17  -1.74 ],1.2859315
302,6.962766e-05,1128.3213,100,-0.3271469,14.627695,2190.068532705307,1.6858494,-27.185024,34.68,,100.0,156.75243,-77.94755,-39.733974,-49.07992,17.473494,-79.46762,4075.9136,99.0,14.079463,1069365,-105.38500957553042,0.45352072,30200,-94.41817,[-0.753 -0.976 -0.711 -1.168 -1.742],0.8387262
303,0.00024312713,1343.2131,100,-0.3273853,13.5496235,2197.3601500988007,0.96917844,-46.569782,35.0,,100.0,113.807625,-77.37434,-45.256306,-53.8721,12.321515,-78.84754,8759.092,99.00001,18.460297,1072865,-104.97351228760525,0.57064265,30300,-96.02606,[-0.746 -0.991 -0.721 -1.192 -1.746],1.1851228
304,0.0006021372,365.38495,100,-0.32958984,15.302572,2203.8245735168457,1.8156475,-27.372803,36.94,,100.0,55.229813,-75.58258,-54.55753,-63.06559,11.722158,-77.08785,3268.179,99.0,13.830831,1076559,-104.08107393559253,0.6731632,30400,-96.38561,[-0.756 -0.998 -0.717 -1.184 -1.746],0.76289445
305,0.00031951204,3584.3584,100,-0.33145198,13.877909,2210.084629058838,1.5087922,-35.24991,36.3,,100.0,215.38834,-77.00632,-42.02445,-53.305283,23.735,-78.4924,8237.031,99.00003,14.197287,1080189,-105.53389887333104,0.4917352,30500,-96.2282,[-0.751 -0.995 -0.704 -1.196 -1.749],1.1091596
306,0.00019539167,676.51263,100,-0.33056828,14.849473,2216.276955127716,0.94966125,-31.57892,38.32,,100.0,51.14111,-75.41302,-47.537098,-55.81167,8.864508,-76.934654,4818.78,99.0,11.782779,1084021,-104.93927044157364,0.57749295,30600,-95.78115,[-0.742 -0.988 -0.709 -1.207 -1.75 ],0.9244534
307,0.0012555213,681.8524,100,-0.3299626,14.610279,2222.395880460739,1.4137732,-26.330769,35.54,,100.0,121.679535,-77.06815,-37.490124,-46.870216,11.808988,-78.57822,4887.218,99.0,17.528614,1087575,-104.69163258138742,0.47611266,30700,-95.92197,[-0.743 -0.97  -0.7   -1.211 -1.75 ],1.0674164
308,0.0006633026,183.73978,100,-0.33896306,14.090366,2228.2895917892456,0.87861174,-33.959137,34.25,,100.0,19.384308,-78.6527,-46.952995,-55.16662,7.3562646,-80.21336,3635.5195,99.0,5.2605157,1091000,-105.6467148775151,0.54225487,30800,-95.6807,[-0.752 -0.98  -0.693 -1.208 -1.749],0.7337282
309,0.0009984486,1453.206,100,-0.33544183,12.358662,2234.6913542747498,0.8693142,-28.120129,35.39,,100.0,74.18254,-77.807236,-48.764664,-58.73503,11.224772,-79.38613,15117.904,99.000046,13.555828,1094539,-105.82758853568322,0.5728887,30900,-94.82066,[-0.757 -0.998 -0.704 -1.228 -1.758],1.459085
310,0.00027427095,853.55273,100,-0.33642757,14.727659,2240.4784326553345,1.1392038,-37.44822,34.09,,100.0,111.92879,-77.29688,-27.561247,-37.23637,10.867663,-78.80717,2667.307,99.0,28.398643,1097948,-103.89290061219,0.3321568,31000,-95.75222,[-0.747 -0.985 -0.707 -1.229 -1.754],0.7278141
311,0.0018783081,617.3641,100,-0.33838594,13.72863,2246.361716032028,0.7324589,-40.27739,35.66,,100.0,39.882088,-76.77927,-60.903187,-68.36167,7.0725956,-78.3066,18974.094,99.0,17.194912,1101514,-104.554503293782,0.74239594,31100,-95.10161,[-0.755 -0.99  -0.698 -1.222 -1.755],1.6741307
312,7.075794e-05,1000.9251,100,-0.33838448,13.650582,2252.6041593551636,1.0238168,-29.276201,34.17,,100.0,113.962135,-77.65332,-45.65421,-53.612602,12.771697,-79.15837,7087.205,99.0,27.070814,1104931,-104.62936759564363,0.58641845,31200,-94.40835,[-0.755 -0.999 -0.691 -1.218 -1.757],1.2434046
313,0.000267977,4027.9543,100,-0.33944523,16.542734,2258.898857831955,2.2089965,-23.706083,36.62,,100.0,223.1718,-76.042046,-38.42024,-49.547264,37.2075,-77.54994,5567.271,99.0,41.777084,1108593,-103.9914664033593,0.5332775,31300,-96.31218,[-0.775 -1.019 -0.698 -1.22  -1.757],1.1641042
314,0.009190409,71.770035,100,-0.33518124,18.035393,2265.838856458664,0.9893289,-2.6538754,39.71,,100.0,16.28076,-72.73167,-57.09536,-63.066357,5.532587,-74.28728,6641.5176,99.0,29.199768,1112564,-102.25716867833377,0.74325454,31400,-96.69039,[-0.77  -1.012 -0.707 -1.227 -1.758],1.2607136
315,5.8178033e-05,719.8806,100,-0.33655804,14.989424,2272.135808944702,0.9220761,-32.92457,38.05,,100.0,71.205734,-75.55916,-49.783096,-56.895916,7.3748007,-77.059746,12228.878,99.0,17.830421,1116369,-104.91491578987639,0.6209218,31500,-96.53862,[-0.762 -1.017 -0.719 -1.223 -1.754],1.4373494
316,0.00054612465,1142.2544,100,-0.3396894,15.440053,2278.055939435959,0.93811446,-36.208206,35.01,,100.0,72.14818,-76.62603,-52.0841,-61.711662,10.699965,-78.14674,8706.997,99.00001,22.645016,1119870,-103.85644128239605,0.678991,31600,-96.3698,[-0.755 -1.011 -0.728 -1.228 -1.756],1.2335931
317,0.00017588228,2279.9805,100,-0.33740187,13.396842,2283.988111972809,2.600264,-31.187912,35.32,,100.0,176.4707,-77.35547,-41.82949,-53.713356,25.379175,-78.84477,5905.09,99.0,15.782377,1123402,-105.07843828043801,0.49110144,31700,-96.07753,[-0.755 -1.002 -0.735 -1.235 -1.759],0.9532159
318,0.00015369411,1687.5533,100,-0.33825117,14.192454,2289.6689417362213,3.3397875,-17.322762,31.91,,100.0,519.2343,-78.92035,-27.278412,-38.92472,37.218052,-80.453896,4157.3096,99.0,62.826385,1126593,-104.26005863227876,0.33169708,31800,-96.041664,[-0.756 -0.996 -0.749 -1.239 -1.756],0.9234708
319,0.000247825,841.6156,100,-0.3399979,14.865417,2295.848442554474,2.2628891,-27.774431,35.67,,100.0,119.12377,-77.17057,-35.22457,-47.08672,18.32138,-78.68588,3574.449,99.0,16.278648,1130160,-105.05479506609944,0.41330785,31900,-96.287544,[-0.765 -1.    -0.736 -1.231 -1.757],0.79289657
320,0.0016272946,203.10103,100,-0.340205,16.029655,2302.4805891513824,0.9642259,-28.38327,36.0,,100.0,37.9634,-75.82489,-43.745842,-51.124138,5.935224,-77.343056,3224.4954,99.00001,7.899927,1133760,-103.4449386996725,0.49629453,32000,-95.80283,[-0.763 -0.999 -0.754 -1.234 -1.759],0.68918824
321,0.0002955567,1798.835,100,-0.33165613,13.347979,2308.0264790058136,2.086687,-47.41078,30.9,,100.0,211.67126,-79.55884,-50.891907,-62.93285,25.478683,-80.97837,8688.86,99.0,55.021385,1136850,-104.29725070573275,0.6217707,32100,-95.07213,[-0.766 -0.993 -0.749 -1.247 -1.759],1.2585185
322,0.00012805926,4641.301,100,-0.3331274,16.183796,2314.236916065216,1.8782294,-35.404194,36.32,,100.0,208.11996,-75.670784,-38.350452,-49.05276,31.305216,-77.15991,7588.6035,99.0,19.86759,1140482,-103.52322348989888,0.51620513,32200,-95.77284,[-0.777 -1.023 -0.758 -1.253 -1.751],1.1625897
323,0.00028745597,1344.2434,100,-0.34059864,14.585158,2320.430768728256,1.8195219,-22.640512,33.93,,100.0,168.75531,-78.38926,-44.054993,-57.31041,19.698862,-79.9735,8682.598,99.0,19.003017,1143875,-104.91800136741276,0.53275603,32300,-95.85213,[-0.784 -1.025 -0.749 -1.241 -1.752],1.2221127
324,0.000292771,462.01053,100,-0.34971836,15.135014,2326.384067296982,0.48579296,-32.406162,33.82,,100.0,49.55684,-78.18664,-51.363865,-57.441265,6.2221284,-79.67797,13453.135,99.00003,12.827608,1147257,-104.57589806134936,0.61395913,32400,-95.34882,[-0.77  -1.029 -0.763 -1.252 -1.76 ],1.380392
325,0.0043457695,177.9318,100,-0.3542692,13.848561,2332.6617245674133,0.53749573,-43.961956,36.99,,100.0,11.015872,-75.80835,-58.81463,-64.40907,4.881059,-77.28341,5575.964,99.0,6.6966596,1150956,-104.75118400077419,0.79071873,32500,-95.68259,[-0.74  -1.026 -0.76  -1.257 -1.769],1.0254109
326,0.002945377,611.2951,100,-0.35012078,13.978733,2339.0175523757935,1.1429518,-40.273743,35.87,,100.0,72.286125,-76.49222,-33.946095,-42.73562,9.318325,-78.0058,3104.614,99.0,46.0978,1154543,-104.65609923495595,0.43223175,32600,-94.47235,[-0.729 -1.016 -0.749 -1.242 -1.773],0.9508161
327,0.0008886476,774.2118,100,-0.35400388,12.595127,2345.3886013031006,2.0399604,-42.424564,36.1,,100.0,170.49597,-77.57874,-50.22683,-60.917625,18.289919,-79.053764,7043.698,99.00001,11.314569,1158153,-106.23407520659696,0.5838137,32700,-95.38563,[-0.732 -1.011 -0.731 -1.233 -1.769],1.064526
328,3.8614733e-05,1440.7075,100,-0.35348776,14.552596,2352.093935728073,2.2578354,-28.869492,36.46,,100.0,146.70517,-76.79942,-46.88802,-57.4187,21.565317,-78.30317,8332.481,99.0,20.452059,1161799,-105.44695569143069,0.54692185,32800,-95.16836,[-0.732 -1.004 -0.727 -1.248 -1.773],1.1634911
329,4.9497634e-05,778.24475,100,-0.35191488,13.436609,2358.740842819214,1.8152425,-44.781975,35.03,,100.0,139.60374,-77.77688,-48.604267,-57.522305,15.855056,-79.202644,10545.269,99.0,25.05298,1165302,-105.68220058633709,0.584766,32900,-96.14248,[-0.739 -1.005 -0.733 -1.266 -1.772],1.4514259
