StdIW,MinD2w0t,InitialReturnMin,EpRewMean,InitialBound,StdD2w0t,EpisodesSoFar,InitialReturnStd,MeanD2w0t,ReturnStepMaxmin,ReturnMeanIW,InitialReturnMax,ReturnStepMax,EpLenMean,TimestepsSoFar,MaxIW,MeanEntropy,MeanIW,EpThisIter,TimeElapsed,MinIW,MaxD2w0t,Weights,J_sample_variance,Bound,InitialReturnMean,EmpiricalD2,Iteration
0.00681197,,-96.162254,-120.00056465390287,-1246.8573,0.2946215,3100,10.054747,0.09602215,99.00034,-79.808586,-28.442001,100.0,48.01,142663,1.0180582,1.4214512,0.999332,100,382.25727462768555,0.9733776,1.0001417,[-0.375 -0.678 -0.485 -0.256  0.003],103.51932,-1246.8351,-79.852295,1.0000532,31
0.031765483,,-98.74623,-119.91351066809948,-1123.2166,0.28500658,3200,8.600432,0.08913961,99.15567,-81.286316,-59.020668,100.0,44.55,147118,1.0964086,1.4222143,0.99306107,100,391.68020272254944,0.8913615,1.0017064,[-0.375 -0.678 -0.485 -0.256  0.003],71.054596,-1122.9023,-81.86457,1.0009916,32
0.018815953,,-97.07761,-120.83323670273865,-1151.1757,0.28907353,3300,8.224718,0.09201793,99.13842,-81.36834,-61.01647,100.0,46.0,151718,1.0504142,1.4203724,0.9964975,100,403.21880769729614,0.93973124,1.0005596,[-0.377 -0.678 -0.485 -0.256  0.003],70.878365,-1151.0424,-81.62011,1.0003568,33
0.047020573,,-98.067764,-120.06683754946407,-1121.7932,0.2916952,3400,8.910487,0.09382813,99.08871,-79.54881,-57.41654,100.0,46.88,156406,1.1057607,1.4184144,0.98883516,100,415.8012156486511,0.85640275,1.002292,[-0.376 -0.678 -0.484 -0.256  0.001],78.84009,-1121.2987,-80.44133,1.0015497,34
0.027707122,,-96.33588,-123.65863759208717,-1146.0469,0.2922779,3500,8.813633,0.094289705,99.11739,-82.656494,-55.522125,100.0,47.13,161119,1.0840223,1.4189187,0.99435437,100,428.43870425224304,0.9257121,1.001385,[-3.739e-01 -6.778e-01 -4.827e-01 -2.575e-01 -5.216e-04],82.536316,-1145.8494,-83.052704,1.0008152,35
0.018920392,,-98.723335,-121.3637266489905,-1169.4778,0.28958115,3600,9.034174,0.09236041,99.13315,-81.67886,-56.84996,100.0,46.17,165736,1.0824366,1.4200078,0.9961635,100,438.5275492668152,0.9510601,1.0007279,[-3.736e-01 -6.773e-01 -4.831e-01 -2.583e-01 -8.522e-05],82.35447,-1169.3298,-81.96511,1.0003909,36
0.014596515,,-96.7186,-119.96369427085108,-1157.2067,0.28762707,3700,9.2294035,0.09100803,99.14132,-81.27045,-52.311874,100.0,45.5,170286,1.0501819,1.4193944,0.99835396,100,451.8334014415741,0.9499075,1.0003517,[-0.373 -0.679 -0.483 -0.258  0.001],89.24247,-1157.1458,-81.38753,1.0002074,37
0.017628385,,-98.35117,-120.83697972834474,-1151.9225,0.2858846,3800,7.89863,0.089775994,99.073364,-82.10244,-52.804615,100.0,44.88,174774,1.0447283,1.4189397,0.9967986,100,464.5500876903534,0.93941796,1.000572,[-3.721e-01 -6.783e-01 -4.824e-01 -2.589e-01  4.664e-04],61.423122,-1151.7656,-82.366974,1.0003277,38
0.02514389,,-97.41699,-121.52233605988484,-1163.0887,0.29248044,3900,8.333577,0.094443604,99.205246,-80.93328,-61.265717,100.0,47.21,179495,1.0884019,1.4183922,0.9946444,100,477.29289650917053,0.93406594,1.0012121,[-3.727e-01 -6.799e-01 -4.827e-01 -2.594e-01 -3.157e-05],76.83989,-1162.8967,-81.28868,1.0006516,39
0.011322622,,-97.55795,-120.10206883242446,-1153.787,0.2895144,4000,9.304576,0.09234541,99.04458,-80.98293,-48.51118,100.0,46.17,184112,1.029282,1.4184147,0.9986456,100,489.0788004398346,0.9558631,1.0002215,[-3.699e-01 -6.781e-01 -4.812e-01 -2.596e-01 -5.894e-04],90.68484,-1153.7454,-81.0634,1.0001092,40
0.016545592,,-98.612495,-120.3998230231115,-1189.044,0.28993106,4100,8.960126,0.09263148,99.06958,-80.93437,-55.516415,100.0,46.31,188743,1.0382696,1.417422,0.9981889,100,500.43685126304626,0.9486938,1.000374,[-3.698e-01 -6.785e-01 -4.815e-01 -2.592e-01 -5.157e-04],76.775604,-1188.955,-81.10621,1.0002403,41
0.021575464,,-96.180084,-119.98725180057296,-1168.673,0.28881302,4200,9.370723,0.09182363,99.03677,-80.83446,-46.58737,100.0,45.9,193333,1.0575246,1.4179683,0.9962911,100,513.4875650405884,0.9446626,1.000836,[-0.37  -0.679 -0.482 -0.259 -0.002],86.26677,-1168.507,-81.16033,1.000442,42
0.015980681,,-97.56041,-119.66813000405855,-1140.5046,0.28832152,4300,8.351495,0.091481365,99.022064,-80.647156,-53.97256,100.0,45.73,197906,1.0407969,1.4185165,0.99669623,100,525.8637554645538,0.95117545,1.0005537,[-0.371 -0.68  -0.482 -0.26  -0.001],72.35827,-1140.3721,-80.90823,1.000296,43
0.022643214,,-97.16232,-119.43268727679279,-1161.3915,0.29338792,4400,8.739189,0.095103025,99.06806,-79.16732,-47.278366,100.0,47.54,202660,1.04862,1.4198369,0.9930194,100,540.1280500888824,0.9174651,1.0014101,[-3.693e-01 -6.793e-01 -4.799e-01 -2.601e-01 -4.039e-04],84.642456,-1161.1432,-79.59144,1.000613,44
0.0147391725,,-98.28968,-120.6911032700076,-1137.2091,0.29063296,4500,8.415004,0.09313281,99.26289,-80.92472,-56.524963,100.0,46.56,207316,1.0423075,1.4213418,0.99770814,100,552.654137134552,0.96296006,1.0003883,[-0.367 -0.68  -0.48  -0.261  0.001],73.313515,-1137.122,-81.090965,1.0002608,45
0.021065863,,-98.38249,-121.33563779452275,-1157.2107,0.29157487,4600,8.821227,0.09378856,99.20976,-81.01041,-59.58226,100.0,46.88,212004,1.0648772,1.4213431,0.99484044,100,564.6319913864136,0.9324739,1.000887,[-0.367 -0.68  -0.48  -0.261  0.002],81.15968,-1156.9994,-81.39157,1.0004802,46
0.022485595,,-98.450134,-121.93207305443906,-1131.1128,0.28959742,4700,8.086945,0.092366345,99.20568,-81.82584,-58.932247,100.0,46.17,216621,1.075844,1.4232749,0.99480915,100,574.6846044063568,0.94251317,1.0009264,[-0.368 -0.68  -0.481 -0.261  0.002],69.361755,-1130.9009,-82.20244,1.0005277,47
0.024591757,,-98.81253,-120.60340099031093,-1168.338,0.2919173,4800,9.327407,0.094026856,99.07232,-80.41083,-53.43512,100.0,47.0,221321,1.0642127,1.4213474,0.9935775,100,585.2714407444,0.9206021,1.0009155,[-0.367 -0.679 -0.48  -0.261  0.004],95.48547,-1168.1077,-80.82536,1.0005933,48
0.024493538,,-97.76173,-120.267290320345,-1162.6161,0.29060823,4900,8.679548,0.093088694,99.18601,-80.38281,-61.025066,100.0,46.53,225974,1.102385,1.4234,0.9939347,100,598.2666337490082,0.94062954,1.0009562,[-0.366 -0.678 -0.48  -0.261  0.002],77.135284,-1162.3768,-80.81608,1.0005867,49
0.024671486,,-96.815735,-120.6290771790333,-1163.7981,0.28667116,5000,7.5706005,0.09032058,99.16374,-81.59187,-60.86314,100.0,45.15,230489,1.0510951,1.4227444,0.9943132,100,608.0995910167694,0.91961205,1.0014061,[-0.366 -0.677 -0.479 -0.261  0.004],58.191387,-1163.5631,-81.99809,1.0006672,50
0.014567605,,-98.91448,-119.8536151762721,-1181.806,0.28811106,5100,8.843931,0.09134885,99.17435,-80.95307,-57.869514,100.0,45.67,235056,1.0327358,1.4213486,0.998518,100,620.8835887908936,0.94707453,1.0003566,[-0.364 -0.678 -0.479 -0.262  0.004],75.869835,-1181.7286,-81.09924,1.0002116,51
0.021236282,,-97.34543,-120.49303548303922,-1123.579,0.28497607,5200,7.482246,0.08914065,99.19902,-81.96864,-61.353893,100.0,44.56,239512,1.0665021,1.4215317,0.99686587,100,633.5724928379059,0.94847625,1.0007044,[-0.365 -0.679 -0.479 -0.262  0.002],57.21191,-1123.4492,-82.227005,1.0004469,52
0.014552273,,-97.49802,-120.72929896505089,-1180.6086,0.28565654,5300,8.483719,0.08962872,99.12803,-82.26191,-58.70219,100.0,44.81,243993,1.0483444,1.4212629,0.99773467,100,646.8457033634186,0.95492166,1.0004476,[-0.364 -0.679 -0.479 -0.263  0.003],74.850174,-1180.5178,-82.42249,1.0001843,53
0.027018009,,-98.35616,-120.89947392029926,-1160.7852,0.2879649,5400,9.801552,0.09120938,99.05385,-81.48433,-48.993626,100.0,45.59,248552,1.0628911,1.4189386,0.9939292,100,659.9154109954834,0.93109787,1.0010824,[-0.364 -0.678 -0.478 -0.262  0.002],98.18281,-1160.5396,-81.94102,1.0006051,54
0.022677356,,-98.26709,-121.63499791505348,-1157.6323,0.29076663,5500,7.9782925,0.09320456,99.10418,-81.426994,-60.802826,100.0,46.59,253211,1.057862,1.4186,0.9947274,100,671.3648161888123,0.94350874,1.0010873,[-3.644e-01 -6.772e-01 -4.777e-01 -2.618e-01 -3.986e-05],65.36771,-1157.4186,-81.81328,1.0005634,55
0.02326598,,-97.300575,-121.49972892099179,-1151.714,0.28880423,5600,8.32382,0.0918207,99.1417,-81.782486,-55.759384,100.0,45.9,257801,1.0719533,1.4189237,0.99504125,100,684.4220578670502,0.931363,1.0013381,[-3.623e-01 -6.751e-01 -4.761e-01 -2.622e-01 -2.910e-04],69.18886,-1151.5056,-82.15844,1.000574,56
0.017807545,,-98.72457,-120.46303959670595,-1147.6047,0.28927833,5700,8.671343,0.0921708,99.18544,-81.09943,-54.125946,100.0,46.08,262409,1.0638639,1.4180803,0.99768156,100,696.6512777805328,0.94658226,1.0006341,[-3.640e-01 -6.737e-01 -4.754e-01 -2.621e-01 -6.422e-05],73.66917,-1147.4917,-81.291756,1.0002481,57
0.025738085,,-97.048485,-121.46881337015243,-1175.0826,0.28902444,5800,8.103098,0.09197963,99.09623,-81.80001,-59.454704,100.0,45.98,267007,1.070957,1.4173322,0.9957617,100,709.5678544044495,0.9216894,1.0009362,[-0.365 -0.672 -0.475 -0.262 -0.001],66.80815,-1174.9215,-82.11217,1.0005751,58
0.021965818,,-98.781265,-120.82488529165401,-1163.677,0.2877838,5900,8.362358,0.09108706,99.16971,-81.46331,-53.63235,100.0,45.53,271560,1.0643829,1.4193063,0.9943428,100,721.3294115066528,0.93512225,1.0009174,[-0.364 -0.672 -0.475 -0.262 -0.002],73.78455,-1163.4525,-81.87698,1.0005383,59
0.010141825,,-97.774216,-121.16034790253147,-1148.0588,0.28959408,6000,8.209641,0.09238842,99.175804,-81.59615,-60.71925,100.0,46.19,276179,1.0272348,1.4195836,0.99805564,100,734.4261972904205,0.96590793,1.0004253,[-3.651e-01 -6.726e-01 -4.760e-01 -2.620e-01  3.403e-04],68.785645,-1147.9656,-81.74587,1.0001695,60
0.020191714,,-96.918465,-120.02447748128279,-1119.3362,0.2852197,6100,7.1490736,0.08931592,99.26473,-81.667465,-63.201645,100.0,44.65,280644,1.0585172,1.4207914,0.9970002,100,746.7328639030457,0.9485942,1.0009545,[-0.365 -0.674 -0.476 -0.262  0.001],51.84028,-1119.2179,-81.9012,1.0005631,61
0.026997302,,-96.19996,-119.91206428021235,-1153.824,0.28799817,6200,8.256549,0.09122035,99.18733,-80.43645,-53.940266,100.0,45.59,285203,1.052161,1.4198109,0.991985,100,758.1358931064606,0.9027851,1.0014602,[-0.366 -0.673 -0.476 -0.262  0.002],65.31205,-1153.4364,-81.10034,1.0006628,62
0.019131282,,-98.06433,-120.23097789022769,-1167.6926,0.2931037,6300,7.8339524,0.09490992,99.109985,-79.99041,-59.576797,100.0,47.45,289948,1.0609337,1.4195769,0.9973376,100,769.9563035964966,0.9289697,1.0007377,[-0.364 -0.672 -0.474 -0.262  0.001],64.54927,-1167.591,-80.17991,1.0003338,63
0.015604376,,-96.90819,-119.77247337464068,-1143.955,0.28853285,6400,8.71619,0.09163527,99.13488,-80.6957,-53.79417,100.0,45.81,294529,1.0519251,1.4204531,0.9967374,100,782.6165466308594,0.95694983,1.0006287,[-0.366 -0.672 -0.475 -0.262  0.001],74.01803,-1143.7926,-80.96088,1.0002928,64
0.02013747,,-94.995285,-119.19860841560234,-1165.1434,0.28920674,6500,9.244329,0.09210104,99.019,-80.141846,-44.793407,100.0,46.04,299133,1.0453997,1.4189508,0.9956225,100,796.4389982223511,0.904041,1.0006933,[-0.367 -0.674 -0.475 -0.262  0.002],88.404594,-1164.9767,-80.45439,1.000378,65
0.02722556,,-97.79785,-120.14535049469846,-1161.0361,0.28441545,6600,8.052101,0.0887328,99.19393,-81.707565,-59.87073,100.0,44.35,303568,1.067651,1.419305,0.99357766,100,809.437155008316,0.9243664,1.0014663,[-3.661e-01 -6.740e-01 -4.747e-01 -2.627e-01  4.486e-05],67.31517,-1160.7955,-82.19199,1.0008819,66
0.013702258,,-98.0461,-122.40861704197174,-1204.2247,0.28800467,6700,9.161916,0.0912679,99.0,-83.06158,-32.420105,100.0,45.63,308131,1.0484165,1.4188607,0.9985178,100,819.7100372314453,0.97034854,1.0003228,[-3.663e-01 -6.737e-01 -4.737e-01 -2.619e-01  3.208e-04],82.867424,-1204.152,-83.19993,1.0001646,67
0.03261301,,-96.60527,-120.73558971935614,-1150.837,0.2905925,6800,8.17374,0.093049705,99.126465,-80.563095,-56.754757,100.0,46.5,312781,1.0640035,1.4156708,0.98968685,100,830.4662313461304,0.8851518,1.0017204,[-3.666e-01 -6.736e-01 -4.732e-01 -2.620e-01 -1.169e-04],77.598274,-1150.4514,-81.28144,1.0010495,68
0.010006516,,-95.842766,-123.07671600353065,-1219.6995,0.29430714,6900,8.361491,0.09578381,99.15591,-81.954765,-57.282402,100.0,47.89,317570,1.0213151,1.4150386,0.9989925,100,842.6775178909302,0.9474409,1.0002089,[-0.366 -0.674 -0.474 -0.262 -0.003],70.556404,-1219.6664,-82.022194,1.0000772,69
0.018945975,,-95.603676,-119.1915761245092,-1168.4655,0.28670266,7000,8.585546,0.09034302,99.10567,-80.576965,-57.063248,100.0,45.16,322086,1.0444657,1.4165668,0.99493814,100,854.0662887096405,0.9492096,1.0009645,[-0.366 -0.675 -0.474 -0.262 -0.004],76.51686,-1168.2568,-80.95279,1.0005037,70
0.014745436,,-97.79718,-120.90484070407035,-1150.457,0.29243276,7100,9.451201,0.09442865,99.16982,-80.74586,-51.587585,100.0,47.21,326807,1.0462387,1.4169976,0.99831563,100,865.9859147071838,0.961445,1.0005171,[-0.365 -0.677 -0.474 -0.263 -0.002],86.33778,-1150.3701,-80.90144,1.0002114,71
0.025271373,,-98.95776,-120.682705471532,-1145.5061,0.28521538,7200,9.007188,0.08930295,99.05833,-82.14055,-57.6218,100.0,44.64,331271,1.0580984,1.4169654,0.9945528,100,877.611056804657,0.9278672,1.0015944,[-0.367 -0.676 -0.474 -0.263 -0.002],85.6616,-1145.32,-82.51194,1.0006062,72
0.012314457,,-97.76609,-120.25757973813323,-1150.5398,0.28943843,7300,8.554572,0.09228617,99.13348,-80.889595,-59.51208,100.0,46.14,335885,1.0390434,1.4178827,0.9986833,100,889.539553642273,0.96802753,1.0002805,[-0.366 -0.677 -0.476 -0.263 -0.002],76.04337,-1150.4894,-80.98428,1.0001615,73
0.015454474,,-97.49716,-120.58877834750508,-1160.2509,0.28920048,7400,8.989734,0.09211082,99.021965,-81.25258,-46.25083,100.0,46.05,340490,1.0437955,1.4179689,0.9985998,100,902.7212851047516,0.96722454,1.0003611,[-0.366 -0.677 -0.476 -0.263 -0.001],77.28029,-1160.1708,-81.40675,1.0002205,74
0.018601045,,-96.26259,-120.67583361229781,-1188.2045,0.29433432,7500,8.507985,0.095782146,99.23347,-79.951035,-61.03758,100.0,47.88,345278,1.0602834,1.4193747,0.99587435,100,914.4426443576813,0.95774716,1.0007557,[-0.367 -0.677 -0.475 -0.263 -0.001],72.823586,-1188.0416,-80.26676,1.0004072,75
0.02006406,,-98.2289,-120.12031443730996,-1138.2502,0.28447703,7600,7.725025,0.08879807,99.154785,-81.87742,-61.531883,100.0,44.39,349717,1.057431,1.4199162,0.9965792,100,927.8884925842285,0.9382189,1.0006957,[-3.669e-01 -6.772e-01 -4.748e-01 -2.637e-01  4.261e-04],63.15089,-1138.1139,-82.13208,1.0003654,76
0.01746124,,-98.762695,-121.48180378248924,-1199.7709,0.29453263,7700,9.585791,0.09593344,99.10114,-80.61822,-55.513405,100.0,47.96,354513,1.0677652,1.4202863,0.99685484,100,940.1538820266724,0.9464089,1.0005274,[-0.367 -0.678 -0.475 -0.265  0.001],100.56362,-1199.664,-80.80799,1.0002642,77
0.013294856,,-97.96041,-119.92772089134851,-1186.145,0.29122064,7800,9.818157,0.09354841,99.02802,-80.43473,-40.022343,100.0,46.77,359190,1.0477604,1.4200345,0.9978228,100,953.049168586731,0.9615407,1.0003635,[-0.366 -0.677 -0.474 -0.264  0.001],99.23312,-1186.0791,-80.56378,1.0002253,78
0.017287266,,-97.17844,-120.39921115353842,-1138.4454,0.2840887,7900,7.4797072,0.08851844,99.23457,-82.01116,-56.085186,100.0,44.25,363615,1.0521628,1.4215093,0.99572295,100,964.5498452186584,0.94936,1.0010507,[-0.367 -0.677 -0.474 -0.263  0.001],57.0541,-1138.2709,-82.3273,1.0004411,79
