StdIW,MinD2w0t,InitialReturnMin,EpRewMean,InitialBound,StdD2w0t,EpisodesSoFar,InitialReturnStd,MeanD2w0t,ReturnStepMaxmin,ReturnMeanIW,InitialReturnMax,ReturnStepMax,EpLenMean,TimestepsSoFar,MaxIW,MeanEntropy,MeanIW,EpThisIter,TimeElapsed,MinIW,MaxD2w0t,Weights,J_sample_variance,Bound,InitialReturnMean,EmpiricalD2,Iteration
0.012989159,,-95.27106,-119.65265225164603,-1177.398,0.2957062,16100,9.321791,0.09680682,99.10899,-79.08913,-53.7866,100.0,48.4,751964,1.042306,1.4160373,0.99819624,100,1980.397967338562,0.9660748,1.0004542,[-0.412 -0.658 -0.47  -0.26  -0.003],89.958755,-1177.3293,-79.211754,1.0001991,161
0.010582444,,-97.76612,-118.92604565808341,-1200.4808,0.29269913,16200,10.052407,0.09462499,99.10001,-79.36742,-47.99159,100.0,47.31,756695,1.029546,1.4161218,0.99892116,100,1993.54226064682,0.97000974,1.0002953,[-0.413 -0.657 -0.47  -0.259 -0.003],101.31535,-1200.4316,-79.456085,1.0001137,162
0.022690551,,-96.27371,-120.31313461654761,-1181.9088,0.29977462,16300,8.886615,0.099805556,99.08731,-78.35481,-58.74774,100.0,49.89,761684,1.0594238,1.417856,0.9946575,100,2008.2004165649414,0.93328786,1.0009623,[-0.414 -0.657 -0.47  -0.259 -0.003],78.9593,-1181.7023,-78.73739,1.0005393,163
0.039010815,,-97.49435,-120.77134795345206,-1149.3033,0.29722646,16400,8.777673,0.09786977,99.18762,-79.124374,-51.956264,100.0,48.91,766575,1.0764989,1.4159026,0.9906314,100,2021.2703285217285,0.8746597,1.0018102,[-0.416 -0.657 -0.471 -0.258 -0.001],89.255356,-1148.991,-79.74786,1.001191,164
0.016729055,,-96.05239,-122.53246557017718,-1204.2566,0.29699194,16500,8.903757,0.09773758,99.16516,-80.87065,-57.46421,100.0,48.86,771461,1.0628089,1.415671,0.9956361,100,2032.6042456626892,0.9588686,1.0007313,[-0.417 -0.659 -0.472 -0.258 -0.003],80.81219,-1204.0312,-81.21482,1.0003067,165
0.027948601,,-98.51269,-120.30349641058312,-1178.9453,0.2919234,16600,9.179411,0.09400526,99.06851,-80.1348,-57.64852,100.0,46.98,776159,1.083523,1.4149263,0.99133646,100,2043.9788701534271,0.9270023,1.0016472,[-0.415 -0.658 -0.47  -0.258 -0.003],88.14542,-1178.6268,-80.75912,1.0009549,166
0.019934084,,-96.0832,-119.95702405254744,-1190.473,0.29308525,16700,9.497645,0.09488116,99.148705,-79.90332,-53.380314,100.0,47.43,780902,1.0579641,1.4163601,0.99588186,100,2056.1967673301697,0.9419913,1.0009845,[-0.415 -0.66  -0.47  -0.258 -0.004],86.41272,-1190.3096,-80.23113,1.0005159,167
0.008461816,,-97.23139,-120.18281985996735,-1215.0944,0.2980499,16800,9.32772,0.09854459,99.17878,-79.04279,-58.617535,100.0,49.27,785829,1.0195284,1.4156752,0.99891555,100,2069.5713975429535,0.9715262,1.0001587,[-0.414 -0.661 -0.47  -0.259 -0.003],88.989456,-1215.0603,-79.109695,1.000084,168
0.015077191,,-98.91509,-121.16793861418408,-1173.4493,0.29533175,16900,8.137409,0.09653086,99.11484,-80.331245,-56.086815,100.0,48.26,790655,1.0404717,1.4160157,0.99775344,100,2081.140191078186,0.9414566,1.0004439,[-0.414 -0.662 -0.47  -0.259 -0.003],68.62479,-1173.3751,-80.478905,1.0002443,169
0.016516225,,-95.70233,-119.74159222038082,-1198.6316,0.2939438,17000,8.993119,0.09551285,99.08014,-79.432396,-53.20677,100.0,47.75,795430,1.0800949,1.4165629,0.99680674,100,2091.6667354106903,0.9572168,1.0008473,[-0.415 -0.662 -0.471 -0.258 -0.003],82.43771,-1198.5117,-79.66864,1.0003749,170
0.0058488976,,-98.56053,-121.07596953155864,-1154.1781,0.29082686,17100,9.100856,0.09328126,99.16148,-81.433395,-55.934135,100.0,46.64,800094,1.0166183,1.4161005,0.99972904,100,2103.9204359054565,0.9840137,1.0000546,[-0.415 -0.661 -0.47  -0.258 -0.002],83.758415,-1154.1669,-81.45446,1.0000336,171
0.015987966,,-97.98312,-120.06445628943791,-1173.6202,0.29106712,17200,9.081336,0.09343605,99.05072,-80.39329,-52.512398,100.0,46.71,804765,1.0421785,1.4153849,0.99655455,100,2117.401167154312,0.95722884,1.0005233,[-0.415 -0.661 -0.47  -0.258 -0.003],82.94063,-1173.4698,-80.64982,1.0002816,172
0.015169775,,-94.00263,-120.56304809602807,-1199.2565,0.30348092,17300,9.423345,0.10261377,99.00024,-78.03482,-45.50047,100.0,51.3,809895,1.0388464,1.4160175,0.99673826,100,2130.426288127899,0.9411098,1.0006067,[-0.414 -0.662 -0.469 -0.258 -0.004],92.54797,-1199.1554,-78.23175,1.0003265,173
0.016646557,,-97.428894,-119.84596136816255,-1166.4591,0.29757044,17400,8.843711,0.09816053,99.02323,-78.69694,-46.373047,100.0,49.07,814802,1.0442641,1.4160368,0.9966636,100,2142.29492354393,0.9431621,1.0006729,[-0.413 -0.662 -0.47  -0.258 -0.003],80.1718,-1166.3293,-78.94644,1.0002843,174
0.01853229,,-96.58042,-121.41560923758563,-1214.3173,0.29819497,17500,8.81953,0.09862297,99.19076,-79.77325,-59.771557,100.0,49.3,819732,1.0440352,1.4161019,0.99618924,100,2154.270748615265,0.94872713,1.0008564,[-0.415 -0.662 -0.471 -0.258 -0.003],80.25043,-1214.1693,-80.06237,1.0004559,175
0.015578277,,-97.02581,-121.50711574851435,-1157.2753,0.29247022,17600,9.036264,0.09445196,99.17367,-81.27396,-56.74687,100.0,47.22,824454,1.0484244,1.4154047,0.9974628,100,2166.146815776825,0.9488039,1.0005125,[-0.415 -0.662 -0.471 -0.259 -0.003],83.63116,-1157.1722,-81.45621,1.0002575,176
0.017018773,,-97.050545,-119.93628269494457,-1152.3179,0.29535466,17700,9.7452965,0.09653842,99.10831,-79.36444,-57.0009,100.0,48.26,829280,1.0438218,1.4150462,0.9975905,100,2178.1615624427795,0.9314745,1.0007252,[-0.415 -0.661 -0.47  -0.259 -0.004],89.3749,-1152.2019,-79.59425,1.0003048,177
0.013745171,,-95.01106,-120.61720202714606,-1167.1672,0.29703414,17800,8.32343,0.0977748,99.1044,-79.39789,-59.345528,100.0,48.88,834168,1.0392246,1.415903,0.9965946,100,2189.80962061882,0.9647411,1.0004938,[-0.417 -0.662 -0.471 -0.259 -0.004],69.25115,-1167.0032,-79.65457,1.000243,178
0.017253948,,-97.556915,-120.131800463031,-1194.7178,0.2946567,17900,9.763719,0.096034765,99.06122,-79.805405,-50.012943,100.0,48.01,838969,1.0469396,1.4154633,0.9975214,100,2201.6981682777405,0.94484454,1.0005214,[-0.416 -0.66  -0.47  -0.259 -0.003],92.46214,-1194.607,-80.01858,1.0002563,179
0.0099328915,,-98.0397,-121.59722595053535,-1170.0997,0.29943046,18000,9.423697,0.09956537,99.09824,-79.75451,-47.582508,100.0,49.78,843947,1.0233611,1.4149325,0.99932736,100,2213.2368125915527,0.9728191,1.0002015,[-0.415 -0.661 -0.47  -0.259 -0.004],87.027466,-1170.0627,-79.827095,1.0001093,180
0.018400311,,-96.99726,-121.16783521840884,-1212.3901,0.29755852,18100,8.734304,0.09815623,99.10877,-79.64353,-58.531345,100.0,49.07,848854,1.0733604,1.4161005,0.9966987,100,2225.7559978961945,0.9575391,1.0007243,[-0.416 -0.661 -0.47  -0.259 -0.004],77.692345,-1212.2594,-79.90331,1.0003034,181
0.025165418,,-98.26738,-120.17136274737271,-1164.1725,0.29616892,18200,8.724155,0.097112894,99.15835,-79.07951,-58.760918,100.0,48.54,853708,1.0486139,1.415016,0.99450654,100,2239.8314056396484,0.91107714,1.0012854,[-0.416 -0.66  -0.469 -0.259 -0.003],77.751854,-1163.9661,-79.48341,1.0005808,182
0.008146563,,-94.025345,-122.05833678916166,-1175.1168,0.3024568,18300,9.240198,0.10184467,99.15038,-79.43398,-58.85264,100.0,50.92,858800,1.0181243,1.4146733,0.9987474,100,2253.2807173728943,0.9752416,1.0001937,[-0.415 -0.662 -0.469 -0.259 -0.004],87.46748,-1175.0717,-79.509,1.0000827,183
0.0154167395,,-97.457535,-121.27037358164313,-1193.7775,0.30192977,18400,9.324864,0.10143553,99.04908,-78.85205,-52.581787,100.0,50.71,863871,1.0388587,1.4161057,0.99627495,100,2266.2938845157623,0.95441824,1.0005698,[-0.414 -0.662 -0.468 -0.259 -0.004],95.86965,-1193.6582,-79.07822,1.0002877,184
0.030729743,,-96.07243,-120.51755578660116,-1196.363,0.29807273,18500,11.415344,0.098528974,99.00009,-79.01584,-34.115463,100.0,49.25,868796,1.0683434,1.415131,0.9932053,100,2278.8256192207336,0.9199088,1.00174,[-0.414 -0.663 -0.469 -0.259 -0.003],132.8467,-1196.0806,-79.508385,1.0009178,185
0.015714023,,-96.8191,-119.93388423695048,-1221.1125,0.3001662,18600,9.83675,0.10011416,99.07569,-78.33519,-44.429333,100.0,50.05,873801,1.0349704,1.4145145,0.99665564,100,2291.5402109622955,0.9511973,1.0005492,[-0.416 -0.662 -0.469 -0.258 -0.004],97.66621,-1220.9802,-78.57301,1.0002801,186
0.014468256,,-96.673965,-119.3565559065331,-1189.2405,0.29590753,18700,8.560899,0.09695029,99.14688,-78.840836,-55.89259,100.0,48.47,878648,1.0396796,1.4135383,0.9980682,100,2303.1778569221497,0.95428026,1.0003568,[-0.415 -0.663 -0.469 -0.259 -0.004],71.47126,-1189.1547,-78.9985,1.0001972,187
0.019567959,,-97.512245,-120.90010420440778,-1186.6058,0.3018216,18800,9.147475,0.101341136,99.13697,-78.39802,-54.77496,100.0,50.66,883714,1.0465527,1.414592,0.9957291,100,2315.8605949878693,0.94663084,1.0007309,[-0.415 -0.664 -0.469 -0.259 -0.005],87.87416,-1186.4697,-78.668045,1.0004596,188
0.0139138,,-96.67711,-121.92156480185358,-1183.2502,0.29939404,18900,7.705383,0.09953026,99.21604,-79.93572,-61.642937,100.0,49.76,888690,1.0415642,1.4150656,0.99766666,100,2328.0176315307617,0.9653529,1.0004334,[-0.415 -0.663 -0.469 -0.259 -0.004],64.219406,-1183.1755,-80.07885,1.000248,189
0.023843,,-99.15697,-121.81024373575904,-1172.5505,0.301128,19000,9.289189,0.100808896,99.15526,-79.22381,-59.166588,100.0,50.39,893729,1.0576761,1.4136949,0.995635,100,2339.5320765972137,0.9357635,1.0009065,[-0.413 -0.662 -0.469 -0.259 -0.004],82.845406,-1172.3672,-79.58008,1.0005376,190
0.01775892,,-98.526375,-121.43594616241079,-1173.0529,0.2980828,19100,10.450496,0.098554686,99.07635,-79.8584,-48.929573,100.0,49.27,898656,1.0534089,1.4135317,0.99759907,100,2352.364979028702,0.9581407,1.0005689,[-0.414 -0.662 -0.47  -0.26  -0.005],106.12919,-1172.9208,-80.08241,1.0003115,191
0.0073883226,,-96.2881,-122.34905402727543,-1174.5599,0.29443645,19200,8.775232,0.09588347,99.19586,-81.544365,-60.055866,100.0,47.94,903450,1.032346,1.4130917,0.9992117,100,2365.4654734134674,0.9803857,1.0001189,[-0.415 -0.663 -0.47  -0.26  -0.005],78.826385,-1174.5365,-81.58943,1.0000641,192
0.018087002,,-97.41731,-119.92361412704395,-1183.2257,0.29359254,19300,9.089697,0.09525628,99.15173,-79.80725,-59.15243,100.0,47.62,908212,1.0362355,1.413431,0.9963845,100,2375.9302926063538,0.94741195,1.00073,[-0.415 -0.662 -0.47  -0.26  -0.006],88.698906,-1183.0996,-80.054276,1.000372,193
0.021801626,,-95.21986,-120.7711628182249,-1215.7748,0.2975388,19400,8.384016,0.0981254,99.19074,-79.37925,-53.791943,100.0,49.05,913117,1.0534958,1.4116632,0.9945791,100,2388.919099330902,0.93168557,1.0009426,[-0.415 -0.662 -0.469 -0.259 -0.006],71.76162,-1215.5538,-79.7902,1.0004592,194
0.011831993,,-97.8425,-121.20065389372087,-1153.4626,0.29460877,19500,9.84136,0.096006125,99.18804,-80.65362,-53.79989,100.0,48.0,917917,1.022816,1.4107857,0.99845517,100,2403.0871958732605,0.94876534,1.0002062,[-0.416 -0.663 -0.47  -0.259 -0.007],101.48205,-1153.4164,-80.73907,1.0001124,195
0.010767103,,-96.27675,-121.42451516182001,-1170.0752,0.2986579,19600,8.312719,0.098987244,99.109856,-79.68214,-57.90962,100.0,49.49,922866,1.0365629,1.4107857,0.9985261,100,2417.8830370903015,0.96610713,1.0003831,[-0.416 -0.663 -0.47  -0.26  -0.008],69.89052,-1170.0023,-79.80258,1.0001364,196
0.020485394,,-95.80946,-120.34505204429487,-1167.4236,0.29503047,19700,8.425666,0.09627439,99.127014,-79.455124,-56.90386,100.0,48.12,927678,1.0471388,1.4130633,0.9934039,100,2430.993191242218,0.9439896,1.0011507,[-0.418 -0.664 -0.471 -0.26  -0.008],74.94334,-1167.1968,-79.91084,1.000781,197
0.022091422,,-98.31346,-119.47653935678416,-1163.0024,0.2868406,19800,8.8848715,0.09043849,99.13614,-80.91127,-55.024933,100.0,45.21,932199,1.0567187,1.4120225,0.9962062,100,2442.788181066513,0.9450543,1.0010865,[-0.417 -0.663 -0.471 -0.26  -0.006],78.30721,-1162.8617,-81.20245,1.000632,198
0.023602685,,-97.74468,-121.89607997328103,-1172.0369,0.29256544,19900,8.412325,0.094489,99.14506,-81.30372,-61.4197,100.0,47.23,936922,1.0511839,1.4098153,0.99403,100,2454.6068918704987,0.89968306,1.0011226,[-0.419 -0.664 -0.472 -0.259 -0.007],69.87794,-1171.7821,-81.76433,1.0005482,199
0.019771341,,-97.343025,-121.53582531449639,-1194.3989,0.29976752,20000,9.149586,0.0998149,99.12047,-79.41545,-57.365505,100.0,49.9,941912,1.0716169,1.4101505,0.9962546,100,2467.605990409851,0.9368304,1.0010774,[-0.419 -0.662 -0.471 -0.259 -0.009],84.93761,-1194.2375,-79.69975,1.0004375,200
0.029290488,,-98.26422,-120.00824002431845,-1180.6611,0.29353157,20100,8.936455,0.09520285,99.1188,-79.587006,-51.552856,100.0,47.59,946671,1.0911092,1.4091569,0.9949628,100,2479.7108788490295,0.9193805,1.0012884,[-0.421 -0.661 -0.471 -0.259 -0.009],79.289986,-1180.4794,-79.95433,1.0007304,201
0.012434451,,-98.00821,-121.69113837118039,-1163.2448,0.29329997,20200,8.550937,0.095050275,99.022995,-81.28143,-48.765846,100.0,47.52,951423,1.0432118,1.4088372,0.9978606,100,2492.250950574875,0.96564406,1.0003877,[-0.422 -0.662 -0.471 -0.258 -0.01 ],72.66688,-1163.148,-81.44466,1.0001435,202
0.033773907,,-98.417786,-122.25258068138554,-1171.0385,0.29741937,20300,8.997826,0.098010875,99.132545,-79.97736,-50.324326,100.0,48.98,956321,1.1101665,1.4071997,0.9895402,100,2503.944095849991,0.8979452,1.0022401,[-0.421 -0.661 -0.47  -0.258 -0.01 ],87.02909,-1170.5916,-80.76583,1.0012503,203
0.02171521,,-96.902245,-120.85775405168941,-1175.3168,0.2974523,20400,8.8600645,0.098067865,99.104774,-79.28433,-56.787655,100.0,49.02,961223,1.0530427,1.4085652,0.9939311,100,2517.3395318984985,0.94186807,1.0011746,[-0.423 -0.661 -0.472 -0.257 -0.012],82.17552,-1175.0743,-79.70894,1.0005256,204
0.015042032,,-95.15037,-120.967262116772,-1152.3877,0.29806626,20500,8.812336,0.09855047,99.050446,-79.491455,-56.82788,100.0,49.27,966150,1.0468562,1.4091814,0.9976283,100,2529.7477900981903,0.965547,1.0007001,[-0.425 -0.66  -0.472 -0.256 -0.01 ],79.85939,-1152.2906,-79.66403,1.0002854,205
0.020679103,,-95.40438,-119.37946386829287,-1206.6952,0.30165854,20600,9.697997,0.101220086,99.0001,-77.53874,-28.07148,100.0,50.6,971210,1.0875454,1.4090877,0.9944525,100,2541.8402695655823,0.94541144,1.0007634,[-0.426 -0.659 -0.472 -0.256 -0.01 ],105.1241,-1206.4974,-77.86244,1.000365,206
0.023174282,,-97.5433,-120.82575662979545,-1225.7222,0.29647803,20700,9.268343,0.097345114,99.11295,-79.66559,-47.02061,100.0,48.66,976076,1.0398924,1.4071411,0.99357045,100,2555.5294239521027,0.9140291,1.0010879,[-0.425 -0.658 -0.471 -0.255 -0.01 ],88.439514,-1225.48,-80.11221,1.0005215,207
0.0142452335,,-98.7177,-121.7847162372533,-1249.4342,0.29805914,20800,9.226551,0.09854783,99.06285,-80.24417,-44.752674,100.0,49.27,981003,1.0535197,1.4062772,0.99882126,100,2568.024706363678,0.96587574,1.0003929,[-0.425 -0.658 -0.472 -0.255 -0.012],81.756226,-1249.361,-80.38492,1.0001793,208
0.022109352,,-98.13848,-121.09001584028783,-1174.8214,0.30027077,20900,8.878771,0.10016709,99.107285,-78.838196,-59.635063,100.0,50.07,986010,1.0460545,1.4042898,0.9943664,100,2581.1757044792175,0.9222423,1.0008366,[-0.426 -0.659 -0.471 -0.255 -0.013],85.5521,-1174.6167,-79.21363,1.0004947,209
0.01997236,,-97.89288,-122.92353798607596,-1217.2952,0.29759544,21000,9.964099,0.09816779,99.10674,-80.90322,-45.310516,100.0,49.07,990917,1.0530796,1.4039545,0.9948439,100,2594.0228593349457,0.9389002,1.0010282,[-0.426 -0.659 -0.472 -0.255 -0.015],96.99024,-1217.0619,-81.3106,1.0005016,210
0.031100389,,-93.91728,-120.29363168113825,-1181.1149,0.29333693,21100,8.037446,0.09503917,99.12753,-79.81454,-55.586403,100.0,47.5,995667,1.0780177,1.4020013,0.99160486,100,2605.640344142914,0.8589314,1.0016779,[-0.427 -0.661 -0.472 -0.256 -0.015],74.30288,-1180.8044,-80.40808,1.0008625,211
0.039931208,,-97.39637,-123.9902706287524,-1178.5312,0.3054404,21200,9.635926,0.10407328,99.08806,-79.64761,-51.983566,100.0,52.01,1000868,1.0902315,1.4022526,0.9895344,100,2618.4047548770905,0.8966286,1.0023358,[-0.428 -0.661 -0.473 -0.255 -0.017],101.108925,-1178.1638,-80.34507,1.0014609,212
0.018256593,,-97.678406,-121.88063040140402,-1179.4802,0.29478174,21300,10.255393,0.09611677,99.068985,-81.00632,-55.49674,100.0,48.05,1005673,1.0428215,1.4032989,0.99599814,100,2632.12895321846,0.93816644,1.0006839,[-0.427 -0.661 -0.473 -0.256 -0.017],107.06479,-1179.3132,-81.29403,1.0003598,213
0.013812982,,-99.55567,-120.62345451174703,-1199.2084,0.29495808,21400,10.175029,0.09624924,99.00002,-80.040474,-32.6733,100.0,48.12,1010485,1.0397393,1.4036903,0.99738216,100,2643.6493504047394,0.9607048,1.0005769,[-0.429 -0.662 -0.474 -0.256 -0.016],103.47607,-1199.0894,-80.245476,1.0002465,214
0.015639044,,-94.57758,-120.09678475575946,-1186.2278,0.30117527,21500,8.021402,0.10087231,99.086624,-78.10846,-50.104443,100.0,50.43,1015528,1.0499549,1.4047239,0.9972458,100,2655.391843318939,0.95647216,1.0004755,[-0.43  -0.66  -0.474 -0.255 -0.015],67.11587,-1186.1292,-78.29003,1.0002546,215
0.016751893,,-97.60782,-120.0977952600867,-1220.1708,0.29753736,21600,10.097469,0.098136894,99.09756,-78.96242,-50.26721,100.0,49.06,1020434,1.060677,1.4056201,0.99699813,100,2665.88689994812,0.9601789,1.0006396,[-0.429 -0.661 -0.474 -0.256 -0.014],99.58286,-1220.0427,-79.21677,1.0002935,216
0.006489809,,-95.90758,-119.97780499094631,-1169.5461,0.29641312,21700,9.048936,0.09734156,99.04153,-79.245575,-47.34176,100.0,48.67,1025301,1.0185305,1.4056362,0.999399,100,2678.6923429965973,0.98295134,1.0000892,[-0.429 -0.661 -0.474 -0.256 -0.013],84.81172,-1169.5304,-79.27351,1.0000467,217
0.028664196,,-96.31447,-119.31202259103384,-1156.3274,0.30182028,21800,9.220926,0.101312004,99.16533,-76.84112,-56.21013,100.0,50.63,1030364,1.0662483,1.4071183,0.99107546,100,2691.7154490947723,0.9246377,1.0017562,[-0.429 -0.661 -0.473 -0.256 -0.013],87.315575,-1155.9803,-77.48333,1.000841,218
0.004642282,,-97.437874,-119.38270318217884,-1199.7863,0.29665202,21900,9.690739,0.09750057,99.19327,-78.74747,-50.44713,100.0,48.75,1035239,1.0100827,1.4068853,0.9998143,100,2704.0259222984314,0.983194,1.0000367,[-0.43  -0.665 -0.475 -0.257 -0.012],94.61164,-1199.7782,-78.76145,1.0000194,219
0.014834968,,-96.08984,-120.35912489786398,-1222.792,0.30102688,22000,10.20479,0.10075283,99.00007,-78.42993,-22.96549,100.0,50.37,1040276,1.0514891,1.4076533,0.9962424,100,2714.8215329647064,0.96626925,1.0005412,[-0.43  -0.665 -0.475 -0.257 -0.012],105.531395,-1222.6199,-78.700676,1.0002575,220
0.018559612,,-98.354034,-120.57640926396306,-1195.4661,0.30145022,22100,9.693122,0.10106215,99.03372,-78.28086,-43.254093,100.0,50.52,1045328,1.0425489,1.4067785,0.9954592,100,2728.111291885376,0.9330565,1.0007987,[-0.429 -0.664 -0.474 -0.257 -0.011],95.92033,-1195.2816,-78.61148,1.0004317,221
0.027266128,,-98.03217,-122.1123336872462,-1216.1138,0.30051163,22200,9.766178,0.10034801,99.03338,-79.67128,-51.668716,100.0,50.16,1050344,1.0584078,1.4062428,0.9935174,100,2741.3668982982635,0.9098295,1.0013247,[-0.43  -0.663 -0.475 -0.257 -0.012],101.45391,-1215.8564,-80.12917,1.0006261,222
0.029130653,,-97.52504,-121.52475872001216,-1193.4985,0.3036615,22300,9.344537,0.1027299,99.15137,-78.375984,-53.203236,100.0,51.35,1055479,1.092805,1.404845,0.9945472,100,2753.9431557655334,0.9194154,1.0012898,[-0.432 -0.663 -0.476 -0.256 -0.013],84.34596,-1193.2814,-78.799286,1.0008197,223
0.032087952,,-98.44999,-119.34694144869141,-1218.2688,0.289586,22400,9.441197,0.09233502,99.14487,-79.65458,-53.941166,100.0,46.14,1060093,1.1190882,1.4056432,0.9877661,100,2766.4772515296936,0.9114834,1.0020618,[-0.434 -0.664 -0.476 -0.255 -0.014],95.21586,-1217.772,-80.59151,1.0009537,224
0.023937387,,-98.012115,-121.57756762011955,-1192.9619,0.29654497,22500,8.719699,0.09739106,99.038574,-80.02556,-53.252926,100.0,48.68,1064961,1.0579356,1.4062219,0.9940388,100,2778.750862121582,0.9175487,1.0012288,[-0.432 -0.664 -0.475 -0.255 -0.013],76.07835,-1192.7372,-80.46657,1.0005687,225
0.016775604,,-98.46766,-121.98173322530633,-1166.9121,0.3023259,22600,9.376598,0.10173549,99.11272,-79.13935,-51.798714,100.0,50.86,1070047,1.0284501,1.4058015,0.9970775,100,2792.1604709625244,0.9412842,1.0004839,[-0.433 -0.666 -0.475 -0.256 -0.013],84.66754,-1166.7372,-79.39944,1.0002048,226
0.02284534,,-94.95693,-119.10076571803802,-1156.1631,0.2893773,22700,7.955425,0.09220885,99.05672,-79.89185,-60.897766,100.0,46.09,1074656,1.0557351,1.4058228,0.99423295,100,2804.7319626808167,0.9335254,1.0011052,[-0.435 -0.667 -0.477 -0.256 -0.013],62.805717,-1155.8995,-80.34402,1.0006493,227
0.019296905,,-97.832855,-120.67615077423854,-1175.0857,0.29816762,22800,9.5974865,0.09861304,99.09903,-79.26041,-52.661774,100.0,49.3,1079586,1.0393687,1.4047244,0.99710256,100,2817.5111861228943,0.9397424,1.0006433,[-0.436 -0.67  -0.478 -0.256 -0.013],91.54027,-1174.9613,-79.477905,1.000318,228
0.023628738,,-96.19821,-120.5176859197522,-1158.5835,0.29661307,22900,9.063705,0.09746057,99.07655,-79.42617,-52.840694,100.0,48.72,1084458,1.0781993,1.4051653,0.99638045,100,2830.05637383461,0.93226564,1.0013667,[-0.437 -0.67  -0.478 -0.256 -0.014],75.580284,-1158.4238,-79.739334,1.0006882,229
0.0149573255,,-98.440544,-121.99479567079578,-1200.2407,0.30365822,23000,9.689798,0.10275279,99.11787,-79.02931,-49.81143,100.0,51.37,1089595,1.0343474,1.4039536,0.9974275,100,2842.049483060837,0.94805276,1.0004479,[-0.439 -0.669 -0.478 -0.256 -0.014],96.21686,-1200.1384,-79.21597,1.0002207,230
0.03651247,,-96.233635,-120.30890698815661,-1182.787,0.29661056,23100,8.890092,0.09743585,99.13021,-78.946434,-57.696148,100.0,48.7,1094465,1.1010078,1.4032918,0.99101424,100,2854.8811161518097,0.88696635,1.001893,[-0.44  -0.668 -0.478 -0.256 -0.015],86.1064,-1182.3878,-79.61558,1.0012012,231
0.015375406,,-98.26519,-120.7313034758735,-1177.6504,0.29827392,23200,9.286632,0.09868309,99.13034,-79.154106,-54.464687,100.0,49.33,1099398,1.042807,1.4034289,0.99563134,100,2867.012392759323,0.9488859,1.0006686,[-0.442 -0.669 -0.479 -0.255 -0.016],89.54311,-1177.4814,-79.464226,1.0003432,232
0.008028253,,-98.812325,-121.21525882566543,-1192.1055,0.2994483,23300,9.7020855,0.09958376,99.14893,-79.55837,-56.563133,100.0,49.79,1104377,1.0261222,1.4028922,0.9993636,100,2877.5326833724976,0.9759714,1.0001534,[-0.445 -0.669 -0.48  -0.254 -0.015],96.018684,-1192.0801,-79.6101,1.0000707,233
0.018392537,,-96.561874,-120.67922058720421,-1185.9025,0.29476148,23400,8.15161,0.09609784,99.15202,-80.0827,-59.50851,100.0,48.04,1109181,1.047072,1.4018888,0.996606,100,2890.0781903266907,0.94536644,1.0006088,[-0.445 -0.668 -0.48  -0.254 -0.016],69.165504,-1185.7844,-80.32115,1.0003408,234
0.017416986,,-97.07741,-121.10874298925519,-1155.6736,0.29801336,23500,9.8547945,0.09849541,99.11427,-79.642235,-55.181656,100.0,49.24,1114105,1.0414361,1.4009318,0.9972161,100,2900.8969373703003,0.94538504,1.0005418,[-0.445 -0.668 -0.48  -0.254 -0.017],97.58644,-1155.5524,-79.85451,1.0002922,235
0.0316291,,-97.37606,-120.67633385156337,-1158.333,0.2980727,23600,9.558756,0.09851684,99.10519,-78.954155,-50.899334,100.0,49.24,1119029,1.09856,1.4022509,0.9931536,100,2913.727722644806,0.9094088,1.0021484,[-0.444 -0.668 -0.479 -0.255 -0.018],92.00257,-1158.0621,-79.48884,1.0011604,236
0.019593066,,-96.708275,-121.04479985249439,-1202.4669,0.300024,23700,8.307086,0.09998241,99.07489,-79.06522,-55.009354,100.0,49.98,1124027,1.0764204,1.4038424,0.9955003,100,2927.4182662963867,0.9541944,1.0007463,[-0.446 -0.666 -0.479 -0.254 -0.017],66.38691,-1202.2587,-79.42519,1.0004202,237
0.024423288,,-97.884056,-121.76918974993208,-1188.8146,0.2957673,23800,8.637788,0.09682853,99.089325,-80.37782,-59.281963,100.0,48.4,1128867,1.0500413,1.4022297,0.99300987,100,2940.4183745384216,0.92745763,1.001402,[-0.447 -0.668 -0.479 -0.255 -0.015],81.87525,-1188.5392,-80.87681,1.0006248,238
0.018141726,,-97.60756,-119.2679717987343,-1213.2096,0.30333522,23900,9.610376,0.10250081,99.1166,-76.868996,-54.48872,100.0,51.24,1133991,1.0453573,1.4037534,0.9946679,100,2954.514834880829,0.95051897,1.0009167,[-0.447 -0.666 -0.478 -0.254 -0.017],96.07344,-1213.0096,-77.22494,1.0004066,239
0.014990482,,-96.57819,-121.23968295517909,-1169.4657,0.30090153,24000,9.633871,0.10066887,99.01124,-79.08086,-42.775177,100.0,50.33,1139024,1.0562369,1.404639,0.9987758,100,2967.3626453876495,0.9592094,1.0003307,[-0.447 -0.667 -0.479 -0.254 -0.015],91.30305,-1169.4092,-79.193146,1.0002216,240
0.0121629005,,-96.76331,-121.04591543042571,-1235.3458,0.29690954,24100,9.258619,0.09768844,99.18039,-79.82175,-54.043694,100.0,48.84,1143908,1.0374172,1.4046615,0.998118,100,2980.7436571121216,0.9606864,1.0004494,[-0.448 -0.667 -0.479 -0.254 -0.014],83.83526,-1235.2659,-79.9754,1.0002236,241
