J_sample_variance,MeanD2w0t,EpThisIter,Weights,MeanIW,MaxIW,InitialReturnMean,TimestepsSoFar,MinD2w0t,StdD2w0t,EpisodesSoFar,ReturnStepMax,StdIW,InitialReturnStd,ReturnStepMaxmin,Iteration,MaxD2w0t,EpLenMean,InitialReturnMin,InitialBound,Bound,InitialReturnMax,EntropyCoefficient,MinIW,EpRewMean,MeanEntropy,ReturnMeanIW,EmpiricalD2,TimeElapsed
9107.331,0.076377414,100,[-0.837 -0.328 -0.376 -0.605 -0.181],1.0975056,3.8994408,2.822876e-06,92296,,0.28446776,2500,100.0,0.5062083,13.526913,92.735886,25,1.7581744,34.01,-15.347809,151.61583,162.44662,36.000652,10.0,0.25233734,-106.52254183545962,1.2611051,250.02762,1.2023149,291.49167919158936
27971.94,0.0968056,100,[-0.849 -0.324 -0.381 -0.615 -0.158],1.2592652,6.9210215,-3.8146973e-07,96057,,0.35231563,2600,100.0,1.0558994,12.350144,93.20314,26,3.792168,37.61,-16.842293,130.31897,156.50507,38.112793,10.0,0.123688295,-109.00987603386821,1.2835902,254.16154,1.6823293,303.23962235450745
109806.125,0.1096136,100,[-0.863 -0.356 -0.386 -0.623 -0.135],1.2249577,17.35555,-2.5939942e-06,99825,,0.4089188,2700,100.0,1.9708776,11.886172,93.256935,27,7.1348705,37.68,-17.328178,127.0761,135.2965,26.98019,10.0,0.057149135,-108.20078043337459,1.3022465,246.23714,2.4627192,315.10713243484497
151319.97,0.12203803,100,[-0.835 -0.329 -0.382 -0.636 -0.117],1.5535969,33.447655,5.4931643e-06,103500,,0.4936721,2800,100.0,2.4501674,12.4863,93.16495,28,8.893969,36.75,-16.10569,131.95532,179.27129,35.368362,10.0,0.048469566,-107.22236295772676,1.2783188,307.53067,2.8342865,325.7247486114502
2056.3774,0.08786011,100,[-0.852 -0.36  -0.368 -0.641 -0.141],1.076158,2.4228873,2.670288e-06,107642,,0.29314533,2900,100.0,0.32056066,13.0817995,93.87168,29,1.4834812,41.42,-18.698082,98.427185,104.95881,36.960007,10.0,0.3902055,-106.20746300448751,1.2783197,191.73514,1.1066374,338.7098627090454
3814.805,0.08473612,100,[-0.857 -0.377 -0.37  -0.651 -0.141],1.0575815,3.1330183,-3.5476685e-06,111613,,0.28890753,3000,100.0,0.39172933,10.717681,93.55262,30,1.3422291,39.71,-15.082123,115.66175,119.95753,40.222317,10.0,0.3438132,-108.15775722838828,1.2832983,202.03966,1.1390648,349.90171360969543
204471.98,0.13787182,100,[-0.857 -0.381 -0.371 -0.639 -0.136],1.63907,33.179848,2.0599366e-06,115418,,0.5439132,3100,100.0,3.0324922,12.3225765,93.35505,31,8.087714,38.05,-18.327988,123.648125,175.1719,40.6155,10.0,0.071848094,-107.39594492308942,1.3658576,303.37582,2.649866,360.89631748199463
61207.12,0.1161163,100,[-0.807 -0.401 -0.369 -0.659 -0.053],1.3223845,16.349968,-8.163453e-06,119364,,0.4177769,3200,100.0,1.5843868,11.220133,93.522095,32,6.141227,39.46,-16.74202,118.4383,143.45792,24.570724,10.0,0.103113525,-108.07917038709944,1.4195772,247.84123,1.7398617,373.2861797809601
1340.4169,0.08428638,100,[-8.044e-01 -4.222e-01 -3.899e-01 -6.479e-01  6.910e-04],1.0383157,1.7303247,-5.1116945e-06,123430,,0.28340855,3300,100.0,0.22304824,11.262159,93.70098,33,1.2098267,40.66,-19.59787,107.64221,111.37421,28.371021,10.0,0.49652797,-107.72929386809847,1.398958,193.72559,1.0576571,384.62500405311584
8533.832,0.089391366,100,[-0.817 -0.432 -0.4   -0.651 -0.02 ],1.1115103,3.8417182,7.781982e-06,127210,,0.315657,3400,100.0,0.51607466,11.707662,93.24901,34,1.6682395,37.8,-16.31865,133.84952,144.77155,31.256317,10.0,0.2653417,-108.69362880518747,1.4130577,226.71815,1.2343973,395.1244885921478
12235.746,0.08909891,100,[-0.824 -0.463 -0.428 -0.653 -0.006],1.0919303,5.564272,-4.8065185e-06,131062,,0.3105074,3500,100.0,0.64780295,11.360318,93.36547,35,1.6065371,38.52,-15.125679,126.14137,133.74329,35.87877,10.0,0.29750326,-108.52156789652967,1.4517903,217.55867,1.2667346,406.18731927871704
8952.333,0.09039867,100,[-0.846 -0.483 -0.44  -0.663  0.033],1.0945245,7.0099735,6.027222e-06,135102,,0.3064592,3600,100.0,0.6868288,11.6602745,93.63976,36,1.6368814,40.4,-20.412544,115.40454,122.98969,38.09587,10.0,0.23467077,-108.27683022992971,1.4657328,204.08488,1.2450858,417.2454698085785
5904.1587,0.08340096,100,[-0.833 -0.463 -0.428 -0.674  0.047],1.052323,3.83232,-3.4713746e-06,138963,,0.28895256,3700,100.0,0.4669439,11.563838,93.35411,37,1.4131442,38.61,-15.519142,125.223625,128.63165,30.863754,10.0,0.28142214,-109.00611898104627,1.4544525,210.06244,1.1522622,428.81974482536316
3207.8276,0.08999137,100,[-0.83  -0.451 -0.413 -0.659  0.035],1.0721647,2.6798162,4.005432e-06,143159,,0.29804444,3800,100.0,0.36347073,13.605986,93.89964,38,1.3985438,41.96,-18.52179,99.007576,104.981766,43.30673,10.0,0.4282514,-107.00549041618244,1.4711378,189.4283,1.1157708,439.8439338207245
1002.5259,0.08362572,100,[-0.852 -0.465 -0.421 -0.671  0.052],1.0255519,1.9026147,7.133484e-06,147249,,0.28026885,3900,100.0,0.18989298,12.352696,93.71244,39,1.1667241,40.9,-16.44339,107.31154,109.50874,39.19619,10.0,0.6163932,-108.13065480917508,1.4749348,190.16345,1.0387803,451.3709762096405
3117.293,0.08169479,100,[-0.843 -0.451 -0.415 -0.664  0.056],1.057244,2.3931031,-1.3732911e-06,151137,,0.28165224,4000,100.0,0.35446587,10.977476,93.391014,40,1.3650435,38.88,-16.969269,124.09079,129.37334,32.80253,10.0,0.45671368,-109.03974297899869,1.485675,208.8575,1.1264937,462.4263484477997
2629.7769,0.08547769,100,[-0.865 -0.454 -0.419 -0.65   0.067],1.0517974,2.5837722,-8.010864e-07,155189,,0.28804258,4100,100.0,0.31134444,14.171803,93.66734,41,1.2733092,40.52,-19.201279,108.51685,112.877335,63.67328,10.0,0.5654285,-108.03964746771915,1.4986817,195.84148,1.0808976,473.98627734184265
29015.256,0.09082788,100,[-0.859 -0.45  -0.403 -0.651  0.08 ],1.0959374,12.961567,9.536743e-07,159043,,0.3173909,4200,100.0,1.1868873,10.62209,93.37308,42,2.122749,38.54,-17.39463,128.91174,133.1659,24.803608,10.0,0.23769447,-108.46397062522618,1.5120577,215.44716,1.4266903,486.16149401664734
7986.183,0.09543094,100,[-0.878 -0.458 -0.407 -0.626  0.093],1.1096168,5.355897,5.760193e-06,163275,,0.315694,4300,100.0,0.6488838,13.794553,93.93732,43,1.8575573,42.32,-19.858856,98.33262,107.763504,37.375175,10.0,0.21363038,-107.12838046568905,1.4957473,193.87627,1.3431599,499.3101668357849
1467.1278,0.08962173,100,[-0.917 -0.477 -0.42  -0.613  0.077],1.0482402,1.870804,2.7465821e-06,167586,,0.29193828,4400,100.0,0.2571661,12.275169,94.00778,44,1.2606514,43.11,-21.28901,93.78981,98.57991,35.898823,10.0,0.41603845,-107.60780402087462,1.5093628,180.61328,1.0664567,511.69499611854553
1736.6293,0.0856327,100,[-0.957 -0.477 -0.433 -0.61   0.09 ],1.03643,2.187881,5.0735475e-06,171701,,0.28607857,4500,100.0,0.2350133,11.25243,93.69672,45,1.1972895,41.15,-18.32051,105.52565,109.11566,45.545185,10.0,0.5187925,-109.11531067203761,1.5029311,193.21512,1.0480633,523.5582871437073
643.89813,0.08762174,100,[-0.942 -0.479 -0.419 -0.619  0.084],1.0090111,1.8583013,3.4332274e-06,176035,,0.2844404,4600,100.0,0.14306135,12.786032,94.0518,46,1.0562929,43.34,-19.192825,92.20038,93.3829,41.61928,10.0,0.74132574,-107.2273243085016,1.5146284,173.40533,1.0176575,535.0759449005127
3014.8567,0.085856035,100,[-0.933 -0.476 -0.414 -0.62   0.096],1.0722592,2.106339,-4.043579e-06,180049,,0.29105276,4700,100.0,0.34858862,12.059465,93.63906,47,1.3444703,40.14,-18.702164,114.68933,120.44736,30.72316,10.0,0.2692796,-107.59423797188758,1.4843547,200.49043,1.1169777,546.1044673919678
4652.9785,0.10542629,100,[-0.924 -0.49  -0.417 -0.619  0.065],1.0873394,4.957845,-4.196167e-07,184816,,0.32578257,4800,100.0,0.56114197,13.282564,94.46408,48,1.5192261,47.67,-19.611313,74.06073,80.06399,50.138798,10.0,0.28554353,-108.1135721652717,1.5084656,165.14845,1.205537,558.7778537273407
2912.8079,0.08914902,100,[-0.931 -0.492 -0.422 -0.634  0.09 ],1.0775604,2.216757,-3.3950805e-06,189003,,0.29538664,4900,100.0,0.39794293,12.7318125,93.869835,49,1.4863086,41.87,-19.136826,102.44831,109.57659,34.25812,10.0,0.35798615,-107.4003626540514,1.495198,191.33765,1.1633132,570.9422271251678
293734.44,0.1182106,100,[-0.951 -0.511 -0.429 -0.632  0.076],1.5498781,45.451164,5.722046e-06,193154,,0.46620247,5000,100.0,3.8934877,12.496276,93.819244,50,8.224246,41.51,-17.350655,101.77492,136.23602,38.953606,10.0,0.14103293,-107.5266925124656,1.5223558,259.82465,1.6105832,582.9047718048096
1374.6174,0.091820545,100,[-0.976 -0.456 -0.418 -0.603  0.103],1.0452257,2.2364895,-2.822876e-06,197569,,0.29520968,5100,100.0,0.24569556,12.206236,94.07113,51,1.202033,44.15,-20.806725,93.18501,97.27728,42.886314,10.0,0.49880528,-108.8049111291193,1.5371304,176.55722,1.0693688,596.422643661499
293.5272,0.087765306,100,[-0.994 -0.468 -0.43  -0.599  0.118],1.0074798,1.3091116,5.760193e-06,201941,,0.28352436,5200,100.0,0.081147335,13.683249,94.12581,52,1.0239859,43.72,-19.047577,89.832565,90.21037,42.89354,10.0,0.72077125,-106.5502428097851,1.5396297,169.0595,1.0073023,608.0443108081818
2091.0574,0.090895616,100,[-0.987 -0.473 -0.43  -0.605  0.121],1.0391533,2.5774765,1.1444092e-06,206283,,0.2949528,5300,100.0,0.31724867,12.936126,94.08437,53,1.2174826,43.42,-19.763474,90.836334,94.05349,34.321014,10.0,0.5014274,-106.7186792173722,1.5432996,176.5485,1.0998756,619.7805938720703
625.322,0.09018547,100,[-0.981 -0.482 -0.419 -0.606  0.124],1.0052142,1.9098446,-2.822876e-06,210753,,0.2878505,5400,100.0,0.14285818,12.84479,94.20294,54,1.073139,44.7,-19.745567,84.98055,85.57971,42.760155,10.0,0.70565194,-107.21437109682107,1.538185,166.2822,1.0163766,631.166419506073
5740.1235,0.10152579,100,[-0.987 -0.476 -0.414 -0.602  0.119],1.0950229,3.6925204,8.850097e-06,215220,,0.32588488,5500,100.0,0.50553274,12.777369,94.206955,55,1.619061,44.67,-19.89595,88.034775,96.21973,37.479637,10.0,0.22789069,-107.05278503403913,1.5696468,180.09894,1.2261142,643.1648910045624
4250.4863,0.09853979,100,[-0.986 -0.49  -0.424 -0.593  0.151],1.0574847,4.2562776,4.577637e-06,219813,,0.31026432,5600,100.0,0.50151247,12.171455,94.26369,56,1.3400515,45.93,-19.997612,85.21173,88.08488,29.811367,10.0,0.4279816,-108.77008531617918,1.597957,168.26802,1.1615561,654.802839756012
853.00085,0.09817966,100,[-1.006 -0.495 -0.425 -0.587  0.179],1.0292453,1.7845415,-2.632141e-06,224587,,0.3022874,5700,100.0,0.21021366,13.170847,94.546196,57,1.1105427,47.74,-21.10862,73.51507,75.254135,36.861134,10.0,0.515358,-106.31237199336262,1.6063457,153.76018,1.0415771,668.198385477066
5436.3486,0.11161089,100,[-0.995 -0.493 -0.428 -0.579  0.187],1.1536422,5.397586,-4.5013426e-06,229467,,0.34099188,5800,100.0,0.6765803,13.310083,94.51914,58,1.7426832,48.8,-21.607544,69.3768,77.17228,47.677505,10.0,0.34869114,-109.33532019412411,1.6347414,166.79816,1.2616162,681.143515586853
1962.1791,0.096923575,100,[-1.001 -0.485 -0.444 -0.575  0.216],1.0558006,3.8042924,-2.0599366e-06,234126,,0.3028987,5900,100.0,0.33716074,13.330129,94.3923,59,1.345819,46.59,-22.009949,77.06539,80.27724,38.602386,10.0,0.29759678,-107.33636021663777,1.6318159,163.01492,1.0686637,693.6818573474884
1729.083,0.094671,100,[-1.019 -0.462 -0.439 -0.559  0.213],1.0536869,2.5300517,2.5177003e-06,238638,,0.3008114,6000,100.0,0.3035114,13.952394,94.197235,60,1.2302518,45.12,-20.350433,84.47824,88.172615,45.454964,10.0,0.51497716,-108.35023453729694,1.6498017,170.7844,1.0857077,705.3335673809052
791.53156,0.096344374,100,[-1.025 -0.457 -0.45  -0.558  0.231],1.0371041,1.5719565,,243335,,0.29929975,6100,100.0,0.22437648,12.714531,94.3691,61,1.2011411,46.97,-20.090515,77.45366,79.8922,33.194817,10.0,0.5706705,-108.75691294594525,1.6604469,160.36049,1.0641735,717.5481352806091
10025.335,0.10820533,100,[-0.993 -0.453 -0.441 -0.566  0.241],1.190821,9.697261,1.2969971e-06,248017,,0.3414723,6200,100.0,0.95749444,13.788615,94.41583,62,2.5201268,46.82,-19.815323,77.67584,86.33949,37.465706,10.0,0.34587744,-107.31544844890973,1.6618025,174.30832,1.3041809,730.5767366886139
2488.066,0.10096633,100,[-0.98  -0.409 -0.423 -0.561  0.243],1.0722932,3.053787,1.1825562e-06,252672,,0.31588197,6300,100.0,0.33170745,15.184454,94.4071,63,1.3995805,46.55,-19.42743,75.65475,81.3752,43.177956,10.0,0.45858195,-106.9040400625766,1.645819,166.0884,1.1119578,743.0191071033478
3511.8452,0.09829159,100,[-0.971 -0.408 -0.404 -0.568  0.227],1.1035736,3.6313741,-2.7465821e-06,257180,,0.3133875,6400,100.0,0.4595305,14.323586,94.20601,64,1.7244749,45.08,-17.361,82.92234,89.3563,46.722054,10.0,0.23302466,-108.05650819690054,1.6546776,175.85382,1.1320884,755.1306431293488
18602.129,0.098721735,100,[-0.951 -0.417 -0.395 -0.593  0.236],1.1796293,6.087298,-3.852844e-06,261274,,0.33663097,6500,100.0,0.94186246,11.970159,93.75444,65,2.4021173,40.94,-19.09922,108.23239,122.696014,30.745045,10.0,0.13405856,-107.37669258624801,1.6451931,212.84105,1.6015185,767.0483486652374
1113.9996,0.09622039,100,[-0.989 -0.438 -0.386 -0.588  0.226],1.0349954,2.0333154,-5.569458e-06,265935,,0.3002277,6600,100.0,0.22998539,14.595822,94.39479,66,1.1981664,46.61,-21.336365,77.34253,79.52222,41.46339,10.0,0.4897094,-107.32426660992695,1.6344486,160.63992,1.0475613,780.4157543182373
1018.5176,0.09892831,100,[-0.992 -0.431 -0.381 -0.596  0.215],1.0197189,1.8424888,-4.7683716e-06,270768,,0.30248183,6700,100.0,0.19989718,13.840408,94.58752,67,1.0999885,48.33,-22.811012,68.53194,70.381584,34.664165,10.0,0.5861009,-106.62784180862697,1.6419169,150.86282,1.0426183,792.1653971672058
4102.608,0.11490528,100,[-0.981 -0.434 -0.372 -0.592  0.223],1.0988714,4.278469,6.8664554e-07,275910,,0.34069613,6800,100.0,0.562789,14.951486,94.87259,68,1.6536461,51.42,-23.876213,57.353706,64.5212,35.740532,10.0,0.39717597,-106.11595115652912,1.635375,149.19618,1.1704644,805.9617006778717
353.31586,0.10094655,100,[-0.961 -0.422 -0.343 -0.59   0.216],1.0083104,1.3469055,-4.7302246e-06,280915,,0.3026851,6900,100.0,0.12755027,14.13565,94.75541,69,1.0653381,50.05,-25.256042,62.625694,63.20053,35.099155,10.0,0.5175837,-106.22114889070728,1.6318375,142.12357,1.0144194,818.4363713264465
1673.8206,0.10783769,100,[-0.978 -0.427 -0.351 -0.59   0.213],1.0352808,4.036182,7.820129e-06,286119,,0.31662977,7000,100.0,0.293452,14.803035,94.922165,70,1.3070812,52.04,-25.021233,51.18772,53.775993,61.741634,10.0,0.5428145,-106.10532995848463,1.6428719,139.01463,1.056066,832.1232943534851
3953.053,0.10959155,100,[-0.976 -0.422 -0.339 -0.588  0.224],1.0796001,5.3749137,6.8664554e-07,291165,,0.3280764,7100,100.0,0.55674314,14.75751,94.76737,71,1.3751464,50.46,-23.302315,60.39698,63.33185,40.674194,10.0,0.32022387,-106.789318674282,1.6504875,148.0586,1.1332473,845.5744960308075
1382.895,0.1104988,100,[-0.998 -0.422 -0.344 -0.603  0.232],1.0495619,2.744015,4.8065185e-06,296499,,0.31989527,7200,100.0,0.288328,15.6355295,95.050735,72,1.2227756,53.34,-25.391449,46.678658,49.590546,52.069916,10.0,0.46607336,-105.32702627750396,1.6328079,133.90388,1.0593553,859.0148689746857
422.5497,0.10147215,100,[-0.98  -0.413 -0.334 -0.604  0.214],1.0073845,1.4490304,7.133484e-06,301527,,0.3034855,7300,100.0,0.11293955,14.896164,94.77888,73,1.0526654,50.28,-22.708595,60.822342,61.39992,32.82337,10.0,0.6687846,-106.11929901913672,1.6317624,140.76904,1.0135078,871.4288282394409
2150.2705,0.11338113,100,[-0.984 -0.405 -0.33  -0.604  0.213],1.0981172,2.95334,-7.133484e-06,306837,,0.32969326,7400,100.0,0.41556805,15.782953,95.0737,74,1.5423295,53.1,-25.254234,46.3902,51.963,43.42794,10.0,0.37786606,-104.24320719903422,1.6292758,137.32597,1.1571798,884.4778044223785
968.38776,0.108590335,100,[-1.001 -0.398 -0.319 -0.591  0.21 ],1.0433837,2.092338,-3.890991e-06,312099,,0.3168135,7500,100.0,0.27472478,15.01277,94.99524,75,1.2058877,52.62,-23.852234,50.031025,52.25245,41.390778,10.0,0.47922036,-105.3653633962385,1.6297858,135.2097,1.0652189,898.5551474094391
348.6635,0.10126566,100,[-1.022 -0.408 -0.32  -0.595  0.211],1.0096561,1.3051032,5.1116945e-06,317141,,0.3023915,7600,100.0,0.08605536,13.602696,94.774216,76,1.0367118,50.42,-23.81034,58.401863,59.25176,39.616756,10.0,0.765913,-106.53205082497047,1.62951,141.00253,1.0099542,911.2639281749725
847.65015,0.11139639,100,[-1.039 -0.408 -0.323 -0.594  0.211],1.0459822,2.2280276,4.234314e-06,322559,,0.31970778,7700,100.0,0.24617043,14.876691,95.14348,77,1.1779194,54.18,-26.404861,46.049862,48.504684,44.396,10.0,0.45216188,-104.4730365466851,1.6273267,129.4088,1.0481545,924.3417134284973
651.9301,0.11416705,100,[-1.015 -0.422 -0.319 -0.597  0.208],1.0122954,1.7520282,-5.569458e-06,328156,,0.32160932,7800,100.0,0.17811365,15.957575,95.26485,78,1.0855143,55.97,-27.744812,38.528244,39.78723,49.799828,10.0,0.63377523,-104.52819271868557,1.6405336,122.05627,1.0318558,938.1720104217529
1580.1633,0.11055846,100,[-1.006 -0.42  -0.313 -0.594  0.222],1.0793564,2.900412,-8.621216e-06,333397,,0.32340923,7900,100.0,0.35469356,15.113208,94.97856,79,1.2717978,52.41,-25.304321,51.178864,53.975998,50.415237,10.0,0.33052355,-105.38257013091228,1.6171639,137.80263,1.0981634,951.6333112716675
193.56093,0.11472955,100,[-1.004 -0.423 -0.32  -0.602  0.198],1.0046555,1.1524522,-8.31604e-06,339122,,0.31905887,8000,100.0,0.046772264,13.427373,95.338684,80,1.0087246,57.25,-26.373154,36.938934,37.100113,39.643482,10.0,0.85911334,-104.8053200536509,1.6145562,117.24488,1.0030223,964.3718526363373
