J_sample_variance,MeanD2w0t,EpThisIter,Weights,MeanIW,MaxIW,InitialReturnMean,TimestepsSoFar,MinD2w0t,StdD2w0t,EpisodesSoFar,ReturnStepMax,StdIW,InitialReturnStd,ReturnStepMaxmin,Iteration,MaxD2w0t,EpLenMean,InitialReturnMin,InitialBound,Bound,InitialReturnMax,EntropyCoefficient,MinIW,EpRewMean,MeanEntropy,ReturnMeanIW,EmpiricalD2,TimeElapsed
641.0875,0.10676916,100,[-1.06  -0.436 -0.329 -0.703  0.45 ],1.0222735,1.5918736,4.9591063e-06,762005,,0.31231058,16300,100.0,0.183386,16.845404,95.001144,163,1.0939559,52.34,-27.015991,32.21926,33.498528,57.55066,,0.55561936,-104.65009351788342,1.8780106,132.57864,1.0358934,2044.6435613632202
366.90292,0.11318882,100,[-1.06  -0.43  -0.329 -0.709  0.459],1.0140524,1.3500228,6.1035155e-07,767616,,0.31837887,16400,100.0,0.08954335,15.747637,95.247345,164,1.043341,56.11,-29.120155,21.633972,22.304527,44.35065,,0.7763602,-105.28069377151633,1.880155,120.83456,1.0122979,2056.8842811584473
2587.6692,0.12156053,100,[-1.062 -0.429 -0.328 -0.715  0.461],1.0933024,4.9859247,1.9836425e-06,773268,,0.34142467,16500,100.0,0.49092948,16.60099,95.33273,165,1.6728662,56.52,-27.871231,18.391808,22.838264,48.378983,,0.40475416,-103.63681846690275,1.8932171,126.4902,1.1294119,2069.3613753318787
587.93475,0.11742002,100,[-1.06  -0.419 -0.314 -0.698  0.474],1.0251882,1.6986828,4.959106e-07,779041,,0.32505915,16600,100.0,0.19026446,17.250114,95.435684,166,1.0997413,57.73,-28.657135,16.607658,17.564392,36.78717,,0.6351354,-102.88381356348022,1.8818569,114.47633,1.0308833,2083.9014830589294
1567.6676,0.13193646,100,[-1.079 -0.412 -0.313 -0.693  0.463],1.0952652,4.1557827,1.6784668e-06,785153,,0.35432342,16700,100.0,0.420646,16.2678,95.63089,167,1.4613408,61.12,-28.874744,7.082794,12.131203,41.713364,,0.37729192,-102.96039390039181,1.8727255,114.86677,1.1575383,2099.1187443733215
1429.9716,0.12854147,100,[-1.073 -0.427 -0.31  -0.682  0.454],1.0570269,2.7140799,-2.4795531e-06,791218,,0.34643978,16800,100.0,0.32495144,17.79671,95.57537,168,1.3232949,60.65,-28.292274,7.4018173,10.964317,46.41252,,0.47513038,-103.85215894969048,1.8834704,112.558945,1.11175,2114.1599729061127
907.1287,0.12155927,100,[-1.075 -0.428 -0.297 -0.675  0.464],1.0783759,2.5096292,-4.5013426e-06,796985,,0.33699355,16900,100.0,0.30260834,16.076565,95.42125,169,1.2824298,57.67,-28.789177,15.27742,18.739311,42.839302,,0.39977852,-103.19319824347156,1.8591003,120.0691,1.0929943,2127.140534877777
1469.9053,0.12805013,100,[-1.088 -0.421 -0.293 -0.666  0.44 ],1.071376,3.9673078,-4.997253e-06,803107,,0.3433543,17000,100.0,0.44370514,17.251217,95.6284,170,1.5105484,61.22,-30.960735,5.1883698,8.271973,60.547615,,0.35004178,-103.2046107807683,1.8603556,110.192245,1.1244481,2141.776299238205
429.0542,0.12548178,100,[-1.128 -0.419 -0.298 -0.649  0.441],1.0089741,1.4462223,1.7547608e-06,809323,,0.3330437,17100,100.0,0.119636096,16.112404,95.64781,171,1.0493044,62.16,-29.776752,5.223053,5.7855988,36.48607,,0.6906185,-104.1859258283293,1.8652171,104.67448,1.0133507,2156.2857553958893
1342.2786,0.14180692,100,[-1.127 -0.415 -0.291 -0.651  0.446],1.0329721,3.8708758,2.0980835e-06,816156,,0.35669765,17200,100.0,0.3244503,17.08208,95.99748,172,1.2254288,68.33,-30.44851,-8.7786255,-7.3896103,38.39952,,0.42758438,-102.58076946399991,1.8646,93.050186,1.068954,2171.1640322208405
2136.3286,0.13041058,100,[-1.112 -0.402 -0.28  -0.658  0.446],1.0856179,5.4303703,3.2806397e-06,822140,,0.3547019,17300,100.0,0.5385294,16.669378,95.54759,173,1.3749182,59.84,-27.188152,11.360878,14.285301,55.879387,,0.28218025,-103.29617542134804,1.8779311,115.929306,1.1384686,2185.4557631015778
745.7982,0.13066342,100,[-1.124 -0.412 -0.281 -0.679  0.459],1.0277354,2.2120705,-1.9836425e-06,828519,,0.34176686,17400,100.0,0.22222097,16.994577,95.756645,174,1.1576178,63.79,-33.261986,0.636261,2.2555695,54.22655,,0.51721245,-103.4470075362385,1.8870376,102.22434,1.0449148,2201.268304824829
609.98376,0.11751437,100,[-1.109 -0.406 -0.272 -0.686  0.468],1.0329086,1.8620441,-4.653931e-06,834273,,0.3259608,17500,100.0,0.19058248,17.966246,95.444336,175,1.1442754,57.54,-27.506287,13.515343,15.455948,45.44149,,0.67886966,-102.29633042068876,1.8880143,115.565025,1.0426795,2215.367476940155
721.7893,0.11834263,100,[-1.086 -0.396 -0.268 -0.686  0.469],1.0316869,1.880263,-2.708435e-06,840049,,0.32752737,17600,100.0,0.21672553,16.813934,95.415054,176,1.1023823,57.76,-29.797607,15.580978,16.803375,35.713223,,0.5406534,-103.5334997898402,1.8880141,115.654755,1.0366168,2230.930699110031
515.813,0.12009835,100,[-1.098 -0.392 -0.274 -0.671  0.469],1.0315648,1.5092165,-1.6021728e-06,845931,,0.32897633,17700,100.0,0.17065993,17.046453,95.469055,177,1.1113813,58.82,-27.91626,13.092377,14.439941,47.41487,,0.6008592,-103.84518449698639,1.8848501,113.53952,1.035875,2244.677401781082
1734.1768,0.13287534,100,[-1.112 -0.385 -0.28  -0.675  0.466],1.0853164,4.2306356,-1.411438e-06,852184,,0.3522208,17800,100.0,0.4647153,17.491518,95.751915,178,1.517222,62.53,-31.167233,0.91819,3.7105713,52.440002,,0.38338202,-101.55143293525767,1.8791659,106.90665,1.1175876,2260.0498588085175
5129.6533,0.13901356,100,[-1.128 -0.378 -0.266 -0.666  0.46 ],1.1231519,11.040132,5.722046e-07,858319,,0.37489572,17900,100.0,0.9117208,17.063814,95.62797,179,1.7780117,61.35,-30.021748,6.258072,10.223068,36.630356,,0.37954235,-103.43723587382527,1.8876314,115.0572,1.1854124,2273.8254523277283
962.18634,0.1374039,100,[-1.106 -0.352 -0.243 -0.65   0.469],1.0528152,3.3849504,-2.9945375e-06,864917,,0.3529139,18000,100.0,0.36202013,15.899015,95.88608,180,1.4520915,65.98,-31.123692,-3.0767212,-0.15720367,34.494957,,0.1937063,-102.72844741343248,1.8830836,99.81131,1.098457,2289.8985738754272
527.6497,0.13492389,100,[-1.134 -0.337 -0.24  -0.631  0.464],1.04116,2.0458143,-1.2207031e-06,871525,,0.34588066,18100,100.0,0.19801764,16.736313,95.87454,181,1.1743592,66.08,-29.968887,-3.6773987,-1.6882095,35.741756,,0.5765521,-103.2650612282078,1.8876913,97.784874,1.0375965,2305.7239911556244
555.5343,0.14133991,100,[-1.162 -0.325 -0.244 -0.626  0.469],1.0282314,1.9933953,-3.0899048e-06,878433,,0.35309225,18200,100.0,0.20144989,16.942924,96.00528,182,1.1147591,69.08,-30.793476,-10.225983,-8.898872,36.587452,,0.6563689,-103.43765125386197,1.896214,91.24914,1.0360408,2320.8484971523285
527.3889,0.1401263,100,[-1.144 -0.319 -0.239 -0.621  0.477],1.027619,2.9990492,1.411438e-06,885343,,0.34998634,18300,100.0,0.22415446,17.749086,96.03583,183,1.1122276,69.1,-34.185028,-10.993454,-10.361343,47.643135,,0.6295871,-102.41246690188741,1.8918554,89.32436,1.0256615,2336.866311788559
670.61523,0.15048404,100,[-1.155 -0.312 -0.237 -0.612  0.473],1.0257603,2.1159065,4.959106e-07,892629,,0.36448675,18400,100.0,0.23416753,18.080116,96.21771,184,1.1439203,72.86,-33.41174,-17.821594,-16.357277,37.324844,,0.5768648,-101.3585525722876,1.9092592,84.17013,1.0506806,2353.883256673813
581.721,0.14030854,100,[-1.152 -0.311 -0.233 -0.612  0.49 ],1.0228754,1.8238958,-1.0681152e-06,899512,,0.35124576,18500,100.0,0.17807645,18.45086,96.03085,185,1.1468449,68.83,-32.80432,-11.196976,-10.116814,47.490475,,0.61408657,-102.18301080348506,1.9186952,90.39192,1.0280046,2369.2479026317596
696.09784,0.16067062,100,[-1.138 -0.307 -0.225 -0.61   0.5  ],1.0984178,3.1661856,-2.0217894e-06,907121,,0.38011009,18600,100.0,0.34378535,18.060268,96.28578,186,1.4420897,76.09,-33.996887,-22.834732,-19.92749,48.163002,,0.3681166,-103.2626513186385,1.9277977,82.51163,1.0838312,2385.832582473755
473.46472,0.14717391,100,[-1.149 -0.314 -0.237 -0.6    0.509],1.0327466,1.7869943,4.310608e-06,914347,,0.35814068,18700,100.0,0.17711075,19.002378,96.13583,187,1.1450185,72.26,-33.44756,-16.095787,-14.836166,35.195107,,0.50211245,-103.48248686445056,1.9238322,85.37972,1.0377477,2402.1658453941345
620.2308,0.14742726,100,[-1.158 -0.323 -0.241 -0.595  0.505],1.02305,1.7919124,1.6021728e-06,921549,,0.3594523,18800,100.0,0.18431236,19.843521,96.15971,188,1.1205115,72.02,-34.29342,-16.585915,-15.397118,52.838604,,0.57806236,-102.27880242450772,1.9130863,85.066666,1.0348449,2419.1534514427185
694.1811,0.16825907,100,[-1.152 -0.325 -0.232 -0.597  0.494],1.0269872,1.7998537,-4.5776366e-07,929718,,0.38096395,18900,100.0,0.18854646,21.578333,96.55676,189,1.2261138,81.69,-37.15755,-32.60015,-31.371094,56.065666,,0.5385747,-99.79385236738797,1.9111325,69.64074,1.039179,2436.893905878067
341.97574,0.16025382,100,[-1.146 -0.32  -0.22  -0.599  0.492],1.0182142,1.371307,8.392334e-07,937641,,0.36934304,19000,100.0,0.10118021,18.109734,96.4494,190,1.0779667,79.23,-38.153183,-28.37722,-27.810791,43.972404,,0.66247165,-101.04198286660804,1.9033403,72.442215,1.0163554,2453.09237575531
442.90472,0.14374858,100,[-1.156 -0.323 -0.224 -0.601  0.484],1.0142392,1.5287664,1.7166137e-06,944729,,0.35374504,19100,100.0,0.119748384,18.538593,96.09059,191,1.0807796,70.88,-31.86964,-12.9879,-12.078285,44.090324,,0.6638222,-103.1093346107565,1.8977932,87.09739,1.0222875,2469.9348475933075
606.387,0.15564238,100,[-1.157 -0.311 -0.221 -0.596  0.479],1.0217779,1.8292469,2.3651123e-06,952380,,0.36623308,19200,100.0,0.20013183,19.877712,96.32326,192,1.0987341,76.51,-36.897327,-23.035378,-22.255379,52.749996,,0.6269376,-102.39875232321542,1.9007105,77.84893,1.0347753,2485.6706602573395
333.47693,0.15390697,100,[-1.164 -0.318 -0.221 -0.592  0.482],1.012014,1.7665112,7.209778e-06,959969,,0.36385524,19300,100.0,0.15511894,15.343113,96.28135,193,1.0619429,75.89,-37.109398,-19.16552,-18.495155,34.077965,,0.65985006,-103.15918674559464,1.9074987,80.137726,1.0239834,2501.855586051941
588.4852,0.1685029,100,[-1.16  -0.324 -0.224 -0.588  0.489],1.0073754,2.063255,3.3187866e-06,968217,,0.37918407,19400,100.0,0.20557433,18.483444,96.5417,194,1.1087289,82.48,-38.26759,-30.946281,-30.17659,42.80926,,0.6005073,-101.38045442500737,1.9139801,70.06848,1.0401561,2518.2968742847443
475.90488,0.14892793,100,[-1.165 -0.324 -0.222 -0.58   0.495],1.016579,1.5789936,-2.7465821e-06,975489,,0.36107236,19500,100.0,0.18809529,16.595413,96.17813,195,1.1103292,72.72,-31.400467,-16.524727,-15.339722,40.732994,,0.5609049,-102.60336345171041,1.9118422,85.17972,1.0364599,2534.3764271736145
719.63525,0.16445015,100,[-1.164 -0.326 -0.212 -0.585  0.493],1.0115036,2.253765,-1.9454956e-06,983488,,0.37698653,19600,100.0,0.2454641,18.779976,96.4718,196,1.1572602,79.99,-35.35372,-28.924545,-27.747055,48.067818,,0.5367585,-101.11517558469355,1.9180353,73.17403,1.0546925,2552.625739812851
641.80316,0.16715717,100,[-1.183 -0.33  -0.21  -0.585  0.499],1.0757662,4.7362003,-1.926422e-06,991526,,0.38277102,19700,100.0,0.40628645,16.465534,96.44121,197,1.4643815,80.38,-35.073936,-28.584663,-26.711067,52.97205,,0.5562338,-102.83806887478191,1.9260472,74.8045,1.0623524,2568.5638859272003
557.1212,0.17632964,100,[-1.213 -0.318 -0.215 -0.576  0.507],1.0321788,1.7024302,-9.155273e-07,1000146,,0.38642865,19800,100.0,0.19206952,19.763386,96.66635,198,1.1255318,86.2,-36.075817,-37.12921,-36.268463,55.156403,,0.5819624,-100.58057197461966,1.9186156,64.396286,1.0331339,2585.529073238373
557.5829,0.18381545,100,[-1.208 -0.322 -0.216 -0.57   0.5  ],1.0296935,2.3269913,4.196167e-07,1009127,,0.39300606,19900,100.0,0.22423322,20.127619,96.75629,199,1.1464016,89.81,-41.949127,-39.545097,-38.481236,46.659393,,0.46483552,-100.75409703006534,1.9100738,62.222935,1.0429714,2604.958213329315
527.62225,0.1734175,100,[-1.221 -0.323 -0.216 -0.564  0.491],1.0032641,2.1807795,1.2969971e-06,1017612,,0.3837014,20000,100.0,0.173579,18.8717,96.59541,200,1.1082679,84.85,-36.87351,-33.678955,-32.72348,39.674633,,0.6854763,-102.01429069952212,1.9130036,67.715225,1.0332539,2622.9578037261963
575.83765,0.21585539,100,[-1.22  -0.317 -0.208 -0.558  0.494],1.0496671,2.6197164,7.6293946e-07,1027964,,0.4231113,20100,100.0,0.27353853,18.873255,97.096176,201,1.3137876,103.52,-45.188427,-50.263435,-48.7221,46.75338,,0.5718137,-98.54215573155965,1.9169097,52.25171,1.0712552,2642.7669405937195
578.4973,0.19031961,100,[-1.236 -0.308 -0.212 -0.546  0.498],1.021439,2.433461,-4.234314e-06,1037243,,0.39894444,20200,100.0,0.21197413,19.501818,96.79747,202,1.198091,92.79,-42.257225,-42.47243,-41.265125,41.881744,,0.45773444,-102.18605020708819,1.9157455,59.436123,1.0406104,2662.78520321846
597.85706,0.20719476,100,[-1.261 -0.304 -0.221 -0.538  0.497],0.9916763,1.6535677,3.2806397e-06,1047433,,0.40968457,20300,100.0,0.12965152,22.850645,97.012924,203,1.1596507,101.9,-40.32933,-50.479538,-49.946617,50.846752,,0.5881155,-101.24144603114473,1.9149567,50.346146,1.0269728,2681.724199771881
