StdIW,Weights,TimeElapsed,MinD2w0t,ReturnStepMax,ReturnStepMaxmin,InitialReturnMean,InitialBound,EmpiricalD2,Iteration,MeanIW,MeanEntropy,EpLenMean,InitialReturnStd,InitialReturnMin,MaxIW,MinIW,MaxD2w0t,ReturnMeanIW,MeanD2w0t,J_sample_variance,StdD2w0t,EpRewMean,EpisodesSoFar,TimestepsSoFar,InitialReturnMax,Bound,EpThisIter
0.65561056,[-0.775  0.738 -0.669  0.34  -0.297],132.22933435440063,,100.0,99.40273,-93.400604,-95.16199,13.346611,11,0.57978326,1.081892,16.92,2.8372068,-97.440834,5.5644865,0.0009054693,272.65045,-56.140175,0.11393375,3332.711,1.8415482,-108.60192389970999,1100,18418,-83.735725,-63.412743,100
1.0442315,[-0.809  0.714 -0.636  0.26  -0.337],145.88555693626404,,100.0,99.36911,-93.4207,-95.15473,63.089287,12,0.5011878,1.053374,16.59,2.9761143,-97.5999,9.3908415,0.000100337296,917.65125,-49.05953,0.5240223,8641.438,12.131764,-108.3122221508825,1200,20077,-82.45906,-59.45426,100
0.82219726,[-0.742  0.705 -0.703  0.358 -0.365],158.80132818222046,,100.0,99.36087,-93.50128,-95.38164,15.383966,13,0.5583686,0.9347333,16.64,2.535672,-97.618805,13.345085,1.0025728e-05,90.174324,-54.27285,0.22057828,5318.897,2.3448532,-108.42575155256354,1300,21741,-83.85965,-60.046684,100
1.9208593,[-0.716  0.668 -0.736  0.447 -0.484],173.76120376586914,,100.0,99.36497,-93.2721,-94.90114,66.11308,14,0.72228235,0.9654894,16.35,2.8607104,-97.43274,34.546318,0.0012089561,1044.3081,-68.28007,0.4794228,29378.535,11.205639,-107.90097144435953,1400,23376,-83.50979,-75.73682,100
0.87100863,[-0.755  0.669 -0.669  0.393 -0.453],185.76948595046997,,100.0,99.388084,-93.5288,-95.19085,168.38873,15,0.4199133,0.9580103,16.52,2.498401,-97.27365,22.85025,4.2857635e-05,521.23486,-42.35575,0.82331896,5940.638,11.277535,-108.3642290743339,1500,25028,-88.1593,-54.96031,100
0.8596182,[-0.774  0.619 -0.632  0.398 -0.461],197.01342034339905,,100.0,99.35351,-92.97572,-94.79592,61.423233,16,0.46018016,0.87774974,17.1,2.9207983,-97.3899,7.2327924,1.332709e-05,1001.3165,-45.557972,0.33509454,5806.375,7.8512917,-108.30015997410277,1600,26738,-86.55963,-54.000618,100
1.4544592,[-0.639  0.61  -0.679  0.438 -0.541],209.43171954154968,,100.0,99.364044,-92.88994,-94.59272,111.98684,17,0.49266237,0.88410765,16.71,3.166409,-97.2292,16.966259,0.0002701911,435.13007,-47.849678,0.5652753,16417.299,7.0189877,-107.81694488466395,1700,28409,-82.48599,-60.572,100
1.0415585,[-0.666  0.583 -0.63   0.431 -0.535],222.99758458137512,,100.0,99.38507,-93.40608,-95.05995,86.81484,18,0.512025,0.85836107,16.1,2.75809,-97.00361,11.199624,0.0011272316,1048.5449,-48.4582,0.86348474,8080.0093,13.985579,-107.83106244836006,1800,30019,-84.030174,-61.28056,100
1.3012978,[-0.651  0.603 -0.529  0.408 -0.561],237.02368927001953,,100.0,99.33851,-93.405136,-95.34268,8.333931,19,0.7939811,0.8837804,18.0,2.7350583,-97.612625,13.156761,0.011280613,40.887474,-75.63339,0.13801648,12809.294,1.1721665,-109.63073231484955,1900,31819,-85.72749,-80.38306,100
1.1878065,[-0.671  0.605 -0.511  0.454 -0.535],250.080304145813,,100.0,99.38339,-93.168396,-95.174774,55.428356,20,0.67561376,0.8286108,17.52,2.9001136,-97.46165,23.929968,6.0686038e-05,385.42023,-65.28083,0.61665875,10538.413,8.590844,-108.91490879576394,2000,33571,-85.525795,-74.15306,100
0.6715401,[-0.656  0.618 -0.5    0.371 -0.59 ],263.3482656478882,,100.0,99.38157,-93.02927,-94.71378,130.0078,21,0.3475142,0.83003914,16.93,2.9954414,-97.170135,9.437491,0.0003129454,372.2326,-35.230515,0.71465015,3252.4238,8.924556,-108.1939052528853,2100,35264,-84.59416,-48.43176,100
1.0816642,[-0.68   0.596 -0.456  0.38  -0.589],276.24556398391724,,100.0,99.35266,-93.59347,-95.45021,117.80476,22,0.38804817,0.8235363,17.4,3.1431134,-97.593605,10.146053,0.00016360325,351.2993,-39.360714,0.63746595,9197.472,8.312107,-109.27850165755943,2200,37004,-82.635216,-51.626244,100
0.82723725,[-0.662  0.635 -0.489  0.374 -0.595],291.2392635345459,,100.0,99.40081,-94.1108,-95.9754,49.325512,23,0.533253,0.79008657,17.29,2.7086732,-98.60701,8.6103525,0.0016323928,842.6251,-52.459248,0.45497504,5424.077,10.636561,-109.74079034983755,2300,38733,-86.16603,-60.50302,100
0.9499593,[-0.693  0.631 -0.447  0.289 -0.629],302.703590631485,,100.0,99.34943,-93.6567,-95.50967,347.51288,24,0.4306225,0.77799827,17.1,2.8783457,-97.57655,26.78661,0.00018324198,1401.498,-43.362625,1.5315707,6931.5513,25.707869,-109.05599318590716,2400,40443,-83.677475,-59.341908,100
0.86928636,[-0.662  0.679 -0.469  0.275 -0.641],316.32017254829407,,100.0,99.38425,-93.562996,-95.32552,178.29941,25,0.4725788,0.7991539,16.82,2.6326435,-97.74302,10.617125,4.2380634e-05,548.51294,-47.310963,0.75441045,6021.056,10.6237755,-108.6721696187284,2500,42125,-85.60739,-60.7703,100
1.2981097,[-0.683  0.598 -0.478  0.269 -0.62 ],332.3096342086792,,100.0,99.359985,-93.14822,-94.78949,73.725975,26,0.68654805,0.7841294,17.35,3.0355327,-97.92333,10.317961,0.0006817843,742.0934,-65.50703,0.5996798,12810.195,10.176465,-108.71182957177056,2600,43860,-84.26557,-73.18149,100
1.6359694,[-0.64   0.644 -0.442  0.209 -0.635],346.7975347042084,,100.0,99.36125,-93.256424,-95.1922,172.7581,27,0.5300447,0.7431234,17.04,3.116334,-98.00103,29.211279,0.00016867509,463.47522,-51.650616,0.7975647,21158.37,10.392679,-108.55827234902114,2700,45564,-84.97675,-65.40842,100
1.0931009,[-0.603  0.675 -0.48   0.208 -0.676],358.9615125656128,,100.0,99.35023,-92.74664,-94.47652,144.49046,28,0.39709675,0.74511725,17.15,3.403376,-97.44273,16.331306,0.00016419096,456.69263,-40.31259,0.68072623,9599.97,8.650685,-108.05317922314919,2800,47279,-81.82253,-53.32245,100
0.78419423,[-0.571  0.707 -0.513  0.209 -0.674],372.77670526504517,,100.0,99.38746,-92.876755,-94.88811,1.9725604,29,0.8176416,0.6963026,17.32,3.1433556,-97.60418,11.58998,0.013678035,5.637887,-76.60951,0.051553614,5204.292,0.29224402,-108.37657622080889,2900,49011,-82.02273,-79.80097,100
1.3431071,[-0.581  0.721 -0.477  0.196 -0.723],386.43300437927246,,100.0,99.385605,-93.524315,-95.262856,218.4666,30,0.4333101,0.7159907,16.8,2.7269943,-97.687035,24.481604,0.0012824081,539.6479,-43.68426,0.8670214,13527.721,11.976923,-108.59401636599694,3000,50691,-80.548164,-58.170586,100
1.0451136,[-0.632  0.681 -0.46   0.196 -0.703],398.9173936843872,,100.0,99.38814,-93.18338,-95.1333,65.66001,31,0.5669528,0.7003802,16.99,2.789716,-98.443184,24.507452,0.0009739141,353.99463,-53.821167,0.38150078,7788.628,5.4418607,-108.41623423431176,3100,52390,-83.26878,-66.26942,100
1.3064773,[-0.679  0.681 -0.407  0.18  -0.719],412.659601688385,,100.0,99.359924,-93.28857,-94.979744,83.32443,32,0.5473215,0.69949186,17.08,2.9548507,-97.5482,16.16954,0.0006485134,487.86636,-52.288876,0.5340538,13750.384,6.448215,-108.6227073923928,3200,54098,-81.2064,-63.396034,100
1.565996,[-0.66   0.684 -0.466  0.193 -0.719],424.6512174606323,,100.0,99.36444,-92.94471,-94.74365,126.93963,33,0.53808147,0.721947,17.13,2.9184022,-97.520905,24.516043,0.001040179,288.22806,-52.868713,0.55739474,19357.13,7.0997887,-108.25887315418967,3300,55811,-83.41689,-63.954975,100
1.254287,[-0.704  0.642 -0.452  0.193 -0.697],438.82678055763245,,100.0,99.36608,-93.734505,-95.3726,201.91156,34,0.68451226,0.70756483,16.42,2.6638665,-97.53399,12.615311,0.00016194198,2918.9915,-65.56904,1.4767932,12237.615,32.27243,-108.50080380699477,3400,57453,-84.37192,-78.44995,100
0.72431856,[-0.736  0.614 -0.469  0.26  -0.711],452.32705879211426,,100.0,99.40823,-93.02271,-94.818436,5.106634,35,0.7032803,0.68950766,16.83,2.988744,-97.66322,5.4735823,0.01455341,146.67773,-66.781784,0.06427702,4101.0815,0.9000344,-108.06448764310544,3500,59136,-83.72359,-72.30526,100
1.4568989,[-0.76   0.605 -0.452  0.216 -0.729],465.942177772522,,100.0,99.35175,-93.51396,-95.278015,107.42843,36,0.59215915,0.71724,16.96,3.0518742,-97.67286,38.840424,0.0014317249,568.96106,-57.38945,0.5557975,15719.803,7.263182,-108.76639511498546,3600,60832,-83.60454,-69.80264,100
0.42000532,[-0.761  0.644 -0.484  0.224 -0.702],481.51749634742737,,100.0,99.36164,-93.47089,-95.59946,1.2273438,37,0.9446479,0.68914187,17.23,2.920841,-97.54631,2.8887987,0.11084197,2.8037336,-88.81342,0.038694985,1400.3088,0.2080083,-108.96620051351054,3700,62555,-82.9708,-91.47471,100
2.5933082,[-0.763  0.655 -0.483  0.247 -0.73 ],493.94773864746094,,100.0,99.34976,-93.35619,-95.13828,118.86185,38,0.76144236,0.6899407,16.9,2.742122,-97.7745,24.8029,0.0001306788,355.10083,-72.99619,0.64020365,53731.082,8.490693,-108.52524033706194,3800,64245,-85.75465,-83.77798,100
0.80507326,[-0.782  0.617 -0.463  0.257 -0.729],505.3242518901825,,100.0,99.36597,-93.52503,-95.30863,11.85385,39,0.6375081,0.64014924,16.81,3.101158,-97.878494,19.66152,0.0038219348,307.92685,-62.15392,0.13210806,5245.3306,2.1948602,-108.61657259205619,3900,65926,-83.26824,-69.289085,100
0.5669306,[-0.705  0.632 -0.45   0.305 -0.779],515.889529466629,,100.0,99.42268,-93.2625,-95.21263,3.563353,40,0.8227966,0.61981153,16.9,3.0006404,-97.161674,4.9405904,0.0028794217,101.771126,-76.608406,0.07755954,2594.4177,0.931381,-108.42848336474869,4000,67616,-83.59946,-82.28138,100
0.98989326,[-0.726  0.61  -0.496  0.329 -0.799],529.7502181529999,,100.0,99.3845,-93.354935,-95.38713,45.692196,41,0.6779064,0.60052323,17.11,2.444029,-97.21114,15.821427,5.8297e-05,380.4054,-66.3041,0.5351903,7731.2817,7.325963,-108.71703545296408,4100,69327,-87.11903,-74.36861,100
1.6175159,[-0.726  0.603 -0.502  0.394 -0.818],543.1319766044617,,100.0,99.39321,-93.12424,-94.78178,127.05371,42,0.562417,0.60283685,16.7,3.000545,-97.36122,26.141449,0.0008112318,449.2672,-55.43083,0.7537805,20780.99,10.187763,-108.06990348742275,4200,70997,-83.3692,-67.09943,100
0.99081254,[-0.708  0.628 -0.527  0.379 -0.816],554.9615631103516,,100.0,99.39195,-93.16792,-95.22475,124.54499,43,0.48599735,0.5988258,17.14,2.9031506,-97.536476,14.627018,0.00053387904,1650.5967,-48.36933,0.55871177,7086.7676,13.380973,-108.54398259892493,4300,72711,-83.80156,-59.59492,100
1.9096041,[-0.673  0.647 -0.562  0.41  -0.82 ],569.7777144908905,,100.0,99.389915,-93.024025,-94.6868,119.94003,44,0.52853703,0.5913044,17.2,3.1264374,-97.78795,40.24228,0.00014429554,365.94586,-51.82891,0.6485096,29566.38,8.317141,-108.41083255772915,4400,74431,-82.51354,-62.466854,100
1.1022851,[-0.69   0.607 -0.549  0.42  -0.828],583.7521228790283,,100.0,99.371445,-93.60278,-95.46667,167.93951,45,0.4406288,0.58424455,16.64,2.50078,-97.332756,16.366735,8.677402e-05,712.5765,-43.53041,0.94361854,9125.987,14.385313,-108.55864320353594,4500,76095,-86.15963,-55.61171,100
1.370056,[-0.677  0.632 -0.574  0.402 -0.835],597.2672350406647,,100.0,99.39016,-93.22587,-95.12908,294.7307,46,0.40863618,0.56541634,17.22,3.0602307,-97.77855,42.003918,0.000108120614,659.7298,-40.852085,1.1007736,12209.7295,15.637671,-108.69112395719458,4600,77817,-82.52422,-57.30339,100
1.0314876,[-0.624  0.672 -0.588  0.402 -0.854],612.1495180130005,,100.0,99.36417,-93.155624,-94.88353,218.11159,47,0.41708884,0.54661363,16.51,2.865104,-97.54375,37.13669,0.00019087944,440.1083,-42.424786,0.81824976,8005.7007,11.460868,-107.92991043290263,4700,79468,-84.32287,-55.812958,100
1.0465232,[-0.576  0.721 -0.591  0.406 -0.872],626.2310388088226,,100.0,99.35421,-92.98815,-95.05196,53.08393,48,0.63269925,0.5324132,17.01,2.9065952,-97.483955,7.6917806,0.00064827624,311.53638,-61.117023,0.56038916,8597.136,7.2471194,-108.2086055244826,4800,81169,-81.77454,-70.302216,100
1.0828173,[-0.567  0.727 -0.602  0.362 -0.887],639.2949435710907,,100.0,99.36621,-92.96044,-94.69226,163.75192,49,0.42993835,0.53045744,17.02,3.1773481,-97.813354,16.88084,0.0010253445,587.15,-43.18853,0.70869935,8859.791,9.727332,-108.17494710352639,4900,82871,-82.312775,-57.379513,100
1.2692572,[-0.599  0.702 -0.575  0.357 -0.888],654.2864029407501,,100.0,99.40762,-93.62084,-95.30822,90.20044,50,0.70338565,0.51927173,16.44,2.5672948,-97.369095,8.017978,0.00012974176,1696.0642,-66.203926,0.47849,12564.001,14.701913,-108.37797636790623,5000,84515,-84.4706,-73.8016,100
0.8019758,[-0.587  0.68  -0.54   0.286 -0.9  ],670.0682752132416,,100.0,99.3651,-93.055,-94.94016,138.43457,51,0.3780597,0.4890088,17.46,3.176339,-97.464874,10.678358,0.00026022486,1071.201,-38.883797,0.69195837,5011.363,12.170532,-108.70240461339571,5100,86261,-84.64216,-49.02436,100
0.8115979,[-0.616  0.628 -0.548  0.301 -0.93 ],686.4339501857758,,100.0,99.38606,-93.27699,-94.96866,178.24036,52,0.41457585,0.49381578,17.13,2.7151465,-97.42682,24.466648,3.084995e-05,518.6275,-41.46968,0.90923685,4831.3516,11.860439,-108.653233342272,5200,87974,-85.10613,-55.79794,100
1.24048,[-0.604  0.652 -0.576  0.297 -0.925],701.3443357944489,,100.0,99.38044,-93.53344,-95.25015,494.428,53,0.46223515,0.49837098,16.88,2.7186275,-97.3751,38.23793,1.4323305e-05,3434.62,-46.088,2.1448333,11501.026,42.500603,-108.69958103064215,5300,89662,-85.07677,-62.7253,100
1.0922588,[-0.574  0.686 -0.585  0.279 -0.921],715.811021566391,,100.0,99.358154,-92.95891,-94.85073,181.8557,54,0.43885204,0.50048923,16.86,3.0975611,-97.66114,25.245531,0.00027942212,439.24203,-43.16508,0.75942224,8857.423,10.5052,-108.04102202985754,5400,91348,-81.27103,-56.700596,100
1.2973218,[-0.538  0.734 -0.585  0.277 -0.918],730.3374729156494,,100.0,99.36494,-93.51154,-95.43443,79.8955,55,0.6475079,0.51874006,16.99,3.12234,-97.52116,15.489843,9.6467214e-05,478.34943,-62.48159,0.46031445,13138.529,7.0817084,-108.80149027162473,5500,93047,-82.98726,-73.36104,100
1.5455284,[-0.496  0.737 -0.624  0.295 -0.9  ],745.7073550224304,,100.0,99.37418,-93.22862,-95.10131,209.8442,56,0.42706522,0.5021932,16.48,2.5170166,-97.388504,241.69823,0.0007601024,448.72278,-40.543186,0.9072303,6385.7183,11.66115,-107.98337662142545,5600,94695,-86.90227,-54.896164,100
2.530204,[-0.53   0.719 -0.589  0.293 -0.917],758.7739231586456,,100.0,99.42569,-93.55876,-95.24393,170.53088,57,0.68601096,0.5061232,16.37,2.7931507,-97.28614,108.971596,0.00051861996,588.3002,-66.05278,0.8267619,46527.793,12.086488,-108.23598682353742,5700,96332,-83.70017,-78.40665,100
0.92718446,[-0.491  0.737 -0.61   0.279 -0.913],774.1471729278564,,100.0,99.35845,-93.345795,-95.05716,216.94273,58,0.37607202,0.48122194,16.74,2.8238966,-97.51492,18.43273,0.00017625807,592.2598,-39.012905,0.74921477,6847.2993,11.821504,-108.36118703049027,5800,98006,-84.11248,-51.201916,100
0.43698406,[-0.392  0.779 -0.593  0.27  -0.938],786.4664993286133,,100.0,99.37368,-92.827614,-94.75339,1.2978634,59,0.92207736,0.4523874,16.99,3.095699,-97.547516,3.249438,0.09995499,6.1949067,-85.79999,0.041089542,1549.5647,0.2333537,-107.99720742430696,5900,99705,-83.74457,-88.6053,100
0.94062793,[-0.386  0.75  -0.612  0.263 -0.967],798.7333562374115,,100.0,99.35713,-93.03624,-94.7392,140.01387,60,0.5117978,0.4398689,16.54,2.8636117,-97.63017,8.09326,5.1478626e-05,1266.0145,-49.108234,0.80715954,6925.7183,14.662303,-107.8281295794382,6000,101359,-81.24156,-60.129345,100
0.9595766,[-0.357  0.82  -0.57   0.243 -0.979],813.257346868515,,100.0,99.37238,-93.57174,-95.28252,40.89942,61,0.7310169,0.44602355,16.44,2.509343,-97.43037,16.803898,0.0007132484,249.57147,-70.128204,0.46885884,6856.603,6.2395263,-108.32344039125707,6100,103003,-85.99126,-79.96442,100
0.94444436,[-0.353  0.816 -0.563  0.286 -0.973],826.6014878749847,,100.0,99.384705,-93.498184,-95.523125,183.34764,62,0.43028343,0.43913925,16.51,2.744945,-97.56018,25.951654,0.000107992826,511.79083,-43.01983,0.7779207,6578.369,10.314413,-108.32849520139624,6200,104654,-82.891396,-57.57533,100
0.7607682,[-0.388  0.793 -0.539  0.283 -0.98 ],839.2784609794617,,100.0,99.35939,-93.6317,-95.413025,476.5195,63,0.31451416,0.4274715,16.51,2.7410543,-97.93812,13.524391,0.00023533247,1550.1833,-32.553627,1.639325,4019.7996,27.81242,-108.47767316194104,6300,106305,-85.24959,-50.383972,100
0.9713291,[-0.447  0.758 -0.532  0.289 -0.991],854.0859577655792,,100.0,99.38091,-93.2944,-95.199265,193.68448,64,0.5215683,0.44384655,17.24,3.2079327,-97.41291,6.113,0.0005984881,641.24664,-51.200336,1.0916916,7274.6914,15.486863,-108.7850758751909,6400,108029,-80.63009,-67.30677,100
1.8180125,[-0.442  0.782 -0.556  0.279 -0.975],867.8414826393127,,100.0,99.36076,-93.6283,-95.2655,154.63693,65,0.5427125,0.41584927,16.49,2.6166503,-97.292175,26.137043,0.00022180911,873.03906,-53.363873,0.49684805,26217.002,10.376163,-108.44174556140035,6500,109678,-86.96358,-64.82794,100
0.8249313,[-0.343  0.829 -0.531  0.296 -1.003],883.6934976577759,,100.0,99.37491,-93.68991,-95.55384,205.06552,66,0.3640843,0.40737745,16.56,2.7266877,-98.62602,20.416065,8.198888e-05,576.51,-37.0126,0.9030523,4855.754,12.676161,-108.56133272889548,6600,111334,-85.364006,-50.64386,100
0.37431657,[-0.316  0.852 -0.553  0.292 -1.012],896.8344497680664,,100.0,99.4385,-93.513054,-95.15204,1.1965592,67,0.94298327,0.40501067,16.74,2.756336,-97.82893,2.6460211,0.17519434,1.5796294,-88.377205,0.036105864,1141.9468,0.19478047,-108.55941275637225,6700,113008,-86.7545,-90.10591,100
1.2147328,[-0.348  0.877 -0.553  0.306 -1.014],907.5100991725922,,100.0,99.37556,-93.631615,-95.43122,99.22137,68,0.6778497,0.39597204,16.36,2.6287255,-97.65587,24.069647,2.5982648e-05,742.8794,-65.338036,0.72311467,11661.244,12.235912,-108.29933912036493,6800,114644,-82.78581,-74.68225,100
1.1125411,[-0.354  0.851 -0.552  0.335 -1.023],917.6360230445862,,100.0,99.3829,-93.20152,-94.88523,144.61337,69,0.45486277,0.38793936,16.7,2.7600489,-97.12359,24.677517,0.00019603391,444.88614,-46.01423,0.7295469,9858.226,10.138772,-108.14188030996314,6900,116314,-82.987656,-58.045807,100
0.8626939,[-0.337  0.885 -0.562  0.328 -1.031],932.4627997875214,,100.0,99.38123,-93.67239,-95.329834,27.96356,70,0.8230465,0.39316207,16.03,2.3310235,-97.82285,5.2850385,0.004168616,2028.6526,-78.14064,0.14170976,6060.7896,10.153043,-108.06449465150783,7000,117917,-85.50384,-82.49566,100
0.4544381,[-0.322  0.919 -0.545  0.362 -1.026],947.5975494384766,,100.0,99.39909,-93.226746,-95.12078,74.68384,71,0.4109137,0.38027206,16.68,2.5191617,-97.36398,15.025002,0.0018122784,1379.8804,-40.12245,0.9436186,1614.005,17.201632,-108.16667958989724,7100,119585,-85.4504,-51.2846,100
0.9736102,[-0.336  0.946 -0.509  0.304 -1.039],960.2736077308655,,100.0,99.37834,-94.039246,-95.82556,2.269438,72,0.89862514,0.38352528,16.36,2.3867083,-97.72573,8.708188,0.029083097,9.242506,-84.93562,0.056693625,7515.2773,0.37397367,-108.78154575325702,7200,121221,-85.58659,-87.769844,100
0.58537596,[-0.379  0.953 -0.525  0.295 -1.035],972.8527958393097,,100.0,99.39373,-93.62766,-95.39564,11.989361,73,0.7792963,0.3734293,17.08,3.0622315,-97.98361,3.3704457,0.004654902,396.04083,-74.05381,0.12536044,2804.3276,3.036512,-109.00808842937899,7300,122929,-84.04568,-80.31339,100
1.0627766,[-0.401  0.924 -0.554  0.278 -1.046],986.6761064529419,,100.0,99.39249,-93.50635,-95.24629,32.14968,74,0.780471,0.40341356,16.9,3.1001077,-98.08131,11.720528,0.016466595,1794.0876,-74.363556,0.25888273,8962.036,10.743228,-108.6817496224054,7400,124619,-83.20843,-79.77479,100
1.5687436,[-0.391  0.951 -0.526  0.245 -1.016],997.0256578922272,,100.0,99.36941,-93.361786,-94.96585,185.66693,75,0.6209886,0.39192864,16.36,2.5108256,-97.522446,28.590393,0.00013915543,3265.099,-61.19961,0.64583063,19659.76,21.82374,-108.02884418997454,7500,126255,-86.1882,-71.208755,100
1.1447135,[-0.334  0.994 -0.517  0.248 -1.027],1010.7499577999115,,100.0,99.39519,-93.267685,-95.027664,70.87776,76,0.7411355,0.38044995,17.0,2.7494502,-97.33743,11.678178,0.0021702775,348.03534,-71.1897,0.5651303,10125.84,7.9495416,-108.51545785869459,7600,127955,-83.72259,-80.32126,100
1.0011116,[-0.313  0.996 -0.535  0.217 -1.039],1023.8626043796539,,100.0,99.37214,-94.07869,-95.79118,184.40292,77,0.41923773,0.38034645,15.93,2.0376492,-97.77389,21.195095,0.00036081747,613.57,-42.292076,0.86149627,7955.399,13.056812,-108.43218755178826,7700,129548,-88.56916,-55.458008,100
1.2331297,[-0.326  0.964 -0.52   0.222 -1.039],1037.8605606555939,,100.0,99.392265,-93.56941,-95.45277,220.33627,78,0.48161504,0.37502664,16.73,2.3836913,-97.379944,21.541546,9.776905e-05,490.21042,-47.98235,0.94645154,11763.779,12.746334,-108.5982972553303,7800,131221,-86.691605,-62.872437,100
1.1923871,[-0.298  0.987 -0.542  0.221 -1.044],1051.8473558425903,,100.0,99.378204,-93.45643,-95.29713,98.70905,79,0.734433,0.37866253,16.58,2.5117865,-97.81401,24.068115,0.0003521707,715.5896,-69.5902,0.75295335,10661.012,12.964463,-108.3346496215126,7900,132879,-85.29552,-79.2921,100
1.2256182,[-0.299  1.009 -0.548  0.193 -1.04 ],1065.8166007995605,,100.0,99.3743,-93.420265,-95.10549,286.83298,80,0.4823221,0.35238045,16.52,2.8841178,-97.69114,46.547325,4.804542e-06,1303.0991,-48.279865,0.96541774,11212.488,18.05805,-108.24057046971589,8000,134531,-82.58623,-61.78148,100
0.60222214,[-0.234  1.031 -0.563  0.202 -1.067],1078.8160405158997,,100.0,99.3651,-93.4667,-95.10192,22.286297,81,0.8196112,0.35071614,16.53,2.8037484,-97.75546,11.208535,0.0053345687,823.59296,-77.16102,0.15100192,2881.1528,6.5881953,-108.310482462276,8100,136184,-82.28225,-81.575424,100
1.1623089,[-0.24   0.993 -0.592  0.184 -1.068],1089.8586614131927,,100.0,99.357056,-93.46046,-95.09686,67.26715,82,0.52601475,0.34852374,16.63,2.8487978,-97.89429,8.932852,0.0008510243,258.85233,-51.8455,0.48351172,10594.531,5.40938,-108.3889362981109,8200,137847,-82.98882,-62.206688,100
